date,WDC,WDC_EPS,PE Ratio
1996-02-06,9.75,,
1996-02-07,9.69,,
1996-02-08,9.81,,
1996-02-09,9.69,,
1996-02-12,9.63,,
1996-02-13,9.44,,
1996-02-14,9.5,,
1996-02-15,9.81,,
1996-02-16,9.94,,
1996-02-20,9.75,,
1996-02-21,9.81,,
1996-02-22,9.94,,
1996-02-23,9.69,,
1996-02-26,9.81,,
1996-02-27,10.0,,
1996-02-28,10.38,,
1996-02-29,10.44,,
1996-03-01,9.81,,
1996-03-04,9.5,,
1996-03-05,9.19,,
1996-03-06,9.0,,
1996-03-07,8.81,,
1996-03-08,9.0,,
1996-03-11,9.13,,
1996-03-12,9.0,,
1996-03-13,9.25,,
1996-03-14,9.19,,
1996-03-15,9.44,,
1996-03-18,9.31,,
1996-03-19,9.19,,
1996-03-20,9.06,,
1996-03-21,8.94,,
1996-03-22,9.06,,
1996-03-25,9.0,,
1996-03-26,9.13,,
1996-03-27,9.13,,
1996-03-28,9.31,,
1996-03-29,9.63,,
1996-04-01,9.81,,
1996-04-02,9.63,,
1996-04-03,9.75,,
1996-04-04,9.75,,
1996-04-08,9.63,,
1996-04-09,9.69,,
1996-04-10,9.5,,
1996-04-11,9.56,,
1996-04-12,9.56,,
1996-04-15,9.56,,
1996-04-16,9.75,,
1996-04-17,9.5,,
1996-04-18,9.75,,
1996-04-19,9.63,,
1996-04-22,9.69,,
1996-04-23,10.19,,
1996-04-24,10.56,,
1996-04-25,10.88,,
1996-04-26,11.06,,
1996-04-29,11.06,,
1996-04-30,11.75,,
1996-05-01,12.38,,
1996-05-02,12.81,,
1996-05-03,12.25,,
1996-05-06,12.38,,
1996-05-07,12.5,,
1996-05-08,12.88,,
1996-05-09,12.69,,
1996-05-10,12.69,,
1996-05-13,13.0,,
1996-05-14,12.81,,
1996-05-15,13.31,,
1996-05-16,13.75,,
1996-05-17,14.0,,
1996-05-20,14.06,,
1996-05-21,14.06,,
1996-05-22,14.44,,
1996-05-23,13.69,,
1996-05-24,13.0,,
1996-05-28,13.75,,
1996-05-29,13.5,,
1996-05-30,12.56,,
1996-05-31,13.0,,
1996-06-03,12.63,,
1996-06-04,12.75,,
1996-06-05,12.63,,
1996-06-06,12.31,,
1996-06-07,12.06,,
1996-06-10,12.44,,
1996-06-11,11.5,,
1996-06-12,11.38,,
1996-06-13,11.69,,
1996-06-14,11.63,,
1996-06-17,11.81,,
1996-06-18,12.06,,
1996-06-19,12.56,,
1996-06-20,12.63,,
1996-06-21,12.44,,
1996-06-24,12.06,,
1996-06-25,11.69,,
1996-06-26,11.44,,
1996-06-27,12.19,,
1996-06-28,13.06,,
1996-07-01,12.69,,
1996-07-02,12.63,,
1996-07-03,12.38,,
1996-07-05,12.06,,
1996-07-08,12.0,,
1996-07-09,12.19,,
1996-07-10,11.63,,
1996-07-11,11.19,,
1996-07-12,11.0,,
1996-07-15,10.69,,
1996-07-16,10.41,,
1996-07-17,11.38,,
1996-07-18,11.81,,
1996-07-19,11.75,,
1996-07-22,11.19,,
1996-07-23,11.31,,
1996-07-24,11.88,,
1996-07-25,13.38,,
1996-07-26,13.63,,
1996-07-29,13.88,,
1996-07-30,14.38,,
1996-07-31,14.94,,
1996-08-01,15.06,,
1996-08-02,16.25,,
1996-08-05,15.88,,
1996-08-06,16.63,,
1996-08-07,16.44,,
1996-08-08,16.81,,
1996-08-09,17.0,,
1996-08-12,17.13,,
1996-08-13,16.88,,
1996-08-14,16.69,,
1996-08-15,16.63,,
1996-08-16,16.5,,
1996-08-19,16.69,,
1996-08-20,16.75,,
1996-08-21,17.44,,
1996-08-22,17.44,,
1996-08-23,18.19,,
1996-08-26,17.5,,
1996-08-27,17.5,,
1996-08-28,17.56,,
1996-08-29,17.75,,
1996-08-30,17.56,,
1996-09-03,17.56,,
1996-09-04,17.44,,
1996-09-05,16.75,,
1996-09-06,16.94,,
1996-09-09,17.31,,
1996-09-10,18.13,,
1996-09-11,18.81,,
1996-09-12,18.56,,
1996-09-13,19.25,,
1996-09-16,19.69,,
1996-09-17,19.5,,
1996-09-18,19.38,,
1996-09-19,19.94,,
1996-09-20,19.94,,
1996-09-23,20.38,,
1996-09-24,20.38,,
1996-09-25,20.38,,
1996-09-26,19.75,,
1996-09-27,20.25,,
1996-09-30,20.06,,
1996-10-01,19.56,,
1996-10-02,20.13,,
1996-10-03,20.31,,
1996-10-04,21.25,,
1996-10-07,21.88,,
1996-10-08,21.0,,
1996-10-09,21.31,,
1996-10-10,22.13,,
1996-10-11,23.13,,
1996-10-14,22.75,,
1996-10-15,22.81,,
1996-10-16,22.38,,
1996-10-17,21.94,,
1996-10-18,22.5,,
1996-10-21,22.44,,
1996-10-22,22.31,,
1996-10-23,24.0,,
1996-10-24,24.13,,
1996-10-25,24.81,,
1996-10-28,24.38,,
1996-10-29,23.5,,
1996-10-30,23.81,,
1996-10-31,24.25,,
1996-11-01,24.81,,
1996-11-04,25.06,,
1996-11-05,25.88,,
1996-11-06,26.31,,
1996-11-07,26.69,,
1996-11-08,27.75,,
1996-11-11,28.44,,
1996-11-12,28.38,,
1996-11-13,28.19,,
1996-11-14,29.13,,
1996-11-15,27.94,,
1996-11-18,28.31,,
1996-11-19,27.75,,
1996-11-20,27.75,,
1996-11-21,27.31,,
1996-11-22,27.13,,
1996-11-25,26.75,,
1996-11-26,26.56,,
1996-11-27,26.88,,
1996-11-29,26.88,,
1996-12-02,29.31,,
1996-12-03,28.25,,
1996-12-04,29.44,,
1996-12-05,29.06,,
1996-12-06,29.5,,
1996-12-09,30.38,,
1996-12-10,30.44,,
1996-12-11,29.94,,
1996-12-12,28.75,,
1996-12-13,28.13,,
1996-12-16,26.81,,
1996-12-17,27.13,,
1996-12-18,28.63,,
1996-12-19,29.5,,
1996-12-20,28.38,,
1996-12-23,27.44,,
1996-12-24,28.44,,
1996-12-26,28.75,,
1996-12-27,28.56,,
1996-12-30,28.63,,
1996-12-31,28.44,,
1997-01-02,27.44,,
1997-01-03,28.63,,
1997-01-06,29.88,,
1997-01-07,29.75,,
1997-01-08,30.94,,
1997-01-09,31.56,,
1997-01-10,33.38,,
1997-01-13,36.0,,
1997-01-14,37.5,,
1997-01-15,35.13,,
1997-01-16,35.0,,
1997-01-17,34.5,,
1997-01-20,34.63,,
1997-01-21,35.0,,
1997-01-22,34.88,,
1997-01-23,34.06,,
1997-01-24,34.88,,
1997-01-27,34.0,,
1997-01-28,34.63,,
1997-01-29,34.88,,
1997-01-30,36.81,,
1997-01-31,36.25,,
1997-02-03,35.13,,
1997-02-04,34.25,,
1997-02-05,31.69,,
1997-02-06,33.19,,
1997-02-07,34.75,,
1997-02-10,34.63,,
1997-02-11,33.94,,
1997-02-12,34.63,,
1997-02-13,34.94,,
1997-02-14,34.81,,
1997-02-18,35.56,,
1997-02-19,38.44,,
1997-02-20,36.94,,
1997-02-21,35.31,,
1997-02-24,36.0,,
1997-02-25,34.19,,
1997-02-26,33.63,,
1997-02-27,31.5,,
1997-02-28,29.5,,
1997-03-03,29.06,,
1997-03-04,28.63,,
1997-03-05,28.88,,
1997-03-06,28.38,,
1997-03-07,29.13,,
1997-03-10,30.56,,
1997-03-11,29.13,,
1997-03-12,32.25,,
1997-03-13,31.56,,
1997-03-14,29.31,,
1997-03-17,29.06,,
1997-03-18,28.75,,
1997-03-19,26.88,,
1997-03-20,29.0,,
1997-03-21,27.94,,
1997-03-24,28.38,,
1997-03-25,30.38,,
1997-03-26,31.44,,
1997-03-27,30.38,,
1997-03-31,28.31,,
1997-04-01,29.31,,
1997-04-02,30.06,,
1997-04-03,30.88,,
1997-04-04,32.31,,
1997-04-07,32.56,,
1997-04-08,33.88,,
1997-04-09,34.19,,
1997-04-10,32.94,,
1997-04-11,31.5,,
1997-04-14,32.06,,
1997-04-15,30.75,,
1997-04-16,31.06,,
1997-04-17,31.63,,
1997-04-18,30.38,,
1997-04-21,29.13,,
1997-04-22,29.0,,
1997-04-23,29.94,,
1997-04-24,29.0,,
1997-04-25,27.56,,
1997-04-28,28.31,,
1997-04-29,30.38,,
1997-04-30,30.81,,
1997-05-01,32.13,,
1997-05-02,35.25,,
1997-05-05,36.0,,
1997-05-06,36.25,,
1997-05-07,35.88,,
1997-05-08,34.69,,
1997-05-09,35.25,,
1997-05-12,35.5,,
1997-05-13,33.81,,
1997-05-14,31.94,,
1997-05-15,34.38,,
1997-05-16,33.0,,
1997-05-19,30.88,,
1997-05-20,31.63,,
1997-05-21,29.5,,
1997-05-22,28.56,,
1997-05-23,26.44,,
1997-05-27,28.44,,
1997-05-28,29.63,,
1997-05-29,27.19,,
1997-05-30,27.06,,
1997-06-02,29.19,,
1997-06-03,27.75,,
1997-06-04,28.0,,
1997-06-05,28.88,,
1997-06-06,29.13,,
1997-06-09,29.13,,
1997-06-10,28.13,,
1997-06-11,28.5,,
1997-06-12,28.5,,
1997-06-13,29.25,,
1997-06-16,31.0,,
1997-06-17,33.38,,
1997-06-18,32.0,,
1997-06-19,31.75,,
1997-06-20,31.88,,
1997-06-23,32.38,,
1997-06-24,33.69,,
1997-06-25,32.88,,
1997-06-26,31.13,,
1997-06-27,31.69,,
1997-06-30,31.63,,
1997-07-01,30.94,,
1997-07-02,32.13,,
1997-07-03,32.69,,
1997-07-07,32.88,,
1997-07-08,33.63,,
1997-07-09,34.5,,
1997-07-10,34.19,,
1997-07-11,35.88,,
1997-07-14,37.56,,
1997-07-15,40.31,,
1997-07-16,41.0,,
1997-07-17,39.13,,
1997-07-18,38.5,,
1997-07-21,37.25,,
1997-07-22,40.0,,
1997-07-23,40.5,,
1997-07-24,38.75,,
1997-07-25,38.38,,
1997-07-28,37.38,,
1997-07-29,36.25,,
1997-07-30,38.5,,
1997-07-31,38.5,,
1997-08-01,39.63,,
1997-08-04,40.13,,
1997-08-05,45.5,,
1997-08-06,45.75,,
1997-08-07,47.5,,
1997-08-08,49.0,,
1997-08-11,50.0,,
1997-08-12,47.38,,
1997-08-13,49.44,,
1997-08-14,49.0,,
1997-08-15,48.25,,
1997-08-18,48.69,,
1997-08-19,51.69,,
1997-08-20,54.0,,
1997-08-21,52.0,,
1997-08-22,53.0,,
1997-08-25,53.25,,
1997-08-26,51.38,,
1997-08-27,50.0,,
1997-08-28,48.0,,
1997-08-29,48.13,,
1997-09-02,47.0,,
1997-09-03,45.88,,
1997-09-04,46.38,,
1997-09-05,47.75,,
1997-09-08,44.0,,
1997-09-09,43.88,,
1997-09-10,44.25,,
1997-09-11,45.69,,
1997-09-12,46.0,,
1997-09-15,44.0,,
1997-09-16,45.25,,
1997-09-17,48.63,,
1997-09-18,48.63,,
1997-09-19,48.06,,
1997-09-22,50.0,,
1997-09-23,50.44,,
1997-09-24,48.5,,
1997-09-25,48.31,,
1997-09-26,48.5,,
1997-09-29,41.0,,
1997-09-30,40.0,,
1997-10-01,37.63,,
1997-10-02,38.5,,
1997-10-03,39.38,,
1997-10-06,38.5,,
1997-10-07,38.13,,
1997-10-08,38.25,,
1997-10-09,40.38,,
1997-10-10,41.63,,
1997-10-13,40.81,,
1997-10-14,39.63,,
1997-10-15,38.5,,
1997-10-16,37.5,,
1997-10-17,35.94,,
1997-10-20,36.63,,
1997-10-21,37.44,,
1997-10-22,36.94,,
1997-10-23,35.13,,
1997-10-24,33.25,,
1997-10-27,30.31,,
1997-10-28,32.44,,
1997-10-29,30.5,,
1997-10-30,29.44,,
1997-10-31,30.0,,
1997-11-03,30.94,,
1997-11-04,31.63,,
1997-11-05,30.94,,
1997-11-06,30.25,,
1997-11-07,23.63,,
1997-11-10,21.75,,
1997-11-11,21.25,,
1997-11-12,19.81,,
1997-11-13,21.0,,
1997-11-14,23.38,,
1997-11-17,23.06,,
1997-11-18,22.0,,
1997-11-19,21.88,,
1997-11-20,22.63,,
1997-11-21,21.94,,
1997-11-24,21.06,,
1997-11-25,20.81,,
1997-11-26,20.25,,
1997-11-28,20.19,,
1997-12-01,21.13,,
1997-12-02,19.38,,
1997-12-03,19.19,,
1997-12-04,17.94,,
1997-12-05,18.13,,
1997-12-08,18.06,,
1997-12-09,17.31,,
1997-12-10,17.25,,
1997-12-11,16.38,,
1997-12-12,15.75,,
1997-12-15,15.88,,
1997-12-16,16.25,,
1997-12-17,15.69,,
1997-12-18,15.25,,
1997-12-19,15.44,,
1997-12-22,14.56,,
1997-12-23,15.25,,
1997-12-24,14.88,,
1997-12-26,14.63,,
1997-12-29,14.81,,
1997-12-30,15.25,,
1997-12-31,16.0,,
1998-01-02,17.25,,
1998-01-05,18.0,,
1998-01-06,17.5,,
1998-01-07,17.25,,
1998-01-08,16.38,,
1998-01-09,15.69,,
1998-01-12,15.06,,
1998-01-13,16.44,,
1998-01-14,15.94,,
1998-01-15,16.44,,
1998-01-16,15.88,,
1998-01-20,17.19,,
1998-01-21,19.13,,
1998-01-22,18.69,,
1998-01-23,18.31,,
1998-01-26,17.63,,
1998-01-27,16.81,,
1998-01-28,18.13,,
1998-01-29,17.31,,
1998-01-30,18.88,,
1998-02-02,18.5,,
1998-02-03,18.25,,
1998-02-04,18.69,,
1998-02-05,18.25,,
1998-02-06,18.5,,
1998-02-09,18.0,,
1998-02-10,18.81,,
1998-02-11,19.0,,
1998-02-12,19.19,,
1998-02-13,19.75,,
1998-02-17,19.5,,
1998-02-18,19.63,,
1998-02-19,19.19,,
1998-02-20,18.69,,
1998-02-23,18.63,,
1998-02-24,18.0,,
1998-02-25,18.13,,
1998-02-26,18.44,,
1998-02-27,18.25,,
1998-03-02,18.0,,
1998-03-03,17.56,,
1998-03-04,17.44,,
1998-03-05,16.38,,
1998-03-06,16.56,,
1998-03-09,15.75,,
1998-03-10,16.38,,
1998-03-11,17.5,,
1998-03-12,17.31,,
1998-03-13,17.19,,
1998-03-16,17.06,,
1998-03-17,16.81,,
1998-03-18,16.56,,
1998-03-19,17.19,,
1998-03-20,16.69,,
1998-03-23,16.5,,
1998-03-24,17.06,,
1998-03-25,17.13,,
1998-03-26,17.88,,
1998-03-27,17.81,,
1998-03-30,18.25,,
1998-03-31,17.56,,
1998-04-01,19.5,,
1998-04-02,18.88,,
1998-04-03,18.5,,
1998-04-06,18.25,,
1998-04-07,17.69,,
1998-04-08,18.63,,
1998-04-09,18.25,,
1998-04-13,17.81,,
1998-04-14,18.75,,
1998-04-15,19.19,,
1998-04-16,18.5,,
1998-04-17,18.5,,
1998-04-20,19.75,,
1998-04-21,19.75,,
1998-04-22,21.38,,
1998-04-23,20.81,,
1998-04-24,22.0,,
1998-04-27,21.25,,
1998-04-28,19.25,,
1998-04-29,19.06,,
1998-04-30,19.75,,
1998-05-01,19.63,,
1998-05-04,19.88,,
1998-05-05,19.88,,
1998-05-06,19.88,,
1998-05-07,19.94,,
1998-05-08,20.38,,
1998-05-11,19.69,,
1998-05-12,20.0,,
1998-05-13,19.56,,
1998-05-14,19.69,,
1998-05-15,19.13,,
1998-05-18,19.0,,
1998-05-19,18.81,,
1998-05-20,18.81,,
1998-05-21,18.25,,
1998-05-22,17.44,,
1998-05-26,17.38,,
1998-05-27,17.0,,
1998-05-28,17.38,,
1998-05-29,17.06,,
1998-06-01,16.0,,
1998-06-02,15.81,,
1998-06-03,15.5,,
1998-06-04,15.56,,
1998-06-05,15.5,,
1998-06-08,15.25,,
1998-06-09,15.5,,
1998-06-10,11.19,,
1998-06-11,10.75,,
1998-06-12,11.0,,
1998-06-15,11.0,,
1998-06-16,11.38,,
1998-06-17,11.56,,
1998-06-18,11.56,,
1998-06-19,11.38,,
1998-06-22,11.25,,
1998-06-23,11.25,,
1998-06-24,11.13,,
1998-06-25,11.31,,
1998-06-26,11.25,,
1998-06-29,11.63,,
1998-06-30,11.81,,
1998-07-01,11.69,,
1998-07-02,11.13,,
1998-07-06,11.19,,
1998-07-07,11.31,,
1998-07-08,12.5,,
1998-07-09,12.38,,
1998-07-10,12.13,,
1998-07-13,12.56,,
1998-07-14,12.25,,
1998-07-15,12.56,,
1998-07-16,12.81,,
1998-07-17,12.5,,
1998-07-20,12.19,,
1998-07-21,12.31,,
1998-07-22,11.69,,
1998-07-23,11.81,,
1998-07-24,11.44,,
1998-07-27,11.13,,
1998-07-28,11.56,,
1998-07-29,11.25,,
1998-07-30,11.5,,
1998-07-31,11.13,,
1998-08-03,11.0,,
1998-08-04,10.94,,
1998-08-05,10.56,,
1998-08-06,12.25,,
1998-08-07,12.06,,
1998-08-10,12.0,,
1998-08-11,11.69,,
1998-08-12,12.13,,
1998-08-13,12.44,,
1998-08-14,13.19,,
1998-08-17,13.06,,
1998-08-18,12.94,,
1998-08-19,12.38,,
1998-08-20,11.94,,
1998-08-21,11.5,,
1998-08-24,11.38,,
1998-08-25,11.19,,
1998-08-26,10.75,,
1998-08-27,9.88,,
1998-08-28,9.5,,
1998-08-31,8.13,,
1998-09-01,8.81,,
1998-09-02,9.31,,
1998-09-03,8.75,,
1998-09-04,8.94,,
1998-09-08,9.31,,
1998-09-09,10.25,,
1998-09-10,10.25,,
1998-09-11,10.13,,
1998-09-14,10.25,,
1998-09-15,9.81,,
1998-09-16,9.88,,
1998-09-17,10.13,,
1998-09-18,10.5,,
1998-09-21,11.13,,
1998-09-22,10.75,,
1998-09-23,11.31,,
1998-09-24,10.75,,
1998-09-25,10.94,,
1998-09-28,10.63,,
1998-09-29,10.44,,
1998-09-30,10.75,,
1998-10-01,9.63,,
1998-10-02,9.75,,
1998-10-05,9.38,,
1998-10-06,9.0,,
1998-10-07,8.25,,
1998-10-08,8.06,,
1998-10-09,8.06,,
1998-10-12,8.38,,
1998-10-13,8.06,,
1998-10-14,7.81,,
1998-10-15,8.0,,
1998-10-16,7.75,,
1998-10-19,8.13,,
1998-10-20,7.94,,
1998-10-21,7.94,,
1998-10-22,7.88,,
1998-10-23,9.0,,
1998-10-26,8.81,,
1998-10-27,8.81,,
1998-10-28,9.31,,
1998-10-29,9.63,,
1998-10-30,10.5,,
1998-11-02,10.5,,
1998-11-03,12.63,,
1998-11-04,14.25,,
1998-11-05,13.63,,
1998-11-06,13.5,,
1998-11-09,13.38,,
1998-11-10,13.19,,
1998-11-11,13.25,,
1998-11-12,13.69,,
1998-11-13,13.25,,
1998-11-16,13.06,,
1998-11-17,12.88,,
1998-11-18,12.94,,
1998-11-19,14.81,,
1998-11-20,14.44,,
1998-11-23,14.13,,
1998-11-24,14.25,,
1998-11-25,14.13,,
1998-11-27,14.25,,
1998-11-30,13.06,,
1998-12-01,17.88,,
1998-12-02,16.63,,
1998-12-03,17.63,,
1998-12-04,18.13,,
1998-12-07,17.69,,
1998-12-08,17.69,,
1998-12-09,17.06,,
1998-12-10,16.0,,
1998-12-11,15.63,,
1998-12-14,15.63,,
1998-12-15,15.81,,
1998-12-16,15.25,,
1998-12-17,15.44,,
1998-12-18,16.25,,
1998-12-21,16.31,,
1998-12-22,15.75,,
1998-12-23,15.25,,
1998-12-24,15.94,,
1998-12-28,15.5,,
1998-12-29,14.56,,
1998-12-30,15.31,,
1998-12-31,15.06,,
1999-01-04,15.06,,
1999-01-05,16.56,,
1999-01-06,16.5,,
1999-01-07,18.0,,
1999-01-08,18.19,,
1999-01-11,19.0,,
1999-01-12,19.5,,
1999-01-13,20.38,,
1999-01-14,20.0,,
1999-01-15,19.88,,
1999-01-19,19.25,,
1999-01-20,16.5,,
1999-01-21,16.44,,
1999-01-22,15.31,,
1999-01-25,15.0,,
1999-01-26,14.63,,
1999-01-27,13.5,,
1999-01-28,14.06,,
1999-01-29,13.63,,
1999-02-01,14.38,,
1999-02-02,12.88,,
1999-02-03,13.25,,
1999-02-04,12.63,,
1999-02-05,12.88,,
1999-02-08,13.03,,
1999-02-09,12.19,,
1999-02-10,12.06,,
1999-02-11,12.25,,
1999-02-12,11.75,,
1999-02-16,11.19,,
1999-02-17,10.13,,
1999-02-18,10.94,,
1999-02-19,10.69,,
1999-02-22,11.0,,
1999-02-23,11.0,,
1999-02-24,10.38,,
1999-02-25,10.38,,
1999-02-26,9.5,,
1999-03-01,10.13,,
1999-03-02,9.75,,
1999-03-03,9.5,,
1999-03-04,9.56,,
1999-03-05,9.38,,
1999-03-08,9.56,,
1999-03-09,9.75,,
1999-03-10,9.5,,
1999-03-11,9.56,,
1999-03-12,9.38,,
1999-03-15,9.5,,
1999-03-16,9.5,,
1999-03-17,9.75,,
1999-03-18,9.63,,
1999-03-19,9.31,,
1999-03-22,8.63,,
1999-03-23,8.69,,
1999-03-24,8.56,,
1999-03-25,8.56,,
1999-03-26,8.56,,
1999-03-29,8.38,,
1999-03-30,8.0,,
1999-03-31,7.88,,
1999-04-01,8.0,,
1999-04-05,7.75,,
1999-04-06,7.63,,
1999-04-07,7.44,,
1999-04-08,7.38,,
1999-04-09,7.25,,
1999-04-12,7.31,,
1999-04-13,7.0,,
1999-04-14,6.94,,
1999-04-15,7.13,,
1999-04-16,7.06,,
1999-04-19,6.94,,
1999-04-20,7.0,,
1999-04-21,6.63,,
1999-04-22,7.44,,
1999-04-23,7.63,,
1999-04-26,7.31,,
1999-04-27,8.88,,
1999-04-28,8.19,,
1999-04-29,8.31,,
1999-04-30,8.06,,
1999-05-03,7.88,,
1999-05-04,7.63,,
1999-05-05,7.69,,
1999-05-06,7.56,,
1999-05-07,7.56,,
1999-05-10,8.38,,
1999-05-11,8.38,,
1999-05-12,8.69,,
1999-05-13,9.0,,
1999-05-14,9.0,,
1999-05-17,8.94,,
1999-05-18,8.88,,
1999-05-19,8.81,,
1999-05-20,9.31,,
1999-05-21,8.88,,
1999-05-24,8.63,,
1999-05-25,8.25,,
1999-05-26,7.81,,
1999-05-27,7.75,,
1999-05-28,8.0,,
1999-06-01,7.94,,
1999-06-02,7.69,,
1999-06-03,7.75,,
1999-06-04,7.56,,
1999-06-07,7.81,,
1999-06-08,7.44,,
1999-06-09,7.69,,
1999-06-10,7.5,,
1999-06-11,7.44,,
1999-06-14,7.13,,
1999-06-15,6.88,,
1999-06-16,6.88,,
1999-06-17,6.5,,
1999-06-18,6.69,,
1999-06-21,6.63,,
1999-06-22,6.56,,
1999-06-23,6.56,,
1999-06-24,6.44,,
1999-06-25,6.25,,
1999-06-28,6.44,,
1999-06-29,6.31,,
1999-06-30,6.5,,
1999-07-01,6.5,,
1999-07-02,6.38,,
1999-07-06,6.38,,
1999-07-07,6.38,,
1999-07-08,6.25,,
1999-07-09,6.19,,
1999-07-12,6.0,,
1999-07-13,5.81,,
1999-07-14,6.94,,
1999-07-15,6.88,,
1999-07-16,6.19,,
1999-07-19,6.06,,
1999-07-20,5.94,,
1999-07-21,6.06,,
1999-07-22,5.69,,
1999-07-23,5.06,,
1999-07-26,4.88,,
1999-07-27,5.0,,
1999-07-28,4.94,,
1999-07-29,4.94,,
1999-07-30,4.88,,
1999-08-02,4.56,,
1999-08-03,4.13,,
1999-08-04,4.0,,
1999-08-05,4.19,,
1999-08-06,4.0,,
1999-08-09,3.88,,
1999-08-10,3.81,,
1999-08-11,3.69,,
1999-08-12,3.56,,
1999-08-13,3.75,,
1999-08-16,4.38,,
1999-08-17,4.69,,
1999-08-18,5.69,,
1999-08-19,6.88,,
1999-08-20,5.94,,
1999-08-23,5.63,,
1999-08-24,5.88,,
1999-08-25,5.81,,
1999-08-26,5.69,,
1999-08-27,5.44,,
1999-08-30,5.63,,
1999-08-31,6.13,,
1999-09-01,6.38,,
1999-09-02,6.13,,
1999-09-03,6.0,,
1999-09-07,5.81,,
1999-09-08,5.63,,
1999-09-09,5.5,,
1999-09-10,5.38,,
1999-09-13,5.38,,
1999-09-14,5.13,,
1999-09-15,4.94,,
1999-09-16,4.63,,
1999-09-17,4.81,,
1999-09-20,4.63,,
1999-09-21,4.25,,
1999-09-22,4.38,,
1999-09-23,4.5,,
1999-09-24,4.31,,
1999-09-27,4.19,,
1999-09-28,4.0,,
1999-09-29,3.81,,
1999-09-30,3.69,,
1999-10-01,4.19,,
1999-10-04,3.94,,
1999-10-05,3.88,,
1999-10-06,4.0,,
1999-10-07,3.81,,
1999-10-08,3.63,,
1999-10-11,3.69,,
1999-10-12,3.56,,
1999-10-13,3.5,,
1999-10-14,3.63,,
1999-10-15,3.5,,
1999-10-18,3.31,,
1999-10-19,3.44,,
1999-10-20,3.31,,
1999-10-21,3.38,,
1999-10-22,3.44,,
1999-10-25,3.06,,
1999-10-26,3.06,,
1999-10-27,3.25,,
1999-10-28,3.19,,
1999-10-29,3.25,,
1999-11-01,3.13,,
1999-11-02,3.13,,
1999-11-03,2.94,,
1999-11-04,2.81,,
1999-11-05,2.81,,
1999-11-08,2.94,,
1999-11-09,3.25,,
1999-11-10,4.25,,
1999-11-11,3.88,,
1999-11-12,3.75,,
1999-11-15,3.75,,
1999-11-16,3.69,,
1999-11-17,3.94,,
1999-11-18,3.94,,
1999-11-19,3.88,,
1999-11-22,3.88,,
1999-11-23,3.69,,
1999-11-24,3.69,,
1999-11-26,3.69,,
1999-11-29,4.19,,
1999-11-30,3.88,,
1999-12-01,3.81,,
1999-12-02,3.81,,
1999-12-03,3.75,,
1999-12-06,3.75,,
1999-12-07,3.69,,
1999-12-08,3.56,,
1999-12-09,3.5,,
1999-12-10,3.63,,
1999-12-13,3.44,,
1999-12-14,3.63,,
1999-12-15,3.5,,
1999-12-16,4.0,,
1999-12-17,4.19,,
1999-12-20,3.94,,
1999-12-21,3.88,,
1999-12-22,3.88,,
1999-12-23,3.75,,
1999-12-27,3.69,,
1999-12-28,3.56,,
1999-12-29,3.69,,
1999-12-30,3.81,,
1999-12-31,4.19,,
2000-01-03,3.94,,
2000-01-04,4.69,,
2000-01-05,4.38,,
2000-01-06,4.56,,
2000-01-07,5.63,,
2000-01-10,5.0,,
2000-01-11,5.0,,
2000-01-12,4.56,,
2000-01-13,4.31,,
2000-01-14,4.5,,
2000-01-18,5.13,,
2000-01-19,6.69,,
2000-01-20,5.56,,
2000-01-21,5.13,,
2000-01-24,4.75,,
2000-01-25,5.5,,
2000-01-26,5.75,,
2000-01-27,4.63,,
2000-01-28,5.0,,
2000-01-31,4.75,,
2000-02-01,4.69,,
2000-02-02,4.75,,
2000-02-03,5.06,,
2000-02-04,5.06,,
2000-02-07,5.25,,
2000-02-08,5.13,,
2000-02-09,5.0,,
2000-02-10,4.81,,
2000-02-11,4.94,,
2000-02-14,4.69,,
2000-02-15,4.5,,
2000-02-16,4.5,,
2000-02-17,4.5,,
2000-02-18,4.31,,
2000-02-22,4.25,,
2000-02-23,4.31,,
2000-02-24,4.25,,
2000-02-25,3.94,,
2000-02-28,3.94,,
2000-02-29,4.5,,
2000-03-01,4.69,,
2000-03-02,4.75,,
2000-03-03,4.5,,
2000-03-06,4.81,,
2000-03-07,4.56,,
2000-03-08,4.56,,
2000-03-09,6.0,,
2000-03-10,5.19,,
2000-03-13,7.25,,
2000-03-14,6.5,,
2000-03-15,6.5,,
2000-03-16,7.63,,
2000-03-17,7.5,,
2000-03-20,6.94,,
2000-03-21,7.13,,
2000-03-22,8.0,,
2000-03-23,8.75,,
2000-03-24,8.63,,
2000-03-27,8.25,,
2000-03-28,7.69,,
2000-03-29,7.75,,
2000-03-30,6.88,,
2000-03-31,7.44,,
2000-04-03,7.13,,
2000-04-04,6.44,,
2000-04-05,7.69,,
2000-04-06,7.75,,
2000-04-07,7.56,,
2000-04-10,7.06,,
2000-04-11,6.69,,
2000-04-12,6.25,,
2000-04-13,6.75,,
2000-04-14,6.0,,
2000-04-17,5.63,,
2000-04-18,6.19,,
2000-04-19,7.0,,
2000-04-20,6.19,,
2000-04-24,6.06,,
2000-04-25,7.0,,
2000-04-26,6.81,,
2000-04-27,7.75,,
2000-04-28,6.88,,
2000-05-01,7.19,,
2000-05-02,6.69,,
2000-05-03,6.69,,
2000-05-04,6.56,,
2000-05-05,6.56,,
2000-05-08,6.5,,
2000-05-09,5.88,,
