date,HBAN,HBAN_EPS,PE Ratio
1990-08-28,5.12,,
1990-08-29,5.07,,
1990-08-30,5.02,,
1990-08-31,5.12,,
1990-09-04,5.12,,
1990-09-05,5.17,,
1990-09-06,5.17,,
1990-09-07,5.17,,
1990-09-10,5.17,,
1990-09-11,5.12,,
1990-09-12,5.12,,
1990-09-13,5.12,,
1990-09-14,5.07,,
1990-09-17,4.92,,
1990-09-18,4.87,,
1990-09-19,4.87,,
1990-09-20,4.77,,
1990-09-21,4.77,,
1990-09-24,4.37,,
1990-09-25,4.37,,
1990-09-26,4.42,,
1990-09-27,4.27,,
1990-09-28,4.22,,
1990-10-01,4.37,,
1990-10-02,4.27,,
1990-10-03,4.32,,
1990-10-04,4.32,,
1990-10-05,4.17,,
1990-10-08,4.27,,
1990-10-09,4.27,,
1990-10-10,4.17,,
1990-10-11,4.07,,
1990-10-12,4.27,,
1990-10-15,4.22,,
1990-10-16,4.17,,
1990-10-17,4.12,,
1990-10-18,4.07,,
1990-10-19,4.17,,
1990-10-22,4.37,,
1990-10-23,4.47,,
1990-10-24,4.37,,
1990-10-25,4.47,,
1990-10-26,4.37,,
1990-10-29,4.47,,
1990-10-30,4.37,,
1990-10-31,4.57,,
1990-11-01,4.57,,
1990-11-02,4.57,,
1990-11-05,4.47,,
1990-11-06,4.47,,
1990-11-07,4.57,,
1990-11-08,4.52,,
1990-11-09,4.67,,
1990-11-12,4.77,,
1990-11-13,4.77,,
1990-11-14,4.87,,
1990-11-15,4.87,,
1990-11-16,4.77,,
1990-11-19,4.77,,
1990-11-20,4.72,,
1990-11-21,4.72,,
1990-11-23,4.72,,
1990-11-26,4.67,,
1990-11-27,4.72,,
1990-11-28,4.72,,
1990-11-29,4.72,,
1990-11-30,4.72,,
1990-12-03,4.72,,
1990-12-04,4.72,,
1990-12-05,5.02,,
1990-12-06,4.87,,
1990-12-07,4.87,,
1990-12-10,4.87,,
1990-12-11,4.92,,
1990-12-12,4.87,,
1990-12-13,4.97,,
1990-12-14,4.87,,
1990-12-17,4.87,,
1990-12-18,4.92,,
1990-12-19,4.87,,
1990-12-20,4.87,,
1990-12-21,4.82,,
1990-12-24,4.77,,
1990-12-26,4.57,,
1990-12-27,4.47,,
1990-12-28,4.52,,
1990-12-31,4.42,,
1991-01-02,4.52,,
1991-01-03,4.52,,
1991-01-04,4.57,,
1991-01-07,4.47,,
1991-01-08,4.47,,
1991-01-09,4.67,,
1991-01-10,4.67,,
1991-01-11,4.67,,
1991-01-14,4.67,,
1991-01-15,4.82,,
1991-01-16,4.67,,
1991-01-17,4.87,,
1991-01-18,4.87,,
1991-01-21,4.82,,
1991-01-22,4.82,,
1991-01-23,4.97,,
1991-01-24,5.17,,
1991-01-25,5.07,,
1991-01-28,5.22,,
1991-01-29,5.07,,
1991-01-30,5.17,,
1991-01-31,5.07,,
1991-02-01,5.22,,
1991-02-04,5.27,,
1991-02-05,5.56,,
1991-02-06,5.71,,
1991-02-07,5.76,,
1991-02-08,5.71,,
1991-02-11,5.66,,
1991-02-12,5.76,,
1991-02-13,6.01,,
1991-02-14,5.86,,
1991-02-15,6.01,,
1991-02-19,5.81,,
1991-02-20,5.71,,
1991-02-21,5.76,,
1991-02-22,5.76,,
1991-02-25,5.81,,
1991-02-26,5.96,,
1991-02-27,6.11,,
1991-02-28,6.16,,
1991-03-01,6.16,,
1991-03-04,6.16,,
1991-03-05,6.26,,
1991-03-06,6.26,,
1991-03-07,6.36,,
1991-03-08,6.36,,
1991-03-11,6.41,,
1991-03-12,6.41,,
1991-03-13,6.46,,
1991-03-14,6.41,,
1991-03-15,6.21,,
1991-03-18,6.16,,
1991-03-19,5.86,,
1991-03-20,5.91,,
1991-03-21,5.86,,
1991-03-22,5.81,,
1991-03-25,6.11,,
1991-03-26,6.31,,
1991-03-27,6.31,,
1991-03-28,6.46,,
1991-04-01,6.21,,
1991-04-02,6.26,,
1991-04-03,6.16,,
1991-04-04,6.21,,
1991-04-05,6.21,,
1991-04-08,6.31,,
1991-04-09,6.21,,
1991-04-10,6.26,,
1991-04-11,6.16,,
1991-04-12,6.11,,
1991-04-15,6.16,,
1991-04-16,6.26,,
1991-04-17,6.36,,
1991-04-18,6.36,,
1991-04-19,6.36,,
1991-04-22,6.26,,
1991-04-23,6.16,,
1991-04-24,6.26,,
1991-04-25,6.16,,
1991-04-26,6.21,,
1991-04-29,6.26,,
1991-04-30,6.31,,
1991-05-01,6.56,,
1991-05-02,6.46,,
1991-05-03,6.46,,
1991-05-06,6.51,,
1991-05-07,6.51,,
1991-05-08,6.66,,
1991-05-09,6.71,,
1991-05-10,6.56,,
1991-05-13,6.66,,
1991-05-14,6.56,,
1991-05-15,6.56,,
1991-05-16,6.51,,
1991-05-17,6.51,,
1991-05-20,6.61,,
1991-05-21,6.61,,
1991-05-22,6.71,,
1991-05-23,6.71,,
1991-05-24,6.76,,
1991-05-28,6.95,,
1991-05-29,6.95,,
1991-05-30,6.85,,
1991-05-31,7.0,,
1991-06-03,6.95,,
1991-06-04,6.95,,
1991-06-05,6.95,,
1991-06-06,6.9,,
1991-06-07,6.76,,
1991-06-10,6.61,,
1991-06-11,6.61,,
1991-06-12,6.61,,
1991-06-13,6.61,,
1991-06-14,6.76,,
1991-06-17,6.66,,
1991-06-18,6.61,,
1991-06-19,6.71,,
1991-06-20,6.66,,
1991-06-21,6.66,,
1991-06-24,6.66,,
1991-06-25,6.61,,
1991-06-26,6.66,,
1991-06-27,6.76,,
1991-06-28,6.85,,
1991-07-01,6.81,,
1991-07-02,6.71,,
1991-07-03,6.66,,
1991-07-05,6.61,,
1991-07-08,6.71,,
1991-07-09,6.76,,
1991-07-10,6.66,,
1991-07-11,6.66,,
1991-07-12,6.71,,
1991-07-15,6.61,,
1991-07-16,6.85,,
1991-07-17,7.0,,
1991-07-18,7.1,,
1991-07-19,6.9,,
1991-07-22,7.0,,
1991-07-23,7.05,,
1991-07-24,7.0,,
1991-07-25,7.05,,
1991-07-26,7.05,,
1991-07-29,7.15,,
1991-07-30,7.15,,
1991-07-31,7.3,,
1991-08-01,7.2,,
1991-08-02,7.15,,
1991-08-05,7.15,,
1991-08-06,7.15,,
1991-08-07,7.2,,
1991-08-08,7.25,,
1991-08-09,7.15,,
1991-08-12,7.25,,
1991-08-13,7.4,,
1991-08-14,7.7,,
1991-08-15,7.6,,
1991-08-16,7.5,,
1991-08-19,7.3,,
1991-08-20,7.35,,
1991-08-21,7.55,,
1991-08-22,7.65,,
1991-08-23,7.75,,
1991-08-26,7.7,,
1991-08-27,7.75,,
1991-08-28,7.7,,
1991-08-29,7.65,,
1991-08-30,7.5,,
1991-09-03,7.35,,
1991-09-04,7.35,,
1991-09-05,7.35,,
1991-09-06,7.3,,
1991-09-09,7.3,,
1991-09-10,7.25,,
1991-09-11,7.2,,
1991-09-12,7.25,,
1991-09-13,7.5,,
1991-09-16,7.5,,
1991-09-17,7.5,,
1991-09-18,7.7,,
1991-09-19,7.75,,
1991-09-20,7.75,,
1991-09-23,7.8,,
1991-09-24,7.6,,
1991-09-25,7.65,,
1991-09-26,7.55,,
1991-09-27,7.55,,
1991-09-30,7.65,,
1991-10-01,7.85,,
1991-10-02,7.75,,
1991-10-03,7.7,,
1991-10-04,7.7,,
1991-10-07,7.85,,
1991-10-08,7.75,,
1991-10-09,7.75,,
1991-10-10,7.8,,
1991-10-11,7.7,,
1991-10-14,7.7,,
1991-10-15,7.7,,
1991-10-16,7.8,,
1991-10-17,7.85,,
1991-10-18,7.75,,
1991-10-21,7.85,,
1991-10-22,7.85,,
1991-10-23,7.85,,
1991-10-24,7.8,,
1991-10-25,7.7,,
1991-10-28,7.55,,
1991-10-29,7.55,,
1991-10-30,7.75,,
1991-10-31,7.8,,
1991-11-01,7.8,,
1991-11-04,7.8,,
1991-11-05,7.85,,
1991-11-06,7.9,,
1991-11-07,7.8,,
1991-11-08,7.85,,
1991-11-11,7.85,,
1991-11-12,7.7,,
1991-11-13,7.7,,
1991-11-14,7.6,,
1991-11-15,7.5,,
1991-11-18,7.5,,
1991-11-19,7.6,,
1991-11-20,7.55,,
1991-11-21,7.6,,
1991-11-22,7.5,,
1991-11-25,7.55,,
1991-11-26,7.5,,
1991-11-27,7.55,,
1991-11-29,7.5,,
1991-12-02,7.55,,
1991-12-03,7.5,,
1991-12-04,7.6,,
1991-12-05,7.5,,
1991-12-06,7.5,,
1991-12-09,7.55,,
1991-12-10,7.55,,
1991-12-11,7.55,,
1991-12-12,7.55,,
1991-12-13,7.5,,
1991-12-16,7.5,,
1991-12-17,7.6,,
1991-12-18,7.45,,
1991-12-19,7.5,,
1991-12-20,7.5,,
1991-12-23,7.55,,
1991-12-24,7.5,,
1991-12-26,7.5,,
1991-12-27,7.5,,
1991-12-30,7.6,,
1991-12-31,7.75,,
1992-01-02,7.7,,
1992-01-03,7.65,,
1992-01-06,7.6,,
1992-01-07,7.7,,
1992-01-08,7.7,,
1992-01-09,7.8,,
1992-01-10,7.9,,
1992-01-13,7.9,,
1992-01-14,7.95,,
1992-01-15,8.2,,
1992-01-16,8.25,,
1992-01-17,8.2,,
1992-01-20,8.2,,
1992-01-21,8.15,,
1992-01-22,8.1,,
1992-01-23,8.44,,
1992-01-24,8.49,,
1992-01-27,8.49,,
1992-01-28,8.49,,
1992-01-29,8.35,,
1992-01-30,8.39,,
1992-01-31,8.35,,
1992-02-03,8.3,,
1992-02-04,8.3,,
1992-02-05,8.35,,
1992-02-06,8.35,,
1992-02-07,8.39,,
1992-02-10,8.39,,
1992-02-11,8.49,,
1992-02-12,8.74,,
1992-02-13,8.59,,
1992-02-14,8.49,,
1992-02-18,8.49,,
1992-02-19,8.49,,
1992-02-20,8.59,,
1992-02-21,8.64,,
1992-02-24,8.54,,
1992-02-25,8.44,,
1992-02-26,8.44,,
1992-02-27,8.39,,
1992-02-28,8.39,,
1992-03-02,8.49,,
1992-03-03,8.15,,
1992-03-04,8.15,,
1992-03-05,8.2,,
1992-03-06,8.15,,
1992-03-09,8.15,,
1992-03-10,8.2,,
1992-03-11,8.2,,
1992-03-12,8.2,,
1992-03-13,8.25,,
1992-03-16,8.39,,
1992-03-17,8.59,,
1992-03-18,8.54,,
1992-03-19,8.49,,
1992-03-20,8.69,,
1992-03-23,8.69,,
1992-03-24,8.89,,
1992-03-25,9.14,,
1992-03-26,9.04,,
1992-03-27,9.04,,
1992-03-30,8.79,,
1992-03-31,8.89,,
1992-04-01,8.89,,
1992-04-02,8.54,,
1992-04-03,8.44,,
1992-04-06,8.44,,
1992-04-07,8.35,,
1992-04-08,8.15,,
1992-04-09,8.2,,
1992-04-10,8.25,,
1992-04-13,8.3,,
1992-04-14,8.49,,
1992-04-15,8.49,,
1992-04-16,8.35,,
1992-04-20,8.35,,
1992-04-21,8.54,,
1992-04-22,8.54,,
1992-04-23,8.54,,
1992-04-24,8.64,,
1992-04-27,8.64,,
1992-04-28,8.84,,
1992-04-29,9.19,,
1992-04-30,9.49,,
1992-05-01,9.29,,
1992-05-04,9.39,,
1992-05-05,9.54,,
1992-05-06,9.54,,
1992-05-07,9.44,,
1992-05-08,9.29,,
1992-05-11,9.29,,
1992-05-12,9.14,,
1992-05-13,9.14,,
1992-05-14,9.19,,
1992-05-15,9.24,,
1992-05-18,9.19,,
1992-05-19,9.24,,
1992-05-20,9.34,,
1992-05-21,9.44,,
1992-05-22,9.64,,
1992-05-26,9.74,,
1992-05-27,9.84,,
1992-05-28,9.93,,
1992-05-29,9.93,,
1992-06-01,10.03,,
1992-06-02,9.84,,
1992-06-03,9.74,,
1992-06-04,9.79,,
1992-06-05,9.79,,
1992-06-08,9.74,,
1992-06-09,9.44,,
1992-06-10,9.39,,
1992-06-11,9.19,,
1992-06-12,9.19,,
1992-06-15,9.14,,
1992-06-16,9.14,,
1992-06-17,9.14,,
1992-06-18,9.24,,
1992-06-19,9.14,,
1992-06-22,9.09,,
1992-06-23,9.44,,
1992-06-24,9.59,,
1992-06-25,10.58,,
1992-06-26,10.33,,
1992-06-29,10.18,,
1992-06-30,10.13,,
1992-07-01,10.03,,
1992-07-02,9.74,,
1992-07-06,9.74,,
1992-07-07,9.79,,
1992-07-08,9.74,,
1992-07-09,10.03,,
1992-07-10,10.03,,
1992-07-13,10.03,,
1992-07-14,9.89,,
1992-07-15,9.84,,
1992-07-16,9.44,,
1992-07-17,9.44,,
1992-07-20,9.44,,
1992-07-21,9.49,,
1992-07-22,9.54,,
1992-07-23,9.79,,
1992-07-24,9.74,,
1992-07-27,9.79,,
1992-07-28,9.93,,
1992-07-29,9.93,,
1992-07-30,9.93,,
1992-07-31,9.84,,
1992-08-03,9.75,,
1992-08-04,9.69,,
1992-08-05,9.62,,
1992-08-06,9.75,,
1992-08-07,9.75,,
1992-08-10,9.75,,
1992-08-11,9.75,,
1992-08-12,9.81,,
1992-08-13,9.81,,
1992-08-14,9.81,,
1992-08-17,9.81,,
1992-08-18,9.62,,
1992-08-19,9.56,,
1992-08-20,9.5,,
1992-08-21,9.62,,
1992-08-24,9.5,,
1992-08-25,9.38,,
1992-08-26,9.31,,
1992-08-27,9.38,,
1992-08-28,9.44,,
1992-08-31,9.5,,
1992-09-01,9.69,,
1992-09-02,9.5,,
1992-09-03,9.69,,
1992-09-04,9.69,,
1992-09-08,9.38,,
1992-09-09,9.31,,
1992-09-10,9.38,,
1992-09-11,9.62,,
1992-09-14,9.69,,
1992-09-15,9.62,,
1992-09-16,9.5,,
1992-09-17,9.62,,
1992-09-18,9.75,,
1992-09-21,9.56,,
1992-09-22,9.62,,
1992-09-23,9.62,,
1992-09-24,9.5,,
1992-09-25,9.44,,
1992-09-28,9.44,,
1992-09-29,9.56,,
1992-09-30,9.69,,
1992-10-01,9.69,,
1992-10-02,9.69,,
1992-10-05,9.38,,
1992-10-06,9.38,,
1992-10-07,9.44,,
1992-10-08,9.38,,
1992-10-09,9.31,,
1992-10-12,9.31,,
1992-10-13,9.38,,
1992-10-14,9.19,,
1992-10-15,9.5,,
1992-10-16,9.62,,
1992-10-19,9.56,,
1992-10-20,9.81,,
1992-10-21,9.81,,
1992-10-22,9.87,,
1992-10-23,9.87,,
1992-10-26,9.81,,
1992-10-27,9.87,,
1992-10-28,9.87,,
1992-10-29,9.81,,
1992-10-30,9.81,,
1992-11-02,9.81,,
1992-11-03,9.81,,
1992-11-04,9.62,,
1992-11-05,9.62,,
1992-11-06,9.81,,
1992-11-09,9.93,,
1992-11-10,9.87,,
1992-11-11,9.75,,
1992-11-12,9.81,,
1992-11-13,9.62,,
1992-11-16,9.62,,
1992-11-17,9.69,,
1992-11-18,9.81,,
1992-11-19,9.75,,
1992-11-20,9.75,,
1992-11-23,9.75,,
1992-11-24,9.93,,
1992-11-25,9.93,,
1992-11-27,9.93,,
1992-11-30,10.06,,
1992-12-01,10.18,,
1992-12-02,10.18,,
1992-12-03,10.25,,
1992-12-04,10.68,,
1992-12-07,10.49,,
1992-12-08,10.43,,
1992-12-09,10.43,,
1992-12-10,10.43,,
1992-12-11,10.43,,
1992-12-14,10.56,,
1992-12-15,10.43,,
1992-12-16,10.43,,
1992-12-17,10.43,,
1992-12-18,10.43,,
1992-12-21,10.49,,
1992-12-22,10.93,,
1992-12-23,11.55,,
1992-12-24,11.55,,
1992-12-28,11.36,,
1992-12-29,11.3,,
1992-12-30,11.36,,
1992-12-31,11.3,,
1993-01-04,11.11,,
1993-01-05,11.11,,
1993-01-06,11.18,,
1993-01-07,11.05,,
1993-01-08,10.87,,
1993-01-11,10.87,,
1993-01-12,10.8,,
1993-01-13,10.8,,
1993-01-14,10.99,,
1993-01-15,10.87,,
1993-01-18,11.05,,
1993-01-19,11.18,,
1993-01-20,11.55,,
1993-01-21,11.61,,
1993-01-22,11.61,,
1993-01-25,11.61,,
1993-01-26,11.67,,
1993-01-27,11.55,,
1993-01-28,11.49,,
1993-01-29,11.61,,
1993-02-01,11.49,,
1993-02-02,11.49,,
1993-02-03,11.67,,
1993-02-04,11.74,,
1993-02-05,12.05,,
1993-02-08,12.05,,
1993-02-09,12.23,,
1993-02-10,12.42,,
1993-02-11,12.23,,
1993-02-12,12.17,,
1993-02-16,11.98,,
1993-02-17,11.74,,
1993-02-18,11.67,,
1993-02-19,12.11,,
1993-02-22,12.48,,
1993-02-23,11.98,,
1993-02-24,12.11,,
1993-02-25,12.23,,
1993-02-26,12.23,,
1993-03-01,12.36,,
1993-03-02,12.23,,
1993-03-03,12.05,,
1993-03-04,11.92,,
1993-03-05,12.05,,
1993-03-08,12.36,,
1993-03-09,12.48,,
1993-03-10,12.92,,
1993-03-11,12.85,,
1993-03-12,12.67,,
1993-03-15,12.79,,
1993-03-16,12.98,,
1993-03-17,12.85,,
1993-03-18,12.85,,
1993-03-19,12.73,,
1993-03-22,12.85,,
1993-03-23,12.73,,
1993-03-24,12.73,,
1993-03-25,12.54,,
1993-03-26,12.29,,
1993-03-29,12.29,,
1993-03-30,11.98,,
1993-03-31,12.11,,
1993-04-01,12.29,,
1993-04-02,12.17,,
1993-04-05,12.11,,
1993-04-06,11.98,,
1993-04-07,12.05,,
1993-04-08,12.54,,
1993-04-12,12.67,,
1993-04-13,13.04,,
1993-04-14,12.92,,
1993-04-15,13.47,,
1993-04-16,13.47,,
1993-04-19,13.29,,
1993-04-20,13.23,,
1993-04-21,13.1,,
1993-04-22,13.35,,
1993-04-23,13.23,,
1993-04-26,12.17,,
1993-04-27,12.6,,
1993-04-28,12.85,,
1993-04-29,12.67,,
1993-04-30,12.67,,
1993-05-03,12.85,,
1993-05-04,12.98,,
1993-05-05,13.16,,
1993-05-06,12.79,,
1993-05-07,12.85,,
1993-05-10,12.98,,
1993-05-11,13.04,,
1993-05-12,12.98,,
1993-05-13,12.98,,
1993-05-14,12.6,,
1993-05-17,12.11,,
1993-05-18,12.11,,
1993-05-19,12.67,,
1993-05-20,12.85,,
1993-05-21,12.85,,
1993-05-24,12.85,,
1993-05-25,12.85,,
1993-05-26,12.92,,
1993-05-27,12.85,,
1993-05-28,12.98,,
1993-06-01,12.79,,
1993-06-02,13.04,,
1993-06-03,13.1,,
1993-06-04,12.67,,
1993-06-07,12.29,,
1993-06-08,12.42,,
1993-06-09,12.48,,
1993-06-10,12.48,,
1993-06-11,12.6,,
1993-06-14,12.48,,
1993-06-15,12.42,,
1993-06-16,12.54,,
1993-06-17,12.54,,
1993-06-18,12.48,,
1993-06-21,12.73,,
1993-06-22,12.85,,
1993-06-23,12.67,,
1993-06-24,12.73,,
1993-06-25,13.1,,
1993-06-28,13.41,,
1993-06-29,13.35,,
1993-06-30,13.47,,
1993-07-01,13.54,,
1993-07-02,13.47,,
1993-07-06,13.72,,
1993-07-07,13.85,,
1993-07-08,14.09,,
1993-07-09,14.34,,
1993-07-12,13.23,,
1993-07-13,13.54,,
1993-07-14,13.35,,
1993-07-15,13.16,,
1993-07-16,13.1,,
1993-07-19,13.16,,
1993-07-20,13.16,,
1993-07-21,12.98,,
1993-07-22,12.98,,
1993-07-23,12.98,,
1993-07-26,13.04,,
1993-07-27,13.1,,
1993-07-28,13.04,,
1993-07-29,13.16,,
1993-07-30,13.29,,
1993-08-02,13.29,,
1993-08-03,13.41,,
1993-08-04,13.16,,
1993-08-05,12.98,,
1993-08-06,12.79,,
1993-08-09,12.85,,
1993-08-10,12.85,,
1993-08-11,12.85,,
1993-08-12,12.73,,
1993-08-13,12.79,,
1993-08-16,12.73,,
1993-08-17,12.73,,
1993-08-18,12.79,,
1993-08-19,12.92,,
1993-08-20,12.92,,
1993-08-23,12.98,,
1993-08-24,13.04,,
1993-08-25,13.1,,
1993-08-26,13.23,,
1993-08-27,13.1,,
1993-08-30,13.1,,
1993-08-31,13.16,,
1993-09-01,13.35,,
1993-09-02,13.29,,
1993-09-03,13.47,,
1993-09-07,13.23,,
1993-09-08,13.1,,
1993-09-09,13.23,,
1993-09-10,13.41,,
1993-09-13,13.35,,
1993-09-14,13.35,,
1993-09-15,13.23,,
1993-09-16,13.16,,
1993-09-17,12.85,,
1993-09-20,12.92,,
1993-09-21,12.48,,
1993-09-22,12.73,,
1993-09-23,12.79,,
1993-09-24,12.98,,
1993-09-27,13.29,,
1993-09-28,13.23,,
1993-09-29,13.23,,
1993-09-30,13.29,,
1993-10-01,12.79,,
1993-10-04,12.36,,
1993-10-05,12.42,,
1993-10-06,12.73,,
1993-10-07,12.6,,
1993-10-08,12.67,,
1993-10-11,12.79,,
1993-10-12,12.6,,
1993-10-13,12.67,,
1993-10-14,12.42,,
1993-10-15,12.23,,
1993-10-18,12.17,,
1993-10-19,11.92,,
1993-10-20,12.29,,
1993-10-21,12.11,,
1993-10-22,12.17,,
1993-10-25,12.36,,
1993-10-26,12.29,,
1993-10-27,12.17,,
1993-10-28,12.48,,
1993-10-29,12.54,,
1993-11-01,12.54,,
1993-11-02,12.29,,
1993-11-03,11.36,,
1993-11-04,10.87,,
1993-11-05,11.05,,
1993-11-08,11.42,,
1993-11-09,11.67,,
1993-11-10,11.61,,
1993-11-11,11.61,,
1993-11-12,11.67,,
1993-11-15,11.18,,
1993-11-16,11.18,,
1993-11-17,11.18,,
1993-11-18,10.8,,
1993-11-19,10.87,,
1993-11-22,10.12,,
1993-11-23,10.68,,
1993-11-24,10.74,,
1993-11-26,11.3,,
1993-11-29,11.42,,
1993-11-30,11.36,,
1993-12-01,11.74,,
1993-12-02,11.98,,
1993-12-03,11.8,,
1993-12-06,11.67,,
1993-12-07,11.67,,
1993-12-08,11.61,,
1993-12-09,11.42,,
1993-12-10,11.24,,
1993-12-13,10.93,,
1993-12-14,10.8,,
1993-12-15,10.99,,
1993-12-16,11.05,,
1993-12-17,11.11,,
1993-12-20,11.11,,
1993-12-21,11.05,,
1993-12-22,11.05,,
1993-12-23,11.24,,
1993-12-27,11.36,,
1993-12-28,11.42,,
1993-12-29,11.8,,
1993-12-30,11.86,,
1993-12-31,11.74,,
1994-01-03,11.42,,
1994-01-04,11.42,,
1994-01-05,11.3,,
1994-01-06,11.18,,
1994-01-07,11.49,,
1994-01-10,11.86,,
1994-01-11,11.61,,
1994-01-12,11.61,,
1994-01-13,11.74,,
1994-01-14,11.74,,
1994-01-17,11.74,,
1994-01-18,11.67,,
1994-01-19,11.55,,
1994-01-20,11.67,,
1994-01-21,11.42,,
1994-01-24,11.3,,
1994-01-25,11.05,,
1994-01-26,11.18,,
1994-01-27,11.36,,
1994-01-28,11.74,,
1994-01-31,11.86,,
1994-02-01,11.74,,
1994-02-02,11.8,,
1994-02-03,11.92,,
1994-02-04,11.55,,
1994-02-07,11.3,,
1994-02-08,11.18,,
1994-02-09,11.36,,
1994-02-10,11.36,,
1994-02-11,11.18,,
1994-02-14,11.18,,
1994-02-15,11.11,,
1994-02-16,11.18,,
1994-02-17,11.24,,
1994-02-18,11.18,,
1994-02-22,11.3,,
1994-02-23,11.36,,
1994-02-24,11.11,,
1994-02-25,11.18,,
1994-02-28,11.24,,
1994-03-01,11.05,,
1994-03-02,11.11,,
1994-03-03,11.18,,
1994-03-04,11.11,,
1994-03-07,11.11,,
1994-03-08,11.18,,
1994-03-09,11.05,,
1994-03-10,11.11,,
1994-03-11,11.18,,
1994-03-14,11.05,,
1994-03-15,10.99,,
1994-03-16,11.11,,
1994-03-17,11.24,,
1994-03-18,11.3,,
1994-03-21,11.61,,
1994-03-22,11.8,,
1994-03-23,11.86,,
1994-03-24,11.74,,
1994-03-25,11.8,,
1994-03-28,11.86,,
1994-03-29,11.8,,
1994-03-30,11.61,,
1994-03-31,11.42,,
1994-04-04,11.18,,
1994-04-05,11.61,,
1994-04-06,11.8,,
1994-04-07,12.05,,
1994-04-08,12.17,,
1994-04-11,12.36,,
1994-04-12,12.42,,
1994-04-13,12.17,,
1994-04-14,12.11,,
1994-04-15,12.29,,
1994-04-18,12.23,,
1994-04-19,12.11,,
1994-04-20,12.23,,
1994-04-21,12.17,,
1994-04-22,12.08,,
1994-04-25,12.17,,
1994-04-26,12.29,,
1994-04-28,12.23,,
1994-04-29,11.98,,
1994-05-02,11.98,,
1994-05-03,11.98,,
1994-05-04,12.05,,
1994-05-05,11.92,,
1994-05-06,12.17,,
1994-05-09,12.23,,
1994-05-10,12.29,,
1994-05-11,12.23,,
1994-05-12,12.29,,
1994-05-13,12.36,,
1994-05-16,12.48,,
1994-05-17,12.73,,
1994-05-18,12.92,,
1994-05-19,13.16,,
1994-05-20,13.1,,
1994-05-23,12.98,,
1994-05-24,13.16,,
1994-05-25,13.07,,
1994-05-26,13.16,,
1994-05-27,13.1,,
1994-05-31,13.1,,
1994-06-01,13.23,,
1994-06-02,13.35,,
1994-06-03,13.41,,
1994-06-06,13.54,,
1994-06-07,13.6,,
1994-06-08,13.47,,
1994-06-09,13.47,,
1994-06-10,13.6,,
1994-06-13,13.57,,
1994-06-14,13.6,,
1994-06-15,13.6,,
1994-06-16,13.66,,
1994-06-17,13.54,,
1994-06-20,12.85,,
1994-06-21,12.67,,
1994-06-22,12.79,,
1994-06-23,12.64,,
1994-06-24,12.6,,
1994-06-27,12.48,,
1994-06-28,12.6,,
1994-06-29,12.48,,
1994-06-30,12.6,,
1994-07-01,12.48,,
1994-07-05,12.7,,
1994-07-06,12.79,,
1994-07-07,13.1,,
1994-07-08,13.04,,
1994-07-11,12.79,,
1994-07-12,12.7,,
1994-07-13,12.54,,
1994-07-14,12.23,,
1994-07-15,12.23,,
1994-07-18,12.29,,
1994-07-19,12.36,,
1994-07-20,12.42,,
1994-07-21,12.42,,
1994-07-22,12.36,,
1994-07-25,12.48,,
1994-07-26,12.51,,
1994-07-27,12.48,,
1994-07-28,12.54,,
1994-07-29,12.48,,
1994-08-01,12.81,,
1994-08-02,12.81,,
1994-08-03,12.65,,
1994-08-04,12.81,,
1994-08-05,12.73,,
1994-08-08,12.73,,
1994-08-09,12.65,,
1994-08-10,12.85,,
1994-08-11,12.88,,
1994-08-12,13.27,,
1994-08-15,13.19,,
1994-08-16,13.27,,
1994-08-17,13.12,,
1994-08-18,12.57,,
1994-08-19,12.81,,
1994-08-22,12.57,,
1994-08-23,12.81,,
1994-08-24,12.85,,
1994-08-25,12.96,,
1994-08-26,13.16,,
1994-08-29,13.35,,
1994-08-30,13.35,,
1994-08-31,13.27,,
1994-09-01,13.04,,
1994-09-02,12.73,,
1994-09-06,12.65,,
1994-09-07,12.57,,
1994-09-08,12.5,,
1994-09-09,12.65,,
1994-09-12,12.57,,
1994-09-13,12.57,,
1994-09-14,12.73,,
1994-09-15,12.57,,
1994-09-16,12.57,,
1994-09-19,12.5,,
1994-09-20,12.34,,
1994-09-21,12.42,,
1994-09-22,11.72,,
1994-09-23,11.8,,
1994-09-26,11.88,,
1994-09-27,11.88,,
1994-09-28,11.88,,
1994-09-29,11.8,,
1994-09-30,11.25,,
1994-10-03,11.41,,
1994-10-04,11.22,,
1994-10-05,11.18,,
1994-10-06,11.22,,
1994-10-07,11.25,,
1994-10-10,11.37,,
1994-10-11,11.25,,
1994-10-12,11.18,,
1994-10-13,11.49,,
1994-10-14,11.25,,
1994-10-17,11.33,,
1994-10-18,11.1,,
1994-10-19,11.18,,
1994-10-20,11.41,,
1994-10-21,11.1,,
1994-10-24,11.18,,
1994-10-25,11.1,,
1994-10-26,11.1,,
1994-10-27,10.94,,
1994-10-28,11.1,,
1994-10-31,10.87,,
1994-11-01,10.71,,
1994-11-02,10.94,,
1994-11-03,11.02,,
1994-11-04,10.94,,
1994-11-07,10.87,,
1994-11-08,10.79,,
1994-11-09,10.94,,
1994-11-10,11.25,,
1994-11-11,11.33,,
1994-11-14,11.49,,
1994-11-15,11.56,,
1994-11-16,11.41,,
1994-11-17,11.25,,
1994-11-18,11.25,,
1994-11-21,11.1,,
1994-11-22,10.94,,
1994-11-23,11.02,,
1994-11-25,11.22,,
