date,SLB,SLB_EPS,PE Ratio
2005-03-29,34.25,1.72,19.91279069767442
2005-03-30,34.67,1.72,20.156976744186046
2005-03-31,35.24,1.72,20.48837209302326
2005-04-01,35.81,1.72,20.819767441860467
2005-04-04,35.75,1.72,20.78488372093023
2005-04-05,35.4,1.72,20.58139534883721
2005-04-06,36.06,1.72,20.96511627906977
2005-04-07,35.51,1.72,20.6453488372093
2005-04-08,34.96,1.72,20.325581395348838
2005-04-11,35.2,1.72,20.46511627906977
2005-04-12,34.78,1.72,20.22093023255814
2005-04-13,34.5,1.72,20.058139534883722
2005-04-14,34.5,1.72,20.058139534883722
2005-04-15,33.46,1.72,19.453488372093023
2005-04-18,33.64,1.72,19.558139534883722
2005-04-19,34.15,1.72,19.8546511627907
2005-04-20,33.8,1.72,19.651162790697672
2005-04-21,35.13,1.72,20.424418604651166
2005-04-22,35.46,1.72,20.616279069767444
2005-04-25,35.85,1.72,20.843023255813954
2005-04-26,35.01,1.72,20.354651162790695
2005-04-27,34.31,1.72,19.947674418604652
2005-04-28,34.21,0.89,38.438202247191015
2005-04-29,34.21,0.89,38.438202247191015
2005-05-02,34.84,0.89,39.14606741573034
2005-05-03,33.79,0.89,37.96629213483146
2005-05-04,34.24,0.89,38.47191011235955
2005-05-05,34.65,0.89,38.93258426966292
2005-05-06,34.55,0.89,38.82022471910112
2005-05-09,35.24,0.89,39.59550561797753
2005-05-10,34.46,0.89,38.71910112359551
2005-05-11,34.45,0.89,38.70786516853933
2005-05-12,32.76,0.89,36.80898876404494
2005-05-13,32.76,0.89,36.80898876404494
2005-05-16,32.58,0.89,36.60674157303371
2005-05-17,32.78,0.89,36.831460674157306
2005-05-18,32.71,0.89,36.752808988764045
2005-05-19,33.5,0.89,37.640449438202246
2005-05-20,32.99,0.89,37.06741573033708
2005-05-23,33.4,0.89,37.52808988764045
2005-05-24,33.44,0.89,37.573033707865164
2005-05-25,33.9,0.89,38.08988764044943
2005-05-26,33.92,0.89,38.1123595505618
2005-05-27,34.36,0.89,38.60674157303371
2005-05-31,34.19,0.89,38.41573033707865
2005-06-01,34.67,0.89,38.95505617977528
2005-06-02,34.96,0.89,39.28089887640449
2005-06-03,35.56,0.89,39.95505617977528
2005-06-06,35.43,0.89,39.80898876404494
2005-06-07,35.22,0.89,39.573033707865164
2005-06-08,35.51,0.89,39.89887640449438
2005-06-09,36.58,0.89,41.10112359550561
2005-06-10,36.63,0.89,41.15730337078652
2005-06-13,36.83,0.89,41.38202247191011
2005-06-14,36.88,0.89,41.438202247191015
2005-06-15,37.35,0.89,41.96629213483146
2005-06-16,37.83,0.89,42.50561797752809
2005-06-17,38.22,0.89,42.9438202247191
2005-06-20,38.22,0.89,42.9438202247191
2005-06-21,37.69,0.89,42.34831460674157
2005-06-22,38.23,0.89,42.955056179775276
2005-06-23,38.15,0.89,42.86516853932584
2005-06-24,38.23,0.89,42.955056179775276
2005-06-27,39.09,0.89,43.921348314606746
2005-06-28,38.28,0.89,43.01123595505618
2005-06-29,38.37,0.89,43.11235955056179
2005-06-30,37.97,0.89,42.662921348314605
2005-07-01,38.31,0.89,43.044943820224724
2005-07-05,39.41,0.89,44.28089887640449
2005-07-06,38.86,0.89,43.662921348314605
2005-07-07,39.08,0.89,43.91011235955056
2005-07-08,38.74,0.89,43.52808988764045
2005-07-11,39.29,0.89,44.146067415730336
2005-07-12,39.46,0.89,44.337078651685395
2005-07-13,39.29,0.89,44.146067415730336
2005-07-14,38.15,0.89,42.86516853932584
2005-07-15,37.9,0.89,42.58426966292134
2005-07-18,37.91,0.89,42.59550561797752
2005-07-19,39.09,0.89,43.921348314606746
2005-07-20,39.22,0.89,44.067415730337075
2005-07-21,38.98,0.89,43.79775280898876
2005-07-22,41.14,0.89,46.2247191011236
2005-07-25,42.44,0.89,47.68539325842696
2005-07-26,42.56,0.89,47.82022471910113
2005-07-27,42.49,0.89,47.741573033707866
2005-07-28,42.35,1.69,25.05917159763314
2005-07-29,41.87,1.69,24.77514792899408
2005-08-01,42.36,1.69,25.06508875739645
2005-08-02,43.36,1.69,25.65680473372781
2005-08-03,43.38,1.69,25.66863905325444
2005-08-04,43.18,1.69,25.550295857988168
2005-08-05,42.89,1.69,25.378698224852073
2005-08-08,43.12,1.69,25.514792899408285
2005-08-09,42.91,1.69,25.390532544378697
2005-08-10,43.51,1.69,25.745562130177515
2005-08-11,43.62,1.69,25.810650887573964
2005-08-12,43.01,1.69,25.449704142011832
2005-08-15,42.58,1.69,25.19526627218935
2005-08-16,41.78,1.69,24.721893491124263
2005-08-17,40.87,1.69,24.183431952662723
2005-08-18,40.81,1.69,24.147928994082843
2005-08-19,41.26,1.69,24.414201183431953
2005-08-22,40.94,1.69,24.224852071005916
2005-08-23,41.08,1.69,24.307692307692307
2005-08-24,41.34,1.69,24.461538461538463
2005-08-25,41.15,1.69,24.349112426035504
2005-08-26,41.04,1.69,24.284023668639055
2005-08-29,41.52,1.69,24.56804733727811
2005-08-30,41.92,1.69,24.804733727810653
2005-08-31,43.12,1.69,25.514792899408285
2005-09-01,43.43,1.69,25.698224852071007
2005-09-02,41.92,1.69,24.804733727810653
2005-09-06,42.56,1.69,25.183431952662723
2005-09-07,42.13,1.69,24.928994082840237
2005-09-08,41.65,1.69,24.644970414201183
2005-09-09,42.6,1.69,25.207100591715978
2005-09-12,41.6,1.69,24.615384615384617
2005-09-13,41.11,1.69,24.325443786982248
2005-09-14,41.42,1.69,24.50887573964497
2005-09-15,41.49,1.69,24.550295857988168
2005-09-16,41.58,1.69,24.60355029585799
2005-09-19,42.69,1.69,25.2603550295858
2005-09-20,42.29,1.69,25.023668639053255
2005-09-21,42.24,1.69,24.99408284023669
2005-09-22,42.22,1.69,24.98224852071006
2005-09-23,41.47,1.69,24.53846153846154
2005-09-26,41.97,1.69,24.83431952662722
2005-09-27,42.15,1.69,24.940828402366865
2005-09-28,42.4,1.69,25.088757396449704
2005-09-29,42.62,1.69,25.218934911242602
2005-09-30,42.19,1.69,24.964497041420117
2005-10-03,41.72,1.69,24.68639053254438
2005-10-04,40.46,1.69,23.940828402366865
2005-10-05,39.24,1.69,23.218934911242606
2005-10-06,39.28,1.69,23.242603550295858
2005-10-07,39.94,1.69,23.633136094674555
2005-10-10,40.0,1.69,23.668639053254438
2005-10-11,40.45,1.69,23.93491124260355
2005-10-12,40.26,1.69,23.82248520710059
2005-10-13,39.65,1.69,23.46153846153846
2005-10-14,41.4,1.69,24.497041420118343
2005-10-17,41.15,1.69,24.349112426035504
2005-10-18,39.79,1.69,23.544378698224854
2005-10-19,41.01,1.69,24.266272189349113
2005-10-20,40.29,1.69,23.840236686390533
2005-10-21,40.01,1.69,23.674556213017752
2005-10-24,41.07,1.69,24.301775147928996
2005-10-25,42.83,1.69,25.34319526627219
2005-10-26,43.58,1.69,25.78698224852071
2005-10-27,43.1,2.61,16.513409961685824
2005-10-28,44.69,2.61,17.122605363984675
2005-10-31,45.38,2.61,17.38697318007663
2005-11-01,45.45,2.61,17.413793103448278
2005-11-02,46.87,2.61,17.957854406130267
2005-11-03,47.33,2.61,18.134099616858236
2005-11-04,46.1,2.61,17.662835249042146
2005-11-07,46.42,2.61,17.78544061302682
2005-11-08,46.55,2.61,17.835249042145595
2005-11-09,46.51,2.61,17.81992337164751
2005-11-10,45.5,2.61,17.43295019157088
2005-11-11,46.02,2.61,17.632183908045977
2005-11-14,46.89,2.61,17.965517241379313
2005-11-15,46.5,2.61,17.81609195402299
2005-11-16,47.43,2.61,18.17241379310345
2005-11-17,47.56,2.61,18.222222222222225
2005-11-18,47.53,2.61,18.21072796934866
2005-11-21,48.11,2.61,18.43295019157088
2005-11-22,48.81,2.61,18.70114942528736
2005-11-23,48.63,2.61,18.632183908045977
2005-11-25,48.51,2.61,18.586206896551726
2005-11-28,46.9,2.61,17.96934865900383
2005-11-29,47.22,2.61,18.091954022988507
2005-11-30,47.87,2.61,18.340996168582375
2005-12-01,48.97,2.61,18.762452107279692
2005-12-02,49.49,2.61,18.96168582375479
2005-12-05,49.12,2.61,18.81992337164751
2005-12-06,49.12,2.61,18.81992337164751
2005-12-07,48.72,2.61,18.666666666666668
2005-12-08,50.33,2.61,19.28352490421456
2005-12-09,49.92,2.61,19.126436781609197
2005-12-12,50.26,2.61,19.256704980842912
2005-12-13,50.05,2.61,19.17624521072797
2005-12-14,51.44,2.61,19.708812260536398
2005-12-15,50.57,2.61,19.375478927203066
2005-12-16,49.96,2.61,19.14176245210728
2005-12-19,48.97,2.61,18.762452107279692
2005-12-20,49.58,2.61,18.99616858237548
2005-12-21,49.97,2.61,19.1455938697318
2005-12-22,49.76,2.61,19.06513409961686
2005-12-23,50.08,2.61,19.187739463601535
2005-12-27,48.55,2.61,18.60153256704981
2005-12-28,49.16,2.61,18.835249042145595
2005-12-29,48.45,2.61,18.5632183908046
2005-12-30,48.58,2.61,18.613026819923373
2006-01-03,51.68,2.61,19.800766283524904
2006-01-04,52.37,2.61,20.06513409961686
2006-01-05,52.1,2.61,19.96168582375479
2006-01-06,53.74,2.61,20.590038314176248
2006-01-09,53.0,2.61,20.30651340996169
2006-01-10,53.58,2.61,20.52873563218391
2006-01-11,53.63,2.61,20.547892720306514
2006-01-12,52.71,2.61,20.195402298850578
2006-01-13,53.64,2.61,20.551724137931036
2006-01-17,54.25,2.61,20.78544061302682
2006-01-18,54.56,2.61,20.904214559386975
2006-01-19,57.44,2.61,22.007662835249043
2006-01-20,61.13,2.61,23.42145593869732
2006-01-23,63.0,2.61,24.137931034482758
2006-01-24,61.79,2.61,23.67432950191571
2006-01-25,60.35,2.61,23.122605363984675
2006-01-26,62.17,2.61,23.819923371647512
2006-01-27,63.69,2.61,24.402298850574713
2006-01-30,65.32,2.61,25.026819923371647
2006-01-31,63.72,2.61,24.413793103448278
2006-02-01,61.61,2.61,23.60536398467433
2006-02-02,61.06,2.61,23.394636015325673
2006-02-03,61.21,2.61,23.45210727969349
2006-02-06,62.36,2.61,23.89272030651341
2006-02-07,58.75,2.61,22.509578544061302
2006-02-08,59.61,2.61,22.839080459770116
2006-02-09,58.06,2.61,22.24521072796935
2006-02-10,59.65,2.61,22.8544061302682
2006-02-13,58.95,2.61,22.586206896551726
2006-02-14,57.44,2.61,22.007662835249043
2006-02-15,56.33,2.61,21.582375478927204
2006-02-16,57.01,2.61,21.842911877394638
2006-02-17,57.24,2.61,21.931034482758623
2006-02-21,59.26,2.61,22.704980842911876
2006-02-22,58.51,2.61,22.417624521072796
2006-02-23,58.45,2.61,22.394636015325673
2006-02-24,59.2,3.73,15.871313672922254
2006-02-27,57.69,3.73,15.466487935656836
2006-02-28,57.5,3.73,15.415549597855229
2006-03-01,59.03,3.73,15.82573726541555
2006-03-02,60.71,3.73,16.276139410187668
2006-03-03,61.11,3.73,16.38337801608579
2006-03-06,58.67,3.73,15.729222520107239
2006-03-07,57.42,3.73,15.394101876675604
2006-03-08,58.03,3.73,15.557640750670242
2006-03-09,57.38,3.73,15.383378016085791
2006-03-10,58.44,3.73,15.667560321715817
2006-03-13,58.54,3.73,15.694369973190348
2006-03-14,60.22,3.73,16.144772117962468
2006-03-15,60.27,3.73,16.158176943699733
2006-03-16,61.9,3.73,16.595174262734584
2006-03-17,61.63,3.73,16.52278820375335
2006-03-20,60.31,3.73,16.168900804289546
2006-03-21,60.36,3.73,16.18230563002681
2006-03-22,60.05,3.73,16.099195710455763
2006-03-23,61.51,3.73,16.490616621983914
2006-03-24,61.09,3.73,16.378016085790886
2006-03-27,61.47,3.73,16.4798927613941
2006-03-28,62.29,3.73,16.699731903485254
2006-03-29,63.4,3.73,16.997319034852545
2006-03-30,64.11,3.73,17.187667560321717
2006-03-31,63.29,3.73,16.967828418230564
2006-04-03,63.65,3.73,17.064343163538872
2006-04-04,65.3,3.73,17.50670241286863
2006-04-05,66.5,3.73,17.828418230563003
2006-04-06,66.3,3.73,17.77479892761394
2006-04-07,64.53,3.73,17.300268096514746
2006-04-10,64.66,3.73,17.335120643431633
2006-04-11,62.7,3.73,16.80965147453083
2006-04-12,61.71,3.73,16.544235924932977
2006-04-13,62.05,3.73,16.63538873994638
2006-04-17,62.6,3.73,16.7828418230563
2006-04-18,64.48,3.73,17.28686327077748
2006-04-19,67.75,3.73,18.16353887399464
2006-04-20,68.07,3.73,18.249329758713134
2006-04-21,68.51,3.73,18.367292225201073
2006-04-24,68.67,3.73,18.410187667560322
2006-04-25,68.75,3.73,18.431635388739945
2006-04-26,68.57,3.73,18.38337801608579
2006-04-27,67.75,0.61,111.06557377049181
2006-04-28,69.14,0.61,113.34426229508198
2006-05-01,71.15,0.61,116.6393442622951
2006-05-02,73.37,0.61,120.27868852459018
2006-05-03,72.65,0.61,119.09836065573772
2006-05-04,71.56,0.61,117.31147540983608
2006-05-05,71.46,0.61,117.14754098360655
2006-05-08,70.98,0.61,116.36065573770493
2006-05-09,71.78,0.61,117.672131147541
2006-05-10,73.06,0.61,119.77049180327869
2006-05-11,71.51,0.61,117.22950819672133
2006-05-12,68.85,0.61,112.86885245901638
2006-05-15,67.0,0.61,109.8360655737705
2006-05-16,66.98,0.61,109.8032786885246
2006-05-17,65.93,0.61,108.08196721311477
2006-05-18,64.4,0.61,105.57377049180329
2006-05-19,64.6,0.61,105.90163934426229
2006-05-22,63.48,0.61,104.0655737704918
2006-05-23,63.87,0.61,104.70491803278688
2006-05-24,63.21,0.61,103.62295081967214
2006-05-25,65.26,0.61,106.98360655737706
2006-05-26,65.27,0.61,107.0
2006-05-30,64.12,0.61,105.11475409836066
2006-05-31,65.57,0.61,107.49180327868852
2006-06-01,65.2,0.61,106.88524590163935
2006-06-02,66.18,0.61,108.49180327868854
2006-06-05,63.27,0.61,103.72131147540985
2006-06-06,63.96,0.61,104.85245901639345
2006-06-07,60.51,0.61,99.19672131147541
2006-06-08,60.22,0.61,98.72131147540983
2006-06-09,59.22,0.61,97.08196721311475
2006-06-12,56.58,0.61,92.75409836065573
2006-06-13,54.57,0.61,89.45901639344262
2006-06-14,56.31,0.61,92.31147540983608
2006-06-15,59.03,0.61,96.77049180327869
2006-06-16,58.25,0.61,95.49180327868852
2006-06-19,55.91,0.61,91.65573770491802
2006-06-20,54.51,0.61,89.36065573770492
2006-06-21,55.9,0.61,91.63934426229508
2006-06-22,57.21,0.61,93.78688524590164
2006-06-23,58.9,0.61,96.55737704918033
2006-06-26,59.82,0.61,98.06557377049181
2006-06-27,59.65,0.61,97.78688524590164
2006-06-28,60.68,0.61,99.47540983606558
2006-06-29,64.12,0.61,105.11475409836066
2006-06-30,65.11,0.61,106.73770491803279
2006-07-03,65.35,0.61,107.1311475409836
2006-07-05,64.87,0.61,106.34426229508198
2006-07-06,64.0,0.61,104.91803278688525
2006-07-07,62.75,0.61,102.8688524590164
2006-07-10,63.5,0.61,104.09836065573771
2006-07-11,66.82,0.61,109.54098360655736
2006-07-12,67.04,0.61,109.9016393442623
2006-07-13,66.23,0.61,108.57377049180329
2006-07-14,68.07,0.61,111.59016393442622
2006-07-17,63.78,0.61,104.55737704918033
2006-07-18,62.65,0.61,102.70491803278688
2006-07-19,64.24,0.61,105.31147540983606
2006-07-20,61.66,0.61,101.08196721311475
2006-07-21,61.45,0.61,100.73770491803279
2006-07-24,64.47,0.61,105.68852459016394
2006-07-25,65.81,0.61,107.88524590163935
2006-07-26,66.78,0.61,109.47540983606558
2006-07-27,66.7,1.34,49.776119402985074
2006-07-28,65.25,1.34,48.69402985074627
2006-07-31,66.85,1.34,49.88805970149253
2006-08-01,66.82,1.34,49.86567164179104
2006-08-02,67.29,1.34,50.21641791044776
2006-08-03,67.23,1.34,50.17164179104478
2006-08-04,65.15,1.34,48.61940298507463
2006-08-07,66.24,1.34,49.43283582089551
2006-08-08,65.07,1.34,48.55970149253731
2006-08-09,64.63,1.34,48.231343283582085
2006-08-10,64.32,1.34,47.99999999999999
2006-08-11,63.96,1.34,47.731343283582085
2006-08-14,62.68,1.34,46.776119402985074
2006-08-15,63.56,1.34,47.43283582089552
2006-08-16,63.43,1.34,47.33582089552238
2006-08-17,62.31,1.34,46.5
2006-08-18,64.0,1.34,47.76119402985074
2006-08-21,65.05,1.34,48.54477611940298
2006-08-22,65.73,1.34,49.05223880597015
2006-08-23,64.29,1.34,47.97761194029851
2006-08-24,63.85,1.34,47.64925373134328
2006-08-25,64.45,1.34,48.09701492537313
2006-08-28,62.7,1.34,46.7910447761194
2006-08-29,63.43,1.34,47.33582089552238
2006-08-30,62.07,1.34,46.32089552238806
2006-08-31,61.3,1.34,45.74626865671641
2006-09-01,61.84,1.34,46.149253731343286
2006-09-05,62.3,1.34,46.492537313432834
2006-09-06,58.91,1.34,43.96268656716418
2006-09-07,58.5,1.34,43.656716417910445
2006-09-08,57.95,1.34,43.24626865671642
2006-09-11,55.3,1.34,41.26865671641791
2006-09-12,54.73,1.34,40.84328358208955
2006-09-13,56.54,1.34,42.19402985074627
2006-09-14,55.1,1.34,41.11940298507463
2006-09-15,56.28,1.34,42.0
2006-09-18,58.84,1.34,43.91044776119403
2006-09-19,57.78,1.34,43.11940298507462
2006-09-20,56.09,1.34,41.85820895522388
2006-09-21,57.5,1.34,42.91044776119403
2006-09-22,57.1,1.34,42.61194029850746
2006-09-25,57.04,1.34,42.56716417910447
2006-09-26,58.15,1.34,43.395522388059696
2006-09-27,60.55,1.34,45.1865671641791
2006-09-28,60.74,1.34,45.32835820895522
2006-09-29,62.03,1.34,46.2910447761194
2006-10-02,60.91,1.34,45.45522388059701
2006-10-03,58.34,1.34,43.53731343283582
2006-10-04,59.1,1.34,44.1044776119403
2006-10-05,59.9,1.34,44.70149253731343
2006-10-06,59.6,1.34,44.47761194029851
2006-10-09,58.37,1.34,43.55970149253731
2006-10-10,59.25,1.34,44.21641791044776
2006-10-11,57.46,1.34,42.88059701492537
2006-10-12,57.83,1.34,43.156716417910445
2006-10-13,58.79,1.34,43.873134328358205
2006-10-16,60.68,1.34,45.28358208955223
2006-10-17,61.22,1.34,45.6865671641791
2006-10-18,60.16,1.34,44.895522388059696
2006-10-19,62.7,1.34,46.7910447761194
2006-10-20,60.1,1.34,44.850746268656714
2006-10-23,60.83,1.34,45.395522388059696
2006-10-24,62.35,1.34,46.52985074626866
2006-10-25,63.89,2.18,29.30733944954128
2006-10-26,64.11,2.18,29.408256880733944
2006-10-27,62.81,2.18,28.811926605504585
2006-10-30,61.61,2.18,28.261467889908253
2006-10-31,63.08,2.18,28.935779816513758
2006-11-01,62.57,2.18,28.70183486238532
2006-11-02,61.95,2.18,28.41743119266055
2006-11-03,63.5,2.18,29.128440366972473
2006-11-06,64.35,2.18,29.518348623853207
2006-11-07,64.01,2.18,29.362385321100916
2006-11-08,65.28,2.18,29.944954128440365
2006-11-09,64.97,2.18,29.802752293577978
2006-11-10,63.3,2.18,29.036697247706417
2006-11-13,63.2,2.18,28.990825688073393
2006-11-14,64.28,2.18,29.48623853211009
2006-11-15,65.45,2.18,30.022935779816514
2006-11-16,62.65,2.18,28.73853211009174
2006-11-17,63.32,2.18,29.045871559633024
2006-11-20,63.25,2.18,29.013761467889907
2006-11-21,65.61,2.18,30.096330275229356
2006-11-22,65.18,2.18,29.89908256880734
2006-11-24,65.36,2.18,29.981651376146786
2006-11-27,64.63,2.18,29.646788990825684
2006-11-28,65.67,2.18,30.123853211009173
2006-11-29,68.03,2.18,31.206422018348622
2006-11-30,68.48,2.18,31.412844036697248
2006-12-01,68.34,2.18,31.34862385321101
2006-12-04,68.92,2.18,31.614678899082566
2006-12-05,67.31,2.18,30.876146788990823
2006-12-06,67.11,2.18,30.784403669724767
2006-12-07,66.73,2.18,30.610091743119266
2006-12-08,66.52,2.18,30.513761467889903
2006-12-11,65.9,2.18,30.22935779816514
2006-12-12,66.03,2.18,30.28899082568807
2006-12-13,67.37,2.18,30.90366972477064
2006-12-14,68.72,2.18,31.52293577981651
2006-12-15,67.55,2.18,30.98623853211009
2006-12-18,65.07,2.18,29.848623853211002
2006-12-19,65.77,2.18,30.169724770642198
2006-12-20,64.85,2.18,29.747706422018343
2006-12-21,63.87,2.18,29.298165137614674
2006-12-22,62.89,2.18,28.848623853211006
2006-12-26,62.31,2.18,28.58256880733945
2006-12-27,63.89,2.18,29.30733944954128
2006-12-28,63.63,2.18,29.18807339449541
2006-12-29,63.16,2.18,28.97247706422018
2007-01-03,60.82,2.18,27.899082568807337
2007-01-04,59.3,2.18,27.20183486238532
2007-01-05,59.2,2.18,27.155963302752294
2007-01-08,58.67,2.18,26.912844036697248
2007-01-09,58.19,2.18,26.69266055045871
2007-01-10,57.03,2.18,26.160550458715594
2007-01-11,56.52,2.18,25.926605504587155
2007-01-12,57.89,2.18,26.55504587155963
2007-01-16,57.79,2.18,26.509174311926603
2007-01-17,58.48,2.18,26.825688073394492
2007-01-18,57.9,2.18,26.559633027522935
2007-01-19,61.0,2.18,27.981651376146786
2007-01-22,61.0,2.18,27.981651376146786
2007-01-23,63.62,2.18,29.183486238532108
2007-01-24,64.01,2.18,29.362385321100916
2007-01-25,62.62,2.18,28.724770642201833
2007-01-26,62.65,2.18,28.73853211009174
2007-01-29,62.02,2.18,28.44954128440367
2007-01-30,63.46,2.18,29.110091743119263
2007-01-31,63.49,2.18,29.123853211009173
2007-02-01,64.39,2.18,29.53669724770642
2007-02-02,65.12,2.18,29.871559633027523
2007-02-05,65.12,2.18,29.871559633027523
2007-02-06,64.87,2.18,29.756880733944953
2007-02-07,64.45,2.18,29.56422018348624
2007-02-08,64.95,2.18,29.793577981651374
2007-02-09,64.46,2.18,29.568807339449535
2007-02-12,63.6,2.18,29.174311926605505
2007-02-13,64.6,2.18,29.633027522935777
2007-02-14,64.66,2.18,29.660550458715594
2007-02-15,63.79,2.18,29.261467889908253
2007-02-16,63.33,3.14,20.168789808917197
2007-02-20,62.34,3.14,19.853503184713375
2007-02-21,63.55,3.14,20.23885350318471
2007-02-22,64.97,3.14,20.69108280254777
2007-02-23,64.58,3.14,20.56687898089172
2007-02-26,65.2,3.14,20.764331210191084
2007-02-27,62.8,3.14,20.0
2007-02-28,62.8,3.14,20.0
2007-03-01,63.42,3.14,20.197452229299362
2007-03-02,62.25,3.14,19.82484076433121
2007-03-05,61.67,3.14,19.64012738853503
2007-03-06,63.28,3.14,20.152866242038215
2007-03-07,65.06,3.14,20.719745222929937
2007-03-08,65.68,3.14,20.9171974522293
2007-03-09,65.1,3.14,20.732484076433117
2007-03-12,65.0,3.14,20.700636942675157
2007-03-13,64.11,3.14,20.4171974522293
2007-03-14,64.93,3.14,20.67834394904459
2007-03-15,64.4,3.14,20.50955414012739
2007-03-16,64.48,3.14,20.53503184713376
2007-03-19,66.24,3.14,21.095541401273884
2007-03-20,65.8,3.14,20.955414012738853
2007-03-21,67.92,3.14,21.630573248407643
2007-03-22,68.99,3.14,21.97133757961783
2007-03-23,69.1,3.14,22.00636942675159
2007-03-26,69.58,3.14,22.159235668789808
2007-03-27,69.86,3.14,22.248407643312103
2007-03-28,69.32,3.14,22.076433121019104
2007-03-29,70.67,3.14,22.506369426751593
2007-03-30,69.1,3.14,22.00636942675159
2007-04-02,70.82,3.14,22.554140127388532
2007-04-03,70.95,3.14,22.595541401273884
2007-04-04,71.39,3.14,22.735668789808916
2007-04-05,71.84,3.14,22.878980891719745
2007-04-09,71.57,3.14,22.792993630573246
2007-04-10,73.13,3.14,23.28980891719745
2007-04-11,72.99,3.14,23.245222929936304
2007-04-12,75.31,3.14,23.984076433121018
2007-04-13,76.0,3.14,24.203821656050955
2007-04-16,77.57,3.14,24.703821656050952
2007-04-17,77.5,3.14,24.68152866242038
2007-04-18,74.91,3.14,23.85668789808917
2007-04-19,74.32,3.14,23.668789808917193
2007-04-20,75.23,3.14,23.95859872611465
2007-04-23,74.55,3.14,23.74203821656051
2007-04-24,74.8,3.14,23.82165605095541
2007-04-25,75.87,1.0,75.87
2007-04-26,75.54,1.0,75.54
2007-04-27,75.64,1.0,75.64
2007-04-30,73.83,1.0,73.83
2007-05-01,73.83,1.0,73.83
2007-05-02,73.96,1.0,73.96
2007-05-03,74.77,1.0,74.77
2007-05-04,74.61,1.0,74.61
2007-05-07,75.0,1.0,75.0
2007-05-08,74.63,1.0,74.63
2007-05-09,74.35,1.0,74.35
2007-05-10,72.92,1.0,72.92
2007-05-11,74.38,1.0,74.38
2007-05-14,74.74,1.0,74.74
2007-05-15,75.51,1.0,75.51
2007-05-16,76.5,1.0,76.5
2007-05-17,78.71,1.0,78.71
2007-05-18,79.4,1.0,79.4
2007-05-21,80.14,1.0,80.14
2007-05-22,79.11,1.0,79.11
2007-05-23,80.6,1.0,80.6
2007-05-24,78.85,1.0,78.85
2007-05-25,79.24,1.0,79.24
2007-05-29,77.88,1.0,77.88
2007-05-30,79.91,1.0,79.91
2007-05-31,77.87,1.0,77.87
2007-06-01,78.19,1.0,78.19
2007-06-04,80.06,1.0,80.06
2007-06-05,79.2,1.0,79.2
2007-06-06,79.78,1.0,79.78
2007-06-07,77.78,1.0,77.78
2007-06-08,78.76,1.0,78.76
2007-06-11,80.18,1.0,80.18
2007-06-12,78.74,1.0,78.74
2007-06-13,81.96,1.0,81.96
2007-06-14,84.23,1.0,84.23
2007-06-15,84.6,1.0,84.6
2007-06-18,85.45,1.0,85.45
2007-06-19,85.77,1.0,85.77
2007-06-20,84.76,1.0,84.76
2007-06-21,85.76,1.0,85.76
2007-06-22,89.2,1.0,89.2
2007-06-25,87.16,1.0,87.16
2007-06-26,86.29,1.0,86.29
2007-06-27,86.97,1.0,86.97
2007-06-28,85.55,1.0,85.55
2007-06-29,84.94,1.0,84.94
2007-07-02,86.74,1.0,86.74
2007-07-03,87.89,1.0,87.89
2007-07-05,87.98,1.0,87.98
2007-07-06,88.33,1.0,88.33
2007-07-09,88.34,1.0,88.34
2007-07-10,87.27,1.0,87.27
2007-07-11,87.0,1.0,87.0
2007-07-12,88.51,1.0,88.51
2007-07-13,89.64,1.0,89.64
2007-07-16,90.54,1.0,90.54
2007-07-17,89.87,1.0,89.87
2007-07-18,91.2,1.0,91.2
2007-07-19,93.45,1.0,93.45
2007-07-20,96.68,1.0,96.68
2007-07-23,96.32,1.0,96.32
2007-07-24,94.8,1.0,94.8
2007-07-25,96.91,2.06,47.043689320388346
2007-07-26,94.64,2.06,45.94174757281553
2007-07-27,93.02,2.06,45.15533980582524
2007-07-30,95.35,2.06,46.28640776699029
2007-07-31,94.72,2.06,45.980582524271846
2007-08-01,94.62,2.06,45.932038834951456
2007-08-02,92.0,2.06,44.66019417475728
2007-08-03,87.74,2.06,42.592233009708735
2007-08-06,87.25,2.06,42.35436893203883
2007-08-07,88.76,2.06,43.0873786407767
2007-08-08,93.72,2.06,45.495145631067956
2007-08-09,92.2,2.06,44.75728155339806
2007-08-10,92.1,2.06,44.70873786407767
2007-08-13,90.68,2.06,44.019417475728154
2007-08-14,89.17,2.06,43.286407766990294
2007-08-15,87.24,2.06,42.349514563106794
2007-08-16,85.84,2.06,41.66990291262136
2007-08-17,88.56,2.06,42.99029126213592
2007-08-20,90.7,2.06,44.029126213592235
2007-08-21,89.25,2.06,43.3252427184466
2007-08-22,91.04,2.06,44.19417475728156
2007-08-23,92.42,2.06,44.86407766990291
2007-08-24,94.23,2.06,45.74271844660194
2007-08-27,93.14,2.06,45.213592233009706
2007-08-28,91.31,2.06,44.3252427184466
2007-08-29,95.72,2.06,46.46601941747573
2007-08-30,95.0,2.06,46.116504854368934
2007-08-31,96.5,2.06,46.84466019417476
2007-09-04,100.14,2.06,48.61165048543689
2007-09-05,99.11,2.06,48.11165048543689
2007-09-06,97.61,2.06,47.383495145631066
2007-09-07,97.47,2.06,47.31553398058252
2007-09-10,99.03,2.06,48.07281553398058
2007-09-11,100.18,2.06,48.63106796116505
