date,VRSK,VRSK_EPS,PE Ratio
2012-05-11,48.94,0.45,108.75555555555555
2012-05-14,48.69,0.45,108.19999999999999
2012-05-15,48.89,0.45,108.64444444444445
2012-05-16,48.98,0.45,108.84444444444443
2012-05-17,47.94,0.45,106.53333333333333
2012-05-18,47.32,0.45,105.15555555555555
2012-05-21,47.58,0.45,105.73333333333332
2012-05-22,47.97,0.45,106.6
2012-05-23,47.96,0.45,106.57777777777778
2012-05-24,47.98,0.45,106.6222222222222
2012-05-25,47.96,0.45,106.57777777777778
2012-05-29,48.09,0.45,106.86666666666667
2012-05-30,47.89,0.45,106.42222222222222
2012-05-31,47.9,0.45,106.44444444444444
2012-06-01,46.75,0.45,103.88888888888889
2012-06-04,46.55,0.45,103.44444444444443
2012-06-05,46.37,0.45,103.04444444444444
2012-06-06,47.3,0.45,105.1111111111111
2012-06-07,47.09,0.45,104.64444444444445
2012-06-08,47.59,0.45,105.75555555555556
2012-06-11,47.6,0.45,105.77777777777777
2012-06-12,47.43,0.45,105.39999999999999
2012-06-13,47.7,0.45,106.0
2012-06-14,48.08,0.45,106.84444444444443
2012-06-15,48.55,0.45,107.88888888888889
2012-06-18,48.85,0.45,108.55555555555556
2012-06-19,49.04,0.45,108.97777777777777
2012-06-20,48.43,0.45,107.62222222222222
2012-06-21,48.45,0.45,107.66666666666667
2012-06-22,48.08,0.45,106.84444444444443
2012-06-25,47.4,0.45,105.33333333333333
2012-06-26,47.58,0.45,105.73333333333332
2012-06-27,48.37,0.45,107.48888888888888
2012-06-28,47.92,0.45,106.4888888888889
2012-06-29,49.26,0.45,109.46666666666665
2012-07-02,50.15,0.45,111.44444444444444
2012-07-03,50.07,0.45,111.26666666666667
2012-07-05,49.88,0.45,110.84444444444445
2012-07-06,49.69,0.45,110.42222222222222
2012-07-09,49.76,0.45,110.57777777777777
2012-07-10,49.83,0.45,110.73333333333332
2012-07-11,49.78,0.45,110.62222222222222
2012-07-12,49.83,0.45,110.73333333333332
2012-07-13,50.65,0.45,112.55555555555554
2012-07-16,50.01,0.45,111.13333333333333
2012-07-17,50.94,0.45,113.19999999999999
2012-07-18,50.74,0.45,112.75555555555556
2012-07-19,50.44,0.45,112.08888888888887
2012-07-20,49.55,0.45,110.1111111111111
2012-07-23,49.41,0.45,109.79999999999998
2012-07-24,48.95,0.45,108.77777777777779
2012-07-25,48.93,0.45,108.73333333333333
2012-07-26,49.92,0.45,110.93333333333334
2012-07-27,50.86,0.45,113.02222222222221
2012-07-30,50.45,0.45,112.11111111111111
2012-07-31,50.25,0.44,114.20454545454545
2012-08-01,47.88,0.44,108.81818181818183
2012-08-02,47.79,0.44,108.61363636363636
2012-08-03,47.38,0.44,107.68181818181819
2012-08-06,46.39,0.44,105.43181818181819
2012-08-07,47.13,0.44,107.11363636363637
2012-08-08,48.96,0.44,111.27272727272728
2012-08-09,48.74,0.44,110.77272727272728
2012-08-10,48.62,0.44,110.5
2012-08-13,48.73,0.44,110.74999999999999
2012-08-14,49.02,0.44,111.40909090909092
2012-08-15,48.83,0.44,110.97727272727272
2012-08-16,48.71,0.44,110.70454545454545
2012-08-17,49.12,0.44,111.63636363636363
2012-08-20,48.88,0.44,111.0909090909091
2012-08-21,48.69,0.44,110.6590909090909
2012-08-22,48.32,0.44,109.81818181818181
2012-08-23,48.35,0.44,109.88636363636364
2012-08-24,48.58,0.44,110.4090909090909
2012-08-27,48.29,0.44,109.75
2012-08-28,47.93,0.44,108.93181818181819
2012-08-29,48.24,0.44,109.63636363636364
2012-08-30,48.01,0.44,109.11363636363636
2012-08-31,48.52,0.44,110.27272727272728
2012-09-04,48.3,0.44,109.77272727272727
2012-09-05,47.64,0.44,108.27272727272728
2012-09-06,49.13,0.44,111.65909090909092
2012-09-07,48.9,0.44,111.13636363636363
2012-09-10,48.08,0.44,109.27272727272727
2012-09-11,47.98,0.44,109.04545454545453
2012-09-12,48.15,0.44,109.43181818181817
2012-09-13,48.08,0.44,109.27272727272727
2012-09-14,47.68,0.44,108.36363636363636
2012-09-17,47.96,0.44,109.0
2012-09-18,47.91,0.44,108.88636363636363
2012-09-19,47.59,0.44,108.15909090909092
2012-09-20,47.3,0.44,107.5
2012-09-21,47.19,0.44,107.25
2012-09-24,47.26,0.44,107.4090909090909
2012-09-25,46.81,0.44,106.38636363636364
2012-09-26,47.24,0.44,107.36363636363637
2012-09-27,47.81,0.44,108.65909090909092
2012-09-28,47.61,0.44,108.20454545454545
2012-10-01,47.4,0.44,107.72727272727272
2012-10-02,47.02,0.44,106.86363636363637
2012-10-03,47.63,0.44,108.25
2012-10-04,47.88,0.44,108.81818181818183
2012-10-05,48.16,0.44,109.45454545454545
2012-10-08,48.34,0.44,109.86363636363637
2012-10-09,47.72,0.44,108.45454545454545
2012-10-10,47.34,0.44,107.5909090909091
2012-10-11,46.93,0.44,106.6590909090909
2012-10-12,47.03,0.44,106.88636363636364
2012-10-15,46.99,0.44,106.79545454545455
2012-10-16,47.38,0.44,107.68181818181819
2012-10-17,47.42,0.44,107.77272727272728
2012-10-18,46.96,0.44,106.72727272727273
2012-10-19,46.5,0.44,105.68181818181819
2012-10-22,45.95,0.44,104.43181818181819
2012-10-23,46.3,0.44,105.22727272727272
2012-10-24,46.5,0.44,105.68181818181819
2012-10-25,46.29,0.44,105.20454545454545
2012-10-26,46.67,0.44,106.06818181818183
2012-10-30,,0.5,
2012-10-31,51.12,0.5,102.24
2012-11-01,51.35,0.5,102.7
2012-11-02,49.59,0.5,99.18
2012-11-05,49.78,0.5,99.56
2012-11-06,50.41,0.5,100.82
2012-11-07,49.54,0.5,99.08
2012-11-08,49.33,0.5,98.66
2012-11-09,49.07,0.5,98.14
2012-11-12,49.11,0.5,98.22
2012-11-13,49.04,0.5,98.08
2012-11-14,48.49,0.5,96.98
2012-11-15,47.97,0.5,95.94
2012-11-16,48.09,0.5,96.18
2012-11-19,48.03,0.5,96.06
2012-11-20,47.78,0.5,95.56
2012-11-21,48.36,0.5,96.72
2012-11-23,48.09,0.5,96.18
2012-11-26,48.52,0.5,97.04
2012-11-27,48.35,0.5,96.7
2012-11-28,48.91,0.5,97.82
2012-11-29,49.53,0.5,99.06
2012-11-30,49.84,0.5,99.68
2012-12-03,49.67,0.5,99.34
2012-12-04,48.6,0.5,97.2
2012-12-05,49.0,0.5,98.0
2012-12-06,49.07,0.5,98.14
2012-12-07,49.51,0.5,99.02
2012-12-10,49.45,0.5,98.9
2012-12-11,49.74,0.5,99.48
2012-12-12,49.78,0.5,99.56
2012-12-13,49.21,0.5,98.42
2012-12-14,48.84,0.5,97.68
2012-12-17,50.29,0.5,100.58
2012-12-18,50.23,0.5,100.46
2012-12-19,51.11,0.5,102.22
2012-12-20,51.13,0.5,102.26
2012-12-21,50.96,0.5,101.92
2012-12-24,50.7,0.5,101.4
2012-12-26,50.11,0.5,100.22
2012-12-27,50.11,0.5,100.22
2012-12-28,50.11,0.5,100.22
2012-12-31,50.97,0.5,101.94
2013-01-02,52.98,0.5,105.96
2013-01-03,53.59,0.5,107.18
2013-01-04,53.5,0.5,107.0
2013-01-07,53.26,0.5,106.52
2013-01-08,53.9,0.5,107.8
2013-01-09,53.95,0.5,107.9
2013-01-10,53.87,0.5,107.74
2013-01-11,53.9,0.5,107.8
2013-01-14,54.42,0.5,108.84
2013-01-15,55.03,0.5,110.06
2013-01-16,53.89,0.5,107.78
2013-01-17,53.84,0.5,107.68
2013-01-18,54.58,0.5,109.16
2013-01-22,54.54,0.5,109.08
2013-01-23,54.52,0.5,109.04
2013-01-24,55.18,0.5,110.36
2013-01-25,54.99,0.5,109.98
2013-01-28,54.97,0.5,109.94
2013-01-29,55.31,0.5,110.62
2013-01-30,55.3,0.5,110.6
2013-01-31,55.16,0.5,110.32
2013-02-01,55.71,0.5,111.42
2013-02-04,54.81,0.5,109.62
2013-02-05,55.1,0.5,110.2
2013-02-06,54.5,0.5,109.0
2013-02-07,54.29,0.5,108.58
2013-02-08,54.9,0.5,109.8
2013-02-11,54.62,0.5,109.24
2013-02-12,54.23,0.5,108.46
2013-02-13,54.57,0.5,109.14
2013-02-14,54.27,0.5,108.54
2013-02-15,54.88,0.5,109.76
2013-02-19,55.0,0.5,110.0
2013-02-20,54.31,0.5,108.62
2013-02-21,53.73,0.5,107.46
2013-02-22,54.44,0.5,108.88
2013-02-25,53.7,0.5,107.4
2013-02-26,53.9,0.59,91.35593220338983
2013-02-27,58.05,0.59,98.38983050847457
2013-02-28,58.47,0.59,99.10169491525424
2013-03-01,59.0,0.59,100.0
2013-03-04,59.37,0.59,100.62711864406779
2013-03-05,59.32,0.59,100.54237288135594
2013-03-06,59.34,0.59,100.57627118644069
2013-03-07,59.37,0.59,100.62711864406779
2013-03-08,59.71,0.59,101.20338983050848
2013-03-11,59.84,0.59,101.42372881355934
2013-03-12,58.7,0.59,99.49152542372882
2013-03-13,59.19,0.59,100.32203389830508
2013-03-14,59.56,0.59,100.94915254237289
2013-03-15,60.05,0.59,101.77966101694915
2013-03-18,59.73,0.59,101.23728813559322
2013-03-19,59.83,0.59,101.40677966101696
2013-03-20,60.07,0.59,101.81355932203391
2013-03-21,60.02,0.59,101.72881355932205
2013-03-22,61.23,0.59,103.77966101694915
2013-03-25,61.1,0.59,103.55932203389831
2013-03-26,61.38,0.59,104.03389830508476
2013-03-27,61.55,0.59,104.32203389830508
2013-03-28,61.62,0.59,104.4406779661017
2013-04-01,61.14,0.59,103.6271186440678
2013-04-02,61.08,0.59,103.52542372881356
2013-04-03,60.47,0.59,102.49152542372882
2013-04-04,59.98,0.59,101.66101694915254
2013-04-05,58.9,0.59,99.83050847457628
2013-04-08,59.93,0.59,101.57627118644068
2013-04-09,59.78,0.59,101.3220338983051
2013-04-10,61.23,0.59,103.77966101694915
2013-04-11,61.03,0.59,103.4406779661017
2013-04-12,61.15,0.59,103.64406779661017
2013-04-15,59.93,0.59,101.57627118644068
2013-04-16,59.75,0.59,101.27118644067797
2013-04-17,59.67,0.59,101.13559322033899
2013-04-18,59.14,0.59,100.23728813559323
2013-04-19,59.03,0.59,100.05084745762713
2013-04-22,59.18,0.59,100.30508474576271
2013-04-23,59.87,0.59,101.47457627118644
2013-04-24,59.63,0.59,101.0677966101695
2013-04-25,60.11,0.59,101.88135593220339
2013-04-26,59.82,0.59,101.38983050847459
2013-04-29,60.49,0.59,102.52542372881356
2013-04-30,61.29,0.48,127.6875
2013-05-01,60.62,0.48,126.29166666666667
2013-05-02,60.65,0.48,126.35416666666667
2013-05-03,60.58,0.48,126.20833333333333
2013-05-06,60.46,0.48,125.95833333333334
2013-05-07,60.85,0.48,126.77083333333334
2013-05-08,61.02,0.48,127.12500000000001
2013-05-09,60.81,0.48,126.68750000000001
2013-05-10,60.59,0.48,126.22916666666667
2013-05-13,60.4,0.48,125.83333333333333
2013-05-14,60.7,0.48,126.45833333333334
2013-05-15,60.8,0.48,126.66666666666667
2013-05-16,60.4,0.48,125.83333333333333
2013-05-17,60.72,0.48,126.5
2013-05-20,60.33,0.48,125.6875
2013-05-21,60.41,0.48,125.85416666666666
2013-05-22,59.9,0.48,124.79166666666667
2013-05-23,59.99,0.48,124.97916666666667
2013-05-24,59.34,0.48,123.62500000000001
2013-05-28,59.5,0.48,123.95833333333334
2013-05-29,59.3,0.48,123.54166666666667
2013-05-30,59.18,0.48,123.29166666666667
2013-05-31,58.82,0.48,122.54166666666667
2013-06-03,59.41,0.48,123.77083333333333
2013-06-04,58.85,0.48,122.60416666666667
2013-06-05,57.75,0.48,120.3125
2013-06-06,58.6,0.48,122.08333333333334
2013-06-07,59.18,0.48,123.29166666666667
2013-06-10,59.26,0.48,123.45833333333333
2013-06-11,59.37,0.48,123.6875
2013-06-12,58.65,0.48,122.1875
2013-06-13,58.75,0.48,122.39583333333334
2013-06-14,58.81,0.48,122.52083333333334
2013-06-17,59.66,0.48,124.29166666666666
2013-06-18,60.11,0.48,125.22916666666667
2013-06-19,59.29,0.48,123.52083333333334
2013-06-20,57.7,0.48,120.20833333333334
2013-06-21,57.78,0.48,120.375
2013-06-24,58.12,0.48,121.08333333333333
2013-06-25,58.1,0.48,121.04166666666667
2013-06-26,58.0,0.48,120.83333333333334
2013-06-27,58.65,0.48,122.1875
2013-06-28,59.7,0.48,124.37500000000001
2013-07-01,60.71,0.48,126.47916666666667
2013-07-02,60.47,0.48,125.97916666666667
2013-07-03,60.91,0.48,126.89583333333333
2013-07-05,61.23,0.48,127.5625
2013-07-08,61.55,0.48,128.22916666666666
2013-07-09,61.5,0.48,128.125
2013-07-10,61.67,0.48,128.47916666666669
2013-07-11,62.64,0.48,130.5
2013-07-12,63.24,0.48,131.75
2013-07-15,62.88,0.48,131.0
2013-07-16,62.1,0.48,129.375
2013-07-17,61.75,0.48,128.64583333333334
2013-07-18,61.75,0.48,128.64583333333334
2013-07-19,61.87,0.48,128.89583333333334
2013-07-22,62.04,0.48,129.25
2013-07-23,61.68,0.48,128.5
2013-07-24,61.57,0.48,128.27083333333334
2013-07-25,61.7,0.48,128.54166666666669
2013-07-26,61.47,0.48,128.0625
2013-07-29,61.23,0.48,127.5625
2013-07-30,60.86,0.5,121.72
2013-07-31,64.36,0.5,128.72
2013-08-01,64.46,0.5,128.92
2013-08-02,64.25,0.5,128.5
2013-08-05,63.92,0.5,127.84
2013-08-06,63.55,0.5,127.1
2013-08-07,63.36,0.5,126.72
2013-08-08,63.29,0.5,126.58
2013-08-09,63.25,0.5,126.5
2013-08-12,62.94,0.5,125.88
2013-08-13,63.05,0.5,126.1
2013-08-14,62.31,0.5,124.62
2013-08-15,61.66,0.5,123.32
2013-08-16,61.52,0.5,123.04
2013-08-19,61.39,0.5,122.78
2013-08-20,61.69,0.5,123.38
2013-08-21,61.74,0.5,123.48
2013-08-22,62.03,0.5,124.06
2013-08-23,62.75,0.5,125.5
2013-08-26,62.67,0.5,125.34
2013-08-27,62.27,0.5,124.54
2013-08-28,62.13,0.5,124.26
2013-08-29,62.31,0.5,124.62
2013-08-30,62.18,0.5,124.36
2013-09-03,62.84,0.5,125.68
2013-09-04,63.26,0.5,126.52
2013-09-05,63.08,0.5,126.16
2013-09-06,63.14,0.5,126.28
2013-09-09,63.64,0.5,127.28
2013-09-10,64.66,0.5,129.32
2013-09-11,65.05,0.5,130.1
2013-09-12,65.17,0.5,130.34
2013-09-13,65.32,0.5,130.64
2013-09-16,66.09,0.5,132.18
2013-09-17,66.02,0.5,132.04
2013-09-18,66.53,0.5,133.06
2013-09-19,66.39,0.5,132.78
2013-09-20,65.8,0.5,131.6
2013-09-23,65.37,0.5,130.74
2013-09-24,65.52,0.5,131.04
2013-09-25,65.07,0.5,130.14
2013-09-26,65.25,0.5,130.5
2013-09-27,65.34,0.5,130.68
2013-09-30,64.96,0.5,129.92
2013-10-01,65.16,0.5,130.32
2013-10-02,64.37,0.5,128.74
2013-10-03,63.97,0.5,127.94
2013-10-04,65.02,0.5,130.04
2013-10-07,64.66,0.5,129.32
2013-10-08,64.94,0.5,129.88
2013-10-09,65.14,0.5,130.28
2013-10-10,66.45,0.5,132.9
2013-10-11,67.07,0.5,134.14
2013-10-14,67.26,0.5,134.52
2013-10-15,66.97,0.5,133.94
2013-10-16,67.77,0.5,135.54
2013-10-17,68.71,0.5,137.42
2013-10-18,68.69,0.5,137.38
2013-10-21,68.38,0.5,136.76
2013-10-22,68.35,0.5,136.7
2013-10-23,68.53,0.5,137.06
2013-10-24,68.02,0.5,136.04
2013-10-25,68.39,0.5,136.78
2013-10-28,67.94,0.5,135.88
2013-10-29,68.74,0.5,137.48
2013-10-30,68.15,0.5,136.3
2013-10-31,68.52,0.5,137.04
2013-11-01,67.98,0.5,135.96
2013-11-04,68.33,0.5,136.66
2013-11-05,67.8,0.57,118.94736842105263
2013-11-06,62.0,0.57,108.77192982456141
2013-11-07,61.27,0.57,107.49122807017545
2013-11-08,62.47,0.57,109.59649122807018
2013-11-11,62.31,0.57,109.31578947368422
2013-11-12,62.85,0.57,110.26315789473685
2013-11-13,63.42,0.57,111.26315789473685
2013-11-14,63.67,0.57,111.70175438596492
2013-11-15,64.37,0.57,112.92982456140352
2013-11-18,63.33,0.57,111.10526315789474
2013-11-19,63.19,0.57,110.85964912280703
2013-11-20,62.63,0.57,109.87719298245615
2013-11-21,63.27,0.57,111.00000000000001
2013-11-22,63.91,0.57,112.12280701754386
2013-11-25,64.53,0.57,113.21052631578948
2013-11-26,64.89,0.57,113.8421052631579
2013-11-27,65.45,0.57,114.82456140350878
2013-11-29,65.11,0.57,114.2280701754386
2013-12-02,65.4,0.57,114.73684210526318
2013-12-03,65.13,0.57,114.26315789473685
2013-12-04,65.26,0.57,114.49122807017545
2013-12-05,65.1,0.57,114.21052631578948
2013-12-06,67.33,0.57,118.12280701754386
2013-12-09,66.52,0.57,116.70175438596492
2013-12-10,66.23,0.57,116.19298245614037
2013-12-11,64.6,0.57,113.33333333333333
2013-12-12,64.19,0.57,112.6140350877193
2013-12-13,64.63,0.57,113.3859649122807
2013-12-16,65.22,0.57,114.42105263157896
2013-12-17,65.22,0.57,114.42105263157896
2013-12-18,65.75,0.57,115.35087719298247
2013-12-19,65.85,0.57,115.52631578947368
2013-12-20,66.56,0.57,116.77192982456141
2013-12-23,66.03,0.57,115.8421052631579
2013-12-24,65.97,0.57,115.73684210526316
2013-12-26,65.98,0.57,115.7543859649123
2013-12-27,66.05,0.57,115.87719298245615
2013-12-30,65.81,0.57,115.4561403508772
2013-12-31,65.72,0.57,115.2982456140351
2014-01-02,65.12,0.57,114.24561403508774
2014-01-03,65.13,0.57,114.26315789473685
2014-01-06,63.65,0.57,111.66666666666667
2014-01-07,63.61,0.57,111.59649122807018
2014-01-08,63.36,0.57,111.15789473684211
2014-01-09,63.14,0.57,110.77192982456141
2014-01-10,62.93,0.57,110.40350877192984
2014-01-13,62.45,0.57,109.56140350877195
2014-01-14,63.0,0.57,110.5263157894737
2014-01-15,63.43,0.57,111.28070175438597
2014-01-16,64.12,0.57,112.49122807017545
2014-01-17,63.45,0.57,111.31578947368422
2014-01-21,64.02,0.57,112.31578947368422
2014-01-22,63.97,0.57,112.2280701754386
2014-01-23,64.16,0.57,112.56140350877193
2014-01-24,63.57,0.57,111.5263157894737
2014-01-27,63.31,0.57,111.07017543859651
2014-01-28,63.86,0.57,112.03508771929826
2014-01-29,63.68,0.57,111.71929824561404
2014-01-30,64.55,0.57,113.24561403508773
2014-01-31,63.86,0.57,112.03508771929826
2014-02-03,62.78,0.57,110.140350877193
2014-02-04,62.74,0.57,110.07017543859651
2014-02-05,62.28,0.57,109.26315789473685
2014-02-06,62.33,0.57,109.35087719298247
2014-02-07,62.4,0.57,109.47368421052633
2014-02-10,62.3,0.57,109.2982456140351
2014-02-11,62.78,0.57,110.140350877193
2014-02-12,63.28,0.57,111.01754385964914
2014-02-13,65.89,0.57,115.59649122807019
2014-02-14,65.65,0.57,115.17543859649125
2014-02-18,65.21,0.57,114.40350877192982
2014-02-19,65.49,0.57,114.89473684210526
2014-02-20,66.05,0.57,115.87719298245615
2014-02-21,65.53,0.57,114.96491228070177
2014-02-24,65.38,0.57,114.70175438596492
2014-02-25,65.2,0.52,125.38461538461539
2014-02-26,63.78,0.52,122.65384615384615
2014-02-27,63.79,0.52,122.67307692307692
2014-02-28,63.72,0.52,122.53846153846153
2014-03-03,63.41,0.52,121.94230769230768
2014-03-04,63.47,0.52,122.0576923076923
2014-03-05,62.1,0.52,119.42307692307692
2014-03-06,62.58,0.52,120.34615384615384
2014-03-07,62.24,0.52,119.6923076923077
2014-03-10,63.85,0.52,122.78846153846153
2014-03-11,63.73,0.52,122.55769230769229
2014-03-12,63.29,0.52,121.71153846153845
2014-03-13,62.36,0.52,119.92307692307692
2014-03-14,62.37,0.52,119.94230769230768
2014-03-17,62.88,0.52,120.92307692307692
2014-03-18,62.94,0.52,121.03846153846153
2014-03-19,62.83,0.52,120.82692307692307
2014-03-20,62.47,0.52,120.13461538461537
2014-03-21,62.48,0.52,120.15384615384615
2014-03-24,61.62,0.52,118.49999999999999
2014-03-25,61.22,0.52,117.73076923076923
2014-03-26,60.77,0.52,116.86538461538461
2014-03-27,60.5,0.52,116.34615384615384
2014-03-28,59.87,0.52,115.13461538461537
2014-03-31,59.96,0.52,115.3076923076923
2014-04-01,59.74,0.52,114.88461538461539
2014-04-02,60.61,0.52,116.5576923076923
2014-04-03,60.75,0.52,116.82692307692307
2014-04-04,59.57,0.52,114.5576923076923
2014-04-07,58.34,0.52,112.1923076923077
2014-04-08,58.9,0.52,113.26923076923076
2014-04-09,59.0,0.52,113.46153846153845
2014-04-10,58.08,0.52,111.69230769230768
2014-04-11,56.55,0.52,108.74999999999999
2014-04-14,57.78,0.52,111.11538461538461
2014-04-15,57.12,0.52,109.84615384615384
2014-04-16,57.97,0.52,111.48076923076923
2014-04-17,57.6,0.52,110.76923076923077
2014-04-21,57.59,0.52,110.75
2014-04-22,58.0,0.52,111.53846153846153
2014-04-23,58.0,0.52,111.53846153846153
2014-04-24,58.34,0.52,112.1923076923077
2014-04-25,57.81,0.52,111.17307692307692
2014-04-28,57.65,0.52,110.86538461538461
2014-04-29,57.88,0.69,83.8840579710145
2014-04-30,60.09,0.69,87.08695652173914
2014-05-01,59.91,0.69,86.82608695652173
2014-05-02,59.73,0.69,86.56521739130434
2014-05-05,60.25,0.69,87.31884057971016
2014-05-06,59.85,0.69,86.73913043478262
2014-05-07,59.73,0.69,86.56521739130434
2014-05-08,60.2,0.69,87.24637681159422
2014-05-09,60.53,0.69,87.72463768115942
2014-05-12,61.45,0.69,89.05797101449276
2014-05-13,60.82,0.69,88.14492753623189
2014-05-14,60.91,0.69,88.27536231884058
2014-05-15,60.25,0.69,87.31884057971016
2014-05-16,60.97,0.69,88.36231884057972
2014-05-19,61.16,0.69,88.6376811594203
2014-05-20,60.74,0.69,88.02898550724639
2014-05-21,60.99,0.69,88.3913043478261
2014-05-22,60.63,0.69,87.86956521739131
2014-05-23,60.95,0.69,88.33333333333334
2014-05-27,61.13,0.69,88.59420289855073
2014-05-28,60.54,0.69,87.73913043478261
2014-05-29,60.81,0.69,88.1304347826087
2014-05-30,59.19,0.69,85.78260869565217
2014-06-02,59.57,0.69,86.33333333333334
2014-06-03,59.92,0.69,86.84057971014494
2014-06-04,60.88,0.69,88.23188405797103
2014-06-05,61.34,0.69,88.89855072463769
2014-06-06,61.34,0.69,88.89855072463769
2014-06-09,61.79,0.69,89.55072463768117
2014-06-10,61.19,0.69,88.68115942028986
2014-06-11,61.14,0.69,88.60869565217392
2014-06-12,60.6,0.69,87.82608695652175
2014-06-13,60.42,0.69,87.56521739130436
2014-06-16,60.8,0.69,88.11594202898551
2014-06-17,60.38,0.69,87.50724637681161
2014-06-18,59.99,0.69,86.94202898550725
2014-06-19,60.2,0.69,87.24637681159422
2014-06-20,60.46,0.69,87.62318840579711
2014-06-23,60.37,0.69,87.4927536231884
2014-06-24,59.54,0.69,86.28985507246378
2014-06-25,59.23,0.69,85.84057971014494
2014-06-26,59.15,0.69,85.72463768115942
2014-06-27,59.67,0.69,86.47826086956523
2014-06-30,60.02,0.69,86.98550724637683
2014-07-01,60.9,0.69,88.26086956521739
2014-07-02,60.58,0.69,87.79710144927536
2014-07-03,61.15,0.69,88.62318840579711
2014-07-07,61.4,0.69,88.98550724637681
2014-07-08,61.15,0.69,88.62318840579711
2014-07-09,60.95,0.69,88.33333333333334
2014-07-10,61.02,0.69,88.43478260869567
2014-07-11,61.12,0.69,88.57971014492755
2014-07-14,61.14,0.69,88.60869565217392
2014-07-15,61.48,0.69,89.10144927536233
2014-07-16,61.5,0.69,89.1304347826087
2014-07-17,61.46,0.69,89.07246376811595
2014-07-18,62.49,0.69,90.56521739130436
2014-07-21,62.28,0.69,90.2608695652174
2014-07-22,62.52,0.69,90.60869565217392
2014-07-23,62.8,0.69,91.01449275362319
2014-07-24,63.2,0.69,91.59420289855073
2014-07-25,62.97,0.69,91.26086956521739
2014-07-28,62.66,0.69,90.81159420289855
2014-07-29,62.19,0.53,117.33962264150942
2014-07-30,60.79,0.53,114.69811320754717
2014-07-31,60.04,0.53,113.28301886792453
2014-08-01,59.47,0.53,112.2075471698113
2014-08-04,59.55,0.53,112.35849056603773
2014-08-05,59.42,0.53,112.11320754716981
2014-08-06,59.72,0.53,112.67924528301886
2014-08-07,60.4,0.53,113.96226415094338
2014-08-08,60.17,0.53,113.52830188679245
2014-08-11,60.75,0.53,114.62264150943396
2014-08-12,60.75,0.53,114.62264150943396
2014-08-13,61.63,0.53,116.28301886792453
2014-08-14,62.46,0.53,117.84905660377358
2014-08-15,62.69,0.53,118.28301886792451
2014-08-18,63.77,0.53,120.32075471698113
2014-08-19,63.55,0.53,119.90566037735847
2014-08-20,63.58,0.53,119.96226415094338
2014-08-21,64.15,0.53,121.0377358490566
2014-08-22,63.8,0.53,120.37735849056602
2014-08-25,63.63,0.53,120.05660377358491
2014-08-26,64.07,0.53,120.88679245283016
2014-08-27,63.8,0.53,120.37735849056602
2014-08-28,63.88,0.53,120.52830188679245
2014-08-29,64.19,0.53,121.11320754716981
2014-09-02,64.47,0.53,121.64150943396226
2014-09-03,64.27,0.53,121.26415094339622
2014-09-04,64.28,0.53,121.28301886792453
2014-09-05,64.64,0.53,121.9622641509434
2014-09-08,64.22,0.53,121.1698113207547
2014-09-09,64.24,0.53,121.2075471698113
2014-09-10,64.68,0.53,122.03773584905662
2014-09-11,64.77,0.53,122.2075471698113
2014-09-12,64.63,0.53,121.94339622641508
2014-09-15,64.26,0.53,121.24528301886792
2014-09-16,64.5,0.53,121.69811320754717
2014-09-17,64.77,0.53,122.2075471698113
2014-09-18,64.64,0.53,121.9622641509434
2014-09-19,64.06,0.53,120.86792452830188
2014-09-22,63.15,0.53,119.15094339622641
2014-09-23,62.21,0.53,117.37735849056604
2014-09-24,62.36,0.53,117.66037735849056
2014-09-25,61.33,0.53,115.71698113207546
2014-09-26,61.34,0.53,115.73584905660377
2014-09-29,60.93,0.53,114.96226415094338
2014-09-30,60.89,0.53,114.88679245283018
2014-10-01,60.11,0.53,113.41509433962264
2014-10-02,60.18,0.53,113.54716981132074
2014-10-03,60.26,0.53,113.69811320754717
2014-10-06,60.46,0.53,114.0754716981132
2014-10-07,59.78,0.53,112.79245283018868
2014-10-08,60.48,0.53,114.1132075471698
2014-10-09,59.73,0.53,112.69811320754715
2014-10-10,59.07,0.53,111.45283018867924
2014-10-13,59.11,0.53,111.52830188679245
2014-10-14,59.63,0.53,112.50943396226415
2014-10-15,59.17,0.53,111.64150943396226
2014-10-16,59.24,0.53,111.77358490566037
2014-10-17,59.46,0.53,112.18867924528301
2014-10-20,59.95,0.53,113.11320754716981
2014-10-21,61.09,0.53,115.26415094339623
2014-10-22,60.69,0.53,114.50943396226414
2014-10-23,61.17,0.53,115.41509433962264
2014-10-24,61.87,0.53,116.73584905660377
2014-10-27,62.46,0.53,117.84905660377358
2014-10-28,63.14,0.6,105.23333333333333
2014-10-29,61.53,0.6,102.55000000000001
2014-10-30,61.86,0.6,103.10000000000001
2014-10-31,62.35,0.6,103.91666666666667
2014-11-03,62.0,0.6,103.33333333333334
2014-11-04,62.0,0.6,103.33333333333334
2014-11-05,62.83,0.6,104.71666666666667
2014-11-06,63.9,0.6,106.5
2014-11-07,64.25,0.6,107.08333333333334
2014-11-10,63.99,0.6,106.65
2014-11-11,63.01,0.6,105.01666666666667
2014-11-12,63.12,0.6,105.2
2014-11-13,63.16,0.6,105.26666666666667
2014-11-14,62.87,0.6,104.78333333333333
2014-11-17,63.08,0.6,105.13333333333334
2014-11-18,62.69,0.6,104.48333333333333
2014-11-19,62.21,0.6,103.68333333333334
2014-11-20,62.18,0.6,103.63333333333334
