date,PFG,PFG_EPS,PE Ratio
2005-11-11,51.7,0.0,inf
2005-11-14,51.65,0.0,inf
2005-11-15,49.82,0.0,inf
2005-11-16,49.25,0.0,inf
2005-11-17,49.69,0.0,inf
2005-11-18,49.65,0.0,inf
2005-11-21,49.65,0.0,inf
2005-11-22,50.0,0.0,inf
2005-11-23,50.2,0.0,inf
2005-11-25,50.3,0.0,inf
2005-11-28,50.44,0.0,inf
2005-11-29,50.56,0.0,inf
2005-11-30,50.67,0.0,inf
2005-12-01,50.41,0.0,inf
2005-12-02,50.41,0.0,inf
2005-12-05,49.8,0.0,inf
2005-12-06,49.27,0.0,inf
2005-12-07,49.4,0.0,inf
2005-12-08,49.32,0.0,inf
2005-12-09,49.66,0.0,inf
2005-12-12,49.45,0.0,inf
2005-12-13,50.02,0.0,inf
2005-12-14,49.98,0.0,inf
2005-12-15,49.79,0.0,inf
2005-12-16,49.72,0.0,inf
2005-12-19,48.88,0.0,inf
2005-12-20,48.85,0.0,inf
2005-12-21,48.62,0.0,inf
2005-12-22,48.26,0.0,inf
2005-12-23,48.28,0.0,inf
2005-12-27,47.77,0.0,inf
2005-12-28,47.92,0.0,inf
2005-12-29,47.71,0.0,inf
2005-12-30,47.43,0.0,inf
2006-01-03,47.73,0.0,inf
2006-01-04,47.68,0.0,inf
2006-01-05,47.38,0.0,inf
2006-01-06,47.29,0.0,inf
2006-01-09,47.76,0.0,inf
2006-01-10,48.08,0.0,inf
2006-01-11,48.0,0.0,inf
2006-01-12,47.64,0.0,inf
2006-01-13,47.61,0.0,inf
2006-01-17,47.37,0.0,inf
2006-01-18,46.79,0.0,inf
2006-01-19,46.49,0.0,inf
2006-01-20,45.97,0.0,inf
2006-01-23,46.33,0.0,inf
2006-01-24,47.42,0.0,inf
2006-01-25,46.85,0.0,inf
2006-01-26,47.13,0.0,inf
2006-01-27,47.2,0.0,inf
2006-01-30,47.73,0.0,inf
2006-01-31,47.16,0.0,inf
2006-02-01,47.02,0.0,inf
2006-02-02,46.55,0.0,inf
2006-02-03,46.53,0.0,inf
2006-02-06,46.81,0.0,inf
2006-02-07,47.1,0.0,inf
2006-02-08,47.35,0.0,inf
2006-02-09,47.32,0.0,inf
2006-02-10,47.76,0.0,inf
2006-02-13,47.83,0.0,inf
2006-02-14,48.68,0.0,inf
2006-02-15,48.31,0.0,inf
2006-02-16,48.25,0.0,inf
2006-02-17,48.01,0.0,inf
2006-02-21,48.35,0.0,inf
2006-02-22,48.75,0.0,inf
2006-02-23,48.6,0.0,inf
2006-02-24,49.24,0.0,inf
2006-02-27,49.25,0.0,inf
2006-02-28,48.72,0.0,inf
2006-03-01,49.0,0.0,inf
2006-03-02,48.39,0.0,inf
2006-03-03,48.14,0.0,inf
2006-03-06,47.75,0.0,inf
2006-03-07,48.25,0.0,inf
2006-03-08,48.35,0.0,inf
2006-03-09,48.09,0.0,inf
2006-03-10,48.6,0.0,inf
2006-03-13,48.6,0.0,inf
2006-03-14,49.12,0.0,inf
2006-03-15,49.62,0.0,inf
2006-03-16,49.97,0.0,inf
2006-03-17,50.15,0.0,inf
2006-03-20,50.31,0.0,inf
2006-03-21,49.73,0.0,inf
2006-03-22,49.87,0.0,inf
2006-03-23,49.6,0.0,inf
2006-03-24,49.75,0.0,inf
2006-03-27,49.46,0.0,inf
2006-03-28,49.11,0.0,inf
2006-03-29,49.55,0.0,inf
2006-03-30,49.4,0.0,inf
2006-03-31,48.8,0.0,inf
2006-04-03,49.02,0.0,inf
2006-04-04,49.75,0.0,inf
2006-04-05,49.9,0.0,inf
2006-04-06,49.92,0.0,inf
2006-04-07,49.04,0.0,inf
2006-04-10,49.15,0.0,inf
2006-04-11,48.85,0.0,inf
2006-04-12,49.08,0.0,inf
2006-04-13,48.81,0.0,inf
2006-04-17,48.67,0.0,inf
2006-04-18,50.11,0.0,inf
2006-04-19,50.51,0.0,inf
2006-04-20,50.66,0.0,inf
2006-04-21,50.47,0.0,inf
2006-04-24,50.65,0.0,inf
2006-04-25,50.31,0.0,inf
2006-04-26,51.07,0.0,inf
2006-04-27,51.49,0.0,inf
2006-04-28,51.31,0.0,inf
2006-05-01,50.72,0.0,inf
2006-05-02,52.22,0.0,inf
2006-05-03,52.25,0.0,inf
2006-05-04,52.95,0.0,inf
2006-05-05,53.55,0.0,inf
2006-05-08,53.31,0.0,inf
2006-05-09,53.0,0.0,inf
2006-05-10,53.09,0.0,inf
2006-05-11,53.98,0.0,inf
2006-05-12,53.04,0.0,inf
2006-05-15,53.45,0.0,inf
2006-05-16,53.21,0.0,inf
2006-05-17,52.21,0.0,inf
2006-05-18,51.8,0.0,inf
2006-05-19,52.18,0.0,inf
2006-05-22,52.0,0.0,inf
2006-05-23,52.03,0.0,inf
2006-05-24,52.6,0.0,inf
2006-05-25,53.77,0.0,inf
2006-05-26,54.45,0.0,inf
2006-05-30,54.2,0.0,inf
2006-05-31,54.65,0.0,inf
2006-06-01,54.45,0.0,inf
2006-06-02,54.93,0.0,inf
2006-06-05,53.9,0.0,inf
2006-06-06,53.77,0.0,inf
2006-06-07,53.81,0.0,inf
2006-06-08,54.22,0.0,inf
2006-06-09,53.92,0.0,inf
2006-06-12,53.21,0.0,inf
2006-06-13,52.32,0.0,inf
2006-06-14,52.57,0.0,inf
2006-06-15,54.17,0.0,inf
2006-06-16,53.47,0.0,inf
2006-06-19,52.93,0.0,inf
2006-06-20,52.9,0.0,inf
2006-06-21,53.41,0.0,inf
2006-06-22,53.02,0.0,inf
2006-06-23,53.02,0.0,inf
2006-06-26,54.03,0.0,inf
2006-06-27,54.0,0.0,inf
2006-06-28,53.89,0.0,inf
2006-06-29,54.99,0.0,inf
2006-06-30,55.65,0.0,inf
2006-07-03,56.1,0.0,inf
2006-07-05,56.2,0.0,inf
2006-07-06,56.22,0.0,inf
2006-07-07,55.45,0.0,inf
2006-07-10,55.44,0.0,inf
2006-07-11,55.49,0.0,inf
2006-07-12,54.55,0.0,inf
2006-07-13,53.78,0.0,inf
2006-07-14,53.41,0.0,inf
2006-07-17,53.62,0.0,inf
2006-07-18,53.6,0.0,inf
2006-07-19,54.21,0.0,inf
2006-07-20,54.1,0.0,inf
2006-07-21,53.78,0.0,inf
2006-07-24,54.3,0.0,inf
2006-07-25,54.24,0.0,inf
2006-07-26,54.0,0.0,inf
2006-07-27,53.63,0.0,inf
2006-07-28,54.08,0.0,inf
2006-07-31,54.0,0.0,inf
2006-08-01,52.91,0.0,inf
2006-08-02,53.3,0.0,inf
2006-08-03,53.22,0.0,inf
2006-08-04,52.99,0.0,inf
2006-08-07,52.73,0.0,inf
2006-08-08,53.2,0.0,inf
2006-08-09,53.03,0.0,inf
2006-08-10,53.35,0.0,inf
2006-08-11,53.48,0.0,inf
2006-08-14,53.4,0.0,inf
2006-08-15,53.82,0.0,inf
2006-08-16,53.98,0.0,inf
2006-08-17,54.15,0.0,inf
2006-08-18,53.59,0.0,inf
2006-08-21,53.59,0.0,inf
2006-08-22,53.35,0.0,inf
2006-08-23,53.06,0.0,inf
2006-08-24,53.15,0.0,inf
2006-08-25,52.92,0.0,inf
2006-08-28,53.4,0.0,inf
2006-08-29,53.2,0.0,inf
2006-08-30,53.07,0.0,inf
2006-08-31,53.24,0.0,inf
2006-09-01,53.1,0.0,inf
2006-09-05,53.02,0.0,inf
2006-09-06,53.16,0.0,inf
2006-09-07,52.89,0.0,inf
2006-09-08,53.07,0.0,inf
2006-09-11,53.47,0.0,inf
2006-09-12,53.84,0.0,inf
2006-09-13,53.71,0.0,inf
2006-09-14,53.48,0.0,inf
2006-09-15,53.52,0.0,inf
2006-09-18,53.3,0.0,inf
2006-09-19,53.31,0.0,inf
2006-09-20,53.7,0.0,inf
2006-09-21,53.56,0.0,inf
2006-09-22,53.71,0.0,inf
2006-09-25,54.48,0.0,inf
2006-09-26,54.28,0.0,inf
2006-09-27,54.13,0.0,inf
2006-09-28,54.45,0.0,inf
2006-09-29,54.28,0.0,inf
2006-10-02,53.97,0.0,inf
2006-10-03,54.08,0.0,inf
2006-10-04,54.49,0.0,inf
2006-10-05,54.32,0.0,inf
2006-10-06,54.42,0.0,inf
2006-10-09,54.42,0.0,inf
2006-10-10,54.36,0.0,inf
2006-10-11,54.1,0.0,inf
2006-10-12,54.25,0.0,inf
2006-10-13,54.89,0.0,inf
2006-10-16,54.85,0.0,inf
2006-10-17,54.84,0.0,inf
2006-10-18,55.61,0.0,inf
2006-10-19,55.39,0.0,inf
2006-10-20,55.53,0.0,inf
2006-10-23,55.66,0.0,inf
2006-10-24,56.28,0.0,inf
2006-10-25,55.92,0.0,inf
2006-10-26,56.45,0.0,inf
2006-10-27,56.0,0.0,inf
2006-10-30,56.18,0.0,inf
2006-10-31,56.49,0.0,inf
2006-11-01,55.95,0.0,inf
2006-11-02,56.24,0.0,inf
2006-11-03,56.1,0.0,inf
2006-11-06,57.05,0.0,inf
2006-11-07,57.98,0.0,inf
2006-11-08,58.85,0.0,inf
2006-11-09,57.73,0.0,inf
2006-11-10,58.18,0.0,inf
2006-11-13,58.37,0.0,inf
2006-11-14,58.39,0.0,inf
2006-11-15,58.66,0.0,inf
2006-11-16,59.34,0.0,inf
2006-11-17,59.25,0.0,inf
2006-11-20,58.46,0.0,inf
2006-11-21,57.98,0.0,inf
2006-11-22,57.87,0.0,inf
2006-11-24,57.56,0.0,inf
2006-11-27,56.86,0.0,inf
2006-11-28,56.78,0.0,inf
2006-11-29,57.5,0.0,inf
2006-11-30,57.75,0.0,inf
2006-12-01,57.42,0.0,inf
2006-12-04,58.57,0.0,inf
2006-12-05,59.28,0.0,inf
2006-12-06,58.74,0.0,inf
2006-12-07,58.27,0.0,inf
2006-12-08,58.27,0.0,inf
2006-12-11,58.19,0.0,inf
2006-12-12,58.16,0.0,inf
2006-12-13,57.82,0.0,inf
2006-12-14,58.42,0.0,inf
2006-12-15,58.31,0.0,inf
2006-12-18,58.42,0.0,inf
2006-12-19,58.84,0.0,inf
2006-12-20,58.56,0.0,inf
2006-12-21,58.55,0.0,inf
2006-12-22,58.62,0.0,inf
2006-12-26,59.04,0.0,inf
2006-12-27,59.11,0.0,inf
2006-12-28,59.07,0.0,inf
2006-12-29,58.7,0.0,inf
2007-01-03,59.32,0.0,inf
2007-01-04,59.21,0.0,inf
2007-01-05,58.57,0.0,inf
2007-01-08,58.68,0.0,inf
2007-01-09,58.62,0.0,inf
2007-01-10,59.0,0.0,inf
2007-01-11,60.1,0.0,inf
2007-01-12,60.37,0.0,inf
2007-01-16,60.42,0.0,inf
2007-01-17,60.49,0.0,inf
2007-01-18,60.51,0.0,inf
2007-01-19,60.53,0.0,inf
2007-01-22,60.22,0.0,inf
2007-01-23,60.41,0.0,inf
2007-01-24,61.28,0.0,inf
2007-01-25,60.22,0.0,inf
2007-01-26,60.21,0.0,inf
2007-01-29,60.75,0.0,inf
2007-01-30,61.23,0.0,inf
2007-01-31,61.61,0.0,inf
2007-02-01,62.69,0.0,inf
2007-02-02,62.77,0.0,inf
2007-02-05,62.24,0.0,inf
2007-02-06,62.98,0.0,inf
2007-02-07,63.5,0.0,inf
2007-02-08,63.62,0.0,inf
2007-02-09,62.66,0.0,inf
2007-02-12,62.31,0.0,inf
2007-02-13,63.47,0.0,inf
2007-02-14,63.76,0.0,inf
2007-02-15,63.39,0.0,inf
2007-02-16,63.48,0.0,inf
2007-02-20,63.32,0.0,inf
2007-02-21,63.02,0.0,inf
2007-02-22,63.32,0.0,inf
2007-02-23,62.89,0.0,inf
2007-02-26,62.63,0.0,inf
2007-02-27,60.06,0.0,inf
2007-02-28,60.87,0.0,inf
2007-03-01,60.82,0.0,inf
2007-03-02,60.04,0.0,inf
2007-03-05,59.32,0.0,inf
2007-03-06,59.65,0.0,inf
2007-03-07,59.43,0.0,inf
2007-03-08,59.69,0.0,inf
2007-03-09,60.43,0.0,inf
2007-03-12,60.46,0.0,inf
2007-03-13,58.52,0.0,inf
2007-03-14,58.98,0.0,inf
2007-03-15,59.56,0.0,inf
2007-03-16,59.03,0.0,inf
2007-03-19,59.87,0.0,inf
2007-03-20,60.09,0.0,inf
2007-03-21,61.26,0.0,inf
2007-03-22,60.83,0.0,inf
2007-03-23,60.85,0.0,inf
2007-03-26,60.63,0.0,inf
2007-03-27,60.3,0.0,inf
2007-03-28,59.61,0.0,inf
2007-03-29,59.86,0.0,inf
2007-03-30,59.87,0.0,inf
2007-04-02,59.89,0.0,inf
2007-04-03,60.54,0.0,inf
2007-04-04,60.57,0.0,inf
2007-04-05,60.63,0.0,inf
2007-04-09,60.31,0.0,inf
2007-04-10,60.53,0.0,inf
2007-04-11,60.21,0.0,inf
2007-04-12,60.2,0.0,inf
2007-04-13,60.26,0.0,inf
2007-04-16,61.28,0.0,inf
2007-04-17,62.45,0.0,inf
2007-04-18,62.82,0.0,inf
2007-04-19,62.27,0.0,inf
2007-04-20,63.37,0.0,inf
2007-04-23,62.89,0.0,inf
2007-04-24,62.75,0.0,inf
2007-04-25,63.79,0.0,inf
2007-04-26,63.87,0.0,inf
2007-04-27,64.09,0.0,inf
2007-04-30,63.49,0.0,inf
2007-05-01,60.87,0.0,inf
2007-05-02,61.83,0.0,inf
2007-05-03,62.56,0.0,inf
2007-05-04,63.04,0.0,inf
2007-05-07,62.6,0.0,inf
2007-05-08,61.61,0.0,inf
2007-05-09,60.81,0.0,inf
2007-05-10,60.03,0.0,inf
2007-05-11,61.4,0.0,inf
2007-05-14,61.16,0.0,inf
2007-05-15,60.59,0.0,inf
2007-05-16,60.95,0.0,inf
2007-05-17,61.36,0.0,inf
2007-05-18,61.72,0.0,inf
2007-05-21,61.56,0.0,inf
2007-05-22,61.32,0.0,inf
2007-05-23,61.15,0.0,inf
2007-05-24,60.78,0.0,inf
2007-05-25,61.01,0.0,inf
2007-05-29,61.02,0.0,inf
2007-05-30,60.87,0.0,inf
2007-05-31,60.8,0.0,inf
2007-06-01,61.45,0.0,inf
2007-06-04,61.52,0.0,inf
2007-06-05,60.92,0.0,inf
2007-06-06,60.16,0.0,inf
2007-06-07,58.22,0.0,inf
2007-06-08,59.12,0.0,inf
2007-06-11,59.2,0.0,inf
2007-06-12,58.66,0.0,inf
2007-06-13,59.79,0.0,inf
2007-06-14,59.7,0.0,inf
2007-06-15,59.86,0.0,inf
2007-06-18,59.75,0.0,inf
2007-06-19,59.42,0.0,inf
2007-06-20,58.34,0.0,inf
2007-06-21,58.82,0.0,inf
2007-06-22,57.33,0.0,inf
2007-06-25,57.18,0.0,inf
2007-06-26,57.21,0.0,inf
2007-06-27,58.06,0.0,inf
2007-06-28,58.41,0.0,inf
2007-06-29,58.29,0.0,inf
2007-07-02,60.0,0.0,inf
2007-07-03,60.05,0.0,inf
2007-07-05,60.03,0.0,inf
2007-07-06,60.06,0.0,inf
2007-07-09,60.35,0.0,inf
2007-07-10,60.5,0.0,inf
2007-07-11,61.2,0.0,inf
2007-07-12,61.99,0.0,inf
2007-07-13,61.86,0.0,inf
2007-07-16,61.79,0.0,inf
2007-07-17,61.55,0.0,inf
2007-07-18,61.45,0.0,inf
2007-07-19,61.92,0.0,inf
2007-07-20,61.03,0.0,inf
2007-07-23,60.94,0.0,inf
2007-07-24,59.28,0.0,inf
2007-07-25,59.53,0.0,inf
2007-07-26,58.07,0.0,inf
2007-07-27,55.99,0.0,inf
2007-07-30,55.81,0.0,inf
2007-07-31,56.39,0.0,inf
2007-08-01,56.52,0.0,inf
2007-08-02,56.08,0.0,inf
2007-08-03,52.77,0.0,inf
2007-08-06,56.23,0.0,inf
2007-08-07,55.24,0.0,inf
2007-08-08,56.36,0.0,inf
2007-08-09,52.88,0.0,inf
2007-08-10,55.67,0.0,inf
2007-08-13,56.88,0.0,inf
2007-08-14,54.35,0.0,inf
2007-08-15,53.06,0.0,inf
2007-08-16,54.35,0.0,inf
2007-08-17,56.99,0.0,inf
2007-08-20,55.7,0.0,inf
2007-08-21,55.25,0.0,inf
2007-08-22,57.3,0.0,inf
2007-08-23,56.63,0.0,inf
2007-08-24,57.55,0.0,inf
2007-08-27,56.54,0.0,inf
2007-08-28,54.2,0.0,inf
2007-08-29,55.9,0.0,inf
2007-08-30,54.82,0.0,inf
2007-08-31,55.49,0.0,inf
2007-09-04,56.56,0.0,inf
2007-09-05,55.82,0.0,inf
2007-09-06,55.95,0.0,inf
2007-09-07,55.13,0.0,inf
2007-09-10,54.65,0.0,inf
2007-09-11,55.83,0.0,inf
2007-09-12,55.73,0.0,inf
2007-09-13,57.06,0.0,inf
2007-09-14,57.79,0.0,inf
2007-09-17,57.37,0.0,inf
2007-09-18,61.02,0.0,inf
2007-09-19,60.49,0.0,inf
2007-09-20,59.96,0.0,inf
2007-09-21,59.94,0.0,inf
2007-09-24,59.41,0.0,inf
2007-09-25,59.77,0.0,inf
2007-09-26,60.78,0.0,inf
2007-09-27,62.27,0.0,inf
2007-09-28,63.09,0.0,inf
2007-10-01,64.86,0.0,inf
2007-10-02,64.2,0.0,inf
2007-10-03,63.15,0.0,inf
2007-10-04,62.75,0.0,inf
2007-10-05,64.35,0.0,inf
2007-10-08,63.96,0.0,inf
2007-10-09,64.87,0.0,inf
2007-10-10,64.68,0.0,inf
2007-10-11,65.36,0.0,inf
2007-10-12,65.56,0.0,inf
2007-10-15,64.22,0.0,inf
2007-10-16,63.16,0.0,inf
2007-10-17,63.38,0.0,inf
2007-10-18,63.18,0.0,inf
2007-10-19,60.88,0.0,inf
2007-10-22,62.5,0.0,inf
2007-10-23,62.83,0.0,inf
2007-10-24,62.47,0.0,inf
2007-10-25,63.51,0.0,inf
2007-10-26,65.29,0.0,inf
2007-10-29,65.46,0.0,inf
2007-10-30,66.31,0.0,inf
2007-10-31,67.67,0.0,inf
2007-11-01,66.1,0.0,inf
2007-11-02,66.44,0.0,inf
2007-11-05,66.3,0.0,inf
2007-11-06,67.27,0.0,inf
2007-11-07,63.97,0.0,inf
2007-11-08,65.55,0.0,inf
2007-11-09,65.34,0.0,inf
2007-11-12,66.65,0.0,inf
2007-11-13,67.43,0.0,inf
2007-11-14,67.6,0.0,inf
2007-11-15,66.59,0.0,inf
2007-11-16,66.31,0.0,inf
2007-11-19,64.19,0.0,inf
2007-11-20,65.89,0.0,inf
2007-11-21,64.45,0.0,inf
2007-11-23,66.24,0.0,inf
2007-11-26,63.84,0.0,inf
2007-11-27,66.34,0.0,inf
2007-11-28,69.9,0.0,inf
2007-11-29,64.27,0.0,inf
2007-11-30,65.49,0.0,inf
2007-12-03,63.95,0.0,inf
2007-12-04,63.29,0.0,inf
2007-12-05,65.04,0.0,inf
2007-12-06,66.37,0.0,inf
2007-12-07,66.6,0.0,inf
2007-12-10,67.76,0.0,inf
2007-12-11,65.51,0.0,inf
2007-12-12,67.98,0.0,inf
2007-12-13,68.75,0.0,inf
2007-12-14,67.41,0.0,inf
2007-12-17,67.35,0.0,inf
2007-12-18,68.45,0.0,inf
2007-12-19,68.86,0.0,inf
2007-12-20,68.98,0.0,inf
2007-12-21,69.72,0.0,inf
2007-12-24,70.72,0.0,inf
2007-12-26,70.67,0.0,inf
2007-12-27,69.22,0.0,inf
2007-12-28,69.12,0.0,inf
2007-12-31,68.84,0.0,inf
2008-01-02,67.96,0.0,inf
2008-01-03,67.99,0.0,inf
2008-01-04,67.09,0.0,inf
2008-01-07,67.0,0.0,inf
2008-01-08,65.66,0.0,inf
2008-01-09,66.08,0.0,inf
2008-01-10,67.0,0.0,inf
2008-01-11,66.23,0.0,inf
2008-01-14,66.6,0.0,inf
2008-01-15,65.41,0.0,inf
2008-01-16,65.0,0.0,inf
2008-01-17,62.92,0.0,inf
2008-01-18,59.88,0.0,inf
2008-01-22,58.27,0.0,inf
2008-01-23,58.12,0.0,inf
2008-01-24,58.9,0.0,inf
2008-01-25,57.36,0.0,inf
2008-01-28,58.81,0.0,inf
2008-01-29,60.05,0.0,inf
2008-01-30,58.55,0.0,inf
2008-01-31,59.61,0.0,inf
2008-02-01,61.21,0.0,inf
2008-02-04,59.81,0.0,inf
2008-02-05,53.1,0.0,inf
2008-02-06,53.96,0.0,inf
2008-02-07,55.6,0.0,inf
2008-02-08,55.01,0.0,inf
2008-02-11,54.3,0.0,inf
2008-02-12,55.65,0.0,inf
2008-02-13,57.3,0.0,inf
2008-02-14,56.32,0.0,inf
2008-02-15,56.79,0.0,inf
2008-02-19,56.93,0.0,inf
2008-02-20,56.95,0.0,inf
2008-02-21,58.86,0.0,inf
2008-02-22,58.34,0.0,inf
2008-02-25,59.88,0.0,inf
2008-02-26,60.1,0.0,inf
2008-02-27,60.28,0.0,inf
2008-02-28,57.6,0.0,inf
2008-02-29,55.23,0.0,inf
2008-03-03,54.59,0.0,inf
2008-03-04,54.18,0.0,inf
2008-03-05,54.35,0.0,inf
2008-03-06,52.03,0.0,inf
2008-03-07,51.68,0.0,inf
2008-03-10,50.5,0.0,inf
2008-03-11,52.45,0.0,inf
2008-03-12,52.13,0.0,inf
2008-03-13,51.74,0.0,inf
2008-03-14,49.15,0.0,inf
2008-03-17,48.57,0.0,inf
2008-03-18,52.28,0.0,inf
2008-03-19,53.1,0.0,inf
2008-03-20,55.47,0.0,inf
2008-03-24,56.27,0.0,inf
2008-03-25,56.7,0.0,inf
2008-03-26,54.7,0.0,inf
2008-03-27,55.05,0.0,inf
2008-03-28,54.66,0.0,inf
2008-03-31,55.72,0.0,inf
2008-04-01,58.68,0.0,inf
2008-04-02,58.29,0.0,inf
2008-04-03,57.68,0.0,inf
2008-04-04,57.27,0.0,inf
2008-04-07,57.13,0.0,inf
2008-04-08,56.4,0.0,inf
2008-04-09,55.28,0.0,inf
2008-04-10,55.03,0.0,inf
2008-04-11,53.21,0.0,inf
2008-04-14,52.18,0.0,inf
2008-04-15,52.48,0.0,inf
2008-04-16,53.82,0.0,inf
2008-04-17,53.76,0.0,inf
2008-04-18,54.98,0.0,inf
2008-04-21,53.9,0.0,inf
2008-04-22,53.15,0.0,inf
2008-04-23,52.19,0.0,inf
2008-04-24,53.56,0.0,inf
2008-04-25,54.06,0.0,inf
2008-04-28,54.5,0.0,inf
2008-04-29,54.63,0.0,inf
2008-04-30,53.66,0.0,inf
2008-05-01,56.17,0.0,inf
2008-05-02,57.92,0.0,inf
2008-05-05,57.18,0.0,inf
2008-05-06,56.5,0.0,inf
2008-05-07,54.43,0.67,81.23880597014924
2008-05-08,52.98,0.67,79.07462686567163
2008-05-09,53.57,0.67,79.95522388059702
2008-05-12,55.51,0.67,82.8507462686567
2008-05-13,54.5,0.67,81.34328358208954
2008-05-14,55.17,0.67,82.34328358208955
2008-05-15,56.06,0.67,83.67164179104478
2008-05-16,55.78,0.67,83.25373134328358
2008-05-19,56.42,0.67,84.2089552238806
2008-05-20,54.5,0.67,81.34328358208954
2008-05-21,52.57,0.67,78.46268656716417
2008-05-22,53.67,0.67,80.1044776119403
2008-05-23,52.23,0.67,77.955223880597
2008-05-27,53.21,0.67,79.41791044776119
2008-05-28,53.1,0.67,79.25373134328358
2008-05-29,54.08,0.67,80.71641791044776
2008-05-30,53.88,0.67,80.41791044776119
2008-06-02,52.35,0.67,78.13432835820895
2008-06-03,51.73,0.67,77.2089552238806
2008-06-04,51.55,0.67,76.94029850746267
2008-06-05,52.25,0.67,77.98507462686567
2008-06-06,49.19,0.67,73.41791044776119
2008-06-09,49.45,0.67,73.80597014925372
2008-06-10,49.79,0.67,74.31343283582089
2008-06-11,48.3,0.67,72.08955223880596
2008-06-12,49.76,0.67,74.26865671641791
2008-06-13,50.65,0.67,75.59701492537313
2008-06-16,50.39,0.67,75.2089552238806
2008-06-17,49.18,0.67,73.40298507462686
2008-06-18,48.41,0.67,72.25373134328358
2008-06-19,50.24,0.67,74.98507462686567
2008-06-20,48.27,0.67,72.04477611940298
2008-06-23,45.44,0.67,67.82089552238806
2008-06-24,45.65,0.67,68.13432835820895
2008-06-25,46.98,0.67,70.11940298507461
2008-06-26,43.41,0.67,64.79104477611939
2008-06-27,42.52,0.67,63.46268656716418
2008-06-30,41.97,0.67,62.64179104477611
2008-07-01,40.97,0.67,61.14925373134328
2008-07-02,41.44,0.67,61.85074626865671
2008-07-03,41.02,0.67,61.223880597014926
2008-07-07,39.88,0.67,59.52238805970149
2008-07-08,41.77,0.67,62.343283582089555
2008-07-09,39.56,0.67,59.04477611940298
2008-07-10,38.61,0.67,57.62686567164179
2008-07-11,37.36,0.67,55.76119402985074
2008-07-14,36.55,0.67,54.55223880597014
2008-07-15,35.48,0.67,52.95522388059701
2008-07-16,37.66,0.67,56.20895522388059
2008-07-17,39.26,0.67,58.59701492537313
2008-07-18,39.68,0.67,59.22388059701492
2008-07-21,38.37,0.67,57.2686567164179
2008-07-22,40.93,0.67,61.089552238805965
2008-07-23,42.43,0.67,63.32835820895522
2008-07-24,41.18,0.67,61.46268656716418
2008-07-25,41.25,0.67,61.56716417910447
2008-07-28,39.65,0.67,59.179104477611936
2008-07-29,42.01,0.67,62.70149253731343
2008-07-30,42.77,0.67,63.83582089552239
2008-07-31,42.51,0.67,63.447761194029844
2008-08-01,41.98,0.67,62.65671641791044
2008-08-04,42.9,0.67,64.02985074626865
2008-08-05,47.44,0.67,70.80597014925372
2008-08-06,47.05,1.32,35.64393939393939
2008-08-07,44.96,1.32,34.06060606060606
2008-08-08,45.99,1.32,34.84090909090909
2008-08-11,46.53,1.32,35.25
2008-08-12,45.4,1.32,34.39393939393939
2008-08-13,44.5,1.32,33.71212121212121
2008-08-14,46.76,1.32,35.42424242424242
2008-08-15,48.93,1.32,37.06818181818181
2008-08-18,46.49,1.32,35.21969696969697
2008-08-19,44.91,1.32,34.022727272727266
2008-08-20,44.2,1.32,33.484848484848484
2008-08-21,43.96,1.32,33.303030303030305
2008-08-22,45.05,1.32,34.128787878787875
2008-08-25,42.91,1.32,32.50757575757575
2008-08-26,43.11,1.32,32.65909090909091
2008-08-27,43.76,1.32,33.15151515151515
2008-08-28,45.39,1.32,34.38636363636363
2008-08-29,45.79,1.32,34.68939393939394
2008-09-02,46.1,1.32,34.92424242424242
2008-09-03,46.54,1.32,35.25757575757576
2008-09-04,44.6,1.32,33.78787878787879
2008-09-05,44.7,1.32,33.86363636363637
2008-09-08,48.76,1.32,36.93939393939394
2008-09-09,45.93,1.32,34.79545454545455
2008-09-10,46.13,1.32,34.946969696969695
2008-09-11,47.04,1.32,35.63636363636363
2008-09-12,47.44,1.32,35.93939393939394
2008-09-15,43.11,1.32,32.65909090909091
2008-09-16,44.63,1.32,33.81060606060606
2008-09-17,38.85,1.32,29.43181818181818
2008-09-18,43.39,1.32,32.87121212121212
2008-09-19,51.95,1.32,39.35606060606061
2008-09-22,44.24,1.32,33.515151515151516
2008-09-23,41.03,1.32,31.083333333333332
2008-09-24,42.0,1.32,31.818181818181817
2008-09-25,43.77,1.32,33.15909090909091
2008-09-26,44.15,1.32,33.446969696969695
2008-09-29,39.21,1.32,29.704545454545453
2008-09-30,43.49,1.32,32.946969696969695
2008-10-01,37.64,1.32,28.515151515151516
2008-10-02,31.52,1.32,23.87878787878788
2008-10-03,32.51,1.32,24.628787878787875
2008-10-06,29.47,1.32,22.325757575757574
2008-10-07,27.11,1.32,20.537878787878785
2008-10-08,21.74,1.32,16.46969696969697
2008-10-09,15.79,1.32,11.962121212121211
2008-10-10,18.2,1.32,13.787878787878787
2008-10-13,22.95,1.32,17.386363636363637
2008-10-14,24.72,1.32,18.727272727272727
2008-10-15,22.26,1.32,16.863636363636363
2008-10-16,22.0,1.32,16.666666666666664
2008-10-17,20.91,1.32,15.84090909090909
2008-10-20,21.3,1.32,16.136363636363637
2008-10-21,21.43,1.32,16.234848484848484
2008-10-22,18.52,1.32,14.03030303030303
2008-10-23,18.61,1.32,14.098484848484848
2008-10-24,19.61,1.32,14.856060606060606
