date,PNW,PNW_EPS,PE Ratio
1986-01-24,27.13,,
1986-01-27,27.5,,
1986-01-28,27.13,,
1986-01-29,27.13,,
1986-01-30,27.13,,
1986-01-31,27.13,,
1986-02-03,26.75,,
1986-02-04,26.75,,
1986-02-05,26.75,,
1986-02-06,26.5,,
1986-02-07,26.5,,
1986-02-10,26.5,,
1986-02-11,26.5,,
1986-02-12,26.5,,
1986-02-13,26.38,,
1986-02-14,26.75,,
1986-02-18,27.25,,
1986-02-19,27.25,,
1986-02-20,27.5,,
1986-02-21,28.13,,
1986-02-24,27.63,,
1986-02-25,27.63,,
1986-02-26,27.38,,
1986-02-27,28.13,,
1986-02-28,28.75,,
1986-03-03,29.0,,
1986-03-04,29.38,,
1986-03-05,29.13,,
1986-03-06,29.0,,
1986-03-07,29.13,,
1986-03-10,29.25,,
1986-03-11,29.75,,
1986-03-12,29.5,,
1986-03-13,29.25,,
1986-03-14,29.5,,
1986-03-17,28.38,,
1986-03-18,28.38,,
1986-03-19,28.75,,
1986-03-20,29.13,,
1986-03-21,29.13,,
1986-03-24,29.38,,
1986-03-25,29.25,,
1986-03-26,29.88,,
1986-03-27,29.88,,
1986-03-31,30.0,,
1986-04-01,30.0,,
1986-04-02,30.13,,
1986-04-03,30.38,,
1986-04-04,30.0,,
1986-04-07,29.88,,
1986-04-08,30.25,,
1986-04-09,31.0,,
1986-04-10,31.0,,
1986-04-11,30.75,,
1986-04-14,30.88,,
1986-04-15,31.25,,
1986-04-16,32.0,,
1986-04-17,31.75,,
1986-04-18,31.75,,
1986-04-21,31.63,,
1986-04-22,31.75,,
1986-04-23,31.75,,
1986-04-24,31.63,,
1986-04-25,31.5,,
1986-04-28,30.25,,
1986-04-29,29.0,,
1986-04-30,28.25,,
1986-05-01,27.75,,
1986-05-02,29.5,,
1986-05-05,29.38,,
1986-05-06,29.25,,
1986-05-07,28.63,,
1986-05-08,28.5,,
1986-05-09,28.0,,
1986-05-12,28.0,,
1986-05-13,28.0,,
1986-05-14,28.38,,
1986-05-15,28.0,,
1986-05-16,27.63,,
1986-05-19,27.75,,
1986-05-20,27.63,,
1986-05-21,27.5,,
1986-05-22,27.5,,
1986-05-23,27.5,,
1986-05-27,27.63,,
1986-05-28,27.88,,
1986-05-29,27.75,,
1986-05-30,27.63,,
1986-06-02,27.5,,
1986-06-03,27.38,,
1986-06-04,27.38,,
1986-06-05,27.5,,
1986-06-06,27.63,,
1986-06-09,27.5,,
1986-06-10,27.0,,
1986-06-11,26.75,,
1986-06-12,26.75,,
1986-06-13,27.0,,
1986-06-16,27.0,,
1986-06-17,27.25,,
1986-06-18,27.13,,
1986-06-19,27.5,,
1986-06-20,27.63,,
1986-06-23,27.38,,
1986-06-24,27.38,,
1986-06-25,27.75,,
1986-06-26,28.0,,
1986-06-27,28.75,,
1986-06-30,29.38,,
1986-07-01,29.63,,
1986-07-02,29.5,,
1986-07-03,29.5,,
1986-07-07,28.88,,
1986-07-08,29.0,,
1986-07-09,29.5,,
1986-07-10,29.38,,
1986-07-11,29.38,,
1986-07-14,30.25,,
1986-07-15,31.0,,
1986-07-16,31.13,,
1986-07-17,31.0,,
1986-07-18,31.13,,
1986-07-21,31.0,,
1986-07-22,31.13,,
1986-07-23,31.0,,
1986-07-24,31.0,,
1986-07-25,30.75,,
1986-07-28,30.25,,
1986-07-29,28.75,,
1986-07-30,28.75,,
1986-07-31,28.5,,
1986-08-01,28.0,,
1986-08-04,28.13,,
1986-08-05,28.75,,
1986-08-06,28.25,,
1986-08-07,29.5,,
1986-08-08,29.38,,
1986-08-11,29.38,,
1986-08-12,29.88,,
1986-08-13,30.0,,
1986-08-14,30.25,,
1986-08-15,30.25,,
1986-08-18,30.5,,
1986-08-19,30.75,,
1986-08-20,31.88,,
1986-08-21,31.75,,
1986-08-22,31.13,,
1986-08-25,31.13,,
1986-08-26,31.88,,
1986-08-27,31.63,,
1986-08-28,31.75,,
1986-08-29,31.88,,
1986-09-02,31.5,,
1986-09-03,31.38,,
1986-09-04,31.25,,
1986-09-05,30.25,,
1986-09-08,30.13,,
1986-09-09,30.13,,
1986-09-10,29.5,,
1986-09-11,29.13,,
1986-09-12,28.5,,
1986-09-15,28.63,,
1986-09-16,28.75,,
1986-09-17,29.0,,
1986-09-18,28.88,,
1986-09-19,28.88,,
1986-09-22,29.13,,
1986-09-23,29.75,,
1986-09-24,29.88,,
1986-09-25,29.63,,
1986-09-26,29.0,,
1986-09-29,28.75,,
1986-09-30,29.13,,
1986-10-01,28.88,,
1986-10-02,28.75,,
1986-10-03,29.0,,
1986-10-06,29.0,,
1986-10-07,28.88,,
1986-10-08,28.88,,
1986-10-09,28.75,,
1986-10-10,28.75,,
1986-10-13,28.75,,
1986-10-14,28.75,,
1986-10-15,29.25,,
1986-10-16,29.38,,
1986-10-17,29.63,,
1986-10-20,29.5,,
1986-10-21,29.25,,
1986-10-22,29.38,,
1986-10-23,29.5,,
1986-10-24,29.5,,
1986-10-27,29.5,,
1986-10-28,28.5,,
1986-10-29,28.5,,
1986-10-30,28.63,,
1986-10-31,28.38,,
1986-11-03,28.0,,
1986-11-04,28.75,,
1986-11-05,28.75,,
1986-11-06,28.75,,
1986-11-07,28.63,,
1986-11-10,28.75,,
1986-11-11,28.88,,
1986-11-12,29.0,,
1986-11-13,29.13,,
1986-11-14,29.0,,
1986-11-17,28.88,,
1986-11-18,28.88,,
1986-11-19,28.38,,
1986-11-20,28.5,,
1986-11-21,28.5,,
1986-11-24,29.0,,
1986-11-25,28.88,,
1986-11-26,29.0,,
1986-11-28,29.13,,
1986-12-01,28.75,,
1986-12-02,29.25,,
1986-12-03,29.25,,
1986-12-04,29.38,,
1986-12-05,29.13,,
1986-12-08,29.13,,
1986-12-09,28.88,,
1986-12-10,28.88,,
1986-12-11,28.75,,
1986-12-12,28.5,,
1986-12-15,28.63,,
1986-12-16,28.63,,
1986-12-17,28.38,,
1986-12-18,28.38,,
1986-12-19,28.5,,
1986-12-22,28.5,,
1986-12-23,28.38,,
1986-12-24,28.38,,
1986-12-26,28.38,,
1986-12-29,28.38,,
1986-12-30,28.38,,
1986-12-31,28.38,,
1987-01-02,28.88,,
1987-01-05,29.13,,
1987-01-06,30.13,,
1987-01-07,31.13,,
1987-01-08,31.13,,
1987-01-09,31.0,,
1987-01-12,31.13,,
1987-01-13,31.13,,
1987-01-14,31.0,,
1987-01-15,31.13,,
1987-01-16,31.0,,
1987-01-19,31.13,,
1987-01-20,31.0,,
1987-01-21,30.88,,
1987-01-22,31.13,,
1987-01-23,31.0,,
1987-01-26,31.0,,
1987-01-27,30.13,,
1987-01-28,30.38,,
1987-01-29,30.5,,
1987-01-30,30.5,,
1987-02-02,30.38,,
1987-02-03,30.88,,
1987-02-04,31.13,,
1987-02-05,31.13,,
1987-02-06,30.75,,
1987-02-09,30.63,,
1987-02-10,30.63,,
1987-02-11,31.0,,
1987-02-12,31.0,,
1987-02-13,31.13,,
1987-02-17,31.0,,
1987-02-18,31.13,,
1987-02-19,31.0,,
1987-02-20,31.13,,
1987-02-23,31.13,,
1987-02-24,31.25,,
1987-02-25,31.5,,
1987-02-26,31.63,,
1987-02-27,31.75,,
1987-03-02,31.75,,
1987-03-03,32.13,,
1987-03-04,31.75,,
1987-03-05,32.0,,
1987-03-06,31.88,,
1987-03-09,31.88,,
1987-03-10,31.75,,
1987-03-11,31.75,,
1987-03-12,31.88,,
1987-03-13,32.0,,
1987-03-16,31.75,,
1987-03-17,31.88,,
1987-03-18,31.63,,
1987-03-19,31.88,,
1987-03-20,32.0,,
1987-03-23,32.38,,
1987-03-24,32.0,,
1987-03-25,32.0,,
1987-03-26,31.88,,
1987-03-27,31.75,,
1987-03-30,30.75,,
1987-03-31,30.88,,
1987-04-01,30.5,,
1987-04-02,30.88,,
1987-04-03,30.75,,
1987-04-06,30.38,,
1987-04-07,30.25,,
1987-04-08,29.75,,
1987-04-09,29.5,,
1987-04-10,29.0,,
1987-04-13,28.88,,
1987-04-14,28.75,,
1987-04-15,29.5,,
1987-04-16,30.5,,
1987-04-20,31.25,,
1987-04-21,32.0,,
1987-04-22,31.13,,
1987-04-23,31.38,,
1987-04-24,31.25,,
1987-04-27,31.0,,
1987-04-28,30.0,,
1987-04-29,30.13,,
1987-04-30,30.25,,
1987-05-01,29.5,,
1987-05-04,30.75,,
1987-05-05,31.88,,
1987-05-06,31.75,,
1987-05-07,31.75,,
1987-05-08,31.63,,
1987-05-11,31.75,,
1987-05-12,31.5,,
1987-05-13,31.38,,
1987-05-14,31.38,,
1987-05-15,31.13,,
1987-05-18,30.63,,
1987-05-19,29.88,,
1987-05-20,29.75,,
1987-05-21,29.63,,
1987-05-22,30.0,,
1987-05-26,30.75,,
1987-05-27,30.75,,
1987-05-28,31.0,,
1987-05-29,31.0,,
1987-06-01,30.75,,
1987-06-02,31.0,,
1987-06-03,30.63,,
1987-06-04,30.63,,
1987-06-05,30.88,,
1987-06-08,31.0,,
1987-06-09,30.88,,
1987-06-10,31.75,,
1987-06-11,31.75,,
1987-06-12,32.0,,
1987-06-15,32.0,,
1987-06-16,32.25,,
1987-06-17,32.25,,
1987-06-18,32.0,,
1987-06-19,32.13,,
1987-06-22,32.13,,
1987-06-23,31.5,,
1987-06-24,31.75,,
1987-06-25,32.13,,
1987-06-26,32.13,,
1987-06-29,32.13,,
1987-06-30,31.75,,
1987-07-01,31.75,,
1987-07-02,31.88,,
1987-07-06,31.88,,
1987-07-07,32.38,,
1987-07-08,32.13,,
1987-07-09,32.13,,
1987-07-10,32.0,,
1987-07-13,32.0,,
1987-07-14,31.63,,
1987-07-15,31.5,,
1987-07-16,31.88,,
1987-07-17,32.0,,
1987-07-20,31.75,,
1987-07-21,31.88,,
1987-07-22,31.63,,
1987-07-23,31.75,,
1987-07-24,31.88,,
1987-07-27,31.88,,
1987-07-28,30.5,,
1987-07-29,30.25,,
1987-07-30,30.25,,
1987-07-31,30.0,,
1987-08-03,29.25,,
1987-08-04,29.75,,
1987-08-05,30.25,,
1987-08-06,30.0,,
1987-08-07,30.0,,
1987-08-10,30.13,,
1987-08-11,30.38,,
1987-08-12,30.75,,
1987-08-13,31.75,,
1987-08-14,31.75,,
1987-08-17,31.63,,
1987-08-18,31.13,,
1987-08-19,31.0,,
1987-08-20,31.38,,
1987-08-21,30.88,,
1987-08-24,30.63,,
1987-08-25,30.38,,
1987-08-26,30.25,,
1987-08-27,30.13,,
1987-08-28,29.75,,
1987-08-31,29.88,,
1987-09-01,29.63,,
1987-09-02,29.13,,
1987-09-03,29.25,,
1987-09-04,29.5,,
1987-09-08,28.88,,
1987-09-09,29.0,,
1987-09-10,29.25,,
1987-09-11,29.5,,
1987-09-14,29.75,,
1987-09-15,29.88,,
1987-09-16,29.75,,
1987-09-17,30.0,,
1987-09-18,29.75,,
1987-09-21,30.0,,
1987-09-22,30.5,,
1987-09-23,30.5,,
1987-09-24,30.5,,
1987-09-25,30.0,,
1987-09-28,30.5,,
1987-09-29,30.63,,
1987-09-30,31.0,,
1987-10-01,31.13,,
1987-10-02,31.0,,
1987-10-05,31.0,,
1987-10-06,31.0,,
1987-10-07,30.88,,
1987-10-08,30.88,,
1987-10-09,30.88,,
1987-10-12,30.88,,
1987-10-13,31.5,,
1987-10-14,31.0,,
1987-10-15,30.75,,
1987-10-16,29.0,,
1987-10-19,27.13,,
1987-10-20,27.38,,
1987-10-21,29.13,,
1987-10-22,28.88,,
1987-10-23,28.5,,
1987-10-26,28.0,,
1987-10-27,27.0,,
1987-10-28,26.63,,
1987-10-29,27.25,,
1987-10-30,27.75,,
1987-11-02,27.88,,
1987-11-03,27.88,,
1987-11-04,28.13,,
1987-11-05,28.25,,
1987-11-06,28.63,,
1987-11-09,28.25,,
1987-11-10,27.63,,
1987-11-11,27.38,,
1987-11-12,28.13,,
1987-11-13,27.88,,
1987-11-16,27.88,,
1987-11-17,27.38,,
1987-11-18,27.75,,
1987-11-19,27.75,,
1987-11-20,27.63,,
1987-11-23,27.25,,
1987-11-24,27.38,,
1987-11-25,27.5,,
1987-11-27,27.5,,
1987-11-30,27.25,,
1987-12-01,27.0,,
1987-12-02,27.0,,
1987-12-03,26.75,,
1987-12-04,26.75,,
1987-12-07,26.88,,
1987-12-08,26.88,,
1987-12-09,27.0,,
1987-12-10,26.88,,
1987-12-11,27.0,,
1987-12-14,27.5,,
1987-12-15,27.38,,
1987-12-16,27.5,,
1987-12-17,27.5,,
1987-12-18,28.0,,
1987-12-21,27.88,,
1987-12-22,27.75,,
1987-12-23,27.88,,
1987-12-24,28.13,,
1987-12-28,27.75,,
1987-12-29,27.63,,
1987-12-30,27.75,,
1987-12-31,27.75,,
1988-01-04,28.25,,
1988-01-05,28.5,,
1988-01-06,28.63,,
1988-01-07,28.63,,
1988-01-08,28.5,,
1988-01-11,28.5,,
1988-01-12,28.38,,
1988-01-13,28.38,,
1988-01-14,28.0,,
1988-01-15,28.63,,
1988-01-18,28.75,,
1988-01-19,28.75,,
1988-01-20,28.5,,
1988-01-21,28.88,,
1988-01-22,29.25,,
1988-01-25,29.63,,
1988-01-26,28.63,,
1988-01-27,28.75,,
1988-01-28,28.88,,
1988-01-29,28.63,,
1988-02-01,28.88,,
1988-02-02,28.88,,
1988-02-03,28.75,,
1988-02-04,28.75,,
1988-02-05,28.88,,
1988-02-08,28.88,,
1988-02-09,28.88,,
1988-02-10,28.75,,
1988-02-11,28.38,,
1988-02-12,28.38,,
1988-02-16,28.13,,
1988-02-17,28.0,,
1988-02-18,27.63,,
1988-02-19,27.75,,
1988-02-22,28.0,,
1988-02-23,28.0,,
1988-02-24,27.63,,
1988-02-25,27.75,,
1988-02-26,27.38,,
1988-02-29,27.5,,
1988-03-01,27.5,,
1988-03-02,27.38,,
1988-03-03,27.63,,
1988-03-04,28.0,,
1988-03-07,27.75,,
1988-03-08,27.75,,
1988-03-09,27.63,,
1988-03-10,27.75,,
1988-03-11,27.63,,
1988-03-14,27.75,,
1988-03-15,27.75,,
1988-03-16,27.75,,
1988-03-17,27.75,,
1988-03-18,27.75,,
1988-03-21,27.38,,
1988-03-22,27.25,,
1988-03-23,27.5,,
1988-03-24,27.5,,
1988-03-25,27.5,,
1988-03-28,27.5,,
1988-03-29,27.38,,
1988-03-30,27.25,,
1988-03-31,27.25,,
1988-04-04,27.38,,
1988-04-05,27.38,,
1988-04-06,27.38,,
1988-04-07,27.63,,
1988-04-08,27.63,,
1988-04-11,27.5,,
1988-04-12,27.75,,
1988-04-13,28.0,,
1988-04-14,27.38,,
1988-04-15,27.63,,
1988-04-18,27.5,,
1988-04-19,27.63,,
1988-04-20,27.5,,
1988-04-21,26.75,,
1988-04-22,27.0,,
1988-04-25,26.75,,
1988-04-26,25.88,,
1988-04-27,25.88,,
1988-04-28,25.75,,
1988-04-29,25.25,,
1988-05-02,23.75,,
1988-05-03,24.0,,
1988-05-04,24.5,,
1988-05-05,24.63,,
1988-05-06,24.88,,
1988-05-09,24.88,,
1988-05-10,25.0,,
1988-05-11,24.75,,
1988-05-12,24.88,,
1988-05-13,24.5,,
1988-05-16,24.5,,
1988-05-17,24.25,,
1988-05-18,24.25,,
1988-05-19,24.0,,
1988-05-20,23.75,,
1988-05-23,23.38,,
1988-05-24,23.5,,
1988-05-25,23.5,,
1988-05-26,23.38,,
1988-05-27,23.5,,
1988-05-31,23.5,,
1988-06-01,23.5,,
1988-06-02,23.25,,
1988-06-03,23.5,,
1988-06-06,23.5,,
1988-06-07,23.63,,
1988-06-08,23.63,,
1988-06-09,23.38,,
1988-06-10,23.38,,
1988-06-13,23.5,,
1988-06-14,23.38,,
1988-06-15,23.25,,
1988-06-16,23.5,,
1988-06-17,23.38,,
1988-06-20,23.63,,
1988-06-21,24.0,,
1988-06-22,24.25,,
1988-06-23,24.25,,
1988-06-24,24.5,,
1988-06-27,24.5,,
1988-06-28,24.63,,
1988-06-29,24.5,,
1988-06-30,24.75,,
1988-07-01,25.13,,
1988-07-05,25.5,,
1988-07-06,25.5,,
1988-07-07,25.63,,
1988-07-08,25.38,,
1988-07-11,25.63,,
1988-07-12,25.25,,
1988-07-13,25.38,,
1988-07-14,25.25,,
1988-07-15,25.63,,
1988-07-18,25.5,,
1988-07-19,25.5,,
1988-07-20,25.0,,
1988-07-21,25.13,,
1988-07-22,25.0,,
1988-07-25,24.88,,
1988-07-26,24.13,,
1988-07-27,23.63,,
1988-07-28,23.75,,
1988-07-29,23.63,,
1988-08-01,23.75,,
1988-08-02,23.88,,
1988-08-03,23.63,,
1988-08-04,23.0,,
1988-08-05,22.88,,
1988-08-08,23.0,,
1988-08-09,23.13,,
1988-08-10,23.0,,
1988-08-11,23.13,,
1988-08-12,23.0,,
1988-08-15,23.0,,
1988-08-16,22.88,,
1988-08-17,22.5,,
1988-08-18,22.13,,
1988-08-19,21.88,,
1988-08-22,21.38,,
1988-08-23,21.38,,
1988-08-24,21.38,,
1988-08-25,22.0,,
1988-08-26,22.75,,
1988-08-29,22.63,,
1988-08-30,22.5,,
1988-08-31,22.75,,
1988-09-01,22.75,,
1988-09-02,23.0,,
1988-09-06,22.63,,
1988-09-07,22.5,,
1988-09-08,22.63,,
1988-09-09,22.88,,
1988-09-12,22.75,,
1988-09-13,22.75,,
1988-09-14,22.75,,
1988-09-15,22.88,,
1988-09-16,22.88,,
1988-09-19,22.75,,
1988-09-20,23.0,,
1988-09-21,22.75,,
1988-09-22,22.5,,
1988-09-23,22.25,,
1988-09-26,22.13,,
1988-09-27,22.25,,
1988-09-28,22.38,,
1988-09-29,22.25,,
1988-09-30,22.25,,
1988-10-03,22.25,,
1988-10-04,22.13,,
1988-10-05,22.5,,
1988-10-06,22.38,,
1988-10-07,22.88,,
1988-10-10,19.25,,
1988-10-11,18.5,,
1988-10-12,18.75,,
1988-10-13,18.63,,
1988-10-14,18.5,,
1988-10-17,18.25,,
1988-10-18,18.0,,
1988-10-19,17.75,,
1988-10-20,17.75,,
1988-10-21,17.75,,
1988-10-24,17.88,,
1988-10-25,17.63,,
1988-10-26,16.63,,
1988-10-27,16.75,,
1988-10-28,17.25,,
1988-10-31,17.5,,
1988-11-01,17.0,,
1988-11-02,16.75,,
1988-11-03,16.75,,
1988-11-04,16.5,,
1988-11-07,16.38,,
1988-11-08,16.38,,
1988-11-09,16.13,,
1988-11-10,16.38,,
1988-11-11,16.0,,
1988-11-14,15.75,,
1988-11-15,15.63,,
1988-11-16,15.63,,
1988-11-17,15.63,,
1988-11-18,15.5,,
1988-11-21,15.0,,
1988-11-22,15.25,,
1988-11-23,15.63,,
1988-11-25,15.75,,
1988-11-28,15.75,,
1988-11-29,15.75,,
1988-11-30,15.88,,
1988-12-01,15.75,,
1988-12-02,16.25,,
1988-12-05,16.25,,
1988-12-06,16.38,,
1988-12-07,16.25,,
1988-12-08,16.25,,
1988-12-09,16.0,,
1988-12-12,15.88,,
1988-12-13,15.75,,
1988-12-14,15.88,,
1988-12-15,15.63,,
1988-12-16,15.63,,
1988-12-19,15.5,,
1988-12-20,15.38,,
1988-12-21,15.25,,
1988-12-22,15.75,,
1988-12-23,15.88,,
1988-12-27,15.88,,
1988-12-28,15.75,,
1988-12-29,16.0,,
1988-12-30,15.75,,
1989-01-03,15.88,,
1989-01-04,16.13,,
1989-01-05,16.13,,
1989-01-06,16.25,,
1989-01-09,16.25,,
1989-01-10,16.25,,
1989-01-11,16.25,,
1989-01-12,16.25,,
1989-01-13,16.13,,
1989-01-16,16.0,,
1989-01-17,15.88,,
1989-01-18,15.75,,
1989-01-19,15.88,,
1989-01-20,15.88,,
1989-01-23,15.88,,
1989-01-24,15.88,,
1989-01-25,16.0,,
1989-01-26,15.75,,
1989-01-27,15.75,,
1989-01-30,15.5,,
1989-01-31,15.38,,
1989-02-01,15.5,,
1989-02-02,15.63,,
1989-02-03,15.63,,
1989-02-06,15.5,,
1989-02-07,15.88,,
1989-02-08,16.0,,
1989-02-09,15.63,,
1989-02-10,15.75,,
1989-02-13,15.5,,
1989-02-14,15.5,,
1989-02-15,15.63,,
1989-02-16,15.63,,
1989-02-17,15.5,,
1989-02-21,15.75,,
1989-02-22,15.5,,
1989-02-23,15.38,,
1989-02-24,15.25,,
1989-02-27,15.25,,
1989-02-28,15.0,,
1989-03-01,15.13,,
1989-03-02,14.88,,
1989-03-03,15.0,,
1989-03-06,14.88,,
1989-03-07,15.0,,
1989-03-08,14.88,,
1989-03-09,14.75,,
1989-03-10,14.63,,
1989-03-13,14.63,,
1989-03-14,14.38,,
1989-03-15,14.0,,
1989-03-16,14.13,,
1989-03-17,14.25,,
1989-03-20,13.75,,
1989-03-21,14.0,,
1989-03-22,13.88,,
1989-03-23,13.88,,
1989-03-27,13.75,,
1989-03-28,13.63,,
1989-03-29,13.75,,
1989-03-30,14.25,,
1989-03-31,14.25,,
1989-04-03,14.13,,
1989-04-04,14.25,,
1989-04-05,14.0,,
1989-04-06,14.0,,
1989-04-07,14.0,,
1989-04-10,14.13,,
1989-04-11,14.25,,
1989-04-12,14.13,,
1989-04-13,14.0,,
1989-04-14,14.0,,
1989-04-17,14.0,,
1989-04-18,13.88,,
1989-04-19,13.88,,
1989-04-20,14.0,,
1989-04-21,13.88,,
1989-04-24,14.0,,
1989-04-25,13.5,,
1989-04-26,13.5,,
1989-04-27,13.63,,
1989-04-28,13.25,,
1989-05-01,13.38,,
1989-05-02,13.25,,
1989-05-03,12.88,,
1989-05-04,12.75,,
1989-05-05,12.63,,
1989-05-08,12.25,,
1989-05-09,11.25,,
1989-05-10,11.25,,
1989-05-11,11.63,,
1989-05-12,11.88,,
1989-05-15,12.13,,
1989-05-16,11.88,,
1989-05-17,12.13,,
1989-05-18,12.38,,
1989-05-19,13.0,,
1989-05-22,12.88,,
1989-05-23,12.88,,
1989-05-24,12.63,,
1989-05-25,12.75,,
1989-05-26,13.0,,
1989-05-30,12.88,,
1989-05-31,12.88,,
1989-06-01,12.88,,
1989-06-02,13.13,,
1989-06-05,13.38,,
1989-06-06,14.0,,
1989-06-07,14.13,,
1989-06-08,14.0,,
1989-06-09,13.75,,
1989-06-12,13.25,,
1989-06-13,13.13,,
1989-06-14,12.88,,
1989-06-15,13.0,,
1989-06-16,12.88,,
1989-06-19,12.75,,
1989-06-20,12.38,,
1989-06-21,12.13,,
1989-06-22,11.75,,
1989-06-23,11.88,,
1989-06-26,11.88,,
1989-06-27,11.88,,
1989-06-28,11.63,,
1989-06-29,11.5,,
1989-06-30,11.88,,
1989-07-03,11.63,,
1989-07-05,11.88,,
1989-07-06,11.63,,
1989-07-07,11.75,,
1989-07-10,12.13,,
1989-07-11,12.0,,
1989-07-12,12.0,,
1989-07-13,12.38,,
1989-07-14,12.75,,
1989-07-17,12.88,,
1989-07-18,12.75,,
1989-07-19,12.63,,
1989-07-20,12.75,,
1989-07-21,12.88,,
1989-07-24,12.75,,
1989-07-25,13.0,,
1989-07-26,12.75,,
1989-07-27,12.5,,
1989-07-28,12.0,,
1989-07-31,11.63,,
1989-08-01,11.75,,
1989-08-02,11.88,,
1989-08-03,11.75,,
1989-08-04,11.75,,
1989-08-07,11.75,,
1989-08-08,11.75,,
1989-08-09,12.13,,
1989-08-10,12.38,,
1989-08-11,12.5,,
1989-08-14,11.63,,
1989-08-15,12.13,,
1989-08-16,12.38,,
1989-08-17,12.75,,
1989-08-18,13.25,,
1989-08-21,13.5,,
1989-08-22,12.75,,
1989-08-23,12.5,,
1989-08-24,12.75,,
1989-08-25,12.75,,
1989-08-28,12.75,,
1989-08-29,12.63,,
1989-08-30,12.5,,
1989-08-31,12.75,,
1989-09-01,12.75,,
1989-09-05,12.88,,
1989-09-06,12.88,,
1989-09-07,13.0,,
1989-09-08,12.88,,
1989-09-11,13.0,,
1989-09-12,13.0,,
1989-09-13,13.0,,
1989-09-14,12.88,,
1989-09-15,12.63,,
1989-09-18,12.5,,
1989-09-19,12.75,,
1989-09-20,12.63,,
1989-09-21,12.5,,
1989-09-22,12.38,,
1989-09-25,12.25,,
1989-09-26,12.38,,
1989-09-27,12.13,,
1989-09-28,12.13,,
1989-09-29,12.25,,
1989-10-02,12.25,,
1989-10-03,12.38,,
1989-10-04,12.38,,
1989-10-05,12.25,,
1989-10-06,12.5,,
1989-10-09,12.88,,
1989-10-10,12.63,,
1989-10-11,12.38,,
1989-10-12,12.5,,
1989-10-13,12.0,,
1989-10-16,12.25,,
1989-10-17,12.63,,
1989-10-18,12.0,,
1989-10-19,11.38,,
1989-10-20,10.75,,
1989-10-23,9.13,,
1989-10-24,9.13,,
1989-10-25,9.5,,
1989-10-26,9.25,,
1989-10-27,9.0,,
1989-10-30,9.25,,
1989-10-31,9.25,,
1989-11-01,9.13,,
1989-11-02,9.13,,
1989-11-03,9.0,,
1989-11-06,8.88,,
1989-11-07,8.0,,
1989-11-08,9.75,,
1989-11-09,9.0,,
1989-11-10,7.75,,
1989-11-13,7.75,,
1989-11-14,7.63,,
1989-11-15,7.13,,
1989-11-16,7.38,,
1989-11-17,7.13,,
1989-11-20,6.75,,
1989-11-21,5.63,,
1989-11-22,5.75,,
1989-11-24,5.75,,
1989-11-27,5.63,,
1989-11-28,5.25,,
1989-11-29,5.25,,
1989-11-30,5.25,,
1989-12-01,5.25,,
1989-12-04,5.75,,
1989-12-05,5.88,,
1989-12-06,5.38,,
1989-12-07,10.25,,
1989-12-08,11.0,,
1989-12-11,10.38,,
1989-12-12,10.63,,
1989-12-13,10.5,,
1989-12-14,11.13,,
1989-12-15,11.25,,
1989-12-18,10.88,,
1989-12-19,10.63,,
1989-12-20,11.0,,
1989-12-21,11.5,,
1989-12-22,11.13,,
1989-12-26,11.0,,
1989-12-27,11.13,,
1989-12-28,11.13,,
1989-12-29,11.13,,
1990-01-02,11.5,,
1990-01-03,12.0,,
1990-01-04,11.75,,
1990-01-05,11.88,,
1990-01-08,12.0,,
1990-01-09,12.25,,
1990-01-10,12.0,,
1990-01-11,12.13,,
1990-01-12,11.5,,
1990-01-15,11.5,,
1990-01-16,11.88,,
1990-01-17,11.88,,
1990-01-18,11.63,,
1990-01-19,11.63,,
1990-01-22,11.5,,
1990-01-23,11.0,,
1990-01-24,10.88,,
1990-01-25,11.0,,
1990-01-26,10.88,,
1990-01-29,10.75,,
1990-01-30,10.75,,
1990-01-31,10.88,,
1990-02-01,11.63,,
1990-02-02,11.5,,
1990-02-05,11.38,,
1990-02-06,11.5,,
1990-02-07,11.63,,
1990-02-08,11.75,,
1990-02-09,11.63,,
1990-02-12,11.75,,
1990-02-13,11.5,,
1990-02-14,11.5,,
1990-02-15,11.5,,
1990-02-16,11.63,,
1990-02-20,11.63,,
1990-02-21,11.75,,
1990-02-22,11.75,,
1990-02-23,11.63,,
1990-02-26,11.5,,
1990-02-27,11.63,,
1990-02-28,12.13,,
1990-03-01,12.25,,
1990-03-02,12.0,,
1990-03-05,11.75,,
1990-03-06,13.88,,
1990-03-07,13.63,,
1990-03-08,13.88,,
1990-03-09,14.13,,
1990-03-12,14.13,,
1990-03-13,14.13,,
1990-03-14,14.13,,
1990-03-15,14.25,,
1990-03-16,14.38,,
1990-03-19,14.13,,
1990-03-20,14.13,,
1990-03-21,13.63,,
1990-03-22,13.25,,
1990-03-23,13.38,,
1990-03-26,13.5,,
1990-03-27,13.75,,
1990-03-28,14.0,,
1990-03-29,13.75,,
1990-03-30,14.13,,
1990-04-02,13.88,,
1990-04-03,13.88,,
1990-04-04,13.63,,
1990-04-05,13.75,,
1990-04-06,13.5,,
1990-04-09,13.63,,
1990-04-10,13.5,,
1990-04-11,13.5,,
1990-04-12,13.63,,
1990-04-16,13.88,,
1990-04-17,13.88,,
1990-04-18,13.63,,
1990-04-19,13.13,,
1990-04-20,13.0,,
1990-04-23,12.88,,
1990-04-24,12.88,,
1990-04-25,12.88,,
