date,COST,COST_EPS,PE Ratio
1998-11-18,30.34,,
1998-11-19,30.94,,
1998-11-20,30.84,,
1998-11-23,31.13,,
1998-11-24,30.25,,
1998-11-25,30.88,,
1998-11-27,31.88,,
1998-11-30,31.38,,
1998-12-01,31.31,,
1998-12-02,30.34,,
1998-12-03,28.69,,
1998-12-04,30.25,,
1998-12-07,31.13,,
1998-12-08,32.63,,
1998-12-09,33.41,,
1998-12-10,33.13,,
1998-12-11,33.47,,
1998-12-14,32.72,,
1998-12-15,32.97,,
1998-12-16,33.88,,
1998-12-17,33.63,,
1998-12-18,32.66,,
1998-12-21,32.5,,
1998-12-22,33.72,,
1998-12-23,34.31,,
1998-12-24,34.38,,
1998-12-28,35.13,,
1998-12-29,37.44,,
1998-12-30,35.63,,
1998-12-31,36.09,,
1999-01-04,35.75,,
1999-01-05,36.44,,
1999-01-06,37.81,,
1999-01-07,37.56,,
1999-01-08,36.84,,
1999-01-11,36.25,,
1999-01-12,36.16,,
1999-01-13,36.5,,
1999-01-14,36.22,,
1999-01-15,37.16,,
1999-01-19,37.44,,
1999-01-20,37.13,,
1999-01-21,36.06,,
1999-01-22,35.81,,
1999-01-25,35.63,,
1999-01-26,36.84,,
1999-01-27,38.53,,
1999-01-28,40.75,,
1999-01-29,41.44,,
1999-02-01,39.73,,
1999-02-02,38.78,,
1999-02-03,39.41,,
1999-02-04,38.63,,
1999-02-05,38.47,,
1999-02-08,38.56,,
1999-02-09,36.91,,
1999-02-10,38.41,,
1999-02-11,40.56,,
1999-02-12,39.13,,
1999-02-16,40.97,,
1999-02-17,40.78,,
1999-02-18,41.91,,
1999-02-19,40.81,,
1999-02-22,41.0,,
1999-02-23,42.13,,
1999-02-24,41.63,,
1999-02-25,40.56,,
1999-02-26,40.16,,
1999-03-01,42.19,,
1999-03-02,41.16,,
1999-03-03,41.81,,
1999-03-04,43.38,,
1999-03-05,45.28,,
1999-03-08,45.13,,
1999-03-09,45.25,,
1999-03-10,45.31,,
1999-03-11,45.25,,
1999-03-12,44.28,,
1999-03-15,45.56,,
1999-03-16,44.81,,
1999-03-17,45.28,,
1999-03-18,45.59,,
1999-03-19,43.97,,
1999-03-22,44.5,,
1999-03-23,44.22,,
1999-03-24,44.0,,
1999-03-25,45.28,,
1999-03-26,45.5,,
1999-03-29,45.91,,
1999-03-30,45.0,,
1999-03-31,45.78,,
1999-04-01,44.97,,
1999-04-05,45.13,,
1999-04-06,46.25,,
1999-04-07,45.44,,
1999-04-08,44.66,,
1999-04-09,44.94,,
1999-04-12,44.91,,
1999-04-13,44.41,,
1999-04-14,43.0,,
1999-04-15,41.63,,
1999-04-16,40.84,,
1999-04-19,39.0,,
1999-04-20,41.13,,
1999-04-21,42.06,,
1999-04-22,43.47,,
1999-04-23,43.56,,
1999-04-26,44.5,,
1999-04-27,43.88,,
1999-04-28,42.78,,
1999-04-29,40.56,,
1999-04-30,40.47,,
1999-05-03,42.13,,
1999-05-04,41.25,,
1999-05-05,40.94,,
1999-05-06,39.59,,
1999-05-07,39.47,,
1999-05-10,40.5,,
1999-05-11,41.19,,
1999-05-12,40.66,,
1999-05-13,41.66,,
1999-05-14,40.56,,
1999-05-17,39.5,,
1999-05-18,38.78,,
1999-05-19,38.38,,
1999-05-20,38.25,,
1999-05-21,37.5,,
1999-05-24,38.88,,
1999-05-25,37.03,,
1999-05-26,36.75,,
1999-05-27,35.56,,
1999-05-28,36.25,,
1999-06-01,36.34,,
1999-06-02,37.22,,
1999-06-03,36.69,,
1999-06-04,38.44,,
1999-06-07,38.19,,
1999-06-08,37.69,,
1999-06-09,37.44,,
1999-06-10,36.97,,
1999-06-11,36.25,,
1999-06-14,35.88,,
1999-06-15,35.72,,
1999-06-16,38.23,,
1999-06-17,37.94,,
1999-06-18,37.16,,
1999-06-21,38.53,,
1999-06-22,37.88,,
1999-06-23,37.06,,
1999-06-24,36.38,,
1999-06-25,36.66,,
1999-06-28,38.28,,
1999-06-29,39.56,,
1999-06-30,40.03,,
1999-07-01,40.81,,
1999-07-02,40.91,,
1999-07-06,40.69,,
1999-07-07,41.22,,
1999-07-08,43.28,,
1999-07-09,42.97,,
1999-07-12,42.28,,
1999-07-13,41.94,,
1999-07-14,42.03,,
1999-07-15,42.0,,
1999-07-16,42.81,,
1999-07-19,42.94,,
1999-07-20,41.09,,
1999-07-21,40.0,,
1999-07-22,38.97,,
1999-07-23,38.53,,
1999-07-26,38.5,,
1999-07-27,38.53,,
1999-07-28,38.44,,
1999-07-29,37.22,,
1999-07-30,37.38,,
1999-08-02,36.84,,
1999-08-03,36.81,,
1999-08-04,36.55,,
1999-08-05,36.88,,
1999-08-06,35.88,,
1999-08-09,35.84,,
1999-08-10,36.06,,
1999-08-11,37.63,,
1999-08-12,37.5,,
1999-08-13,37.41,,
1999-08-16,37.84,,
1999-08-17,39.5,,
1999-08-18,39.34,,
1999-08-19,38.41,,
1999-08-20,39.25,,
1999-08-23,40.03,,
1999-08-24,40.72,,
1999-08-25,39.25,,
1999-08-26,39.25,,
1999-08-27,38.53,,
1999-08-30,38.03,,
1999-08-31,37.38,,
1999-09-01,36.91,,
1999-09-02,36.06,,
1999-09-03,37.03,,
1999-09-07,36.31,,
1999-09-08,35.97,,
1999-09-09,35.78,,
1999-09-10,34.94,,
1999-09-13,34.41,,
1999-09-14,33.78,,
1999-09-15,33.53,,
1999-09-16,33.34,,
1999-09-17,33.75,,
1999-09-20,33.06,,
1999-09-21,33.38,,
1999-09-22,34.22,,
1999-09-23,35.16,,
1999-09-24,36.16,,
1999-09-27,36.22,,
1999-09-28,36.22,,
1999-09-29,35.19,,
1999-09-30,36.0,,
1999-10-01,36.5,,
1999-10-04,38.63,,
1999-10-05,39.66,,
1999-10-06,39.38,,
1999-10-07,39.06,,
1999-10-08,41.3,,
1999-10-11,41.97,,
1999-10-12,40.38,,
1999-10-13,38.59,,
1999-10-14,39.47,,
1999-10-15,37.25,,
1999-10-18,36.97,,
1999-10-19,37.16,,
1999-10-20,37.94,,
1999-10-21,36.75,,
1999-10-22,37.28,,
1999-10-25,37.0,,
1999-10-26,36.0,,
1999-10-27,36.0,,
1999-10-28,39.16,,
1999-10-29,40.16,,
1999-11-01,39.28,,
1999-11-02,40.28,,
1999-11-03,40.66,,
1999-11-04,40.69,,
1999-11-05,42.75,,
1999-11-08,43.25,,
1999-11-09,42.63,,
1999-11-10,42.59,,
1999-11-11,44.75,,
1999-11-12,44.44,,
1999-11-15,43.63,,
1999-11-16,43.53,,
1999-11-17,43.03,,
1999-11-18,43.0,,
1999-11-19,42.69,,
1999-11-22,41.41,,
1999-11-23,42.84,,
1999-11-24,43.56,,
1999-11-26,44.25,,
1999-11-29,46.16,,
1999-11-30,45.84,,
1999-12-01,47.72,,
1999-12-02,47.81,,
1999-12-03,49.34,,
1999-12-06,49.0,,
1999-12-07,47.75,,
1999-12-08,46.09,,
1999-12-09,45.97,,
1999-12-10,45.88,,
1999-12-13,46.97,,
1999-12-14,45.72,,
1999-12-15,45.66,,
1999-12-16,45.0,,
1999-12-17,45.28,,
1999-12-20,44.16,,
1999-12-21,43.56,,
1999-12-22,43.75,,
1999-12-23,44.56,,
1999-12-27,44.75,,
1999-12-28,45.63,,
1999-12-29,45.44,,
1999-12-30,45.66,,
1999-12-31,45.63,,
2000-01-03,44.5,,
2000-01-04,42.06,,
2000-01-05,42.78,,
2000-01-06,43.64,,
2000-01-07,46.53,,
2000-01-10,47.5,,
2000-01-11,45.81,,
2000-01-12,45.75,,
2000-01-13,47.47,,
2000-01-14,49.06,,
2000-01-18,51.25,,
2000-01-19,51.88,,
2000-01-20,50.0,,
2000-01-21,48.5,,
2000-01-24,47.0,,
2000-01-25,49.69,,
2000-01-26,50.44,,
2000-01-27,48.94,,
2000-01-28,46.0,,
2000-01-31,48.94,,
2000-02-01,51.88,,
2000-02-02,53.94,,
2000-02-03,54.19,,
2000-02-04,53.0,,
2000-02-07,51.25,,
2000-02-08,53.06,,
2000-02-09,52.88,,
2000-02-10,52.13,,
2000-02-11,51.69,,
2000-02-14,50.75,,
2000-02-15,49.38,,
2000-02-16,47.75,,
2000-02-17,44.0,,
2000-02-18,44.94,,
2000-02-22,44.0,,
2000-02-23,44.56,,
2000-02-24,44.38,,
2000-02-25,47.56,,
2000-02-28,48.94,,
2000-02-29,49.63,,
2000-03-01,46.5,,
2000-03-02,49.63,,
2000-03-03,49.94,,
2000-03-06,50.13,,
2000-03-07,45.38,,
2000-03-08,45.63,,
2000-03-09,44.56,,
2000-03-10,44.13,,
2000-03-13,43.0,,
2000-03-14,43.31,,
2000-03-15,49.81,,
2000-03-16,55.95,,
2000-03-17,53.94,,
2000-03-20,52.31,,
2000-03-21,52.19,,
2000-03-22,52.88,,
2000-03-23,53.63,,
2000-03-24,53.88,,
2000-03-27,53.44,,
2000-03-28,51.13,,
2000-03-29,50.5,,
2000-03-30,50.25,,
2000-03-31,52.56,,
2000-04-03,52.5,,
2000-04-04,54.06,,
2000-04-05,53.5,,
2000-04-06,51.88,,
2000-04-07,52.81,,
2000-04-10,54.25,,
2000-04-11,57.44,,
2000-04-12,55.06,,
2000-04-13,54.63,,
2000-04-14,50.88,,
2000-04-17,49.13,,
2000-04-18,50.94,,
2000-04-19,52.25,,
2000-04-20,54.81,,
2000-04-24,56.0,,
2000-04-25,57.0,,
2000-04-26,54.94,,
2000-04-27,56.06,,
2000-04-28,54.06,,
2000-05-01,58.44,,
2000-05-02,54.75,,
2000-05-03,52.19,,
2000-05-04,48.94,,
2000-05-05,48.81,,
2000-05-08,47.44,,
2000-05-09,49.19,,
2000-05-10,48.94,,
2000-05-11,49.81,,
2000-05-12,47.81,,
2000-05-15,48.94,,
2000-05-16,51.31,,
2000-05-17,47.73,,
2000-05-18,46.75,,
2000-05-19,45.0,,
2000-05-22,43.13,,
2000-05-23,40.63,,
2000-05-24,31.88,,
2000-05-25,30.0,,
2000-05-26,30.88,,
2000-05-30,32.5,,
2000-05-31,31.94,,
2000-06-01,32.38,,
2000-06-02,34.25,,
2000-06-05,33.25,,
2000-06-06,31.75,,
2000-06-07,32.75,,
2000-06-08,32.06,,
2000-06-09,32.31,,
2000-06-12,31.44,,
2000-06-13,32.13,,
2000-06-14,32.56,,
2000-06-15,33.19,,
2000-06-16,32.5,,
2000-06-19,32.0,,
2000-06-20,31.63,,
2000-06-21,32.38,,
2000-06-22,32.0,,
2000-06-23,32.0,,
2000-06-26,31.88,,
2000-06-27,33.0,,
2000-06-28,32.31,,
2000-06-29,32.06,,
2000-06-30,33.0,,
2000-07-03,34.19,,
2000-07-05,33.25,,
2000-07-06,32.88,,
2000-07-07,34.56,,
2000-07-10,37.06,,
2000-07-11,35.56,,
2000-07-12,36.56,,
2000-07-13,36.5,,
2000-07-14,36.0,,
2000-07-17,35.5,,
2000-07-18,33.88,,
2000-07-19,32.94,,
2000-07-20,32.94,,
2000-07-21,32.25,,
2000-07-24,31.69,,
2000-07-25,31.69,,
2000-07-26,31.31,,
2000-07-27,31.94,,
2000-07-28,32.25,,
2000-07-31,32.56,,
2000-08-01,32.5,,
2000-08-02,33.56,,
2000-08-03,34.56,,
2000-08-04,35.5,,
2000-08-07,36.69,,
2000-08-08,37.56,,
2000-08-09,36.19,,
2000-08-10,34.38,,
2000-08-11,34.94,,
2000-08-14,35.75,,
2000-08-15,34.75,,
2000-08-16,33.06,,
2000-08-17,33.0,,
2000-08-18,33.44,,
2000-08-21,32.75,,
2000-08-22,32.94,,
2000-08-23,32.25,,
2000-08-24,32.38,,
2000-08-25,32.94,,
2000-08-28,33.06,,
2000-08-29,34.75,,
2000-08-30,35.63,,
2000-08-31,34.44,,
2000-09-01,35.31,,
2000-09-05,36.19,,
2000-09-06,36.56,,
2000-09-07,36.5,,
2000-09-08,37.69,,
2000-09-11,37.63,,
2000-09-12,37.64,,
2000-09-13,38.38,,
2000-09-14,37.19,,
2000-09-15,35.31,,
2000-09-18,34.06,,
2000-09-19,33.44,,
2000-09-20,34.25,,
2000-09-21,35.38,,
2000-09-22,34.94,,
2000-09-25,34.88,,
2000-09-26,33.81,,
2000-09-27,34.56,,
2000-09-28,35.88,,
2000-09-29,34.94,,
2000-10-02,32.94,,
2000-10-03,33.83,,
2000-10-04,34.48,,
2000-10-05,33.63,,
2000-10-06,33.5,,
2000-10-09,34.19,,
2000-10-10,33.0,,
2000-10-11,30.63,,
2000-10-12,31.25,,
2000-10-13,32.13,,
2000-10-16,32.0,,
2000-10-17,32.0,,
2000-10-18,33.0,,
2000-10-19,34.94,,
2000-10-20,34.31,,
2000-10-23,33.56,,
2000-10-24,33.94,,
2000-10-25,33.0,,
2000-10-26,33.0,,
2000-10-27,33.69,,
2000-10-30,34.56,,
2000-10-31,36.63,,
2000-11-01,35.75,,
2000-11-02,36.19,,
2000-11-03,35.31,,
2000-11-06,34.56,,
2000-11-07,35.75,,
2000-11-08,35.56,,
2000-11-09,34.06,,
2000-11-10,33.0,,
2000-11-13,34.44,,
2000-11-14,36.88,,
2000-11-15,36.75,,
2000-11-16,35.31,,
2000-11-17,36.06,,
2000-11-20,34.94,,
2000-11-21,36.06,,
2000-11-22,34.5,,
2000-11-24,35.44,,
2000-11-27,36.69,,
2000-11-28,35.25,,
2000-11-29,36.44,,
2000-11-30,32.63,,
2000-12-01,32.63,,
2000-12-04,34.13,,
2000-12-05,35.31,,
2000-12-06,33.63,,
2000-12-07,33.19,,
2000-12-08,33.25,,
2000-12-11,32.94,,
2000-12-12,33.19,,
2000-12-13,32.75,,
2000-12-14,34.94,,
2000-12-15,34.88,,
2000-12-18,36.44,,
2000-12-19,33.94,,
2000-12-20,34.44,,
2000-12-21,35.63,,
2000-12-22,37.38,,
2000-12-26,36.06,,
2000-12-27,37.19,,
2000-12-28,38.63,,
2000-12-29,39.94,,
2001-01-02,41.19,,
2001-01-03,42.69,,
2001-01-04,43.63,,
2001-01-05,41.31,,
2001-01-08,41.94,,
2001-01-09,41.81,,
2001-01-10,40.69,,
2001-01-11,41.31,,
2001-01-12,43.06,,
2001-01-16,43.56,,
2001-01-17,41.44,,
2001-01-18,41.44,,
2001-01-19,40.44,,
2001-01-22,42.25,,
2001-01-23,42.5,,
2001-01-24,42.94,,
2001-01-25,43.19,,
2001-01-26,41.25,,
2001-01-29,44.06,,
2001-01-30,43.75,,
2001-01-31,46.25,,
2001-02-01,46.25,,
2001-02-02,43.94,,
2001-02-05,43.19,,
2001-02-06,43.75,,
2001-02-07,45.25,,
2001-02-08,42.88,,
2001-02-09,41.31,,
2001-02-12,42.44,,
2001-02-13,42.94,,
2001-02-14,43.69,,
2001-02-15,42.81,,
2001-02-16,42.69,,
2001-02-20,44.13,,
2001-02-21,42.0,,
2001-02-22,41.88,,
2001-02-23,41.38,,
2001-02-26,42.88,,
2001-02-27,43.0,,
2001-02-28,41.75,,
2001-03-01,40.31,,
2001-03-02,38.69,,
2001-03-05,37.69,,
2001-03-06,37.81,,
2001-03-07,39.94,,
2001-03-08,40.19,,
2001-03-09,39.38,,
2001-03-12,37.94,,
2001-03-13,38.06,,
2001-03-14,36.5,,
2001-03-15,37.63,,
2001-03-16,37.13,,
2001-03-19,38.19,,
2001-03-20,39.5,,
2001-03-21,38.38,,
2001-03-22,37.25,,
2001-03-23,37.06,,
2001-03-26,37.88,,
2001-03-27,37.94,,
2001-03-28,37.69,,
2001-03-29,37.94,,
2001-03-30,39.25,,
2001-04-02,36.19,,
2001-04-03,34.06,,
2001-04-04,35.0,,
2001-04-05,36.0,,
2001-04-06,35.56,,
2001-04-09,34.79,,
2001-04-10,35.73,,
2001-04-11,36.27,,
2001-04-12,36.31,,
2001-04-16,34.97,,
2001-04-17,36.28,,
2001-04-18,38.36,,
2001-04-19,36.98,,
2001-04-20,36.55,,
2001-04-23,36.24,,
2001-04-24,34.28,,
2001-04-25,34.97,,
2001-04-26,34.78,,
2001-04-27,35.32,,
2001-04-30,34.93,,
2001-05-01,35.92,,
2001-05-02,36.04,,
2001-05-03,35.4,,
2001-05-04,35.87,,
2001-05-07,34.74,,
2001-05-08,34.77,,
2001-05-09,34.81,,
2001-05-10,35.94,,
2001-05-11,35.49,,
2001-05-14,36.11,,
2001-05-15,35.55,,
2001-05-16,36.15,,
2001-05-17,36.3,,
2001-05-18,35.78,,
2001-05-21,37.03,,
2001-05-22,37.89,,
2001-05-23,36.85,,
2001-05-24,37.8,,
2001-05-25,37.6,,
2001-05-29,36.78,,
2001-05-30,37.29,,
2001-05-31,38.91,,
2001-06-01,38.78,,
2001-06-04,38.49,,
2001-06-05,39.75,,
2001-06-06,39.5,,
2001-06-07,41.0,,
2001-06-08,40.39,,
2001-06-11,39.77,,
2001-06-12,40.43,,
2001-06-13,40.49,,
2001-06-14,40.42,,
2001-06-15,40.5,,
2001-06-18,42.08,,
2001-06-19,42.45,,
2001-06-20,42.61,,
2001-06-21,43.62,,
2001-06-22,41.92,,
2001-06-25,41.95,,
2001-06-26,40.34,,
2001-06-27,39.73,,
2001-06-28,42.11,,
2001-06-29,41.08,,
2001-07-02,42.34,,
2001-07-03,42.14,,
2001-07-05,41.3,,
2001-07-06,40.41,,
2001-07-09,41.96,,
2001-07-10,41.69,,
2001-07-11,42.19,,
2001-07-12,43.13,,
2001-07-13,43.1,,
2001-07-16,44.5,,
2001-07-17,44.2,,
2001-07-18,43.63,,
2001-07-19,43.97,,
2001-07-20,44.34,,
2001-07-23,43.72,,
2001-07-24,42.02,,
2001-07-25,41.81,,
2001-07-26,42.2,,
2001-07-27,41.38,,
2001-07-30,42.08,,
2001-07-31,43.05,,
2001-08-01,42.25,,
2001-08-02,43.4,,
2001-08-03,43.01,,
2001-08-06,41.63,,
2001-08-07,42.16,,
2001-08-08,42.17,,
2001-08-09,40.91,,
2001-08-10,39.98,,
2001-08-13,40.7,,
2001-08-14,41.02,,
2001-08-15,39.7,,
2001-08-16,40.39,,
2001-08-17,39.41,,
2001-08-20,40.23,,
2001-08-21,38.69,,
2001-08-22,38.87,,
2001-08-23,38.6,,
2001-08-24,39.18,,
2001-08-27,39.46,,
2001-08-28,39.72,,
2001-08-29,38.84,,
2001-08-30,37.89,,
2001-08-31,37.41,,
2001-09-04,37.66,,
2001-09-05,37.21,,
2001-09-06,35.02,,
2001-09-07,33.96,,
2001-09-10,34.17,,
2001-09-17,32.15,,
2001-09-18,32.3,,
2001-09-19,31.81,,
2001-09-20,31.53,,
2001-09-21,31.22,,
2001-09-24,33.5,,
2001-09-25,33.51,,
2001-09-26,33.67,,
2001-09-27,33.66,,
2001-09-28,35.56,,
2001-10-01,35.25,,
2001-10-02,35.49,,
2001-10-03,36.42,,
2001-10-04,35.22,,
2001-10-05,35.37,,
2001-10-08,34.04,,
2001-10-09,33.54,,
2001-10-10,35.75,,
2001-10-11,38.24,,
2001-10-12,38.36,,
2001-10-15,38.09,,
2001-10-16,39.18,,
2001-10-17,38.01,,
2001-10-18,37.9,,
2001-10-19,39.06,,
2001-10-22,39.01,,
2001-10-23,39.38,,
2001-10-24,39.76,,
2001-10-25,40.2,,
2001-10-26,40.52,,
2001-10-29,38.46,,
2001-10-30,37.53,,
2001-10-31,37.83,,
2001-11-01,39.42,,
2001-11-02,40.2,,
2001-11-05,41.07,,
2001-11-06,41.8,,
2001-11-07,41.37,,
2001-11-08,42.66,,
2001-11-09,43.05,,
2001-11-12,42.41,,
2001-11-13,43.07,,
2001-11-14,43.12,,
2001-11-15,42.59,,
2001-11-16,42.13,,
2001-11-19,42.91,,
2001-11-20,41.8,,
2001-11-21,40.88,,
2001-11-23,42.13,,
2001-11-26,42.84,,
2001-11-27,42.66,,
2001-11-28,40.86,,
2001-11-29,41.26,,
2001-11-30,40.88,,
2001-12-03,40.22,,
2001-12-04,40.98,,
2001-12-05,43.48,,
2001-12-06,42.47,,
2001-12-07,43.08,,
2001-12-10,42.39,,
2001-12-11,41.33,,
2001-12-12,40.75,,
2001-12-13,41.58,,
2001-12-14,42.27,,
2001-12-17,42.5,,
2001-12-18,43.33,,
2001-12-19,43.31,,
2001-12-20,43.51,,
2001-12-21,43.6,,
2001-12-24,44.07,,
2001-12-26,44.01,,
2001-12-27,44.15,,
2001-12-28,45.19,0.29,155.82758620689654
2001-12-31,44.38,0.29,153.0344827586207
2002-01-02,44.45,0.29,153.27586206896555
2002-01-03,44.84,0.29,154.62068965517244
2002-01-04,44.79,0.29,154.44827586206898
2002-01-07,44.12,0.29,152.13793103448276
2002-01-08,44.42,0.29,153.17241379310346
2002-01-09,44.15,0.29,152.24137931034483
2002-01-10,44.7,0.29,154.1379310344828
2002-01-11,43.69,0.29,150.6551724137931
2002-01-14,43.09,0.29,148.58620689655174
2002-01-15,42.84,0.29,147.7241379310345
2002-01-16,41.98,0.29,144.75862068965517
2002-01-17,43.35,0.29,149.48275862068968
2002-01-18,42.93,0.29,148.0344827586207
2002-01-22,43.48,0.29,149.93103448275863
2002-01-23,44.66,0.29,154.0
2002-01-24,44.25,0.29,152.58620689655174
2002-01-25,44.2,0.29,152.41379310344828
2002-01-28,44.0,0.29,151.7241379310345
2002-01-29,43.57,0.29,150.24137931034483
2002-01-30,45.6,0.29,157.24137931034485
2002-01-31,46.0,0.29,158.6206896551724
2002-02-01,45.26,0.29,156.0689655172414
2002-02-04,44.85,0.29,154.6551724137931
2002-02-05,45.07,0.29,155.41379310344828
2002-02-06,44.75,0.29,154.31034482758622
2002-02-07,44.14,0.29,152.20689655172416
2002-02-08,44.08,0.29,152.0
2002-02-11,44.98,0.29,155.10344827586206
2002-02-12,44.45,0.29,153.27586206896555
2002-02-13,45.45,0.29,156.7241379310345
2002-02-14,46.32,0.29,159.7241379310345
2002-02-15,45.89,0.29,158.24137931034485
2002-02-19,45.23,0.29,155.9655172413793
2002-02-20,45.86,0.29,158.13793103448276
2002-02-21,45.91,0.29,158.3103448275862
2002-02-22,45.23,0.29,155.9655172413793
2002-02-25,44.4,0.29,153.10344827586206
2002-02-26,43.47,0.29,149.89655172413794
2002-02-27,42.19,0.29,145.48275862068965
2002-02-28,41.26,0.29,142.27586206896552
2002-03-01,40.9,0.29,141.0344827586207
2002-03-04,40.99,0.29,141.34482758620692
2002-03-05,39.04,0.29,134.6206896551724
2002-03-06,38.92,0.29,134.20689655172416
2002-03-07,39.88,0.29,137.51724137931038
2002-03-08,39.91,0.29,137.6206896551724
2002-03-11,40.77,0.29,140.58620689655174
2002-03-12,41.45,0.29,142.93103448275863
2002-03-13,41.92,0.29,144.55172413793105
2002-03-14,41.32,0.29,142.48275862068968
2002-03-15,42.15,0.29,145.3448275862069
2002-03-18,42.21,0.29,145.55172413793105
2002-03-19,42.26,0.43,98.27906976744185
2002-03-20,41.77,0.43,97.13953488372094
2002-03-21,40.99,0.43,95.32558139534885
2002-03-22,40.5,0.43,94.18604651162791
2002-03-25,39.85,0.43,92.67441860465117
2002-03-26,40.14,0.43,93.34883720930233
2002-03-27,40.1,0.43,93.25581395348837
2002-03-28,39.82,0.43,92.6046511627907
2002-04-01,39.65,0.43,92.20930232558139
2002-04-02,38.79,0.43,90.20930232558139
2002-04-03,38.9,0.43,90.46511627906976
2002-04-04,39.47,0.43,91.79069767441861
2002-04-05,39.25,0.43,91.27906976744187
2002-04-08,40.41,0.43,93.9767441860465
2002-04-09,40.76,0.43,94.7906976744186
2002-04-10,42.07,0.43,97.83720930232559
2002-04-11,41.86,0.43,97.34883720930233
2002-04-12,41.85,0.43,97.32558139534885
2002-04-15,42.0,0.43,97.67441860465117
2002-04-16,43.0,0.43,100.0
2002-04-17,42.54,0.43,98.93023255813954
2002-04-18,42.76,0.43,99.44186046511628
2002-04-19,42.46,0.43,98.74418604651163
2002-04-22,41.36,0.43,96.18604651162791
2002-04-23,40.48,0.43,94.13953488372093
2002-04-24,39.4,0.43,91.62790697674419
2002-04-25,40.15,0.43,93.37209302325581
2002-04-26,39.92,0.43,92.83720930232559
2002-04-29,39.79,0.43,92.53488372093024
2002-04-30,40.2,0.43,93.48837209302326
2002-05-01,40.27,0.43,93.65116279069768
2002-05-02,40.63,0.43,94.48837209302326
2002-05-03,40.37,0.43,93.88372093023256
2002-05-06,40.21,0.43,93.51162790697674
2002-05-07,40.57,0.43,94.34883720930233
2002-05-08,41.75,0.43,97.09302325581396
2002-05-09,41.01,0.43,95.37209302325581
2002-05-10,40.3,0.43,93.72093023255813
2002-05-13,40.0,0.43,93.02325581395348
2002-05-14,40.67,0.43,94.58139534883722
2002-05-15,41.13,0.43,95.65116279069768
2002-05-16,41.53,0.43,96.58139534883722
2002-05-17,41.35,0.43,96.16279069767442
2002-05-20,40.94,0.43,95.20930232558139
2002-05-21,39.76,0.43,92.46511627906976
2002-05-22,39.29,0.43,91.37209302325581
2002-05-23,39.79,0.43,92.53488372093024
2002-05-24,38.91,0.43,90.48837209302324
2002-05-28,38.46,0.43,89.44186046511628
2002-05-29,38.46,0.43,89.44186046511628
2002-05-30,39.32,0.43,91.44186046511628
2002-05-31,39.27,0.43,91.32558139534885
2002-06-03,38.73,0.43,90.06976744186046
2002-06-04,38.92,0.43,90.51162790697676
2002-06-05,39.67,0.43,92.25581395348837
2002-06-06,39.36,0.43,91.53488372093024
2002-06-07,39.4,0.43,91.62790697674419
2002-06-10,40.13,0.43,93.32558139534885
2002-06-11,39.65,0.43,92.20930232558139
2002-06-12,40.73,0.43,94.72093023255813
2002-06-13,39.8,0.43,92.55813953488372
2002-06-14,39.78,0.29,137.17241379310346
2002-06-17,40.69,0.29,140.31034482758622
2002-06-18,40.75,0.29,140.51724137931035
2002-06-19,40.95,0.29,141.20689655172416
2002-06-20,40.0,0.29,137.93103448275863
2002-06-21,39.58,0.29,136.48275862068965
2002-06-24,38.6,0.29,133.1034482758621
2002-06-25,37.78,0.29,130.27586206896552
2002-06-26,37.59,0.29,129.62068965517244
2002-06-27,38.59,0.29,133.0689655172414
2002-06-28,38.62,0.29,133.17241379310346
2002-07-01,37.77,0.29,130.24137931034485
2002-07-02,36.52,0.29,125.93103448275863
2002-07-03,37.8,0.29,130.3448275862069
2002-07-05,39.3,0.29,135.51724137931035
2002-07-08,38.55,0.29,132.93103448275863
2002-07-09,37.26,0.29,128.48275862068965
2002-07-10,36.21,0.29,124.86206896551725
2002-07-11,37.36,0.29,128.82758620689657
2002-07-12,36.91,0.29,127.27586206896551
2002-07-15,36.86,0.29,127.10344827586208
2002-07-16,34.47,0.29,118.86206896551725
2002-07-17,34.67,0.29,119.55172413793105
2002-07-18,33.88,0.29,116.82758620689657
2002-07-19,33.08,0.29,114.06896551724138
2002-07-22,32.2,0.29,111.03448275862071
2002-07-23,31.94,0.29,110.13793103448278
2002-07-24,35.06,0.29,120.89655172413795
2002-07-25,34.08,0.29,117.51724137931035
2002-07-26,34.55,0.29,119.13793103448276
2002-07-29,36.26,0.29,125.0344827586207
2002-07-30,35.14,0.29,121.17241379310346
2002-07-31,34.87,0.29,120.24137931034483
2002-08-01,33.19,0.29,114.44827586206897
2002-08-02,32.38,0.29,111.65517241379312
2002-08-05,31.85,0.29,109.82758620689657
2002-08-06,33.22,0.29,114.55172413793103
2002-08-07,34.53,0.29,119.0689655172414
2002-08-08,33.14,0.29,114.27586206896552
2002-08-09,33.41,0.29,115.20689655172413
2002-08-12,32.64,0.29,112.55172413793105
2002-08-13,32.62,0.29,112.48275862068965
2002-08-14,34.79,0.29,119.96551724137932
2002-08-15,36.48,0.29,125.79310344827586
2002-08-16,35.89,0.29,123.75862068965519
2002-08-19,36.13,0.29,124.58620689655174
2002-08-20,35.38,0.29,122.00000000000001
2002-08-21,34.96,0.29,120.55172413793105
2002-08-22,35.13,0.29,121.13793103448278
2002-08-23,34.2,0.29,117.93103448275863
2002-08-26,34.8,0.29,120.0
2002-08-27,32.72,0.29,112.82758620689656
