date,TDY,TDY_EPS,PE Ratio
2005-10-21,35.67,0.96,37.15625
2005-10-24,36.31,0.96,37.82291666666667
2005-10-25,35.08,0.96,36.541666666666664
2005-10-26,33.4,0.96,34.791666666666664
2005-10-27,36.14,0.96,37.645833333333336
2005-10-28,35.29,0.96,36.760416666666664
2005-10-31,35.26,0.96,36.729166666666664
2005-11-01,34.21,0.96,35.63541666666667
2005-11-02,34.2,0.96,35.62500000000001
2005-11-03,34.71,0.96,36.15625
2005-11-04,34.8,1.44,24.166666666666664
2005-11-07,34.51,1.44,23.96527777777778
2005-11-08,34.51,1.44,23.96527777777778
2005-11-09,34.12,1.44,23.694444444444443
2005-11-10,33.77,1.44,23.451388888888893
2005-11-11,33.89,1.44,23.534722222222225
2005-11-14,33.18,1.44,23.041666666666668
2005-11-15,31.94,1.44,22.180555555555557
2005-11-16,32.58,1.44,22.625
2005-11-17,32.74,1.44,22.736111111111114
2005-11-18,32.44,1.44,22.52777777777778
2005-11-21,32.25,1.44,22.395833333333336
2005-11-22,32.12,1.44,22.305555555555554
2005-11-23,32.19,1.44,22.354166666666664
2005-11-25,31.85,1.44,22.118055555555557
2005-11-28,30.95,1.44,21.493055555555557
2005-11-29,31.79,1.44,22.07638888888889
2005-11-30,32.74,1.44,22.736111111111114
2005-12-01,33.1,1.44,22.986111111111114
2005-12-02,33.28,1.44,23.111111111111114
2005-12-05,32.85,1.44,22.812500000000004
2005-12-06,33.11,1.44,22.993055555555557
2005-12-07,32.08,1.44,22.27777777777778
2005-12-08,30.99,1.44,21.520833333333332
2005-12-09,31.5,1.44,21.875
2005-12-12,31.18,1.44,21.65277777777778
2005-12-13,30.5,1.44,21.180555555555557
2005-12-14,30.8,1.44,21.38888888888889
2005-12-15,29.8,1.44,20.694444444444446
2005-12-16,29.69,1.44,20.618055555555557
2005-12-19,28.48,1.44,19.77777777777778
2005-12-20,28.19,1.44,19.57638888888889
2005-12-21,28.21,1.44,19.59027777777778
2005-12-22,30.13,1.44,20.92361111111111
2005-12-23,30.18,1.44,20.958333333333332
2005-12-27,29.69,1.44,20.618055555555557
2005-12-28,29.78,1.44,20.680555555555557
2005-12-29,29.75,1.44,20.65972222222222
2005-12-30,29.1,1.44,20.208333333333336
2006-01-03,29.87,1.44,20.743055555555557
2006-01-04,29.65,1.44,20.59027777777778
2006-01-05,29.95,1.44,20.79861111111111
2006-01-06,29.67,1.44,20.604166666666668
2006-01-09,30.5,1.44,21.180555555555557
2006-01-10,30.65,1.44,21.28472222222222
2006-01-11,30.8,1.44,21.38888888888889
2006-01-12,32.25,1.44,22.395833333333336
2006-01-13,32.47,1.44,22.54861111111111
2006-01-17,32.09,1.44,22.284722222222225
2006-01-18,32.25,1.44,22.395833333333336
2006-01-19,32.45,1.44,22.534722222222225
2006-01-20,32.35,1.44,22.46527777777778
2006-01-23,32.0,1.44,22.22222222222222
2006-01-24,32.73,1.44,22.729166666666664
2006-01-25,32.2,1.44,22.361111111111114
2006-01-26,32.71,1.44,22.71527777777778
2006-01-27,32.97,1.44,22.895833333333332
2006-01-30,33.0,1.44,22.916666666666668
2006-01-31,32.68,1.44,22.694444444444446
2006-02-01,33.47,1.44,23.243055555555557
2006-02-02,33.46,1.44,23.236111111111114
2006-02-03,33.4,1.44,23.194444444444443
2006-02-06,33.78,1.44,23.458333333333336
2006-02-07,32.78,1.44,22.76388888888889
2006-02-08,33.85,1.44,23.506944444444446
2006-02-09,33.53,1.44,23.284722222222225
2006-02-10,33.95,1.44,23.576388888888893
2006-02-13,32.55,1.44,22.604166666666664
2006-02-14,32.83,1.44,22.79861111111111
2006-02-15,33.0,1.44,22.916666666666668
2006-02-16,33.27,1.44,23.10416666666667
2006-02-17,33.06,1.44,22.958333333333336
2006-02-21,32.88,1.44,22.833333333333336
2006-02-22,33.35,1.44,23.159722222222225
2006-02-23,33.42,1.44,23.208333333333336
2006-02-24,33.79,1.44,23.46527777777778
2006-02-27,34.39,1.44,23.881944444444446
2006-02-28,33.13,1.44,23.006944444444446
2006-03-01,35.0,1.44,24.305555555555557
2006-03-02,34.9,1.44,24.23611111111111
2006-03-03,34.95,1.93,18.10880829015544
2006-03-06,34.54,1.93,17.89637305699482
2006-03-07,33.59,1.93,17.40414507772021
2006-03-08,33.45,1.93,17.33160621761658
2006-03-09,33.45,1.93,17.33160621761658
2006-03-10,33.93,1.93,17.580310880829018
2006-03-13,33.89,1.93,17.55958549222798
2006-03-14,34.12,1.93,17.678756476683937
2006-03-15,34.84,1.93,18.051813471502594
2006-03-16,34.75,1.93,18.00518134715026
2006-03-17,35.45,1.93,18.367875647668395
2006-03-20,35.5,1.93,18.39378238341969
2006-03-21,34.36,1.93,17.803108808290155
2006-03-22,35.53,1.93,18.409326424870468
2006-03-23,35.44,1.93,18.362694300518132
2006-03-24,35.25,1.93,18.264248704663213
2006-03-27,35.4,1.93,18.3419689119171
2006-03-28,35.04,1.93,18.155440414507773
2006-03-29,35.1,1.93,18.186528497409327
2006-03-30,34.9,1.93,18.082901554404145
2006-03-31,35.6,1.93,18.44559585492228
2006-04-03,35.1,1.93,18.186528497409327
2006-04-04,36.01,1.93,18.6580310880829
2006-04-05,36.18,1.93,18.746113989637305
2006-04-06,35.82,1.93,18.55958549222798
2006-04-07,35.73,1.93,18.512953367875646
2006-04-10,35.61,1.93,18.45077720207254
2006-04-11,35.65,1.93,18.471502590673573
2006-04-12,35.99,1.93,18.647668393782386
2006-04-13,36.24,1.93,18.777202072538863
2006-04-17,36.54,1.93,18.932642487046632
2006-04-18,37.1,1.93,19.22279792746114
2006-04-19,38.25,1.93,19.818652849740932
2006-04-20,38.23,1.93,19.808290155440414
2006-04-21,38.53,1.93,19.963730569948186
2006-04-24,38.04,1.93,19.70984455958549
2006-04-25,37.78,1.93,19.57512953367876
2006-04-26,36.2,1.93,18.756476683937827
2006-04-27,35.6,1.93,18.44559585492228
2006-04-28,36.41,1.93,18.865284974093264
2006-05-01,36.56,1.93,18.943005181347154
2006-05-02,37.09,1.93,19.21761658031088
2006-05-03,36.85,1.93,19.093264248704664
2006-05-04,36.8,1.93,19.067357512953368
2006-05-05,37.55,1.93,19.455958549222796
2006-05-08,37.61,0.53,70.9622641509434
2006-05-09,37.27,0.53,70.32075471698113
2006-05-10,36.78,0.53,69.39622641509433
2006-05-11,36.15,0.53,68.20754716981132
2006-05-12,35.67,0.53,67.30188679245283
2006-05-15,36.27,0.53,68.43396226415095
2006-05-16,35.63,0.53,67.22641509433963
2006-05-17,34.98,0.53,65.99999999999999
2006-05-18,34.43,0.53,64.9622641509434
2006-05-19,34.19,0.53,64.50943396226414
2006-05-22,34.2,0.53,64.52830188679245
2006-05-23,34.17,0.53,64.47169811320755
2006-05-24,34.07,0.53,64.28301886792453
2006-05-25,34.7,0.53,65.47169811320755
2006-05-26,35.54,0.53,67.0566037735849
2006-05-30,34.68,0.53,65.43396226415094
2006-05-31,34.25,0.53,64.62264150943396
2006-06-01,35.0,0.53,66.0377358490566
2006-06-02,35.03,0.53,66.09433962264151
2006-06-05,34.05,0.53,64.24528301886792
2006-06-06,34.02,0.53,64.18867924528303
2006-06-07,34.25,0.53,64.62264150943396
2006-06-08,33.45,0.53,63.113207547169814
2006-06-09,33.74,0.53,63.660377358490564
2006-06-12,32.33,0.53,60.99999999999999
2006-06-13,32.0,0.53,60.37735849056603
2006-06-14,31.48,0.53,59.39622641509434
2006-06-15,33.23,0.53,62.69811320754716
2006-06-16,33.65,0.53,63.490566037735846
2006-06-19,32.92,0.53,62.113207547169814
2006-06-20,33.12,0.53,62.49056603773584
2006-06-21,33.65,0.53,63.490566037735846
2006-06-22,33.4,0.53,63.018867924528294
2006-06-23,33.16,0.53,62.566037735849044
2006-06-26,33.4,0.53,63.018867924528294
2006-06-27,32.66,0.53,61.622641509433954
2006-06-28,32.06,0.53,60.49056603773585
2006-06-29,33.05,0.53,62.35849056603773
2006-06-30,32.76,0.53,61.811320754716974
2006-07-03,32.8,0.53,61.88679245283018
2006-07-05,32.17,0.53,60.69811320754717
2006-07-06,32.67,0.53,61.64150943396226
2006-07-07,31.95,0.53,60.283018867924525
2006-07-10,31.48,0.53,59.39622641509434
2006-07-11,31.6,0.53,59.62264150943396
2006-07-12,31.25,0.53,58.96226415094339
2006-07-13,30.32,0.53,57.20754716981132
2006-07-14,30.07,0.53,56.73584905660377
2006-07-17,29.97,0.53,56.54716981132075
2006-07-18,30.75,0.53,58.0188679245283
2006-07-19,32.61,0.53,61.52830188679245
2006-07-20,32.76,0.53,61.811320754716974
2006-07-21,32.23,0.53,60.811320754716974
2006-07-24,33.51,0.53,63.226415094339615
2006-07-25,34.42,0.53,64.94339622641509
2006-07-26,34.0,0.53,64.15094339622641
2006-07-27,36.75,0.53,69.33962264150944
2006-07-28,37.75,0.53,71.22641509433961
2006-07-31,38.16,0.53,71.99999999999999
2006-08-01,37.58,0.53,70.90566037735849
2006-08-02,37.3,0.53,70.37735849056602
2006-08-03,37.82,0.53,71.35849056603773
2006-08-04,37.83,0.53,71.37735849056602
2006-08-07,38.29,1.13,33.88495575221239
2006-08-08,38.16,1.13,33.769911504424776
2006-08-09,36.96,1.13,32.707964601769916
2006-08-10,38.61,1.13,34.16814159292036
2006-08-11,38.1,1.13,33.71681415929204
2006-08-14,38.11,1.13,33.72566371681416
2006-08-15,39.12,1.13,34.61946902654867
2006-08-16,39.6,1.13,35.04424778761062
2006-08-17,39.41,1.13,34.876106194690266
2006-08-18,39.45,1.13,34.91150442477877
2006-08-21,38.75,1.13,34.29203539823009
2006-08-22,38.87,1.13,34.39823008849557
2006-08-23,37.81,1.13,33.46017699115045
2006-08-24,38.0,1.13,33.6283185840708
2006-08-25,37.76,1.13,33.415929203539825
2006-08-28,38.28,1.13,33.87610619469027
2006-08-29,38.9,1.13,34.42477876106195
2006-08-30,38.24,1.13,33.840707964601776
2006-08-31,38.34,1.13,33.929203539823014
2006-09-01,38.77,1.13,34.30973451327434
2006-09-05,39.22,1.13,34.707964601769916
2006-09-06,38.08,1.13,33.69911504424779
2006-09-07,38.4,1.13,33.982300884955755
2006-09-08,38.87,1.13,34.39823008849557
2006-09-11,38.5,1.13,34.07079646017699
2006-09-12,38.76,1.13,34.30088495575222
2006-09-13,40.06,1.13,35.45132743362832
2006-09-14,40.38,1.13,35.73451327433629
2006-09-15,40.8,1.13,36.10619469026549
2006-09-18,40.4,1.13,35.75221238938053
2006-09-19,41.1,1.13,36.37168141592921
2006-09-20,41.82,1.13,37.008849557522126
2006-09-21,41.71,1.13,36.91150442477876
2006-09-22,41.05,1.13,36.32743362831859
2006-09-25,41.03,1.13,36.30973451327434
2006-09-26,41.3,1.13,36.548672566371685
2006-09-27,40.94,1.13,36.230088495575224
2006-09-28,40.75,1.13,36.06194690265487
2006-09-29,39.6,1.13,35.04424778761062
2006-10-02,39.31,1.13,34.787610619469035
2006-10-03,39.63,1.13,35.070796460177
2006-10-04,40.15,1.13,35.530973451327434
2006-10-05,40.28,1.13,35.64601769911505
2006-10-06,41.52,1.13,36.74336283185841
2006-10-09,42.52,1.13,37.628318584070804
2006-10-10,42.42,1.13,37.53982300884956
2006-10-11,42.86,1.13,37.929203539823014
2006-10-12,44.01,1.13,38.94690265486726
2006-10-13,43.62,1.13,38.60176991150443
2006-10-16,44.26,1.13,39.16814159292036
2006-10-17,43.78,1.13,38.74336283185841
2006-10-18,43.09,1.13,38.13274336283187
2006-10-19,43.83,1.13,38.78761061946903
2006-10-20,43.45,1.13,38.45132743362832
2006-10-23,43.09,1.13,38.13274336283187
2006-10-24,42.8,1.13,37.876106194690266
2006-10-25,42.7,1.13,37.787610619469035
2006-10-26,42.73,1.13,37.8141592920354
2006-10-27,41.79,1.13,36.982300884955755
2006-10-30,41.68,1.13,36.88495575221239
2006-10-31,41.72,1.13,36.92035398230089
2006-11-01,40.03,1.13,35.42477876106195
2006-11-02,39.4,1.13,34.86725663716815
2006-11-03,39.28,1.13,34.76106194690266
2006-11-06,39.79,1.13,35.21238938053098
2006-11-07,39.71,1.13,35.141592920353986
2006-11-08,40.06,1.13,35.45132743362832
2006-11-09,39.36,1.79,21.988826815642458
2006-11-10,39.08,1.79,21.83240223463687
2006-11-13,39.39,1.79,22.00558659217877
2006-11-14,39.7,1.79,22.178770949720672
2006-11-15,40.9,1.79,22.849162011173185
2006-11-16,41.42,1.79,23.139664804469273
2006-11-17,40.92,1.79,22.860335195530727
2006-11-20,41.46,1.79,23.162011173184357
2006-11-21,41.3,1.79,23.07262569832402
2006-11-22,41.53,1.79,23.201117318435756
2006-11-24,41.24,1.79,23.0391061452514
2006-11-27,40.06,1.79,22.379888268156424
2006-11-28,39.93,1.79,22.307262569832403
2006-11-29,40.42,1.79,22.58100558659218
2006-11-30,40.2,1.79,22.45810055865922
2006-12-01,40.47,1.79,22.608938547486034
2006-12-04,41.66,1.79,23.273743016759774
2006-12-05,42.01,1.79,23.469273743016757
2006-12-06,41.93,1.79,23.424581005586592
2006-12-07,41.86,1.79,23.385474860335194
2006-12-08,41.73,1.79,23.312849162011172
2006-12-11,41.92,1.79,23.418994413407823
2006-12-12,41.35,1.79,23.100558659217878
2006-12-13,41.25,1.79,23.044692737430168
2006-12-14,41.03,1.79,22.921787709497206
2006-12-15,41.17,1.79,23.0
2006-12-18,40.38,1.79,22.558659217877096
2006-12-19,40.48,1.79,22.614525139664803
2006-12-20,40.5,1.79,22.625698324022345
2006-12-21,40.0,1.79,22.3463687150838
2006-12-22,38.72,1.79,21.631284916201118
2006-12-26,39.98,1.79,22.335195530726256
2006-12-27,40.46,1.79,22.60335195530726
2006-12-28,40.31,1.79,22.519553072625698
2006-12-29,40.13,1.79,22.418994413407823
2007-01-03,39.54,1.79,22.089385474860336
2007-01-04,39.69,1.79,22.1731843575419
2007-01-05,39.34,1.79,21.977653631284916
2007-01-08,39.74,1.79,22.201117318435756
2007-01-09,39.18,1.79,21.88826815642458
2007-01-10,39.2,1.79,21.899441340782126
2007-01-11,40.08,1.79,22.391061452513966
2007-01-12,40.31,1.79,22.519553072625698
2007-01-16,40.14,1.79,22.424581005586592
2007-01-17,40.03,1.79,22.363128491620113
2007-01-18,39.03,1.79,21.804469273743017
2007-01-19,39.45,1.79,22.0391061452514
2007-01-22,39.02,1.79,21.798882681564248
2007-01-23,39.6,1.79,22.122905027932962
2007-01-24,40.29,1.79,22.508379888268156
2007-01-25,38.83,1.79,21.692737430167597
2007-01-26,37.8,1.79,21.11731843575419
2007-01-29,37.2,1.79,20.782122905027933
2007-01-30,37.5,1.79,20.949720670391063
2007-01-31,38.15,1.79,21.312849162011172
2007-02-01,38.84,1.79,21.69832402234637
2007-02-02,39.31,1.79,21.960893854748605
2007-02-05,37.67,1.79,21.044692737430168
2007-02-06,37.79,1.79,21.111731843575416
2007-02-07,38.02,1.79,21.24022346368715
2007-02-08,37.54,1.79,20.972067039106143
2007-02-09,37.09,1.79,20.720670391061454
2007-02-12,37.43,1.79,20.910614525139664
2007-02-13,37.4,1.79,20.89385474860335
2007-02-14,37.16,1.79,20.759776536312845
2007-02-15,37.14,1.79,20.748603351955307
2007-02-16,37.29,1.79,20.83240223463687
2007-02-20,37.8,1.79,21.11731843575419
2007-02-21,38.09,1.79,21.27932960893855
2007-02-22,38.18,1.79,21.329608938547487
2007-02-23,38.74,1.79,21.64245810055866
2007-02-26,38.82,1.79,21.687150837988828
2007-02-27,37.77,1.79,21.100558659217878
2007-02-28,38.05,1.79,21.256983240223462
2007-03-01,37.14,2.34,15.871794871794872
2007-03-02,36.77,2.34,15.713675213675216
2007-03-05,36.1,2.34,15.42735042735043
2007-03-06,36.77,2.34,15.713675213675216
2007-03-07,36.85,2.34,15.747863247863249
2007-03-08,36.81,2.34,15.730769230769234
2007-03-09,37.33,2.34,15.952991452991453
2007-03-12,37.78,2.34,16.14529914529915
2007-03-13,36.65,2.34,15.662393162393164
2007-03-14,37.52,2.34,16.034188034188038
2007-03-15,37.95,2.34,16.21794871794872
2007-03-16,37.8,2.34,16.153846153846153
2007-03-19,38.0,2.34,16.239316239316242
2007-03-20,38.35,2.34,16.38888888888889
2007-03-21,38.93,2.34,16.636752136752136
2007-03-22,38.96,2.34,16.64957264957265
2007-03-23,39.05,2.34,16.688034188034187
2007-03-26,38.2,2.34,16.324786324786327
2007-03-27,37.85,2.34,16.175213675213676
2007-03-28,37.73,2.34,16.123931623931625
2007-03-29,37.79,2.34,16.14957264957265
2007-03-30,37.44,2.34,16.0
2007-04-02,37.44,2.34,16.0
2007-04-03,37.98,2.34,16.23076923076923
2007-04-04,37.71,2.34,16.115384615384617
2007-04-05,37.68,2.34,16.102564102564102
2007-04-09,37.55,2.34,16.047008547008545
2007-04-10,38.27,2.34,16.35470085470086
2007-04-11,38.07,2.34,16.26923076923077
2007-04-12,38.39,2.34,16.405982905982906
2007-04-13,38.83,2.34,16.594017094017094
2007-04-16,39.83,2.34,17.021367521367523
2007-04-17,40.1,2.34,17.13675213675214
2007-04-18,39.55,2.34,16.9017094017094
2007-04-19,39.87,2.34,17.03846153846154
2007-04-20,40.11,2.34,17.141025641025642
2007-04-23,40.87,2.34,17.465811965811966
2007-04-24,41.19,2.34,17.602564102564102
2007-04-25,45.81,2.34,19.57692307692308
2007-04-26,45.2,2.34,19.31623931623932
2007-04-27,45.18,2.34,19.30769230769231
2007-04-30,44.11,2.34,18.850427350427353
2007-05-01,43.98,2.34,18.794871794871796
2007-05-02,45.31,2.34,19.363247863247864
2007-05-03,45.82,2.34,19.581196581196583
2007-05-04,45.93,2.34,19.628205128205128
2007-05-07,45.85,2.34,19.594017094017097
2007-05-08,45.61,2.34,19.49145299145299
2007-05-09,45.8,2.34,19.572649572649574
2007-05-10,45.6,0.59,77.28813559322035
2007-05-11,46.5,0.59,78.8135593220339
2007-05-14,45.83,0.59,77.67796610169492
2007-05-15,46.1,0.59,78.13559322033899
2007-05-16,45.78,0.59,77.59322033898306
2007-05-17,45.52,0.59,77.15254237288137
2007-05-18,45.71,0.59,77.47457627118645
2007-05-21,46.21,0.59,78.3220338983051
2007-05-22,46.19,0.59,78.28813559322035
2007-05-23,45.95,0.59,77.8813559322034
2007-05-24,45.09,0.59,76.42372881355934
2007-05-25,45.76,0.59,77.55932203389831
2007-05-29,45.89,0.59,77.77966101694916
2007-05-30,46.01,0.59,77.98305084745763
2007-05-31,46.08,0.59,78.10169491525424
2007-06-01,46.13,0.59,78.1864406779661
2007-06-04,46.01,0.59,77.98305084745763
2007-06-05,45.51,0.59,77.13559322033899
2007-06-06,45.12,0.59,76.47457627118644
2007-06-07,44.46,0.59,75.35593220338984
2007-06-08,45.51,0.59,77.13559322033899
2007-06-11,45.34,0.59,76.84745762711866
2007-06-12,44.69,0.59,75.7457627118644
2007-06-13,47.35,0.59,80.2542372881356
2007-06-14,46.88,0.59,79.45762711864407
2007-06-15,47.42,0.59,80.37288135593221
2007-06-18,46.44,0.59,78.71186440677967
2007-06-19,46.49,0.59,78.79661016949153
2007-06-20,45.87,0.59,77.7457627118644
2007-06-21,45.98,0.59,77.9322033898305
2007-06-22,45.75,0.59,77.54237288135593
2007-06-25,45.75,0.59,77.54237288135593
2007-06-26,45.87,0.59,77.7457627118644
2007-06-27,46.36,0.59,78.57627118644068
2007-06-28,45.78,0.59,77.59322033898306
2007-06-29,45.95,0.59,77.8813559322034
2007-07-02,46.43,0.59,78.69491525423729
2007-07-03,47.06,0.59,79.76271186440678
2007-07-05,47.72,0.59,80.88135593220339
2007-07-06,47.68,0.59,80.8135593220339
2007-07-09,47.66,0.59,80.77966101694915
2007-07-10,46.2,0.59,78.30508474576273
2007-07-11,46.67,0.59,79.10169491525424
2007-07-12,47.7,0.59,80.84745762711866
2007-07-13,48.53,0.59,82.2542372881356
2007-07-16,47.7,0.59,80.84745762711866
2007-07-17,47.96,0.59,81.28813559322035
2007-07-18,47.15,0.59,79.91525423728814
2007-07-19,47.41,0.59,80.35593220338983
2007-07-20,45.24,0.59,76.67796610169492
2007-07-23,45.61,0.59,77.30508474576271
2007-07-24,44.3,0.59,75.08474576271186
2007-07-25,45.45,0.59,77.03389830508476
2007-07-26,44.7,0.59,75.76271186440678
2007-07-27,45.1,0.59,76.4406779661017
2007-07-30,45.99,0.59,77.94915254237289
2007-07-31,44.37,0.59,75.20338983050847
2007-08-01,45.51,0.59,77.13559322033899
2007-08-02,45.68,0.59,77.42372881355932
2007-08-03,43.6,1.28,34.0625
2007-08-06,45.88,1.28,35.84375
2007-08-07,46.51,1.28,36.3359375
2007-08-08,48.85,1.28,38.1640625
2007-08-09,48.65,1.28,38.0078125
2007-08-10,50.26,1.28,39.265625
2007-08-13,47.79,1.28,37.3359375
2007-08-14,46.4,1.28,36.25
2007-08-15,45.92,1.28,35.875
2007-08-16,46.41,1.28,36.2578125
2007-08-17,49.48,1.28,38.65625
2007-08-20,47.86,1.28,37.390625
2007-08-21,49.18,1.28,38.421875
2007-08-22,48.7,1.28,38.046875
2007-08-23,48.08,1.28,37.5625
2007-08-24,50.13,1.28,39.1640625
2007-08-27,49.6,1.28,38.75
2007-08-28,48.2,1.28,37.65625
2007-08-29,49.51,1.28,38.6796875
2007-08-30,50.22,1.28,39.234375
2007-08-31,49.91,1.28,38.9921875
2007-09-04,49.65,1.28,38.7890625
2007-09-05,49.11,1.28,38.3671875
2007-09-06,49.25,1.28,38.4765625
2007-09-07,47.98,1.28,37.484375
2007-09-10,47.62,1.28,37.203125
2007-09-11,47.48,1.28,37.09375
2007-09-12,46.83,1.28,36.5859375
2007-09-13,47.14,1.28,36.828125
2007-09-14,47.57,1.28,37.1640625
2007-09-17,46.54,1.28,36.359375
2007-09-18,50.93,1.28,39.7890625
2007-09-19,51.85,1.28,40.5078125
2007-09-20,52.39,1.28,40.9296875
2007-09-21,52.95,1.28,41.3671875
2007-09-24,52.9,1.28,41.328125
2007-09-25,53.58,1.28,41.859375
2007-09-26,53.97,1.28,42.1640625
2007-09-27,54.28,1.28,42.40625
2007-09-28,53.39,1.28,41.7109375
2007-10-01,55.58,1.28,43.421875
2007-10-02,54.96,1.28,42.9375
2007-10-03,54.82,1.28,42.828125
2007-10-04,56.1,1.28,43.828125
2007-10-05,55.7,1.28,43.515625
2007-10-08,55.88,1.28,43.65625
2007-10-09,55.57,1.28,43.4140625
2007-10-10,55.07,1.28,43.0234375
2007-10-11,53.1,1.28,41.484375
2007-10-12,53.89,1.28,42.1015625
2007-10-15,53.49,1.28,41.7890625
2007-10-16,53.33,1.28,41.6640625
2007-10-17,52.47,1.28,40.9921875
2007-10-18,51.89,1.28,40.5390625
2007-10-19,48.93,1.28,38.2265625
2007-10-22,51.06,1.28,39.890625
2007-10-23,52.61,1.28,41.1015625
2007-10-24,53.13,1.28,41.5078125
2007-10-25,50.73,1.28,39.6328125
2007-10-26,51.43,1.28,40.1796875
2007-10-29,50.66,1.28,39.578125
2007-10-30,51.74,1.28,40.421875
2007-10-31,52.31,1.28,40.8671875
2007-11-01,49.77,1.28,38.8828125
2007-11-02,51.16,2.06,24.834951456310677
2007-11-05,51.32,2.06,24.9126213592233
2007-11-06,53.0,2.06,25.728155339805824
2007-11-07,50.34,2.06,24.436893203883496
2007-11-08,52.82,2.06,25.640776699029125
2007-11-09,52.47,2.06,25.470873786407765
2007-11-12,52.9,2.06,25.679611650485434
2007-11-13,54.74,2.06,26.572815533980584
2007-11-14,54.47,2.06,26.441747572815533
2007-11-15,54.34,2.06,26.37864077669903
2007-11-16,54.99,2.06,26.694174757281555
2007-11-19,53.21,2.06,25.83009708737864
2007-11-20,55.01,2.06,26.70388349514563
2007-11-21,53.01,2.06,25.733009708737864
2007-11-23,54.36,2.06,26.388349514563107
2007-11-26,52.64,2.06,25.553398058252426
2007-11-27,53.89,2.06,26.16019417475728
2007-11-28,54.99,2.06,26.694174757281555
2007-11-29,54.71,2.06,26.558252427184467
2007-11-30,54.22,2.06,26.320388349514563
2007-12-03,54.26,2.06,26.339805825242717
2007-12-04,53.58,2.06,26.009708737864077
2007-12-05,54.48,2.06,26.44660194174757
2007-12-06,55.0,2.06,26.699029126213592
2007-12-07,54.95,2.06,26.674757281553397
2007-12-10,55.8,2.06,27.0873786407767
2007-12-11,55.06,2.06,26.728155339805827
2007-12-12,55.22,2.06,26.805825242718445
2007-12-13,55.12,2.06,26.757281553398055
2007-12-14,53.25,2.06,25.849514563106794
2007-12-17,51.69,2.06,25.092233009708735
2007-12-18,53.74,2.06,26.0873786407767
2007-12-19,53.63,2.06,26.033980582524272
2007-12-20,54.64,2.06,26.524271844660195
2007-12-21,55.48,2.06,26.932038834951452
2007-12-24,56.99,2.06,27.66504854368932
2007-12-26,56.42,2.06,27.388349514563107
2007-12-27,54.55,2.06,26.480582524271842
2007-12-28,53.51,2.06,25.975728155339805
2007-12-31,53.33,2.06,25.888349514563107
2008-01-02,51.62,2.06,25.058252427184463
2008-01-03,52.09,2.06,25.286407766990294
2008-01-04,51.01,2.06,24.762135922330096
2008-01-07,52.23,2.06,25.35436893203883
2008-01-08,51.65,2.06,25.07281553398058
2008-01-09,53.31,2.06,25.87864077669903
2008-01-10,52.36,2.06,25.41747572815534
2008-01-11,53.64,2.06,26.03883495145631
2008-01-14,52.9,2.06,25.679611650485434
2008-01-15,52.96,2.06,25.70873786407767
2008-01-16,53.81,2.06,26.12135922330097
2008-01-17,52.12,2.06,25.300970873786405
2008-01-18,52.03,2.06,25.25728155339806
2008-01-22,50.54,2.06,24.533980582524272
2008-01-23,50.0,2.06,24.271844660194173
2008-01-24,50.88,2.06,24.699029126213592
2008-01-25,50.52,2.06,24.524271844660195
2008-01-28,51.44,2.06,24.970873786407765
2008-01-29,51.06,2.06,24.78640776699029
2008-01-30,50.64,2.06,24.582524271844658
2008-01-31,51.63,2.06,25.063106796116504
2008-02-01,52.5,2.06,25.485436893203882
2008-02-04,51.86,2.06,25.174757281553397
2008-02-05,49.85,2.06,24.199029126213592
2008-02-06,48.83,2.06,23.70388349514563
2008-02-07,48.54,2.06,23.563106796116504
2008-02-08,47.88,2.06,23.24271844660194
2008-02-11,47.51,2.06,23.063106796116504
2008-02-12,47.69,2.06,23.150485436893202
2008-02-13,48.84,2.06,23.708737864077673
2008-02-14,47.34,2.06,22.980582524271846
2008-02-15,46.31,2.06,22.480582524271846
2008-02-19,47.78,2.06,23.194174757281555
2008-02-20,48.09,2.06,23.344660194174757
2008-02-21,47.02,2.06,22.825242718446603
2008-02-22,47.21,2.06,22.91747572815534
2008-02-25,48.03,2.06,23.315533980582526
2008-02-26,46.84,2.06,22.737864077669904
2008-02-27,45.95,2.06,22.30582524271845
2008-02-28,45.76,2.82,16.22695035460993
2008-02-29,44.4,2.82,15.74468085106383
2008-03-03,45.01,2.82,15.960992907801419
2008-03-04,44.91,2.82,15.925531914893616
2008-03-05,44.82,2.82,15.893617021276597
2008-03-06,44.63,2.82,15.826241134751776
2008-03-07,44.15,2.82,15.656028368794326
2008-03-10,44.22,2.82,15.680851063829788
2008-03-11,44.86,2.82,15.907801418439718
2008-03-12,44.57,2.82,15.804964539007093
2008-03-13,45.68,2.82,16.19858156028369
2008-03-14,44.37,2.82,15.73404255319149
2008-03-17,44.16,2.82,15.659574468085106
2008-03-18,46.31,2.82,16.421985815602838
2008-03-19,44.83,2.82,15.897163120567376
2008-03-20,45.57,2.82,16.159574468085108
2008-03-24,46.38,2.82,16.4468085106383
2008-03-25,46.03,2.82,16.322695035460995
2008-03-26,46.25,2.82,16.400709219858157
2008-03-27,46.08,2.82,16.340425531914892
2008-03-28,46.89,2.82,16.627659574468087
2008-03-31,47.0,2.82,16.666666666666668
2008-04-01,48.45,2.82,17.180851063829788
2008-04-02,48.57,2.82,17.22340425531915
2008-04-03,47.95,2.82,17.003546099290784
2008-04-04,48.26,2.82,17.113475177304966
