date,CDNS,CDNS_EPS,PE Ratio
2007-09-17,21.86,0.38,57.526315789473685
2007-09-18,22.21,0.38,58.44736842105263
2007-09-19,22.06,0.38,58.05263157894736
2007-09-20,21.9,0.38,57.63157894736842
2007-09-21,21.99,0.38,57.868421052631575
2007-09-24,21.91,0.38,57.6578947368421
2007-09-25,22.09,0.38,58.13157894736842
2007-09-26,22.25,0.38,58.55263157894737
2007-09-27,22.34,0.38,58.78947368421053
2007-09-28,22.19,0.38,58.39473684210527
2007-10-01,22.25,0.38,58.55263157894737
2007-10-02,22.14,0.38,58.26315789473684
2007-10-03,22.02,0.38,57.94736842105263
2007-10-04,21.91,0.38,57.6578947368421
2007-10-05,22.2,0.38,58.421052631578945
2007-10-08,22.15,0.38,58.28947368421052
2007-10-09,21.92,0.38,57.684210526315795
2007-10-10,21.85,0.38,57.5
2007-10-11,21.42,0.38,56.36842105263158
2007-10-12,21.85,0.38,57.5
2007-10-15,21.75,0.38,57.23684210526316
2007-10-16,21.69,0.38,57.078947368421055
2007-10-17,21.84,0.38,57.473684210526315
2007-10-18,22.13,0.38,58.23684210526316
2007-10-19,21.65,0.38,56.97368421052631
2007-10-22,21.85,0.38,57.5
2007-10-23,21.88,0.38,57.57894736842105
2007-10-24,21.69,0.38,57.078947368421055
2007-10-25,19.32,0.38,50.8421052631579
2007-10-26,19.74,0.38,51.94736842105263
2007-10-29,19.72,0.38,51.89473684210526
2007-10-30,19.54,0.65,30.061538461538458
2007-10-31,19.6,0.65,30.153846153846153
2007-11-01,18.96,0.65,29.16923076923077
2007-11-02,18.5,0.65,28.46153846153846
2007-11-05,18.16,0.65,27.93846153846154
2007-11-06,18.25,0.65,28.076923076923077
2007-11-07,17.7,0.65,27.23076923076923
2007-11-08,17.37,0.65,26.723076923076924
2007-11-09,17.08,0.65,26.276923076923072
2007-11-12,17.03,0.65,26.2
2007-11-13,17.2,0.65,26.46153846153846
2007-11-14,16.94,0.65,26.06153846153846
2007-11-15,16.84,0.65,25.907692307692308
2007-11-16,17.14,0.65,26.369230769230768
2007-11-19,16.69,0.65,25.676923076923078
2007-11-20,16.58,0.65,25.507692307692306
2007-11-21,16.41,0.65,25.246153846153845
2007-11-23,16.63,0.65,25.584615384615383
2007-11-26,16.21,0.65,24.93846153846154
2007-11-27,16.04,0.65,24.676923076923075
2007-11-28,16.28,0.65,25.046153846153846
2007-11-29,16.53,0.65,25.430769230769233
2007-11-30,16.6,0.65,25.53846153846154
2007-12-03,16.29,0.65,25.061538461538458
2007-12-04,16.01,0.65,24.630769230769232
2007-12-05,16.83,0.65,25.89230769230769
2007-12-06,17.0,0.65,26.153846153846153
2007-12-07,17.01,0.65,26.169230769230772
2007-12-10,17.17,0.65,26.415384615384617
2007-12-11,16.97,0.65,26.107692307692304
2007-12-12,17.43,0.65,26.815384615384612
2007-12-13,17.63,0.65,27.12307692307692
2007-12-14,17.12,0.65,26.33846153846154
2007-12-17,16.71,0.65,25.70769230769231
2007-12-18,16.71,0.65,25.70769230769231
2007-12-19,16.58,0.65,25.507692307692306
2007-12-20,16.65,0.65,25.615384615384613
2007-12-21,17.15,0.65,26.384615384615383
2007-12-24,17.24,0.65,26.52307692307692
2007-12-26,17.28,0.65,26.584615384615386
2007-12-27,17.01,0.65,26.169230769230772
2007-12-28,17.03,0.65,26.2
2007-12-31,17.01,0.65,26.169230769230772
2008-01-02,16.8,0.65,25.846153846153847
2008-01-03,16.79,0.65,25.830769230769228
2008-01-04,16.23,0.65,24.96923076923077
2008-01-07,16.03,0.65,24.661538461538463
2008-01-08,15.45,0.65,23.769230769230766
2008-01-09,15.38,0.65,23.661538461538463
2008-01-10,15.35,0.65,23.615384615384613
2008-01-11,14.96,0.65,23.015384615384615
2008-01-14,15.22,0.65,23.415384615384614
2008-01-15,14.66,0.65,22.553846153846152
2008-01-16,15.23,0.65,23.43076923076923
2008-01-17,14.82,0.65,22.8
2008-01-18,14.89,0.65,22.907692307692308
2008-01-22,14.24,0.65,21.907692307692308
2008-01-23,14.46,0.65,22.246153846153845
2008-01-24,14.9,0.65,22.923076923076923
2008-01-25,14.64,0.65,22.523076923076925
2008-01-28,14.64,0.65,22.523076923076925
2008-01-29,14.93,0.65,22.96923076923077
2008-01-30,15.16,0.65,23.323076923076922
2008-01-31,10.15,0.65,15.615384615384615
2008-02-01,10.61,0.65,16.323076923076922
2008-02-04,10.93,0.65,16.815384615384616
2008-02-05,10.89,0.65,16.753846153846155
2008-02-06,10.52,0.65,16.184615384615384
2008-02-07,10.69,0.65,16.446153846153845
2008-02-08,10.66,0.65,16.4
2008-02-11,10.7,0.65,16.46153846153846
2008-02-12,10.82,0.65,16.646153846153847
2008-02-13,11.43,0.65,17.584615384615383
2008-02-14,10.94,0.65,16.830769230769228
2008-02-15,10.93,0.65,16.815384615384616
2008-02-19,10.88,0.65,16.73846153846154
2008-02-20,10.86,0.65,16.707692307692305
2008-02-21,11.25,0.65,17.307692307692307
2008-02-22,10.99,0.65,16.907692307692308
2008-02-25,11.04,0.65,16.98461538461538
2008-02-26,11.11,1.09,10.192660550458715
2008-02-27,11.19,1.09,10.266055045871559
2008-02-28,10.99,1.09,10.082568807339449
2008-02-29,10.62,1.09,9.743119266055045
2008-03-03,11.09,1.09,10.174311926605503
2008-03-04,11.05,1.09,10.137614678899082
2008-03-05,11.15,1.09,10.229357798165138
2008-03-06,10.67,1.09,9.788990825688073
2008-03-07,10.77,1.09,9.880733944954127
2008-03-10,10.7,1.09,9.816513761467888
2008-03-11,10.91,1.09,10.009174311926605
2008-03-12,11.07,1.09,10.155963302752292
2008-03-13,11.19,1.09,10.266055045871559
2008-03-14,11.02,1.09,10.110091743119265
2008-03-17,10.51,1.09,9.642201834862384
2008-03-18,10.87,1.09,9.972477064220183
2008-03-19,10.78,1.09,9.889908256880732
2008-03-20,10.96,1.09,10.055045871559633
2008-03-24,11.37,1.09,10.431192660550456
2008-03-25,11.41,1.09,10.46788990825688
2008-03-26,11.25,1.09,10.321100917431192
2008-03-27,10.68,1.09,9.798165137614678
2008-03-28,10.66,1.09,9.779816513761467
2008-03-31,10.68,1.09,9.798165137614678
2008-04-01,10.93,1.09,10.027522935779816
2008-04-02,11.1,1.09,10.18348623853211
2008-04-03,11.31,1.09,10.376146788990825
2008-04-04,11.28,1.09,10.348623853211008
2008-04-07,11.19,1.09,10.266055045871559
2008-04-08,11.15,1.09,10.229357798165138
2008-04-09,11.07,1.09,10.155963302752292
2008-04-10,11.23,1.09,10.302752293577981
2008-04-11,10.83,1.09,9.935779816513762
2008-04-14,10.8,1.09,9.908256880733944
2008-04-15,10.72,1.09,9.8348623853211
2008-04-16,11.11,1.09,10.192660550458715
2008-04-17,11.02,1.09,10.110091743119265
2008-04-18,11.21,1.09,10.284403669724771
2008-04-21,11.17,1.09,10.247706422018348
2008-04-22,10.93,1.09,10.027522935779816
2008-04-23,11.24,1.09,10.311926605504587
2008-04-24,11.39,1.09,10.44954128440367
2008-04-25,11.44,-0.07,-163.42857142857142
2008-04-28,11.34,-0.07,-161.99999999999997
2008-04-29,11.17,-0.07,-159.57142857142856
2008-04-30,11.13,-0.07,-159.0
2008-05-01,11.41,-0.07,-163.0
2008-05-02,11.22,-0.07,-160.28571428571428
2008-05-05,11.0,-0.07,-157.14285714285714
2008-05-06,11.06,-0.07,-158.0
2008-05-07,10.78,-0.07,-153.99999999999997
2008-05-08,10.96,-0.07,-156.57142857142856
2008-05-09,10.97,-0.07,-156.71428571428572
2008-05-12,11.0,-0.07,-157.14285714285714
2008-05-13,10.91,-0.07,-155.85714285714283
2008-05-14,11.12,-0.07,-158.85714285714283
2008-05-15,11.25,-0.07,-160.7142857142857
2008-05-16,11.19,-0.07,-159.85714285714283
2008-05-19,11.12,-0.07,-158.85714285714283
2008-05-20,11.14,-0.07,-159.14285714285714
2008-05-21,11.1,-0.07,-158.57142857142856
2008-05-22,11.27,-0.07,-160.99999999999997
2008-05-23,11.17,-0.07,-159.57142857142856
2008-05-27,11.21,-0.07,-160.14285714285714
2008-05-28,11.26,-0.07,-160.85714285714283
2008-05-29,11.67,-0.07,-166.7142857142857
2008-05-30,11.62,-0.07,-165.99999999999997
2008-06-02,11.29,-0.07,-161.28571428571425
2008-06-03,11.23,-0.07,-160.42857142857142
2008-06-04,11.51,-0.07,-164.42857142857142
2008-06-05,11.66,-0.07,-166.57142857142856
2008-06-06,11.42,-0.07,-163.14285714285714
2008-06-09,11.42,-0.07,-163.14285714285714
2008-06-10,11.29,-0.07,-161.28571428571425
2008-06-11,11.25,-0.07,-160.7142857142857
2008-06-12,11.43,-0.07,-163.28571428571428
2008-06-13,11.52,-0.07,-164.57142857142856
2008-06-16,11.59,-0.07,-165.57142857142856
2008-06-17,10.84,-0.07,-154.85714285714283
2008-06-18,10.82,-0.07,-154.57142857142856
2008-06-19,10.94,-0.07,-156.28571428571428
2008-06-20,10.81,-0.07,-154.42857142857142
2008-06-23,10.64,-0.07,-152.0
2008-06-24,10.65,-0.07,-152.14285714285714
2008-06-25,10.79,-0.07,-154.1428571428571
2008-06-26,10.54,-0.07,-150.57142857142856
2008-06-27,10.14,-0.07,-144.85714285714286
2008-06-30,10.1,-0.07,-144.28571428571428
2008-07-01,10.13,-0.07,-144.71428571428572
2008-07-02,9.8,-0.07,-140.0
2008-07-03,9.71,-0.07,-138.71428571428572
2008-07-07,9.72,-0.07,-138.85714285714286
2008-07-08,9.83,-0.07,-140.42857142857142
2008-07-09,9.64,-0.07,-137.71428571428572
2008-07-10,9.84,-0.07,-140.57142857142856
2008-07-11,9.8,-0.07,-140.0
2008-07-14,9.59,-0.07,-136.99999999999997
2008-07-15,9.98,-0.07,-142.57142857142856
2008-07-16,10.13,-0.07,-144.71428571428572
2008-07-17,10.56,-0.07,-150.85714285714286
2008-07-18,10.31,-0.07,-147.28571428571428
2008-07-21,9.83,-0.07,-140.42857142857142
2008-07-22,10.14,-0.07,-144.85714285714286
2008-07-23,10.27,-0.07,-146.7142857142857
2008-07-24,7.11,-0.07,-101.57142857142857
2008-07-25,7.35,-0.07,-104.99999999999999
2008-07-28,7.4,-0.07,-105.71428571428571
2008-07-29,7.34,-0.05,-146.79999999999998
2008-07-30,7.15,-0.05,-143.0
2008-07-31,7.39,-0.05,-147.79999999999998
2008-08-01,7.11,-0.05,-142.2
2008-08-04,7.13,-0.05,-142.6
2008-08-05,7.02,-0.05,-140.39999999999998
2008-08-06,7.03,-0.05,-140.6
2008-08-07,7.0,-0.05,-140.0
2008-08-08,7.14,-0.05,-142.79999999999998
2008-08-11,7.24,-0.05,-144.79999999999998
2008-08-12,7.17,-0.05,-143.39999999999998
2008-08-13,7.16,-0.05,-143.2
2008-08-14,7.16,-0.05,-143.2
2008-08-15,7.64,-0.05,-152.79999999999998
2008-08-18,7.74,-0.05,-154.79999999999998
2008-08-19,7.53,-0.05,-150.6
2008-08-20,7.66,-0.05,-153.2
2008-08-21,7.79,-0.05,-155.79999999999998
2008-08-22,7.98,-0.05,-159.6
2008-08-25,7.99,-0.05,-159.79999999999998
2008-08-26,7.82,-0.05,-156.4
2008-08-27,8.11,-0.05,-162.2
2008-08-28,8.18,-0.05,-163.6
2008-08-29,7.99,-0.05,-159.79999999999998
2008-09-02,7.97,-0.05,-159.39999999999998
2008-09-03,7.83,-0.05,-156.6
2008-09-04,7.8,-0.05,-156.0
2008-09-05,7.97,-0.05,-159.39999999999998
2008-09-08,8.24,-0.05,-164.79999999999998
2008-09-09,7.93,-0.05,-158.6
2008-09-10,7.97,-0.05,-159.39999999999998
2008-09-11,7.75,-0.05,-155.0
2008-09-12,7.81,-0.05,-156.2
2008-09-15,7.6,-0.05,-151.99999999999997
2008-09-16,7.65,-0.05,-153.0
2008-09-17,7.17,-0.05,-143.39999999999998
2008-09-18,7.26,-0.05,-145.2
2008-09-19,7.44,-0.05,-148.8
2008-09-22,7.26,-0.05,-145.2
2008-09-23,7.11,-0.05,-142.2
2008-09-24,7.09,-0.05,-141.79999999999998
2008-09-25,6.85,-0.05,-136.99999999999997
2008-09-26,6.8,-0.05,-136.0
2008-09-29,6.2,-0.05,-124.0
2008-09-30,6.76,-0.05,-135.2
2008-10-01,6.69,-0.05,-133.8
2008-10-02,6.33,-0.05,-126.6
2008-10-03,6.22,-0.05,-124.39999999999999
2008-10-06,5.66,-0.05,-113.2
2008-10-07,5.16,-0.05,-103.2
2008-10-08,5.32,-0.05,-106.4
2008-10-09,4.98,-0.05,-99.60000000000001
2008-10-10,4.74,-0.05,-94.8
2008-10-13,5.16,-0.05,-103.2
2008-10-14,5.3,-0.05,-105.99999999999999
2008-10-15,4.5,-0.05,-90.0
2008-10-16,4.3,-0.05,-85.99999999999999
2008-10-17,4.51,-0.05,-90.19999999999999
2008-10-20,4.78,-0.05,-95.6
2008-10-21,4.54,-0.05,-90.8
2008-10-22,4.32,-0.05,-86.4
2008-10-23,3.22,-0.05,-64.4
2008-10-24,2.9,-0.05,-57.99999999999999
2008-10-27,3.05,-0.05,-60.99999999999999
2008-10-28,3.49,-0.05,-69.8
2008-10-29,3.31,-0.05,-66.2
2008-10-30,4.06,-0.05,-81.19999999999999
2008-10-31,4.07,-0.05,-81.4
2008-11-03,4.39,-0.05,-87.79999999999998
2008-11-04,4.95,-0.05,-99.0
2008-11-05,4.34,-0.05,-86.8
2008-11-06,3.98,-0.05,-79.6
2008-11-07,4.02,-0.05,-80.39999999999999
2008-11-10,3.94,-0.05,-78.8
2008-11-11,3.92,-0.05,-78.39999999999999
2008-11-12,3.59,-0.05,-71.8
2008-11-13,3.95,-0.05,-79.0
2008-11-14,3.93,-0.05,-78.6
2008-11-17,3.63,-0.05,-72.6
2008-11-18,3.77,-0.05,-75.39999999999999
2008-11-19,3.39,-0.05,-67.8
2008-11-20,3.16,-0.05,-63.2
2008-11-21,3.12,-0.05,-62.4
2008-11-24,3.84,-0.05,-76.8
2008-11-25,3.38,-0.05,-67.6
2008-11-26,3.81,-0.05,-76.2
2008-11-28,3.86,-0.05,-77.19999999999999
2008-12-01,3.31,-0.05,-66.2
2008-12-02,3.67,-0.05,-73.39999999999999
2008-12-03,3.82,-0.05,-76.39999999999999
2008-12-04,3.54,-0.05,-70.8
2008-12-05,3.9,-0.05,-78.0
2008-12-08,4.01,-0.05,-80.19999999999999
2008-12-09,3.93,-0.05,-78.6
2008-12-10,3.93,-0.05,-78.6
2008-12-11,3.04,-0.84,-3.619047619047619
2008-12-12,2.73,-0.84,-3.25
2008-12-15,2.61,-0.84,-3.107142857142857
2008-12-16,3.11,-0.84,-3.7023809523809526
2008-12-17,3.26,-0.84,-3.880952380952381
2008-12-18,3.18,-0.84,-3.785714285714286
2008-12-19,3.29,-0.84,-3.916666666666667
2008-12-22,3.29,-0.84,-3.916666666666667
2008-12-23,3.22,-0.84,-3.833333333333334
2008-12-24,3.23,-0.84,-3.8452380952380953
2008-12-26,3.26,-0.84,-3.880952380952381
2008-12-29,3.28,-0.84,-3.9047619047619047
2008-12-30,3.4,-0.84,-4.0476190476190474
2008-12-31,3.66,-0.84,-4.357142857142858
2009-01-02,3.84,-0.84,-4.571428571428571
2009-01-05,3.98,-0.84,-4.738095238095238
2009-01-06,4.17,-0.84,-4.964285714285714
2009-01-07,4.03,-0.84,-4.797619047619048
2009-01-08,4.12,-0.84,-4.904761904761905
2009-01-09,4.29,-0.84,-5.107142857142858
2009-01-12,4.12,-0.84,-4.904761904761905
2009-01-13,4.11,-0.84,-4.892857142857143
2009-01-14,4.07,-0.84,-4.845238095238096
2009-01-15,3.94,-0.84,-4.690476190476191
2009-01-16,3.99,-0.84,-4.75
2009-01-20,3.63,-0.84,-4.321428571428571
2009-01-21,3.79,-0.84,-4.511904761904762
2009-01-22,3.53,-0.84,-4.2023809523809526
2009-01-23,3.86,-0.84,-4.595238095238095
2009-01-26,3.9,-0.84,-4.642857142857143
2009-01-27,4.06,-0.84,-4.833333333333333
2009-01-28,4.18,-0.84,-4.976190476190476
2009-01-29,4.01,-0.84,-4.773809523809524
2009-01-30,3.78,-0.84,-4.5
2009-02-02,3.64,-0.84,-4.333333333333334
2009-02-03,3.68,-0.84,-4.380952380952381
2009-02-04,3.65,-0.84,-4.345238095238095
2009-02-05,4.2,-0.84,-5.0
2009-02-06,4.5,-0.84,-5.357142857142858
2009-02-09,4.55,-0.84,-5.416666666666667
2009-02-10,4.26,-0.84,-5.071428571428571
2009-02-11,4.3,-0.84,-5.119047619047619
2009-02-12,4.35,-0.84,-5.178571428571428
2009-02-13,4.23,-0.84,-5.0357142857142865
2009-02-17,4.01,-0.84,-4.773809523809524
2009-02-18,3.86,-0.84,-4.595238095238095
2009-02-19,3.94,-0.84,-4.690476190476191
2009-02-20,3.85,-0.84,-4.583333333333334
2009-02-23,3.79,-0.84,-4.511904761904762
2009-02-24,3.98,-0.84,-4.738095238095238
2009-02-25,4.11,-0.84,-4.892857142857143
2009-02-26,4.25,-0.84,-5.059523809523809
2009-02-27,4.2,-0.84,-5.0
2009-03-02,3.97,-7.29,-0.5445816186556928
2009-03-03,3.83,-7.29,-0.5253772290809328
2009-03-04,3.83,-7.29,-0.5253772290809328
2009-03-05,3.73,-7.29,-0.5116598079561042
2009-03-06,3.7,-7.29,-0.5075445816186557
2009-03-09,3.6,-7.29,-0.4938271604938272
2009-03-10,3.83,-7.29,-0.5253772290809328
2009-03-11,3.82,-7.29,-0.52400548696845
2009-03-12,4.12,-7.29,-0.5651577503429356
2009-03-13,4.11,-7.29,-0.5637860082304527
2009-03-16,4.04,-7.29,-0.5541838134430727
2009-03-17,4.23,-7.29,-0.5802469135802469
2009-03-18,4.39,-7.29,-0.6021947873799726
2009-03-19,4.2,-7.29,-0.5761316872427984
2009-03-20,3.93,-7.29,-0.5390946502057613
2009-03-23,4.26,-7.29,-0.5843621399176955
2009-03-24,4.16,-7.29,-0.5706447187928669
2009-03-25,4.16,-7.29,-0.5706447187928669
2009-03-26,4.5,-7.29,-0.6172839506172839
2009-03-27,4.23,-7.29,-0.5802469135802469
2009-03-30,4.08,-7.29,-0.5596707818930041
2009-03-31,4.2,-7.29,-0.5761316872427984
2009-04-01,4.25,-7.29,-0.5829903978052127
2009-04-02,4.43,-7.29,-0.6076817558299039
2009-04-03,4.54,-7.29,-0.6227709190672154
2009-04-06,4.48,-7.29,-0.6145404663923183
2009-04-07,4.28,-7.29,-0.5871056241426612
2009-04-08,4.62,-7.29,-0.6337448559670782
2009-04-09,4.87,-7.29,-0.6680384087791496
2009-04-13,4.89,-7.29,-0.6707818930041152
2009-04-14,4.84,-7.29,-0.6639231824417009
2009-04-15,4.85,-7.29,-0.6652949245541837
2009-04-16,4.81,-7.29,-0.6598079561042524
2009-04-17,4.87,-7.29,-0.6680384087791496
2009-04-20,4.59,-7.29,-0.6296296296296297
2009-04-21,4.75,-7.29,-0.6515775034293553
2009-04-22,4.74,-7.29,-0.6502057613168725
2009-04-23,4.65,-7.29,-0.6378600823045268
2009-04-24,4.68,-7.29,-0.6419753086419753
2009-04-27,4.59,-7.29,-0.6296296296296297
2009-04-28,4.61,-7.29,-0.6323731138545954
2009-04-29,4.81,-7.29,-0.6598079561042524
2009-04-30,5.58,-7.29,-0.7654320987654321
2009-05-01,5.33,-0.25,-21.32
2009-05-04,5.67,-0.25,-22.68
2009-05-05,5.53,-0.25,-22.12
2009-05-06,5.6,-0.25,-22.4
2009-05-07,5.88,-0.25,-23.52
2009-05-08,5.87,-0.25,-23.48
2009-05-11,5.73,-0.25,-22.92
2009-05-12,5.4,-0.25,-21.6
2009-05-13,5.18,-0.25,-20.72
2009-05-14,5.36,-0.25,-21.44
2009-05-15,5.39,-0.25,-21.56
2009-05-18,5.67,-0.25,-22.68
2009-05-19,5.75,-0.25,-23.0
2009-05-20,5.75,-0.25,-23.0
2009-05-21,5.55,-0.25,-22.2
2009-05-22,5.62,-0.25,-22.48
2009-05-26,5.78,-0.25,-23.12
2009-05-27,5.78,-0.25,-23.12
2009-05-28,5.99,-0.25,-23.96
2009-05-29,5.65,-0.25,-22.6
2009-06-01,5.7,-0.25,-22.8
2009-06-02,5.81,-0.25,-23.24
2009-06-03,5.79,-0.25,-23.16
2009-06-04,6.02,-0.25,-24.08
2009-06-05,5.97,-0.25,-23.88
2009-06-08,5.81,-0.25,-23.24
2009-06-09,5.92,-0.25,-23.68
2009-06-10,5.93,-0.25,-23.72
2009-06-11,6.35,-0.25,-25.4
2009-06-12,6.31,-0.25,-25.24
2009-06-15,6.04,-0.25,-24.16
2009-06-16,5.96,-0.25,-23.84
2009-06-17,6.05,-0.25,-24.2
2009-06-18,6.06,-0.25,-24.24
2009-06-19,6.01,-0.25,-24.04
2009-06-22,5.66,-0.25,-22.64
2009-06-23,5.67,-0.25,-22.68
2009-06-24,5.77,-0.25,-23.08
2009-06-25,5.95,-0.25,-23.8
2009-06-26,6.01,-0.25,-24.04
2009-06-29,6.09,-0.25,-24.36
2009-06-30,5.9,-0.25,-23.6
2009-07-01,5.93,-0.25,-23.72
2009-07-02,5.78,-0.25,-23.12
2009-07-06,5.62,-0.25,-22.48
2009-07-07,5.36,-0.25,-21.44
2009-07-08,5.28,-0.25,-21.12
2009-07-09,5.37,-0.25,-21.48
2009-07-10,5.43,-0.25,-21.72
2009-07-13,5.55,-0.25,-22.2
2009-07-14,5.53,-0.25,-22.12
2009-07-15,5.77,-0.25,-23.08
2009-07-16,5.93,-0.25,-23.72
2009-07-17,5.92,-0.25,-23.68
2009-07-20,5.87,-0.25,-23.48
2009-07-21,6.0,-0.25,-24.0
2009-07-22,5.93,-0.25,-23.72
2009-07-23,6.14,-0.25,-24.56
2009-07-24,6.17,-0.25,-24.68
2009-07-27,6.14,-0.25,-24.56
2009-07-28,6.23,-0.25,-24.92
2009-07-29,6.23,-0.25,-24.92
2009-07-30,6.22,-0.25,-24.88
2009-07-31,5.9,-0.54,-10.925925925925926
2009-08-03,5.97,-0.54,-11.055555555555554
2009-08-04,5.95,-0.54,-11.018518518518517
2009-08-05,5.7,-0.54,-10.555555555555555
2009-08-06,5.81,-0.54,-10.759259259259258
2009-08-07,5.9,-0.54,-10.925925925925926
2009-08-10,5.73,-0.54,-10.61111111111111
2009-08-11,5.55,-0.54,-10.277777777777777
2009-08-12,5.78,-0.54,-10.703703703703704
2009-08-13,5.92,-0.54,-10.962962962962962
2009-08-14,5.85,-0.54,-10.833333333333332
2009-08-17,5.69,-0.54,-10.537037037037036
2009-08-18,5.79,-0.54,-10.722222222222221
2009-08-19,5.81,-0.54,-10.759259259259258
2009-08-20,5.87,-0.54,-10.87037037037037
2009-08-21,6.04,-0.54,-11.185185185185185
2009-08-24,5.98,-0.54,-11.074074074074074
2009-08-25,5.95,-0.54,-11.018518518518517
2009-08-26,5.94,-0.54,-11.0
2009-08-27,6.25,-0.54,-11.574074074074073
2009-08-28,6.38,-0.54,-11.814814814814813
2009-08-31,6.27,-0.54,-11.611111111111109
2009-09-01,6.09,-0.54,-11.277777777777777
2009-09-02,6.13,-0.54,-11.351851851851851
2009-09-03,6.15,-0.54,-11.38888888888889
2009-09-04,6.36,-0.54,-11.777777777777777
2009-09-08,6.37,-0.54,-11.796296296296296
2009-09-09,6.51,-0.54,-12.055555555555554
2009-09-10,6.91,-0.54,-12.796296296296296
2009-09-11,6.89,-0.54,-12.759259259259258
2009-09-14,7.09,-0.54,-13.129629629629628
2009-09-15,7.07,-0.54,-13.092592592592592
2009-09-16,7.14,-0.54,-13.222222222222221
2009-09-17,7.07,-0.54,-13.092592592592592
2009-09-18,7.18,-0.54,-13.296296296296294
2009-09-21,7.23,-0.54,-13.38888888888889
2009-09-22,7.32,-0.54,-13.555555555555555
2009-09-23,7.31,-0.54,-13.537037037037035
2009-09-24,7.2,-0.54,-13.333333333333332
2009-09-25,7.18,-0.54,-13.296296296296294
2009-09-28,7.37,-0.54,-13.648148148148147
2009-09-29,7.44,-0.54,-13.777777777777777
2009-09-30,7.34,-0.54,-13.592592592592592
2009-10-01,7.1,-0.54,-13.148148148148147
2009-10-02,6.98,-0.54,-12.925925925925926
2009-10-05,7.29,-0.54,-13.5
2009-10-06,7.59,-0.54,-14.055555555555554
2009-10-07,7.47,-0.54,-13.833333333333332
2009-10-08,7.57,-0.54,-14.018518518518517
2009-10-09,7.7,-0.54,-14.25925925925926
2009-10-12,7.64,-0.54,-14.148148148148147
2009-10-13,7.83,-0.54,-14.5
2009-10-14,8.08,-0.54,-14.962962962962962
2009-10-15,8.15,-0.54,-15.092592592592592
2009-10-16,8.04,-0.54,-14.888888888888886
2009-10-19,8.02,-0.54,-14.85185185185185
2009-10-20,7.77,-0.54,-14.388888888888888
2009-10-21,7.87,-0.54,-14.574074074074073
2009-10-22,7.8,-0.54,-14.444444444444443
2009-10-23,7.62,-0.54,-14.11111111111111
2009-10-26,7.6,-0.54,-14.074074074074073
2009-10-27,7.35,-0.54,-13.611111111111109
2009-10-28,7.03,-0.54,-13.018518518518517
2009-10-29,6.35,-0.54,-11.759259259259258
2009-10-30,6.11,-0.59,-10.355932203389832
2009-11-02,6.02,-0.59,-10.203389830508474
2009-11-03,5.86,-0.59,-9.932203389830509
2009-11-04,5.85,-0.59,-9.915254237288135
2009-11-05,6.0,-0.59,-10.16949152542373
2009-11-06,6.02,-0.59,-10.203389830508474
2009-11-09,5.9,-0.59,-10.000000000000002
2009-11-10,5.9,-0.59,-10.000000000000002
2009-11-11,5.81,-0.59,-9.847457627118644
2009-11-12,5.64,-0.59,-9.559322033898304
2009-11-13,5.72,-0.59,-9.694915254237289
2009-11-16,5.76,-0.59,-9.76271186440678
2009-11-17,6.19,-0.59,-10.491525423728815
2009-11-18,6.15,-0.59,-10.423728813559324
2009-11-19,6.02,-0.59,-10.203389830508474
2009-11-20,6.09,-0.59,-10.322033898305085
2009-11-23,6.11,-0.59,-10.355932203389832
2009-11-24,6.17,-0.59,-10.457627118644067
2009-11-25,6.27,-0.59,-10.627118644067796
2009-11-27,6.16,-0.59,-10.440677966101696
2009-11-30,6.0,-0.59,-10.16949152542373
2009-12-01,6.23,-0.59,-10.559322033898306
2009-12-02,6.29,-0.59,-10.661016949152543
2009-12-03,6.19,-0.59,-10.491525423728815
2009-12-04,6.33,-0.59,-10.728813559322035
2009-12-07,6.27,-0.59,-10.627118644067796
2009-12-08,6.12,-0.59,-10.372881355932204
2009-12-09,6.01,-0.59,-10.186440677966102
2009-12-10,6.09,-0.59,-10.322033898305085
2009-12-11,5.97,-0.59,-10.11864406779661
2009-12-14,5.95,-0.59,-10.084745762711865
2009-12-15,5.76,-0.59,-9.76271186440678
2009-12-16,5.91,-0.59,-10.016949152542374
2009-12-17,5.75,-0.59,-9.745762711864407
2009-12-18,5.88,-0.59,-9.966101694915254
2009-12-21,5.83,-0.59,-9.881355932203391
2009-12-22,5.86,-0.59,-9.932203389830509
2009-12-23,5.85,-0.59,-9.915254237288135
2009-12-24,6.02,-0.59,-10.203389830508474
2009-12-28,6.03,-0.59,-10.220338983050848
2009-12-29,6.05,-0.59,-10.254237288135593
2009-12-30,6.04,-0.59,-10.237288135593221
2009-12-31,5.99,-0.59,-10.152542372881356
2010-01-04,6.12,-0.59,-10.372881355932204
2010-01-05,6.06,-0.59,-10.271186440677965
2010-01-06,6.13,-0.59,-10.389830508474576
2010-01-07,6.25,-0.59,-10.593220338983052
2010-01-08,6.34,-0.59,-10.745762711864407
2010-01-11,6.34,-0.59,-10.745762711864407
2010-01-12,6.2,-0.59,-10.508474576271187
2010-01-13,6.39,-0.59,-10.830508474576272
2010-01-14,6.32,-0.59,-10.711864406779663
2010-01-15,6.22,-0.59,-10.542372881355933
2010-01-19,6.22,-0.59,-10.542372881355933
2010-01-20,6.18,-0.59,-10.474576271186441
2010-01-21,6.12,-0.59,-10.372881355932204
