date,LYB,LYB_EPS,PE Ratio
2013-03-15,64.01,1.12,57.151785714285715
2013-03-18,63.75,1.12,56.919642857142854
2013-03-19,64.01,1.12,57.151785714285715
2013-03-20,65.42,1.12,58.410714285714285
2013-03-21,64.41,1.12,57.50892857142856
2013-03-22,64.5,1.12,57.58928571428571
2013-03-25,63.35,1.12,56.56249999999999
2013-03-26,63.45,1.12,56.65178571428571
2013-03-27,63.37,1.12,56.58035714285713
2013-03-28,63.29,1.12,56.50892857142856
2013-04-01,61.75,1.12,55.13392857142857
2013-04-02,59.84,1.12,53.42857142857142
2013-04-03,58.65,1.12,52.36607142857142
2013-04-04,58.78,1.12,52.482142857142854
2013-04-05,58.98,1.12,52.66071428571428
2013-04-08,58.8,1.12,52.49999999999999
2013-04-09,60.22,1.12,53.76785714285714
2013-04-10,60.77,1.12,54.25892857142857
2013-04-11,61.38,1.12,54.80357142857142
2013-04-12,59.46,1.12,53.08928571428571
2013-04-15,55.51,1.12,49.56249999999999
2013-04-16,57.33,1.12,51.18749999999999
2013-04-17,56.1,1.12,50.08928571428571
2013-04-18,55.81,1.12,49.83035714285714
2013-04-19,57.86,1.12,51.66071428571428
2013-04-22,58.64,1.12,52.357142857142854
2013-04-23,59.34,1.12,52.982142857142854
2013-04-24,60.33,1.12,53.86607142857142
2013-04-25,60.92,1.12,54.39285714285714
2013-04-26,60.14,1.56,38.55128205128205
2013-04-29,61.46,1.56,39.3974358974359
2013-04-30,60.7,1.56,38.91025641025641
2013-05-01,57.54,1.56,36.88461538461538
2013-05-02,58.9,1.56,37.756410256410255
2013-05-03,60.95,1.56,39.07051282051282
2013-05-06,62.65,1.56,40.16025641025641
2013-05-07,63.28,1.56,40.56410256410256
2013-05-08,62.84,1.56,40.282051282051285
2013-05-09,61.47,1.56,39.40384615384615
2013-05-10,61.55,1.56,39.455128205128204
2013-05-13,62.3,1.56,39.93589743589743
2013-05-14,64.64,1.56,41.43589743589744
2013-05-15,64.68,1.56,41.46153846153847
2013-05-16,66.11,1.56,42.378205128205124
2013-05-17,67.32,1.56,43.153846153846146
2013-05-20,66.95,1.56,42.916666666666664
2013-05-21,65.85,1.56,42.21153846153846
2013-05-22,65.07,1.56,41.71153846153845
2013-05-23,65.83,1.56,42.19871794871795
2013-05-24,65.72,1.56,42.128205128205124
2013-05-28,67.18,1.56,43.06410256410257
2013-05-29,66.28,1.56,42.48717948717949
2013-05-30,66.79,1.56,42.81410256410257
2013-05-31,66.65,1.56,42.72435897435898
2013-06-03,67.31,1.56,43.1474358974359
2013-06-04,67.68,1.56,43.38461538461539
2013-06-05,65.68,1.56,42.1025641025641
2013-06-06,66.4,1.56,42.56410256410257
2013-06-07,64.87,1.56,41.583333333333336
2013-06-10,65.0,1.56,41.666666666666664
2013-06-11,64.19,1.56,41.1474358974359
2013-06-12,64.12,1.56,41.1025641025641
2013-06-13,66.59,1.56,42.68589743589744
2013-06-14,67.42,1.56,43.217948717948715
2013-06-17,68.14,1.56,43.679487179487175
2013-06-18,68.81,1.56,44.10897435897436
2013-06-19,68.61,1.56,43.980769230769226
2013-06-20,67.0,1.56,42.94871794871795
2013-06-21,66.75,1.56,42.78846153846154
2013-06-24,65.03,1.56,41.68589743589744
2013-06-25,66.46,1.56,42.602564102564095
2013-06-26,66.98,1.56,42.93589743589744
2013-06-27,67.5,1.56,43.26923076923077
2013-06-28,66.26,1.56,42.47435897435898
2013-07-01,66.28,1.56,42.48717948717949
2013-07-02,65.41,1.56,41.929487179487175
2013-07-03,66.5,1.56,42.628205128205124
2013-07-05,67.68,1.56,43.38461538461539
2013-07-08,68.3,1.56,43.78205128205128
2013-07-09,68.97,1.56,44.21153846153846
2013-07-10,69.81,1.56,44.75
2013-07-11,69.39,1.56,44.480769230769226
2013-07-12,70.0,1.56,44.87179487179487
2013-07-15,70.89,1.56,45.44230769230769
2013-07-16,69.26,1.56,44.3974358974359
2013-07-17,67.94,1.56,43.55128205128205
2013-07-18,67.54,1.56,43.294871794871796
2013-07-19,68.41,1.56,43.8525641025641
2013-07-22,68.46,1.56,43.88461538461538
2013-07-23,67.9,1.56,43.52564102564103
2013-07-24,67.42,1.56,43.217948717948715
2013-07-25,68.05,1.56,43.62179487179487
2013-07-26,67.4,1.62,41.60493827160494
2013-07-29,67.72,1.62,41.80246913580247
2013-07-30,68.92,1.62,42.54320987654321
2013-07-31,68.71,1.62,42.413580246913575
2013-08-01,67.99,1.62,41.96913580246913
2013-08-02,68.95,1.62,42.56172839506173
2013-08-05,69.47,1.62,42.882716049382715
2013-08-06,68.58,1.62,42.33333333333333
2013-08-07,67.99,1.62,41.96913580246913
2013-08-08,68.59,1.62,42.339506172839506
2013-08-09,68.7,1.62,42.407407407407405
2013-08-12,68.3,1.62,42.16049382716049
2013-08-13,70.08,1.62,43.25925925925925
2013-08-14,69.58,1.62,42.95061728395061
2013-08-15,68.34,1.62,42.18518518518518
2013-08-16,68.87,1.62,42.51234567901235
2013-08-19,68.52,1.62,42.29629629629629
2013-08-20,68.24,1.62,42.12345679012345
2013-08-21,67.75,1.62,41.82098765432099
2013-08-22,69.5,1.62,42.901234567901234
2013-08-23,70.12,1.62,43.28395061728395
2013-08-26,70.12,1.62,43.28395061728395
2013-08-27,68.79,1.62,42.46296296296296
2013-08-28,69.48,1.62,42.888888888888886
2013-08-29,70.3,1.62,43.395061728395056
2013-08-30,70.15,1.62,43.30246913580247
2013-09-03,70.47,1.62,43.49999999999999
2013-09-04,69.46,1.62,42.87654320987654
2013-09-05,70.34,1.62,43.41975308641975
2013-09-06,70.32,1.62,43.4074074074074
2013-09-09,70.74,1.62,43.66666666666666
2013-09-10,70.9,1.62,43.76543209876543
2013-09-11,70.73,1.62,43.660493827160494
2013-09-12,70.19,1.62,43.32716049382716
2013-09-13,71.0,1.62,43.82716049382716
2013-09-16,71.39,1.62,44.0679012345679
2013-09-17,72.68,1.62,44.864197530864196
2013-09-18,73.37,1.62,45.29012345679012
2013-09-19,73.79,1.62,45.54938271604939
2013-09-20,73.03,1.62,45.08024691358025
2013-09-23,72.63,1.62,44.83333333333333
2013-09-24,72.42,1.62,44.7037037037037
2013-09-25,72.92,1.62,45.01234567901234
2013-09-26,74.01,1.62,45.68518518518518
2013-09-27,73.39,1.62,45.30246913580247
2013-09-30,73.23,1.62,45.2037037037037
2013-10-01,74.11,1.62,45.74691358024691
2013-10-02,74.04,1.62,45.7037037037037
2013-10-03,73.98,1.62,45.666666666666664
2013-10-04,75.39,1.62,46.53703703703703
2013-10-07,74.58,1.62,46.03703703703703
2013-10-08,73.17,1.62,45.166666666666664
2013-10-09,72.73,1.62,44.89506172839506
2013-10-10,75.09,1.62,46.35185185185185
2013-10-11,75.97,1.62,46.895061728395056
2013-10-14,75.71,1.62,46.73456790123456
2013-10-15,75.19,1.62,46.413580246913575
2013-10-16,76.5,1.62,47.22222222222222
2013-10-17,77.57,1.62,47.88271604938271
2013-10-18,77.91,1.62,48.09259259259259
2013-10-21,78.36,1.62,48.37037037037037
2013-10-22,78.76,1.62,48.617283950617285
2013-10-23,78.67,1.62,48.56172839506173
2013-10-24,78.05,1.62,48.179012345679006
2013-10-25,77.1,1.62,47.59259259259259
2013-10-28,75.51,1.62,46.611111111111114
2013-10-29,75.56,1.51,50.03973509933775
2013-10-30,75.3,1.51,49.86754966887417
2013-10-31,74.6,1.51,49.40397350993377
2013-11-01,73.93,1.51,48.96026490066225
2013-11-04,74.49,1.51,49.33112582781457
2013-11-05,74.3,1.51,49.205298013245034
2013-11-06,75.17,1.51,49.78145695364238
2013-11-07,74.81,1.51,49.54304635761589
2013-11-08,75.39,1.51,49.9271523178808
2013-11-11,75.62,1.51,50.0794701986755
2013-11-12,75.33,1.51,49.88741721854304
2013-11-13,76.52,1.51,50.67549668874172
2013-11-14,78.26,1.51,51.82781456953643
2013-11-15,78.57,1.51,52.03311258278145
2013-11-18,78.47,1.51,51.966887417218544
2013-11-19,77.65,1.51,51.42384105960265
2013-11-20,77.51,1.51,51.331125827814574
2013-11-21,77.76,1.51,51.496688741721854
2013-11-22,79.29,1.51,52.509933774834444
2013-11-25,76.55,1.51,50.69536423841059
2013-11-26,76.34,1.51,50.55629139072848
2013-11-27,77.46,1.51,51.29801324503311
2013-11-29,77.18,1.51,51.11258278145696
2013-12-02,77.85,1.51,51.556291390728475
2013-12-03,77.12,1.51,51.07284768211921
2013-12-04,76.56,1.51,50.70198675496689
2013-12-05,75.15,1.51,49.76821192052981
2013-12-06,76.55,1.51,50.69536423841059
2013-12-09,76.8,1.51,50.86092715231788
2013-12-10,76.87,1.51,50.90728476821192
2013-12-11,75.55,1.51,50.033112582781456
2013-12-12,76.5,1.51,50.66225165562914
2013-12-13,76.19,1.51,50.45695364238411
2013-12-16,77.0,1.51,50.99337748344371
2013-12-17,77.63,1.51,51.41059602649006
2013-12-18,78.44,1.51,51.94701986754967
2013-12-19,77.96,1.51,51.62913907284768
2013-12-20,78.6,1.51,52.05298013245033
2013-12-23,78.08,1.51,51.70860927152318
2013-12-24,79.17,1.51,52.43046357615894
2013-12-26,79.33,1.51,52.5364238410596
2013-12-27,79.43,1.51,52.60264900662252
2013-12-30,79.45,1.51,52.6158940397351
2013-12-31,80.28,1.51,53.16556291390729
2014-01-02,78.78,1.51,52.17218543046358
2014-01-03,78.71,1.51,52.12582781456953
2014-01-06,77.97,1.51,51.63576158940397
2014-01-07,78.94,1.51,52.27814569536424
2014-01-08,79.73,1.51,52.801324503311264
2014-01-09,80.48,1.51,53.29801324503312
2014-01-10,80.35,1.51,53.21192052980132
2014-01-13,79.82,1.51,52.86092715231788
2014-01-14,81.81,1.51,54.17880794701987
2014-01-15,82.75,1.51,54.80132450331126
2014-01-16,82.22,1.51,54.450331125827816
2014-01-17,81.4,1.51,53.90728476821192
2014-01-21,80.95,1.51,53.60927152317881
2014-01-22,80.22,1.51,53.12582781456953
2014-01-23,77.76,1.51,51.496688741721854
2014-01-24,75.92,1.51,50.27814569536424
2014-01-27,75.74,1.51,50.15894039735099
2014-01-28,76.69,1.51,50.788079470198674
2014-01-29,76.66,1.51,50.7682119205298
2014-01-30,78.06,1.51,51.6953642384106
2014-01-31,78.76,1.51,52.158940397350996
2014-02-03,77.21,1.51,51.132450331125824
2014-02-04,78.04,1.51,51.682119205298015
2014-02-05,77.61,1.51,51.39735099337748
2014-02-06,79.12,1.51,52.397350993377486
2014-02-07,80.83,1.51,53.52980132450331
2014-02-10,80.96,1.51,53.615894039735096
2014-02-11,81.68,1.51,54.092715231788084
2014-02-12,82.62,1.51,54.71523178807947
2014-02-13,83.37,1.51,55.211920529801326
2014-02-14,84.47,1.51,55.94039735099338
2014-02-18,85.33,1.51,56.50993377483444
2014-02-19,84.28,1.51,55.81456953642384
2014-02-20,85.8,2.11,40.66350710900474
2014-02-21,85.65,2.11,40.59241706161138
2014-02-24,85.97,2.11,40.74407582938389
2014-02-25,86.3,2.11,40.90047393364929
2014-02-26,87.42,2.11,41.43127962085308
2014-02-27,87.87,2.11,41.64454976303318
2014-02-28,88.08,2.11,41.74407582938389
2014-03-03,88.47,2.11,41.92890995260664
2014-03-04,89.68,2.11,42.50236966824645
2014-03-05,90.1,2.11,42.70142180094787
2014-03-06,91.06,2.11,43.156398104265406
2014-03-07,90.9,2.11,43.080568720379155
2014-03-10,91.03,2.11,43.14218009478673
2014-03-11,90.44,2.11,42.862559241706165
2014-03-12,90.16,2.11,42.72985781990521
2014-03-13,89.03,2.11,42.194312796208536
2014-03-14,88.92,2.11,42.14218009478673
2014-03-17,90.6,2.11,42.93838862559242
2014-03-18,90.7,2.11,42.98578199052133
2014-03-19,89.7,2.11,42.51184834123223
2014-03-20,90.26,2.11,42.77725118483413
2014-03-21,90.04,2.11,42.672985781990526
2014-03-24,89.57,2.11,42.45023696682465
2014-03-25,90.57,2.11,42.92417061611374
2014-03-26,89.88,2.11,42.59715639810427
2014-03-27,87.36,2.11,41.40284360189574
2014-03-28,88.38,2.11,41.88625592417062
2014-03-31,88.94,2.11,42.15165876777251
2014-04-01,88.77,2.11,42.07109004739336
2014-04-02,90.27,2.11,42.78199052132702
2014-04-03,90.46,2.11,42.872037914691944
2014-04-04,89.03,2.11,42.194312796208536
2014-04-07,87.12,2.11,41.28909952606636
2014-04-08,87.04,2.11,41.25118483412323
2014-04-09,88.54,2.11,41.96208530805688
2014-04-10,87.38,2.11,41.41232227488152
2014-04-11,87.11,2.11,41.28436018957346
2014-04-14,88.15,2.11,41.77725118483413
2014-04-15,89.55,2.11,42.44075829383886
2014-04-16,91.46,2.11,43.345971563981045
2014-04-17,92.11,2.11,43.65402843601896
2014-04-21,92.24,2.11,43.71563981042654
2014-04-22,93.27,2.11,44.203791469194314
2014-04-23,92.3,2.11,43.74407582938389
2014-04-24,91.48,2.11,43.35545023696683
2014-04-25,91.05,2.11,43.15165876777251
2014-04-28,90.74,2.11,43.00473933649289
2014-04-29,90.97,1.73,52.58381502890173
2014-04-30,92.5,1.73,53.46820809248555
2014-05-01,92.42,1.73,53.421965317919074
2014-05-02,92.4,1.73,53.41040462427746
2014-05-05,93.66,1.73,54.13872832369942
2014-05-06,94.05,1.73,54.36416184971098
2014-05-07,95.77,1.73,55.35838150289017
2014-05-08,94.45,1.73,54.59537572254335
2014-05-09,95.45,1.73,55.17341040462428
2014-05-12,96.28,1.73,55.653179190751445
2014-05-13,95.99,1.73,55.48554913294797
2014-05-14,96.57,1.73,55.82080924855491
2014-05-15,95.24,1.73,55.05202312138728
2014-05-16,96.14,1.73,55.57225433526012
2014-05-19,96.8,1.73,55.95375722543353
2014-05-20,97.0,1.73,56.06936416184971
2014-05-21,98.16,1.73,56.73988439306358
2014-05-22,97.7,1.73,56.47398843930636
2014-05-23,98.78,1.73,57.09826589595376
2014-05-27,98.47,1.73,56.91907514450867
2014-05-28,98.99,1.73,57.21965317919075
2014-05-29,100.35,1.73,58.005780346820806
2014-05-30,99.57,1.73,57.554913294797686
2014-06-02,100.2,1.73,57.919075144508675
2014-06-03,99.89,1.73,57.73988439306358
2014-06-04,100.13,1.73,57.878612716763
2014-06-05,99.04,1.73,57.248554913294804
2014-06-06,99.0,1.73,57.225433526011564
2014-06-09,98.92,1.73,57.17919075144509
2014-06-10,99.95,1.73,57.77456647398844
2014-06-11,99.2,1.73,57.34104046242775
2014-06-12,99.26,1.73,57.3757225433526
2014-06-13,98.96,1.73,57.202312138728324
2014-06-16,98.87,1.73,57.150289017341045
2014-06-17,98.78,1.73,57.09826589595376
2014-06-18,98.97,1.73,57.20809248554913
2014-06-19,98.8,1.73,57.10982658959537
2014-06-20,100.15,1.73,57.89017341040463
2014-06-23,100.72,1.73,58.21965317919075
2014-06-24,100.1,1.73,57.861271676300575
2014-06-25,98.58,1.73,56.982658959537574
2014-06-26,98.5,1.73,56.9364161849711
2014-06-27,96.87,1.73,55.994219653179194
2014-06-30,97.65,1.73,56.445086705202314
2014-07-01,98.52,1.73,56.947976878612714
2014-07-02,98.75,1.73,57.08092485549133
2014-07-03,99.67,1.73,57.61271676300578
2014-07-07,98.34,1.73,56.843930635838156
2014-07-08,97.68,1.73,56.46242774566475
2014-07-09,98.82,1.73,57.12138728323699
2014-07-10,98.49,1.73,56.93063583815029
2014-07-11,99.16,1.73,57.31791907514451
2014-07-14,98.99,1.73,57.21965317919075
2014-07-15,98.47,1.73,56.91907514450867
2014-07-16,99.45,1.73,57.48554913294798
2014-07-17,99.53,1.73,57.53179190751445
2014-07-18,101.03,1.73,58.39884393063584
2014-07-21,101.22,1.73,58.50867052023121
2014-07-22,102.15,1.73,59.04624277456648
2014-07-23,102.5,1.73,59.2485549132948
2014-07-24,102.42,1.73,59.202312138728324
2014-07-25,107.49,2.24,47.98660714285714
2014-07-28,109.65,2.24,48.950892857142854
2014-07-29,108.29,2.24,48.34375
2014-07-30,108.18,2.24,48.294642857142854
2014-07-31,106.25,2.24,47.43303571428571
2014-08-01,106.55,2.24,47.56696428571428
2014-08-04,108.64,2.24,48.49999999999999
2014-08-05,107.36,2.24,47.92857142857142
2014-08-06,108.99,2.24,48.65624999999999
2014-08-07,107.93,2.24,48.183035714285715
2014-08-08,108.37,2.24,48.379464285714285
2014-08-11,108.28,2.24,48.33928571428571
2014-08-12,108.89,2.24,48.61160714285714
2014-08-13,109.85,2.24,49.04017857142856
2014-08-14,109.79,2.24,49.013392857142854
2014-08-15,110.6,2.24,49.37499999999999
2014-08-18,111.16,2.24,49.62499999999999
2014-08-19,112.2,2.24,50.08928571428571
2014-08-20,112.17,2.24,50.075892857142854
2014-08-21,112.3,2.24,50.13392857142856
2014-08-22,112.14,2.24,50.06249999999999
2014-08-25,112.95,2.24,50.42410714285714
2014-08-26,112.6,2.24,50.26785714285714
2014-08-27,113.6,2.24,50.71428571428571
2014-08-28,113.48,2.24,50.660714285714285
2014-08-29,114.35,2.24,51.04910714285714
2014-09-02,114.19,2.24,50.97767857142856
2014-09-03,114.23,2.24,50.99553571428571
2014-09-04,113.84,2.24,50.82142857142857
2014-09-05,114.59,2.24,51.15625
2014-09-08,114.0,2.24,50.89285714285714
2014-09-09,113.03,2.24,50.45982142857142
2014-09-10,113.45,2.24,50.64732142857142
2014-09-11,113.23,2.24,50.54910714285714
2014-09-12,111.68,2.24,49.857142857142854
2014-09-15,111.86,2.24,49.93749999999999
2014-09-16,111.56,2.24,49.80357142857142
2014-09-17,111.58,2.24,49.81249999999999
2014-09-18,113.75,2.24,50.78124999999999
2014-09-19,114.0,2.24,50.89285714285714
2014-09-22,112.61,2.24,50.27232142857142
2014-09-23,110.31,2.24,49.24553571428571
2014-09-24,111.95,2.24,49.97767857142857
2014-09-25,110.06,2.24,49.13392857142857
2014-09-26,113.25,2.24,50.55803571428571
2014-09-29,113.3,2.24,50.58035714285714
2014-09-30,108.66,2.24,48.50892857142856
2014-10-01,105.0,2.24,46.87499999999999
2014-10-02,103.0,2.24,45.982142857142854
2014-10-03,101.72,2.24,45.41071428571428
2014-10-06,101.89,2.24,45.48660714285714
2014-10-07,99.33,2.24,44.34374999999999
2014-10-08,102.58,2.24,45.794642857142854
2014-10-09,99.18,2.24,44.276785714285715
2014-10-10,95.04,2.24,42.42857142857143
2014-10-13,86.59,2.24,38.65625
2014-10-14,85.39,2.24,38.12053571428571
2014-10-15,85.93,2.24,38.36160714285714
2014-10-16,89.33,2.24,39.879464285714285
2014-10-17,89.63,2.24,40.013392857142854
2014-10-20,92.02,2.24,41.08035714285714
2014-10-21,95.19,2.24,42.49553571428571
2014-10-22,93.48,2.24,41.732142857142854
2014-10-23,94.33,2.24,42.11160714285714
2014-10-24,92.39,2.44,37.864754098360656
2014-10-27,87.19,2.44,35.73360655737705
2014-10-28,89.23,2.44,36.56967213114754
2014-10-29,90.79,2.44,37.209016393442624
2014-10-30,91.01,2.44,37.299180327868854
2014-10-31,91.63,2.44,37.55327868852459
2014-11-03,89.22,2.44,36.5655737704918
2014-11-04,84.07,2.44,34.454918032786885
2014-11-05,85.25,2.44,34.93852459016394
2014-11-06,86.3,2.44,35.368852459016395
2014-11-07,87.46,2.44,35.84426229508197
2014-11-10,88.03,2.44,36.07786885245902
2014-11-11,88.54,2.44,36.286885245901644
2014-11-12,88.59,2.44,36.30737704918033
2014-11-13,87.94,2.44,36.040983606557376
2014-11-14,88.33,2.44,36.200819672131146
2014-11-17,87.7,2.44,35.942622950819676
2014-11-18,89.04,2.44,36.49180327868853
2014-11-19,89.35,2.44,36.618852459016395
2014-11-20,90.42,2.44,37.05737704918033
2014-11-21,91.2,2.44,37.37704918032787
2014-11-24,90.56,2.44,37.114754098360656
2014-11-25,90.65,2.44,37.1516393442623
2014-11-26,89.54,2.44,36.696721311475414
2014-11-28,78.86,2.44,32.31967213114754
2014-12-01,76.81,2.44,31.479508196721312
2014-12-02,77.03,2.44,31.56967213114754
2014-12-03,78.72,2.44,32.26229508196721
2014-12-04,81.14,2.44,33.25409836065574
2014-12-05,80.77,2.44,33.10245901639344
2014-12-08,77.7,2.44,31.84426229508197
2014-12-09,78.69,2.44,32.25
2014-12-10,74.62,2.44,30.581967213114755
2014-12-11,75.3,2.44,30.860655737704917
2014-12-12,70.61,2.44,28.938524590163937
2014-12-15,70.67,2.44,28.963114754098363
2014-12-16,71.55,2.44,29.323770491803277
2014-12-17,75.6,2.44,30.983606557377048
2014-12-18,79.26,2.44,32.48360655737705
2014-12-19,82.0,2.44,33.60655737704918
2014-12-22,81.11,2.44,33.24180327868852
2014-12-23,82.2,2.44,33.68852459016394
2014-12-24,81.31,2.44,33.32377049180328
2014-12-26,80.98,2.44,33.18852459016394
2014-12-29,80.73,2.44,33.0860655737705
2014-12-30,80.6,2.44,33.0327868852459
2014-12-31,79.39,2.44,32.536885245901644
2015-01-02,80.07,2.44,32.8155737704918
2015-01-05,76.04,2.44,31.16393442622951
2015-01-06,74.43,2.44,30.504098360655743
2015-01-07,75.21,2.44,30.823770491803277
2015-01-08,78.22,2.44,32.05737704918033
2015-01-09,78.98,2.44,32.368852459016395
2015-01-12,76.15,2.44,31.209016393442624
2015-01-13,75.3,2.44,30.860655737704917
2015-01-14,74.36,2.44,30.475409836065573
2015-01-15,75.27,2.44,30.848360655737704
2015-01-16,79.84,2.44,32.72131147540984
2015-01-20,77.94,2.44,31.942622950819672
2015-01-21,81.38,2.44,33.35245901639344
2015-01-22,81.41,2.44,33.364754098360656
2015-01-23,80.8,2.44,33.114754098360656
2015-01-26,79.27,2.44,32.48770491803278
2015-01-27,78.67,2.44,32.24180327868853
2015-01-28,76.46,2.44,31.33606557377049
2015-01-29,77.77,2.44,31.87295081967213
2015-01-30,79.09,2.44,32.41393442622951
2015-02-02,82.0,2.44,33.60655737704918
2015-02-03,86.9,2.44,35.614754098360656
2015-02-04,85.35,2.44,34.97950819672131
2015-02-05,87.65,2.44,35.92213114754099
2015-02-06,86.82,2.44,35.58196721311475
2015-02-09,88.34,2.44,36.204918032786885
2015-02-10,88.21,2.44,36.15163934426229
2015-02-11,87.18,2.44,35.72950819672131
2015-02-12,89.8,2.44,36.80327868852459
2015-02-13,89.99,2.44,36.881147540983605
2015-02-17,89.94,1.62,55.51851851851851
2015-02-18,89.49,1.62,55.24074074074073
2015-02-19,91.24,1.62,56.32098765432098
2015-02-20,90.47,1.62,55.84567901234568
2015-02-23,91.55,1.62,56.51234567901234
2015-02-24,91.32,1.62,56.37037037037036
2015-02-25,89.59,1.62,55.30246913580247
2015-02-26,86.75,1.62,53.54938271604938
2015-02-27,85.91,1.62,53.03086419753086
2015-03-02,86.1,1.62,53.14814814814814
2015-03-03,86.49,1.62,53.388888888888886
2015-03-04,87.24,1.62,53.85185185185185
2015-03-05,87.98,1.62,54.30864197530864
2015-03-06,87.4,1.62,53.95061728395062
2015-03-09,87.6,1.62,54.07407407407407
2015-03-10,84.38,1.62,52.08641975308641
2015-03-11,85.11,1.62,52.53703703703703
2015-03-12,86.02,1.62,53.09876543209876
2015-03-13,83.72,1.62,51.679012345679006
2015-03-16,85.27,1.62,52.6358024691358
2015-03-17,82.66,1.62,51.02469135802468
2015-03-18,86.81,1.62,53.58641975308642
2015-03-19,85.02,1.62,52.481481481481474
2015-03-20,85.53,1.62,52.79629629629629
2015-03-23,86.38,1.62,53.32098765432098
2015-03-24,86.04,1.62,53.111111111111114
2015-03-25,85.4,1.62,52.71604938271605
2015-03-26,87.86,1.62,54.23456790123456
2015-03-27,86.56,1.62,53.432098765432094
2015-03-30,87.77,1.62,54.179012345679006
2015-03-31,87.8,1.62,54.197530864197525
2015-04-01,88.63,1.62,54.70987654320987
2015-04-02,87.98,1.62,54.30864197530864
2015-04-06,90.95,1.62,56.141975308641975
2015-04-07,91.83,1.62,56.68518518518518
2015-04-08,91.26,1.62,56.333333333333336
2015-04-09,90.74,1.62,56.01234567901234
2015-04-10,91.41,1.62,56.42592592592592
2015-04-13,91.1,1.62,56.23456790123456
2015-04-14,93.3,1.62,57.59259259259259
2015-04-15,96.52,1.62,59.58024691358024
2015-04-16,95.91,1.62,59.203703703703695
2015-04-17,95.65,1.62,59.04320987654321
2015-04-20,96.35,1.62,59.4753086419753
2015-04-21,96.55,1.62,59.59876543209876
2015-04-22,97.11,1.62,59.94444444444444
2015-04-23,97.57,1.62,60.228395061728385
2015-04-24,100.83,2.42,41.66528925619835
2015-04-27,103.53,2.42,42.78099173553719
2015-04-28,104.14,2.42,43.03305785123967
2015-04-29,104.45,2.42,43.16115702479339
2015-04-30,103.52,2.42,42.77685950413223
2015-05-01,104.5,2.42,43.18181818181818
2015-05-04,103.87,2.42,42.921487603305785
2015-05-05,102.97,2.42,42.549586776859506
2015-05-06,103.26,2.42,42.66942148760331
2015-05-07,101.79,2.42,42.061983471074385
2015-05-08,103.83,2.42,42.904958677685954
2015-05-11,103.42,2.42,42.735537190082646
2015-05-12,103.23,2.42,42.65702479338843
2015-05-13,104.4,2.42,43.1404958677686
2015-05-14,104.21,2.42,43.06198347107438
2015-05-15,104.74,2.42,43.28099173553719
2015-05-18,104.4,2.42,43.1404958677686
2015-05-19,101.23,2.42,41.8305785123967
2015-05-20,101.81,2.42,42.070247933884296
2015-05-21,103.42,2.42,42.735537190082646
2015-05-22,102.9,2.42,42.5206611570248
2015-05-26,100.62,2.42,41.578512396694215
2015-05-27,101.34,2.42,41.876033057851245
2015-05-28,101.46,2.42,41.925619834710744
2015-05-29,101.1,2.42,41.77685950413223
2015-06-01,101.43,2.42,41.91322314049587
2015-06-02,102.32,2.42,42.280991735537185
2015-06-03,102.78,2.42,42.47107438016529
2015-06-04,99.48,2.42,41.10743801652893
2015-06-05,99.68,2.42,41.190082644628106
2015-06-08,99.48,2.42,41.10743801652893
2015-06-09,101.83,2.42,42.078512396694215
2015-06-10,104.06,2.42,43.0
2015-06-11,104.32,2.42,43.107438016528924
2015-06-12,104.28,2.42,43.09090909090909
2015-06-15,103.87,2.42,42.921487603305785
2015-06-16,104.67,2.42,43.25206611570248
2015-06-17,103.64,2.42,42.82644628099174
2015-06-18,104.82,2.42,43.31404958677686
2015-06-19,103.94,2.42,42.950413223140494
2015-06-22,104.96,2.42,43.37190082644628
2015-06-23,104.45,2.42,43.16115702479339
2015-06-24,104.81,2.42,43.3099173553719
2015-06-25,106.13,2.42,43.85537190082645
2015-06-26,104.63,2.42,43.235537190082646
2015-06-29,101.62,2.42,41.99173553719009
2015-06-30,103.52,2.42,42.77685950413223
2015-07-01,101.06,2.42,41.7603305785124
2015-07-02,101.65,2.42,42.00413223140496
2015-07-06,98.75,2.42,40.80578512396694
2015-07-07,97.62,2.42,40.33884297520662
2015-07-08,95.07,2.42,39.285123966942145
2015-07-09,97.31,2.42,40.210743801652896
2015-07-10,98.38,2.42,40.65289256198347
2015-07-13,99.45,2.42,41.09504132231405
2015-07-14,101.12,2.42,41.78512396694215
2015-07-15,100.3,2.42,41.446280991735534
2015-07-16,100.75,2.42,41.63223140495868
2015-07-17,97.5,2.42,40.28925619834711
2015-07-20,96.23,2.42,39.76446280991736
2015-07-21,96.06,2.42,39.69421487603306
2015-07-22,95.71,2.42,39.549586776859506
2015-07-23,93.8,2.42,38.760330578512395
2015-07-24,90.37,2.42,37.34297520661158
2015-07-27,89.85,2.42,37.128099173553714
2015-07-28,92.46,2.82,32.787234042553195
2015-07-29,93.76,2.82,33.24822695035461
2015-07-30,94.15,2.82,33.38652482269504
2015-07-31,93.83,2.82,33.273049645390074
2015-08-03,90.07,2.82,31.93971631205674
2015-08-04,91.56,2.82,32.46808510638298
2015-08-05,91.64,2.82,32.49645390070922
2015-08-06,90.18,2.82,31.978723404255323
2015-08-07,86.99,2.82,30.847517730496453
2015-08-10,91.42,2.82,32.41843971631206
2015-08-11,89.36,2.82,31.68794326241135
2015-08-12,89.38,2.82,31.69503546099291
