date,MCHP,MCHP_EPS,PE Ratio
2009-06-23,21.4,1.36,15.735294117647056
2009-06-24,21.78,1.36,16.014705882352942
2009-06-25,22.27,1.36,16.375
2009-06-26,22.41,1.36,16.477941176470587
2009-06-29,22.57,1.36,16.595588235294116
2009-06-30,22.55,1.36,16.580882352941178
2009-07-01,22.76,1.36,16.735294117647058
2009-07-02,22.81,1.36,16.77205882352941
2009-07-06,22.62,1.36,16.63235294117647
2009-07-07,21.89,1.36,16.095588235294116
2009-07-08,21.84,1.36,16.058823529411764
2009-07-09,22.38,1.36,16.455882352941174
2009-07-10,22.73,1.36,16.713235294117645
2009-07-13,23.13,1.36,17.007352941176467
2009-07-14,23.65,1.36,17.38970588235294
2009-07-15,24.41,1.36,17.948529411764703
2009-07-16,24.99,1.36,18.374999999999996
2009-07-17,25.7,1.36,18.89705882352941
2009-07-20,26.06,1.36,19.16176470588235
2009-07-21,25.88,1.36,19.02941176470588
2009-07-22,26.47,1.36,19.463235294117645
2009-07-23,26.88,1.36,19.76470588235294
2009-07-24,27.03,1.36,19.875
2009-07-27,27.06,1.36,19.89705882352941
2009-07-28,27.07,1.36,19.90441176470588
2009-07-29,27.01,1.36,19.860294117647058
2009-07-30,26.95,1.36,19.816176470588232
2009-07-31,26.93,1.36,19.801470588235293
2009-08-03,27.25,1.36,20.03676470588235
2009-08-04,27.18,1.36,19.985294117647058
2009-08-05,27.42,1.36,20.16176470588235
2009-08-06,26.72,1.36,19.64705882352941
2009-08-07,26.43,1.36,19.433823529411764
2009-08-10,26.61,0.15,177.4
2009-08-11,26.31,0.15,175.4
2009-08-12,26.81,0.15,178.73333333333332
2009-08-13,27.41,0.15,182.73333333333335
2009-08-14,27.03,0.15,180.20000000000002
2009-08-17,26.43,0.15,176.20000000000002
2009-08-18,26.56,0.15,177.06666666666666
2009-08-19,26.59,0.15,177.26666666666668
2009-08-20,26.58,0.15,177.2
2009-08-21,26.73,0.15,178.20000000000002
2009-08-24,26.41,0.15,176.06666666666666
2009-08-25,26.24,0.15,174.93333333333334
2009-08-26,26.45,0.15,176.33333333333334
2009-08-27,26.42,0.15,176.13333333333335
2009-08-28,26.86,0.15,179.06666666666666
2009-08-31,26.55,0.15,177.0
2009-09-01,25.8,0.15,172.0
2009-09-02,25.63,0.15,170.86666666666667
2009-09-03,26.24,0.15,174.93333333333334
2009-09-04,26.72,0.15,178.13333333333333
2009-09-08,27.08,0.15,180.53333333333333
2009-09-09,27.61,0.15,184.06666666666666
2009-09-10,27.97,0.15,186.46666666666667
2009-09-11,27.44,0.15,182.93333333333334
2009-09-14,27.37,0.15,182.46666666666667
2009-09-15,27.48,0.15,183.20000000000002
2009-09-16,27.4,0.15,182.66666666666666
2009-09-17,27.03,0.15,180.20000000000002
2009-09-18,27.11,0.15,180.73333333333335
2009-09-21,27.18,0.15,181.20000000000002
2009-09-22,27.5,0.15,183.33333333333334
2009-09-23,27.48,0.15,183.20000000000002
2009-09-24,26.24,0.15,174.93333333333334
2009-09-25,26.29,0.15,175.26666666666668
2009-09-28,26.78,0.15,178.53333333333336
2009-09-29,26.32,0.15,175.46666666666667
2009-09-30,26.5,0.15,176.66666666666669
2009-10-01,25.24,0.15,168.26666666666665
2009-10-02,25.0,0.15,166.66666666666669
2009-10-05,25.3,0.15,168.66666666666669
2009-10-06,25.49,0.15,169.93333333333334
2009-10-07,25.55,0.15,170.33333333333334
2009-10-08,25.53,0.15,170.20000000000002
2009-10-09,26.16,0.15,174.4
2009-10-12,26.35,0.15,175.66666666666669
2009-10-13,26.11,0.15,174.06666666666666
2009-10-14,27.04,0.15,180.26666666666668
2009-10-15,26.44,0.15,176.26666666666668
2009-10-16,26.1,0.15,174.00000000000003
2009-10-19,26.43,0.15,176.20000000000002
2009-10-20,26.23,0.15,174.86666666666667
2009-10-21,25.7,0.15,171.33333333333334
2009-10-22,25.83,0.15,172.2
2009-10-23,25.29,0.15,168.6
2009-10-26,25.05,0.15,167.0
2009-10-27,24.77,0.15,165.13333333333333
2009-10-28,24.36,0.15,162.4
2009-10-29,24.87,0.15,165.8
2009-10-30,23.96,0.15,159.73333333333335
2009-11-02,24.09,0.15,160.6
2009-11-03,24.15,0.15,161.0
2009-11-04,24.41,0.15,162.73333333333335
2009-11-05,25.37,0.15,169.13333333333335
2009-11-06,25.59,0.39,65.61538461538461
2009-11-09,26.08,0.39,66.87179487179486
2009-11-10,26.22,0.39,67.23076923076923
2009-11-11,26.71,0.39,68.48717948717949
2009-11-12,26.5,0.39,67.94871794871794
2009-11-13,26.76,0.39,68.61538461538461
2009-11-16,26.89,0.39,68.94871794871794
2009-11-17,27.11,0.39,69.51282051282051
2009-11-18,26.77,0.39,68.64102564102564
2009-11-19,25.69,0.39,65.87179487179488
2009-11-20,25.53,0.39,65.46153846153847
2009-11-23,25.86,0.39,66.3076923076923
2009-11-24,26.47,0.39,67.87179487179486
2009-11-25,26.41,0.39,67.71794871794872
2009-11-27,26.05,0.39,66.7948717948718
2009-11-30,26.24,0.39,67.28205128205127
2009-12-01,26.83,0.39,68.79487179487178
2009-12-02,27.17,0.39,69.66666666666667
2009-12-03,27.67,0.39,70.94871794871796
2009-12-04,27.77,0.39,71.2051282051282
2009-12-07,27.77,0.39,71.2051282051282
2009-12-08,27.81,0.39,71.3076923076923
2009-12-09,28.0,0.39,71.7948717948718
2009-12-10,28.31,0.39,72.58974358974358
2009-12-11,28.25,0.39,72.43589743589743
2009-12-14,28.68,0.39,73.53846153846153
2009-12-15,28.51,0.39,73.1025641025641
2009-12-16,28.81,0.39,73.87179487179486
2009-12-17,28.41,0.39,72.84615384615384
2009-12-18,28.42,0.39,72.87179487179488
2009-12-21,28.84,0.39,73.94871794871794
2009-12-22,28.96,0.39,74.25641025641026
2009-12-23,29.08,0.39,74.56410256410255
2009-12-24,29.25,0.39,75.0
2009-12-28,29.14,0.39,74.71794871794872
2009-12-29,29.02,0.39,74.41025641025641
2009-12-30,29.44,0.39,75.48717948717949
2009-12-31,29.05,0.39,74.48717948717949
2010-01-04,29.18,0.39,74.82051282051282
2010-01-05,28.72,0.39,73.64102564102564
2010-01-06,28.48,0.39,73.02564102564102
2010-01-07,28.33,0.39,72.64102564102564
2010-01-08,28.5,0.39,73.07692307692308
2010-01-11,28.46,0.39,72.97435897435898
2010-01-12,27.99,0.39,71.76923076923076
2010-01-13,28.23,0.39,72.38461538461539
2010-01-14,28.03,0.39,71.87179487179488
2010-01-15,27.39,0.39,70.23076923076923
2010-01-19,27.76,0.39,71.17948717948718
2010-01-20,27.5,0.39,70.51282051282051
2010-01-21,27.23,0.39,69.82051282051282
2010-01-22,26.21,0.39,67.2051282051282
2010-01-25,26.44,0.39,67.7948717948718
2010-01-26,26.43,0.39,67.76923076923076
2010-01-27,26.64,0.39,68.3076923076923
2010-01-28,26.39,0.39,67.66666666666667
2010-01-29,25.81,0.39,66.17948717948717
2010-02-01,26.51,0.39,67.97435897435898
2010-02-02,26.56,0.39,68.1025641025641
2010-02-03,26.92,0.39,69.02564102564102
2010-02-04,25.95,0.39,66.53846153846153
2010-02-05,26.28,0.39,67.38461538461539
2010-02-08,26.28,0.39,67.38461538461539
2010-02-09,26.41,0.77,34.298701298701296
2010-02-10,26.66,0.77,34.62337662337662
2010-02-11,27.19,0.77,35.311688311688314
2010-02-12,27.23,0.77,35.36363636363637
2010-02-16,27.2,0.77,35.324675324675326
2010-02-17,27.06,0.77,35.14285714285714
2010-02-18,27.27,0.77,35.41558441558441
2010-02-19,27.41,0.77,35.5974025974026
2010-02-22,27.08,0.77,35.16883116883117
2010-02-23,26.88,0.77,34.90909090909091
2010-02-24,27.29,0.77,35.44155844155844
2010-02-25,27.12,0.77,35.22077922077922
2010-02-26,27.06,0.77,35.14285714285714
2010-03-01,27.49,0.77,35.7012987012987
2010-03-02,27.29,0.77,35.44155844155844
2010-03-03,27.01,0.77,35.07792207792208
2010-03-04,27.0,0.77,35.064935064935064
2010-03-05,27.26,0.77,35.4025974025974
2010-03-08,27.09,0.77,35.18181818181818
2010-03-09,26.92,0.77,34.96103896103896
2010-03-10,27.28,0.77,35.42857142857143
2010-03-11,27.51,0.77,35.72727272727273
2010-03-12,28.23,0.77,36.66233766233766
2010-03-15,27.84,0.77,36.15584415584416
2010-03-16,28.35,0.77,36.81818181818182
2010-03-17,28.61,0.77,37.15584415584416
2010-03-18,28.47,0.77,36.97402597402597
2010-03-19,28.25,0.77,36.688311688311686
2010-03-22,28.79,0.77,37.38961038961039
2010-03-23,29.07,0.77,37.75324675324675
2010-03-24,28.56,0.77,37.090909090909086
2010-03-25,28.5,0.77,37.01298701298701
2010-03-26,28.43,0.77,36.92207792207792
2010-03-29,28.56,0.77,37.090909090909086
2010-03-30,28.43,0.77,36.92207792207792
2010-03-31,28.16,0.77,36.57142857142857
2010-04-01,28.39,0.77,36.87012987012987
2010-04-05,28.67,0.77,37.23376623376623
2010-04-06,28.69,0.77,37.25974025974026
2010-04-07,28.71,0.77,37.285714285714285
2010-04-08,28.46,0.77,36.96103896103896
2010-04-09,28.64,0.77,37.19480519480519
2010-04-12,28.73,0.77,37.311688311688314
2010-04-13,29.1,0.77,37.79220779220779
2010-04-14,30.4,0.77,39.480519480519476
2010-04-15,30.27,0.77,39.31168831168831
2010-04-16,30.14,0.77,39.142857142857146
2010-04-19,29.88,0.77,38.8051948051948
2010-04-20,30.55,0.77,39.675324675324674
2010-04-21,30.14,0.77,39.142857142857146
2010-04-22,30.48,0.77,39.58441558441558
2010-04-23,30.6,0.77,39.74025974025974
2010-04-26,30.62,0.77,39.76623376623377
2010-04-27,29.71,0.77,38.58441558441559
2010-04-28,29.99,0.77,38.94805194805195
2010-04-29,30.34,0.77,39.4025974025974
2010-04-30,29.21,0.77,37.935064935064936
2010-05-03,29.67,0.77,38.532467532467535
2010-05-04,28.83,0.77,37.44155844155844
2010-05-05,28.99,0.77,37.649350649350644
2010-05-06,27.91,0.77,36.246753246753244
2010-05-07,27.8,0.77,36.103896103896105
2010-05-10,28.87,0.77,37.493506493506494
2010-05-11,28.71,0.77,37.285714285714285
2010-05-12,29.21,0.77,37.935064935064936
2010-05-13,28.69,0.77,37.25974025974026
2010-05-14,28.08,0.77,36.467532467532465
2010-05-17,28.27,0.77,36.714285714285715
2010-05-18,27.55,0.77,35.77922077922078
2010-05-19,27.69,0.77,35.96103896103896
2010-05-20,26.84,0.77,34.857142857142854
2010-05-21,27.36,0.77,35.53246753246753
2010-05-24,26.79,0.77,34.79220779220779
2010-05-25,26.85,0.77,34.87012987012987
2010-05-26,26.7,0.77,34.675324675324674
2010-05-27,28.08,0.77,36.467532467532465
2010-05-28,27.85,0.77,36.16883116883117
2010-06-01,27.35,0.77,35.51948051948052
2010-06-02,27.96,4.13,6.76997578692494
2010-06-03,28.23,4.13,6.835351089588378
2010-06-04,27.31,4.13,6.6125907990314765
2010-06-07,26.61,4.13,6.443099273607748
2010-06-08,26.92,4.13,6.5181598062954
2010-06-09,27.0,4.13,6.5375302663438255
2010-06-10,27.73,4.13,6.714285714285714
2010-06-11,28.26,4.13,6.842615012106538
2010-06-14,28.36,4.13,6.86682808716707
2010-06-15,29.5,4.13,7.142857142857143
2010-06-16,29.65,4.13,7.1791767554479415
2010-06-17,29.7,4.13,7.191283292978208
2010-06-18,29.7,4.13,7.191283292978208
2010-06-21,29.33,4.13,7.101694915254237
2010-06-22,28.96,4.13,7.012106537530267
2010-06-23,29.19,4.13,7.067796610169492
2010-06-24,28.74,4.13,6.958837772397095
2010-06-25,28.86,4.13,6.987893462469733
2010-06-28,29.15,4.13,7.058111380145278
2010-06-29,27.91,4.13,6.757869249394673
2010-06-30,27.74,4.13,6.716707021791767
2010-07-01,27.94,4.13,6.765133171912834
2010-07-02,27.6,4.13,6.682808716707022
2010-07-06,27.88,4.13,6.750605326876514
2010-07-07,29.16,4.13,7.060532687651332
2010-07-08,29.11,4.13,7.048426150121065
2010-07-09,29.23,4.13,7.0774818401937045
2010-07-12,29.52,4.13,7.147699757869249
2010-07-13,29.91,4.13,7.242130750605327
2010-07-14,29.98,4.13,7.2590799031477005
2010-07-15,30.11,4.13,7.290556900726393
2010-07-16,29.37,4.13,7.111380145278451
2010-07-19,30.23,4.13,7.319612590799032
2010-07-20,30.17,4.13,7.305084745762713
2010-07-21,29.55,4.13,7.15496368038741
2010-07-22,30.57,4.13,7.401937046004843
2010-07-23,30.78,4.13,7.452784503631961
2010-07-26,31.52,4.13,7.631961259079903
2010-07-27,31.29,4.13,7.576271186440678
2010-07-28,31.0,4.13,7.506053268765133
2010-07-29,30.38,4.13,7.3559322033898304
2010-07-30,30.45,4.13,7.372881355932203
2010-08-02,30.65,4.13,7.421307506053268
2010-08-03,30.6,4.13,7.409200968523003
2010-08-04,30.42,4.13,7.3656174334140445
2010-08-05,30.76,4.13,7.447941888619855
2010-08-06,30.51,4.13,7.3874092009685235
2010-08-09,30.81,0.48,64.1875
2010-08-10,30.4,0.48,63.333333333333336
2010-08-11,29.28,0.48,61.00000000000001
2010-08-12,28.93,0.48,60.270833333333336
2010-08-13,28.77,0.48,59.9375
2010-08-16,28.86,0.48,60.125
2010-08-17,29.11,0.48,60.645833333333336
2010-08-18,29.23,0.48,60.895833333333336
2010-08-19,28.76,0.48,59.91666666666667
2010-08-20,28.61,0.48,59.604166666666664
2010-08-23,28.49,0.48,59.354166666666664
2010-08-24,28.58,0.48,59.541666666666664
2010-08-25,28.61,0.48,59.604166666666664
2010-08-26,28.2,0.48,58.75
2010-08-27,28.72,0.48,59.833333333333336
2010-08-30,28.26,0.48,58.87500000000001
2010-08-31,27.73,0.48,57.770833333333336
2010-09-01,28.36,0.48,59.083333333333336
2010-09-02,28.55,0.48,59.47916666666667
2010-09-03,29.35,0.48,61.145833333333336
2010-09-07,28.72,0.48,59.833333333333336
2010-09-08,28.65,0.48,59.6875
2010-09-09,29.04,0.48,60.5
2010-09-10,28.04,0.48,58.416666666666664
2010-09-13,28.88,0.48,60.166666666666664
2010-09-14,29.34,0.48,61.125
2010-09-15,29.2,0.48,60.833333333333336
2010-09-16,29.37,0.48,61.18750000000001
2010-09-17,29.72,0.48,61.916666666666664
2010-09-20,30.29,0.48,63.104166666666664
2010-09-21,30.18,0.48,62.875
2010-09-22,29.46,0.48,61.37500000000001
2010-09-23,29.46,0.48,61.37500000000001
2010-09-24,30.61,0.48,63.770833333333336
2010-09-27,30.8,0.48,64.16666666666667
2010-09-28,31.33,0.48,65.27083333333333
2010-09-29,31.56,0.48,65.75
2010-09-30,31.45,0.48,65.52083333333333
2010-10-01,31.41,0.48,65.4375
2010-10-04,31.25,0.48,65.10416666666667
2010-10-05,31.42,0.48,65.45833333333334
2010-10-06,30.91,0.48,64.39583333333334
2010-10-07,30.85,0.48,64.27083333333334
2010-10-08,30.97,0.48,64.52083333333333
2010-10-11,31.08,0.48,64.75
2010-10-12,31.15,0.48,64.89583333333333
2010-10-13,30.47,0.48,63.479166666666664
2010-10-14,30.46,0.48,63.458333333333336
2010-10-15,31.0,0.48,64.58333333333334
2010-10-18,30.88,0.48,64.33333333333333
2010-10-19,30.56,0.48,63.666666666666664
2010-10-20,30.74,0.48,64.04166666666667
2010-10-21,30.68,0.48,63.91666666666667
2010-10-22,31.35,0.48,65.3125
2010-10-25,31.52,0.48,65.66666666666667
2010-10-26,31.43,0.48,65.47916666666667
2010-10-27,32.16,0.48,67.0
2010-10-28,32.08,0.48,66.83333333333333
2010-10-29,32.18,0.48,67.04166666666667
2010-11-01,32.05,0.48,66.77083333333333
2010-11-02,32.47,0.48,67.64583333333333
2010-11-03,32.87,0.48,68.47916666666666
2010-11-04,33.95,0.48,70.72916666666667
2010-11-05,33.96,0.48,70.75
2010-11-08,33.78,-0.48,-70.375
2010-11-09,33.83,-0.48,-70.47916666666667
2010-11-10,33.88,-0.48,-70.58333333333334
2010-11-11,33.57,-0.48,-69.9375
2010-11-12,33.55,-0.48,-69.89583333333333
2010-11-15,33.61,-0.48,-70.02083333333333
2010-11-16,32.85,-0.48,-68.4375
2010-11-17,33.02,-0.48,-68.79166666666667
2010-11-18,33.57,-0.48,-69.9375
2010-11-19,33.91,-0.48,-70.64583333333333
2010-11-22,34.04,-0.48,-70.91666666666667
2010-11-23,33.76,-0.48,-70.33333333333333
2010-11-24,34.51,-0.48,-71.89583333333333
2010-11-26,34.29,-0.48,-71.4375
2010-11-29,34.08,-0.48,-71.0
2010-11-30,33.61,-0.48,-70.02083333333333
2010-12-01,34.5,-0.48,-71.875
2010-12-02,35.44,-0.48,-73.83333333333333
2010-12-03,35.66,-0.48,-74.29166666666666
2010-12-06,35.49,-0.48,-73.9375
2010-12-07,35.63,-0.48,-74.22916666666667
2010-12-08,36.31,-0.48,-75.64583333333334
2010-12-09,35.39,-0.48,-73.72916666666667
2010-12-10,35.16,-0.48,-73.25
2010-12-13,34.69,-0.48,-72.27083333333333
2010-12-14,34.59,-0.48,-72.06250000000001
2010-12-15,34.37,-0.48,-71.60416666666666
2010-12-16,34.45,-0.48,-71.77083333333334
2010-12-17,34.1,-0.48,-71.04166666666667
2010-12-20,33.84,-0.48,-70.50000000000001
2010-12-21,34.47,-0.48,-71.8125
2010-12-22,34.34,-0.48,-71.54166666666667
2010-12-23,34.24,-0.48,-71.33333333333334
2010-12-27,34.61,-0.48,-72.10416666666667
2010-12-28,34.41,-0.48,-71.6875
2010-12-29,34.41,-0.48,-71.6875
2010-12-30,34.42,-0.48,-71.70833333333334
2010-12-31,34.21,-0.48,-71.27083333333334
2011-01-03,34.79,-0.48,-72.47916666666667
2011-01-04,34.72,-0.48,-72.33333333333333
2011-01-05,34.82,-0.48,-72.54166666666667
2011-01-06,35.02,-0.48,-72.95833333333334
2011-01-07,34.98,-0.48,-72.875
2011-01-10,35.38,-0.48,-73.70833333333334
2011-01-11,35.62,-0.48,-74.20833333333333
2011-01-12,35.75,-0.48,-74.47916666666667
2011-01-13,36.01,-0.48,-75.02083333333333
2011-01-14,37.03,-0.48,-77.14583333333334
2011-01-18,37.47,-0.48,-78.0625
2011-01-19,36.9,-0.48,-76.875
2011-01-20,36.41,-0.48,-75.85416666666666
2011-01-21,36.47,-0.48,-75.97916666666667
2011-01-24,37.18,-0.48,-77.45833333333333
2011-01-25,37.32,-0.48,-77.75
2011-01-26,37.43,-0.48,-77.97916666666667
2011-01-27,37.89,-0.48,-78.9375
2011-01-28,36.89,-0.48,-76.85416666666667
2011-01-31,36.47,-0.48,-75.97916666666667
2011-02-01,37.19,-0.48,-77.47916666666667
2011-02-02,37.12,-0.48,-77.33333333333333
2011-02-03,37.06,-0.48,-77.20833333333334
2011-02-04,37.61,-0.48,-78.35416666666667
2011-02-07,37.48,-0.48,-78.08333333333333
2011-02-08,37.45,1.57,23.853503184713375
2011-02-09,37.24,1.57,23.719745222929937
2011-02-10,37.64,1.57,23.97452229299363
2011-02-11,37.98,1.57,24.19108280254777
2011-02-14,38.15,1.57,24.29936305732484
2011-02-15,37.88,1.57,24.127388535031848
2011-02-16,38.22,1.57,24.343949044585987
2011-02-17,38.31,1.57,24.401273885350317
2011-02-18,38.19,1.57,24.324840764331206
2011-02-22,37.16,1.57,23.668789808917193
2011-02-23,36.31,1.57,23.127388535031848
2011-02-24,36.72,1.57,23.38853503184713
2011-02-25,37.33,1.57,23.777070063694264
2011-02-28,36.91,1.57,23.509554140127385
2011-03-01,36.4,1.57,23.184713375796175
2011-03-02,36.77,1.57,23.420382165605098
2011-03-03,37.58,1.57,23.936305732484076
2011-03-04,37.2,1.57,23.694267515923567
2011-03-07,36.62,1.57,23.324840764331206
2011-03-08,36.81,1.57,23.445859872611464
2011-03-09,35.92,1.57,22.878980891719745
2011-03-10,35.32,1.57,22.4968152866242
2011-03-11,35.61,1.57,22.68152866242038
2011-03-14,35.46,1.57,22.585987261146496
2011-03-15,35.13,1.57,22.37579617834395
2011-03-16,35.27,1.57,22.464968152866245
2011-03-17,35.44,1.57,22.57324840764331
2011-03-18,35.7,1.57,22.738853503184714
2011-03-21,36.26,1.57,23.095541401273884
2011-03-22,36.08,1.57,22.98089171974522
2011-03-23,36.69,1.57,23.369426751592353
2011-03-24,37.75,1.57,24.044585987261147
2011-03-25,37.72,1.57,24.025477707006367
2011-03-28,37.85,1.57,24.10828025477707
2011-03-29,37.86,1.57,24.11464968152866
2011-03-30,38.2,1.57,24.331210191082803
2011-03-31,38.01,1.57,24.210191082802545
2011-04-01,37.92,1.57,24.15286624203822
2011-04-04,37.98,1.57,24.19108280254777
2011-04-05,38.09,1.57,24.26114649681529
2011-04-06,38.42,1.57,24.471337579617835
2011-04-07,38.16,1.57,24.30573248407643
2011-04-08,37.96,1.57,24.178343949044585
2011-04-11,37.53,1.57,23.904458598726116
2011-04-12,37.09,1.57,23.624203821656053
2011-04-13,37.44,1.57,23.84713375796178
2011-04-14,37.53,1.57,23.904458598726116
2011-04-15,37.69,1.57,24.00636942675159
2011-04-18,37.19,1.57,23.687898089171973
2011-04-19,37.38,1.57,23.80891719745223
2011-04-20,38.86,1.57,24.751592356687897
2011-04-21,39.1,1.57,24.904458598726116
2011-04-25,39.16,1.57,24.942675159235666
2011-04-26,39.79,1.57,25.343949044585987
2011-04-27,40.47,1.57,25.777070063694264
2011-04-28,40.75,1.57,25.955414012738853
2011-04-29,41.04,1.57,26.14012738853503
2011-05-02,40.63,1.57,25.878980891719745
2011-05-03,40.55,1.57,25.828025477707005
2011-05-04,40.65,1.57,25.89171974522293
2011-05-05,40.54,1.57,25.82165605095541
2011-05-06,41.24,1.57,26.26751592356688
2011-05-09,40.56,1.57,25.8343949044586
2011-05-10,41.33,1.57,26.324840764331206
2011-05-11,40.78,1.57,25.97452229299363
2011-05-12,41.31,1.57,26.312101910828027
2011-05-13,40.87,1.57,26.03184713375796
2011-05-16,40.31,1.57,25.67515923566879
2011-05-17,39.25,1.57,25.0
2011-05-18,40.13,1.57,25.56050955414013
2011-05-19,40.08,1.57,25.528662420382165
2011-05-20,39.97,1.57,25.458598726114648
2011-05-23,39.32,1.57,25.044585987261147
2011-05-24,38.82,1.57,24.726114649681527
2011-05-25,38.97,1.57,24.82165605095541
2011-05-26,38.92,1.57,24.78980891719745
2011-05-27,39.13,1.57,24.923566878980893
2011-05-31,39.53,2.29,17.262008733624455
2011-06-01,38.28,2.29,16.716157205240176
2011-06-02,38.34,2.29,16.74235807860262
2011-06-03,37.37,2.29,16.318777292576417
2011-06-06,37.5,2.29,16.375545851528383
2011-06-07,37.37,2.29,16.318777292576417
2011-06-08,36.97,2.29,16.14410480349345
2011-06-09,36.96,2.29,16.139737991266376
2011-06-10,36.46,2.29,15.921397379912664
2011-06-13,36.15,2.29,15.786026200873362
2011-06-14,36.51,2.29,15.943231441048034
2011-06-15,36.09,2.29,15.759825327510919
2011-06-16,35.84,2.29,15.650655021834062
2011-06-17,35.69,2.29,15.585152838427947
2011-06-20,35.97,2.29,15.707423580786026
2011-06-21,36.85,2.29,16.09170305676856
2011-06-22,36.58,2.29,15.973799126637553
2011-06-23,37.24,2.29,16.262008733624455
2011-06-24,36.55,2.29,15.960698689956331
2011-06-27,36.93,2.29,16.12663755458515
2011-06-28,37.08,2.29,16.192139737991265
2011-06-29,37.26,2.29,16.2707423580786
2011-06-30,37.91,2.29,16.554585152838428
2011-07-01,38.35,2.29,16.746724890829693
2011-07-05,37.9,2.29,16.55021834061135
2011-07-06,38.06,2.29,16.62008733624454
2011-07-07,38.39,2.29,16.76419213973799
2011-07-08,37.87,2.29,16.53711790393013
2011-07-11,37.48,2.29,16.366812227074234
2011-07-12,32.93,2.29,14.379912663755459
2011-07-13,32.41,2.29,14.152838427947597
2011-07-14,32.01,2.29,13.978165938864628
2011-07-15,32.34,2.29,14.12227074235808
2011-07-18,31.97,2.29,13.960698689956331
2011-07-19,32.85,2.29,14.344978165938866
2011-07-20,32.7,2.29,14.279475982532752
2011-07-21,33.35,2.29,14.563318777292578
2011-07-22,34.11,2.29,14.895196506550217
2011-07-25,33.72,2.29,14.724890829694322
2011-07-26,34.24,2.29,14.951965065502185
2011-07-27,33.54,2.29,14.646288209606986
2011-07-28,33.86,2.29,14.786026200873362
2011-07-29,33.75,2.29,14.737991266375545
2011-08-01,33.72,2.29,14.724890829694322
2011-08-02,32.8,2.29,14.323144104803491
2011-08-03,33.08,2.29,14.44541484716157
2011-08-04,31.77,2.29,13.873362445414847
2011-08-05,31.18,2.29,13.615720524017467
2011-08-08,30.22,2.29,13.19650655021834
2011-08-09,31.51,0.52,60.59615384615385
2011-08-10,30.71,0.52,59.05769230769231
2011-08-11,32.08,0.52,61.692307692307686
2011-08-12,32.05,0.52,61.63461538461538
2011-08-15,32.34,0.52,62.19230769230769
2011-08-16,31.36,0.52,60.30769230769231
2011-08-17,31.05,0.52,59.71153846153846
2011-08-18,29.71,0.52,57.13461538461539
2011-08-19,29.6,0.52,56.92307692307693
2011-08-22,30.18,0.52,58.03846153846153
2011-08-23,31.7,0.52,60.96153846153846
2011-08-24,31.74,0.52,61.03846153846153
2011-08-25,31.45,0.52,60.480769230769226
2011-08-26,32.29,0.52,62.09615384615384
2011-08-29,33.38,0.52,64.1923076923077
2011-08-30,32.83,0.52,63.13461538461538
2011-08-31,32.81,0.52,63.09615384615385
2011-09-01,32.52,0.52,62.53846153846154
2011-09-02,31.36,0.52,60.30769230769231
2011-09-06,31.47,0.52,60.51923076923077
2011-09-07,32.62,0.52,62.730769230769226
2011-09-08,32.23,0.52,61.98076923076922
2011-09-09,32.06,0.52,61.65384615384615
2011-09-12,32.71,0.52,62.90384615384615
2011-09-13,33.63,0.52,64.67307692307692
2011-09-14,34.45,0.52,66.25
2011-09-15,34.32,0.52,66.0
2011-09-16,34.55,0.52,66.44230769230768
2011-09-19,34.19,0.52,65.75
2011-09-20,33.73,0.52,64.86538461538461
2011-09-21,33.19,0.52,63.82692307692307
2011-09-22,32.12,0.52,61.76923076923076
2011-09-23,32.92,0.52,63.30769230769231
2011-09-26,32.51,0.52,62.51923076923077
2011-09-27,33.2,0.52,63.84615384615385
2011-09-28,32.41,0.52,62.326923076923066
2011-09-29,32.02,0.52,61.57692307692308
2011-09-30,31.11,0.52,59.82692307692307
2011-10-03,30.43,0.52,58.51923076923077
2011-10-04,31.68,0.52,60.92307692307692
2011-10-05,32.66,0.52,62.8076923076923
2011-10-06,33.29,0.52,64.01923076923076
2011-10-07,33.68,0.52,64.76923076923076
2011-10-10,34.35,0.52,66.0576923076923
2011-10-11,34.31,0.52,65.98076923076923
2011-10-12,34.46,0.52,66.26923076923077
2011-10-13,35.31,0.52,67.90384615384616
2011-10-14,33.45,0.52,64.32692307692308
2011-10-17,33.37,0.52,64.17307692307692
2011-10-18,33.71,0.52,64.82692307692308
2011-10-19,33.44,0.52,64.3076923076923
2011-10-20,33.02,0.52,63.50000000000001
2011-10-21,33.8,0.52,64.99999999999999
2011-10-24,34.69,0.52,66.71153846153845
2011-10-25,34.53,0.52,66.40384615384616
2011-10-26,35.21,0.52,67.71153846153847
2011-10-27,36.36,0.52,69.92307692307692
2011-10-28,36.46,0.52,70.11538461538461
2011-10-31,36.18,0.52,69.57692307692308
2011-11-01,34.48,0.52,66.30769230769229
2011-11-02,34.62,0.52,66.57692307692307
2011-11-03,35.77,0.52,68.78846153846155
2011-11-04,37.02,0.52,71.1923076923077
2011-11-07,36.56,0.42,87.04761904761905
2011-11-08,36.92,0.42,87.90476190476191
2011-11-09,35.45,0.42,84.40476190476191
2011-11-10,35.76,0.42,85.14285714285714
2011-11-11,36.76,0.42,87.52380952380952
2011-11-14,36.43,0.42,86.73809523809524
2011-11-15,36.87,0.42,87.78571428571428
2011-11-16,36.62,0.42,87.19047619047619
2011-11-17,34.79,0.42,82.83333333333333
2011-11-18,34.58,0.42,82.33333333333333
