date,SWK,SWK_EPS,PE Ratio
1992-09-15,19.94,,
1992-09-16,20.25,,
1992-09-17,20.25,,
1992-09-18,21.0,,
1992-09-21,20.44,,
1992-09-22,20.5,,
1992-09-23,20.38,,
1992-09-24,20.38,,
1992-09-25,20.69,,
1992-09-28,20.69,,
1992-09-29,20.25,,
1992-09-30,20.19,,
1992-10-01,20.0,,
1992-10-02,17.0,,
1992-10-05,17.38,,
1992-10-06,17.56,,
1992-10-07,17.31,,
1992-10-08,17.63,,
1992-10-09,17.69,,
1992-10-12,17.56,,
1992-10-13,17.63,,
1992-10-14,17.75,,
1992-10-15,18.25,,
1992-10-16,18.25,,
1992-10-19,18.25,,
1992-10-20,18.13,,
1992-10-21,18.19,,
1992-10-22,18.25,,
1992-10-23,18.19,,
1992-10-26,18.31,,
1992-10-27,18.31,,
1992-10-28,18.19,,
1992-10-29,18.19,,
1992-10-30,18.25,,
1992-11-02,18.38,,
1992-11-03,18.19,,
1992-11-04,18.19,,
1992-11-05,18.06,,
1992-11-06,18.19,,
1992-11-09,18.13,,
1992-11-10,18.19,,
1992-11-11,18.38,,
1992-11-12,18.31,,
1992-11-13,18.0,,
1992-11-16,18.25,,
1992-11-17,18.19,,
1992-11-18,18.75,,
1992-11-19,18.75,,
1992-11-20,18.94,,
1992-11-23,19.25,,
1992-11-24,19.75,,
1992-11-25,19.75,,
1992-11-27,19.94,,
1992-11-30,20.0,,
1992-12-01,19.75,,
1992-12-02,19.94,,
1992-12-03,19.88,,
1992-12-04,19.94,,
1992-12-07,19.94,,
1992-12-08,19.63,,
1992-12-09,19.75,,
1992-12-10,19.81,,
1992-12-11,19.88,,
1992-12-14,19.94,,
1992-12-15,19.81,,
1992-12-16,20.0,,
1992-12-17,20.44,,
1992-12-18,20.56,,
1992-12-21,21.13,,
1992-12-22,20.94,,
1992-12-23,20.63,,
1992-12-24,20.38,,
1992-12-28,20.38,,
1992-12-29,20.69,,
1992-12-30,21.0,,
1992-12-31,21.25,,
1993-01-04,20.63,,
1993-01-05,20.69,,
1993-01-06,21.25,,
1993-01-07,21.19,,
1993-01-08,20.88,,
1993-01-11,20.75,,
1993-01-12,20.56,,
1993-01-13,20.75,,
1993-01-14,20.69,,
1993-01-15,20.56,,
1993-01-18,20.25,,
1993-01-19,19.75,,
1993-01-20,19.75,,
1993-01-21,20.0,,
1993-01-22,20.19,,
1993-01-25,20.63,,
1993-01-26,20.88,,
1993-01-27,20.63,,
1993-01-28,20.19,,
1993-01-29,20.5,,
1993-02-01,20.69,,
1993-02-02,20.88,,
1993-02-03,20.88,,
1993-02-04,21.19,,
1993-02-05,21.06,,
1993-02-08,21.0,,
1993-02-09,21.06,,
1993-02-10,21.19,,
1993-02-11,21.38,,
1993-02-12,21.56,,
1993-02-16,21.06,,
1993-02-17,21.31,,
1993-02-18,21.0,,
1993-02-19,21.19,,
1993-02-22,21.25,,
1993-02-23,21.25,,
1993-02-24,21.44,,
1993-02-25,21.0,,
1993-02-26,21.06,,
1993-03-01,21.25,,
1993-03-02,21.13,,
1993-03-03,21.19,,
1993-03-04,21.06,,
1993-03-05,21.25,,
1993-03-08,21.56,,
1993-03-09,21.63,,
1993-03-10,21.63,,
1993-03-11,21.38,,
1993-03-12,21.0,,
1993-03-15,21.19,,
1993-03-16,21.31,,
1993-03-17,21.56,,
1993-03-18,21.63,,
1993-03-19,21.63,,
1993-03-22,21.75,,
1993-03-23,21.69,,
1993-03-24,21.94,,
1993-03-25,22.81,,
1993-03-26,22.5,,
1993-03-29,22.63,,
1993-03-30,22.44,,
1993-03-31,22.69,,
1993-04-01,22.63,,
1993-04-02,22.38,,
1993-04-05,23.13,,
1993-04-06,23.0,,
1993-04-07,23.69,,
1993-04-08,23.56,,
1993-04-12,23.56,,
1993-04-13,23.5,,
1993-04-14,23.38,,
1993-04-15,23.69,,
1993-04-16,23.56,,
1993-04-19,23.69,,
1993-04-20,23.56,,
1993-04-21,23.25,,
1993-04-22,23.06,,
1993-04-23,22.81,,
1993-04-26,22.88,,
1993-04-27,23.19,,
1993-04-28,23.25,,
1993-04-29,23.38,,
1993-04-30,23.13,,
1993-05-03,23.25,,
1993-05-04,23.31,,
1993-05-05,23.25,,
1993-05-06,23.13,,
1993-05-07,22.63,,
1993-05-10,23.06,,
1993-05-11,23.19,,
1993-05-12,22.81,,
1993-05-13,22.69,,
1993-05-14,22.94,,
1993-05-17,22.81,,
1993-05-18,22.88,,
1993-05-19,23.06,,
1993-05-20,22.94,,
1993-05-21,22.94,,
1993-05-24,22.88,,
1993-05-25,22.88,,
1993-05-26,22.75,,
1993-05-27,22.88,,
1993-05-28,22.56,,
1993-06-01,22.88,,
1993-06-02,22.81,,
1993-06-03,22.88,,
1993-06-04,22.81,,
1993-06-07,22.75,,
1993-06-08,22.25,,
1993-06-09,22.06,,
1993-06-10,21.94,,
1993-06-11,21.94,,
1993-06-14,22.06,,
1993-06-15,22.25,,
1993-06-16,22.5,,
1993-06-17,23.0,,
1993-06-18,22.69,,
1993-06-21,22.88,,
1993-06-22,22.69,,
1993-06-23,22.69,,
1993-06-24,20.94,,
1993-06-25,19.81,,
1993-06-28,19.94,,
1993-06-29,19.88,,
1993-06-30,20.06,,
1993-07-01,20.19,,
1993-07-02,20.0,,
1993-07-06,19.25,,
1993-07-07,19.44,,
1993-07-08,19.75,,
1993-07-09,19.88,,
1993-07-12,20.25,,
1993-07-13,20.5,,
1993-07-14,20.56,,
1993-07-15,20.75,,
1993-07-16,20.88,,
1993-07-19,20.94,,
1993-07-20,20.25,,
1993-07-21,20.25,,
1993-07-22,20.38,,
1993-07-23,20.69,,
1993-07-26,20.88,,
1993-07-27,20.88,,
1993-07-28,20.81,,
1993-07-29,20.81,,
1993-07-30,20.63,,
1993-08-02,20.81,,
1993-08-03,21.25,,
1993-08-04,21.31,,
1993-08-05,21.31,,
1993-08-06,21.38,,
1993-08-09,21.31,,
1993-08-10,21.38,,
1993-08-11,21.44,,
1993-08-12,21.25,,
1993-08-13,21.38,,
1993-08-16,21.38,,
1993-08-17,21.13,,
1993-08-18,21.06,,
1993-08-19,21.0,,
1993-08-20,21.19,,
1993-08-23,21.06,,
1993-08-24,21.19,,
1993-08-25,21.25,,
1993-08-26,21.19,,
1993-08-27,20.94,,
1993-08-30,21.06,,
1993-08-31,21.0,,
1993-09-01,21.13,,
1993-09-02,21.13,,
1993-09-03,21.25,,
1993-09-07,21.25,,
1993-09-08,20.94,,
1993-09-09,20.56,,
1993-09-10,20.56,,
1993-09-13,20.75,,
1993-09-14,20.75,,
1993-09-15,21.0,,
1993-09-16,20.81,,
1993-09-17,20.88,,
1993-09-20,20.88,,
1993-09-21,20.06,,
1993-09-22,20.75,,
1993-09-23,20.81,,
1993-09-24,20.75,,
1993-09-27,20.94,,
1993-09-28,20.25,,
1993-09-29,20.19,,
1993-09-30,20.69,,
1993-10-01,20.19,,
1993-10-04,20.44,,
1993-10-05,20.63,,
1993-10-06,20.69,,
1993-10-07,20.94,,
1993-10-08,21.0,,
1993-10-11,20.94,,
1993-10-12,21.0,,
1993-10-13,21.19,,
1993-10-14,20.5,,
1993-10-15,20.56,,
1993-10-18,20.31,,
1993-10-19,19.69,,
1993-10-20,20.75,,
1993-10-21,20.63,,
1993-10-22,21.31,,
1993-10-25,21.25,,
1993-10-26,21.44,,
1993-10-27,21.63,,
1993-10-28,21.56,,
1993-10-29,21.56,,
1993-11-01,21.63,,
1993-11-02,21.63,,
1993-11-03,21.38,,
1993-11-04,21.13,,
1993-11-05,21.0,,
1993-11-08,20.75,,
1993-11-09,20.5,,
1993-11-10,20.44,,
1993-11-11,20.38,,
1993-11-12,20.44,,
1993-11-15,20.5,,
1993-11-16,20.19,,
1993-11-17,20.13,,
1993-11-18,19.75,,
1993-11-19,19.75,,
1993-11-22,19.75,,
1993-11-23,19.88,,
1993-11-24,19.81,,
1993-11-26,19.69,,
1993-11-29,19.38,,
1993-11-30,19.56,,
1993-12-01,19.75,,
1993-12-02,20.25,,
1993-12-03,20.63,,
1993-12-06,20.56,,
1993-12-07,20.56,,
1993-12-08,20.5,,
1993-12-09,20.5,,
1993-12-10,20.44,,
1993-12-13,20.25,,
1993-12-14,20.31,,
1993-12-15,20.5,,
1993-12-16,20.75,,
1993-12-17,21.25,,
1993-12-20,20.94,,
1993-12-21,21.0,,
1993-12-22,21.0,,
1993-12-23,21.38,,
1993-12-27,21.31,,
1993-12-28,21.5,,
1993-12-29,21.88,,
1993-12-30,21.56,,
1993-12-31,22.25,,
1994-01-03,21.81,,
1994-01-04,21.88,,
1994-01-05,21.31,,
1994-01-06,21.31,,
1994-01-07,21.25,,
1994-01-10,21.56,,
1994-01-11,21.75,,
1994-01-12,21.63,,
1994-01-13,21.69,,
1994-01-14,21.44,,
1994-01-17,21.38,,
1994-01-18,21.5,,
1994-01-19,21.38,,
1994-01-20,21.44,,
1994-01-21,21.44,,
1994-01-24,21.19,,
1994-01-25,21.25,,
1994-01-26,21.63,,
1994-01-27,21.69,,
1994-01-28,21.56,,
1994-01-31,22.0,,
1994-02-01,22.06,,
1994-02-02,22.25,,
1994-02-03,22.13,,
1994-02-04,21.88,,
1994-02-07,21.81,,
1994-02-08,21.81,,
1994-02-09,21.88,,
1994-02-10,21.88,,
1994-02-11,22.19,,
1994-02-14,21.94,,
1994-02-15,22.06,,
1994-02-16,22.25,,
1994-02-17,21.88,,
1994-02-18,21.88,,
1994-02-22,22.0,,
1994-02-23,22.19,,
1994-02-24,21.75,,
1994-02-25,21.69,,
1994-02-28,21.5,,
1994-03-01,21.0,,
1994-03-02,21.13,,
1994-03-03,20.94,,
1994-03-04,21.19,,
1994-03-07,20.81,,
1994-03-08,20.63,,
1994-03-09,21.06,,
1994-03-10,20.75,,
1994-03-11,20.94,,
1994-03-14,20.88,,
1994-03-15,20.69,,
1994-03-16,20.88,,
1994-03-17,20.38,,
1994-03-18,20.38,,
1994-03-21,20.31,,
1994-03-22,20.69,,
1994-03-23,20.31,,
1994-03-24,19.88,,
1994-03-25,19.63,,
1994-03-28,19.63,,
1994-03-29,19.75,,
1994-03-30,19.5,,
1994-03-31,19.69,,
1994-04-04,19.44,,
1994-04-05,19.63,,
1994-04-06,19.94,,
1994-04-07,20.25,,
1994-04-08,20.06,,
1994-04-11,20.13,,
1994-04-12,19.88,,
1994-04-13,19.94,,
1994-04-14,20.0,,
1994-04-15,20.0,,
1994-04-18,19.81,,
1994-04-19,19.88,,
1994-04-20,19.81,,
1994-04-21,19.38,,
1994-04-22,19.5,,
1994-04-25,19.5,,
1994-04-26,19.5,,
1994-04-28,19.31,,
1994-04-29,19.5,,
1994-05-02,19.56,,
1994-05-03,19.38,,
1994-05-04,19.13,,
1994-05-05,19.75,,
1994-05-06,19.19,,
1994-05-09,19.13,,
1994-05-10,18.81,,
1994-05-11,18.38,,
1994-05-12,18.38,,
1994-05-13,18.5,,
1994-05-16,18.5,,
1994-05-17,18.88,,
1994-05-18,18.94,,
1994-05-19,19.31,,
1994-05-20,19.13,,
1994-05-23,19.13,,
1994-05-24,19.13,,
1994-05-25,19.38,,
1994-05-26,19.44,,
1994-05-27,19.44,,
1994-05-31,19.38,,
1994-06-01,19.44,,
1994-06-02,19.75,,
1994-06-03,20.19,,
1994-06-06,20.19,,
1994-06-07,20.56,,
1994-06-08,20.69,,
1994-06-09,20.88,,
1994-06-10,21.06,,
1994-06-13,21.13,,
1994-06-14,21.06,,
1994-06-15,20.88,,
1994-06-16,20.69,,
1994-06-17,20.5,,
1994-06-20,20.44,,
1994-06-21,20.38,,
1994-06-22,21.0,,
1994-06-23,20.69,,
1994-06-24,20.56,,
1994-06-27,20.44,,
1994-06-28,20.38,,
1994-06-29,20.31,,
1994-06-30,20.13,,
1994-07-01,20.06,,
1994-07-05,20.0,,
1994-07-06,20.0,,
1994-07-07,19.94,,
1994-07-08,19.5,,
1994-07-11,19.5,,
1994-07-12,19.63,,
1994-07-13,19.94,,
1994-07-14,19.94,,
1994-07-15,19.81,,
1994-07-18,19.69,,
1994-07-19,19.81,,
1994-07-20,20.19,,
1994-07-21,20.19,,
1994-07-22,20.13,,
1994-07-25,20.19,,
1994-07-26,20.31,,
1994-07-27,20.44,,
1994-07-28,20.44,,
1994-07-29,20.44,,
1994-08-01,20.31,,
1994-08-02,20.38,,
1994-08-03,20.19,,
1994-08-04,20.13,,
1994-08-05,20.25,,
1994-08-08,20.56,,
1994-08-09,20.38,,
1994-08-10,20.5,,
1994-08-11,20.44,,
1994-08-12,20.38,,
1994-08-15,20.44,,
1994-08-16,20.5,,
1994-08-17,20.38,,
1994-08-18,20.5,,
1994-08-19,20.5,,
1994-08-22,20.19,,
1994-08-23,20.25,,
1994-08-24,20.56,,
1994-08-25,21.13,,
1994-08-26,21.63,,
1994-08-29,21.5,,
1994-08-30,21.75,,
1994-08-31,21.69,,
1994-09-01,21.25,,
1994-09-02,20.94,,
1994-09-06,20.75,,
1994-09-07,20.56,,
1994-09-08,20.63,,
1994-09-09,20.44,,
1994-09-12,20.69,,
1994-09-13,20.69,,
1994-09-14,20.63,,
1994-09-15,20.94,,
1994-09-16,20.88,,
1994-09-19,21.19,,
1994-09-20,20.44,,
1994-09-21,19.94,,
1994-09-22,19.69,,
1994-09-23,19.31,,
1994-09-26,19.81,,
1994-09-27,19.69,,
1994-09-28,19.81,,
1994-09-29,19.94,,
1994-09-30,20.31,,
1994-10-03,20.25,,
1994-10-04,19.88,,
1994-10-05,19.63,,
1994-10-06,19.81,,
1994-10-07,20.0,,
1994-10-10,20.06,,
1994-10-11,20.44,,
1994-10-12,20.13,,
1994-10-13,20.31,,
1994-10-14,20.69,,
1994-10-17,20.75,,
1994-10-18,20.19,,
1994-10-19,20.25,,
1994-10-20,20.06,,
1994-10-21,19.88,,
1994-10-24,20.06,,
1994-10-25,20.31,,
1994-10-26,19.94,,
1994-10-27,19.81,,
1994-10-28,19.75,,
1994-10-31,19.88,,
1994-11-01,19.56,,
1994-11-02,19.5,,
1994-11-03,19.5,,
1994-11-04,19.25,,
1994-11-07,19.31,,
1994-11-08,19.69,,
1994-11-09,19.69,,
1994-11-10,19.5,,
1994-11-11,19.13,,
1994-11-14,19.44,,
1994-11-15,19.44,,
1994-11-16,19.38,,
1994-11-17,19.19,,
1994-11-18,18.75,,
1994-11-21,18.63,,
1994-11-22,18.0,,
1994-11-23,17.75,,
1994-11-25,18.13,,
1994-11-28,17.88,,
1994-11-29,17.88,,
1994-11-30,17.88,,
1994-12-01,17.75,,
1994-12-02,17.81,,
1994-12-05,17.69,,
1994-12-06,17.88,,
1994-12-07,17.88,,
1994-12-08,17.81,,
1994-12-09,17.69,,
1994-12-12,18.06,,
1994-12-13,17.81,,
1994-12-14,18.13,,
1994-12-15,17.88,,
1994-12-16,18.38,,
1994-12-19,18.63,,
1994-12-20,18.5,,
1994-12-21,18.69,,
1994-12-22,18.81,,
1994-12-23,18.56,,
1994-12-27,18.63,,
1994-12-28,18.5,,
1994-12-29,18.25,,
1994-12-30,17.88,,
1995-01-03,18.0,,
1995-01-04,17.94,,
1995-01-05,18.06,,
1995-01-06,18.31,,
1995-01-09,18.13,,
1995-01-10,18.88,,
1995-01-11,19.06,,
1995-01-12,19.38,,
1995-01-13,19.56,,
1995-01-16,19.56,,
1995-01-17,19.63,,
1995-01-18,19.5,,
1995-01-19,19.44,,
1995-01-20,19.69,,
1995-01-23,19.13,,
1995-01-24,19.0,,
1995-01-25,19.38,,
1995-01-26,19.13,,
1995-01-27,19.25,,
1995-01-30,19.5,,
1995-01-31,18.94,,
1995-02-01,19.25,,
1995-02-02,19.13,,
1995-02-03,19.25,,
1995-02-06,19.75,,
1995-02-07,19.94,,
1995-02-08,20.13,,
1995-02-09,20.19,,
1995-02-10,20.31,,
1995-02-13,20.25,,
1995-02-14,20.31,,
1995-02-15,20.31,,
1995-02-16,20.31,,
1995-02-17,20.25,,
1995-02-21,20.06,,
1995-02-22,20.25,,
1995-02-23,20.38,,
1995-02-24,20.38,,
1995-02-27,20.25,,
1995-02-28,20.19,,
1995-03-01,19.88,,
1995-03-02,20.25,,
1995-03-03,20.06,,
1995-03-06,20.06,,
1995-03-07,19.63,,
1995-03-08,19.75,,
1995-03-09,19.69,,
1995-03-10,20.38,,
1995-03-13,20.38,,
1995-03-14,20.44,,
1995-03-15,20.25,,
1995-03-16,20.25,,
1995-03-17,20.0,,
1995-03-20,19.88,,
1995-03-21,19.69,,
1995-03-22,19.63,,
1995-03-23,19.63,,
1995-03-24,19.63,,
1995-03-27,20.13,,
1995-03-28,19.88,,
1995-03-29,19.94,,
1995-03-30,19.75,,
1995-03-31,19.69,,
1995-04-03,20.0,,
1995-04-04,20.5,,
1995-04-05,20.75,,
1995-04-06,20.81,,
1995-04-07,20.81,,
1995-04-10,20.75,,
1995-04-11,20.75,,
1995-04-12,20.81,,
1995-04-13,20.88,,
1995-04-17,20.75,,
1995-04-18,20.75,,
1995-04-19,20.56,,
1995-04-20,20.38,,
1995-04-21,20.06,,
1995-04-24,20.19,,
1995-04-25,20.25,,
1995-04-26,20.31,,
1995-04-27,20.13,,
1995-04-28,19.81,,
1995-05-01,20.0,,
1995-05-02,20.0,,
1995-05-03,20.13,,
1995-05-04,20.31,,
1995-05-05,20.25,,
1995-05-08,20.19,,
1995-05-09,20.13,,
1995-05-10,19.94,,
1995-05-11,20.0,,
1995-05-12,20.0,,
1995-05-15,19.88,,
1995-05-16,19.94,,
1995-05-17,19.75,,
1995-05-18,19.13,,
1995-05-19,19.38,,
1995-05-22,19.69,,
1995-05-23,19.94,,
1995-05-24,20.0,,
1995-05-25,19.88,,
1995-05-26,19.75,,
1995-05-30,19.81,,
1995-05-31,20.0,,
1995-06-01,20.06,,
1995-06-02,19.69,,
1995-06-05,20.31,,
1995-06-06,20.56,,
1995-06-07,20.31,,
1995-06-08,20.19,,
1995-06-09,20.0,,
1995-06-12,20.31,,
1995-06-13,20.25,,
1995-06-14,20.19,,
1995-06-15,19.0,,
1995-06-16,18.75,,
1995-06-19,19.0,,
1995-06-20,19.06,,
1995-06-21,18.81,,
1995-06-22,19.06,,
1995-06-23,18.81,,
1995-06-26,18.5,,
1995-06-27,18.81,,
1995-06-28,18.44,,
1995-06-29,18.44,,
1995-06-30,18.94,,
1995-07-03,18.94,,
1995-07-05,19.0,,
1995-07-06,19.25,,
1995-07-07,19.75,,
1995-07-10,20.06,,
1995-07-11,20.06,,
1995-07-12,19.69,,
1995-07-13,19.38,,
1995-07-14,19.38,,
1995-07-17,19.31,,
1995-07-18,19.25,,
1995-07-19,19.0,,
1995-07-20,19.44,,
1995-07-21,20.13,,
1995-07-24,19.94,,
1995-07-25,19.88,,
1995-07-26,19.88,,
1995-07-27,20.0,,
1995-07-28,19.81,,
1995-07-31,19.81,,
1995-08-01,20.06,,
1995-08-02,20.06,,
1995-08-03,20.06,,
1995-08-04,19.94,,
1995-08-07,20.19,,
1995-08-08,20.13,,
1995-08-09,20.06,,
1995-08-10,19.94,,
1995-08-11,20.13,,
1995-08-14,20.13,,
1995-08-15,20.19,,
1995-08-16,20.0,,
1995-08-17,20.06,,
1995-08-18,20.31,,
1995-08-21,21.25,,
1995-08-22,21.31,,
1995-08-23,21.25,,
1995-08-24,21.75,,
1995-08-25,21.88,,
1995-08-28,21.88,,
1995-08-29,22.31,,
1995-08-30,22.13,,
1995-08-31,22.13,,
1995-09-01,22.31,,
1995-09-05,22.5,,
1995-09-06,22.5,,
1995-09-07,22.19,,
1995-09-08,22.63,,
1995-09-11,22.88,,
1995-09-12,22.13,,
1995-09-13,22.38,,
1995-09-14,22.56,,
1995-09-15,22.69,,
1995-09-18,22.5,,
1995-09-19,22.31,,
1995-09-20,22.25,,
1995-09-21,22.06,,
1995-09-22,21.88,,
1995-09-25,21.94,,
1995-09-26,21.5,,
1995-09-27,21.38,,
1995-09-28,21.63,,
1995-09-29,21.69,,
1995-10-02,21.88,,
1995-10-03,21.75,,
1995-10-04,21.56,,
1995-10-05,21.88,,
1995-10-06,23.13,,
1995-10-09,22.63,,
1995-10-10,22.69,,
1995-10-11,23.13,,
1995-10-12,23.63,,
1995-10-13,22.94,,
1995-10-16,23.38,,
1995-10-17,23.81,,
1995-10-18,23.63,,
1995-10-19,23.31,,
1995-10-20,23.0,,
1995-10-23,23.13,,
1995-10-24,22.88,,
1995-10-25,23.0,,
1995-10-26,23.0,,
1995-10-27,23.63,,
1995-10-30,23.75,,
1995-10-31,23.88,,
1995-11-01,23.81,,
1995-11-02,23.94,,
1995-11-03,24.25,,
1995-11-06,24.25,,
1995-11-07,23.88,,
1995-11-08,24.0,,
1995-11-09,23.88,,
1995-11-10,23.94,,
1995-11-13,24.25,,
1995-11-14,24.25,,
1995-11-15,23.88,,
1995-11-16,24.56,,
1995-11-17,24.5,,
1995-11-20,25.0,,
1995-11-21,25.19,,
1995-11-22,25.31,,
1995-11-24,25.25,,
1995-11-27,25.13,,
1995-11-28,25.0,,
1995-11-29,25.13,,
1995-11-30,25.31,,
1995-12-01,25.0,,
1995-12-04,25.25,,
1995-12-05,25.38,,
1995-12-06,25.94,,
1995-12-07,26.31,,
1995-12-08,25.88,,
1995-12-11,26.13,,
1995-12-12,26.25,,
1995-12-13,26.06,,
1995-12-14,25.88,,
1995-12-15,25.63,,
1995-12-18,25.31,,
1995-12-19,25.06,,
1995-12-20,24.94,,
1995-12-21,24.94,,
1995-12-22,25.06,,
1995-12-26,25.31,,
1995-12-27,25.5,,
1995-12-28,25.38,,
1995-12-29,25.75,,
1996-01-02,25.19,,
1996-01-03,24.75,,
1996-01-04,25.5,,
1996-01-05,25.44,,
1996-01-08,25.5,,
1996-01-09,25.38,,
1996-01-10,25.06,,
1996-01-11,24.75,,
1996-01-12,24.31,,
1996-01-15,24.75,,
1996-01-16,24.5,,
1996-01-17,24.69,,
1996-01-18,24.5,,
1996-01-19,24.5,,
1996-01-22,24.69,,
1996-01-23,25.0,,
1996-01-24,24.94,,
1996-01-25,24.81,,
1996-01-26,24.63,,
1996-01-29,24.31,,
1996-01-30,24.44,,
1996-01-31,25.75,,
1996-02-01,26.13,,
1996-02-02,26.06,,
1996-02-05,26.44,,
1996-02-06,26.5,,
1996-02-07,27.0,,
1996-02-08,27.75,,
1996-02-09,27.81,,
1996-02-12,28.0,,
1996-02-13,27.69,,
1996-02-14,27.88,,
1996-02-15,27.56,,
1996-02-16,27.56,,
1996-02-20,27.5,,
1996-02-21,27.63,,
1996-02-22,28.25,,
1996-02-23,28.56,,
1996-02-26,28.56,,
1996-02-27,28.25,,
1996-02-28,28.44,,
1996-02-29,28.25,,
1996-03-01,28.19,,
1996-03-04,28.31,,
1996-03-05,28.31,,
1996-03-06,27.88,,
1996-03-07,27.38,,
1996-03-08,27.25,,
1996-03-11,28.19,,
1996-03-12,27.81,,
1996-03-13,28.13,,
1996-03-14,28.0,,
1996-03-15,27.5,,
1996-03-18,28.06,,
1996-03-19,28.0,,
1996-03-20,27.75,,
1996-03-21,27.81,,
1996-03-22,28.0,,
1996-03-25,28.06,,
1996-03-26,28.25,,
1996-03-27,27.81,,
1996-03-28,27.88,,
1996-03-29,27.5,,
1996-04-01,28.13,,
1996-04-02,28.13,,
1996-04-03,28.31,,
1996-04-04,28.44,,
1996-04-08,28.44,,
1996-04-09,28.31,,
1996-04-10,28.13,,
1996-04-11,27.69,,
1996-04-12,27.88,,
1996-04-15,28.06,,
1996-04-16,27.81,,
1996-04-17,29.5,,
1996-04-18,30.25,,
1996-04-19,31.5,,
1996-04-22,31.75,,
1996-04-23,31.19,,
1996-04-24,31.13,,
1996-04-25,31.0,,
1996-04-26,31.0,,
1996-04-29,31.38,,
1996-04-30,31.38,,
1996-05-01,31.06,,
1996-05-02,30.88,,
1996-05-03,31.0,,
1996-05-06,30.88,,
1996-05-07,31.13,,
1996-05-08,30.81,,
1996-05-09,30.31,,
1996-05-10,31.5,,
1996-05-13,32.69,,
1996-05-14,31.94,,
1996-05-15,31.63,,
1996-05-16,31.13,,
1996-05-17,30.94,,
1996-05-20,30.69,,
1996-05-21,30.56,,
1996-05-22,30.38,,
1996-05-23,30.31,,
1996-05-24,30.38,,
1996-05-28,30.06,,
1996-05-29,29.94,,
1996-05-30,30.31,,
1996-05-31,30.31,,
1996-06-03,30.31,,
1996-06-04,30.5,,
1996-06-05,31.38,,
1996-06-06,29.75,,
1996-06-07,29.38,,
1996-06-10,29.75,,
1996-06-11,29.0,,
1996-06-12,29.25,,
1996-06-13,29.5,,
1996-06-14,28.38,,
1996-06-17,27.13,,
1996-06-18,29.0,,
1996-06-19,28.63,,
1996-06-20,28.5,,
1996-06-21,29.25,,
1996-06-24,29.5,,
1996-06-25,29.63,,
1996-06-26,29.25,,
1996-06-27,29.38,,
1996-06-28,29.75,,
1996-07-01,29.75,,
1996-07-02,29.5,,
1996-07-03,29.25,,
1996-07-05,28.25,,
1996-07-08,27.63,,
1996-07-09,28.5,,
1996-07-10,28.38,,
1996-07-11,27.88,,
1996-07-12,27.5,,
1996-07-15,26.5,,
1996-07-16,26.63,,
1996-07-17,28.38,,
1996-07-18,30.75,,
1996-07-19,30.25,,
1996-07-22,30.0,,
1996-07-23,29.25,,
1996-07-24,28.63,,
1996-07-25,28.88,,
1996-07-26,28.5,,
1996-07-29,28.5,,
1996-07-30,28.63,,
1996-07-31,28.5,,
1996-08-01,29.38,,
1996-08-02,29.75,,
1996-08-05,29.25,,
1996-08-06,29.63,,
1996-08-07,29.88,,
1996-08-08,29.63,,
1996-08-09,29.5,,
1996-08-12,29.63,,
1996-08-13,29.63,,
1996-08-14,29.25,,
1996-08-15,29.25,,
1996-08-16,29.0,,
1996-08-19,28.63,,
1996-08-20,28.75,,
1996-08-21,28.63,,
1996-08-22,28.5,,
1996-08-23,27.88,,
1996-08-26,27.75,,
1996-08-27,28.25,,
1996-08-28,27.63,,
1996-08-29,27.63,,
1996-08-30,27.5,,
1996-09-03,27.0,,
1996-09-04,27.63,,
1996-09-05,27.25,,
1996-09-06,28.0,,
1996-09-09,28.0,,
1996-09-10,28.0,,
1996-09-11,28.25,,
1996-09-12,28.88,,
1996-09-13,29.13,,
1996-09-16,29.38,,
1996-09-17,29.38,,
1996-09-18,28.63,,
1996-09-19,28.25,,
1996-09-20,28.0,,
1996-09-23,26.25,,
1996-09-24,25.13,,
1996-09-25,27.13,,
1996-09-26,27.13,,
1996-09-27,27.25,,
1996-09-30,28.13,,
1996-10-01,28.13,,
1996-10-02,27.88,,
1996-10-03,28.13,,
1996-10-04,28.13,,
1996-10-07,27.75,,
1996-10-08,27.63,,
1996-10-09,27.13,,
1996-10-10,26.88,,
1996-10-11,27.13,,
1996-10-14,27.13,,
1996-10-15,27.25,,
1996-10-16,27.5,,
1996-10-17,28.63,,
1996-10-18,28.13,,
1996-10-21,28.13,,
1996-10-22,28.13,,
1996-10-23,28.0,,
1996-10-24,28.0,,
1996-10-25,27.88,,
1996-10-28,27.5,,
1996-10-29,27.75,,
1996-10-30,28.25,,
1996-10-31,28.25,,
1996-11-01,28.38,,
1996-11-04,29.0,,
1996-11-05,29.38,,
1996-11-06,29.63,,
1996-11-07,29.0,,
1996-11-08,30.38,,
1996-11-11,29.63,,
1996-11-12,28.88,,
1996-11-13,29.5,,
1996-11-14,28.75,,
1996-11-15,29.0,,
1996-11-18,29.38,,
1996-11-19,29.75,,
1996-11-20,30.38,,
1996-11-21,30.25,,
1996-11-22,30.13,,
1996-11-25,30.0,,
1996-11-26,30.13,,
1996-11-27,29.63,,
1996-11-29,29.5,,
1996-12-02,29.5,,
1996-12-03,29.13,,
1996-12-04,29.0,,
1996-12-05,29.5,,
1996-12-06,29.25,,
1996-12-09,29.5,,
1996-12-10,29.13,,
1996-12-11,28.38,,
1996-12-12,27.63,,
