date,EW,EW_EPS,PE Ratio
2005-12-30,10.4,0.68,15.294117647058822
2006-01-03,10.35,0.68,15.220588235294116
2006-01-04,10.58,0.68,15.558823529411764
2006-01-05,10.54,0.68,15.499999999999998
2006-01-06,10.62,0.68,15.617647058823527
2006-01-09,10.49,0.68,15.426470588235293
2006-01-10,10.63,0.68,15.632352941176471
2006-01-11,10.56,0.68,15.529411764705882
2006-01-12,10.69,0.68,15.720588235294116
2006-01-13,10.75,0.68,15.808823529411763
2006-01-17,10.59,0.68,15.573529411764705
2006-01-18,10.67,0.68,15.691176470588234
2006-01-19,10.64,0.68,15.647058823529411
2006-01-20,10.55,0.68,15.51470588235294
2006-01-23,10.56,0.68,15.529411764705882
2006-01-24,10.56,0.68,15.529411764705882
2006-01-25,10.44,0.68,15.352941176470587
2006-01-26,10.62,0.68,15.617647058823527
2006-01-27,10.64,0.68,15.647058823529411
2006-01-30,10.7,0.68,15.735294117647056
2006-01-31,10.74,0.68,15.794117647058822
2006-02-01,10.83,0.68,15.926470588235293
2006-02-02,10.7,0.68,15.735294117647056
2006-02-03,11.55,0.68,16.985294117647058
2006-02-06,11.17,0.68,16.426470588235293
2006-02-07,11.0,0.68,16.176470588235293
2006-02-08,11.01,0.68,16.191176470588236
2006-02-09,11.13,0.68,16.36764705882353
2006-02-10,10.91,0.68,16.044117647058822
2006-02-13,10.83,0.68,15.926470588235293
2006-02-14,10.77,0.68,15.838235294117645
2006-02-15,10.75,0.68,15.808823529411763
2006-02-16,10.76,0.68,15.823529411764705
2006-02-17,10.6,0.68,15.588235294117645
2006-02-21,10.53,0.68,15.485294117647056
2006-02-22,10.59,0.68,15.573529411764705
2006-02-23,10.52,0.68,15.470588235294116
2006-02-24,10.51,0.68,15.455882352941176
2006-02-27,10.5,0.68,15.441176470588234
2006-02-28,10.34,0.68,15.205882352941176
2006-03-01,10.48,0.68,15.411764705882353
2006-03-02,10.57,0.68,15.544117647058822
2006-03-03,10.63,0.68,15.632352941176471
2006-03-06,10.55,0.68,15.51470588235294
2006-03-07,10.46,0.68,15.382352941176471
2006-03-08,10.36,0.68,15.235294117647056
2006-03-09,10.43,1.33,7.842105263157894
2006-03-10,10.45,1.33,7.857142857142856
2006-03-13,10.39,1.33,7.81203007518797
2006-03-14,10.47,1.33,7.87218045112782
2006-03-15,10.57,1.33,7.947368421052631
2006-03-16,10.58,1.33,7.954887218045112
2006-03-17,10.65,1.33,8.007518796992482
2006-03-20,10.68,1.33,8.030075187969924
2006-03-21,10.76,1.33,8.090225563909774
2006-03-22,10.96,1.33,8.240601503759398
2006-03-23,11.22,1.33,8.436090225563909
2006-03-24,11.21,1.33,8.428571428571429
2006-03-27,11.12,1.33,8.360902255639097
2006-03-28,11.07,1.33,8.32330827067669
2006-03-29,10.96,1.33,8.240601503759398
2006-03-30,10.83,1.33,8.142857142857142
2006-03-31,10.88,1.33,8.180451127819548
2006-04-03,10.86,1.33,8.165413533834586
2006-04-04,10.85,1.33,8.157894736842104
2006-04-05,10.86,1.33,8.165413533834586
2006-04-06,10.84,1.33,8.150375939849624
2006-04-07,10.82,1.33,8.135338345864662
2006-04-10,10.78,1.33,8.105263157894736
2006-04-11,10.71,1.33,8.052631578947368
2006-04-12,10.73,1.33,8.06766917293233
2006-04-13,10.71,1.33,8.052631578947368
2006-04-17,10.69,1.33,8.037593984962406
2006-04-18,10.88,1.33,8.180451127819548
2006-04-19,10.94,1.33,8.225563909774435
2006-04-20,11.22,1.33,8.436090225563909
2006-04-21,11.38,1.33,8.556390977443609
2006-04-24,11.23,1.33,8.443609022556391
2006-04-25,11.17,1.33,8.398496240601503
2006-04-26,11.16,1.33,8.390977443609023
2006-04-27,11.17,1.33,8.398496240601503
2006-04-28,11.11,1.33,8.353383458646615
2006-05-01,10.98,1.33,8.25563909774436
2006-05-02,10.98,1.33,8.25563909774436
2006-05-03,10.92,1.33,8.210526315789473
2006-05-04,11.02,1.33,8.285714285714285
2006-05-05,11.08,1.33,8.330827067669173
2006-05-08,11.03,1.33,8.293233082706767
2006-05-09,10.88,1.33,8.180451127819548
2006-05-10,10.98,0.77,14.25974025974026
2006-05-11,11.05,0.77,14.350649350649352
2006-05-12,11.0,0.77,14.285714285714285
2006-05-15,11.13,0.77,14.454545454545455
2006-05-16,11.1,0.77,14.415584415584414
2006-05-17,10.96,0.77,14.233766233766234
2006-05-18,10.94,0.77,14.207792207792206
2006-05-19,11.06,0.77,14.363636363636363
2006-05-22,11.01,0.77,14.298701298701298
2006-05-23,10.88,0.77,14.129870129870131
2006-05-24,10.96,0.77,14.233766233766234
2006-05-25,10.99,0.77,14.272727272727273
2006-05-26,11.0,0.77,14.285714285714285
2006-05-30,11.05,0.77,14.350649350649352
2006-05-31,11.09,0.77,14.402597402597403
2006-06-01,11.14,0.77,14.467532467532468
2006-06-02,11.27,0.77,14.636363636363635
2006-06-05,11.13,0.77,14.454545454545455
2006-06-06,11.1,0.77,14.415584415584414
2006-06-07,11.23,0.77,14.584415584415584
2006-06-08,11.33,0.77,14.714285714285714
2006-06-09,11.27,0.77,14.636363636363635
2006-06-12,11.17,0.77,14.506493506493506
2006-06-13,11.2,0.77,14.545454545454545
2006-06-14,11.16,0.77,14.493506493506493
2006-06-15,11.33,0.77,14.714285714285714
2006-06-16,11.35,0.77,14.74025974025974
2006-06-19,11.25,0.77,14.61038961038961
2006-06-20,11.25,0.77,14.61038961038961
2006-06-21,11.33,0.77,14.714285714285714
2006-06-22,11.08,0.77,14.38961038961039
2006-06-23,11.08,0.77,14.38961038961039
2006-06-26,11.14,0.77,14.467532467532468
2006-06-27,11.04,0.77,14.337662337662337
2006-06-28,10.99,0.77,14.272727272727273
2006-06-29,11.14,0.77,14.467532467532468
2006-06-30,11.36,0.77,14.753246753246753
2006-07-03,11.38,0.77,14.779220779220779
2006-07-05,11.2,0.77,14.545454545454545
2006-07-06,11.24,0.77,14.597402597402597
2006-07-07,11.23,0.77,14.584415584415584
2006-07-10,11.21,0.77,14.55844155844156
2006-07-11,11.2,0.77,14.545454545454545
2006-07-12,11.23,0.77,14.584415584415584
2006-07-13,11.17,0.77,14.506493506493506
2006-07-14,11.05,0.77,14.350649350649352
2006-07-17,11.13,0.77,14.454545454545455
2006-07-18,11.15,0.77,14.480519480519481
2006-07-19,11.43,0.77,14.844155844155843
2006-07-20,11.4,0.77,14.805194805194805
2006-07-21,11.29,0.77,14.662337662337661
2006-07-24,11.23,0.77,14.584415584415584
2006-07-25,10.82,0.77,14.051948051948052
2006-07-26,10.85,0.77,14.09090909090909
2006-07-27,10.87,0.77,14.116883116883116
2006-07-28,11.0,0.77,14.285714285714285
2006-07-31,11.06,0.77,14.363636363636363
2006-08-01,11.02,0.77,14.311688311688311
2006-08-02,11.09,0.77,14.402597402597403
2006-08-03,11.08,0.77,14.38961038961039
2006-08-04,11.18,0.77,14.519480519480519
2006-08-07,11.07,0.77,14.376623376623376
2006-08-08,11.14,0.77,14.467532467532468
2006-08-09,11.19,1.39,8.050359712230216
2006-08-10,11.36,1.39,8.172661870503598
2006-08-11,11.3,1.39,8.129496402877699
2006-08-14,11.29,1.39,8.122302158273381
2006-08-15,11.37,1.39,8.179856115107913
2006-08-16,11.44,1.39,8.23021582733813
2006-08-17,11.59,1.39,8.338129496402878
2006-08-18,11.53,1.39,8.29496402877698
2006-08-21,11.49,1.39,8.266187050359713
2006-08-22,11.37,1.39,8.179856115107913
2006-08-23,11.59,1.39,8.338129496402878
2006-08-24,11.5,1.39,8.273381294964029
2006-08-25,11.63,1.39,8.366906474820144
2006-08-28,11.54,1.39,8.302158273381295
2006-08-29,11.61,1.39,8.352517985611511
2006-08-30,11.64,1.39,8.374100719424462
2006-08-31,11.67,1.39,8.39568345323741
2006-09-01,11.67,1.39,8.39568345323741
2006-09-05,11.64,1.39,8.374100719424462
2006-09-06,11.5,1.39,8.273381294964029
2006-09-07,11.63,1.39,8.366906474820144
2006-09-08,11.67,1.39,8.39568345323741
2006-09-11,11.81,1.39,8.496402877697843
2006-09-12,11.87,1.39,8.53956834532374
2006-09-13,11.81,1.39,8.496402877697843
2006-09-14,11.77,1.39,8.467625899280575
2006-09-15,11.74,1.39,8.446043165467627
2006-09-18,11.68,1.39,8.402877697841728
2006-09-19,11.66,1.39,8.388489208633095
2006-09-20,11.68,1.39,8.402877697841728
2006-09-21,11.62,1.39,8.359712230215827
2006-09-22,11.57,1.39,8.323741007194245
2006-09-25,11.62,1.39,8.359712230215827
2006-09-26,11.68,1.39,8.402877697841728
2006-09-27,11.69,1.39,8.410071942446043
2006-09-28,11.69,1.39,8.410071942446043
2006-09-29,11.65,1.39,8.381294964028777
2006-10-02,11.7,1.39,8.41726618705036
2006-10-03,11.7,1.39,8.41726618705036
2006-10-04,11.78,1.39,8.474820143884893
2006-10-05,11.91,1.39,8.568345323741008
2006-10-06,11.86,1.39,8.532374100719425
2006-10-09,12.0,1.39,8.633093525179858
2006-10-10,11.98,1.39,8.618705035971225
2006-10-11,11.98,1.39,8.618705035971225
2006-10-12,11.81,1.39,8.496402877697843
2006-10-13,11.74,1.39,8.446043165467627
2006-10-16,11.97,1.39,8.611510791366907
2006-10-17,11.67,1.39,8.39568345323741
2006-10-18,11.56,1.39,8.31654676258993
2006-10-19,11.55,1.39,8.309352517985612
2006-10-20,11.1,1.39,7.985611510791367
2006-10-23,11.0,1.39,7.913669064748202
2006-10-24,11.07,1.39,7.964028776978418
2006-10-25,11.09,1.39,7.9784172661870505
2006-10-26,11.15,1.39,8.02158273381295
2006-10-27,11.01,1.39,7.9208633093525185
2006-10-30,10.89,1.39,7.8345323741007205
2006-10-31,10.73,1.39,7.7194244604316555
2006-11-01,10.68,1.39,7.683453237410072
2006-11-02,10.69,1.39,7.690647482014389
2006-11-03,10.84,1.39,7.798561151079137
2006-11-06,10.93,1.39,7.863309352517986
2006-11-07,10.9,1.39,7.841726618705037
2006-11-08,10.95,1.39,7.877697841726619
2006-11-09,10.8,1.87,5.775401069518717
2006-11-10,10.8,1.87,5.775401069518717
2006-11-13,10.71,1.87,5.7272727272727275
2006-11-14,10.8,1.87,5.775401069518717
2006-11-15,10.92,1.87,5.839572192513368
2006-11-16,11.02,1.87,5.893048128342246
2006-11-17,11.02,1.87,5.893048128342246
2006-11-20,11.06,1.87,5.9144385026737964
2006-11-21,11.19,1.87,5.983957219251336
2006-11-22,11.24,1.87,6.010695187165775
2006-11-24,11.23,1.87,6.005347593582887
2006-11-27,11.23,1.87,6.005347593582887
2006-11-28,11.32,1.87,6.053475935828877
2006-11-29,11.47,1.87,6.133689839572193
2006-11-30,11.46,1.87,6.128342245989305
2006-12-01,11.49,1.87,6.144385026737968
2006-12-04,11.68,1.87,6.245989304812833
2006-12-05,11.65,1.87,6.229946524064171
2006-12-06,11.65,1.87,6.229946524064171
2006-12-07,11.6,1.87,6.203208556149732
2006-12-08,11.65,1.87,6.229946524064171
2006-12-11,11.79,1.87,6.304812834224598
2006-12-12,11.92,1.87,6.374331550802139
2006-12-13,11.86,1.87,6.342245989304812
2006-12-14,11.83,1.87,6.32620320855615
2006-12-15,12.01,1.87,6.422459893048128
2006-12-18,12.08,1.87,6.459893048128342
2006-12-19,11.99,1.87,6.411764705882352
2006-12-20,12.02,1.87,6.427807486631015
2006-12-21,11.9,1.87,6.363636363636363
2006-12-22,11.82,1.87,6.3208556149732615
2006-12-26,11.93,1.87,6.379679144385026
2006-12-27,11.97,1.87,6.401069518716578
2006-12-28,11.97,1.87,6.401069518716578
2006-12-29,11.76,1.87,6.288770053475935
2007-01-03,11.99,1.87,6.411764705882352
2007-01-04,12.01,1.87,6.422459893048128
2007-01-05,11.98,1.87,6.406417112299465
2007-01-08,11.9,1.87,6.363636363636363
2007-01-09,12.01,1.87,6.422459893048128
2007-01-10,12.01,1.87,6.422459893048128
2007-01-11,12.13,1.87,6.4866310160427805
2007-01-12,12.32,1.87,6.588235294117647
2007-01-16,12.32,1.87,6.588235294117647
2007-01-17,12.33,1.87,6.593582887700534
2007-01-18,12.36,1.87,6.609625668449197
2007-01-19,12.32,1.87,6.588235294117647
2007-01-22,12.42,1.87,6.641711229946524
2007-01-23,12.43,1.87,6.647058823529411
2007-01-24,12.52,1.87,6.6951871657754
2007-01-25,12.54,1.87,6.705882352941176
2007-01-26,12.76,1.87,6.823529411764706
2007-01-29,12.82,1.87,6.855614973262032
2007-01-30,12.8,1.87,6.8449197860962565
2007-01-31,12.79,1.87,6.839572192513368
2007-02-01,12.82,1.87,6.855614973262032
2007-02-02,12.96,1.87,6.93048128342246
2007-02-05,13.06,1.87,6.983957219251336
2007-02-06,12.49,1.87,6.679144385026738
2007-02-07,12.65,1.87,6.764705882352941
2007-02-08,12.73,1.87,6.807486631016043
2007-02-09,12.65,1.87,6.764705882352941
2007-02-12,12.74,1.87,6.81283422459893
2007-02-13,12.77,1.87,6.828877005347593
2007-02-14,12.9,1.87,6.898395721925134
2007-02-15,13.03,1.87,6.967914438502673
2007-02-16,13.1,1.87,7.005347593582887
2007-02-20,12.75,1.87,6.8181818181818175
2007-02-21,12.88,1.87,6.887700534759358
2007-02-22,12.84,1.87,6.866310160427807
2007-02-23,12.93,1.87,6.9144385026737964
2007-02-26,12.8,1.87,6.8449197860962565
2007-02-27,12.53,1.87,6.7005347593582885
2007-02-28,12.6,1.87,6.737967914438502
2007-03-01,12.46,2.23,5.587443946188341
2007-03-02,12.58,2.23,5.641255605381166
2007-03-05,12.53,2.23,5.618834080717488
2007-03-06,12.75,2.23,5.7174887892376685
2007-03-07,12.83,2.23,5.753363228699552
2007-03-08,12.43,2.23,5.573991031390134
2007-03-09,12.42,2.23,5.569506726457399
2007-03-12,12.39,2.23,5.5560538116591935
2007-03-13,12.17,2.23,5.457399103139013
2007-03-14,12.16,2.23,5.452914798206278
2007-03-15,12.25,2.23,5.493273542600897
2007-03-16,12.19,2.23,5.466367713004484
2007-03-19,12.29,2.23,5.511210762331838
2007-03-20,12.33,2.23,5.5291479820627805
2007-03-21,12.39,2.23,5.5560538116591935
2007-03-22,12.45,2.23,5.582959641255605
2007-03-23,12.44,2.23,5.57847533632287
2007-03-26,12.4,2.23,5.560538116591928
2007-03-27,12.49,2.23,5.6008968609865475
2007-03-28,12.57,2.23,5.636771300448431
2007-03-29,12.64,2.23,5.668161434977579
2007-03-30,12.68,2.23,5.68609865470852
2007-04-02,12.75,2.23,5.7174887892376685
2007-04-03,12.84,2.23,5.757847533632287
2007-04-04,12.88,2.23,5.775784753363229
2007-04-05,12.86,2.23,5.766816143497758
2007-04-09,12.85,2.23,5.762331838565022
2007-04-10,12.88,2.23,5.775784753363229
2007-04-11,12.84,2.23,5.757847533632287
2007-04-12,12.97,2.23,5.816143497757848
2007-04-13,13.07,2.23,5.860986547085202
2007-04-16,13.19,2.23,5.914798206278027
2007-04-17,13.19,2.23,5.914798206278027
2007-04-18,13.11,2.23,5.878923766816143
2007-04-19,13.0,2.23,5.829596412556054
2007-04-20,12.99,2.23,5.825112107623318
2007-04-23,13.04,2.23,5.8475336322869955
2007-04-24,12.26,2.23,5.497757847533633
2007-04-25,12.18,2.23,5.461883408071749
2007-04-26,12.24,2.23,5.488789237668161
2007-04-27,12.22,2.23,5.479820627802691
2007-04-30,12.25,2.23,5.493273542600897
2007-05-01,12.17,2.23,5.457399103139013
2007-05-02,12.32,2.23,5.524663677130045
2007-05-03,12.28,2.23,5.506726457399103
2007-05-04,12.2,2.23,5.4708520179372195
2007-05-07,12.31,2.23,5.52017937219731
2007-05-08,12.23,2.23,5.4843049327354265
2007-05-09,12.21,0.57,21.421052631578952
2007-05-10,12.21,0.57,21.421052631578952
2007-05-11,12.27,0.57,21.526315789473685
2007-05-14,12.27,0.57,21.526315789473685
2007-05-15,12.26,0.57,21.50877192982456
2007-05-16,12.33,0.57,21.631578947368425
2007-05-17,12.3,0.57,21.578947368421055
2007-05-18,12.46,0.57,21.85964912280702
2007-05-21,12.52,0.57,21.964912280701757
2007-05-22,12.67,0.57,22.2280701754386
2007-05-23,12.78,0.57,22.42105263157895
2007-05-24,12.72,0.57,22.315789473684212
2007-05-25,12.6,0.57,22.10526315789474
2007-05-29,12.57,0.57,22.05263157894737
2007-05-30,12.54,0.57,22.0
2007-05-31,12.55,0.57,22.017543859649127
2007-06-01,12.6,0.57,22.10526315789474
2007-06-04,12.71,0.57,22.298245614035093
2007-06-05,12.63,0.57,22.15789473684211
2007-06-06,12.53,0.57,21.982456140350877
2007-06-07,12.41,0.57,21.771929824561404
2007-06-08,12.42,0.57,21.789473684210527
2007-06-11,12.43,0.57,21.80701754385965
2007-06-12,12.27,0.57,21.526315789473685
2007-06-13,12.36,0.57,21.68421052631579
2007-06-14,12.33,0.57,21.631578947368425
2007-06-15,12.33,0.57,21.631578947368425
2007-06-18,12.34,0.57,21.649122807017545
2007-06-19,12.42,0.57,21.789473684210527
2007-06-20,12.34,0.57,21.649122807017545
2007-06-21,12.34,0.57,21.649122807017545
2007-06-22,12.29,0.57,21.56140350877193
2007-06-25,12.18,0.57,21.36842105263158
2007-06-26,12.44,0.57,21.824561403508774
2007-06-27,12.58,0.57,22.070175438596493
2007-06-28,12.51,0.57,21.947368421052634
2007-06-29,12.34,0.57,21.649122807017545
2007-07-02,12.38,0.57,21.719298245614038
2007-07-03,12.5,0.57,21.92982456140351
2007-07-05,12.49,0.57,21.912280701754387
2007-07-06,12.56,0.57,22.035087719298247
2007-07-09,12.52,0.57,21.964912280701757
2007-07-10,12.34,0.57,21.649122807017545
2007-07-11,12.44,0.57,21.824561403508774
2007-07-12,12.54,0.57,22.0
2007-07-13,12.48,0.57,21.894736842105267
2007-07-16,12.5,0.57,21.92982456140351
2007-07-17,12.5,0.57,21.92982456140351
2007-07-18,12.51,0.57,21.947368421052634
2007-07-19,12.64,0.57,22.17543859649123
2007-07-20,12.5,0.57,21.92982456140351
2007-07-23,12.47,0.57,21.877192982456144
2007-07-24,11.81,0.57,20.719298245614038
2007-07-25,11.68,0.57,20.49122807017544
2007-07-26,11.62,0.57,20.385964912280702
2007-07-27,11.61,0.57,20.36842105263158
2007-07-30,11.55,0.57,20.263157894736846
2007-07-31,11.49,0.57,20.157894736842106
2007-08-01,11.62,0.57,20.385964912280702
2007-08-02,11.63,0.57,20.40350877192983
2007-08-03,11.59,0.57,20.333333333333336
2007-08-06,11.65,0.57,20.438596491228072
2007-08-07,11.6,0.57,20.35087719298246
2007-08-08,11.83,1.18,10.02542372881356
2007-08-09,11.71,1.18,9.923728813559324
2007-08-10,11.57,1.18,9.805084745762713
2007-08-13,11.65,1.18,9.872881355932204
2007-08-14,11.63,1.18,9.855932203389832
2007-08-15,11.59,1.18,9.822033898305085
2007-08-16,11.78,1.18,9.983050847457626
2007-08-17,11.75,1.18,9.957627118644067
2007-08-20,11.71,1.18,9.923728813559324
2007-08-21,11.74,1.18,9.949152542372882
2007-08-22,11.73,1.18,9.940677966101696
2007-08-23,11.86,1.18,10.05084745762712
2007-08-24,12.01,1.18,10.177966101694915
2007-08-27,12.02,1.18,10.186440677966102
2007-08-28,11.85,1.18,10.042372881355933
2007-08-29,12.0,1.18,10.16949152542373
2007-08-30,11.94,1.18,10.11864406779661
2007-08-31,12.08,1.18,10.237288135593221
2007-09-04,11.92,1.18,10.101694915254237
2007-09-05,12.12,1.18,10.271186440677965
2007-09-06,12.13,1.18,10.279661016949154
2007-09-07,12.08,1.18,10.237288135593221
2007-09-10,11.97,1.18,10.144067796610171
2007-09-11,12.05,1.18,10.211864406779663
2007-09-12,12.09,1.18,10.245762711864407
2007-09-13,11.94,1.18,10.11864406779661
2007-09-14,11.97,1.18,10.144067796610171
2007-09-17,11.87,1.18,10.059322033898304
2007-09-18,12.04,1.18,10.203389830508474
2007-09-19,12.19,1.18,10.330508474576272
2007-09-20,12.22,1.18,10.355932203389832
2007-09-21,12.19,1.18,10.330508474576272
2007-09-24,12.12,1.18,10.271186440677965
2007-09-25,12.1,1.18,10.254237288135593
2007-09-26,12.19,1.18,10.330508474576272
2007-09-27,12.34,1.18,10.457627118644067
2007-09-28,12.33,1.18,10.449152542372882
2007-10-01,12.37,1.18,10.483050847457626
2007-10-02,12.39,1.18,10.500000000000002
2007-10-03,12.46,1.18,10.559322033898306
2007-10-04,12.62,1.18,10.694915254237287
2007-10-05,12.88,1.18,10.915254237288137
2007-10-08,12.87,1.18,10.90677966101695
2007-10-09,12.74,1.18,10.796610169491526
2007-10-10,12.63,1.18,10.703389830508476
2007-10-11,12.66,1.18,10.728813559322035
2007-10-12,12.44,1.18,10.542372881355933
2007-10-15,12.41,1.18,10.516949152542374
2007-10-16,12.34,1.18,10.457627118644067
2007-10-17,12.44,1.18,10.542372881355933
2007-10-18,12.38,1.18,10.491525423728815
2007-10-19,12.41,1.18,10.516949152542374
2007-10-22,12.45,1.18,10.55084745762712
2007-10-23,12.01,1.18,10.177966101694915
2007-10-24,12.2,1.18,10.338983050847457
2007-10-25,12.28,1.18,10.40677966101695
2007-10-26,12.37,1.18,10.483050847457626
2007-10-29,12.42,1.18,10.52542372881356
2007-10-30,12.38,1.18,10.491525423728815
2007-10-31,12.56,1.18,10.644067796610171
2007-11-01,12.45,1.18,10.55084745762712
2007-11-02,12.55,1.18,10.635593220338984
2007-11-05,12.49,1.18,10.584745762711865
2007-11-06,12.47,1.18,10.567796610169493
2007-11-07,12.53,1.18,10.61864406779661
2007-11-08,12.59,1.18,10.66949152542373
2007-11-09,12.48,0.51,24.47058823529412
2007-11-12,12.42,0.51,24.352941176470587
2007-11-13,12.5,0.51,24.509803921568626
2007-11-14,12.56,0.51,24.627450980392158
2007-11-15,12.57,0.51,24.647058823529413
2007-11-16,12.61,0.51,24.72549019607843
2007-11-19,12.56,0.51,24.627450980392158
2007-11-20,12.57,0.51,24.647058823529413
2007-11-21,12.26,0.51,24.03921568627451
2007-11-23,12.42,0.51,24.352941176470587
2007-11-26,12.23,0.51,23.980392156862745
2007-11-27,12.31,0.51,24.137254901960784
2007-11-28,12.67,0.51,24.84313725490196
2007-11-29,12.45,0.51,24.41176470588235
2007-11-30,12.36,0.51,24.235294117647058
2007-12-03,12.23,0.51,23.980392156862745
2007-12-04,11.9,0.51,23.333333333333332
2007-12-05,11.84,0.51,23.215686274509803
2007-12-06,11.98,0.51,23.490196078431374
2007-12-07,12.12,0.51,23.76470588235294
2007-12-10,12.3,0.51,24.11764705882353
2007-12-11,12.11,0.51,23.745098039215684
2007-12-12,12.21,0.51,23.941176470588236
2007-12-13,12.28,0.51,24.07843137254902
2007-12-14,12.25,0.51,24.019607843137255
2007-12-17,11.97,0.51,23.47058823529412
2007-12-18,11.74,0.51,23.019607843137255
2007-12-19,11.76,0.51,23.058823529411764
2007-12-20,11.83,0.51,23.19607843137255
2007-12-21,11.91,0.51,23.352941176470587
2007-12-24,11.92,0.51,23.372549019607842
2007-12-26,11.77,0.51,23.07843137254902
2007-12-27,11.64,0.51,22.823529411764707
2007-12-28,11.55,0.51,22.647058823529413
2007-12-31,11.5,0.51,22.549019607843135
2008-01-02,11.3,0.51,22.15686274509804
2008-01-03,11.43,0.51,22.41176470588235
2008-01-04,11.33,0.51,22.215686274509803
2008-01-07,11.33,0.51,22.215686274509803
2008-01-08,11.28,0.51,22.11764705882353
2008-01-09,11.46,0.51,22.47058823529412
2008-01-10,11.46,0.51,22.47058823529412
2008-01-11,11.47,0.51,22.490196078431374
2008-01-14,11.61,0.51,22.76470588235294
2008-01-15,11.63,0.51,22.80392156862745
2008-01-16,11.78,0.51,23.098039215686274
2008-01-17,11.77,0.51,23.07843137254902
2008-01-18,11.63,0.51,22.80392156862745
2008-01-22,11.52,0.51,22.588235294117645
2008-01-23,11.56,0.51,22.666666666666668
2008-01-24,11.59,0.51,22.725490196078432
2008-01-25,11.42,0.51,22.392156862745097
2008-01-28,11.57,0.51,22.686274509803923
2008-01-29,11.75,0.51,23.03921568627451
2008-01-30,11.73,0.51,23.0
2008-01-31,11.57,0.51,22.686274509803923
2008-02-01,11.61,0.51,22.76470588235294
2008-02-04,11.75,0.51,23.03921568627451
2008-02-05,11.78,0.51,23.098039215686274
2008-02-06,11.37,0.51,22.294117647058822
2008-02-07,11.36,0.51,22.274509803921568
2008-02-08,11.06,0.51,21.686274509803923
2008-02-11,11.18,0.51,21.92156862745098
2008-02-12,11.29,0.51,22.137254901960784
2008-02-13,11.0,0.51,21.56862745098039
2008-02-14,10.65,0.51,20.88235294117647
2008-02-15,10.7,0.51,20.98039215686274
2008-02-19,10.66,0.51,20.901960784313726
2008-02-20,10.81,0.51,21.19607843137255
2008-02-21,10.76,0.51,21.098039215686274
2008-02-22,10.76,0.51,21.098039215686274
2008-02-25,11.13,0.51,21.823529411764707
2008-02-26,11.12,0.51,21.803921568627448
2008-02-27,11.07,0.51,21.705882352941178
2008-02-28,11.03,0.51,21.627450980392155
2008-02-29,10.9,1.97,5.532994923857868
2008-03-03,10.87,1.97,5.5177664974619285
2008-03-04,10.75,1.97,5.456852791878172
2008-03-05,10.74,1.97,5.4517766497461935
2008-03-06,10.77,1.97,5.467005076142132
2008-03-07,10.86,1.97,5.512690355329949
2008-03-10,11.02,1.97,5.593908629441624
2008-03-11,11.0,1.97,5.583756345177665
2008-03-12,11.05,1.97,5.6091370558375635
2008-03-13,11.03,1.97,5.598984771573604
2008-03-14,11.0,1.97,5.583756345177665
2008-03-17,11.04,1.97,5.604060913705584
2008-03-18,11.5,1.97,5.83756345177665
2008-03-19,11.55,1.97,5.862944162436548
2008-03-20,11.4,1.97,5.786802030456853
2008-03-24,11.61,1.97,5.893401015228426
2008-03-25,11.38,1.97,5.776649746192894
2008-03-26,11.42,1.97,5.7969543147208125
2008-03-27,11.31,1.97,5.741116751269036
2008-03-28,11.22,1.97,5.695431472081219
2008-03-31,11.14,1.97,5.654822335025381
2008-04-01,11.48,1.97,5.8274111675126905
2008-04-02,11.42,1.97,5.7969543147208125
2008-04-03,11.43,1.97,5.802030456852791
2008-04-04,11.45,1.97,5.812182741116751
2008-04-07,11.57,1.97,5.873096446700508
2008-04-08,11.61,1.97,5.893401015228426
2008-04-09,11.67,1.97,5.9238578680203045
2008-04-10,11.66,1.97,5.918781725888325
2008-04-11,11.61,1.97,5.893401015228426
2008-04-14,11.6,1.97,5.888324873096447
2008-04-15,11.79,1.97,5.9847715736040605
2008-04-16,11.95,1.97,6.065989847715736
2008-04-17,11.9,1.97,6.040609137055838
2008-04-18,12.05,1.97,6.116751269035533
2008-04-21,12.0,1.97,6.091370558375635
2008-04-22,12.13,1.97,6.157360406091371
2008-04-23,13.73,1.97,6.969543147208122
2008-04-24,13.89,1.97,7.050761421319797
2008-04-25,14.0,1.97,7.106598984771574
2008-04-28,14.07,1.97,7.1421319796954315
2008-04-29,13.97,1.97,7.091370558375635
2008-04-30,13.86,1.97,7.035532994923858
2008-05-01,14.07,1.97,7.1421319796954315
2008-05-02,13.89,1.97,7.050761421319797
2008-05-05,13.98,1.97,7.096446700507615
2008-05-06,13.91,1.97,7.060913705583756
2008-05-07,13.89,1.97,7.050761421319797
2008-05-08,14.0,1.97,7.106598984771574
2008-05-09,13.95,0.32,43.59375
2008-05-12,14.02,0.32,43.8125
2008-05-13,13.94,0.32,43.5625
2008-05-14,14.12,0.32,44.125
2008-05-15,14.11,0.32,44.09375
2008-05-16,14.16,0.32,44.25
2008-05-19,14.14,0.32,44.1875
2008-05-20,14.16,0.32,44.25
2008-05-21,14.08,0.32,44.0
2008-05-22,14.08,0.32,44.0
2008-05-23,13.9,0.32,43.4375
2008-05-27,14.19,0.32,44.34375
2008-05-28,14.24,0.32,44.5
2008-05-29,14.4,0.32,45.0
2008-05-30,14.43,0.32,45.09375
2008-06-02,14.45,0.32,45.15625
2008-06-03,14.43,0.32,45.09375
