date,PLD,PLD_EPS,PE Ratio
2009-05-19,17.96,1.846,9.729144095341278
2009-05-20,17.72,1.846,9.599133261105091
2009-05-21,17.67,1.846,9.57204767063922
2009-05-22,16.91,1.846,9.160346695557962
2009-05-26,17.54,1.846,9.501625135427952
2009-05-27,16.84,1.846,9.122426868905741
2009-05-28,17.57,1.846,9.517876489707476
2009-05-29,17.85,1.846,9.66955579631636
2009-06-01,19.18,1.846,10.390032502708559
2009-06-02,19.32,1.846,10.465872156013
2009-06-03,19.15,1.846,10.373781148429034
2009-06-04,20.16,1.846,10.920910075839652
2009-06-05,20.21,1.846,10.947995666305525
2009-06-08,20.35,1.846,11.023835319609967
2009-06-09,20.03,1.846,10.850487540628386
2009-06-10,19.12,1.846,10.357529794149512
2009-06-11,18.86,1.846,10.216684723726976
2009-06-12,19.6,1.846,10.617551462621886
2009-06-15,18.24,1.846,9.880823401950162
2009-06-16,17.97,1.846,9.734561213434452
2009-06-17,17.76,1.846,9.62080173347779
2009-06-18,18.29,1.846,9.907908992416035
2009-06-19,18.66,1.846,10.108342361863489
2009-06-22,17.02,1.846,9.219934994582882
2009-06-23,17.11,1.846,9.26868905742145
2009-06-24,17.46,1.846,9.458288190682557
2009-06-25,17.85,1.846,9.66955579631636
2009-06-26,18.41,1.846,9.972914409534127
2009-06-29,18.65,1.846,10.102925243770313
2009-06-30,18.81,1.846,10.189599133261105
2009-07-01,18.71,1.846,10.13542795232936
2009-07-02,17.54,1.846,9.501625135427952
2009-07-06,18.16,1.846,9.837486457204767
2009-07-07,17.3,1.846,9.371614301191766
2009-07-08,17.05,1.846,9.236186348862406
2009-07-09,16.78,1.846,9.089924160346696
2009-07-10,16.61,1.846,8.997833152762729
2009-07-13,17.58,1.846,9.523293607800648
2009-07-14,17.53,1.846,9.496208017334778
2009-07-15,17.73,1.846,9.604550379198267
2009-07-16,18.04,1.846,9.772481040086673
2009-07-17,17.39,1.846,9.420368364030336
2009-07-20,18.18,1.846,9.848320693391114
2009-07-21,17.73,1.846,9.604550379198267
2009-07-22,17.82,1.846,9.653304442036836
2009-07-23,18.59,1.846,10.070422535211266
2009-07-24,19.06,1.846,10.325027085590465
2009-07-27,19.52,1.846,10.57421451787649
2009-07-28,18.87,1.846,10.222101841820152
2009-07-29,18.56,1.846,10.054171180931743
2009-07-30,19.41,1.846,10.514626218851571
2009-07-31,19.81,1.846,10.731310942578547
2009-08-03,20.45,1.846,11.078006500541711
2009-08-04,21.55,1.846,11.673889490790899
2009-08-05,22.66,1.846,12.275189599133261
2009-08-06,22.93,1.846,12.42145178764897
2009-08-07,23.78,-0.002771,-8581.739444243956
2009-08-10,23.04,-0.002771,-8314.687838325513
2009-08-11,21.46,-0.002771,-7744.496571634789
2009-08-12,21.76,-0.002771,-7852.760736196319
2009-08-13,22.11,-0.002771,-7979.068928184771
2009-08-14,22.21,-0.002771,-8015.156983038614
2009-08-17,20.74,-0.002771,-7484.662576687116
2009-08-18,21.45,-0.002771,-7740.887766149404
2009-08-19,21.09,-0.002771,-7610.970768675568
2009-08-20,21.93,-0.002771,-7914.110429447853
2009-08-21,22.73,-0.002771,-8202.8148682786
2009-08-24,22.64,-0.002771,-8170.3356189101405
2009-08-25,22.89,-0.002771,-8260.555756044749
2009-08-26,22.99,-0.002771,-8296.643810898591
2009-08-27,23.28,-0.002771,-8401.299169974738
2009-08-28,23.42,-0.002771,-8451.82244677012
2009-08-31,22.83,-0.002771,-8238.902923132442
2009-09-01,21.24,-0.002771,-7665.102850956333
2009-09-02,20.63,-0.002771,-7444.965716347889
2009-09-03,20.69,-0.002771,-7466.618549260195
2009-09-04,20.84,-0.002771,-7520.75063154096
2009-09-08,21.61,-0.002771,-7798.6286539155535
2009-09-09,22.38,-0.002771,-8076.506676290148
2009-09-10,22.79,-0.002771,-8224.467701190906
2009-09-11,22.27,-0.002771,-8036.80981595092
2009-09-14,23.08,-0.002771,-8329.123060267051
2009-09-15,23.6,-0.002771,-8516.780945507038
2009-09-16,25.02,-0.002771,-9029.231324431614
2009-09-17,24.5,-0.002771,-8841.573439191627
2009-09-18,24.85,-0.002771,-8967.88163118008
2009-09-21,24.31,-0.002771,-8773.006134969324
2009-09-22,25.1,-0.002771,-9058.101768314687
2009-09-23,24.06,-0.002771,-8682.785997834717
2009-09-24,22.65,-0.002771,-8173.944424395525
2009-09-25,22.56,-0.002771,-8141.465175027066
2009-09-28,23.6,-0.002771,-8516.780945507038
2009-09-29,23.15,-0.002771,-8354.384698664742
2009-09-30,22.95,-0.002771,-8282.208588957055
2009-10-01,21.22,-0.002771,-7657.885239985564
2009-10-02,21.21,-0.002771,-7654.276434500181
2009-10-05,21.67,-0.002771,-7820.28148682786
2009-10-06,21.51,-0.002771,-7762.540599061711
2009-10-07,21.56,-0.002771,-7780.584626488631
2009-10-08,22.09,-0.002771,-7971.851317214002
2009-10-09,22.19,-0.002771,-8007.939372067846
2009-10-12,22.73,-0.002771,-8202.8148682786
2009-10-13,22.46,-0.002771,-8105.3771201732225
2009-10-14,23.29,-0.002771,-8404.907975460123
2009-10-15,22.87,-0.002771,-8253.338145073982
2009-10-16,22.6,-0.002771,-8155.900396968604
2009-10-19,23.06,-0.002771,-8321.905449296282
2009-10-20,22.41,-0.002771,-8087.333092746301
2009-10-21,22.14,-0.002771,-7989.895344640924
2009-10-22,23.75,-0.002771,-8570.913027787803
2009-10-23,23.2,-0.002771,-8372.428726091663
2009-10-26,23.39,-0.002771,-8440.996030313967
2009-10-27,23.05,-0.002771,-8318.296643810898
2009-10-28,21.46,-0.002771,-7744.496571634789
2009-10-29,22.4,-0.002771,-8083.724287260916
2009-10-30,21.98,-0.008829,-2489.5231623060367
2009-11-02,21.87,-0.008829,-2477.064220183486
2009-11-03,22.42,-0.008829,-2539.3589307962397
2009-11-04,21.64,-0.008829,-2451.013704836335
2009-11-05,22.25,-0.008829,-2520.1042020613886
2009-11-06,21.89,-0.008829,-2479.3294823875863
2009-11-09,23.54,-0.008829,-2666.2136142258464
2009-11-10,23.69,-0.008829,-2683.2030807565975
2009-11-11,24.61,-0.008829,-2787.405142145203
2009-11-12,24.06,-0.008829,-2725.1104315324496
2009-11-13,24.53,-0.008829,-2778.344093328803
2009-11-16,25.21,-0.008829,-2855.363008268207
2009-11-17,24.9,-0.008829,-2820.251444104655
2009-11-18,25.31,-0.008829,-2866.6893192887073
2009-11-19,24.13,-0.008829,-2733.0388492468
2009-11-20,24.04,-0.008829,-2722.8451693283496
2009-11-23,24.13,-0.008829,-2733.0388492468
2009-11-24,23.54,-0.008829,-2666.2136142258464
2009-11-25,23.5,-0.008829,-2661.6830898176463
2009-11-27,22.71,-0.008829,-2572.2052327556917
2009-11-30,23.55,-0.008829,-2667.3462453278967
2009-12-01,23.65,-0.008829,-2678.672556348397
2009-12-02,24.23,-0.008829,-2744.365160267301
2009-12-03,24.32,-0.008829,-2754.5588401857517
2009-12-04,25.04,-0.008829,-2836.108279533356
2009-12-07,24.7,-0.008829,-2797.5988220636536
2009-12-08,24.45,-0.008829,-2769.2830445124023
2009-12-09,24.19,-0.008829,-2739.8346358591007
2009-12-10,24.05,-0.008829,-2723.9778004304
2009-12-11,24.82,-0.008829,-2811.1903952882544
2009-12-14,25.45,-0.008829,-2882.5461547174086
2009-12-15,25.35,-0.008829,-2871.219843696908
2009-12-16,25.88,-0.008829,-2931.249292105561
2009-12-17,25.39,-0.008829,-2875.750368105108
2009-12-18,25.38,-0.008829,-2874.6177370030578
2009-12-21,25.38,-0.008829,-2874.6177370030578
2009-12-22,25.7,-0.008829,-2910.86193226866
2009-12-23,26.0,-0.008829,-2944.840865330162
2009-12-24,26.78,-0.008829,-3033.186091290067
2009-12-28,26.91,-0.008829,-3047.9102956167176
2009-12-29,26.23,-0.008829,-2970.8913806773135
2009-12-30,26.03,-0.008829,-2948.2387586363125
2009-12-31,25.55,-0.008829,-2893.8724657379094
2010-01-04,25.37,-0.008829,-2873.485105901008
2010-01-05,25.74,-0.008829,-2915.39245667686
2010-01-06,25.51,-0.008829,-2889.3419413297092
2010-01-07,25.72,-0.008829,-2913.12719447276
2010-01-08,25.65,-0.008829,-2905.1987767584096
2010-01-11,25.68,-0.008829,-2908.59667006456
2010-01-12,25.11,-0.008829,-2844.0366972477063
2010-01-13,25.79,-0.008829,-2921.0556121871105
2010-01-14,25.69,-0.008829,-2909.72930116661
2010-01-15,25.57,-0.008829,-2896.1377279420094
2010-01-19,26.07,-0.008829,-2952.7692830445126
2010-01-20,25.46,-0.008829,-2883.678785819459
2010-01-21,24.25,-0.008829,-2746.630422471401
2010-01-22,23.68,-0.008829,-2682.0704496545472
2010-01-25,23.7,-0.008829,-2684.3357118586478
2010-01-26,24.25,-0.008829,-2746.630422471401
2010-01-27,24.65,-0.008829,-2791.9356665534033
2010-01-28,24.02,-0.008829,-2720.5799071242495
2010-01-29,24.0,-0.008829,-2718.3146449201495
2010-02-01,24.59,-0.008829,-2785.139879941103
2010-02-02,24.69,-0.008829,-2796.466190961604
2010-02-03,23.86,-0.008829,-2702.4578094914486
2010-02-04,22.8,-0.008829,-2582.398912674142
2010-02-05,23.15,-0.008829,-2622.041001245894
2010-02-08,22.52,-0.008829,-2550.68524181674
2010-02-09,22.49,-0.008829,-2547.2873485105897
2010-02-10,22.42,-0.008829,-2539.3589307962397
2010-02-11,22.14,-0.008829,-2507.645259938838
2010-02-12,22.63,-0.008829,-2563.144183939291
2010-02-16,23.3,-0.008829,-2639.0304677766453
2010-02-17,23.46,-0.008829,-2657.152565409446
2010-02-18,23.91,-0.008829,-2708.120965001699
2010-02-19,23.76,-0.008829,-2691.1314984709484
2010-02-22,23.97,-0.011063,-2166.681731899123
2010-02-23,23.68,-0.011063,-2140.4682274247493
2010-02-24,23.92,-0.011063,-2162.1621621621625
2010-02-25,24.28,-0.011063,-2194.7030642682817
2010-02-26,24.34,-0.011063,-2200.126547952635
2010-03-01,24.46,-0.011063,-2210.9735153213414
2010-03-02,24.64,-0.011063,-2227.243966374401
2010-03-03,24.45,-0.011063,-2210.0696013739494
2010-03-04,24.55,-0.011063,-2219.1087408478716
2010-03-05,25.41,-0.011063,-2296.8453403236012
2010-03-08,25.81,-0.011063,-2333.0018982192896
2010-03-09,26.01,-0.011063,-2351.080177167134
2010-03-10,26.6,-0.011063,-2404.4111000632743
2010-03-11,26.92,-0.011063,-2433.3363463798246
2010-03-12,27.27,-0.011063,-2464.973334538552
2010-03-15,27.37,-0.011063,-2474.0124740124743
2010-03-16,27.98,-0.011063,-2529.1512248033987
2010-03-17,28.58,-0.011063,-2583.386061646931
2010-03-18,28.6,-0.011063,-2585.1938895417156
2010-03-19,28.06,-0.011063,-2536.3825363825363
2010-03-22,28.09,-0.011063,-2539.094278224713
2010-03-23,28.47,-0.011063,-2573.4430082256167
2010-03-24,28.78,-0.011063,-2601.4643405947754
2010-03-25,28.89,-0.011063,-2611.4073940160897
2010-03-26,28.86,-0.011063,-2608.695652173913
2010-03-29,28.5,-0.011063,-2576.1547500677934
2010-03-30,27.77,-0.011063,-2510.169031908162
2010-03-31,27.24,-0.011063,-2462.2615926963754
2010-04-01,27.24,-0.011063,-2462.2615926963754
2010-04-05,27.75,-0.011063,-2508.361204013378
2010-04-06,28.64,-0.011063,-2588.8095453312844
2010-04-07,27.53,-0.011063,-2488.4750971707495
2010-04-08,27.53,-0.011063,-2488.4750971707495
2010-04-09,27.9,-0.011063,-2521.919913224261
2010-04-12,27.78,-0.011063,-2511.0729458555547
2010-04-13,28.28,-0.011063,-2556.2686432251653
2010-04-14,28.36,-0.011063,-2563.4999548043024
2010-04-15,27.42,-0.011063,-2478.532043749435
2010-04-16,26.86,-0.011063,-2427.912862695471
2010-04-19,27.17,-0.011063,-2455.93419506463
2010-04-20,27.73,-0.011063,-2506.5533761185934
2010-04-21,27.7,-0.011063,-2503.8416342764167
2010-04-22,27.88,-0.011063,-2520.1120853294765
2010-04-23,28.31,-0.011063,-2558.9803850673416
2010-04-26,28.36,-0.011063,-2563.4999548043024
2010-04-27,27.54,-0.011063,-2489.3790111181415
2010-04-28,27.85,-0.011063,-2517.4003434873002
2010-04-29,28.89,-0.011063,-2611.4073940160897
2010-04-30,27.86,0.375,74.29333333333334
2010-05-03,28.88,0.375,77.01333333333334
2010-05-04,28.03,0.375,74.74666666666667
2010-05-05,27.94,0.375,74.50666666666667
2010-05-06,26.58,0.375,70.88
2010-05-07,25.47,0.375,67.92
2010-05-10,27.57,0.375,73.52
2010-05-11,27.63,0.375,73.67999999999999
2010-05-12,28.88,0.375,77.01333333333334
2010-05-13,28.31,0.375,75.49333333333333
2010-05-14,26.61,0.375,70.96
2010-05-17,26.54,0.375,70.77333333333333
2010-05-18,26.2,0.375,69.86666666666666
2010-05-19,26.22,0.375,69.92
2010-05-20,24.86,0.375,66.29333333333334
2010-05-21,25.57,0.375,68.18666666666667
2010-05-24,24.53,0.375,65.41333333333334
2010-05-25,24.49,0.375,65.30666666666666
2010-05-26,24.66,0.375,65.76
2010-05-27,26.14,0.375,69.70666666666666
2010-05-28,25.93,0.375,69.14666666666666
2010-06-01,25.11,0.375,66.96
2010-06-02,25.65,0.375,68.39999999999999
2010-06-03,25.58,0.375,68.21333333333332
2010-06-04,24.15,0.375,64.39999999999999
2010-06-07,24.06,0.375,64.16
2010-06-08,24.72,0.375,65.92
2010-06-09,25.17,0.375,67.12
2010-06-10,26.45,0.375,70.53333333333333
2010-06-11,26.82,0.375,71.52
2010-06-14,27.11,0.375,72.29333333333334
2010-06-15,27.69,0.375,73.84
2010-06-16,27.11,0.375,72.29333333333334
2010-06-17,26.94,0.375,71.84
2010-06-18,26.7,0.375,71.2
2010-06-21,26.53,0.375,70.74666666666667
2010-06-22,25.3,0.375,67.46666666666667
2010-06-23,25.4,0.375,67.73333333333333
2010-06-24,24.74,0.375,65.97333333333333
2010-06-25,25.43,0.375,67.81333333333333
2010-06-28,25.08,0.375,66.88
2010-06-29,24.2,0.375,64.53333333333333
2010-06-30,23.71,0.375,63.22666666666667
2010-07-01,23.41,0.375,62.42666666666667
2010-07-02,22.75,0.375,60.666666666666664
2010-07-06,22.24,0.375,59.306666666666665
2010-07-07,23.72,0.375,63.25333333333333
2010-07-08,24.37,0.375,64.98666666666666
2010-07-09,24.56,0.375,65.49333333333333
2010-07-12,24.69,0.375,65.84
2010-07-13,25.3,0.375,67.46666666666667
2010-07-14,24.87,0.375,66.32000000000001
2010-07-15,24.36,0.375,64.96
2010-07-16,23.0,0.375,61.333333333333336
2010-07-19,23.8,0.375,63.46666666666667
2010-07-20,24.04,0.375,64.10666666666667
2010-07-21,22.5,0.375,60.0
2010-07-22,22.95,0.375,61.199999999999996
2010-07-23,23.4,0.375,62.4
2010-07-26,24.52,0.375,65.38666666666667
2010-07-27,24.69,0.375,65.84
2010-07-28,24.58,0.375,65.54666666666667
2010-07-29,24.22,0.375,64.58666666666666
2010-07-30,24.96,0.375,66.56
2010-08-02,26.06,0.375,69.49333333333333
2010-08-03,25.72,-0.001693,-15191.966922622561
2010-08-04,25.96,-0.001693,-15333.727111636148
2010-08-05,25.82,-0.001693,-15251.03366804489
2010-08-06,25.63,-0.001693,-15138.806851742467
2010-08-09,26.12,-0.001693,-15428.233904311872
2010-08-10,25.6,-0.001693,-15121.086828115771
2010-08-11,24.47,-0.001693,-14453.632604843471
2010-08-12,23.95,-0.001693,-14146.48552864737
2010-08-13,24.19,-0.001693,-14288.245717660957
2010-08-16,24.22,-0.001693,-14305.965741287653
2010-08-17,24.69,-0.001693,-14583.579444772593
2010-08-18,24.77,-0.001693,-14630.832841110454
2010-08-19,23.84,-0.001693,-14081.512108682811
2010-08-20,23.92,-0.001693,-14128.765505020674
2010-08-23,23.53,-0.001693,-13898.405197873597
2010-08-24,23.37,-0.001693,-13803.898405197873
2010-08-25,24.02,-0.001693,-14187.832250443
2010-08-26,23.51,-0.001693,-13886.591848789132
2010-08-27,23.88,-0.001693,-14105.13880685174
2010-08-30,23.63,-0.001693,-13957.471943295923
2010-08-31,23.79,-0.001693,-14051.978735971647
2010-09-01,24.5,-0.001693,-14471.352628470171
2010-09-02,25.15,-0.001693,-14855.286473715298
2010-09-03,25.76,-0.001693,-15215.593620791495
2010-09-07,25.06,-0.001693,-14802.126402835202
2010-09-08,25.26,-0.001693,-14920.259893679859
2010-09-09,25.05,-0.001693,-14796.21972829297
2010-09-10,25.4,-0.001693,-15002.953337271116
2010-09-13,25.96,-0.001693,-15333.727111636148
2010-09-14,26.02,-0.001693,-15369.167158889544
2010-09-15,26.32,-0.001693,-15546.367395156527
2010-09-16,26.11,-0.001693,-15422.327229769639
2010-09-17,25.7,-0.001693,-15180.153573538097
2010-09-20,26.52,-0.001693,-15664.50088600118
2010-09-21,25.77,-0.001693,-15221.500295333726
2010-09-22,25.46,-0.001693,-15038.393384524512
2010-09-23,25.0,-0.001693,-14766.686355581807
2010-09-24,25.86,-0.001693,-15274.66036621382
2010-09-27,25.46,-0.001693,-15038.393384524512
2010-09-28,26.08,-0.001693,-15404.60720614294
2010-09-29,26.24,-0.001693,-15499.113998818664
2010-09-30,26.47,-0.001693,-15634.967513290016
2010-10-01,26.6,-0.001693,-15711.754282339043
2010-10-04,27.01,-0.001693,-15953.927938570585
2010-10-05,27.1,-0.001693,-16007.08800945068
2010-10-06,26.6,-0.001693,-15711.754282339043
2010-10-07,26.82,-0.001693,-15841.701122268163
2010-10-08,26.67,-0.001693,-15753.101004134673
2010-10-11,26.95,-0.001693,-15918.487891317187
2010-10-12,26.75,-0.001693,-15800.354400472534
2010-10-13,27.2,-0.001693,-16066.154754873005
2010-10-14,26.9,-0.001693,-15888.954518606024
2010-10-15,26.93,-0.001693,-15906.674542232722
2010-10-18,27.01,-0.001693,-15953.927938570585
2010-10-19,26.48,-0.001693,-15640.87418783225
2010-10-20,27.82,-0.001693,-16432.368576491433
2010-10-21,27.81,-0.001693,-16426.461901949202
2010-10-22,27.87,-0.001693,-16461.9019492026
2010-10-25,27.93,-0.001693,-16497.341996455994
2010-10-26,27.47,-0.001693,-16225.63496751329
2010-10-27,27.54,-0.001693,-16266.981689308917
2010-10-28,27.7,-0.001693,-16361.488481984641
2010-10-29,28.19,-0.001693,-16650.915534554046
2010-11-01,28.52,-0.001693,-16845.835794447725
2010-11-02,28.57,-0.00422,-6770.142180094787
2010-11-03,28.74,-0.00422,-6810.42654028436
2010-11-04,29.85,-0.00422,-7073.459715639811
2010-11-05,30.15,-0.00422,-7144.549763033176
2010-11-08,30.48,-0.00422,-7222.748815165877
2010-11-09,29.26,-0.00422,-6933.649289099527
2010-11-10,29.91,-0.00422,-7087.677725118484
2010-11-11,29.88,-0.00422,-7080.568720379147
2010-11-12,29.17,-0.00422,-6912.322274881517
2010-11-15,28.97,-0.00422,-6864.928909952607
2010-11-16,27.77,-0.00422,-6580.568720379147
2010-11-17,28.36,-0.00422,-6720.379146919431
2010-11-18,28.67,-0.00422,-6793.838862559242
2010-11-19,29.26,-0.00422,-6933.649289099527
2010-11-22,29.15,-0.00422,-6907.582938388626
2010-11-23,28.94,-0.00422,-6857.81990521327
2010-11-24,29.76,-0.00422,-7052.132701421801
2010-11-26,29.76,-0.00422,-7052.132701421801
2010-11-29,29.48,-0.00422,-6985.781990521327
2010-11-30,29.19,-0.00422,-6917.061611374408
2010-12-01,29.64,-0.00422,-7023.696682464455
2010-12-02,30.49,-0.00422,-7225.118483412322
2010-12-03,30.76,-0.00422,-7289.099526066351
2010-12-06,31.32,-0.00422,-7421.800947867299
2010-12-07,31.51,-0.00422,-7466.824644549763
2010-12-08,31.22,-0.00422,-7398.104265402843
2010-12-09,31.4,-0.00422,-7440.758293838862
2010-12-10,31.76,-0.00422,-7526.066350710901
2010-12-13,31.82,-0.00422,-7540.284360189574
2010-12-14,30.98,-0.00422,-7341.232227488152
2010-12-15,30.41,-0.00422,-7206.1611374407585
2010-12-16,30.47,-0.00422,-7220.379146919431
2010-12-17,30.65,-0.00422,-7263.03317535545
2010-12-20,31.34,-0.00422,-7426.54028436019
2010-12-21,31.55,-0.00422,-7476.303317535546
2010-12-22,31.56,-0.00422,-7478.672985781991
2010-12-23,31.13,-0.00422,-7376.777251184834
2010-12-27,31.56,-0.00422,-7478.672985781991
2010-12-28,31.4,-0.00422,-7440.758293838862
2010-12-29,31.48,-0.00422,-7459.715639810427
2010-12-30,31.63,-0.00422,-7495.260663507109
2010-12-31,31.71,-0.00422,-7514.218009478674
2011-01-03,32.31,-0.00422,-7656.398104265404
2011-01-04,32.25,-0.00422,-7642.1800947867305
2011-01-05,32.8,-0.00422,-7772.511848341232
2011-01-06,32.76,-0.00422,-7763.03317535545
2011-01-07,32.5,-0.00422,-7701.421800947867
2011-01-10,32.69,-0.00422,-7746.445497630331
2011-01-11,32.43,-0.00422,-7684.834123222749
2011-01-12,32.46,-0.00422,-7691.943127962086
2011-01-13,32.3,-0.00422,-7654.028436018957
2011-01-14,32.5,-0.00422,-7701.421800947867
2011-01-18,33.22,-0.00422,-7872.037914691943
2011-01-19,32.67,-0.00422,-7741.706161137442
2011-01-20,33.13,-0.00422,-7850.710900473935
2011-01-21,33.31,-0.00422,-7893.364928909954
2011-01-24,33.3,-0.00422,-7890.995260663507
2011-01-25,33.18,-0.00422,-7862.559241706162
2011-01-26,32.86,-0.00422,-7786.729857819905
2011-01-27,34.01,-0.00422,-8059.241706161138
2011-01-28,32.93,-0.00422,-7803.317535545024
2011-01-31,33.55,-0.00422,-7950.236966824645
2011-02-01,33.22,-0.00422,-7872.037914691943
2011-02-02,32.95,-0.00422,-7808.056872037916
2011-02-03,33.09,-0.00422,-7841.232227488153
2011-02-04,33.1,-0.00422,-7843.601895734598
2011-02-07,33.5,-0.00422,-7938.388625592417
2011-02-08,33.7,-0.00422,-7985.781990521328
2011-02-09,33.69,-0.00422,-7983.412322274881
2011-02-10,33.83,-0.00422,-8016.587677725119
2011-02-11,34.3,-0.00422,-8127.962085308057
2011-02-14,34.45,-0.00422,-8163.50710900474
2011-02-15,34.68,-0.00422,-8218.009478672986
2011-02-16,35.25,-0.00422,-8353.08056872038
2011-02-17,35.84,-0.00422,-8492.890995260665
2011-02-18,35.4,0.0,inf
2011-02-22,35.04,0.0,inf
2011-02-23,35.0,0.0,inf
2011-02-24,34.82,0.0,inf
2011-02-25,35.67,0.0,inf
2011-02-28,36.38,0.0,inf
2011-03-01,35.16,0.0,inf
2011-03-02,34.63,0.0,inf
2011-03-03,35.91,0.0,inf
2011-03-04,35.63,0.0,inf
2011-03-07,35.15,0.0,inf
2011-03-08,35.94,0.0,inf
2011-03-09,35.64,0.0,inf
2011-03-10,34.67,0.0,inf
2011-03-11,34.95,0.0,inf
2011-03-14,34.09,0.0,inf
2011-03-15,33.41,0.0,inf
2011-03-16,33.36,0.0,inf
2011-03-17,33.45,0.0,inf
2011-03-18,33.39,0.0,inf
2011-03-21,34.36,0.0,inf
2011-03-22,34.14,0.0,inf
2011-03-23,33.94,0.0,inf
2011-03-24,34.54,0.0,inf
2011-03-25,34.78,0.0,inf
2011-03-28,34.66,0.0,inf
2011-03-29,34.82,0.0,inf
2011-03-30,35.65,0.0,inf
2011-03-31,35.97,0.0,inf
2011-04-01,36.04,0.0,inf
2011-04-04,36.18,0.0,inf
2011-04-05,36.05,0.0,inf
2011-04-06,36.16,0.0,inf
2011-04-07,35.45,0.0,inf
2011-04-08,35.06,0.0,inf
2011-04-11,35.24,0.0,inf
2011-04-12,35.17,0.0,inf
2011-04-13,34.94,0.0,inf
2011-04-14,35.79,0.0,inf
2011-04-15,36.41,0.0,inf
2011-04-18,35.82,0.0,inf
2011-04-19,36.12,0.0,inf
2011-04-20,35.69,0.0,inf
2011-04-21,35.94,0.0,inf
2011-04-25,36.3,0.0,inf
2011-04-26,36.52,0.0,inf
2011-04-27,36.25,0.0,inf
2011-04-28,36.94,0.0,inf
2011-04-29,36.4,0.0,inf
2011-05-02,36.36,0.0,inf
2011-05-03,36.07,0.0,inf
2011-05-04,35.67,0.0,inf
2011-05-05,35.93,0.0,inf
2011-05-06,35.53,0.0,inf
2011-05-09,35.45,0.0,inf
2011-05-10,36.59,-0.002049,-17857.491459248417
2011-05-11,35.62,-0.002049,-17384.08979990239
2011-05-12,35.38,-0.002049,-17266.959492435337
2011-05-13,34.85,-0.002049,-17008.29673011225
2011-05-16,34.77,-0.002049,-16969.253294289898
2011-05-17,34.85,-0.002049,-17008.29673011225
2011-05-18,35.29,-0.002049,-17223.03562713519
2011-05-19,35.74,-0.002049,-17442.65495363592
2011-05-20,35.31,-0.002049,-17232.796486090778
2011-05-23,34.92,-0.002049,-17042.459736456807
2011-05-24,35.07,-0.002049,-17115.66617862372
2011-05-25,35.42,-0.002049,-17286.481210346512
2011-05-26,36.16,-0.002049,-17647.632991703267
2011-05-27,36.49,-0.002049,-17808.687164470473
2011-05-31,36.99,-0.002049,-18052.708638360175
2011-06-01,35.64,-0.002049,-17393.85065885798
2011-06-02,34.07,-0.002049,-16627.623230844314
2011-06-03,34.0,-0.002049,-16593.460224499755
2011-06-06,32.91,-0.002049,-16061.493411420202
2011-06-07,34.11,-0.002049,-16647.14494875549
2011-06-08,33.7,-0.002049,-16447.047340165936
2011-06-09,32.67,-0.002049,-15944.363103953148
2011-06-10,32.09,-0.002049,-15661.298194241095
2011-06-13,32.83,-0.002049,-16022.449975597852
2011-06-14,33.44,-0.002049,-16320.156173743288
2011-06-15,32.93,-0.002049,-16071.254270375792
2011-06-16,33.17,-0.002049,-16188.384577842851
2011-06-17,33.7,-0.002049,-16447.047340165936
2011-06-20,34.07,-0.002049,-16627.623230844314
2011-06-21,34.26,-0.002049,-16720.3513909224
2011-06-22,34.27,-0.002049,-16725.231820400197
2011-06-23,33.83,-0.002049,-16510.492923377256
2011-06-24,34.16,-0.002049,-16671.54709614446
2011-06-27,34.37,-0.002049,-16774.036115178133
2011-06-28,34.43,-0.002049,-16803.3186920449
2011-06-29,35.4,-0.002049,-17276.720351390923
2011-06-30,35.84,-0.002049,-17491.459248413863
2011-07-01,36.2,-0.002049,-17667.154709614446
2011-07-05,36.2,-0.002049,-17667.154709614446
2011-07-06,36.0,-0.002049,-17569.546120058563
2011-07-07,37.26,-0.002049,-18184.480234260613
2011-07-08,36.78,-0.002049,-17950.2196193265
2011-07-11,35.72,-0.002049,-17432.89409468033
2011-07-12,35.67,-0.002049,-17408.49194729136
2011-07-13,34.84,-0.002049,-17003.416300634457
2011-07-14,34.6,-0.002049,-16886.2859931674
2011-07-15,34.79,-0.002049,-16979.014153245484
2011-07-18,34.4,-0.002049,-16788.677403611517
2011-07-19,35.09,-0.002049,-17125.42703757931
2011-07-20,35.12,-0.002049,-17140.068326012686
2011-07-21,35.47,-0.002049,-17310.883357735478
2011-07-22,35.85,-0.002049,-17496.339677891654
2011-07-25,35.45,-0.002049,-17301.122498779892
2011-07-26,35.82,-0.002049,-17481.698389458274
2011-07-27,34.25,-0.002049,-16715.470961444607
2011-07-28,35.29,-0.002049,-17223.03562713519
2011-07-29,35.63,-0.002049,-17388.970229380186
2011-08-01,34.38,-0.002049,-16778.91654465593
2011-08-02,32.65,-0.002049,-15934.602244997559
2011-08-03,32.25,-0.002049,-15739.385065885797
2011-08-04,29.79,-0.002049,-14538.799414348461
2011-08-05,28.76,-0.002049,-14036.115178135677
2011-08-08,25.29,-0.002049,-12342.606149341142
2011-08-09,27.59,-0.7,-39.41428571428572
2011-08-10,26.4,-0.7,-37.714285714285715
2011-08-11,27.71,-0.7,-39.58571428571429
2011-08-12,27.76,-0.7,-39.65714285714286
2011-08-15,29.4,-0.7,-42.0
2011-08-16,29.1,-0.7,-41.57142857142858
2011-08-17,29.35,-0.7,-41.92857142857143
2011-08-18,27.69,-0.7,-39.557142857142864
