date,ORLY,ORLY_EPS,PE Ratio
2004-01-16,19.06,,
2004-01-20,18.99,,
2004-01-21,19.3,,
2004-01-22,19.64,,
2004-01-23,19.69,,
2004-01-26,19.72,,
2004-01-27,19.3,,
2004-01-28,19.13,,
2004-01-29,19.25,,
2004-01-30,19.24,,
2004-02-02,19.03,,
2004-02-03,18.72,,
2004-02-04,18.78,,
2004-02-05,18.78,,
2004-02-06,19.26,,
2004-02-09,19.36,,
2004-02-10,19.42,,
2004-02-11,19.72,,
2004-02-12,19.66,,
2004-02-13,19.67,,
2004-02-17,19.91,,
2004-02-18,20.47,,
2004-02-19,20.75,,
2004-02-20,20.44,,
2004-02-23,20.41,,
2004-02-24,20.74,,
2004-02-25,20.75,,
2004-02-26,19.82,,
2004-02-27,20.32,,
2004-03-01,20.39,,
2004-03-02,20.4,,
2004-03-03,20.15,,
2004-03-04,19.96,,
2004-03-05,19.95,,
2004-03-08,19.62,,
2004-03-09,19.55,,
2004-03-10,19.53,,
2004-03-11,18.86,,
2004-03-12,19.1,,
2004-03-15,19.05,,
2004-03-16,19.42,,
2004-03-17,20.0,,
2004-03-18,19.95,,
2004-03-19,19.61,,
2004-03-22,19.4,,
2004-03-23,19.49,,
2004-03-24,19.1,,
2004-03-25,19.6,,
2004-03-26,19.17,,
2004-03-29,19.62,,
2004-03-30,19.69,,
2004-03-31,20.02,,
2004-04-01,20.01,,
2004-04-02,20.09,,
2004-04-05,20.72,,
2004-04-06,20.5,,
2004-04-07,20.53,,
2004-04-08,20.22,,
2004-04-12,20.15,,
2004-04-13,19.7,,
2004-04-14,19.85,,
2004-04-15,19.92,,
2004-04-16,19.98,,
2004-04-19,20.08,,
2004-04-20,20.17,,
2004-04-21,20.33,,
2004-04-22,20.83,,
2004-04-23,20.67,,
2004-04-26,21.03,,
2004-04-27,21.26,,
2004-04-28,22.83,,
2004-04-29,22.44,,
2004-04-30,22.45,,
2004-05-03,22.28,,
2004-05-04,22.31,,
2004-05-05,22.49,,
2004-05-06,22.11,,
2004-05-07,21.58,,
2004-05-10,21.15,,
2004-05-11,21.21,,
2004-05-12,21.15,,
2004-05-13,20.86,,
2004-05-14,20.96,,
2004-05-17,20.64,,
2004-05-18,21.03,,
2004-05-19,21.14,,
2004-05-20,21.26,,
2004-05-21,21.31,,
2004-05-24,21.46,,
2004-05-25,21.9,,
2004-05-26,22.08,,
2004-05-27,22.05,,
2004-05-28,22.46,,
2004-06-01,22.42,,
2004-06-02,22.8,,
2004-06-03,22.32,,
2004-06-04,22.18,,
2004-06-07,22.5,,
2004-06-08,22.41,,
2004-06-09,22.38,,
2004-06-10,22.23,,
2004-06-14,21.96,,
2004-06-15,22.46,,
2004-06-16,21.97,,
2004-06-17,22.08,,
2004-06-18,22.31,,
2004-06-21,22.65,,
2004-06-22,22.66,,
2004-06-23,22.7,,
2004-06-24,22.75,,
2004-06-25,23.38,,
2004-06-28,23.15,,
2004-06-29,23.09,,
2004-06-30,22.6,,
2004-07-01,22.4,,
2004-07-02,22.21,,
2004-07-06,22.06,,
2004-07-07,21.98,,
2004-07-08,21.01,,
2004-07-09,21.0,,
2004-07-12,21.2,,
2004-07-13,21.08,,
2004-07-14,20.88,,
2004-07-15,20.6,,
2004-07-16,20.41,,
2004-07-19,20.29,,
2004-07-20,20.68,,
2004-07-21,20.42,,
2004-07-22,19.99,,
2004-07-23,19.86,,
2004-07-26,20.0,,
2004-07-27,20.63,,
2004-07-28,19.88,,
2004-07-29,20.12,,
2004-07-30,20.25,,
2004-08-02,20.16,,
2004-08-03,19.28,,
2004-08-04,19.51,,
2004-08-05,18.59,,
2004-08-06,18.72,,
2004-08-09,18.75,,
2004-08-10,19.08,,
2004-08-11,19.25,,
2004-08-12,18.57,,
2004-08-13,18.53,,
2004-08-16,18.9,,
2004-08-17,19.45,,
2004-08-18,19.56,,
2004-08-19,19.67,,
2004-08-20,20.05,,
2004-08-23,19.93,,
2004-08-24,19.3,,
2004-08-25,19.49,,
2004-08-26,19.92,,
2004-08-27,20.0,,
2004-08-30,19.88,,
2004-08-31,19.71,,
2004-09-01,19.75,,
2004-09-02,20.0,,
2004-09-03,20.02,,
2004-09-07,19.97,,
2004-09-08,19.96,,
2004-09-09,19.99,,
2004-09-10,19.85,,
2004-09-13,20.29,,
2004-09-14,20.4,,
2004-09-15,20.22,,
2004-09-16,20.41,,
2004-09-17,20.65,,
2004-09-20,20.48,,
2004-09-21,20.41,,
2004-09-22,19.91,,
2004-09-23,19.63,,
2004-09-24,19.42,,
2004-09-27,19.18,,
2004-09-28,19.0,,
2004-09-29,19.17,,
2004-09-30,19.15,,
2004-10-01,19.47,,
2004-10-04,19.47,,
2004-10-05,19.4,,
2004-10-06,19.41,,
2004-10-07,19.34,,
2004-10-08,19.29,,
2004-10-11,19.3,,
2004-10-12,19.3,,
2004-10-13,19.02,,
2004-10-14,18.78,,
2004-10-15,18.75,,
2004-10-18,19.03,,
2004-10-19,19.03,,
2004-10-20,20.08,,
2004-10-21,20.25,,
2004-10-22,20.3,,
2004-10-25,20.51,,
2004-10-26,20.6,,
2004-10-27,21.4,,
2004-10-28,21.57,,
2004-10-29,21.53,,
2004-11-01,21.61,,
2004-11-02,21.7,,
2004-11-03,21.92,,
2004-11-04,22.26,,
2004-11-05,22.5,,
2004-11-08,22.41,,
2004-11-09,22.5,,
2004-11-10,22.58,,
2004-11-11,22.76,,
2004-11-12,22.79,,
2004-11-15,22.45,,
2004-11-16,22.05,,
2004-11-17,22.03,,
2004-11-18,21.8,,
2004-11-19,21.48,,
2004-11-22,21.49,,
2004-11-23,21.66,,
2004-11-24,21.96,,
2004-11-26,22.04,,
2004-11-29,21.97,,
2004-11-30,21.77,,
2004-12-01,21.9,,
2004-12-02,22.16,,
2004-12-03,21.95,,
2004-12-06,22.0,,
2004-12-07,21.5,,
2004-12-08,21.65,,
2004-12-09,21.8,,
2004-12-10,21.73,,
2004-12-13,21.84,,
2004-12-14,22.11,,
2004-12-15,21.73,,
2004-12-16,21.89,,
2004-12-17,21.78,,
2004-12-20,21.55,,
2004-12-21,21.84,,
2004-12-22,22.18,,
2004-12-23,22.24,,
2004-12-27,21.71,,
2004-12-28,22.4,,
2004-12-29,22.46,,
2004-12-30,22.47,,
2004-12-31,22.53,,
2005-01-03,22.55,,
2005-01-04,22.47,,
2005-01-05,22.45,,
2005-01-06,22.24,,
2005-01-07,22.18,,
2005-01-10,22.6,,
2005-01-11,22.82,,
2005-01-12,23.01,,
2005-01-13,22.92,,
2005-01-14,23.05,,
2005-01-18,23.32,,
2005-01-19,23.15,,
2005-01-20,23.14,,
2005-01-21,23.06,,
2005-01-24,22.84,,
2005-01-25,22.85,,
2005-01-26,22.95,,
2005-01-27,22.82,,
2005-01-28,22.58,,
2005-01-31,22.87,,
2005-02-01,22.95,,
2005-02-02,23.26,,
2005-02-03,23.2,,
2005-02-04,23.72,,
2005-02-07,24.05,,
2005-02-08,23.82,,
2005-02-09,23.45,,
2005-02-10,23.48,,
2005-02-11,23.54,,
2005-02-14,23.46,,
2005-02-15,23.51,,
2005-02-16,23.79,,
2005-02-17,24.51,,
2005-02-18,24.34,,
2005-02-22,24.09,,
2005-02-23,24.0,,
2005-02-24,24.58,,
2005-02-25,24.92,,
2005-02-28,25.45,,
2005-03-01,25.69,,
2005-03-02,25.66,,
2005-03-03,25.59,,
2005-03-04,25.76,,
2005-03-07,25.87,,
2005-03-08,25.73,,
2005-03-09,25.82,,
2005-03-10,25.96,,
2005-03-11,26.11,,
2005-03-14,25.41,,
2005-03-15,25.09,,
2005-03-16,24.96,,
2005-03-17,24.83,,
2005-03-18,24.66,,
2005-03-21,24.38,,
2005-03-22,24.44,,
2005-03-23,24.38,,
2005-03-24,24.51,,
2005-03-28,24.48,,
2005-03-29,24.45,,
2005-03-30,24.84,,
2005-03-31,24.76,,
2005-04-01,24.53,,
2005-04-04,24.84,,
2005-04-05,25.08,,
2005-04-06,24.84,,
2005-04-07,25.09,,
2005-04-08,24.71,,
2005-04-11,24.83,,
2005-04-12,24.78,,
2005-04-13,24.65,,
2005-04-14,24.09,,
2005-04-15,23.42,,
2005-04-18,23.5,,
2005-04-19,23.55,,
2005-04-20,23.34,,
2005-04-21,23.66,,
2005-04-22,23.5,,
2005-04-25,24.0,,
2005-04-26,24.05,,
2005-04-27,25.96,,
2005-04-28,25.83,,
2005-04-29,25.66,,
2005-05-02,25.82,,
2005-05-03,26.17,,
2005-05-04,26.7,,
2005-05-05,26.84,,
2005-05-06,26.67,,
2005-05-09,26.89,,
2005-05-10,26.86,,
2005-05-11,26.79,,
2005-05-12,26.79,,
2005-05-13,26.9,,
2005-05-16,27.23,,
2005-05-17,27.23,,
2005-05-18,27.75,,
2005-05-19,27.9,,
2005-05-20,28.15,,
2005-05-23,28.58,,
2005-05-24,28.51,,
2005-05-25,28.31,,
2005-05-26,28.18,,
2005-05-27,27.73,,
2005-05-31,27.78,,
2005-06-01,28.14,,
2005-06-02,28.56,,
2005-06-03,28.35,,
2005-06-06,28.69,,
2005-06-07,28.68,,
2005-06-08,28.22,,
2005-06-09,29.15,,
2005-06-10,29.19,,
2005-06-13,29.36,,
2005-06-14,29.35,,
2005-06-15,29.5,,
2005-06-16,29.78,,
2005-06-17,30.04,,
2005-06-20,29.7,,
2005-06-21,29.55,,
2005-06-22,29.46,,
2005-06-23,29.13,,
2005-06-24,28.98,,
2005-06-27,28.9,,
2005-06-28,29.65,,
2005-06-29,29.61,,
2005-06-30,29.83,,
2005-07-01,29.56,,
2005-07-05,29.75,,
2005-07-06,29.69,,
2005-07-07,29.62,,
2005-07-08,29.68,,
2005-07-11,30.11,,
2005-07-12,30.2,,
2005-07-13,29.75,,
2005-07-14,29.76,,
2005-07-15,30.63,,
2005-07-18,30.46,,
2005-07-19,30.98,,
2005-07-20,30.97,,
2005-07-21,30.82,,
2005-07-22,30.58,,
2005-07-25,30.85,,
2005-07-26,31.02,,
2005-07-27,31.82,,
2005-07-28,32.2,,
2005-07-29,32.26,,
2005-08-01,32.08,,
2005-08-02,32.41,,
2005-08-03,32.14,,
2005-08-04,31.59,,
2005-08-05,31.13,,
2005-08-08,30.53,,
2005-08-09,30.51,,
2005-08-10,30.61,,
2005-08-11,30.47,,
2005-08-12,29.86,,
2005-08-15,30.12,,
2005-08-16,29.52,,
2005-08-17,29.69,,
2005-08-18,29.74,,
2005-08-19,29.72,,
2005-08-22,29.55,,
2005-08-23,29.34,,
2005-08-24,29.14,,
2005-08-25,29.21,,
2005-08-26,28.34,,
2005-08-29,27.7,,
2005-08-30,27.51,,
2005-08-31,27.57,,
2005-09-01,26.9,,
2005-09-02,26.8,,
2005-09-06,27.3,,
2005-09-07,27.77,,
2005-09-08,27.35,,
2005-09-09,28.04,,
2005-09-12,29.71,,
2005-09-13,29.42,,
2005-09-14,29.02,,
2005-09-15,28.58,,
2005-09-16,28.93,,
2005-09-19,28.43,,
2005-09-20,28.05,,
2005-09-21,27.23,,
2005-09-22,27.72,,
2005-09-23,28.2,,
2005-09-26,28.52,,
2005-09-27,28.64,,
2005-09-28,27.58,,
2005-09-29,28.48,,
2005-09-30,28.18,,
2005-10-03,28.73,,
2005-10-04,28.63,,
2005-10-05,27.59,,
2005-10-06,28.17,,
2005-10-07,28.23,,
2005-10-10,28.09,,
2005-10-11,27.45,,
2005-10-12,26.32,,
2005-10-13,26.3,,
2005-10-14,26.38,,
2005-10-17,26.64,,
2005-10-18,26.11,,
2005-10-19,26.87,,
2005-10-20,26.65,,
2005-10-21,26.8,,
2005-10-24,26.91,,
2005-10-25,27.0,,
2005-10-26,27.42,,
2005-10-27,27.23,,
2005-10-28,27.01,,
2005-10-31,28.2,,
2005-11-01,28.83,,
2005-11-02,29.78,,
2005-11-03,29.97,,
2005-11-04,29.9,,
2005-11-07,30.68,,
2005-11-08,30.36,,
2005-11-09,30.52,,
2005-11-10,30.76,,
2005-11-11,30.89,,
2005-11-14,30.6,,
2005-11-15,30.0,,
2005-11-16,29.6,,
2005-11-17,30.67,,
2005-11-18,30.69,,
2005-11-21,30.84,,
2005-11-22,30.98,,
2005-11-23,30.95,,
2005-11-25,30.96,,
2005-11-28,30.34,,
2005-11-29,30.25,,
2005-11-30,30.45,,
2005-12-01,30.87,,
2005-12-02,31.35,,
2005-12-05,30.73,,
2005-12-06,31.33,,
2005-12-07,31.12,,
2005-12-08,31.28,,
2005-12-09,31.48,,
2005-12-12,31.78,,
2005-12-13,32.09,,
2005-12-14,32.28,,
2005-12-15,31.82,,
2005-12-16,31.96,,
2005-12-19,31.63,,
2005-12-20,31.57,,
2005-12-21,31.97,,
2005-12-22,31.62,,
2005-12-23,32.13,,
2005-12-27,31.84,,
2005-12-28,32.13,,
2005-12-29,32.07,,
2005-12-30,32.01,,
2006-01-03,31.99,,
2006-01-04,31.92,,
2006-01-05,31.99,,
2006-01-06,31.64,,
2006-01-09,31.84,,
2006-01-10,32.13,,
2006-01-11,32.14,,
2006-01-12,31.82,,
2006-01-13,31.68,,
2006-01-17,31.58,,
2006-01-18,31.78,,
2006-01-19,31.86,,
2006-01-20,31.13,,
2006-01-23,31.4,,
2006-01-24,31.81,,
2006-01-25,31.85,,
2006-01-26,32.15,,
2006-01-27,32.51,,
2006-01-30,32.56,,
2006-01-31,32.82,,
2006-02-01,32.93,,
2006-02-02,32.4,,
2006-02-03,32.58,,
2006-02-06,32.18,,
2006-02-07,32.64,,
2006-02-08,32.86,,
2006-02-09,32.78,,
2006-02-10,33.05,,
2006-02-13,33.44,,
2006-02-14,33.78,,
2006-02-15,34.07,,
2006-02-16,33.49,,
2006-02-17,33.66,,
2006-02-21,33.12,,
2006-02-22,33.55,,
2006-02-23,33.56,,
2006-02-24,33.25,,
2006-02-27,33.55,,
2006-02-28,32.72,,
2006-03-01,37.2,,
2006-03-02,36.8,,
2006-03-03,36.03,,
2006-03-06,35.27,,
2006-03-07,35.68,,
2006-03-08,35.42,,
2006-03-09,35.45,,
2006-03-10,35.71,,
2006-03-13,35.92,,
2006-03-14,35.92,,
2006-03-15,35.71,1.47,24.292517006802722
2006-03-16,35.74,1.47,24.31292517006803
2006-03-17,35.95,1.47,24.455782312925173
2006-03-20,36.06,1.47,24.530612244897963
2006-03-21,35.81,1.47,24.360544217687078
2006-03-22,36.09,1.47,24.551020408163268
2006-03-23,35.93,1.47,24.4421768707483
2006-03-24,35.91,1.47,24.428571428571427
2006-03-27,35.79,1.47,24.346938775510203
2006-03-28,35.69,1.47,24.27891156462585
2006-03-29,36.17,1.47,24.60544217687075
2006-03-30,36.13,1.47,24.57823129251701
2006-03-31,36.56,1.47,24.87074829931973
2006-04-03,36.21,1.47,24.63265306122449
2006-04-04,36.26,1.47,24.666666666666664
2006-04-05,36.24,1.47,24.653061224489797
2006-04-06,36.49,1.47,24.82312925170068
2006-04-07,36.2,1.47,24.625850340136058
2006-04-10,35.83,1.47,24.374149659863946
2006-04-11,34.57,1.47,23.517006802721088
2006-04-12,35.23,1.47,23.96598639455782
2006-04-13,35.29,1.47,24.006802721088434
2006-04-17,35.11,1.47,23.8843537414966
2006-04-18,34.67,1.47,23.585034013605444
2006-04-19,34.83,1.47,23.693877551020407
2006-04-20,35.56,1.47,24.190476190476193
2006-04-21,35.11,1.47,23.8843537414966
2006-04-24,34.92,1.47,23.75510204081633
2006-04-25,34.75,1.47,23.639455782312925
2006-04-26,34.14,1.47,23.22448979591837
2006-04-27,34.16,1.47,23.238095238095237
2006-04-28,33.88,1.47,23.04761904761905
2006-05-01,33.66,1.47,22.897959183673468
2006-05-02,33.77,1.47,22.97278911564626
2006-05-03,33.89,1.47,23.054421768707485
2006-05-04,33.62,1.47,22.870748299319725
2006-05-05,34.13,1.47,23.217687074829936
2006-05-08,33.83,1.47,23.01360544217687
2006-05-09,34.02,1.47,23.142857142857146
2006-05-10,34.26,0.36,95.16666666666667
2006-05-11,33.7,0.36,93.61111111111113
2006-05-12,33.56,0.36,93.22222222222223
2006-05-15,33.25,0.36,92.36111111111111
2006-05-16,32.84,0.36,91.22222222222223
2006-05-17,32.48,0.36,90.22222222222221
2006-05-18,31.97,0.36,88.80555555555556
2006-05-19,32.51,0.36,90.30555555555556
2006-05-22,31.97,0.36,88.80555555555556
2006-05-23,31.98,0.36,88.83333333333334
2006-05-24,31.58,0.36,87.72222222222221
2006-05-25,31.58,0.36,87.72222222222221
2006-05-26,31.84,0.36,88.44444444444444
2006-05-30,31.35,0.36,87.08333333333334
2006-05-31,31.69,0.36,88.02777777777779
2006-06-01,32.56,0.36,90.44444444444446
2006-06-02,33.04,0.36,91.77777777777779
2006-06-05,32.93,0.36,91.47222222222223
2006-06-06,32.7,0.36,90.83333333333334
2006-06-07,32.63,0.36,90.6388888888889
2006-06-08,31.89,0.36,88.58333333333334
2006-06-09,31.67,0.36,87.97222222222223
2006-06-12,31.23,0.36,86.75
2006-06-13,30.84,0.36,85.66666666666667
2006-06-14,30.71,0.36,85.30555555555556
2006-06-15,32.0,0.36,88.88888888888889
2006-06-16,32.08,0.36,89.11111111111111
2006-06-19,31.3,0.36,86.94444444444444
2006-06-20,31.92,0.36,88.66666666666667
2006-06-21,32.3,0.36,89.72222222222221
2006-06-22,32.25,0.36,89.58333333333334
2006-06-23,32.61,0.36,90.58333333333333
2006-06-26,32.97,0.36,91.58333333333333
2006-06-27,33.0,0.36,91.66666666666667
2006-06-28,33.02,0.36,91.72222222222223
2006-06-29,31.59,0.36,87.75
2006-06-30,31.19,0.36,86.6388888888889
2006-07-03,31.6,0.36,87.77777777777779
2006-07-05,30.33,0.36,84.25
2006-07-06,29.9,0.36,83.05555555555556
2006-07-07,29.13,0.36,80.91666666666667
2006-07-10,29.09,0.36,80.80555555555556
2006-07-11,29.3,0.36,81.3888888888889
2006-07-12,28.97,0.36,80.47222222222223
2006-07-13,29.56,0.36,82.11111111111111
2006-07-14,29.27,0.36,81.30555555555556
2006-07-17,29.43,0.36,81.75
2006-07-18,28.64,0.36,79.55555555555556
2006-07-19,29.39,0.36,81.6388888888889
2006-07-20,28.81,0.36,80.02777777777777
2006-07-21,28.23,0.36,78.41666666666667
2006-07-24,28.56,0.36,79.33333333333333
2006-07-25,29.11,0.36,80.86111111111111
2006-07-26,28.8,0.36,80.0
2006-07-27,28.36,0.36,78.77777777777779
2006-07-28,28.04,0.36,77.88888888888889
2006-07-31,28.35,0.36,78.75
2006-08-01,28.35,0.36,78.75
2006-08-02,28.62,0.36,79.5
2006-08-03,29.02,0.36,80.61111111111111
2006-08-04,29.15,0.36,80.97222222222221
2006-08-07,28.98,0.36,80.5
2006-08-08,28.52,0.36,79.22222222222223
2006-08-09,27.88,0.8,34.849999999999994
2006-08-10,29.01,0.8,36.2625
2006-08-11,28.49,0.8,35.6125
2006-08-14,28.46,0.8,35.574999999999996
2006-08-15,29.0,0.8,36.25
2006-08-16,29.46,0.8,36.824999999999996
2006-08-17,29.45,0.8,36.8125
2006-08-18,29.17,0.8,36.4625
2006-08-21,28.88,0.8,36.099999999999994
2006-08-22,28.77,0.8,35.9625
2006-08-23,28.73,0.8,35.9125
2006-08-24,28.43,0.8,35.537499999999994
2006-08-25,28.16,0.8,35.199999999999996
2006-08-28,28.72,0.8,35.9
2006-08-29,29.42,0.8,36.775
2006-08-30,29.54,0.8,36.925
2006-08-31,29.69,0.8,37.1125
2006-09-01,30.18,0.8,37.724999999999994
2006-09-05,30.21,0.8,37.762499999999996
2006-09-06,29.9,0.8,37.37499999999999
2006-09-07,29.65,0.8,37.06249999999999
2006-09-08,30.02,0.8,37.525
2006-09-11,30.25,0.8,37.8125
2006-09-12,31.36,0.8,39.199999999999996
2006-09-13,31.25,0.8,39.0625
2006-09-14,31.37,0.8,39.2125
2006-09-15,31.37,0.8,39.2125
2006-09-18,31.45,0.8,39.3125
2006-09-19,31.78,0.8,39.725
2006-09-20,32.62,0.8,40.77499999999999
2006-09-21,32.57,0.8,40.7125
2006-09-22,32.39,0.8,40.4875
2006-09-25,32.88,0.8,41.1
2006-09-26,33.6,0.8,42.0
2006-09-27,33.61,0.8,42.012499999999996
2006-09-28,33.75,0.8,42.1875
2006-09-29,33.21,0.8,41.512499999999996
2006-10-02,32.99,0.8,41.2375
2006-10-03,33.27,0.8,41.5875
2006-10-04,34.37,0.8,42.96249999999999
2006-10-05,34.37,0.8,42.96249999999999
2006-10-06,33.99,0.8,42.4875
2006-10-09,34.16,0.8,42.699999999999996
2006-10-10,34.03,0.8,42.5375
2006-10-11,33.68,0.8,42.099999999999994
2006-10-12,33.95,0.8,42.4375
2006-10-13,33.93,0.8,42.412499999999994
2006-10-16,34.0,0.8,42.5
2006-10-17,33.94,0.8,42.425
2006-10-18,34.25,0.8,42.8125
2006-10-19,34.26,0.8,42.824999999999996
2006-10-20,34.38,0.8,42.975
2006-10-23,34.83,0.8,43.537499999999994
2006-10-24,34.82,0.8,43.525
2006-10-25,32.22,0.8,40.275
2006-10-26,32.64,0.8,40.8
2006-10-27,32.34,0.8,40.425000000000004
2006-10-30,32.06,0.8,40.075
2006-10-31,32.29,0.8,40.3625
2006-11-01,31.7,0.8,39.625
2006-11-02,31.87,0.8,39.8375
2006-11-03,31.65,0.8,39.56249999999999
2006-11-06,32.1,0.8,40.125
2006-11-07,32.17,0.8,40.2125
2006-11-08,32.51,1.22,26.647540983606557
2006-11-09,32.05,1.22,26.270491803278688
2006-11-10,32.73,1.22,26.827868852459016
2006-11-13,32.73,1.22,26.827868852459016
2006-11-14,32.87,1.22,26.942622950819672
2006-11-15,32.88,1.22,26.95081967213115
2006-11-16,33.17,1.22,27.188524590163937
2006-11-17,33.03,1.22,27.07377049180328
2006-11-20,32.77,1.22,26.86065573770492
2006-11-21,32.84,1.22,26.91803278688525
2006-11-22,32.94,1.22,27.0
2006-11-24,32.55,1.22,26.68032786885246
2006-11-27,32.13,1.22,26.336065573770494
2006-11-28,31.74,1.22,26.01639344262295
2006-11-29,31.55,1.22,25.86065573770492
2006-11-30,31.67,1.22,25.959016393442624
2006-12-01,31.61,1.22,25.90983606557377
2006-12-04,31.92,1.22,26.16393442622951
2006-12-05,32.17,1.22,26.368852459016395
2006-12-06,32.12,1.22,26.327868852459016
2006-12-07,31.89,1.22,26.139344262295083
2006-12-08,32.09,1.22,26.303278688524593
2006-12-11,32.17,1.22,26.368852459016395
2006-12-12,32.07,1.22,26.28688524590164
2006-12-13,31.99,1.22,26.221311475409834
2006-12-14,32.41,1.22,26.565573770491802
2006-12-15,32.38,1.22,26.54098360655738
2006-12-18,32.41,1.22,26.565573770491802
2006-12-19,32.19,1.22,26.385245901639344
2006-12-20,32.46,1.22,26.60655737704918
2006-12-21,32.38,1.22,26.54098360655738
2006-12-22,32.51,1.22,26.647540983606557
2006-12-26,32.52,1.22,26.655737704918035
2006-12-27,32.55,1.22,26.68032786885246
2006-12-28,32.34,1.22,26.508196721311478
2006-12-29,32.06,1.22,26.278688524590166
2007-01-03,32.19,1.22,26.385245901639344
2007-01-04,32.35,1.22,26.516393442622952
2007-01-05,31.94,1.22,26.180327868852462
2007-01-08,31.68,1.22,25.9672131147541
2007-01-09,31.92,1.22,26.16393442622951
2007-01-10,32.04,1.22,26.262295081967213
2007-01-11,32.31,1.22,26.48360655737705
2007-01-12,32.52,1.22,26.655737704918035
2007-01-16,32.54,1.22,26.672131147540984
2007-01-17,32.62,1.22,26.737704918032787
2007-01-18,32.35,1.22,26.516393442622952
2007-01-19,32.4,1.22,26.557377049180328
2007-01-22,33.31,1.22,27.303278688524593
2007-01-23,33.77,1.22,27.680327868852462
2007-01-24,34.04,1.22,27.901639344262296
2007-01-25,33.21,1.22,27.221311475409838
2007-01-26,33.3,1.22,27.295081967213115
2007-01-29,33.1,1.22,27.13114754098361
2007-01-30,32.74,1.22,26.836065573770494
2007-01-31,34.91,1.22,28.614754098360653
2007-02-01,34.66,1.22,28.409836065573767
2007-02-02,34.6,1.22,28.36065573770492
2007-02-05,33.83,1.22,27.729508196721312
2007-02-06,34.3,1.22,28.114754098360653
2007-02-07,34.47,1.22,28.25409836065574
2007-02-08,34.55,1.22,28.319672131147538
2007-02-09,34.23,1.22,28.057377049180324
2007-02-12,34.36,1.22,28.16393442622951
2007-02-13,34.54,1.22,28.311475409836067
2007-02-14,34.6,1.22,28.36065573770492
2007-02-15,34.71,1.22,28.45081967213115
2007-02-16,34.66,1.22,28.409836065573767
2007-02-20,34.39,1.22,28.188524590163937
2007-02-21,34.42,1.22,28.213114754098363
2007-02-22,34.58,1.22,28.344262295081965
2007-02-23,34.66,1.22,28.409836065573767
2007-02-26,34.5,1.22,28.278688524590166
2007-02-27,33.17,1.22,27.188524590163937
2007-02-28,34.43,1.22,28.221311475409838
2007-03-01,34.02,1.57,21.6687898089172
2007-03-02,33.34,1.57,21.23566878980892
2007-03-05,32.09,1.57,20.439490445859875
2007-03-06,32.4,1.57,20.636942675159233
2007-03-07,32.69,1.57,20.82165605095541
2007-03-08,32.92,1.57,20.96815286624204
2007-03-09,32.75,1.57,20.85987261146497
2007-03-12,33.12,1.57,21.095541401273884
2007-03-13,32.59,1.57,20.75796178343949
2007-03-14,32.19,1.57,20.503184713375795
2007-03-15,32.24,1.57,20.53503184713376
2007-03-16,31.9,1.57,20.318471337579616
2007-03-19,32.45,1.57,20.6687898089172
2007-03-20,32.88,1.57,20.94267515923567
2007-03-21,33.06,1.57,21.05732484076433
2007-03-22,33.61,1.57,21.40764331210191
2007-03-23,33.78,1.57,21.515923566878982
2007-03-26,33.64,1.57,21.426751592356688
2007-03-27,33.69,1.57,21.458598726114648
2007-03-28,33.35,1.57,21.24203821656051
2007-03-29,33.03,1.57,21.038216560509554
2007-03-30,33.1,1.57,21.0828025477707
2007-04-02,33.13,1.57,21.101910828025478
2007-04-03,33.43,1.57,21.292993630573246
2007-04-04,33.37,1.57,21.254777070063692
2007-04-05,33.28,1.57,21.197452229299362
2007-04-09,33.37,1.57,21.254777070063692
2007-04-10,33.11,1.57,21.08917197452229
2007-04-11,33.15,1.57,21.11464968152866
2007-04-12,33.1,1.57,21.0828025477707
2007-04-13,33.47,1.57,21.318471337579616
2007-04-16,33.39,1.57,21.26751592356688
2007-04-17,33.74,1.57,21.49044585987261
2007-04-18,33.91,1.57,21.59872611464968
2007-04-19,33.98,1.57,21.643312101910826
2007-04-20,34.81,1.57,22.171974522292995
2007-04-23,34.84,1.57,22.191082802547772
2007-04-24,34.89,1.57,22.222929936305732
2007-04-25,36.92,1.57,23.515923566878982
2007-04-26,36.38,1.57,23.171974522292995
2007-04-27,36.23,1.57,23.076433121019104
2007-04-30,35.6,1.57,22.67515923566879
2007-05-01,35.97,1.57,22.910828025477706
2007-05-02,36.48,1.57,23.235668789808916
2007-05-03,36.24,1.57,23.0828025477707
2007-05-04,36.15,1.57,23.025477707006367
2007-05-07,35.91,1.57,22.87261146496815
2007-05-08,35.81,1.57,22.80891719745223
2007-05-09,36.01,1.57,22.936305732484076
2007-05-10,35.63,0.42,84.83333333333334
2007-05-11,35.43,0.42,84.35714285714286
2007-05-14,35.46,0.42,84.42857142857143
2007-05-15,35.18,0.42,83.76190476190476
2007-05-16,35.64,0.42,84.85714285714286
2007-05-17,36.26,0.42,86.33333333333333
2007-05-18,36.63,0.42,87.21428571428572
2007-05-21,36.51,0.42,86.92857142857143
2007-05-22,36.66,0.42,87.28571428571428
2007-05-23,36.54,0.42,87.0
2007-05-24,36.3,0.42,86.42857142857143
2007-05-25,36.62,0.42,87.19047619047619
2007-05-29,36.99,0.42,88.07142857142858
2007-05-30,37.63,0.42,89.5952380952381
2007-05-31,37.99,0.42,90.45238095238096
2007-06-01,38.13,0.42,90.78571428571429
2007-06-04,38.0,0.42,90.47619047619048
2007-06-05,37.64,0.42,89.61904761904762
