date,MLM,MLM_EPS,PE Ratio
2000-12-28,42.01,0.9,46.67777777777778
2000-12-29,42.3,0.9,46.99999999999999
2001-01-02,40.76,0.9,45.288888888888884
2001-01-03,43.22,0.9,48.02222222222222
2001-01-04,43.29,0.9,48.099999999999994
2001-01-05,43.3,0.9,48.11111111111111
2001-01-08,42.47,0.9,47.18888888888889
2001-01-09,42.38,0.9,47.08888888888889
2001-01-10,40.75,0.9,45.27777777777778
2001-01-11,40.51,0.9,45.011111111111106
2001-01-12,40.75,0.9,45.27777777777778
2001-01-16,41.42,0.9,46.022222222222226
2001-01-17,41.41,0.9,46.011111111111106
2001-01-18,40.46,0.9,44.955555555555556
2001-01-19,39.45,0.9,43.833333333333336
2001-01-22,38.5,0.9,42.77777777777778
2001-01-23,39.0,0.9,43.333333333333336
2001-01-24,40.0,0.9,44.44444444444444
2001-01-25,41.05,0.9,45.61111111111111
2001-01-26,41.02,0.9,45.57777777777778
2001-01-29,41.13,0.9,45.7
2001-01-30,42.0,0.9,46.666666666666664
2001-01-31,42.37,0.9,47.077777777777776
2001-02-01,42.15,0.9,46.83333333333333
2001-02-02,42.02,0.9,46.68888888888889
2001-02-05,43.03,0.9,47.81111111111111
2001-02-06,43.62,0.9,48.46666666666666
2001-02-07,43.74,0.9,48.6
2001-02-08,43.39,0.9,48.21111111111111
2001-02-09,43.46,0.9,48.28888888888889
2001-02-12,43.88,0.9,48.75555555555556
2001-02-13,44.55,0.9,49.49999999999999
2001-02-14,44.11,0.9,49.011111111111106
2001-02-15,44.95,0.9,49.94444444444444
2001-02-16,45.13,0.9,50.144444444444446
2001-02-20,45.76,0.9,50.84444444444444
2001-02-21,44.87,0.9,49.855555555555554
2001-02-22,44.7,0.9,49.66666666666667
2001-02-23,44.81,0.9,49.78888888888889
2001-02-26,47.0,0.9,52.22222222222222
2001-02-27,46.62,0.9,51.8
2001-02-28,45.95,0.9,51.05555555555556
2001-03-01,45.6,0.9,50.666666666666664
2001-03-02,46.9,0.9,52.11111111111111
2001-03-05,46.9,0.9,52.11111111111111
2001-03-06,47.32,0.9,52.577777777777776
2001-03-07,46.99,0.9,52.21111111111111
2001-03-08,47.1,0.9,52.333333333333336
2001-03-09,46.7,0.9,51.88888888888889
2001-03-12,46.6,0.9,51.77777777777778
2001-03-13,45.89,0.9,50.98888888888889
2001-03-14,44.7,0.9,49.66666666666667
2001-03-15,45.0,0.9,50.0
2001-03-16,43.37,0.9,48.18888888888888
2001-03-19,44.66,0.9,49.62222222222222
2001-03-20,45.0,0.9,50.0
2001-03-21,43.52,0.9,48.355555555555554
2001-03-22,41.6,0.9,46.22222222222222
2001-03-23,41.94,0.9,46.599999999999994
2001-03-26,42.62,0.9,47.355555555555554
2001-03-27,42.0,0.9,46.666666666666664
2001-03-28,41.88,0.9,46.53333333333334
2001-03-29,41.65,0.9,46.27777777777778
2001-03-30,42.7,0.9,47.44444444444445
2001-04-02,42.35,0.9,47.05555555555556
2001-04-03,41.58,0.9,46.199999999999996
2001-04-04,42.66,0.9,47.4
2001-04-05,42.95,0.9,47.72222222222222
2001-04-06,42.02,0.9,46.68888888888889
2001-04-09,43.1,0.9,47.88888888888889
2001-04-10,45.35,0.9,50.388888888888886
2001-04-11,43.95,0.9,48.833333333333336
2001-04-12,43.71,0.9,48.56666666666666
2001-04-16,43.45,0.9,48.27777777777778
2001-04-17,43.25,0.9,48.05555555555556
2001-04-18,44.3,0.9,49.222222222222214
2001-04-19,44.4,0.9,49.33333333333333
2001-04-20,43.94,0.9,48.822222222222216
2001-04-23,43.36,0.9,48.17777777777778
2001-04-24,44.27,0.9,49.18888888888889
2001-04-25,44.84,0.9,49.82222222222222
2001-04-26,46.35,0.9,51.5
2001-04-27,46.1,0.9,51.22222222222222
2001-04-30,45.97,0.9,51.077777777777776
2001-05-01,45.35,0.9,50.388888888888886
2001-05-02,45.96,0.9,51.06666666666666
2001-05-03,46.19,0.9,51.322222222222216
2001-05-04,46.4,0.9,51.55555555555555
2001-05-07,47.81,0.9,53.12222222222222
2001-05-08,48.0,0.9,53.33333333333333
2001-05-09,48.01,0.9,53.34444444444444
2001-05-10,49.25,0.9,54.72222222222222
2001-05-11,49.16,0.9,54.62222222222222
2001-05-14,49.61,0.9,55.12222222222222
2001-05-15,49.8,0.9,55.33333333333333
2001-05-16,50.12,0.9,55.68888888888888
2001-05-17,50.83,0.9,56.477777777777774
2001-05-18,50.7,0.9,56.333333333333336
2001-05-21,50.93,0.9,56.58888888888889
2001-05-22,51.27,0.9,56.96666666666667
2001-05-23,49.4,0.9,54.888888888888886
2001-05-24,49.28,0.9,54.75555555555555
2001-05-25,49.2,0.9,54.66666666666667
2001-05-29,48.8,0.9,54.222222222222214
2001-05-30,49.5,0.9,55.0
2001-05-31,49.37,0.9,54.855555555555554
2001-06-01,48.55,0.9,53.94444444444444
2001-06-04,48.1,0.9,53.44444444444444
2001-06-05,48.41,0.9,53.788888888888884
2001-06-06,48.12,0.9,53.46666666666666
2001-06-07,47.76,0.9,53.06666666666666
2001-06-08,47.9,0.9,53.22222222222222
2001-06-11,47.75,0.9,53.05555555555556
2001-06-12,48.41,0.9,53.788888888888884
2001-06-13,48.4,0.9,53.77777777777777
2001-06-14,47.45,0.9,52.72222222222222
2001-06-15,46.82,0.9,52.02222222222222
2001-06-18,46.51,0.9,51.67777777777778
2001-06-19,46.46,0.9,51.62222222222222
2001-06-20,48.0,0.9,53.33333333333333
2001-06-21,48.06,0.9,53.4
2001-06-22,47.72,0.9,53.02222222222222
2001-06-25,46.82,0.9,52.02222222222222
2001-06-26,47.01,0.9,52.23333333333333
2001-06-27,47.02,0.9,52.24444444444445
2001-06-28,47.63,0.9,52.922222222222224
2001-06-29,49.49,0.9,54.98888888888889
2001-07-02,49.36,0.9,54.84444444444444
2001-07-03,49.85,0.9,55.388888888888886
2001-07-05,50.08,0.9,55.64444444444444
2001-07-06,49.21,0.9,54.67777777777778
2001-07-09,47.87,0.9,53.18888888888888
2001-07-10,49.27,0.9,54.74444444444445
2001-07-11,49.31,0.9,54.78888888888889
2001-07-12,49.9,0.9,55.44444444444444
2001-07-13,49.3,0.9,54.77777777777777
2001-07-16,46.1,0.9,51.22222222222222
2001-07-17,45.6,0.9,50.666666666666664
2001-07-18,45.35,0.9,50.388888888888886
2001-07-19,45.98,0.9,51.08888888888888
2001-07-20,46.2,0.9,51.333333333333336
2001-07-23,45.3,0.9,50.33333333333333
2001-07-24,43.0,0.9,47.77777777777778
2001-07-25,42.25,0.9,46.94444444444444
2001-07-26,42.41,0.9,47.12222222222222
2001-07-27,42.9,0.9,47.666666666666664
2001-07-30,42.98,0.9,47.75555555555555
2001-07-31,44.08,0.9,48.977777777777774
2001-08-01,44.02,0.9,48.91111111111111
2001-08-02,44.0,0.9,48.888888888888886
2001-08-03,44.1,0.9,49.0
2001-08-06,42.56,0.9,47.28888888888889
2001-08-07,43.0,0.9,47.77777777777778
2001-08-08,43.2,0.9,48.0
2001-08-09,43.0,0.9,47.77777777777778
2001-08-10,43.71,0.9,48.56666666666666
2001-08-13,43.35,0.82,52.865853658536594
2001-08-14,44.03,0.82,53.69512195121952
2001-08-15,43.33,0.82,52.84146341463415
2001-08-16,43.58,0.82,53.146341463414636
2001-08-17,42.89,0.82,52.304878048780495
2001-08-20,41.92,0.82,51.1219512195122
2001-08-21,41.43,0.82,50.52439024390244
2001-08-22,40.93,0.82,49.91463414634146
2001-08-23,40.67,0.82,49.59756097560976
2001-08-24,41.47,0.82,50.57317073170732
2001-08-27,40.5,0.82,49.390243902439025
2001-08-28,39.89,0.82,48.646341463414636
2001-08-29,39.47,0.82,48.13414634146341
2001-08-30,40.2,0.82,49.024390243902445
2001-08-31,39.5,0.82,48.170731707317074
2001-09-04,39.79,0.82,48.52439024390244
2001-09-05,41.33,0.82,50.40243902439025
2001-09-06,42.24,0.82,51.51219512195122
2001-09-07,41.0,0.82,50.0
2001-09-10,41.03,0.82,50.03658536585366
2001-09-17,39.0,0.82,47.5609756097561
2001-09-18,39.6,0.82,48.29268292682927
2001-09-19,39.51,0.82,48.18292682926829
2001-09-20,36.95,0.82,45.060975609756106
2001-09-21,36.0,0.82,43.90243902439025
2001-09-24,37.2,0.82,45.365853658536594
2001-09-25,37.1,0.82,45.243902439024396
2001-09-26,37.0,0.82,45.1219512195122
2001-09-27,38.15,0.82,46.52439024390244
2001-09-28,39.11,0.82,47.69512195121951
2001-10-01,38.22,0.82,46.609756097560975
2001-10-02,38.48,0.82,46.92682926829268
2001-10-03,39.5,0.82,48.170731707317074
2001-10-04,40.55,0.82,49.451219512195124
2001-10-05,40.2,0.82,49.024390243902445
2001-10-08,38.87,0.82,47.40243902439024
2001-10-09,39.17,0.82,47.768292682926834
2001-10-10,40.15,0.82,48.96341463414634
2001-10-11,41.73,0.82,50.890243902439025
2001-10-12,42.04,0.82,51.268292682926834
2001-10-15,41.55,0.82,50.670731707317074
2001-10-16,42.44,0.82,51.75609756097561
2001-10-17,42.49,0.82,51.81707317073171
2001-10-18,42.15,0.82,51.40243902439025
2001-10-19,42.75,0.82,52.13414634146342
2001-10-22,43.35,0.82,52.865853658536594
2001-10-23,40.61,0.82,49.52439024390244
2001-10-24,41.1,0.82,50.1219512195122
2001-10-25,40.29,0.82,49.13414634146341
2001-10-26,41.06,0.82,50.07317073170732
2001-10-29,40.52,0.82,49.41463414634147
2001-10-30,39.62,0.82,48.31707317073171
2001-10-31,39.92,0.82,48.6829268292683
2001-11-01,40.3,0.82,49.146341463414636
2001-11-02,40.49,0.82,49.37804878048781
2001-11-05,42.1,0.82,51.34146341463415
2001-11-06,41.3,0.82,50.36585365853659
2001-11-07,41.46,0.82,50.5609756097561
2001-11-08,42.18,0.82,51.43902439024391
2001-11-09,41.37,0.82,50.451219512195124
2001-11-12,42.01,0.82,51.23170731707317
2001-11-13,43.08,0.82,52.53658536585366
2001-11-14,44.93,0.95,47.294736842105266
2001-11-15,44.62,0.95,46.96842105263158
2001-11-16,44.5,0.95,46.8421052631579
2001-11-19,44.73,0.95,47.084210526315786
2001-11-20,43.98,0.95,46.29473684210526
2001-11-21,42.7,0.95,44.94736842105264
2001-11-23,43.77,0.95,46.073684210526324
2001-11-26,42.6,0.95,44.8421052631579
2001-11-27,43.73,0.95,46.03157894736842
2001-11-28,43.75,0.95,46.05263157894737
2001-11-29,42.62,0.95,44.863157894736844
2001-11-30,42.5,0.95,44.73684210526316
2001-12-03,42.61,0.95,44.85263157894737
2001-12-04,42.29,0.95,44.515789473684215
2001-12-05,45.31,0.95,47.694736842105264
2001-12-06,44.77,0.95,47.126315789473686
2001-12-07,44.9,0.95,47.26315789473684
2001-12-10,45.25,0.95,47.631578947368425
2001-12-11,45.0,0.95,47.36842105263158
2001-12-12,45.1,0.95,47.47368421052632
2001-12-13,44.4,0.95,46.73684210526316
2001-12-14,44.0,0.95,46.31578947368421
2001-12-17,44.43,0.95,46.76842105263158
2001-12-18,45.41,0.95,47.8
2001-12-19,44.77,0.95,47.126315789473686
2001-12-20,44.87,0.95,47.23157894736842
2001-12-21,44.75,0.95,47.10526315789474
2001-12-24,45.65,0.95,48.05263157894737
2001-12-26,45.44,0.95,47.83157894736842
2001-12-27,46.16,0.95,48.589473684210525
2001-12-28,46.12,0.95,48.54736842105263
2001-12-31,46.6,0.95,49.05263157894737
2002-01-02,46.57,0.95,49.02105263157895
2002-01-03,47.03,0.95,49.50526315789474
2002-01-04,48.12,0.95,50.65263157894737
2002-01-07,47.79,0.95,50.305263157894736
2002-01-08,47.01,0.95,49.48421052631579
2002-01-09,47.12,0.95,49.6
2002-01-10,45.64,0.95,48.0421052631579
2002-01-11,44.41,0.95,46.74736842105263
2002-01-14,44.98,0.95,47.34736842105263
2002-01-15,44.82,0.95,47.178947368421056
2002-01-16,44.77,0.95,47.126315789473686
2002-01-17,44.35,0.95,46.684210526315795
2002-01-18,43.91,0.95,46.22105263157895
2002-01-22,43.43,0.95,45.71578947368421
2002-01-23,41.82,0.95,44.02105263157895
2002-01-24,42.93,0.95,45.189473684210526
2002-01-25,42.87,0.95,45.126315789473686
2002-01-28,42.24,0.95,44.463157894736845
2002-01-29,41.61,0.95,43.800000000000004
2002-01-30,40.7,0.95,42.8421052631579
2002-01-31,40.77,0.95,42.915789473684214
2002-02-01,41.22,0.95,43.38947368421053
2002-02-04,41.05,0.95,43.21052631578947
2002-02-05,41.1,0.95,43.26315789473684
2002-02-06,40.29,0.95,42.410526315789475
2002-02-07,39.27,0.95,41.336842105263166
2002-02-08,39.23,0.95,41.29473684210526
2002-02-11,40.18,0.95,42.294736842105266
2002-02-12,40.48,0.95,42.61052631578947
2002-02-13,40.79,0.95,42.93684210526316
2002-02-14,40.96,0.95,43.11578947368422
2002-02-15,40.88,0.95,43.03157894736842
2002-02-19,40.39,0.95,42.515789473684215
2002-02-20,40.35,0.95,42.47368421052632
2002-02-21,40.89,0.95,43.0421052631579
2002-02-22,41.0,0.95,43.15789473684211
2002-02-25,41.02,0.95,43.178947368421056
2002-02-26,41.6,0.95,43.78947368421053
2002-02-27,42.35,0.95,44.578947368421055
2002-02-28,41.75,0.95,43.94736842105263
2002-03-01,42.43,0.95,44.66315789473684
2002-03-04,43.5,0.95,45.78947368421053
2002-03-05,43.31,0.95,45.58947368421053
2002-03-06,43.45,0.95,45.736842105263165
2002-03-07,43.61,0.95,45.90526315789474
2002-03-08,42.78,0.95,45.03157894736842
2002-03-11,42.77,0.95,45.021052631578954
2002-03-12,42.32,0.95,44.54736842105263
2002-03-13,42.8,0.95,45.05263157894737
2002-03-14,42.83,0.95,45.08421052631579
2002-03-15,42.51,0.95,44.747368421052634
2002-03-18,42.0,0.95,44.21052631578947
2002-03-19,42.15,0.95,44.36842105263158
2002-03-20,41.82,0.95,44.02105263157895
2002-03-21,41.74,0.95,43.93684210526316
2002-03-22,41.8,0.95,44.0
2002-03-25,40.75,0.95,42.89473684210527
2002-03-26,41.45,0.95,43.631578947368425
2002-03-27,41.18,0.95,43.347368421052636
2002-03-28,42.22,0.95,44.4421052631579
2002-04-01,41.78,0.95,43.97894736842105
2002-04-02,41.54,0.95,43.72631578947369
2002-04-03,41.3,0.95,43.473684210526315
2002-04-04,41.39,0.95,43.56842105263158
2002-04-05,41.23,0.95,43.4
2002-04-08,41.85,0.95,44.05263157894737
2002-04-09,42.6,0.95,44.8421052631579
2002-04-10,43.32,0.95,45.6
2002-04-11,43.0,0.95,45.26315789473684
2002-04-12,43.4,0.95,45.68421052631579
2002-04-15,43.39,0.95,45.67368421052632
2002-04-16,40.95,0.95,43.10526315789474
2002-04-17,40.0,0.95,42.10526315789474
2002-04-18,40.35,0.95,42.47368421052632
2002-04-19,39.83,0.95,41.92631578947368
2002-04-22,38.76,0.95,40.8
2002-04-23,37.86,0.95,39.85263157894737
2002-04-24,37.8,0.95,39.78947368421053
2002-04-25,37.72,0.95,39.705263157894734
2002-04-26,39.45,0.95,41.52631578947369
2002-04-29,39.25,0.95,41.31578947368421
2002-04-30,38.96,0.95,41.01052631578948
2002-05-01,39.58,0.95,41.66315789473684
2002-05-02,39.6,0.95,41.684210526315795
2002-05-03,39.21,0.95,41.27368421052632
2002-05-06,38.64,0.95,40.67368421052632
2002-05-07,39.03,0.95,41.08421052631579
2002-05-08,39.52,0.95,41.60000000000001
2002-05-09,40.17,0.95,42.284210526315796
2002-05-10,40.1,0.95,42.21052631578948
2002-05-13,40.35,0.95,42.47368421052632
2002-05-14,41.12,0.95,43.28421052631579
2002-05-15,41.2,-0.16,-257.5
2002-05-16,41.16,-0.16,-257.25
2002-05-17,40.99,-0.16,-256.1875
2002-05-20,40.98,-0.16,-256.125
2002-05-21,40.68,-0.16,-254.25
2002-05-22,40.25,-0.16,-251.5625
2002-05-23,40.43,-0.16,-252.6875
2002-05-24,40.61,-0.16,-253.8125
2002-05-28,40.61,-0.16,-253.8125
2002-05-29,40.07,-0.16,-250.4375
2002-05-30,39.86,-0.16,-249.125
2002-05-31,40.0,-0.16,-250.0
2002-06-03,39.5,-0.16,-246.875
2002-06-04,39.25,-0.16,-245.3125
2002-06-05,39.55,-0.16,-247.18749999999997
2002-06-06,39.36,-0.16,-246.0
2002-06-07,39.22,-0.16,-245.125
2002-06-10,39.33,-0.16,-245.81249999999997
2002-06-11,39.01,-0.16,-243.81249999999997
2002-06-12,39.33,-0.16,-245.81249999999997
2002-06-13,38.61,-0.16,-241.3125
2002-06-14,38.95,-0.16,-243.4375
2002-06-17,40.26,-0.16,-251.62499999999997
2002-06-18,40.98,-0.16,-256.125
2002-06-19,41.02,-0.16,-256.375
2002-06-20,40.69,-0.16,-254.31249999999997
2002-06-21,39.75,-0.16,-248.4375
2002-06-24,39.3,-0.16,-245.62499999999997
2002-06-25,39.0,-0.16,-243.75
2002-06-26,39.0,-0.16,-243.75
2002-06-27,38.6,-0.16,-241.25
2002-06-28,39.0,-0.16,-243.75
2002-07-01,38.1,-0.16,-238.125
2002-07-02,37.74,-0.16,-235.875
2002-07-03,37.09,-0.16,-231.81250000000003
2002-07-05,38.56,-0.16,-241.0
2002-07-08,38.22,-0.16,-238.875
2002-07-09,36.9,-0.16,-230.625
2002-07-10,36.36,-0.16,-227.25
2002-07-11,35.8,-0.16,-223.74999999999997
2002-07-12,35.88,-0.16,-224.25
2002-07-15,35.75,-0.16,-223.4375
2002-07-16,34.5,-0.16,-215.625
2002-07-17,34.9,-0.16,-218.125
2002-07-18,34.51,-0.16,-215.68749999999997
2002-07-19,33.39,-0.16,-208.6875
2002-07-22,32.71,-0.16,-204.4375
2002-07-23,32.5,-0.16,-203.125
2002-07-24,33.52,-0.16,-209.50000000000003
2002-07-25,33.51,-0.16,-209.43749999999997
2002-07-26,35.15,-0.16,-219.6875
2002-07-29,37.65,-0.16,-235.3125
2002-07-30,37.08,-0.16,-231.74999999999997
2002-07-31,38.33,-0.16,-239.56249999999997
2002-08-01,37.85,-0.16,-236.5625
2002-08-02,36.01,-0.16,-225.06249999999997
2002-08-05,35.52,-0.16,-222.00000000000003
2002-08-06,35.93,-0.16,-224.5625
2002-08-07,36.4,-0.16,-227.5
2002-08-08,36.97,-0.16,-231.0625
2002-08-09,36.87,-0.16,-230.43749999999997
2002-08-12,36.26,-0.16,-226.62499999999997
2002-08-13,35.69,-0.16,-223.06249999999997
2002-08-14,35.94,0.86,41.7906976744186
2002-08-15,36.55,0.86,42.5
2002-08-16,36.6,0.86,42.55813953488372
2002-08-19,37.6,0.86,43.72093023255814
2002-08-20,37.53,0.86,43.639534883720934
2002-08-21,35.94,0.86,41.7906976744186
2002-08-22,37.12,0.86,43.16279069767442
2002-08-23,36.66,0.86,42.627906976744185
2002-08-26,37.6,0.86,43.72093023255814
2002-08-27,37.67,0.86,43.80232558139535
2002-08-28,37.4,0.86,43.48837209302325
2002-08-29,37.18,0.86,43.23255813953488
2002-08-30,36.64,0.86,42.6046511627907
2002-09-03,36.18,0.86,42.06976744186046
2002-09-04,37.1,0.86,43.139534883720934
2002-09-05,37.17,0.86,43.22093023255814
2002-09-06,37.64,0.86,43.76744186046512
2002-09-09,38.4,0.86,44.651162790697676
2002-09-10,38.71,0.86,45.01162790697675
2002-09-11,38.62,0.86,44.906976744186046
2002-09-12,37.92,0.86,44.093023255813954
2002-09-13,38.45,0.86,44.7093023255814
2002-09-16,38.32,0.86,44.55813953488372
2002-09-17,37.9,0.86,44.06976744186046
2002-09-18,36.92,0.86,42.93023255813954
2002-09-19,34.51,0.86,40.127906976744185
2002-09-20,34.91,0.86,40.593023255813954
2002-09-23,34.48,0.86,40.093023255813954
2002-09-24,34.1,0.86,39.651162790697676
2002-09-25,34.71,0.86,40.36046511627907
2002-09-26,35.2,0.86,40.93023255813954
2002-09-27,33.98,0.86,39.51162790697674
2002-09-30,32.57,0.86,37.872093023255815
2002-10-01,31.96,0.86,37.16279069767442
2002-10-02,31.08,0.86,36.13953488372093
2002-10-03,30.35,0.86,35.29069767441861
2002-10-04,30.27,0.86,35.19767441860465
2002-10-07,29.6,0.86,34.418604651162795
2002-10-08,30.18,0.86,35.093023255813954
2002-10-09,28.72,0.86,33.395348837209305
2002-10-10,29.81,0.86,34.66279069767442
2002-10-11,30.23,0.86,35.151162790697676
2002-10-14,30.31,0.86,35.24418604651163
2002-10-15,31.64,0.86,36.7906976744186
2002-10-16,31.25,0.86,36.33720930232558
2002-10-17,32.09,0.86,37.3139534883721
2002-10-18,29.87,0.86,34.73255813953489
2002-10-21,29.49,0.86,34.2906976744186
2002-10-22,28.75,0.86,33.43023255813954
2002-10-23,28.77,0.86,33.45348837209303
2002-10-24,28.26,0.86,32.86046511627907
2002-10-25,29.08,0.86,33.81395348837209
2002-10-28,27.45,0.86,31.91860465116279
2002-10-29,27.71,0.86,32.22093023255814
2002-10-30,27.58,0.86,32.06976744186046
2002-10-31,27.84,0.86,32.372093023255815
2002-11-01,27.85,0.86,32.38372093023256
2002-11-04,28.97,0.86,33.68604651162791
2002-11-05,29.67,0.86,34.5
2002-11-06,30.0,0.86,34.883720930232556
2002-11-07,28.86,0.86,33.55813953488372
2002-11-08,28.89,0.86,33.593023255813954
2002-11-11,28.84,0.86,33.53488372093023
2002-11-12,28.72,0.86,33.395348837209305
2002-11-13,28.34,0.86,32.95348837209303
2002-11-14,29.25,0.79,37.0253164556962
2002-11-15,29.14,0.79,36.88607594936709
2002-11-18,29.2,0.79,36.962025316455694
2002-11-19,29.1,0.79,36.835443037974684
2002-11-20,30.3,0.79,38.35443037974684
2002-11-21,31.18,0.79,39.46835443037975
2002-11-22,30.3,0.79,38.35443037974684
2002-11-25,30.77,0.79,38.949367088607595
2002-11-26,30.6,0.79,38.734177215189874
2002-11-27,31.52,0.79,39.89873417721519
2002-11-29,31.52,0.79,39.89873417721519
2002-12-02,31.43,0.79,39.78481012658228
2002-12-03,30.96,0.79,39.18987341772152
2002-12-04,30.65,0.79,38.79746835443038
2002-12-05,30.52,0.79,38.63291139240506
2002-12-06,30.7,0.79,38.860759493670884
2002-12-09,30.38,0.79,38.45569620253164
2002-12-10,30.52,0.79,38.63291139240506
2002-12-11,31.12,0.79,39.392405063291136
2002-12-12,31.23,0.79,39.53164556962025
2002-12-13,30.82,0.79,39.0126582278481
2002-12-16,31.94,0.79,40.43037974683544
2002-12-17,31.52,0.79,39.89873417721519
2002-12-18,30.25,0.79,38.291139240506325
2002-12-19,30.3,0.79,38.35443037974684
2002-12-20,30.38,0.79,38.45569620253164
2002-12-23,30.18,0.79,38.20253164556962
2002-12-24,30.22,0.79,38.25316455696202
2002-12-26,30.42,0.79,38.50632911392405
2002-12-27,29.95,0.79,37.91139240506329
2002-12-30,29.85,0.79,37.78481012658228
2002-12-31,30.66,0.79,38.81012658227848
2003-01-02,31.68,0.79,40.10126582278481
2003-01-03,31.68,0.79,40.10126582278481
2003-01-06,31.17,0.79,39.45569620253165
2003-01-07,30.88,0.79,39.088607594936704
2003-01-08,30.6,0.79,38.734177215189874
2003-01-09,31.04,0.79,39.291139240506325
2003-01-10,31.22,0.79,39.518987341772146
2003-01-13,30.85,0.79,39.050632911392405
2003-01-14,30.85,0.79,39.050632911392405
2003-01-15,30.6,0.79,38.734177215189874
2003-01-16,30.93,0.79,39.151898734177216
2003-01-17,30.18,0.79,38.20253164556962
2003-01-21,29.66,0.79,37.54430379746835
2003-01-22,29.18,0.79,36.936708860759495
2003-01-23,29.33,0.79,37.12658227848101
2003-01-24,29.07,0.79,36.79746835443038
2003-01-27,28.56,0.79,36.15189873417721
2003-01-28,28.15,0.79,35.63291139240506
2003-01-29,27.99,0.79,35.43037974683544
2003-01-30,28.17,0.79,35.65822784810127
2003-01-31,29.2,0.79,36.962025316455694
2003-02-03,29.06,0.79,36.78481012658227
2003-02-04,28.86,0.79,36.53164556962025
2003-02-05,28.76,0.79,36.40506329113924
2003-02-06,28.24,0.79,35.74683544303797
2003-02-07,28.0,0.79,35.44303797468354
2003-02-10,27.86,0.79,35.265822784810126
2003-02-11,28.23,0.79,35.734177215189874
2003-02-12,27.27,0.79,34.51898734177215
2003-02-13,27.18,0.79,34.405063291139236
2003-02-14,28.05,0.79,35.50632911392405
2003-02-18,28.14,0.79,35.620253164556964
2003-02-19,28.2,0.79,35.69620253164557
2003-02-20,28.85,0.79,36.51898734177215
2003-02-21,28.85,0.79,36.51898734177215
2003-02-24,28.13,0.79,35.60759493670886
2003-02-25,28.21,0.79,35.70886075949367
2003-02-26,27.88,0.79,35.291139240506325
2003-02-27,28.18,0.79,35.67088607594936
2003-02-28,27.58,0.79,34.91139240506329
2003-03-03,27.68,0.79,35.0379746835443
2003-03-04,26.93,0.79,34.088607594936704
2003-03-05,26.93,0.79,34.088607594936704
2003-03-06,26.96,0.79,34.12658227848101
2003-03-07,27.2,0.79,34.43037974683544
2003-03-10,26.5,0.79,33.54430379746835
2003-03-11,26.15,0.79,33.101265822784804
2003-03-12,26.2,0.79,33.164556962025316
2003-03-13,26.48,0.79,33.51898734177215
2003-03-14,26.86,0.79,34.0
2003-03-17,27.3,0.79,34.55696202531645
2003-03-18,27.5,0.79,34.81012658227848
2003-03-19,27.55,0.79,34.87341772151899
2003-03-20,27.49,0.79,34.79746835443038
2003-03-21,29.15,0.79,36.89873417721519
2003-03-24,27.88,0.79,35.291139240506325
2003-03-25,27.74,0.79,35.11392405063291
2003-03-26,27.16,0.79,34.379746835443036
2003-03-27,26.99,0.38,71.02631578947368
2003-03-28,28.08,0.38,73.89473684210526
2003-03-31,27.61,0.38,72.65789473684211
2003-04-01,28.13,0.38,74.02631578947368
2003-04-02,28.8,0.38,75.78947368421052
2003-04-03,28.75,0.38,75.65789473684211
2003-04-04,29.22,0.38,76.89473684210526
2003-04-07,29.59,0.38,77.86842105263158
2003-04-08,29.72,0.38,78.21052631578947
2003-04-09,29.15,0.38,76.71052631578947
2003-04-10,28.78,0.38,75.73684210526316
2003-04-11,28.81,0.38,75.8157894736842
2003-04-14,28.94,0.38,76.15789473684211
2003-04-15,28.96,0.38,76.21052631578948
2003-04-16,28.36,0.38,74.63157894736842
2003-04-17,28.48,0.38,74.94736842105263
2003-04-21,27.93,0.38,73.5
2003-04-22,28.63,0.38,75.34210526315789
2003-04-23,28.3,0.38,74.47368421052632
2003-04-24,27.98,0.38,73.63157894736842
2003-04-25,27.46,0.38,72.26315789473685
2003-04-28,27.91,0.38,73.44736842105263
2003-04-29,28.68,0.38,75.47368421052632
2003-04-30,29.57,0.38,77.8157894736842
2003-05-01,29.55,0.38,77.76315789473685
2003-05-02,29.75,0.38,78.28947368421052
2003-05-05,29.73,0.38,78.23684210526316
2003-05-06,29.7,0.38,78.1578947368421
2003-05-07,30.26,0.38,79.63157894736842
2003-05-08,30.24,0.38,79.57894736842104
2003-05-09,30.4,0.38,80.0
2003-05-12,31.46,0.38,82.78947368421053
2003-05-13,32.15,0.38,84.60526315789473
2003-05-14,32.07,0.38,84.39473684210526
2003-05-15,32.23,-0.27,-119.37037037037035
2003-05-16,32.16,-0.27,-119.11111111111109
2003-05-19,32.01,-0.27,-118.55555555555554
2003-05-20,32.35,-0.27,-119.81481481481481
2003-05-21,32.0,-0.27,-118.5185185185185
2003-05-22,32.37,-0.27,-119.88888888888887
2003-05-23,32.61,-0.27,-120.77777777777777
2003-05-27,33.28,-0.27,-123.25925925925925
2003-05-28,33.81,-0.27,-125.22222222222223
2003-05-29,33.53,-0.27,-124.18518518518518
2003-05-30,34.21,-0.27,-126.7037037037037
2003-06-02,35.01,-0.27,-129.66666666666666
2003-06-03,35.0,-0.27,-129.62962962962962
2003-06-04,35.4,-0.27,-131.1111111111111
2003-06-05,36.75,-0.27,-136.11111111111111
2003-06-06,36.27,-0.27,-134.33333333333334
2003-06-09,35.11,-0.27,-130.03703703703704
