date,NTRS,NTRS_EPS,PE Ratio
2003-03-17,31.64,,
2003-03-18,32.2,,
2003-03-19,32.69,,
2003-03-20,33.16,,
2003-03-21,31.71,,
2003-03-24,30.84,,
2003-03-25,31.52,,
2003-03-26,31.44,,
2003-03-27,31.14,,
2003-03-28,31.01,,
2003-03-31,30.45,,
2003-04-01,30.83,,
2003-04-02,31.77,,
2003-04-03,31.37,,
2003-04-04,31.62,,
2003-04-07,32.99,,
2003-04-08,32.99,,
2003-04-09,32.1,,
2003-04-10,32.44,,
2003-04-11,32.2,,
2003-04-14,32.93,,
2003-04-15,33.86,,
2003-04-16,33.52,,
2003-04-17,33.72,,
2003-04-21,33.93,,
2003-04-22,35.14,,
2003-04-23,35.24,,
2003-04-24,34.78,,
2003-04-25,34.32,,
2003-04-28,35.1,,
2003-04-29,35.06,,
2003-04-30,35.12,,
2003-05-01,34.83,,
2003-05-02,35.86,,
2003-05-05,35.73,0.43,83.09302325581395
2003-05-06,36.14,0.43,84.04651162790698
2003-05-07,35.97,0.43,83.65116279069767
2003-05-08,35.19,0.43,81.83720930232558
2003-05-09,35.51,0.43,82.5813953488372
2003-05-12,36.05,0.43,83.83720930232558
2003-05-13,36.54,0.43,84.97674418604652
2003-05-14,36.55,0.43,85.0
2003-05-15,36.94,0.43,85.90697674418604
2003-05-16,36.88,0.43,85.76744186046513
2003-05-19,35.61,0.43,82.81395348837209
2003-05-20,35.66,0.43,82.93023255813952
2003-05-21,35.89,0.43,83.46511627906978
2003-05-22,35.64,0.43,82.88372093023256
2003-05-23,35.86,0.43,83.3953488372093
2003-05-27,36.62,0.43,85.16279069767441
2003-05-28,37.2,0.43,86.51162790697676
2003-05-29,37.15,0.43,86.3953488372093
2003-05-30,38.16,0.43,88.74418604651162
2003-06-02,39.18,0.43,91.11627906976744
2003-06-03,39.26,0.43,91.30232558139535
2003-06-04,40.01,0.43,93.04651162790698
2003-06-05,40.25,0.43,93.6046511627907
2003-06-06,40.04,0.43,93.11627906976744
2003-06-09,38.0,0.43,88.37209302325581
2003-06-10,38.61,0.43,89.79069767441861
2003-06-11,39.39,0.43,91.6046511627907
2003-06-12,39.53,0.43,91.93023255813954
2003-06-13,38.95,0.43,90.58139534883722
2003-06-16,40.43,0.43,94.02325581395348
2003-06-17,40.63,0.43,94.48837209302326
2003-06-18,40.67,0.43,94.58139534883722
2003-06-19,39.13,0.43,91.00000000000001
2003-06-20,39.43,0.43,91.69767441860465
2003-06-23,38.68,0.43,89.95348837209302
2003-06-24,40.03,0.43,93.09302325581396
2003-06-25,40.68,0.43,94.6046511627907
2003-06-26,41.3,0.43,96.04651162790697
2003-06-27,41.3,0.43,96.04651162790697
2003-06-30,41.6,0.43,96.74418604651163
2003-07-01,41.2,0.43,95.8139534883721
2003-07-02,41.18,0.43,95.76744186046511
2003-07-03,41.35,0.43,96.16279069767442
2003-07-07,42.47,0.43,98.76744186046511
2003-07-08,43.15,0.43,100.34883720930232
2003-07-09,42.88,0.43,99.72093023255815
2003-07-10,42.33,0.43,98.44186046511628
2003-07-11,42.37,0.43,98.53488372093022
2003-07-14,43.66,0.43,101.53488372093022
2003-07-15,43.71,0.43,101.65116279069768
2003-07-16,43.46,0.43,101.06976744186046
2003-07-17,42.52,0.43,98.88372093023257
2003-07-18,43.12,0.43,100.27906976744185
2003-07-21,42.91,0.43,99.7906976744186
2003-07-22,43.76,0.43,101.76744186046511
2003-07-23,43.4,0.43,100.93023255813954
2003-07-24,43.25,0.43,100.5813953488372
2003-07-25,43.92,0.43,102.13953488372094
2003-07-28,43.7,0.43,101.6279069767442
2003-07-29,43.39,0.43,100.90697674418605
2003-07-30,43.43,0.43,101.0
2003-07-31,43.77,0.43,101.79069767441861
2003-08-01,42.74,0.22033544900000002,193.9769573801082
2003-08-04,42.68,0.22033544900000002,193.70464532014546
2003-08-05,41.7,0.22033544900000002,189.25688167408777
2003-08-06,42.14,0.22033544900000002,191.253836780481
2003-08-07,42.69,0.22033544900000002,193.75003066347256
2003-08-08,42.58,0.22033544900000002,193.25079188687425
2003-08-11,42.61,0.22033544900000002,193.3869479168556
2003-08-12,43.25,0.22033544900000002,196.29160988979126
2003-08-13,42.91,0.22033544900000002,194.7485082166692
2003-08-14,43.52,0.22033544900000002,197.5170141596235
2003-08-15,43.05,0.22033544900000002,195.38390302324885
2003-08-18,43.42,0.22033544900000002,197.0631607263523
2003-08-19,43.62,0.22033544900000002,197.97086759289465
2003-08-20,43.61,0.22033544900000002,197.92548224956755
2003-08-21,43.39,0.22033544900000002,196.92700469637091
2003-08-22,42.59,0.22033544900000002,193.29617723020138
2003-08-25,42.34,0.22033544900000002,192.16154364702342
2003-08-26,42.53,0.22033544900000002,193.02386517023868
2003-08-27,42.23,0.22033544900000002,191.66230487042506
2003-08-28,42.15,0.22033544900000002,191.2992221238081
2003-08-29,42.24,0.22033544900000002,191.70769021375222
2003-09-02,43.16,0.22033544900000002,195.88314179984715
2003-09-03,43.28,0.22033544900000002,196.4277659197726
2003-09-04,43.23,0.22033544900000002,196.200839203137
2003-09-05,42.7,0.22033544900000002,193.7954160067997
2003-09-08,42.74,0.22033544900000002,193.9769573801082
2003-09-09,42.63,0.22033544900000002,193.47771860350986
2003-09-10,41.58,0.22033544900000002,188.7122575541623
2003-09-11,41.64,0.22033544900000002,188.98456961412504
2003-09-12,41.63,0.22033544900000002,188.93918427079794
2003-09-15,41.43,0.22033544900000002,188.03147740425553
2003-09-16,41.92,0.22033544900000002,190.2553592272844
2003-09-17,42.22,0.22033544900000002,191.61691952709796
2003-09-18,43.81,0.22033544900000002,198.83318911610996
2003-09-19,43.95,0.22033544900000002,199.46858392268962
2003-09-22,43.63,0.22033544900000002,198.0162529362218
2003-09-23,43.91,0.22033544900000002,199.2870425493811
2003-09-24,43.07,0.22033544900000002,195.4746737099031
2003-09-25,42.41,0.22033544900000002,192.47924105031322
2003-09-26,41.84,0.22033544900000002,189.89227648066745
2003-09-29,42.83,0.22033544900000002,194.38542547005224
2003-09-30,42.35,0.22033544900000002,192.20692899035052
2003-10-01,43.53,0.22033544900000002,197.5623995029506
2003-10-02,42.97,0.22033544900000002,195.0208202766319
2003-10-03,43.6,0.22033544900000002,197.88009690624045
2003-10-06,45.12,0.22033544900000002,204.77866909196257
2003-10-07,45.46,0.22033544900000002,206.32177076508464
2003-10-08,45.36,0.22033544900000002,205.86791733181343
2003-10-09,45.91,0.22033544900000002,208.36411121480498
2003-10-10,45.75,0.22033544900000002,207.6379457215711
2003-10-13,46.83,0.22033544900000002,212.53956280089997
2003-10-14,47.73,0.22033544900000002,216.6242437003407
2003-10-15,48.02,0.22033544900000002,217.9404186568272
2003-10-16,47.78,0.22033544900000002,216.85117041697634
2003-10-17,46.76,0.22033544900000002,212.22186539761015
2003-10-20,46.95,0.22033544900000002,213.08418692082543
2003-10-21,46.84,0.22033544900000002,212.58494814422713
2003-10-22,45.76,0.22033544900000002,207.6833310648982
2003-10-23,45.65,0.22033544900000002,207.1840922882999
2003-10-24,45.79,0.22033544900000002,207.81948709487958
2003-10-27,46.11,0.22033544900000002,209.2718180813474
2003-10-28,46.5,0.22033544900000002,211.04184647110506
2003-10-29,46.29,0.22033544900000002,210.08875426123555
2003-10-30,46.4,0.22033544900000002,210.58799303783385
2003-10-31,46.5,0.220311056,211.06521317749934
2003-11-03,46.98,0.220311056,213.24395086191225
2003-11-04,46.63,0.220311056,211.65528796702787
2003-11-05,46.07,0.220311056,209.1134273352128
2003-11-06,46.88,0.220311056,212.79004717765957
2003-11-07,47.03,0.220311056,213.4709027040386
2003-11-10,46.83,0.220311056,212.5630953355332
2003-11-11,46.74,0.220311056,212.15458201970583
2003-11-12,47.04,0.220311056,213.51629307246387
2003-11-13,46.75,0.220311056,212.19997238813107
2003-11-14,45.43,0.220311056,206.2084437559956
2003-11-17,45.09,0.220311056,204.6651712295365
2003-11-18,44.37,0.220311056,201.3970647029171
2003-11-19,44.75,0.220311056,203.12189870307733
2003-11-20,44.1,0.220311056,200.1715247554349
2003-11-21,44.47,0.220311056,201.85096838716981
2003-11-24,44.9,0.220311056,203.80275422945635
2003-11-25,44.7,0.220311056,202.894946860951
2003-11-26,44.98,0.220311056,204.16587717685852
2003-11-28,44.89,0.220311056,203.7573638610311
2003-12-01,45.34,0.220311056,205.7999304401682
2003-12-02,45.83,0.220311056,208.02405849300635
2003-12-03,45.72,0.220311056,207.5247644403284
2003-12-04,45.4,0.220311056,206.0722726507198
2003-12-05,44.89,0.220311056,203.7573638610311
2003-12-08,45.41,0.220311056,206.11766301914506
2003-12-09,45.1,0.220311056,204.71056159796174
2003-12-10,45.02,0.220311056,204.3474386505596
2003-12-11,45.32,0.220311056,205.70914970331765
2003-12-12,44.98,0.220311056,204.16587717685852
2003-12-15,44.71,0.220311056,202.94033722937627
2003-12-16,45.11,0.220311056,204.75595196638702
2003-12-17,44.3,0.220311056,201.07933212394025
2003-12-18,44.71,0.220311056,202.94033722937627
2003-12-19,44.83,0.220311056,203.48502165047947
2003-12-22,45.17,0.220311056,205.02829417693863
2003-12-23,45.56,0.220311056,206.7985185455241
2003-12-24,45.29,0.220311056,205.57297859804186
2003-12-26,45.52,0.220311056,206.61695707182304
2003-12-29,45.58,0.220311056,206.88929928237462
2003-12-30,45.94,0.220311056,208.5233525456843
2003-12-31,46.28,0.220311056,210.06662507214344
2004-01-02,46.18,0.220311056,209.61272138789076
2004-01-05,47.21,0.220311056,214.28792933569343
2004-01-06,47.67,0.220311056,216.3758862832558
2004-01-07,48.3,0.220311056,219.2354794940477
2004-01-08,48.11,0.220311056,218.3730624939676
2004-01-09,48.8,0.220311056,221.50499791531115
2004-01-12,48.77,0.220311056,221.36882681003536
2004-01-13,48.21,0.220311056,218.82696617822032
2004-01-14,48.59,0.220311056,220.55180017838052
2004-01-15,50.28,0.220311056,228.2227724422509
2004-01-16,50.38,0.220311056,228.67667612650362
2004-01-20,49.89,0.220311056,226.45254807366544
2004-01-21,50.76,0.220311056,230.4015101266638
2004-01-22,50.66,0.220311056,229.94760644241111
2004-01-23,49.61,0.220311056,225.18161775775792
2004-01-26,49.66,0.220311056,225.40856959988423
2004-01-27,48.7,0.220311056,221.05109423105847
2004-01-28,47.48,0.220311056,215.51346928317568
2004-01-29,47.63,0.220311056,216.19432480955473
2004-01-30,47.46,0.220311056,215.42268854632516
2004-02-02,47.79,0.220311056,216.92057070435902
2004-02-03,47.33,0.220311056,214.83261375679666
2004-02-04,46.64,0.220311056,211.70067833545312
2004-02-05,46.79,0.220311056,212.38153386183214
2004-02-06,47.85,0.220311056,217.19291291491064
2004-02-09,47.65,0.220311056,216.28510554640525
2004-02-10,47.63,0.220311056,216.19432480955473
2004-02-11,48.36,0.220311056,219.50782170459934
2004-02-12,48.24,0.220311056,218.9631372834961
2004-02-13,48.97,0.220311056,222.27663417854072
2004-02-17,49.04,0.220311056,222.5943667575176
2004-02-18,48.74,0.220311056,221.23265570475954
2004-02-19,48.8,0.220311056,221.50499791531115
2004-02-20,48.68,0.220311056,220.96031349420792
2004-02-23,48.29,0.220311056,219.19008912562245
2004-02-24,48.53,0.220311056,220.2794579678289
2004-02-25,49.5,0.220311056,224.68232370507997
2004-02-26,49.52,0.220311056,224.7731044419305
2004-02-27,49.65,0.220311056,225.363179231459
2004-03-01,49.57,0.220311056,225.00005628405685
2004-03-02,49.38,0.220311056,224.13763928397674
2004-03-03,49.61,0.220311056,225.18161775775792
2004-03-04,49.37,0.220311056,224.09224891555147
2004-03-05,50.05,0.220311056,227.17879396846973
2004-03-08,49.53,0.220311056,224.81849481035576
2004-03-09,48.42,0.220311056,219.78016391515095
2004-03-10,47.59,0.220311056,216.01276333585366
2004-03-11,46.23,0.220311056,209.8396732300171
2004-03-12,47.33,0.0,inf
2004-03-15,46.04,0.0,inf
2004-03-16,47.1,0.0,inf
2004-03-17,48.02,0.0,inf
2004-03-18,47.36,0.0,inf
2004-03-19,46.87,0.0,inf
2004-03-22,45.92,0.0,inf
2004-03-23,45.63,0.0,inf
2004-03-24,45.21,0.0,inf
2004-03-25,45.89,0.0,inf
2004-03-26,45.68,0.0,inf
2004-03-29,45.92,0.0,inf
2004-03-30,46.16,0.0,inf
2004-03-31,46.59,0.0,inf
2004-04-01,46.93,0.0,inf
2004-04-02,46.64,0.0,inf
2004-04-05,47.24,0.0,inf
2004-04-06,47.78,0.0,inf
2004-04-07,47.39,0.0,inf
2004-04-08,46.84,0.0,inf
2004-04-12,47.2,0.0,inf
2004-04-13,46.17,0.0,inf
2004-04-14,44.01,0.0,inf
2004-04-15,43.79,0.0,inf
2004-04-16,44.67,0.0,inf
2004-04-19,44.23,0.0,inf
2004-04-20,43.95,0.0,inf
2004-04-21,43.98,0.0,inf
2004-04-22,44.87,0.0,inf
2004-04-23,44.75,0.0,inf
2004-04-26,43.95,0.0,inf
2004-04-27,44.15,0.0,inf
2004-04-28,42.59,0.0,inf
2004-04-29,42.29,0.0,inf
2004-04-30,42.21,0.0,inf
2004-05-03,42.32,0.0,inf
2004-05-04,42.86,0.0,inf
2004-05-05,43.29,0.0,inf
2004-05-06,42.76,0.0,inf
2004-05-07,40.84,0.0,inf
2004-05-10,40.35,0.0,inf
2004-05-11,40.44,0.0,inf
2004-05-12,40.84,0.0,inf
2004-05-13,40.82,0.0,inf
2004-05-14,40.55,0.0,inf
2004-05-17,40.21,0.0,inf
2004-05-18,40.86,0.0,inf
2004-05-19,41.05,0.0,inf
2004-05-20,41.1,0.0,inf
2004-05-21,41.46,0.0,inf
2004-05-24,41.96,0.0,inf
2004-05-25,42.95,0.0,inf
2004-05-26,43.1,0.0,inf
2004-05-27,43.24,0.0,inf
2004-05-28,42.95,0.0,inf
2004-06-01,43.08,0.0,inf
2004-06-02,43.24,0.0,inf
2004-06-03,42.8,0.0,inf
2004-06-04,43.26,0.0,inf
2004-06-07,43.86,0.0,inf
2004-06-08,44.0,0.0,inf
2004-06-09,43.18,0.0,inf
2004-06-10,42.86,0.0,inf
2004-06-14,42.27,0.0,inf
2004-06-15,42.38,0.0,inf
2004-06-16,42.37,0.0,inf
2004-06-17,41.22,0.0,inf
2004-06-18,41.27,0.0,inf
2004-06-21,40.89,0.0,inf
2004-06-22,41.32,0.0,inf
2004-06-23,41.82,0.0,inf
2004-06-24,42.21,0.0,inf
2004-06-25,42.59,0.0,inf
2004-06-28,42.31,0.0,inf
2004-06-29,42.05,0.0,inf
2004-06-30,42.28,0.0,inf
2004-07-01,41.62,0.0,inf
2004-07-02,42.0,0.0,inf
2004-07-06,41.32,0.0,inf
2004-07-07,41.51,0.0,inf
2004-07-08,41.29,0.0,inf
2004-07-09,40.98,0.0,inf
2004-07-12,41.1,0.0,inf
2004-07-13,40.43,0.0,inf
2004-07-14,39.68,0.0,inf
2004-07-15,39.51,0.0,inf
2004-07-16,39.46,0.0,inf
2004-07-19,40.0,0.0,inf
2004-07-20,40.7,0.0,inf
2004-07-21,40.13,0.0,inf
2004-07-22,40.02,0.0,inf
2004-07-23,39.47,0.0,inf
2004-07-26,39.26,0.0,inf
2004-07-27,39.68,0.0,inf
2004-07-28,39.34,0.0,inf
2004-07-29,40.08,0.0,inf
2004-07-30,40.15,0.21996479,182.52921297085774
2004-08-02,40.73,0.21996479,185.16599861277797
2004-08-03,40.5,0.21996479,184.12037672029237
2004-08-04,40.17,0.21996479,182.6201366136826
2004-08-05,39.76,0.21996479,180.75620193577345
2004-08-06,39.49,0.21996479,179.52873275763818
2004-08-09,39.57,0.21996479,179.89242732893752
2004-08-10,40.18,0.21996479,182.665598435095
2004-08-11,40.25,0.21996479,182.98383118498194
2004-08-12,39.81,0.21996479,180.98351104283554
2004-08-13,39.7,0.21996479,180.48343100729895
2004-08-16,40.89,0.21996479,185.89338775537666
2004-08-17,41.27,0.21996479,187.62093696904856
2004-08-18,42.18,0.21996479,191.75796271757858
2004-08-19,41.88,0.21996479,190.39410807520605
2004-08-20,42.39,0.21996479,192.71266096723934
2004-08-23,42.6,0.21996479,193.66735921690014
2004-08-24,42.64,0.21996479,193.8492065025498
2004-08-25,43.03,0.21996479,195.6222175376341
2004-08-26,43.13,0.21996479,196.0768357517583
2004-08-27,43.0,0.21996479,195.48583207339684
2004-08-30,42.77,0.21996479,194.44021018091124
2004-08-31,43.05,0.21996479,195.71314118045893
2004-09-01,42.74,0.21996479,194.303824716674
2004-09-02,42.88,0.21996479,194.94029021644783
2004-09-03,42.71,0.21996479,194.16743925243674
2004-09-07,43.24,0.21996479,196.5769157872949
2004-09-08,42.5,0.21996479,193.21274100277594
2004-09-09,42.51,0.21996479,193.25820282418834
2004-09-10,42.6,0.21996479,193.66735921690014
2004-09-13,42.55,0.21996479,193.44005010983804
2004-09-14,42.11,0.21996479,191.43972996769165
2004-09-15,41.88,0.21996479,190.39410807520605
2004-09-16,41.83,0.21996479,190.16679896814395
2004-09-17,42.34,0.21996479,192.48535186017727
2004-09-20,41.93,0.21996479,190.62141718226812
2004-09-21,42.49,0.21996479,193.16727918136354
2004-09-22,42.06,0.21996479,191.21242086062958
2004-09-23,41.03,0.21996479,186.52985325515053
2004-09-24,40.85,0.21996479,185.711540469727
2004-09-27,40.31,0.21996479,183.25660211345644
2004-09-28,40.5,0.21996479,184.12037672029237
2004-09-29,40.74,0.21996479,185.2114604341904
2004-09-30,40.8,0.21996479,185.4842313626649
2004-10-01,41.29,0.21996479,187.7118606118734
2004-10-04,41.04,0.21996479,186.57531507656293
2004-10-05,40.99,0.21996479,186.34800596950086
2004-10-06,41.63,0.21996479,189.25756253989562
2004-10-07,41.34,0.21996479,187.9391697189355
2004-10-08,41.08,0.21996479,186.7571623622126
2004-10-11,40.91,0.21996479,185.9843113982015
2004-10-12,39.94,0.21996479,181.57451472119698
2004-10-13,39.72,0.21996479,180.57435465012378
2004-10-14,38.87,0.21996479,176.71009983006826
2004-10-15,38.96,0.21996479,177.11925622278002
2004-10-18,39.05,0.21996479,177.52841261549176
2004-10-19,38.97,0.21996479,177.16471804419243
2004-10-20,39.33,0.21996479,178.80134361503949
2004-10-21,39.72,0.21996479,180.57435465012378
2004-10-22,39.66,0.21996479,180.30158372164925
2004-10-25,39.59,0.21996479,179.98335097176238
2004-10-26,40.52,0.21996479,184.21130036311723
2004-10-27,41.7,0.21996479,189.57579528978255
2004-10-28,41.99,0.21996479,190.89418811074265
2004-10-29,42.54,0.21996479,193.3945882884256
2004-11-01,42.74,0.219719511,194.52073147932686
2004-11-02,42.99,0.219719511,195.65854577202296
2004-11-03,43.96,0.219719511,200.07326522768386
2004-11-04,44.95,0.219719511,204.57900982676045
2004-11-05,45.96,0.219719511,209.17577956925274
2004-11-08,45.45,0.219719511,206.85463841215267
2004-11-09,45.18,0.219719511,205.62579897604087
2004-11-10,45.08,0.219719511,205.1706732589624
2004-11-11,45.82,0.219719511,208.5386035653429
2004-11-12,46.21,0.219719511,210.31359386194885
2004-11-15,46.2,0.219719511,210.268081290241
2004-11-16,46.08,0.219719511,209.72193042974683
2004-11-17,46.18,0.219719511,210.1770561468253
2004-11-18,46.2,0.219719511,210.268081290241
2004-11-19,45.35,0.219719511,206.39951269507424
2004-11-22,46.11,0.219719511,209.8584681448704
2004-11-23,46.45,0.219719511,211.40589558293712
2004-11-24,46.85,0.219719511,213.22639845125087
2004-11-26,47.0,0.219719511,213.90908702686855
2004-11-29,47.01,0.219719511,213.95459959857638
2004-11-30,47.04,0.219719511,214.0911373136999
2004-12-01,47.84,0.219719511,217.73214305032747
2004-12-02,48.01,0.219719511,218.5058567693608
2004-12-03,47.94,0.219719511,218.1872687674059
2004-12-06,47.85,0.219719511,217.77765562203533
2004-12-07,47.63,0.219719511,216.77637904446274
2004-12-08,47.77,0.219719511,217.41355504837256
2004-12-09,47.3,0.219719511,215.27446417810384
2004-12-10,48.07,0.219719511,218.77893219960788
2004-12-13,48.43,0.219719511,220.41738478109028
2004-12-14,48.56,0.219719511,221.00904821329226
2004-12-15,49.17,0.219719511,223.78531508747076
2004-12-16,49.25,0.219719511,224.14941566113353
2004-12-17,48.35,0.219719511,220.05328420742754
2004-12-20,48.13,0.219719511,219.05200762985496
2004-12-21,49.04,0.219719511,223.19365165526878
2004-12-22,48.84,0.219719511,222.28340022111192
2004-12-23,48.94,0.219719511,222.73852593819032
2004-12-27,48.79,0.219719511,222.05583736257267
2004-12-28,48.76,0.219719511,221.91929964744912
2004-12-29,48.76,0.219719511,221.91929964744912
2004-12-30,48.71,0.219719511,221.69173678890994
2004-12-31,48.58,0.219719511,221.10007335670795
2005-01-03,47.43,0.219719511,215.86612761030585
2005-01-04,47.02,0.219719511,214.00011217028424
2005-01-05,46.84,0.219719511,213.18088587954304
2005-01-06,47.39,0.219719511,215.68407732347447
2005-01-07,46.63,0.219719511,212.22512187367832
2005-01-10,46.46,0.219719511,211.45140815464495
2005-01-11,46.0,0.219719511,209.3578298560841
2005-01-12,45.85,0.219719511,208.67514128046645
2005-01-13,45.57,0.219719511,207.4007892726468
2005-01-14,46.06,0.219719511,209.63090528633117
2005-01-18,47.04,0.219719511,214.0911373136999
2005-01-19,45.9,0.219719511,208.90270413900564
2005-01-20,44.75,0.219719511,203.66875839260356
2005-01-21,44.29,0.219719511,201.5751800940427
2005-01-24,44.18,0.219719511,201.07454180525642
2005-01-25,43.94,0.219719511,199.98224008426814
2005-01-26,44.06,0.219719511,200.5283909447623
2005-01-27,43.59,0.219719511,198.38930007449363
2005-01-28,43.29,0.219719511,197.02392292325828
2005-01-31,43.64,0.219719511,198.61686293303282
2005-02-01,44.05,0.219719511,200.48287837305443
2005-02-02,43.67,0.219719511,198.75340064815637
2005-02-03,43.49,0.219719511,197.93417435741517
2005-02-04,44.33,0.219719511,201.7572303808741
2005-02-07,44.3,0.219719511,201.62069266575054
2005-02-08,44.56,0.219719511,202.80401953015453
2005-02-09,43.95,0.219719511,200.02775265597603
2005-02-10,44.32,0.219719511,201.71171780916626
2005-02-11,44.86,0.219719511,204.16939668138983
2005-02-14,44.71,0.219719511,203.48670810577218
2005-02-15,44.45,0.219719511,202.30338124136824
2005-02-16,43.7,0.219719511,198.8899383632799
2005-02-17,43.02,0.219719511,195.79508348714648
2005-02-18,42.46,0.219719511,193.2463794715072
2005-02-22,41.81,0.219719511,190.2880623104973
2005-02-23,41.86,0.219719511,190.51562516903653
2005-02-24,41.97,0.219719511,191.01626345782282
2005-02-25,42.25,0.219719511,192.29061546564247
2005-02-28,42.25,0.219719511,192.29061546564247
2005-03-01,43.53,0.219719511,198.11622464424656
2005-03-02,43.57,0.219719511,198.2982749310779
2005-03-03,43.36,0.219719511,197.3425109252132
2005-03-04,44.56,0.219719511,202.80401953015453
2005-03-07,44.4,0.219719511,202.075818382829
2005-03-08,43.98,0.219719511,200.16429037109953
2005-03-09,43.14,0.219719511,196.3412343476406
2005-03-10,43.35,0.219719511,197.29699835350536
2005-03-11,42.77,0.219719511,194.65726919445038
2005-03-14,43.48,0.0,inf
2005-03-15,43.08,0.0,inf
2005-03-16,42.88,0.0,inf
2005-03-17,42.75,0.0,inf
2005-03-18,43.16,0.0,inf
2005-03-21,42.7,0.0,inf
2005-03-22,42.17,0.0,inf
2005-03-23,42.11,0.0,inf
2005-03-24,41.6,0.0,inf
2005-03-28,41.93,0.0,inf
2005-03-29,41.85,0.0,inf
2005-03-30,42.69,0.0,inf
2005-03-31,43.44,0.0,inf
2005-04-01,43.13,0.0,inf
2005-04-04,43.11,0.0,inf
2005-04-05,43.44,0.0,inf
2005-04-06,44.52,0.0,inf
2005-04-07,44.89,0.0,inf
2005-04-08,44.81,0.0,inf
2005-04-11,44.58,0.0,inf
2005-04-12,45.26,0.0,inf
2005-04-13,44.56,0.0,inf
2005-04-14,43.76,0.0,inf
2005-04-15,42.95,0.0,inf
2005-04-18,43.8,0.0,inf
2005-04-19,44.71,0.0,inf
2005-04-20,43.93,0.0,inf
2005-04-21,44.47,0.0,inf
2005-04-22,44.32,0.0,inf
2005-04-25,44.9,0.0,inf
2005-04-26,44.78,0.0,inf
2005-04-27,45.31,0.0,inf
2005-04-28,44.24,0.0,inf
2005-04-29,45.0,0.0,inf
2005-05-02,45.49,0.218453518,208.23651830592172
2005-05-03,45.27,0.218453518,207.22943907911798
2005-05-04,46.76,0.218453518,214.05011202428884
2005-05-05,46.71,0.218453518,213.82123038183343
2005-05-06,45.59,0.218453518,208.69428159083253
2005-05-09,45.94,0.218453518,210.2964530880203
2005-05-10,45.47,0.218453518,208.14496564893955
2005-05-11,46.02,0.218453518,210.66266371594895
2005-05-12,45.34,0.218453518,207.54987337855553
2005-05-13,44.83,0.218453518,205.21528062551045
2005-05-16,45.7,0.218453518,209.1978212042344
2005-05-17,46.26,0.218453518,211.76129559973484
2005-05-18,47.19,0.218453518,216.01849414940526
2005-05-19,46.88,0.218453518,214.5994279661818
2005-05-20,46.2,0.218453518,211.48663762878837
2005-05-23,46.32,0.218453518,212.03595357068133
2005-05-24,46.44,0.218453518,212.58526951257429
2005-05-25,46.14,0.218453518,211.21197965784188
2005-05-26,46.49,0.218453518,212.8141511550297
2005-05-27,46.51,0.218453518,212.90570381201184
2005-05-31,46.03,0.218453518,210.70844004444
2005-06-01,46.33,0.218453518,212.0817298991724
2005-06-02,46.0,0.218453518,210.57111105896678
2005-06-03,45.67,0.218453518,209.06049221876114
2005-06-06,46.18,0.218453518,211.3950849718062
2005-06-07,46.16,0.218453518,211.30353231482403
2005-06-08,46.28,0.218453518,211.852848256717
2005-06-09,46.23,0.218453518,211.6239666142616
2005-06-10,45.86,0.218453518,209.93024246009165
2005-06-13,46.0,0.218453518,210.57111105896678
2005-06-14,45.6,0.218453518,208.7400579193236
2005-06-15,45.84,0.218453518,209.8386898031095
2005-06-16,46.11,0.218453518,211.07465067236865
2005-06-17,46.33,0.218453518,212.0817298991724
2005-06-20,46.3,0.218453518,211.94440091369916
2005-06-21,46.0,0.218453518,210.57111105896678
2005-06-22,46.45,0.218453518,212.63104584106537
2005-06-23,45.31,0.218453518,207.41254439308227
2005-06-24,45.69,0.218453518,209.1520448757433
2005-06-27,45.08,0.218453518,206.35968883778742
2005-06-28,45.56,0.218453518,208.55695260535927
2005-06-29,45.65,0.218453518,208.96893956177897
2005-06-30,45.59,0.218453518,208.69428159083253
2005-07-01,46.16,0.218453518,211.30353231482403
2005-07-05,47.0,0.218453518,215.14874390807475
2005-07-06,46.52,0.218453518,212.95148014050292
2005-07-07,46.2,0.218453518,211.48663762878837
2005-07-08,46.84,0.218453518,214.41632265221747
2005-07-11,47.49,0.218453518,217.39178400413766
2005-07-12,48.12,0.218453518,220.27569269907568
2005-07-13,48.82,0.218453518,223.48003569345127
2005-07-14,48.66,0.218453518,222.74761443759397
2005-07-15,48.95,0.218453518,224.0751279638353
2005-07-18,49.02,0.218453518,224.39556226327286
2005-07-19,49.21,0.218453518,225.26531250460337
2005-07-20,50.41,0.218453518,230.7584719235329
2005-07-21,50.23,0.218453518,229.9344980106935
2005-07-22,51.21,0.218453518,234.4205782028193
2005-07-25,50.76,0.218453518,232.36064342072072
2005-07-26,50.95,0.218453518,233.23039366205126
2005-07-27,50.77,0.218453518,232.40641974921184
2005-07-28,51.19,0.218453518,234.32902554583714
2005-07-29,50.8,0.218453518,232.54374873468504
2005-08-01,50.62,0.21828304,231.90074684684618
2005-08-02,50.56,0.21828304,231.62587436935092
2005-08-03,50.26,0.21828304,230.25151198187453
2005-08-04,49.83,0.21828304,228.28159255982507
2005-08-05,49.3,0.21828304,225.85355234195012
2005-08-08,49.4,0.21828304,226.31167313777559
2005-08-09,49.57,0.21828304,227.0904784906789
2005-08-10,49.55,0.21828304,226.99885433151377
2005-08-11,49.98,0.21828304,228.96877375356323
2005-08-12,49.98,0.21828304,228.96877375356323
