date,AZO,AZO_EPS,PE Ratio
2002-10-07,81.07,2.35,34.49787234042553
2002-10-08,80.19,2.35,34.123404255319144
2002-10-09,77.48,2.35,32.97021276595745
2002-10-10,79.38,2.35,33.77872340425532
2002-10-11,81.3,2.35,34.59574468085106
2002-10-14,82.45,2.35,35.08510638297872
2002-10-15,83.5,2.35,35.53191489361702
2002-10-16,82.63,2.35,35.161702127659574
2002-10-17,83.88,2.35,35.693617021276594
2002-10-18,85.79,2.35,36.50638297872341
2002-10-21,87.76,2.35,37.34468085106383
2002-10-22,86.7,2.35,36.8936170212766
2002-10-23,87.77,2.35,37.34893617021276
2002-10-24,85.03,2.35,36.182978723404254
2002-10-25,85.95,2.35,36.57446808510638
2002-10-28,83.11,2.35,35.36595744680851
2002-10-29,84.3,2.35,35.87234042553191
2002-10-30,84.02,2.35,35.7531914893617
2002-10-31,85.77,4.1,20.919512195121953
2002-11-01,87.9,4.1,21.439024390243905
2002-11-04,85.27,4.1,20.797560975609755
2002-11-05,86.43,4.1,21.080487804878054
2002-11-06,85.32,4.1,20.809756097560975
2002-11-07,83.8,4.1,20.439024390243905
2002-11-08,82.41,4.1,20.1
2002-11-11,81.53,4.1,19.885365853658538
2002-11-12,81.77,4.1,19.94390243902439
2002-11-13,84.08,4.1,20.507317073170732
2002-11-14,85.15,4.1,20.768292682926834
2002-11-15,85.0,4.1,20.731707317073173
2002-11-18,83.45,4.1,20.353658536585368
2002-11-19,83.38,4.1,20.336585365853658
2002-11-20,82.8,4.1,20.195121951219512
2002-11-21,84.44,4.1,20.595121951219515
2002-11-22,85.32,4.1,20.809756097560975
2002-11-25,83.08,4.1,20.263414634146343
2002-11-26,80.1,4.1,19.536585365853657
2002-11-27,83.47,4.1,20.358536585365854
2002-11-29,81.7,4.1,19.926829268292686
2002-12-02,80.06,4.1,19.526829268292687
2002-12-03,78.67,4.1,19.187804878048784
2002-12-04,79.53,4.1,19.397560975609757
2002-12-05,79.37,4.1,19.358536585365858
2002-12-06,79.96,4.1,19.502439024390245
2002-12-09,78.43,4.1,19.12926829268293
2002-12-10,80.32,4.1,19.590243902439024
2002-12-11,79.66,4.1,19.429268292682927
2002-12-12,73.56,4.1,17.94146341463415
2002-12-13,68.51,4.1,16.709756097560977
2002-12-16,70.77,4.1,17.2609756097561
2002-12-17,71.9,4.1,17.53658536585366
2002-12-18,71.65,4.1,17.475609756097565
2002-12-19,71.3,4.1,17.390243902439025
2002-12-20,70.56,1.06,66.56603773584905
2002-12-23,69.87,1.06,65.91509433962264
2002-12-24,69.87,1.06,65.91509433962264
2002-12-26,70.6,1.06,66.60377358490565
2002-12-27,70.15,1.06,66.17924528301887
2002-12-30,71.24,1.06,67.2075471698113
2002-12-31,70.65,1.06,66.65094339622642
2003-01-02,73.55,1.06,69.38679245283018
2003-01-03,72.98,1.06,68.84905660377359
2003-01-06,71.06,1.06,67.0377358490566
2003-01-07,69.68,1.06,65.73584905660378
2003-01-08,67.89,1.06,64.04716981132076
2003-01-09,68.96,1.06,65.0566037735849
2003-01-10,68.7,1.06,64.81132075471697
2003-01-13,66.45,1.06,62.68867924528302
2003-01-14,65.5,1.06,61.79245283018868
2003-01-15,64.35,1.06,60.70754716981131
2003-01-16,65.1,1.06,61.415094339622634
2003-01-17,66.15,1.06,62.405660377358494
2003-01-21,63.7,1.06,60.094339622641506
2003-01-22,61.1,1.06,57.64150943396226
2003-01-23,62.7,1.06,59.15094339622642
2003-01-24,60.83,1.06,57.386792452830186
2003-01-27,58.61,1.06,55.29245283018867
2003-01-28,60.75,1.06,57.31132075471698
2003-01-29,61.2,1.06,57.735849056603776
2003-01-30,64.36,1.06,60.71698113207547
2003-01-31,65.71,1.06,61.99056603773584
2003-02-03,66.09,1.06,62.34905660377358
2003-02-04,65.5,1.06,61.79245283018868
2003-02-05,65.59,1.06,61.87735849056604
2003-02-06,64.0,1.06,60.37735849056603
2003-02-07,64.15,1.06,60.5188679245283
2003-02-10,62.99,1.06,59.42452830188679
2003-02-11,64.3,1.06,60.66037735849056
2003-02-12,64.23,1.06,60.59433962264151
2003-02-13,63.8,1.06,60.18867924528301
2003-02-14,65.7,1.06,61.9811320754717
2003-02-18,66.66,1.06,62.886792452830186
2003-02-19,65.25,1.06,61.556603773584904
2003-02-20,66.25,1.06,62.5
2003-02-21,66.56,1.06,62.79245283018868
2003-02-24,64.5,1.06,60.84905660377358
2003-02-25,64.96,1.06,61.28301886792452
2003-02-26,64.86,1.06,61.18867924528301
2003-02-27,65.5,1.06,61.79245283018868
2003-02-28,65.8,1.06,62.075471698113205
2003-03-03,66.03,1.06,62.29245283018868
2003-03-04,63.0,1.06,59.43396226415094
2003-03-05,64.5,1.06,60.84905660377358
2003-03-06,64.06,1.06,60.43396226415094
2003-03-07,65.13,1.06,61.44339622641509
2003-03-10,64.25,1.06,60.61320754716981
2003-03-11,64.21,1.06,60.5754716981132
2003-03-12,64.5,1.06,60.84905660377358
2003-03-13,68.97,1.06,65.06603773584905
2003-03-14,69.97,1.06,66.00943396226414
2003-03-17,72.34,1.06,68.24528301886792
2003-03-18,71.2,1.06,67.16981132075472
2003-03-19,71.18,0.81,87.87654320987654
2003-03-20,71.14,0.81,87.82716049382715
2003-03-21,73.15,0.81,90.30864197530865
2003-03-24,70.37,0.81,86.87654320987654
2003-03-25,72.05,0.81,88.9506172839506
2003-03-26,72.0,0.81,88.88888888888889
2003-03-27,70.85,0.81,87.46913580246913
2003-03-28,69.82,0.81,86.19753086419752
2003-03-31,68.71,0.81,84.82716049382715
2003-04-01,69.5,0.81,85.80246913580247
2003-04-02,72.2,0.81,89.1358024691358
2003-04-03,75.41,0.81,93.09876543209876
2003-04-04,76.38,0.81,94.29629629629629
2003-04-07,76.61,0.81,94.58024691358024
2003-04-08,75.57,0.81,93.29629629629628
2003-04-09,74.04,0.81,91.4074074074074
2003-04-10,74.9,0.81,92.46913580246914
2003-04-11,75.24,0.81,92.88888888888887
2003-04-14,76.49,0.81,94.43209876543209
2003-04-15,77.79,0.81,96.03703703703704
2003-04-16,75.1,0.81,92.71604938271604
2003-04-17,76.99,0.81,95.04938271604937
2003-04-21,75.79,0.81,93.5679012345679
2003-04-22,78.5,0.81,96.91358024691357
2003-04-23,80.0,0.81,98.76543209876543
2003-04-24,79.31,0.81,97.91358024691358
2003-04-25,78.13,0.81,96.45679012345678
2003-04-28,79.32,0.81,97.92592592592591
2003-04-29,80.34,0.81,99.18518518518518
2003-04-30,80.81,0.81,99.76543209876543
2003-05-01,80.96,0.81,99.9506172839506
2003-05-02,82.47,0.81,101.81481481481481
2003-05-05,83.6,0.81,103.20987654320986
2003-05-06,85.63,0.81,105.71604938271604
2003-05-07,84.99,0.81,104.92592592592591
2003-05-08,85.1,0.81,105.06172839506172
2003-05-09,86.85,0.81,107.22222222222221
2003-05-12,87.41,0.81,107.91358024691357
2003-05-13,86.6,0.81,106.91358024691357
2003-05-14,84.98,0.81,104.91358024691358
2003-05-15,85.55,0.81,105.61728395061728
2003-05-16,84.0,0.81,103.7037037037037
2003-05-19,83.01,0.81,102.48148148148148
2003-05-20,83.15,0.81,102.65432098765432
2003-05-21,84.21,0.81,103.96296296296295
2003-05-22,85.6,0.81,105.679012345679
2003-05-23,84.92,0.81,104.8395061728395
2003-05-27,87.41,0.81,107.91358024691357
2003-05-28,83.74,0.81,103.38271604938271
2003-05-29,83.45,0.81,103.02469135802468
2003-05-30,83.68,0.81,103.30864197530865
2003-06-02,82.29,0.81,101.5925925925926
2003-06-03,81.87,0.81,101.07407407407408
2003-06-04,82.4,0.81,101.72839506172839
2003-06-05,83.63,0.81,103.2469135802469
2003-06-06,81.87,0.81,101.07407407407408
2003-06-09,80.14,0.81,98.93827160493827
2003-06-10,81.04,0.81,100.04938271604938
2003-06-11,81.05,3.19,25.407523510971785
2003-06-12,81.69,3.19,25.608150470219435
2003-06-13,79.08,3.19,24.78996865203762
2003-06-16,77.8,3.19,24.38871473354232
2003-06-17,79.15,3.19,24.81191222570533
2003-06-18,76.45,3.19,23.965517241379313
2003-06-19,76.83,3.19,24.0846394984326
2003-06-20,76.65,3.19,24.0282131661442
2003-06-23,76.96,3.19,24.12539184952978
2003-06-24,76.07,3.19,23.846394984326018
2003-06-25,75.59,3.19,23.695924764890282
2003-06-26,75.45,3.19,23.65203761755486
2003-06-27,77.03,3.19,24.147335423197493
2003-06-30,75.97,3.19,23.815047021943574
2003-07-01,75.39,3.19,23.633228840125394
2003-07-02,75.63,3.19,23.70846394984326
2003-07-03,75.98,3.19,23.81818181818182
2003-07-07,76.83,3.19,24.0846394984326
2003-07-08,79.28,3.19,24.852664576802507
2003-07-09,78.28,3.19,24.539184952978058
2003-07-10,76.26,3.19,23.905956112852667
2003-07-11,77.33,3.19,24.24137931034483
2003-07-14,78.86,3.19,24.721003134796238
2003-07-15,79.45,3.19,24.905956112852667
2003-07-16,78.37,3.19,24.56739811912226
2003-07-17,78.93,3.19,24.742946708463954
2003-07-18,79.42,3.19,24.896551724137932
2003-07-21,77.64,3.19,24.338557993730408
2003-07-22,77.75,3.19,24.3730407523511
2003-07-23,78.84,3.19,24.71473354231975
2003-07-24,78.77,3.19,24.692789968652036
2003-07-25,80.17,3.19,25.13166144200627
2003-07-28,82.97,3.19,26.009404388714735
2003-07-29,83.75,3.19,26.253918495297807
2003-07-30,83.58,3.19,26.20062695924765
2003-07-31,83.26,3.19,26.100313479623825
2003-08-01,82.65,3.19,25.90909090909091
2003-08-04,82.14,3.19,25.74921630094044
2003-08-05,80.03,3.19,25.087774294670847
2003-08-06,80.58,3.19,25.260188087774296
2003-08-07,80.63,3.19,25.275862068965516
2003-08-08,82.91,3.19,25.990595611285265
2003-08-11,82.88,3.19,25.981191222570533
2003-08-12,83.88,3.19,26.294670846394983
2003-08-13,85.7,3.19,26.865203761755488
2003-08-14,86.45,3.19,27.100313479623825
2003-08-15,86.83,3.19,27.219435736677116
2003-08-18,87.05,3.19,27.288401253918494
2003-08-19,87.65,3.19,27.47648902821317
2003-08-20,88.61,3.19,27.77742946708464
2003-08-21,90.55,3.19,28.385579937304076
2003-08-22,89.76,3.19,28.13793103448276
2003-08-25,90.5,3.19,28.369905956112852
2003-08-26,89.33,3.19,28.003134796238246
2003-08-27,90.07,3.19,28.235109717868337
2003-08-28,89.87,3.19,28.17241379310345
2003-08-29,91.8,3.19,28.777429467084637
2003-09-02,91.64,3.19,28.727272727272727
2003-09-03,89.8,3.19,28.150470219435736
2003-09-04,89.18,3.19,27.956112852664578
2003-09-05,88.74,3.19,27.818181818181817
2003-09-08,89.79,3.19,28.147335423197493
2003-09-09,86.03,3.19,26.968652037617556
2003-09-10,87.5,3.19,27.429467084639498
2003-09-11,87.33,3.19,27.37617554858934
2003-09-12,87.87,3.19,27.545454545454547
2003-09-15,87.29,3.19,27.363636363636367
2003-09-16,87.5,3.19,27.429467084639498
2003-09-17,87.6,3.19,27.460815047021942
2003-09-18,88.81,3.19,27.84012539184953
2003-09-19,89.69,3.19,28.115987460815045
2003-09-22,89.73,3.19,28.128526645768027
2003-09-23,94.09,3.19,29.495297805642636
2003-09-24,94.51,3.19,29.626959247648905
2003-09-25,92.06,3.19,28.858934169279
2003-09-26,91.1,3.19,28.55799373040752
2003-09-29,91.6,3.19,28.71473354231975
2003-09-30,89.53,3.19,28.065830721003135
2003-10-01,92.68,3.19,29.05329153605016
2003-10-02,92.63,3.19,29.037617554858933
2003-10-03,93.07,3.19,29.17554858934169
2003-10-06,93.55,3.19,29.32601880877743
2003-10-07,93.65,3.19,29.357366771159878
2003-10-08,92.49,3.19,28.99373040752351
2003-10-09,92.76,3.19,29.078369905956116
2003-10-10,92.65,3.19,29.043887147335425
2003-10-13,93.02,3.19,29.15987460815047
2003-10-14,94.42,3.19,29.598746081504704
2003-10-15,93.57,3.19,29.332288401253916
2003-10-16,93.94,3.19,29.448275862068964
2003-10-17,93.06,3.19,29.17241379310345
2003-10-20,93.88,3.19,29.429467084639498
2003-10-21,94.69,3.19,29.683385579937305
2003-10-22,94.23,3.19,29.539184952978058
2003-10-23,95.58,3.19,29.962382445141067
2003-10-24,95.45,3.19,29.921630094043888
2003-10-27,97.97,3.19,30.711598746081506
2003-10-28,100.34,3.19,31.454545454545457
2003-10-29,101.65,3.19,31.865203761755488
2003-10-30,103.53,5.45,18.996330275229358
2003-10-31,96.1,5.45,17.633027522935777
2003-11-03,96.6,5.45,17.724770642201833
2003-11-04,97.31,5.45,17.855045871559632
2003-11-05,96.63,5.45,17.730275229357797
2003-11-06,96.12,5.45,17.636697247706422
2003-11-07,93.3,5.45,17.11926605504587
2003-11-10,90.55,5.45,16.614678899082566
2003-11-11,92.9,5.45,17.045871559633028
2003-11-12,93.63,5.45,17.179816513761466
2003-11-13,93.14,5.45,17.089908256880733
2003-11-14,91.52,5.45,16.792660550458713
2003-11-17,90.88,5.45,16.675229357798163
2003-11-18,91.1,5.45,16.71559633027523
2003-11-19,90.9,5.45,16.678899082568808
2003-11-20,91.36,5.45,16.763302752293576
2003-11-21,92.95,5.45,17.05504587155963
2003-11-24,95.32,5.45,17.48990825688073
2003-11-25,96.0,5.45,17.61467889908257
2003-11-26,95.95,5.45,17.605504587155963
2003-11-28,95.66,5.45,17.55229357798165
2003-12-01,97.76,5.45,17.937614678899084
2003-12-02,96.15,5.45,17.642201834862387
2003-12-03,94.25,5.45,17.293577981651374
2003-12-04,93.0,5.45,17.06422018348624
2003-12-05,91.63,5.45,16.812844036697246
2003-12-08,92.33,5.45,16.941284403669723
2003-12-09,91.34,5.45,16.759633027522934
2003-12-10,80.25,5.45,14.724770642201834
2003-12-11,81.1,5.45,14.880733944954127
2003-12-12,82.16,5.45,15.075229357798165
2003-12-15,81.48,5.45,14.95045871559633
2003-12-16,80.88,5.45,14.840366972477064
2003-12-17,81.6,5.45,14.972477064220183
2003-12-18,82.33,5.45,15.106422018348622
2003-12-19,82.71,5.45,15.176146788990824
2003-12-22,82.84,5.45,15.2
2003-12-23,83.11,1.37,60.66423357664233
2003-12-24,83.62,1.37,61.03649635036496
2003-12-26,83.7,1.37,61.0948905109489
2003-12-29,84.5,1.37,61.678832116788314
2003-12-30,84.71,1.37,61.83211678832116
2003-12-31,85.21,1.37,62.19708029197079
2004-01-02,84.18,1.37,61.44525547445255
2004-01-05,83.2,1.37,60.72992700729927
2004-01-06,84.93,1.37,61.99270072992701
2004-01-07,84.6,1.37,61.75182481751824
2004-01-08,84.41,1.37,61.61313868613138
2004-01-09,83.86,1.37,61.21167883211678
2004-01-12,83.9,1.37,61.24087591240876
2004-01-13,85.62,1.37,62.496350364963504
2004-01-14,85.0,1.37,62.043795620437955
2004-01-15,85.55,1.37,62.445255474452544
2004-01-16,84.67,1.37,61.802919708029194
2004-01-20,84.23,1.37,61.481751824817515
2004-01-21,86.05,1.37,62.810218978102185
2004-01-22,86.48,1.37,63.12408759124087
2004-01-23,85.74,1.37,62.58394160583941
2004-01-26,85.51,1.37,62.41605839416058
2004-01-27,85.9,1.37,62.7007299270073
2004-01-28,84.0,1.37,61.31386861313868
2004-01-29,84.73,1.37,61.84671532846715
2004-01-30,84.32,1.37,61.54744525547444
2004-02-02,84.6,1.37,61.75182481751824
2004-02-03,85.31,1.37,62.270072992700726
2004-02-04,86.25,1.37,62.95620437956204
2004-02-05,86.69,1.37,63.27737226277372
2004-02-06,88.62,1.37,64.6861313868613
2004-02-09,89.8,1.37,65.54744525547444
2004-02-10,89.66,1.37,65.44525547445255
2004-02-11,91.25,1.37,66.60583941605839
2004-02-12,90.39,1.37,65.97810218978101
2004-02-13,88.84,1.37,64.84671532846716
2004-02-17,89.15,1.37,65.07299270072993
2004-02-18,89.35,1.37,65.21897810218977
2004-02-19,88.96,1.37,64.93430656934305
2004-02-20,90.3,1.37,65.91240875912408
2004-02-23,90.33,1.37,65.93430656934306
2004-02-24,88.79,1.37,64.81021897810218
2004-02-25,90.18,1.37,65.82481751824818
2004-02-26,90.55,1.37,66.0948905109489
2004-02-27,89.7,1.37,65.47445255474452
2004-03-01,89.68,1.37,65.45985401459853
2004-03-02,88.4,1.37,64.52554744525547
2004-03-03,83.64,1.37,61.051094890510946
2004-03-04,83.68,1.37,61.08029197080292
2004-03-05,85.01,1.37,62.051094890510946
2004-03-08,85.32,1.37,62.27737226277371
2004-03-09,85.7,1.37,62.55474452554744
2004-03-10,84.46,1.37,61.64963503649634
2004-03-11,82.75,1.37,60.4014598540146
2004-03-12,83.02,1.37,60.598540145985396
2004-03-15,82.5,1.06,77.83018867924528
2004-03-16,83.57,1.06,78.83962264150942
2004-03-17,83.7,1.06,78.9622641509434
2004-03-18,84.45,1.06,79.66981132075472
2004-03-19,83.68,1.06,78.9433962264151
2004-03-22,84.56,1.06,79.77358490566037
2004-03-23,84.93,1.06,80.12264150943396
2004-03-24,84.39,1.06,79.61320754716981
2004-03-25,85.7,1.06,80.84905660377359
2004-03-26,85.52,1.06,80.67924528301886
2004-03-29,85.45,1.06,80.61320754716981
2004-03-30,85.87,1.06,81.00943396226415
2004-03-31,85.97,1.06,81.10377358490565
2004-04-01,86.71,1.06,81.80188679245282
2004-04-02,85.6,1.06,80.75471698113206
2004-04-05,86.26,1.06,81.37735849056604
2004-04-06,85.6,1.06,80.75471698113206
2004-04-07,84.9,1.06,80.09433962264151
2004-04-08,84.25,1.06,79.48113207547169
2004-04-12,83.41,1.06,78.68867924528301
2004-04-13,81.7,1.06,77.0754716981132
2004-04-14,81.49,1.06,76.87735849056602
2004-04-15,83.02,1.06,78.32075471698113
2004-04-16,83.26,1.06,78.54716981132076
2004-04-19,82.63,1.06,77.95283018867924
2004-04-20,86.09,1.06,81.21698113207547
2004-04-21,84.67,1.06,79.87735849056604
2004-04-22,87.1,1.06,82.1698113207547
2004-04-23,85.95,1.06,81.08490566037736
2004-04-26,85.85,1.06,80.99056603773585
2004-04-27,86.75,1.06,81.83962264150944
2004-04-28,88.01,1.06,83.02830188679245
2004-04-29,87.66,1.06,82.69811320754717
2004-04-30,87.57,1.06,82.61320754716981
2004-05-03,88.33,1.06,83.33018867924528
2004-05-04,86.05,1.06,81.17924528301886
2004-05-05,86.47,1.06,81.5754716981132
2004-05-06,85.04,1.06,80.22641509433963
2004-05-07,83.5,1.06,78.77358490566037
2004-05-10,83.51,1.06,78.78301886792453
2004-05-11,84.25,1.06,79.48113207547169
2004-05-12,84.79,1.06,79.99056603773585
2004-05-13,84.3,1.06,79.52830188679245
2004-05-14,84.25,1.06,79.48113207547169
2004-05-17,83.06,1.06,78.35849056603773
2004-05-18,84.05,1.06,79.29245283018868
2004-05-19,83.7,1.06,78.9622641509434
2004-05-20,82.72,1.06,78.0377358490566
2004-05-21,82.64,1.06,77.9622641509434
2004-05-24,84.3,1.06,79.52830188679245
2004-05-25,83.38,1.06,78.66037735849056
2004-05-26,83.79,1.06,79.04716981132076
2004-05-27,84.69,1.06,79.89622641509433
2004-05-28,86.75,1.06,81.83962264150944
2004-06-01,87.44,1.06,82.49056603773585
2004-06-02,87.03,1.06,82.10377358490565
2004-06-03,87.82,1.06,82.84905660377358
2004-06-04,87.53,1.06,82.5754716981132
2004-06-07,88.65,4.13,21.46489104116223
2004-06-08,88.95,4.13,21.537530266343826
2004-06-09,89.2,4.13,21.598062953995157
2004-06-10,89.18,4.13,21.593220338983052
2004-06-14,89.38,4.13,21.641646489104115
2004-06-15,88.76,4.13,21.491525423728817
2004-06-16,88.71,4.13,21.479418886198545
2004-06-17,87.85,4.13,21.271186440677965
2004-06-18,88.76,4.13,21.491525423728817
2004-06-21,88.53,4.13,21.43583535108959
2004-06-22,88.49,4.13,21.426150121065376
2004-06-23,88.8,4.13,21.501210653753027
2004-06-24,89.32,4.13,21.627118644067796
2004-06-25,89.8,4.13,21.743341404358354
2004-06-28,89.6,4.13,21.694915254237287
2004-06-29,88.22,4.13,21.360774818401936
2004-06-30,80.1,4.13,19.394673123486683
2004-07-01,80.0,4.13,19.37046004842615
2004-07-02,78.8,4.13,19.079903147699756
2004-07-06,79.09,4.13,19.150121065375306
2004-07-07,78.93,4.13,19.111380145278453
2004-07-08,77.81,4.13,18.840193704600484
2004-07-09,78.28,4.13,18.953995157384988
2004-07-12,78.09,4.13,18.90799031476998
2004-07-13,77.68,4.13,18.808716707021794
2004-07-14,77.5,4.13,18.765133171912833
2004-07-15,76.72,4.13,18.576271186440678
2004-07-16,75.35,4.13,18.244552058111378
2004-07-19,75.08,4.13,18.17917675544794
2004-07-20,77.05,4.13,18.656174334140434
2004-07-21,76.55,4.13,18.53510895883777
2004-07-22,75.87,4.13,18.370460048426153
2004-07-23,76.37,4.13,18.491525423728817
2004-07-26,75.96,4.13,18.39225181598063
2004-07-27,77.25,4.13,18.7046004842615
2004-07-28,76.22,4.13,18.455205811138015
2004-07-29,76.71,4.13,18.573849878934624
2004-07-30,77.2,4.13,18.692493946731236
2004-08-02,77.55,4.13,18.777239709443098
2004-08-03,75.26,4.13,18.222760290556902
2004-08-04,74.6,4.13,18.062953995157383
2004-08-05,72.25,4.13,17.493946731234868
2004-08-06,73.81,4.13,17.871670702179177
2004-08-09,74.17,4.13,17.958837772397096
2004-08-10,75.39,4.13,18.254237288135595
2004-08-11,75.76,4.13,18.343825665859566
2004-08-12,73.6,4.13,17.820823244552056
2004-08-13,74.15,4.13,17.95399515738499
2004-08-16,77.1,4.13,18.668280871670703
2004-08-17,77.85,4.13,18.849878934624698
2004-08-18,77.0,4.13,18.64406779661017
2004-08-19,77.06,4.13,18.65859564164649
2004-08-20,77.73,4.13,18.82082324455206
2004-08-23,76.08,4.13,18.421307506053267
2004-08-24,75.45,4.13,18.268765133171915
2004-08-25,75.29,4.13,18.230024213075062
2004-08-26,75.94,4.13,18.387409200968523
2004-08-27,75.36,4.13,18.246973365617432
2004-08-30,74.73,4.13,18.09443099273608
2004-08-31,74.06,4.13,17.93220338983051
2004-09-01,73.76,4.13,17.859564164648912
2004-09-02,75.4,4.13,18.25665859564165
2004-09-03,75.69,4.13,18.326876513317192
2004-09-07,75.51,4.13,18.283292978208234
2004-09-08,76.6,4.13,18.54721549636804
2004-09-09,74.94,4.13,18.145278450363197
2004-09-10,75.48,4.13,18.276029055690074
2004-09-13,76.4,4.13,18.498789346246976
2004-09-14,77.03,4.13,18.65133171912833
2004-09-15,75.93,4.13,18.384987893462473
2004-09-16,76.15,4.13,18.438256658595645
2004-09-17,76.05,4.13,18.414043583535108
2004-09-20,75.51,4.13,18.283292978208234
2004-09-21,75.6,4.13,18.30508474576271
2004-09-22,74.76,4.13,18.10169491525424
2004-09-23,74.73,4.13,18.09443099273608
2004-09-24,75.73,4.13,18.336561743341406
2004-09-27,75.64,4.13,18.314769975786927
2004-09-28,75.9,4.13,18.377723970944313
2004-09-29,75.81,4.13,18.35593220338983
2004-09-30,77.25,4.13,18.7046004842615
2004-10-01,77.05,4.13,18.656174334140434
2004-10-04,77.04,4.13,18.653753026634384
2004-10-05,77.25,4.13,18.7046004842615
2004-10-06,77.25,4.13,18.7046004842615
2004-10-07,76.8,4.13,18.595641646489103
2004-10-08,77.1,4.13,18.668280871670703
2004-10-11,77.0,4.13,18.64406779661017
2004-10-12,77.41,4.13,18.743341404358354
2004-10-13,76.64,4.13,18.556900726392254
2004-10-14,76.35,4.13,18.486682808716708
2004-10-15,78.27,4.13,18.951573849878933
2004-10-18,79.5,4.13,19.249394673123486
2004-10-19,78.91,4.13,19.106537530266344
2004-10-20,80.59,4.13,19.513317191283296
2004-10-21,80.61,4.13,19.5181598062954
2004-10-22,80.0,4.13,19.37046004842615
2004-10-25,80.1,4.13,19.394673123486683
2004-10-26,81.51,4.13,19.736077481840194
2004-10-27,82.09,4.13,19.876513317191286
2004-10-28,81.69,4.13,19.779661016949152
2004-10-29,81.81,4.13,19.808716707021794
2004-11-01,81.86,4.13,19.82082324455206
2004-11-02,81.8,4.13,19.80629539951574
2004-11-03,83.42,4.13,20.19854721549637
2004-11-04,84.72,4.13,20.513317191283292
2004-11-05,85.83,4.13,20.782082324455207
2004-11-08,85.34,4.13,20.663438256658598
2004-11-09,84.28,4.13,20.40677966101695
2004-11-10,84.68,4.13,20.50363196125908
2004-11-11,84.72,4.13,20.513317191283292
2004-11-12,85.13,4.13,20.612590799031477
2004-11-15,86.46,4.13,20.93462469733656
2004-11-16,85.72,4.13,20.75544794188862
2004-11-17,87.21,4.13,21.116222760290555
2004-11-18,87.1,4.13,21.08958837772397
2004-11-19,86.3,4.13,20.89588377723971
2004-11-22,86.6,4.13,20.968523002421307
2004-11-23,86.54,4.13,20.95399515738499
2004-11-24,86.45,4.13,20.93220338983051
2004-11-26,86.9,4.13,21.041162227602907
2004-11-29,85.75,4.13,20.76271186440678
2004-11-30,85.6,4.13,20.72639225181598
2004-12-01,87.05,4.13,21.077481840193705
2004-12-02,87.97,4.13,21.300242130750604
2004-12-03,86.14,4.13,20.857142857142858
2004-12-06,85.03,4.13,20.588377723970947
2004-12-07,84.67,4.13,20.501210653753027
2004-12-08,84.87,4.13,20.549636803874094
2004-12-09,88.1,4.13,21.331719128329297
2004-12-10,88.74,4.13,21.486682808716708
2004-12-13,87.28,4.13,21.133171912832932
2004-12-14,88.5,4.13,21.42857142857143
2004-12-15,88.37,4.13,21.397094430992738
2004-12-16,88.68,4.13,21.47215496368039
2004-12-17,89.25,4.13,21.610169491525426
2004-12-20,88.81,0.079711,1114.1498663923423
2004-12-21,89.6,0.079711,1124.060669167367
2004-12-22,91.09,0.079711,1142.753195920262
2004-12-23,90.13,0.079711,1130.7096887506116
2004-12-27,89.28,0.079711,1120.0461667774837
2004-12-28,89.82,0.079711,1126.8206395604118
2004-12-29,90.4,0.079711,1134.0969251420759
2004-12-30,90.69,0.079711,1137.7350679329074
2004-12-31,91.31,0.079711,1145.5131663133068
2005-01-03,90.75,0.079711,1138.4877871310107
2005-01-04,89.7,0.079711,1125.3152011642057
2005-01-05,90.29,0.079711,1132.7169399455533
2005-01-06,89.55,0.079711,1123.4334031689477
2005-01-07,89.73,0.079711,1125.6915607632573
2005-01-10,90.74,0.079711,1138.3623339313267
2005-01-11,90.41,0.079711,1134.2223783417594
2005-01-12,90.41,0.079711,1134.2223783417594
2005-01-13,90.41,0.079711,1134.2223783417594
2005-01-14,90.69,0.079711,1137.7350679329074
2005-01-18,91.25,0.079711,1144.7604471152035
2005-01-19,91.17,0.079711,1143.7568215177328
2005-01-20,90.27,0.079711,1132.4660335461856
2005-01-21,90.03,0.079711,1129.455156753773
2005-01-24,89.05,0.079711,1117.160743184755
2005-01-25,89.62,0.079711,1124.3115755667347
2005-01-26,89.93,0.079711,1128.2006247569345
2005-01-27,89.7,0.079711,1125.3152011642057
2005-01-28,88.55,0.079711,1110.888083200562
2005-01-31,89.25,0.079711,1119.669807178432
2005-02-01,89.75,0.079711,1125.942467162625
2005-02-02,91.6,0.079711,1149.1513091041386
2005-02-03,93.35,0.079711,1171.1056190488137
2005-02-04,95.95,0.079711,1203.7234509666168
2005-02-07,95.28,0.079711,1195.3180865877985
2005-02-08,95.02,0.079711,1192.056303396018
2005-02-09,93.88,0.079711,1177.7546386320582
2005-02-10,94.5,0.079711,1185.5327370124573
2005-02-11,94.93,0.079711,1190.9272245988634
2005-02-14,95.0,0.079711,1191.8053969966504
2005-02-15,95.14,0.079711,1193.5617417922244
2005-02-16,95.08,0.079711,1192.8090225941212
2005-02-17,95.94,0.079711,1203.5979977669328
2005-02-18,94.99,0.079711,1191.6799437969664
2005-02-22,93.06,0.079711,1167.4674762579818
2005-02-23,94.46,0.079711,1185.0309242137218
2005-02-24,95.76,0.079711,1201.3398401726236
2005-02-25,96.89,0.079711,1215.5160517368995
2005-02-28,96.9,0.079711,1215.6415049365835
2005-03-01,97.33,0.079711,1221.0359925229893
