date,PG,PG_EPS,PE Ratio
2009-10-21,57.49,3.76,15.289893617021278
2009-10-22,58.13,3.76,15.460106382978726
2009-10-23,57.64,3.76,15.329787234042554
2009-10-26,56.9,3.76,15.132978723404255
2009-10-27,57.18,3.76,15.207446808510639
2009-10-28,57.23,3.76,15.220744680851064
2009-10-29,59.54,1.02,58.37254901960784
2009-10-30,58.0,1.02,56.86274509803921
2009-11-02,58.95,1.02,57.794117647058826
2009-11-03,58.58,1.02,57.431372549019606
2009-11-04,59.03,1.02,57.872549019607845
2009-11-05,60.47,1.02,59.28431372549019
2009-11-06,61.04,1.02,59.84313725490196
2009-11-09,61.85,1.02,60.63725490196079
2009-11-10,61.86,1.02,60.64705882352941
2009-11-11,62.23,1.02,61.009803921568626
2009-11-12,61.3,1.02,60.09803921568627
2009-11-13,61.61,1.02,60.40196078431372
2009-11-16,62.27,1.02,61.04901960784314
2009-11-17,62.31,1.02,61.088235294117645
2009-11-18,62.41,1.02,61.186274509803916
2009-11-19,62.15,1.02,60.931372549019606
2009-11-20,61.8,1.02,60.588235294117645
2009-11-23,62.73,1.02,61.49999999999999
2009-11-24,62.8,1.02,61.56862745098039
2009-11-25,62.87,1.02,61.63725490196078
2009-11-27,62.48,1.02,61.25490196078431
2009-11-30,62.35,1.02,61.127450980392155
2009-12-01,62.91,1.02,61.67647058823529
2009-12-02,63.19,1.02,61.95098039215686
2009-12-03,62.56,1.02,61.333333333333336
2009-12-04,62.6,1.02,61.372549019607845
2009-12-07,62.47,1.02,61.245098039215684
2009-12-08,61.87,1.02,60.65686274509804
2009-12-09,62.24,1.02,61.01960784313726
2009-12-10,62.24,1.02,61.01960784313726
2009-12-11,62.34,1.02,61.11764705882353
2009-12-14,63.01,1.02,61.77450980392157
2009-12-15,62.12,1.02,60.90196078431372
2009-12-16,62.16,1.02,60.94117647058823
2009-12-17,61.59,1.02,60.38235294117647
2009-12-18,61.55,1.02,60.343137254901954
2009-12-21,61.3,1.02,60.09803921568627
2009-12-22,61.3,1.02,60.09803921568627
2009-12-23,61.31,1.02,60.1078431372549
2009-12-24,61.28,1.02,60.07843137254902
2009-12-28,61.25,1.02,60.049019607843135
2009-12-29,61.58,1.02,60.37254901960784
2009-12-30,61.37,1.02,60.166666666666664
2009-12-31,60.63,1.02,59.44117647058824
2010-01-04,61.12,1.02,59.921568627450974
2010-01-05,61.14,1.02,59.94117647058823
2010-01-06,60.85,1.02,59.65686274509804
2010-01-07,60.52,1.02,59.333333333333336
2010-01-08,60.44,1.02,59.25490196078431
2010-01-11,60.2,1.02,59.01960784313726
2010-01-12,60.89,1.02,59.69607843137255
2010-01-13,61.52,1.02,60.31372549019608
2010-01-14,61.58,1.02,60.37254901960784
2010-01-15,60.82,1.02,59.627450980392155
2010-01-19,61.72,1.02,60.509803921568626
2010-01-20,60.45,1.02,59.26470588235294
2010-01-21,59.84,1.02,58.66666666666667
2010-01-22,60.31,1.02,59.127450980392155
2010-01-25,60.63,1.02,59.44117647058824
2010-01-26,60.69,1.02,59.5
2010-01-27,60.81,1.02,59.61764705882353
2010-01-28,61.68,2.08,29.653846153846153
2010-01-29,61.55,2.08,29.59134615384615
2010-02-01,61.99,2.08,29.802884615384617
2010-02-02,62.9,2.08,30.240384615384613
2010-02-03,62.65,2.08,30.120192307692307
2010-02-04,61.4,2.08,29.519230769230766
2010-02-05,61.3,2.08,29.471153846153843
2010-02-08,61.01,2.08,29.331730769230766
2010-02-09,61.76,2.08,29.69230769230769
2010-02-10,61.67,2.08,29.64903846153846
2010-02-11,61.96,2.08,29.788461538461537
2010-02-12,61.76,2.08,29.69230769230769
2010-02-16,62.83,2.08,30.206730769230766
2010-02-17,62.85,2.08,30.216346153846153
2010-02-18,63.39,2.08,30.475961538461537
2010-02-19,63.45,2.08,30.504807692307693
2010-02-22,63.42,2.08,30.490384615384617
2010-02-23,63.21,2.08,30.389423076923077
2010-02-24,63.89,2.08,30.716346153846153
2010-02-25,63.7,2.08,30.625
2010-02-26,63.28,2.08,30.423076923076923
2010-03-01,63.51,2.08,30.533653846153843
2010-03-02,63.71,2.08,30.629807692307693
2010-03-03,63.55,2.08,30.552884615384613
2010-03-04,63.67,2.08,30.610576923076923
2010-03-05,63.69,2.08,30.620192307692307
2010-03-08,63.19,2.08,30.37980769230769
2010-03-09,63.3,2.08,30.432692307692307
2010-03-10,63.01,2.08,30.29326923076923
2010-03-11,63.17,2.08,30.370192307692307
2010-03-12,63.32,2.08,30.44230769230769
2010-03-15,63.7,2.08,30.625
2010-03-16,63.53,2.08,30.54326923076923
2010-03-17,64.01,2.08,30.774038461538463
2010-03-18,63.73,2.08,30.639423076923073
2010-03-19,63.84,2.08,30.692307692307693
2010-03-22,63.88,2.08,30.711538461538463
2010-03-23,64.53,2.08,31.02403846153846
2010-03-24,63.61,2.08,30.581730769230766
2010-03-25,63.62,2.08,30.58653846153846
2010-03-26,63.69,2.08,30.620192307692307
2010-03-29,63.73,2.08,30.639423076923073
2010-03-30,63.66,2.08,30.605769230769226
2010-03-31,63.27,2.08,30.41826923076923
2010-04-01,63.36,2.08,30.46153846153846
2010-04-05,63.76,2.08,30.653846153846153
2010-04-06,63.11,2.08,30.341346153846153
2010-04-07,62.5,2.08,30.048076923076923
2010-04-08,62.56,2.08,30.076923076923077
2010-04-09,62.73,2.08,30.158653846153843
2010-04-12,62.7,2.08,30.14423076923077
2010-04-13,63.0,2.08,30.288461538461537
2010-04-14,63.19,2.08,30.37980769230769
2010-04-15,63.0,2.08,30.288461538461537
2010-04-16,62.85,2.08,30.216346153846153
2010-04-19,63.22,2.08,30.394230769230766
2010-04-20,63.19,2.08,30.37980769230769
2010-04-21,63.63,2.08,30.591346153846153
2010-04-22,63.59,2.08,30.572115384615387
2010-04-23,63.54,2.08,30.548076923076923
2010-04-26,63.94,2.08,30.740384615384613
2010-04-27,63.11,2.08,30.341346153846153
2010-04-28,63.17,2.08,30.370192307692307
2010-04-29,62.2,2.08,29.903846153846153
2010-04-30,62.16,2.69,23.107806691449813
2010-05-03,62.68,2.69,23.30111524163569
2010-05-04,61.71,2.69,22.940520446096656
2010-05-05,62.16,2.69,23.107806691449813
2010-05-06,60.75,2.69,22.58364312267658
2010-05-07,60.31,2.69,22.42007434944238
2010-05-10,62.42,2.69,23.20446096654275
2010-05-11,62.37,2.69,23.185873605947954
2010-05-12,63.02,2.69,23.4275092936803
2010-05-13,62.75,2.69,23.327137546468403
2010-05-14,62.54,2.69,23.24907063197026
2010-05-17,63.38,2.69,23.561338289962826
2010-05-18,63.21,2.69,23.49814126394052
2010-05-19,63.22,2.69,23.50185873605948
2010-05-20,61.61,2.69,22.903345724907062
2010-05-21,61.85,2.69,22.992565055762082
2010-05-24,61.4,2.69,22.82527881040892
2010-05-25,61.05,2.69,22.695167286245354
2010-05-26,60.44,2.69,22.468401486988846
2010-05-27,60.95,2.69,22.657992565055764
2010-05-28,61.09,2.69,22.71003717472119
2010-06-01,61.16,2.69,22.7360594795539
2010-06-02,61.74,2.69,22.95167286245353
2010-06-03,61.8,2.69,22.973977695167285
2010-06-04,60.8,2.69,22.602230483271374
2010-06-07,60.62,2.69,22.53531598513011
2010-06-08,62.14,2.69,23.100371747211895
2010-06-09,61.47,2.69,22.851301115241636
2010-06-10,61.91,2.69,23.014869888475836
2010-06-11,61.01,2.69,22.680297397769518
2010-06-14,61.25,2.69,22.769516728624534
2010-06-15,61.91,2.69,23.014869888475836
2010-06-16,61.19,2.69,22.74721189591078
2010-06-17,61.76,2.69,22.95910780669145
2010-06-18,61.3,2.69,22.78810408921933
2010-06-21,61.1,2.69,22.71375464684015
2010-06-22,60.72,2.69,22.5724907063197
2010-06-23,61.38,2.69,22.817843866171007
2010-06-24,60.87,2.69,22.62825278810409
2010-06-25,59.79,2.69,22.226765799256505
2010-06-28,60.62,2.69,22.53531598513011
2010-06-29,60.32,2.69,22.423791821561338
2010-06-30,59.98,2.69,22.297397769516728
2010-07-01,59.54,2.69,22.133828996282528
2010-07-02,59.38,2.69,22.074349442379184
2010-07-06,59.34,2.69,22.059479553903348
2010-07-07,60.82,2.69,22.609665427509295
2010-07-08,61.95,2.69,23.029739776951676
2010-07-09,61.75,2.69,22.955390334572492
2010-07-12,62.09,2.69,23.0817843866171
2010-07-13,62.39,2.69,23.193308550185876
2010-07-14,62.66,2.69,23.293680297397767
2010-07-15,62.73,2.69,23.319702602230482
2010-07-16,61.99,2.69,23.04460966542751
2010-07-19,61.86,2.69,22.996282527881043
2010-07-20,62.07,2.69,23.074349442379184
2010-07-21,61.11,2.69,22.71747211895911
2010-07-22,61.37,2.69,22.814126394052042
2010-07-23,61.91,2.69,23.014869888475836
2010-07-26,62.52,2.69,23.241635687732344
2010-07-27,63.08,2.69,23.449814126394052
2010-07-28,62.7,2.69,23.308550185873607
2010-07-29,61.67,2.69,22.92565055762082
2010-07-30,61.16,2.69,22.7360594795539
2010-08-02,62.06,2.69,23.070631970260223
2010-08-03,59.94,2.69,22.28252788104089
2010-08-04,59.55,2.69,22.137546468401485
2010-08-05,59.86,2.69,22.25278810408922
2010-08-06,60.02,2.69,22.312267657992567
2010-08-09,60.38,2.69,22.446096654275095
2010-08-10,60.78,2.69,22.59479553903346
2010-08-11,60.27,2.69,22.405204460966544
2010-08-12,59.99,2.69,22.30111524163569
2010-08-13,59.82,0.75,79.76
2010-08-16,59.77,0.75,79.69333333333334
2010-08-17,60.29,0.75,80.38666666666667
2010-08-18,60.75,0.75,81.0
2010-08-19,60.19,0.75,80.25333333333333
2010-08-20,59.98,0.75,79.97333333333333
2010-08-23,60.03,0.75,80.04
2010-08-24,59.66,0.75,79.54666666666667
2010-08-25,59.67,0.75,79.56
2010-08-26,59.54,0.75,79.38666666666667
2010-08-27,59.8,0.75,79.73333333333333
2010-08-30,59.37,0.75,79.16
2010-08-31,59.67,0.75,79.56
2010-09-01,59.8,0.75,79.73333333333333
2010-09-02,60.07,0.75,80.09333333333333
2010-09-03,60.29,0.75,80.38666666666667
2010-09-07,60.14,0.75,80.18666666666667
2010-09-08,60.37,0.75,80.49333333333333
2010-09-09,60.29,0.75,80.38666666666667
2010-09-10,60.4,0.75,80.53333333333333
2010-09-13,60.48,0.75,80.64
2010-09-14,60.64,0.75,80.85333333333334
2010-09-15,61.11,0.75,81.48
2010-09-16,61.11,0.75,81.48
2010-09-17,60.97,0.75,81.29333333333334
2010-09-20,61.43,0.75,81.90666666666667
2010-09-21,61.52,0.75,82.02666666666667
2010-09-22,61.79,0.75,82.38666666666667
2010-09-23,61.22,0.75,81.62666666666667
2010-09-24,61.64,0.75,82.18666666666667
2010-09-27,61.04,0.75,81.38666666666667
2010-09-28,60.62,0.75,80.82666666666667
2010-09-29,60.25,0.75,80.33333333333333
2010-09-30,59.97,0.75,79.96
2010-10-01,60.16,0.75,80.21333333333332
2010-10-04,59.96,0.75,79.94666666666667
2010-10-05,60.82,0.75,81.09333333333333
2010-10-06,60.87,0.75,81.16
2010-10-07,60.8,0.75,81.06666666666666
2010-10-08,61.86,0.75,82.48
2010-10-11,62.14,0.75,82.85333333333334
2010-10-12,62.02,0.75,82.69333333333334
2010-10-13,62.63,0.75,83.50666666666667
2010-10-14,62.8,0.75,83.73333333333333
2010-10-15,62.76,0.75,83.67999999999999
2010-10-18,63.35,0.75,84.46666666666667
2010-10-19,63.18,0.75,84.24
2010-10-20,63.37,0.75,84.49333333333333
2010-10-21,63.51,0.75,84.67999999999999
2010-10-22,63.4,0.75,84.53333333333333
2010-10-25,63.54,0.75,84.72
2010-10-26,62.86,0.75,83.81333333333333
2010-10-27,63.08,0.75,84.10666666666667
2010-10-28,63.19,1.07,59.05607476635513
2010-10-29,63.57,1.07,59.41121495327103
2010-11-01,63.62,1.07,59.457943925233636
2010-11-02,64.02,1.07,59.83177570093457
2010-11-03,64.31,1.07,60.10280373831775
2010-11-04,65.0,1.07,60.747663551401864
2010-11-05,65.0,1.07,60.747663551401864
2010-11-08,64.75,1.07,60.51401869158878
2010-11-09,64.81,1.07,60.570093457943926
2010-11-10,64.57,1.07,60.34579439252335
2010-11-11,64.36,1.07,60.14953271028037
2010-11-12,64.33,1.07,60.1214953271028
2010-11-15,64.29,1.07,60.084112149532714
2010-11-16,63.45,1.07,59.299065420560744
2010-11-17,63.27,1.07,59.13084112149533
2010-11-18,64.02,1.07,59.83177570093457
2010-11-19,64.05,1.07,59.85981308411214
2010-11-22,63.56,1.07,59.401869158878505
2010-11-23,62.61,1.07,58.51401869158878
2010-11-24,62.6,1.07,58.50467289719626
2010-11-26,62.13,1.07,58.06542056074766
2010-11-29,62.13,1.07,58.06542056074766
2010-11-30,61.07,1.07,57.074766355140184
2010-12-01,62.15,1.07,58.08411214953271
2010-12-02,62.36,1.07,58.2803738317757
2010-12-03,62.33,1.07,58.25233644859813
2010-12-06,62.06,1.07,58.0
2010-12-07,62.15,1.07,58.08411214953271
2010-12-08,62.63,1.07,58.532710280373834
2010-12-09,62.87,1.07,58.75700934579439
2010-12-10,63.2,1.07,59.06542056074766
2010-12-13,63.19,1.07,59.05607476635513
2010-12-14,63.55,1.07,59.392523364485974
2010-12-15,63.64,1.07,59.47663551401869
2010-12-16,64.5,1.07,60.2803738317757
2010-12-17,64.81,1.07,60.570093457943926
2010-12-20,64.97,1.07,60.719626168224295
2010-12-21,64.87,1.07,60.626168224299064
2010-12-22,64.95,1.07,60.70093457943925
2010-12-23,65.24,1.07,60.971962616822424
2010-12-27,64.67,1.07,60.4392523364486
2010-12-28,64.76,1.07,60.52336448598131
2010-12-29,64.4,1.07,60.18691588785047
2010-12-30,64.28,1.07,60.074766355140184
2010-12-31,64.33,1.07,60.1214953271028
2011-01-03,64.77,1.07,60.53271028037383
2011-01-04,64.95,1.07,60.70093457943925
2011-01-05,64.8,1.07,60.560747663551396
2011-01-06,64.69,1.07,60.457943925233636
2011-01-07,64.5,1.07,60.2803738317757
2011-01-10,64.36,1.07,60.14953271028037
2011-01-11,64.04,1.07,59.85046728971963
2011-01-12,64.97,1.07,60.719626168224295
2011-01-13,65.48,1.07,61.19626168224299
2011-01-14,65.53,1.07,61.242990654205606
2011-01-18,65.5,1.07,61.21495327102804
2011-01-19,65.35,1.07,61.07476635514018
2011-01-20,65.8,1.07,61.495327102803735
2011-01-21,65.91,1.07,61.59813084112149
2011-01-24,66.58,1.07,62.22429906542055
2011-01-25,66.7,1.07,62.33644859813084
2011-01-26,66.11,1.07,61.785046728971956
2011-01-27,64.18,1.07,59.981308411214954
2011-01-28,64.2,1.17,54.871794871794876
2011-01-31,63.13,1.17,53.95726495726496
2011-02-01,62.92,1.17,53.777777777777786
2011-02-02,62.79,1.17,53.66666666666667
2011-02-03,62.9,1.17,53.76068376068376
2011-02-04,63.61,1.17,54.36752136752137
2011-02-07,64.55,1.17,55.17094017094017
2011-02-08,64.64,1.17,55.24786324786325
2011-02-09,64.39,1.17,55.03418803418804
2011-02-10,64.58,1.17,55.1965811965812
2011-02-11,64.73,1.17,55.32478632478633
2011-02-14,64.54,1.17,55.16239316239317
2011-02-15,63.92,1.17,54.63247863247864
2011-02-16,63.76,1.17,54.495726495726494
2011-02-17,64.0,1.17,54.700854700854705
2011-02-18,64.3,1.17,54.95726495726496
2011-02-22,64.07,1.17,54.76068376068376
2011-02-23,64.15,1.17,54.82905982905984
2011-02-24,63.05,1.17,53.88888888888889
2011-02-25,62.84,1.17,53.70940170940172
2011-02-28,63.05,1.17,53.88888888888889
2011-03-01,62.74,1.17,53.62393162393163
2011-03-02,62.41,1.17,53.34188034188034
2011-03-03,62.55,1.17,53.46153846153846
2011-03-04,62.03,1.17,53.017094017094024
2011-03-07,61.71,1.17,52.743589743589745
2011-03-08,62.05,1.17,53.034188034188034
2011-03-09,62.0,1.17,52.991452991452995
2011-03-10,61.49,1.17,52.55555555555556
2011-03-11,61.49,1.17,52.55555555555556
2011-03-14,61.35,1.17,52.43589743589744
2011-03-15,60.66,1.17,51.84615384615385
2011-03-16,59.73,1.17,51.05128205128205
2011-03-17,60.43,1.17,51.649572649572654
2011-03-18,60.6,1.17,51.7948717948718
2011-03-21,61.3,1.17,52.39316239316239
2011-03-22,60.93,1.17,52.07692307692308
2011-03-23,60.91,1.17,52.05982905982906
2011-03-24,61.14,1.17,52.25641025641026
2011-03-25,60.88,1.17,52.03418803418804
2011-03-28,60.66,1.17,51.84615384615385
2011-03-29,61.28,1.17,52.37606837606838
2011-03-30,61.97,1.17,52.965811965811966
2011-03-31,61.6,1.17,52.649572649572654
2011-04-01,62.08,1.17,53.05982905982906
2011-04-04,62.26,1.17,53.21367521367522
2011-04-05,61.67,1.17,52.70940170940172
2011-04-06,61.76,1.17,52.78632478632479
2011-04-07,62.13,1.17,53.10256410256411
2011-04-08,61.9,1.17,52.90598290598291
2011-04-11,62.19,1.17,53.15384615384615
2011-04-12,62.89,1.17,53.75213675213676
2011-04-13,62.99,1.17,53.83760683760684
2011-04-14,63.3,1.17,54.1025641025641
2011-04-15,64.18,1.17,54.854700854700866
2011-04-18,64.0,1.17,54.700854700854705
2011-04-19,63.86,1.17,54.581196581196586
2011-04-20,63.72,1.17,54.46153846153847
2011-04-21,63.27,1.17,54.07692307692308
2011-04-25,63.37,1.17,54.162393162393165
2011-04-26,63.83,1.17,54.55555555555556
2011-04-27,64.02,1.17,54.717948717948715
2011-04-28,64.5,1.17,55.12820512820513
2011-04-29,64.9,1.0,64.9
2011-05-02,65.18,1.0,65.18
2011-05-03,65.71,1.0,65.71
2011-05-04,66.47,1.0,66.47
2011-05-05,65.88,1.0,65.88
2011-05-06,65.27,1.0,65.27
2011-05-09,65.14,1.0,65.14
2011-05-10,65.73,1.0,65.73
2011-05-11,65.92,1.0,65.92
2011-05-12,66.84,1.0,66.84
2011-05-13,66.86,1.0,66.86
2011-05-16,66.94,1.0,66.94
2011-05-17,67.42,1.0,67.42
2011-05-18,67.38,1.0,67.38
2011-05-19,67.46,1.0,67.46
2011-05-20,67.36,1.0,67.36
2011-05-23,67.05,1.0,67.05
2011-05-24,67.01,1.0,67.01
2011-05-25,66.38,1.0,66.38
2011-05-26,66.19,1.0,66.19
2011-05-27,66.2,1.0,66.2
2011-05-31,67.0,1.0,67.0
2011-06-01,66.4,1.0,66.4
2011-06-02,66.01,1.0,66.01
2011-06-03,65.43,1.0,65.43
2011-06-06,65.5,1.0,65.5
2011-06-07,65.06,1.0,65.06
2011-06-08,64.85,1.0,64.85
2011-06-09,65.01,1.0,65.01
2011-06-10,64.7,1.0,64.7
2011-06-13,64.77,1.0,64.77
2011-06-14,64.76,1.0,64.76
2011-06-15,63.76,1.0,63.76
2011-06-16,64.26,1.0,64.26
2011-06-17,64.69,1.0,64.69
2011-06-20,65.09,1.0,65.09
2011-06-21,64.22,1.0,64.22
2011-06-22,64.06,1.0,64.06
2011-06-23,63.46,1.0,63.46
2011-06-24,62.59,1.0,62.59
2011-06-27,62.82,1.0,62.82
2011-06-28,62.72,1.0,62.72
2011-06-29,62.55,1.0,62.55
2011-06-30,63.57,1.0,63.57
2011-07-01,64.27,1.0,64.27
2011-07-05,64.26,1.0,64.26
2011-07-06,64.7,1.0,64.7
2011-07-07,64.95,1.0,64.95
2011-07-08,64.93,1.0,64.93
2011-07-11,64.72,1.0,64.72
2011-07-12,64.53,1.0,64.53
2011-07-13,64.64,1.0,64.64
2011-07-14,64.6,1.0,64.6
2011-07-15,64.83,1.0,64.83
2011-07-18,64.55,1.0,64.55
2011-07-19,64.61,1.0,64.61
2011-07-20,64.2,1.0,64.2
2011-07-21,64.49,1.0,64.49
2011-07-22,64.25,1.0,64.25
2011-07-25,63.31,1.0,63.31
2011-07-26,63.09,1.0,63.09
2011-07-27,62.2,1.0,62.2
2011-07-28,61.92,1.0,61.92
2011-07-29,61.49,1.0,61.49
2011-08-01,61.43,1.0,61.43
2011-08-02,60.87,1.0,60.87
2011-08-03,60.73,1.0,60.73
2011-08-04,59.58,1.0,59.58
2011-08-05,60.59,1.0,60.59
2011-08-08,59.29,1.0,59.29
2011-08-09,60.22,1.0,60.22
2011-08-10,58.51,0.88,66.48863636363636
2011-08-11,60.45,0.88,68.69318181818183
2011-08-12,61.14,0.88,69.47727272727273
2011-08-15,61.88,0.88,70.31818181818183
2011-08-16,61.62,0.88,70.02272727272727
2011-08-17,61.67,0.88,70.07954545454545
2011-08-18,60.86,0.88,69.1590909090909
2011-08-19,60.96,0.88,69.27272727272727
2011-08-22,61.71,0.88,70.125
2011-08-23,63.02,0.88,71.61363636363636
2011-08-24,63.31,0.88,71.94318181818183
2011-08-25,62.53,0.88,71.05681818181819
2011-08-26,62.57,0.88,71.10227272727273
2011-08-29,63.09,0.88,71.69318181818183
2011-08-30,63.5,0.88,72.1590909090909
2011-08-31,63.68,0.88,72.36363636363636
2011-09-01,63.26,0.88,71.88636363636364
2011-09-02,62.55,0.88,71.07954545454545
2011-09-06,62.38,0.88,70.88636363636364
2011-09-07,62.72,0.88,71.27272727272727
2011-09-08,62.91,0.88,71.48863636363636
2011-09-09,61.84,0.88,70.27272727272728
2011-09-12,61.83,0.88,70.26136363636364
2011-09-13,61.94,0.88,70.38636363636364
2011-09-14,62.34,0.88,70.8409090909091
2011-09-15,62.78,0.88,71.3409090909091
2011-09-16,64.33,0.88,73.10227272727272
2011-09-19,63.81,0.88,72.51136363636364
2011-09-20,64.08,0.88,72.81818181818181
2011-09-21,63.02,0.88,71.61363636363636
2011-09-22,61.17,0.88,69.51136363636364
2011-09-23,61.25,0.88,69.60227272727273
2011-09-26,62.54,0.88,71.06818181818181
2011-09-27,63.26,0.88,71.88636363636364
2011-09-28,62.73,0.88,71.2840909090909
2011-09-29,63.7,0.88,72.38636363636364
2011-09-30,63.18,0.88,71.79545454545455
2011-10-03,62.84,0.88,71.4090909090909
2011-10-04,63.37,0.88,72.01136363636363
2011-10-05,63.34,0.88,71.97727272727273
2011-10-06,63.61,0.88,72.2840909090909
2011-10-07,63.91,0.88,72.625
2011-10-10,64.8,0.88,73.63636363636363
2011-10-11,64.57,0.88,73.37499999999999
2011-10-12,64.89,0.88,73.73863636363636
2011-10-13,64.65,0.88,73.4659090909091
2011-10-14,64.89,0.88,73.73863636363636
2011-10-17,64.26,0.88,73.02272727272728
2011-10-18,64.92,0.88,73.77272727272728
2011-10-19,64.75,0.88,73.57954545454545
2011-10-20,65.09,0.88,73.9659090909091
2011-10-21,66.26,0.88,75.29545454545455
2011-10-24,65.37,0.88,74.28409090909092
2011-10-25,64.51,0.88,73.30681818181819
2011-10-26,64.95,0.88,73.80681818181819
2011-10-27,65.26,1.08,60.425925925925924
2011-10-28,64.73,1.08,59.93518518518518
2011-10-31,63.99,1.08,59.25
2011-11-01,62.71,1.08,58.06481481481481
2011-11-02,62.86,1.08,58.2037037037037
2011-11-03,63.21,1.08,58.52777777777777
2011-11-04,63.03,1.08,58.36111111111111
2011-11-07,63.46,1.08,58.75925925925926
2011-11-08,64.21,1.08,59.453703703703695
2011-11-09,62.72,1.08,58.07407407407407
2011-11-10,63.24,1.08,58.55555555555555
2011-11-11,63.89,1.08,59.157407407407405
2011-11-14,63.05,1.08,58.379629629629626
2011-11-15,63.56,1.08,58.85185185185185
2011-11-16,63.28,1.08,58.59259259259259
2011-11-17,62.94,1.08,58.27777777777777
2011-11-18,63.24,1.08,58.55555555555555
2011-11-21,61.66,1.08,57.09259259259259
2011-11-22,61.69,1.08,57.12037037037037
2011-11-23,61.06,1.08,56.53703703703704
2011-11-25,61.0,1.08,56.48148148148148
2011-11-28,62.24,1.08,57.629629629629626
2011-11-29,62.53,1.08,57.898148148148145
2011-11-30,64.57,1.08,59.787037037037024
2011-12-01,64.08,1.08,59.33333333333333
2011-12-02,64.66,1.08,59.87037037037037
2011-12-05,64.84,1.08,60.03703703703704
2011-12-06,64.84,1.08,60.03703703703704
2011-12-07,65.23,1.08,60.398148148148145
2011-12-08,64.47,1.08,59.69444444444444
2011-12-09,64.97,1.08,60.157407407407405
2011-12-12,64.31,1.08,59.5462962962963
2011-12-13,64.73,1.08,59.93518518518518
2011-12-14,64.45,1.08,59.675925925925924
2011-12-15,64.99,1.08,60.17592592592592
2011-12-16,65.14,1.08,60.31481481481481
2011-12-19,64.95,1.08,60.138888888888886
2011-12-20,65.79,1.08,60.91666666666667
2011-12-21,66.0,1.08,61.11111111111111
2011-12-22,66.19,1.08,61.28703703703703
2011-12-23,66.67,1.08,61.73148148148148
2011-12-27,66.79,1.08,61.842592592592595
2011-12-28,66.54,1.08,61.611111111111114
2011-12-29,66.97,1.08,62.00925925925925
2011-12-30,66.71,1.08,61.76851851851851
2012-01-03,66.83,1.08,61.879629629629626
2012-01-04,66.8,1.08,61.85185185185185
2012-01-05,66.52,1.08,61.59259259259259
2012-01-06,66.36,1.08,61.44444444444444
2012-01-09,66.64,1.08,61.7037037037037
2012-01-10,66.33,1.08,61.416666666666664
2012-01-11,65.68,1.08,60.81481481481482
2012-01-12,65.81,1.08,60.93518518518518
2012-01-13,65.81,1.08,60.93518518518518
2012-01-17,66.26,1.08,61.351851851851855
2012-01-18,66.03,1.08,61.138888888888886
2012-01-19,66.08,1.08,61.185185185185176
2012-01-20,66.23,1.08,61.324074074074076
2012-01-23,65.0,1.08,60.18518518518518
2012-01-24,64.5,1.08,59.72222222222222
2012-01-25,64.98,1.08,60.166666666666664
2012-01-26,64.8,1.08,59.99999999999999
2012-01-27,64.3,0.59,108.98305084745763
2012-01-30,63.21,0.59,107.13559322033899
2012-01-31,63.04,0.59,106.84745762711864
2012-02-01,63.21,0.59,107.13559322033899
2012-02-02,63.32,0.59,107.3220338983051
2012-02-03,62.77,0.59,106.38983050847459
2012-02-06,63.51,0.59,107.64406779661017
2012-02-07,63.7,0.59,107.96610169491527
2012-02-08,63.64,0.59,107.86440677966102
2012-02-09,64.04,0.59,108.54237288135594
2012-02-10,63.88,0.59,108.27118644067798
2012-02-13,64.23,0.59,108.86440677966102
2012-02-14,64.48,0.59,109.28813559322035
2012-02-15,64.55,0.59,109.40677966101696
2012-02-16,65.2,0.59,110.5084745762712
2012-02-17,64.91,0.59,110.01694915254237
2012-02-21,64.42,0.59,109.1864406779661
2012-02-22,64.44,0.59,109.22033898305085
2012-02-23,66.42,0.59,112.57627118644069
2012-02-24,66.71,0.59,113.06779661016948
2012-02-27,66.7,0.59,113.05084745762713
2012-02-28,67.39,0.59,114.22033898305085
2012-02-29,67.62,0.59,114.61016949152544
2012-03-01,66.66,0.59,112.98305084745763
2012-03-02,66.67,0.59,113.00000000000001
2012-03-05,66.95,0.59,113.47457627118645
2012-03-06,66.84,0.59,113.28813559322035
2012-03-07,66.58,0.59,112.84745762711864
2012-03-08,66.9,0.59,113.38983050847459
2012-03-09,66.93,0.59,113.44067796610172
2012-03-12,67.71,0.59,114.76271186440678
2012-03-13,67.9,0.59,115.08474576271188
2012-03-14,67.85,0.59,115.0
2012-03-15,67.68,0.59,114.71186440677968
2012-03-16,67.25,0.59,113.98305084745763
2012-03-19,67.21,0.59,113.91525423728812
2012-03-20,67.21,0.59,113.91525423728812
2012-03-21,67.2,0.59,113.89830508474577
2012-03-22,67.52,0.59,114.44067796610169
2012-03-23,67.43,0.59,114.28813559322036
2012-03-26,67.46,0.59,114.33898305084745
2012-03-27,67.15,0.59,113.81355932203391
2012-03-28,67.19,0.59,113.88135593220339
2012-03-29,67.01,0.59,113.57627118644069
2012-03-30,67.21,0.59,113.91525423728812
2012-04-02,67.56,0.59,114.5084745762712
2012-04-03,67.09,0.59,113.71186440677967
2012-04-04,67.26,0.59,114.00000000000001
2012-04-05,67.31,0.59,114.08474576271188
2012-04-09,66.81,0.59,113.23728813559323
2012-04-10,66.35,0.59,112.45762711864407
2012-04-11,66.44,0.59,112.61016949152543
2012-04-12,66.09,0.59,112.01694915254238
