date,KIM,KIM_EPS,PE Ratio
1992-04-28,5.25,,
1992-04-29,5.31,,
1992-04-30,5.42,,
1992-05-01,5.42,,
1992-05-04,5.42,,
1992-05-05,5.58,,
1992-05-06,5.53,,
1992-05-07,5.61,,
1992-05-08,5.61,,
1992-05-11,5.67,,
1992-05-12,5.78,,
1992-05-13,5.69,,
1992-05-14,5.64,,
1992-05-15,5.53,,
1992-05-18,5.61,,
1992-05-19,5.64,,
1992-05-20,5.61,,
1992-05-21,5.61,,
1992-05-22,5.67,,
1992-05-26,5.69,,
1992-05-27,5.72,,
1992-05-28,5.72,,
1992-05-29,5.72,,
1992-06-01,5.78,,
1992-06-02,5.72,,
1992-06-03,5.69,,
1992-06-04,5.72,,
1992-06-05,5.72,,
1992-06-08,5.69,,
1992-06-09,5.69,,
1992-06-10,5.61,,
1992-06-11,5.64,,
1992-06-12,5.64,,
1992-06-15,5.69,,
1992-06-16,5.72,,
1992-06-17,5.72,,
1992-06-18,5.72,,
1992-06-19,5.69,,
1992-06-22,5.72,,
1992-06-23,5.72,,
1992-06-24,5.69,,
1992-06-25,5.72,,
1992-06-26,5.72,,
1992-06-29,5.69,,
1992-06-30,5.64,,
1992-07-01,5.64,,
1992-07-02,5.64,,
1992-07-06,5.64,,
1992-07-07,5.64,,
1992-07-08,5.64,,
1992-07-09,5.69,,
1992-07-10,5.75,,
1992-07-13,5.83,,
1992-07-14,5.83,,
1992-07-15,5.81,,
1992-07-16,5.81,,
1992-07-17,5.78,,
1992-07-20,5.78,,
1992-07-21,5.81,,
1992-07-22,5.86,,
1992-07-23,5.89,,
1992-07-24,5.75,,
1992-07-27,5.81,,
1992-07-28,5.81,,
1992-07-29,5.86,,
1992-07-30,5.92,,
1992-07-31,6.03,,
1992-08-03,6.03,,
1992-08-04,5.97,,
1992-08-05,5.89,,
1992-08-06,5.81,,
1992-08-07,5.86,,
1992-08-10,5.83,,
1992-08-11,5.83,,
1992-08-12,5.83,,
1992-08-13,5.89,,
1992-08-14,5.86,,
1992-08-17,5.86,,
1992-08-18,5.86,,
1992-08-19,5.89,,
1992-08-20,5.86,,
1992-08-21,5.89,,
1992-08-24,5.83,,
1992-08-25,5.81,,
1992-08-26,5.83,,
1992-08-27,5.83,,
1992-08-28,5.81,,
1992-08-31,5.83,,
1992-09-01,5.83,,
1992-09-02,5.83,,
1992-09-03,5.89,,
1992-09-04,5.86,,
1992-09-08,5.92,,
1992-09-09,5.89,,
1992-09-10,5.92,,
1992-09-11,5.92,,
1992-09-14,5.89,,
1992-09-15,5.94,,
1992-09-16,5.94,,
1992-09-17,5.92,,
1992-09-18,6.06,,
1992-09-21,6.08,,
1992-09-22,6.03,,
1992-09-23,6.06,,
1992-09-24,6.03,,
1992-09-25,6.0,,
1992-09-28,5.94,,
1992-09-29,6.0,,
1992-09-30,6.06,,
1992-10-01,6.06,,
1992-10-02,6.08,,
1992-10-05,6.08,,
1992-10-06,6.08,,
1992-10-07,6.14,,
1992-10-08,6.14,,
1992-10-09,6.17,,
1992-10-12,6.22,,
1992-10-13,6.25,,
1992-10-14,6.22,,
1992-10-15,6.25,,
1992-10-16,6.28,,
1992-10-19,6.31,,
1992-10-20,6.36,,
1992-10-21,6.36,,
1992-10-22,6.31,,
1992-10-23,6.28,,
1992-10-26,6.22,,
1992-10-27,6.22,,
1992-10-28,6.25,,
1992-10-29,6.31,,
1992-10-30,6.31,,
1992-11-02,6.33,,
1992-11-03,6.25,,
1992-11-04,6.25,,
1992-11-05,6.19,,
1992-11-06,6.19,,
1992-11-09,6.17,,
1992-11-10,6.19,,
1992-11-11,6.19,,
1992-11-12,6.06,,
1992-11-13,6.11,,
1992-11-16,6.14,,
1992-11-17,6.11,,
1992-11-18,6.14,,
1992-11-19,6.19,,
1992-11-20,6.19,,
1992-11-23,6.17,,
1992-11-24,6.14,,
1992-11-25,6.19,,
1992-11-27,6.19,,
1992-11-30,6.19,,
1992-12-01,6.25,,
1992-12-02,6.28,,
1992-12-03,6.28,,
1992-12-04,6.25,,
1992-12-07,6.22,,
1992-12-08,6.33,,
1992-12-09,6.42,,
1992-12-10,6.39,,
1992-12-11,6.39,,
1992-12-14,6.39,,
1992-12-15,6.53,,
1992-12-16,6.42,,
1992-12-17,6.5,,
1992-12-18,6.5,,
1992-12-21,6.47,,
1992-12-22,6.56,,
1992-12-23,6.53,,
1992-12-24,6.58,,
1992-12-28,6.64,,
1992-12-29,6.69,,
1992-12-30,6.86,,
1992-12-31,6.89,,
1993-01-04,6.89,,
1993-01-05,6.92,,
1993-01-06,6.94,,
1993-01-07,7.03,,
1993-01-08,6.92,,
1993-01-11,7.11,,
1993-01-12,7.08,,
1993-01-13,7.11,,
1993-01-14,7.14,,
1993-01-15,7.19,,
1993-01-18,7.17,,
1993-01-19,7.22,,
1993-01-20,7.17,,
1993-01-21,7.17,,
1993-01-22,7.25,,
1993-01-25,7.22,,
1993-01-26,7.14,,
1993-01-27,7.22,,
1993-01-28,7.25,,
1993-01-29,7.31,,
1993-02-01,7.39,,
1993-02-02,7.42,,
1993-02-03,7.33,,
1993-02-04,7.31,,
1993-02-05,7.31,,
1993-02-08,7.28,,
1993-02-09,7.25,,
1993-02-10,7.25,,
1993-02-11,7.22,,
1993-02-12,7.25,,
1993-02-16,7.33,,
1993-02-17,7.33,,
1993-02-18,7.31,,
1993-02-19,7.28,,
1993-02-22,7.33,,
1993-02-23,7.31,,
1993-02-24,7.28,,
1993-02-25,7.28,,
1993-02-26,7.28,,
1993-03-01,7.25,,
1993-03-02,7.11,,
1993-03-03,7.14,,
1993-03-04,7.14,,
1993-03-05,7.14,,
1993-03-08,7.06,,
1993-03-09,7.03,,
1993-03-10,7.03,,
1993-03-11,7.03,,
1993-03-12,7.03,,
1993-03-15,7.06,,
1993-03-16,7.11,,
1993-03-17,7.08,,
1993-03-18,7.11,,
1993-03-19,7.11,,
1993-03-22,7.11,,
1993-03-23,7.11,,
1993-03-24,7.08,,
1993-03-25,7.17,,
1993-03-26,7.33,,
1993-03-29,7.36,,
1993-03-30,7.44,,
1993-03-31,7.58,,
1993-04-01,7.64,,
1993-04-02,7.78,,
1993-04-05,7.75,,
1993-04-06,7.67,,
1993-04-07,7.61,,
1993-04-08,7.61,,
1993-04-12,7.61,,
1993-04-13,7.64,,
1993-04-14,7.64,,
1993-04-15,7.67,,
1993-04-16,7.69,,
1993-04-19,7.69,,
1993-04-20,7.58,,
1993-04-21,7.53,,
1993-04-22,7.5,,
1993-04-23,7.58,,
1993-04-26,7.53,,
1993-04-27,7.56,,
1993-04-28,7.5,,
1993-04-29,7.53,,
1993-04-30,7.44,,
1993-05-03,7.39,,
1993-05-04,7.42,,
1993-05-05,7.39,,
1993-05-06,7.44,,
1993-05-07,7.36,,
1993-05-10,7.36,,
1993-05-11,7.19,,
1993-05-12,7.33,,
1993-05-13,7.36,,
1993-05-14,7.44,,
1993-05-17,7.47,,
1993-05-18,7.42,,
1993-05-19,7.42,,
1993-05-20,7.39,,
1993-05-21,7.28,,
1993-05-24,7.19,,
1993-05-25,7.06,,
1993-05-26,6.89,,
1993-05-27,6.86,,
1993-05-28,6.89,,
1993-06-01,6.86,,
1993-06-02,6.89,,
1993-06-03,6.89,,
1993-06-04,6.86,,
1993-06-07,6.83,,
1993-06-08,6.83,,
1993-06-09,6.86,,
1993-06-10,6.81,,
1993-06-11,6.89,,
1993-06-14,6.89,,
1993-06-15,6.92,,
1993-06-16,6.94,,
1993-06-17,7.06,,
1993-06-18,7.33,,
1993-06-21,7.19,,
1993-06-22,7.22,,
1993-06-23,7.39,,
1993-06-24,7.44,,
1993-06-25,7.44,,
1993-06-28,7.44,,
1993-06-29,7.5,,
1993-06-30,7.61,,
1993-07-01,7.56,,
1993-07-02,7.53,,
1993-07-06,7.53,,
1993-07-07,7.5,,
1993-07-08,7.53,,
1993-07-09,7.5,,
1993-07-12,7.47,,
1993-07-13,7.5,,
1993-07-14,7.56,,
1993-07-15,7.61,,
1993-07-16,7.61,,
1993-07-19,7.64,,
1993-07-20,7.61,,
1993-07-21,7.58,,
1993-07-22,7.67,,
1993-07-23,7.72,,
1993-07-26,7.67,,
1993-07-27,7.72,,
1993-07-28,7.83,,
1993-07-29,8.06,,
1993-07-30,8.0,,
1993-08-02,7.94,,
1993-08-03,7.97,,
1993-08-04,8.03,,
1993-08-05,7.97,,
1993-08-06,7.97,,
1993-08-09,8.08,,
1993-08-10,8.06,,
1993-08-11,8.03,,
1993-08-12,8.03,,
1993-08-13,8.08,,
1993-08-16,8.14,,
1993-08-17,8.17,,
1993-08-18,8.22,,
1993-08-19,8.33,,
1993-08-20,8.28,,
1993-08-23,8.44,,
1993-08-24,8.11,,
1993-08-25,8.0,,
1993-08-26,8.17,,
1993-08-27,8.17,,
1993-08-30,8.19,,
1993-08-31,8.22,,
1993-09-01,8.36,,
1993-09-02,8.44,,
1993-09-03,8.44,,
1993-09-07,8.44,,
1993-09-08,8.44,,
1993-09-09,8.5,,
1993-09-10,8.56,,
1993-09-13,8.69,,
1993-09-14,8.58,,
1993-09-15,8.58,,
1993-09-16,8.61,,
1993-09-17,8.69,,
1993-09-20,8.61,,
1993-09-21,8.53,,
1993-09-22,8.47,,
1993-09-23,8.33,,
1993-09-24,8.25,,
1993-09-27,8.19,,
1993-09-28,8.11,,
1993-09-29,8.22,,
1993-09-30,8.22,,
1993-10-01,8.17,,
1993-10-04,8.17,,
1993-10-05,8.19,,
1993-10-06,8.22,,
1993-10-07,8.11,,
1993-10-08,8.03,,
1993-10-11,8.03,,
1993-10-12,7.94,,
1993-10-13,7.94,,
1993-10-14,8.0,,
1993-10-15,8.0,,
1993-10-18,7.94,,
1993-10-19,8.0,,
1993-10-20,8.14,,
1993-10-21,8.11,,
1993-10-22,8.11,,
1993-10-25,8.14,,
1993-10-26,7.97,,
1993-10-27,7.94,,
1993-10-28,8.0,,
1993-10-29,8.14,,
1993-11-01,8.0,,
1993-11-02,8.11,,
1993-11-03,8.0,,
1993-11-04,7.58,,
1993-11-05,7.56,,
1993-11-08,7.58,,
1993-11-09,7.69,,
1993-11-10,7.69,,
1993-11-11,7.58,,
1993-11-12,7.58,,
1993-11-15,7.44,,
1993-11-16,7.25,,
1993-11-17,7.42,,
1993-11-18,7.25,,
1993-11-19,7.08,,
1993-11-22,7.19,,
1993-11-23,7.22,,
1993-11-24,7.25,,
1993-11-26,7.31,,
1993-11-29,7.17,,
1993-11-30,7.08,,
1993-12-01,7.22,,
1993-12-02,7.22,,
1993-12-03,7.22,,
1993-12-06,7.28,,
1993-12-07,7.33,,
1993-12-08,7.42,,
1993-12-09,7.39,,
1993-12-10,7.36,,
1993-12-13,7.33,,
1993-12-14,7.39,,
1993-12-15,7.31,,
1993-12-16,7.31,,
1993-12-17,7.28,,
1993-12-20,7.31,,
1993-12-21,7.28,,
1993-12-22,7.33,,
1993-12-23,7.39,,
1993-12-27,7.39,,
1993-12-28,7.61,,
1993-12-29,7.75,,
1993-12-30,7.83,,
1993-12-31,7.81,,
1994-01-03,7.78,,
1994-01-04,7.64,,
1994-01-05,7.61,,
1994-01-06,7.61,,
1994-01-07,7.67,,
1994-01-10,7.67,,
1994-01-11,7.67,,
1994-01-12,7.58,,
1994-01-13,7.56,,
1994-01-14,7.67,,
1994-01-17,7.81,,
1994-01-18,7.64,,
1994-01-19,7.67,,
1994-01-20,7.72,,
1994-01-21,7.89,,
1994-01-24,7.92,,
1994-01-25,7.97,,
1994-01-26,7.83,,
1994-01-27,7.89,,
1994-01-28,7.86,,
1994-01-31,7.94,,
1994-02-01,8.03,,
1994-02-02,8.17,,
1994-02-03,8.0,,
1994-02-04,7.94,,
1994-02-07,7.92,,
1994-02-08,8.0,,
1994-02-09,8.0,,
1994-02-10,7.97,,
1994-02-11,8.03,,
1994-02-14,8.0,,
1994-02-15,8.22,,
1994-02-16,8.22,,
1994-02-17,8.22,,
1994-02-18,8.28,,
1994-02-22,8.33,,
1994-02-23,8.39,,
1994-02-24,8.39,,
1994-02-25,8.5,,
1994-02-28,8.53,,
1994-03-01,8.56,,
1994-03-02,8.44,,
1994-03-03,8.28,,
1994-03-04,8.36,,
1994-03-07,8.5,,
1994-03-08,8.53,,
1994-03-09,8.47,,
1994-03-10,8.42,,
1994-03-11,8.42,,
1994-03-14,8.39,,
1994-03-15,8.42,,
1994-03-16,8.36,,
1994-03-17,8.33,,
1994-03-18,8.33,,
1994-03-21,8.36,,
1994-03-22,8.31,,
1994-03-23,8.33,,
1994-03-24,8.33,,
1994-03-25,8.28,,
1994-03-28,8.33,,
1994-03-29,8.33,,
1994-03-30,8.17,,
1994-03-31,7.97,,
1994-04-04,7.94,,
1994-04-05,7.94,,
1994-04-06,7.97,,
1994-04-07,7.97,,
1994-04-08,7.97,,
1994-04-11,7.97,,
1994-04-12,7.97,,
1994-04-13,8.03,,
1994-04-14,7.97,,
1994-04-15,8.0,,
1994-04-18,7.97,,
1994-04-19,7.92,,
1994-04-20,8.06,,
1994-04-21,7.97,,
1994-04-22,7.97,,
1994-04-25,8.0,,
1994-04-26,8.03,,
1994-04-28,7.97,,
1994-04-29,7.97,,
1994-05-02,8.06,,
1994-05-03,8.06,,
1994-05-04,8.08,,
1994-05-05,8.11,,
1994-05-06,8.11,,
1994-05-09,8.08,,
1994-05-10,8.11,,
1994-05-11,8.11,,
1994-05-12,8.11,,
1994-05-13,8.17,,
1994-05-16,8.14,,
1994-05-17,8.14,,
1994-05-18,8.17,,
1994-05-19,8.17,,
1994-05-20,8.25,,
1994-05-23,8.17,,
1994-05-24,8.11,,
1994-05-25,8.17,,
1994-05-26,8.14,,
1994-05-27,8.14,,
1994-05-31,8.14,,
1994-06-01,8.17,,
1994-06-02,8.08,,
1994-06-03,8.06,,
1994-06-06,8.06,,
1994-06-07,8.0,,
1994-06-08,7.89,,
1994-06-09,8.03,,
1994-06-10,8.08,,
1994-06-13,8.14,,
1994-06-14,8.11,,
1994-06-15,8.06,,
1994-06-16,8.14,,
1994-06-17,8.11,,
1994-06-20,8.11,,
1994-06-21,8.17,,
1994-06-22,8.11,,
1994-06-23,8.06,,
1994-06-24,8.0,,
1994-06-27,7.97,,
1994-06-28,7.92,,
1994-06-29,7.89,,
1994-06-30,7.97,,
1994-07-01,8.0,,
1994-07-05,7.97,,
1994-07-06,7.94,,
1994-07-07,8.0,,
1994-07-08,8.06,,
1994-07-11,8.14,,
1994-07-12,8.06,,
1994-07-13,8.06,,
1994-07-14,8.17,,
1994-07-15,8.19,,
1994-07-18,8.22,,
1994-07-19,8.17,,
1994-07-20,8.19,,
1994-07-21,8.19,,
1994-07-22,8.19,,
1994-07-25,8.17,,
1994-07-26,8.11,,
1994-07-27,8.14,,
1994-07-28,8.11,,
1994-07-29,8.22,,
1994-08-01,8.28,,
1994-08-02,8.39,,
1994-08-03,8.33,,
1994-08-04,8.31,,
1994-08-05,8.33,,
1994-08-08,8.36,,
1994-08-09,8.42,,
1994-08-10,8.33,,
1994-08-11,8.31,,
1994-08-12,8.28,,
1994-08-15,8.31,,
1994-08-16,8.33,,
1994-08-17,8.28,,
1994-08-18,8.31,,
1994-08-19,8.28,,
1994-08-22,8.25,,
1994-08-23,8.22,,
1994-08-24,8.19,,
1994-08-25,8.08,,
1994-08-26,8.03,,
1994-08-29,8.08,,
1994-08-30,8.11,,
1994-08-31,8.11,,
1994-09-01,8.08,,
1994-09-02,8.11,,
1994-09-06,8.14,,
1994-09-07,8.14,,
1994-09-08,8.14,,
1994-09-09,8.11,,
1994-09-12,8.14,,
1994-09-13,8.11,,
1994-09-14,8.14,,
1994-09-15,8.19,,
1994-09-16,8.19,,
1994-09-19,8.22,,
1994-09-20,8.22,,
1994-09-21,8.17,,
1994-09-22,8.22,,
1994-09-23,8.17,,
1994-09-26,8.14,,
1994-09-27,8.14,,
1994-09-28,8.11,,
1994-09-29,8.0,,
1994-09-30,8.06,,
1994-10-03,8.03,,
1994-10-04,8.06,,
1994-10-05,8.08,,
1994-10-06,8.11,,
1994-10-07,8.06,,
1994-10-10,8.11,,
1994-10-11,8.31,,
1994-10-12,8.31,,
1994-10-13,8.31,,
1994-10-14,8.31,,
1994-10-17,8.28,,
1994-10-18,8.31,,
1994-10-19,8.28,,
1994-10-20,8.28,,
1994-10-21,8.25,,
1994-10-24,8.28,,
1994-10-25,8.33,,
1994-10-26,8.19,,
1994-10-27,8.11,,
1994-10-28,8.14,,
1994-10-31,8.14,,
1994-11-01,8.14,,
1994-11-02,8.11,,
1994-11-03,8.17,,
1994-11-04,8.11,,
1994-11-07,8.14,,
1994-11-08,8.14,,
1994-11-09,8.11,,
1994-11-10,8.11,,
1994-11-11,8.11,,
1994-11-14,8.14,,
1994-11-15,8.0,,
1994-11-16,8.06,,
1994-11-17,7.97,,
1994-11-18,7.92,,
1994-11-21,7.72,,
1994-11-22,7.47,,
1994-11-23,7.39,,
1994-11-25,7.56,,
1994-11-28,7.5,,
1994-11-29,7.58,,
1994-11-30,7.69,,
1994-12-01,7.97,,
1994-12-02,7.83,,
1994-12-05,7.86,,
1994-12-06,7.83,,
1994-12-07,7.86,,
1994-12-08,7.86,,
1994-12-09,7.83,,
1994-12-12,7.86,,
1994-12-13,7.92,,
1994-12-14,8.03,,
1994-12-15,8.22,,
1994-12-16,8.39,,
1994-12-19,8.47,,
1994-12-20,8.44,,
1994-12-21,8.47,,
1994-12-22,8.5,,
1994-12-23,8.36,,
1994-12-27,8.36,,
1994-12-28,8.39,,
1994-12-29,8.44,,
1994-12-30,8.42,,
1995-01-03,8.33,,
1995-01-04,8.29,,
1995-01-05,8.19,,
1995-01-06,8.06,,
1995-01-09,7.92,,
1995-01-10,7.94,,
1995-01-11,8.03,,
1995-01-12,7.97,,
1995-01-13,8.03,,
1995-01-16,8.0,,
1995-01-17,8.06,,
1995-01-18,8.11,,
1995-01-19,8.08,,
1995-01-20,8.08,,
1995-01-23,8.03,,
1995-01-24,8.06,,
1995-01-25,8.03,,
1995-01-26,8.06,,
1995-01-27,8.06,,
1995-01-30,8.03,,
1995-01-31,8.03,,
1995-02-01,8.03,,
1995-02-02,8.03,,
1995-02-03,8.06,,
1995-02-06,8.03,,
1995-02-07,8.03,,
1995-02-08,8.06,,
1995-02-09,8.06,,
1995-02-10,8.14,,
1995-02-13,8.22,,
1995-02-14,8.19,,
1995-02-15,8.22,,
1995-02-16,8.31,,
1995-02-17,8.31,,
1995-02-21,8.33,,
1995-02-22,8.47,,
1995-02-23,8.44,,
1995-02-24,8.44,,
1995-02-27,8.42,,
1995-02-28,8.44,,
1995-03-01,8.47,,
1995-03-02,8.53,,
1995-03-03,8.5,,
1995-03-06,8.53,,
1995-03-07,8.5,,
1995-03-08,8.5,,
1995-03-09,8.53,,
1995-03-10,8.5,,
1995-03-13,8.53,,
1995-03-14,8.53,,
1995-03-15,8.5,,
1995-03-16,8.53,,
1995-03-17,8.53,,
1995-03-20,8.56,,
1995-03-21,8.58,,
1995-03-22,8.58,,
1995-03-23,8.58,,
1995-03-24,8.61,,
1995-03-27,8.67,,
1995-03-28,8.47,,
1995-03-29,8.5,,
1995-03-30,8.53,,
1995-03-31,8.53,,
1995-04-03,8.5,,
1995-04-04,8.5,,
1995-04-05,8.44,,
1995-04-06,8.36,,
1995-04-07,8.42,,
1995-04-10,8.42,,
1995-04-11,8.36,,
1995-04-12,8.36,,
1995-04-13,8.36,,
1995-04-17,8.39,,
1995-04-18,8.39,,
1995-04-19,8.33,,
1995-04-20,8.28,,
1995-04-21,8.36,,
1995-04-24,8.33,,
1995-04-25,8.33,,
1995-04-26,8.36,,
1995-04-27,8.36,,
1995-04-28,8.39,,
1995-05-01,8.39,,
1995-05-02,8.33,,
1995-05-03,8.33,,
1995-05-04,8.33,,
1995-05-05,8.44,,
1995-05-08,8.47,,
1995-05-09,8.58,,
1995-05-10,8.58,,
1995-05-11,8.67,,
1995-05-12,8.69,,
1995-05-15,8.67,,
1995-05-16,8.75,,
1995-05-17,8.67,,
1995-05-18,8.67,,
1995-05-19,8.67,,
1995-05-22,8.64,,
1995-05-23,8.61,,
1995-05-24,8.61,,
1995-05-25,8.56,,
1995-05-26,8.56,,
1995-05-30,8.58,,
1995-05-31,8.58,,
1995-06-01,8.58,,
1995-06-02,8.61,,
1995-06-05,8.69,,
1995-06-06,8.64,,
1995-06-07,8.58,,
1995-06-08,8.39,,
1995-06-09,8.5,,
1995-06-12,8.56,,
1995-06-13,8.56,,
1995-06-14,8.64,,
1995-06-15,8.64,,
1995-06-16,8.69,,
1995-06-19,8.69,,
1995-06-20,8.78,,
1995-06-21,8.83,,
1995-06-22,8.78,,
1995-06-23,8.83,,
1995-06-26,8.83,,
1995-06-27,8.78,,
1995-06-28,8.75,,
1995-06-29,8.53,,
1995-06-30,8.44,,
1995-07-03,8.51,,
1995-07-05,8.58,,
1995-07-06,8.58,,
1995-07-07,8.64,,
1995-07-10,8.67,,
1995-07-11,8.61,,
1995-07-12,8.56,,
1995-07-13,8.47,,
1995-07-14,8.44,,
1995-07-17,8.47,,
1995-07-18,8.53,,
1995-07-19,8.47,,
1995-07-20,8.58,,
1995-07-21,8.56,,
1995-07-24,8.61,,
1995-07-25,8.67,,
1995-07-26,8.58,,
1995-07-27,8.64,,
1995-07-28,8.75,,
1995-07-31,8.86,,
1995-08-01,8.92,,
1995-08-02,8.97,,
1995-08-03,8.97,,
1995-08-04,9.0,,
1995-08-07,8.97,,
1995-08-08,8.97,,
1995-08-09,9.06,,
1995-08-10,9.06,,
1995-08-11,9.11,,
1995-08-14,9.08,,
1995-08-15,9.06,,
1995-08-16,8.94,,
1995-08-17,8.97,,
1995-08-18,8.94,,
1995-08-21,8.97,,
1995-08-22,8.92,,
1995-08-23,8.92,,
1995-08-24,8.94,,
1995-08-25,8.97,,
1995-08-28,8.97,,
1995-08-29,9.03,,
1995-08-30,9.03,,
1995-08-31,9.03,,
1995-09-01,9.03,,
1995-09-05,9.06,,
1995-09-06,9.03,,
1995-09-07,9.06,,
1995-09-08,9.06,,
1995-09-11,9.03,,
1995-09-12,9.08,,
1995-09-13,9.08,,
1995-09-14,8.94,,
1995-09-15,8.89,,
1995-09-18,8.86,,
1995-09-19,8.83,,
1995-09-20,8.89,,
1995-09-21,8.89,,
1995-09-22,8.94,,
1995-09-25,8.92,,
1995-09-26,8.92,,
1995-09-27,8.97,,
1995-09-28,8.83,,
1995-09-29,8.89,,
1995-10-02,8.89,,
1995-10-03,8.86,,
1995-10-04,8.86,,
1995-10-05,8.83,,
1995-10-06,8.83,,
1995-10-09,8.75,,
1995-10-10,8.72,,
1995-10-11,8.75,,
1995-10-12,8.75,,
1995-10-13,8.78,,
1995-10-16,8.75,,
1995-10-17,8.67,,
1995-10-18,8.58,,
1995-10-19,8.56,,
1995-10-20,8.42,,
1995-10-23,8.39,,
1995-10-24,8.39,,
1995-10-25,8.22,,
1995-10-26,8.17,,
1995-10-27,7.97,,
1995-10-30,8.03,,
1995-10-31,8.19,,
1995-11-01,8.31,,
1995-11-02,8.33,,
1995-11-03,8.42,,
1995-11-06,8.42,,
1995-11-07,8.33,,
1995-11-08,8.33,,
1995-11-09,8.36,,
1995-11-10,8.64,,
1995-11-13,8.61,,
1995-11-14,8.64,,
1995-11-15,8.67,,
1995-11-16,8.72,,
1995-11-17,8.67,,
1995-11-20,8.69,,
1995-11-21,8.64,,
1995-11-22,8.67,,
1995-11-24,8.67,,
1995-11-27,8.61,,
1995-11-28,8.67,,
1995-11-29,8.69,,
1995-11-30,8.89,,
1995-12-01,9.03,,
1995-12-04,9.06,,
1995-12-05,9.08,,
1995-12-06,9.33,,
1995-12-07,9.33,,
1995-12-08,9.31,,
1995-12-11,9.31,,
1995-12-12,9.28,,
1995-12-13,9.33,,
1995-12-14,9.33,,
1995-12-15,9.39,,
1995-12-18,9.33,,
1995-12-19,9.19,,
1995-12-20,9.19,,
1995-12-21,9.17,,
1995-12-22,9.08,,
1995-12-26,9.08,,
1995-12-27,9.08,,
1995-12-28,9.08,,
1995-12-29,9.08,,
1996-01-02,9.13,,
1996-01-03,9.08,,
1996-01-04,9.08,,
1996-01-05,9.08,,
1996-01-08,9.08,,
1996-01-09,9.0,,
1996-01-10,9.0,,
1996-01-11,8.88,,
1996-01-12,8.92,,
1996-01-15,9.0,,
1996-01-16,8.92,,
1996-01-17,8.92,,
1996-01-18,8.92,,
1996-01-19,8.96,,
1996-01-22,8.96,,
1996-01-23,9.0,,
1996-01-24,8.96,,
1996-01-25,8.88,,
1996-01-26,8.83,,
1996-01-29,8.83,,
1996-01-30,8.71,,
1996-01-31,8.67,,
1996-02-01,8.67,,
1996-02-02,8.67,,
1996-02-05,8.5,,
1996-02-06,8.54,,
1996-02-07,8.75,,
1996-02-08,8.71,,
1996-02-09,8.79,,
1996-02-12,8.79,,
1996-02-13,8.79,,
1996-02-14,8.83,,
1996-02-15,8.92,,
1996-02-16,8.92,,
1996-02-20,8.92,,
1996-02-21,8.96,,
