date,WY,WY_EPS,PE Ratio
1988-02-08,25.33,,
1988-02-09,25.83,,
1988-02-10,27.0,,
1988-02-11,27.17,,
1988-02-12,26.83,,
1988-02-16,26.92,,
1988-02-17,27.17,,
1988-02-18,26.92,,
1988-02-19,27.17,,
1988-02-22,28.0,,
1988-02-23,28.0,,
1988-02-24,28.33,,
1988-02-25,28.25,,
1988-02-26,28.25,,
1988-02-29,28.75,,
1988-03-01,28.83,,
1988-03-02,29.08,,
1988-03-03,29.08,,
1988-03-04,28.67,,
1988-03-07,28.08,,
1988-03-08,28.5,,
1988-03-09,28.58,,
1988-03-10,27.67,,
1988-03-11,28.08,,
1988-03-14,28.33,,
1988-03-15,28.08,,
1988-03-16,28.92,,
1988-03-17,29.08,,
1988-03-18,29.0,,
1988-03-21,28.42,,
1988-03-22,28.17,,
1988-03-23,27.67,,
1988-03-24,27.17,,
1988-03-25,26.58,,
1988-03-28,26.42,,
1988-03-29,26.75,,
1988-03-30,26.42,,
1988-03-31,25.83,,
1988-04-04,25.83,,
1988-04-05,26.17,,
1988-04-06,27.5,,
1988-04-07,27.42,,
1988-04-08,27.33,,
1988-04-11,27.25,,
1988-04-12,26.75,,
1988-04-13,26.58,,
1988-04-14,25.33,,
1988-04-15,25.08,,
1988-04-18,25.17,,
1988-04-19,24.83,,
1988-04-20,25.0,,
1988-04-21,24.5,,
1988-04-22,25.17,,
1988-04-25,25.25,,
1988-04-26,25.67,,
1988-04-27,25.67,,
1988-04-28,25.33,,
1988-04-29,25.0,,
1988-05-02,25.33,,
1988-05-03,25.42,,
1988-05-04,25.08,,
1988-05-05,25.17,,
1988-05-06,25.0,,
1988-05-09,24.92,,
1988-05-10,25.17,,
1988-05-11,24.75,,
1988-05-12,24.67,,
1988-05-13,25.0,,
1988-05-16,24.75,,
1988-05-17,24.67,,
1988-05-18,24.08,,
1988-05-19,24.08,,
1988-05-20,24.42,,
1988-05-23,24.17,,
1988-05-24,24.5,,
1988-05-25,24.17,,
1988-05-26,24.0,,
1988-05-27,23.83,,
1988-05-31,24.5,,
1988-06-01,24.75,,
1988-06-02,25.17,,
1988-06-03,25.5,,
1988-06-06,26.25,,
1988-06-07,26.13,,
1988-06-08,26.88,,
1988-06-09,26.63,,
1988-06-10,27.13,,
1988-06-13,27.25,,
1988-06-14,28.13,,
1988-06-15,28.0,,
1988-06-16,27.25,,
1988-06-17,27.5,,
1988-06-20,27.13,,
1988-06-21,27.5,,
1988-06-22,28.63,,
1988-06-23,28.13,,
1988-06-24,27.75,,
1988-06-27,26.75,,
1988-06-28,26.88,,
1988-06-29,26.5,,
1988-06-30,27.38,,
1988-07-01,27.25,,
1988-07-05,27.88,,
1988-07-06,27.25,,
1988-07-07,27.25,,
1988-07-08,26.25,,
1988-07-11,26.38,,
1988-07-12,25.63,,
1988-07-13,25.63,,
1988-07-14,25.5,,
1988-07-15,25.0,,
1988-07-18,24.5,,
1988-07-19,24.88,,
1988-07-20,24.75,,
1988-07-21,24.25,,
1988-07-22,25.13,,
1988-07-25,24.63,,
1988-07-26,24.63,,
1988-07-27,24.63,,
1988-07-28,24.75,,
1988-07-29,24.88,,
1988-08-01,24.88,,
1988-08-02,25.0,,
1988-08-03,25.63,,
1988-08-04,25.38,,
1988-08-05,25.38,,
1988-08-08,25.5,,
1988-08-09,25.0,,
1988-08-10,24.63,,
1988-08-11,24.5,,
1988-08-12,24.5,,
1988-08-15,24.25,,
1988-08-16,24.5,,
1988-08-17,24.0,,
1988-08-18,24.13,,
1988-08-19,23.63,,
1988-08-22,23.5,,
1988-08-23,23.75,,
1988-08-24,24.25,,
1988-08-25,24.0,,
1988-08-26,23.75,,
1988-08-29,24.0,,
1988-08-30,24.38,,
1988-08-31,24.38,,
1988-09-01,24.25,,
1988-09-02,24.75,,
1988-09-06,24.38,,
1988-09-07,24.25,,
1988-09-08,24.75,,
1988-09-09,24.63,,
1988-09-12,24.75,,
1988-09-13,25.38,,
1988-09-14,25.25,,
1988-09-15,24.88,,
1988-09-16,25.13,,
1988-09-19,24.88,,
1988-09-20,24.38,,
1988-09-21,24.5,,
1988-09-22,24.5,,
1988-09-23,24.63,,
1988-09-26,24.25,,
1988-09-27,24.0,,
1988-09-28,23.75,,
1988-09-29,24.0,,
1988-09-30,24.25,,
1988-10-03,24.0,,
1988-10-04,24.0,,
1988-10-05,24.0,,
1988-10-06,24.13,,
1988-10-07,24.88,,
1988-10-10,24.75,,
1988-10-11,24.75,,
1988-10-12,24.13,,
1988-10-13,24.25,,
1988-10-14,24.0,,
1988-10-17,24.13,,
1988-10-18,24.5,,
1988-10-19,24.38,,
1988-10-20,25.38,,
1988-10-21,25.38,,
1988-10-24,24.5,,
1988-10-25,24.63,,
1988-10-26,24.75,,
1988-10-27,24.5,,
1988-10-28,24.5,,
1988-10-31,24.38,,
1988-11-01,24.5,,
1988-11-02,24.63,,
1988-11-03,24.75,,
1988-11-04,24.5,,
1988-11-07,24.38,,
1988-11-08,24.25,,
1988-11-09,24.38,,
1988-11-10,24.5,,
1988-11-11,24.38,,
1988-11-14,24.38,,
1988-11-15,24.38,,
1988-11-16,24.13,,
1988-11-17,24.38,,
1988-11-18,24.5,,
1988-11-21,24.38,,
1988-11-22,24.38,,
1988-11-23,24.38,,
1988-11-25,24.13,,
1988-11-28,24.25,,
1988-11-29,24.25,,
1988-11-30,24.88,,
1988-12-01,24.5,,
1988-12-02,23.88,,
1988-12-05,24.38,,
1988-12-06,24.63,,
1988-12-07,25.25,,
1988-12-08,25.13,,
1988-12-09,25.13,,
1988-12-12,25.13,,
1988-12-13,25.13,,
1988-12-14,25.0,,
1988-12-15,24.88,,
1988-12-16,24.88,,
1988-12-19,25.5,,
1988-12-20,25.25,,
1988-12-21,24.88,,
1988-12-22,24.88,,
1988-12-23,25.0,,
1988-12-27,24.88,,
1988-12-28,25.0,,
1988-12-29,25.38,,
1988-12-30,25.13,,
1989-01-03,24.63,,
1989-01-04,25.13,,
1989-01-05,24.88,,
1989-01-06,25.63,,
1989-01-09,25.75,,
1989-01-10,26.13,,
1989-01-11,26.25,,
1989-01-12,26.5,,
1989-01-13,26.88,,
1989-01-16,27.38,,
1989-01-17,26.88,,
1989-01-18,26.75,,
1989-01-19,26.63,,
1989-01-20,26.5,,
1989-01-23,26.0,,
1989-01-24,26.5,,
1989-01-25,26.38,,
1989-01-26,26.25,,
1989-01-27,26.5,,
1989-01-30,27.0,,
1989-01-31,27.0,,
1989-02-01,26.75,,
1989-02-02,26.13,,
1989-02-03,26.5,,
1989-02-06,27.38,,
1989-02-07,27.0,,
1989-02-08,27.5,,
1989-02-09,26.75,,
1989-02-10,26.5,,
1989-02-13,26.25,,
1989-02-14,26.38,,
1989-02-15,26.38,,
1989-02-16,26.75,,
1989-02-17,27.0,,
1989-02-21,26.38,,
1989-02-22,26.0,,
1989-02-23,25.88,,
1989-02-24,25.5,,
1989-02-27,25.75,,
1989-02-28,25.88,,
1989-03-01,25.38,,
1989-03-02,25.63,,
1989-03-03,25.5,,
1989-03-06,26.0,,
1989-03-07,25.75,,
1989-03-08,26.13,,
1989-03-09,26.13,,
1989-03-10,26.0,,
1989-03-13,26.0,,
1989-03-14,25.88,,
1989-03-15,26.25,,
1989-03-16,27.13,,
1989-03-17,26.38,,
1989-03-20,25.88,,
1989-03-21,26.13,,
1989-03-22,25.63,,
1989-03-23,25.75,,
1989-03-27,26.13,,
1989-03-28,26.5,,
1989-03-29,26.63,,
1989-03-30,26.75,,
1989-03-31,26.63,,
1989-04-03,26.13,,
1989-04-04,26.63,,
1989-04-05,26.13,,
1989-04-06,25.75,,
1989-04-07,26.25,,
1989-04-10,26.38,,
1989-04-11,26.38,,
1989-04-12,26.38,,
1989-04-13,26.0,,
1989-04-14,26.38,,
1989-04-17,26.5,,
1989-04-18,26.88,,
1989-04-19,27.0,,
1989-04-20,30.25,,
1989-04-21,29.13,,
1989-04-24,28.75,,
1989-04-25,28.5,,
1989-04-26,28.88,,
1989-04-27,29.5,,
1989-04-28,29.25,,
1989-05-01,29.0,,
1989-05-02,29.25,,
1989-05-03,29.5,,
1989-05-04,29.5,,
1989-05-05,29.13,,
1989-05-08,28.5,,
1989-05-09,28.5,,
1989-05-10,29.0,,
1989-05-11,29.25,,
1989-05-12,29.63,,
1989-05-15,30.5,,
1989-05-16,30.75,,
1989-05-17,30.75,,
1989-05-18,30.25,,
1989-05-19,30.13,,
1989-05-22,29.88,,
1989-05-23,29.75,,
1989-05-24,29.75,,
1989-05-25,29.63,,
1989-05-26,29.75,,
1989-05-30,29.38,,
1989-05-31,29.75,,
1989-06-01,29.38,,
1989-06-02,29.63,,
1989-06-05,29.25,,
1989-06-06,29.38,,
1989-06-07,29.25,,
1989-06-08,29.0,,
1989-06-09,29.0,,
1989-06-12,29.5,,
1989-06-13,29.0,,
1989-06-14,29.25,,
1989-06-15,28.63,,
1989-06-16,29.13,,
1989-06-19,29.0,,
1989-06-20,29.0,,
1989-06-21,30.0,,
1989-06-22,28.88,,
1989-06-23,29.38,,
1989-06-26,29.25,,
1989-06-27,28.88,,
1989-06-28,28.75,,
1989-06-29,28.0,,
1989-06-30,27.63,,
1989-07-03,27.63,,
1989-07-05,27.75,,
1989-07-06,27.75,,
1989-07-07,27.88,,
1989-07-10,28.0,,
1989-07-11,27.88,,
1989-07-12,27.75,,
1989-07-13,28.25,,
1989-07-14,29.0,,
1989-07-17,29.38,,
1989-07-18,29.13,,
1989-07-19,29.5,,
1989-07-20,28.88,,
1989-07-21,29.0,,
1989-07-24,28.5,,
1989-07-25,28.5,,
1989-07-26,29.0,,
1989-07-27,29.38,,
1989-07-28,30.25,,
1989-07-31,31.75,,
1989-08-01,31.38,,
1989-08-02,31.13,,
1989-08-03,31.13,,
1989-08-04,31.0,,
1989-08-07,32.5,,
1989-08-08,32.13,,
1989-08-09,31.75,,
1989-08-10,31.63,,
1989-08-11,31.25,,
1989-08-14,31.0,,
1989-08-15,31.5,,
1989-08-16,31.5,,
1989-08-17,31.0,,
1989-08-18,30.88,,
1989-08-21,30.63,,
1989-08-22,30.5,,
1989-08-23,31.75,,
1989-08-24,32.63,,
1989-08-25,32.13,,
1989-08-28,32.63,,
1989-08-29,32.13,,
1989-08-30,31.5,,
1989-08-31,31.38,,
1989-09-01,31.5,,
1989-09-05,31.38,,
1989-09-06,30.5,,
1989-09-07,30.13,,
1989-09-08,30.25,,
1989-09-11,31.25,,
1989-09-12,31.13,,
1989-09-13,30.25,,
1989-09-14,30.13,,
1989-09-15,31.0,,
1989-09-18,30.5,,
1989-09-19,29.75,,
1989-09-20,30.13,,
1989-09-21,30.0,,
1989-09-22,29.88,,
1989-09-25,29.5,,
1989-09-26,29.75,,
1989-09-27,29.88,,
1989-09-28,29.75,,
1989-09-29,29.5,,
1989-10-02,29.88,,
1989-10-03,30.63,,
1989-10-04,30.75,,
1989-10-05,30.5,,
1989-10-06,31.38,,
1989-10-09,31.25,,
1989-10-10,30.88,,
1989-10-11,30.63,,
1989-10-12,29.88,,
1989-10-13,27.0,,
1989-10-16,28.5,,
1989-10-17,28.63,,
1989-10-18,28.63,,
1989-10-19,29.0,,
1989-10-20,28.13,,
1989-10-23,27.38,,
1989-10-24,27.25,,
1989-10-25,26.88,,
1989-10-26,26.38,,
1989-10-27,26.5,,
1989-10-30,26.5,,
1989-10-31,27.25,,
1989-11-01,27.38,,
1989-11-02,27.13,,
1989-11-03,26.75,,
1989-11-06,26.25,,
1989-11-07,26.5,,
1989-11-08,26.25,,
1989-11-09,25.63,,
1989-11-10,26.25,,
1989-11-13,26.25,,
1989-11-14,26.0,,
1989-11-15,26.25,,
1989-11-16,26.25,,
1989-11-17,26.0,,
1989-11-20,25.88,,
1989-11-21,26.13,,
1989-11-22,26.13,,
1989-11-24,26.38,,
1989-11-27,27.25,,
1989-11-28,27.0,,
1989-11-29,27.13,,
1989-11-30,27.38,,
1989-12-01,27.88,,
1989-12-04,27.63,,
1989-12-05,27.25,,
1989-12-06,27.25,,
1989-12-07,27.0,,
1989-12-08,27.13,,
1989-12-11,26.38,,
1989-12-12,26.75,,
1989-12-13,27.25,,
1989-12-14,26.88,,
1989-12-15,27.38,,
1989-12-18,26.75,,
1989-12-19,26.63,,
1989-12-20,25.88,,
1989-12-21,26.13,,
1989-12-22,26.5,,
1989-12-26,26.13,,
1989-12-27,26.75,,
1989-12-28,27.25,,
1989-12-29,27.63,,
1990-01-02,28.38,,
1990-01-03,27.75,,
1990-01-04,27.5,,
1990-01-05,27.38,,
1990-01-08,27.38,,
1990-01-09,26.88,,
1990-01-10,27.13,,
1990-01-11,27.0,,
1990-01-12,26.25,,
1990-01-15,25.75,,
1990-01-16,25.88,,
1990-01-17,25.25,,
1990-01-18,25.63,,
1990-01-19,25.63,,
1990-01-22,24.75,,
1990-01-23,24.13,,
1990-01-24,24.25,,
1990-01-25,24.75,,
1990-01-26,24.5,,
1990-01-29,24.0,,
1990-01-30,23.88,,
1990-01-31,24.38,,
1990-02-01,24.5,,
1990-02-02,25.0,,
1990-02-05,24.88,,
1990-02-06,24.5,,
1990-02-07,24.63,,
1990-02-08,24.13,,
1990-02-09,24.0,,
1990-02-12,23.63,,
1990-02-13,23.75,,
1990-02-14,24.0,,
1990-02-15,24.38,,
1990-02-16,24.25,,
1990-02-20,24.0,,
1990-02-21,23.63,,
1990-02-22,23.75,,
1990-02-23,23.75,,
1990-02-26,23.88,,
1990-02-27,24.25,,
1990-02-28,24.38,,
1990-03-01,24.75,,
1990-03-02,25.63,,
1990-03-05,25.38,,
1990-03-06,25.88,,
1990-03-07,25.88,,
1990-03-08,26.25,,
1990-03-09,26.0,,
1990-03-12,26.0,,
1990-03-13,25.75,,
1990-03-14,25.88,,
1990-03-15,26.25,,
1990-03-16,26.75,,
1990-03-19,26.63,,
1990-03-20,26.0,,
1990-03-21,25.75,,
1990-03-22,25.5,,
1990-03-23,25.13,,
1990-03-26,25.25,,
1990-03-27,25.5,,
1990-03-28,26.0,,
1990-03-29,25.88,,
1990-03-30,25.88,,
1990-04-02,26.0,,
1990-04-03,26.38,,
1990-04-04,26.0,,
1990-04-05,26.13,,
1990-04-06,26.0,,
1990-04-09,25.75,,
1990-04-10,25.75,,
1990-04-11,26.0,,
1990-04-12,25.88,,
1990-04-16,25.88,,
1990-04-17,25.13,,
1990-04-18,24.75,,
1990-04-19,25.0,,
1990-04-20,25.0,,
1990-04-23,24.75,,
1990-04-24,24.63,,
1990-04-25,25.0,,
1990-04-26,25.13,,
1990-04-27,24.63,,
1990-04-30,24.5,,
1990-05-01,24.25,,
1990-05-02,24.5,,
1990-05-03,24.63,,
1990-05-04,25.25,,
1990-05-07,25.5,,
1990-05-08,25.38,,
1990-05-09,26.0,,
1990-05-10,26.25,,
1990-05-11,27.13,,
1990-05-14,26.75,,
1990-05-15,26.88,,
1990-05-16,26.63,,
1990-05-17,26.75,,
1990-05-18,27.25,,
1990-05-21,27.0,,
1990-05-22,26.75,,
1990-05-23,26.63,,
1990-05-24,26.63,,
1990-05-25,26.38,,
1990-05-29,27.0,,
1990-05-30,27.5,,
1990-05-31,27.38,,
1990-06-01,27.63,,
1990-06-04,27.75,,
1990-06-05,27.13,,
1990-06-06,26.75,,
1990-06-07,26.25,,
1990-06-08,26.13,,
1990-06-11,26.88,,
1990-06-12,26.5,,
1990-06-13,26.13,,
1990-06-14,26.38,,
1990-06-15,26.5,,
1990-06-18,26.13,,
1990-06-19,26.0,,
1990-06-20,26.25,,
1990-06-21,26.25,,
1990-06-22,25.38,,
1990-06-25,25.25,,
1990-06-26,25.38,,
1990-06-27,25.88,,
1990-06-28,25.5,,
1990-06-29,25.5,,
1990-07-02,25.88,,
1990-07-03,25.63,,
1990-07-05,25.38,,
1990-07-06,25.25,,
1990-07-09,25.38,,
1990-07-10,25.25,,
1990-07-11,25.63,,
1990-07-12,25.75,,
1990-07-13,25.75,,
1990-07-16,25.75,,
1990-07-17,25.88,,
1990-07-18,25.63,,
1990-07-19,25.25,,
1990-07-20,24.88,,
1990-07-23,24.63,,
1990-07-24,24.75,,
1990-07-25,24.5,,
1990-07-26,24.38,,
1990-07-27,24.25,,
1990-07-30,24.13,,
1990-07-31,24.13,,
1990-08-01,24.0,,
1990-08-02,23.5,,
1990-08-03,23.25,,
1990-08-06,22.25,,
1990-08-07,22.25,,
1990-08-08,22.13,,
1990-08-09,21.5,,
1990-08-10,21.0,,
1990-08-13,22.25,,
1990-08-14,22.0,,
1990-08-15,22.13,,
1990-08-16,20.88,,
1990-08-17,20.75,,
1990-08-20,21.5,,
1990-08-21,20.75,,
1990-08-22,20.88,,
1990-08-23,20.75,,
1990-08-24,20.38,,
1990-08-27,20.5,,
1990-08-28,20.5,,
1990-08-29,20.5,,
1990-08-30,20.63,,
1990-08-31,20.5,,
1990-09-04,20.63,,
1990-09-05,21.5,,
1990-09-06,21.13,,
1990-09-07,20.88,,
1990-09-10,21.0,,
1990-09-11,21.0,,
1990-09-12,21.38,,
1990-09-13,21.0,,
1990-09-14,20.5,,
1990-09-17,20.5,,
1990-09-18,20.63,,
1990-09-19,20.75,,
1990-09-20,20.63,,
1990-09-21,20.25,,
1990-09-24,19.75,,
1990-09-25,19.5,,
1990-09-26,19.5,,
1990-09-27,19.5,,
1990-09-28,20.0,,
1990-10-01,21.13,,
1990-10-02,20.88,,
1990-10-03,21.0,,
1990-10-04,21.5,,
1990-10-05,20.88,,
1990-10-08,21.13,,
1990-10-09,20.13,,
1990-10-10,19.63,,
1990-10-11,19.38,,
1990-10-12,19.25,,
1990-10-15,18.5,,
1990-10-16,18.5,,
1990-10-17,18.0,,
1990-10-18,18.88,,
1990-10-19,19.5,,
1990-10-22,19.38,,
1990-10-23,19.13,,
1990-10-24,19.0,,
1990-10-25,19.0,,
1990-10-26,18.25,,
1990-10-29,18.13,,
1990-10-30,17.75,,
1990-10-31,18.13,,
1990-11-01,18.0,,
1990-11-02,18.25,,
1990-11-05,18.5,,
1990-11-06,18.25,,
1990-11-07,17.63,,
1990-11-08,17.75,,
1990-11-09,18.0,,
1990-11-12,18.25,,
1990-11-13,18.5,,
1990-11-14,19.63,,
1990-11-15,19.38,,
1990-11-16,19.63,,
1990-11-19,20.0,,
1990-11-20,19.5,,
1990-11-21,19.75,,
1990-11-23,19.75,,
1990-11-26,19.75,,
1990-11-27,19.5,,
1990-11-28,19.63,,
1990-11-29,19.13,,
1990-11-30,19.5,,
1990-12-03,20.13,,
1990-12-04,20.5,,
1990-12-05,20.88,,
1990-12-06,20.63,,
1990-12-07,20.75,,
1990-12-10,20.75,,
1990-12-11,20.75,,
1990-12-12,20.88,,
1990-12-13,22.0,,
1990-12-14,21.63,,
1990-12-17,21.88,,
1990-12-18,21.88,,
1990-12-19,21.38,,
1990-12-20,20.88,,
1990-12-21,21.38,,
1990-12-24,21.38,,
1990-12-26,21.88,,
1990-12-27,21.75,,
1990-12-28,21.88,,
1990-12-31,21.88,,
1991-01-02,21.0,,
1991-01-03,20.63,,
1991-01-04,21.0,,
1991-01-07,20.5,,
1991-01-08,20.88,,
1991-01-09,20.25,,
1991-01-10,21.13,,
1991-01-11,21.5,,
1991-01-14,21.13,,
1991-01-15,21.63,,
1991-01-16,21.75,,
1991-01-17,22.63,,
1991-01-18,22.63,,
1991-01-21,22.5,,
1991-01-22,22.75,,
1991-01-23,23.0,,
1991-01-24,23.38,,
1991-01-25,23.38,,
1991-01-28,22.88,,
1991-01-29,23.38,,
1991-01-30,23.25,,
1991-01-31,23.0,,
1991-02-01,22.88,,
1991-02-04,23.5,,
1991-02-05,24.5,,
1991-02-06,24.63,,
1991-02-07,23.88,,
1991-02-08,24.63,,
1991-02-11,25.63,,
1991-02-12,24.75,,
1991-02-13,25.13,,
1991-02-14,24.88,,
1991-02-15,25.0,,
1991-02-19,25.13,,
1991-02-20,24.5,,
1991-02-21,24.5,,
1991-02-22,24.25,,
1991-02-25,23.13,,
1991-02-26,23.0,,
1991-02-27,23.75,,
1991-02-28,23.13,,
1991-03-01,23.38,,
1991-03-04,23.0,,
1991-03-05,24.0,,
1991-03-06,24.88,,
1991-03-07,24.38,,
1991-03-08,24.63,,
1991-03-11,24.63,,
1991-03-12,24.5,,
1991-03-13,24.75,,
1991-03-14,24.63,,
1991-03-15,24.5,,
1991-03-18,23.75,,
1991-03-19,23.63,,
1991-03-20,23.75,,
1991-03-21,23.5,,
1991-03-22,22.75,,
1991-03-25,23.13,,
1991-03-26,23.88,,
1991-03-27,24.0,,
1991-03-28,24.13,,
1991-04-01,24.0,,
1991-04-02,24.38,,
1991-04-03,24.5,,
1991-04-04,24.5,,
1991-04-05,24.0,,
1991-04-08,24.0,,
1991-04-09,23.5,,
1991-04-10,23.75,,
1991-04-11,24.13,,
1991-04-12,24.38,,
1991-04-15,24.38,,
1991-04-16,24.63,,
1991-04-17,25.5,,
1991-04-18,25.25,,
1991-04-19,25.25,,
1991-04-22,24.5,,
1991-04-23,24.75,,
1991-04-24,25.38,,
1991-04-25,25.38,,
1991-04-26,26.63,,
1991-04-29,26.25,,
1991-04-30,26.63,,
1991-05-01,27.38,,
1991-05-02,27.0,,
1991-05-03,26.88,,
1991-05-06,26.75,,
1991-05-07,26.0,,
1991-05-08,26.13,,
1991-05-09,26.63,,
1991-05-10,27.13,,
1991-05-13,27.38,,
1991-05-14,26.88,,
1991-05-15,26.25,,
1991-05-16,26.75,,
1991-05-17,27.38,,
1991-05-20,27.0,,
1991-05-21,27.25,,
1991-05-22,27.75,,
1991-05-23,27.88,,
1991-05-24,28.63,,
1991-05-28,29.13,,
1991-05-29,29.38,,
1991-05-30,29.75,,
1991-05-31,30.38,,
1991-06-03,30.13,,
1991-06-04,29.75,,
1991-06-05,29.75,,
1991-06-06,29.75,,
1991-06-07,29.25,,
1991-06-10,29.13,,
1991-06-11,29.63,,
1991-06-12,29.25,,
1991-06-13,28.63,,
1991-06-14,29.0,,
1991-06-17,29.75,,
1991-06-18,29.5,,
1991-06-19,28.88,,
1991-06-20,28.63,,
1991-06-21,28.25,,
1991-06-24,27.5,,
1991-06-25,27.75,,
1991-06-26,27.75,,
1991-06-27,27.63,,
1991-06-28,26.75,,
1991-07-01,28.0,,
1991-07-02,27.75,,
1991-07-03,28.0,,
1991-07-05,28.0,,
1991-07-08,28.0,,
1991-07-09,27.75,,
1991-07-10,28.0,,
1991-07-11,28.0,,
1991-07-12,28.0,,
1991-07-15,28.0,,
1991-07-16,28.38,,
1991-07-17,28.13,,
1991-07-18,28.5,,
1991-07-19,28.0,,
1991-07-22,27.63,,
1991-07-23,27.88,,
1991-07-24,27.88,,
1991-07-25,27.75,,
1991-07-26,27.38,,
1991-07-29,27.25,,
1991-07-30,27.63,,
1991-07-31,28.0,,
1991-08-01,28.13,,
1991-08-02,28.88,,
1991-08-05,28.0,,
1991-08-06,28.13,,
1991-08-07,27.75,,
1991-08-08,27.75,,
1991-08-09,27.88,,
1991-08-12,27.38,,
1991-08-13,27.38,,
1991-08-14,27.5,,
1991-08-15,27.63,,
1991-08-16,27.25,,
1991-08-19,26.0,,
1991-08-20,26.0,,
1991-08-21,27.75,,
1991-08-22,27.63,,
1991-08-23,28.13,,
1991-08-26,28.38,,
1991-08-27,27.88,,
1991-08-28,27.88,,
1991-08-29,28.13,,
1991-08-30,27.63,,
1991-09-03,27.13,,
1991-09-04,27.13,,
1991-09-05,28.13,,
1991-09-06,27.75,,
1991-09-09,28.0,,
1991-09-10,27.75,,
1991-09-11,27.13,,
1991-09-12,27.88,,
1991-09-13,27.5,,
1991-09-16,27.5,,
1991-09-17,27.88,,
1991-09-18,28.25,,
1991-09-19,28.75,,
1991-09-20,28.5,,
1991-09-23,28.38,,
1991-09-24,28.63,,
1991-09-25,28.63,,
1991-09-26,29.25,,
1991-09-27,28.38,,
1991-09-30,27.75,,
1991-10-01,26.0,,
1991-10-02,27.38,,
1991-10-03,27.63,,
1991-10-04,27.5,,
1991-10-07,26.88,,
1991-10-08,27.88,,
1991-10-09,27.25,,
1991-10-10,27.63,,
1991-10-11,27.5,,
1991-10-14,27.5,,
1991-10-15,28.13,,
1991-10-16,28.63,,
1991-10-17,28.88,,
1991-10-18,29.13,,
1991-10-21,28.88,,
1991-10-22,29.0,,
1991-10-23,29.25,,
1991-10-24,28.75,,
1991-10-25,28.0,,
1991-10-28,27.5,,
1991-10-29,27.88,,
1991-10-30,28.0,,
1991-10-31,27.63,,
1991-11-01,27.5,,
1991-11-04,27.25,,
1991-11-05,26.75,,
1991-11-06,25.38,,
1991-11-07,25.5,,
1991-11-08,25.13,,
1991-11-11,24.38,,
1991-11-12,24.88,,
1991-11-13,25.13,,
1991-11-14,25.0,,
1991-11-15,24.63,,
1991-11-18,24.13,,
1991-11-19,23.63,,
1991-11-20,23.63,,
1991-11-21,24.0,,
1991-11-22,24.25,,
1991-11-25,23.5,,
1991-11-26,24.0,,
1991-11-27,24.0,,
1991-11-29,23.5,,
1991-12-02,24.13,,
1991-12-03,23.25,,
1991-12-04,23.5,,
1991-12-05,23.63,,
1991-12-06,23.63,,
1991-12-09,23.5,,
1991-12-10,23.25,,
1991-12-11,23.25,,
1991-12-12,23.63,,
1991-12-13,24.88,,
1991-12-16,24.88,,
1991-12-17,24.63,,
1991-12-18,24.63,,
1991-12-19,24.25,,
1991-12-20,25.25,,
1991-12-23,26.38,,
1991-12-24,26.88,,
1991-12-26,27.25,,
1991-12-27,26.88,,
1991-12-30,28.38,,
1991-12-31,27.5,,
1992-01-02,27.38,,
1992-01-03,28.13,,
1992-01-06,27.38,,
1992-01-07,28.13,,
1992-01-08,28.0,,
1992-01-09,28.5,,
1992-01-10,28.75,,
1992-01-13,28.75,,
1992-01-14,30.0,,
1992-01-15,31.13,,
1992-01-16,31.13,,
1992-01-17,30.88,,
1992-01-20,30.25,,
1992-01-21,30.25,,
1992-01-22,30.0,,
1992-01-23,30.0,,
1992-01-24,30.75,,
1992-01-27,31.63,,
1992-01-28,31.75,,
1992-01-29,31.63,,
1992-01-30,31.25,,
1992-01-31,30.25,,
1992-02-03,30.25,,
1992-02-04,30.63,,
1992-02-05,31.38,,
1992-02-06,31.63,,
1992-02-07,31.0,,
1992-02-10,31.88,,
1992-02-11,32.13,,
1992-02-12,31.63,,
1992-02-13,31.63,,
1992-02-14,31.88,,
1992-02-18,32.5,,
1992-02-19,33.75,,
1992-02-20,35.5,,
1992-02-21,35.13,,
1992-02-24,34.63,,
1992-02-25,33.5,,
1992-02-26,33.88,,
1992-02-27,33.38,,
1992-02-28,33.38,,
1992-03-02,34.0,,
1992-03-03,34.63,,
1992-03-04,34.13,,
1992-03-05,33.63,,
1992-03-06,32.88,,
1992-03-09,32.38,,
1992-03-10,32.5,,
1992-03-11,32.63,,
1992-03-12,32.88,,
1992-03-13,33.75,,
1992-03-16,36.13,,
1992-03-17,35.75,,
1992-03-18,37.38,,
1992-03-19,37.0,,
1992-03-20,36.63,,
1992-03-23,36.63,,
1992-03-24,35.88,,
1992-03-25,36.25,,
1992-03-26,35.75,,
1992-03-27,35.38,,
1992-03-30,35.0,,
1992-03-31,34.5,,
1992-04-01,35.25,,
1992-04-02,34.5,,
1992-04-03,33.75,,
1992-04-06,33.5,,
1992-04-07,33.75,,
1992-04-08,33.13,,
1992-04-09,34.13,,
1992-04-10,33.88,,
1992-04-13,34.38,,
1992-04-14,35.38,,
1992-04-15,37.13,,
1992-04-16,36.38,,
1992-04-20,36.75,,
1992-04-21,37.0,,
1992-04-22,36.88,,
1992-04-23,37.0,,
1992-04-24,36.75,,
1992-04-27,36.25,,
1992-04-28,36.5,,
1992-04-29,35.5,,
1992-04-30,35.38,,
1992-05-01,35.0,,
1992-05-04,35.25,,
1992-05-05,34.38,,
1992-05-06,33.88,,
1992-05-07,34.38,,
