date,VTR,VTR_EPS,PE Ratio
2004-10-22,30.28,0.65,46.58461538461538
2004-10-25,29.98,0.65,46.12307692307692
2004-10-26,30.95,0.65,47.61538461538461
2004-10-27,30.9,0.65,47.53846153846153
2004-10-28,31.13,0.975,31.92820512820513
2004-10-29,30.72,0.975,31.507692307692306
2004-11-01,31.21,0.975,32.01025641025641
2004-11-02,31.38,0.975,32.184615384615384
2004-11-03,32.27,0.975,33.0974358974359
2004-11-04,32.6,0.975,33.43589743589744
2004-11-05,31.2,0.975,32.0
2004-11-08,31.49,0.975,32.297435897435896
2004-11-09,31.19,0.975,31.989743589743593
2004-11-10,32.02,0.975,32.841025641025645
2004-11-11,32.07,0.975,32.892307692307696
2004-11-12,33.15,0.975,34.0
2004-11-15,33.23,0.975,34.08205128205128
2004-11-16,32.95,0.975,33.794871794871796
2004-11-17,31.8,0.975,32.61538461538462
2004-11-18,31.92,0.975,32.73846153846154
2004-11-19,31.57,0.975,32.37948717948718
2004-11-22,30.89,0.975,31.682051282051283
2004-11-23,31.18,0.975,31.97948717948718
2004-11-24,31.18,0.975,31.97948717948718
2004-11-26,31.15,0.975,31.94871794871795
2004-11-29,30.55,0.975,31.333333333333336
2004-11-30,30.95,0.975,31.743589743589745
2004-12-01,31.97,0.975,32.78974358974359
2004-12-02,31.69,0.975,32.50256410256411
2004-12-03,32.19,0.975,33.01538461538461
2004-12-06,31.87,0.975,32.68717948717949
2004-12-07,31.0,0.975,31.794871794871796
2004-12-08,30.95,0.975,31.743589743589745
2004-12-09,31.2,0.975,32.0
2004-12-10,31.35,0.975,32.15384615384615
2004-12-13,30.83,0.975,31.62051282051282
2004-12-14,30.84,0.975,31.630769230769232
2004-12-15,31.28,0.975,32.08205128205128
2004-12-16,30.95,0.975,31.743589743589745
2004-12-17,31.4,0.975,32.205128205128204
2004-12-20,31.18,0.975,31.97948717948718
2004-12-21,31.69,0.975,32.50256410256411
2004-12-22,31.71,0.975,32.52307692307692
2004-12-23,31.12,0.975,31.91794871794872
2004-12-27,31.21,0.975,32.01025641025641
2004-12-28,31.49,0.975,32.297435897435896
2004-12-29,31.6,0.975,32.410256410256416
2004-12-30,31.43,0.975,32.235897435897435
2004-12-31,31.3,0.975,32.1025641025641
2005-01-03,30.94,0.975,31.733333333333334
2005-01-04,30.56,0.975,31.343589743589742
2005-01-05,29.46,0.975,30.215384615384618
2005-01-06,29.58,0.975,30.338461538461537
2005-01-07,29.48,0.975,30.23589743589744
2005-01-10,29.58,0.975,30.338461538461537
2005-01-11,28.78,0.975,29.51794871794872
2005-01-12,28.17,0.975,28.892307692307696
2005-01-13,28.43,0.975,29.15897435897436
2005-01-14,28.79,0.975,29.528205128205126
2005-01-18,28.77,0.975,29.50769230769231
2005-01-19,28.94,0.975,29.682051282051283
2005-01-20,28.98,0.975,29.723076923076924
2005-01-21,29.05,0.975,29.794871794871796
2005-01-24,28.62,0.975,29.353846153846156
2005-01-25,28.47,0.975,29.2
2005-01-26,28.53,0.975,29.261538461538464
2005-01-27,28.53,0.975,29.261538461538464
2005-01-28,28.72,0.975,29.456410256410255
2005-01-31,29.23,0.975,29.97948717948718
2005-02-01,29.51,0.975,30.26666666666667
2005-02-02,29.75,0.975,30.512820512820515
2005-02-03,30.26,0.975,31.03589743589744
2005-02-04,30.48,0.975,31.261538461538464
2005-02-07,29.94,0.975,30.70769230769231
2005-02-08,29.84,0.975,30.605128205128207
2005-02-09,29.85,0.975,30.615384615384617
2005-02-10,29.96,0.975,30.72820512820513
2005-02-11,30.4,0.975,31.17948717948718
2005-02-14,30.63,0.975,31.415384615384614
2005-02-15,30.72,0.975,31.507692307692306
2005-02-16,30.71,0.975,31.4974358974359
2005-02-17,30.97,0.975,31.764102564102565
2005-02-18,30.35,0.975,31.12820512820513
2005-02-22,29.12,0.975,29.866666666666667
2005-02-23,28.95,0.975,29.692307692307693
2005-02-24,28.89,0.975,29.630769230769232
2005-02-25,29.03,0.975,29.774358974358975
2005-02-28,29.48,0.975,30.23589743589744
2005-03-01,30.63,0.0,inf
2005-03-02,30.22,0.0,inf
2005-03-03,30.71,0.0,inf
2005-03-04,31.47,0.0,inf
2005-03-07,31.29,0.0,inf
2005-03-08,31.05,0.0,inf
2005-03-09,30.22,0.0,inf
2005-03-10,30.49,0.0,inf
2005-03-11,30.15,0.0,inf
2005-03-14,30.66,0.0,inf
2005-03-15,30.43,0.0,inf
2005-03-16,30.28,0.0,inf
2005-03-17,30.6,0.0,inf
2005-03-18,30.56,0.0,inf
2005-03-21,30.49,0.0,inf
2005-03-22,29.28,0.0,inf
2005-03-23,28.96,0.0,inf
2005-03-24,29.09,0.0,inf
2005-03-28,28.64,0.0,inf
2005-03-29,28.51,0.0,inf
2005-03-30,28.71,0.0,inf
2005-03-31,28.5,0.0,inf
2005-04-01,29.3,0.0,inf
2005-04-04,29.06,0.0,inf
2005-04-05,28.87,0.0,inf
2005-04-06,28.89,0.0,inf
2005-04-07,29.15,0.0,inf
2005-04-08,29.19,0.0,inf
2005-04-11,29.3,0.0,inf
2005-04-12,29.91,0.0,inf
2005-04-13,29.31,0.0,inf
2005-04-14,28.95,0.0,inf
2005-04-15,29.13,0.0,inf
2005-04-18,29.68,0.0,inf
2005-04-19,29.69,0.0,inf
2005-04-20,29.38,0.0,inf
2005-04-21,29.58,0.0,inf
2005-04-22,29.43,0.0,inf
2005-04-25,29.63,0.0,inf
2005-04-26,29.78,0.0,inf
2005-04-27,29.88,0.0,inf
2005-04-28,29.87,0.0,inf
2005-04-29,30.81,0.0,inf
2005-05-02,30.41,0.0,inf
2005-05-03,30.47,0.0,inf
2005-05-04,30.65,0.0,inf
2005-05-05,30.66,0.0,inf
2005-05-06,30.32,0.0,inf
2005-05-09,30.43,0.0,inf
2005-05-10,30.44,0.0,inf
2005-05-11,30.32,0.0,inf
2005-05-12,30.16,0.0,inf
2005-05-13,30.12,0.0,inf
2005-05-16,30.66,0.0,inf
2005-05-17,30.91,0.0,inf
2005-05-18,30.98,0.0,inf
2005-05-19,31.4,0.0,inf
2005-05-20,31.46,0.0,inf
2005-05-23,31.67,0.0,inf
2005-05-24,31.63,0.0,inf
2005-05-25,31.47,0.0,inf
2005-05-26,31.52,0.0,inf
2005-05-27,31.78,0.0,inf
2005-05-31,32.59,0.0,inf
2005-06-01,32.95,0.0,inf
2005-06-02,32.41,0.0,inf
2005-06-03,32.58,0.0,inf
2005-06-06,32.75,0.0,inf
2005-06-07,33.12,0.0,inf
2005-06-08,33.0,0.0,inf
2005-06-09,32.39,0.0,inf
2005-06-10,32.29,0.0,inf
2005-06-13,32.84,0.0,inf
2005-06-14,33.12,0.0,inf
2005-06-15,33.03,0.0,inf
2005-06-16,33.1,0.0,inf
2005-06-17,33.78,0.0,inf
2005-06-20,33.89,0.0,inf
2005-06-21,33.95,0.0,inf
2005-06-22,33.74,0.0,inf
2005-06-23,33.86,0.0,inf
2005-06-24,33.89,0.0,inf
2005-06-27,34.11,0.0,inf
2005-06-28,34.18,0.0,inf
2005-06-29,35.17,0.0,inf
2005-06-30,34.49,0.0,inf
2005-07-01,34.66,0.0,inf
2005-07-05,35.4,0.0,inf
2005-07-06,35.58,0.0,inf
2005-07-07,35.77,0.0,inf
2005-07-08,36.23,0.0,inf
2005-07-11,36.5,0.0,inf
2005-07-12,36.25,0.0,inf
2005-07-13,35.78,0.0,inf
2005-07-14,34.75,0.0,inf
2005-07-15,34.92,0.0,inf
2005-07-18,35.19,0.0,inf
2005-07-19,35.4,0.0,inf
2005-07-20,35.95,0.0,inf
2005-07-21,35.73,0.0,inf
2005-07-22,36.07,0.0,inf
2005-07-25,35.97,0.0,inf
2005-07-26,36.71,0.0,inf
2005-07-27,36.52,0.0,inf
2005-07-28,36.58,0.0,inf
2005-07-29,36.87,0.0,inf
2005-08-01,36.68,0.0,inf
2005-08-02,36.8,0.0,inf
2005-08-03,36.54,0.0,inf
2005-08-04,35.88,0.0,inf
2005-08-05,35.0,0.0,inf
2005-08-08,33.44,0.0,inf
2005-08-09,33.14,0.0,inf
2005-08-10,33.64,0.0,inf
2005-08-11,33.92,0.0,inf
2005-08-12,34.1,0.0,inf
2005-08-15,34.62,0.0,inf
2005-08-16,34.67,0.0,inf
2005-08-17,34.32,0.0,inf
2005-08-18,34.18,0.0,inf
2005-08-19,34.03,0.0,inf
2005-08-22,34.11,0.0,inf
2005-08-23,34.64,0.0,inf
2005-08-24,34.94,0.0,inf
2005-08-25,35.07,0.0,inf
2005-08-26,34.68,0.0,inf
2005-08-29,34.44,0.0,inf
2005-08-30,34.58,0.0,inf
2005-08-31,35.57,0.0,inf
2005-09-01,35.69,0.0,inf
2005-09-02,35.64,0.0,inf
2005-09-06,36.71,0.0,inf
2005-09-07,36.49,0.0,inf
2005-09-08,36.2,0.0,inf
2005-09-09,36.13,0.0,inf
2005-09-12,35.91,0.0,inf
2005-09-13,35.88,0.0,inf
2005-09-14,36.03,0.0,inf
2005-09-15,35.87,0.0,inf
2005-09-16,35.35,0.0,inf
2005-09-19,35.23,0.0,inf
2005-09-20,35.8,0.0,inf
2005-09-21,35.18,0.0,inf
2005-09-22,35.37,0.0,inf
2005-09-23,35.29,0.0,inf
2005-09-26,35.79,0.0,inf
2005-09-27,35.87,0.0,inf
2005-09-28,35.63,0.0,inf
2005-09-29,36.29,0.0,inf
2005-09-30,36.77,0.0,inf
2005-10-03,36.77,0.0,inf
2005-10-04,36.46,0.0,inf
2005-10-05,36.35,0.0,inf
2005-10-06,36.41,0.0,inf
2005-10-07,36.26,0.0,inf
2005-10-10,35.45,0.0,inf
2005-10-11,34.65,0.0,inf
2005-10-12,33.82,0.0,inf
2005-10-13,33.57,0.0,inf
2005-10-14,34.83,0.0,inf
2005-10-17,34.77,0.0,inf
2005-10-18,34.19,0.0,inf
2005-10-19,34.62,0.0,inf
2005-10-20,33.95,0.0,inf
2005-10-21,34.72,0.0,inf
2005-10-24,35.19,0.0,inf
2005-10-25,35.15,0.0,inf
2005-10-26,34.22,0.0,inf
2005-10-27,33.54,0.0,inf
2005-10-28,34.53,1.08,31.97222222222222
2005-10-31,34.98,1.08,32.388888888888886
2005-11-01,34.11,1.08,31.583333333333332
2005-11-02,34.2,1.08,31.666666666666668
2005-11-03,34.32,1.08,31.777777777777775
2005-11-04,34.66,1.08,32.09259259259259
2005-11-07,34.75,1.08,32.175925925925924
2005-11-08,34.66,1.08,32.09259259259259
2005-11-09,35.47,1.08,32.84259259259259
2005-11-10,35.94,1.08,33.27777777777777
2005-11-11,36.45,1.08,33.75
2005-11-14,36.13,1.08,33.4537037037037
2005-11-15,35.89,1.08,33.23148148148148
2005-11-16,35.59,1.08,32.9537037037037
2005-11-17,35.85,1.08,33.19444444444444
2005-11-18,36.2,1.08,33.51851851851852
2005-11-21,36.63,1.08,33.916666666666664
2005-11-22,36.51,1.08,33.80555555555555
2005-11-23,36.64,1.08,33.925925925925924
2005-11-25,36.77,1.08,34.0462962962963
2005-11-28,36.28,1.08,33.59259259259259
2005-11-29,36.15,1.08,33.47222222222222
2005-11-30,36.01,1.08,33.34259259259259
2005-12-01,36.54,1.08,33.83333333333333
2005-12-02,36.49,1.08,33.78703703703704
2005-12-05,36.94,1.08,34.2037037037037
2005-12-06,36.95,1.08,34.21296296296296
2005-12-07,36.26,1.08,33.57407407407407
2005-12-08,36.49,1.08,33.78703703703704
2005-12-09,36.54,1.08,33.83333333333333
2005-12-12,36.3,1.08,33.61111111111111
2005-12-13,37.31,1.08,34.5462962962963
2005-12-14,37.07,1.08,34.32407407407407
2005-12-15,36.78,1.08,34.05555555555556
2005-12-16,36.8,1.08,34.07407407407407
2005-12-19,36.74,1.08,34.01851851851852
2005-12-20,36.38,1.08,33.68518518518518
2005-12-21,36.49,1.08,33.78703703703704
2005-12-22,36.66,1.08,33.944444444444436
2005-12-23,36.62,1.08,33.907407407407405
2005-12-27,36.98,1.08,34.24074074074073
2005-12-28,37.01,1.08,34.26851851851851
2005-12-29,36.09,1.08,33.416666666666664
2005-12-30,36.57,1.08,33.86111111111111
2006-01-03,37.43,1.08,34.657407407407405
2006-01-04,37.55,1.08,34.76851851851851
2006-01-05,38.31,1.08,35.47222222222222
2006-01-06,38.94,1.08,36.05555555555555
2006-01-09,39.39,1.08,36.47222222222222
2006-01-10,39.4,1.08,36.48148148148148
2006-01-11,38.92,1.08,36.03703703703704
2006-01-12,38.71,1.08,35.84259259259259
2006-01-13,37.99,1.08,35.175925925925924
2006-01-17,37.92,1.08,35.11111111111111
2006-01-18,38.05,1.08,35.231481481481474
2006-01-19,38.41,1.08,35.56481481481481
2006-01-20,35.4,1.08,32.77777777777777
2006-01-23,35.97,1.08,33.30555555555555
2006-01-24,35.91,1.08,33.24999999999999
2006-01-25,35.57,1.08,32.93518518518518
2006-01-26,35.17,1.08,32.56481481481482
2006-01-27,35.21,1.08,32.60185185185185
2006-01-30,35.17,1.08,32.56481481481482
2006-01-31,34.94,1.08,32.35185185185185
2006-02-01,34.83,1.08,32.24999999999999
2006-02-02,34.52,1.08,31.962962962962965
2006-02-03,34.67,1.08,32.101851851851855
2006-02-06,34.72,1.08,32.148148148148145
2006-02-07,34.68,1.08,32.11111111111111
2006-02-08,34.24,1.08,31.703703703703702
2006-02-09,34.42,1.08,31.87037037037037
2006-02-10,34.4,1.08,31.851851851851848
2006-02-13,34.59,1.08,32.02777777777778
2006-02-14,34.7,1.08,32.12962962962963
2006-02-15,34.64,1.08,32.07407407407407
2006-02-16,34.6,1.08,32.03703703703704
2006-02-17,34.77,1.08,32.19444444444444
2006-02-21,35.29,1.08,32.675925925925924
2006-02-22,35.71,1.08,33.06481481481482
2006-02-23,35.55,1.08,32.916666666666664
2006-02-24,35.06,1.08,32.46296296296296
2006-02-27,35.17,1.08,32.56481481481482
2006-02-28,35.4,0.0,inf
2006-03-01,35.23,0.0,inf
2006-03-02,34.94,0.0,inf
2006-03-03,34.61,0.0,inf
2006-03-06,35.38,0.0,inf
2006-03-07,35.17,0.0,inf
2006-03-08,35.51,0.0,inf
2006-03-09,36.28,0.0,inf
2006-03-10,36.72,0.0,inf
2006-03-13,37.12,0.0,inf
2006-03-14,37.17,0.0,inf
2006-03-15,37.75,0.0,inf
2006-03-16,38.28,0.0,inf
2006-03-17,38.81,0.0,inf
2006-03-20,38.14,0.0,inf
2006-03-21,37.88,0.0,inf
2006-03-22,37.74,0.0,inf
2006-03-23,37.76,0.0,inf
2006-03-24,37.64,0.0,inf
2006-03-27,37.42,0.0,inf
2006-03-28,37.66,0.0,inf
2006-03-29,38.11,0.0,inf
2006-03-30,37.65,0.0,inf
2006-03-31,37.89,0.0,inf
2006-04-03,36.86,0.0,inf
2006-04-04,36.76,0.0,inf
2006-04-05,37.08,0.0,inf
2006-04-06,36.83,0.0,inf
2006-04-07,36.54,0.0,inf
2006-04-10,36.54,0.0,inf
2006-04-11,36.54,0.0,inf
2006-04-12,36.43,0.0,inf
2006-04-13,36.2,0.0,inf
2006-04-17,36.47,0.0,inf
2006-04-18,37.28,0.0,inf
2006-04-19,37.99,0.0,inf
2006-04-20,38.22,0.0,inf
2006-04-21,38.27,0.0,inf
2006-04-24,37.71,0.0,inf
2006-04-25,37.44,0.0,inf
2006-04-26,36.79,0.0,inf
2006-04-27,37.16,0.0,inf
2006-04-28,37.31,0.0,inf
2006-05-01,36.43,0.0,inf
2006-05-02,36.58,0.0,inf
2006-05-03,37.19,0.0,inf
2006-05-04,37.9,0.0,inf
2006-05-05,37.91,0.0,inf
2006-05-08,38.12,0.0,inf
2006-05-09,38.52,0.0,inf
2006-05-10,38.31,0.0,inf
2006-05-11,36.88,0.0,inf
2006-05-12,36.43,0.0,inf
2006-05-15,36.71,0.0,inf
2006-05-16,36.47,0.0,inf
2006-05-17,36.01,0.0,inf
2006-05-18,35.97,0.0,inf
2006-05-19,36.86,0.0,inf
2006-05-22,36.39,0.0,inf
2006-05-23,36.38,0.0,inf
2006-05-24,35.62,0.0,inf
2006-05-25,36.26,0.0,inf
2006-05-26,37.04,0.0,inf
2006-05-30,37.12,0.0,inf
2006-05-31,37.04,0.0,inf
2006-06-01,37.65,0.0,inf
2006-06-02,37.72,0.0,inf
2006-06-05,37.14,0.0,inf
2006-06-06,36.85,0.0,inf
2006-06-07,36.68,0.0,inf
2006-06-08,36.5,0.0,inf
2006-06-09,36.6,0.0,inf
2006-06-12,36.18,0.0,inf
2006-06-13,36.02,0.0,inf
2006-06-14,36.04,0.0,inf
2006-06-15,37.09,0.0,inf
2006-06-16,36.86,0.0,inf
2006-06-19,36.31,0.0,inf
2006-06-20,36.26,0.0,inf
2006-06-21,36.78,0.0,inf
2006-06-22,36.86,0.0,inf
2006-06-23,36.91,0.0,inf
2006-06-26,37.25,0.0,inf
2006-06-27,37.0,0.0,inf
2006-06-28,37.49,0.0,inf
2006-06-29,38.6,0.0,inf
2006-06-30,38.69,0.0,inf
2006-07-03,39.36,0.0,inf
2006-07-05,39.47,0.0,inf
2006-07-06,39.49,0.0,inf
2006-07-07,38.71,0.0,inf
2006-07-10,39.17,0.0,inf
2006-07-11,39.05,0.0,inf
2006-07-12,39.16,0.0,inf
2006-07-13,39.11,0.0,inf
2006-07-14,38.65,0.0,inf
2006-07-17,38.63,0.0,inf
2006-07-18,39.4,0.0,inf
2006-07-19,40.06,0.0,inf
2006-07-20,39.85,0.0,inf
2006-07-21,39.75,0.0,inf
2006-07-24,40.14,0.0,inf
2006-07-25,40.0,0.0,inf
2006-07-26,39.97,0.0,inf
2006-07-27,39.87,0.0,inf
2006-07-28,40.94,0.79,51.82278481012658
2006-07-31,40.8,0.79,51.645569620253156
2006-08-01,41.24,0.79,52.20253164556962
2006-08-02,41.68,0.79,52.75949367088607
2006-08-03,42.09,0.79,53.27848101265823
2006-08-04,42.75,0.79,54.11392405063291
2006-08-07,41.93,0.79,53.075949367088604
2006-08-08,41.73,0.79,52.82278481012658
2006-08-09,41.85,0.79,52.974683544303794
2006-08-10,42.25,0.79,53.48101265822785
2006-08-11,42.25,0.79,53.48101265822785
2006-08-14,42.75,0.79,54.11392405063291
2006-08-15,42.98,0.79,54.405063291139236
2006-08-16,43.31,0.79,54.822784810126585
2006-08-17,43.01,0.79,54.44303797468354
2006-08-18,43.13,0.79,54.59493670886076
2006-08-21,43.34,0.79,54.86075949367089
2006-08-22,43.43,0.79,54.974683544303794
2006-08-23,43.21,0.79,54.69620253164557
2006-08-24,43.04,0.79,54.48101265822785
2006-08-25,43.02,0.79,54.45569620253165
2006-08-28,43.82,0.79,55.46835443037975
2006-08-29,44.16,0.79,55.89873417721518
2006-08-30,45.16,0.79,57.16455696202531
2006-08-31,45.73,0.79,57.88607594936708
2006-09-01,45.34,0.79,57.39240506329114
2006-09-05,45.51,0.79,57.60759493670886
2006-09-06,45.42,0.79,57.49367088607595
2006-09-07,44.81,0.79,56.721518987341774
2006-09-08,45.62,0.79,57.746835443037966
2006-09-11,45.32,0.79,57.36708860759494
2006-09-12,45.34,0.79,57.39240506329114
2006-09-13,44.98,0.79,56.93670886075949
2006-09-14,44.14,0.79,55.87341772151898
2006-09-15,44.42,0.79,56.22784810126582
2006-09-18,44.46,0.79,56.278481012658226
2006-09-19,45.03,0.79,57.0
2006-09-20,44.56,0.79,56.40506329113924
2006-09-21,44.47,0.79,56.291139240506325
2006-09-22,44.54,0.79,56.379746835443036
2006-09-25,44.04,0.79,55.74683544303797
2006-09-26,44.19,0.79,55.93670886075949
2006-09-27,44.27,0.79,56.037974683544306
2006-09-28,44.07,0.79,55.78481012658228
2006-09-29,44.01,0.79,55.70886075949367
2006-10-02,44.01,0.79,55.70886075949367
2006-10-03,44.4,0.79,56.202531645569614
2006-10-04,44.59,0.79,56.44303797468355
2006-10-05,44.56,0.79,56.40506329113924
2006-10-06,44.34,0.79,56.12658227848102
2006-10-09,42.99,0.79,54.41772151898734
2006-10-10,43.54,0.79,55.11392405063291
2006-10-11,43.27,0.79,54.77215189873418
2006-10-12,44.01,0.79,55.70886075949367
2006-10-13,44.26,0.79,56.0253164556962
2006-10-16,44.36,0.79,56.15189873417721
2006-10-17,44.14,0.79,55.87341772151898
2006-10-18,44.32,0.79,56.10126582278481
2006-10-19,43.92,0.79,55.59493670886076
2006-10-20,44.08,0.79,55.79746835443037
2006-10-23,44.39,0.79,56.189873417721515
2006-10-24,44.43,0.79,56.24050632911392
2006-10-25,44.82,0.79,56.734177215189874
2006-10-26,45.48,0.79,57.56962025316455
2006-10-27,44.58,1.185,37.62025316455696
2006-10-30,44.54,1.185,37.586497890295355
2006-10-31,44.51,1.185,37.561181434599156
2006-11-01,44.25,1.185,37.34177215189873
2006-11-02,43.49,1.185,36.70042194092827
2006-11-03,42.18,1.185,35.59493670886076
2006-11-06,42.63,1.185,35.9746835443038
2006-11-07,42.15,1.185,35.56962025316455
2006-11-08,42.24,1.185,35.64556962025316
2006-11-09,42.25,1.185,35.654008438818565
2006-11-10,42.09,1.185,35.51898734177215
2006-11-13,42.05,1.185,35.485232067510545
2006-11-14,42.19,1.185,35.60337552742616
2006-11-15,42.25,1.185,35.654008438818565
2006-11-16,42.67,1.185,36.0084388185654
2006-11-17,42.88,1.185,36.18565400843882
2006-11-20,44.0,1.185,37.130801687763714
2006-11-21,45.2,1.185,38.143459915611814
2006-11-22,45.15,1.185,38.10126582278481
2006-11-24,45.11,1.185,38.0675105485232
2006-11-27,42.89,1.185,36.19409282700422
2006-11-28,44.04,1.185,37.164556962025316
2006-11-29,44.32,1.185,37.40084388185654
2006-11-30,44.48,1.185,37.53586497890295
2006-12-01,44.46,1.185,37.51898734177215
2006-12-04,45.56,1.185,38.447257383966246
2006-12-05,45.47,1.185,38.371308016877634
2006-12-06,45.47,1.185,38.371308016877634
2006-12-07,45.31,1.185,38.23628691983122
2006-12-08,45.36,1.185,38.278481012658226
2006-12-11,45.83,1.185,38.675105485232066
2006-12-12,45.95,1.185,38.77637130801688
2006-12-13,45.99,1.185,38.81012658227848
2006-12-14,46.32,1.185,39.088607594936704
2006-12-15,46.32,1.185,39.088607594936704
2006-12-18,46.64,1.185,39.358649789029535
2006-12-19,46.68,1.185,39.392405063291136
2006-12-20,47.69,1.185,40.24472573839662
2006-12-21,47.14,1.185,39.780590717299575
2006-12-22,46.59,1.185,39.31645569620253
2006-12-26,47.33,1.185,39.94092827004219
2006-12-27,47.63,1.185,40.19409282700422
2006-12-28,47.89,1.185,40.41350210970464
2006-12-29,48.33,1.185,40.78481012658227
2007-01-03,47.84,1.185,40.37130801687764
2007-01-04,47.8,1.185,40.337552742616026
2007-01-05,47.21,1.185,39.83966244725738
2007-01-08,47.3,1.185,39.915611814345986
2007-01-09,47.9,1.185,40.42194092827004
2007-01-10,48.08,1.185,40.573839662447256
2007-01-11,48.27,1.185,40.734177215189874
2007-01-12,48.66,1.185,41.063291139240505
2007-01-16,49.27,1.185,41.57805907172996
2007-01-17,49.4,1.185,41.687763713080166
2007-01-18,49.42,1.185,41.70464135021097
2007-01-19,49.31,1.185,41.61181434599156
2007-01-22,49.75,1.185,41.983122362869196
2007-01-23,50.02,1.185,42.21097046413502
2007-01-24,50.76,1.185,42.83544303797468
2007-01-25,51.32,1.185,43.30801687763713
2007-01-26,51.41,1.185,43.383966244725734
2007-01-29,51.58,1.185,43.52742616033755
2007-01-30,52.39,1.185,44.210970464135016
2007-01-31,52.81,1.185,44.565400843881854
2007-02-01,53.1,1.185,44.81012658227848
2007-02-02,53.67,1.185,45.291139240506325
2007-02-05,53.81,1.185,45.40928270042194
2007-02-06,53.96,1.185,45.53586497890295
2007-02-07,54.47,1.185,45.96624472573839
2007-02-08,54.04,1.185,45.60337552742616
2007-02-09,53.28,1.185,44.962025316455694
2007-02-12,52.88,1.185,44.62447257383966
2007-02-13,53.33,1.185,45.0042194092827
2007-02-14,53.69,1.185,45.30801687763713
2007-02-15,52.86,1.185,44.60759493670886
2007-02-16,52.99,1.185,44.71729957805907
2007-02-20,53.95,1.185,45.527426160337555
2007-02-21,53.79,1.185,45.392405063291136
2007-02-22,54.19,0.0,inf
2007-02-23,53.92,0.0,inf
2007-02-26,53.77,0.0,inf
2007-02-27,51.82,0.0,inf
2007-02-28,52.34,0.0,inf
2007-03-01,51.62,0.0,inf
2007-03-02,50.57,0.0,inf
2007-03-05,48.77,0.0,inf
2007-03-06,50.53,0.0,inf
2007-03-07,49.47,0.0,inf
2007-03-08,50.55,0.0,inf
2007-03-09,51.11,0.0,inf
2007-03-12,50.58,0.0,inf
2007-03-13,49.3,0.0,inf
2007-03-14,49.33,0.0,inf
2007-03-15,49.77,0.0,inf
2007-03-16,48.84,0.0,inf
2007-03-19,48.93,0.0,inf
2007-03-20,49.38,0.0,inf
2007-03-21,50.1,0.0,inf
2007-03-22,50.02,0.0,inf
2007-03-23,49.53,0.0,inf
2007-03-26,48.88,0.0,inf
2007-03-27,48.27,0.0,inf
2007-03-28,48.11,0.0,inf
2007-03-29,47.7,0.0,inf
2007-03-30,48.11,0.0,inf
2007-04-02,48.29,0.0,inf
2007-04-03,48.48,0.0,inf
2007-04-04,48.27,0.0,inf
2007-04-05,48.42,0.0,inf
2007-04-09,48.35,0.0,inf
2007-04-10,48.65,0.0,inf
2007-04-11,47.86,0.0,inf
2007-04-12,47.41,0.0,inf
2007-04-13,47.52,0.0,inf
2007-04-16,47.57,0.0,inf
2007-04-17,48.44,0.0,inf
2007-04-18,48.48,0.0,inf
2007-04-19,48.54,0.0,inf
2007-04-20,48.92,0.0,inf
2007-04-23,49.3,0.0,inf
2007-04-24,48.64,0.0,inf
2007-04-25,48.27,0.0,inf
2007-04-26,48.18,0.0,inf
2007-04-27,48.14,0.0,inf
2007-04-30,48.14,0.0,inf
2007-05-01,47.9,0.0,inf
2007-05-02,48.38,0.0,inf
2007-05-03,49.18,0.0,inf
2007-05-04,49.38,0.0,inf
2007-05-07,48.89,0.0,inf
2007-05-08,48.76,0.0,inf
2007-05-09,49.59,0.0,inf
2007-05-10,48.6,0.0,inf
2007-05-11,48.91,0.0,inf
2007-05-14,48.19,0.0,inf
2007-05-15,47.73,0.0,inf
2007-05-16,47.33,0.0,inf
2007-05-17,46.31,0.0,inf
2007-05-18,46.53,0.0,inf
2007-05-21,46.25,0.0,inf
2007-05-22,47.0,0.0,inf
2007-05-23,46.44,0.0,inf
2007-05-24,45.16,0.0,inf
2007-05-25,45.55,0.0,inf
2007-05-29,46.33,0.0,inf
2007-05-30,47.44,0.0,inf
2007-05-31,48.37,0.0,inf
2007-06-01,48.0,0.0,inf
2007-06-04,48.17,0.0,inf
2007-06-05,47.79,0.0,inf
2007-06-06,47.54,0.0,inf
2007-06-07,46.08,0.0,inf
2007-06-08,45.68,0.0,inf
2007-06-11,45.0,0.0,inf
2007-06-12,43.66,0.0,inf
2007-06-13,44.17,0.0,inf
2007-06-14,43.09,0.0,inf
2007-06-15,43.7,0.0,inf
2007-06-18,42.65,0.0,inf
2007-06-19,43.05,0.0,inf
2007-06-20,42.05,0.0,inf
2007-06-21,41.88,0.0,inf
2007-06-22,41.41,0.0,inf
2007-06-25,40.65,0.0,inf
2007-06-26,40.24,0.0,inf
2007-06-27,41.34,0.0,inf
2007-06-28,41.18,0.0,inf
2007-06-29,41.4,0.0,inf
2007-07-02,42.99,0.0,inf
2007-07-03,42.95,0.0,inf
2007-07-05,43.94,0.0,inf
2007-07-06,43.88,0.0,inf
2007-07-09,43.74,0.0,inf
2007-07-10,42.37,0.0,inf
2007-07-11,42.0,0.0,inf
2007-07-12,42.88,0.0,inf
2007-07-13,43.11,0.0,inf
2007-07-16,42.82,0.0,inf
2007-07-17,42.18,0.0,inf
2007-07-18,42.13,0.0,inf
2007-07-19,42.16,0.0,inf
2007-07-20,41.18,0.0,inf
2007-07-23,39.83,0.0,inf
