date,BAX,dcf,Deviation
1999-08-10,17.5,,
1999-08-11,17.87,,
1999-08-12,17.96,,
1999-08-13,18.33,,
1999-08-16,18.26,,
1999-08-17,18.47,,
1999-08-18,18.47,,
1999-08-19,18.33,,
1999-08-20,18.47,,
1999-08-23,18.79,,
1999-08-24,18.74,,
1999-08-25,19.22,,
1999-08-26,19.01,,
1999-08-27,18.57,,
1999-08-30,18.5,,
1999-08-31,18.21,,
1999-09-01,18.38,,
1999-09-02,18.26,,
1999-09-03,18.54,,
1999-09-07,18.52,,
1999-09-08,18.43,,
1999-09-09,18.37,,
1999-09-10,18.15,,
1999-09-13,18.15,,
1999-09-14,17.64,,
1999-09-15,17.65,,
1999-09-16,17.28,,
1999-09-17,17.16,,
1999-09-20,17.09,,
1999-09-21,16.52,,
1999-09-22,16.7,,
1999-09-23,16.5,,
1999-09-24,16.13,,
1999-09-27,16.43,,
1999-09-28,16.3,,
1999-09-29,16.09,,
1999-09-30,16.36,,
1999-10-01,16.6,,
1999-10-04,16.65,,
1999-10-05,16.65,,
1999-10-06,16.87,,
1999-10-07,17.53,,
1999-10-08,17.7,,
1999-10-11,17.6,,
1999-10-12,17.53,,
1999-10-13,16.94,,
1999-10-14,16.74,,
1999-10-15,16.5,,
1999-10-18,16.11,,
1999-10-19,16.23,,
1999-10-20,16.6,,
1999-10-21,17.28,,
1999-10-22,17.62,,
1999-10-25,17.79,,
1999-10-26,17.45,,
1999-10-27,17.55,,
1999-10-28,17.64,,
1999-10-29,17.65,,
1999-11-01,17.36,,
1999-11-02,17.13,,
1999-11-03,17.35,,
1999-11-04,17.26,,
1999-11-05,17.74,,
1999-11-08,17.52,,
1999-11-09,17.3,,
1999-11-10,17.16,,
1999-11-11,17.53,,
1999-11-12,17.84,,
1999-11-15,17.86,,
1999-11-16,18.37,,
1999-11-17,18.37,,
1999-11-18,18.2,,
1999-11-19,18.67,,
1999-11-22,18.62,,
1999-11-23,17.89,,
1999-11-24,18.33,,
1999-11-26,18.37,,
1999-11-29,18.45,,
1999-11-30,18.35,,
1999-12-01,18.5,,
1999-12-02,18.38,,
1999-12-03,18.32,,
1999-12-06,17.91,,
1999-12-07,17.47,,
1999-12-08,17.01,,
1999-12-09,16.94,,
1999-12-10,16.84,,
1999-12-13,16.85,,
1999-12-14,17.04,,
1999-12-15,16.84,,
1999-12-16,16.38,,
1999-12-17,16.41,,
1999-12-20,16.33,,
1999-12-21,16.21,,
1999-12-22,16.55,,
1999-12-23,17.01,,
1999-12-27,16.63,,
1999-12-28,16.45,,
1999-12-29,16.69,,
1999-12-30,17.09,,
1999-12-31,17.06,,
2000-01-03,16.67,,
2000-01-04,16.3,,
2000-01-05,17.01,,
2000-01-06,17.36,,
2000-01-07,18.35,,
2000-01-10,17.65,,
2000-01-11,17.65,,
2000-01-12,17.45,,
2000-01-13,17.86,,
2000-01-14,17.31,,
2000-01-18,17.09,,
2000-01-19,17.06,,
2000-01-20,16.57,,
2000-01-21,16.5,,
2000-01-24,16.11,,
2000-01-25,15.75,,
2000-01-26,15.75,,
2000-01-27,17.13,,
2000-01-28,17.03,,
2000-01-31,17.35,,
2000-02-01,17.14,,
2000-02-02,17.21,,
2000-02-03,17.25,,
2000-02-04,17.25,,
2000-02-07,17.13,,
2000-02-08,17.09,,
2000-02-09,17.08,,
2000-02-10,16.45,,
2000-02-11,16.09,,
2000-02-14,16.23,,
2000-02-15,16.06,,
2000-02-16,15.72,,
2000-02-17,15.67,,
2000-02-18,15.18,,
2000-02-22,15.48,,
2000-02-23,15.4,,
2000-02-24,14.97,,
2000-02-25,14.72,,
2000-02-28,14.9,,
2000-02-29,14.8,,
2000-03-01,15.23,,
2000-03-02,15.43,,
2000-03-03,15.38,,
2000-03-06,14.77,,
2000-03-07,14.07,,
2000-03-08,14.7,,
2000-03-09,15.14,,
2000-03-10,15.23,,
2000-03-13,14.6,,
2000-03-14,14.67,,
2000-03-15,16.01,,
2000-03-16,16.94,,
2000-03-17,16.77,,
2000-03-20,16.75,,
2000-03-21,17.08,,
2000-03-22,17.04,,
2000-03-23,17.36,,
2000-03-24,16.7,,
2000-03-27,16.35,,
2000-03-28,16.38,,
2000-03-29,16.36,,
2000-03-30,16.7,,
2000-03-31,17.03,,
2000-04-03,16.89,,
2000-04-04,16.86,,
2000-04-05,16.8,,
2000-04-06,16.3,,
2000-04-07,16.14,,
2000-04-10,16.47,,
2000-04-11,16.75,,
2000-04-12,16.55,,
2000-04-13,16.31,,
2000-04-14,15.36,,
2000-04-17,15.33,,
2000-04-18,15.72,,
2000-04-19,15.82,,
2000-04-20,16.24,,
2000-04-24,16.84,,
2000-04-25,18.06,,
2000-04-26,17.67,,
2000-04-27,17.81,,
2000-04-28,17.69,,
2000-05-01,17.26,,
2000-05-02,17.31,,
2000-05-03,16.92,,
2000-05-04,16.72,,
2000-05-05,16.79,,
2000-05-08,17.38,,
2000-05-09,17.91,,
2000-05-10,18.04,,
2000-05-11,18.42,,
2000-05-12,17.93,,
2000-05-15,18.16,,
2000-05-16,18.33,,
2000-05-17,18.11,,
2000-05-18,18.2,,
2000-05-19,18.16,,
2000-05-22,18.2,,
2000-05-23,18.38,,
2000-05-24,18.71,,
2000-05-25,18.37,,
2000-05-26,17.81,,
2000-05-30,17.98,,
2000-05-31,18.06,,
2000-06-01,18.38,,
2000-06-02,17.26,,
2000-06-05,17.89,,
2000-06-06,17.62,,
2000-06-07,17.11,,
2000-06-08,17.35,,
2000-06-09,17.59,,
2000-06-12,17.75,,
2000-06-13,18.16,,
2000-06-14,18.37,,
2000-06-15,18.26,,
2000-06-16,17.99,,
2000-06-19,18.03,,
2000-06-20,18.11,,
2000-06-21,18.47,,
2000-06-22,18.06,,
2000-06-23,17.94,,
2000-06-26,18.47,,
2000-06-27,18.72,,
2000-06-28,19.35,,
2000-06-29,19.55,,
2000-06-30,19.1,,
2000-07-03,19.28,,
2000-07-05,20.18,,
2000-07-06,19.23,,
2000-07-07,19.15,,
2000-07-10,19.44,,
2000-07-11,19.54,,
2000-07-12,19.54,,
2000-07-13,19.2,,
2000-07-14,18.88,,
2000-07-17,19.72,,
2000-07-18,19.78,,
2000-07-19,19.98,,
2000-07-20,20.32,,
2000-07-21,21.35,,
2000-07-24,21.19,,
2000-07-25,20.27,,
2000-07-26,20.23,,
2000-07-27,20.23,,
2000-07-28,20.9,,
2000-07-31,21.12,,
2000-08-01,21.17,,
2000-08-02,21.47,,
2000-08-03,21.44,,
2000-08-04,21.03,,
2000-08-07,21.26,,
2000-08-08,20.59,,
2000-08-09,20.39,,
2000-08-10,21.73,,
2000-08-11,21.44,,
2000-08-14,21.73,,
2000-08-15,22.08,,
2000-08-16,21.25,,
2000-08-17,21.56,,
2000-08-18,21.56,,
2000-08-21,21.73,,
2000-08-22,21.78,,
2000-08-23,22.22,,
2000-08-24,22.95,,
2000-08-25,22.96,,
2000-08-28,22.85,,
2000-08-29,22.81,,
2000-08-30,23.02,,
2000-08-31,22.61,,
2000-09-01,22.85,,
2000-09-05,22.44,,
2000-09-06,22.13,,
2000-09-07,22.14,,
2000-09-08,22.62,,
2000-09-11,22.26,,
2000-09-12,22.42,,
2000-09-13,21.96,,
2000-09-14,21.69,,
2000-09-15,21.57,,
2000-09-18,22.0,,
2000-09-19,21.73,,
2000-09-20,21.42,,
2000-09-21,21.68,,
2000-09-22,22.3,,
2000-09-25,22.19,,
2000-09-26,22.02,,
2000-09-27,21.46,,
2000-09-28,21.46,,
2000-09-29,21.68,,
2000-10-02,21.2,,
2000-10-03,21.47,,
2000-10-04,20.83,,
2000-10-05,22.3,,
2000-10-06,22.44,,
2000-10-09,22.07,,
2000-10-10,22.71,,
2000-10-11,23.1,,
2000-10-12,22.76,,
2000-10-13,22.81,,
2000-10-16,23.39,,
2000-10-17,23.95,,
2000-10-18,24.14,,
2000-10-19,21.32,,
2000-10-20,20.57,,
2000-10-23,20.79,,
2000-10-24,20.78,,
2000-10-25,21.42,,
2000-10-26,21.25,,
2000-10-27,21.66,,
2000-10-30,22.19,,
2000-10-31,22.32,,
2000-11-01,22.24,,
2000-11-02,21.73,,
2000-11-03,21.88,,
2000-11-06,22.17,,
2000-11-07,22.34,,
2000-11-08,22.49,,
2000-11-09,22.56,,
2000-11-10,22.71,,
2000-11-13,22.46,,
2000-11-14,22.32,,
2000-11-15,22.59,,
2000-11-16,22.27,,
2000-11-17,22.1,,
2000-11-20,22.61,,
2000-11-21,22.92,,
2000-11-22,22.58,,
2000-11-24,22.46,,
2000-11-27,22.47,,
2000-11-28,23.07,,
2000-11-29,23.61,,
2000-11-30,23.51,,
2000-12-01,23.17,,
2000-12-04,23.37,,
2000-12-05,23.32,,
2000-12-06,23.27,,
2000-12-07,23.48,,
2000-12-08,23.34,,
2000-12-11,22.76,,
2000-12-12,22.95,,
2000-12-13,23.1,,
2000-12-14,23.09,,
2000-12-15,23.07,,
2000-12-18,23.17,,
2000-12-19,23.41,,
2000-12-20,22.95,,
2000-12-21,23.05,,
2000-12-22,22.71,,
2000-12-26,23.2,,
2000-12-27,23.66,,
2000-12-28,24.07,,
2000-12-29,23.98,,
2001-01-02,24.34,,
2001-01-03,23.46,,
2001-01-04,22.13,,
2001-01-05,22.54,,
2001-01-08,23.09,,
2001-01-09,23.32,,
2001-01-10,23.07,,
2001-01-11,22.98,,
2001-01-12,22.66,,
2001-01-16,23.03,,
2001-01-17,22.56,,
2001-01-18,23.09,,
2001-01-19,22.56,,
2001-01-22,23.59,,
2001-01-23,23.09,,
2001-01-24,22.63,,
2001-01-25,23.51,,
2001-01-26,23.78,,
2001-01-29,23.83,,
2001-01-30,23.76,,
2001-01-31,23.87,,
2001-02-01,23.89,,
2001-02-02,23.8,,
2001-02-05,23.86,,
2001-02-06,23.89,,
2001-02-07,23.89,,
2001-02-08,23.97,,
2001-02-09,23.91,,
2001-02-12,24.31,,
2001-02-13,24.1,,
2001-02-14,23.85,,
2001-02-15,23.35,,
2001-02-16,23.56,,
2001-02-20,24.23,,
2001-02-21,24.9,,
2001-02-22,24.58,,
2001-02-23,24.28,,
2001-02-26,24.54,,
2001-02-27,24.72,,
2001-02-28,25.01,,
2001-03-01,25.15,,
2001-03-02,25.35,,
2001-03-05,25.86,,
2001-03-06,25.65,,
2001-03-07,24.54,,
2001-03-08,25.18,,
2001-03-09,25.23,,
2001-03-12,24.51,,
2001-03-13,24.96,,
2001-03-14,24.58,,
2001-03-15,24.46,,
2001-03-16,24.42,,
2001-03-19,24.45,,
2001-03-20,24.28,,
2001-03-21,24.29,,
2001-03-22,23.14,,
2001-03-23,23.9,,
2001-03-26,24.21,,
2001-03-27,24.54,,
2001-03-28,25.17,,
2001-03-29,25.52,,
2001-03-30,25.57,,
2001-04-02,25.17,,
2001-04-03,24.44,,
2001-04-04,25.05,,
2001-04-05,25.53,,
2001-04-06,24.33,,
2001-04-09,24.56,,
2001-04-10,24.59,,
2001-04-11,24.17,,
2001-04-12,24.32,,
2001-04-16,24.57,,
2001-04-17,24.97,,
2001-04-18,24.63,,
2001-04-19,24.28,,
2001-04-20,24.35,,
2001-04-23,24.23,,
2001-04-24,23.87,,
2001-04-25,24.71,,
2001-04-26,24.77,,
2001-04-27,24.9,,
2001-04-30,24.76,,
2001-05-01,25.35,,
2001-05-02,24.86,,
2001-05-03,25.44,,
2001-05-04,25.72,,
2001-05-07,25.83,,
2001-05-08,25.33,,
2001-05-09,25.49,,
2001-05-10,25.4,,
2001-05-11,25.12,,
2001-05-14,25.2,,
2001-05-15,25.66,,
2001-05-16,25.91,,
2001-05-17,26.4,,
2001-05-18,26.15,,
2001-05-21,26.66,,
2001-05-22,26.72,,
2001-05-23,26.61,,
2001-05-24,26.61,,
2001-05-25,26.3,,
2001-05-29,26.24,,
2001-05-30,26.64,,
2001-05-31,26.82,,
2001-06-01,27.22,,
2001-06-04,27.48,,
2001-06-05,27.29,,
2001-06-06,27.0,,
2001-06-07,27.04,,
2001-06-08,27.15,,
2001-06-11,26.82,,
2001-06-12,26.78,,
2001-06-13,26.9,,
2001-06-14,27.04,,
2001-06-15,27.46,,
2001-06-18,27.53,,
2001-06-19,28.39,,
2001-06-20,28.61,,
2001-06-21,29.33,,
2001-06-22,28.56,,
2001-06-25,28.68,,
2001-06-26,28.33,,
2001-06-27,28.5,,
2001-06-28,28.8,,
2001-06-29,27.43,,
2001-07-02,27.16,,
2001-07-03,26.61,,
2001-07-05,26.34,,
2001-07-06,26.02,,
2001-07-09,26.71,,
2001-07-10,26.37,,
2001-07-11,26.0,,
2001-07-12,26.14,,
2001-07-13,25.88,,
2001-07-16,25.99,,
2001-07-17,25.96,,
2001-07-18,25.8,,
2001-07-19,26.4,,
2001-07-20,26.4,,
2001-07-23,26.53,,
2001-07-24,26.18,,
2001-07-25,27.0,,
2001-07-26,27.0,,
2001-07-27,26.53,,
2001-07-30,26.56,,
2001-07-31,27.05,,
2001-08-01,27.18,,
2001-08-02,26.47,,
2001-08-03,26.18,,
2001-08-06,25.94,,
2001-08-07,26.59,,
2001-08-08,26.38,,
2001-08-09,26.91,,
2001-08-10,26.92,,
2001-08-13,27.6,,
2001-08-14,28.17,,
2001-08-15,28.36,,
2001-08-16,28.27,,
2001-08-17,28.9,,
2001-08-20,28.65,,
2001-08-21,28.31,,
2001-08-22,28.42,,
2001-08-23,28.38,,
2001-08-24,28.75,,
2001-08-27,28.79,,
2001-08-28,28.12,,
2001-08-29,28.25,,
2001-08-30,28.54,,
2001-08-31,28.03,,
2001-09-04,28.35,,
2001-09-05,28.93,,
2001-09-06,28.9,,
2001-09-07,28.52,,
2001-09-10,28.96,,
2001-09-17,29.01,,
2001-09-18,28.79,,
2001-09-19,28.53,,
2001-09-20,28.19,,
2001-09-21,27.57,,
2001-09-24,27.39,,
2001-09-25,27.93,,
2001-09-26,28.71,,
2001-09-27,29.9,,
2001-09-28,29.9,,
2001-10-01,30.15,,
2001-10-02,29.06,,
2001-10-03,28.27,,
2001-10-04,28.52,,
2001-10-05,28.9,,
2001-10-08,29.04,,
2001-10-09,28.98,,
2001-10-10,29.03,,
2001-10-11,28.29,,
2001-10-12,28.57,,
2001-10-15,28.14,,
2001-10-16,28.0,,
2001-10-17,27.94,,
2001-10-18,26.9,,
2001-10-19,27.84,,
2001-10-22,28.28,,
2001-10-23,28.22,,
2001-10-24,27.35,,
2001-10-25,27.06,,
2001-10-26,27.15,,
2001-10-29,26.75,,
2001-10-30,26.28,,
2001-10-31,26.27,,
2001-11-01,26.7,,
2001-11-02,26.62,,
2001-11-05,25.17,,
2001-11-06,24.96,,
2001-11-07,26.01,,
2001-11-08,25.92,,
2001-11-09,25.79,,
2001-11-12,26.26,,
2001-11-13,26.58,,
2001-11-14,26.07,,
2001-11-15,26.32,,
2001-11-16,26.71,,
2001-11-19,26.59,,
2001-11-20,26.9,,
2001-11-21,26.81,,
2001-11-23,26.62,,
2001-11-26,26.91,,
2001-11-27,26.9,,
2001-11-28,27.25,,
2001-11-29,28.16,,
2001-11-30,28.25,,
2001-12-03,27.96,,
2001-12-04,27.91,,
2001-12-05,27.32,,
2001-12-06,26.94,,
2001-12-07,27.69,,
2001-12-10,27.76,,
2001-12-11,27.91,,
2001-12-12,27.58,,
2001-12-13,27.29,,
2001-12-14,27.95,,
2001-12-17,28.11,,
2001-12-18,27.96,,
2001-12-19,28.14,,
2001-12-20,28.41,,
2001-12-21,28.98,,
2001-12-24,28.97,,
2001-12-26,29.14,,
2001-12-27,29.07,,
2001-12-28,29.11,,
2001-12-31,29.13,,
2002-01-02,28.84,,
2002-01-03,28.55,,
2002-01-04,28.71,,
2002-01-07,28.5,,
2002-01-08,28.23,,
2002-01-09,27.94,,
2002-01-10,28.07,,
2002-01-11,28.69,,
2002-01-14,28.83,,
2002-01-15,28.8,,
2002-01-16,28.65,,
2002-01-17,28.94,,
2002-01-18,28.99,,
2002-01-22,29.23,,
2002-01-23,29.91,,
2002-01-24,28.63,,
2002-01-25,28.53,,
2002-01-28,28.68,,
2002-01-29,28.35,,
2002-01-30,29.2,,
2002-01-31,30.33,,
2002-02-01,30.15,,
2002-02-04,29.63,,
2002-02-05,30.24,,
2002-02-06,30.11,,
2002-02-07,29.68,,
2002-02-08,29.72,,
2002-02-11,30.15,,
2002-02-12,30.31,,
2002-02-13,30.42,,
2002-02-14,30.52,,
2002-02-15,30.73,,
2002-02-19,30.07,,
2002-02-20,30.36,,
2002-02-21,29.85,,
2002-02-22,30.14,,
2002-02-25,29.8,,
2002-02-26,29.6,,
2002-02-27,30.26,,
2002-02-28,30.14,,
2002-03-01,30.08,,
2002-03-04,30.42,,
2002-03-05,29.97,,
2002-03-06,30.18,,
2002-03-07,30.26,,
2002-03-08,29.88,,
2002-03-11,29.74,,
2002-03-12,29.94,,
2002-03-13,30.12,,
2002-03-14,30.34,,
2002-03-15,31.4,,
2002-03-18,31.16,,
2002-03-19,31.0,,
2002-03-20,30.84,,
2002-03-21,31.45,,
2002-03-22,31.4,,
2002-03-25,31.65,,
2002-03-26,32.05,,
2002-03-27,32.37,,
2002-03-28,32.33,,
2002-04-01,31.93,,
2002-04-02,31.45,,
2002-04-03,30.93,,
2002-04-04,31.43,,
2002-04-05,31.31,,
2002-04-08,31.83,,
2002-04-09,32.05,,
2002-04-10,32.31,,
2002-04-11,31.45,,
2002-04-12,31.1,,
2002-04-15,31.04,,
2002-04-16,31.24,,
2002-04-17,30.69,,
2002-04-18,31.48,,
2002-04-19,31.8,,
2002-04-22,31.12,,
2002-04-23,30.76,,
2002-04-24,30.61,,
2002-04-25,30.5,,
2002-04-26,30.77,,
2002-04-29,30.07,,
2002-04-30,30.91,,
2002-05-01,31.12,,
2002-05-02,30.96,,
2002-05-03,30.92,,
2002-05-06,30.64,,
2002-05-07,30.2,,
2002-05-08,30.15,,
2002-05-09,29.86,,
2002-05-10,29.68,,
2002-05-13,29.83,,
2002-05-14,29.86,,
2002-05-15,28.97,,
2002-05-16,28.69,,
2002-05-17,29.06,,
2002-05-20,28.76,,
2002-05-21,28.8,,
2002-05-22,28.2,,
2002-05-23,28.75,,
2002-05-24,28.67,,
2002-05-28,28.4,,
2002-05-29,29.09,,
2002-05-30,29.05,,
2002-05-31,29.17,,
2002-06-03,28.68,,
2002-06-04,28.39,,
2002-06-05,28.29,,
2002-06-06,27.47,,
2002-06-07,27.38,,
2002-06-10,27.92,,
2002-06-11,26.52,,
2002-06-12,25.31,,
2002-06-13,24.98,,
2002-06-14,25.24,,
2002-06-17,25.89,,
2002-06-18,26.43,,
2002-06-19,26.4,,
2002-06-20,25.73,,
2002-06-21,24.92,,
2002-06-24,24.81,,
2002-06-25,24.29,,
2002-06-26,23.95,,
2002-06-27,24.5,,
2002-06-28,24.14,,
2002-07-01,23.25,,
2002-07-02,22.73,,
2002-07-03,22.32,,
2002-07-05,23.49,,
2002-07-08,23.22,,
2002-07-09,22.35,,
2002-07-10,21.44,,
2002-07-11,21.72,,
2002-07-12,22.3,,
2002-07-15,22.25,,
2002-07-16,22.35,,
2002-07-17,23.58,,
2002-07-18,17.38,,
2002-07-19,17.25,,
2002-07-22,16.81,,
2002-07-23,17.32,,
2002-07-24,18.82,,
2002-07-25,19.49,,
2002-07-26,19.87,,
2002-07-29,21.13,,
2002-07-30,20.77,,
2002-07-31,21.68,,
2002-08-01,20.74,,
2002-08-02,20.77,,
2002-08-05,19.42,,
2002-08-06,19.77,,
2002-08-07,20.09,,
2002-08-08,20.73,,
2002-08-09,20.58,,
2002-08-12,20.32,,
2002-08-13,19.82,,
2002-08-14,19.28,,
2002-08-15,19.26,,
2002-08-16,18.47,,
2002-08-19,19.09,,
2002-08-20,18.94,,
2002-08-21,19.55,,
2002-08-22,19.83,,
2002-08-23,19.45,,
2002-08-26,20.12,,
2002-08-27,20.46,,
2002-08-28,20.28,,
2002-08-29,20.14,,
2002-08-30,19.71,,
2002-09-03,19.06,,
2002-09-04,19.47,,
2002-09-05,19.34,,
2002-09-06,19.12,,
2002-09-09,19.19,,
2002-09-10,19.15,,
2002-09-11,18.96,,
2002-09-12,17.7,,
2002-09-13,17.62,,
2002-09-16,18.14,,
2002-09-17,17.56,,
2002-09-18,17.93,,
2002-09-19,17.84,,
2002-09-20,17.54,,
2002-09-23,16.85,,
2002-09-24,17.02,,
2002-09-25,17.69,,
2002-09-26,17.97,,
2002-09-27,17.06,,
2002-09-30,16.59,,
2002-10-01,16.09,,
2002-10-02,14.33,,
2002-10-03,14.72,,
2002-10-04,14.61,,
2002-10-07,15.17,,
2002-10-08,15.46,,
2002-10-09,15.36,,
2002-10-10,15.48,,
2002-10-11,15.56,,
2002-10-14,15.94,,
2002-10-15,16.3,,
2002-10-16,15.89,,
2002-10-17,14.53,,
2002-10-18,15.12,,
2002-10-21,15.43,,
2002-10-22,15.37,,
2002-10-23,14.96,,
2002-10-24,14.36,,
2002-10-25,14.77,,
2002-10-28,15.06,,
2002-10-29,14.53,,
2002-10-30,13.64,,
2002-10-31,13.59,,
2002-11-01,13.16,,
2002-11-04,13.66,,
2002-11-05,13.66,,
2002-11-06,13.95,,
2002-11-07,13.99,,
2002-11-08,14.35,,
2002-11-11,14.31,,
2002-11-12,15.2,,
2002-11-13,15.68,,
2002-11-14,16.28,,
2002-11-15,16.33,,
2002-11-18,16.43,,
2002-11-19,16.65,,
2002-11-20,16.19,,
2002-11-21,16.62,,
2002-11-22,16.99,,
2002-11-25,17.0,,
2002-11-26,17.08,,
2002-11-27,16.58,,
2002-11-29,17.38,,
2002-12-02,17.09,,
2002-12-03,17.22,,
2002-12-04,17.43,,
2002-12-05,17.22,,
2002-12-06,17.38,,
2002-12-09,17.41,,
2002-12-10,17.0,,
2002-12-11,15.63,,
2002-12-12,15.78,,
2002-12-13,15.78,,
2002-12-16,16.11,,
2002-12-17,16.02,,
2002-12-18,15.88,,
2002-12-19,15.59,,
2002-12-20,15.34,,
2002-12-23,15.25,,
2002-12-24,15.34,,
2002-12-26,15.15,,
2002-12-27,15.02,,
2002-12-30,15.12,,
2002-12-31,15.21,,
2003-01-02,15.58,,
2003-01-03,15.51,,
2003-01-06,15.92,,
2003-01-07,15.73,,
2003-01-08,15.77,,
2003-01-09,16.46,,
2003-01-10,16.51,,
2003-01-13,16.85,,
2003-01-14,16.95,,
2003-01-15,16.53,,
2003-01-16,16.65,,
2003-01-17,16.49,,
2003-01-21,16.42,,
2003-01-22,16.05,,
2003-01-23,15.89,,
2003-01-24,15.64,,
2003-01-27,15.48,,
2003-01-28,15.73,,
2003-01-29,15.57,,
2003-01-30,15.24,,
2003-01-31,15.31,,
2003-02-03,15.38,,
2003-02-04,15.32,,
2003-02-05,15.2,,
2003-02-06,15.21,,
2003-02-07,14.94,,
2003-02-10,14.59,,
2003-02-11,14.5,,
2003-02-12,14.25,,
2003-02-13,14.15,,
2003-02-14,14.71,,
2003-02-18,15.11,,
2003-02-19,14.94,,
2003-02-20,14.88,,
2003-02-21,15.26,,
2003-02-24,15.0,,
2003-02-25,15.26,,
2003-02-26,15.29,,
2003-02-27,15.36,,
2003-02-28,15.42,,
2003-03-03,15.52,,
2003-03-04,15.55,,
2003-03-05,15.63,,
2003-03-06,15.56,,
2003-03-07,15.59,,
2003-03-10,15.34,,
2003-03-11,15.07,,
2003-03-12,14.81,,
2003-03-13,11.73,,
2003-03-14,10.67,,
2003-03-17,10.97,,
2003-03-18,11.1,,
2003-03-19,11.41,,
2003-03-20,11.2,,
2003-03-21,11.12,,
2003-03-24,10.57,,
2003-03-25,10.65,,
2003-03-26,10.61,,
2003-03-27,10.62,,
2003-03-28,10.41,,
2003-03-31,10.12,,
2003-04-01,10.08,,
2003-04-02,10.42,,
2003-04-03,10.3,,
2003-04-04,10.13,,
2003-04-07,10.2,,
2003-04-08,10.3,,
2003-04-09,10.37,,
2003-04-10,10.46,,
2003-04-11,10.72,,
2003-04-14,10.86,,
2003-04-15,10.92,,
2003-04-16,10.4,,
2003-04-17,10.52,,
2003-04-21,10.65,,
2003-04-22,10.98,,
2003-04-23,11.63,,
2003-04-24,11.8,,
2003-04-25,11.72,,
2003-04-28,12.13,,
2003-04-29,12.04,,
2003-04-30,12.49,,
2003-05-01,12.55,,
2003-05-02,12.73,,
2003-05-05,12.62,,
2003-05-06,12.46,,
2003-05-07,12.46,,
2003-05-08,12.22,,
2003-05-09,12.22,,
2003-05-12,12.35,,
2003-05-13,12.57,,
2003-05-14,12.74,,
2003-05-15,13.38,,
2003-05-16,12.22,,
2003-05-19,12.21,,
2003-05-20,12.43,,
2003-05-21,12.53,,
2003-05-22,12.69,,
2003-05-23,12.94,,
2003-05-27,12.9,,
2003-05-28,12.98,,
2003-05-29,12.94,,
2003-05-30,13.76,,
2003-06-02,13.54,,
2003-06-03,13.76,,
2003-06-04,13.93,,
2003-06-05,14.13,,
2003-06-06,14.17,,
2003-06-09,13.81,,
2003-06-10,14.01,,
2003-06-11,14.37,,
2003-06-12,13.91,,
2003-06-13,13.6,,
2003-06-16,14.12,,
2003-06-17,14.35,,
2003-06-18,14.27,,
2003-06-19,13.89,,
2003-06-20,14.07,,
2003-06-23,13.69,,
2003-06-24,13.63,,
2003-06-25,13.58,,
2003-06-26,13.79,,
2003-06-27,13.66,,
2003-06-30,14.12,,
2003-07-01,13.89,,
2003-07-02,13.59,,
2003-07-03,13.58,,
2003-07-07,13.72,,
2003-07-08,13.64,,
2003-07-09,13.58,,
2003-07-10,13.53,,
2003-07-11,13.78,,
2003-07-14,13.57,,
2003-07-15,13.44,,
2003-07-16,13.03,,
2003-07-17,13.31,,
2003-07-18,14.12,,
2003-07-21,14.19,,
2003-07-22,14.63,,
2003-07-23,14.58,,
2003-07-24,14.64,,
2003-07-25,15.34,,
2003-07-28,14.94,,
2003-07-29,14.57,,
2003-07-30,14.88,,
2003-07-31,15.0,,
2003-08-01,15.38,,
2003-08-04,15.38,,
2003-08-05,14.83,,
2003-08-06,14.98,,
2003-08-07,15.16,,
2003-08-08,15.07,,
2003-08-11,15.39,,
2003-08-12,15.37,,
2003-08-13,15.29,,
2003-08-14,15.32,,
2003-08-15,15.38,,
2003-08-18,15.47,,
2003-08-19,15.39,,
2003-08-20,15.12,,
2003-08-21,15.02,,
2003-08-22,14.62,,
2003-08-25,14.81,,
2003-08-26,14.98,,
2003-08-27,14.64,,
2003-08-28,15.07,,
2003-08-29,15.26,,
2003-09-02,15.55,,
2003-09-03,15.48,,
2003-09-04,15.48,,
2003-09-05,15.63,,
2003-09-08,15.83,,
2003-09-09,15.64,,
2003-09-10,15.96,,
2003-09-11,16.19,,
2003-09-12,16.65,,
2003-09-15,16.57,,
2003-09-16,16.28,,
2003-09-17,16.3,,
2003-09-18,16.57,,
2003-09-19,16.37,,
2003-09-22,16.09,,
2003-09-23,16.28,,
2003-09-24,15.78,,
2003-09-25,15.84,,
2003-09-26,15.68,,
2003-09-29,15.61,,
2003-09-30,15.78,,
2003-10-01,16.24,,
2003-10-02,16.24,,
2003-10-03,16.13,,
2003-10-06,16.19,,
2003-10-07,16.53,,
2003-10-08,16.63,,
2003-10-09,16.24,,
2003-10-10,16.3,,
2003-10-13,16.3,,
2003-10-14,16.37,,
2003-10-15,16.36,,
2003-10-16,16.11,,
2003-10-17,15.82,,
2003-10-20,15.99,,
2003-10-21,15.69,,
2003-10-22,15.48,,
2003-10-23,15.62,,
2003-10-24,15.74,,
2003-10-27,15.48,,
2003-10-28,15.7,,
2003-10-29,15.4,,
2003-10-30,14.93,,
2003-10-31,14.44,,
2003-11-03,14.63,,
2003-11-04,14.36,,
2003-11-05,14.39,,
2003-11-06,14.46,,
2003-11-07,14.62,,
2003-11-10,14.54,,
2003-11-11,14.56,,
2003-11-12,14.63,,
2003-11-13,15.18,,
2003-11-14,15.28,,
2003-11-17,15.01,,
