date,LIN,dcf,Deviation
1993-03-04,8.5,,
1993-03-05,8.5,,
1993-03-08,8.81,,
1993-03-09,8.56,,
1993-03-10,8.69,,
1993-03-11,8.63,,
1993-03-12,8.5,,
1993-03-15,8.63,,
1993-03-16,8.5,,
1993-03-17,8.75,,
1993-03-18,8.69,,
1993-03-19,8.69,,
1993-03-22,8.75,,
1993-03-23,8.94,,
1993-03-24,8.81,,
1993-03-25,8.81,,
1993-03-26,8.94,,
1993-03-29,9.06,,
1993-03-30,9.0,,
1993-03-31,8.81,,
1993-04-01,8.56,,
1993-04-02,8.38,,
1993-04-05,8.5,,
1993-04-06,8.31,,
1993-04-07,8.38,,
1993-04-08,8.38,,
1993-04-12,8.75,,
1993-04-13,8.81,,
1993-04-14,8.69,,
1993-04-15,8.81,,
1993-04-16,8.88,,
1993-04-19,9.13,,
1993-04-20,8.94,,
1993-04-21,8.94,,
1993-04-22,9.0,,
1993-04-23,8.94,,
1993-04-26,7.69,,
1993-04-27,7.38,,
1993-04-28,7.5,,
1993-04-29,7.56,,
1993-04-30,7.81,,
1993-05-03,7.88,,
1993-05-04,7.63,,
1993-05-05,7.63,,
1993-05-06,7.56,,
1993-05-07,7.5,,
1993-05-10,7.38,,
1993-05-11,7.38,,
1993-05-12,7.5,,
1993-05-13,7.31,,
1993-05-14,7.19,,
1993-05-17,7.19,,
1993-05-18,7.38,,
1993-05-19,7.69,,
1993-05-20,7.69,,
1993-05-21,7.81,,
1993-05-24,7.81,,
1993-05-25,7.69,,
1993-05-26,7.88,,
1993-05-27,8.0,,
1993-05-28,7.81,,
1993-06-01,7.88,,
1993-06-02,7.81,,
1993-06-03,7.5,,
1993-06-04,7.44,,
1993-06-07,7.38,,
1993-06-08,7.31,,
1993-06-09,7.44,,
1993-06-10,7.25,,
1993-06-11,7.31,,
1993-06-14,7.38,,
1993-06-15,7.56,,
1993-06-16,7.63,,
1993-06-17,7.75,,
1993-06-18,7.63,,
1993-06-21,7.81,,
1993-06-22,7.81,,
1993-06-23,7.75,,
1993-06-24,7.63,,
1993-06-25,7.56,,
1993-06-28,7.69,,
1993-06-29,7.63,,
1993-06-30,7.75,,
1993-07-01,7.88,,
1993-07-02,7.88,,
1993-07-06,7.75,,
1993-07-07,7.75,,
1993-07-08,8.0,,
1993-07-09,7.81,,
1993-07-12,8.13,,
1993-07-13,7.94,,
1993-07-14,7.81,,
1993-07-15,8.0,,
1993-07-16,8.0,,
1993-07-19,7.81,,
1993-07-20,7.69,,
1993-07-21,7.94,,
1993-07-22,7.81,,
1993-07-23,7.88,,
1993-07-26,7.88,,
1993-07-27,7.81,,
1993-07-28,7.88,,
1993-07-29,7.81,,
1993-07-30,7.81,,
1993-08-02,7.81,,
1993-08-03,7.75,,
1993-08-04,7.81,,
1993-08-05,7.75,,
1993-08-06,7.88,,
1993-08-09,8.0,,
1993-08-10,7.94,,
1993-08-11,7.88,,
1993-08-12,7.81,,
1993-08-13,7.88,,
1993-08-16,7.88,,
1993-08-17,7.75,,
1993-08-18,7.75,,
1993-08-19,7.69,,
1993-08-20,7.63,,
1993-08-23,7.88,,
1993-08-24,7.88,,
1993-08-25,7.81,,
1993-08-26,7.69,,
1993-08-27,7.75,,
1993-08-30,7.69,,
1993-08-31,7.69,,
1993-09-01,7.56,,
1993-09-02,7.75,,
1993-09-03,7.94,,
1993-09-07,7.88,,
1993-09-08,7.69,,
1993-09-09,7.75,,
1993-09-10,7.69,,
1993-09-13,7.88,,
1993-09-14,7.63,,
1993-09-15,7.75,,
1993-09-16,7.88,,
1993-09-17,7.88,,
1993-09-20,7.81,,
1993-09-21,7.88,,
1993-09-22,7.94,,
1993-09-23,7.63,,
1993-09-24,7.69,,
1993-09-27,7.75,,
1993-09-28,7.56,,
1993-09-29,7.63,,
1993-09-30,7.75,,
1993-10-01,7.81,,
1993-10-04,7.88,,
1993-10-05,7.81,,
1993-10-06,7.81,,
1993-10-07,7.81,,
1993-10-08,7.81,,
1993-10-11,7.94,,
1993-10-12,7.75,,
1993-10-13,7.75,,
1993-10-14,7.56,,
1993-10-15,7.69,,
1993-10-18,7.75,,
1993-10-19,7.5,,
1993-10-20,7.5,,
1993-10-21,7.69,,
1993-10-22,7.56,,
1993-10-25,7.75,,
1993-10-26,7.88,,
1993-10-27,7.94,,
1993-10-28,8.06,,
1993-10-29,8.06,,
1993-11-01,8.31,,
1993-11-02,8.5,,
1993-11-03,8.5,,
1993-11-04,8.31,,
1993-11-05,8.19,,
1993-11-08,8.38,,
1993-11-09,8.38,,
1993-11-10,8.19,,
1993-11-11,8.44,,
1993-11-12,8.5,,
1993-11-15,8.31,,
1993-11-16,8.31,,
1993-11-17,8.13,,
1993-11-18,8.31,,
1993-11-19,8.25,,
1993-11-22,7.94,,
1993-11-23,7.88,,
1993-11-24,8.0,,
1993-11-26,8.06,,
1993-11-29,8.13,,
1993-11-30,8.06,,
1993-12-01,7.94,,
1993-12-02,8.13,,
1993-12-03,8.38,,
1993-12-06,8.44,,
1993-12-07,8.31,,
1993-12-08,8.31,,
1993-12-09,8.0,,
1993-12-10,8.19,,
1993-12-13,8.44,,
1993-12-14,8.25,,
1993-12-15,8.0,,
1993-12-16,8.44,,
1993-12-17,8.38,,
1993-12-20,8.13,,
1993-12-21,8.06,,
1993-12-22,8.0,,
1993-12-23,8.06,,
1993-12-27,8.13,,
1993-12-28,8.19,,
1993-12-29,8.31,,
1993-12-30,8.38,,
1993-12-31,8.31,,
1994-01-03,8.25,,
1994-01-04,8.25,,
1994-01-05,8.19,,
1994-01-06,8.25,,
1994-01-07,8.44,,
1994-01-10,8.44,,
1994-01-11,8.56,,
1994-01-12,8.63,,
1994-01-13,8.5,,
1994-01-14,8.75,,
1994-01-17,8.56,,
1994-01-18,8.5,,
1994-01-19,8.63,,
1994-01-20,8.81,,
1994-01-21,8.94,,
1994-01-24,8.94,,
1994-01-25,8.94,,
1994-01-26,9.63,,
1994-01-27,9.56,,
1994-01-28,9.5,,
1994-01-31,9.44,,
1994-02-01,9.5,,
1994-02-02,9.5,,
1994-02-03,9.63,,
1994-02-04,9.5,,
1994-02-07,9.63,,
1994-02-08,9.44,,
1994-02-09,9.5,,
1994-02-10,9.25,,
1994-02-11,9.0,,
1994-02-14,9.06,,
1994-02-15,9.44,,
1994-02-16,9.38,,
1994-02-17,9.31,,
1994-02-18,9.19,,
1994-02-22,9.06,,
1994-02-23,9.25,,
1994-02-24,9.06,,
1994-02-25,9.19,,
1994-02-28,9.38,,
1994-03-01,9.13,,
1994-03-02,9.31,,
1994-03-03,9.25,,
1994-03-04,9.44,,
1994-03-07,9.38,,
1994-03-08,9.31,,
1994-03-09,9.63,,
1994-03-10,9.44,,
1994-03-11,9.56,,
1994-03-14,9.56,,
1994-03-15,9.56,,
1994-03-16,9.44,,
1994-03-17,9.56,,
1994-03-18,9.44,,
1994-03-21,9.19,,
1994-03-22,9.38,,
1994-03-23,9.5,,
1994-03-24,9.38,,
1994-03-25,9.5,,
1994-03-28,9.44,,
1994-03-29,9.0,,
1994-03-30,9.06,,
1994-03-31,8.69,,
1994-04-04,8.69,,
1994-04-05,9.0,,
1994-04-06,9.13,,
1994-04-07,9.13,,
1994-04-08,9.13,,
1994-04-11,9.0,,
1994-04-12,9.06,,
1994-04-13,9.31,,
1994-04-14,9.0,,
1994-04-15,9.06,,
1994-04-18,9.0,,
1994-04-19,8.94,,
1994-04-20,8.63,,
1994-04-21,8.63,,
1994-04-22,8.75,,
1994-04-25,8.94,,
1994-04-26,9.19,,
1994-04-28,9.44,,
1994-04-29,9.56,,
1994-05-02,9.81,,
1994-05-03,9.81,,
1994-05-04,9.75,,
1994-05-05,9.5,,
1994-05-06,9.5,,
1994-05-09,9.25,,
1994-05-10,9.38,,
1994-05-11,9.44,,
1994-05-12,9.44,,
1994-05-13,9.38,,
1994-05-16,9.38,,
1994-05-17,9.38,,
1994-05-18,9.56,,
1994-05-19,9.94,,
1994-05-20,10.06,,
1994-05-23,10.0,,
1994-05-24,10.06,,
1994-05-25,10.19,,
1994-05-26,10.25,,
1994-05-27,10.0,,
1994-05-31,10.19,,
1994-06-01,10.31,,
1994-06-02,10.25,,
1994-06-03,10.25,,
1994-06-06,10.25,,
1994-06-07,10.19,,
1994-06-08,10.13,,
1994-06-09,10.06,,
1994-06-10,10.06,,
1994-06-13,10.31,,
1994-06-14,10.38,,
1994-06-15,10.31,,
1994-06-16,10.31,,
1994-06-17,10.38,,
1994-06-20,10.06,,
1994-06-21,9.75,,
1994-06-22,9.69,,
1994-06-23,9.69,,
1994-06-24,9.38,,
1994-06-27,9.56,,
1994-06-28,9.81,,
1994-06-29,9.88,,
1994-06-30,9.75,,
1994-07-01,9.88,,
1994-07-05,9.94,,
1994-07-06,9.94,,
1994-07-07,9.75,,
1994-07-08,10.13,,
1994-07-11,9.94,,
1994-07-12,9.69,,
1994-07-13,9.63,,
1994-07-14,10.0,,
1994-07-15,10.0,,
1994-07-18,10.25,,
1994-07-19,10.88,,
1994-07-20,10.5,,
1994-07-21,10.38,,
1994-07-22,10.56,,
1994-07-25,10.56,,
1994-07-26,10.75,,
1994-07-27,10.81,,
1994-07-28,11.0,,
1994-07-29,11.25,,
1994-08-01,11.38,,
1994-08-02,11.0,,
1994-08-03,11.25,,
1994-08-04,10.81,,
1994-08-05,10.75,,
1994-08-08,10.94,,
1994-08-09,10.88,,
1994-08-10,11.06,,
1994-08-11,11.06,,
1994-08-12,10.94,,
1994-08-15,10.69,,
1994-08-16,10.81,,
1994-08-17,10.75,,
1994-08-18,10.69,,
1994-08-19,10.69,,
1994-08-22,11.06,,
1994-08-23,11.25,,
1994-08-24,11.13,,
1994-08-25,11.13,,
1994-08-26,11.25,,
1994-08-29,11.38,,
1994-08-30,11.31,,
1994-08-31,11.38,,
1994-09-01,11.31,,
1994-09-02,11.19,,
1994-09-06,10.88,,
1994-09-07,10.88,,
1994-09-08,10.94,,
1994-09-09,10.81,,
1994-09-12,10.88,,
1994-09-13,10.81,,
1994-09-14,11.19,,
1994-09-15,11.63,,
1994-09-16,11.44,,
1994-09-19,11.63,,
1994-09-20,11.38,,
1994-09-21,11.56,,
1994-09-22,11.25,,
1994-09-23,11.31,,
1994-09-26,11.31,,
1994-09-27,11.38,,
1994-09-28,11.81,,
1994-09-29,12.0,,
1994-09-30,12.19,,
1994-10-03,12.13,,
1994-10-04,11.56,,
1994-10-05,11.38,,
1994-10-06,11.13,,
1994-10-07,11.25,,
1994-10-10,11.5,,
1994-10-11,11.69,,
1994-10-12,11.81,,
1994-10-13,11.94,,
1994-10-14,11.75,,
1994-10-17,11.88,,
1994-10-18,11.63,,
1994-10-19,11.81,,
1994-10-20,11.69,,
1994-10-21,11.75,,
1994-10-24,11.38,,
1994-10-25,11.19,,
1994-10-26,11.44,,
1994-10-27,11.44,,
1994-10-28,11.56,,
1994-10-31,11.56,,
1994-11-01,11.19,,
1994-11-02,11.38,,
1994-11-03,11.56,,
1994-11-04,11.56,,
1994-11-07,11.44,,
1994-11-08,11.38,,
1994-11-09,11.13,,
1994-11-10,10.69,,
1994-11-11,10.31,,
1994-11-14,10.5,,
1994-11-15,10.31,,
1994-11-16,10.69,,
1994-11-17,10.44,,
1994-11-18,10.19,,
1994-11-21,10.38,,
1994-11-22,10.06,,
1994-11-23,10.19,,
1994-11-25,10.0,,
1994-11-28,9.88,,
1994-11-29,9.75,,
1994-11-30,10.13,,
1994-12-01,9.94,,
1994-12-02,10.13,,
1994-12-05,10.19,,
1994-12-06,10.13,,
1994-12-07,10.13,,
1994-12-08,9.88,,
1994-12-09,9.69,,
1994-12-12,9.56,,
1994-12-13,9.56,,
1994-12-14,10.06,,
1994-12-15,10.06,,
1994-12-16,10.06,,
1994-12-19,9.94,,
1994-12-20,10.31,,
1994-12-21,10.06,,
1994-12-22,10.19,,
1994-12-23,10.31,,
1994-12-27,10.44,,
1994-12-28,10.19,,
1994-12-29,10.25,,
1994-12-30,10.25,,
1995-01-03,10.13,,
1995-01-04,10.06,,
1995-01-05,10.31,,
1995-01-06,10.5,,
1995-01-09,10.75,,
1995-01-10,10.38,,
1995-01-11,10.31,,
1995-01-12,10.25,,
1995-01-13,10.31,,
1995-01-16,10.44,,
1995-01-17,10.63,,
1995-01-18,10.56,,
1995-01-19,10.56,,
1995-01-20,10.63,,
1995-01-23,10.38,,
1995-01-24,10.25,,
1995-01-25,10.13,,
1995-01-26,10.19,,
1995-01-27,10.13,,
1995-01-30,9.94,,
1995-01-31,10.06,,
1995-02-01,10.06,,
1995-02-02,10.06,,
1995-02-03,10.19,,
1995-02-06,10.13,,
1995-02-07,10.56,,
1995-02-08,10.69,,
1995-02-09,10.44,,
1995-02-10,10.31,,
1995-02-13,10.5,,
1995-02-14,10.69,,
1995-02-15,10.88,,
1995-02-16,10.69,,
1995-02-17,10.69,,
1995-02-21,10.94,,
1995-02-22,11.13,,
1995-02-23,11.13,,
1995-02-24,11.0,,
1995-02-27,11.06,,
1995-02-28,11.31,,
1995-03-01,11.63,,
1995-03-02,11.19,,
1995-03-03,11.06,,
1995-03-06,10.75,,
1995-03-07,10.69,,
1995-03-08,10.13,,
1995-03-09,9.94,,
1995-03-10,10.06,,
1995-03-13,9.94,,
1995-03-14,10.44,,
1995-03-15,10.63,,
1995-03-16,10.56,,
1995-03-17,10.75,,
1995-03-20,10.94,,
1995-03-21,11.13,,
1995-03-22,11.06,,
1995-03-23,11.13,,
1995-03-24,11.06,,
1995-03-27,11.31,,
1995-03-28,11.25,,
1995-03-29,11.31,,
1995-03-30,11.5,,
1995-03-31,11.63,,
1995-04-03,11.25,,
1995-04-04,11.63,,
1995-04-05,11.75,,
1995-04-06,11.63,,
1995-04-07,11.56,,
1995-04-10,11.44,,
1995-04-11,11.44,,
1995-04-12,11.44,,
1995-04-13,11.5,,
1995-04-17,11.56,,
1995-04-18,11.44,,
1995-04-19,11.5,,
1995-04-20,11.94,,
1995-04-21,11.69,,
1995-04-24,12.0,,
1995-04-25,12.13,,
1995-04-26,12.25,,
1995-04-27,11.88,,
1995-04-28,11.88,,
1995-05-01,11.81,,
1995-05-02,11.75,,
1995-05-03,11.69,,
1995-05-04,11.94,,
1995-05-05,11.69,,
1995-05-08,11.63,,
1995-05-09,11.69,,
1995-05-10,11.56,,
1995-05-11,12.13,,
1995-05-12,12.25,,
1995-05-15,12.19,,
1995-05-16,12.5,,
1995-05-17,12.31,,
1995-05-18,12.31,,
1995-05-19,12.19,,
1995-05-22,12.31,,
1995-05-23,12.5,,
1995-05-24,12.5,,
1995-05-25,12.25,,
1995-05-26,12.25,,
1995-05-30,12.31,,
1995-05-31,12.44,,
1995-06-01,12.19,,
1995-06-02,11.63,,
1995-06-05,11.94,,
1995-06-06,12.0,,
1995-06-07,12.0,,
1995-06-08,11.88,,
1995-06-09,11.69,,
1995-06-12,11.69,,
1995-06-13,11.44,,
1995-06-14,11.13,,
1995-06-15,11.19,,
1995-06-16,11.44,,
1995-06-19,11.81,,
1995-06-20,12.19,,
1995-06-21,12.25,,
1995-06-22,12.19,,
1995-06-23,12.13,,
1995-06-26,12.13,,
1995-06-27,12.25,,
1995-06-28,12.56,,
1995-06-29,12.31,,
1995-06-30,12.44,,
1995-07-03,12.44,,
1995-07-05,12.75,,
1995-07-06,13.0,,
1995-07-07,13.44,,
1995-07-10,13.88,,
1995-07-11,13.13,,
1995-07-12,13.57,,
1995-07-13,13.75,,
1995-07-14,13.94,,
1995-07-17,13.44,,
1995-07-18,13.88,,
1995-07-19,13.19,,
1995-07-20,13.31,,
1995-07-21,13.56,,
1995-07-24,13.75,,
1995-07-25,14.19,,
1995-07-26,13.81,,
1995-07-27,14.06,,
1995-07-28,14.38,,
1995-07-31,14.0,,
1995-08-01,14.19,,
1995-08-02,13.94,,
1995-08-03,13.56,,
1995-08-04,13.56,,
1995-08-07,13.5,,
1995-08-08,13.31,,
1995-08-09,13.06,,
1995-08-10,13.13,,
1995-08-11,13.25,,
1995-08-14,13.19,,
1995-08-15,13.13,,
1995-08-16,13.25,,
1995-08-17,13.56,,
1995-08-18,13.56,,
1995-08-21,13.94,,
1995-08-22,13.81,,
1995-08-23,13.75,,
1995-08-24,13.69,,
1995-08-25,13.63,,
1995-08-28,13.5,,
1995-08-29,13.13,,
1995-08-30,12.94,,
1995-08-31,13.0,,
1995-09-01,12.88,,
1995-09-05,13.31,,
1995-09-06,13.25,,
1995-09-07,13.25,,
1995-09-08,13.19,,
1995-09-11,13.25,,
1995-09-12,13.69,,
1995-09-13,13.31,,
1995-09-14,13.88,,
1995-09-15,14.13,,
1995-09-18,14.19,,
1995-09-19,13.88,,
1995-09-20,14.06,,
1995-09-21,13.81,,
1995-09-22,13.63,,
1995-09-25,13.88,,
1995-09-26,13.63,,
1995-09-27,13.5,,
1995-09-28,13.38,,
1995-09-29,13.38,,
1995-10-02,13.06,,
1995-10-03,12.56,,
1995-10-04,12.19,,
1995-10-05,12.69,,
1995-10-06,13.19,,
1995-10-09,13.0,,
1995-10-10,12.81,,
1995-10-11,13.06,,
1995-10-12,13.13,,
1995-10-13,13.13,,
1995-10-16,13.31,,
1995-10-17,13.25,,
1995-10-18,13.56,,
1995-10-19,13.25,,
1995-10-20,13.44,,
1995-10-23,13.44,,
1995-10-24,13.25,,
1995-10-25,13.44,,
1995-10-26,13.13,,
1995-10-27,13.44,,
1995-10-30,13.19,,
1995-10-31,13.5,,
1995-11-01,14.06,,
1995-11-02,14.56,,
1995-11-03,14.44,,
1995-11-06,14.38,,
1995-11-07,14.75,,
1995-11-08,14.63,,
1995-11-09,14.56,,
1995-11-10,14.81,,
1995-11-13,14.94,,
1995-11-14,15.0,,
1995-11-15,15.0,,
1995-11-16,14.75,,
1995-11-17,14.56,,
1995-11-20,14.31,,
1995-11-21,14.44,,
1995-11-22,14.81,,
1995-11-24,14.56,,
1995-11-27,14.63,,
1995-11-28,14.94,,
1995-11-29,14.81,,
1995-11-30,14.56,,
1995-12-01,14.38,,
1995-12-04,14.5,,
1995-12-05,14.5,,
1995-12-06,14.81,,
1995-12-07,14.81,,
1995-12-08,14.88,,
1995-12-11,15.06,,
1995-12-12,15.0,,
1995-12-13,15.31,,
1995-12-14,15.81,,
1995-12-15,15.81,,
1995-12-18,15.44,,
1995-12-19,15.63,,
1995-12-20,15.88,,
1995-12-21,15.63,,
1995-12-22,15.94,,
1995-12-26,16.38,,
1995-12-27,16.69,,
1995-12-28,16.94,,
1995-12-29,16.81,,
1996-01-02,16.63,,
1996-01-03,16.94,,
1996-01-04,16.56,,
1996-01-05,16.31,,
1996-01-08,16.25,,
1996-01-09,16.25,,
1996-01-10,15.88,,
1996-01-11,16.13,,
1996-01-12,17.25,,
1996-01-15,17.0,,
1996-01-16,16.81,,
1996-01-17,16.63,,
1996-01-18,16.5,,
1996-01-19,16.63,,
1996-01-22,17.13,,
1996-01-23,17.06,,
1996-01-24,17.5,,
1996-01-25,17.44,,
1996-01-26,17.5,,
1996-01-29,17.19,,
1996-01-30,17.0,,
1996-01-31,17.0,,
1996-02-01,17.88,,
1996-02-02,17.56,,
1996-02-05,17.69,,
1996-02-06,18.25,,
1996-02-07,18.0,,
1996-02-08,17.94,,
1996-02-09,17.88,,
1996-02-12,18.44,,
1996-02-13,18.44,,
1996-02-14,18.5,,
1996-02-15,18.69,,
1996-02-16,18.94,,
1996-02-20,18.69,,
1996-02-21,18.5,,
1996-02-22,18.56,,
1996-02-23,18.06,,
1996-02-26,17.75,,
1996-02-27,17.38,,
1996-02-28,17.44,,
1996-02-29,17.25,,
1996-03-01,17.88,,
1996-03-04,18.44,,
1996-03-05,18.38,,
1996-03-06,18.69,,
1996-03-07,18.44,,
1996-03-08,17.75,,
1996-03-11,18.06,,
1996-03-12,18.5,,
1996-03-13,18.75,,
1996-03-14,19.5,,
1996-03-15,19.38,,
1996-03-18,19.19,,
1996-03-19,19.13,,
1996-03-20,18.81,,
1996-03-21,19.56,,
1996-03-22,19.63,,
1996-03-25,19.94,,
1996-03-26,19.69,,
1996-03-27,19.75,,
1996-03-28,19.63,,
1996-03-29,19.94,,
1996-04-01,20.44,,
1996-04-02,20.31,,
1996-04-03,20.5,,
1996-04-04,20.75,,
1996-04-08,20.38,,
1996-04-09,20.19,,
1996-04-10,19.5,,
1996-04-11,19.38,,
1996-04-12,19.75,,
1996-04-15,19.94,,
1996-04-16,19.69,,
1996-04-17,19.13,,
1996-04-18,19.25,,
1996-04-19,19.44,,
1996-04-22,19.56,,
1996-04-23,19.56,,
1996-04-24,20.0,,
1996-04-25,20.0,,
1996-04-26,20.06,,
1996-04-29,19.63,,
1996-04-30,19.31,,
1996-05-01,19.38,,
1996-05-02,19.31,,
1996-05-03,19.44,,
1996-05-06,19.63,,
1996-05-07,19.38,,
1996-05-08,19.0,,
1996-05-09,18.56,,
1996-05-10,18.44,,
1996-05-13,19.0,,
1996-05-14,19.13,,
1996-05-15,19.38,,
1996-05-16,19.25,,
1996-05-17,19.31,,
1996-05-20,19.56,,
1996-05-21,19.63,,
1996-05-22,19.63,,
1996-05-23,19.56,,
1996-05-24,19.94,,
1996-05-28,19.81,,
1996-05-29,20.0,,
1996-05-30,20.13,,
1996-05-31,20.31,,
1996-06-03,19.94,,
1996-06-04,19.88,,
1996-06-05,20.13,,
1996-06-06,20.06,,
1996-06-07,19.94,,
1996-06-10,20.13,,
1996-06-11,19.94,,
1996-06-12,20.19,,
1996-06-13,20.88,,
1996-06-14,20.75,,
1996-06-17,20.5,,
1996-06-18,20.38,,
1996-06-19,20.31,,
1996-06-20,20.38,,
1996-06-21,20.63,,
1996-06-24,20.75,,
1996-06-25,20.38,,
1996-06-26,20.13,,
1996-06-27,20.31,,
1996-06-28,21.13,,
1996-07-01,20.81,,
1996-07-02,20.75,,
1996-07-03,20.94,,
1996-07-05,20.75,,
1996-07-08,20.56,,
1996-07-09,20.38,,
1996-07-10,20.0,,
1996-07-11,19.75,,
1996-07-12,19.44,,
1996-07-15,19.0,,
1996-07-16,18.94,,
1996-07-17,18.75,,
1996-07-18,19.13,,
1996-07-19,19.19,,
1996-07-22,18.94,,
1996-07-23,18.69,,
1996-07-24,18.25,,
1996-07-25,18.38,,
1996-07-26,18.25,,
1996-07-29,18.5,,
1996-07-30,18.94,,
1996-07-31,19.19,,
1996-08-01,19.94,,
1996-08-02,19.75,,
1996-08-05,19.75,,
1996-08-06,19.81,,
1996-08-07,19.81,,
1996-08-08,19.75,,
1996-08-09,19.38,,
1996-08-12,19.38,,
1996-08-13,19.19,,
1996-08-14,19.19,,
1996-08-15,19.31,,
1996-08-16,19.63,,
1996-08-19,20.06,,
1996-08-20,19.81,,
1996-08-21,19.75,,
1996-08-22,19.94,,
1996-08-23,19.69,,
1996-08-26,19.5,,
1996-08-27,19.81,,
1996-08-28,20.0,,
1996-08-29,20.19,,
1996-08-30,20.56,,
1996-09-03,21.0,,
1996-09-04,20.94,,
1996-09-05,20.69,,
1996-09-06,20.75,,
1996-09-09,21.13,,
1996-09-10,21.0,,
1996-09-11,21.19,,
1996-09-12,21.19,,
1996-09-13,21.25,,
