date,XEL,dcf,Deviation
1983-12-30,9.5,,
1984-01-03,9.19,,
1984-01-04,9.25,,
1984-01-05,9.31,,
1984-01-06,9.41,,
1984-01-09,9.34,,
1984-01-10,9.38,,
1984-01-11,9.34,,
1984-01-12,9.31,,
1984-01-13,9.25,,
1984-01-16,9.03,,
1984-01-17,9.13,,
1984-01-18,9.19,,
1984-01-19,9.22,,
1984-01-20,9.19,,
1984-01-23,9.19,,
1984-01-24,9.16,,
1984-01-25,9.22,,
1984-01-26,9.22,,
1984-01-27,9.25,,
1984-01-30,9.31,,
1984-01-31,9.25,,
1984-02-01,9.38,,
1984-02-02,9.41,,
1984-02-03,9.38,,
1984-02-06,9.38,,
1984-02-07,9.53,,
1984-02-08,9.44,,
1984-02-09,9.47,,
1984-02-10,9.44,,
1984-02-13,9.06,,
1984-02-14,9.13,,
1984-02-15,9.13,,
1984-02-16,9.0,,
1984-02-17,8.94,,
1984-02-21,8.91,,
1984-02-22,8.81,,
1984-02-23,8.78,,
1984-02-24,8.88,,
1984-02-27,9.0,,
1984-02-28,9.0,,
1984-02-29,9.0,,
1984-03-01,9.09,,
1984-03-02,9.06,,
1984-03-05,9.0,,
1984-03-06,9.0,,
1984-03-07,8.94,,
1984-03-08,9.06,,
1984-03-09,9.0,,
1984-03-12,9.0,,
1984-03-13,9.03,,
1984-03-14,9.0,,
1984-03-15,9.0,,
1984-03-16,9.03,,
1984-03-19,8.81,,
1984-03-20,9.0,,
1984-03-21,9.03,,
1984-03-22,8.91,,
1984-03-23,8.88,,
1984-03-26,8.91,,
1984-03-27,8.88,,
1984-03-28,8.88,,
1984-03-29,8.75,,
1984-03-30,8.72,,
1984-04-02,8.66,,
1984-04-03,8.69,,
1984-04-04,8.66,,
1984-04-05,8.63,,
1984-04-06,8.56,,
1984-04-09,8.69,,
1984-04-10,8.53,,
1984-04-11,8.59,,
1984-04-12,8.56,,
1984-04-13,8.56,,
1984-04-16,8.53,,
1984-04-17,8.63,,
1984-04-18,8.84,,
1984-04-19,8.91,,
1984-04-23,8.81,,
1984-04-24,8.91,,
1984-04-25,8.97,,
1984-04-26,8.97,,
1984-04-27,8.91,,
1984-04-30,8.94,,
1984-05-01,9.0,,
1984-05-02,9.0,,
1984-05-03,9.03,,
1984-05-04,9.03,,
1984-05-07,9.06,,
1984-05-08,9.31,,
1984-05-09,9.16,,
1984-05-10,9.25,,
1984-05-11,9.22,,
1984-05-14,9.22,,
1984-05-15,9.25,,
1984-05-16,9.22,,
1984-05-17,9.25,,
1984-05-18,9.28,,
1984-05-21,9.16,,
1984-05-22,9.13,,
1984-05-23,9.13,,
1984-05-24,9.06,,
1984-05-25,9.06,,
1984-05-29,9.09,,
1984-05-30,9.13,,
1984-05-31,9.16,,
1984-06-01,9.34,,
1984-06-04,9.53,,
1984-06-05,9.59,,
1984-06-06,9.59,,
1984-06-07,9.5,,
1984-06-08,9.53,,
1984-06-11,9.53,,
1984-06-12,9.47,,
1984-06-13,9.44,,
1984-06-14,9.41,,
1984-06-15,9.44,,
1984-06-18,9.38,,
1984-06-19,9.34,,
1984-06-20,9.34,,
1984-06-21,9.41,,
1984-06-22,9.44,,
1984-06-25,9.38,,
1984-06-26,9.38,,
1984-06-27,9.19,,
1984-06-28,9.25,,
1984-06-29,9.28,,
1984-07-02,9.25,,
1984-07-03,9.22,,
1984-07-05,9.13,,
1984-07-06,9.13,,
1984-07-09,9.13,,
1984-07-10,9.09,,
1984-07-11,9.16,,
1984-07-12,9.16,,
1984-07-13,9.09,,
1984-07-16,9.13,,
1984-07-17,9.44,,
1984-07-18,9.44,,
1984-07-19,9.38,,
1984-07-20,9.41,,
1984-07-23,9.44,,
1984-07-24,9.41,,
1984-07-25,9.38,,
1984-07-26,9.38,,
1984-07-27,9.19,,
1984-07-30,9.31,,
1984-07-31,9.31,,
1984-08-01,9.47,,
1984-08-02,9.5,,
1984-08-03,9.5,,
1984-08-06,9.5,,
1984-08-07,9.53,,
1984-08-08,9.63,,
1984-08-09,9.72,,
1984-08-10,9.72,,
1984-08-13,9.66,,
1984-08-14,9.69,,
1984-08-15,9.69,,
1984-08-16,9.69,,
1984-08-17,9.69,,
1984-08-20,9.69,,
1984-08-21,9.78,,
1984-08-22,9.84,,
1984-08-23,9.88,,
1984-08-24,9.88,,
1984-08-27,9.84,,
1984-08-28,9.91,,
1984-08-29,9.91,,
1984-08-30,10.0,,
1984-08-31,10.09,,
1984-09-04,9.94,,
1984-09-05,9.94,,
1984-09-06,9.91,,
1984-09-07,9.94,,
1984-09-10,9.88,,
1984-09-11,9.88,,
1984-09-12,9.88,,
1984-09-13,10.0,,
1984-09-14,10.0,,
1984-09-17,9.91,,
1984-09-18,9.97,,
1984-09-19,10.09,,
1984-09-20,10.19,,
1984-09-21,10.19,,
1984-09-24,10.25,,
1984-09-25,10.19,,
1984-09-26,10.25,,
1984-09-27,10.09,,
1984-09-28,10.38,,
1984-10-01,10.28,,
1984-10-02,10.13,,
1984-10-03,10.22,,
1984-10-04,10.22,,
1984-10-05,10.22,,
1984-10-08,10.16,,
1984-10-09,10.22,,
1984-10-10,10.22,,
1984-10-11,10.22,,
1984-10-12,10.28,,
1984-10-15,10.28,,
1984-10-16,10.31,,
1984-10-17,10.5,,
1984-10-18,10.84,,
1984-10-19,10.59,,
1984-10-22,10.59,,
1984-10-23,10.66,,
1984-10-24,10.69,,
1984-10-25,10.59,,
1984-10-26,10.44,,
1984-10-29,10.28,,
1984-10-30,10.47,,
1984-10-31,10.31,,
1984-11-01,10.31,,
1984-11-02,10.25,,
1984-11-05,10.31,,
1984-11-06,10.31,,
1984-11-07,10.38,,
1984-11-08,10.31,,
1984-11-09,10.25,,
1984-11-12,10.28,,
1984-11-13,10.28,,
1984-11-14,10.31,,
1984-11-15,10.31,,
1984-11-16,10.34,,
1984-11-19,10.31,,
1984-11-20,10.34,,
1984-11-21,10.28,,
1984-11-23,10.28,,
1984-11-26,10.34,,
1984-11-27,10.34,,
1984-11-28,10.34,,
1984-11-29,10.34,,
1984-11-30,10.38,,
1984-12-03,10.34,,
1984-12-04,10.44,,
1984-12-05,10.44,,
1984-12-06,10.56,,
1984-12-07,10.5,,
1984-12-10,10.5,,
1984-12-11,10.56,,
1984-12-12,10.5,,
1984-12-13,10.56,,
1984-12-14,10.53,,
1984-12-17,10.63,,
1984-12-18,10.72,,
1984-12-19,10.56,,
1984-12-20,10.53,,
1984-12-21,10.53,,
1984-12-24,10.59,,
1984-12-26,10.34,,
1984-12-27,10.34,,
1984-12-28,10.41,,
1984-12-31,10.44,,
1985-01-02,10.47,,
1985-01-03,10.41,,
1985-01-04,10.41,,
1985-01-07,10.34,,
1985-01-08,10.31,,
1985-01-09,10.38,,
1985-01-10,10.41,,
1985-01-11,10.38,,
1985-01-14,10.5,,
1985-01-15,10.53,,
1985-01-16,10.56,,
1985-01-17,10.47,,
1985-01-18,10.53,,
1985-01-21,10.66,,
1985-01-22,10.81,,
1985-01-23,10.69,,
1985-01-24,10.69,,
1985-01-25,10.69,,
1985-01-28,10.75,,
1985-01-29,10.81,,
1985-01-30,10.75,,
1985-01-31,10.81,,
1985-02-01,10.75,,
1985-02-04,10.75,,
1985-02-05,10.75,,
1985-02-06,10.59,,
1985-02-07,10.59,,
1985-02-08,10.63,,
1985-02-11,10.66,,
1985-02-12,10.66,,
1985-02-13,10.63,,
1985-02-14,10.75,,
1985-02-15,10.81,,
1985-02-19,10.69,,
1985-02-20,10.69,,
1985-02-21,10.66,,
1985-02-22,10.63,,
1985-02-25,10.56,,
1985-02-26,10.63,,
1985-02-27,10.56,,
1985-02-28,10.53,,
1985-03-01,10.63,,
1985-03-04,10.63,,
1985-03-05,10.59,,
1985-03-06,10.63,,
1985-03-07,10.59,,
1985-03-08,10.63,,
1985-03-11,10.69,,
1985-03-12,10.72,,
1985-03-13,10.75,,
1985-03-14,10.78,,
1985-03-15,10.84,,
1985-03-18,10.81,,
1985-03-19,10.81,,
1985-03-20,10.84,,
1985-03-21,10.88,,
1985-03-22,10.81,,
1985-03-25,10.81,,
1985-03-26,10.88,,
1985-03-27,11.03,,
1985-03-28,10.88,,
1985-03-29,10.94,,
1985-04-01,10.84,,
1985-04-02,10.81,,
1985-04-03,10.88,,
1985-04-04,10.94,,
1985-04-08,10.88,,
1985-04-09,10.91,,
1985-04-10,11.03,,
1985-04-11,11.13,,
1985-04-12,11.03,,
1985-04-15,11.06,,
1985-04-16,11.06,,
1985-04-17,11.06,,
1985-04-18,11.13,,
1985-04-19,11.13,,
1985-04-22,11.19,,
1985-04-23,11.19,,
1985-04-24,11.22,,
1985-04-25,11.47,,
1985-04-26,11.53,,
1985-04-29,11.5,,
1985-04-30,11.41,,
1985-05-01,11.19,,
1985-05-02,11.38,,
1985-05-03,11.41,,
1985-05-06,11.41,,
1985-05-07,11.44,,
1985-05-08,11.44,,
1985-05-09,11.5,,
1985-05-10,11.63,,
1985-05-13,11.53,,
1985-05-14,11.59,,
1985-05-15,11.56,,
1985-05-16,11.69,,
1985-05-17,11.81,,
1985-05-20,11.84,,
1985-05-21,11.91,,
1985-05-22,11.88,,
1985-05-23,11.88,,
1985-05-24,11.91,,
1985-05-28,11.88,,
1985-05-29,11.91,,
1985-05-30,11.88,,
1985-05-31,11.97,,
1985-06-03,11.94,,
1985-06-04,11.84,,
1985-06-05,12.25,,
1985-06-06,12.13,,
1985-06-07,12.13,,
1985-06-10,12.0,,
1985-06-11,12.19,,
1985-06-12,12.22,,
1985-06-13,12.19,,
1985-06-14,12.25,,
1985-06-17,12.34,,
1985-06-18,12.34,,
1985-06-19,12.44,,
1985-06-20,12.41,,
1985-06-21,12.66,,
1985-06-24,12.63,,
1985-06-25,12.69,,
1985-06-26,12.28,,
1985-06-27,12.34,,
1985-06-28,12.34,,
1985-07-01,12.41,,
1985-07-02,12.47,,
1985-07-03,12.31,,
1985-07-05,12.38,,
1985-07-08,12.47,,
1985-07-09,12.44,,
1985-07-10,12.38,,
1985-07-11,12.44,,
1985-07-12,12.56,,
1985-07-15,12.75,,
1985-07-16,12.91,,
1985-07-17,12.88,,
1985-07-18,12.81,,
1985-07-19,12.56,,
1985-07-22,12.34,,
1985-07-23,11.84,,
1985-07-24,11.63,,
1985-07-25,11.78,,
1985-07-26,11.75,,
1985-07-29,11.63,,
1985-07-30,11.72,,
1985-07-31,11.75,,
1985-08-01,11.69,,
1985-08-02,11.69,,
1985-08-05,11.69,,
1985-08-06,11.63,,
1985-08-07,11.44,,
1985-08-08,11.63,,
1985-08-09,11.56,,
1985-08-12,11.63,,
1985-08-13,11.56,,
1985-08-14,11.63,,
1985-08-15,11.63,,
1985-08-16,11.63,,
1985-08-19,11.66,,
1985-08-20,11.69,,
1985-08-21,11.69,,
1985-08-22,11.66,,
1985-08-23,11.69,,
1985-08-26,11.75,,
1985-08-27,11.72,,
1985-08-28,11.81,,
1985-08-29,11.91,,
1985-08-30,12.0,,
1985-09-03,12.03,,
1985-09-04,12.13,,
1985-09-05,12.09,,
1985-09-06,12.13,,
1985-09-09,12.22,,
1985-09-10,11.97,,
1985-09-11,11.94,,
1985-09-12,11.5,,
1985-09-13,11.59,,
1985-09-16,11.59,,
1985-09-17,11.63,,
1985-09-18,11.53,,
1985-09-19,11.5,,
1985-09-20,11.5,,
1985-09-23,11.72,,
1985-09-24,11.69,,
1985-09-25,11.72,,
1985-09-26,11.28,,
1985-09-30,11.38,,
1985-10-01,11.41,,
1985-10-02,11.44,,
1985-10-03,11.47,,
1985-10-04,11.5,,
1985-10-07,11.5,,
1985-10-08,11.5,,
1985-10-09,11.56,,
1985-10-10,11.56,,
1985-10-11,11.56,,
1985-10-14,11.63,,
1985-10-15,11.66,,
1985-10-16,11.59,,
1985-10-17,11.63,,
1985-10-18,11.59,,
1985-10-21,11.66,,
1985-10-22,11.78,,
1985-10-23,11.88,,
1985-10-24,11.72,,
1985-10-25,11.94,,
1985-10-28,11.88,,
1985-10-29,11.91,,
1985-10-30,11.84,,
1985-10-31,11.97,,
1985-11-01,12.09,,
1985-11-04,12.09,,
1985-11-05,12.13,,
1985-11-06,12.16,,
1985-11-07,12.09,,
1985-11-08,12.09,,
1985-11-11,12.25,,
1985-11-12,12.28,,
1985-11-13,12.25,,
1985-11-14,12.28,,
1985-11-15,12.19,,
1985-11-18,12.25,,
1985-11-19,12.28,,
1985-11-20,12.34,,
1985-11-21,12.56,,
1985-11-22,12.59,,
1985-11-25,12.59,,
1985-11-26,12.53,,
1985-11-27,12.5,,
1985-11-29,12.44,,
1985-12-02,12.5,,
1985-12-03,12.47,,
1985-12-04,12.5,,
1985-12-05,12.59,,
1985-12-06,12.41,,
1985-12-09,12.66,,
1985-12-10,12.63,,
1985-12-11,12.75,,
1985-12-12,12.69,,
1985-12-13,12.94,,
1985-12-16,13.25,,
1985-12-17,13.47,,
1985-12-18,13.56,,
1985-12-19,13.41,,
1985-12-20,13.31,,
1985-12-23,13.16,,
1985-12-24,13.0,,
1985-12-26,12.69,,
1985-12-27,12.78,,
1985-12-30,12.97,,
1985-12-31,13.25,,
1986-01-02,13.13,,
1986-01-03,13.19,,
1986-01-06,13.19,,
1986-01-07,13.38,,
1986-01-08,13.19,,
1986-01-09,12.81,,
1986-01-10,12.69,,
1986-01-13,12.53,,
1986-01-14,12.66,,
1986-01-15,12.72,,
1986-01-16,12.69,,
1986-01-17,12.75,,
1986-01-20,12.78,,
1986-01-21,12.88,,
1986-01-22,12.88,,
1986-01-23,12.91,,
1986-01-24,13.0,,
1986-01-27,13.19,,
1986-01-28,13.56,,
1986-01-29,13.5,,
1986-01-30,13.59,,
1986-01-31,13.5,,
1986-02-03,13.63,,
1986-02-04,13.56,,
1986-02-05,13.69,,
1986-02-06,13.63,,
1986-02-07,13.75,,
1986-02-10,13.63,,
1986-02-11,13.69,,
1986-02-12,13.63,,
1986-02-13,13.72,,
1986-02-14,13.81,,
1986-02-18,13.88,,
1986-02-19,13.88,,
1986-02-20,14.03,,
1986-02-21,14.22,,
1986-02-24,14.25,,
1986-02-25,14.44,,
1986-02-26,14.38,,
1986-02-27,14.44,,
1986-02-28,14.81,,
1986-03-03,14.72,,
1986-03-04,14.38,,
1986-03-05,14.72,,
1986-03-06,14.88,,
1986-03-07,14.84,,
1986-03-10,14.81,,
1986-03-11,15.16,,
1986-03-12,15.25,,
1986-03-13,15.22,,
1986-03-14,15.47,,
1986-03-17,15.06,,
1986-03-18,15.13,,
1986-03-19,15.16,,
1986-03-20,15.03,,
1986-03-21,15.0,,
1986-03-24,14.97,,
1986-03-25,15.09,,
1986-03-26,14.94,,
1986-03-27,15.03,,
1986-03-31,15.13,,
1986-04-01,15.09,,
1986-04-02,15.19,,
1986-04-03,14.78,,
1986-04-04,14.97,,
1986-04-07,14.88,,
1986-04-08,15.06,,
1986-04-09,15.28,,
1986-04-10,15.25,,
1986-04-11,15.25,,
1986-04-14,15.28,,
1986-04-15,15.47,,
1986-04-16,15.66,,
1986-04-17,15.75,,
1986-04-18,15.94,,
1986-04-21,16.03,,
1986-04-22,16.38,,
1986-04-23,16.25,,
1986-04-24,16.09,,
1986-04-25,16.03,,
1986-04-28,15.94,,
1986-04-29,15.53,,
1986-04-30,15.5,,
1986-05-01,15.66,,
1986-05-02,15.5,,
1986-05-05,15.84,,
1986-05-06,15.69,,
1986-05-07,15.63,,
1986-05-08,15.63,,
1986-05-09,15.69,,
1986-05-12,15.56,,
1986-05-13,15.44,,
1986-05-14,15.53,,
1986-05-15,15.47,,
1986-05-16,15.38,,
1986-05-19,15.44,,
1986-05-20,15.56,,
1986-05-21,15.56,,
1986-05-22,15.69,,
1986-05-23,15.78,,
1986-05-27,15.91,,
1986-05-28,15.91,,
1986-05-29,15.97,,
1986-05-30,15.81,,
1986-06-02,15.81,,
1986-06-03,15.84,,
1986-06-04,15.75,,
1986-06-05,15.88,,
1986-06-06,15.69,,
1986-06-09,15.34,,
1986-06-10,15.25,,
1986-06-11,15.44,,
1986-06-12,15.44,,
1986-06-13,15.56,,
1986-06-16,15.56,,
1986-06-17,15.38,,
1986-06-18,15.56,,
1986-06-19,15.56,,
1986-06-20,16.0,,
1986-06-23,16.25,,
1986-06-24,16.63,,
1986-06-25,17.06,,
1986-06-26,17.13,,
1986-06-27,16.94,,
1986-06-30,17.5,,
1986-07-01,17.63,,
1986-07-02,17.88,,
1986-07-03,17.69,,
1986-07-07,17.25,,
1986-07-08,17.38,,
1986-07-09,17.06,,
1986-07-10,17.0,,
1986-07-11,17.19,,
1986-07-14,17.5,,
1986-07-15,17.31,,
1986-07-16,17.38,,
1986-07-17,17.63,,
1986-07-18,17.5,,
1986-07-21,18.0,,
1986-07-22,18.69,,
1986-07-23,17.94,,
1986-07-24,18.31,,
1986-07-25,18.69,,
1986-07-28,18.25,,
1986-07-29,18.56,,
1986-07-30,18.75,,
1986-07-31,18.94,,
1986-08-01,18.56,,
1986-08-04,18.56,,
1986-08-05,18.44,,
1986-08-06,18.69,,
1986-08-07,18.56,,
1986-08-08,18.38,,
1986-08-11,18.38,,
1986-08-12,18.25,,
1986-08-13,18.44,,
1986-08-14,18.56,,
1986-08-15,19.13,,
1986-08-18,19.5,,
1986-08-19,19.69,,
1986-08-20,19.63,,
1986-08-21,19.69,,
1986-08-22,19.44,,
1986-08-25,19.06,,
1986-08-26,19.5,,
1986-08-27,19.56,,
1986-08-28,19.5,,
1986-08-29,19.88,,
1986-09-02,19.0,,
1986-09-03,18.88,,
1986-09-04,19.63,,
1986-09-05,18.63,,
1986-09-08,18.0,,
1986-09-09,17.88,,
1986-09-10,17.63,,
1986-09-11,16.69,,
1986-09-12,16.25,,
1986-09-15,16.44,,
1986-09-16,16.63,,
1986-09-17,16.69,,
1986-09-18,16.88,,
1986-09-19,16.5,,
1986-09-22,17.38,,
1986-09-23,17.38,,
1986-09-24,17.75,,
1986-09-25,17.5,,
1986-09-26,17.63,,
1986-09-29,17.5,,
1986-09-30,17.25,,
1986-10-01,17.06,,
1986-10-02,16.88,,
1986-10-03,16.94,,
1986-10-06,17.0,,
1986-10-07,17.06,,
1986-10-08,16.81,,
1986-10-09,17.19,,
1986-10-10,16.94,,
1986-10-13,16.75,,
1986-10-14,16.81,,
1986-10-15,16.81,,
1986-10-16,17.13,,
1986-10-17,17.38,,
1986-10-20,17.19,,
1986-10-21,17.0,,
1986-10-22,17.13,,
1986-10-23,17.13,,
1986-10-24,16.94,,
1986-10-27,17.0,,
1986-10-28,17.0,,
1986-10-29,17.44,,
1986-10-30,17.69,,
1986-10-31,17.75,,
1986-11-03,18.0,,
1986-11-04,18.0,,
1986-11-05,18.25,,
1986-11-06,17.81,,
1986-11-07,18.0,,
1986-11-10,18.0,,
1986-11-11,18.0,,
1986-11-12,18.06,,
1986-11-13,17.94,,
1986-11-14,18.0,,
1986-11-17,17.88,,
1986-11-18,17.13,,
1986-11-19,17.31,,
1986-11-20,17.63,,
1986-11-21,17.94,,
1986-11-24,18.19,,
1986-11-25,18.25,,
1986-11-26,18.25,,
1986-11-28,18.06,,
1986-12-01,18.0,,
1986-12-02,18.25,,
1986-12-03,18.25,,
1986-12-04,18.19,,
1986-12-05,18.0,,
1986-12-08,18.06,,
1986-12-09,18.06,,
1986-12-10,18.0,,
1986-12-11,17.94,,
1986-12-12,17.88,,
1986-12-15,18.0,,
1986-12-16,18.13,,
1986-12-17,17.88,,
1986-12-18,18.06,,
1986-12-19,18.25,,
1986-12-22,18.25,,
1986-12-23,17.88,,
1986-12-24,18.0,,
1986-12-26,17.5,,
1986-12-29,17.25,,
1986-12-30,17.25,,
1986-12-31,17.25,,
1987-01-02,17.44,,
1987-01-05,17.94,,
1987-01-06,18.19,,
1987-01-07,18.38,,
1987-01-08,18.06,,
1987-01-09,18.19,,
1987-01-12,18.06,,
1987-01-13,17.88,,
1987-01-14,18.19,,
1987-01-15,18.13,,
1987-01-16,18.31,,
1987-01-19,18.13,,
1987-01-20,18.31,,
1987-01-21,18.88,,
1987-01-22,19.31,,
1987-01-23,19.25,,
1987-01-26,18.88,,
1987-01-27,19.0,,
1987-01-28,18.94,,
1987-01-29,18.81,,
1987-01-30,18.88,,
1987-02-02,18.88,,
1987-02-03,19.0,,
1987-02-04,18.81,,
1987-02-05,18.75,,
1987-02-06,18.75,,
1987-02-09,18.13,,
1987-02-10,17.69,,
1987-02-11,18.0,,
1987-02-12,17.5,,
1987-02-13,17.44,,
1987-02-17,17.19,,
1987-02-18,16.81,,
1987-02-19,16.75,,
1987-02-20,16.63,,
1987-02-23,16.5,,
1987-02-24,16.63,,
1987-02-25,16.81,,
1987-02-26,16.81,,
1987-02-27,16.81,,
1987-03-02,16.75,,
1987-03-03,16.75,,
1987-03-04,17.0,,
1987-03-05,16.94,,
1987-03-06,17.06,,
1987-03-09,16.81,,
1987-03-10,16.88,,
1987-03-11,17.19,,
1987-03-12,17.38,,
1987-03-13,17.13,,
1987-03-16,17.38,,
1987-03-17,17.31,,
1987-03-18,17.19,,
1987-03-19,17.13,,
1987-03-20,17.31,,
1987-03-23,17.5,,
1987-03-24,17.25,,
1987-03-25,17.44,,
1987-03-26,17.31,,
1987-03-27,17.19,,
1987-03-30,16.94,,
1987-03-31,16.38,,
1987-04-01,16.25,,
1987-04-02,16.06,,
1987-04-03,16.31,,
1987-04-06,16.0,,
1987-04-07,15.25,,
1987-04-08,15.31,,
1987-04-09,14.88,,
1987-04-10,15.25,,
1987-04-13,15.63,,
1987-04-14,15.06,,
1987-04-15,15.44,,
1987-04-16,16.19,,
1987-04-20,16.06,,
1987-04-21,16.69,,
1987-04-22,16.25,,
1987-04-23,16.0,,
1987-04-24,15.5,,
1987-04-27,15.44,,
1987-04-28,15.5,,
1987-04-29,15.69,,
1987-04-30,16.06,,
1987-05-01,16.0,,
1987-05-04,16.19,,
1987-05-05,16.38,,
1987-05-06,16.25,,
1987-05-07,16.56,,
1987-05-08,16.63,,
1987-05-11,17.0,,
1987-05-12,16.5,,
1987-05-13,16.44,,
1987-05-14,16.25,,
1987-05-15,15.56,,
1987-05-18,15.5,,
1987-05-19,15.13,,
1987-05-20,15.31,,
1987-05-21,15.56,,
1987-05-22,15.69,,
1987-05-26,15.88,,
1987-05-27,15.75,,
1987-05-28,16.06,,
1987-05-29,15.88,,
1987-06-01,15.81,,
1987-06-02,15.63,,
1987-06-03,16.06,,
1987-06-04,16.13,,
1987-06-05,15.94,,
1987-06-08,16.13,,
1987-06-09,16.19,,
1987-06-10,16.13,,
1987-06-11,16.13,,
1987-06-12,16.38,,
1987-06-15,16.38,,
1987-06-16,16.44,,
1987-06-17,16.38,,
1987-06-18,16.44,,
1987-06-19,16.5,,
1987-06-22,16.56,,
1987-06-23,16.63,,
1987-06-24,16.5,,
1987-06-25,16.0,,
1987-06-26,15.75,,
1987-06-29,15.94,,
1987-06-30,15.75,,
1987-07-01,15.63,,
1987-07-02,15.75,,
1987-07-06,15.69,,
1987-07-07,15.75,,
1987-07-08,15.63,,
1987-07-09,15.75,,
1987-07-10,15.75,,
1987-07-13,15.69,,
1987-07-14,15.88,,
1987-07-15,15.75,,
1987-07-16,15.81,,
1987-07-17,16.38,,
1987-07-20,15.88,,
1987-07-21,15.69,,
1987-07-22,15.63,,
1987-07-23,15.75,,
1987-07-24,15.75,,
1987-07-27,15.75,,
1987-07-28,15.81,,
1987-07-29,15.69,,
1987-07-30,15.69,,
1987-07-31,15.69,,
1987-08-03,15.56,,
1987-08-04,15.5,,
1987-08-05,15.69,,
1987-08-06,15.81,,
1987-08-07,16.0,,
1987-08-10,16.0,,
1987-08-11,16.13,,
1987-08-12,16.19,,
1987-08-13,16.56,,
1987-08-14,16.75,,
1987-08-17,16.94,,
1987-08-18,16.75,,
1987-08-19,16.63,,
1987-08-20,16.88,,
1987-08-21,16.88,,
1987-08-24,16.63,,
1987-08-25,16.69,,
1987-08-26,16.56,,
1987-08-27,16.5,,
1987-08-28,16.19,,
1987-08-31,16.25,,
1987-09-01,15.5,,
1987-09-02,15.75,,
1987-09-03,15.75,,
1987-09-04,15.81,,
1987-09-08,15.63,,
1987-09-09,15.56,,
1987-09-10,15.69,,
1987-09-11,15.69,,
1987-09-14,15.69,,
1987-09-15,15.63,,
1987-09-16,15.5,,
1987-09-17,15.44,,
1987-09-18,15.31,,
1987-09-21,15.25,,
1987-09-22,15.56,,
1987-09-23,15.63,,
1987-09-24,15.69,,
1987-09-25,15.5,,
1987-09-28,15.75,,
1987-09-29,15.44,,
1987-09-30,15.5,,
1987-10-01,15.75,,
1987-10-02,16.06,,
1987-10-05,16.06,,
1987-10-06,16.0,,
1987-10-07,16.13,,
1987-10-08,16.38,,
1987-10-09,16.06,,
1987-10-12,15.75,,
1987-10-13,16.31,,
1987-10-14,16.25,,
1987-10-15,16.31,,
1987-10-16,15.75,,
1987-10-19,13.75,,
1987-10-20,14.38,,
1987-10-21,16.06,,
1987-10-22,15.75,,
1987-10-23,16.13,,
1987-10-26,15.94,,
1987-10-27,16.31,,
1987-10-28,15.5,,
1987-10-29,15.75,,
1987-10-30,15.13,,
1987-11-02,15.31,,
1987-11-03,15.31,,
1987-11-04,15.31,,
1987-11-05,15.88,,
1987-11-06,16.0,,
1987-11-09,15.5,,
1987-11-10,15.44,,
1987-11-11,15.63,,
1987-11-12,15.63,,
1987-11-13,15.56,,
1987-11-16,15.75,,
1987-11-17,15.56,,
1987-11-18,15.69,,
1987-11-19,15.44,,
1987-11-20,15.5,,
1987-11-23,15.75,,
1987-11-24,15.63,,
1987-11-25,15.13,,
1987-11-27,15.0,,
1987-11-30,14.88,,
1987-12-01,15.13,,
1987-12-02,15.25,,
1987-12-03,15.0,,
1987-12-04,15.25,,
1987-12-07,15.25,,
1987-12-08,15.25,,
1987-12-09,15.31,,
1987-12-10,15.0,,
1987-12-11,15.06,,
1987-12-14,15.31,,
1987-12-15,15.13,,
1987-12-16,15.06,,
1987-12-17,14.88,,
1987-12-18,14.88,,
1987-12-21,14.88,,
1987-12-22,14.81,,
1987-12-23,14.81,,
1987-12-24,14.81,,
1987-12-28,14.5,,
1987-12-29,14.44,,
1987-12-30,14.75,,
1987-12-31,14.81,,
1988-01-04,15.25,,
1988-01-05,15.5,,
1988-01-06,15.5,,
1988-01-07,15.44,,
1988-01-08,14.94,,
1988-01-11,15.25,,
1988-01-12,15.19,,
1988-01-13,15.13,,
1988-01-14,15.0,,
1988-01-15,15.31,,
1988-01-18,15.38,,
1988-01-19,15.75,,
1988-01-20,15.38,,
1988-01-21,15.19,,
1988-01-22,15.63,,
1988-01-25,15.81,,
1988-01-26,15.75,,
1988-01-27,15.75,,
1988-01-28,15.94,,
1988-01-29,16.06,,
1988-02-01,16.06,,
1988-02-02,16.56,,
1988-02-03,16.25,,
1988-02-04,16.13,,
1988-02-05,16.25,,
1988-02-08,15.81,,
1988-02-09,15.88,,
1988-02-10,16.0,,
1988-02-11,15.94,,
1988-02-12,15.88,,
1988-02-16,15.75,,
1988-02-17,15.75,,
1988-02-18,15.69,,
1988-02-19,15.81,,
1988-02-22,15.75,,
1988-02-23,15.75,,
1988-02-24,15.75,,
1988-02-25,15.69,,
1988-02-26,15.63,,
1988-02-29,15.69,,
1988-03-01,15.63,,
1988-03-02,15.63,,
1988-03-03,15.69,,
1988-03-04,15.63,,
1988-03-07,15.5,,
1988-03-08,15.56,,
1988-03-09,15.5,,
1988-03-10,15.31,,
1988-03-11,15.44,,
1988-03-14,15.5,,
1988-03-15,15.69,,
1988-03-16,16.13,,
1988-03-17,16.13,,
1988-03-18,16.19,,
1988-03-21,16.0,,
1988-03-22,16.0,,
1988-03-23,15.88,,
1988-03-24,15.63,,
1988-03-25,15.5,,
1988-03-28,15.13,,
1988-03-29,15.19,,
1988-03-30,15.19,,
1988-03-31,15.06,,
