date,ETFC,dcf,Deviation
1997-12-04,51.41,,
1997-12-05,50.78,,
1997-12-08,57.19,,
1997-12-09,57.81,,
1997-12-10,53.75,,
1997-12-11,55.31,,
1997-12-12,55.94,,
1997-12-15,50.0,,
1997-12-16,52.58,,
1997-12-17,50.31,,
1997-12-18,46.56,,
1997-12-19,46.48,,
1997-12-22,49.06,,
1997-12-23,48.75,,
1997-12-24,50.0,,
1997-12-26,48.75,,
1997-12-29,49.38,,
1997-12-30,55.31,,
1997-12-31,57.5,,
1998-01-02,57.34,,
1998-01-05,63.28,,
1998-01-06,61.48,,
1998-01-07,62.34,,
1998-01-08,61.09,,
1998-01-09,57.19,,
1998-01-12,56.56,,
1998-01-13,57.11,,
1998-01-14,56.88,,
1998-01-15,56.41,,
1998-01-16,57.19,,
1998-01-20,58.28,,
1998-01-21,59.84,,
1998-01-22,59.22,,
1998-01-23,55.0,,
1998-01-26,50.63,,
1998-01-27,49.77,,
1998-01-28,51.09,,
1998-01-29,50.47,,
1998-01-30,54.53,,
1998-02-02,59.53,,
1998-02-03,61.88,,
1998-02-04,61.41,,
1998-02-05,62.5,,
1998-02-06,57.97,,
1998-02-09,68.44,,
1998-02-10,66.88,,
1998-02-11,66.56,,
1998-02-12,69.38,,
1998-02-13,65.31,,
1998-02-17,65.0,,
1998-02-18,63.75,,
1998-02-19,65.0,,
1998-02-20,64.69,,
1998-02-23,65.7,,
1998-02-24,64.22,,
1998-02-25,62.03,,
1998-02-26,65.94,,
1998-02-27,66.88,,
1998-03-02,65.94,,
1998-03-03,65.47,,
1998-03-04,63.28,,
1998-03-05,57.03,,
1998-03-06,60.63,,
1998-03-09,62.19,,
1998-03-10,64.06,,
1998-03-11,61.88,,
1998-03-12,61.41,,
1998-03-13,53.44,,
1998-03-16,57.5,,
1998-03-17,55.63,,
1998-03-18,57.34,,
1998-03-19,59.06,,
1998-03-20,58.28,,
1998-03-23,59.06,,
1998-03-24,60.16,,
1998-03-25,60.47,,
1998-03-26,59.84,,
1998-03-27,60.94,,
1998-03-30,60.63,,
1998-03-31,62.34,,
1998-04-01,64.69,,
1998-04-02,65.31,,
1998-04-03,67.97,,
1998-04-06,64.38,,
1998-04-07,67.5,,
1998-04-08,58.91,,
1998-04-09,58.59,,
1998-04-13,56.72,,
1998-04-14,56.09,,
1998-04-15,54.22,,
1998-04-16,54.38,,
1998-04-17,56.41,,
1998-04-20,58.59,,
1998-04-21,57.03,,
1998-04-22,58.28,,
1998-04-23,56.41,,
1998-04-24,55.94,,
1998-04-27,52.81,,
1998-04-28,57.97,,
1998-04-29,60.31,,
1998-04-30,62.34,,
1998-05-01,60.63,,
1998-05-04,62.5,,
1998-05-05,62.5,,
1998-05-06,60.94,,
1998-05-07,59.53,,
1998-05-08,59.38,,
1998-05-11,59.38,,
1998-05-12,59.53,,
1998-05-13,59.84,,
1998-05-14,58.28,,
1998-05-15,57.81,,
1998-05-18,56.25,,
1998-05-19,57.5,,
1998-05-20,55.31,,
1998-05-21,55.63,,
1998-05-22,55.94,,
1998-05-26,53.75,,
1998-05-27,53.13,,
1998-05-28,55.78,,
1998-05-29,54.06,,
1998-06-01,51.56,,
1998-06-02,51.25,,
1998-06-03,50.31,,
1998-06-04,55.0,,
1998-06-05,55.78,,
1998-06-08,58.44,,
1998-06-09,58.59,,
1998-06-10,57.97,,
1998-06-11,55.16,,
1998-06-12,52.5,,
1998-06-15,50.63,,
1998-06-16,52.27,,
1998-06-17,55.47,,
1998-06-18,52.5,,
1998-06-19,52.03,,
1998-06-22,53.75,,
1998-06-23,52.81,,
1998-06-24,53.91,,
1998-06-25,55.63,,
1998-06-26,55.63,,
1998-06-29,56.25,,
1998-06-30,57.34,,
1998-07-01,57.81,,
1998-07-02,56.25,,
1998-07-06,55.63,,
1998-07-07,57.19,,
1998-07-08,57.81,,
1998-07-09,63.91,,
1998-07-10,61.25,,
1998-07-13,86.25,,
1998-07-14,76.41,,
1998-07-15,84.53,,
1998-07-16,84.22,,
1998-07-17,83.28,,
1998-07-20,80.63,,
1998-07-21,80.0,,
1998-07-22,71.88,,
1998-07-23,62.81,,
1998-07-24,67.81,,
1998-07-27,67.5,,
1998-07-28,67.81,,
1998-07-29,66.25,,
1998-07-30,68.44,,
1998-07-31,68.13,,
1998-08-03,64.69,,
1998-08-04,62.81,,
1998-08-05,61.25,,
1998-08-06,67.81,,
1998-08-07,71.72,,
1998-08-10,69.38,,
1998-08-11,70.0,,
1998-08-12,72.19,,
1998-08-13,67.34,,
1998-08-14,69.06,,
1998-08-17,68.44,,
1998-08-18,67.5,,
1998-08-19,65.31,,
1998-08-20,60.16,,
1998-08-21,64.38,,
1998-08-24,62.03,,
1998-08-25,63.28,,
1998-08-26,60.31,,
1998-08-27,55.63,,
1998-08-28,52.19,,
1998-08-31,41.56,,
1998-09-01,44.69,,
1998-09-02,47.19,,
1998-09-03,45.63,,
1998-09-04,43.91,,
1998-09-08,47.5,,
1998-09-09,47.97,,
1998-09-10,48.28,,
1998-09-11,47.81,,
1998-09-14,48.75,,
1998-09-15,47.81,,
1998-09-16,47.81,,
1998-09-17,46.41,,
1998-09-18,45.23,,
1998-09-21,46.88,,
1998-09-22,45.63,,
1998-09-23,47.81,,
1998-09-24,45.63,,
1998-09-25,46.25,,
1998-09-28,45.94,,
1998-09-29,45.16,,
1998-09-30,46.72,,
1998-10-01,43.91,,
1998-10-02,44.45,,
1998-10-05,42.34,,
1998-10-06,39.53,,
1998-10-07,32.34,,
1998-10-08,30.08,,
1998-10-09,32.27,,
1998-10-12,35.47,,
1998-10-13,32.5,,
1998-10-14,33.13,,
1998-10-15,35.47,,
1998-10-16,37.66,,
1998-10-19,39.53,,
1998-10-20,41.25,,
1998-10-21,43.28,,
1998-10-22,42.5,,
1998-10-23,40.47,,
1998-10-26,41.72,,
1998-10-27,44.69,,
1998-10-28,42.97,,
1998-10-29,43.75,,
1998-10-30,45.0,,
1998-11-02,48.91,,
1998-11-03,47.19,,
1998-11-04,49.22,,
1998-11-05,52.5,,
1998-11-06,57.81,,
1998-11-09,62.5,,
1998-11-10,56.88,,
1998-11-11,60.31,,
1998-11-12,55.31,,
1998-11-13,55.31,,
1998-11-16,54.84,,
1998-11-17,56.25,,
1998-11-18,57.5,,
1998-11-19,58.13,,
1998-11-20,59.69,,
1998-11-23,65.0,,
1998-11-24,66.88,,
1998-11-25,69.06,,
1998-11-27,72.97,,
1998-11-30,67.66,,
1998-12-01,63.59,,
1998-12-02,62.5,,
1998-12-03,57.97,,
1998-12-04,60.0,,
1998-12-07,64.06,,
1998-12-08,66.56,,
1998-12-09,68.59,,
1998-12-10,68.13,,
1998-12-11,67.03,,
1998-12-14,65.63,,
1998-12-15,67.5,,
1998-12-16,66.25,,
1998-12-17,67.34,,
1998-12-18,69.84,,
1998-12-21,80.31,,
1998-12-22,96.09,,
1998-12-23,111.88,,
1998-12-24,112.5,,
1998-12-28,141.88,,
1998-12-29,150.31,,
1998-12-30,127.03,,
1998-12-31,116.95,,
1999-01-04,138.59,,
1999-01-05,135.16,,
1999-01-06,135.78,,
1999-01-07,160.16,,
1999-01-08,169.06,,
1999-01-11,221.25,,
1999-01-12,252.34,,
1999-01-13,232.19,,
1999-01-14,214.38,,
1999-01-15,215.0,,
1999-01-19,225.47,,
1999-01-20,216.25,,
1999-01-21,193.44,,
1999-01-22,195.94,,
1999-01-25,199.38,,
1999-01-26,200.31,,
1999-01-27,208.91,,
1999-01-28,248.75,,
1999-01-29,275.94,,
1999-02-01,312.19,,
1999-02-02,291.25,,
1999-02-03,276.25,,
1999-02-04,267.5,,
1999-02-05,244.69,,
1999-02-08,228.75,,
1999-02-09,200.94,,
1999-02-10,213.75,,
1999-02-11,241.25,,
1999-02-12,230.0,,
1999-02-16,228.44,,
1999-02-17,210.0,,
1999-02-18,195.94,,
1999-02-19,200.63,,
1999-02-22,242.81,,
1999-02-23,233.75,,
1999-02-24,236.88,,
1999-02-25,233.13,,
1999-02-26,230.0,,
1999-03-01,242.81,,
1999-03-02,238.44,,
1999-03-03,235.94,,
1999-03-04,234.38,,
1999-03-05,228.75,,
1999-03-08,231.25,,
1999-03-09,247.81,,
1999-03-10,270.63,,
1999-03-11,266.88,,
1999-03-12,254.06,,
1999-03-15,270.63,,
1999-03-16,284.38,,
1999-03-17,277.5,,
1999-03-18,293.44,,
1999-03-19,302.5,,
1999-03-22,299.38,,
1999-03-23,281.25,,
1999-03-24,264.69,,
1999-03-25,282.5,,
1999-03-26,289.38,,
1999-03-29,299.69,,
1999-03-30,290.31,,
1999-03-31,291.56,,
1999-04-01,304.38,,
1999-04-05,363.13,,
1999-04-06,380.0,,
1999-04-07,422.5,,
1999-04-08,464.38,,
1999-04-09,450.63,,
1999-04-12,480.0,,
1999-04-13,627.5,,
1999-04-14,564.38,,
1999-04-15,507.19,,
1999-04-16,462.81,,
1999-04-19,369.06,,
1999-04-20,449.06,,
1999-04-21,492.5,,
1999-04-22,480.0,,
1999-04-23,520.31,,
1999-04-26,600.0,,
1999-04-27,597.19,,
1999-04-28,530.94,,
1999-04-29,580.0,,
1999-04-30,577.5,,
1999-05-03,557.5,,
1999-05-04,515.0,,
1999-05-05,560.0,,
1999-05-06,525.31,,
1999-05-07,551.88,,
1999-05-10,599.06,,
1999-05-11,575.0,,
1999-05-12,561.25,,
1999-05-13,558.44,,
1999-05-14,534.06,,
1999-05-17,549.38,,
1999-05-18,555.16,,
1999-05-19,572.81,,
1999-05-20,541.88,,
1999-05-21,530.63,,
1999-05-24,500.0,,
1999-05-25,450.63,,
1999-05-26,447.5,,
1999-05-27,420.0,,
1999-05-28,445.0,,
1999-06-01,393.13,,
1999-06-02,382.5,,
1999-06-03,373.75,,
1999-06-04,376.88,,
1999-06-07,418.75,,
1999-06-08,407.5,,
1999-06-09,405.0,,
1999-06-10,395.0,,
1999-06-11,377.5,,
1999-06-14,320.0,,
1999-06-15,320.0,,
1999-06-16,356.25,,
1999-06-17,347.5,,
1999-06-18,350.0,,
1999-06-21,406.88,,
1999-06-22,393.13,,
1999-06-23,386.88,,
1999-06-24,381.88,,
1999-06-25,364.38,,
1999-06-28,378.75,,
1999-06-29,391.88,,
1999-06-30,399.38,,
1999-07-01,396.88,,
1999-07-02,399.38,,
1999-07-06,410.63,,
1999-07-07,409.38,,
1999-07-08,411.88,,
1999-07-09,397.5,,
1999-07-12,383.13,,
1999-07-13,378.75,,
1999-07-14,377.5,,
1999-07-15,390.0,,
1999-07-16,375.0,,
1999-07-19,346.88,,
1999-07-20,330.63,,
1999-07-21,338.75,,
1999-07-22,317.5,,
1999-07-23,320.0,,
1999-07-26,302.5,,
1999-07-27,313.13,,
1999-07-28,339.69,,
1999-07-29,320.0,,
1999-07-30,301.25,,
1999-08-02,290.0,,
1999-08-03,246.88,,
1999-08-04,237.5,,
1999-08-05,273.75,,
1999-08-06,257.5,,
1999-08-09,239.38,,
1999-08-10,225.0,,
1999-08-11,234.38,,
1999-08-12,243.75,,
1999-08-13,261.25,,
1999-08-16,268.75,,
1999-08-17,302.5,,
1999-08-18,280.63,,
1999-08-19,254.38,,
1999-08-20,265.63,,
1999-08-23,271.88,,
1999-08-24,265.0,,
1999-08-25,279.38,,
1999-08-26,277.5,,
1999-08-27,259.38,,
1999-08-30,236.25,,
1999-08-31,250.0,,
1999-09-01,241.88,,
1999-09-02,241.25,,
1999-09-03,250.0,,
1999-09-07,250.63,,
1999-09-08,240.63,,
1999-09-09,235.31,,
1999-09-10,246.25,,
1999-09-13,248.13,,
1999-09-14,240.31,,
1999-09-15,235.63,,
1999-09-16,229.38,,
1999-09-17,224.38,,
1999-09-20,229.38,,
1999-09-21,224.38,,
1999-09-22,230.63,,
1999-09-23,225.63,,
1999-09-24,224.38,,
1999-09-27,223.75,,
1999-09-28,222.5,,
1999-09-29,250.0,,
1999-09-30,235.0,,
1999-10-01,232.19,,
1999-10-04,232.5,,
1999-10-05,249.38,,
1999-10-06,263.13,,
1999-10-07,278.44,,
1999-10-08,268.75,,
1999-10-11,259.38,,
1999-10-12,254.06,,
1999-10-13,256.25,,
1999-10-14,265.0,,
1999-10-15,250.63,,
1999-10-18,233.13,,
1999-10-19,229.38,,
1999-10-20,230.63,,
1999-10-21,226.88,,
1999-10-22,231.88,,
1999-10-25,227.5,,
1999-10-26,222.5,,
1999-10-27,221.88,,
1999-10-28,244.38,,
1999-10-29,238.13,,
1999-11-01,257.5,,
1999-11-02,253.75,,
1999-11-03,261.88,,
1999-11-04,313.75,,
1999-11-05,307.5,,
1999-11-08,320.0,,
1999-11-09,323.13,,
1999-11-10,313.13,,
1999-11-11,309.38,,
1999-11-12,367.5,,
1999-11-15,381.25,,
1999-11-16,391.88,,
1999-11-17,349.38,,
1999-11-18,360.0,,
1999-11-19,356.88,,
1999-11-22,344.38,,
1999-11-23,320.0,,
1999-11-24,313.75,,
1999-11-26,319.38,,
1999-11-29,308.75,,
1999-11-30,300.63,,
1999-12-01,306.25,,
1999-12-02,310.63,,
1999-12-03,311.25,,
1999-12-06,303.13,,
1999-12-07,320.63,,
1999-12-08,306.25,,
1999-12-09,338.13,,
1999-12-10,355.63,,
1999-12-13,343.75,,
1999-12-14,313.75,,
1999-12-15,300.63,,
1999-12-16,303.13,,
1999-12-17,300.63,,
1999-12-20,289.38,,
1999-12-21,290.63,,
1999-12-22,274.38,,
1999-12-23,272.5,,
1999-12-27,278.13,,
1999-12-28,257.5,,
1999-12-29,285.0,,
1999-12-30,270.0,,
1999-12-31,261.25,,
2000-01-03,280.63,,
2000-01-04,273.13,,
2000-01-05,261.25,,
2000-01-06,263.75,,
2000-01-07,266.88,,
2000-01-10,280.63,,
2000-01-11,266.88,,
2000-01-12,260.63,,
2000-01-13,280.63,,
2000-01-14,287.5,,
2000-01-18,279.38,,
2000-01-19,261.88,,
2000-01-20,250.63,,
2000-01-21,235.63,,
2000-01-24,233.13,,
2000-01-25,225.63,,
2000-01-26,242.81,,
2000-01-27,233.75,,
2000-01-28,226.25,,
2000-01-31,210.63,,
2000-02-01,199.38,,
2000-02-02,202.5,,
2000-02-03,220.0,,
2000-02-04,218.13,,
2000-02-07,227.5,,
2000-02-08,230.0,,
2000-02-09,218.75,,
2000-02-10,220.0,,
2000-02-11,213.75,,
2000-02-14,215.0,,
2000-02-15,224.38,,
2000-02-16,213.75,,
2000-02-17,214.38,,
2000-02-18,205.0,,
2000-02-22,200.0,,
2000-02-23,221.25,,
2000-02-24,216.25,,
2000-02-25,222.5,,
2000-02-28,228.75,,
2000-02-29,246.25,,
2000-03-01,261.88,,
2000-03-02,250.0,,
2000-03-03,255.63,,
2000-03-06,265.63,,
2000-03-07,248.75,,
2000-03-08,246.25,,
2000-03-09,256.88,,
2000-03-10,265.0,,
2000-03-13,257.5,,
2000-03-14,250.63,,
2000-03-15,258.75,,
2000-03-16,261.88,,
2000-03-17,292.5,,
2000-03-20,284.38,,
2000-03-21,276.25,,
2000-03-22,286.25,,
2000-03-23,278.75,,
2000-03-24,320.0,,
2000-03-27,326.25,,
2000-03-28,306.88,,
2000-03-29,295.0,,
2000-03-30,288.13,,
2000-03-31,301.25,,
2000-04-03,274.38,,
2000-04-04,243.75,,
2000-04-05,235.0,,
2000-04-06,243.75,,
2000-04-07,245.63,,
2000-04-10,243.75,,
2000-04-11,234.38,,
2000-04-12,227.5,,
2000-04-13,221.25,,
2000-04-14,191.88,,
2000-04-17,181.88,,
2000-04-18,215.0,,
2000-04-19,205.63,,
2000-04-20,201.25,,
2000-04-24,200.63,,
2000-04-25,208.75,,
2000-04-26,200.0,,
2000-04-27,218.75,,
2000-04-28,215.0,,
2000-05-01,208.13,,
2000-05-02,196.25,,
2000-05-03,193.13,,
2000-05-04,200.0,,
2000-05-05,198.13,,
2000-05-08,209.38,,
2000-05-09,207.5,,
2000-05-10,199.38,,
2000-05-11,193.13,,
2000-05-12,198.13,,
2000-05-15,206.25,,
2000-05-16,205.63,,
2000-05-17,198.75,,
2000-05-18,200.63,,
2000-05-19,193.75,,
2000-05-22,165.0,,
2000-05-23,157.5,,
2000-05-24,139.38,,
2000-05-25,151.25,,
2000-05-26,148.75,,
2000-05-30,159.38,,
2000-05-31,155.63,,
2000-06-01,163.75,,
2000-06-02,183.75,,
2000-06-05,179.38,,
2000-06-06,168.75,,
2000-06-07,192.5,,
2000-06-08,179.38,,
2000-06-09,181.88,,
2000-06-12,175.63,,
2000-06-13,171.88,,
2000-06-14,166.25,,
2000-06-15,171.25,,
2000-06-16,176.25,,
2000-06-19,178.75,,
2000-06-20,182.5,,
2000-06-21,178.75,,
2000-06-22,173.13,,
2000-06-23,170.63,,
2000-06-26,166.25,,
2000-06-27,160.0,,
2000-06-28,170.0,,
2000-06-29,170.0,,
2000-06-30,165.0,,
2000-07-03,165.63,,
2000-07-05,163.13,,
2000-07-06,160.0,,
2000-07-07,158.13,,
2000-07-10,156.88,,
2000-07-11,156.88,,
2000-07-12,165.0,,
2000-07-13,183.13,,
2000-07-14,197.5,,
2000-07-17,191.25,,
2000-07-18,179.38,,
2000-07-19,177.5,,
2000-07-20,179.38,,
2000-07-21,174.38,,
2000-07-24,163.28,,
2000-07-25,171.25,,
2000-07-26,161.25,,
2000-07-27,154.38,,
2000-07-28,145.63,,
2000-07-31,150.0,,
2000-08-01,143.75,,
2000-08-02,139.38,,
2000-08-03,150.0,,
2000-08-04,146.25,,
2000-08-07,150.63,,
2000-08-08,143.13,,
2000-08-09,154.38,,
2000-08-10,154.38,,
2000-08-11,153.75,,
2000-08-14,163.13,,
2000-08-15,160.0,,
2000-08-16,156.88,,
2000-08-17,170.63,,
2000-08-18,163.75,,
2000-08-21,171.25,,
2000-08-22,172.5,,
2000-08-23,167.5,,
2000-08-24,169.38,,
2000-08-25,168.13,,
2000-08-28,175.0,,
2000-08-29,178.75,,
2000-08-30,180.0,,
2000-08-31,177.5,,
2000-09-01,178.75,,
2000-09-05,180.63,,
2000-09-06,183.75,,
2000-09-07,190.63,,
2000-09-08,182.5,,
2000-09-11,187.5,,
2000-09-12,185.0,,
2000-09-13,193.13,,
2000-09-14,193.75,,
2000-09-15,195.0,,
2000-09-18,191.25,,
2000-09-19,187.5,,
2000-09-20,188.75,,
2000-09-21,188.75,,
2000-09-22,185.63,,
2000-09-25,181.25,,
2000-09-26,168.13,,
2000-09-27,160.0,,
2000-09-28,166.25,,
2000-09-29,164.38,,
2000-10-02,158.75,,
2000-10-03,158.13,,
2000-10-04,152.5,,
2000-10-05,153.75,,
2000-10-06,144.38,,
2000-10-09,140.63,,
2000-10-10,133.75,,
2000-10-11,130.63,,
2000-10-12,127.5,,
2000-10-13,136.88,,
2000-10-16,131.25,,
2000-10-17,120.63,,
2000-10-18,114.38,,
2000-10-19,145.0,,
2000-10-20,158.13,,
2000-10-23,152.5,,
2000-10-24,145.63,,
2000-10-25,136.88,,
2000-10-26,138.75,,
2000-10-27,136.88,,
2000-10-30,138.75,,
2000-10-31,145.63,,
2000-11-01,143.75,,
2000-11-02,155.63,,
2000-11-03,148.13,,
2000-11-06,146.88,,
2000-11-07,143.75,,
2000-11-08,134.38,,
2000-11-09,134.38,,
2000-11-10,127.5,,
2000-11-13,122.5,,
2000-11-14,128.13,,
2000-11-15,126.88,,
