date,K,dcf,Deviation
2007-09-24,55.73,55.90398190100339,-0.003112155790825133
2007-09-25,54.93,56.443981901003376,-0.02682273379753286
2007-09-26,55.47,56.79398190100338,-0.023312010475180056
2007-09-27,55.82,56.973981901003384,-0.020254541854008323
2007-09-28,56.0,56.99230769240887,-0.017411256581579715
2007-10-01,55.94,56.60230769240887,-0.01170107226030459
2007-10-02,55.55,55.722307692408876,-0.0030922569352301865
2007-10-03,54.67,56.042307692408876,-0.0244869947172921
2007-10-04,54.99,56.18230769240888,-0.021222120296955582
2007-10-05,55.13,56.052307692408874,-0.016454410717041346
2007-10-08,55.0,56.40230769240888,-0.024862594276397254
2007-10-09,55.35,56.15230769240888,-0.014288062688425196
2007-10-10,55.1,55.41230769240888,-0.005636070855277953
2007-10-11,54.36,56.042307692408876,-0.030018529958514728
2007-10-12,54.99,55.46230769240887,-0.008515831959756581
2007-10-15,54.41,55.59230769240887,-0.021267469214456103
2007-10-16,54.54,55.53230769240887,-0.01786901595923629
2007-10-17,54.48,55.07230769240888,-0.01075509121057816
2007-10-18,54.02,54.552307692408874,-0.009757748387295928
2007-10-19,53.5,54.88230769240888,-0.025186763285467206
2007-10-22,53.83,55.292307692408876,-0.026446855872677588
2007-10-23,54.24,55.392307692408885,-0.02080266629813654
2007-10-24,54.34,55.332307692408875,-0.01793360396109067
2007-10-25,54.28,55.49230769240887,-0.021846409760585828
2007-10-26,54.44,54.16230769240888,0.005127039807242939
2007-10-29,53.11,53.02230769240887,0.0016538757252861913
2007-10-30,51.97,53.84230769240887,-0.03477391242412975
2007-10-31,52.79,53.482307692408874,-0.012944611447780474
2007-11-01,52.43,53.63230769240888,-0.02241760133284465
2007-11-02,52.58,53.13230769240888,-0.010394950198780673
2007-11-05,52.08,53.292307692408876,-0.022748267900238872
2007-11-06,52.24,52.88230769240888,-0.012145984553943334
2007-11-07,51.83,53.642307692408885,-0.03378504338032706
2007-11-08,52.59,53.442307692408875,-0.015948182801431288
2007-11-09,52.39,53.15230769240888,-0.014341949117625097
2007-11-12,52.1,53.74230769240887,-0.030558935090925554
2007-11-13,52.69,53.45230769240887,-0.01426145521715494
2007-11-14,52.4,53.32230769240888,-0.01729684502271045
2007-11-15,52.27,53.82230769240888,-0.028841344025607674
2007-11-16,52.77,53.49230769240887,-0.01350301984655955
2007-11-19,52.44,54.222307692408876,-0.03287037694005046
2007-11-20,53.17,53.93230769240888,-0.01413452761481171
2007-11-21,52.88,54.012307692408875,-0.020963882877531814
2007-11-23,52.96,53.50230769240888,-0.010136155164122362
2007-11-26,52.45,54.13230769240888,-0.031077701360305965
2007-11-27,53.08,55.222307692408876,-0.03879424424530831
2007-11-28,54.17,55.232307692408874,-0.019233447538076986
2007-11-29,54.18,55.09230769240887,-0.01655962021962243
2007-11-30,54.04,54.87230769240888,-0.015168082543100758
2007-12-03,53.82,54.552307692408874,-0.013423954428068652
2007-12-04,53.5,55.42230769240888,-0.034684728450457
2007-12-05,54.37,55.70230769240887,-0.02391835720282809
2007-12-06,54.65,55.27230769240887,-0.011258941744788808
2007-12-07,54.22,55.62230769240888,-0.025211246181363722
2007-12-10,54.57,55.142307692408885,-0.010378740324059166
2007-12-11,54.09,54.74230769240887,-0.0119159699308643
2007-12-12,53.69,55.042307692408876,-0.024568513732489805
2007-12-13,53.99,54.67230769240888,-0.012479950475981383
2007-12-14,53.62,54.17230769240888,-0.010195387937779743
2007-12-17,53.12,54.192307692408875,-0.01978708303944554
2007-12-18,53.14,54.042307692408876,-0.016696320548421295
2007-12-19,52.99,53.87230769240888,-0.01637775937586583
2007-12-20,52.82,54.59230769240887,-0.032464421588379144
2007-12-21,53.54,54.66230769240888,-0.020531655903081036
2007-12-24,53.61,54.52230769240887,-0.016732741716578015
2007-12-26,53.47,53.862307692408876,-0.0072835292288111475
2007-12-27,52.81,53.972307692408876,-0.021535260249254673
2007-12-28,52.92,53.3648674860842,-0.008336336377115616
2007-12-31,52.43,52.50486748608421,-0.0014259151516581303
2008-01-02,51.57,52.6748674860842,-0.02097523048114147
2008-01-03,51.74,52.1048674860842,-0.007002560484040132
2008-01-04,51.17,53.1948674860842,-0.03806509127245972
2008-01-07,52.26,53.134867486084204,-0.01646503562492807
2008-01-08,52.2,52.8548674860842,-0.01238991822761859
2008-01-09,51.92,53.3348674860842,-0.026528002276434925
2008-01-10,52.4,51.8248674860842,0.011097616681223998
2008-01-11,50.89,51.134867486084204,-0.004788659834717324
2008-01-14,50.2,50.564867486084204,-0.00721582996701442
2008-01-15,49.63,50.53486748608421,-0.0179058050628782
2008-01-16,49.6,50.24486748608421,-0.012834494712575584
2008-01-17,49.31,49.49486748608421,-0.0037350839687808612
2008-01-18,48.56,48.4348674860842,0.0025835213434155513
2008-01-22,47.5,48.74486748608421,-0.025538432050094206
2008-01-23,47.81,48.7148674860842,-0.018574770553213216
2008-01-24,47.78,48.52486748608421,-0.015350221951617282
2008-01-25,47.59,50.4748674860842,-0.05715453313234642
2008-01-28,49.54,50.554867486084206,-0.020074575140832107
2008-01-29,49.62,50.04486748608421,-0.00848973146351828
2008-01-30,49.11,48.734867486084205,0.007697415285327525
2008-01-31,47.8,49.954867486084204,-0.043136286702882054
2008-02-01,49.02,49.99486748608421,-0.019499351335525716
2008-02-04,49.06,49.0848674860842,-0.0005066222515778263
2008-02-05,48.15,50.02486748608421,-0.03747870969584799
2008-02-06,49.09,50.564867486084204,-0.02916783053945693
2008-02-07,49.63,50.1148674860842,-0.00967512258151404
2008-02-08,49.18,50.52486748608421,-0.026617931980813636
2008-02-11,49.59,51.484867486084205,-0.03680435783575364
2008-02-12,50.55,52.0848674860842,-0.02946858771397054
2008-02-13,51.15,51.804867486084206,-0.012641041621429094
2008-02-14,50.87,52.6648674860842,-0.0340809266549178
2008-02-15,51.73,52.78486748608421,-0.019984278379827525
2008-02-19,51.85,52.2248674860842,-0.007177949971516662
2008-02-20,51.29,51.9348674860842,-0.012416850514868294
2008-02-21,51.0,51.9748674860842,-0.018756517009787754
2008-02-22,51.04,52.1748674860842,-0.021751228910871445
2008-02-25,51.24,52.634867486084204,-0.026500826404720845
2008-02-26,51.7,52.634867486084204,-0.01776137246534082
2008-02-27,51.7,52.4348674860842,-0.014014863035159308
2008-02-28,51.5,51.6548674860842,-0.0029981198988831004
2008-02-29,50.72,51.6448674860842,-0.01790821684910726
2008-03-03,50.71,51.3548674860842,-0.012557085971625637
2008-03-04,50.42,51.49486748608421,-0.02087329356415335
2008-03-05,50.56,50.77486748608421,-0.0042317685249123604
2008-03-06,49.84,50.384867486084204,-0.010814109737108835
2008-03-07,49.45,50.6948674860842,-0.024556085217619206
2008-03-10,49.76,51.78486748608421,-0.039101528774372896
2008-03-11,50.85,51.99486748608421,-0.02201885573399376
2008-03-12,51.06,51.24486748608421,-0.0036075317422649134
2008-03-13,50.31,50.8248674860842,-0.01013022781073003
2008-03-14,49.89,50.6948674860842,-0.015876705591648665
2008-03-17,49.76,52.0748674860842,-0.04445268126131663
2008-03-18,51.14,52.1548674860842,-0.019458730028505622
2008-03-19,51.22,52.554867486084206,-0.025399502461644685
2008-03-20,51.62,52.384867486084204,-0.014600924327762943
2008-03-24,51.45,52.814867486084204,-0.025842486236357987
2008-03-25,51.88,52.6048674860842,-0.013779475564232757
2008-03-26,51.67,52.8548674860842,-0.02241737691228074
2008-03-27,51.92,53.4148674860842,-0.02798598136508801
2008-03-28,52.48,53.51336283247009,-0.01931036992956603
2008-03-31,52.56,55.053362832470086,-0.04528992788428754
2008-04-01,54.1,54.033362832470075,0.0012332596758142245
2008-04-02,53.08,53.95336283247008,-0.016187366025393946
2008-04-03,53.0,54.103362832470076,-0.020393609097582588
2008-04-04,53.15,54.01336283247009,-0.015984245142223963
2008-04-07,53.06,53.923362832470076,-0.01601092341277721
2008-04-08,52.97,53.783362832470075,-0.015122944896614587
2008-04-09,52.83,53.533362832470075,-0.013138775433764849
2008-04-10,52.58,52.90336283247008,-0.006112330391814247
2008-04-11,51.95,53.27336283247008,-0.0248409854777083
2008-04-14,52.32,54.073362832470075,-0.03242562956371586
2008-04-15,53.12,54.173362832470076,-0.019444294712284704
2008-04-16,53.22,53.893362832470075,-0.012494355465686113
2008-04-17,52.94,53.613362832470074,-0.012559608218835061
2008-04-18,52.66,52.91336283247008,-0.004788257992073941
2008-04-21,51.96,52.393362832470075,-0.00827133073812747
2008-04-22,51.44,52.91336283247008,-0.027844815630692743
2008-04-23,51.96,52.76336283247009,-0.015225770105306902
2008-04-24,51.81,52.323362832470075,-0.009811350125062956
2008-04-25,51.37,52.12336283247008,-0.014453457941527414
2008-04-28,51.17,52.933362832470074,-0.03331288129286203
2008-04-29,51.98,52.12336283247008,-0.0027504524781116757
2008-04-30,51.17,53.38336283247008,-0.04146165986987638
2008-05-01,52.43,53.353362832470076,-0.0173065535788145
2008-05-02,52.4,53.12336283247008,-0.013616661180717804
2008-05-05,52.17,52.84336283247008,-0.012742618871642297
2008-05-06,51.89,52.38336283247008,-0.009418311574381444
2008-05-07,51.43,52.34336283247008,-0.017449448851679317
2008-05-08,51.39,51.823362832470075,-0.008362306280104037
2008-05-09,50.87,52.30336283247008,-0.02740479301610499
2008-05-12,51.35,52.40336283247008,-0.02010105412199603
2008-05-13,51.45,52.47336283247009,-0.01950252046428469
2008-05-14,51.52,52.48336283247008,-0.01835558509360735
2008-05-15,51.53,52.44336283247008,-0.017416175911293297
2008-05-16,51.49,52.23336283247008,-0.014231571397275156
2008-05-19,51.28,52.113362832470074,-0.01599134631071697
2008-05-20,51.16,51.853362832470076,-0.013371607830146348
2008-05-21,50.9,51.713362832470075,-0.015728291256266513
2008-05-22,50.76,51.51336283247009,-0.014624609830271584
2008-05-23,50.56,52.13336283247008,-0.030179576896392724
2008-05-27,51.18,51.753362832470074,-0.0110787551009216
2008-05-28,50.8,52.283362832470075,-0.02837160335732747
2008-05-29,51.33,52.76336283247009,-0.027165873354607517
2008-05-30,51.81,52.33336283247008,-0.010000558040679897
2008-06-02,51.38,51.823362832470075,-0.00855526944292162
2008-06-03,50.87,52.31336283247008,-0.0275907101803482
2008-06-04,51.36,52.353362832470076,-0.01897419341807749
2008-06-05,51.4,51.003362832470074,0.007776686585015069
2008-06-06,50.05,51.27336283247008,-0.02385961764332256
2008-06-09,50.32,52.963362832470075,-0.04990927107161547
2008-06-10,52.01,52.63336283247008,-0.011843492395768429
2008-06-11,51.68,52.70336283247008,-0.01941741053076773
2008-06-12,51.75,52.95336283247008,-0.022724955849870887
2008-06-13,52.0,52.44336283247008,-0.008454126671594286
2008-06-16,51.49,51.62336283247008,-0.0025833813442737164
2008-06-17,50.67,52.073362832470075,-0.02694972546683716
2008-06-18,51.12,52.34336283247008,-0.02337188071743823
2008-06-19,51.39,51.95336283247008,-0.010843625932101975
2008-06-20,51.0,51.80336283247008,-0.015507928222114109
2008-06-23,50.85,51.213362832470075,-0.007095078557108447
2008-06-24,50.26,50.76336283247009,-0.009915868539507433
2008-06-25,49.81,49.47336283247009,0.006804412480911237
2008-06-26,48.52,48.91336283247008,-0.008042032068360405
2008-06-27,47.96,49.04453932740829,-0.02211335537618553
2008-06-30,48.02,49.06453932740828,-0.021289088651950006
2008-07-01,48.04,49.484539327408285,-0.02919173032713651
2008-07-02,48.46,49.82453932740828,-0.027386893001490442
2008-07-03,48.8,50.22453932740829,-0.028363412516775433
2008-07-07,49.2,51.194539327408286,-0.03896000146915002
2008-07-08,50.17,51.53453932740828,-0.02647815125966524
2008-07-09,50.51,51.874539327408286,-0.026304606172903866
2008-07-10,50.85,51.89453932740828,-0.020128116386546324
2008-07-11,50.87,51.57453932740828,-0.013660603402304572
2008-07-14,50.55,51.93453932740829,-0.02665931661932741
2008-07-15,50.91,53.414539327408285,-0.046888719044388516
2008-07-16,52.39,53.06453932740828,-0.012711677816448663
2008-07-17,52.04,52.624539327408286,-0.011107732910905388
2008-07-18,51.6,52.40453932740829,-0.015352473998135108
2008-07-21,51.38,53.32453932740828,-0.03646612520117554
2008-07-22,52.3,54.57453932740828,-0.04167766426323216
2008-07-23,53.55,53.86453932740829,-0.005839450802621826
2008-07-24,52.84,53.29453932740829,-0.008528816144105833
2008-07-25,52.27,53.874539327408286,-0.029782887193839702
2008-07-28,52.85,54.47453932740829,-0.02982199294324117
2008-07-29,53.45,55.17453932740828,-0.031256071159466936
2008-07-30,54.15,54.08453932740829,0.001210339838441321
2008-07-31,53.06,53.484539327408285,-0.00793760837705726
2008-08-01,52.46,54.954539327408284,-0.045392780249622566
2008-08-04,53.93,55.384539327408284,-0.026262551698944536
2008-08-05,54.36,55.804539327408285,-0.025885695766308503
2008-08-06,54.78,54.58453932740829,0.003580879769256695
2008-08-07,53.56,56.734539327408285,-0.05595426287130656
2008-08-08,55.71,56.734539327408285,-0.018058476186715633
2008-08-11,55.71,56.47453932740829,-0.01353777005556267
2008-08-12,55.45,55.764539327408286,-0.005640490017527866
2008-08-13,54.74,55.634539327408284,-0.016078848467566798
2008-08-14,54.61,56.524539327408284,-0.033870940837193886
2008-08-15,55.5,55.71453932740828,-0.003850688348108422
2008-08-18,54.69,54.914539327408285,-0.0040888866620468756
2008-08-19,53.89,55.444539327408286,-0.028037735478844916
2008-08-20,54.42,55.204539327408284,-0.01421150030354057
2008-08-21,54.18,55.414539327408285,-0.022278256616268144
2008-08-22,54.39,54.93453932740829,-0.009912512857582212
2008-08-25,53.91,54.414539327408285,-0.009272141851142224
2008-08-26,53.39,55.344539327408285,-0.03531584779928487
2008-08-27,54.32,55.884539327408284,-0.027995924207985023
2008-08-28,54.86,55.46453932740828,-0.010899564563940145
2008-08-29,54.44,56.40453932740829,-0.03482945434594964
2008-09-02,55.38,55.49453932740829,-0.0020639747405150066
2008-09-03,54.47,55.304539327408285,-0.01508988841707426
2008-09-04,54.28,56.03453932740828,-0.03131174715574181
2008-09-05,55.01,57.24453932740829,-0.03903497789768062
2008-09-08,56.22,56.704539327408284,-0.008544983049956323
2008-09-09,55.68,56.454539327408284,-0.013719699720094125
2008-09-10,55.43,56.884539327408284,-0.025570029125777882
2008-09-11,55.86,57.234539327408285,-0.02401590619163163
2008-09-12,56.21,56.704539327408284,-0.00872133577442269
2008-09-15,55.68,57.144539327408275,-0.025628683766566573
2008-09-16,56.12,57.43453932740829,-0.022887609838997736
2008-09-17,56.41,57.96453932740829,-0.026818798966512847
2008-09-18,56.94,57.704539327408284,-0.013249205977893475
2008-09-19,56.68,56.384539327408284,0.005240100852399676
2008-09-22,55.36,56.49453932740829,-0.020082283012048063
2008-09-23,55.47,56.75453932740828,-0.02263324383619736
2008-09-24,55.73,57.51453932740829,-0.031027620985531912
2008-09-25,56.49,58.414539327408285,-0.032946238206577494
2008-09-26,57.39,56.501600000404714,0.01572344853223484
2008-09-29,55.22,57.38160000040472,-0.037670612189089736
2008-09-30,56.1,57.81160000040472,-0.029606514962269403
2008-10-01,56.53,58.30160000040472,-0.030386816148997964
2008-10-02,57.02,58.491600000404716,-0.025159168160804768
2008-10-03,57.21,57.281600000404715,-0.0012499650918307292
2008-10-06,56.0,56.931600000404714,-0.016363495851128174
2008-10-07,55.65,53.88160000040472,0.03282010926887846
2008-10-08,52.6,49.90160000040471,0.054074418446971695
2008-10-09,48.62,49.77160000040472,-0.023137692989483094
2008-10-10,48.49,53.55160000040472,-0.09451818433747006
2008-10-13,52.27,52.02160000040472,0.004774939632640196
2008-10-14,50.74,49.59160000040472,0.023157147573095394
2008-10-15,48.31,51.80160000040472,-0.06740332345675493
2008-10-16,50.52,51.741600000404716,-0.02360962939675537
2008-10-17,50.46,52.13160000040472,-0.03206500472634144
2008-10-20,50.85,51.58160000040471,-0.01418335221084599
2008-10-21,50.3,50.531600000404715,-0.004583270674248685
2008-10-22,49.25,51.181600000404714,-0.03774012536515936
2008-10-23,49.9,49.501600000404714,0.008048224695606399
2008-10-24,48.22,48.89160000040472,-0.013736510983464734
2008-10-27,47.61,51.961600000404715,-0.08374645893064925
2008-10-28,50.68,51.30160000040472,-0.012116581167055496
2008-10-29,50.02,51.27160000040472,-0.02441117500516532
2008-10-30,49.99,51.70160000040472,-0.03310535844908702
2008-10-31,50.42,53.59160000040472,-0.059180916419378504
2008-11-03,52.31,53.73160000040472,-0.026457429155171464
2008-11-04,52.45,51.611600000404714,0.016244410163388068
2008-11-05,50.33,49.681600000404714,0.013051109456821086
2008-11-06,48.4,50.821600000404715,-0.04764903112820984
2008-11-07,49.54,51.27160000040472,-0.033773082961933154
2008-11-10,49.99,49.98160000040472,0.00016806183866102664
2008-11-11,48.7,48.40160000040471,0.006165085443307516
2008-11-12,47.12,50.31160000040472,-0.06343666272547577
2008-11-13,49.03,48.211600000404715,0.01697516779340269
2008-11-14,46.93,47.601600000404716,-0.014108769461509851
2008-11-17,46.32,48.38160000040472,-0.042611240644945036
2008-11-18,47.1,45.40160000040471,0.0374083732639412
2008-11-19,44.12,41.97160000040471,0.051186993099490374
2008-11-20,40.69,44.30160000040472,-0.08152301497850478
2008-11-21,43.02,44.59160000040472,-0.035244306111250734
2008-11-24,43.31,43.711600000404715,-0.009187492574076361
2008-11-25,42.43,44.501600000404714,-0.04655113524875232
2008-11-26,43.22,44.711600000404715,-0.03336047022229616
2008-11-28,43.43,42.19160000040471,0.02935181409530352
2008-12-01,40.91,42.69160000040471,-0.0417318629516773
2008-12-02,41.41,43.19160000040471,-0.0412487613422059
2008-12-03,41.91,42.16160000040472,-0.005967515473850771
2008-12-04,40.88,44.01160000040471,-0.07115396850775502
2008-12-05,42.73,44.13160000040472,-0.031759555520123106
2008-12-08,42.85,43.39160000040472,-0.012481678490760206
2008-12-09,42.11,43.281600000404715,-0.027069239593586203
2008-12-10,42.0,42.87160000040472,-0.020330475195618813
2008-12-11,41.59,43.81160000040472,-0.050708031671616416
2008-12-12,42.53,43.431600000404714,-0.020759078652324847
2008-12-15,42.15,45.211600000404715,-0.0677171345490385
2008-12-16,43.93,44.05160000040472,-0.002760399177410111
2008-12-17,42.77,43.89160000040472,-0.025553864529759163
2008-12-18,42.61,43.91160000040472,-0.02964137039854442
2008-12-19,42.63,43.51160000040471,-0.020261263672135876
2008-12-22,42.23,42.711600000404715,-0.011275625366414577
2008-12-23,41.43,42.94160000040471,-0.03520129665383842
2008-12-24,41.66,43.58160000040471,-0.04409200213821596
2008-12-26,42.3,43.361600000404714,-0.02448249143008574
2008-12-29,42.08,44.47160000040471,-0.05377814156412075
2008-12-30,43.19,45.13160000040472,-0.043020854576113154
2008-12-31,43.85,46.33160000040471,-0.05356171598613113
2009-01-02,45.05,45.25690140858222,-0.004571709554622494
2009-01-05,44.79,45.11690140858222,-0.007245652923319801
2009-01-06,44.65,44.93690140858222,-0.006384539200280259
2009-01-07,44.47,44.83690140858223,-0.008183023292327674
2009-01-08,44.37,44.00690140858222,0.008250946551464411
2009-01-09,43.54,44.16690140858223,-0.014193918717159804
2009-01-12,43.7,44.36690140858222,-0.015031507439309588
2009-01-13,43.9,43.11690140858222,0.018162218662167273
2009-01-14,42.65,43.216901408582224,-0.01311758571542676
2009-01-15,42.75,45.09690140858223,-0.052041300738582374
2009-01-16,44.63,45.146901408582224,-0.011449321934726586
2009-01-20,44.68,45.57690140858223,-0.019678858826794765
2009-01-21,45.11,45.386901408582226,-0.006100910174270391
2009-01-22,44.92,44.69690140858222,0.0049913659423144185
2009-01-23,44.23,45.176901408582225,-0.020959857339891474
2009-01-26,44.71,45.706901408582226,-0.021810741438601178
2009-01-27,45.24,45.65690140858222,-0.009131180516421478
2009-01-28,45.19,45.58690140858223,-0.008706479192891803
2009-01-29,45.12,44.15690140858222,0.021810828221533463
2009-01-30,43.69,44.61690140858222,-0.02077467012094958
2009-02-02,44.15,45.396901408582224,-0.027466663360123045
2009-02-03,44.93,43.956901408582226,0.022137561116348126
2009-02-04,43.49,44.146901408582224,-0.014879898421466975
2009-02-05,43.68,44.04690140858223,-0.008329789312052305
2009-02-06,43.58,43.69690140858222,-0.0026752791345352467
2009-02-09,43.23,41.72690140858222,0.03602229115216837
2009-02-10,41.26,41.93690140858222,-0.016140949518118175
2009-02-11,41.47,41.776901408582226,-0.007346198454995512
2009-02-12,41.31,41.84690140858223,-0.012830135338816606
2009-02-13,41.38,40.62690140858222,0.01853694387971938
2009-02-17,40.16,40.79690140858223,-0.015611514271724802
2009-02-18,40.33,41.31690140858223,-0.02388614283590096
2009-02-19,40.85,40.636901408582226,0.005243967527818638
2009-02-20,40.17,39.53690140858223,0.01601285302748434
2009-02-23,39.07,40.136901408582226,-0.02658155889318592
2009-02-24,39.67,39.68690140858222,-0.00042586868670391187
2009-02-25,39.22,39.176901408582225,0.0011001020976184606
2009-02-26,38.71,39.386901408582226,-0.01718595229313291
2009-02-27,38.92,38.426901408582225,0.012832119513743745
2009-03-02,37.96,38.48690140858223,-0.013690408666277576
2009-03-03,38.02,38.53690140858223,-0.013413154397180271
2009-03-04,38.07,37.18690140858222,0.023747571267499268
2009-03-05,36.72,37.62690140858222,-0.02410247388522324
2009-03-06,37.16,36.466901408582224,0.019006237564638706
2009-03-09,36.0,36.636901408582226,-0.017384150517517072
2009-03-10,36.17,36.306901408582235,-0.003770671780596313
2009-03-11,35.84,37.146901408582224,-0.03518197639710219
2009-03-12,36.68,37.456901408582226,-0.02074120867894913
2009-03-13,36.99,38.36690140858222,-0.03588774068354195
2009-03-16,37.9,38.33690140858223,-0.011396367273553976
2009-03-17,37.87,37.47690140858222,0.010489089989914602
2009-03-18,37.01,37.136901408582226,-0.0034171243094853754
2009-03-19,36.67,36.896901408582224,-0.006149606062297863
2009-03-20,36.43,38.16690140858223,-0.04550805395461488
2009-03-23,37.7,37.636901408582226,0.001676508667193044
2009-03-24,37.17,37.94690140858222,-0.020473382008643015
2009-03-25,37.48,38.08690140858223,-0.015934649082413377
2009-03-26,37.62,37.356901408582225,0.007042837641703548
2009-03-27,36.89,36.94690140858222,-0.0015400860806422667
2009-03-30,36.48,37.09690140858223,-0.016629459204361208
2009-03-31,36.63,38.056901408582235,-0.0374938935060134
2009-04-01,37.59,38.62690140858222,-0.026844022449904248
2009-04-02,38.16,38.47690140858222,-0.008236146804470601
2009-04-03,38.01,39.34050156900414,-0.033820147581759
2009-04-06,38.54,39.75050156900415,-0.03045248540833634
2009-04-07,38.95,40.02050156900413,-0.026748829400809693
2009-04-08,39.22,40.35050156900413,-0.028017038823441642
2009-04-09,39.55,40.040501569004135,-0.012250135482414715
2009-04-13,39.24,40.060501569004145,-0.02048156006211832
2009-04-14,39.26,40.65050156900414,-0.034206258602831
2009-04-15,39.85,41.040501569004135,-0.029007968311558385
2009-04-16,40.24,40.90050156900414,-0.01614898457638214
2009-04-17,40.1,40.40050156900414,-0.007438065304483432
2009-04-20,39.6,40.83050156900415,-0.030136822270590558
2009-04-21,40.03,40.15050156900414,-0.0030012469158583466
2009-04-22,39.35,39.91050156900415,-0.014043962039290703
2009-04-23,39.11,39.74050156900414,-0.0158654658122358
2009-04-24,38.94,39.53050156900414,-0.014937871910715939
2009-04-27,38.73,39.99050156900414,-0.031520023994425994
2009-04-28,39.19,40.30050156900414,-0.027555527245801126
2009-04-29,39.5,42.91050156900415,-0.07947941516180457
2009-04-30,42.11,44.20050156900414,-0.04729587888817344
2009-05-01,43.4,45.060501569004145,-0.03685049014515096
2009-05-04,44.26,44.190501569004134,0.0015727006602841431
2009-05-05,43.39,43.80050156900414,-0.009372074617854054
2009-05-06,43.0,43.45050156900414,-0.010368155780404398
2009-05-07,42.65,43.63050156900414,-0.0224728466037325
2009-05-08,42.83,43.72050156900414,-0.020368054735114716
2009-05-11,42.92,43.95050156900414,-0.023446867094024104
2009-05-12,43.15,43.42050156900414,-0.006229812167744209
2009-05-13,42.62,44.21050156900414,-0.035975650864798925
2009-05-14,43.41,43.99050156900414,-0.013196066157453501
2009-05-15,43.19,44.62050156900414,-0.032059289311033856
2009-05-18,43.82,44.560501569004145,-0.016617891247418748
2009-05-19,43.76,44.440501569004134,-0.015312643759150646
2009-05-20,43.64,44.23050156900415,-0.013350551046383718
2009-05-21,43.43,44.48050156900415,-0.023617125076129564
2009-05-22,43.68,44.78050156900414,-0.024575463213790227
2009-05-26,43.98,44.03050156900414,-0.00114696783376389
2009-05-27,43.23,44.11050156900414,-0.019961268579699487
2009-05-28,43.31,44.05050156900414,-0.016810286889563764
2009-05-29,43.25,44.65050156900414,-0.031365864207365424
2009-06-01,43.85,45.38050156900414,-0.033725972963893014
2009-06-02,44.58,45.10050156900413,-0.011540926395414042
2009-06-03,44.3,44.84050156900414,-0.012053869829541819
2009-06-04,44.04,44.58050156900415,-0.012124169759901271
2009-06-05,43.78,45.32050156900414,-0.033991273610655126
2009-06-08,44.52,44.74050156900414,-0.004928455454708103
2009-06-09,43.94,44.28050156900414,-0.007689650228408618
2009-06-10,43.48,44.75050156900415,-0.028390778303234665
2009-06-11,43.95,45.35050156900413,-0.030881721713114096
2009-06-12,44.55,44.25050156900415,0.00676824940681886
2009-06-15,43.45,44.26050156900414,-0.018312073751367897
2009-06-16,43.46,45.02050156900413,-0.03466202095976889
2009-06-17,44.22,46.01050156900414,-0.03891506303879
2009-06-18,45.21,45.890501569004144,-0.014828810881068577
2009-06-19,45.09,45.92050156900414,-0.018085638018481842
2009-06-22,45.12,46.100501569004145,-0.021268783107197042
2009-06-23,45.3,46.47050156900414,-0.02518805542191238
2009-06-24,45.67,47.13050156900414,-0.030988458013030185
2009-06-25,46.33,47.03050156900414,-0.014894622545675973
2009-06-26,46.23,47.40050156900414,-0.02469386462715306
2009-06-29,46.6,47.37050156900414,-0.016265429824122823
2009-06-30,46.57,48.350501569004145,-0.03682488311859755
2009-07-01,47.55,47.62050156900414,-0.0014804877454300813
2009-07-02,46.82,48.91416666666667,-0.042813090958652045
2009-07-06,47.81,48.83416666666667,-0.020972338356000764
2009-07-07,47.73,48.90416666666667,-0.02400954247252285
2009-07-08,47.8,48.43416666666667,-0.013093374167684746
2009-07-09,47.33,48.344166666666666,-0.02097805664247676
2009-07-10,47.24,49.024166666666666,-0.036393615393768286
2009-07-13,47.92,48.854166666666664,-0.019121535181236604
2009-07-14,47.75,49.04416666666667,-0.026387779722359173
2009-07-15,47.94,49.094166666666666,-0.023509242442245393
2009-07-16,47.99,48.284166666666664,-0.0060924043423481455
2009-07-17,47.18,48.68416666666667,-0.03089642423101291
2009-07-20,47.58,48.674166666666665,-0.022479412419318945
2009-07-21,47.57,48.79416666666667,-0.02508838146636383
2009-07-22,47.69,49.23416666666667,-0.03136372099321272
2009-07-23,48.13,49.024166666666666,-0.01823930374475169
2009-07-24,47.92,48.954166666666666,-0.021125202144863353
2009-07-27,47.85,48.924166666666665,-0.02195574784104648
2009-07-28,47.82,49.14416666666666,-0.026944533939260218
2009-07-29,48.04,48.76416666666667,-0.014850385358101126
2009-07-30,47.66,48.604166666666664,-0.01942563223317617
2009-07-31,47.5,48.05416666666667,-0.011532125205930832
2009-08-03,46.95,47.674166666666665,-0.015189917670296538
2009-08-04,46.57,47.384166666666665,-0.017182251455303277
2009-08-05,46.28,47.65416666666667,-0.02883623327795748
2009-08-06,46.55,47.26416666666667,-0.015110108080469753
2009-08-07,46.16,47.19416666666667,-0.021913018911235538
2009-08-10,46.09,47.274166666666666,-0.025048916779777497
2009-08-11,46.17,47.354166666666664,-0.025006599208094893
2009-08-12,46.25,47.064166666666665,-0.017299077500575466
2009-08-13,45.96,47.16416666666667,-0.025531388589501214
2009-08-14,46.06,47.16416666666667,-0.023411134865805594
2009-08-17,46.06,47.19416666666667,-0.024031924849469366
2009-08-18,46.09,47.854166666666664,-0.0368654767087504
2009-08-19,46.75,47.924166666666665,-0.024500512963188337
2009-08-20,46.82,48.454166666666666,-0.03372602975320316
2009-08-21,47.35,48.23416666666667,-0.018330713014633404
