date,NBL,dcf,Deviation
2006-05-16,22.48,22.46486260334594,0.0006738254723093196
2006-05-17,21.71,22.05486260334594,-0.0156365790868096
2006-05-18,21.3,22.19486260334594,-0.040318456542778325
2006-05-19,21.44,21.744862603345936,-0.014019982968254019
2006-05-22,20.99,21.504862603345938,-0.023941682997120517
2006-05-23,20.75,21.094862603345938,-0.016348179641200278
2006-05-24,20.34,21.62486260334594,-0.05941598922099678
2006-05-25,20.87,21.80486260334594,-0.042874042380000255
2006-05-26,21.05,21.46486260334594,-0.019327521960530447
2006-05-30,20.71,22.48486260334594,-0.07893588831989673
2006-05-31,21.73,22.754862603345938,-0.045039278909785097
2006-06-01,22.0,23.004862603345938,-0.04368044359455492
2006-06-02,22.25,22.134862603345937,0.005201631413635166
2006-06-05,21.38,22.03486260334594,-0.029719386734297193
2006-06-06,21.28,21.334862603345936,-0.0025715001950531446
2006-06-07,20.58,21.114862603345937,-0.025331095607564302
2006-06-08,20.36,20.724862603345937,-0.017605067417288067
2006-06-09,19.97,19.994862603345936,-0.001243449571980415
2006-06-12,19.24,18.89486260334594,0.018266203036212847
2006-06-13,18.14,19.39486260334594,-0.06470077303509503
2006-06-14,18.64,19.844862603345938,-0.06071408139367973
2006-06-15,19.09,20.174862603345936,-0.053772985951637375
2006-06-16,19.42,19.294862603345937,0.006485529294847803
2006-06-19,18.54,19.21486260334594,-0.035121906270015324
2006-06-20,18.46,19.724862603345937,-0.06412529348272245
2006-06-21,18.97,19.744862603345936,-0.03924375767571209
2006-06-22,18.99,21.084862603345936,-0.09935386550792635
2006-06-23,20.33,21.324862603345938,-0.04665270871146632
2006-06-26,20.57,21.884862603345937,-0.06008091653017322
2006-06-27,21.13,22.584862603345936,-0.06441759814515768
2006-06-28,21.83,23.924862603345936,-0.08756006828866669
2006-06-29,23.17,24.184862603345938,-0.04196271940802887
2006-06-30,23.43,24.875159038013965,-0.058096474310193935
2006-07-03,23.87,25.255159038013964,-0.05484657752220157
2006-07-05,24.25,25.165159038013964,-0.036366113825529345
2006-07-06,24.16,24.655159038013963,-0.020083384465316767
2006-07-07,23.65,24.555159038013965,-0.036862275524776056
2006-07-10,23.55,24.725159038013963,-0.047528876809536436
2006-07-11,23.72,24.595159038013964,-0.03558257284131938
2006-07-12,23.59,24.545159038013963,-0.03891435523129738
2006-07-13,23.54,24.365159038013964,-0.033866351404748474
2006-07-14,23.36,24.105159038013966,-0.030912844708423037
2006-07-17,23.1,24.285159038013965,-0.04880178203316743
2006-07-18,23.28,24.735159038013965,-0.058829580831787576
2006-07-19,23.73,24.175159038013966,-0.01841390318524816
2006-07-20,23.17,23.955159038013964,-0.03277619809444843
2006-07-21,22.95,24.945159038013966,-0.07998181270255844
2006-07-24,23.94,25.505159038013964,-0.061366370453961205
2006-07-25,24.5,25.865159038013964,-0.052779843186256614
2006-07-26,24.86,25.455159038013964,-0.023380684329065593
2006-07-27,24.45,25.865159038013964,-0.05471294554710093
2006-07-28,24.86,26.315159038013963,-0.05529736817899866
2006-07-31,25.31,26.505159038013964,-0.04509156260107161
2006-08-01,25.5,26.265159038013966,-0.029132092324533065
2006-08-02,25.26,25.615159038013964,-0.013865189651443899
2006-08-03,24.61,25.255159038013964,-0.025545633549282853
2006-08-04,24.25,25.955159038013964,-0.0656963432786748
2006-08-07,24.95,25.805159038013965,-0.0331390725689471
2006-08-08,24.8,26.265159038013966,-0.055783368221506646
2006-08-09,25.26,26.185159038013964,-0.03533142711376602
2006-08-10,25.18,25.975159038013963,-0.030612287564833363
2006-08-11,24.97,25.315159038013963,-0.013634480332344046
2006-08-14,24.31,25.705159038013964,-0.05427544859577571
2006-08-15,24.7,25.925159038013966,-0.04725753219941753
2006-08-16,24.92,25.265159038013966,-0.013661463103977978
2006-08-17,24.26,25.545159038013963,-0.050309298763867805
2006-08-18,24.54,25.715159038013965,-0.04569907719710242
2006-08-21,24.71,26.185159038013964,-0.056335691369008734
2006-08-22,25.18,25.675159038013966,-0.01928552953774687
2006-08-23,24.67,25.975159038013963,-0.05024643106530724
2006-08-24,24.97,26.045159038013963,-0.041280571043729286
2006-08-25,25.04,25.955159038013964,-0.035259234461773925
2006-08-28,24.95,25.975159038013963,-0.03946690130034125
2006-08-29,24.97,25.505159038013964,-0.020982383886191114
2006-08-30,24.5,25.715159038013965,-0.04725457992375748
2006-08-31,24.71,25.785159038013965,-0.04169681623560684
2006-09-01,24.78,25.735159038013965,-0.037114946000647464
2006-09-05,24.73,25.165159038013964,-0.0172921235012512
2006-09-06,24.16,24.925159038013966,-0.03069826101598805
2006-09-07,23.92,23.895159038013965,0.0010395813623387262
2006-09-08,22.89,23.505159038013964,-0.026171234877376937
2006-09-11,22.5,23.335159038013963,-0.03578972985157092
2006-09-12,22.33,23.885159038013963,-0.06510984647575013
2006-09-13,22.88,23.365159038013964,-0.02076420867603057
2006-09-14,22.36,23.435159038013964,-0.045878034634625586
2006-09-15,22.43,23.665159038013964,-0.052193143347564086
2006-09-18,22.66,23.255159038013964,-0.02559255935601601
2006-09-19,22.25,22.745159038013963,-0.021769864839652375
2006-09-20,21.74,22.855159038013966,-0.04879244271103833
2006-09-21,21.85,22.475159038013963,-0.02781555569669525
2006-09-22,21.47,22.635159038013963,-0.051475628514788485
2006-09-25,21.63,23.335159038013963,-0.07307252696397681
2006-09-26,22.33,23.635159038013963,-0.05522108126773306
2006-09-27,22.63,23.665159038013964,-0.04374190075592399
2006-09-28,22.66,23.805159038013965,-0.04810549831594424
2006-09-29,22.8,22.478468011412204,0.014303999206020546
2006-10-02,21.98,21.998468011412204,-0.0008395135244245733
2006-10-03,21.5,22.198468011412206,-0.03146469436778809
2006-10-04,21.7,22.998468011412204,-0.056458891556075974
2006-10-05,22.5,23.038468011412206,-0.023372561541222026
2006-10-06,22.54,22.728468011412204,-0.008292156396883965
2006-10-09,22.23,23.378468011412206,-0.04912503295132853
2006-10-10,22.88,23.108468011412207,-0.009886765808074238
2006-10-11,22.61,23.668468011412205,-0.04472059665635497
2006-10-12,23.17,24.128468011412206,-0.039723533668149624
2006-10-13,23.63,24.808468011412206,-0.047502651549063635
2006-10-16,24.31,24.558468011412206,-0.010117406806350648
2006-10-17,24.06,24.248468011412204,-0.007772367776945899
2006-10-18,23.75,24.578468011412205,-0.03370706469693452
2006-10-19,24.08,24.488468011412206,-0.016680014904233764
2006-10-20,23.99,24.398468011412206,-0.016741543412526982
2006-10-23,23.9,25.168468011412205,-0.05039909504372864
2006-10-24,24.67,25.148468011412206,-0.01902573195293955
2006-10-25,24.65,25.078468011412205,-0.01708509511893741
2006-10-26,24.58,24.798468011412204,-0.00880973821897657
2006-10-27,24.3,24.598468011412205,-0.012133601624041535
2006-10-30,24.1,24.818468011412204,-0.028948926705783418
2006-10-31,24.32,24.228468011412204,0.003777869428008618
2006-11-01,23.73,23.948468011412206,-0.009122421163144878
2006-11-02,23.45,25.058468011412206,-0.06418860126164427
2006-11-03,24.56,25.038468011412206,-0.01910931656018766
2006-11-06,24.54,24.808468011412206,-0.010821627973509163
2006-11-07,24.31,25.218468011412206,-0.03602391751160672
2006-11-08,24.72,25.408468011412204,-0.02709600638271381
2006-11-09,24.91,25.328468011412205,-0.016521647153063368
2006-11-10,24.83,25.028468011412205,-0.00792969075541139
2006-11-13,24.53,25.168468011412205,-0.02536777411810298
2006-11-14,24.67,25.798468011412204,-0.043741667563865216
2006-11-15,25.3,25.008468011412205,0.011657330967045132
2006-11-16,24.51,25.078468011412205,-0.022667573280533593
2006-11-17,24.58,25.118468011412205,-0.021437135862249268
2006-11-20,24.62,25.388468011412204,-0.0302683884300059
2006-11-21,24.89,25.168468011412205,-0.011064162160602686
2006-11-22,24.67,25.308468011412206,-0.025227446051823588
2006-11-24,24.81,24.988468011412206,-0.007142014921871165
2006-11-27,24.49,25.828468011412205,-0.05182142474810392
2006-11-28,25.33,27.058468011412206,-0.06387900492678322
2006-11-29,26.56,27.248468011412204,-0.025266301618273035
2006-11-30,26.75,26.998468011412204,-0.009203041124673295
2006-12-01,26.5,26.738468011412206,-0.008918536817832057
2006-12-04,26.24,27.168468011412205,-0.034174470604017904
2006-12-05,26.67,27.098468011412205,-0.015811521567630993
2006-12-06,26.6,26.938468011412205,-0.012564486268068942
2006-12-07,26.44,26.508468011412205,-0.0025828731929256055
2006-12-08,26.01,26.588468011412203,-0.021756349826696053
2006-12-11,26.09,26.518468011412203,-0.016157344052748934
2006-12-12,26.02,26.968468011412206,-0.03516951763855647
2006-12-13,26.47,27.508468011412205,-0.03775084861073996
2006-12-14,27.01,26.898468011412206,0.004146406722512097
2006-12-15,26.4,25.458468011412204,0.0369830575887653
2006-12-18,24.96,26.028468011412205,-0.04104997693078716
2006-12-19,25.53,25.398468011412206,0.005178737100548503
2006-12-20,24.9,25.438468011412205,-0.021167470115363796
2006-12-21,24.94,25.168468011412205,-0.009077549388727513
2006-12-22,24.67,25.128468011412206,-0.018244964683242437
2006-12-26,24.63,25.538468011412206,-0.03557253359936263
2006-12-27,25.04,25.408468011412204,-0.014501779928121072
2006-12-28,24.91,25.038468011412206,-0.005130825550255347
2006-12-29,24.54,24.813089859823457,-0.011005878806961356
2007-01-03,23.94,24.423089859823456,-0.01978004677525047
2007-01-04,23.55,24.763089859823456,-0.04898782287228287
2007-01-05,23.89,24.953089859823457,-0.04260353590659405
2007-01-08,24.08,24.873089859823455,-0.03188545791025765
2007-01-09,24.0,24.213089859823455,-0.008800605831684183
2007-01-10,23.34,24.043089859823457,-0.02924290779274319
2007-01-11,23.17,24.603089859823456,-0.0582483691271507
2007-01-12,23.73,24.603089859823456,-0.035487000405148295
2007-01-16,23.73,24.823089859823455,-0.044035205367106034
2007-01-17,23.95,24.853089859823456,-0.0363371260844052
2007-01-18,23.98,25.523089859823457,-0.060458583513921416
2007-01-19,24.65,25.683089859823458,-0.04022451603222166
2007-01-22,24.81,26.273089859823457,-0.05568777283637283
2007-01-23,25.4,26.583089859823456,-0.04450535532408251
2007-01-24,25.71,26.043089859823457,-0.01278995163846941
2007-01-25,25.17,25.793089859823457,-0.024157239912307227
2007-01-26,24.92,26.003089859823454,-0.04165235230359687
2007-01-29,25.13,27.253089859823454,-0.07790272114991692
2007-01-30,26.38,27.583089859823456,-0.04361693580877013
2007-01-31,26.71,27.623089859823455,-0.03305531222093672
2007-02-01,26.75,27.673089859823456,-0.03335694945881784
2007-02-02,26.8,27.743089859823456,-0.033993685079368285
2007-02-05,26.87,27.653089859823456,-0.028318349370469065
2007-02-06,26.78,27.413089859823454,-0.02309443638279196
2007-02-07,26.54,27.233089859823455,-0.025450283584822264
2007-02-08,26.36,27.603089859823456,-0.04503444600355355
2007-02-09,26.73,27.563089859823457,-0.0302248356066126
2007-02-12,26.69,27.953089859823457,-0.04518605514300855
2007-02-13,27.08,28.683089859823458,-0.05588971995896841
2007-02-14,27.81,28.743089859823456,-0.032463102066410454
2007-02-15,27.87,29.123089859823455,-0.04302736645922123
2007-02-16,28.25,29.503089859823454,-0.04247317368374626
2007-02-20,28.63,29.753089859823454,-0.03774699922309577
2007-02-21,28.88,30.213089859823455,-0.0441229237396259
2007-02-22,29.34,30.203089859823457,-0.028576210706559246
2007-02-23,29.33,30.093089859823458,-0.025357644009904146
2007-02-26,29.22,29.503089859823454,-0.00959526141731204
2007-02-27,28.63,29.663089859823454,-0.03482745272678767
2007-02-28,28.79,29.623089859823455,-0.028122989997520165
2007-03-01,28.75,29.563089859823457,-0.027503547960609276
2007-03-02,28.69,29.233089859823455,-0.018577915041743442
2007-03-05,28.36,29.883089859823457,-0.05096828564141176
2007-03-06,29.01,30.103089859823456,-0.03631155023997479
2007-03-07,29.23,29.963089859823455,-0.02446643064026688
2007-03-08,29.09,30.173089859823456,-0.035895888185638825
2007-03-09,29.3,29.823089859823455,-0.017539760711653862
2007-03-12,28.95,29.003089859823454,-0.00183048978850342
2007-03-13,28.13,29.793089859823457,-0.055821328625137556
2007-03-14,28.92,29.703089859823457,-0.02636391915854741
2007-03-15,28.83,29.193089859823456,-0.012437527564465034
2007-03-16,28.32,29.633089859823457,-0.04431160793676614
2007-03-19,28.76,30.033089859823455,-0.04238957315965419
2007-03-20,29.16,30.363089859823457,-0.03962343310176053
2007-03-21,29.49,31.123089859823455,-0.052471970719449645
2007-03-22,30.25,31.023089859823457,-0.0249198214399865
2007-03-23,30.15,30.963089859823455,-0.026259971582438646
2007-03-26,30.09,31.003089859823454,-0.029451576083283193
2007-03-27,30.13,31.213089859823455,-0.034699860369081126
2007-03-28,30.34,30.993089859823456,-0.02107211197003178
2007-03-29,30.12,30.703089859823457,-0.018991243633314503
2007-03-30,29.83,31.89021428199927,-0.06460333768162163
2007-04-02,30.45,31.78021428199927,-0.041856680706924054
2007-04-03,30.34,32.010214281999275,-0.052177541433657604
2007-04-04,30.57,32.10021428199927,-0.04766990863538767
2007-04-05,30.66,32.09021428199927,-0.0445685488239802
2007-04-09,30.65,32.440214281999275,-0.05518503257830354
2007-04-10,31.0,32.230214281999274,-0.038169596740359024
2007-04-11,30.79,32.440214281999275,-0.05086940140574103
2007-04-12,31.0,32.22021428199927,-0.0378710790474468
2007-04-13,30.78,32.35021428199927,-0.04853798705355061
2007-04-16,30.91,31.76021428199927,-0.02676979048221184
2007-04-17,30.32,31.310214281999272,-0.03162591840096607
2007-04-18,29.87,30.85021428199927,-0.03177333787827896
2007-04-19,29.41,31.340214281999273,-0.06158905821865812
2007-04-20,29.9,31.53021428199927,-0.05170324145021643
2007-04-23,30.09,31.450214281999273,-0.04324976198263297
2007-04-24,30.01,31.270214281999273,-0.04030078817607319
2007-04-25,29.83,31.020214281999273,-0.03836898969102043
2007-04-26,29.58,31.220214281999272,-0.05253693223191547
2007-04-27,29.78,30.85021428199927,-0.034690659592070516
2007-04-30,29.41,31.60021428199927,-0.06931010854717223
2007-05-01,30.16,31.970214281999272,-0.05662190018596491
2007-05-02,30.53,31.82021428199927,-0.04054700168154257
2007-05-03,30.38,31.520214281999273,-0.036174065055466165
2007-05-04,30.08,31.360214281999273,-0.04082288056093153
2007-05-07,29.92,31.360214281999273,-0.0459248865153945
2007-05-08,29.92,31.03021428199927,-0.03577849227561758
2007-05-09,29.59,30.87021428199927,-0.04147085829416408
2007-05-10,29.43,31.400214281999272,-0.06274524958031047
2007-05-11,29.96,31.89021428199927,-0.06052685205971775
2007-05-14,30.45,31.770214281999273,-0.04155509529399981
2007-05-15,30.33,31.98021428199927,-0.0516011014637926
2007-05-16,30.54,32.550214281999274,-0.06175732867942907
2007-05-17,31.11,32.85021428199927,-0.052974214020663046
2007-05-18,31.41,33.27021428199927,-0.055912302404548586
2007-05-21,31.83,32.940214281999275,-0.03370391802842554
2007-05-22,31.5,32.93021428199927,-0.04343167249844082
2007-05-23,31.49,32.38021428199927,-0.02749253832128462
2007-05-24,30.94,32.910214281999274,-0.059866346208414356
2007-05-25,31.47,32.89021428199927,-0.04318045087278588
2007-05-29,31.45,33.510214281999275,-0.06148018823937995
2007-05-30,32.07,33.09021428199927,-0.030831298743032254
2007-05-31,31.65,33.02021428199927,-0.041496226229707944
2007-06-01,31.58,34.190214281999275,-0.0763438994698995
2007-06-04,32.75,33.81021428199927,-0.0313578101918075
2007-06-05,32.37,33.18021428199927,-0.024418597032353273
2007-06-06,31.74,32.09021428199927,-0.010913429213083359
2007-06-07,30.65,32.40021428199927,-0.05401860206127229
2007-06-08,30.96,32.60021428199927,-0.050312990823037085
2007-06-11,31.16,32.440214281999275,-0.03946380473539757
2007-06-12,31.0,32.660214281999274,-0.0508329268039831
2007-06-13,31.22,33.190214281999275,-0.05936130045016985
2007-06-14,31.75,33.75021428199927,-0.05926523207486978
2007-06-15,32.31,33.940214281999275,-0.048031938409531016
2007-06-18,32.5,33.68021428199927,-0.035041768799851325
2007-06-19,32.24,32.78021428199927,-0.0164798886716222
2007-06-20,31.34,33.70021428199927,-0.07003558678438326
2007-06-21,32.26,33.04021428199927,-0.023614080566794038
2007-06-22,31.6,32.93021428199927,-0.04039494764922946
2007-06-25,31.49,31.80021428199927,-0.009755100366568015
2007-06-26,30.36,32.00021428199927,-0.051256353083920514
2007-06-27,30.56,32.04021428199927,-0.04619863865363971
2007-06-28,30.6,32.64021428199927,-0.06250615465856257
2007-06-29,31.2,33.44357463135025,-0.0670853715872558
2007-07-02,31.7,33.38357463135025,-0.05043122703130831
2007-07-03,31.64,33.533574631350255,-0.05646802203961776
2007-07-05,31.79,33.573574631350255,-0.05312435899169321
2007-07-06,31.83,34.34357463135025,-0.07318908000496127
2007-07-09,32.6,34.01357463135026,-0.041559131807551
2007-07-10,32.27,34.223574631350246,-0.057082717173579156
2007-07-11,32.48,34.55357463135025,-0.06001042304517212
2007-07-12,32.81,34.48357463135025,-0.04853251582069862
2007-07-13,32.74,33.80357463135025,-0.03146337755545725
2007-07-16,32.06,34.253574631350254,-0.06403929093410898
2007-07-17,32.51,35.143574631350255,-0.07493758557505825
2007-07-18,33.4,35.223574631350246,-0.051771424406403144
2007-07-19,33.48,34.60357463135025,-0.03246990067703326
2007-07-20,32.86,34.20357463135025,-0.03928170215632254
2007-07-23,32.46,33.23357463135025,-0.023276901143836404
2007-07-24,31.49,33.65357463135025,-0.06428959345479923
2007-07-25,31.91,32.91357463135025,-0.03049120743009004
2007-07-26,31.17,32.62357463135025,-0.04455595831467862
2007-07-27,30.88,32.69357463135025,-0.05547189782090067
2007-07-30,30.95,32.31357463135025,-0.04219819833944727
2007-07-31,30.57,33.48357463135025,-0.08701504135769023
2007-08-01,31.74,33.643574631350255,-0.05658062950232523
2007-08-02,31.9,32.253574631350254,-0.010962339380720443
2007-08-03,30.51,32.23357463135025,-0.05347140833936259
2007-08-06,30.49,32.42357463135025,-0.0596348383339782
2007-08-07,30.68,32.56357463135025,-0.05784299336525722
2007-08-08,30.82,31.613574631350254,-0.02510233785973981
2007-08-09,29.87,31.93357463135025,-0.06462084671611956
2007-08-10,30.19,32.753574631350254,-0.07826854504291314
2007-08-13,31.01,32.13357463135025,-0.03496575293101889
2007-08-14,30.39,31.563574631350253,-0.037181296638835404
2007-08-15,29.82,31.32357463135025,-0.048001374333738855
2007-08-16,29.58,32.29357463135025,-0.08402831406331668
2007-08-17,30.55,31.82357463135025,-0.040019848370384414
2007-08-20,30.08,30.82357463135025,-0.02412356906177826
2007-08-21,29.08,31.66357463135025,-0.08159453445891873
2007-08-22,29.92,31.883574631350253,-0.06158577430711054
2007-08-23,30.14,32.58357463135025,-0.07499406246849205
2007-08-24,30.84,31.82357463135025,-0.030907107160152436
2007-08-27,30.08,31.193574631350252,-0.03569884646151089
2007-08-28,29.45,32.29357463135025,-0.08805388266276792
2007-08-29,30.55,31.353574631350252,-0.02562944228205366
2007-08-30,29.61,31.783574631350252,-0.06838672668386114
2007-08-31,30.04,33.10357463135025,-0.09254513041165457
2007-09-04,31.36,33.213574631350255,-0.055807742825750184
2007-09-05,31.47,33.66357463135025,-0.06516166673836887
2007-09-06,31.92,33.19357463135025,-0.038368107246497085
2007-09-07,31.45,33.10357463135025,-0.04995154299089666
2007-09-10,31.36,33.66357463135025,-0.06842929357849525
2007-09-11,31.92,34.10357463135025,-0.06402773477425916
2007-09-12,32.36,33.70357463135025,-0.039864454914538605
2007-09-13,31.96,34.10357463135025,-0.06285483719878837
2007-09-14,32.36,33.72357463135025,-0.040433869963554914
2007-09-17,31.98,34.753574631350254,-0.07980688780279566
2007-09-18,33.01,34.823574631350255,-0.05207893361175986
2007-09-19,33.08,35.253574631350254,-0.06165543931585715
2007-09-20,33.51,35.253574631350254,-0.04945809466367512
2007-09-21,33.51,36.10357463135025,-0.07183705928936301
2007-09-24,34.36,35.80357463135025,-0.04031928784245564
2007-09-25,34.06,35.92357463135025,-0.05187609113164138
2007-09-26,34.18,37.02357463135025,-0.07680443230196399
2007-09-27,35.28,36.76357463135026,-0.04035447168092121
2007-09-28,35.02,38.343276813971215,-0.08667169553855925
2007-10-01,35.74,38.86327681397122,-0.08036576094500625
2007-10-02,36.26,38.313276813971214,-0.05359178292007838
2007-10-03,35.71,38.57327681397122,-0.07422954569766138
2007-10-04,35.97,38.483276813971216,-0.06530828510577302
2007-10-05,35.88,38.383276813971214,-0.06521790273674699
2007-10-08,35.78,38.90327681397121,-0.0802831295910158
2007-10-09,36.3,39.67327681397121,-0.08502642294430529
2007-10-10,37.07,39.65327681397121,-0.06514661640929087
2007-10-11,37.05,40.523276813971215,-0.08571066031791719
2007-10-12,37.92,40.82327681397122,-0.07111817180186797
2007-10-15,38.22,40.79327681397122,-0.06308090486837037
2007-10-16,38.19,40.57327681397122,-0.05874006245289387
2007-10-17,37.97,41.57327681397122,-0.08667290841890751
2007-10-18,38.97,39.67327681397121,-0.017726713557564056
2007-10-19,37.07,39.40327681397121,-0.05921529889473309
2007-10-22,36.8,39.60327681397121,-0.07078396131560205
2007-10-23,37.0,39.82327681397122,-0.07089514072786518
2007-10-24,37.22,39.483276813971216,-0.05732241588343434
2007-10-25,36.88,39.693276813971224,-0.0708753985506434
2007-10-26,37.09,40.133276813971214,-0.07582926328387385
2007-10-29,37.53,39.163276813971216,-0.04170429409493526
2007-10-30,36.56,40.87327681397122,-0.10552804057287779
2007-10-31,38.27,40.21327681397122,-0.048324259248031964
2007-11-01,37.61,40.663276813971216,-0.07508683640867231
2007-11-02,38.06,40.203276813971215,-0.0533109981031793
2007-11-05,37.6,40.10327681397121,-0.06242075493190413
2007-11-06,37.5,38.983276813971216,-0.038049054240602564
2007-11-07,36.38,39.46327681397122,-0.07813027865135724
2007-11-08,36.86,39.15327681397121,-0.05857177229040744
2007-11-09,36.55,37.453276813971215,-0.024117430858126343
2007-11-12,34.85,37.71327681397122,-0.07592224955935123
2007-11-13,35.11,37.97327681397122,-0.07540241596737196
2007-11-14,35.37,37.663276813971216,-0.06088893500420345
2007-11-15,35.06,38.47327681397122,-0.08871812064450191
2007-11-16,35.87,38.85327681397121,-0.07678314568562883
2007-11-19,36.25,39.39327681397122,-0.0797922150222452
2007-11-20,36.79,38.93327681397122,-0.05504999808292799
2007-11-21,36.33,39.64327681397122,-0.08357726909203289
2007-11-23,37.04,39.22327681397122,-0.05566278473688213
2007-11-26,36.62,38.21327681397122,-0.0416943258158039
2007-11-27,35.61,38.39327681397122,-0.0724938594706871
2007-11-28,35.79,38.563276813971214,-0.07191496789418261
2007-11-29,35.96,38.62327681397122,-0.06895522683895727
2007-11-30,36.02,39.10327681397121,-0.07884957643420787
2007-12-03,36.5,38.61327681397122,-0.05472927936555194
2007-12-04,36.01,39.693276813971224,-0.0927934680533804
2007-12-05,37.09,40.563276813971214,-0.08562613986784495
2007-12-06,37.96,40.633276813971214,-0.06579033303688775
2007-12-07,38.03,40.43327681397122,-0.0594380916745485
2007-12-10,37.83,40.023276813971215,-0.05480003109604448
2007-12-11,37.42,41.053276813971216,-0.08850150574910354
2007-12-12,38.45,41.233276813971216,-0.06750074282304297
2007-12-13,38.63,40.703276813971215,-0.05093636130198664
2007-12-14,38.1,40.46327681397122,-0.058405472815173054
2007-12-17,37.86,41.25327681397122,-0.08225472195270611
2007-12-18,38.65,41.593276813971215,-0.07076328290110978
2007-12-19,38.99,42.42327681397121,-0.08092908119819109
2007-12-20,39.82,43.42327681397121,-0.08298030637825737
2007-12-21,40.82,42.64327681397122,-0.04275648942095034
2007-12-24,40.04,42.47327681397122,-0.05728959469335815
2007-12-26,39.87,42.883276813971214,-0.07026694408272227
2007-12-27,40.28,42.93327681397122,-0.061800007147551295
2007-12-28,40.33,42.36327681397122,-0.047996211976233494
2007-12-31,39.76,43.706667666605135,-0.09029898359468524
2008-01-02,39.9,43.96666766660513,-0.09249433451364275
2008-01-03,40.16,43.22666766660513,-0.07094388330503432
2008-01-04,39.42,43.316667666605134,-0.08995769703700585
2008-01-07,39.51,42.61666766660513,-0.07289794901161528
2008-01-08,38.81,43.40666766660513,-0.10589773216204679
2008-01-09,39.6,43.25666766660513,-0.08453419701185483
2008-01-10,39.45,43.636667666605135,-0.09594379888474303
2008-01-11,39.83,44.43666766660513,-0.10366816209459195
2008-01-14,40.63,43.53666766660513,-0.0667636689345128
2008-01-15,39.73,41.93666766660513,-0.05261905128342714
2008-01-16,38.13,40.136667666605135,-0.04999587118874693
2008-01-17,36.33,39.97666766660513,-0.09121990099368416
2008-01-18,36.17,38.90666766660513,-0.07033929736815014
2008-01-22,35.1,38.39666766660514,-0.08585817121500783
2008-01-23,34.59,39.22666766660513,-0.11820192594520251
2008-01-24,35.42,38.51666766660513,-0.08039811993626889
2008-01-25,34.71,39.30666766660513,-0.11694371310215257
2008-01-28,35.5,39.83666766660513,-0.10886120553302547
2008-01-29,36.03,39.956667666605135,-0.09827315178955609
2008-01-30,36.15,40.09666766660513,-0.09842881955729577
2008-01-31,36.29,40.566667666605134,-0.10542319378443121
2008-02-01,36.76,41.386667666605135,-0.11179125857331085
2008-02-04,37.58,39.54666766660513,-0.04973030049421512
2008-02-05,35.74,38.956667666605135,-0.08257040089089962
2008-02-06,35.15,39.08666766660513,-0.10071637981992876
2008-02-07,35.28,40.15666766660513,-0.12144104453818105
2008-02-08,36.35,41.22666766660513,-0.1182891546326792
2008-02-11,37.42,41.09666766660513,-0.08946388783713388
2008-02-12,37.29,42.176667666605134,-0.11586187190588138
2008-02-13,38.37,42.026667666605135,-0.08700827045373305
2008-02-14,38.22,41.456667666605135,-0.07807351262852202
2008-02-15,37.65,42.47666766660513,-0.11363103397114704
2008-02-19,38.67,43.456667666605135,-0.11014806066880067
2008-02-20,39.65,42.526667666605135,-0.06764385324421018
2008-02-21,38.72,43.19666766660513,-0.10363456045166175
2008-02-22,39.39,44.29666766660513,-0.11076832468606268
2008-02-25,40.49,44.26666766660513,-0.08531628572200511
2008-02-26,40.46,44.34666766660513,-0.08764283476325208
2008-02-27,40.54,44.47666766660513,-0.08851085014089177
2008-02-28,40.67,42.50666766660514,-0.04320893091433964
2008-02-29,38.7,44.246667666605134,-0.12535786216487077
2008-03-03,40.44,43.46666766660513,-0.06963192324334733
2008-03-04,39.66,44.16666766660513,-0.1020377561790261
2008-03-05,40.36,43.026667666605135,-0.06197709028428555
2008-03-06,39.22,42.09666766660513,-0.0683348071488129
2008-03-07,38.29,41.26666766660513,-0.07213249421188395
2008-03-10,37.46,42.856667666605134,-0.12592364176765747
2008-03-11,39.05,42.61666766660513,-0.08369184785886041
2008-03-12,38.81,42.816667666605134,-0.09357728858778358
2008-03-13,39.01,41.93666766660513,-0.06978779739658925
2008-03-14,38.13,39.816667666605134,-0.04236084447669053
2008-03-17,36.01,41.36666766660513,-0.12949236592556168
2008-03-18,37.56,38.776667666605135,-0.03137628217736044
2008-03-19,34.97,39.276667666605135,-0.10964951770251297
2008-03-20,35.47,39.956667666605135,-0.11228833455385945
2008-03-24,36.15,40.75666766660514,-0.11302856514885573
2008-03-25,36.95,40.84666766660513,-0.09539744339514167
2008-03-26,37.04,40.246667666605134,-0.07967535829720096
2008-03-27,36.44,40.246667666605134,-0.0945834248474623
2008-03-28,36.44,40.206667666605135,-0.09368266223499189
2008-03-31,36.4,42.511428571428574,-0.14375966126755835
2008-04-01,37.9,43.61142857142857,-0.13096174004192873
2008-04-02,39.0,43.61142857142857,-0.10573899371069173
2008-04-03,39.0,44.39142857142857,-0.12145201776404713
2008-04-04,39.78,45.151428571428575,-0.11896475352781122
2008-04-07,40.54,45.081428571428575,-0.10073834648413993
2008-04-08,40.47,46.04142857142857,-0.1210090291352508
2008-04-09,41.43,46.401428571428575,-0.10713955851112966
2008-04-10,41.79,45.99142857142857,-0.09135242591787296
2008-04-11,41.38,47.32142857142857,-0.12555471698113196
2008-04-14,42.71,47.71142857142857,-0.10482663632552847
2008-04-15,43.1,49.49142857142857,-0.12914213139360342
