date,CB,dcf,Deviation
2009-03-10,34.16,36.30578947867433,-0.05910323145389107
2009-03-11,33.72,37.78578947867433,-0.10760101971586422
2009-03-12,35.2,39.19578947867433,-0.1019443550396748
2009-03-13,36.61,39.05578947867433,-0.06262296861288141
2009-03-16,36.47,41.28578947867433,-0.1166452074547798
2009-03-17,38.7,42.475789478674336,-0.08889274396112234
2009-03-18,39.89,40.18578947867433,-0.007360549152115037
2009-03-19,37.6,41.26578947867432,-0.0888336204150113
2009-03-20,38.68,42.98578947867433,-0.10016774219792968
2009-03-23,40.4,40.83578947867433,-0.010671753484817859
2009-03-24,38.25,41.01578947867432,-0.0674323111618359
2009-03-25,38.43,42.59578947867433,-0.09779815164031502
2009-03-26,40.01,42.73578947867433,-0.06378235928072729
2009-03-27,40.15,40.08578947867433,0.0016018275344140687
2009-03-30,37.5,42.98578947867433,-0.12761867457141574
2009-03-31,40.4,43.33562610664076,-0.06774163362533958
2009-04-01,40.82,44.58562610664076,-0.0844582982334724
2009-04-02,42.07,46.385626106640764,-0.09303800484915559
2009-04-03,43.87,46.17562610664076,-0.04993166960673179
2009-04-06,43.66,45.41562610664076,-0.03865687335276102
2009-04-07,42.9,46.44562610664077,-0.07633928969974257
2009-04-08,43.93,48.04562610664076,-0.08566078621820494
2009-04-09,45.53,50.02562610664077,-0.08986646358123218
2009-04-13,47.51,47.345626106640765,0.0034717862424926693
2009-04-14,44.83,48.26562610664077,-0.07118163346829698
2009-04-15,45.75,48.92562610664076,-0.06490721446709768
2009-04-16,46.41,48.47562610664077,-0.04261164367628034
2009-04-17,45.96,46.14562610664077,-0.004022615409135288
2009-04-20,43.63,48.83562610664076,-0.10659484727959467
2009-04-21,46.32,45.95562610664076,0.00792882012995988
2009-04-22,43.44,46.50562610664076,-0.06591946745563781
2009-04-23,43.99,46.51562610664077,-0.05429629391315871
2009-04-24,44.0,47.45562610664076,-0.07281804898907851
2009-04-27,44.94,47.66562610664076,-0.057182215555981686
2009-04-28,45.15,49.71562610664076,-0.09183483069985732
2009-04-29,47.2,48.83562610664076,-0.03349247746039119
2009-04-30,46.32,48.35562610664077,-0.04209698582232224
2009-05-01,45.84,49.595626106640765,-0.07572494595723811
2009-05-04,47.08,47.68562610664077,-0.012700391209845674
2009-05-05,45.17,47.52562610664077,-0.04956538818352607
2009-05-06,45.01,46.245626106640756,-0.026718766955202367
2009-05-07,43.73,46.03562610664078,-0.05008351795411303
2009-05-08,43.52,44.89562610664077,-0.030640537306980353
2009-05-11,42.38,45.37562610664076,-0.06601839718091174
2009-05-12,42.86,44.72562610664077,-0.04171268843039766
2009-05-13,42.21,46.47562610664077,-0.09178200411658932
2009-05-14,43.96,45.635626106640764,-0.03671750011110142
2009-05-15,43.12,47.91562610664076,-0.10008480523592955
2009-05-18,45.4,46.16562610664076,-0.01658433278630711
2009-05-19,43.65,45.17562610664076,-0.03377100082773399
2009-05-20,42.66,46.305626106640766,-0.07872965799544485
2009-05-21,43.79,46.45562610664076,-0.057380049092906504
2009-05-22,43.94,47.47562610664077,-0.07447244821372068
2009-05-26,44.96,45.76562610664077,-0.017603301324088383
2009-05-27,43.25,46.46562610664076,-0.06920440713013853
2009-05-28,43.95,46.50562610664076,-0.054953052363611254
2009-05-29,43.99,46.98562610664077,-0.06375622408099357
2009-06-01,44.47,48.01562610664077,-0.07384317136188279
2009-06-02,45.5,48.055626106640766,-0.05318058079130106
2009-06-03,45.54,48.58562610664076,-0.0626857437209084
2009-06-04,46.07,48.52562610664077,-0.050604727927554105
2009-06-05,46.01,48.67562610664076,-0.054763057403736104
2009-06-08,46.16,48.365626106640775,-0.045603174903135146
2009-06-09,45.85,48.075626106640776,-0.04629427189786184
2009-06-10,45.56,48.06562610664077,-0.05212927219717611
2009-06-11,45.55,47.495626106640756,-0.04096432168874442
2009-06-12,44.98,46.26562610664077,-0.02778793274465674
2009-06-15,43.75,45.87562610664076,-0.04633454160820838
2009-06-16,43.36,45.495626106640756,-0.04694134995823329
2009-06-17,42.98,45.155626106640774,-0.048180620981818745
2009-06-18,42.64,45.41562610664076,-0.06111610352179864
2009-06-19,42.9,45.02562610664077,-0.047209251496166726
2009-06-22,42.51,45.51562610664077,-0.06603503815587952
2009-06-23,43.0,46.43562610664077,-0.07398685868369159
2009-06-24,43.92,47.08562610664076,-0.06723126287991088
2009-06-25,44.57,46.47562610664077,-0.04100269896887909
2009-06-26,43.96,46.46562610664076,-0.05392429450730385
2009-06-29,43.95,46.745626106640756,-0.05980508422890929
2009-06-30,44.23,46.80877574080566,-0.05509171517505862
2009-07-01,44.89,44.908775740805645,-0.0004180862313862832
2009-07-02,42.99,46.00877574080565,-0.06561304212509766
2009-07-06,44.09,44.55877574080566,-0.010520390944591451
2009-07-07,42.64,43.678775740805655,-0.023782162461920997
2009-07-08,41.76,43.85877574080564,-0.04785303979319622
2009-07-09,41.94,43.718775740805654,-0.04068676925793702
2009-07-10,41.8,45.54877574080565,-0.0823024478668315
2009-07-13,43.63,45.37877574080565,-0.038537305430942026
2009-07-14,43.46,46.48877574080564,-0.06515068836599036
2009-07-15,44.57,47.29877574080565,-0.05769231228645688
2009-07-16,45.38,46.35877574080564,-0.02111306274087188
2009-07-17,44.44,45.84877574080566,-0.030726572695633392
2009-07-20,43.93,47.06877574080564,-0.06668488167378706
2009-07-21,45.15,48.29877574080565,-0.06519369678650844
2009-07-22,46.38,49.28877574080565,-0.05901497241688436
2009-07-23,47.37,50.31877574080564,-0.05860189755003031
2009-07-24,48.4,49.93877574080566,-0.03081324517830153
2009-07-27,48.02,50.72877574080566,-0.05339722280399417
2009-07-28,48.81,49.888775740805656,-0.021623616230038833
2009-07-29,47.97,49.29877574080565,-0.0269535241157276
2009-07-30,47.38,50.97877574080566,-0.07059360858532815
2009-07-31,49.06,51.968775740805654,-0.05597160408998614
2009-08-03,50.05,52.40877574080565,-0.04500726657824028
2009-08-04,50.49,51.928775740805655,-0.027706714057482817
2009-08-05,50.01,52.178775740805655,-0.04156432783281261
2009-08-06,50.26,52.45877574080565,-0.04191435483873307
2009-08-07,50.54,51.52877574080564,-0.01918880715853355
2009-08-10,49.61,51.138775740805656,-0.02989464879945858
2009-08-11,49.22,52.118775740805646,-0.05561864605611011
2009-08-12,50.2,51.97877574080566,-0.03422119346703345
2009-08-13,50.06,51.20877574080565,-0.022433181113725498
2009-08-14,49.29,49.828775740805646,-0.010812542206699916
2009-08-17,47.91,50.66877574080565,-0.05444725475346146
2009-08-18,48.75,51.828775740805646,-0.05940282587808987
2009-08-19,49.91,52.69877574080565,-0.05291917509662858
2009-08-20,50.78,52.438775740805646,-0.031632617607333935
2009-08-21,50.52,51.828775740805646,-0.02525191309458663
2009-08-24,49.91,52.728775740805645,-0.05345801606814582
2009-08-25,50.81,52.92877574080564,-0.04003069617898147
2009-08-26,51.01,54.27877574080565,-0.060221987253633924
2009-08-27,52.36,54.29877574080565,-0.03570569896567044
2009-08-28,52.38,54.09877574080564,-0.03177106537568464
2009-08-31,52.18,52.60877574080565,-0.008150270268940552
2009-09-01,50.69,52.328775740805646,-0.03131691344973975
2009-09-02,50.41,54.24877574080565,-0.07076244004375098
2009-09-03,52.33,53.478775740805645,-0.021480965577323485
2009-09-04,51.56,53.38877574080564,-0.03425393662675591
2009-09-08,51.47,53.36877574080565,-0.03557840168617277
2009-09-09,51.45,53.50877574080565,-0.03847547831739373
2009-09-10,51.59,53.15877574080565,-0.029511133748729823
2009-09-11,51.24,53.28877574080565,-0.038446665593722895
2009-09-14,51.37,52.52877574080565,-0.02205982767470982
2009-09-15,50.61,53.79877574080565,-0.05927227333515339
2009-09-16,51.88,52.768775740805644,-0.016842834201255874
2009-09-17,50.85,51.948775740805644,-0.021151138311476303
2009-09-18,50.03,52.16877574080565,-0.040997238490546595
2009-09-21,50.25,51.37877574080565,-0.021969689322689834
2009-09-22,49.46,51.75877574080565,-0.044413255682810515
2009-09-23,49.84,51.79877574080565,-0.037815097225600613
2009-09-24,49.88,53.37877574080565,-0.06554619682165164
2009-09-25,51.46,54.88877574080564,-0.062467702996272245
2009-09-28,52.97,55.328775740805646,-0.04263198867539775
2009-09-29,53.41,55.37877574080565,-0.03555108820065467
2009-09-30,53.46,55.926959632534846,-0.04411038341336404
2009-10-01,53.75,55.936959632534844,-0.03909686273443491
2009-10-02,53.76,55.99695963253485,-0.03994787658498444
2009-10-05,53.82,56.83695963253484,-0.053080946835302956
2009-10-06,54.66,57.186959632534844,-0.04418768979453158
2009-10-07,55.01,56.97695963253484,-0.034522018114348074
2009-10-08,54.8,56.686959632534844,-0.03328736705525914
2009-10-09,54.51,56.396959632534845,-0.033458534730058
2009-10-12,54.22,55.896959632534845,-0.03000090959435242
2009-10-13,53.72,56.90695963253485,-0.05600298545404636
2009-10-14,54.73,56.84695963253485,-0.03723962805080727
2009-10-15,54.67,57.02695963253485,-0.041330620599842716
2009-10-16,54.85,57.31695963253485,-0.04304065757065245
2009-10-19,55.14,56.966959632534845,-0.03207051322941645
2009-10-20,54.79,56.03695963253485,-0.022252449824399
2009-10-21,53.86,56.956959632534854,-0.054373682382544475
2009-10-22,54.78,56.55695963253485,-0.03141893843092369
2009-10-23,54.38,55.606959632534846,-0.022064857360354018
2009-10-26,53.43,55.44695963253485,-0.03637637926230586
2009-10-27,53.27,54.08695963253484,-0.015104558253694389
2009-10-28,51.91,55.01695963253485,-0.0564727613682513
2009-10-29,52.84,53.53695963253485,-0.013018289370905989
2009-10-30,51.36,53.61695963253485,-0.04209413678065632
2009-11-02,51.44,53.456959632534854,-0.037730533992196946
2009-11-03,51.28,53.716959632534845,-0.045366670958399635
2009-11-04,51.54,53.186959632534844,-0.03096547807796457
2009-11-05,51.01,53.456959632534854,-0.04577438839311754
2009-11-06,51.28,55.04695963253484,-0.06843174732412338
2009-11-09,52.87,54.49695963253485,-0.029854135781247404
2009-11-10,52.32,54.436959632534844,-0.03888827823642116
2009-11-11,52.26,53.756959632534844,-0.02784680612087398
2009-11-12,51.58,53.676959632534846,-0.03906628927737987
2009-11-13,51.5,53.32695963253485,-0.034259587366766375
2009-11-16,51.15,53.57695963253485,-0.04529856955640066
2009-11-17,51.4,53.146959632534845,-0.0328703588053495
2009-11-18,50.97,52.45695963253484,-0.02834627936790679
2009-11-19,50.28,51.906959632534836,-0.03134376669434269
2009-11-20,49.73,51.93695963253485,-0.04249304634213413
2009-11-23,49.76,51.99695963253484,-0.04302096984792092
2009-11-24,49.82,52.026959632534854,-0.0424195387953199
2009-11-25,49.85,50.35695963253485,-0.010067320112934541
2009-11-27,48.18,50.88695963253485,-0.05319554660137604
2009-11-30,48.71,51.99695963253484,-0.06321445822532601
2009-12-01,49.82,52.09695963253485,-0.04370619031504619
2009-12-02,49.92,50.61695963253484,-0.01376929071984112
2009-12-03,48.44,50.986959632534855,-0.04995315764836539
2009-12-04,48.81,51.39695963253485,-0.05033293118951876
2009-12-07,49.22,51.276959632534854,-0.04011469570886428
2009-12-08,49.1,51.87695963253484,-0.05352972981078985
2009-12-09,49.7,52.26695963253485,-0.049112472785522
2009-12-10,50.09,52.38695963253485,-0.04384601909801078
2009-12-11,50.21,52.47695963253485,-0.04319914203126529
2009-12-14,50.3,51.51695963253485,-0.023622504922947707
2009-12-15,49.34,51.37695963253484,-0.039647336998994365
2009-12-16,49.2,50.756959632534844,-0.030674800929897383
2009-12-17,48.58,51.026959632534854,-0.04795425104996209
2009-12-18,48.85,50.95695963253484,-0.04134782859355668
2009-12-21,48.78,51.816959632534854,-0.05860937527156662
2009-12-22,49.64,52.12695963253484,-0.047709662141557474
2009-12-23,49.95,52.22695963253485,-0.04359739966782239
2009-12-24,50.05,52.57695963253484,-0.04806211028929763
2009-12-28,50.4,52.506959632534844,-0.04012724498390707
2009-12-29,50.33,52.69695963253485,-0.04491643633788511
2009-12-30,50.52,52.57695963253484,-0.039122833402903345
2009-12-31,50.4,51.23278435871404,-0.016254911169441444
2010-01-04,49.27,50.12278435871403,-0.0170139063426904
2010-01-05,48.16,49.46278435871403,-0.026338678171976326
2010-01-06,47.5,49.73278435871404,-0.044895623430398546
2010-01-07,47.77,49.46278435871403,-0.03422339402565
2010-01-08,47.5,49.97278435871404,-0.04948262119964997
2010-01-11,48.01,50.072784358714024,-0.041195719094359595
2010-01-12,48.11,50.23278435871404,-0.04225894275649078
2010-01-13,48.27,50.69278435871402,-0.04779347572565418
2010-01-14,48.73,50.17278435871403,-0.028756314347610057
2010-01-15,48.21,50.782784358714025,-0.05066253044615798
2010-01-19,48.82,50.70278435871403,-0.03713374684501802
2010-01-20,48.74,50.37278435871403,-0.032414018393080335
2010-01-21,48.41,49.85278435871404,-0.028940898232133527
2010-01-22,47.89,50.40278435871402,-0.04985407831501265
2010-01-25,48.44,50.512784358714036,-0.04103484662405987
2010-01-26,48.55,50.92278435871403,-0.046595730940387936
2010-01-27,48.96,50.79278435871403,-0.03608355757326376
2010-01-28,48.83,51.23278435871404,-0.04689935143658386
2010-01-29,49.27,50.98278435871404,-0.03359534753266746
2010-02-01,49.02,51.52278435871404,-0.04857626368344248
2010-02-02,49.56,51.62278435871403,-0.039958796960277154
2010-02-03,49.66,50.092784358714034,-0.008639654677904729
2010-02-04,48.13,50.29278435871403,-0.04300386996448513
2010-02-05,48.33,50.27278435871404,-0.03864485294571296
2010-02-08,48.31,50.66278435871403,-0.04644009184444564
2010-02-09,48.7,50.75278435871403,-0.04044673380292241
2010-02-10,48.79,50.742784358714026,-0.03848398118852292
2010-02-11,48.78,50.77278435871404,-0.03924906589000221
2010-02-12,48.81,51.45278435871403,-0.051363291445790216
2010-02-16,49.49,51.71278435871403,-0.04298326586507761
2010-02-17,49.75,52.282784358714025,-0.04844394555072851
2010-02-18,50.32,52.35278435871404,-0.03882858158576019
2010-02-19,50.39,52.66278435871404,-0.04315731472215567
2010-02-22,50.7,52.25278435871403,-0.02971677735016387
2010-02-23,50.29,52.29278435871403,-0.03829944003316943
2010-02-24,50.33,52.33278435871403,-0.03827016626873869
2010-02-25,50.37,51.95278435871403,-0.030465823502076606
2010-02-26,49.99,52.39278435871403,-0.045860978532140106
2010-03-01,50.43,52.31278435871404,-0.03599090321409004
2010-03-02,50.35,52.51278435871403,-0.04118586331168583
2010-03-03,50.55,52.81278435871403,-0.042845390300666475
2010-03-04,50.85,53.45278435871404,-0.04869314835401506
2010-03-05,51.49,53.78278435871404,-0.04263045110163688
2010-03-08,51.82,52.39278435871403,-0.010932504651640307
2010-03-09,50.43,51.90278435871402,-0.02837582563076413
2010-03-10,49.94,52.20278435871403,-0.043346047275279354
2010-03-11,50.24,52.16278435871403,-0.03686122936788394
2010-03-12,50.2,52.772784358714034,-0.04875210565404253
2010-03-15,50.81,53.22278435871403,-0.04533367406057154
2010-03-16,51.26,53.46278435871403,-0.04120220046779133
2010-03-17,51.5,53.482784358714035,-0.03707331962029714
2010-03-18,51.52,54.66278435871404,-0.057494040883283914
2010-03-19,52.7,54.39278435871403,-0.031121487503752654
2010-03-22,52.43,54.75278435871403,-0.0424231276257343
2010-03-23,52.79,54.842784358714034,-0.037430345353861805
2010-03-24,52.88,54.632784358714034,-0.03208301351081433
2010-03-25,52.67,54.72278435871403,-0.037512425268016236
2010-03-26,52.76,54.65278435871404,-0.03463289896248889
2010-03-29,52.69,54.57278435871404,-0.03450042692229616
2010-03-30,52.61,54.26278435871403,-0.030458893295780665
2010-03-31,52.3,54.950017106765905,-0.048225955992279634
2010-04-01,52.82,54.6900171067659,-0.03419302471811725
2010-04-05,52.56,54.8600171067659,-0.04192519849729026
2010-04-06,52.73,55.6900171067659,-0.053151664527075204
2010-04-07,53.56,55.430017106765895,-0.033736542118758206
2010-04-08,53.3,55.5700171067659,-0.040849674427930305
2010-04-09,53.44,55.180017106765895,-0.0315334644315024
2010-04-12,53.05,55.530017106765904,-0.04466083815529265
2010-04-13,53.4,56.0200171067659,-0.0467693021544876
2010-04-14,53.89,55.4800171067659,-0.028659275711939047
2010-04-15,53.35,54.7500171067659,-0.025571080718308825
2010-04-16,52.62,54.55001710676591,-0.03538068747051826
2010-04-19,52.42,54.840017106765906,-0.04412867162412559
2010-04-20,52.71,54.58001710676591,-0.034261936985250485
2010-04-21,52.45,54.33001710676591,-0.03460365387096076
2010-04-22,52.2,55.26001710676591,-0.05537488526023715
2010-04-23,53.13,54.780017106765904,-0.030120784802787237
2010-04-26,52.65,54.530017106765904,-0.03447673788704242
2010-04-27,52.4,55.780017106765904,-0.060595483509737424
2010-04-28,53.65,55.2700171067659,-0.029310957216396205
2010-04-29,53.14,55.3200171067659,-0.03940738309170322
2010-04-30,53.19,55.0000171067659,-0.03290939170532081
2010-05-03,52.87,54.2100171067659,-0.024718994353511436
2010-05-04,52.08,54.390017106765896,-0.042471343633362135
2010-05-05,52.26,52.7500171067659,-0.009289420812397253
2010-05-06,50.62,52.670017106765904,-0.038921899391268
2010-05-07,50.54,53.670017106765904,-0.058319659197040186
2010-05-10,51.54,53.76001710676591,-0.041294947923045
2010-05-11,51.63,55.920017106765904,-0.0767170206435227
2010-05-12,53.79,55.8500171067659,-0.03688480708659159
2010-05-13,53.72,55.160017106765906,-0.02610617585521513
2010-05-14,53.03,55.4400171067659,-0.043470713620537116
2010-05-17,53.31,54.880017106765905,-0.02860817451480613
2010-05-18,52.75,54.9600171067659,-0.04021136133332526
2010-05-19,52.83,52.090017106765906,0.014205848535572496
2010-05-20,49.96,52.07001710676589,-0.04052268894860256
2010-05-21,49.94,51.28001710676589,-0.026131370119786723
2010-05-24,49.15,50.840017106765906,-0.033241867389950164
2010-05-25,48.71,50.56001710676591,-0.036590515839013515
2010-05-26,48.43,51.940017106765914,-0.06757828168502256
2010-05-27,49.81,51.290017106765895,-0.02885585129919277
2010-05-28,49.16,50.690017106765914,-0.030183795431422245
2010-06-01,48.56,51.4600171067659,-0.05635476375278181
2010-06-02,49.33,52.22001710676591,-0.05534309000430149
2010-06-03,50.09,50.57001710676589,-0.009492128621440887
2010-06-04,48.44,50.62001710676589,-0.04306630521613386
2010-06-07,48.49,51.5000171067659,-0.05844691469763519
2010-06-08,49.37,51.56001710676591,-0.042475104347444725
2010-06-09,49.43,52.76001710676591,-0.0631163007401464
2010-06-10,50.63,53.390017106765896,-0.05169537783152589
2010-06-11,51.26,53.5200171067659,-0.04222751091909116
2010-06-14,51.39,54.450017106765905,-0.05619864362513982
2010-06-15,52.32,54.240017106765904,-0.03539853431437068
2010-06-16,52.11,54.680017106765895,-0.04700102967685227
2010-06-17,52.55,55.2100171067659,-0.04817997251516748
2010-06-18,53.08,55.490017106765904,-0.043431543769916314
2010-06-21,53.36,55.630017106765905,-0.04080561583163378
2010-06-22,53.5,55.01001710676591,-0.027449857065763084
2010-06-23,52.88,54.920017106765904,-0.03714523800675551
2010-06-24,52.79,55.33001710676591,-0.04590667488615885
2010-06-25,53.2,55.51001710676591,-0.04161441893132378
2010-06-28,53.38,53.9000171067659,-0.009647809679463437
2010-06-29,51.77,53.6100171067659,-0.03432226300359975
2010-06-30,51.48,53.173033115039274,-0.03184007034875025
2010-07-01,51.2,52.80303311503927,-0.030358731695333097
2010-07-02,50.83,52.83303311503927,-0.037912514140118425
2010-07-06,50.86,53.86303311503928,-0.055753137938323705
2010-07-07,51.89,54.19303311503927,-0.042496848444530944
2010-07-08,52.22,56.663033115039276,-0.07841149459858376
2010-07-09,54.69,56.99303311503928,-0.0404090287735811
2010-07-12,55.02,57.853033115039274,-0.04896948288615843
2010-07-13,55.88,57.173033115039274,-0.022616136394889685
2010-07-14,55.2,56.97303311503927,-0.03112056736490021
2010-07-15,55.0,55.673033115039274,-0.012089032649767129
2010-07-16,53.7,55.29303311503928,-0.02881073844737203
2010-07-19,53.32,55.47303311503927,-0.03881224793629612
2010-07-20,53.5,54.44303311503927,-0.017321465412234116
2010-07-21,52.47,54.883033115039275,-0.04396683233562115
2010-07-22,52.91,54.72303311503927,-0.03313107866714737
2010-07-23,52.75,54.79303311503928,-0.03728636651214179
2010-07-26,52.82,55.44303311503927,-0.047310418778797936
2010-07-27,53.47,54.94303311503927,-0.026810189236459614
2010-07-28,52.97,54.94303311503927,-0.03591052410426909
2010-07-29,52.97,55.05303311503927,-0.03783684562277523
2010-07-30,53.08,55.23303311503928,-0.03898089591703113
2010-08-02,53.26,55.29303311503928,-0.03676834133532658
2010-08-03,53.32,56.22303311503927,-0.05163423163420067
2010-08-04,54.25,55.713033115039266,-0.026260159126829774
2010-08-05,53.74,55.533033115039274,-0.032287685625327134
2010-08-06,53.56,56.173033115039274,-0.046517572047212075
2010-08-09,54.2,56.133033115039275,-0.03443664109647715
2010-08-10,54.16,54.40303311503927,-0.004467271420793062
2010-08-11,52.43,54.94303311503927,-0.0457388857615032
2010-08-12,52.97,55.39303311503928,-0.04374256072974314
2010-08-13,53.42,55.49303311503928,-0.03735663737719652
2010-08-16,53.52,56.52303311503927,-0.05312936956032244
2010-08-17,54.55,56.37303311503927,-0.032338744507840245
2010-08-18,54.4,55.29303311503928,-0.016150915671080845
2010-08-19,53.32,55.48303311503928,-0.03898548787977063
2010-08-20,53.51,55.45303311503927,-0.03503925765446192
2010-08-23,53.48,54.853033115039274,-0.025031124754026135
2010-08-24,52.88,55.36303311503928,-0.04485001950452683
2010-08-25,53.39,55.413033115039276,-0.036508254490227876
2010-08-26,53.44,56.313033115039275,-0.05101897298215308
2010-08-27,54.34,55.40303311503927,-0.019187272885077933
2010-08-30,53.43,55.44303311503927,-0.03630813470941263
2010-08-31,53.47,56.59303311503927,-0.055184056113248725
2010-09-01,54.62,56.50303311503927,-0.03332623066810325
2010-09-02,54.53,57.213033115039266,-0.046895488124959916
2010-09-03,55.24,56.173033115039274,-0.016609982820911084
2010-09-07,54.2,57.00303311503927,-0.049173402920199005
2010-09-08,55.03,57.603033115039274,-0.04466836164513521
2010-09-09,55.63,57.52303311503927,-0.032909132438364685
2010-09-10,55.55,58.65303311503927,-0.05290490449067031
2010-09-13,56.68,59.33303311503927,-0.04471426751259078
2010-09-14,57.36,59.68303311503927,-0.038922839436823176
2010-09-15,57.71,59.76303311503928,-0.03435289355356752
2010-09-16,57.79,59.87303311503927,-0.03479083999364052
2010-09-17,57.9,60.77303311503927,-0.04727480212483082
2010-09-20,58.8,60.68303311503927,-0.031030636050599747
2010-09-21,58.71,59.603033115039274,-0.014983014594502908
2010-09-22,57.63,58.82303311503927,-0.020281734073557156
2010-09-23,56.85,60.02303311503927,-0.05286359169750521
2010-09-24,58.05,59.54303311503928,-0.025074858248398058
2010-09-27,57.57,60.39303311503928,-0.04674435062173221
2010-09-28,58.42,59.713033115039266,-0.021654118834462666
2010-09-29,57.74,60.22303311503927,-0.04123062201626626
2010-09-30,58.25,59.61881312809228,-0.0229594159338824
2010-10-01,58.19,59.528813128092274,-0.0224901700158453
2010-10-04,58.1,60.92881312809228,-0.04642816728015342
2010-10-05,59.5,60.528813128092274,-0.016997080810342013
2010-10-06,59.1,60.43881312809227,-0.022151545650885396
2010-10-07,59.01,60.338813128092276,-0.022022526781747653
2010-10-08,58.91,60.60881312809227,-0.028029143624739183
2010-10-11,59.18,61.11881312809228,-0.031722034981748304
2010-10-12,59.69,61.11881312809228,-0.023377632106464263
2010-10-13,59.69,61.16881312809228,-0.02417593300356402
2010-10-14,59.74,61.09881312809228,-0.02223959940504172
2010-10-15,59.67,61.82881312809228,-0.034915972325391564
2010-10-18,60.4,60.838813128092276,-0.007212716776186734
2010-10-19,59.41,61.99881312809228,-0.04175584978931257
2010-10-20,60.57,61.85881312809227,-0.020834753577044896
2010-10-21,60.43,61.80881312809228,-0.02230771079902205
2010-10-22,60.38,62.14881312809227,-0.028460931738899742
2010-10-25,60.72,62.68881312809227,-0.03140613180966423
2010-10-26,61.26,61.87881312809228,-0.010000403963975724
2010-10-27,60.45,61.11881312809228,-0.010942835664864425
2010-10-28,59.69,60.84881312809228,-0.01904413691114859
2010-10-29,59.42,61.72881312809227,-0.0374025193599834
2010-11-01,60.3,61.99881312809228,-0.027400736278329396
2010-11-02,60.57,61.96881312809228,-0.02257285653028196
2010-11-03,60.54,63.68881312809227,-0.049440599901890314
2010-11-04,62.26,63.30881312809228,-0.01656662123755548
2010-11-05,61.88,62.53881312809228,-0.0105344680389583
2010-11-08,61.11,61.66881312809228,-0.009061519100936333
2010-11-09,60.24,62.50881312809228,-0.036295891963954774
2010-11-10,61.08,61.588813128092276,-0.008261453699944687
2010-11-11,60.16,61.22881312809227,-0.017456048443341365
2010-11-12,59.8,61.49881312809228,-0.02762351079123959
2010-11-15,60.07,60.31881312809227,-0.004124967239721666
2010-11-16,58.89,60.41881312809228,-0.02530359417771222
2010-11-17,58.99,61.698813128092276,-0.04390381258175158
2010-11-18,60.27,61.87881312809228,-0.025999418003735064
2010-11-19,60.45,61.56881312809227,-0.018171750781757146
2010-11-22,60.14,60.198813128092276,-0.0009769815223288347
2010-11-23,58.77,61.10881312809227,-0.03827292674118543
2010-11-24,59.68,60.338813128092276,-0.010918562927210607
2010-11-26,58.91,60.698813128092276,-0.02947031475421702
2010-11-29,59.27,59.948813128092276,-0.01132321213168741
2010-11-30,58.52,60.90881312809228,-0.039219498877257064
2010-12-01,59.48,61.26881312809228,-0.029196144608717778
2010-12-02,59.84,60.85881312809227,-0.016740601331608707
2010-12-03,59.43,60.488813128092275,-0.01750428010300209
2010-12-06,59.06,60.66881312809228,-0.02651795947772262
2010-12-07,59.24,60.82881312809228,-0.026119416874805346
2010-12-08,59.4,60.92881312809228,-0.02509179236559589
2010-12-09,59.5,61.70881312809228,-0.0357941275504251
2010-12-10,60.28,62.37881312809228,-0.03364624978969155
2010-12-13,60.95,62.10881312809227,-0.018657788963095334
2010-12-14,60.68,62.20881312809228,-0.024575507090037974
2010-12-15,60.78,62.91881312809228,-0.03399322113304981
2010-12-16,61.49,62.47881312809227,-0.015826375031565254
2010-12-17,61.05,62.38881312809228,-0.02145918572522809
2010-12-20,60.96,63.22881312809227,-0.03588258288979718
2010-12-21,61.8,63.56881312809227,-0.027825171511824287
2010-12-22,62.14,63.55881312809228,-0.022322838616147478
2010-12-23,62.13,63.488813128092275,-0.02140240242561775
2010-12-27,62.06,63.71881312809228,-0.026033333746465215
2010-12-28,62.29,63.70881312809228,-0.022270280333737014
2010-12-29,62.28,63.79881312809228,-0.023806291271326274
2010-12-30,62.37,63.67881312809228,-0.020553353051030565
2010-12-31,62.25,64.50229501442311,-0.03491806010808585
2011-01-03,62.24,64.46229501442312,-0.03447433905240094
2011-01-04,62.2,64.25229501442311,-0.03194119391318895
2011-01-05,61.99,63.98229501442311,-0.03113822369100694
2011-01-06,61.72,63.52229501442311,-0.028372636946034313
2011-01-07,61.26,62.72229501442311,-0.023313799568189464
2011-01-10,60.46,63.00229501442312,-0.040352419127606565
2011-01-11,60.74,63.11229501442311,-0.03758847644315533
2011-01-12,60.85,63.13229501442311,-0.03615099077107364
2011-01-13,60.87,63.05229501442311,-0.03461087362361537
2011-01-14,60.79,62.922295014423106,-0.03388775018352941
2011-01-18,60.66,62.83229501442311,-0.034572905763261774
2011-01-19,60.57,62.97229501442311,-0.03814844311888099
2011-01-20,60.71,62.77229501442311,-0.03285358634648061
2011-01-21,60.51,62.96229501442312,-0.03894862812515587
2011-01-24,60.7,64.39229501442311,-0.05734063390031496
2011-01-25,62.13,64.71229501442312,-0.039904240976889715
2011-01-26,62.45,65.45229501442311,-0.04586997314244712
2011-01-27,63.19,63.43229501442312,-0.0038197422049450758
2011-01-28,61.17,63.85229501442312,-0.04200780901950718
2011-01-31,61.59,64.42229501442311,-0.043964515914700075
2011-02-01,62.16,64.76229501442312,-0.04018225440966183
2011-02-02,62.5,65.55229501442311,-0.046562748317988345
2011-02-03,63.29,65.32229501442312,-0.031111812804102912
