date,MDLZ,dcf,Deviation
2006-02-08,28.8,29.22696938425264,-0.014608746416338692
2006-02-09,29.04,29.206969384252645,-0.0057167651342378
2006-02-10,29.02,29.06696938425264,-0.0016159023540337492
2006-02-13,28.88,29.326969384252642,-0.015240899200878455
2006-02-14,29.14,29.606969384252643,-0.015772279093888453
2006-02-15,29.42,29.426969384252644,-0.00023683662974727238
2006-02-16,29.24,29.736969384252646,-0.016712173249094464
2006-02-17,29.55,29.72696938425264,-0.005953159300066013
2006-02-21,29.54,30.026969384252645,-0.016217733398963374
2006-02-22,29.84,30.356969384252643,-0.017029677030962698
2006-02-23,30.17,30.47696938425264,-0.010072175496926183
2006-02-24,30.29,30.38696938425264,-0.003191150227139561
2006-02-27,30.2,30.276969384252645,-0.0025421759779127306
2006-02-28,30.09,29.826969384252642,0.008818549828472522
2006-03-01,29.64,29.72696938425264,-0.0029256054705230072
2006-03-02,29.54,29.876969384252646,-0.011278566440887206
2006-03-03,29.69,29.666969384252642,0.0007763049689728518
2006-03-06,29.48,29.796969384252645,-0.010637638350568634
2006-03-07,29.61,29.81696938425264,-0.006941328663735646
2006-03-08,29.63,30.276969384252645,-0.02136836669621045
2006-03-09,30.09,30.756969384252642,-0.02168514641088548
2006-03-10,30.57,29.956969384252645,0.020463706053977626
2006-03-13,29.77,30.31696938425264,-0.018041690688804457
2006-03-14,30.13,30.326969384252642,-0.006494858808902992
2006-03-15,30.14,30.456969384252645,-0.010407121609956715
2006-03-16,30.27,30.446969384252643,-0.0058123809308973096
2006-03-17,30.26,30.646969384252646,-0.012626677026390754
2006-03-20,30.46,30.63696938425264,-0.005776334533388994
2006-03-21,30.45,31.326969384252642,-0.027994070332685195
2006-03-22,31.14,30.736969384252646,0.013112243133307722
2006-03-23,30.55,30.88696938425264,-0.010909758741964537
2006-03-24,30.7,30.88696938425264,-0.006053341845443927
2006-03-27,30.7,30.256969384252642,0.014642266716174523
2006-03-28,30.07,30.546969384252645,-0.015614294768584447
2006-03-29,30.36,30.376969384252646,-0.0005586266371075954
2006-03-30,30.19,30.496969384252644,-0.01006557013534426
2006-03-31,30.31,30.441737835166773,-0.004327539901962774
2006-04-03,30.28,30.90173783516677,-0.02011983398743422
2006-04-04,30.74,30.45173783516677,0.009466197508778418
2006-04-05,30.29,30.45173783516677,-0.005311284237446423
2006-04-06,30.29,30.16173783516677,0.004252479268077147
2006-04-07,30.0,29.91173783516677,0.002950753490807312
2006-04-10,29.75,29.421737835166773,0.011157130373205426
2006-04-11,29.26,29.261737835166773,-5.938933553983894e-05
2006-04-12,29.1,29.281737835166773,-0.0062065249060631045
2006-04-13,29.12,29.211737835166772,-0.003140444285938071
2006-04-17,29.05,29.461737835166772,-0.013975341083759973
2006-04-18,29.3,29.691737835166773,-0.013193496363921087
2006-04-19,29.53,30.59173783516677,-0.03470668586686987
2006-04-20,30.43,31.211737835166772,-0.025046277118410787
2006-04-21,31.05,31.32173783516677,-0.00867569470751628
2006-04-24,31.16,31.421737835166773,-0.008329833204637094
2006-04-25,31.26,31.461737835166772,-0.006412164395485975
2006-04-26,31.3,31.47173783516677,-0.005456890752784216
2006-04-27,31.31,31.40173783516677,-0.0029214254207304835
2006-04-28,31.24,31.32173783516677,-0.002609620053552697
2006-05-01,31.16,31.20173783516677,-0.001337676618759609
2006-05-02,31.04,31.171737835166773,-0.004226194762171787
2006-05-03,31.01,31.24173783516677,-0.007417571851778271
2006-05-04,31.08,31.601737835166773,-0.016509783034342473
2006-05-05,31.44,31.941737835166773,-0.01570790661910626
2006-05-08,31.78,31.95173783516677,-0.005374913754385924
2006-05-09,31.79,31.871737835166773,-0.002564586706551797
2006-05-10,31.71,31.41173783516677,0.009495245579800748
2006-05-11,31.25,30.95173783516677,0.009636362469261694
2006-05-12,30.79,31.34173783516677,-0.01760393243247982
2006-05-15,31.18,31.801737835166772,-0.019550435840623992
2006-05-16,31.64,31.671737835166773,-0.0010020869499473006
2006-05-17,31.51,31.66173783516677,-0.0047924670451359175
2006-05-18,31.5,31.65173783516677,-0.004793981169595729
2006-05-19,31.49,31.93173783516677,-0.013833817546888505
2006-05-22,31.77,32.06173783516677,-0.00909925209502449
2006-05-23,31.9,32.621737835166776,-0.022124444712713354
2006-05-24,32.46,33.15173783516678,-0.020865809165303895
2006-05-25,32.99,33.04173783516677,-0.001565832748412599
2006-05-26,32.88,32.99173783516677,-0.003386842964290926
2006-05-30,32.83,33.26173783516678,-0.012980014372860338
2006-05-31,33.1,33.11173783516677,-0.0003544916677342691
2006-06-01,32.95,33.36173783516677,-0.01234161832938907
2006-06-02,33.2,33.18173783516677,0.0005503679440765907
2006-06-05,33.02,32.61173783516677,0.012518871790787589
2006-06-06,32.45,31.93173783516677,0.016230315039805543
2006-06-07,31.77,31.54173783516677,0.007236829055713434
2006-06-08,31.38,31.52173783516677,-0.004496510817644239
2006-06-09,31.36,31.371737835166773,-0.0003741531702338152
2006-06-12,31.21,30.86173783516677,0.011284593456574177
2006-06-13,30.7,30.89173783516677,-0.0062067675243733245
2006-06-14,30.73,31.051737835166772,-0.010361347145034672
2006-06-15,30.89,31.02173783516677,-0.00424662976222534
2006-06-16,30.86,31.251737835166775,-0.012534913649696722
2006-06-19,31.09,31.31173783516677,-0.007081620200515726
2006-06-20,31.15,31.13173783516677,0.0005866092323505434
2006-06-21,30.97,31.511737835166773,-0.01719162040508604
2006-06-22,31.35,31.331737835166773,0.000582864727430854
2006-06-23,31.17,31.16173783516677,0.00026513812794815017
2006-06-26,31.0,31.011737835166773,-0.00037849653022226093
2006-06-27,30.85,30.93173783516677,-0.0026425232103785
2006-06-28,30.77,31.13173783516677,-0.011619583753469387
2006-06-29,30.97,31.06173783516677,-0.0029534031757524337
2006-06-30,30.9,31.292627218949267,-0.01254695606738676
2006-07-03,31.05,31.38262721894927,-0.010599087725466916
2006-07-05,31.14,30.612627218949267,0.017227295693336808
2006-07-06,30.37,30.44262721894927,-0.0023857079885687416
2006-07-07,30.2,30.45262721894927,-0.008295744637496272
2006-07-10,30.21,30.57262721894927,-0.011861172949000132
2006-07-11,30.33,30.862627218949267,-0.01725799994830779
2006-07-12,30.62,30.552627218949265,0.0022051387125539
2006-07-13,30.31,30.612627218949267,-0.00988569902167502
2006-07-14,30.37,30.612627218949267,-0.007925723500107784
2006-07-17,30.37,30.57262721894927,-0.00662773328239441
2006-07-18,30.33,30.482627218949265,-0.0050070231103435114
2006-07-19,30.24,30.482627218949265,-0.007959524525446349
2006-07-20,30.24,30.232627218949265,0.00024386835445500132
2006-07-21,29.99,30.742627218949266,-0.024481551742115304
2006-07-24,30.5,32.80262721894927,-0.07019642675508309
2006-07-25,32.56,32.52262721894927,0.0011491316737461954
2006-07-26,32.28,32.55262721894927,-0.008374968235761004
2006-07-27,32.31,32.922627218949266,-0.01860809026190513
2006-07-28,32.68,32.642627218949265,0.0011449072649716285
2006-07-31,32.4,32.70262721894927,-0.009253911525919034
2006-08-01,32.46,32.682627218949264,-0.006811790785906768
2006-08-02,32.44,32.73262721894927,-0.008939924589367099
2006-08-03,32.49,32.72262721894927,-0.007109063016020767
2006-08-04,32.48,32.97262721894927,-0.014940490355168312
2006-08-07,32.73,33.292627218949264,-0.016899453901584427
2006-08-08,33.05,33.59262721894927,-0.016153164068191117
2006-08-09,33.35,33.992627218949266,-0.01890490001876144
2006-08-10,33.75,33.98262721894927,-0.0068454748201325355
2006-08-11,33.74,34.362627218949264,-0.01811931360725272
2006-08-14,34.12,33.752627218949264,0.010884272168433906
2006-08-15,33.51,33.602627218949266,-0.0027565469314564384
2006-08-16,33.36,33.15262721894926,0.0062550934404439484
2006-08-17,32.91,32.80262721894927,0.0032732982127938737
2006-08-18,32.56,33.27262721894927,-0.0214178223516841
2006-08-21,33.03,32.992627218949266,0.0011327615955745163
2006-08-22,32.75,33.09262721894927,-0.010353581680969559
2006-08-23,32.85,33.422627218949266,-0.017132920616863112
2006-08-24,33.18,33.112627218949264,0.0020346552571999243
2006-08-25,32.87,33.27262721894927,-0.012100854444098919
2006-08-28,33.03,33.682627218949264,-0.019375781310256746
2006-08-29,33.44,33.98262721894927,-0.01596778305141433
2006-08-30,33.74,34.15262721894926,-0.01208185877777268
2006-08-31,33.91,34.26262721894927,-0.010291890831834682
2006-09-01,34.02,34.09262721894927,-0.0021302910592029267
2006-09-05,33.85,33.742627218949266,0.0031821108757779104
2006-09-06,33.5,33.752627218949264,-0.0074846682988705115
2006-09-07,33.51,33.88262721894927,-0.010997589311518063
2006-09-08,33.64,34.01262721894927,-0.010955555316281784
2006-09-11,33.77,34.12262721894927,-0.01033411690977426
2006-09-12,33.88,33.792627218949264,0.00258555750888001
2006-09-13,33.55,34.282627218949266,-0.021370218048642364
2006-09-14,34.04,34.22262721894927,-0.00533644649140641
2006-09-15,33.98,34.33262721894927,-0.010270906933526058
2006-09-18,34.09,34.252627218949264,-0.004747875773432386
2006-09-19,34.01,34.33262721894927,-0.009397102554715153
2006-09-20,34.09,34.212627218949265,-0.003584267824990106
2006-09-21,33.97,34.492627218949266,-0.015151853050560105
2006-09-22,34.25,35.542627218949264,-0.03636836441455038
2006-09-25,35.3,35.94262721894927,-0.017879250034634975
2006-09-26,35.7,36.242627218949266,-0.014972071855363533
2006-09-27,36.0,36.09262721894927,-0.002566375076753502
2006-09-28,35.85,35.90262721894926,-0.001465831974588383
2006-09-29,35.66,35.697295082123524,-0.0010447593308604564
2006-10-02,35.3,35.727295082123526,-0.011959905756686595
2006-10-03,35.33,36.00729508212353,-0.01880994061283392
2006-10-04,35.61,35.837295082123525,-0.006342417350491014
2006-10-05,35.44,36.06729508212353,-0.017392351732926192
2006-10-06,35.67,36.117295082123526,-0.012384512215171783
2006-10-09,35.72,36.42729508212353,-0.01941662373033648
2006-10-10,36.03,36.28729508212353,-0.007090500450398163
2006-10-11,35.89,36.46729508212353,-0.01583048813528587
2006-10-12,36.07,36.16729508212353,-0.0026901398598542237
2006-10-13,35.77,36.23729508212353,-0.012895418409804349
2006-10-16,35.84,36.047295082123526,-0.005750641806861245
2006-10-17,35.65,36.03729508212353,-0.010747063042354954
2006-10-18,35.64,36.07729508212353,-0.012121060659567195
2006-10-19,35.68,35.88729508212353,-0.005776280481690321
2006-10-20,35.49,36.697295082123524,-0.03289874851598085
2006-10-23,36.3,35.75729508212353,0.01517746005759224
2006-10-24,35.36,35.73729508212353,-0.010557460525664197
2006-10-25,35.34,34.88729508212353,0.012976211449205799
2006-10-26,34.49,34.99729508212353,-0.014495265446461625
2006-10-27,34.6,35.10729508212353,-0.014449848128055831
2006-10-30,34.71,34.797295082123526,-0.0025086743644154863
2006-10-31,34.4,34.75729508212353,-0.010279714842001408
2006-11-01,34.36,34.807295082123524,-0.012850613099012365
2006-11-02,34.41,34.35729508212353,0.001534024076996987
2006-11-03,33.96,34.53729508212353,-0.016715121457856585
2006-11-06,34.14,34.77729508212353,-0.018325033060179408
2006-11-07,34.38,34.75729508212353,-0.010855133612441947
2006-11-08,34.36,34.547295082123526,-0.005421410899993817
2006-11-09,34.15,34.64729508212353,-0.014353070880275154
2006-11-10,34.25,35.197295082123524,-0.026913860281401303
2006-11-13,34.8,35.63729508212353,-0.023494911165228616
2006-11-14,35.24,35.70729508212353,-0.013086823884273291
2006-11-15,35.31,35.99729508212353,-0.019092964639580434
2006-11-16,35.6,35.84729508212353,-0.006898570214488808
2006-11-17,35.45,35.947295082123524,-0.013834005618153622
2006-11-20,35.55,35.437295082123526,0.003180404080370236
2006-11-21,35.04,35.71729508212353,-0.018962664461747436
2006-11-22,35.32,35.57729508212353,-0.00723200236357513
2006-11-24,35.18,34.947295082123524,0.006658739033439831
2006-11-27,34.55,34.77729508212353,-0.006535732051236143
2006-11-28,34.38,35.21729508212353,-0.023775110500991903
2006-11-29,34.82,35.447295082123524,-0.017696557118680567
2006-11-30,35.05,35.48729508212353,-0.012322581394596521
2006-12-01,35.09,35.627295082123524,-0.015080995649122797
2006-12-04,35.23,35.63729508212353,-0.01142890001008634
2006-12-05,35.24,35.38729508212353,-0.004162371884646743
2006-12-06,34.99,34.937295082123526,0.0015085574814130975
2006-12-07,34.54,35.39729508212353,-0.024219225794924748
2006-12-08,35.0,35.34729508212353,-0.009825223721267706
2006-12-11,34.95,35.937295082123526,-0.027472715458060182
2006-12-12,35.54,35.63729508212353,-0.002730147781960457
2006-12-13,35.24,35.96729508212353,-0.020221011351087226
2006-12-14,35.57,36.10729508212353,-0.014880513228739178
2006-12-15,35.71,36.14729508212353,-0.012097587969723045
2006-12-18,35.75,36.047295082123526,-0.00824736173535967
2006-12-19,35.65,36.48729508212353,-0.02294757888297816
2006-12-20,36.09,36.41729508212353,-0.008987352887836808
2006-12-21,36.02,36.127295082123524,-0.002969917395687083
2006-12-22,35.73,36.14729508212353,-0.01154429622397668
2006-12-26,35.75,35.867295082123526,-0.0032702516834615114
2006-12-27,35.47,35.98729508212353,-0.014374380762517958
2006-12-28,35.59,36.09729508212353,-0.014053548360601575
2006-12-29,35.7,35.75503752042369,-0.001539294159382476
2007-01-03,35.61,35.7250375204237,-0.003220081164587496
2007-01-04,35.58,35.32503752042369,0.007217613836330461
2007-01-05,35.18,35.095037520423695,0.002420925737060653
2007-01-08,34.95,35.2750375204237,-0.009214377737670976
2007-01-09,35.13,36.04503752042369,-0.025385950005051727
2007-01-10,35.9,35.92503752042369,-0.0006969379060345338
2007-01-11,35.78,35.945037520423696,-0.00459138539860815
2007-01-12,35.8,35.90503752042369,-0.0029254257251213334
2007-01-16,35.76,35.39503752042369,0.010311120008439367
2007-01-17,35.25,35.4950375204237,-0.0069034303818584775
2007-01-18,35.35,35.7750375204237,-0.011880840661062875
2007-01-19,35.63,36.055037520423696,-0.011788575179901728
2007-01-22,35.91,35.455037520423694,0.012832096971106655
2007-01-23,35.31,35.18503752042369,0.0035515801142396164
2007-01-24,35.04,34.90503752042369,0.0038665616530948466
2007-01-25,34.76,34.68503752042369,0.0021612339191550145
2007-01-26,34.54,35.315037520423694,-0.02194638813495431
2007-01-29,35.17,34.9750375204237,0.005574332249463909
2007-01-30,34.83,35.065037520423694,-0.006702902293682089
2007-01-31,34.92,34.0850375204237,0.024496451825115173
2007-02-01,33.94,34.17503752042369,-0.006877461956939501
2007-02-02,34.03,33.705037520423694,0.009641362344705806
2007-02-05,33.56,33.815037520423694,-0.007542133297047338
2007-02-06,33.67,33.75503752042369,-0.002519254211234001
2007-02-07,33.61,33.1150375204237,0.014946758833386031
2007-02-08,32.97,33.7150375204237,-0.022098077748612166
2007-02-09,33.57,34.455037520423694,-0.02568673796680898
2007-02-12,34.31,34.695037520423696,-0.01109776924717365
2007-02-13,34.55,34.57503752042369,-0.0007241502025530089
2007-02-14,34.43,34.3650375204237,0.0018903654488284793
2007-02-15,34.22,35.095037520423695,-0.02493336899595744
2007-02-16,34.95,34.00503752042369,0.027788896836498322
2007-02-20,33.86,33.5850375204237,0.008187052922275173
2007-02-21,33.44,33.415037520423695,0.0007470432903462498
2007-02-22,33.27,33.40503752042369,-0.004042429838347794
2007-02-23,33.26,33.415037520423695,-0.0046397529953075
2007-02-26,33.27,32.2250375204237,0.03242703686268866
2007-02-27,32.08,32.07503752042369,0.00015471469279337846
2007-02-28,31.93,32.51503752042369,-0.017992829319548265
2007-03-01,32.37,31.995037520423697,0.011719394901066993
2007-03-02,31.85,31.765037520423697,0.0026747168021343803
2007-03-05,31.62,32.37503752042369,-0.023321595224325975
2007-03-06,32.23,31.455037520423694,0.02463715006135736
2007-03-07,31.31,31.475037520423694,-0.005243441578635322
2007-03-08,31.33,31.645037520423696,-0.009955353038225145
2007-03-09,31.5,32.065037520423694,-0.01762160796050205
2007-03-12,31.92,31.07503752042369,0.027191036503848798
2007-03-13,30.93,30.345037520423695,0.019277039258316808
2007-03-14,30.2,30.745037520423697,-0.017727658327352236
2007-03-15,30.6,30.565037520423697,0.0011438716393834536
2007-03-16,30.42,31.04503752042369,-0.02013325060446436
2007-03-19,30.9,31.625037520423696,-0.022926060402472692
2007-03-20,31.48,31.495037520423697,-0.0004774568188383732
2007-03-21,31.35,31.995037520423697,-0.02016054896050501
2007-03-22,31.85,32.14503752042369,-0.009178322477808143
2007-03-23,32.0,32.03503752042369,-0.0010937249691483908
2007-03-26,31.89,31.845037520423695,0.0014119147935520715
2007-03-27,31.7,31.605037520423696,0.003004662769817479
2007-03-28,31.46,31.665037520423695,-0.0064752021939480375
2007-03-29,31.52,31.805037520423696,-0.008962024340976149
2007-03-30,31.66,31.003746438796814,0.021166911634330043
2007-04-02,30.85,30.483746438796807,0.012014716168123662
2007-04-03,30.33,30.87374643879681,-0.017611935755018293
2007-04-04,30.72,31.733746438796807,-0.03194537527272323
2007-04-05,31.58,31.46374643879681,0.0036948416625885994
2007-04-09,31.31,31.39374643879681,-0.0026676153150462234
2007-04-10,31.24,32.17374643879682,-0.02902199905668612
2007-04-11,32.02,32.60374643879681,-0.017904274893457583
2007-04-12,32.45,32.95374643879681,-0.01528646946811918
2007-04-13,32.8,32.913746438796814,-0.003455894606477772
2007-04-16,32.76,33.05374643879681,-0.008886933266119112
2007-04-17,32.9,32.44374643879681,0.014062912310817355
2007-04-18,32.29,33.00374643879681,-0.021626224771796876
2007-04-19,32.85,33.24374643879681,-0.011844225786095341
2007-04-20,33.09,33.36374643879681,-0.008204907062789646
2007-04-23,33.21,33.55374643879681,-0.010244651500356694
2007-04-24,33.4,33.623746438796815,-0.006654417264420176
2007-04-25,33.47,33.71374643879681,-0.007229882897746287
2007-04-26,33.56,33.71374643879681,-0.004560348671896142
2007-04-27,33.56,33.623746438796815,-0.0018958755507166858
2007-04-30,33.47,33.64374643879681,-0.00516430116107558
2007-05-01,33.49,33.43374643879681,0.0016825383690148854
2007-05-02,33.28,32.98374643879681,0.008981804470056476
2007-05-03,32.83,33.35374643879681,-0.015702776890682224
2007-05-04,33.2,33.15374643879681,0.0013951232114470802
2007-05-07,33.0,32.81374643879681,0.005676083392385012
2007-05-08,32.66,32.93374643879681,-0.008312034566293147
2007-05-09,32.78,32.65374643879681,0.003866434175932243
2007-05-10,32.5,32.663746438796814,-0.005013094229825432
2007-05-11,32.51,32.65374643879681,-0.004402142310568791
2007-05-14,32.5,32.75374643879681,-0.007747096634302841
2007-05-15,32.6,32.92374643879682,-0.009833219904017976
2007-05-16,32.77,33.05374643879681,-0.008584395699960834
2007-05-17,32.9,33.263746438796815,-0.010935221607286105
2007-05-18,33.11,33.343746438796806,-0.0070102032243393175
2007-05-21,33.19,33.49374643879681,-0.009068750769695155
2007-05-22,33.34,33.473746438796816,-0.003995562284650589
2007-05-23,33.32,33.593746438796806,-0.008148732065223374
2007-05-24,33.44,33.663746438796814,-0.006646510340243994
2007-05-25,33.51,33.663746438796814,-0.004567122054472961
2007-05-29,33.51,33.843746438796806,-0.009861391657698282
2007-05-30,33.69,33.99374643879681,-0.008935362253868817
2007-05-31,33.84,34.57374643879682,-0.021222647655373628
2007-06-01,34.42,34.663746438796814,-0.0070317396080420425
2007-06-04,34.51,34.60374643879681,-0.0027091413053387248
2007-06-05,34.45,34.50374643879681,-0.0015576986369333357
2007-06-06,34.35,34.773746438796806,-0.012185814937789807
2007-06-07,34.62,34.663746438796814,-0.0012620228132022016
2007-06-08,34.51,34.67374643879682,-0.004722490518463407
2007-06-11,34.52,34.663746438796814,-0.004146881210622011
2007-06-12,34.51,35.40374643879681,-0.02524440288662244
2007-06-13,35.25,35.57374643879682,-0.009100712497454033
2007-06-14,35.42,35.46374643879681,-0.0012335537891436932
2007-06-15,35.31,35.263746438796815,0.0013116462620743619
2007-06-18,35.11,34.80374643879681,0.00879944237445085
2007-06-19,34.65,34.61374643879681,0.0010473746685379925
2007-06-20,34.46,36.89374643879681,-0.06596636757489949
2007-06-21,36.74,36.40374643879681,0.009236784509762286
2007-06-22,36.25,35.763746438796815,0.013596270235147756
2007-06-25,35.61,35.093746438796806,0.014710699585851694
2007-06-26,34.94,35.89374643879681,-0.026571381742584776
2007-06-27,35.74,35.523746438796806,0.006087577546917133
2007-06-28,35.37,35.40374643879681,-0.0009531883540955244
2007-06-29,35.25,35.788715401135,-0.015052661016101032
2007-07-02,35.53,34.91871540113499,0.017505930325407704
2007-07-03,34.66,34.718715401135,-0.0016911743552897596
2007-07-05,34.46,34.498715401135,-0.0011222273259985371
2007-07-06,34.24,35.26871540113499,-0.02916792940810886
2007-07-09,35.01,34.658715401135,0.010135534303544746
2007-07-10,34.4,34.538715401135,-0.004016229310324748
2007-07-11,34.28,35.058715401135,-0.022211749410241843
2007-07-12,34.8,36.14871540113499,-0.03731018892839133
2007-07-13,35.89,35.778715401134995,0.0031103575859929844
2007-07-16,35.52,36.128715401135,-0.016848520473990325
2007-07-17,35.87,35.958715401135,-0.0024671460074517926
2007-07-18,35.7,36.588715401135,-0.024289330505094076
2007-07-19,36.33,35.788715401135,0.015124448944256574
2007-07-20,35.53,35.868715401135,-0.009443198546337683
2007-07-23,35.61,35.098715401135,0.014567045916685117
2007-07-24,34.84,35.098715401135,-0.007371078917795204
2007-07-25,34.84,33.698715401135,0.033867302811980915
2007-07-26,33.44,33.14871540113499,0.008787206241332335
2007-07-27,32.89,33.238715401134996,-0.010491241822272346
2007-07-30,32.98,33.008715401135,-0.0008699339185437305
2007-07-31,32.75,32.688715401135,0.0018747937357879163
2007-08-01,32.43,32.808715401135,-0.011543134088142226
2007-08-02,32.55,32.218715401135,0.010282365225937173
2007-08-03,31.96,32.958715401135,-0.030302012350293506
2007-08-06,32.7,32.828715401135,-0.003920817478302752
2007-08-07,32.57,33.038715401135,-0.014186853073558048
2007-08-08,32.78,31.708715401134995,0.03378517815410009
2007-08-09,31.45,32.39871540113499,-0.029282500537097134
2007-08-10,32.14,32.458715401135,-0.009819100885423704
2007-08-13,32.2,32.738715401134996,-0.016454995088668545
2007-08-14,32.48,32.008715401135,0.01472363364036422
2007-08-15,31.75,31.408715401134994,0.010865920318812838
2007-08-16,31.15,31.568715401134995,-0.013263618611479622
2007-08-17,31.31,31.958715401134995,-0.02029854432484346
2007-08-20,31.7,31.898715401134996,-0.0062295737817682495
2007-08-21,31.64,32.318715401135,-0.021000692407197707
2007-08-22,32.06,32.358715401135,-0.00923137391061335
2007-08-23,32.1,32.748715401135,-0.01980888084277399
2007-08-24,32.49,32.66871540113499,-0.005470536534435522
2007-08-27,32.41,32.038715401135,0.011588623145978083
2007-08-28,31.78,32.178715401134994,-0.012390656251023868
2007-08-29,31.92,32.108715401135,-0.0058773887020198146
2007-08-30,31.85,32.318715401135,-0.014502909392201224
2007-08-31,32.06,32.408715401135,-0.010759926668453601
2007-09-04,32.15,32.858715401135,-0.021568566892621766
2007-09-05,32.6,33.64871540113499,-0.031166580614831352
2007-09-06,33.39,33.14871540113499,0.007278852165014671
2007-09-07,32.89,33.528715401134995,-0.019049802340872724
2007-09-10,33.27,34.04871540113499,-0.022870624984255072
2007-09-11,33.79,34.158715401135,-0.010794182298867971
2007-09-12,33.9,34.288715401135,-0.01133654021702235
2007-09-13,34.03,34.358715401135,-0.009567162139133445
2007-09-14,34.1,34.14871540113499,-0.0014265661405632457
2007-09-17,33.89,34.64871540113499,-0.021897360186407866
2007-09-18,34.39,34.638715401135,-0.007180272081534822
2007-09-19,34.38,34.858715401135,-0.01373301900618551
2007-09-20,34.6,35.108715401135,-0.014489718445197086
2007-09-21,34.85,34.968715401135,-0.0033949031233542204
2007-09-24,34.71,34.678715401134994,0.0009021268089988155
2007-09-25,34.42,34.488715401134996,-0.0019924024520998618
2007-09-26,34.23,34.66871540113499,-0.012654504098546182
2007-09-27,34.41,34.76871540113499,-0.010317188800230581
2007-09-28,34.51,35.01047381546135,-0.014294974072596944
2007-10-01,34.7,34.980473815461345,-0.008018010760545313
2007-10-02,34.67,34.60047381546135,0.002009399781906618
2007-10-03,34.29,34.63047381546134,-0.009831624518788273
2007-10-04,34.32,34.61047381546134,-0.008392656425627365
2007-10-05,34.3,34.38047381546134,-0.002340683723362602
2007-10-08,34.07,34.42047381546135,-0.010182132219920814
2007-10-09,34.11,34.35047381546135,-0.0070005967531403535
2007-10-10,34.04,33.840473815461344,0.0058960812909036875
2007-10-11,33.53,34.160473815461344,-0.01845623743005531
2007-10-12,33.85,33.910473815461344,-0.0017833373780159478
2007-10-15,33.6,33.92047381546135,-0.009447798907669558
2007-10-16,33.61,34.04047381546134,-0.012645940764367869
2007-10-17,33.73,33.72047381546134,0.00028250446867361667
2007-10-18,33.41,32.910473815461344,0.015178334634124102
2007-10-19,32.6,32.99047381546135,-0.011835956574783979
2007-10-22,32.68,33.25047381546135,-0.01715686274509809
2007-10-23,32.94,33.18047381546134,-0.007247449713912335
2007-10-24,32.87,33.07047381546135,-0.006062018239594291
2007-10-25,32.76,33.61047381546134,-0.025303832969772344
2007-10-26,33.3,33.29047381546134,0.0002861534681501965
2007-10-29,32.98,32.910473815461344,0.0021125853407186757
2007-10-30,32.6,33.72047381546134,-0.03322829393184812
2007-10-31,33.41,33.11047381546134,0.009046266936802105
2007-11-01,32.8,33.13047381546134,-0.009974919685788453
2007-11-02,32.82,33.46047381546135,-0.01914120579982337
2007-11-05,33.15,33.70047381546134,-0.016334304926264753
2007-11-06,33.39,33.64047381546135,-0.007445609025465871
2007-11-07,33.33,33.42047381546135,-0.0027071374260257963
2007-11-08,33.11,33.00047381546135,0.0033189276357401543
2007-11-09,32.69,33.020473815461344,-0.010008148802110983
2007-11-12,32.71,33.64047381546135,-0.027659355232793947
2007-11-13,33.33,33.29047381546134,0.0011873121649683682
2007-11-14,32.98,32.68047381546134,0.009165295039172516
2007-11-15,32.37,32.82047381546135,-0.013725390376574609
2007-11-16,32.51,32.61047381546134,-0.0030810289979198435
2007-11-19,32.3,33.36047381546134,-0.03178833194418995
2007-11-20,33.05,33.120473815461345,-0.002127802152046776
2007-11-21,32.81,33.75047381546135,-0.027865499625386203
2007-11-23,33.44,33.33047381546135,0.0032860674332160222
2007-11-26,33.02,33.51047381546135,-0.014636433318201858
2007-11-27,33.2,34.11047381546134,-0.02669191346877875
2007-11-28,33.8,34.64047381546135,-0.0242627690353997
2007-11-29,34.33,34.86047381546134,-0.015217056953083175
2007-11-30,34.55,34.730473815461345,-0.00519641097959922
2007-12-03,34.42,34.71047381546135,-0.008368477394047003
2007-12-04,34.4,35.14047381546135,-0.021071822177182842
2007-12-05,34.83,35.51047381546135,-0.019162622808065022
2007-12-06,35.2,34.99047381546135,0.0059880922345803
2007-12-07,34.68,35.13047381546134,-0.012822879014603106
2007-12-10,34.82,34.58047381546135,0.006926631075585554
2007-12-11,34.27,34.47047381546134,-0.0058158125859998355
2007-12-12,34.16,34.47047381546134,-0.009006949458353009
2007-12-13,34.16,33.620473815461345,0.016047548511661125
2007-12-14,33.31,32.88047381546134,0.013063260187469838
2007-12-17,32.57,33.36047381546134,-0.02369492171585963
2007-12-18,33.05,33.340473815461344,-0.008712348152852045
2007-12-19,33.03,33.22047381546134,-0.005733627296209409
2007-12-20,32.91,33.57047381546135,-0.019674247646667475
2007-12-21,33.26,33.69047381546135,-0.01277731556460926
2007-12-24,33.38,33.83047381546135,-0.013315622415417505
2007-12-26,33.52,33.24047381546135,0.00840921179675358
2007-12-27,32.93,33.26047381546135,-0.0099359322809085
2007-12-28,32.95,32.94047381546135,0.0002891939136036026
2007-12-31,32.63,32.40902702718228,0.006818253835031429
2008-01-02,32.05,32.15902702718228,-0.003390246449002654
2008-01-03,31.8,31.80902702718228,-0.0002837882207011866
2008-01-04,31.45,32.299027027182284,-0.02628645830314824
2008-01-07,31.94,31.959027027182284,-0.0005953568976333479
2008-01-08,31.6,32.149027027182285,-0.017077562774079458
2008-01-09,31.79,33.05902702718228,-0.038386702250457816
2008-01-10,32.7,32.28902702718228,0.012727945393701479
