date,AVB,dcf,Deviation
2002-10-09,36.72,37.73009125478103,-0.026771503094444205
2002-10-10,37.65,38.81009125478103,-0.029891484850299577
2002-10-11,38.73,38.41009125478103,0.008328768163995193
2002-10-14,38.33,38.25009125478103,0.002089112537972726
2002-10-15,38.17,37.97009125478103,0.0052649003100249114
2002-10-16,37.89,38.33009125478103,-0.011481612497495353
2002-10-17,38.25,38.23009125478103,0.000520761122077662
2002-10-18,38.15,38.04009125478103,0.002889287107195271
2002-10-21,37.96,37.33009125478103,0.01687402103894664
2002-10-22,37.25,37.02009125478103,0.006210377592985594
2002-10-23,36.94,37.53009125478104,-0.01572315001248148
2002-10-24,37.45,38.01009125478103,-0.014735330442296135
2002-10-25,37.93,37.89009125478104,0.0010532765664406085
2002-10-28,37.81,37.59009125478103,0.005850178541160211
2002-10-29,37.51,37.88009125478103,-0.009770072946545971
2002-10-30,37.8,37.78009125478104,0.0005269639261773484
2002-10-31,37.7,38.13009125478103,-0.011279575805554831
2002-11-01,38.05,38.74009125478103,-0.017813361621750512
2002-11-04,38.66,38.51009125478103,0.0038927133209625264
2002-11-05,38.43,39.11009125478103,-0.017389150292455358
2002-11-06,39.03,38.88009125478103,0.003855668553775393
2002-11-07,38.8,38.87009125478103,-0.0018032181689928706
2002-11-08,38.79,38.65009125478103,0.0036198813683696596
2002-11-11,38.57,39.07009125478103,-0.012799848649440726
2002-11-12,38.99,38.49009125478103,0.01298798545084967
2002-11-13,38.41,38.86009125478103,-0.01158235197725277
2002-11-14,38.78,38.63009125478103,0.003880621048246047
2002-11-15,38.55,38.68009125478103,-0.003363261320252331
2002-11-18,38.6,38.73009125478103,-0.003358919397458693
2002-11-19,38.65,38.79009125478103,-0.0036115216605417944
2002-11-20,38.71,38.93009125478103,-0.005653499585722144
2002-11-21,38.85,39.88009125478103,-0.025829711577140202
2002-11-22,39.8,39.58009125478103,0.005556044421509476
2002-11-25,39.5,39.48009125478103,0.0005042730294235742
2002-11-26,39.4,39.74009125478103,-0.008557888118591372
2002-11-27,39.66,39.68009125478103,-0.0005063308612883732
2002-11-29,39.6,39.83009125478103,-0.00577681967408028
2002-12-02,39.75,39.79009125478103,-0.001007568807126491
2002-12-03,39.71,39.89009125478104,-0.004514686457616324
2002-12-04,39.81,39.82009125478103,-0.000253421186718672
2002-12-05,39.74,39.73009125478103,0.00024940152176911035
2002-12-06,39.65,39.33009125478103,0.00813394362974118
2002-12-09,39.25,38.96009125478104,0.007441172129785123
2002-12-10,38.88,38.78009125478104,0.0025762895853589374
2002-12-11,38.7,39.00009125478103,-0.007694629554084509
2002-12-12,38.92,38.89009125478104,0.0007690582421886472
2002-12-13,38.81,39.23009125478103,-0.010708393514884618
2002-12-16,39.15,39.23009125478103,-0.002041577070541978
2002-12-17,39.15,39.12009125478103,0.0007645366935413733
2002-12-18,39.04,39.11009125478103,-0.0017921526780498853
2002-12-19,39.03,38.28009125478104,0.01959004591258129
2002-12-20,38.2,38.58009125478103,-0.009852005073573422
2002-12-23,38.5,38.98009125478103,-0.012316319416572519
2002-12-24,38.9,39.09009125478103,-0.004862901279561016
2002-12-26,39.01,38.68009125478103,0.008529161501866556
2002-12-27,38.6,39.06009125478103,-0.011779062465060441
2002-12-30,38.98,39.22009125478103,-0.0061216393715496364
2002-12-31,39.14,39.64422109293416,-0.012718653035259875
2003-01-02,39.45,40.15422109293416,-0.017537909434335308
2003-01-03,39.96,40.424221092934154,-0.011483736244835008
2003-01-06,40.23,39.554221092934156,0.017084874594751165
2003-01-07,39.36,39.524221092934155,-0.004154948241687495
2003-01-08,39.33,39.57422109293416,-0.006171216670585733
2003-01-09,39.38,39.37422109293416,0.00014676879708197532
2003-01-10,39.18,39.19422109293416,-0.000362836472765693
2003-01-13,39.0,39.04422109293416,-0.0011325899632855796
2003-01-14,38.85,38.82422109293416,0.0006639903220242438
2003-01-15,38.63,38.29422109293416,0.008768396313661997
2003-01-16,38.1,37.53422109293416,0.015073681845294784
2003-01-17,37.34,36.83422109293416,0.013731223087078304
2003-01-21,36.64,36.564221092934154,0.002072487934947187
2003-01-22,36.37,37.04422109293416,-0.018200439178967187
2003-01-23,36.85,36.69422109293416,0.004245325351676099
2003-01-24,36.5,36.11422109293416,0.01068218821812894
2003-01-27,35.92,36.594221092934156,-0.018424250408880405
2003-01-28,36.4,36.984221092934156,-0.015796495793871768
2003-01-29,36.79,36.89422109293416,-0.002824862264245498
2003-01-30,36.7,36.994221092934154,-0.00795316360885201
2003-01-31,36.8,36.53422109293416,0.007274793306520921
2003-02-03,36.34,36.69422109293416,-0.009653320942200394
2003-02-04,36.5,36.594221092934156,-0.002574753338645319
2003-02-05,36.4,36.454221092934155,-0.0014873748857759939
2003-02-06,36.26,36.344221092934156,-0.002317317317622525
2003-02-07,36.15,36.82422109293416,-0.018309174584646648
2003-02-10,36.63,36.28422109293416,0.009529732116343448
2003-02-11,36.09,36.21422109293416,-0.0034301743675606566
2003-02-12,36.02,36.28422109293416,-0.007281983324305408
2003-02-13,36.09,35.994221092934154,0.0026609523461711415
2003-02-14,35.8,36.65422109293416,-0.023304849140521777
2003-02-18,36.46,36.79422109293416,-0.00908352135217072
2003-02-19,36.6,36.86422109293416,-0.007167412876242785
2003-02-20,36.67,37.00422109293416,-0.009031972111905207
2003-02-21,36.81,36.64422109293416,0.004524012303206204
2003-02-24,36.45,36.82422109293416,-0.010162362755473553
2003-02-25,36.63,36.744221092934154,-0.0031085457668367233
2003-02-26,36.55,36.844221092934156,-0.007985542486894426
2003-02-27,36.65,36.90422109293416,-0.006888672498844173
2003-02-28,36.71,36.854221092934154,-0.0039132856062938925
2003-03-03,36.66,36.36422109293416,0.008133789152527937
2003-03-04,36.17,36.29422109293416,-0.003422613550958409
2003-03-05,36.1,36.164221092934156,-0.0017758185021908846
2003-03-06,35.97,36.064221092934154,-0.002612591928475516
2003-03-07,35.87,35.58422109293416,0.008031056976615547
2003-03-10,35.39,35.69422109293416,-0.00852297889179543
2003-03-11,35.5,35.68422109293416,-0.0051625364738768775
2003-03-12,35.49,35.994221092934154,-0.014008390169974572
2003-03-13,35.8,35.94422109293416,-0.00401235827481905
2003-03-14,35.75,36.64422109293416,-0.024402786203759352
2003-03-17,36.45,36.44422109293416,0.00015856854372353624
2003-03-18,36.25,36.87422109293416,-0.016928387215581653
2003-03-19,36.68,37.594221092934156,-0.024318128328132405
2003-03-20,37.4,38.094221092934156,-0.01822379019748288
2003-03-21,37.9,37.39422109293416,0.013525590112141828
2003-03-24,37.2,37.71422109293416,-0.013634673553698184
2003-03-25,37.52,37.994221092934154,-0.012481400573371437
2003-03-26,37.8,37.89422109293416,-0.0024864237927754163
2003-03-27,37.7,37.07422109293416,0.01687908440469177
2003-03-28,36.88,37.094221092934156,-0.005775053003470587
2003-03-31,36.9,38.58593185937661,-0.04369291547812959
2003-04-01,37.69,38.79593185937661,-0.028506387303320224
2003-04-02,37.9,38.74593185937662,-0.021832791696605014
2003-04-03,37.85,38.84593185937662,-0.025637996353953363
2003-04-04,37.95,39.20593185937662,-0.03203423053127208
2003-04-07,38.31,38.99593185937662,-0.01758983121239821
2003-04-08,38.1,39.14593185937661,-0.02671878812679429
2003-04-09,38.25,38.69593185937661,-0.011523998465708285
2003-04-10,37.8,38.44593185937661,-0.01680104573194452
2003-04-11,37.55,38.93593185937661,-0.03559518915284032
2003-04-14,38.04,39.39593185937661,-0.034418067942055486
2003-04-15,38.5,39.72593185937661,-0.03085973826155186
2003-04-16,38.83,39.99593185937662,-0.029151261270170425
2003-04-17,39.1,40.36593185937661,-0.031361393161608464
2003-04-21,39.47,40.78593185937661,-0.032264356835433716
2003-04-22,39.89,41.04593185937661,-0.02816191049911676
2003-04-23,40.15,40.59593185937662,-0.010984644001308275
2003-04-24,39.7,40.49593185937662,-0.019654612768030932
2003-04-25,39.6,40.54593185937661,-0.023329883319918143
2003-04-28,39.65,40.89593185937661,-0.030465911955761982
2003-04-29,40.0,40.78593185937661,-0.019269680096715147
2003-04-30,39.89,41.04593185937661,-0.02816191049911676
2003-05-01,40.15,41.08593185937661,-0.02277986203598814
2003-05-02,40.19,41.24593185937662,-0.02560087290491342
2003-05-05,40.35,41.66593185937661,-0.031582921601703506
2003-05-06,40.77,41.43593185937661,-0.016071361967594067
2003-05-07,40.54,41.70593185937662,-0.027956019860865156
2003-05-08,40.81,41.805931859376614,-0.023822740340453286
2003-05-09,40.91,42.77593185937662,-0.04362106863062076
2003-05-12,41.88,43.15593185937661,-0.029565619473453264
2003-05-13,42.26,42.95593185937662,-0.016201065353555144
2003-05-14,42.06,43.16593185937661,-0.025620479200575308
2003-05-15,42.27,43.50593185937661,-0.028408352759147548
2003-05-16,42.61,43.38593185937662,-0.017884411515962984
2003-05-19,42.49,43.69593185937661,-0.027598263912932852
2003-05-20,42.8,44.03593185937661,-0.02806644045420481
2003-05-21,43.14,43.86593185937661,-0.016548875827003262
2003-05-22,42.97,43.89593185937661,-0.021093796626596162
2003-05-23,43.0,43.81593185937662,-0.018621807747813746
2003-05-27,42.92,43.11593185937661,-0.004544303020415752
2003-05-28,42.22,41.94593185937661,0.006533843175595688
2003-05-29,41.05,42.82593185937661,-0.04146860984153411
2003-05-30,41.93,43.32593185937661,-0.03221931530307065
2003-06-02,42.43,43.66593185937661,-0.02830425933326819
2003-06-03,42.77,44.15593185937661,-0.03138721800256372
2003-06-04,43.26,44.28593185937661,-0.023166089462321904
2003-06-05,43.39,45.19593185937661,-0.03995784100647848
2003-06-06,44.3,44.35593185937661,-0.001260978115710354
2003-06-09,43.46,44.83593185937661,-0.030688151273226105
2003-06-10,43.94,45.16593185937661,-0.02714284437202652
2003-06-11,44.27,44.74593185937662,-0.010636315740888524
2003-06-12,43.85,44.20593185937662,-0.008051676424532195
2003-06-13,43.31,44.555931859376614,-0.027963321770688276
2003-06-16,43.66,44.31593185937662,-0.014801265185126367
2003-06-17,43.42,43.90593185937661,-0.011067567383217458
2003-06-18,43.01,43.47593185937661,-0.010717006846079125
2003-06-19,42.58,43.08593185937661,-0.011742391020527654
2003-06-20,42.19,42.84593185937662,-0.015309081420598725
2003-06-23,41.95,43.27593185937662,-0.0306390134748612
2003-06-24,42.38,43.54593185937661,-0.026774759652446134
2003-06-25,42.65,44.56593185937662,-0.04299095249308715
2003-06-26,43.67,43.89593185937661,-0.005146988566056554
2003-06-27,43.0,43.53593185937661,-0.012310104240049302
2003-06-30,42.64,43.76651226656902,-0.025739137258819378
2003-07-01,43.57,44.49651226656902,-0.020822132328450427
2003-07-02,44.3,44.69651226656902,-0.008871212684431251
2003-07-03,44.5,44.69651226656902,-0.004396590619801133
2003-07-07,44.5,44.39651226656902,0.0023309879120596566
2003-07-08,44.2,43.94651226656902,0.005768096723885341
2003-07-09,43.75,43.34651226656902,0.009308424422930228
2003-07-10,43.15,43.71651226656902,-0.012958770889924032
2003-07-11,43.52,43.92651226656902,-0.009254371576374876
2003-07-14,43.73,43.826512266569026,-0.00220214344189662
2003-07-15,43.63,43.69651226656902,-0.0015221413133218453
2003-07-16,43.5,42.69651226656902,0.018818580037978982
2003-07-17,42.5,42.89651226656902,-0.00924346166198775
2003-07-18,42.7,43.296512266569025,-0.013777374558403221
2003-07-21,43.1,43.49651226656902,-0.009115955415896049
2003-07-22,43.3,43.63651226656902,-0.0077117131752720836
2003-07-23,43.44,44.186512266569025,-0.016894573214230157
2003-07-24,43.99,44.726512266569024,-0.016467017642230353
2003-07-25,44.53,44.77651226656902,-0.005505392315986013
2003-07-28,44.58,44.99651226656902,-0.00925654557627742
2003-07-29,44.8,45.99651226656902,-0.026013108551246944
2003-07-30,45.8,47.17651226656902,-0.029177915035157653
2003-07-31,46.98,47.39651226656902,-0.008787825235461622
2003-08-01,47.2,47.44651226656902,-0.005195582452594993
2003-08-04,47.25,47.77651226656902,-0.011020316084006887
2003-08-05,47.58,47.80651226656902,-0.00473810482776893
2003-08-06,47.61,47.87651226656902,-0.005566660016609437
2003-08-07,47.68,47.436512266569025,0.0051329181214399
2003-08-08,47.24,47.34651226656902,-0.00224963279173207
2003-08-11,47.15,47.44651226656902,-0.0062494006915224665
2003-08-12,47.25,46.24651226656902,0.021698668380585984
2003-08-13,46.05,46.366512266569025,-0.006826311730098289
2003-08-14,46.17,46.20651226656902,-0.0007901974154287394
2003-08-15,46.01,46.19651226656902,-0.004037366836110667
2003-08-18,46.0,46.21651226656902,-0.0046847383316207525
2003-08-19,46.02,46.20651226656902,-0.004036493070349367
2003-08-20,46.01,46.296512266569025,-0.006188636088164223
2003-08-21,46.1,45.88651226656902,0.004652516020192676
2003-08-22,45.69,45.24651226656902,0.009801589364903496
2003-08-25,45.05,45.95651226656902,-0.01972543654555059
2003-08-26,45.76,46.49651226656902,-0.01584016156623802
2003-08-27,46.3,46.41651226656902,-0.002510146947273806
2003-08-28,46.22,46.59651226656902,-0.008080267132764662
2003-08-29,46.4,47.436512266569025,-0.021850515922088753
2003-09-02,47.24,47.89651226656902,-0.013706890867443255
2003-09-03,47.7,47.39651226656902,0.006403165948669409
2003-09-04,47.2,47.19651226656902,7.389811796443269e-05
2003-09-05,47.0,47.796512266569025,-0.016664652477710984
2003-09-08,47.6,47.41651226656902,0.0038697011791890557
2003-09-09,47.22,46.936512266569025,0.006039812498656705
2003-09-10,46.74,47.03651226656902,-0.006303874421823674
2003-09-11,46.84,47.12651226656902,-0.006079640796424202
2003-09-12,46.93,46.94651226656902,-0.0003517250967497443
2003-09-15,46.75,46.95651226656902,-0.0043979473048736395
2003-09-16,46.76,46.84651226656902,-0.0018467173410209314
2003-09-17,46.65,46.98651226656902,-0.007161890728553888
2003-09-18,46.79,47.63651226656902,-0.01777024022732865
2003-09-19,47.44,47.64651226656902,-0.004334257781842266
2003-09-22,47.45,47.60651226656902,-0.003287623039735399
2003-09-23,47.41,47.64651226656902,-0.004963894634003929
2003-09-24,47.45,47.24651226656902,0.004306936611170098
2003-09-25,47.05,47.13651226656902,-0.0018353557021736355
2003-09-26,46.94,46.796512266569025,0.003066205716648618
2003-09-29,46.6,46.99651226656902,-0.008437057293102068
2003-09-30,46.8,46.88259187678457,-0.0017616747171667058
2003-10-01,46.8,47.23259187678458,-0.00915875795918808
2003-10-02,47.15,47.48259187678458,-0.007004501305397315
2003-10-03,47.4,48.17259187678459,-0.01603799685017404
2003-10-06,48.09,47.85259187678459,0.004961238543289781
2003-10-07,47.77,47.932591876784585,-0.003392094406297508
2003-10-08,47.85,48.182591876784585,-0.006902739429939908
2003-10-09,48.1,48.152591876784584,-0.0010921920240379857
2003-10-10,48.07,48.10259187678459,-0.000677549286077328
2003-10-13,48.02,48.272591876784574,-0.005232614760552146
2003-10-14,48.19,47.73259187678458,0.009582721265087635
2003-10-15,47.65,47.572591876784585,0.001627157995004902
2003-10-16,47.49,46.58259187678458,0.019479554199465676
2003-10-17,46.5,46.33259187678458,0.0036131827820169438
2003-10-20,46.25,46.182591876784585,0.0014596002622646598
2003-10-21,46.1,45.862591876784585,0.005176509078537173
2003-10-22,45.78,45.83259187678458,-0.001147477692860388
2003-10-23,45.75,45.182591876784585,0.012558113637278101
2003-10-24,45.1,45.782591876784586,-0.014909419689947967
2003-10-27,45.7,45.23259187678458,0.01033343666196851
2003-10-28,45.15,45.222591876784584,-0.0016052126552669188
2003-10-29,45.14,46.042591876784584,-0.01960341153686629
2003-10-30,45.96,45.752591876784585,0.0045332540673101995
2003-10-31,45.67,46.06259187678457,-0.008523008818842381
2003-11-03,45.98,46.782591876784586,-0.017155780485579863
2003-11-04,46.7,46.58259187678458,0.0025204291664571166
2003-11-05,46.5,47.12259187678458,-0.013212173863706989
2003-11-06,47.04,46.91259187678458,0.0027158619491767233
2003-11-07,46.83,46.682591876784585,0.003157667929074792
2003-11-10,46.6,46.212591876784586,0.008383172366708047
2003-11-11,46.13,46.85259187678459,-0.015422666022082532
2003-11-12,46.77,47.182591876784585,-0.00874457846364285
2003-11-13,47.1,47.532591876784586,-0.009100952834761533
2003-11-14,47.45,47.38259187678457,0.0014226347809491724
2003-11-17,47.3,47.06259187678457,0.005044518666481146
2003-11-18,46.98,47.022591876784574,-0.0009057747581456832
2003-11-19,46.94,46.73259187678458,0.004438190027256983
2003-11-20,46.65,46.58259187678458,0.0014470668225958772
2003-11-21,46.5,46.532591876784586,-0.0007004096584795061
2003-11-24,46.45,47.58259187678458,-0.023802652022769877
2003-11-25,47.5,47.772591876784574,-0.00570603071919662
2003-11-26,47.69,47.88259187678457,-0.004022169002049214
2003-11-28,47.8,48.782591876784586,-0.02014226466823299
2003-12-01,48.7,48.94259187678458,-0.004956661825252673
2003-12-02,48.86,48.31259187678457,0.011330547626414278
2003-12-03,48.23,48.182591876784585,0.000983926380229816
2003-12-04,48.1,48.202591876784574,-0.002128347725508517
2003-12-05,48.12,48.402591876784584,-0.005838362489016369
2003-12-08,48.32,49.08259187678458,-0.01553691130857493
2003-12-09,49.0,48.63259187678457,0.007554771584995734
2003-12-10,48.55,49.16259187678458,-0.012460528491254341
2003-12-11,49.08,49.48259187678458,-0.008136030501131986
2003-12-12,49.4,49.402591876784584,-5.246438873185433e-05
2003-12-15,49.32,49.592591876784574,-0.005496624928615246
2003-12-16,49.51,49.452591876784574,0.0011608718782316618
2003-12-17,49.37,49.63259187678457,-0.005290714565873822
2003-12-18,49.55,49.292591876784584,0.005222044802570824
2003-12-19,49.21,49.362591876784585,-0.0030912452321278927
2003-12-22,49.28,49.032591876784586,0.005045789213777185
2003-12-23,48.95,49.032591876784586,-0.0016844281247079262
2003-12-24,48.95,49.032591876784586,-0.0016844281247079262
2003-12-26,48.95,48.532591876784586,0.008600573492451025
2003-12-29,48.45,48.652591876784584,-0.004164051060170815
2003-12-30,48.57,47.88259187678457,0.01435611766765521
2003-12-31,47.8,47.43495968496458,0.007695596611861921
2004-01-02,47.33,47.43495968496458,-0.0022127073715602075
2004-01-05,47.33,47.604959684964584,-0.0057758621535274335
2004-01-06,47.5,47.15495968496458,0.007317158520346201
2004-01-07,47.05,47.604959684964584,-0.011657602246428644
2004-01-08,47.5,48.25495968496458,-0.01564522465448903
2004-01-09,48.15,48.05495968496459,0.0019777420615576524
2004-01-12,47.95,47.744959684964584,0.00429449132198112
2004-01-13,47.64,47.92495968496459,-0.005945955653124724
2004-01-14,47.82,48.07495968496458,-0.005303378029546613
2004-01-15,47.97,47.50495968496458,0.009789300277684543
2004-01-16,47.4,47.09495968496459,0.0064771329474730965
2004-01-20,46.99,47.00495968496458,-0.0003182575852600511
2004-01-21,46.9,47.65495968496458,-0.015842205931039244
2004-01-22,47.55,47.81495968496459,-0.005541355398191672
2004-01-23,47.71,48.57495968496458,-0.017806698977710367
2004-01-26,48.47,49.104959684964584,-0.012930662992866715
2004-01-27,49.0,49.15495968496458,-0.0031524730354316466
2004-01-28,49.05,49.00495968496458,0.0009190970735404314
2004-01-29,48.9,49.20495968496459,-0.006197742807170337
2004-01-30,49.1,49.20495968496459,-0.002133111898406148
2004-02-02,49.1,49.30495968496459,-0.004156979060000898
2004-02-03,49.2,48.75495968496458,0.009128103436267798
2004-02-04,48.65,49.604959684964584,-0.019251294447761413
2004-02-05,49.5,50.70495968496459,-0.023764138507379462
2004-02-06,50.6,50.61495968496458,-0.00029555856722385254
2004-02-09,50.51,50.59495968496459,-0.00167921242538005
2004-02-10,50.49,51.01495968496458,-0.010290308729172581
2004-02-11,50.91,50.70495968496459,0.0040437920927132165
2004-02-12,50.6,50.36495968496458,0.004666742840768734
2004-02-13,50.26,50.79495968496458,-0.010531747407271475
2004-02-17,50.69,50.80495968496459,-0.0022627650071457284
2004-02-18,50.7,50.68495968496458,0.00029674118572664554
2004-02-19,50.58,50.55495968496459,0.000495308772699099
2004-02-20,50.45,50.68495968496458,-0.004635688504538327
2004-02-23,50.58,50.84495968496459,-0.005211129807286441
2004-02-24,50.74,51.20495968496459,-0.009080364242550432
2004-02-25,51.1,51.00495968496458,0.0018633543800925523
2004-02-26,50.9,50.484959684964586,0.008221068564288059
2004-02-27,50.38,51.30495968496459,-0.018028660204476354
2004-03-01,51.2,52.14495968496458,-0.018121783786459567
2004-03-02,52.04,52.82495968496458,-0.014859636233437667
2004-03-03,52.72,53.244959684964584,-0.009859331062895382
2004-03-04,53.14,53.604959684964584,-0.00867381838727499
2004-03-05,53.5,53.45495968496459,0.0008425843981709757
2004-03-08,53.35,53.68495968496458,-0.00623935804236786
2004-03-09,53.58,52.854959684964584,0.013717545512416107
2004-03-10,52.75,52.634959684964585,0.0021856255941672398
2004-03-11,52.53,52.68495968496458,-0.002941250897621983
2004-03-12,52.58,52.72495968496458,-0.002749356013370674
2004-03-15,52.62,52.86495968496458,-0.004633687161105571
2004-03-16,52.76,53.87495968496459,-0.020695322863986343
2004-03-17,53.77,54.15495968496458,-0.007108484378974711
2004-03-18,54.05,54.56495968496459,-0.009437552743331246
2004-03-19,54.46,53.994959684964584,0.00861266158450169
2004-03-22,53.89,54.15495968496458,-0.004892620851459029
2004-03-23,54.05,53.43495968496458,0.011510073529791942
2004-03-24,53.33,54.354959684964584,-0.018856783095878238
2004-03-25,54.25,53.20495968496459,0.019641783796534584
2004-03-26,53.1,53.62495968496459,-0.009789465354353877
2004-03-29,53.52,53.50495968496458,0.00028110132451231173
2004-03-30,53.4,53.68495968496458,-0.005307998490392651
2004-03-31,53.58,54.01958183328718,-0.008137453463519906
2004-04-01,54.01,53.99958183328718,0.000192930507221023
2004-04-02,53.99,52.449581833287176,0.02936950329955157
2004-04-05,52.44,50.90958183328718,0.030061495529946747
2004-04-06,50.9,51.57958183328718,-0.013175404086905762
2004-04-07,51.57,51.40958183328718,0.00312039431157074
2004-04-08,51.4,49.669581833287175,0.03483858939100526
2004-04-12,49.66,49.10958183328718,0.011207958735656165
2004-04-13,49.1,48.90958183328718,0.0038932691627149296
2004-04-14,48.9,50.42958183328718,-0.03033104336148884
2004-04-15,50.42,51.10958183328718,-0.013492222173456692
2004-04-16,51.1,51.99958183328718,-0.017299789759296025
2004-04-19,51.99,50.029581833287175,0.03918517994504733
2004-04-20,50.02,50.20958183328718,-0.003775809842763711
2004-04-21,50.2,50.75958183328718,-0.011024161608049643
2004-04-22,50.75,50.25958183328718,0.009757704875849482
2004-04-23,50.25,50.40958183328718,-0.0031657043657878914
2004-04-26,50.4,50.559581833287176,-0.0031563123645558244
2004-04-27,50.55,50.20958183328718,0.006779944271257277
2004-04-28,50.2,49.58958183328718,0.012309403389707096
2004-04-29,49.58,49.63958183328718,-0.001200288783400394
2004-04-30,49.63,50.28958183328718,-0.013115675438975183
2004-05-03,50.28,50.64958183328718,-0.0072968387874090546
2004-05-04,50.64,50.85958183328718,-0.004317413265546466
2004-05-05,50.85,51.08958183328718,-0.004689445963150907
2004-05-06,51.08,50.01958183328718,0.02120006061320434
2004-05-07,50.01,49.849581833287175,0.0032180443809801673
2004-05-10,49.84,50.00958183328718,-0.0033909868283341638
2004-05-11,50.0,50.04958183328718,-0.0009906542966199305
2004-05-12,50.04,50.56958183328718,-0.01047233957822813
2004-05-13,50.56,51.169581833287175,-0.011912972735896421
2004-05-14,51.16,51.879581833287176,-0.013870231945961375
2004-05-17,51.87,52.67958183328718,-0.015368038338824164
2004-05-18,52.67,51.65958183328718,0.01955916271203262
2004-05-19,51.65,52.50958183328718,-0.016369999593907836
2004-05-20,52.5,52.45958183328718,0.0007704629983757982
2004-05-21,52.45,52.85958183328718,-0.007748487957754735
2004-05-24,52.85,53.43958183328718,-0.011032680516222304
2004-05-25,53.43,54.40958183328718,-0.01800384785695741
2004-05-26,54.4,54.35958183328718,0.0007435334369711999
2004-05-27,54.35,54.45958183328718,-0.0020121680996859626
2004-05-28,54.45,53.60958183328718,0.01567664096553334
2004-06-01,53.6,54.239581833287176,-0.01179179137577091
2004-06-02,54.23,54.21958183328718,0.0001921476772883679
2004-06-03,54.21,54.04958183328718,0.002967981643366313
2004-06-04,54.04,54.33958183328718,-0.005513142044528241
2004-06-07,54.33,54.919581833287175,-0.010735366395849488
2004-06-08,54.91,54.74958183328718,0.0029300345562690566
2004-06-09,54.74,54.63958183328718,0.001837828243620443
2004-06-10,54.63,54.199581833287176,0.007941355858367194
2004-06-14,54.19,55.15958183328718,-0.01757775895070446
2004-06-15,55.15,55.239581833287176,-0.0016216964414671464
2004-06-16,55.23,55.85958183328718,-0.011270793883960128
2004-06-17,55.85,55.90958183328718,-0.0010656819695922248
2004-06-18,55.9,56.309581833287176,-0.007273750220696096
2004-06-21,56.3,56.18958183328718,0.0019651003461891303
2004-06-22,56.18,56.25958183328718,-0.0014145471881217286
2004-06-23,56.25,56.60958183328718,-0.006351960598227624
2004-06-24,56.6,57.50958183328718,-0.015816178874747067
2004-06-25,57.5,57.65958183328718,-0.002767655057724472
2004-06-28,57.65,56.07958183328718,0.028003385820196458
2004-06-29,56.07,56.529581833287175,-0.00812993513099991
2004-06-30,56.52,56.909971456727504,-0.006852427557866969
2004-07-01,56.86,57.299971456727505,-0.0076783887590549105
2004-07-02,57.25,57.259971456727506,-0.00017414358536738117
2004-07-06,57.21,57.94997145672751,-0.012769142729950445
2004-07-07,57.9,57.2099714567275,0.01206133346517091
2004-07-08,57.16,57.579971456727506,-0.007293707275334849
2004-07-09,57.53,57.97997145672751,-0.007760808524428842
2004-07-12,57.93,57.35997145672751,0.009937741055232596
2004-07-13,57.31,58.049971456727505,-0.012747145918566072
2004-07-14,58.0,57.94997145672751,0.0008633057448501624
2004-07-15,57.9,57.94997145672751,-0.0008623206443651998
2004-07-16,57.9,58.5299714567275,-0.01076322849727096
2004-07-19,58.48,58.53997145672751,-0.0010244531255338973
2004-07-20,58.49,58.499971456727515,-0.00017045233491930212
2004-07-21,58.45,57.049971456727505,0.02454038989895757
2004-07-22,57.0,56.92997145672751,0.0012300821778159499
2004-07-23,56.88,57.079971456727506,-0.0035033559342106946
2004-07-26,57.03,57.19997145672751,-0.002971530446585935
2004-07-27,57.15,58.1299714567275,-0.016858282090453147
2004-07-28,58.08,58.06997145672751,0.00017269757537197172
2004-07-29,58.02,58.249971456727515,-0.00394800977539278
2004-07-30,58.2,59.5999714567275,-0.023489465221370853
2004-08-02,59.55,59.549971456727505,4.793163086436181e-07
2004-08-03,59.5,59.999971456727515,-0.008332861576244244
2004-08-04,59.95,59.44997145672751,0.008410913092472327
2004-08-05,59.4,58.749971456727515,0.011064321005692213
2004-08-06,58.7,59.399971456727506,-0.011784036920580498
2004-08-09,59.35,59.58997145672751,-0.004027044330802698
2004-08-10,59.54,59.549971456727505,-0.00016744687669167924
2004-08-11,59.5,59.149971456727506,0.005917645176355846
2004-08-12,59.1,58.92997145672751,0.0028852643072692086
2004-08-13,58.88,59.3499714567275,-0.007918646718645173
2004-08-16,59.3,59.999971456727515,-0.01166619649531575
2004-08-17,59.95,60.94997145672751,-0.016406430271053596
2004-08-18,60.9,60.149971456727506,0.012469308382167199
2004-08-19,60.1,61.149971456727506,-0.0171704324910521
2004-08-20,61.1,61.1299714567275,-0.0004902907037789284
2004-08-23,61.08,61.8499714567275,-0.012449018788411315
2004-08-24,61.8,60.749971456727515,0.017284428586446632
2004-08-25,60.7,60.499971456727515,0.0033062584734533385
2004-08-26,60.45,60.03997145672751,0.006829259463722703
2004-08-27,59.99,60.399971456727506,-0.006787610107087949
2004-08-30,60.35,60.44997145672751,-0.0016537883198021186
2004-08-31,60.4,59.9599714567275,0.007338705015729641
2004-09-01,59.91,60.3499714567275,-0.007290334131193066
2004-09-02,60.3,61.10997145672751,-0.01325432556127204
2004-09-03,61.06,62.049971456727505,-0.015954422435437987
2004-09-07,62.0,62.149971456727506,-0.002413057531843399
2004-09-08,62.1,60.509971456727506,0.02627713259474218
2004-09-09,60.46,60.799971456727505,-0.005591638426499346
