date,DGX,dcf,Deviation
1997-06-02,4.66,,
1997-06-03,4.69,,
1997-06-04,4.72,,
1997-06-05,4.75,,
1997-06-06,4.94,,
1997-06-09,5.0,,
1997-06-10,5.0,,
1997-06-11,4.84,,
1997-06-12,5.0,,
1997-06-13,4.97,,
1997-06-16,5.06,,
1997-06-17,4.97,,
1997-06-18,5.0,,
1997-06-19,4.97,,
1997-06-20,4.97,,
1997-06-23,4.97,,
1997-06-24,4.84,,
1997-06-25,4.75,,
1997-06-26,4.75,,
1997-06-27,4.75,,
1997-06-30,5.14,,
1997-07-01,4.91,,
1997-07-02,4.88,,
1997-07-03,4.86,,
1997-07-07,4.86,,
1997-07-08,5.02,,
1997-07-09,4.91,,
1997-07-10,4.75,,
1997-07-11,4.75,,
1997-07-14,4.77,,
1997-07-15,4.81,,
1997-07-16,5.03,,
1997-07-17,4.72,,
1997-07-18,4.58,,
1997-07-21,4.53,,
1997-07-22,4.48,,
1997-07-23,4.5,,
1997-07-24,4.38,,
1997-07-25,4.22,,
1997-07-28,4.23,,
1997-07-29,4.31,,
1997-07-30,4.38,,
1997-07-31,4.34,,
1997-08-01,4.25,,
1997-08-04,4.25,,
1997-08-05,4.28,,
1997-08-06,4.33,,
1997-08-07,4.31,,
1997-08-08,4.31,,
1997-08-11,4.31,,
1997-08-12,4.41,,
1997-08-13,4.41,,
1997-08-14,4.56,,
1997-08-15,4.78,,
1997-08-18,4.78,,
1997-08-19,4.78,,
1997-08-20,4.81,,
1997-08-21,4.8,,
1997-08-22,4.77,,
1997-08-25,4.69,,
1997-08-26,4.72,,
1997-08-27,4.73,,
1997-08-28,4.72,,
1997-08-29,4.67,,
1997-09-02,4.56,,
1997-09-03,4.59,,
1997-09-04,4.66,,
1997-09-05,4.53,,
1997-09-08,4.59,,
1997-09-09,4.59,,
1997-09-10,4.55,,
1997-09-11,4.55,,
1997-09-12,4.53,,
1997-09-15,4.47,,
1997-09-16,4.42,,
1997-09-17,4.36,,
1997-09-18,4.27,,
1997-09-19,4.19,,
1997-09-22,4.16,,
1997-09-23,4.13,,
1997-09-24,4.13,,
1997-09-25,4.14,,
1997-09-26,4.23,,
1997-09-29,4.27,,
1997-09-30,4.23,,
1997-10-01,4.2,,
1997-10-02,4.2,,
1997-10-03,4.23,,
1997-10-06,4.25,,
1997-10-07,4.3,,
1997-10-08,4.31,,
1997-10-09,4.25,,
1997-10-10,4.22,,
1997-10-13,4.16,,
1997-10-14,4.09,,
1997-10-15,4.08,,
1997-10-16,4.13,,
1997-10-17,4.09,,
1997-10-20,4.08,,
1997-10-21,4.2,,
1997-10-22,4.19,,
1997-10-23,4.14,,
1997-10-24,4.2,,
1997-10-27,4.14,,
1997-10-28,4.14,,
1997-10-29,4.31,,
1997-10-30,4.25,,
1997-10-31,4.17,,
1997-11-03,4.27,,
1997-11-04,4.19,,
1997-11-05,4.14,,
1997-11-06,4.16,,
1997-11-07,4.16,,
1997-11-10,4.2,,
1997-11-11,4.17,,
1997-11-12,4.16,,
1997-11-13,4.17,,
1997-11-14,4.17,,
1997-11-17,4.2,,
1997-11-18,4.22,,
1997-11-19,4.23,,
1997-11-20,4.3,,
1997-11-21,4.13,,
1997-11-24,4.14,,
1997-11-25,4.11,,
1997-11-26,4.13,,
1997-11-28,4.08,,
1997-12-01,4.2,,
1997-12-02,4.25,,
1997-12-03,4.11,,
1997-12-04,4.06,,
1997-12-05,4.13,,
1997-12-08,4.17,,
1997-12-09,4.17,,
1997-12-10,4.16,,
1997-12-11,4.14,,
1997-12-12,4.16,,
1997-12-15,4.14,,
1997-12-16,4.22,,
1997-12-17,4.22,,
1997-12-18,4.2,,
1997-12-19,4.19,,
1997-12-22,4.19,,
1997-12-23,4.25,,
1997-12-24,4.25,,
1997-12-26,4.22,,
1997-12-29,4.2,,
1997-12-30,4.22,,
1997-12-31,4.22,,
1998-01-02,4.28,,
1998-01-05,4.23,,
1998-01-06,4.16,,
1998-01-07,4.09,,
1998-01-08,4.09,,
1998-01-09,4.0,,
1998-01-12,4.02,,
1998-01-13,4.02,,
1998-01-14,4.03,,
1998-01-15,4.08,,
1998-01-16,4.11,,
1998-01-20,4.08,,
1998-01-21,4.03,,
1998-01-22,4.08,,
1998-01-23,4.03,,
1998-01-26,4.05,,
1998-01-27,4.17,,
1998-01-28,4.23,,
1998-01-29,4.17,,
1998-01-30,4.16,,
1998-02-02,4.06,,
1998-02-03,4.06,,
1998-02-04,4.09,,
1998-02-05,4.08,,
1998-02-06,4.05,,
1998-02-09,4.03,,
1998-02-10,4.03,,
1998-02-11,4.05,,
1998-02-12,4.03,,
1998-02-13,4.0,,
1998-02-17,4.02,,
1998-02-18,3.98,,
1998-02-19,4.0,,
1998-02-20,3.98,,
1998-02-23,4.0,,
1998-02-24,3.89,,
1998-02-25,3.86,,
1998-02-26,3.84,,
1998-02-27,3.84,,
1998-03-02,3.92,,
1998-03-03,3.92,,
1998-03-04,3.86,,
1998-03-05,3.81,,
1998-03-06,3.91,,
1998-03-09,3.98,,
1998-03-10,3.98,,
1998-03-11,3.98,,
1998-03-12,3.97,,
1998-03-13,4.0,,
1998-03-16,3.98,,
1998-03-17,3.98,,
1998-03-18,3.98,,
1998-03-19,4.0,,
1998-03-20,3.95,,
1998-03-23,4.14,,
1998-03-24,4.13,,
1998-03-25,4.14,,
1998-03-26,4.17,,
1998-03-27,4.14,,
1998-03-30,4.17,,
1998-03-31,4.2,,
1998-04-01,4.23,,
1998-04-02,4.22,,
1998-04-03,4.19,,
1998-04-06,4.14,,
1998-04-07,4.09,,
1998-04-08,4.03,,
1998-04-09,4.05,,
1998-04-13,4.09,,
1998-04-14,4.08,,
1998-04-15,4.09,,
1998-04-16,4.2,,
1998-04-17,4.28,,
1998-04-20,4.39,,
1998-04-21,4.45,,
1998-04-22,4.53,,
1998-04-23,4.67,,
1998-04-24,4.7,,
1998-04-27,4.66,,
1998-04-28,4.81,,
1998-04-29,4.8,,
1998-04-30,4.81,,
1998-05-01,4.88,,
1998-05-04,4.94,,
1998-05-05,5.05,,
1998-05-06,5.13,,
1998-05-07,5.14,,
1998-05-08,5.14,,
1998-05-11,5.11,,
1998-05-12,5.06,,
1998-05-13,5.06,,
1998-05-14,4.98,,
1998-05-15,4.95,,
1998-05-18,5.2,,
1998-05-19,5.38,,
1998-05-20,5.36,,
1998-05-21,5.47,,
1998-05-22,5.42,,
1998-05-26,5.44,,
1998-05-27,5.33,,
1998-05-28,5.33,,
1998-05-29,5.42,,
1998-06-01,5.36,,
1998-06-02,5.39,,
1998-06-03,5.36,,
1998-06-04,5.47,,
1998-06-05,5.56,,
1998-06-08,5.67,,
1998-06-09,5.73,,
1998-06-10,5.7,,
1998-06-11,5.58,,
1998-06-12,5.44,,
1998-06-15,5.39,,
1998-06-16,5.34,,
1998-06-17,5.48,,
1998-06-18,5.48,,
1998-06-19,5.47,,
1998-06-22,5.39,,
1998-06-23,5.44,,
1998-06-24,5.5,,
1998-06-25,5.48,,
1998-06-26,5.5,,
1998-06-29,5.53,,
1998-06-30,5.47,,
1998-07-01,5.39,,
1998-07-02,5.36,,
1998-07-06,5.38,,
1998-07-07,5.36,,
1998-07-08,5.31,,
1998-07-09,5.3,,
1998-07-10,5.28,,
1998-07-13,5.3,,
1998-07-14,5.31,,
1998-07-15,5.31,,
1998-07-16,5.41,,
1998-07-17,5.38,,
1998-07-20,5.3,,
1998-07-21,5.28,,
1998-07-22,5.38,,
1998-07-23,5.31,,
1998-07-24,5.23,,
1998-07-27,5.23,,
1998-07-28,5.02,,
1998-07-29,5.14,,
1998-07-30,5.13,,
1998-07-31,5.13,,
1998-08-03,5.13,,
1998-08-04,4.8,,
1998-08-05,4.8,,
1998-08-06,4.86,,
1998-08-07,4.94,,
1998-08-10,4.83,,
1998-08-11,4.78,,
1998-08-12,4.92,,
1998-08-13,4.88,,
1998-08-14,4.97,,
1998-08-17,4.98,,
1998-08-18,5.0,,
1998-08-19,5.02,,
1998-08-20,5.02,,
1998-08-21,5.0,,
1998-08-24,4.98,,
1998-08-25,4.98,,
1998-08-26,4.94,,
1998-08-27,4.78,,
1998-08-28,4.5,,
1998-08-31,4.16,,
1998-09-01,4.17,,
1998-09-02,4.14,,
1998-09-03,4.3,,
1998-09-04,4.34,,
1998-09-08,4.59,,
1998-09-09,4.41,,
1998-09-10,4.36,,
1998-09-11,4.45,,
1998-09-14,4.41,,
1998-09-15,4.34,,
1998-09-16,4.25,,
1998-09-17,4.19,,
1998-09-18,4.39,,
1998-09-21,4.44,,
1998-09-22,4.47,,
1998-09-23,4.42,,
1998-09-24,4.3,,
1998-09-25,4.17,,
1998-09-28,4.19,,
1998-09-29,4.08,,
1998-09-30,4.13,,
1998-10-01,4.19,,
1998-10-02,4.16,,
1998-10-05,4.09,,
1998-10-06,3.97,,
1998-10-07,3.75,,
1998-10-08,3.66,,
1998-10-09,3.78,,
1998-10-12,3.72,,
1998-10-13,3.69,,
1998-10-14,3.67,,
1998-10-15,3.75,,
1998-10-16,3.72,,
1998-10-19,3.94,,
1998-10-20,4.2,,
1998-10-21,4.2,,
1998-10-22,4.25,,
1998-10-23,4.13,,
1998-10-26,4.14,,
1998-10-27,4.16,,
1998-10-28,4.13,,
1998-10-29,4.09,,
1998-10-30,4.16,,
1998-11-02,4.25,,
1998-11-03,4.28,,
1998-11-04,4.31,,
1998-11-05,4.3,,
1998-11-06,4.41,,
1998-11-09,4.5,,
1998-11-10,4.48,,
1998-11-11,4.47,,
1998-11-12,4.31,,
1998-11-13,4.33,,
1998-11-16,4.33,,
1998-11-17,4.33,,
1998-11-18,4.44,,
1998-11-19,4.53,,
1998-11-20,4.66,,
1998-11-23,4.63,,
1998-11-24,4.47,,
1998-11-25,4.53,,
1998-11-27,4.47,,
1998-11-30,4.47,,
1998-12-01,4.45,,
1998-12-02,4.44,,
1998-12-03,4.41,,
1998-12-04,4.45,,
1998-12-07,4.44,,
1998-12-08,4.39,,
1998-12-09,4.42,,
1998-12-10,4.47,,
1998-12-11,4.45,,
1998-12-14,4.41,,
1998-12-15,4.44,,
1998-12-16,4.42,,
1998-12-17,4.42,,
1998-12-18,4.34,,
1998-12-21,4.45,,
1998-12-22,4.44,,
1998-12-23,4.39,,
1998-12-24,4.38,,
1998-12-28,4.39,,
1998-12-29,4.44,,
1998-12-30,4.47,,
1998-12-31,4.45,,
1999-01-04,4.55,,
1999-01-05,4.58,,
1999-01-06,4.53,,
1999-01-07,4.5,,
1999-01-08,4.59,,
1999-01-11,4.63,,
1999-01-12,4.66,,
1999-01-13,4.61,,
1999-01-14,4.69,,
1999-01-15,4.97,,
1999-01-19,4.94,,
1999-01-20,4.88,,
1999-01-21,4.78,,
1999-01-22,4.77,,
1999-01-25,4.8,,
1999-01-26,4.8,,
1999-01-27,4.75,,
1999-01-28,4.81,,
1999-01-29,4.73,,
1999-02-01,4.67,,
1999-02-02,4.73,,
1999-02-03,4.81,,
1999-02-04,4.83,,
1999-02-05,4.83,,
1999-02-08,4.86,,
1999-02-09,5.53,,
1999-02-10,5.5,,
1999-02-11,5.58,,
1999-02-12,5.53,,
1999-02-16,5.42,,
1999-02-17,5.14,,
1999-02-18,5.38,,
1999-02-19,5.34,,
1999-02-22,5.36,,
1999-02-23,5.39,,
1999-02-24,5.36,,
1999-02-25,5.34,,
1999-02-26,5.34,,
1999-03-01,5.44,,
1999-03-02,5.47,,
1999-03-03,5.41,,
1999-03-04,5.34,,
1999-03-05,5.39,,
1999-03-08,5.27,,
1999-03-09,5.44,,
1999-03-10,5.42,,
1999-03-11,5.48,,
1999-03-12,5.28,,
1999-03-15,5.27,,
1999-03-16,5.17,,
1999-03-17,5.06,,
1999-03-18,5.16,,
1999-03-19,5.09,,
1999-03-22,5.13,,
1999-03-23,5.13,,
1999-03-24,5.08,,
1999-03-25,5.11,,
1999-03-26,5.16,,
1999-03-29,5.28,,
1999-03-30,5.63,,
1999-03-31,5.56,,
1999-04-01,5.48,,
1999-04-05,5.55,,
1999-04-06,5.55,,
1999-04-07,5.41,,
1999-04-08,5.5,,
1999-04-09,5.63,,
1999-04-12,5.66,,
1999-04-13,5.84,,
1999-04-14,5.81,,
1999-04-15,5.63,,
1999-04-16,5.67,,
1999-04-19,5.8,,
1999-04-20,5.67,,
1999-04-21,5.69,,
1999-04-22,5.75,,
1999-04-23,5.72,,
1999-04-26,5.84,,
1999-04-27,5.7,,
1999-04-28,5.75,,
1999-04-29,5.72,,
1999-04-30,5.72,,
1999-05-03,5.77,,
1999-05-04,5.78,,
1999-05-05,5.73,,
1999-05-06,5.88,,
1999-05-07,6.09,,
1999-05-10,6.08,,
1999-05-11,6.05,,
1999-05-12,6.09,,
1999-05-13,6.09,,
1999-05-14,6.03,,
1999-05-17,6.03,,
1999-05-18,6.08,,
1999-05-19,6.11,,
1999-05-20,6.06,,
1999-05-21,5.98,,
1999-05-24,5.97,,
1999-05-25,5.86,,
1999-05-26,5.98,,
1999-05-27,6.19,,
1999-05-28,6.39,,
1999-06-01,6.66,,
1999-06-02,6.7,,
1999-06-03,6.83,,
1999-06-04,6.81,,
1999-06-07,6.73,,
1999-06-08,6.5,,
1999-06-09,6.45,,
1999-06-10,6.41,,
1999-06-11,6.34,,
1999-06-14,6.34,,
1999-06-15,6.34,,
1999-06-16,6.36,,
1999-06-17,6.48,,
1999-06-18,6.42,,
1999-06-21,6.41,,
1999-06-22,6.34,,
1999-06-23,6.34,,
1999-06-24,6.38,,
1999-06-25,6.63,,
1999-06-28,6.61,,
1999-06-29,6.73,,
1999-06-30,6.84,,
1999-07-01,6.8,,
1999-07-02,6.0,,
1999-07-06,6.17,,
1999-07-07,6.03,,
1999-07-08,6.11,,
1999-07-09,6.13,,
1999-07-12,6.06,,
1999-07-13,6.11,,
1999-07-14,6.14,,
1999-07-15,6.52,,
1999-07-16,6.52,,
1999-07-19,6.63,,
1999-07-20,6.61,,
1999-07-21,6.61,,
1999-07-22,6.63,,
1999-07-23,6.59,,
1999-07-26,6.5,,
1999-07-27,6.56,,
1999-07-28,6.59,,
1999-07-29,6.56,,
1999-07-30,6.44,,
1999-08-02,6.36,,
1999-08-03,6.25,,
1999-08-04,6.3,,
1999-08-05,6.25,,
1999-08-06,6.13,,
1999-08-09,6.39,,
1999-08-10,6.45,,
1999-08-11,6.48,,
1999-08-12,6.47,,
1999-08-13,6.53,,
1999-08-16,6.61,,
1999-08-17,6.75,,
1999-08-18,6.81,,
1999-08-19,6.75,,
1999-08-20,6.75,,
1999-08-23,6.81,,
1999-08-24,6.72,,
1999-08-25,6.8,,
1999-08-26,6.83,,
1999-08-27,6.77,,
1999-08-30,6.58,,
1999-08-31,6.61,,
1999-09-01,6.48,,
1999-09-02,6.61,,
1999-09-03,6.72,,
1999-09-07,6.77,,
1999-09-08,6.78,,
1999-09-09,6.75,,
1999-09-10,6.77,,
1999-09-13,6.88,,
1999-09-14,6.89,,
1999-09-15,6.88,,
1999-09-16,6.75,,
1999-09-17,6.92,,
1999-09-20,6.92,,
1999-09-21,6.95,,
1999-09-22,6.86,,
1999-09-23,6.67,,
1999-09-24,6.5,,
1999-09-27,6.56,,
1999-09-28,6.58,,
1999-09-29,6.42,,
1999-09-30,6.5,,
1999-10-01,6.48,,
1999-10-04,6.38,,
1999-10-05,6.36,,
1999-10-06,6.33,,
1999-10-07,6.22,,
1999-10-08,6.2,,
1999-10-11,6.27,,
1999-10-12,6.19,,
1999-10-13,6.09,,
1999-10-14,6.08,,
1999-10-15,5.92,,
1999-10-18,5.95,,
1999-10-19,5.95,,
1999-10-20,6.19,,
1999-10-21,6.06,,
1999-10-22,6.09,,
1999-10-25,5.98,,
1999-10-26,5.69,,
1999-10-27,6.06,,
1999-10-28,6.7,,
1999-10-29,7.0,,
1999-11-01,7.36,,
1999-11-02,7.3,,
1999-11-03,7.39,,
1999-11-04,7.73,,
1999-11-05,7.69,,
1999-11-08,7.7,,
1999-11-09,7.73,,
1999-11-10,7.5,,
1999-11-11,7.48,,
1999-11-12,7.5,,
1999-11-15,7.56,,
1999-11-16,7.59,,
1999-11-17,7.63,,
1999-11-18,7.75,,
1999-11-19,7.64,,
1999-11-22,7.72,,
1999-11-23,7.75,,
1999-11-24,7.56,,
1999-11-26,7.59,,
1999-11-29,7.59,,
1999-11-30,7.61,,
1999-12-01,7.81,,
1999-12-02,7.73,,
1999-12-03,7.69,,
1999-12-06,7.78,,
1999-12-07,7.83,,
1999-12-08,7.77,,
1999-12-09,7.78,,
1999-12-10,7.72,,
1999-12-13,7.8,,
1999-12-14,7.7,,
1999-12-15,7.59,,
1999-12-16,7.64,,
1999-12-17,7.38,,
1999-12-20,7.42,,
1999-12-21,7.44,,
1999-12-22,7.3,,
1999-12-23,7.31,,
1999-12-27,7.52,,
1999-12-28,7.47,,
1999-12-29,7.55,,
1999-12-30,7.59,,
1999-12-31,7.64,,
2000-01-03,7.5,,
2000-01-04,7.48,,
2000-01-05,7.42,,
2000-01-06,7.45,,
2000-01-07,7.75,,
2000-01-10,7.89,,
2000-01-11,7.88,,
2000-01-12,7.84,,
2000-01-13,8.14,,
2000-01-14,7.78,,
2000-01-18,7.92,,
2000-01-19,7.88,,
2000-01-20,7.92,,
2000-01-21,7.92,,
2000-01-24,7.94,,
2000-01-25,8.02,,
2000-01-26,9.0,,
2000-01-27,8.25,,
2000-01-28,8.41,,
2000-01-31,8.5,,
2000-02-01,8.38,,
2000-02-02,8.39,,
2000-02-03,8.61,,
2000-02-04,8.8,,
2000-02-07,8.86,,
2000-02-08,8.94,,
2000-02-09,9.03,,
2000-02-10,9.09,,
2000-02-11,8.83,,
2000-02-14,8.66,,
2000-02-15,8.72,,
2000-02-16,8.8,,
2000-02-17,8.83,,
2000-02-18,8.64,,
2000-02-22,8.81,,
2000-02-23,8.88,,
2000-02-24,8.77,,
2000-02-25,8.75,,
2000-02-28,8.53,,
2000-02-29,8.58,,
2000-03-01,8.97,,
2000-03-02,9.0,,
2000-03-03,9.22,,
2000-03-06,9.64,,
2000-03-07,9.22,,
2000-03-08,9.3,,
2000-03-09,9.39,,
2000-03-10,9.2,,
2000-03-13,9.17,,
2000-03-14,8.94,,
2000-03-15,9.05,,
2000-03-16,9.81,,
2000-03-17,9.92,,
2000-03-20,9.5,,
2000-03-21,8.94,,
2000-03-22,9.27,,
2000-03-23,9.19,,
2000-03-24,8.95,,
2000-03-27,8.86,,
2000-03-28,9.42,,
2000-03-29,9.25,,
2000-03-30,9.23,,
2000-03-31,9.94,,
2000-04-03,9.95,,
2000-04-04,9.59,,
2000-04-05,10.03,,
2000-04-06,10.36,,
2000-04-07,10.5,,
2000-04-10,10.38,,
2000-04-11,10.48,,
2000-04-12,10.53,,
2000-04-13,10.67,,
2000-04-14,11.13,,
2000-04-17,12.56,,
2000-04-18,14.0,,
2000-04-19,13.77,,
2000-04-20,13.41,,
2000-04-24,13.44,,
2000-04-25,14.31,,
2000-04-26,14.75,,
2000-04-27,14.75,,
2000-04-28,14.55,,
2000-05-01,14.77,,
2000-05-02,14.56,,
2000-05-03,14.08,,
2000-05-04,14.19,,
2000-05-05,14.91,,
2000-05-08,14.84,,
2000-05-09,15.06,,
2000-05-10,14.72,,
2000-05-11,15.52,,
2000-05-12,16.75,,
2000-05-15,16.63,,
2000-05-16,17.44,,
2000-05-17,16.97,,
2000-05-18,16.23,,
2000-05-19,15.41,,
2000-05-22,15.27,,
2000-05-23,15.17,,
2000-05-24,16.97,,
2000-05-25,17.31,,
2000-05-26,17.72,,
2000-05-30,17.13,,
2000-05-31,16.78,,
2000-06-01,17.19,,
2000-06-02,16.69,,
2000-06-05,15.84,,
2000-06-06,15.45,,
2000-06-07,15.25,,
2000-06-08,15.11,,
2000-06-09,15.39,,
2000-06-12,14.94,,
2000-06-13,15.25,,
2000-06-14,15.91,,
2000-06-15,16.16,,
2000-06-16,16.16,,
2000-06-19,17.47,,
2000-06-20,18.62,,
2000-06-21,18.41,,
2000-06-22,17.78,,
2000-06-23,17.5,,
2000-06-26,17.72,,
2000-06-27,17.69,,
2000-06-28,18.11,,
2000-06-29,18.13,,
2000-06-30,18.69,,
2000-07-03,18.53,,
2000-07-05,18.95,,
2000-07-06,19.42,,
2000-07-07,19.67,,
2000-07-10,20.25,,
2000-07-11,23.25,,
2000-07-12,24.41,,
2000-07-13,24.72,,
2000-07-14,25.98,,
2000-07-17,26.75,,
2000-07-18,25.73,,
2000-07-19,25.2,,
2000-07-20,25.5,,
2000-07-21,25.05,,
2000-07-24,25.41,,
2000-07-25,24.67,,
2000-07-26,25.5,,
2000-07-27,25.61,,
2000-07-28,25.28,,
2000-07-31,25.23,,
2000-08-01,26.44,,
2000-08-02,25.0,,
2000-08-03,25.75,,
2000-08-04,26.78,,
2000-08-07,28.97,,
2000-08-08,28.39,,
2000-08-09,27.81,,
2000-08-10,27.25,,
2000-08-11,26.5,,
2000-08-14,26.75,,
2000-08-15,26.77,,
2000-08-16,26.69,,
2000-08-17,26.94,,
2000-08-18,27.48,,
2000-08-21,27.94,,
2000-08-22,28.42,,
2000-08-23,29.47,,
2000-08-24,28.44,,
2000-08-25,29.69,,
2000-08-28,31.38,,
2000-08-29,30.0,,
2000-08-30,30.47,,
2000-08-31,30.94,,
2000-09-01,32.22,,
2000-09-05,32.44,,
2000-09-06,32.58,,
2000-09-07,31.83,,
2000-09-08,31.95,,
2000-09-11,31.44,,
2000-09-12,30.94,,
2000-09-13,29.75,,
2000-09-14,29.98,,
2000-09-15,28.95,,
2000-09-18,24.71,,
2000-09-19,26.22,,
2000-09-20,26.25,,
2000-09-21,25.0,,
2000-09-22,26.91,,
2000-09-25,26.98,,
2000-09-26,27.78,,
2000-09-27,29.72,,
2000-09-28,29.78,,
2000-09-29,28.69,,
2000-10-02,29.66,,
2000-10-03,29.17,,
2000-10-04,29.72,,
2000-10-05,30.53,,
2000-10-06,31.13,,
2000-10-09,30.47,,
2000-10-10,30.94,,
2000-10-11,32.38,,
2000-10-12,31.39,,
2000-10-13,30.44,,
2000-10-16,33.47,,
2000-10-17,32.77,,
2000-10-18,33.84,,
2000-10-19,34.19,,
2000-10-20,28.23,,
2000-10-23,24.89,,
2000-10-24,26.33,,
2000-10-25,26.48,,
2000-10-26,25.72,,
2000-10-27,22.63,,
2000-10-30,22.44,,
2000-10-31,24.06,,
2000-11-01,22.73,,
2000-11-02,24.05,,
2000-11-03,24.19,,
2000-11-06,24.55,,
2000-11-07,25.88,,
2000-11-08,28.5,,
2000-11-09,28.64,,
2000-11-10,28.22,,
2000-11-13,25.55,,
2000-11-14,26.28,,
2000-11-15,28.02,,
2000-11-16,27.22,,
2000-11-17,26.56,,
2000-11-20,24.22,,
2000-11-21,24.92,,
2000-11-22,25.41,,
2000-11-24,26.09,,
2000-11-27,27.56,,
2000-11-28,26.38,,
2000-11-29,25.69,,
2000-11-30,28.09,,
2000-12-01,28.7,,
2000-12-04,30.0,,
2000-12-05,29.64,,
2000-12-06,30.19,,
2000-12-07,30.06,,
2000-12-08,30.88,,
2000-12-11,31.23,,
2000-12-12,30.88,,
2000-12-13,31.53,,
2000-12-14,31.5,,
2000-12-15,31.88,,
2000-12-18,31.81,,
2000-12-19,30.56,,
2000-12-20,29.55,,
2000-12-21,30.8,,
2000-12-22,34.5,,
2000-12-26,32.72,,
2000-12-27,34.28,,
2000-12-28,35.77,,
2000-12-29,35.5,,
2001-01-02,33.73,,
2001-01-03,34.91,,
2001-01-04,28.5,,
2001-01-05,27.86,,
2001-01-08,28.94,,
2001-01-09,27.75,,
2001-01-10,28.78,,
2001-01-11,27.5,,
2001-01-12,25.83,,
2001-01-16,25.88,,
2001-01-17,24.22,,
2001-01-18,24.19,,
2001-01-19,24.55,,
2001-01-22,25.53,,
2001-01-23,26.53,,
2001-01-24,27.55,,
2001-01-25,27.45,,
2001-01-26,27.59,,
2001-01-29,27.0,,
2001-01-30,27.46,,
2001-01-31,25.88,,
2001-02-01,24.72,,
2001-02-02,24.87,,
2001-02-05,25.48,,
2001-02-06,27.88,,
2001-02-07,28.24,,
2001-02-08,27.08,,
2001-02-09,27.28,,
2001-02-12,27.98,,
2001-02-13,27.56,,
2001-02-14,27.1,,
2001-02-15,26.91,,
2001-02-16,26.84,,
2001-02-20,26.85,,
2001-02-21,25.35,,
2001-02-22,24.75,,
2001-02-23,25.25,,
2001-02-26,26.64,,
2001-02-27,26.63,,
2001-02-28,26.35,,
2001-03-01,25.42,,
2001-03-02,25.5,,
2001-03-05,24.9,,
2001-03-06,24.25,,
2001-03-07,24.58,,
2001-03-08,23.5,,
2001-03-09,23.58,,
2001-03-12,21.59,,
2001-03-13,21.63,,
2001-03-14,22.23,,
2001-03-15,21.15,,
2001-03-16,20.94,,
2001-03-19,21.31,,
2001-03-20,21.13,,
2001-03-21,20.15,,
