date,TSN,dcf,Deviation
1982-12-23,5.0,,
1982-12-27,5.0,,
1982-12-28,5.06,,
1982-12-29,5.11,,
1982-12-30,5.22,,
1982-12-31,5.22,,
1983-01-03,5.22,,
1983-01-04,5.17,,
1983-01-05,5.22,,
1983-01-06,5.22,,
1983-01-07,5.22,,
1983-01-10,5.17,,
1983-01-11,5.22,,
1983-01-12,5.56,,
1983-01-13,5.56,,
1983-01-14,5.56,,
1983-01-17,5.78,,
1983-01-18,5.89,,
1983-01-19,5.94,,
1983-01-20,6.0,,
1983-01-21,6.0,,
1983-01-24,5.56,,
1983-01-25,5.94,,
1983-01-26,5.94,,
1983-01-27,5.78,,
1983-01-28,5.83,,
1983-01-31,5.83,,
1983-02-01,5.89,,
1983-02-02,5.89,,
1983-02-03,6.06,,
1983-02-04,6.11,,
1983-02-07,6.17,,
1983-02-08,6.56,,
1983-02-09,7.5,,
1983-02-10,7.28,,
1983-02-11,7.0,,
1983-02-14,7.06,,
1983-02-15,7.06,,
1983-02-16,7.06,,
1983-02-17,7.06,,
1983-02-18,7.39,,
1983-02-22,7.44,,
1983-02-23,7.44,,
1983-02-24,7.78,,
1983-02-25,7.67,,
1983-02-28,7.5,,
1983-03-01,7.5,,
1983-03-02,7.61,,
1983-03-03,7.56,,
1983-03-04,7.5,,
1983-03-07,7.22,,
1983-03-08,7.0,,
1983-03-09,7.0,,
1983-03-10,7.11,,
1983-03-11,7.0,,
1983-03-14,7.06,,
1983-03-15,7.06,,
1983-03-16,7.17,,
1983-03-17,7.17,,
1983-03-18,7.11,,
1983-03-21,7.11,,
1983-03-22,7.22,,
1983-03-23,7.22,,
1983-03-24,7.11,,
1983-03-25,6.94,,
1983-03-28,6.67,,
1983-03-29,6.44,,
1983-03-30,6.56,,
1983-03-31,6.61,,
1983-04-04,6.5,,
1983-04-05,6.28,,
1983-04-06,6.11,,
1983-04-07,6.11,,
1983-04-08,6.11,,
1983-04-11,6.17,,
1983-04-12,6.28,,
1983-04-13,6.61,,
1983-04-14,6.67,,
1983-04-15,6.72,,
1983-04-18,3.33,,
1983-04-19,3.33,,
1983-04-20,3.33,,
1983-04-21,3.33,,
1983-04-22,3.22,,
1983-04-25,3.28,,
1983-04-26,3.22,,
1983-04-27,3.17,,
1983-04-28,3.06,,
1983-04-29,3.0,,
1983-05-02,2.83,,
1983-05-03,2.89,,
1983-05-04,2.89,,
1983-05-05,2.94,,
1983-05-06,3.17,,
1983-05-09,3.22,,
1983-05-10,3.22,,
1983-05-11,3.06,,
1983-05-12,3.0,,
1983-05-13,2.89,,
1983-05-16,2.94,,
1983-05-17,2.89,,
1983-05-18,2.89,,
1983-05-19,2.94,,
1983-05-20,2.94,,
1983-05-23,2.94,,
1983-05-24,2.83,,
1983-05-25,2.83,,
1983-05-26,2.78,,
1983-05-27,2.61,,
1983-05-31,2.67,,
1983-06-01,3.0,,
1983-06-02,3.06,,
1983-06-03,3.0,,
1983-06-06,2.83,,
1983-06-07,2.72,,
1983-06-08,2.83,,
1983-06-09,2.83,,
1983-06-10,2.83,,
1983-06-13,2.94,,
1983-06-14,2.83,,
1983-06-15,2.89,,
1983-06-16,2.94,,
1983-06-17,2.94,,
1983-06-20,2.94,,
1983-06-21,2.94,,
1983-06-22,2.89,,
1983-06-23,2.89,,
1983-06-24,2.89,,
1983-06-27,2.89,,
1983-06-28,2.78,,
1983-06-29,2.72,,
1983-06-30,2.78,,
1983-07-01,2.78,,
1983-07-05,2.78,,
1983-07-06,2.72,,
1983-07-07,2.72,,
1983-07-08,2.72,,
1983-07-11,2.78,,
1983-07-12,2.72,,
1983-07-13,2.67,,
1983-07-14,2.72,,
1983-07-15,2.72,,
1983-07-18,2.67,,
1983-07-19,2.67,,
1983-07-20,2.67,,
1983-07-21,2.67,,
1983-07-22,2.61,,
1983-07-25,2.61,,
1983-07-26,2.67,,
1983-07-27,2.72,,
1983-07-28,2.72,,
1983-07-29,2.72,,
1983-08-01,2.72,,
1983-08-02,2.72,,
1983-08-03,2.72,,
1983-08-04,2.72,,
1983-08-05,2.72,,
1983-08-08,2.67,,
1983-08-09,2.67,,
1983-08-10,2.67,,
1983-08-11,2.67,,
1983-08-12,2.72,,
1983-08-15,2.72,,
1983-08-16,2.67,,
1983-08-17,2.61,,
1983-08-18,2.56,,
1983-08-19,2.56,,
1983-08-22,2.56,,
1983-08-23,2.56,,
1983-08-24,2.56,,
1983-08-25,2.56,,
1983-08-26,2.44,,
1983-08-29,2.44,,
1983-08-30,2.39,,
1983-08-31,2.39,,
1983-09-01,2.33,,
1983-09-02,2.33,,
1983-09-06,2.39,,
1983-09-07,2.39,,
1983-09-08,2.5,,
1983-09-09,2.56,,
1983-09-12,2.89,,
1983-09-13,2.67,,
1983-09-14,2.67,,
1983-09-15,2.67,,
1983-09-16,2.67,,
1983-09-19,2.72,,
1983-09-20,2.67,,
1983-09-21,2.67,,
1983-09-22,2.67,,
1983-09-23,2.67,,
1983-09-26,2.72,,
1983-09-27,2.72,,
1983-09-28,2.72,,
1983-09-29,2.72,,
1983-09-30,2.72,,
1983-10-03,2.72,,
1983-10-04,2.72,,
1983-10-05,2.78,,
1983-10-06,2.83,,
1983-10-07,3.0,,
1983-10-10,3.06,,
1983-10-11,3.11,,
1983-10-12,3.11,,
1983-10-13,3.11,,
1983-10-14,3.11,,
1983-10-17,3.22,,
1983-10-18,3.11,,
1983-10-19,3.11,,
1983-10-20,3.11,,
1983-10-21,3.0,,
1983-10-24,2.94,,
1983-10-25,2.94,,
1983-10-26,2.94,,
1983-10-27,2.94,,
1983-10-28,2.94,,
1983-10-31,3.0,,
1983-11-01,3.06,,
1983-11-02,3.06,,
1983-11-03,3.11,,
1983-11-04,3.11,,
1983-11-07,3.06,,
1983-11-08,3.0,,
1983-11-09,2.94,,
1983-11-10,3.0,,
1983-11-11,3.06,,
1983-11-14,3.06,,
1983-11-15,3.11,,
1983-11-16,3.11,,
1983-11-17,3.11,,
1983-11-18,3.17,,
1983-11-21,3.28,,
1983-11-22,3.28,,
1983-11-23,3.28,,
1983-11-25,3.39,,
1983-11-28,3.44,,
1983-11-29,3.5,,
1983-11-30,3.67,,
1983-12-01,3.5,,
1983-12-02,3.56,,
1983-12-05,3.56,,
1983-12-06,3.56,,
1983-12-07,3.56,,
1983-12-08,3.56,,
1983-12-09,3.61,,
1983-12-12,3.83,,
1983-12-13,3.72,,
1983-12-14,3.67,,
1983-12-15,3.67,,
1983-12-16,3.72,,
1983-12-19,3.72,,
1983-12-20,3.72,,
1983-12-21,3.72,,
1983-12-22,3.72,,
1983-12-23,3.72,,
1983-12-27,3.67,,
1983-12-28,3.67,,
1983-12-29,3.67,,
1983-12-30,3.67,,
1984-01-03,3.56,,
1984-01-04,3.56,,
1984-01-05,3.5,,
1984-01-06,3.5,,
1984-01-09,3.5,,
1984-01-10,3.5,,
1984-01-11,3.5,,
1984-01-12,4.0,,
1984-01-13,3.89,,
1984-01-16,3.83,,
1984-01-17,3.83,,
1984-01-18,3.83,,
1984-01-19,3.72,,
1984-01-20,3.72,,
1984-01-23,3.67,,
1984-01-24,3.61,,
1984-01-25,3.61,,
1984-01-26,3.56,,
1984-01-27,3.56,,
1984-01-30,3.56,,
1984-01-31,3.5,,
1984-02-01,3.5,,
1984-02-02,3.44,,
1984-02-03,3.33,,
1984-02-06,3.39,,
1984-02-07,3.39,,
1984-02-08,3.39,,
1984-02-09,3.39,,
1984-02-10,3.33,,
1984-02-13,3.33,,
1984-02-14,3.28,,
1984-02-15,3.33,,
1984-02-16,3.33,,
1984-02-17,3.33,,
1984-02-21,3.33,,
1984-02-22,3.33,,
1984-02-23,3.33,,
1984-02-24,3.39,,
1984-02-27,3.44,,
1984-02-28,3.39,,
1984-02-29,3.39,,
1984-03-01,3.39,,
1984-03-02,3.39,,
1984-03-05,3.39,,
1984-03-06,3.39,,
1984-03-07,3.39,,
1984-03-08,3.39,,
1984-03-09,3.39,,
1984-03-12,3.39,,
1984-03-13,3.39,,
1984-03-14,3.39,,
1984-03-15,3.44,,
1984-03-16,3.44,,
1984-03-19,3.39,,
1984-03-20,3.39,,
1984-03-21,3.39,,
1984-03-22,3.39,,
1984-03-23,3.39,,
1984-03-26,3.33,,
1984-03-27,3.39,,
1984-03-28,3.5,,
1984-03-29,3.89,,
1984-03-30,3.89,,
1984-04-02,3.83,,
1984-04-03,3.83,,
1984-04-04,3.78,,
1984-04-05,3.72,,
1984-04-06,3.67,,
1984-04-09,3.67,,
1984-04-10,3.72,,
1984-04-11,3.78,,
1984-04-12,3.78,,
1984-04-13,3.78,,
1984-04-16,3.89,,
1984-04-17,4.06,,
1984-04-18,4.06,,
1984-04-19,4.06,,
1984-04-23,4.06,,
1984-04-24,4.06,,
1984-04-25,4.06,,
1984-04-26,4.22,,
1984-04-27,4.06,,
1984-04-30,4.11,,
1984-05-01,4.06,,
1984-05-02,4.0,,
1984-05-03,4.06,,
1984-05-04,4.11,,
1984-05-07,4.22,,
1984-05-08,4.22,,
1984-05-09,4.17,,
1984-05-10,4.17,,
1984-05-11,4.11,,
1984-05-14,4.06,,
1984-05-15,4.0,,
1984-05-16,4.06,,
1984-05-17,4.0,,
1984-05-18,4.0,,
1984-05-21,3.89,,
1984-05-22,3.89,,
1984-05-23,3.89,,
1984-05-24,3.89,,
1984-05-25,3.89,,
1984-05-29,3.89,,
1984-05-30,3.89,,
1984-05-31,3.94,,
1984-06-01,3.94,,
1984-06-04,4.06,,
1984-06-05,4.06,,
1984-06-06,4.06,,
1984-06-07,4.22,,
1984-06-08,4.22,,
1984-06-11,4.22,,
1984-06-12,4.17,,
1984-06-13,4.17,,
