date,UNP,dcf,Deviation
1990-04-12,5.79,,
1990-04-16,5.87,,
1990-04-17,5.87,,
1990-04-18,5.81,,
1990-04-19,5.77,,
1990-04-20,5.72,,
1990-04-23,5.62,,
1990-04-24,5.64,,
1990-04-25,5.69,,
1990-04-26,5.81,,
1990-04-27,5.74,,
1990-04-30,5.72,,
1990-05-01,5.7,,
1990-05-02,5.79,,
1990-05-03,5.86,,
1990-05-04,5.86,,
1990-05-07,5.87,,
1990-05-08,5.92,,
1990-05-09,5.9,,
1990-05-10,5.94,,
1990-05-11,6.03,,
1990-05-14,5.96,,
1990-05-15,5.93,,
1990-05-16,5.9,,
1990-05-17,5.95,,
1990-05-18,5.95,,
1990-05-21,5.97,,
1990-05-22,5.97,,
1990-05-23,5.94,,
1990-05-24,5.92,,
1990-05-25,5.88,,
1990-05-29,5.92,,
1990-05-30,5.98,,
1990-05-31,5.98,,
1990-06-01,6.11,,
1990-06-04,6.28,,
1990-06-05,6.17,,
1990-06-06,6.16,,
1990-06-07,6.2,,
1990-06-08,6.09,,
1990-06-11,6.13,,
1990-06-12,6.17,,
1990-06-13,6.18,,
1990-06-14,6.16,,
1990-06-15,6.19,,
1990-06-18,6.1,,
1990-06-19,6.11,,
1990-06-20,6.08,,
1990-06-21,6.09,,
1990-06-22,6.05,,
1990-06-25,5.96,,
1990-06-26,5.86,,
1990-06-27,5.83,,
1990-06-28,5.88,,
1990-06-29,5.89,,
1990-07-02,5.87,,
1990-07-03,5.9,,
1990-07-05,5.82,,
1990-07-06,5.83,,
1990-07-09,5.81,,
1990-07-10,5.78,,
1990-07-11,5.88,,
1990-07-12,6.01,,
1990-07-13,6.08,,
1990-07-16,6.06,,
1990-07-17,6.07,,
1990-07-18,6.01,,
1990-07-19,6.1,,
1990-07-20,6.14,,
1990-07-23,6.04,,
1990-07-24,6.15,,
1990-07-25,6.13,,
1990-07-26,6.15,,
1990-07-27,6.18,,
1990-07-30,6.37,,
1990-07-31,6.29,,
1990-08-01,6.35,,
1990-08-02,6.55,,
1990-08-03,6.32,,
1990-08-06,6.27,,
1990-08-07,6.32,,
1990-08-08,6.24,,
1990-08-09,6.24,,
1990-08-10,6.2,,
1990-08-13,6.21,,
1990-08-14,6.22,,
1990-08-15,6.16,,
1990-08-16,6.05,,
1990-08-17,5.93,,
1990-08-20,6.17,,
1990-08-21,6.08,,
1990-08-22,6.11,,
1990-08-23,5.97,,
1990-08-24,5.87,,
1990-08-27,6.01,,
1990-08-28,6.04,,
1990-08-29,6.02,,
1990-08-30,5.95,,
1990-08-31,6.01,,
1990-09-04,5.97,,
1990-09-05,6.04,,
1990-09-06,6.08,,
1990-09-07,6.09,,
1990-09-10,5.98,,
1990-09-11,5.94,,
1990-09-12,5.95,,
1990-09-13,5.92,,
1990-09-14,5.89,,
1990-09-17,6.01,,
1990-09-18,6.07,,
1990-09-19,6.01,,
1990-09-20,5.92,,
1990-09-21,5.88,,
1990-09-24,5.75,,
1990-09-25,5.79,,
1990-09-26,5.79,,
1990-09-27,5.68,,
1990-09-28,5.59,,
1990-10-01,5.64,,
1990-10-02,5.67,,
1990-10-03,5.62,,
1990-10-04,5.53,,
1990-10-05,5.61,,
1990-10-08,5.73,,
1990-10-09,5.64,,
1990-10-10,5.63,,
1990-10-11,5.49,,
1990-10-12,5.43,,
1990-10-15,5.46,,
1990-10-16,5.34,,
1990-10-17,5.27,,
1990-10-18,5.38,,
1990-10-19,5.47,,
1990-10-22,5.58,,
1990-10-23,5.55,,
1990-10-24,5.61,,
1990-10-25,5.54,,
1990-10-26,5.51,,
1990-10-29,5.44,,
1990-10-30,5.41,,
1990-10-31,5.26,,
1990-11-01,5.31,,
1990-11-02,5.45,,
1990-11-05,5.56,,
1990-11-06,5.57,,
1990-11-07,5.52,,
1990-11-08,5.56,,
1990-11-09,5.69,,
1990-11-12,5.81,,
1990-11-13,5.74,,
1990-11-14,5.79,,
1990-11-15,5.76,,
1990-11-16,5.63,,
1990-11-19,5.66,,
1990-11-20,5.65,,
1990-11-21,5.63,,
1990-11-23,5.6,,
1990-11-26,5.47,,
1990-11-27,5.52,,
1990-11-28,5.53,,
1990-11-29,5.53,,
1990-11-30,5.63,,
1990-12-03,5.7,,
1990-12-04,5.72,,
1990-12-05,5.8,,
1990-12-06,5.77,,
1990-12-07,5.79,,
1990-12-10,5.79,,
1990-12-11,5.77,,
1990-12-12,5.78,,
1990-12-13,5.78,,
1990-12-14,5.78,,
1990-12-17,5.79,,
1990-12-18,5.84,,
1990-12-19,5.89,,
1990-12-20,5.94,,
1990-12-21,5.95,,
1990-12-24,5.93,,
1990-12-26,5.93,,
1990-12-27,5.89,,
1990-12-28,5.92,,
1990-12-31,5.94,,
1991-01-02,5.88,,
1991-01-03,5.85,,
1991-01-04,5.82,,
1991-01-07,5.77,,
1991-01-08,5.75,,
1991-01-09,5.6,,
1991-01-10,5.64,,
1991-01-11,5.6,,
1991-01-14,5.51,,
1991-01-15,5.57,,
1991-01-16,5.66,,
1991-01-17,5.93,,
1991-01-18,6.11,,
1991-01-21,6.07,,
1991-01-22,6.06,,
1991-01-23,6.17,,
1991-01-24,6.18,,
1991-01-25,6.2,,
1991-01-28,6.14,,
1991-01-29,6.1,,
1991-01-30,6.18,,
1991-01-31,6.25,,
1991-02-01,6.29,,
1991-02-04,6.3,,
1991-02-05,6.25,,
1991-02-06,6.39,,
1991-02-07,6.3,,
1991-02-08,6.38,,
1991-02-11,6.42,,
1991-02-12,6.42,,
1991-02-13,6.5,,
1991-02-14,6.46,,
1991-02-15,6.47,,
1991-02-19,6.56,,
1991-02-20,6.48,,
1991-02-21,6.51,,
1991-02-22,6.5,,
1991-02-25,6.51,,
1991-02-26,6.41,,
1991-02-27,6.51,,
1991-02-28,6.48,,
1991-03-01,6.65,,
1991-03-04,6.56,,
1991-03-05,6.68,,
1991-03-06,6.59,,
1991-03-07,6.5,,
1991-03-08,6.32,,
1991-03-11,6.2,,
1991-03-12,6.1,,
1991-03-13,6.05,,
1991-03-14,6.04,,
1991-03-15,6.08,,
1991-03-18,6.08,,
1991-03-19,6.14,,
1991-03-20,6.1,,
1991-03-21,6.08,,
1991-03-22,6.03,,
1991-03-25,6.09,,
1991-03-26,6.1,,
1991-03-27,6.09,,
1991-03-28,6.14,,
1991-04-01,6.06,,
1991-04-02,6.15,,
1991-04-03,6.13,,
1991-04-04,6.18,,
1991-04-05,6.13,,
1991-04-08,6.22,,
1991-04-09,6.15,,
1991-04-10,6.22,,
1991-04-11,6.32,,
1991-04-12,6.52,,
1991-04-15,6.48,,
1991-04-16,6.59,,
1991-04-17,6.84,,
1991-04-18,6.99,,
1991-04-19,6.9,,
1991-04-22,6.85,,
1991-04-23,6.91,,
1991-04-24,6.92,,
1991-04-25,6.85,,
1991-04-26,6.84,,
1991-04-29,6.75,,
1991-04-30,6.71,,
1991-05-01,6.78,,
1991-05-02,6.78,,
1991-05-03,6.91,,
1991-05-06,6.92,,
1991-05-07,6.97,,
1991-05-08,7.0,,
1991-05-09,7.05,,
1991-05-10,6.99,,
1991-05-13,6.9,,
1991-05-14,6.87,,
1991-05-15,6.76,,
1991-05-16,6.79,,
1991-05-17,6.87,,
1991-05-20,6.84,,
1991-05-21,6.82,,
1991-05-22,6.88,,
1991-05-23,6.86,,
1991-05-24,6.9,,
1991-05-28,7.01,,
1991-05-29,7.21,,
1991-05-30,7.24,,
1991-05-31,7.38,,
1991-06-03,7.43,,
1991-06-04,7.55,,
1991-06-05,7.53,,
1991-06-06,7.54,,
1991-06-07,7.46,,
1991-06-10,7.47,,
1991-06-11,7.46,,
1991-06-12,7.46,,
1991-06-13,7.45,,
1991-06-14,7.58,,
1991-06-17,7.54,,
1991-06-18,7.46,,
1991-06-19,7.33,,
1991-06-20,7.07,,
1991-06-21,7.18,,
1991-06-24,7.12,,
1991-06-25,7.1,,
1991-06-26,7.0,,
1991-06-27,7.04,,
1991-06-28,7.02,,
1991-07-01,7.18,,
1991-07-02,7.22,,
1991-07-03,7.2,,
1991-07-05,7.29,,
1991-07-08,7.36,,
1991-07-09,7.33,,
1991-07-10,7.3,,
1991-07-11,7.31,,
1991-07-12,7.31,,
1991-07-15,7.27,,
1991-07-16,7.26,,
1991-07-17,7.34,,
1991-07-18,7.46,,
1991-07-19,7.42,,
1991-07-22,7.46,,
1991-07-23,7.41,,
1991-07-24,7.39,,
1991-07-25,7.44,,
1991-07-26,7.5,,
1991-07-29,7.51,,
1991-07-30,7.53,,
1991-07-31,7.56,,
1991-08-01,7.46,,
1991-08-02,7.43,,
1991-08-05,7.41,,
1991-08-06,7.53,,
1991-08-07,7.5,,
1991-08-08,7.43,,
1991-08-09,7.39,,
1991-08-12,7.32,,
1991-08-13,7.21,,
1991-08-14,7.23,,
1991-08-15,7.22,,
1991-08-16,7.13,,
1991-08-19,6.94,,
1991-08-20,6.96,,
1991-08-21,7.22,,
1991-08-22,7.3,,
1991-08-23,7.43,,
1991-08-26,7.44,,
1991-08-27,7.39,,
1991-08-28,7.44,,
1991-08-29,7.44,,
1991-08-30,7.45,,
1991-09-03,7.28,,
1991-09-04,7.48,,
1991-09-05,7.56,,
1991-09-06,7.66,,
1991-09-09,7.62,,
1991-09-10,7.38,,
1991-09-11,7.34,,
1991-09-12,7.5,,
1991-09-13,7.58,,
1991-09-16,7.67,,
1991-09-17,7.68,,
1991-09-18,7.6,,
1991-09-19,7.62,,
1991-09-20,7.79,,
1991-09-23,7.86,,
1991-09-24,8.01,,
1991-09-25,7.91,,
1991-09-26,7.85,,
1991-09-27,7.76,,
1991-09-30,7.86,,
1991-10-01,7.98,,
1991-10-02,8.11,,
1991-10-03,7.92,,
1991-10-04,7.8,,
1991-10-07,7.8,,
1991-10-08,7.8,,
1991-10-09,7.69,,
1991-10-10,7.94,,
1991-10-11,7.92,,
1991-10-14,8.07,,
1991-10-15,8.11,,
1991-10-16,8.15,,
1991-10-17,8.28,,
1991-10-18,8.34,,
1991-10-21,8.36,,
1991-10-22,8.36,,
1991-10-23,8.47,,
1991-10-24,8.34,,
1991-10-25,8.11,,
1991-10-28,8.19,,
1991-10-29,8.26,,
1991-10-30,8.17,,
1991-10-31,8.22,,
1991-11-01,8.28,,
1991-11-04,8.3,,
1991-11-05,8.26,,
1991-11-06,8.24,,
1991-11-07,8.38,,
1991-11-08,8.38,,
1991-11-11,8.51,,
1991-11-12,8.57,,
1991-11-13,8.55,,
1991-11-14,8.59,,
1991-11-15,8.19,,
1991-11-18,8.17,,
1991-11-19,7.9,,
1991-11-20,7.73,,
1991-11-21,7.75,,
1991-11-22,7.61,,
1991-11-25,7.65,,
1991-11-26,7.65,,
1991-11-27,7.52,,
1991-11-29,7.56,,
1991-12-02,7.8,,
1991-12-03,8.09,,
1991-12-04,8.26,,
1991-12-05,8.26,,
1991-12-06,8.19,,
1991-12-09,7.86,,
1991-12-10,7.67,,
1991-12-11,7.46,,
1991-12-12,7.69,,
1991-12-13,7.84,,
1991-12-16,7.9,,
1991-12-17,7.8,,
1991-12-18,7.8,,
1991-12-19,7.8,,
1991-12-20,7.84,,
1991-12-23,8.34,,
1991-12-24,8.38,,
1991-12-26,8.38,,
1991-12-27,8.36,,
1991-12-30,8.49,,
1991-12-31,8.7,,
1992-01-02,8.45,,
1992-01-03,8.38,,
1992-01-06,8.24,,
1992-01-07,8.17,,
1992-01-08,7.9,,
1992-01-09,7.9,,
1992-01-10,7.9,,
1992-01-13,8.01,,
1992-01-14,8.17,,
1992-01-15,8.24,,
1992-01-16,8.32,,
1992-01-17,8.28,,
1992-01-20,8.11,,
1992-01-21,8.03,,
1992-01-22,7.86,,
1992-01-23,7.82,,
1992-01-24,7.84,,
1992-01-27,7.65,,
1992-01-28,7.59,,
1992-01-29,7.56,,
1992-01-30,7.61,,
1992-01-31,7.65,,
1992-02-03,7.73,,
1992-02-04,8.07,,
1992-02-05,7.98,,
1992-02-06,8.15,,
1992-02-07,8.19,,
1992-02-10,8.19,,
1992-02-11,8.19,,
1992-02-12,8.36,,
1992-02-13,8.24,,
1992-02-14,8.15,,
1992-02-18,8.19,,
1992-02-19,8.28,,
1992-02-20,8.43,,
1992-02-21,8.19,,
1992-02-24,8.26,,
1992-02-25,8.26,,
1992-02-26,8.19,,
1992-02-27,8.07,,
1992-02-28,7.98,,
1992-03-02,8.01,,
1992-03-03,8.13,,
1992-03-04,8.07,,
1992-03-05,7.94,,
1992-03-06,7.82,,
1992-03-09,7.98,,
1992-03-10,7.94,,
1992-03-11,7.94,,
1992-03-12,7.9,,
1992-03-13,7.98,,
1992-03-16,7.98,,
1992-03-17,8.09,,
1992-03-18,8.03,,
1992-03-19,8.15,,
1992-03-20,8.22,,
1992-03-23,8.19,,
1992-03-24,8.03,,
1992-03-25,8.07,,
1992-03-26,7.88,,
1992-03-27,7.84,,
1992-03-30,7.84,,
1992-03-31,7.9,,
1992-04-01,7.96,,
1992-04-02,7.84,,
1992-04-03,7.98,,
1992-04-06,8.17,,
1992-04-07,8.03,,
1992-04-08,7.84,,
1992-04-09,7.98,,
1992-04-10,8.01,,
1992-04-13,8.05,,
1992-04-14,8.17,,
1992-04-15,8.41,,
1992-04-16,8.66,,
1992-04-20,8.41,,
1992-04-21,8.41,,
1992-04-22,8.26,,
1992-04-23,8.55,,
1992-04-24,8.55,,
1992-04-27,8.68,,
1992-04-28,8.74,,
1992-04-29,8.97,,
1992-04-30,8.95,,
1992-05-01,9.08,,
1992-05-04,8.99,,
1992-05-05,9.06,,
1992-05-06,9.18,,
1992-05-07,9.12,,
1992-05-08,9.18,,
1992-05-11,9.16,,
1992-05-12,9.25,,
1992-05-13,9.18,,
1992-05-14,8.95,,
1992-05-15,8.76,,
1992-05-18,9.04,,
1992-05-19,8.97,,
1992-05-20,8.85,,
1992-05-21,8.76,,
1992-05-22,8.85,,
1992-05-26,9.16,,
1992-05-27,9.01,,
1992-05-28,8.91,,
1992-05-29,8.95,,
1992-06-01,8.89,,
1992-06-02,8.89,,
1992-06-03,9.06,,
1992-06-04,9.04,,
1992-06-05,9.01,,
1992-06-08,8.99,,
1992-06-09,9.01,,
1992-06-10,9.04,,
1992-06-11,8.97,,
1992-06-12,8.97,,
1992-06-15,8.89,,
1992-06-16,8.87,,
1992-06-17,8.49,,
1992-06-18,8.32,,
1992-06-19,8.49,,
1992-06-22,8.38,,
1992-06-23,8.47,,
1992-06-24,8.49,,
1992-06-25,8.53,,
1992-06-26,8.55,,
1992-06-29,8.66,,
1992-06-30,8.43,,
1992-07-01,8.57,,
1992-07-02,8.43,,
1992-07-06,8.26,,
1992-07-07,8.24,,
1992-07-08,8.15,,
1992-07-09,8.43,,
1992-07-10,8.43,,
1992-07-13,8.36,,
1992-07-14,8.62,,
1992-07-15,8.66,,
1992-07-16,8.43,,
1992-07-17,8.38,,
1992-07-20,8.34,,
1992-07-21,8.45,,
1992-07-22,8.36,,
1992-07-23,8.43,,
1992-07-24,8.38,,
1992-07-27,8.36,,
1992-07-28,8.47,,
1992-07-29,8.68,,
1992-07-30,8.74,,
1992-07-31,8.72,,
1992-08-03,8.68,,
1992-08-04,8.62,,
1992-08-05,8.66,,
1992-08-06,8.83,,
1992-08-07,8.83,,
1992-08-10,8.8,,
1992-08-11,8.78,,
1992-08-12,8.72,,
1992-08-13,8.68,,
1992-08-14,8.83,,
1992-08-17,8.72,,
1992-08-18,8.8,,
1992-08-19,8.74,,
1992-08-20,8.76,,
1992-08-21,8.68,,
1992-08-24,8.51,,
1992-08-25,8.41,,
1992-08-26,8.41,,
1992-08-27,8.49,,
1992-08-28,8.76,,
1992-08-31,8.7,,
1992-09-01,8.53,,
1992-09-02,8.72,,
1992-09-03,8.74,,
1992-09-04,8.8,,
1992-09-08,8.8,,
1992-09-09,8.76,,
1992-09-10,8.95,,
1992-09-11,8.83,,
1992-09-14,9.2,,
1992-09-15,9.14,,
1992-09-16,9.1,,
1992-09-17,9.14,,
1992-09-18,9.2,,
1992-09-21,9.16,,
1992-09-22,9.06,,
1992-09-23,9.1,,
1992-09-24,9.04,,
1992-09-25,8.87,,
1992-09-28,9.08,,
1992-09-29,9.18,,
1992-09-30,9.14,,
1992-10-01,9.1,,
1992-10-02,9.1,,
1992-10-05,8.78,,
1992-10-06,8.89,,
1992-10-07,8.76,,
1992-10-08,8.55,,
1992-10-09,8.51,,
1992-10-12,8.7,,
1992-10-13,8.72,,
1992-10-14,8.85,,
1992-10-15,8.89,,
1992-10-16,8.91,,
1992-10-19,8.91,,
1992-10-20,8.99,,
1992-10-21,9.29,,
1992-10-22,9.25,,
1992-10-23,9.31,,
1992-10-26,9.41,,
1992-10-27,9.48,,
1992-10-28,9.37,,
1992-10-29,9.35,,
1992-10-30,9.33,,
1992-11-02,9.56,,
1992-11-03,9.35,,
1992-11-04,9.33,,
1992-11-05,9.37,,
1992-11-06,9.41,,
1992-11-09,9.52,,
1992-11-10,9.56,,
1992-11-11,9.46,,
1992-11-12,9.6,,
1992-11-13,9.6,,
1992-11-16,9.58,,
1992-11-17,9.52,,
1992-11-18,9.62,,
1992-11-19,9.71,,
1992-11-20,9.75,,
1992-11-23,9.62,,
1992-11-24,9.79,,
1992-11-25,9.98,,
1992-11-27,10.06,,
1992-11-30,10.13,,
1992-12-01,9.94,,
1992-12-02,9.81,,
1992-12-03,9.92,,
1992-12-04,9.96,,
1992-12-07,10.0,,
1992-12-08,9.88,,
1992-12-09,10.0,,
1992-12-10,10.04,,
1992-12-11,10.0,,
1992-12-14,9.88,,
1992-12-15,9.85,,
1992-12-16,9.69,,
1992-12-17,10.02,,
1992-12-18,10.06,,
1992-12-21,9.96,,
1992-12-22,9.94,,
1992-12-23,9.94,,
1992-12-24,10.02,,
1992-12-28,9.94,,
1992-12-29,10.04,,
1992-12-30,10.04,,
1992-12-31,9.83,,
1993-01-04,9.98,,
1993-01-05,9.92,,
1993-01-06,9.94,,
1993-01-07,9.92,,
1993-01-08,10.09,,
1993-01-11,10.17,,
1993-01-12,10.28,,
1993-01-13,10.21,,
1993-01-14,10.32,,
1993-01-15,10.4,,
1993-01-18,10.38,,
1993-01-19,10.13,,
1993-01-20,10.02,,
1993-01-21,10.0,,
1993-01-22,9.85,,
1993-01-25,10.0,,
1993-01-26,10.13,,
1993-01-27,9.92,,
1993-01-28,9.75,,
1993-01-29,9.81,,
1993-02-01,10.15,,
1993-02-02,10.09,,
1993-02-03,10.13,,
1993-02-04,10.36,,
1993-02-05,10.4,,
1993-02-08,10.32,,
1993-02-09,10.17,,
1993-02-10,10.19,,
1993-02-11,10.28,,
1993-02-12,10.17,,
1993-02-16,9.92,,
1993-02-17,9.69,,
1993-02-18,9.62,,
1993-02-19,9.81,,
1993-02-22,9.92,,
1993-02-23,9.9,,
1993-02-24,10.06,,
1993-02-25,10.15,,
1993-02-26,9.92,,
1993-03-01,9.79,,
1993-03-02,10.06,,
1993-03-03,10.23,,
1993-03-04,10.06,,
1993-03-05,10.0,,
1993-03-08,10.21,,
1993-03-09,10.17,,
1993-03-10,10.0,,
1993-03-11,10.0,,
1993-03-12,10.02,,
1993-03-15,9.83,,
1993-03-16,9.9,,
1993-03-17,9.83,,
1993-03-18,9.94,,
1993-03-19,10.02,,
1993-03-22,9.98,,
1993-03-23,10.09,,
1993-03-24,10.23,,
1993-03-25,10.25,,
1993-03-26,10.21,,
1993-03-29,10.34,,
1993-03-30,10.3,,
1993-03-31,10.19,,
1993-04-01,10.34,,
1993-04-02,10.23,,
1993-04-05,10.51,,
1993-04-06,10.65,,
1993-04-07,10.72,,
1993-04-08,10.74,,
1993-04-12,10.95,,
1993-04-13,11.03,,
1993-04-14,10.95,,
1993-04-15,10.8,,
1993-04-16,10.97,,
1993-04-19,10.8,,
1993-04-20,10.61,,
1993-04-21,10.57,,
1993-04-22,10.21,,
1993-04-23,10.06,,
1993-04-26,10.15,,
1993-04-27,10.23,,
1993-04-28,10.19,,
1993-04-29,10.25,,
1993-04-30,10.34,,
1993-05-03,10.46,,
1993-05-04,10.53,,
1993-05-05,10.63,,
1993-05-06,10.59,,
1993-05-07,10.49,,
1993-05-10,10.44,,
1993-05-11,10.42,,
1993-05-12,10.4,,
1993-05-13,10.3,,
1993-05-14,10.34,,
1993-05-17,10.28,,
1993-05-18,10.32,,
1993-05-19,10.42,,
1993-05-20,10.65,,
1993-05-21,10.63,,
1993-05-24,10.59,,
1993-05-25,10.63,,
1993-05-26,10.7,,
1993-05-27,10.57,,
1993-05-28,10.38,,
1993-06-01,10.57,,
1993-06-02,10.65,,
1993-06-03,10.23,,
1993-06-04,10.3,,
1993-06-07,10.36,,
1993-06-08,10.15,,
1993-06-09,10.3,,
1993-06-10,10.21,,
1993-06-11,10.09,,
1993-06-14,9.94,,
1993-06-15,10.09,,
1993-06-16,10.11,,
1993-06-17,10.13,,
1993-06-18,10.09,,
1993-06-21,10.13,,
1993-06-22,10.32,,
1993-06-23,10.23,,
1993-06-24,10.23,,
1993-06-25,10.25,,
1993-06-28,10.34,,
1993-06-29,10.32,,
1993-06-30,10.25,,
1993-07-01,10.19,,
1993-07-02,10.17,,
1993-07-06,9.94,,
1993-07-07,9.83,,
1993-07-08,10.15,,
1993-07-09,9.98,,
1993-07-12,10.04,,
1993-07-13,10.0,,
1993-07-14,10.11,,
1993-07-15,10.09,,
1993-07-16,10.13,,
1993-07-19,10.11,,
1993-07-20,10.19,,
1993-07-21,10.3,,
1993-07-22,10.32,,
1993-07-23,10.49,,
1993-07-26,10.57,,
1993-07-27,10.57,,
1993-07-28,10.57,,
1993-07-29,10.65,,
1993-07-30,10.7,,
1993-08-02,10.84,,
1993-08-03,10.7,,
1993-08-04,10.61,,
1993-08-05,10.53,,
1993-08-06,10.49,,
1993-08-09,10.7,,
1993-08-10,10.76,,
1993-08-11,10.8,,
1993-08-12,10.74,,
1993-08-13,10.74,,
1993-08-16,10.72,,
1993-08-17,10.82,,
1993-08-18,10.91,,
1993-08-19,11.09,,
1993-08-20,11.03,,
1993-08-23,11.03,,
1993-08-24,11.14,,
1993-08-25,11.18,,
1993-08-26,11.09,,
1993-08-27,11.05,,
1993-08-30,11.07,,
1993-08-31,11.14,,
1993-09-01,10.93,,
1993-09-02,10.76,,
1993-09-03,10.78,,
1993-09-07,10.72,,
1993-09-08,10.53,,
1993-09-09,10.42,,
1993-09-10,10.36,,
1993-09-13,10.63,,
1993-09-14,10.55,,
1993-09-15,10.46,,
1993-09-16,10.49,,
1993-09-17,10.32,,
1993-09-20,10.3,,
1993-09-21,10.25,,
1993-09-22,10.44,,
1993-09-23,10.23,,
1993-09-24,10.42,,
1993-09-27,10.57,,
1993-09-28,10.57,,
1993-09-29,10.67,,
1993-09-30,10.51,,
1993-10-01,10.63,,
1993-10-04,10.65,,
1993-10-05,10.53,,
1993-10-06,10.28,,
1993-10-07,10.38,,
1993-10-08,10.19,,
1993-10-11,10.32,,
1993-10-12,10.09,,
1993-10-13,10.0,,
1993-10-14,9.75,,
1993-10-15,9.98,,
1993-10-18,9.83,,
1993-10-19,9.88,,
1993-10-20,9.96,,
1993-10-21,10.17,,
1993-10-22,10.3,,
1993-10-25,10.25,,
1993-10-26,10.21,,
1993-10-27,10.32,,
1993-10-28,10.46,,
1993-10-29,10.63,,
1993-11-01,10.51,,
1993-11-02,10.53,,
1993-11-03,10.49,,
1993-11-04,10.4,,
1993-11-05,10.42,,
1993-11-08,10.42,,
1993-11-09,10.38,,
1993-11-10,10.57,,
1993-11-11,10.46,,
1993-11-12,10.61,,
1993-11-15,10.67,,
1993-11-16,10.78,,
1993-11-17,10.61,,
1993-11-18,10.65,,
1993-11-19,10.82,,
1993-11-22,10.84,,
1993-11-23,10.74,,
1993-11-24,10.7,,
1993-11-26,10.76,,
1993-11-29,10.82,,
1993-11-30,10.67,,
1993-12-01,10.51,,
1993-12-02,10.38,,
1993-12-03,10.46,,
1993-12-06,10.38,,
1993-12-07,10.42,,
1993-12-08,10.36,,
1993-12-09,10.3,,
1993-12-10,10.32,,
1993-12-13,10.34,,
1993-12-14,10.38,,
1993-12-15,10.15,,
1993-12-16,10.17,,
1993-12-17,10.17,,
1993-12-20,10.09,,
1993-12-21,10.25,,
1993-12-22,10.32,,
1993-12-23,10.38,,
1993-12-27,10.42,,
1993-12-28,10.57,,
1993-12-29,10.7,,
1993-12-30,10.57,,
1993-12-31,10.53,,
1994-01-03,10.51,,
1994-01-04,10.61,,
1994-01-05,10.86,,
1994-01-06,11.16,,
1994-01-07,11.03,,
1994-01-10,11.07,,
1994-01-11,11.07,,
1994-01-12,10.93,,
1994-01-13,10.99,,
1994-01-14,11.26,,
1994-01-17,11.22,,
1994-01-18,11.24,,
1994-01-19,11.16,,
1994-01-20,10.74,,
1994-01-21,10.42,,
1994-01-24,10.44,,
1994-01-25,10.4,,
1994-01-26,10.34,,
1994-01-27,10.61,,
1994-01-28,10.8,,
1994-01-31,10.99,,
1994-02-01,10.95,,
1994-02-02,10.88,,
1994-02-03,10.82,,
1994-02-04,10.59,,
1994-02-07,10.86,,
1994-02-08,10.63,,
1994-02-09,10.44,,
1994-02-10,10.3,,
1994-02-11,10.44,,
1994-02-14,10.49,,
1994-02-15,10.46,,
1994-02-16,10.4,,
1994-02-17,10.34,,
1994-02-18,10.17,,
1994-02-22,10.19,,
1994-02-23,10.15,,
1994-02-24,9.92,,
1994-02-25,10.17,,
1994-02-28,10.04,,
1994-03-01,9.85,,
1994-03-02,10.06,,
1994-03-03,10.04,,
1994-03-04,10.02,,
1994-03-07,10.04,,
1994-03-08,10.15,,
1994-03-09,9.92,,
1994-03-10,9.77,,
1994-03-11,9.81,,
1994-03-14,9.73,,
1994-03-15,9.85,,
1994-03-16,9.96,,
1994-03-17,9.96,,
1994-03-18,10.09,,
1994-03-21,10.02,,
1994-03-22,9.92,,
1994-03-23,10.0,,
1994-03-24,9.81,,
1994-03-25,9.81,,
1994-03-28,9.77,,
1994-03-29,9.58,,
1994-03-30,9.46,,
1994-03-31,9.54,,
1994-04-04,9.5,,
1994-04-05,9.6,,
1994-04-06,9.64,,
1994-04-07,9.6,,
1994-04-08,9.62,,
1994-04-11,9.81,,
1994-04-12,9.77,,
1994-04-13,9.73,,
1994-04-14,9.79,,
1994-04-15,9.73,,
1994-04-18,9.73,,
1994-04-19,9.54,,
1994-04-20,9.46,,
1994-04-21,9.77,,
1994-04-22,9.75,,
1994-04-25,9.94,,
1994-04-26,9.9,,
1994-04-28,9.73,,
1994-04-29,9.92,,
1994-05-02,9.85,,
1994-05-03,9.83,,
1994-05-04,9.71,,
1994-05-05,9.73,,
1994-05-06,9.64,,
1994-05-09,9.48,,
1994-05-10,9.62,,
1994-05-11,9.67,,
1994-05-12,9.73,,
1994-05-13,9.6,,
1994-05-16,9.48,,
1994-05-17,9.52,,
1994-05-18,9.79,,
1994-05-19,9.9,,
1994-05-20,9.85,,
1994-05-23,9.85,,
1994-05-24,10.0,,
1994-05-25,9.92,,
1994-05-26,9.83,,
1994-05-27,9.85,,
1994-05-31,9.92,,
1994-06-01,9.98,,
1994-06-02,9.85,,
1994-06-03,9.88,,
1994-06-06,9.83,,
1994-06-07,9.71,,
1994-06-08,9.77,,
1994-06-09,9.71,,
1994-06-10,9.64,,
1994-06-13,9.67,,
1994-06-14,9.83,,
1994-06-15,9.73,,
1994-06-16,9.81,,
1994-06-17,9.75,,
1994-06-20,9.58,,
1994-06-21,9.52,,
1994-06-22,9.5,,
1994-06-23,9.43,,
1994-06-24,9.33,,
1994-06-27,9.5,,
1994-06-28,9.54,,
1994-06-29,9.67,,
1994-06-30,9.52,,
1994-07-01,9.41,,
1994-07-05,9.48,,
1994-07-06,9.5,,
1994-07-07,9.56,,
1994-07-08,9.6,,
1994-07-11,9.54,,
1994-07-12,9.43,,
1994-07-13,9.37,,
