date,CSCO,dcf,Deviation
2002-11-19,13.66,15.343719133673611,-0.10973344330700696
2002-11-20,14.38,16.20371913367361,-0.11254941650300909
2002-11-21,15.24,15.85371913367361,-0.0387113666199661
2002-11-22,14.89,15.85371913367361,-0.06078820531307705
2002-11-25,14.89,15.41371913367361,-0.03397746702996973
2002-11-26,14.45,15.79371913367361,-0.0850793357980314
2002-11-27,14.83,15.88371913367361,-0.06633957228818765
2002-11-29,14.92,16.02371913367361,-0.06888033448827491
2002-12-02,15.06,15.48371913367361,-0.027365462394116635
2002-12-03,14.52,15.39371913367361,-0.056758157407351795
2002-12-04,14.43,15.07371913367361,-0.042704731855828904
2002-12-05,14.11,15.14371913367361,-0.06826058543142355
2002-12-06,14.18,14.46371913367361,-0.01961591835761467
2002-12-09,13.5,14.89371913367361,-0.0935776431101425
2002-12-10,13.93,14.81371913367361,-0.05965545354945978
2002-12-11,13.85,15.07371913367361,-0.08118229634118024
2002-12-12,14.11,14.36371913367361,-0.017663888531404437
2002-12-13,13.4,14.63371913367361,-0.08430660192423
2002-12-16,13.67,14.62371913367361,-0.06521727646406372
2002-12-17,13.66,14.18371913367361,-0.036923963929195946
2002-12-18,13.22,13.96371913367361,-0.05326082016932909
2002-12-19,13.0,14.23371913367361,-0.08667580989110024
2002-12-20,13.27,14.40371913367361,-0.07871016666960373
2002-12-23,13.44,14.31371913367361,-0.061040678911894464
2002-12-24,13.35,14.06371913367361,-0.05074896098889725
2002-12-26,13.1,13.97371913367361,-0.06252588343271748
2002-12-27,13.01,13.93371913367361,-0.0662937959931501
2002-12-30,12.97,14.06371913367361,-0.07776884075101098
2002-12-31,13.1,14.60371913367361,-0.10296823157919399
2003-01-02,13.64,14.87371913367361,-0.08294624381339233
2003-01-03,13.91,15.16371913367361,-0.08267886806802649
2003-01-06,14.2,15.56371913367361,-0.08762167461137693
2003-01-07,14.6,15.40371913367361,-0.05217695328634131
2003-01-08,14.44,15.91371913367361,-0.09260683321695706
2003-01-09,14.95,16.18371913367361,-0.07623211472489033
2003-01-10,15.22,16.24371913367361,-0.06302245965035291
2003-01-13,15.28,16.54371913367361,-0.0763866409640257
2003-01-14,15.58,16.14371913367361,-0.03491878971666251
2003-01-15,15.18,15.86371913367361,-0.04309954859338716
2003-01-16,14.9,15.093719133673611,-0.012834420195446006
2003-01-17,14.13,15.14371913367361,-0.06693990589270116
2003-01-21,14.18,14.923719133673611,-0.0498347045406059
2003-01-22,13.96,15.55371913367361,-0.10246546951096902
2003-01-23,14.59,14.82371913367361,-0.015766565162631307
2003-01-24,13.86,14.40460994873216,-0.03780803164198798
2003-01-27,13.71,14.91460994873216,-0.08076711042882878
2003-01-28,14.22,14.77460994873216,-0.03753804334981792
2003-01-29,14.08,14.56460994873216,-0.03327311547909628
2003-01-30,13.87,14.06460994873216,-0.013836853595055043
2003-01-31,13.37,14.17460994873216,-0.05676416858328637
2003-02-03,13.48,13.89460994873216,-0.029839624880581228
2003-02-04,13.2,13.89460994873216,-0.0499913240670381
2003-02-05,13.2,13.93460994873216,-0.052718371840684286
2003-02-06,13.24,13.54460994873216,-0.02248938506794529
2003-02-07,12.85,13.84460994873216,-0.07184095127383805
2003-02-10,13.15,14.16460994873216,-0.07162992503178489
2003-02-11,13.47,13.89460994873216,-0.030559328422954724
2003-02-12,13.2,14.00460994873216,-0.05745322088067162
2003-02-13,13.31,14.37460994873216,-0.07406183211434259
2003-02-14,13.68,15.00460994873216,-0.08828019876945126
2003-02-18,14.31,15.114609948732161,-0.05323392078666589
2003-02-19,14.42,14.95460994873216,-0.03574883935889517
2003-02-20,14.26,15.364609948732161,-0.07189313314285017
2003-02-21,14.67,15.114609948732161,-0.029415906215261356
2003-02-24,14.42,14.77460994873216,-0.02400130696936531
2003-02-25,14.08,14.20460994873216,-0.008772500560163765
2003-02-26,13.51,14.44460994873216,-0.06470302431490671
2003-02-27,13.75,14.67460994873216,-0.06300746336443808
2003-02-28,13.98,14.41460994873216,-0.030150656193814407
2003-03-03,13.72,14.32460994873216,-0.04220777744706916
2003-03-04,13.63,14.43460994873216,-0.055741717413211433
2003-03-05,13.74,14.17460994873216,-0.030661157541836515
2003-03-06,13.48,13.93460994873216,-0.03262451912215325
2003-03-07,13.24,13.70460994873216,-0.03390172726332441
2003-03-10,13.01,13.71460994873216,-0.05137659411139861
2003-03-11,13.02,13.38460994873216,-0.027240984244497835
2003-03-12,12.69,14.114609948732161,-0.10093158464220453
2003-03-13,13.42,14.09460994873216,-0.04786297394436534
2003-03-14,13.4,14.82460994873216,-0.09609763451847153
2003-03-17,14.13,14.89460994873216,-0.05133467417837578
2003-03-18,14.2,14.91460994873216,-0.04791341853314157
2003-03-19,14.22,14.73460994873216,-0.034925250856500556
2003-03-20,14.04,14.59460994873216,-0.038001012064069584
2003-03-21,13.9,14.20460994873216,-0.021444443024593474
2003-03-24,13.51,14.41460994873216,-0.06275646388973055
2003-03-25,13.72,14.35460994873216,-0.0442094874746638
2003-03-26,13.66,14.19460994873216,-0.03766288405690987
2003-03-27,13.5,13.91460994873216,-0.029796735248761808
2003-03-28,13.22,13.67460994873216,-0.03324482017670338
2003-03-31,12.98,13.67460994873216,-0.05079559499951658
2003-04-01,12.98,14.33460994873216,-0.09449925415319516
2003-04-02,13.64,14.33460994873216,-0.04845684334742539
2003-04-03,13.64,14.40460994873216,-0.05308092002862308
2003-04-04,13.71,14.26460994873216,-0.03888013417299596
2003-04-07,13.57,14.12460994873216,-0.03926550543662577
2003-04-08,13.43,13.73460994873216,-0.022178274437293255
2003-04-09,13.04,13.73460994873216,-0.05057369312452009
2003-04-10,13.04,13.90460994873216,-0.062181532018522945
2003-04-11,13.21,14.16460994873216,-0.06739401594447747
2003-04-14,13.47,14.034609948732161,-0.040229828316900584
2003-04-15,13.34,14.25460994873216,-0.06416239742943708
2003-04-16,13.56,14.64460994873216,-0.07406205781711916
2003-04-17,13.95,14.63460994873216,-0.0467801978413146
2003-04-21,13.94,15.01460994873216,-0.0715709533848331
2003-04-22,14.32,15.02460994873216,-0.0468970543086622
2003-04-23,14.33,15.04460994873216,-0.047499400194977004
2003-04-24,14.35,15.034609948732161,-0.045535597602243905
2003-04-25,14.34,15.529895324494069,-0.07661966160308509
2003-04-28,14.98,15.689895324494069,-0.04524538308332915
2003-04-29,15.14,15.549895324494068,-0.02636000538527128
2003-04-30,15.0,15.669895324494068,-0.04275046582135966
2003-05-01,15.12,15.819895324494068,-0.044241463684681626
2003-05-02,15.27,15.929895324494069,-0.041424963005212145
2003-05-05,15.38,16.44989532449407,-0.06503964331620893
2003-05-06,15.9,16.04989532449407,-0.009339333463771027
2003-05-07,15.5,15.769895324494069,-0.017114592008411256
2003-05-08,15.22,16.49989532449407,-0.07756990570686018
2003-05-09,15.95,17.219895324494072,-0.07374582136325403
2003-05-12,16.67,17.019895324494065,-0.020558018590779104
2003-05-13,16.47,16.969895324494072,-0.029457773011276722
2003-05-14,16.42,17.29989532449407,-0.050861309157649526
2003-05-15,16.75,17.17989532449407,-0.025023163201765897
2003-05-16,16.63,16.489895324494068,0.008496395686503844
2003-05-19,15.94,16.53989532449407,-0.036269596193010956
2003-05-20,15.99,16.24989532449407,-0.015993661454687613
2003-05-21,15.7,16.46989532449407,-0.0467456112698591
2003-05-22,15.92,16.239895324494068,-0.01969811492636786
2003-05-23,15.69,16.699895324494065,-0.060473152967182475
2003-05-27,16.15,16.82989532449407,-0.04039807208453394
2003-05-28,16.28,17.169895324494068,-0.051828814775857546
2003-05-29,16.62,16.959895324494067,-0.020041121598384892
2003-05-30,16.41,17.349895324494067,-0.05417296801595972
2003-06-02,16.8,17.55989532449407,-0.043274479172669245
2003-06-03,17.01,17.919895324494068,-0.0507757053273834
2003-06-04,17.37,17.919895324494068,-0.030686302265529042
2003-06-05,17.37,17.90989532449407,-0.030145085424128193
2003-06-06,17.36,17.779895324494067,-0.023616299018116682
2003-06-09,17.23,17.949895324494065,-0.040105822985592066
2003-06-10,17.4,18.14989532449407,-0.04131678508812431
2003-06-11,17.6,18.32989532449407,-0.03981993958900121
2003-06-12,17.78,17.959895324494067,-0.010016501836105918
2003-06-13,17.41,18.529895324494067,-0.06043721806748226
2003-06-16,17.98,18.529895324494067,-0.02967611607428655
2003-06-17,17.98,19.279895324494067,-0.06742232271575765
2003-06-18,18.73,19.109895324494065,-0.019879508393075063
2003-06-19,18.56,18.47989532449407,0.004334693140807699
2003-06-20,17.93,17.789895324494065,0.007875519948283838
2003-06-23,17.24,17.29989532449407,-0.0034621784334885053
2003-06-24,16.75,17.419895324494068,-0.038455760612529644
2003-06-25,16.87,17.67989532449407,-0.045808830291660385
2003-06-26,17.13,17.439895324494067,-0.017769333974087864
2003-06-27,16.89,17.33989532449407,-0.025945677068681783
2003-06-30,16.79,17.789895324494065,-0.056205801453893756
2003-07-01,17.24,18.40989532449407,-0.06354709268431002
2003-07-02,17.86,18.06989532449407,-0.011615746562159246
2003-07-03,17.52,18.769895324494065,-0.06659042593929632
2003-07-07,18.22,19.279895324494067,-0.05497412235156318
2003-07-08,18.73,19.349895324494067,-0.03203610738448659
2003-07-09,18.8,18.859895324494065,-0.0031758036544495827
2003-07-10,18.31,19.119895324494067,-0.042358773975950004
2003-07-11,18.57,19.15989532449407,-0.030788024386539603
2003-07-14,18.61,19.05989532449407,-0.02360429146302323
2003-07-15,18.51,18.779895324494067,-0.01437150313303659
2003-07-16,18.23,18.30989532449407,-0.004363505256482325
2003-07-17,17.76,18.439895324494067,-0.03687088850178821
2003-07-18,17.89,18.47989532449407,-0.03192092347580544
2003-07-21,17.93,19.21989532449407,-0.06711250517843403
2003-07-22,18.67,19.42989532449407,-0.03910959435463934
2003-07-23,18.88,19.129895324494065,-0.013063078509065185
2003-07-24,18.58,19.62989532449407,-0.05348450957779771
2003-07-25,19.08,19.630954519932622,-0.02806560014049253
2003-07-28,19.08,19.71095451993262,-0.032010348321516946
2003-07-29,19.16,19.83095451993262,-0.033833697679969355
2003-07-30,19.28,20.040954519932622,-0.03796997389399692
2003-07-31,19.49,19.700954519932623,-0.010707832441275267
2003-08-01,19.15,19.810954519932622,-0.03336308299873236
2003-08-04,19.26,19.410954519932623,-0.007776769544105111
2003-08-05,18.86,18.20095451993262,0.03620939107043153
2003-08-06,17.65,18.080954519932625,-0.023834721748652088
2003-08-07,17.53,18.13095451993262,-0.03314522240249107
2003-08-08,17.58,18.26095451993262,-0.03729019308324388
2003-08-11,17.71,18.38095451993262,-0.036502702795168984
2003-08-12,17.83,18.140954519932624,-0.017141023069704553
2003-08-13,17.59,18.35095451993262,-0.041466754173799525
2003-08-14,17.8,18.340954519932623,-0.029494349345053017
2003-08-15,17.79,18.820954519932624,-0.054776951872487434
2003-08-18,18.27,19.10095451993262,-0.043503298176302496
2003-08-19,18.55,19.12095451993262,-0.0298601473758765
2003-08-20,18.57,19.42095451993262,-0.04381630774425882
2003-08-21,18.87,19.340954519932623,-0.02435011774870055
2003-08-22,18.79,19.53095451993262,-0.03793744536020649
2003-08-25,18.98,19.650954519932622,-0.034143609627311
2003-08-26,19.1,19.560954519932622,-0.023565032036801048
2003-08-27,19.01,19.74095451993262,-0.0370273139120284
2003-08-28,19.19,19.69095451993262,-0.025440844902948512
2003-08-29,19.14,20.140954519932624,-0.049697471832430895
2003-09-02,19.59,20.790954519932622,-0.05776331811900448
2003-09-03,20.24,21.140954519932624,-0.042616548797887344
2003-09-04,20.59,20.970954519932622,-0.018165816895484133
2003-09-05,20.42,21.410954519932623,-0.04628259422110714
2003-09-08,20.86,21.33095451993262,-0.022078455021435683
2003-09-09,20.78,21.01095451993262,-0.01099210032145459
2003-09-10,20.46,21.26095451993262,-0.03767255694854654
2003-09-11,20.71,21.21095451993262,-0.023617726371618852
2003-09-12,20.66,20.94095451993262,-0.013416509723336412
2003-09-15,20.39,21.840954519932623,-0.06643274306571367
2003-09-16,21.29,21.69095451993262,-0.018484872095608784
2003-09-17,21.14,21.970954519932622,-0.037820592600050995
2003-09-18,21.42,21.570954519932624,-0.006998045440832601
2003-09-19,21.02,21.33095451993262,-0.014577618626585687
2003-09-22,20.78,21.700954519932623,-0.04243843371436551
2003-09-23,21.15,20.87095451993262,0.013370039199734673
2003-09-24,20.32,20.610954519932623,-0.014116499051571973
2003-09-25,20.06,20.51095451993262,-0.021986032853536064
2003-09-26,19.96,20.750954519932623,-0.03811653671993065
2003-09-29,20.2,20.140954519932624,0.0029316127996288355
2003-09-30,19.59,20.750954519932623,-0.0559470418007737
2003-10-01,20.2,20.540954519932622,-0.01659876709243313
2003-10-02,19.99,21.310954519932622,-0.061984765567262845
2003-10-03,20.76,21.35095451993262,-0.027678131175864817
2003-10-06,20.8,21.55095451993262,-0.03484553406848212
2003-10-07,21.0,21.340954519932623,-0.015976535614382614
2003-10-08,20.79,21.500954519932623,-0.03306618407445716
2003-10-09,20.95,21.340954519932623,-0.018319448624824597
2003-10-10,20.79,21.55095451993262,-0.035309550638641496
2003-10-13,21.0,21.69095451993262,-0.03185450042309923
2003-10-14,21.14,21.570954519932624,-0.019978463147488412
2003-10-15,21.02,21.590954519932623,-0.02644415370360409
2003-10-16,21.04,21.19095451993262,-0.007123535647751589
2003-10-17,20.64,21.630954519932622,-0.04581187201052417
2003-10-20,21.08,21.660954519932623,-0.02682035638817415
2003-10-21,21.11,21.180954519932623,-0.0033499207916173335
2003-10-22,20.63,20.71095451993262,-0.003908777833233623
2003-10-23,20.16,20.35095451993262,-0.009383074378432332
2003-10-24,19.8,20.5298268897865,-0.03554958810439768
2003-10-27,19.93,21.499826889786497,-0.07301579207283038
2003-10-28,20.9,21.419826889786496,-0.024268491639134693
2003-10-29,20.82,21.4598268897865,-0.029815100236946224
2003-10-30,20.86,21.5298268897865,-0.031111578054733746
2003-10-31,20.93,22.309826889786496,-0.061848390693617805
2003-11-03,21.71,22.179826889786497,-0.021182622034026988
2003-11-04,21.58,22.399826889786496,-0.036599697569998146
2003-11-05,21.8,23.499826889786497,-0.07233359197744882
2003-11-06,22.9,22.9398268897865,-0.0017361460475637802
2003-11-07,22.34,22.789826889786497,-0.019738056456588993
2003-11-10,22.19,22.949826889786497,-0.03310817521349785
2003-11-11,22.35,23.569826889786498,-0.05175374836185509
2003-11-12,22.97,23.299826889786498,-0.014155765677859145
2003-11-13,22.7,22.859826889786497,-0.006991605428906644
2003-11-14,22.26,22.649826889786496,-0.017211031752400685
2003-11-17,22.05,22.329826889786496,-0.012531529741257708
2003-11-18,21.73,22.649826889786496,-0.040610769091629306
2003-11-19,22.05,22.539826889786497,-0.02173161720281236
2003-11-20,21.94,22.769826889786497,-0.036444145746172496
2003-11-21,22.17,23.399826889786496,-0.052557093502400454
2003-11-24,22.8,23.219826889786496,-0.018080534871307008
2003-11-25,22.62,23.409826889786498,-0.03373911705989985
2003-11-26,22.81,23.299826889786498,-0.02102276948680748
2003-11-28,22.7,23.7798268897865,-0.0454093671409479
2003-12-01,23.18,23.7098268897865,-0.022346299374068068
2003-12-02,23.11,23.899826889786496,-0.03304738956598996
2003-12-03,23.3,24.579826889786496,-0.052068181583422524
2003-12-04,23.98,24.3498268897865,-0.01518807059534466
2003-12-05,23.75,24.889826889786498,-0.04579489021091687
2003-12-08,24.29,23.829826889786496,0.019310803739440274
2003-12-09,23.23,24.379826889786496,-0.04716304570104213
2003-12-10,23.78,24.5298268897865,-0.030567964998509778
2003-12-11,23.93,24.6898268897865,-0.03077489741739825
2003-12-12,24.09,24.579826889786496,-0.019928004049126535
2003-12-15,23.98,24.3698268897865,-0.015996292938374346
2003-12-16,23.77,24.089826889786497,-0.013276429558823244
2003-12-17,23.49,24.769826889786497,-0.05166878620028703
2003-12-18,24.17,24.389826889786498,-0.009013056582150236
2003-12-19,23.79,24.579826889786496,-0.03213313475835289
2003-12-22,23.98,24.539826889786497,-0.022812992622189054
2003-12-23,23.94,24.469826889786496,-0.02165225329026088
2003-12-24,23.87,24.3498268897865,-0.019705556510044908
2003-12-26,23.75,24.999826889786497,-0.04999342176633648
2003-12-29,24.4,24.719826889786496,-0.012938071581667931
2003-12-30,24.12,24.829826889786496,-0.028587669698111107
2003-12-31,24.23,24.8498268897865,-0.02494290574077407
2004-01-02,24.25,25.3698268897865,-0.044140107642489435
2004-01-05,24.77,25.659826889786498,-0.03467782123427654
2004-01-06,25.06,26.159826889786498,-0.04204259051178583
2004-01-07,25.56,26.9398268897865,-0.05121884767231466
2004-01-08,26.34,27.079826889786496,-0.027320222274594075
2004-01-09,26.48,27.629826889786496,-0.041615421420231
2004-01-12,27.03,27.489826889786496,-0.01672716571224886
2004-01-13,26.89,27.999826889786497,-0.039636919690790307
2004-01-14,27.4,27.7598268897865,-0.012962144584514279
2004-01-15,27.16,29.729826889786498,-0.0864393492539759
2004-01-16,29.13,29.4598268897865,-0.011195819005333285
2004-01-20,28.86,29.199826889786497,-0.011637976179419085
2004-01-21,28.6,28.819826889786498,-0.007627627002312121
2004-01-22,28.22,27.929826889786497,0.010389363004595475
2004-01-23,27.33,28.79423347398031,-0.050851621916015
2004-01-26,28.2,28.09423347398031,0.0037647058823528923
2004-01-27,27.5,27.374233473980308,0.004594339642030043
2004-01-28,26.78,26.55423347398031,0.008502091624708719
2004-01-29,25.96,26.30423347398031,-0.013086618711806164
2004-01-30,25.71,26.79423347398031,-0.04046517975717423
2004-02-02,26.2,27.00423347398031,-0.029781755322002446
2004-02-03,26.41,24.67423347398031,0.07034733329609244
2004-02-04,24.08,24.41423347398031,-0.013690107221122627
2004-02-05,23.82,25.33423347398031,-0.05977025022428695
2004-02-06,24.74,25.26423347398031,-0.02075002491250011
2004-02-09,24.67,25.374233473980308,-0.027753881696661042
2004-02-10,24.78,24.83423347398031,-0.002183819123595221
2004-02-11,24.24,24.64423347398031,-0.0164027610924522
2004-02-12,24.05,24.65423347398031,-0.0245083050186089
2004-02-13,24.06,24.84423347398031,-0.03156601610597687
2004-02-17,24.25,24.68423347398031,-0.017591531632450197
2004-02-18,24.09,24.27423347398031,-0.007589672159073135
2004-02-19,23.68,23.784233473980308,-0.004382460931286247
2004-02-20,23.19,23.34423347398031,-0.006606919612598072
2004-02-23,22.75,23.64423347398031,-0.03782036220224205
2004-02-24,23.05,24.17423347398031,-0.046505444534171714
2004-02-25,23.58,23.944233473980308,-0.015211740830046394
2004-02-26,23.35,23.75423347398031,-0.01701732343512974
2004-02-27,23.16,24.124233473980308,-0.039969496855529196
2004-03-01,23.53,23.624233473980308,-0.003988847895703973
2004-03-02,23.03,23.29423347398031,-0.011343299803166174
2004-03-03,22.7,23.784233473980308,-0.04558622732855566
2004-03-04,23.19,23.48423347398031,-0.01252897925351959
2004-03-05,22.89,22.95423347398031,-0.002798327988304261
2004-03-08,22.36,22.71423347398031,-0.015595220256324982
2004-03-09,22.12,22.80423347398031,-0.030004668859447636
2004-03-10,22.21,22.93423347398031,-0.031578708518947285
2004-03-11,22.34,23.72423347398031,-0.05834681552508225
2004-03-12,23.13,23.374233473980308,-0.01044883350943615
2004-03-15,22.78,23.71423347398031,-0.03939547424146628
2004-03-16,23.12,24.09423347398031,-0.04043430039110385
2004-03-17,23.5,23.76423347398031,-0.011118956320203655
2004-03-18,23.17,23.09423347398031,0.0032807551766138587
2004-03-19,22.5,22.944233473980308,-0.019361443235141662
2004-03-22,22.35,22.95423347398031,-0.026323400198278724
2004-03-23,22.36,23.26423347398031,-0.03886796764619993
2004-03-24,22.67,24.17423347398031,-0.06222466063295751
2004-03-25,23.58,23.99423347398031,-0.01726387610712843
2004-03-26,23.4,24.444233473980308,-0.04271901080849372
2004-03-29,23.85,24.52423347398031,-0.02749254017238323
2004-03-30,23.93,24.16423347398031,-0.009693395581222508
2004-03-31,23.57,24.33423347398031,-0.03140569333311749
2004-04-01,23.74,25.02423347398031,-0.05131959287846444
2004-04-02,24.43,25.40423347398031,-0.038349256826746836
2004-04-05,24.81,25.24423347398031,-0.017201293690611852
2004-04-06,24.65,24.83423347398031,-0.007418528708499794
2004-04-07,24.24,24.74423347398031,-0.02037781750283496
2004-04-08,24.15,24.72423347398031,-0.023225531929417786
2004-04-12,24.13,24.21423347398031,-0.0034786760469137645
2004-04-13,23.62,23.854233473980308,-0.009819367041737248
2004-04-14,23.26,23.41423347398031,-0.006587167337837707
2004-04-15,22.82,23.07423347398031,-0.01101806802236771
2004-04-16,22.48,23.45423347398031,-0.04153763861270954
2004-04-19,22.86,22.70423347398031,0.006860682004446561
2004-04-20,22.11,22.96423347398031,-0.03719843185483218
2004-04-21,22.37,23.74423347398031,-0.05787651454346743
2004-04-22,23.15,23.91423347398031,-0.03195726406250199
2004-04-23,23.32,23.73423347398031,-0.017452995666973226
2004-04-26,23.14,23.534233473980308,-0.01675148988456221
2004-04-27,22.94,22.96423347398031,-0.0010552703188533297
2004-04-28,22.37,22.50423347398031,-0.00596480987168535
2004-04-29,21.91,21.50423347398031,0.01886914623163194
2004-04-30,20.91,21.676589147286823,-0.03536484186133004
2004-05-03,21.12,21.926589147286823,-0.036785892318624835
2004-05-04,21.37,21.816589147286823,-0.020470163519688445
2004-05-05,21.26,22.05658914728682,-0.03611569957473726
2004-05-06,21.5,22.246589147286823,-0.033559713012359715
2004-05-07,21.69,22.176589147286823,-0.02194156838344785
2004-05-10,21.62,22.80658914728682,-0.052028347580768464
2004-05-11,22.25,22.516589147286822,-0.011839677206125443
2004-05-12,21.96,22.316589147286823,-0.01597865807061183
2004-05-13,21.76,21.79658914728682,-0.0016786638973452783
2004-05-14,21.24,21.48658914728682,-0.011476421203779563
2004-05-17,20.93,21.55658914728682,-0.029067174913693927
2004-05-18,21.0,21.91658914728682,-0.04182170597473156
2004-05-19,21.36,22.07658914728682,-0.03245923283284413
2004-05-20,21.52,22.196589147286822,-0.030481671881984806
2004-05-21,21.64,22.20658914728682,-0.025514460754367807
2004-05-24,21.65,22.79658914728682,-0.05029652198751344
2004-05-25,22.24,22.906589147286823,-0.029100323186517674
2004-05-26,22.35,23.09658914728682,-0.032324649433118635
2004-05-27,22.54,22.926589147286823,-0.01686204366481492
2004-05-28,22.37,22.79658914728682,-0.01871284973952303
2004-06-01,22.24,22.96658914728682,-0.03163678953923632
2004-06-02,22.41,22.906589147286823,-0.02167887781519151
2004-06-03,22.35,23.336589147286823,-0.042276492981045855
2004-06-04,22.78,24.446589147286822,-0.06817266561179092
2004-06-07,23.89,24.29658914728682,-0.016734412588617298
2004-06-08,23.74,24.11658914728682,-0.01561535692244398
2004-06-09,23.56,24.376589147286822,-0.033498909234301655
2004-06-10,23.82,23.876589147286822,-0.002370068309914042
2004-06-14,23.32,24.196589147286822,-0.03622779813927268
2004-06-15,23.64,24.43658914728682,-0.032598213379352314
2004-06-16,23.88,23.91658914728682,-0.0015298647755117578
2004-06-17,23.36,23.976589147286823,-0.025716299491105765
2004-06-18,23.42,23.426589147286823,-0.0002812678894650311
2004-06-21,22.87,23.77658914728682,-0.038129487020650776
2004-06-22,23.22,24.52658914728682,-0.0532723543188377
2004-06-23,23.97,24.23658914728682,-0.010999449867584388
2004-06-24,23.68,23.98658914728682,-0.012781690027049986
2004-06-25,23.43,23.856589147286822,-0.01788139723801796
2004-06-28,23.3,24.266589147286822,-0.03983209759806283
2004-06-29,23.71,24.25658914728682,-0.02253363586973889
2004-06-30,23.7,23.66658914728682,0.0014117307950567426
2004-07-01,23.11,23.50658914728682,-0.016871403367025528
2004-07-02,22.95,22.926589147286823,0.0010211223554790205
2004-07-06,22.37,22.976589147286823,-0.02640031309253099
2004-07-07,22.42,22.726589147286823,-0.013490328236229088
2004-07-08,22.17,22.91658914728682,-0.032578545720239105
2004-07-09,22.36,22.84658914728682,-0.021298109059076142
2004-07-12,22.29,22.696589147286822,-0.017914107914996036
2004-07-13,22.14,22.656589147286823,-0.022800834844493134
2004-07-14,22.1,22.68658914728682,-0.025856207095678485
2004-07-15,22.13,22.086589147286823,0.001965484685013452
2004-07-16,21.53,21.91658914728682,-0.01763911093504611
2004-07-19,21.36,22.43658914728682,-0.04798363691644325
2004-07-20,21.88,21.726589147286823,0.007060972694479917
2004-07-21,21.17,21.946589147286822,-0.03538541420149688
2004-07-22,21.39,21.48658914728682,-0.004495322483467179
2004-07-23,20.93,21.09658914728682,-0.007896496733371006
2004-07-26,20.54,21.266589147286822,-0.03416575842297309
2004-07-27,20.71,21.05658914728682,-0.01645989029194117
2004-07-28,20.5,21.356589147286822,-0.04010889292196007
2004-07-29,20.8,21.476589147286823,-0.031503566169039376
2004-07-30,20.92,21.784152046783625,-0.03966884021594097
2004-08-02,21.24,21.284152046783625,-0.002074409480188777
2004-08-03,20.74,21.664152046783627,-0.04265812226520227
2004-08-04,21.12,21.154152046783626,-0.0016144370480128956
2004-08-05,20.61,20.474152046783626,0.006635095456259066
2004-08-06,19.93,20.594152046783627,-0.032249545661063195
2004-08-09,20.05,21.004152046783627,-0.04542683011713089
2004-08-10,20.46,18.834152046783625,0.0863244572507329
2004-08-11,18.29,18.334152046783625,-0.0024081859183322507
2004-08-12,17.79,18.404152046783626,-0.03337029846430539
2004-08-13,17.86,18.774152046783627,-0.04869205514611985
2004-08-16,18.23,19.224152046783626,-0.051713700784527306
2004-08-17,18.68,19.534152046783625,-0.04372608776352105
2004-08-18,18.99,19.644152046783628,-0.03330009079677909
2004-08-19,19.1,19.424152046783625,-0.01668809253566872
2004-08-20,18.88,19.724152046783626,-0.04279788782713634
2004-08-23,19.18,19.514152046783625,-0.017123575033264227
2004-08-24,18.97,19.864152046783627,-0.04501335091866698
2004-08-25,19.32,19.714152046783628,-0.01999335532404667
2004-08-26,19.17,20.014152046783625,-0.04217775725948292
2004-08-27,19.47,19.574152046783627,-0.005320896993887492
2004-08-30,19.03,19.304152046783628,-0.014201714020860345
2004-08-31,18.76,19.634152046783626,-0.04452201677468537
2004-09-01,19.09,19.844152046783627,-0.038003742614230895
2004-09-02,19.3,19.294152046783626,0.00030309459582333886
2004-09-03,18.75,19.594152046783627,-0.04308183608905869
2004-09-07,19.05,19.854152046783625,-0.0405029660742372
2004-09-08,19.31,20.474152046783626,-0.05685959760988046
2004-09-09,19.93,21.004152046783627,-0.05113998624610572
2004-09-10,20.46,20.794152046783626,-0.0160695202204848
2004-09-13,20.25,20.894152046783624,-0.030829298329088317
2004-09-14,20.35,20.104152046783625,0.012228715374031918
2004-09-15,19.56,20.134152046783626,-0.028516326163104844
2004-09-16,19.59,19.704152046783626,-0.005793299123585505
2004-09-17,19.16,19.844152046783627,-0.03447625502821705
2004-09-20,19.3,20.194152046783625,-0.044277771342522754
2004-09-21,19.65,19.504152046783627,0.007477790004227547
2004-09-22,18.96,19.444152046783625,-0.024899622550714984
2004-09-23,18.9,18.944152046783625,-0.0023306425473460513
2004-09-24,18.4,18.584152046783625,-0.009909090623023475
2004-09-27,18.04,18.614152046783627,-0.030844920861320513
2004-09-28,18.07,18.854152046783625,-0.041590417051791784
2004-09-29,18.31,18.644152046783628,-0.017922619701080778
2004-09-30,18.1,19.474152046783626,-0.07056286936049583
2004-10-01,18.93,19.504152046783627,-0.029437426728751825
2004-10-04,18.96,19.644152046783628,-0.034827262849232765
2004-10-05,19.1,20.074152046783627,-0.04852768099560689
2004-10-06,19.53,19.674152046783625,-0.007326976351552106
2004-10-07,19.13,19.324152046783627,-0.010047118565077895
2004-10-08,18.78,19.524152046783627,-0.038114436160940235
2004-10-11,18.98,19.704152046783626,-0.0367512413152451
2004-10-12,19.16,19.404152046783626,-0.012582464113606862
2004-10-13,18.86,19.134152046783626,-0.014327891098247614
2004-10-14,18.59,19.024152046783627,-0.022821098449800736
2004-10-15,18.48,19.194152046783625,-0.037206751569069496
2004-10-18,18.65,19.244152046783626,-0.030874420724758878
2004-10-19,18.7,18.994152046783626,-0.015486453201970507
