date,MGM,dcf,Deviation
2001-02-20,13.5,,
2001-02-21,13.1,,
2001-02-22,13.38,,
2001-02-23,13.26,,
2001-02-26,13.37,,
2001-02-27,13.38,,
2001-02-28,13.44,,
2001-03-01,13.36,,
2001-03-02,13.13,,
2001-03-05,13.29,,
2001-03-06,13.26,,
2001-03-07,13.33,,
2001-03-08,13.61,,
2001-03-09,13.65,,
2001-03-12,13.48,,
2001-03-13,13.34,,
2001-03-14,13.01,,
2001-03-15,13.25,,
2001-03-16,13.18,,
2001-03-19,12.83,,
2001-03-20,13.13,,
2001-03-21,12.58,,
2001-03-22,12.0,,
2001-03-23,12.0,,
2001-03-26,12.14,,
2001-03-27,12.37,,
2001-03-28,12.31,,
2001-03-29,12.26,,
2001-03-30,12.55,,
2001-04-02,12.35,13.869562545995409,-0.10956095702053392
2001-04-03,12.2,13.87956254599541,-0.1210097609654135
2001-04-04,12.21,14.299562545995409,-0.14612772518559247
2001-04-05,12.63,14.199562545995411,-0.11053597890155153
2001-04-06,12.53,14.529562545995406,-0.13762028551551397
2001-04-09,12.86,15.149562545995407,-0.1511306045335694
2001-04-10,13.48,15.17956254599541,-0.11196386857958429
2001-04-11,13.51,15.17956254599541,-0.10998752704081483
2001-04-12,13.51,14.92956254599541,-0.09508400139803042
2001-04-16,13.26,15.229562545995408,-0.12932495861565652
2001-04-17,13.56,16.369562545995404,-0.17163333095194566
2001-04-18,14.7,16.399562545995405,-0.1036346269132905
2001-04-19,14.73,16.049562545995407,-0.08221797586156987
2001-04-20,14.38,16.169562545995408,-0.11067476568428347
2001-04-23,14.5,16.469562545995412,-0.11958803037390409
2001-04-24,14.8,16.899562545995405,-0.12423768605140173
2001-04-25,15.23,16.56956254599541,-0.08084477440348359
2001-04-26,14.9,16.43956254599541,-0.09364984875284532
2001-04-27,14.77,16.709562545995407,-0.11607500439682306
2001-04-30,15.04,16.949562545995413,-0.11266146490881424
2001-05-01,15.28,17.249562545995403,-0.11418043447441806
2001-05-02,15.58,17.159562545995406,-0.09205144605297844
2001-05-03,15.49,16.849562545995408,-0.0806882993124668
2001-05-04,15.18,16.649562545995405,-0.0882643337886897
2001-05-07,14.98,16.67956254599541,-0.10189491129091133
2001-05-08,15.01,16.719562545995412,-0.10224923895541027
2001-05-09,15.05,16.93956254599541,-0.11154730477040042
2001-05-10,15.27,16.899562545995405,-0.09642631527060175
2001-05-11,15.23,17.199562545995413,-0.11451236278413301
2001-05-14,15.53,17.499562545995403,-0.11254924463503901
2001-05-15,15.83,17.669562545995408,-0.10410911652209087
2001-05-16,16.0,18.03956254599541,-0.11306053241563607
2001-05-17,16.37,17.60956254599541,-0.07039144457778124
2001-05-18,15.94,17.28956254599541,-0.07805648884436311
2001-05-21,15.62,17.269562545995406,-0.09551849050038153
2001-05-22,15.6,17.499562545995403,-0.10854914464305276
2001-05-23,15.83,17.149562545995405,-0.07694438516762847
2001-05-24,15.48,17.369562545995404,-0.10878584541157865
2001-05-25,15.7,17.419562545995408,-0.0987144505756099
2001-05-29,15.75,16.98956254599541,-0.07296023912561445
2001-05-30,15.32,17.389562545995403,-0.11901176585215467
2001-05-31,15.72,17.119562545995404,-0.0817522376658385
2001-06-01,15.45,17.159562545995406,-0.09962739675985355
2001-06-04,15.49,17.17956254599541,-0.09834723913789356
2001-06-05,15.51,16.969562545995412,-0.08601061707037638
2001-06-06,15.3,16.699562545995413,-0.08380833582560099
2001-06-07,15.03,16.729562545995407,-0.10159037579869268
2001-06-08,15.06,16.699562545995413,-0.09817996977343468
2001-06-11,15.03,16.42956254599541,-0.0851856245153979
2001-06-12,14.76,16.459562545995407,-0.10325684788074208
2001-06-13,14.79,16.419562545995408,-0.09924518643116009
2001-06-14,14.75,16.339562545995413,-0.09728305403041482
2001-06-15,14.67,16.42956254599541,-0.10709734608389132
2001-06-18,14.76,16.639562545995403,-0.11295744950024256
2001-06-19,14.97,16.419562545995408,-0.08828265320314177
2001-06-20,14.75,16.269562545995406,-0.09339910287688902
2001-06-21,14.6,16.349562545995408,-0.1070097466567348
2001-06-22,14.68,16.07956254599541,-0.08703983967175588
2001-06-25,14.41,15.699562545995411,-0.08214003047647644
2001-06-26,14.03,15.769562545995406,-0.11031140153200758
2001-06-27,14.1,15.869562545995404,-0.11150669975096095
2001-06-28,14.2,16.649562545995405,-0.14712473911721968
2001-06-29,14.98,16.59666493133122,-0.09740902392258788
2001-07-02,15.25,16.64666493133122,-0.08390058531799438
2001-07-03,15.3,16.73666493133122,-0.08583937942389985
2001-07-05,15.39,15.72666493133122,-0.021407268025435133
2001-07-06,14.38,15.756664931331215,-0.08737032470581996
2001-07-09,14.41,15.90666493133122,-0.09409042925039879
2001-07-10,14.56,16.306664931331223,-0.10711355992697347
2001-07-11,14.96,16.626664931331216,-0.10024048347727021
2001-07-12,15.28,16.706664931331222,-0.08539495687470777
2001-07-13,15.36,16.706664931331222,-0.08060644879551782
2001-07-16,15.36,16.96666493133122,-0.0946953887422094
2001-07-17,15.62,17.326664931331223,-0.09849933256602195
2001-07-18,15.98,17.376664931331216,-0.08037589128008915
2001-07-19,16.03,17.15666493133122,-0.0656692274308932
2001-07-20,15.81,16.826664931331223,-0.060419871405307024
2001-07-23,15.48,15.576664931331221,-0.006205752756277549
2001-07-24,14.23,16.296664931331218,-0.12681520667200707
2001-07-25,14.95,16.48666493133122,-0.09320653617524222
2001-07-26,15.14,16.496664931331217,-0.08223873958636196
2001-07-27,15.15,16.686664931331222,-0.09208939819040463
2001-07-30,15.34,16.796664931331218,-0.08672346190665903
2001-07-31,15.45,16.59666493133122,-0.06909008141548623
2001-08-01,15.25,16.21666493133122,-0.05960935466228856
2001-08-02,14.87,16.09666493133122,-0.07620615429122757
2001-08-03,14.75,15.996664931331217,-0.07793280266122771
2001-08-06,14.65,15.596664931331219,-0.06069662556060429
2001-08-07,14.25,15.66666493133122,-0.0904254311648729
2001-08-08,14.32,15.52666493133122,-0.07771565475701703
2001-08-09,14.18,15.826664931331221,-0.10404370968083143
2001-08-10,14.48,16.28666493133122,-0.11092909069773249
2001-08-13,14.94,16.226664931331218,-0.0792932458256943
2001-08-14,14.88,15.96666493133122,-0.06805835382684511
2001-08-15,14.62,15.786664931331218,-0.07390192522651073
2001-08-16,14.44,15.796664931331218,-0.08588299728003979
2001-08-17,14.45,15.596664931331219,-0.07351987981916264
2001-08-20,14.25,15.556664931331223,-0.08399389824869152
2001-08-21,14.21,15.65666493133122,-0.09239930327922108
2001-08-22,14.31,15.756664931331215,-0.0918128891891713
2001-08-23,14.41,15.996664931331217,-0.09918723297276555
2001-08-24,14.65,15.936664931331222,-0.08073614754876723
2001-08-27,14.59,15.846664931331219,-0.07930153989983124
2001-08-28,14.5,15.90666493133122,-0.08843242360380166
2001-08-29,14.56,15.636664931331216,-0.06885515140596898
2001-08-30,14.29,15.926664931331224,-0.10276256444069143
2001-08-31,14.58,15.856664931331219,-0.08051282768854207
2001-09-04,14.51,16.046664931331218,-0.09576226199693805
2001-09-05,14.7,15.936664931331222,-0.07759872825712488
2001-09-06,14.59,15.58666493133122,-0.06394343727295981
2001-09-07,14.24,15.506664931331215,-0.08168519387891837
2001-09-10,14.16,12.346664931331219,0.1468684117333754
2001-09-17,11.0,11.786664931331218,-0.0667419440456063
2001-09-18,10.44,11.26666493133122,-0.07337263834236929
2001-09-19,9.92,10.22666493133122,-0.029986797591431524
2001-09-20,8.88,10.346664931331219,-0.1417524333749266
2001-09-21,9.0,10.97666493133122,-0.18007882573596012
2001-09-24,9.63,11.496664931331217,-0.16236577672574415
2001-09-25,10.15,12.02666493133122,-0.15604200682786407
2001-09-26,10.68,12.15666493133122,-0.12146957571606909
2001-09-27,10.81,12.58666493133122,-0.14115454260712668
2001-09-28,11.24,11.53673100108487,-0.02572054432550841
2001-10-01,10.7,12.20673100108487,-0.12343443965062884
2001-10-02,11.37,12.53673100108487,-0.09306501040693205
2001-10-03,11.7,12.26673100108487,-0.046200654521139195
2001-10-04,11.43,12.696731001084867,-0.09976827901423069
2001-10-05,11.86,12.146731001084872,-0.023605610518522502
2001-10-08,11.31,11.846731001084875,-0.04530625377040487
2001-10-09,11.01,11.856731001084873,-0.07141352882235397
2001-10-10,11.02,13.636731001084874,-0.19188843725645832
2001-10-11,12.8,12.976731001084877,-0.0136190694767504
2001-10-12,12.14,12.836731001084873,-0.05427635751080162
2001-10-15,12.0,13.03673100108487,-0.07952384696735693
2001-10-16,12.2,12.386731001084874,-0.0150750832538884
2001-10-17,11.55,12.236731001084873,-0.05612046232151291
2001-10-18,11.4,12.126731001084872,-0.059928021906304196
2001-10-19,11.29,12.28673100108487,-0.08112255416000103
2001-10-22,11.45,12.116731001084869,-0.0550256501547467
2001-10-23,11.28,12.136731001084874,-0.07058993076540077
2001-10-24,11.3,12.57673100108487,-0.10151533025352444
2001-10-25,11.74,12.336731001084873,-0.04837026932275634
2001-10-26,11.5,12.116731001084869,-0.0508991246095708
2001-10-29,11.28,11.716731001084874,-0.03727413397511958
2001-10-30,10.88,11.986731001084873,-0.09232967695568595
2001-10-31,11.15,12.086731001084873,-0.07750077345154738
2001-11-01,11.25,12.086731001084873,-0.06922723778743567
2001-11-02,11.25,12.156731001084875,-0.07458674548313671
2001-11-05,11.32,12.93673100108487,-0.12497214334512263
2001-11-06,12.1,13.166731001084871,-0.08101714852357644
2001-11-07,12.33,13.466731001084874,-0.08441031464824678
2001-11-08,12.63,13.216731001084874,-0.04439305006939398
2001-11-09,12.38,12.866731001084869,-0.037828645134792116
2001-11-12,12.03,13.566731001084872,-0.11327201821588317
2001-11-13,12.73,13.74673100108487,-0.073961656848063
2001-11-14,12.91,13.986731001084873,-0.07698231995749094
2001-11-15,13.15,14.166731001084871,-0.07176892121457035
2001-11-16,13.33,14.236731001084873,-0.06368955071327664
2001-11-19,13.4,13.946731001084867,-0.03920137278351021
2001-11-20,13.11,13.53673100108487,-0.03152393299761014
2001-11-21,12.7,13.966731001084874,-0.09069631261506217
2001-11-23,13.13,14.116731001084869,-0.06989798141007564
2001-11-26,13.28,14.01673100108487,-0.0525608289855779
2001-11-27,13.18,13.776731001084872,-0.04331441189044649
2001-11-28,12.94,13.846731001084875,-0.06548339828468064
2001-11-29,13.01,14.01673100108487,-0.07182352297457595
2001-11-30,13.18,13.916731001084871,-0.05293850984311188
2001-12-03,13.08,13.866731001084869,-0.05673514550929981
2001-12-04,13.03,14.43673100108487,-0.0974411035974252
2001-12-05,13.6,14.866731001084869,-0.08520575242751294
2001-12-06,14.03,14.716731001084874,-0.04666328419227417
2001-12-07,13.88,14.676731001084875,-0.05428531742020626
2001-12-10,13.84,14.976731001084877,-0.07589980757499981
2001-12-11,14.14,14.636731001084874,-0.033937291123820934
2001-12-12,13.8,14.476731001084877,-0.04674611975826326
2001-12-13,13.64,14.616731001084869,-0.06682280743980129
2001-12-14,13.78,14.526731001084872,-0.05140392570283747
2001-12-17,13.69,14.836731001084873,-0.07729000417956111
2001-12-18,14.0,14.726731001084877,-0.049347747373897244
2001-12-19,13.89,14.586731001084873,-0.04776471171183272
2001-12-20,13.75,14.82673100108487,-0.07262093046714646
2001-12-21,13.99,14.82673100108487,-0.05643395034439125
2001-12-24,13.99,15.18673100108487,-0.07880109294089566
2001-12-26,14.35,15.276731001084872,-0.060662912832533444
2001-12-27,14.44,15.306731001084875,-0.05662417409853515
2001-12-28,14.47,15.276731001084872,-0.05280782917677751
2001-12-31,14.44,15.84672096500031,-0.08877047611977584
2002-01-02,14.53,15.796720965000315,-0.0801888548773445
2002-01-03,14.48,16.06672096500031,-0.09875823252652594
2002-01-04,14.75,16.306720965000313,-0.09546499068338499
2002-01-07,14.99,16.266720965000307,-0.07848668258017799
2002-01-08,14.95,16.266720965000307,-0.08094569076542113
2002-01-09,14.95,16.44672096500031,-0.09100421708287199
2002-01-10,15.13,16.216720965000313,-0.06701237366948132
2002-01-11,14.9,15.746720965000312,-0.05377125605275468
2002-01-14,14.43,15.516720965000308,-0.07003547769219598
2002-01-15,14.2,15.84672096500031,-0.10391556515933631
2002-01-16,14.53,15.916720965000309,-0.08712353304739129
2002-01-17,14.6,15.916720965000309,-0.08272564229125334
2002-01-18,14.6,16.016720965000307,-0.08845262198774151
2002-01-22,14.7,16.24672096500031,-0.09520203912730163
2002-01-23,14.93,16.87672096500031,-0.11534947867168666
2002-01-24,15.56,17.02672096500031,-0.08614230350137675
2002-01-25,15.71,17.24672096500031,-0.08910221068218471
2002-01-28,15.93,17.06672096500031,-0.06660453213780482
2002-01-29,15.75,17.07672096500031,-0.0776917868318805
2002-01-30,15.76,17.596720965000312,-0.10437859238965774
2002-01-31,16.28,18.47672096500031,-0.1188912777955281
2002-02-01,17.16,18.49672096500031,-0.07226799644810922
2002-02-04,17.18,17.016720965000307,0.009595211400335257
2002-02-05,15.7,16.796720965000315,-0.06529375389908398
2002-02-06,15.48,16.87672096500031,-0.08276020963413988
2002-02-07,15.56,16.896720965000306,-0.07911126471042373
2002-02-08,15.58,16.81672096500031,-0.07354114797850475
2002-02-11,15.5,16.81672096500031,-0.07829831795037379
2002-02-12,15.5,17.016720965000307,-0.08913121206605379
2002-02-13,15.7,17.046720965000315,-0.07900176038343987
2002-02-14,15.73,16.966720965000313,-0.07289098273917949
2002-02-15,15.65,16.99672096500031,-0.07923416332911981
2002-02-19,15.68,17.216720965000313,-0.0892574705789968
2002-02-20,15.9,17.22672096500031,-0.07701529314231204
2002-02-21,15.91,17.61672096500031,-0.09688074008727887
2002-02-22,16.3,18.146720965000306,-0.10176609694732663
2002-02-25,16.83,18.31672096500031,-0.08116741898515278
2002-02-26,17.0,18.296720965000315,-0.07087176808788875
2002-02-27,16.98,18.516720965000307,-0.08299098787009673
2002-02-28,17.2,18.74672096500031,-0.08250621364066835
2002-03-01,17.43,19.19672096500031,-0.0920324345090715
2002-03-04,17.88,19.646720965000306,-0.08992446974472923
2002-03-05,18.33,18.81672096500031,-0.02586640711235655
2002-03-06,17.5,18.77672096500031,-0.06799488405777088
2002-03-07,17.46,18.966720965000306,-0.0794402452474885
2002-03-08,17.65,19.016720965000307,-0.07186943361664277
2002-03-11,17.7,19.36672096500031,-0.08606108220449005
2002-03-12,18.05,19.22672096500031,-0.06120237388072436
2002-03-13,17.91,19.306720965000313,-0.07234376917407792
2002-03-14,17.99,19.19672096500031,-0.06286078581859988
2002-03-15,17.88,19.646720965000306,-0.08992446974472923
2002-03-18,18.33,19.56672096500031,-0.06320532536915502
2002-03-19,18.25,19.456720965000308,-0.06202077766192027
2002-03-20,18.14,19.31672096500031,-0.06091722125781052
2002-03-21,18.0,19.646720965000306,-0.08381658027992867
2002-03-22,18.33,19.32672096500031,-0.05157217133756531
2002-03-25,18.01,19.146720965000306,-0.059368962815001036
2002-03-26,17.83,18.94672096500031,-0.05894006498872262
2002-03-27,17.63,19.436720965000312,-0.09295400022738787
2002-03-28,18.12,19.096844162910525,-0.051152125166718854
2002-04-01,17.75,18.766844162910527,-0.05418301308859086
2002-04-02,17.42,18.436844162910532,-0.05515283168450924
2002-04-03,17.09,18.726844162910528,-0.0874063002111366
2002-04-04,17.38,18.64684416291053,-0.06793879714135997
2002-04-05,17.3,18.94684416291053,-0.08691918024714196
2002-04-08,17.6,19.216844162910526,-0.08413682023977254
2002-04-09,17.87,19.546844162910524,-0.08578592784262729
2002-04-10,18.2,19.426844162910523,-0.06315200516472963
2002-04-11,18.08,19.516844162910527,-0.07362072222931837
2002-04-12,18.17,19.596844162910525,-0.0728098948508763
2002-04-15,18.25,19.27684416291052,-0.053268271208324336
2002-04-16,17.93,20.486844162910526,-0.12480419837133572
2002-04-17,19.14,20.596844162910525,-0.07073142620236528
2002-04-18,19.25,20.89684416291053,-0.07880827124286482
2002-04-19,19.55,20.89684416291053,-0.06445203650898734
2002-04-22,19.55,21.24684416291052,-0.07986335052396198
2002-04-23,19.9,21.826844162910525,-0.08827864204870872
2002-04-24,20.48,22.266844162910523,-0.08024685266746678
2002-04-25,20.92,22.096844162910525,-0.05325847230645964
2002-04-26,20.75,21.426844162910523,-0.03158860715859069
2002-04-29,20.08,21.426844162910523,-0.06285779430093996
2002-04-30,20.08,21.49684416291052,-0.06590940289528946
2002-05-01,20.15,21.516844162910527,-0.0635243789731309
2002-05-02,20.17,21.856844162910527,-0.07717693141505655
2002-05-03,20.51,21.436844162910532,-0.04323603585802671
2002-05-06,20.09,21.456844162910524,-0.06370201286511645
2002-05-07,20.11,21.156844162910527,-0.049480166080049015
2002-05-08,19.81,20.426844162910523,-0.03019772207547078
2002-05-09,19.08,19.89684416291053,-0.041053955904886696
2002-05-10,18.55,20.576844162910525,-0.09850121558309133
2002-05-13,19.23,20.966844162910526,-0.08283765307813618
2002-05-14,19.62,20.706844162910524,-0.0524871947825466
2002-05-15,19.36,20.74684416291052,-0.0668460297874992
2002-05-16,19.4,20.846844162910525,-0.0694035102677395
2002-05-17,19.5,20.826844162910525,-0.06370836371232058
2002-05-20,19.48,20.376844162910526,-0.04401290777611877
2002-05-21,19.03,19.816844162910524,-0.039705825833923236
2002-05-22,18.47,20.176844162910523,-0.08459420854565947
2002-05-23,18.83,20.046844162910524,-0.06070003602671081
2002-05-24,18.7,20.24684416291052,-0.07639927242311317
2002-05-28,18.9,20.156844162910527,-0.06235322120628273
2002-05-29,18.81,19.796844162910524,-0.049848559436527884
2002-05-30,18.45,20.186844162910532,-0.0860384193236926
2002-05-31,18.84,18.966844162910526,-0.006687678868505076
2002-06-03,17.62,18.766844162910527,-0.061110123415266004
2002-06-04,17.42,18.64684416291053,-0.06579366203696713
2002-06-05,17.3,18.976844162910528,-0.0883626459971596
2002-06-06,17.63,19.406844162910527,-0.09155760452316875
2002-06-07,18.06,19.91684416291053,-0.09322983840825427
2002-06-10,18.57,19.576844162910525,-0.05143036101896603
2002-06-11,18.23,18.716844162910526,-0.02601101759853619
2002-06-12,17.37,18.426844162910523,-0.05735350847747078
2002-06-13,17.08,18.346844162910525,-0.06904970422496659
2002-06-14,17.0,19.176844162910523,-0.11351420204585616
2002-06-17,17.83,19.75684416291052,-0.09752793244822888
2002-06-18,18.41,19.24684416291052,-0.043479552067198335
2002-06-19,17.9,19.376844162910526,-0.07621696033130998
2002-06-20,18.03,18.856844162910527,-0.04384849107131317
2002-06-21,17.51,18.766844162910527,-0.06697152446091414
2002-06-24,17.42,18.566844162910524,-0.06176839493280606
2002-06-25,17.22,18.436844162910532,-0.0660006751783726
2002-06-26,17.09,18.176844162910523,-0.05979278653487097
2002-06-27,16.83,18.226844162910528,-0.07663664375607826
2002-06-28,16.88,17.569366875372737,-0.03923686495152168
2002-07-01,16.23,17.139366875372737,-0.0530572034536112
2002-07-02,15.8,17.479366875372737,-0.09607709977978962
2002-07-03,16.14,18.32936687537273,-0.11944585376346828
2002-07-05,16.99,18.039366875372732,-0.05817093707458909
2002-07-08,16.7,18.039366875372732,-0.07424688929638823
2002-07-09,16.7,17.89936687537273,-0.06700610606640556
2002-07-10,16.56,17.98936687537273,-0.07945620795190533
2002-07-11,16.65,18.339366875372736,-0.09211696820577409
2002-07-12,17.0,18.00936687537274,-0.05604677179146256
2002-07-15,16.67,17.699366875372732,-0.05815840095416136
2002-07-16,16.36,17.73936687537273,-0.07775739038847451
2002-07-17,16.4,17.289366875372732,-0.05144010661486753
2002-07-18,15.95,16.839366875372736,-0.05281474546845466
2002-07-19,15.5,16.349366875372734,-0.0519510560774159
2002-07-22,15.01,15.819366875372737,-0.051163038429353436
2002-07-23,14.48,17.139366875372737,-0.15516132507752867
2002-07-24,15.8,17.429366875372736,-0.09348399669496832
2002-07-25,16.09,17.339366875372736,-0.07205377706998195
2002-07-26,16.0,18.339366875372736,-0.12755984932686992
2002-07-29,17.0,19.16936687537273,-0.11316841549731926
2002-07-30,17.83,18.839366875372736,-0.053577536976160633
2002-07-31,17.5,18.409366875372736,-0.04939696631225532
2002-08-01,17.07,17.59936687537274,-0.03007874539586408
2002-08-02,16.26,17.069366875372737,-0.04741633836111814
2002-08-05,15.73,18.66936687537273,-0.1574433077990518
2002-08-06,17.33,18.549366875372737,-0.06573630698908883
2002-08-07,17.21,19.55936687537273,-0.12011466886133348
2002-08-08,18.22,19.229366875372737,-0.052490905286405765
2002-08-09,17.89,19.589366875372736,-0.08674945373089815
2002-08-12,18.25,19.16936687537273,-0.0479602107544751
2002-08-13,17.83,18.839366875372736,-0.053577536976160633
2002-08-14,17.5,19.71936687537273,-0.11254757261727666
2002-08-15,18.38,19.66936687537273,-0.06555202735005672
2002-08-16,18.33,19.96936687537273,-0.08209408368346849
2002-08-19,18.63,19.769366875372736,-0.05763294710222
2002-08-20,18.43,19.839366875372736,-0.07103890382319766
2002-08-21,18.5,19.479366875372737,-0.05027714101996428
2002-08-22,18.14,19.48936687537273,-0.06923605492171347
2002-08-23,18.15,19.48936687537273,-0.06872295462122946
2002-08-26,18.15,18.589366875372736,-0.023635386741159725
2002-08-27,17.25,19.16936687537273,-0.10012677454875052
2002-08-28,17.83,19.339366875372736,-0.07804634376603126
2002-08-29,18.0,19.089366875372736,-0.057066684426194
2002-08-30,17.75,18.73936687537273,-0.05279617406247361
2002-09-03,17.4,18.98936687537273,-0.0836977286185343
2002-09-04,17.65,18.50936687537274,-0.04642875583800521
2002-09-05,17.17,18.569366875372737,-0.07535888998071427
2002-09-06,17.23,18.839366875372736,-0.08542574100388367
2002-09-09,17.5,19.30936687537273,-0.09370410159229026
2002-09-10,17.97,19.55936687537273,-0.08125860542929486
2002-09-11,18.22,19.46936687537273,-0.06417090413726223
2002-09-12,18.13,19.389366875372737,-0.0649514181389963
2002-09-13,18.05,19.339366875372736,-0.0666705835657242
2002-09-16,18.0,19.50936687537274,-0.07736626642036548
2002-09-17,18.17,19.659366875372736,-0.07575863886229539
2002-09-18,18.32,19.50936687537274,-0.06096388893450533
2002-09-19,18.17,18.89936687537273,-0.03859213275144935
2002-09-20,17.56,18.999366875372736,-0.0757586757924269
2002-09-23,17.66,18.819366875372737,-0.061604988257596416
2002-09-24,17.48,19.389366875372737,-0.09847494699777459
2002-09-25,18.05,19.87936687537273,-0.09202339726618836
2002-09-26,18.54,19.71936687537273,-0.05980754264710342
2002-09-27,18.38,19.98936687537273,-0.08051114802217685
2002-09-30,18.65,20.070499712984763,-0.07077550301678637
2002-10-01,19.19,19.61049971298476,-0.02144258020647638
2002-10-02,18.73,19.76049971298476,-0.05214947637724021
2002-10-03,18.88,19.06049971298476,-0.009469831101112103
2002-10-04,18.18,18.23049971298476,-0.002770067402419585
2002-10-07,17.35,18.13049971298476,-0.043048990669891984
2002-10-08,17.25,16.720499712984758,0.031667730995147414
2002-10-09,15.84,17.160499712984763,-0.07694995688182582
2002-10-10,16.28,18.01049971298476,-0.09608282616040609
2002-10-11,17.13,17.830499712984757,-0.03928660016604191
2002-10-14,16.95,18.330499712984757,-0.0753116245929103
2002-10-15,17.45,17.51049971298476,-0.0034550534808494016
2002-10-16,16.63,17.550499712984767,-0.052448632690711094
2002-10-17,16.67,17.720499712984758,-0.059281607742415865
2002-10-18,16.84,18.13049971298476,-0.07117838633319784
2002-10-21,17.25,17.590499712984762,-0.019357023310339283
2002-10-22,16.71,16.460499712984756,0.015157515954295597
2002-10-23,15.58,15.900499712984763,-0.020156581162228182
2002-10-24,15.02,16.81049971298476,-0.1065107964400216
2002-10-25,15.93,16.040499712984765,-0.00688879492297334
2002-10-28,15.16,16.36049971298476,-0.0733779367406463
2002-10-29,15.48,16.410499712984763,-0.056701485589040757
2002-10-30,15.53,16.430499712984766,-0.05480659314781011
2002-10-31,15.55,16.930499712984766,-0.08153921835667954
2002-11-01,16.05,16.930499712984766,-0.052006717339209474
2002-11-04,16.05,16.930499712984766,-0.052006717339209474
2002-11-05,16.05,17.13049971298476,-0.06307461726675445
2002-11-06,16.25,16.270499712984762,-0.001259931369434364
2002-11-07,15.39,16.580499712984757,-0.0718011961999212
2002-11-08,15.7,16.030499712984764,-0.02061693140589116
2002-11-11,15.15,16.540499712984765,-0.08406636662211497
2002-11-12,15.66,16.640499712984763,-0.058922492106392
2002-11-13,15.76,16.910499712984763,-0.06803463720834635
2002-11-14,16.03,17.330499712984757,-0.07504109717103924
2002-11-15,16.45,17.11049971298476,-0.03860201186780776
2002-11-18,16.23,17.210499712984756,-0.05697101939724625
2002-11-19,16.33,16.88049971298476,-0.032611576810211984
2002-11-20,16.0,17.13049971298476,-0.06599338792947484
2002-11-21,16.25,16.99049971298476,-0.04358316267877893
2002-11-22,16.11,17.23049971298476,-0.0650300183772593
2002-11-25,16.35,17.19049971298476,-0.048893268201499196
2002-11-26,16.31,17.930499712984766,-0.09037671782294199
2002-11-27,17.05,17.790499712984765,-0.04162332283698
2002-11-29,16.91,17.98049971298476,-0.05953670532369515
2002-12-02,17.1,17.680499712984766,-0.03283276617789477
2002-12-03,16.8,17.580499712984757,-0.04439576381371502
2002-12-04,16.7,17.180499712984766,-0.027967737901221312
2002-12-05,16.3,17.410499712984763,-0.06378333369469857
2002-12-06,16.53,17.210499712984756,-0.03953979979275912
2002-12-09,16.33,17.300499712984767,-0.05609662894629375
2002-12-10,16.42,17.180499712984766,-0.04426528481066183
2002-12-11,16.3,17.38049971298476,-0.062167355992505335
2002-12-12,16.5,16.88049971298476,-0.02254078489702971
2002-12-13,16.0,17.180499712984766,-0.06871160517482278
2002-12-16,16.3,17.460499712984756,-0.06646428980046504
2002-12-17,16.58,17.36049971298476,-0.04495836674568687
2002-12-18,16.48,17.050499712984767,-0.0334594130722341
2002-12-19,16.17,17.580499712984757,-0.08023092267070064
2002-12-20,16.7,17.61049971298476,-0.05170209408160176
2002-12-23,16.73,17.61049971298476,-0.04999856490929322
2002-12-24,16.73,17.63049971298476,-0.05107624444255243
2002-12-26,16.75,17.160499712984763,-0.023921198091577223
2002-12-27,16.28,17.330499712984757,-0.060615662005272464
2002-12-30,16.45,17.37049971298476,-0.052992126202142
2002-12-31,16.49,18.506306879837748,-0.10895241783948129
2003-01-02,17.17,18.256306879837748,-0.05950310142066373
2003-01-03,16.92,17.70630687983775,-0.044408293901938456
2003-01-06,16.37,17.64630687983775,-0.07232713839381455
2003-01-07,16.31,15.486306879837752,0.053188479768190966
2003-01-08,14.15,15.946306879837751,-0.11264720373022363
2003-01-09,14.61,15.83630687983775,-0.07743641804510892
2003-01-10,14.5,15.696306879837751,-0.07621581872704297
2003-01-13,14.36,15.896306879837748,-0.09664552222418032
2003-01-14,14.56,15.36630687983775,-0.05247239210715682
2003-01-15,14.03,15.33630687983775,-0.08517740875119806
2003-01-16,14.0,15.026306879837751,-0.06830067348184177
2003-01-17,13.69,14.666306879837752,-0.06656801114532196
2003-01-21,13.33,14.61630687983775,-0.08800491741262806
2003-01-22,13.28,14.756306879837748,-0.10004582392189865
2003-01-23,13.42,14.58630687983775,-0.07995902523139042
2003-01-24,13.25,14.26630687983775,-0.07123826007654954
2003-01-27,12.93,14.58630687983775,-0.11355217557689101
2003-01-28,13.25,14.756306879837748,-0.10207885293412322
2003-01-29,13.42,14.08630687983775,-0.047301743851077105
2003-01-30,12.75,14.43630687983775,-0.11681012975644789
2003-01-31,13.1,14.276306879837751,-0.0823957407009116
2003-02-03,12.94,13.86630687983775,-0.06680271018555362
2003-02-04,12.53,13.83630687983775,-0.09441152839283284
2003-02-05,12.5,13.576306879837748,-0.07927832578948091
2003-02-06,12.24,13.87630687983775,-0.11792092045869218
2003-02-07,12.54,14.11630687983775,-0.11166567100416191
2003-02-10,12.78,14.226306879837749,-0.10166425426176695
2003-02-11,12.89,14.006306879837748,-0.07970030140098416
2003-02-12,12.67,13.736306879837752,-0.07762689703757886
2003-02-13,12.4,14.05630687983775,-0.1178337164944473
2003-02-14,12.72,14.37630687983775,-0.11521087395266028
