date,COF,dcf,Deviation
2005-02-16,78.63,79.27668273808973,-0.008157288066987012
2005-02-17,77.88,78.21668273808972,-0.004304487563313142
2005-02-18,76.82,76.39668273808974,0.005541042447634981
2005-02-22,75.0,76.81668273808974,-0.023649585914609306
2005-02-23,75.42,77.39668273808974,-0.025539631262735507
2005-02-24,76.0,78.74668273808972,-0.03487998024278871
2005-02-25,77.35,78.07668273808974,-0.009307295246231528
2005-02-28,76.68,78.14668273808974,-0.01876833010308765
2005-03-01,76.75,77.93668273808974,-0.015226241307673472
2005-03-02,76.54,77.99668273808972,-0.018676213999782587
2005-03-03,76.6,79.47668273808972,-0.03619530457215547
2005-03-04,78.08,77.39668273808974,0.008828766786072917
2005-03-07,76.0,80.14668273808974,-0.05173866960458773
2005-03-08,78.75,79.79668273808974,-0.013116870303057415
2005-03-09,78.4,80.10668273808973,-0.021305123115255675
2005-03-10,78.71,79.27668273808973,-0.007148164107243393
2005-03-11,77.88,80.40668273808974,-0.03142379031255349
2005-03-14,79.01,79.59668273808974,-0.00737069332424567
2005-03-15,78.2,78.39668273808974,-0.0025088145469983614
2005-03-16,77.0,78.32668273808974,-0.01693781342082279
2005-03-17,76.93,78.03668273808974,-0.014181570759536632
2005-03-18,76.64,78.35668273808973,-0.021908568332682066
2005-03-21,76.96,77.03668273808974,-0.0009954055050689359
2005-03-22,75.64,77.20668273808973,-0.020292061289622132
2005-03-23,75.81,76.44668273808972,-0.008328454751542647
2005-03-24,75.05,75.55668273808973,-0.006705995018946309
2005-03-28,74.16,75.15668273808974,-0.013261398744314534
2005-03-29,73.76,76.10668273808973,-0.030834121967521555
2005-03-30,74.71,76.16668273808973,-0.01912493344496513
2005-03-31,74.77,77.80571160193642,-0.03901656497234418
2005-04-01,74.68,77.95571160193641,-0.0420201616356618
2005-04-04,74.83,78.22571160193641,-0.04340914940110763
2005-04-05,75.1,78.29571160193642,-0.040815921288049006
2005-04-06,75.17,78.4057116019364,-0.041268825138199294
2005-04-07,75.28,77.48571160193642,-0.02846604304633238
2005-04-08,74.36,77.1757116019364,-0.03648442681629582
2005-04-11,74.05,78.02571160193642,-0.05095386533889368
2005-04-12,74.9,77.6557116019364,-0.035486270682344556
2005-04-13,74.53,77.35571160193642,-0.03652880367098432
2005-04-14,74.23,76.12571160193642,-0.024902382677867707
2005-04-15,73.0,75.96571160193642,-0.039040134547503214
2005-04-18,72.84,76.57571160193642,-0.04878454961484091
2005-04-19,73.45,75.36571160193641,-0.025418874992579332
2005-04-20,72.24,74.75571160193641,-0.033652433346260224
2005-04-21,71.63,73.77571160193642,-0.029084254903752216
2005-04-22,70.65,74.91571160193642,-0.056940146609061326
2005-04-25,71.79,74.11571160193641,-0.03137946801924307
2005-04-26,70.99,74.73571160193642,-0.05011943449320644
2005-04-27,71.61,74.07571160193642,-0.03328637077678731
2005-04-28,70.95,74.01571160193642,-0.04141974096559531
2005-04-29,70.89,74.84571160193642,-0.052851546431607055
2005-05-02,71.72,74.6957116019364,-0.039837783697601936
2005-05-03,71.57,75.62571160193642,-0.05362873969747317
2005-05-04,72.5,75.12571160193642,-0.03495090490255981
2005-05-05,72.0,74.68571160193642,-0.035960179588980234
2005-05-06,71.56,74.83571160193641,-0.04377203786556427
2005-05-09,71.71,74.20571160193641,-0.033632338374763204
2005-05-10,71.08,75.08571160193641,-0.05334852019745806
2005-05-11,71.96,74.34571160193642,-0.03208943126013852
2005-05-12,71.22,74.14571160193641,-0.03945894561837349
2005-05-13,71.02,75.81571160193641,-0.06325485180586143
2005-05-16,72.69,76.3857116019364,-0.04838223699735389
2005-05-17,73.26,77.32571160193642,-0.0525790389471773
2005-05-18,74.2,77.6357116019364,-0.04425426818462641
2005-05-19,74.51,77.46571160193642,-0.03815509521328053
2005-05-20,74.34,77.24571160193642,-0.03761647788177769
2005-05-23,74.12,77.32571160193642,-0.04145725316359239
2005-05-24,74.2,77.11571160193641,-0.03780956618784792
2005-05-25,73.99,77.49571160193642,-0.045237491591067935
2005-05-26,74.37,77.99571160193642,-0.04648603785347605
2005-05-27,74.87,78.52571160193642,-0.04655432631375567
2005-05-31,75.4,78.6557116019364,-0.04139192864229646
2005-06-01,75.53,78.58571160193641,-0.038883806478900884
2005-06-02,75.46,78.05571160193642,-0.0332546017282358
2005-06-03,74.93,77.87571160193642,-0.03782580654920353
2005-06-06,74.75,78.12571160193642,-0.04320871493799927
2005-06-07,75.0,78.00571160193641,-0.0385319426002364
2005-06-08,74.88,78.4457116019364,-0.04545451279771906
2005-06-09,75.32,77.66571160193642,-0.030202666705212322
2005-06-10,74.54,77.77571160193642,-0.04160311150217566
2005-06-13,74.65,77.52571160193642,-0.03709364986808561
2005-06-14,74.4,78.20571160193641,-0.048662834516579934
2005-06-15,75.08,78.02571160193642,-0.03775308858398563
2005-06-16,74.9,78.10571160193642,-0.04104324173210572
2005-06-17,74.98,78.10571160193642,-0.04001898885278099
2005-06-20,74.98,77.91571160193642,-0.03767804389613583
2005-06-21,74.79,77.56571160193641,-0.035785291523930396
2005-06-22,74.44,76.22571160193641,-0.023426630783871194
2005-06-23,73.1,76.48571160193642,-0.04426593583331062
2005-06-24,73.36,76.74571160193642,-0.044115971189339964
2005-06-27,73.62,77.47571160193641,-0.049766714267133416
2005-06-28,74.35,77.01571160193642,-0.03461256861086248
2005-06-29,73.89,83.1357116019364,-0.11121227477075035
2005-06-30,80.01,81.14146949743801,-0.013944404808613031
2005-07-01,78.8,81.34146949743803,-0.031244450255697442
2005-07-05,79.0,81.96146949743802,-0.0361324597472058
2005-07-06,79.62,83.801469497438,-0.04989732903867328
2005-07-07,81.46,84.19146949743802,-0.03244354224653545
2005-07-08,81.85,84.72146949743802,-0.033893055850794274
2005-07-11,82.38,85.16146949743802,-0.0326611261389953
2005-07-12,82.82,85.31146949743803,-0.02920439082945181
2005-07-13,82.97,84.73146949743803,-0.020788846315137888
2005-07-14,82.39,84.51146949743803,-0.025102740610874585
2005-07-15,82.17,83.94146949743802,-0.021103627420914872
2005-07-18,81.6,83.60146949743803,-0.02394060187541769
2005-07-19,81.26,83.39146949743801,-0.02555980258272683
2005-07-20,81.05,86.51146949743803,-0.06313000494806953
2005-07-21,84.17,87.24146949743802,-0.035206530966654714
2005-07-22,84.9,86.08146949743801,-0.013725015434049581
2005-07-25,83.74,86.00146949743802,-0.02629570762747724
2005-07-26,83.66,85.42146949743801,-0.020620922442581513
2005-07-27,83.08,85.93146949743802,-0.03318306452938091
2005-07-28,83.59,84.84146949743803,-0.014750681534055898
2005-07-29,82.5,85.69146949743802,-0.037243724680593115
2005-08-01,83.35,85.801469497438,-0.02857141622162096
2005-08-02,83.46,85.48146949743803,-0.023648043363346916
2005-08-03,83.14,86.29146949743803,-0.03652121717004242
2005-08-04,83.95,86.69146949743802,-0.03162329019603294
2005-08-05,84.35,86.29146949743803,-0.022498973638358066
2005-08-08,83.95,86.88146949743803,-0.0337410211221677
2005-08-09,84.54,85.06146949743803,-0.006130501865521221
2005-08-10,82.72,85.72146949743802,-0.03501420956774115
2005-08-11,83.38,85.67146949743801,-0.026747171618277665
2005-08-12,83.33,85.82146949743803,-0.029030841723263756
2005-08-15,83.48,86.051469497438,-0.02988292370201262
2005-08-16,83.71,87.56146949743803,-0.043985893790312924
2005-08-17,85.22,87.14146949743801,-0.022050001090405114
2005-08-18,84.8,87.14146949743801,-0.026869749970269363
2005-08-19,84.8,87.78146949743802,-0.03396467972691031
2005-08-22,85.44,86.46146949743802,-0.011814158415018428
2005-08-23,84.12,85.18146949743802,-0.012461272430501324
2005-08-24,82.84,85.19146949743802,-0.027602170866517728
2005-08-25,82.85,83.48146949743803,-0.007564187612406736
2005-08-26,81.14,84.04146949743803,-0.034524259449395744
2005-08-29,81.7,83.70146949743801,-0.02391199950795697
2005-08-30,81.36,84.58146949743801,-0.038087178155915
2005-08-31,82.24,82.47146949743802,-0.0028066614897073183
2005-09-01,80.13,84.38146949743803,-0.05038392342251308
2005-09-02,82.04,82.84146949743803,-0.00967473781308048
2005-09-06,80.5,81.79146949743803,-0.015789782300933974
2005-09-07,79.45,81.32146949743803,-0.02301322773682768
2005-09-08,78.98,81.64146949743801,-0.03259948055591433
2005-09-09,79.3,83.051469497438,-0.045170416852813644
2005-09-12,80.71,82.89146949743801,-0.02631717727606986
2005-09-13,80.55,82.82146949743803,-0.02742609508405669
2005-09-14,80.48,82.62146949743801,-0.02591904392967026
2005-09-15,80.28,84.34146949743803,-0.04815507154000198
2005-09-16,82.0,84.29146949743803,-0.027185069985138588
2005-09-19,81.95,84.28146949743802,-0.0276628956678181
2005-09-20,81.94,81.75146949743802,0.0023061420635122065
2005-09-21,79.41,81.69146949743802,-0.027927879269078137
2005-09-22,79.35,82.20146949743801,-0.034688789809613874
2005-09-23,79.86,82.91146949743802,-0.036803949030626115
2005-09-26,80.57,82.50146949743802,-0.023411334479296886
2005-09-27,80.16,82.34146949743803,-0.026492962911062734
2005-09-28,80.0,82.74146949743802,-0.033132956352955545
2005-09-29,80.4,81.86146949743801,-0.01785295947422183
2005-09-30,79.52,83.31461491451522,-0.04554560947570463
2005-10-03,80.1,81.92461491451522,-0.022271876607770857
2005-10-04,78.71,80.3446149145152,-0.020345046351325502
2005-10-05,77.13,79.2846149145152,-0.027175700062847197
2005-10-06,76.07,78.75461491451522,-0.03408835047227721
2005-10-07,75.54,78.0146149145152,-0.031719888859629286
2005-10-10,74.8,76.67461491451522,-0.02444896419245446
2005-10-11,73.46,75.94461491451521,-0.03271614343310525
2005-10-12,72.73,75.22461491451523,-0.03316221581659262
2005-10-13,72.01,76.18461491451521,-0.054796036170812634
2005-10-14,72.97,75.86461491451522,-0.03815500701844843
2005-10-17,72.65,75.3446149145152,-0.03576386869283843
2005-10-18,72.13,76.7646149145152,-0.060374365450491796
2005-10-19,73.55,75.81461491451522,-0.029870426923208515
2005-10-20,72.6,77.66461491451523,-0.06521135680759904
2005-10-21,74.45,79.1246149145152,-0.05907914900521882
2005-10-24,75.91,77.99461491451522,-0.026727677504402525
2005-10-25,74.78,78.23461491451522,-0.04415711534197464
2005-10-26,75.02,77.3746149145152,-0.0304313619798513
2005-10-27,74.16,78.47461491451523,-0.054981026911890885
2005-10-28,75.26,79.56461491451522,-0.05410212717223761
2005-10-31,76.35,79.00461491451522,-0.033600757593560515
2005-11-01,75.79,78.96461491451521,-0.040203006345968406
2005-11-02,75.75,78.75461491451522,-0.03815160442059928
2005-11-03,75.54,79.47461491451523,-0.04950781980821661
2005-11-04,76.26,80.5146149145152,-0.052842765490867194
2005-11-07,77.3,78.41461491451523,-0.014214377201626771
2005-11-08,75.2,81.27461491451521,-0.07474184800388783
2005-11-09,78.06,83.79461491451521,-0.06843655669717552
2005-11-10,80.58,84.0346149145152,-0.041109427561837886
2005-11-11,80.82,84.1246149145152,-0.03928237790893019
2005-11-14,80.91,84.46461491451521,-0.04208407175138085
2005-11-15,81.25,84.9546149145152,-0.04360698848724043
2005-11-16,81.74,85.91461491451523,-0.048590276737769944
2005-11-17,82.7,87.55461491451523,-0.0554467051137747
2005-11-18,84.34,87.39461491451523,-0.03495198093730478
2005-11-21,84.18,87.5946149145152,-0.03898201867600615
2005-11-22,84.38,87.74461491451522,-0.038345543117297765
2005-11-23,84.53,88.15461491451522,-0.04111656455002455
2005-11-25,84.94,86.7646149145152,-0.0210294820799114
2005-11-28,83.55,87.02461491451521,-0.039926805972406165
2005-11-29,83.81,86.27461491451521,-0.02856709261417467
2005-11-30,83.06,87.46461491451521,-0.05035882132242986
2005-12-01,84.25,87.74461491451522,-0.03982711552064866
2005-12-02,84.53,87.18461491451521,-0.030448203701055165
2005-12-05,83.97,87.96461491451521,-0.0454116114575982
2005-12-06,84.75,86.81461491451522,-0.023781881847292685
2005-12-07,83.6,86.00461491451522,-0.027959138203284772
2005-12-08,82.79,87.68461491451521,-0.055820680963097336
2005-12-09,84.47,87.0346149145152,-0.029466608395224747
2005-12-12,83.82,86.46461491451521,-0.030586094868170766
2005-12-13,83.25,88.02461491451521,-0.054241815418926365
2005-12-14,84.81,88.94461491451521,-0.04648527534229019
2005-12-15,85.73,88.9546149145152,-0.03625011380931764
2005-12-16,85.74,89.21461491451521,-0.03894670080507057
2005-12-19,86.0,91.06461491451522,-0.05561561885776933
2005-12-20,87.85,90.92461491451522,-0.03381498967475294
2005-12-21,87.71,90.99461491451522,-0.03609680548240091
2005-12-22,87.78,91.22461491451523,-0.03775970901870185
2005-12-23,88.01,90.2046149145152,-0.02432929752646229
2005-12-27,86.99,89.7846149145152,-0.031125766003184285
2005-12-28,86.57,89.92461491451522,-0.03730474595531175
2005-12-29,86.71,89.61461491451522,-0.032412290308740155
2005-12-30,86.4,103.09113170653998,-0.16190657169283074
2006-01-03,86.98,102.53113170653998,-0.1516722916026103
2006-01-04,86.42,102.55113170653998,-0.15729842701980878
2006-01-05,86.44,102.55113170653998,-0.15710340235584674
2006-01-06,86.44,104.23113170654,-0.17068923089725685
2006-01-09,88.12,103.83113170653998,-0.1513142681613513
2006-01-10,87.72,104.11113170653998,-0.15743880061492344
2006-01-11,88.0,102.81113170654,-0.1440615569607414
2006-01-12,86.7,102.75113170653998,-0.15621367317279233
2006-01-13,86.64,102.11113170653998,-0.15151268473845625
2006-01-17,86.0,102.11113170653998,-0.15778036573761822
2006-01-18,86.0,101.63113170653997,-0.1538025941861485
2006-01-19,85.52,101.28113170653998,-0.15561765001014738
2006-01-20,85.17,100.61113170653998,-0.1534733925027132
2006-01-23,84.5,100.49113170653997,-0.15912978025999547
2006-01-24,84.38,99.61113170653998,-0.1529059197059598
2006-01-25,83.5,100.91113170653998,-0.17253925718694096
2006-01-26,84.8,100.85113170653997,-0.15915668406425132
2006-01-27,84.74,100.39113170653998,-0.15590153672428808
2006-01-30,84.28,99.41113170653998,-0.15220761947672845
2006-01-31,83.3,99.38113170653997,-0.161812724713435
2006-02-01,83.27,98.81113170654,-0.15728118318385154
2006-02-02,82.7,99.38113170653997,-0.16785008804082913
2006-02-03,83.27,99.41113170653998,-0.16236744748252474
2006-02-06,83.3,97.86113170653998,-0.14879382092376592
2006-02-07,81.75,99.57113170653999,-0.17897890082301304
2006-02-08,83.46,100.24113170653997,-0.1674076441561677
2006-02-09,84.13,101.28113170653998,-0.16934182524969255
2006-02-10,85.17,102.10113170653997,-0.16582707188010015
2006-02-13,85.99,102.94113170653998,-0.1646682081839116
2006-02-14,86.83,104.67113170653998,-0.170449401049375
2006-02-15,88.56,104.01113170653998,-0.14855267367087455
2006-02-16,87.9,103.37113170653998,-0.14966588302874473
2006-02-17,87.26,103.32113170653999,-0.1554486622558292
2006-02-21,87.21,105.79113170653999,-0.17563978574388683
2006-02-22,89.68,104.90113170653999,-0.1450997854734395
2006-02-23,88.79,104.96113170653997,-0.15406781008947878
2006-02-24,88.85,104.89113170653998,-0.1529312482910299
2006-02-27,88.78,103.71113170653997,-0.14396845797410596
2006-02-28,87.6,104.40113170653999,-0.1609286358481833
2006-03-01,88.29,105.27113170653998,-0.1613085318953118
2006-03-02,89.16,104.46113170653997,-0.14647679434993166
2006-03-03,88.35,103.59113170653998,-0.14712776523878612
2006-03-06,87.48,102.91113170653998,-0.1499461860991208
2006-03-07,86.8,102.14113170653998,-0.15019543498515697
2006-03-08,86.03,102.01113170653998,-0.1566606647646418
2006-03-09,85.9,106.03113170653998,-0.18986057568692616
2006-03-10,89.92,99.21113170653997,-0.09365009295552162
2006-03-13,83.1,98.46113170653997,-0.15601213839714234
2006-03-14,82.35,99.15113170653999,-0.16944972202906072
2006-03-15,83.04,100.11113170653998,-0.17052181326429616
2006-03-16,84.0,98.01113170653998,-0.14295449366395863
2006-03-17,81.9,97.11113170653998,-0.15663633446788028
2006-03-20,81.0,97.04113170653999,-0.16530239728705587
2006-03-21,80.93,98.17113170653998,-0.17562323472116392
2006-03-22,82.06,98.03113170653998,-0.16291897715054626
2006-03-23,81.92,98.21113170653997,-0.1658786679621892
2006-03-24,82.1,98.59113170653998,-0.16726790149469462
2006-03-27,82.48,97.41113170653998,-0.1532795220111125
2006-03-28,81.3,97.87113170653998,-0.16931582804444734
2006-03-29,81.76,97.01113170653998,-0.15721012051147765
2006-03-30,80.9,96.63113170653997,-0.16279568942971712
2006-03-31,80.52,85.89167318793379,-0.06254009252073134
2006-04-03,81.1,86.9716731879338,-0.06751247817488726
2006-04-04,82.18,87.1816731879338,-0.05737069506743575
2006-04-05,82.39,87.3716731879338,-0.05701702858795399
2006-04-06,82.58,87.8816731879338,-0.060327403833063564
2006-04-07,83.09,88.3016731879338,-0.05902122802182597
2006-04-10,83.51,87.64167318793379,-0.047142792208839546
2006-04-11,82.85,88.0416731879338,-0.058968361231068966
2006-04-12,83.25,88.6916731879338,-0.06135495015865955
2006-04-13,83.9,88.20167318793379,-0.048770879649506105
2006-04-17,83.41,88.8016731879338,-0.06071589638320485
2006-04-18,84.01,88.6216731879338,-0.052037758056701744
2006-04-19,83.83,88.36167318793379,-0.05128550676372445
2006-04-20,83.57,90.8816731879338,-0.08045266918462246
2006-04-21,86.09,90.35167318793381,-0.04716761779352352
2006-04-24,85.56,89.6216731879338,-0.045320211545443856
2006-04-25,84.83,89.9916731879338,-0.0573572310090783
2006-04-26,85.2,90.45167318793379,-0.058060542197182485
2006-04-27,85.66,91.4316731879338,-0.06312553392816489
2006-04-28,86.64,90.2916731879338,-0.04044307807136516
2006-05-01,85.5,90.1616731879338,-0.051703490220472825
2006-05-02,85.37,90.36167318793379,-0.05524104425946308
2006-05-03,85.57,89.9416731879338,-0.048605646670583535
2006-05-04,85.15,90.61167318793379,-0.060275602422725005
2006-05-05,85.82,91.0716731879338,-0.05766527619511885
2006-05-08,86.28,91.6816731879338,-0.058917698598946466
2006-05-09,86.89,92.0216731879338,-0.05576591915964735
2006-05-10,87.23,91.5716731879338,-0.04741284107611876
2006-05-11,86.78,90.7916731879338,-0.04418547480262702
2006-05-12,86.0,91.31167318793379,-0.05817080119648599
2006-05-15,86.52,90.61167318793379,-0.04515613765841653
2006-05-16,85.82,88.9316731879338,-0.03498948210901298
2006-05-17,84.14,88.6616731879338,-0.05099918629269862
2006-05-18,83.87,88.5216731879338,-0.05254841012842326
2006-05-19,83.73,86.7116731879338,-0.03438606450911741
2006-05-22,81.92,87.2216731879338,-0.06078389687056851
2006-05-23,82.43,86.70167318793379,-0.04926863612740828
2006-05-24,81.91,88.06167318793379,-0.06985641954366928
2006-05-25,83.27,88.34167318793381,-0.05740974791302156
2006-05-26,83.55,87.31167318793379,-0.04308327913768173
2006-05-30,82.52,87.56167318793379,-0.05757853869595253
2006-05-31,82.77,88.3216731879338,-0.06285742771336278
2006-06-01,83.53,88.50167318793379,-0.05617603610020361
2006-06-02,83.71,86.7916731879338,-0.035506553506128635
2006-06-05,82.0,87.4716731879338,-0.06255365867048013
2006-06-06,82.68,87.9716731879338,-0.06015201253054714
2006-06-07,83.18,88.17167318793379,-0.05661311629296484
2006-06-08,83.38,88.00167318793379,-0.052518014948010006
2006-06-09,83.21,87.8816731879338,-0.05315867368550775
2006-06-12,83.09,87.2916731879338,-0.048133722662044076
2006-06-13,82.5,87.35167318793381,-0.05554184609029322
2006-06-14,82.56,88.5216731879338,-0.06734704590679175
2006-06-15,83.73,88.61167318793379,-0.05509063323497343
2006-06-16,83.82,88.9316731879338,-0.05747865754343362
2006-06-19,84.14,88.7916731879338,-0.05238861957346164
2006-06-20,84.0,89.92167318793379,-0.06585368107594769
2006-06-21,85.13,89.75167318793379,-0.05149400589174902
2006-06-22,84.96,90.1816731879338,-0.057901711105449505
2006-06-23,85.39,90.6916731879338,-0.05845821343429758
2006-06-26,85.9,89.1916731879338,-0.03690561091950795
2006-06-27,84.4,89.6816731879338,-0.058893562086711926
2006-06-28,84.89,91.6316731879338,-0.07357361219528136
2006-06-29,86.84,90.2416731879338,-0.03769514757167236
2006-06-30,85.45,90.7514081502421,-0.05841681422138856
2006-07-03,86.12,88.9114081502421,-0.03139538792958019
2006-07-05,84.28,88.8714081502421,-0.051663501747154394
2006-07-06,84.24,89.35140815024211,-0.05720568098543466
2006-07-07,84.72,89.6114081502421,-0.05458465893138498
2006-07-10,84.98,89.68140815024209,-0.05242344257536502
2006-07-11,85.05,89.3914081502421,-0.04856627991523976
2006-07-12,84.76,88.2614081502421,-0.039670884745934054
2006-07-13,83.63,87.81140815024212,-0.04761805143914655
2006-07-14,83.18,87.7014081502421,-0.05155456731659802
2006-07-17,83.07,87.53140815024211,-0.05096922629856926
2006-07-18,82.9,90.5014081502421,-0.08399215333338172
2006-07-19,85.87,90.8014081502421,-0.054309820196647984
2006-07-20,86.17,82.33140815024211,0.046623663265336734
2006-07-21,77.7,82.35140815024211,-0.05648243612004866
2006-07-24,77.72,82.96140815024211,-0.06317887156338986
2006-07-25,78.33,83.32140815024209,-0.0599054704073384
2006-07-26,78.69,80.2914081502421,-0.01994495036437194
2006-07-27,75.66,82.32140815024209,-0.08091951170325684
2006-07-28,77.69,81.98140815024209,-0.0523461141625855
2006-07-31,77.35,83.33140815024211,-0.0717785560452543
2006-08-01,78.7,84.1114081502421,-0.06433619730365336
2006-08-02,79.48,85.38140815024211,-0.06911818718025409
2006-08-03,80.75,83.78140815024211,-0.036182349010009496
2006-08-04,79.15,83.07140815024209,-0.047205268786943755
2006-08-07,78.44,81.92140815024212,-0.042496927590127465
2006-08-08,77.29,79.2914081502421,-0.025241172996320227
2006-08-09,74.66,78.03140815024211,-0.04320578380119433
2006-08-10,73.4,76.4514081502421,-0.039913040506009745
2006-08-11,71.82,77.5114081502421,-0.07342671596431749
2006-08-14,72.88,78.53140815024211,-0.07196366757399975
2006-08-15,73.9,79.06140815024212,-0.06528353429316325
2006-08-16,74.43,79.6414081502421,-0.06543591168567564
2006-08-17,75.01,78.92140815024212,-0.04956080031917309
2006-08-18,74.29,77.7014081502421,-0.04390407112887651
2006-08-21,73.07,76.73140815024209,-0.04771720262285506
2006-08-22,72.1,76.57140815024209,-0.058395271267163706
2006-08-23,71.94,75.63140815024211,-0.04880787282062915
2006-08-24,71.0,74.5114081502421,-0.04712577895671799
2006-08-25,69.88,75.6114081502421,-0.07580083866251541
2006-08-28,70.98,76.6414081502421,-0.0738687908649055
2006-08-29,72.01,78.0114081502421,-0.0769298784952579
2006-08-30,73.38,77.73140815024209,-0.055980050455686214
2006-08-31,73.1,78.09140815024209,-0.06391750729656454
2006-09-01,73.46,79.03140815024211,-0.07049612654820259
2006-09-05,74.4,77.4514081502421,-0.03939771042410101
2006-09-06,72.82,76.98140815024209,-0.054057313970152565
2006-09-07,72.35,77.09140815024209,-0.061503717003088654
2006-09-08,72.46,76.5014081502421,-0.052827892295853274
2006-09-11,71.87,80.58140815024211,-0.10810692379562159
2006-09-12,75.95,80.35140815024211,-0.05477698837601319
2006-09-13,75.72,79.10140815024211,-0.0427477617569032
2006-09-14,74.47,80.72140815024211,-0.07744424054900934
2006-09-15,76.09,80.44140815024211,-0.05409413199374746
2006-09-18,75.81,79.72140815024211,-0.049063460380312285
2006-09-19,75.09,81.5514081502421,-0.07923110460996874
2006-09-20,76.92,81.17140815024212,-0.05237568556619199
2006-09-21,76.54,81.58140815024211,-0.0617960423158882
2006-09-22,76.95,82.22140815024211,-0.06411235551463357
2006-09-25,77.59,82.3014081502421,-0.05724577812376386
2006-09-26,77.67,83.0014081502421,-0.06423274338420426
2006-09-27,78.37,84.73140815024209,-0.07507733305886177
2006-09-28,80.1,83.2914081502421,-0.03831617475460869
2006-09-29,78.66,82.1689724524909,-0.04270434870680362
2006-10-02,77.31,83.14897245249091,-0.07022302597698538
2006-10-03,78.29,84.14897245249091,-0.06962619128592185
2006-10-04,79.29,83.9189724524909,-0.05516002302234457
2006-10-05,79.06,83.4689724524909,-0.05282169317467533
2006-10-06,78.61,84.19897245249089,-0.06637815509737321
2006-10-09,79.34,85.15897245249089,-0.06833070297715504
2006-10-10,80.3,84.3189724524909,-0.047663916383176574
2006-10-11,79.46,86.0889724524909,-0.07700141218608669
2006-10-12,81.23,86.47897245249091,-0.06069651735714765
2006-10-13,81.62,86.4189724524909,-0.055531468568770004
2006-10-16,81.56,85.5189724524909,-0.04629349884542011
2006-10-17,80.66,84.9689724524909,-0.05071230506995006
2006-10-18,80.11,86.75897245249091,-0.07663728908421408
2006-10-19,81.9,86.09897245249088,-0.04876913548309603
2006-10-20,81.24,85.7789724524909,-0.05291474498607274
2006-10-23,80.92,85.50897245249091,-0.053666560606146385
2006-10-24,80.65,87.2789724524909,-0.07595154097511048
2006-10-25,82.42,87.5789724524909,-0.05890651954485415
2006-10-26,82.72,86.5189724524909,-0.043909125880765454
2006-10-27,81.66,86.0689724524909,-0.05122603798859804
2006-10-30,81.21,84.1889724524909,-0.03538435457413369
2006-10-31,79.33,81.7189724524909,-0.02923400014457822
2006-11-01,76.86,81.5189724524909,-0.057152001703727806
2006-11-02,76.66,81.4189724524909,-0.058450411607292585
2006-11-03,76.56,83.53897245249091,-0.08354151658329156
2006-11-06,78.68,82.4289724524909,-0.04548124695660449
2006-11-07,77.57,82.3589724524909,-0.05814754980404169
2006-11-08,77.5,81.2789724524909,-0.046493851219634785
2006-11-09,76.42,82.3789724524909,-0.07233608620121501
2006-11-10,77.52,82.3589724524909,-0.05875464819916598
2006-11-13,77.5,81.90897245249089,-0.05382771045074697
2006-11-14,77.05,81.94897245249089,-0.05978076729797954
2006-11-15,77.09,80.4589724524909,-0.0418719298768101
2006-11-16,75.6,80.3589724524909,-0.059221419926747676
2006-11-17,75.5,79.8289724524909,-0.05422808686491898
2006-11-20,74.97,79.8389724524909,-0.06098490878484497
2006-11-21,74.98,80.47897245249091,-0.0683280648959218
2006-11-22,75.62,80.25897245249091,-0.05780004790413851
2006-11-24,75.4,80.03897245249091,-0.05795892064012287
2006-11-27,75.18,80.2689724524909,-0.06339899835522278
2006-11-28,75.41,82.1789724524909,-0.08236866743988747
2006-11-29,77.32,82.7389724524909,-0.06549479999407182
2006-11-30,77.88,82.4989724524909,-0.055988242219027096
2006-12-01,77.64,83.0189724524909,-0.06479208659886881
2006-12-04,78.16,82.7789724524909,-0.055798861904716945
2006-12-05,77.92,82.4389724524909,-0.05481597256801274
2006-12-06,77.58,81.4189724524909,-0.04715083397461195
2006-12-07,76.56,81.03897245249091,-0.05526936382512382
2006-12-08,76.18,81.3789724524909,-0.06388594370033429
2006-12-11,76.52,81.28897245249091,-0.05866690534534835
2006-12-12,76.43,81.9389724524909,-0.06723262798645735
2006-12-13,77.08,82.1089724524909,-0.061247538512319344
2006-12-14,77.25,81.4689724524909,-0.05178624850032598
2006-12-15,76.61,81.8789724524909,-0.06435073981354789
2006-12-18,77.02,81.5889724524909,-0.05599987737498979
2006-12-19,76.73,82.2189724524909,-0.0667604117244669
2006-12-20,77.36,82.3789724524909,-0.06092540733480756
2006-12-21,77.52,82.25897245249091,-0.05761040177383603
2006-12-22,77.4,82.8789724524909,-0.06610811271377226
2006-12-26,78.02,83.0889724524909,-0.06100656083319933
2006-12-27,78.23,82.9389724524909,-0.05677635390513536
2006-12-28,78.08,81.6789724524909,-0.044062410978348954
2006-12-29,76.82,86.61961698557674,-0.11313392192912264
2007-01-03,77.25,86.52961698557674,-0.10724209015190156
2007-01-04,77.16,86.52961698557674,-0.10828219645463733
2007-01-05,77.16,86.79961698557675,-0.11105598527213012
2007-01-08,77.43,85.99961698557674,-0.09964715292876203
2007-01-09,76.63,85.06961698557674,-0.09920835763263935
2007-01-10,75.7,85.35961698557672,-0.11316378079823053
2007-01-11,75.99,86.38961698557674,-0.1203804039010038
2007-01-12,77.02,85.55961698557674,-0.0998089669688016
2007-01-16,76.19,85.89961698557673,-0.11303446192556432
2007-01-17,76.53,85.18961698557672,-0.10165108486217123
