date,EBAY,dcf,Deviation
2004-11-09,21.98,23.96034442215413,-0.08265091633336752
2004-11-10,21.85,24.800344422154126,-0.11896384872455978
2004-11-11,22.69,25.240344422154127,-0.10104237800794902
2004-11-12,23.13,25.140344422154126,-0.07996487193638346
2004-11-15,23.03,24.820344422154125,-0.07213213449834721
2004-11-16,22.71,25.130344422154128,-0.09631162953820982
2004-11-17,23.02,25.360344422154128,-0.09228362135766832
2004-11-18,23.25,24.910344422154125,-0.06665280872943258
2004-11-19,22.8,25.150344422154127,-0.09345177873921218
2004-11-22,23.04,25.160344422154125,-0.08427326695445092
2004-11-23,23.05,25.620344422154126,-0.10032435082845825
2004-11-24,23.51,25.570344422154125,-0.0805755443938817
2004-11-26,23.46,25.820344422154125,-0.09141413389237851
2004-11-29,23.71,25.740344422154127,-0.07887790422907692
2004-11-30,23.63,26.060344422154127,-0.09325833852326493
2004-12-01,23.95,26.730344422154126,-0.1040145378691707
2004-12-02,24.62,26.610344422154128,-0.0747958910481854
2004-12-03,24.5,26.590344422154125,-0.07861291260343828
2004-12-06,24.48,26.080344422154127,-0.06136208925196185
2004-12-07,23.97,26.230344422154126,-0.0861728838087632
2004-12-08,24.12,26.570344422154125,-0.0922210259386419
2004-12-09,24.46,26.190344422154126,-0.06606802851704563
2004-12-10,24.08,26.52034442215413,-0.09201782538372905
2004-12-13,24.41,26.560344422154127,-0.0809607130079425
2004-12-14,24.45,26.810344422154127,-0.08803857141811688
2004-12-15,24.7,26.460344422154126,-0.06652764582611648
2004-12-16,24.35,26.260344422154127,-0.07274635821388897
2004-12-17,24.15,26.240344422154127,-0.07966147046413374
2004-12-20,24.13,26.040344422154128,-0.07336095065351289
2004-12-21,23.93,25.980344422154126,-0.07891906238185753
2004-12-22,23.87,25.960344422154126,-0.08052067369222804
2004-12-23,23.85,25.860344422154128,-0.07773850144207273
2004-12-27,23.75,26.550344422154126,-0.10547299792530995
2004-12-28,24.44,26.850344422154127,-0.08976959044761301
2004-12-29,24.74,26.890344422154126,-0.07996715803991428
2004-12-30,24.78,26.590344422154125,-0.06808277446176325
2004-12-31,24.48,24.98245415728366,-0.020112281768649543
2005-01-03,24.01,24.39245415728366,-0.015679199592528725
2005-01-04,23.42,24.312454157283653,-0.03670769522114592
2005-01-05,23.34,23.312454157283653,0.0011815934320127397
2005-01-06,22.34,23.402454157283653,-0.04539926240825387
2005-01-07,22.43,23.552454157283652,-0.04765763048673766
2005-01-10,22.58,23.032454157283656,-0.019644200925960642
2005-01-11,22.06,23.542454157283654,-0.06296939764136733
2005-01-12,22.57,22.692454157283656,-0.005396250067750019
2005-01-13,21.72,23.112454157283654,-0.060246919163486456
2005-01-14,22.14,23.352454157283656,-0.05191977464627584
2005-01-18,22.38,22.662454157283655,-0.012463529118397654
2005-01-19,21.69,18.512454157283656,0.17164368460926882
2005-01-20,17.54,19.082454157283653,-0.08083101599879428
2005-01-21,18.11,18.302454157283652,-0.010515210453733825
2005-01-24,17.33,17.812454157283653,-0.02708521537928421
2005-01-25,16.84,18.292454157283654,-0.07940182026944254
2005-01-26,17.32,18.372454157283652,-0.05728435342789584
2005-01-27,17.4,18.042454157283654,-0.03560791407217179
2005-01-28,17.07,18.122454157283652,-0.05807459343803367
2005-01-31,17.15,17.372454157283652,-0.012804993196104397
2005-02-01,16.4,17.552454157283652,-0.0656577221029474
2005-02-02,16.58,17.222454157283654,-0.037303287407036034
2005-02-03,16.25,16.942454157283656,-0.04087094767117705
2005-02-04,15.97,16.882454157283654,-0.05404748319070596
2005-02-07,15.91,17.502454157283655,-0.09098462095505355
2005-02-08,16.53,17.592454157283655,-0.06039260627226217
2005-02-09,16.62,18.062454157283653,-0.079859256373641
2005-02-10,17.09,18.242454157283653,-0.06317429372974548
2005-02-11,17.27,18.712454157283652,-0.07708524735234634
2005-02-14,17.74,18.942454157283656,-0.0634793225470891
2005-02-15,17.97,19.092454157283655,-0.058790459730157174
2005-02-16,18.12,18.952454157283654,-0.043923290903396306
2005-02-17,17.98,18.842454157283655,-0.045771859126443326
2005-02-18,17.87,18.272454157283654,-0.022025183580675733
2005-02-22,17.3,18.582454157283653,-0.06901425110100301
2005-02-23,17.61,18.802454157283652,-0.0634201337393886
2005-02-24,17.83,18.752454157283655,-0.04919111650916186
2005-02-25,17.78,19.002454157283655,-0.06433138305007224
2005-02-28,18.03,18.89245415728366,-0.045650721187599275
2005-03-01,17.92,18.682454157283654,-0.040811241974138435
2005-03-02,17.71,18.432454157283654,-0.039194680812385085
2005-03-03,17.46,18.542454157283654,-0.05837707069958997
2005-03-04,17.57,18.602454157283656,-0.055500965010006786
2005-03-07,17.63,18.162454157283655,-0.029316201030581968
2005-03-08,17.19,17.762454157283656,-0.032228325670240476
2005-03-09,16.79,17.332454157283653,-0.031297019588867436
2005-03-10,16.36,17.07245415728366,-0.04173120927548091
2005-03-11,16.1,16.322454157283655,-0.013628719991496285
2005-03-14,15.35,16.572454157283655,-0.07376422017413653
2005-03-15,15.6,16.322454157283655,-0.04426136843896544
2005-03-16,15.35,16.172454157283653,-0.05085524740308145
2005-03-17,15.2,15.702454157283654,-0.03199844764715265
2005-03-18,14.73,16.182454157283654,-0.08975487544513827
2005-03-21,15.21,16.072454157283655,-0.05366038993446498
2005-03-22,15.1,16.092454157283655,-0.061672020164460606
2005-03-23,15.12,15.912454157283655,-0.04980087605914163
2005-03-24,14.94,16.082454157283653,-0.0710373022743076
2005-03-28,15.11,16.162454157283655,-0.06511722458989089
2005-03-29,15.19,16.832454157283653,-0.09757663035564779
2005-03-30,15.86,16.652454157283653,-0.047587829985830665
2005-03-31,15.68,16.48034728502695,-0.048563739051427524
2005-04-01,15.6,16.940347285026952,-0.07912159429055177
2005-04-04,16.06,16.99034728502695,-0.0547574025074129
2005-04-05,16.11,16.52034728502695,-0.02483890186732729
2005-04-06,15.64,16.09034728502695,-0.02798866159004698
2005-04-07,15.21,15.68034728502695,-0.029995973716480218
2005-04-08,14.8,15.18034728502695,-0.025055242669059563
2005-04-11,14.3,15.05034728502695,-0.049855812016606604
2005-04-12,14.17,14.68034728502695,-0.03476397902026973
2005-04-13,13.8,14.76034728502695,-0.06506264835659636
2005-04-14,13.88,14.34034728502695,-0.0321015436988481
2005-04-15,13.46,14.60034728502695,-0.07810412059146066
2005-04-18,13.72,14.420347285026951,-0.04856660322973916
2005-04-19,13.54,14.820347285026951,-0.08639117966692267
2005-04-20,13.94,14.80034728502695,-0.05813020927538215
2005-04-21,13.92,14.140347285026952,-0.015582876472933216
2005-04-22,13.26,14.160347285026951,-0.06358228840750058
2005-04-25,13.28,13.990347285026951,-0.050774099495528247
2005-04-26,13.11,14.13034728502695,-0.07220963961077931
2005-04-27,13.25,14.26034728502695,-0.07085011780097339
2005-04-28,13.38,14.230347285026951,-0.05975590531944919
2005-04-29,13.35,14.150347285026951,-0.0565602574202424
2005-05-02,13.27,14.420347285026951,-0.07977250910048395
2005-05-03,13.54,15.390347285026952,-0.12022777983880384
2005-05-04,14.51,15.150347285026951,-0.04226617865451876
2005-05-05,14.27,15.10034728502695,-0.05498862174185215
2005-05-06,14.22,15.000347285026951,-0.05202194790555803
2005-05-09,14.12,14.660347285026951,-0.03685774112451101
2005-05-10,13.78,14.86034728502695,-0.07270000251713438
2005-05-11,13.98,15.11034728502695,-0.07480617511332954
2005-05-12,14.23,15.640347285026952,-0.09017365531116595
2005-05-13,14.76,15.77034728502695,-0.06406626732857168
2005-05-16,14.89,15.730347285026951,-0.05342204274325468
2005-05-17,14.85,15.910347285026951,-0.06664513765986946
2005-05-18,15.03,16.100347285026952,-0.06647976382611065
2005-05-19,15.22,16.27034728502695,-0.06455592290851397
2005-05-20,15.39,16.50034728502695,-0.06729235850899462
2005-05-23,15.62,16.41034728502695,-0.04816152097817439
2005-05-24,15.53,16.690347285026952,-0.0695220575828227
2005-05-25,15.81,16.80034728502695,-0.058948024598847626
2005-05-26,15.92,17.00034728502695,-0.06354854209234106
2005-05-27,16.12,16.870347285026952,-0.04447728741736756
2005-05-31,15.99,17.34034728502695,-0.07787313961081677
2005-06-01,16.46,17.32034728502695,-0.04967263478433259
2005-06-02,16.44,16.79034728502695,-0.0208659939594803
2005-06-03,15.91,17.140347285026955,-0.07178076759866658
2005-06-06,16.26,16.79034728502695,-0.03158643928109184
2005-06-07,15.91,16.49034728502695,-0.035193151180866744
2005-06-08,15.61,16.54034728502695,-0.05624714336373948
2005-06-09,15.66,16.30034728502695,-0.039284272526828756
2005-06-10,15.42,16.460347285026952,-0.06320324030910918
2005-06-13,15.58,16.49034728502695,-0.05520485829025168
2005-06-14,15.61,16.600347285026952,-0.059658226904699685
2005-06-15,15.72,16.690347285026952,-0.05813823214436398
2005-06-16,15.81,16.890347285026955,-0.06396240804264974
2005-06-17,16.01,16.55034728502695,-0.03264869768115386
2005-06-20,15.67,16.41034728502695,-0.045114662850703646
2005-06-21,15.53,16.20034728502695,-0.041378574991816075
2005-06-22,15.32,15.37034728502695,-0.0032756114154945948
2005-06-23,14.49,15.35034728502695,-0.056047415022730585
2005-06-24,14.47,15.03034728502695,-0.03728106040405077
2005-06-27,14.15,14.96034728502695,-0.054166341836060505
2005-06-28,14.08,14.730347285026951,-0.04415016648575654
2005-06-29,13.85,14.77034728502695,-0.062310470246012994
2005-06-30,13.89,15.183956411652916,-0.08521865952274932
2005-07-01,13.84,15.463956411652916,-0.10501558387924437
2005-07-05,14.12,15.463956411652916,-0.0869089627438534
2005-07-06,14.12,15.693956411652916,-0.10029060680226176
2005-07-07,14.35,15.863956411652916,-0.09543372235571923
2005-07-08,14.52,16.303956411652916,-0.10941862003371583
2005-07-11,14.96,16.283956411652916,-0.08130434509794449
2005-07-12,14.94,16.043956411652914,-0.06880824051922119
2005-07-13,14.7,16.093956411652915,-0.08661365645576213
2005-07-14,14.75,16.103956411652916,-0.08407601070462323
2005-07-15,14.76,16.033956411652916,-0.07945365316866204
2005-07-18,14.69,16.233956411652915,-0.09510660078800304
2005-07-19,14.89,16.023956411652915,-0.07076631903643227
2005-07-20,14.68,19.063956411652917,-0.22996047184482693
2005-07-21,17.72,18.60395641165292,-0.047514431451755046
2005-07-22,17.26,18.553956411652916,-0.06974018818111682
2005-07-25,17.21,18.35395641165292,-0.06232751053754393
2005-07-26,17.01,19.01395641165292,-0.1053939731567266
2005-07-27,17.67,19.033956411652916,-0.0716591118606259
2005-07-28,17.69,18.923956411652913,-0.06520604808057318
2005-07-29,17.58,19.69395641165292,-0.107340362061637
2005-08-01,18.35,20.173956411652913,-0.09041143811529972
2005-08-02,18.83,20.093956411652915,-0.06290231678416114
2005-08-03,18.75,19.793956411652914,-0.0527411695742811
2005-08-04,18.45,19.583956411652913,-0.05790231492642539
2005-08-05,18.24,19.533956411652916,-0.06624138932146961
2005-08-08,18.19,19.363956411652914,-0.060625854897424
2005-08-09,18.02,18.85395641165292,-0.044232435540027204
2005-08-10,17.51,18.843956411652915,-0.07078961458582067
2005-08-11,17.5,18.583956411652913,-0.0583275373468497
2005-08-12,17.24,18.69395641165292,-0.07777681618785603
2005-08-15,17.35,18.333956411652913,-0.05366852574316783
2005-08-16,16.99,18.373956411652916,-0.07532163354731813
2005-08-17,17.03,18.153956411652917,-0.06191247715740111
2005-08-18,16.81,18.183956411652915,-0.07555871673627834
2005-08-19,16.84,17.823956411652915,-0.05520415271042889
2005-08-22,16.48,17.753956411652915,-0.07175619800534971
2005-08-23,16.41,17.743956411652913,-0.07517807081496608
2005-08-24,16.4,17.703956411652914,-0.07365339031193274
2005-08-25,16.36,17.743956411652913,-0.07799593165952745
2005-08-26,16.4,17.953956411652914,-0.08655231058956614
2005-08-29,16.61,18.053956411652916,-0.07998005416258314
2005-08-30,16.71,18.383956411652914,-0.09105528615112757
2005-08-31,17.04,18.153956411652917,-0.06136163304533859
2005-09-01,16.81,18.043956411652914,-0.0683861334787983
2005-09-02,16.7,18.253956411652915,-0.08512984125791523
2005-09-06,16.91,18.373956411652916,-0.07967562232402281
2005-09-07,17.03,17.723956411652914,-0.039153583744804266
2005-09-08,16.38,17.593956411652915,-0.06899848921126583
2005-09-09,16.25,17.733956411652915,-0.08367881239844555
2005-09-12,16.39,17.453956411652914,-0.060957893245486505
2005-09-13,16.11,17.193956411652916,-0.06304287307127776
2005-09-14,15.85,17.193956411652916,-0.07816446543635958
2005-09-15,15.85,16.953956411652914,-0.06511497286227153
2005-09-16,15.61,16.893956411652916,-0.07600093076878567
2005-09-19,15.55,16.793956411652914,-0.0740716708535556
2005-09-20,15.45,16.853956411652916,-0.08330129599019342
2005-09-21,15.51,17.223956411652914,-0.09951002955937183
2005-09-22,15.88,17.663956411652915,-0.100994158391154
2005-09-23,16.32,17.643956411652916,-0.07503738848382724
2005-09-26,16.3,17.803956411652916,-0.08447315736341365
2005-09-27,16.46,17.723956411652914,-0.0713134461796523
2005-09-28,16.38,18.723956411652914,-0.12518488935352068
2005-09-29,17.38,18.683956411652915,-0.0697901655796872
2005-09-30,17.34,19.16668847395273,-0.09530537716179677
2005-10-03,17.59,18.496688473952734,-0.04901896224448743
2005-10-04,16.92,18.48668847395273,-0.08474684236498875
2005-10-05,16.91,18.176688473952733,-0.06968752728352601
2005-10-06,16.6,18.36668847395273,-0.09618982085193051
2005-10-07,16.79,18.60668847395273,-0.09763631376404724
2005-10-10,17.03,18.60668847395273,-0.08473772623000142
2005-10-11,17.03,18.16668847395273,-0.06256993263150312
2005-10-12,16.59,18.256688473952728,-0.0912919380932985
2005-10-13,16.68,18.28668847395273,-0.08786109503868189
2005-10-14,16.71,18.76668847395273,-0.1095925089185188
2005-10-17,17.19,18.586688473952734,-0.07514455713345836
2005-10-18,17.01,19.256688473952728,-0.11667055200024012
2005-10-19,17.68,18.05668847395273,-0.020861437272737593
2005-10-20,16.48,18.11668847395273,-0.09034148135327713
2005-10-21,16.54,18.16668847395273,-0.0895423773179721
2005-10-24,16.59,17.57668847395273,-0.05613619854587082
2005-10-25,16.0,17.69668847395273,-0.09587604350102219
2005-10-26,16.12,17.506688473952728,-0.07920906778091741
2005-10-27,15.93,17.746688473952734,-0.10236774464256437
2005-10-28,16.17,18.246688473952734,-0.11381180080523756
2005-10-31,16.67,18.52668847395273,-0.10021696411439684
2005-11-01,16.95,18.86668847395273,-0.10159114444481887
2005-11-02,17.29,19.066688473952727,-0.09318285534375237
2005-11-03,17.49,19.07668847395273,-0.0831742089891121
2005-11-04,17.5,19.19668847395273,-0.0883844354850527
2005-11-07,17.62,19.37668847395273,-0.09065989146257736
2005-11-08,17.8,19.28668847395273,-0.07708365673871631
2005-11-09,17.71,19.80668847395273,-0.10585759839207998
2005-11-10,18.23,20.04668847395273,-0.0906228715188151
2005-11-11,18.47,19.89668847395273,-0.07170482041875681
2005-11-14,18.32,19.69668847395273,-0.06989441274726393
2005-11-15,18.12,19.476688473952727,-0.06965704030061892
2005-11-16,17.9,20.006688473952728,-0.10529920914675539
2005-11-17,18.43,20.37668847395273,-0.09553507560569308
2005-11-18,18.8,21.01668847395273,-0.10547277591805226
2005-11-21,19.44,21.256688473952728,-0.08546432226161849
2005-11-22,19.68,21.20668847395273,-0.07199089456271768
2005-11-23,19.63,21.23668847395273,-0.07565626231808076
2005-11-25,19.66,20.676688473952733,-0.049170759390871344
2005-11-28,19.1,20.30668847395273,-0.05942320312347038
2005-11-29,18.73,20.436688473952728,-0.08351100894491592
2005-11-30,18.86,20.496688473952734,-0.07985136116171365
2005-12-01,18.92,20.596688473952728,-0.08140573063835599
2005-12-02,19.02,20.596688473952728,-0.07655058122312541
2005-12-05,19.02,20.38668847395273,-0.06703827724148992
2005-12-06,18.81,20.23668847395273,-0.07050009569446425
2005-12-07,18.66,19.87668847395273,-0.061211829905526316
2005-12-08,18.3,19.846688473952728,-0.07793181597940824
2005-12-09,18.27,20.27668847395273,-0.09896529586330172
2005-12-12,18.7,20.66668847395273,-0.09516224509947235
2005-12-13,19.09,20.63668847395273,-0.07494848196719806
2005-12-14,19.06,20.94668847395273,-0.090070966410697
2005-12-15,19.37,20.91668847395273,-0.07394518859325161
2005-12-16,19.34,20.35668847395273,-0.0499437064753252
2005-12-19,18.78,20.156688473952727,-0.06829933774745478
2005-12-20,18.58,20.21668847395273,-0.08095729802937046
2005-12-21,18.64,20.21668847395273,-0.07798945292074622
2005-12-22,18.64,20.35668847395273,-0.08433043891934122
2005-12-23,18.78,19.98668847395273,-0.06037460760572322
2005-12-27,18.41,20.246688473952734,-0.09071550028122499
2005-12-28,18.67,19.98668847395273,-0.06587827071346397
2005-12-29,18.41,19.76668847395273,-0.06863509159566539
2005-12-30,18.19,19.652394404089318,-0.07441303965409007
2006-01-03,18.71,19.67239440408932,-0.04892106086940118
2006-01-04,18.73,20.25239440408932,-0.07517108217988877
2006-01-05,19.31,20.57239440408932,-0.06136351361406844
2006-01-06,19.63,20.55239440408932,-0.044880143206369794
2006-01-09,19.61,20.35239440408932,-0.03647700557238387
2006-01-10,19.41,20.042394404089322,-0.031552837018330115
2006-01-11,19.1,19.812394404089318,-0.03595700699064808
2006-01-12,18.87,20.292394404089322,-0.07009495162397794
2006-01-13,19.35,20.05239440408932,-0.03502795675842474
2006-01-17,19.11,19.64239440408932,-0.027104353631066558
2006-01-18,18.7,20.62239440408932,-0.09321877791785993
2006-01-19,19.68,19.87239440408932,-0.009681490824765882
2006-01-20,18.93,19.33239440408932,-0.02081451452305383
2006-01-23,18.39,19.57239440408932,-0.06041133137202048
2006-01-24,18.63,19.23239440408932,-0.03132186203301002
2006-01-25,18.29,19.48239440408932,-0.06120368879499938
2006-01-26,18.54,19.49239440408932,-0.048859795484618274
2006-01-27,18.55,19.08239440408932,-0.027899769432248478
2006-01-30,18.14,19.08239440408932,-0.049385542722425235
2006-01-31,18.14,18.98239440408932,-0.04437766838875945
2006-02-01,18.04,18.44239440408932,-0.021818989187222693
2006-02-02,17.5,18.022394404089315,-0.028985849070686354
2006-02-03,17.08,18.10239440408932,-0.056478407290604826
2006-02-06,17.16,17.75239440408932,-0.033369831167837205
2006-02-07,16.81,17.98239440408932,-0.06519679069116124
2006-02-08,17.04,17.58239440408932,-0.030848722399445916
2006-02-09,16.64,17.58239440408932,-0.05359875239006917
2006-02-10,16.64,17.592394404089315,-0.054136712843814605
2006-02-13,16.65,17.78239440408932,-0.06368064830622089
2006-02-14,16.84,18.05239440408932,-0.06715975603849433
2006-02-15,17.11,18.522394404089315,-0.07625333816331503
2006-02-16,17.58,18.33239440408932,-0.04104179669631647
2006-02-17,17.39,18.112394404089322,-0.03988398154173489
2006-02-21,17.17,18.342394404089315,-0.06391719522877215
2006-02-22,17.4,18.292394404089322,-0.048784996888642684
2006-02-23,17.35,18.402394404089318,-0.0571879061485312
2006-02-24,17.46,18.312394404089318,-0.046547403101965146
2006-02-27,17.37,17.80239440408932,-0.024288553229109167
2006-02-28,16.86,17.73239440408932,-0.04919777804446612
2006-03-01,16.79,17.87239440408932,-0.06056236112614333
2006-03-02,16.93,17.932394404089315,-0.05589852540053042
2006-03-03,16.99,17.702394404089322,-0.040242827485798105
2006-03-06,16.76,17.32239440408932,-0.03246632024245755
2006-03-07,16.38,17.07239440408932,-0.040556373505726495
2006-03-08,16.13,16.79239440408932,-0.03944609614028671
2006-03-09,15.85,16.87239440408932,-0.060595691376294836
2006-03-10,15.93,16.882394404089318,-0.056413467266149486
2006-03-13,15.94,17.48239440408932,-0.08822558102959499
2006-03-14,16.54,17.402394404089318,-0.04955607740315715
2006-03-15,16.46,17.092394404089315,-0.03699858481723406
2006-03-16,16.15,17.03239440408932,-0.051806832507205636
2006-03-17,16.09,17.10239440408932,-0.05919606226875751
2006-03-20,16.16,16.902394404089318,-0.04392244000114587
2006-03-21,15.96,16.882394404089318,-0.05463646814612333
2006-03-22,15.94,16.66239440408932,-0.04335477762499895
2006-03-23,15.72,16.64239440408932,-0.05542438075272815
2006-03-24,15.7,16.58239440408932,-0.05321272565267887
2006-03-27,15.64,17.30239440408932,-0.09607886430426194
2006-03-28,16.36,17.49239440408932,-0.06473638645059332
2006-03-29,16.55,17.48239440408932,-0.0533333353851817
2006-03-30,16.54,17.35239440408932,-0.04681742387654986
2006-03-31,16.41,17.715271842073594,-0.07368059907348345
2006-04-03,16.41,17.885271842073593,-0.08248529041661756
2006-04-04,16.58,17.525271842073593,-0.05393764219989128
2006-04-05,16.22,17.635271842073593,-0.08025234057901443
2006-04-06,16.33,17.405271842073596,-0.06177851468394491
2006-04-07,16.1,17.335271842073595,-0.07125771394455582
2006-04-10,16.03,17.435271842073593,-0.08059936517206956
2006-04-11,16.13,17.495271842073596,-0.07803661780152027
2006-04-12,16.19,17.545271842073593,-0.0772442772202393
2006-04-13,16.24,17.315271842073596,-0.06209962233805899
2006-04-17,16.01,17.665271842073594,-0.09370203056435344
2006-04-18,16.36,18.285271842073595,-0.10529085149522532
2006-04-19,16.98,16.785271842073595,0.011601132216298327
2006-04-20,15.48,16.075271842073594,-0.037030281535618936
2006-04-21,14.77,16.005271842073594,-0.07717906039098898
2006-04-24,14.7,15.825271842073594,-0.07110600394755362
2006-04-25,14.52,15.705271842073595,-0.07546968011711297
2006-04-26,14.4,15.925271842073595,-0.09577681669734017
2006-04-27,14.62,15.785271842073595,-0.07382019478231061
2006-04-28,14.48,15.745271842073594,-0.08035884389703629
2006-05-01,14.44,15.925271842073595,-0.0932650856326106
2006-05-02,14.62,15.685271842073595,-0.06791542109051307
2006-05-03,14.38,15.665271842073594,-0.08204593287820428
2006-05-04,14.36,14.935271842073595,-0.03851766798465761
2006-05-05,13.63,14.485271842073594,-0.05904423827168981
2006-05-08,13.18,14.715271842073594,-0.10433187089918228
2006-05-09,13.41,15.025271842073595,-0.10750366842285863
2006-05-10,13.72,14.785271842073595,-0.07204952695169331
2006-05-11,13.48,14.555271842073594,-0.07387507796078419
2006-05-12,13.25,14.445271842073595,-0.08274484932794557
2006-05-15,13.14,14.045271842073594,-0.0644538498259456
2006-05-16,12.74,13.725271842073594,-0.07178523335715148
2006-05-17,12.42,13.775271842073595,-0.098384399060221
2006-05-18,12.47,13.805271842073594,-0.09672187968107637
2006-05-19,12.5,13.835271842073594,-0.09651215077776643
2006-05-22,12.53,13.955271842073595,-0.10213142805119413
2006-05-23,12.65,14.015271842073595,-0.09741315455438215
2006-05-24,12.71,15.565271842073594,-0.18343861071257817
2006-05-25,14.26,15.695271842073595,-0.09144612826814047
2006-05-26,14.39,15.285271842073595,-0.05857088125899779
2006-05-30,13.98,15.115271842073595,-0.07510760335209765
2006-05-31,13.81,15.225271842073594,-0.09295543992604616
2006-06-01,13.92,15.035271842073595,-0.07417703210078985
2006-06-02,13.73,14.985271842073594,-0.0837670384162944
2006-06-05,13.68,14.605271842073595,-0.06335190827521286
2006-06-06,13.3,14.735271842073594,-0.09740382515207247
2006-06-07,13.43,14.445271842073595,-0.07028402463957051
2006-06-08,13.14,14.175271842073595,-0.0730336499791705
2006-06-09,12.87,13.975271842073594,-0.07908768105290742
2006-06-12,12.67,14.145271842073594,-0.10429434361844903
2006-06-13,12.84,14.205271842073595,-0.09611022282797099
2006-06-14,12.9,14.245271842073594,-0.0944363755909744
2006-06-15,12.94,14.045271842073594,-0.07869351725629659
2006-06-16,12.74,13.975271842073594,-0.08838982568873666
2006-06-19,12.67,14.005271842073595,-0.09534065865556929
2006-06-20,12.7,14.245271842073594,-0.10847612170584309
2006-06-21,12.94,13.935271842073595,-0.07142105682277788
2006-06-22,12.63,13.935271842073595,-0.0936667656624176
2006-06-23,12.63,13.815271842073594,-0.085794319186968
2006-06-26,12.51,13.195271842073595,-0.051933135616697323
2006-06-27,11.89,13.405271842073594,-0.11303551766237097
2006-06-28,12.1,13.615271842073595,-0.11129207405107677
2006-06-29,12.31,13.635271842073594,-0.09719438361208732
2006-06-30,12.33,14.197954163576528,-0.13156502282339966
2006-07-03,12.29,13.847954163576528,-0.11250428367782483
2006-07-05,11.94,13.207954163576527,-0.09599928557241322
2006-07-06,11.3,13.107954163576528,-0.1379280199651861
2006-07-07,11.2,13.267954163576528,-0.15586081607468316
2006-07-10,11.36,13.607954163576528,-0.16519413106148406
2006-07-11,11.7,13.367954163576528,-0.12477258248843937
2006-07-12,11.46,13.097954163576528,-0.12505419877948842
2006-07-13,11.19,12.677954163576528,-0.11736547903378503
2006-07-14,10.77,13.087954163576528,-0.17710592003961478
2006-07-17,11.18,13.097954163576528,-0.1464315831025027
2006-07-18,11.19,12.817954163576527,-0.12700577196652163
2006-07-19,10.91,12.28795416357653,-0.11213861520260282
2006-07-20,10.38,12.20795416357653,-0.1497346843773697
2006-07-21,10.3,12.487954163576527,-0.17520517251401413
2006-07-24,10.58,12.28795416357653,-0.13899418412864684
2006-07-25,10.38,12.187954163576528,-0.14833942918652943
2006-07-26,10.28,11.877954163576527,-0.13453109361851368
2006-07-27,9.97,12.187954163576528,-0.1819792012514161
2006-07-28,10.28,12.03795416357653,-0.1460342961676666
2006-07-31,10.13,11.857954163576526,-0.1457211032982565
2006-08-01,9.95,11.587954163576528,-0.1413497275235155
2006-08-02,9.68,12.03795416357653,-0.195876652422472
2006-08-03,10.13,12.097954163576528,-0.1626683435040176
2006-08-04,10.19,12.057954163576527,-0.15491468438477385
2006-08-07,10.15,12.497954163576527,-0.18786708071144143
2006-08-08,10.59,12.257954163576528,-0.1360711698965813
2006-08-09,10.35,12.357954163576526,-0.16248273274023883
2006-08-10,10.45,12.097954163576528,-0.1362175902879551
2006-08-11,10.19,12.097954163576528,-0.157708827276006
2006-08-14,10.19,12.397954163576527,-0.17809020217732308
2006-08-15,10.49,12.777954163576528,-0.1790548106752743
2006-08-16,10.87,13.557954163576527,-0.19825661977805786
2006-08-17,11.65,13.377954163576527,-0.1291643058757922
2006-08-18,11.47,13.157954163576527,-0.12828393704616126
2006-08-21,11.25,13.447954163576528,-0.1634415270041324
2006-08-22,11.54,13.267954163576528,-0.13023516227695042
2006-08-23,11.36,12.757954163576528,-0.10957510472702858
2006-08-24,10.85,12.557954163576527,-0.13600576505768192
2006-08-25,10.65,12.757954163576528,-0.1652266606815892
2006-08-28,10.85,13.347954163576528,-0.18714135012486532
2006-08-29,11.44,13.877954163576527,-0.17567100559930338
2006-08-30,11.97,13.617954163576528,-0.12101334339810399
2006-08-31,11.71,13.757954163576528,-0.1488560100744034
2006-09-01,11.85,13.977954163576527,-0.15223645310853196
2006-09-05,12.07,13.777954163576528,-0.12396282810198944
2006-09-06,11.87,13.497954163576527,-0.12060747457340393
2006-09-07,11.59,13.907954163576527,-0.1666639202512621
2006-09-08,12.0,13.727954163576527,-0.1258712072452277
2006-09-11,11.82,13.877954163576527,-0.1482894480929865
2006-09-12,11.97,13.687954163576528,-0.1255084684713499
2006-09-13,11.78,13.717954163576527,-0.14127136892774594
2006-09-14,11.81,13.627954163576527,-0.13339890505615126
2006-09-15,11.72,13.207954163576527,-0.11265591515148099
2006-09-18,11.3,12.827954163576527,-0.11911128961740236
2006-09-19,10.92,12.907954163576527,-0.15401001106636292
2006-09-20,11.0,12.887954163576527,-0.14648982605107297
2006-09-21,10.98,12.897954163576527,-0.14870220030652437
2006-09-22,10.99,12.947954163576528,-0.15121726095419652
2006-09-25,11.04,13.557954163576527,-0.18571785486198333
2006-09-26,11.65,13.317954163576527,-0.1252410199862558
2006-09-27,11.41,13.867954163576528,-0.17723985344804627
2006-09-28,11.96,13.847954163576528,-0.13633451853431922
2006-09-29,11.94,13.291911526764054,-0.10170933834775375
2006-10-02,11.56,13.591911526764054,-0.14949416958482875
2006-10-03,11.86,14.311911526764053,-0.17131963974056474
2006-10-04,12.58,14.551911526764053,-0.1355087627585757
2006-10-05,12.82,14.101911526764054,-0.09090338741177817
2006-10-06,12.37,14.141911526764053,-0.1252950510552021
