date,SWKS,dcf,Deviation
2003-06-25,7.0,7.647854161710962,-0.08471057998914888
2003-06-26,7.04,7.617854161710961,-0.07585524078622896
2003-06-27,7.01,7.2379643554126964,-0.0314956449380992
2003-06-30,6.77,7.297964355412697,-0.07234405783595266
2003-07-01,6.83,7.907964355412696,-0.13631376002281437
2003-07-02,7.44,7.917964355412696,-0.060364550023007
2003-07-03,7.45,8.417964355412696,-0.11498793705277466
2003-07-07,7.95,9.267964355412696,-0.14220645493127904
2003-07-08,8.8,9.267964355412696,-0.05049267967235904
2003-07-09,8.8,8.837964355412696,-0.004295599516583759
2003-07-10,8.37,8.847964355412696,-0.05401969721095279
2003-07-11,8.38,9.307964355412697,-0.09969573582144986
2003-07-14,8.84,9.327964355412696,-0.052311987569886864
2003-07-15,8.86,9.097964355412696,-0.02615578014120523
2003-07-16,8.63,8.267964355412696,0.043787760689884436
2003-07-17,7.8,8.307964355412697,-0.061141855415130064
2003-07-18,7.84,8.127964355412697,-0.035428840829122454
2003-07-21,7.66,8.937964355412696,-0.14298159005733557
2003-07-22,8.47,9.227964355412697,-0.08213776367353531
2003-07-23,8.76,8.387964355412697,0.04435350805314653
2003-07-24,7.92,8.577964355412696,-0.07670402069198634
2003-07-25,8.11,8.797964355412697,-0.07819585618000913
2003-07-28,8.33,8.707964355412697,-0.04340444448164993
2003-07-29,8.24,8.817964355412697,-0.06554396594469414
2003-07-30,8.35,8.967964355412697,-0.06890798523744346
2003-07-31,8.5,9.367964355412697,-0.09265239730669961
2003-08-01,8.9,9.227964355412697,-0.03554027115637126
2003-08-04,8.76,8.777964355412697,-0.0020465286352661094
2003-08-05,8.31,9.217964355412697,-0.09849944308794689
2003-08-06,8.75,9.297964355412697,-0.05893379824517242
2003-08-07,8.83,9.217964355412697,-0.042087855892487536
2003-08-08,8.75,9.457964355412697,-0.07485377707175822
2003-08-11,8.99,9.847964355412696,-0.08712098505323451
2003-08-12,9.38,10.207964355412697,-0.08110964405686572
2003-08-13,9.74,10.117964355412697,-0.03735577060127726
2003-08-14,9.65,10.277964355412697,-0.06109812543589832
2003-08-15,9.81,10.857964355412697,-0.09651572993885238
2003-08-18,10.39,11.357964355412697,-0.08522340140567608
2003-08-19,10.89,11.127964355412697,-0.021384356366755397
2003-08-20,10.66,11.537964355412697,-0.07609352294461069
2003-08-21,11.07,11.257964355412696,-0.01669612280503663
2003-08-22,10.79,10.947964355412697,-0.014428650869200199
2003-08-25,10.48,11.187964355412696,-0.0632791035904744
2003-08-26,10.72,11.497964355412696,-0.06766105124047173
2003-08-27,11.03,11.737964355412696,-0.060314065878572465
2003-08-28,11.27,11.827964355412696,-0.047173320670125474
2003-08-29,11.36,11.617964355412697,-0.02220392037031127
2003-09-02,11.15,11.607964355412697,-0.03945259835322912
2003-09-03,11.14,11.627964355412697,-0.04196472748779578
2003-09-04,11.16,11.577964355412696,-0.03609998636913214
2003-09-05,11.11,12.587964355412696,-0.11741091042867369
2003-09-08,12.12,11.947964355412697,0.014398741029836293
2003-09-09,11.48,10.927964355412696,0.05051587163293392
2003-09-10,10.46,11.467964355412697,-0.08789392120293371
2003-09-11,11.0,11.557964355412697,-0.0482753137364883
2003-09-12,11.09,10.527964355412697,0.05338502540601264
2003-09-15,10.06,10.897964355412697,-0.07689182383832116
2003-09-16,10.43,11.107964355412697,-0.06103407732689914
2003-09-17,10.64,11.127964355412697,-0.04385028023345061
2003-09-18,10.66,10.797964355412697,-0.012776885612105104
2003-09-19,10.33,10.597964355412696,-0.025284511857773695
2003-09-22,10.13,10.507964355412696,-0.03596932218541493
2003-09-23,10.04,9.717964355412697,0.03313817923276652
2003-09-24,9.25,9.567964355412697,-0.033232184360388106
2003-09-25,9.1,9.397964355412697,-0.031705201695203966
2003-09-26,8.93,10.46959740922005,-0.14705411765539367
2003-09-29,9.4,10.169597409220051,-0.07567629063883208
2003-09-30,9.1,10.579597409220051,-0.13985384811813273
2003-10-01,9.51,10.609597409220049,-0.10364176573415185
2003-10-02,9.54,10.909597409220051,-0.1255406004315578
2003-10-03,9.84,11.169597409220051,-0.11903718285517817
2003-10-06,10.1,11.70959740922005,-0.1374596711542504
2003-10-07,10.64,11.669597409220051,-0.0882290427951331
2003-10-08,10.6,11.569597409220052,-0.08380563082059878
2003-10-09,10.5,11.61959740922005,-0.09635423412618926
2003-10-10,10.55,11.87959740922005,-0.11192276669141299
2003-10-13,10.81,11.62959740922005,-0.07047513171610442
2003-10-14,10.56,11.529597409220052,-0.08409638036837941
2003-10-15,10.46,11.849597409220051,-0.11726958825949807
2003-10-16,10.78,11.399597409220052,-0.05435256939152244
2003-10-17,10.33,11.76959740922005,-0.12231492371117991
2003-10-20,10.7,12.279597409220052,-0.12863592808295354
2003-10-21,11.21,12.069597409220052,-0.07122005648369001
2003-10-22,11.0,11.419597409220051,-0.03674362538221121
2003-10-23,10.35,11.18959740922005,-0.07503374594408874
2003-10-24,10.12,11.759597409220051,-0.13942632151118828
2003-10-27,10.69,11.259597409220051,-0.05058772427810165
2003-10-28,10.19,11.54959740922005,-0.11771816462924356
2003-10-29,10.48,11.80959740922005,-0.1125861757304275
2003-10-30,10.74,9.649597409220052,0.11299980139462451
2003-10-31,8.58,9.96959740922005,-0.13938350288196466
2003-11-03,8.9,9.849597409220051,-0.09640976882274876
2003-11-04,8.78,9.919597409220051,-0.1148834334910428
2003-11-05,8.85,10.179597409220051,-0.13061394825062378
2003-11-06,9.11,10.069597409220052,-0.09529650195760686
2003-11-07,9.0,9.659597409220051,-0.06828415111694697
2003-11-10,8.59,9.51959740922005,-0.09765091623724598
2003-11-11,8.45,9.919597409220051,-0.14815091264229063
2003-11-12,8.85,9.79959740922005,-0.09690167560624607
2003-11-13,8.73,9.38959740922005,-0.0702476773468863
2003-11-14,8.32,9.12959740922005,-0.0886783253336485
2003-11-17,8.06,8.88959740922005,-0.09332226995562398
2003-11-18,7.82,8.929597409220051,-0.12426063106432561
2003-11-19,7.86,8.94959740922005,-0.12174820379043261
2003-11-20,7.88,8.919597409220051,-0.1165520551572693
2003-11-21,7.85,9.46959740922005,-0.1710312845658183
2003-11-24,8.4,9.499597409220051,-0.11575200104299277
2003-11-25,8.43,9.76959740922005,-0.1371189981642239
2003-11-26,8.7,9.849597409220051,-0.11671516727617026
2003-11-28,8.78,10.19959740922005,-0.13918171004835822
2003-12-01,9.13,10.01959740922005,-0.08878574386645921
2003-12-02,8.95,9.69959740922005,-0.07728129092322056
2003-12-03,8.63,9.409597409220051,-0.08285130333590651
2003-12-04,8.34,9.21959740922005,-0.09540518638486428
2003-12-05,8.15,9.04959740922005,-0.09940745080035363
2003-12-08,7.98,8.829597409220051,-0.09622153421546531
2003-12-09,7.76,8.649597409220052,-0.10284841792425903
2003-12-10,7.58,9.20959740922005,-0.17694556415556273
2003-12-11,8.14,9.329597409220051,-0.12750790382920718
2003-12-12,8.26,8.919597409220051,-0.07394923548211219
2003-12-15,7.85,8.96959740922005,-0.12482136690652257
2003-12-16,7.9,8.68959740922005,-0.0908669725460759
2003-12-17,7.62,9.069597409220052,-0.15983040302829832
2003-12-18,8.0,9.099597409220051,-0.12084022619571033
2003-12-19,8.03,9.30959740922005,-0.13744927443938249
2003-12-22,8.24,9.569597409220052,-0.13893974347750715
2003-12-23,8.5,9.429597409220051,-0.09858293720059685
2003-12-24,8.36,9.47959740922005,-0.11810600818670924
2003-12-26,8.41,9.669597409220051,-0.1302636868851451
2003-12-29,8.6,9.819597409220052,-0.124200347366066
2003-12-30,8.75,9.76959740922005,-0.10436432193795486
2003-12-31,8.7,10.069597409220052,-0.136013124811326
2004-01-02,9.0,10.782178549869206,-0.1652892819040569
2004-01-05,9.6,10.432178549869207,-0.0797703515033914
2004-01-06,9.25,10.362178549869206,-0.10733057189824668
2004-01-07,9.18,10.642178549869207,-0.13739466435537095
2004-01-08,9.46,10.892178549869207,-0.13148687779144086
2004-01-09,9.71,11.432178549869207,-0.15064307667665922
2004-01-12,10.25,10.812178549869207,-0.051994937678494724
2004-01-13,9.63,10.882178549869206,-0.1150668998979304
2004-01-14,9.7,10.872178549869206,-0.10781450511436907
2004-01-15,9.69,11.322178549869207,-0.14415764092397765
2004-01-16,10.14,11.892178549869207,-0.14733873549926457
2004-01-20,10.71,11.362178549869206,-0.0573990759788503
2004-01-21,10.18,11.552178549869206,-0.11878093330584316
2004-01-22,10.37,12.402178549869207,-0.16385657904357775
2004-01-23,11.22,12.892178549869207,-0.12970488605947605
2004-01-26,11.71,12.312178549869207,-0.048909179429955874
2004-01-27,11.13,12.102178549869206,-0.08033087149253082
2004-01-28,10.92,11.832178549869207,-0.07709303456034222
2004-01-29,10.65,11.792178549869206,-0.09685899386944696
2004-01-30,10.61,11.792178549869206,-0.1002510727657121
2004-02-02,10.61,11.542178549869206,-0.08076279065010394
2004-02-03,10.36,10.882178549869206,-0.047984743815426834
2004-02-04,9.7,11.332178549869207,-0.14403043004366056
2004-02-05,10.15,11.732178549869207,-0.13485803537202778
2004-02-06,10.55,11.502178549869207,-0.08278245253635308
2004-02-09,10.32,11.612178549869206,-0.1112778747174672
2004-02-10,10.43,11.992178549869207,-0.13026645186885122
2004-02-11,10.81,11.872178549869206,-0.08946787191647376
2004-02-12,10.69,11.512178549869207,-0.07141815480950375
2004-02-13,10.33,11.782178549869206,-0.12325212554899934
2004-02-17,10.6,11.782178549869206,-0.10033615980826649
2004-02-18,10.6,12.032178549869206,-0.11902903068910786
2004-02-19,10.85,11.722178549869206,-0.0744041345351234
2004-02-20,10.54,11.452178549869206,-0.07965109397282533
2004-02-23,10.27,11.532178549869206,-0.10944840512233678
2004-02-24,10.35,12.112178549869206,-0.14548815827093597
2004-02-25,10.93,12.512178549869207,-0.1264510847222322
2004-02-26,11.33,12.452178549869206,-0.09011905389687758
2004-02-27,11.27,13.102178549869206,-0.1398377027832136
2004-03-01,11.92,12.692178549869206,-0.06083892901720678
2004-03-02,11.51,12.962178549869206,-0.11203198168288298
2004-03-03,11.78,13.532178549869206,-0.12948236999770757
2004-03-04,12.35,13.282178549869206,-0.07018265462772189
2004-03-05,12.1,12.952178549869206,-0.06579422500918286
2004-03-08,11.77,12.222178549869206,-0.03699655900330834
2004-03-09,11.04,12.002178549869207,-0.08016699183996834
2004-03-10,10.82,12.202178549869206,-0.1132730966212604
2004-03-11,11.02,12.822178549869207,-0.1405516654490504
2004-03-12,11.64,12.212178549869206,-0.04685311040390361
2004-03-15,11.03,12.342178549869207,-0.10631660728025305
2004-03-16,11.16,12.592178549869207,-0.11373556562887865
2004-03-17,11.41,12.452178549869206,-0.0836944752836164
2004-03-18,11.27,12.112178549869206,-0.06953155011724133
2004-03-19,10.93,11.802178549869206,-0.07389979283772752
2004-03-22,10.62,11.892178549869207,-0.10697607209094584
2004-03-23,10.71,12.232178549869207,-0.12444051103926068
2004-03-24,11.05,12.672178549869207,-0.12801102379400653
2004-03-25,11.49,12.622178549869206,-0.0896975546175377
2004-03-26,11.44,12.802178549869206,-0.10640208965708597
2004-03-29,11.62,12.932178549869207,-0.1014661640194009
2004-03-30,11.75,12.852178549869206,-0.08575811062634386
2004-03-31,11.67,12.752178549869207,-0.08486224888062799
2004-04-01,11.57,13.072178549869207,-0.11491417013151473
2004-04-02,11.89,13.72091787757249,-0.13343989767369813
2004-04-05,12.46,13.21091787757249,-0.056840704372803974
2004-04-06,11.95,13.400917877572489,-0.10827003723384632
2004-04-07,12.14,13.49091787757249,-0.1001353569736183
2004-04-08,12.23,13.53091787757249,-0.09614409675257596
2004-04-12,12.27,12.900917877572489,-0.04890488285870764
2004-04-13,11.64,12.84091787757249,-0.09352274417002326
2004-04-14,11.58,12.44091787757249,-0.06920051125202631
2004-04-15,11.18,12.11091787757249,-0.07686600528407539
2004-04-16,10.85,12.76091787757249,-0.14974768240856395
2004-04-19,11.5,12.37091787757249,-0.07040042510923106
2004-04-20,11.11,12.87091787757249,-0.13681369847296443
2004-04-21,11.61,13.11091787757249,-0.11447847447354986
2004-04-22,11.85,13.16091787757249,-0.0996068731502705
2004-04-23,11.9,12.470917877572491,-0.04577994043238953
2004-04-26,11.21,12.150917877572489,-0.07743595068724674
2004-04-27,10.89,12.10091787757249,-0.10006826670700508
2004-04-28,10.84,10.57091787757249,0.0254549439834737
2004-04-29,9.31,9.81091787757249,-0.05105718790262981
2004-04-30,8.55,9.62091787757249,-0.1113114040884734
2004-05-03,8.36,10.02091787757249,-0.16574508421925505
2004-05-04,8.76,10.61091787757249,-0.17443522784062238
2004-05-05,9.35,10.24091787757249,-0.08699590097520382
2004-05-06,8.98,10.28091787757249,-0.1265371334606613
2004-05-07,9.02,10.04091787757249,-0.10167575215935432
2004-05-10,8.78,10.45091787757249,-0.15988240431572565
2004-05-11,9.19,10.29091787757249,-0.10697956107217366
2004-05-12,9.03,10.26091787757249,-0.11996177069723313
2004-05-13,9.0,9.94091787757249,-0.09465100598962561
2004-05-14,8.68,9.84091787757249,-0.11796845497697217
2004-05-17,8.58,9.96091787757249,-0.13863359727939284
2004-05-18,8.7,10.06091787757249,-0.13526776524100348
2004-05-19,8.8,9.88091787757249,-0.10939448044861644
2004-05-20,8.62,9.76091787757249,-0.1168863309662671
2004-05-21,8.5,9.84091787757249,-0.136259431717081
2004-05-24,8.58,10.150917877572489,-0.15475623943754746
2004-05-25,8.89,10.33091787757249,-0.13947626867701612
2004-05-26,9.07,10.19091787757249,-0.10999184676380658
2004-05-27,8.93,10.20091787757249,-0.1245885804420308
2004-05-28,8.94,10.13091787757249,-0.11755281130142281
2004-06-01,8.87,9.800917877572488,-0.0949827239857518
2004-06-02,8.54,9.470917877572491,-0.09829225526038421
2004-06-03,8.21,9.86091787757249,-0.1674203048914249
2004-06-04,8.6,10.26091787757249,-0.16186835304498393
2004-06-07,9.0,10.35091787757249,-0.13051189213852687
2004-06-08,9.09,10.11091787757249,-0.10097182965327378
2004-06-09,8.85,10.08091787757249,-0.12210375012685837
2004-06-10,8.82,9.85091787757249,-0.1046519614095629
2004-06-14,8.59,9.85091787757249,-0.12800003951339523
2004-06-15,8.59,9.87091787757249,-0.1297668457441873
2004-06-16,8.61,9.53091787757249,-0.09662425900652571
2004-06-17,8.27,9.400917877572489,-0.12029866575799897
2004-06-18,8.14,9.26091787757249,-0.12103744924539916
2004-06-21,8.0,9.67091787757249,-0.17277758933797394
2004-06-22,8.41,9.76091787757249,-0.13840070109353886
2004-06-23,8.5,9.57091787757249,-0.11189291259952927
2004-06-24,8.31,9.61091787757249,-0.135358338729357
2004-06-25,8.35,9.54091787757249,-0.12482214948856651
2004-06-28,8.28,9.77091787757249,-0.15258728977700686
2004-06-29,8.51,9.99091787757249,-0.14822640879641702
2004-06-30,8.73,9.57091787757249,-0.08786177964634001
2004-07-01,8.31,9.48091787757249,-0.12350258621502719
2004-07-02,8.22,8.97091787757249,-0.0837058022178312
2004-07-06,7.71,9.07091787757249,-0.1500308894800283
2004-07-07,7.81,8.94091787757249,-0.12648789453813225
2004-07-08,7.68,8.88091787757249,-0.13522452229912396
2004-07-09,7.62,8.81091787757249,-0.1351638835045641
2004-07-12,7.55,8.93091787757249,-0.1546221672287773
2004-07-13,7.67,8.50091787757249,-0.0977444894232723
2004-07-14,7.24,8.55091787757249,-0.1533072702067213
2004-07-15,7.29,8.38091787757249,-0.1301668735463699
2004-07-16,7.12,8.47091787757249,-0.15947715431749898
2004-07-19,7.21,8.75091787757249,-0.17608642877585112
2004-07-20,7.49,8.24091787757249,-0.09112066018957665
2004-07-21,6.98,9.41091787757249,-0.25830826590950295
2004-07-22,8.15,9.470917877572491,-0.13947094617940636
2004-07-23,8.21,9.13091787757249,-0.10085709782085128
2004-07-26,7.87,9.17091787757249,-0.14185252718856955
2004-07-27,7.91,8.95091787757249,-0.11629174703754397
2004-07-28,7.69,9.33091787757249,-0.1758581416214744
2004-07-29,8.07,9.64091787757249,-0.16294277137521207
2004-07-30,8.38,9.64091787757249,-0.13078815664489185
2004-08-02,8.38,9.19091787757249,-0.08823034743366343
2004-08-03,7.93,9.45091787757249,-0.16092805982175618
2004-08-04,8.19,9.29091787757249,-0.11849398434895386
2004-08-05,8.03,8.80091787757249,-0.08759516771961162
2004-08-06,7.54,8.81091787757249,-0.1442435277722327
2004-08-09,7.55,9.02091787757249,-0.16305634277299408
2004-08-10,7.76,8.98091787757249,-0.13594577906356486
2004-08-11,7.72,8.50091787757249,-0.09186277162290246
2004-08-12,7.24,8.49091787757249,-0.14732422284716773
2004-08-13,7.23,8.69091787757249,-0.1680970753782507
2004-08-16,7.43,8.900917877572489,-0.16525462854552775
2004-08-17,7.64,9.50091787757249,-0.19586716794651005
2004-08-18,8.24,9.720917877572491,-0.15234342026375658
2004-08-19,8.46,10.25091787757249,-0.1747080504362205
2004-08-20,8.99,10.07091787757249,-0.10733062176781816
2004-08-23,8.81,9.87091787757249,-0.10747915145591258
2004-08-24,8.61,10.13091787757249,-0.15012636524667233
2004-08-25,8.87,9.83091787757249,-0.09774447203598924
2004-08-26,8.57,9.93091787757249,-0.13703847865320906
2004-08-27,8.67,9.52091787757249,-0.08937351298627583
2004-08-30,8.26,9.59091787757249,-0.13876856152472372
2004-08-31,8.33,9.85091787757249,-0.15439351910903165
2004-09-01,8.59,9.84091787757249,-0.12711394334702653
2004-09-02,8.58,9.32091787757249,-0.0794897978186514
2004-09-03,8.06,9.470917877572491,-0.14897372100687312
2004-09-07,8.21,9.37091787757249,-0.12388518315275443
2004-09-08,8.11,10.23091787757249,-0.20730475045858976
2004-09-09,8.97,10.68091787757249,-0.1601845363089094
2004-09-10,9.42,10.79091787757249,-0.12704367627722968
2004-09-13,9.53,10.60091787757249,-0.10102124079634134
2004-09-14,9.34,10.41091787757249,-0.10286488570613872
2004-09-15,9.15,10.36091787757249,-0.11687361022266896
2004-09-16,9.1,10.52091787757249,-0.13505645554001233
2004-09-17,9.26,10.71091787757249,-0.1354615817389988
2004-09-20,9.45,11.19091787757249,-0.15556524465803045
2004-09-21,9.93,10.98091787757249,-0.09570401029215347
2004-09-22,9.72,11.07091787757249,-0.12202401756670822
2004-09-23,9.81,10.84091787757249,-0.09509507305698128
2004-09-24,9.58,10.75091787757249,-0.10891329381420956
2004-09-27,9.49,10.51091787757249,-0.09712927923743542
2004-09-28,9.25,10.46091787757249,-0.11575636973201142
2004-09-29,9.2,10.74091787757249,-0.1434624019228371
2004-09-30,9.48,11.25091787757249,-0.15740208015406698
2004-10-01,9.99,,
2004-10-04,10.41,,
2004-10-05,10.06,,
2004-10-06,10.66,,
2004-10-07,10.45,,
2004-10-08,9.97,,
2004-10-11,10.08,,
2004-10-12,10.11,,
2004-10-13,10.27,,
2004-10-14,9.9,,
2004-10-15,9.79,,
2004-10-18,10.09,,
2004-10-19,10.27,,
2004-10-20,10.0,,
2004-10-21,10.51,,
2004-10-22,9.9,,
2004-10-25,9.89,,
2004-10-26,8.93,,
2004-10-27,9.45,,
2004-10-28,8.74,,
2004-10-29,8.89,,
2004-11-01,8.96,,
2004-11-02,8.97,,
2004-11-03,8.93,,
2004-11-04,8.95,,
2004-11-05,8.96,,
2004-11-08,8.85,,
2004-11-09,9.05,,
2004-11-10,8.93,,
2004-11-11,9.17,,
2004-11-12,9.34,,
2004-11-15,9.47,,
2004-11-16,9.63,,
2004-11-17,9.92,,
2004-11-18,9.9,,
2004-11-19,9.78,,
2004-11-22,9.67,,
2004-11-23,9.54,,
2004-11-24,9.77,,
2004-11-26,9.87,,
2004-11-29,9.88,,
2004-11-30,9.93,,
2004-12-01,10.44,,
2004-12-02,10.61,,
2004-12-03,10.82,,
2004-12-06,10.91,,
2004-12-07,10.84,,
2004-12-08,10.53,,
2004-12-09,10.43,,
2004-12-10,10.32,,
2004-12-13,10.35,,
2004-12-14,10.58,,
2004-12-15,10.58,,
2004-12-16,10.22,,
2004-12-17,10.09,,
2004-12-20,9.8,,
2004-12-21,9.99,,
2004-12-22,9.93,,
2004-12-23,9.81,,
2004-12-27,9.73,,
2004-12-28,9.5,,
2004-12-29,9.45,,
2004-12-30,9.44,,
2004-12-31,9.43,,
2005-01-03,8.99,,
2005-01-04,8.81,,
2005-01-05,8.79,,
2005-01-06,8.74,,
2005-01-07,8.65,,
2005-01-10,8.62,,
2005-01-11,8.34,,
2005-01-12,8.39,,
2005-01-13,8.23,,
2005-01-14,8.39,,
2005-01-18,8.24,,
2005-01-19,8.01,,
2005-01-20,7.66,,
2005-01-21,7.45,,
2005-01-24,7.26,,
2005-01-25,7.37,,
2005-01-26,7.49,,
2005-01-27,7.51,,
2005-01-28,7.37,,
2005-01-31,7.59,,
2005-02-01,7.46,,
2005-02-02,7.36,,
2005-02-03,7.24,,
2005-02-04,7.57,,
2005-02-07,7.65,,
2005-02-08,7.78,,
2005-02-09,7.4,,
2005-02-10,7.28,,
2005-02-11,7.55,,
2005-02-14,7.49,,
2005-02-15,7.55,,
2005-02-16,7.58,,
2005-02-17,7.36,,
2005-02-18,7.32,,
2005-02-22,7.27,,
2005-02-23,7.26,,
2005-02-24,7.33,,
2005-02-25,7.4,,
2005-02-28,7.26,,
2005-03-01,7.46,,
2005-03-02,7.27,,
2005-03-03,7.06,,
2005-03-04,7.12,,
2005-03-07,7.17,,
2005-03-08,7.09,,
2005-03-09,6.93,,
2005-03-10,7.1,,
2005-03-11,6.94,,
2005-03-14,6.98,,
2005-03-15,6.73,,
2005-03-16,6.7,,
2005-03-17,6.6,,
2005-03-18,6.34,,
2005-03-21,6.31,,
2005-03-22,6.33,,
2005-03-23,6.28,,
2005-03-24,6.33,,
2005-03-28,6.3,,
2005-03-29,6.07,,
2005-03-30,6.28,,
2005-03-31,6.35,,
2005-04-01,6.25,,
2005-04-04,6.26,,
2005-04-05,6.13,,
2005-04-06,6.05,,
2005-04-07,5.96,,
2005-04-08,5.9,,
2005-04-11,5.75,,
2005-04-12,5.84,,
2005-04-13,5.69,,
2005-04-14,5.48,,
2005-04-15,5.23,,
2005-04-18,5.22,,
2005-04-19,5.33,,
2005-04-20,5.2,,
2005-04-21,5.7,,
2005-04-22,5.53,,
2005-04-25,5.53,,
2005-04-26,5.43,,
2005-04-27,5.28,,
2005-04-28,5.18,,
2005-04-29,5.22,,
2005-05-02,5.12,,
2005-05-03,5.07,,
2005-05-04,5.22,,
2005-05-05,5.16,,
2005-05-06,5.17,,
2005-05-09,5.25,,
2005-05-10,5.2,,
2005-05-11,5.31,,
2005-05-12,5.31,,
2005-05-13,5.49,,
2005-05-16,5.58,,
2005-05-17,5.65,,
2005-05-18,5.72,,
2005-05-19,5.93,,
2005-05-20,5.87,,
2005-05-23,5.76,,
2005-05-24,6.06,,
2005-05-25,6.22,,
2005-05-26,6.4,,
2005-05-27,6.36,,
2005-05-31,6.33,,
2005-06-01,6.3,,
2005-06-02,6.45,,
2005-06-03,6.44,,
2005-06-06,6.32,,
2005-06-07,6.55,,
2005-06-08,6.66,,
2005-06-09,6.68,,
2005-06-10,6.69,,
2005-06-13,6.66,,
2005-06-14,6.76,,
2005-06-15,6.88,,
2005-06-16,7.09,,
2005-06-17,7.94,,
2005-06-20,7.68,,
2005-06-21,7.6,,
2005-06-22,7.68,,
2005-06-23,7.8,,
2005-06-24,7.5,,
2005-06-27,7.25,,
2005-06-28,7.51,,
2005-06-29,7.4,,
2005-06-30,7.37,,
2005-07-01,7.48,8.317228992378059,-0.10066201052601753
2005-07-05,7.58,8.377228992378058,-0.09516619315329788
2005-07-06,7.64,8.407228992378059,-0.09125824847564212
2005-07-07,7.67,8.707228992378058,-0.11912274195223349
2005-07-08,7.97,8.977228992378059,-0.11219820651040846
2005-07-11,8.24,9.077228992378059,-0.09223398386016923
2005-07-12,8.34,8.997228992378059,-0.07304793430675438
2005-07-13,8.26,9.037228992378058,-0.08600302073053234
2005-07-14,8.3,9.11722899237806,-0.0896356769212725
2005-07-15,8.38,8.86722899237806,-0.05494715347904766
2005-07-18,8.13,9.097228992378058,-0.10632127576302985
2005-07-19,8.36,9.05722899237806,-0.07698038693344289
2005-07-20,8.32,8.707228992378058,-0.04447212686343971
2005-07-21,7.97,8.597228992378058,-0.07295711128947868
2005-07-22,7.86,8.547228992378058,-0.08040371832682724
2005-07-25,7.81,8.627228992378058,-0.09472670692989138
2005-07-26,7.89,8.477228992378059,-0.06927133771024019
2005-07-27,7.74,8.127228992378058,-0.04764588185483776
2005-07-28,7.39,8.067228992378059,-0.08394815531056665
2005-07-29,7.33,8.097228992378058,-0.09475204333485598
2005-08-01,7.36,8.127228992378058,-0.09440228558806285
2005-08-02,7.39,7.867228992378059,-0.060660366291664936
2005-08-03,7.13,7.657228992378059,-0.06885375805044591
2005-08-04,6.92,7.687228992378058,-0.09980566380145184
2005-08-05,6.95,7.547228992378058,-0.07913222097556594
2005-08-08,6.81,7.467228992378058,-0.08801511150239327
2005-08-09,6.73,7.507228992378058,-0.10353074259053019
2005-08-10,6.77,7.617228992378059,-0.11122535415776691
2005-08-11,6.88,7.407228992378059,-0.071177628357456
2005-08-12,6.67,7.617228992378059,-0.12435348777434341
2005-08-15,6.88,7.847228992378058,-0.12325739357389964
2005-08-16,7.11,7.977228992378058,-0.10871306229351851
2005-08-17,7.24,8.21722899237806,-0.11892439571593949
2005-08-18,7.48,8.237228992378059,-0.09192763647565527
2005-08-19,7.5,8.267228992378058,-0.0928036459478021
2005-08-22,7.53,8.197228992378058,-0.08139689558489338
2005-08-23,7.46,8.287228992378058,-0.0998197338505884
2005-08-24,7.55,8.447228992378058,-0.10621577717232822
2005-08-25,7.71,8.237228992378059,-0.06400562529776777
2005-08-26,7.5,8.237228992378059,-0.08949963550366513
2005-08-29,7.5,8.13722899237806,-0.07831031828831847
2005-08-30,7.4,8.317228992378059,-0.11028059864873396
2005-08-31,7.58,8.237228992378059,-0.07978763161570424
2005-09-01,7.5,8.257228992378058,-0.09170497670308386
2005-09-02,7.52,8.327228992378059,-0.096938488555667
2005-09-06,7.59,8.21722899237806,-0.07633096180717969
2005-09-07,7.48,8.147228992378059,-0.08189643288561899
2005-09-08,7.41,8.21722899237806,-0.09823615638882754
2005-09-09,7.48,8.147228992378059,-0.08189643288561899
2005-09-12,7.41,8.127228992378058,-0.08825012720211212
2005-09-13,7.39,7.857228992378058,-0.05946485622746844
2005-09-14,7.12,7.9172289923780585,-0.10069545710318006
2005-09-15,7.18,7.857228992378058,-0.08619183595578128
2005-09-16,7.12,7.6672289923780585,-0.07137245971420125
2005-09-19,6.93,7.607228992378058,-0.08902439943067275
2005-09-20,6.87,7.577228992378059,-0.09333609860404912
2005-09-21,6.84,7.467228992378058,-0.08399755692751398
2005-09-22,6.73,7.747228992378059,-0.1313023009102786
2005-09-23,7.01,7.687228992378058,-0.08809793399540145
2005-09-26,6.95,7.637228992378058,-0.08998407577721079
2005-09-27,6.9,7.6272289923780585,-0.09534642176140029
2005-09-28,6.89,7.767228992378058,-0.11293976181710086
2005-09-29,7.03,7.757228992378058,-0.09374855287791606
2005-09-30,7.02,7.780043060468838,-0.09769136938723277
2005-10-03,7.04,7.680043060468838,-0.08333847290040663
2005-10-04,6.94,7.520043060468838,-0.07713294402767357
2005-10-05,6.78,7.370043060468839,-0.08005964899088436
2005-10-06,6.63,7.390043060468838,-0.10284690552542186
2005-10-07,6.65,7.350043060468838,-0.09524339581545038
2005-10-10,6.61,5.8800430604688385,0.12414142754134172
2005-10-11,5.14,5.810043060468838,-0.11532497323948743
2005-10-12,5.07,5.950043060468838,-0.14790532631867948
2005-10-13,5.21,6.230043060468838,-0.16372969665992576
2005-10-14,5.49,6.220043060468838,-0.11736945441882696
2005-10-17,5.48,6.200043060468838,-0.1161351709086983
2005-10-18,5.46,6.210043060468839,-0.12077904342457368
2005-10-19,5.47,6.160043060468839,-0.11201919429704765
