date,BLK,dcf,Deviation
2008-04-28,202.67,209.78713861127932,-0.03392552402588833
2008-04-29,200.8,210.7771386112793,-0.04733501307122012
2008-04-30,201.79,220.9271386112793,-0.0866219457309455
2008-05-01,211.94,225.2371386112793,-0.05903617269009931
2008-05-02,216.25,224.3871386112793,-0.03626383696338231
2008-05-05,215.4,227.9371386112793,-0.05500261470185397
2008-05-06,218.95,221.1371386112793,-0.009890417435146182
2008-05-07,212.15,223.4171386112793,-0.0504309502901783
2008-05-08,214.43,220.9871386112793,-0.02967203726192158
2008-05-09,212.0,224.8371386112793,-0.05709527656582314
2008-05-12,215.85,223.7371386112793,-0.03525180781444792
2008-05-13,214.75,222.2071386112793,-0.03355940163706683
2008-05-14,213.22,228.0871386112793,-0.06518183665154764
2008-05-15,219.1,225.3871386112793,-0.027894841959561045
2008-05-16,216.4,222.2371386112793,-0.026265360721230313
2008-05-19,213.25,215.6371386112793,-0.011070164567442697
2008-05-20,206.65,209.7671386112793,-0.014859994906331275
2008-05-21,200.78,212.34713861127932,-0.0544727783332839
2008-05-22,203.36,217.4971386112793,-0.06499919355971762
2008-05-23,208.51,223.59713861127932,-0.06747464974275952
2008-05-27,214.61,224.3871386112793,-0.043572633760515456
2008-05-28,215.4,230.4871386112793,-0.06545761599619682
2008-05-29,221.5,233.97713861127932,-0.05332631506366248
2008-05-30,224.99,229.1171386112793,-0.018013225183827974
2008-06-02,220.13,226.3371386112793,-0.027424304510360042
2008-06-03,217.35,225.0171386112793,-0.03407357616667772
2008-06-04,216.03,232.50713861127932,-0.0708672374951329
2008-06-05,223.52,222.4971386112793,0.004597188957597087
2008-06-06,213.51,222.8871386112793,-0.0420712413901696
2008-06-09,213.9,220.97713861127932,-0.03202656462906195
2008-06-10,211.99,211.9871386112793,1.3497935485329293e-05
2008-06-11,203.0,211.9371386112793,-0.04216881793271343
2008-06-12,202.95,219.2371386112793,-0.07429005283706702
2008-06-13,210.25,217.6771386112793,-0.034119975384932055
2008-06-16,208.69,213.5871386112793,-0.022928059447399174
2008-06-17,204.6,213.9471386112793,-0.0436890096869309
2008-06-18,204.96,215.0171386112793,-0.04677366035207631
2008-06-19,206.03,205.9871386112793,0.00020807798491517815
2008-06-20,197.0,208.5471386112793,-0.055369441595660374
2008-06-23,199.56,203.1071386112793,-0.017464371934597933
2008-06-24,194.12,198.53713861127932,-0.022248424864869887
2008-06-25,189.55,189.6871386112793,-0.0007229726394909486
2008-06-26,180.7,186.5871386112793,-0.03155168493978622
2008-06-27,177.6,185.9871386112793,-0.045095261284753496
2008-06-30,177.0,186.74794024229618,-0.05219838157062784
2008-07-01,176.03,178.8179402422962,-0.015590942600717694
2008-07-02,168.1,180.28794024229617,-0.06760263734732519
2008-07-03,169.57,174.92794024229622,-0.030629413659560845
2008-07-07,164.21,184.76794024229622,-0.11126356777770796
2008-07-08,174.05,177.39794024229622,-0.018872486556064105
2008-07-09,166.68,183.66794024229617,-0.09249268119349263
2008-07-10,172.95,185.42794024229622,-0.0672926648809854
2008-07-11,174.71,177.3479402422962,-0.01487437767076516
2008-07-14,166.63,174.89794024229622,-0.047272942327635015
2008-07-15,164.18,189.66794024229617,-0.13438191087927642
2008-07-16,178.95,218.9779402422962,-0.18279439562727562
2008-07-17,208.26,228.7179402422962,-0.08944615459820837
2008-07-18,218.0,223.91794024229617,-0.02642905805534168
2008-07-21,213.2,231.6379402422962,-0.07959810134302647
2008-07-22,220.92,233.28794024229617,-0.05301577196596907
2008-07-23,222.57,222.7179402422962,-0.000664249328703681
2008-07-24,212.0,229.01794024229622,-0.07430832809120369
2008-07-25,218.3,220.16794024229617,-0.008484160955679942
2008-07-28,209.45,231.91794024229617,-0.09687883662136187
2008-07-29,221.2,232.2179402422962,-0.047446550558497336
2008-07-30,221.5,227.42794024229622,-0.02606513621844675
2008-07-31,216.71,230.03794024229617,-0.057938008957383325
2008-08-01,219.32,228.11794024229619,-0.03856750693501543
2008-08-04,217.4,238.9679402422962,-0.09025453464773503
2008-08-05,228.25,234.3179402422962,-0.025896182921468447
2008-08-06,223.6,227.90794024229618,-0.01890210686699323
2008-08-07,217.19,233.29794024229622,-0.06904450260283912
2008-08-08,222.58,241.4679402422962,-0.0782213167650474
2008-08-11,230.75,235.28794024229617,-0.019286752383581907
2008-08-12,224.57,230.86794024229619,-0.027279405861578288
2008-08-13,220.15,228.2179402422962,-0.035351910694358946
2008-08-14,217.5,227.41794024229617,-0.04361107233549544
2008-08-15,216.7,221.01794024229622,-0.01953660520753464
2008-08-18,210.3,218.91794024229617,-0.03936607585818641
2008-08-19,208.2,221.3179402422962,-0.05927192448987573
2008-08-20,210.6,222.16794024229617,-0.05206844979379199
2008-08-21,211.45,224.01794024229622,-0.056102382821227814
2008-08-22,213.3,217.33794024229618,-0.018579085813523966
2008-08-25,206.62,218.41794024229617,-0.054015435862129424
2008-08-26,207.7,223.66794024229617,-0.07139127862937511
2008-08-27,212.95,229.4679402422962,-0.07198365150641461
2008-08-28,218.75,227.9679402422962,-0.04043524818664812
2008-08-29,217.25,230.41794024229617,-0.05714806854209964
2008-09-02,219.7,232.26794024229622,-0.054109664162801274
2008-09-03,221.55,221.62794024229618,-0.000351671554637778
2008-09-04,210.91,222.26794024229622,-0.05110021818672916
2008-09-05,211.55,234.4379402422962,-0.09762899391899216
2008-09-08,223.72,221.51794024229622,0.00994077389531145
2008-09-09,210.8,227.11794024229619,-0.07184786998723092
2008-09-10,216.4,231.51794024229622,-0.06529921709943709
2008-09-11,220.8,213.7179402422962,0.03313741349778465
2008-09-12,203.0,211.7179402422962,-0.04117714461192634
2008-09-15,201.0,222.79794024229622,-0.0978372610563214
2008-09-16,212.08,198.7179402422962,0.06724133584220682
2008-09-17,188.0,218.54794024229622,-0.13977683893258763
2008-09-18,207.83,220.7179402422962,-0.05839099544037185
2008-09-19,210.0,199.4679402422962,0.05280076459861349
2008-09-22,188.75,195.76794024229622,-0.03584826112799844
2008-09-23,185.05,207.62794024229618,-0.1087423022929781
2008-09-24,196.91,202.0779402422962,-0.025573995044188003
2008-09-25,191.36,211.7279402422962,-0.09619864161049141
2008-09-26,201.01,201.7179402422962,-0.003509555181090307
2008-09-29,191.0,205.2179402422962,-0.06928215060296095
2008-09-30,194.5,193.76284156741596,0.003804436529836641
2008-10-01,180.33,185.48284156741596,-0.027780691323639695
2008-10-02,172.05,195.93284156741595,-0.12189299852112034
2008-10-03,182.5,185.43284156741595,-0.015816192766207937
2008-10-06,172.0,184.68284156741595,-0.068673632373077
2008-10-07,171.25,180.43284156741595,-0.050893404369430795
2008-10-08,167.0,166.98284156741596,0.00010275566293516114
2008-10-09,153.55,172.43284156741595,-0.10950838248544048
2008-10-10,159.0,193.27284156741595,-0.17732880258533978
2008-10-13,179.84,182.65284156741595,-0.015399933246468267
2008-10-14,169.22,156.38284156741597,0.08208802387728698
2008-10-15,142.95,159.80284156741595,-0.10546021210959666
2008-10-16,146.37,162.15284156741595,-0.0973331174147456
2008-10-17,148.72,156.65284156741595,-0.05063962765081431
2008-10-20,143.22,143.63284156741597,-0.002874283923584353
2008-10-21,130.2,133.30284156741595,-0.023276634848378275
2008-10-22,119.87,126.31284156741596,-0.051007019456349334
2008-10-23,112.88,129.93284156741595,-0.1312435051962444
2008-10-24,116.5,120.48284156741595,-0.0330573342693562
2008-10-27,107.05,141.42284156741593,-0.2430501408856962
2008-10-28,127.99,144.74284156741595,-0.11574210776850813
2008-10-29,131.31,143.20284156741596,-0.08304892163621724
2008-10-30,129.77,144.77284156741595,-0.10363022100681507
2008-10-31,131.34,151.12284156741597,-0.1309057013634225
2008-11-03,137.69,157.48284156741596,-0.1256825275085156
2008-11-04,144.05,150.00284156741594,-0.03968485866809757
2008-11-05,136.57,137.08284156741595,-0.003741106921567261
2008-11-06,123.65,139.02284156741595,-0.11057781148834622
2008-11-07,125.59,128.98284156741593,-0.02630459622524739
2008-11-10,115.55,128.43284156741595,-0.1003080007433581
2008-11-11,115.0,119.89284156741596,-0.04081012263492567
2008-11-12,106.46,132.12284156741597,-0.19423470811685095
2008-11-13,118.69,123.55284156741597,-0.03935839520746742
2008-11-14,110.12,119.83284156741597,-0.08105325251718809
2008-11-17,106.4,119.67284156741596,-0.11090938757344448
2008-11-18,106.24,112.31284156741596,-0.05407076771155084
2008-11-19,98.88,113.15284156741596,-0.12613772106564614
2008-11-20,99.72,122.33284156741597,-0.18484685941799484
2008-11-21,108.9,129.56284156741597,-0.15948123179024587
2008-11-24,116.13,130.86284156741596,-0.11258231436023125
2008-11-25,117.43,138.16284156741597,-0.1500609087957956
2008-11-26,124.73,139.14284156741596,-0.10358306187410149
2008-11-28,125.71,120.49284156741595,0.043298492796064014
2008-12-01,107.06,126.79284156741596,-0.15563056497100414
2008-12-02,113.36,135.23284156741593,-0.16174208360852893
2008-12-03,121.8,129.17284156741593,-0.057077335126734186
2008-12-04,115.74,141.74284156741595,-0.18345082742713636
2008-12-05,128.31,151.56284156741597,-0.15342046458711311
2008-12-08,138.13,146.55284156741595,-0.05747306894449644
2008-12-09,133.12,146.15284156741595,-0.08917268680954304
2008-12-10,132.72,132.09284156741597,0.004747860861664899
2008-12-11,118.66,133.59284156741597,-0.11177875544985927
2008-12-12,120.16,129.23284156741593,-0.07020538631956785
2008-12-15,115.8,142.65284156741595,-0.1882390933988205
2008-12-16,129.22,143.77284156741595,-0.10122107491763
2008-12-17,130.34,140.64284156741596,-0.073255356992182
2008-12-18,127.21,149.84284156741597,-0.15104386256071645
2008-12-19,136.41,146.72284156741594,-0.07028790784887717
2008-12-22,133.29,142.36284156741598,-0.06373040512203842
2008-12-23,128.93,141.68284156741595,-0.09000978118686198
2008-12-24,128.25,139.83284156741595,-0.0828334848779545
2008-12-26,126.4,137.632841567416,-0.08161454373456256
2008-12-29,124.2,143.11284156741598,-0.13215335088225977
2008-12-30,129.68,147.58284156741598,-0.12130706643995559
2008-12-31,134.15,154.39860605818083,-0.1311450056132677
2009-01-02,139.12,154.05860605818083,-0.09696703378283977
2009-01-05,138.78,155.11860605818083,-0.10532976329127564
2009-01-06,139.84,146.06860605818082,-0.04264164782745916
2009-01-07,130.79,148.40860605818085,-0.11871687583450385
2009-01-08,133.13,142.57860605818084,-0.06626945177402865
2009-01-09,127.3,138.80860605818083,-0.08290988855083714
2009-01-12,123.53,142.26860605818084,-0.13171286749318167
2009-01-13,126.99,134.87860605818082,-0.05848671104131975
2009-01-14,119.6,131.94860605818081,-0.09358648360965538
2009-01-15,116.67,132.43860605818085,-0.11906351574897756
2009-01-16,117.16,118.71860605818084,-0.013128574449543406
2009-01-20,103.44,123.77860605818084,-0.16431438926223563
2009-01-21,108.5,122.54860605818084,-0.11463701228483303
2009-01-22,107.27,127.12860605818084,-0.1562087926071688
2009-01-23,111.85,122.32860605818084,-0.08565949041548881
2009-01-26,107.05,123.66860605818084,-0.13438015182577945
2009-01-27,108.39,134.77860605818086,-0.19579224648450133
2009-01-28,119.5,123.60860605818084,-0.03323883497437852
2009-01-29,108.33,124.07860605818084,-0.12692442765512912
2009-01-30,108.8,125.73860605818084,-0.13471285064463923
2009-02-02,110.46,124.53860605818085,-0.11304611882040605
2009-02-03,109.26,129.08860605818083,-0.1536046182824531
2009-02-04,113.81,131.55860605818083,-0.13491026235358283
2009-02-05,116.28,137.76860605818084,-0.1559760722925948
2009-02-06,122.49,134.09860605818085,-0.08656768626770273
2009-02-09,118.82,129.22860605818084,-0.08054413318901488
2009-02-10,113.95,129.33860605818083,-0.11897921685701884
2009-02-11,114.06,129.25860605818087,-0.11758293332778003
2009-02-12,113.98,126.88860605818084,-0.1017317981431839
2009-02-13,111.61,120.67860605818085,-0.07514675843876373
2009-02-17,105.4,121.82860605818084,-0.13485015210906326
2009-02-18,106.55,118.21860605818084,-0.09870363428611384
2009-02-19,102.94,118.34860605818083,-0.13019676844022887
2009-02-20,103.07,113.14860605818085,-0.08907406294513653
2009-02-23,97.87,122.32860605818084,-0.19994183573503688
2009-02-24,107.05,120.84860605818083,-0.11418092858710915
2009-02-25,105.57,116.01860605818084,-0.09005974483903978
2009-02-26,100.74,112.08860605818084,-0.10124674092467734
2009-02-27,96.81,107.59860605818083,-0.10026715450520995
2009-03-02,92.32,105.84860605818083,-0.12781090429046083
2009-03-03,90.57,111.61860605818084,-0.18857614157275293
2009-03-04,96.34,106.69860605818084,-0.09708286209973982
2009-03-05,91.42,107.67860605818085,-0.15099198116844126
2009-03-06,92.4,106.17860605818085,-0.129768195022553
2009-03-09,90.9,115.77860605818084,-0.21488085670748958
2009-03-10,100.5,120.58860605818084,-0.16658792828643043
2009-03-11,105.31,126.47860605818084,-0.167369065155914
2009-03-12,111.2,123.27860605818084,-0.09797812000307982
2009-03-13,108.0,119.17860605818085,-0.09379708680871512
2009-03-16,103.9,124.96860605818084,-0.16859119040162818
2009-03-17,109.69,137.26860605818084,-0.20090978447389307
2009-03-18,121.99,129.06860605818085,-0.05484374763441702
2009-03-19,113.79,129.23860605818084,-0.11953553608606826
2009-03-20,113.96,149.23860605818086,-0.23639061627543922
2009-03-23,133.96,143.71860605818085,-0.0679007842187832
2009-03-24,128.44,147.82860605818087,-0.13115598242568893
2009-03-25,132.55,151.96860605818082,-0.12778037886816207
2009-03-26,136.69,142.76860605818084,-0.042576629596731475
2009-03-27,127.49,140.16860605818084,-0.09045253723161262
2009-03-30,124.89,145.31860605818082,-0.14057804855354772
2009-03-31,130.04,144.29423551977274,-0.09878589722192666
2009-04-01,130.69,150.0142355197727,-0.12881601171260626
2009-04-02,136.41,151.60423551977274,-0.10022302785723336
2009-04-03,138.0,149.97423551977275,-0.07984195070755373
2009-04-06,136.37,142.18423551977276,-0.040892265577249565
2009-04-07,128.58,142.62423551977272,-0.09847018964617471
2009-04-08,129.02,151.6442355197727,-0.1491928489218619
2009-04-09,138.04,152.97423551977275,-0.09762582221136462
2009-04-13,139.37,145.79423551977274,-0.04406371415762511
2009-04-14,132.19,152.60423551977274,-0.13377240448301775
2009-04-15,139.0,150.2042355197727,-0.07459333940218882
2009-04-16,136.6,149.5242355197727,-0.08643572377979913
2009-04-17,135.92,137.19423551977275,-0.00928782113144333
2009-04-20,123.59,152.3942355197727,-0.1890113193686741
2009-04-21,138.79,149.78423551977272,-0.07340048491499229
2009-04-22,136.18,161.3242355197727,-0.1558614887512726
2009-04-23,147.72,164.7642355197727,-0.10344620885718425
2009-04-24,151.16,163.06423551977275,-0.07300335037801275
2009-04-27,149.46,160.44423551977275,-0.06846139086386227
2009-04-28,146.84,164.63423551977274,-0.10808344609244802
2009-04-29,151.03,160.12423551977275,-0.056794872370521055
2009-04-30,146.52,162.0242355197727,-0.09569084199061462
2009-05-01,148.42,171.59423551977272,-0.13505252929724654
2009-05-04,157.99,171.29423551977274,-0.07766890391496573
2009-05-05,157.69,169.24423551977273,-0.06826959561894708
2009-05-06,155.64,158.0842355197727,-0.015461601922141077
2009-05-07,144.48,161.9542355197727,-0.1078961316676359
2009-05-08,148.35,155.65423551977273,-0.04692603124728256
2009-05-11,142.05,156.63423551977274,-0.09311013950032454
2009-05-12,143.03,151.66423551977275,-0.056929937965810584
2009-05-13,138.06,153.63423551977274,-0.10137216790959547
2009-05-14,140.03,154.41423551977275,-0.09315355848736395
2009-05-15,140.81,157.91423551977275,-0.10831344915469066
2009-05-18,144.31,153.28423551977272,-0.058546369685975264
2009-05-19,139.68,150.7642355197727,-0.0735203245090511
2009-05-20,137.16,155.35423551977274,-0.11711451225581215
2009-05-21,141.75,161.3242355197727,-0.12133474835139446
2009-05-22,147.72,168.53423551977272,-0.12350152748241328
2009-05-26,154.93,162.71423551977273,-0.04783991698640777
2009-05-27,149.11,166.93423551977276,-0.10677399674353516
2009-05-28,153.33,173.10423551977274,-0.1142331119767086
2009-05-29,159.5,178.59423551977272,-0.10691406396293646
2009-06-01,164.99,181.05423551977273,-0.0887260962089913
2009-06-02,167.45,178.13423551977274,-0.05997856329299944
2009-06-03,164.53,178.75423551977275,-0.07957425723878497
2009-06-04,165.15,177.34423551977272,-0.0687602587365358
2009-06-05,163.74,182.96423551977273,-0.10507100180076001
2009-06-08,169.36,195.74423551977273,-0.13478933593989573
2009-06-09,182.14,192.12423551977275,-0.051967600509958745
2009-06-10,178.52,196.2042355197727,-0.0901317725018762
2009-06-11,182.6,190.16423551977275,-0.03977738242471063
2009-06-12,176.56,183.24423551977273,-0.03647719395272042
2009-06-15,169.64,183.05423551977273,-0.07328011548972757
2009-06-16,169.45,180.85423551977274,-0.06305760817266526
2009-06-17,167.25,183.96423551977273,-0.09085589637870817
2009-06-18,170.36,188.56423551977275,-0.09654129516975052
2009-06-19,174.96,180.8942355197727,-0.03280500068297676
2009-06-22,167.29,181.41423551977275,-0.07785626899292208
2009-06-23,167.81,187.0742355197727,-0.10297642252151062
2009-06-24,173.47,188.90423551977273,-0.08170402043821412
2009-06-25,175.3,191.48423551977274,-0.08451993698510774
2009-06-26,177.88,189.55423551977273,-0.06158783784367072
2009-06-29,175.95,189.0242355197727,-0.06916698001090493
2009-06-30,175.42,189.37549508573,-0.0736921906364515
2009-07-01,172.85,184.17549508573,-0.061492953123097216
2009-07-02,167.65,182.75549508573002,-0.08265412254030491
2009-07-06,166.23,178.69549508573,-0.06975830632859337
2009-07-07,162.17,177.91549508573,-0.08849985257407122
2009-07-08,161.39,182.81549508573,-0.11719736926939739
2009-07-09,166.29,182.68549508573,-0.0897471092493467
2009-07-10,166.16,188.62549508573,-0.11910105299137563
2009-07-13,172.1,189.23549508573,-0.09055116788722462
2009-07-14,172.71,196.59549508573,-0.12149563791028972
2009-07-15,180.07,195.64549508573,-0.07961080360631345
2009-07-16,179.12,196.31549508573,-0.08759112508271849
2009-07-17,179.79,201.34549508573,-0.10705725040707759
2009-07-20,184.82,200.66549508573,-0.07896472225561424
2009-07-21,184.14,202.03549508573,-0.08857599541177841
2009-07-22,185.51,214.42549508573,-0.1348510123489245
2009-07-23,197.9,208.70549508573,-0.051773888757895015
2009-07-24,192.18,206.52549508573,-0.06946113398626685
2009-07-27,190.0,206.68549508573,-0.08072891171588559
2009-07-28,190.16,205.76549508573,-0.0758411660770828
2009-07-29,189.24,207.88549508573,-0.08969117868488508
2009-07-30,191.36,207.06549508573,-0.07584795853711668
2009-07-31,190.54,212.14549508573,-0.10184281818946483
2009-08-03,195.62,215.12549508573,-0.09067030887230187
2009-08-04,198.6,217.15549508573,-0.08544796473331029
2009-08-05,200.63,214.41549508573,-0.06429337152251113
2009-08-06,197.89,218.98549508573,-0.09633284194220904
2009-08-07,202.46,215.29549508573,-0.05961803836452295
2009-08-10,198.77,215.28549508573,-0.07671438839459788
2009-08-11,198.76,217.60549508573,-0.08660394848165698
2009-08-12,201.08,215.11549508573,-0.06524632305142142
2009-08-13,198.59,214.29549508573,-0.07328896521808326
2009-08-14,197.77,205.48549508573,-0.03754763849638654
2009-08-17,188.96,212.69549508573,-0.11159378376191298
2009-08-18,196.17,213.16549508573,-0.07972910943628486
2009-08-19,196.64,222.75549508573002,-0.11723838765763861
2009-08-20,206.23,224.02549508573,-0.07943513339372399
2009-08-21,207.5,221.32549508573,-0.062466798415495406
2009-08-24,204.8,218.88549508573,-0.06435097529058831
2009-08-25,202.36,215.72549508573,-0.06195602926032684
2009-08-26,199.2,216.77549508573,-0.08107694589178216
2009-08-27,200.25,218.07549508573,-0.08174001888072036
2009-08-28,201.55,216.09549508573,-0.06731049659299682
2009-08-31,199.57,210.64549508573,-0.05257883669063246
2009-09-01,194.12,208.90549508573,-0.0707759988776856
2009-09-02,192.38,213.66549508573,-0.0996206480470303
2009-09-03,197.14,211.97549508573,-0.06998684012852541
2009-09-04,195.45,215.88549508573,-0.09465895370883959
2009-09-08,199.36,218.53549508573,-0.08774544875745494
2009-09-09,202.01,218.20549508573,-0.07422129804461164
2009-09-10,201.68,218.29549508573,-0.07611469526297232
2009-09-11,201.77,217.75549508573002,-0.07341029478698824
2009-09-14,201.23,217.19549508573,-0.07350748724980782
2009-09-15,200.67,223.48549508573,-0.10208937755435943
2009-09-16,206.96,218.95549508573,-0.05478508352134881
2009-09-17,202.43,223.71549508573003,-0.0951453768438042
2009-09-18,207.19,220.84549508573,-0.061832798900557484
2009-09-21,204.32,224.72549508573,-0.0908018695339643
2009-09-22,208.2,227.55549508573,-0.08505835061657363
2009-09-23,211.03,222.77549508573,-0.05272346081515844
2009-09-24,206.25,220.27549508573,-0.06367251645613758
2009-09-25,203.75,230.44549508573,-0.11584298957894046
2009-09-28,213.92,230.64549508573,-0.07251602759253206
2009-09-29,214.12,233.34549508573,-0.0823906845883896
2009-09-30,216.82,228.60908586632192,-0.05156875467852373
2009-10-01,208.8,226.73908586632191,-0.07911774803969274
2009-10-02,206.93,232.9090858663219,-0.11154174501046554
2009-10-05,213.1,232.91908586632192,-0.08509000364914965
2009-10-06,213.11,233.3090858663219,-0.08657650768858305
2009-10-07,213.5,233.66908586632192,-0.0863147377478094
2009-10-08,213.86,236.35908586632192,-0.09519027281670378
2009-10-09,216.55,237.5390858663219,-0.08836055670490273
2009-10-12,217.73,233.5990858663219,-0.06793299643048711
2009-10-13,213.79,245.8690858663219,-0.13047222164303807
2009-10-14,226.06,245.9690858663219,-0.08094141504083974
2009-10-15,226.16,245.35908586632192,-0.07824892972083408
2009-10-16,225.55,250.23908586632191,-0.09866198871710574
2009-10-19,230.43,256.40908586632185,-0.1013188974117164
2009-10-20,236.6,253.61908586632194,-0.06710490974363181
2009-10-21,233.81,253.6090858663219,-0.07806930811918167
2009-10-22,233.8,251.00908586632193,-0.06855961331808857
2009-10-23,231.2,247.79908586632192,-0.06698606578103561
2009-10-26,227.99,241.7090858663219,-0.056758668451169836
2009-10-27,221.9,241.4290858663219,-0.08088953241174535
2009-10-28,221.62,245.0690858663219,-0.0956835734031044
2009-10-29,225.26,236.29908586632192,-0.046716583036495174
2009-10-30,216.49,240.51908586632192,-0.09990511056439422
2009-11-02,220.71,240.8390858663219,-0.08357898301231126
2009-11-03,221.03,240.1590858663219,-0.07965172667658138
2009-11-04,220.35,246.4190858663219,-0.10579166696715991
2009-11-05,226.61,247.3190858663219,-0.08373428113637504
2009-11-06,227.51,255.3090858663219,-0.10888404449842937
2009-11-09,235.5,251.8890858663219,-0.06506469230278444
2009-11-10,232.08,253.0690858663219,-0.08293816605244664
2009-11-11,233.26,251.0590858663219,-0.07089600364353732
2009-11-12,231.25,252.90908586632187,-0.08563980923077652
2009-11-13,233.1,258.7590858663219,-0.09916206721945886
2009-11-16,238.95,258.81908586632187,-0.07676824064120258
2009-11-17,239.01,255.6090858663219,-0.06493934208192764
2009-11-18,235.8,250.92908586632194,-0.06029227665692638
2009-11-19,231.12,245.4690858663219,-0.0584557758696187
2009-11-20,225.66,248.19908586632192,-0.09081051119769756
2009-11-23,228.39,248.99908586632188,-0.08276771697622265
2009-11-24,229.19,250.15908586632187,-0.08382300324493186
2009-11-25,230.35,240.9990858663219,-0.0441872458895084
2009-11-27,221.19,246.8890858663219,-0.10409162388100324
2009-11-30,227.08,246.54908586632192,-0.07896636808817037
2009-12-01,226.74,247.51908586632192,-0.08394942876261313
2009-12-02,227.71,244.8090858663219,-0.06984661458055064
2009-12-03,225.0,243.29908586632192,-0.07521230834535952
2009-12-04,223.49,241.3390858663219,-0.07395853764113669
2009-12-07,221.53,243.6790858663219,-0.09089448849324933
2009-12-08,223.87,246.8090858663219,-0.09294263128848623
2009-12-09,227.0,247.3390858663219,-0.08223158824689147
2009-12-10,227.53,245.8190858663219,-0.07440059343588812
2009-12-11,226.01,245.9790858663219,-0.0811820476362538
2009-12-14,226.17,246.72908586632192,-0.08332655955066792
2009-12-15,226.92,254.3590858663219,-0.107875391094708
2009-12-16,234.55,254.70908586632194,-0.07914553105852673
2009-12-17,234.9,258.61908586632194,-0.09171436743296713
2009-12-18,238.81,260.6090858663219,-0.08364668405116016
2009-12-21,240.8,259.15908586632185,-0.07084098867284838
2009-12-22,239.35,258.4890858663219,-0.07404214302579759
2009-12-23,238.68,259.45908586632197,-0.08008617542508312
2009-12-24,239.65,259.17908586632194,-0.07534977523763065
2009-12-28,239.37,258.70908586632197,-0.0747522484630273
2009-12-29,238.9,257.07908586632186,-0.07071398206143753
2009-12-30,237.27,252.00908586632193,-0.058486327251471626
2009-12-31,232.2,272.3335925655604,-0.14736923266599522
2010-01-04,238.58,273.36359256556045,-0.12724295960230447
2010-01-05,239.61,268.42359256556045,-0.10734374087673737
2010-01-06,234.67,271.00359256556044,-0.13407051995729813
2010-01-07,237.25,272.67359256556045,-0.12991207631169255
2010-01-08,238.92,276.5635925655605,-0.13611188738314117
2010-01-11,242.81,272.22359256556047,-0.10804938796212782
2010-01-12,238.47,273.17359256556045,-0.12703860662238697
2010-01-13,239.42,271.6535925655605,-0.11865697140663167
2010-01-14,237.9,271.84359256556047,-0.1248644201807857
2010-01-15,238.09,273.76359256556043,-0.1303080231788578
2010-01-19,240.01,272.01359256556043,-0.11765438728157296
2010-01-20,238.26,263.99359256556045,-0.0974780952653983
2010-01-21,230.24,258.75359256556044,-0.11019592919598187
2010-01-22,225.0,260.2135925655605,-0.13532572306609414
2010-01-25,226.46,258.4635925655605,-0.1238224395470422
2010-01-26,224.71,260.5235925655604,-0.1374677518180929
2010-01-27,226.77,253.39359256556045,-0.10506813647496682
2010-01-28,219.64,247.57359256556046,-0.11282945113850673
2010-01-29,213.82,250.32359256556046,-0.14582561791893456
2010-02-01,216.57,249.75359256556047,-0.13286532627893932
2010-02-02,216.0,254.39359256556045,-0.15092201096089297
2010-02-03,220.64,245.00359256556047,-0.0994417767937057
2010-02-04,211.25,242.54359256556046,-0.12902254903766086
2010-02-05,208.79,238.41359256556046,-0.12425295154853389
2010-02-08,204.66,242.63359256556043,-0.1565059156237809
2010-02-09,208.88,244.88359256556043,-0.147023294571773
2010-02-10,211.13,241.05359256556045,-0.12413667951213792
2010-02-11,207.3,240.91359256556046,-0.1395255128928149
2010-02-12,207.16,244.16359256556044,-0.15155245782855442
2010-02-16,210.41,246.84359256556047,-0.14759788652761519
2010-02-17,213.09,247.48359256556049,-0.13897322327115214
2010-02-18,213.73,249.26359256556043,-0.14255428239571133
2010-02-19,215.51,250.98359256556049,-0.14133829308501222
2010-02-22,217.23,248.6235925655605,-0.1262695637272726
2010-02-23,214.87,252.11359256556045,-0.14772544465596593
2010-02-24,218.36,252.05359256556042,-0.13367630360910854
2010-02-25,218.3,252.55359256556042,-0.13562900538296052
2010-02-26,218.8,251.75359256556047,-0.13089621573912136
2010-03-01,218.0,250.16359256556044,-0.1285702377220671
2010-03-02,216.41,249.83359256556045,-0.13378342048533587
2010-03-03,216.08,249.59359256556047,-0.13427264787158943
2010-03-04,215.84,253.58359256556045,-0.1488408306850625
2010-03-05,219.83,251.8735925655605,-0.1272209295113771
2010-03-08,218.12,250.72359256556044,-0.13003799216475842
2010-03-09,216.97,249.45359256556048,-0.13021898073896554
2010-03-10,215.7,244.16359256556044,-0.11657590825265107
2010-03-11,210.41,243.75359256556047,-0.13679220976647677
2010-03-12,210.0,245.92359256556048,-0.14607623526800773
2010-03-15,212.17,246.1035925655604,-0.13788336940477908
2010-03-16,212.35,256.55359256556045,-0.1722976946980953
2010-03-17,222.8,259.4135925655604,-0.1411398385237166
2010-03-18,225.66,258.1035925655604,-0.12569988756479422
2010-03-19,224.35,259.4535925655605,-0.1352981557065558
2010-03-22,225.7,260.75359256556044,-0.13443186811221797
2010-03-23,227.0,258.75359256556044,-0.12271749447310587
2010-03-24,225.0,259.1635925655604,-0.1318224995546705
2010-03-25,225.41,253.02359256556042,-0.10913445772218067
2010-03-26,219.27,253.80359256556042,-0.1360642385573797
2010-03-29,220.05,252.88359256556043,-0.12983678471369497
