date,MCO,dcf,Deviation
2004-12-30,43.6,7007420000.0,-0.9999999937780238
2004-12-31,43.42,7058400000.0,-0.9999999938484643
2005-01-03,42.45,6961120000.0,-0.9999999939018434
2005-01-04,41.81,6933760000.0,-0.9999999939700827
2005-01-05,41.63,6915520000.0,-0.9999999939802069
2005-01-06,41.51,6914000000.0,-0.9999999939962395
2005-01-07,41.5,6974800000.0,-0.9999999940500086
2005-01-10,41.9,6920080000.0,-0.9999999939451567
2005-01-11,41.54,6952000000.0,-0.999999994024741
2005-01-12,41.75,6926160000.0,-0.9999999939721289
2005-01-13,41.58,6997600000.0,-0.9999999940579627
2005-01-14,42.05,7005200000.0,-0.9999999939973163
2005-01-18,42.1,7091840000.0,-0.9999999940635999
2005-01-19,42.67,7091840000.0,-0.9999999939832258
2005-01-20,42.67,7041680000.000001,-0.9999999939403665
2005-01-21,42.34,6947440000.0,-0.9999999939056688
2005-01-24,41.72,6844080000.0,-0.9999999939042209
2005-01-25,41.04,6918560000.0,-0.9999999940681298
2005-01-26,41.53,6997600000.0,-0.9999999940651081
2005-01-27,42.05,6982400000.0,-0.9999999939777154
2005-01-28,41.95,6973280000.0,-0.9999999939841796
2005-01-31,41.89,7029520000.0,-0.9999999940408449
2005-02-01,42.26,7099440000.0,-0.9999999940474178
2005-02-02,42.72,7163280000.0,-0.9999999940362515
2005-02-03,43.14,7167840000.0,-0.9999999939814505
2005-02-04,43.17,7126800000.0,-0.9999999939425829
2005-02-07,42.9,7143520000.0,-0.9999999939945573
2005-02-08,43.01,7056880000.0,-0.9999999939052385
2005-02-09,42.44,7090319999.999999,-0.9999999940143746
2005-02-10,42.66,7160240000.0,-0.9999999940420992
2005-02-11,43.12,7140480000.0,-0.9999999939611903
2005-02-14,42.99,7332000000.0,-0.9999999941366612
2005-02-15,44.25,7128319999.999999,-0.9999999937923663
2005-02-16,42.91,7091840000.0,-0.9999999939493841
2005-02-17,42.67,7011280000.0,-0.9999999939140927
2005-02-18,42.14,6953520000.0,-0.99999999393976
2005-02-22,41.76,6965680000.000001,-0.9999999940048926
2005-02-23,41.84,6964160000.0,-0.9999999939920967
2005-02-24,41.83,7090319999.999999,-0.9999999941004073
2005-02-25,42.66,6983920000.0,-0.9999999938916826
2005-02-28,41.96,7111600000.0,-0.9999999940997807
2005-03-01,42.8,7113120000.0,-0.9999999939829498
2005-03-02,42.81,7128319999.999999,-0.9999999939943773
2005-03-03,42.91,7157200000.0,-0.9999999940046387
2005-03-04,43.1,7149600000.0,-0.9999999939716907
2005-03-07,43.05,7160240000.0,-0.9999999939876317
2005-03-08,43.12,7008240000.0,-0.9999999938472427
2005-03-09,42.12,7034080000.0,-0.9999999940120101
2005-03-10,42.29,7012800000.0,-0.9999999939695985
2005-03-11,42.15,7085760000.0,-0.9999999940514497
2005-03-14,42.63,7102480000.0,-0.9999999939978712
2005-03-15,42.74,7043200000.0,-0.9999999939317356
2005-03-16,42.35,6977840000.0,-0.9999999939307866
2005-03-17,41.92,6967200000.0,-0.9999999939832357
2005-03-18,41.85,6912480000.0,-0.9999999939457329
2005-03-21,41.49,6844080000.0,-0.9999999939378266
2005-03-22,41.04,6758960000.0,-0.9999999939280599
2005-03-23,40.48,6762000000.0,-0.9999999940136054
2005-03-24,40.5,6784800000.0,-0.9999999940307747
2005-03-28,40.65,6760480000.0,-0.9999999939871134
2005-03-29,40.49,6819760000.0,-0.9999999940628409
2005-03-30,40.88,6751360000.0,-0.9999999939449237
2005-03-31,40.43,6930660000.0,-0.9999999941665008
2005-04-01,40.22,7132620000.0,-0.9999999943611183
2005-04-04,41.54,7143330000.0,-0.9999999941847849
2005-04-05,41.61,7135680000.0,-0.9999999941687407
2005-04-06,41.56,7149450000.0,-0.9999999941869654
2005-04-07,41.65,7086720000.0,-0.99999999412281
2005-04-08,41.24,7066830000.0,-0.9999999941642859
2005-04-11,41.11,7149450000.0,-0.9999999942499074
2005-04-12,41.65,6999510000.0,-0.9999999940495835
2005-04-13,40.67,6993390000.0,-0.9999999941845085
2005-04-14,40.63,6930660000.0,-0.9999999941376435
2005-04-15,40.22,6941370000.0,-0.9999999942057548
2005-04-18,40.29,7010220000.0,-0.9999999942526768
2005-04-19,40.74,6898530000.0,-0.999999994094394
2005-04-20,40.01,7027050000.0,-0.9999999943062878
2005-04-21,40.85,7019400000.0,-0.9999999941804143
2005-04-22,40.8,7138740000.0,-0.9999999942847057
2005-04-25,41.58,7118850000.0,-0.999999994159169
2005-04-26,41.45,7209120000.0,-0.9999999942503385
2005-04-27,42.04,6968910000.0,-0.9999999939674927
2005-04-28,40.47,7060710000.0,-0.9999999942682818
2005-04-29,41.07,7079070000.0,-0.9999999941983905
2005-05-02,41.19,7117320000.0,-0.9999999942127092
2005-05-03,41.44,7233600000.0,-0.9999999942711789
2005-05-04,42.2,7279500000.0,-0.9999999942028985
2005-05-05,42.5,7218300000.0,-0.9999999941121871
2005-05-06,42.1,7256550000.0,-0.999999994198345
2005-05-09,42.35,7219830000.0,-0.9999999941342109
2005-05-10,42.11,7219830000.0,-0.9999999941674527
2005-05-11,42.11,7198410000.0,-0.999999994150097
2005-05-12,41.97,7065300000.0,-0.9999999940597002
2005-05-13,41.1,7128030000.0,-0.999999994234031
2005-05-16,41.51,7201470000.0,-0.999999994235899
2005-05-17,41.99,7323870000.0,-0.9999999942666923
2005-05-18,42.79,7352939999.999999,-0.9999999941805591
2005-05-19,42.98,7388130000.0,-0.9999999941825604
2005-05-20,43.21,7453920000.0,-0.9999999942030502
2005-05-23,43.64,7496760000.0,-0.9999999941788186
2005-05-24,43.92,7380479999.999999,-0.9999999940491675
2005-05-25,43.16,7394250000.0,-0.9999999941630321
2005-05-26,43.25,7469220000.0,-0.9999999942095694
2005-05-27,43.74,7397310000.000001,-0.9999999940870398
2005-05-31,43.27,7437090000.0,-0.9999999941818641
2005-06-01,43.53,7417200000.0,-0.9999999941312085
2005-06-02,43.4,7395780000.0,-0.9999999941317886
2005-06-03,43.26,7450860000.0,-0.9999999941939588
2005-06-06,43.62,7493700000.0,-0.9999999941791105
2005-06-07,43.9,7450860000.0,-0.9999999941080627
2005-06-08,43.62,7521240000.0,-0.9999999942004244
2005-06-09,44.08,7495229999.999999,-0.9999999941189263
2005-06-10,43.91,7484520000.000001,-0.9999999941332243
2005-06-13,43.84,7577850000.0,-0.9999999942147179
2005-06-14,44.45,7616100000.0,-0.9999999941636796
2005-06-15,44.7,7683420000.0,-0.9999999941822783
2005-06-16,45.14,7831830000.0,-0.9999999942363407
2005-06-17,46.11,7821120000.0,-0.999999994104425
2005-06-20,46.04,7906800000.0,-0.999999994177164
2005-06-21,46.6,7790520000.000001,-0.999999994018371
2005-06-22,45.84,7620689999.999999,-0.9999999939847967
2005-06-23,44.73,7608450000.0,-0.9999999941210101
2005-06-24,44.65,7614570000.0,-0.9999999941362414
2005-06-27,44.69,7718610000.0,-0.9999999942100974
2005-06-28,45.37,7700250000.0,-0.9999999941079835
2005-06-29,45.25,7655880000.0,-0.9999999940895102
2005-06-30,44.96,14788740000.0,-0.9999999969598492
2005-07-01,45.29,14828520000.0,-0.9999999969457505
2005-07-05,45.42,14700000000.0,-0.9999999969102041
2005-07-06,45.0,14755080000.0,-0.9999999969502029
2005-07-07,45.18,14981520000.0,-0.9999999969842847
2005-07-08,45.92,14978459999.999998,-0.9999999969342642
2005-07-11,45.91,15125340000.0,-0.9999999969646963
2005-07-12,46.39,15183480000.0,-0.9999999969447056
2005-07-13,46.58,15189600000.0,-0.9999999969334281
2005-07-14,46.6,15269160000.0,-0.9999999969480967
2005-07-15,46.86,15174300000.0,-0.9999999969118839
2005-07-18,46.55,15394620000.000002,-0.9999999969762163
2005-07-19,47.27,15654720000.0,-0.9999999969804634
2005-07-20,48.12,15541500000.0,-0.9999999969037737
2005-07-21,47.75,15477240000.0,-0.9999999969148246
2005-07-22,47.54,15520080000.0,-0.9999999969368715
2005-07-25,47.68,15893400000.0,-0.9999999970000126
2005-07-26,48.9,15801600000.0,-0.9999999969053767
2005-07-27,48.6,16055580000.0,-0.999999996973015
2005-07-28,49.43,15406860000.0,-0.9999999967916889
2005-07-29,47.31,15348720000.0,-0.9999999969176583
2005-08-01,47.12,15342600000.0,-0.9999999969288126
2005-08-02,47.1,15501720000.0,-0.9999999969616274
2005-08-03,47.62,15495600000.0,-0.9999999969268696
2005-08-04,47.6,15308940000.0,-0.9999999968907057
2005-08-05,46.99,15110040000.000002,-0.9999999968901472
2005-08-08,46.34,15131459999.999998,-0.9999999969375064
2005-08-09,46.41,15143700000.0,-0.9999999969353592
2005-08-10,46.45,15232440000.0,-0.9999999969505871
2005-08-11,46.74,15211020000.0,-0.9999999969272277
2005-08-12,46.67,15235500000.0,-0.9999999969367596
2005-08-15,46.75,15186540000.000002,-0.9999999969216161
2005-08-16,46.59,15308940000.0,-0.9999999969566802
2005-08-17,46.99,15321180000.0,-0.9999999969330039
2005-08-18,47.03,15461940000.0,-0.9999999969583377
2005-08-19,47.49,15807720000.0,-0.9999999969957717
2005-08-22,48.62,15663900000.0,-0.9999999968960476
2005-08-23,48.15,15670020000.0,-0.9999999969272535
2005-08-24,48.17,15985200000.0,-0.9999999969865876
2005-08-25,49.2,15856680000.0,-0.9999999968972068
2005-08-26,48.78,15884220000.0,-0.9999999969290276
2005-08-29,48.87,15862800000.0,-0.9999999969192072
2005-08-30,48.8,15957660000.0,-0.9999999969419076
2005-08-31,49.11,16214700000.0,-0.9999999969712668
2005-09-01,49.95,16343220000.0,-0.9999999969436867
2005-09-02,50.37,16324860000.0,-0.9999999969145218
2005-09-06,50.31,16141260000.0,-0.999999996883143
2005-09-07,49.71,16312620000.000002,-0.9999999969526661
2005-09-08,50.27,16664520000.0,-0.9999999969834115
2005-09-09,51.42,16474800000.0,-0.9999999968788695
2005-09-12,50.8,16539060000.0,-0.9999999969284833
2005-09-13,51.01,16744080000.0,-0.9999999969535501
2005-09-14,51.68,16692060000.0,-0.9999999969039172
2005-09-15,51.51,16435020000.0,-0.999999996865839
2005-09-16,50.67,16358520000.0,-0.9999999969025315
2005-09-19,50.42,16067820000.0,-0.999999996862051
2005-09-20,49.47,16052520000.0,-0.9999999969182408
2005-09-21,49.42,16028040000.000002,-0.9999999969166535
2005-09-22,49.34,16055580000.0,-0.9999999969269251
2005-09-23,49.43,16070879999.999998,-0.9999999969242506
2005-09-26,49.48,16095360000.0,-0.9999999969258221
2005-09-27,49.56,16150440000.0,-0.999999996931353
2005-09-28,49.74,16474800000.0,-0.9999999969808435
2005-09-29,50.8,16560480000.0,-0.9999999969324561
2005-09-30,51.08,16439920000.0,-0.999999996892929
2005-10-03,51.32,16384840000.0,-0.9999999968678364
2005-10-04,51.14,16348120000.000002,-0.9999999968718115
2005-10-05,51.02,16237959999.999998,-0.9999999968579797
2005-10-06,50.66,16345060000.0,-0.9999999969005926
2005-10-07,51.01,16222660000.0,-0.9999999968556328
2005-10-10,50.61,16118620000.000002,-0.9999999968601531
2005-10-11,50.27,15947260000.0,-0.9999999968477343
2005-10-12,49.71,16011520000.0,-0.9999999968953603
2005-10-13,49.92,16039060000.0,-0.9999999968875981
2005-10-14,50.01,16250200000.0,-0.9999999969224994
2005-10-17,50.7,16372600000.0,-0.9999999969033629
2005-10-18,51.1,16510300000.0,-0.9999999969049623
2005-10-19,51.55,16335879999.999998,-0.9999999968443696
2005-10-20,50.98,16400140000.0,-0.99999999689149
2005-10-21,51.19,16531720000.0,-0.9999999969035285
2005-10-24,51.62,16788760000.0,-0.9999999969253238
2005-10-25,52.46,17302840000.0,-0.9999999969681278
2005-10-26,54.14,17379340000.0,-0.9999999968848069
2005-10-27,54.39,16929520000.0,-0.9999999967872686
2005-10-28,52.92,17033560000.0,-0.9999999968931921
2005-10-31,53.26,16791820000.0,-0.9999999968282175
2005-11-01,52.47,17100879999.999998,-0.9999999969317368
2005-11-02,53.48,17039680000.0,-0.9999999968614434
2005-11-03,53.28,17088640000.0,-0.9999999968821393
2005-11-04,53.44,17312020000.0,-0.9999999969131275
2005-11-07,54.17,17489500000.0,-0.999999996902713
2005-11-08,54.75,17354860000.0,-0.9999999968452641
2005-11-09,54.31,17868940000.0,-0.9999999969606479
2005-11-10,55.99,17838340000.0,-0.9999999968612551
2005-11-11,55.89,17865880000.0,-0.9999999968716906
2005-11-14,55.98,17908720000.0,-0.9999999968741484
2005-11-15,56.12,17933200000.0,-0.9999999968706087
2005-11-16,56.2,18603340000.0,-0.9999999969790371
2005-11-17,58.39,18529900000.0,-0.9999999968488766
2005-11-18,58.15,18759400000.0,-0.9999999969002207
2005-11-21,58.9,18790000000.0,-0.9999999968653539
2005-11-22,59.0,18817540000.0,-0.9999999968646274
2005-11-23,59.09,18887920000.0,-0.9999999968715454
2005-11-25,59.32,19233700000.0,-0.9999999969158301
2005-11-28,60.45,19102120000.0,-0.9999999968354298
2005-11-29,60.02,19141900000.0,-0.99999999686447
2005-11-30,60.15,19141900000.0,-0.9999999968576787
2005-12-01,60.15,19135780000.0,-0.9999999968566737
2005-12-02,60.13,19111300000.0,-0.9999999968536939
2005-12-05,60.05,19111300000.0,-0.9999999968578799
2005-12-06,60.05,18991960000.0,-0.9999999968381357
2005-12-07,59.66,19148020000.0,-0.9999999968842731
2005-12-08,60.17,19288780000.0,-0.99999999688057
2005-12-09,60.63,19157200000.0,-0.9999999968351325
2005-12-12,60.2,19493800000.0,-0.9999999969118386
2005-12-13,61.3,19613140000.0,-0.9999999968745443
2005-12-14,61.69,19542760000.0,-0.9999999968433323
2005-12-15,61.46,19555000000.0,-0.9999999968570698
2005-12-16,61.5,19530520000.0,-0.9999999968510823
2005-12-19,61.42,19668220000.0,-0.9999999968771958
2005-12-20,61.87,19799800000.0,-0.999999996875221
2005-12-21,62.3,19747780000.0,-0.999999996845215
2005-12-22,62.13,19744720000.0,-0.999999996853336
2005-12-23,62.12,19655980000.0,-0.9999999968396386
2005-12-27,61.83,19671280000.0,-0.999999996856839
2005-12-28,61.88,19610080000.0,-0.9999999968444799
2005-12-29,61.68,19530520000.0,-0.9999999968418659
2005-12-30,61.42,19688800000.0,-0.9999999968804599
2006-01-03,62.96,19667450000.0,-0.9999999967987716
2006-01-04,62.89,19737600000.0,-0.9999999968136957
2006-01-05,63.12,19835200000.0,-0.9999999968177785
2006-01-06,63.44,20149350000.0,-0.9999999968515113
2006-01-09,64.47,20320150000.0,-0.9999999968272872
2006-01-10,65.03,20509250000.0,-0.9999999968292356
2006-01-11,65.65,20323200000.0,-0.9999999967697016
2006-01-12,65.04,20070050000.0,-0.9999999967593504
2006-01-13,64.21,19728450000.0,-0.9999999967453095
2006-01-17,63.09,19527150000.0,-0.9999999967691138
2006-01-18,62.43,19557650000.0,-0.9999999968078988
2006-01-19,62.53,19152000000.0,-0.9999999967350668
2006-01-20,61.2,19682700000.0,-0.9999999968906705
2006-01-23,62.94,19941950000.0,-0.9999999968438392
2006-01-24,63.79,19710150000.0,-0.9999999967635964
2006-01-25,63.03,19838250000.0,-0.9999999968228044
2006-01-26,63.45,19981600000.0,-0.9999999968245786
2006-01-27,63.92,20158500000.0,-0.9999999968291291
2006-01-30,64.5,19798600000.0,-0.9999999967421939
2006-01-31,63.32,19884000000.0,-0.9999999968155301
2006-02-01,63.6,19990750000.0,-0.9999999968185286
2006-02-02,63.95,19972450000.0,-0.9999999967980894
2006-02-03,63.89,20006000000.0,-0.999999996806458
2006-02-06,64.0,19405150000.0,-0.9999999967019064
2006-02-07,62.03,19691850000.0,-0.9999999968499659
2006-02-08,62.97,19902300000.0,-0.9999999968360441
2006-02-09,63.66,20036500000.0,-0.9999999968227984
2006-02-10,64.1,19697950000.0,-0.9999999967458543
2006-02-13,62.99,20128000000.0,-0.9999999968705287
2006-02-14,64.4,20311000000.0,-0.9999999968293043
2006-02-15,65.0,20341500000.0,-0.9999999968045621
2006-02-16,65.1,20314050000.0,-0.9999999967953215
2006-02-17,65.01,20326250000.0,-0.9999999968016727
2006-02-21,65.05,20960650000.0,-0.9999999968965657
2006-02-22,67.13,21000300000.0,-0.999999996803379
2006-02-23,67.26,21213800000.0,-0.9999999968294223
2006-02-24,67.96,21326650000.0,-0.9999999968133767
2006-02-27,68.33,20921000000.0,-0.9999999967339037
2006-02-28,67.0,21344950000.0,-0.9999999968610842
2006-03-01,68.39,21226000000.0,-0.9999999967780081
2006-03-02,68.0,21119250000.0,-0.9999999967801887
2006-03-03,67.65,21097900000.0,-0.9999999967935197
2006-03-06,67.58,20954550000.0,-0.9999999967749248
2006-03-07,67.11,20875250000.0,-0.9999999967851882
2006-03-08,66.85,20875250000.0,-0.9999999967976432
2006-03-09,66.85,21088750000.0,-0.9999999968300635
2006-03-10,67.55,21085700000.0,-0.999999996796407
2006-03-13,67.54,21576750000.0,-0.9999999968697788
2006-03-14,69.15,21796350000.0,-0.9999999968274504
2006-03-15,69.87,21549300000.0,-0.9999999967576673
2006-03-16,69.06,21790250000.0,-0.9999999968306926
2006-03-17,69.85,21732300000.0,-0.9999999967858901
2006-03-20,69.66,21515750000.0,-0.9999999967623717
2006-03-21,68.95,21689600000.0,-0.9999999968210571
2006-03-22,69.52,21750600000.0,-0.9999999968037663
2006-03-23,69.72,22009849999.999996,-0.9999999968323273
2006-03-24,70.57,21979350000.0,-0.999999996789259
2006-03-27,70.47,21710950000.0,-0.9999999967541724
2006-03-28,69.59,22189800000.0,-0.9999999968638744
2006-03-29,71.16,22095250000.0,-0.9999999967793983
2006-03-30,70.85,22281300000.0,-0.9999999968202035
2006-03-31,71.46,22115690000.0,-0.9999999967688098
2006-04-03,72.31,22157550000.0,-0.9999999967365526
2006-04-04,72.45,21792770000.0,-0.9999999966755029
2006-04-05,71.23,21724000000.0,-0.9999999967211379
2006-04-06,71.0,21685130000.0,-0.999999996725867
2006-04-07,70.87,21544600000.0,-0.9999999967105446
2006-04-10,70.4,21350250000.0,-0.9999999967026147
2006-04-11,69.75,21323340000.0,-0.9999999967289365
2006-04-12,69.66,21335300000.0,-0.9999999967349885
2006-04-13,69.7,21574500000.0,-0.9999999967693342
2006-04-17,70.5,21765860000.0,-0.9999999967609826
2006-04-18,71.14,21688120000.0,-0.9999999967198632
2006-04-19,70.88,21831640000.0,-0.999999996753336
2006-04-20,71.36,21715030000.0,-0.9999999967137968
2006-04-21,70.97,21735960000.0,-0.9999999967349038
2006-04-24,71.04,21553570000.000004,-0.9999999967040263
2006-04-25,70.43,19033000000.0,-0.9999999962995849
2006-04-26,62.0,19033000000.0,-0.9999999967424998
2006-04-27,62.0,19035990000.0,-0.9999999967430115
2006-04-28,62.01,18414070000.0,-0.9999999966324664
2006-05-01,59.93,18153940000.0,-0.9999999966987883
2006-05-02,59.06,18061250000.0,-0.9999999967300159
2006-05-03,58.75,18025370000.0,-0.9999999967407049
2006-05-04,58.63,18016400000.0,-0.9999999967457428
2006-05-05,58.6,17714410000.0,-0.9999999966919587
2006-05-08,57.59,17077540000.0,-0.9999999966277344
2006-05-09,55.46,17430360000.0,-0.9999999968181954
2006-05-10,56.64,17292820000.0,-0.9999999967246522
2006-05-11,56.18,17792150000.0,-0.9999999968424277
2006-05-12,57.85,18034340000.0,-0.9999999967922308
2006-05-15,58.66,18034340000.0,-0.9999999967473165
2006-05-16,58.66,17582850000.0,-0.9999999966637946
2006-05-17,57.15,17062589999.999998,-0.9999999966505672
2006-05-18,55.41,16772560000.0,-0.9999999966963898
2006-05-19,54.44,16790500000.0,-0.9999999967576904
2006-05-22,54.5,16646980000.0,-0.9999999967261329
2006-05-23,54.02,16539339999.999998,-0.9999999967338479
2006-05-24,53.66,16617080000.0,-0.9999999967707924
2006-05-25,53.92,16590170000.0,-0.9999999967498826
2006-05-26,53.83,16207450000.0,-0.9999999966786879
2006-05-30,52.55,16132700000.0,-0.9999999967426407
2006-05-31,52.3,16231370000.0,-0.9999999967778443
2006-06-01,52.63,16318080000.0,-0.9999999967747432
2006-06-02,52.92,15992170000.0,-0.9999999966908806
2006-06-05,51.83,16339010000.0,-0.9999999968278371
2006-06-06,52.99,16028050000.0,-0.9999999966939209
2006-06-07,51.95,16099810000.0,-0.9999999967732538
2006-06-08,52.19,16267250000.0,-0.9999999967917134
2006-06-09,52.75,16016089999.999998,-0.9999999967064371
2006-06-12,51.91,15573570000.0,-0.9999999966667886
2006-06-13,50.43,15699150000.0,-0.9999999967877242
2006-06-14,50.85,16081870000.0,-0.9999999968380543
2006-06-15,52.13,16261270000.0,-0.9999999967942234
2006-06-16,52.73,16234360000.0,-0.9999999967519508
2006-06-19,52.64,16234360000.0,-0.9999999967574946
2006-06-20,52.64,16362930000.0,-0.9999999967829722
2006-06-21,53.07,16252300000.0,-0.999999996734616
2006-06-22,52.7,16449640000.0,-0.9999999967962825
2006-06-23,53.36,16353960000.0,-0.9999999967371817
2006-06-26,53.04,16282200000.0,-0.999999996742455
2006-06-27,52.8,16509440000.0,-0.9999999968018297
2006-06-28,53.56,16643990000.0,-0.9999999967820217
2006-06-29,54.01,16778540000.0,-0.9999999967810071
2006-06-30,54.46,16547400000.0,-0.9999999967088485
2006-07-03,55.15,16482280000.0,-0.9999999966539823
2006-07-05,54.93,16446760000.0,-0.9999999966601325
2006-07-06,54.81,16135960000.0,-0.999999996603239
2006-07-07,53.76,16138920000.0,-0.999999996668922
2006-07-10,53.77,15937640000.000002,-0.9999999966262257
2006-07-11,53.09,15585400000.0,-0.9999999965936068
2006-07-12,51.9,15156200000.0,-0.9999999965756589
2006-07-13,50.45,15120680000.0,-0.9999999966635098
2006-07-14,50.33,15111800000.0,-0.99999999666949
2006-07-17,50.3,15333800000.0,-0.9999999967196651
2006-07-18,51.05,15656440000.0,-0.9999999967393609
2006-07-19,52.14,15351560000.0,-0.9999999966036025
2006-07-20,51.11,15182840000.0,-0.9999999966336997
2006-07-21,50.54,15600200000.0,-0.9999999967602979
2006-07-24,51.95,15911000000.0,-0.9999999967349632
2006-07-25,53.0,16431960000.0,-0.9999999967745783
2006-07-26,54.76,16399400000.0,-0.9999999966608535
2006-07-27,54.65,16822680000.0,-0.9999999967514094
2006-07-28,56.08,16467480000.0,-0.9999999965945002
2006-07-31,54.88,16239560000.0,-0.9999999966205981
2006-08-01,54.11,18015560000.0,-0.9999999969964852
2006-08-02,60.11,17805400000.0,-0.9999999966240579
2006-08-03,59.4,17778760000.0,-0.9999999966589346
2006-08-04,59.31,17737320000.0,-0.9999999966562029
2006-08-07,59.17,17426520000.0,-0.9999999966046004
2006-08-08,58.12,17287400000.0,-0.9999999966380139
2006-08-09,57.65,17388040000.0,-0.9999999966845027
2006-08-10,57.99,17154200000.0,-0.9999999966194868
2006-08-11,57.2,17103880000.0,-0.9999999966557296
2006-08-14,57.03,17731400000.0,-0.9999999967836719
2006-08-15,59.15,17829080000.0,-0.9999999966823863
2006-08-16,59.48,17932680000.0,-0.9999999966831505
2006-08-17,59.83,17873480000.0,-0.9999999966525824
2006-08-18,59.63,17784680000.0,-0.9999999966471143
2006-08-21,59.33,17894200000.0,-0.9999999966844005
2006-08-22,59.7,17743240000.0,-0.9999999966353383
2006-08-23,59.19,17536040000.0,-0.9999999966246655
2006-08-24,58.49,17687000000.0,-0.9999999966930514
2006-08-25,59.0,17997800000.0,-0.9999999967218216
2006-08-28,60.05,18187240000.0,-0.9999999966982346
2006-08-29,60.69,18465480000.0,-0.9999999967133267
2006-08-30,61.63,18332280000.0,-0.9999999966381705
2006-08-31,61.18,18740760000.0,-0.9999999967354579
2006-09-01,62.56,18808840000.0,-0.9999999966739044
2006-09-05,62.79,18388520000.0,-0.9999999965853695
2006-09-06,61.37,18157640000.0,-0.9999999966201555
2006-09-07,60.59,18530600000.0,-0.9999999967302732
2006-09-08,61.85,18625320000.0,-0.9999999966792517
2006-09-11,62.17,18625320000.0,-0.9999999966620707
2006-09-12,62.17,18980520000.0,-0.9999999967245365
2006-09-13,63.37,18930200000.0,-0.999999996652439
2006-09-14,63.2,19365320000.0,-0.999999996736434
2006-09-15,64.67,18983480000.0,-0.9999999965933538
2006-09-18,63.38,18791080000.0,-0.9999999966271231
2006-09-19,62.73,18945000000.0,-0.9999999966888361
2006-09-20,63.25,19004200000.0,-0.9999999966717883
2006-09-21,63.45,18906520000.0,-0.9999999966440148
2006-09-22,63.12,19072280000.0,-0.9999999966904848
2006-09-25,63.68,19087080000.0,-0.9999999966637118
2006-09-26,63.73,19001240000.0,-0.9999999966460084
2006-09-27,63.44,18862120000.0,-0.9999999966366453
2006-09-28,62.97,19575480000.0,-0.9999999967832206
2006-09-29,65.38,19170500000.0,-0.9999999965895516
2006-10-02,64.25,18444320000.0,-0.9999999965165428
2006-10-03,61.78,18788300000.0,-0.9999999967117834
2006-10-04,62.95,18803000000.0,-0.99999999665213
2006-10-05,63.0,18500180000.0,-0.9999999965946277
2006-10-06,61.97,18188540000.0,-0.9999999965929096
2006-10-09,60.91,18376700000.0,-0.9999999966854767
2006-10-10,61.55,18338480000.0,-0.9999999966436695
2006-10-11,61.42,18391400000.0,-0.9999999966603956
2006-10-12,61.6,18732440000.0,-0.999999996711587
2006-10-13,62.76,18917660000.0,-0.999999996682465
2006-10-16,63.39,18758900000.0,-0.999999996620804
2006-10-17,62.85,18999980000.0,-0.9999999966921018
2006-10-18,63.67,19558579999.999996,-0.9999999967446512
2006-10-19,65.57,19440980000.0,-0.9999999966272276
2006-10-20,65.17,19723220000.0,-0.9999999966957728
2006-10-23,66.13,19223420000.000004,-0.9999999965599253
2006-10-24,64.43,19426280000.0,-0.9999999966833588
2006-10-25,65.12,19817300000.0,-0.9999999967139822
2006-10-26,66.45,19661480000.0,-0.9999999966202952
2006-10-27,65.92,19596800000.0,-0.9999999966361856
2006-10-30,65.7,19773200000.0,-0.9999999966773209
2006-10-31,66.3,19655600000.0,-0.9999999966269155
2006-11-01,65.9,19552700000.0,-0.9999999966296215
2006-11-02,65.55,19620320000.0,-0.9999999966590759
2006-11-03,65.78,19702640000.0,-0.9999999966613611
2006-11-06,66.06,19690880000.0,-0.9999999966451474
2006-11-07,66.02,19705579999.999996,-0.99999999664968
2006-11-08,66.07,19734980000.0,-0.9999999966521375
2006-11-09,66.17,19755560000.0,-0.9999999966505632
2006-11-10,66.24,20264180000.0,-0.9999999967311779
2006-11-13,67.97,20431760000.0,-0.9999999966733164
2006-11-14,68.54,20505260000.0,-0.999999996657443
2006-11-15,68.79,20655200000.0,-0.9999999966696038
2006-11-16,69.3,20531720000.0,-0.9999999966247348
2006-11-17,68.88,20784560000.0,-0.9999999966860015
2006-11-20,69.74,20693420000.000004,-0.9999999966298466
2006-11-21,69.43,20843360000.0,-0.9999999966689631
2006-11-22,69.94,20781620000.0,-0.9999999966345261
2006-11-24,69.73,20202440000.0,-0.9999999965484367
2006-11-27,67.76,20420000000.0,-0.9999999966816846
2006-11-28,68.5,20649320000.0,-0.9999999966826995
2006-11-29,69.28,20708120000.0,-0.9999999966544525
2006-11-30,69.48,20655200000.0,-0.9999999966361981
2006-12-01,69.3,20899220000.0,-0.9999999966840868
2006-12-04,70.13,20916860000.0,-0.9999999966472023
2006-12-05,70.19,21299060000.0,-0.9999999967045494
2006-12-06,71.49,20863940000.0,-0.9999999965735139
2006-12-07,70.01,20702240000.0,-0.9999999966182403
2006-12-08,69.46,20758100000.0,-0.9999999966538363
2006-12-11,69.65,20737520000.0,-0.9999999966413534
2006-12-12,69.58,20943320000.0,-0.9999999966776996
2006-12-13,70.28,20896280000.0,-0.9999999966367219
2006-12-14,70.12,20808079999.999996,-0.9999999966301553
2006-12-15,69.82,20769860000.0,-0.9999999966383981
2006-12-18,69.69,20831600000.0,-0.9999999966546017
2006-12-19,69.9,20966840000.0,-0.9999999966661642
2006-12-20,70.36,20999180000.0,-0.999999996649393
