date,PBCT,dcf,Deviation
1999-10-04,5.08,,
1999-10-05,5.17,,
1999-10-06,5.21,,
1999-10-07,5.08,,
1999-10-08,5.21,,
1999-10-11,5.24,,
1999-10-12,5.13,,
1999-10-13,5.03,,
1999-10-14,4.95,,
1999-10-15,4.79,,
1999-10-18,4.76,,
1999-10-19,5.05,,
1999-10-20,4.88,,
1999-10-21,4.85,,
1999-10-22,5.16,,
1999-10-25,5.07,,
1999-10-26,4.93,,
1999-10-27,4.97,,
1999-10-28,4.99,,
1999-10-29,5.36,,
1999-11-01,5.19,,
1999-11-02,5.22,,
1999-11-03,5.22,,
1999-11-04,5.19,,
1999-11-05,5.19,,
1999-11-08,5.09,,
1999-11-09,5.08,,
1999-11-10,4.97,,
1999-11-11,4.72,,
1999-11-12,4.88,,
1999-11-15,4.85,,
1999-11-16,4.87,,
1999-11-17,4.87,,
1999-11-18,4.83,,
1999-11-19,4.74,,
1999-11-22,4.78,,
1999-11-23,4.74,,
1999-11-24,4.6,,
1999-11-26,4.74,,
1999-11-29,4.46,,
1999-11-30,4.48,,
1999-12-01,4.63,,
1999-12-02,4.63,,
1999-12-03,4.66,,
1999-12-06,4.56,,
1999-12-07,4.58,,
1999-12-08,4.52,,
1999-12-09,4.6,,
1999-12-10,4.66,,
1999-12-13,4.55,,
1999-12-14,4.33,,
1999-12-15,4.31,,
1999-12-16,4.31,,
1999-12-17,4.37,,
1999-12-20,4.3,,
1999-12-21,4.29,,
1999-12-22,4.23,,
1999-12-23,4.46,,
1999-12-27,4.42,,
1999-12-28,4.46,,
1999-12-29,4.43,,
1999-12-30,4.43,,
1999-12-31,4.47,,
2000-01-03,4.42,,
2000-01-04,4.4,,
2000-01-05,4.43,,
2000-01-06,4.39,,
2000-01-07,4.37,,
2000-01-10,4.29,,
2000-01-11,4.39,,
2000-01-12,4.38,,
2000-01-13,4.43,,
2000-01-14,4.54,,
2000-01-18,4.43,,
2000-01-19,4.43,,
2000-01-20,4.34,,
2000-01-21,4.25,,
2000-01-24,4.1,,
2000-01-25,4.05,,
2000-01-26,4.23,,
2000-01-27,4.15,,
2000-01-28,4.18,,
2000-01-31,4.38,,
2000-02-01,4.31,,
2000-02-02,4.19,,
2000-02-03,4.23,,
2000-02-04,4.33,,
2000-02-07,4.22,,
2000-02-08,4.1,,
2000-02-09,4.11,,
2000-02-10,4.05,,
2000-02-11,4.02,,
2000-02-14,3.96,,
2000-02-15,4.02,,
2000-02-16,4.13,,
2000-02-17,4.11,,
2000-02-18,4.02,,
2000-02-22,3.96,,
2000-02-23,3.97,,
2000-02-24,3.96,,
2000-02-25,3.97,,
2000-02-28,3.93,,
2000-02-29,4.22,,
2000-03-01,3.86,,
2000-03-02,3.81,,
2000-03-03,3.97,,
2000-03-06,3.97,,
2000-03-07,3.76,,
2000-03-08,3.7,,
2000-03-09,3.68,,
2000-03-10,3.68,,
2000-03-13,3.6,,
2000-03-14,3.79,,
2000-03-15,4.1,,
2000-03-16,4.47,,
2000-03-17,4.38,,
2000-03-20,4.15,,
2000-03-21,4.37,,
2000-03-22,4.46,,
2000-03-23,4.46,,
2000-03-24,4.22,,
2000-03-27,4.23,,
2000-03-28,4.19,,
2000-03-29,4.23,,
2000-03-30,4.3,,
2000-03-31,4.43,,
2000-04-03,4.51,,
2000-04-04,4.48,,
2000-04-05,4.48,,
2000-04-06,4.47,,
2000-04-07,4.42,,
2000-04-10,4.26,,
2000-04-11,4.22,,
2000-04-12,4.43,,
2000-04-13,4.25,,
2000-04-14,4.15,,
2000-04-17,4.37,,
2000-04-18,4.15,,
2000-04-19,4.21,,
2000-04-20,4.23,,
2000-04-24,4.13,,
2000-04-25,4.31,,
2000-04-26,4.17,,
2000-04-27,4.23,,
2000-04-28,4.31,,
2000-05-01,4.37,,
2000-05-02,4.34,,
2000-05-03,4.26,,
2000-05-04,4.09,,
2000-05-05,4.17,,
2000-05-08,4.22,,
2000-05-09,4.23,,
2000-05-10,4.23,,
2000-05-11,4.27,,
2000-05-12,4.33,,
2000-05-15,4.42,,
2000-05-16,4.43,,
2000-05-17,4.37,,
2000-05-18,4.33,,
2000-05-19,4.35,,
2000-05-22,4.33,,
2000-05-23,4.37,,
2000-05-24,4.44,,
2000-05-25,4.4,,
2000-05-26,4.38,,
2000-05-30,4.46,,
2000-05-31,4.46,,
2000-06-01,4.47,,
2000-06-02,4.85,,
2000-06-05,4.78,,
2000-06-06,4.66,,
2000-06-07,4.64,,
2000-06-08,4.58,,
2000-06-09,4.58,,
2000-06-12,4.48,,
2000-06-13,4.51,,
2000-06-14,4.46,,
2000-06-15,4.43,,
2000-06-16,4.29,,
2000-06-19,4.14,,
2000-06-20,4.22,,
2000-06-21,4.15,,
2000-06-22,4.11,,
2000-06-23,4.14,,
2000-06-26,4.19,,
2000-06-27,4.23,,
2000-06-28,4.31,,
2000-06-29,4.31,,
2000-06-30,3.89,,
2000-07-03,4.05,,
2000-07-05,4.19,,
2000-07-06,4.18,,
2000-07-07,4.33,,
2000-07-10,4.26,,
2000-07-11,4.14,,
2000-07-12,4.21,,
2000-07-13,4.21,,
2000-07-14,4.19,,
2000-07-17,4.22,,
2000-07-18,4.22,,
2000-07-19,4.29,,
2000-07-20,4.4,,
2000-07-21,4.25,,
2000-07-24,4.1,,
2000-07-25,4.23,,
2000-07-26,4.27,,
2000-07-27,4.26,,
2000-07-28,4.1,,
2000-07-31,4.18,,
2000-08-01,4.19,,
2000-08-02,4.18,,
2000-08-03,4.31,,
2000-08-04,4.31,,
2000-08-07,4.4,,
2000-08-08,4.35,,
2000-08-09,4.33,,
2000-08-10,4.38,,
2000-08-11,4.48,,
2000-08-14,4.42,,
2000-08-15,4.46,,
2000-08-16,4.43,,
2000-08-17,4.42,,
2000-08-18,4.35,,
2000-08-21,4.35,,
2000-08-22,4.47,,
2000-08-23,4.5,,
2000-08-24,4.5,,
2000-08-25,4.43,,
2000-08-28,4.56,,
2000-08-29,4.54,,
2000-08-30,4.54,,
2000-08-31,4.47,,
2000-09-01,4.58,,
2000-09-05,4.51,,
2000-09-06,4.5,,
2000-09-07,4.5,,
2000-09-08,4.54,,
2000-09-11,4.54,,
2000-09-12,4.48,,
2000-09-13,4.62,,
2000-09-14,4.67,,
2000-09-15,4.46,,
2000-09-18,4.35,,
2000-09-19,4.38,,
2000-09-20,4.35,,
2000-09-21,4.35,,
2000-09-22,4.34,,
2000-09-25,4.47,,
2000-09-26,4.39,,
2000-09-27,4.43,,
2000-09-28,4.56,,
2000-09-29,4.46,,
2000-10-02,4.31,,
2000-10-03,4.38,,
2000-10-04,4.42,,
2000-10-05,4.33,,
2000-10-06,4.23,,
2000-10-09,4.23,,
2000-10-10,4.11,,
2000-10-11,4.01,,
2000-10-12,3.97,,
2000-10-13,4.21,,
2000-10-16,4.26,,
2000-10-17,4.23,,
2000-10-18,4.1,,
2000-10-19,4.22,,
2000-10-20,4.07,,
2000-10-23,4.13,,
2000-10-24,4.17,,
2000-10-25,4.15,,
2000-10-26,4.14,,
2000-10-27,4.26,,
2000-10-30,4.29,,
2000-10-31,4.29,,
2000-11-01,4.23,,
2000-11-02,4.3,,
2000-11-03,4.26,,
2000-11-06,4.19,,
2000-11-07,4.25,,
2000-11-08,4.23,,
2000-11-09,4.25,,
2000-11-10,4.15,,
2000-11-13,4.17,,
2000-11-14,4.11,,
2000-11-15,4.19,,
2000-11-16,4.13,,
2000-11-17,4.21,,
2000-11-20,4.17,,
2000-11-21,4.14,,
2000-11-22,4.1,,
2000-11-24,4.19,,
2000-11-27,4.18,,
2000-11-28,4.21,,
2000-11-29,4.29,,
2000-11-30,4.26,,
2000-12-01,4.4,,
2000-12-04,4.37,,
2000-12-05,4.68,,
2000-12-06,4.46,,
2000-12-07,4.63,,
2000-12-08,5.0,,
2000-12-11,4.96,,
2000-12-12,4.95,,
2000-12-13,4.84,,
2000-12-14,4.81,,
2000-12-15,4.74,,
2000-12-18,4.99,,
2000-12-19,5.05,,
2000-12-20,4.99,,
2000-12-21,5.26,,
2000-12-22,5.42,,
2000-12-26,5.5,,
2000-12-27,5.58,,
2000-12-28,5.67,,
2000-12-29,5.48,,
2001-01-02,5.26,,
2001-01-03,5.4,,
2001-01-04,5.29,,
2001-01-05,5.22,,
2001-01-08,5.13,,
2001-01-09,5.12,,
2001-01-10,5.29,,
2001-01-11,5.24,,
2001-01-12,5.2,,
2001-01-16,5.15,,
2001-01-17,5.15,,
2001-01-18,5.28,,
2001-01-19,5.13,,
2001-01-22,5.34,,
2001-01-23,5.32,,
2001-01-24,5.48,,
2001-01-25,5.46,,
2001-01-26,5.56,,
2001-01-29,5.61,,
2001-01-30,5.61,,
2001-01-31,5.46,,
2001-02-01,5.58,,
2001-02-02,5.67,,
2001-02-05,5.74,,
2001-02-06,5.61,,
2001-02-07,5.69,,
2001-02-08,5.6,,
2001-02-09,5.71,,
2001-02-12,5.83,,
2001-02-13,5.89,,
2001-02-14,5.9,,
2001-02-15,5.98,,
2001-02-16,5.83,,
2001-02-20,5.79,,
2001-02-21,5.65,,
2001-02-22,5.53,,
2001-02-23,5.48,,
2001-02-26,5.62,,
2001-02-27,5.65,,
2001-02-28,5.62,,
2001-03-01,5.66,,
2001-03-02,5.71,,
2001-03-05,5.71,,
2001-03-06,5.79,,
2001-03-07,5.9,,
2001-03-08,5.79,,
2001-03-09,5.71,,
2001-03-12,5.49,,
2001-03-13,5.54,,
2001-03-14,5.37,,
2001-03-15,5.34,,
2001-03-16,5.49,,
2001-03-19,5.5,,
2001-03-20,5.45,,
2001-03-21,5.28,,
2001-03-22,5.16,,
2001-03-23,5.3,,
2001-03-26,5.58,,
2001-03-27,5.6,,
2001-03-28,5.38,,
2001-03-29,5.37,,
2001-03-30,5.45,,
2001-04-02,5.4,,
2001-04-03,5.28,,
2001-04-04,5.17,,
2001-04-05,5.3,,
2001-04-06,5.03,,
2001-04-09,4.96,,
2001-04-10,4.97,,
2001-04-11,4.88,,
2001-04-12,4.72,,
2001-04-16,4.52,,
2001-04-17,4.59,,
2001-04-18,4.66,,
2001-04-19,4.67,,
2001-04-20,4.74,,
2001-04-23,4.74,,
2001-04-24,4.71,,
2001-04-25,4.92,,
2001-04-26,4.94,,
2001-04-27,4.88,,
2001-04-30,4.77,,
2001-05-01,4.66,,
2001-05-02,4.68,,
2001-05-03,4.66,,
2001-05-04,4.8,,
2001-05-07,4.89,,
2001-05-08,4.85,,
2001-05-09,4.69,,
2001-05-10,4.76,,
2001-05-11,4.87,,
2001-05-14,4.76,,
2001-05-15,4.89,,
2001-05-16,4.87,,
2001-05-17,4.89,,
2001-05-18,4.98,,
2001-05-21,4.99,,
2001-05-22,5.08,,
2001-05-23,5.05,,
2001-05-24,5.09,,
2001-05-25,5.05,,
2001-05-29,5.0,,
2001-05-30,4.93,,
2001-05-31,4.97,,
2001-06-01,4.92,,
2001-06-04,4.97,,
2001-06-05,4.99,,
2001-06-06,4.96,,
2001-06-07,5.04,,
2001-06-08,5.03,,
2001-06-11,5.06,,
2001-06-12,5.11,,
2001-06-13,5.11,,
2001-06-14,5.03,,
2001-06-15,4.93,,
2001-06-18,5.01,,
2001-06-19,5.09,,
2001-06-20,5.11,,
2001-06-21,5.08,,
2001-06-22,5.04,,
2001-06-25,5.04,,
2001-06-26,5.01,,
2001-06-27,5.05,,
2001-06-28,5.04,,
2001-06-29,4.93,,
2001-07-02,4.91,,
2001-07-03,4.88,,
2001-07-05,4.89,,
2001-07-06,4.88,,
2001-07-09,4.86,,
2001-07-10,4.95,,
2001-07-11,4.96,,
2001-07-12,4.94,,
2001-07-13,5.01,,
2001-07-16,4.98,,
2001-07-17,4.96,,
2001-07-18,5.12,,
2001-07-19,5.25,,
2001-07-20,5.1,,
2001-07-23,5.08,,
2001-07-24,5.08,,
2001-07-25,5.08,,
2001-07-26,5.07,,
2001-07-27,5.09,,
2001-07-30,5.08,,
2001-07-31,5.34,,
2001-08-01,5.28,,
2001-08-02,5.35,,
2001-08-03,5.29,,
2001-08-06,5.27,,
2001-08-07,5.25,,
2001-08-08,5.37,,
2001-08-09,5.37,,
2001-08-10,5.48,,
2001-08-13,5.5,,
2001-08-14,5.51,,
2001-08-15,5.66,,
2001-08-16,5.71,,
2001-08-17,5.69,,
2001-08-20,5.75,,
2001-08-21,5.87,,
2001-08-22,5.71,,
2001-08-23,5.67,,
2001-08-24,5.52,,
2001-08-27,5.36,,
2001-08-28,5.32,,
2001-08-29,5.21,,
2001-08-30,5.27,,
2001-08-31,5.27,,
2001-09-04,5.21,,
2001-09-05,5.21,,
2001-09-06,5.19,,
2001-09-07,4.97,,
2001-09-10,4.98,,
2001-09-17,4.9,,
2001-09-18,5.1,,
2001-09-19,4.99,,
2001-09-20,4.96,,
2001-09-21,4.83,,
2001-09-24,4.98,,
2001-09-25,4.97,,
2001-09-26,4.87,,
2001-09-27,4.94,,
2001-09-28,4.7,,
2001-10-01,4.83,,
2001-10-02,4.92,,
2001-10-03,4.91,,
2001-10-04,4.97,,
2001-10-05,4.88,,
2001-10-08,4.83,,
2001-10-09,4.84,,
2001-10-10,4.88,,
2001-10-11,4.92,,
2001-10-12,4.7,,
2001-10-15,4.76,,
2001-10-16,4.89,,
2001-10-17,4.76,,
2001-10-18,4.8,,
2001-10-19,4.72,,
2001-10-22,4.75,,
2001-10-23,4.68,,
2001-10-24,4.72,,
2001-10-25,4.71,,
2001-10-26,4.67,,
2001-10-29,4.61,,
2001-10-30,4.55,,
2001-10-31,4.61,,
2001-11-01,4.49,,
2001-11-02,4.46,,
2001-11-05,4.51,,
2001-11-06,4.55,,
2001-11-07,4.57,,
2001-11-08,4.55,,
2001-11-09,4.54,,
2001-11-12,4.55,,
2001-11-13,4.55,,
2001-11-14,4.54,,
2001-11-15,4.51,,
2001-11-16,4.55,,
2001-11-19,4.58,,
2001-11-20,4.61,,
2001-11-21,4.59,,
2001-11-23,4.59,,
2001-11-26,4.55,,
2001-11-27,4.56,,
2001-11-28,4.55,,
2001-11-29,4.55,,
2001-11-30,4.51,,
2001-12-03,4.49,,
2001-12-04,4.52,,
2001-12-05,4.48,,
2001-12-06,4.52,,
2001-12-07,4.55,,
2001-12-10,4.52,,
2001-12-11,4.52,,
2001-12-12,4.47,,
2001-12-13,4.46,,
2001-12-14,4.5,,
2001-12-17,4.56,,
2001-12-18,4.47,,
2001-12-19,4.46,,
2001-12-20,4.45,,
2001-12-21,4.47,,
2001-12-24,4.48,,
2001-12-26,4.47,,
2001-12-27,4.47,,
2001-12-28,4.5,,
2001-12-31,4.5,,
2002-01-02,4.43,,
2002-01-03,4.4,,
2002-01-04,4.5,,
2002-01-07,4.51,,
2002-01-08,4.53,,
2002-01-09,4.47,,
2002-01-10,4.51,,
2002-01-11,4.49,,
2002-01-14,4.39,,
2002-01-15,4.43,,
2002-01-16,4.46,,
2002-01-17,4.44,,
2002-01-18,4.51,,
2002-01-22,4.5,,
2002-01-23,4.61,,
2002-01-24,4.65,,
2002-01-25,4.68,,
2002-01-28,4.73,,
2002-01-29,4.69,,
2002-01-30,4.64,,
2002-01-31,4.64,,
2002-02-01,4.66,,
2002-02-04,4.65,,
2002-02-05,4.62,,
2002-02-06,4.57,,
2002-02-07,4.64,,
2002-02-08,4.66,,
2002-02-11,4.68,,
2002-02-12,4.71,,
2002-02-13,4.75,,
2002-02-14,4.76,,
2002-02-15,4.75,,
2002-02-19,4.66,,
2002-02-20,4.74,,
2002-02-21,4.74,,
2002-02-22,4.79,,
2002-02-25,4.83,,
2002-02-26,4.84,,
2002-02-27,4.84,,
2002-02-28,4.85,,
2002-03-01,4.87,,
2002-03-04,4.9,,
2002-03-05,4.91,,
2002-03-06,4.9,,
2002-03-07,4.9,,
2002-03-08,4.94,,
2002-03-11,4.99,,
2002-03-12,4.98,,
2002-03-13,5.01,,
2002-03-14,5.04,,
2002-03-15,5.1,,
2002-03-18,5.15,,
2002-03-19,5.15,,
2002-03-20,5.18,,
2002-03-21,5.15,,
2002-03-22,5.15,,
2002-03-25,5.12,,
2002-03-26,5.13,,
2002-03-27,5.21,,
2002-03-28,5.22,,
2002-04-01,5.23,,
2002-04-02,5.23,,
2002-04-03,5.22,,
2002-04-04,5.24,,
2002-04-05,5.27,,
2002-04-08,5.34,,
2002-04-09,5.38,,
2002-04-10,5.45,,
2002-04-11,5.43,,
2002-04-12,5.55,,
2002-04-15,5.47,,
2002-04-16,5.5,,
2002-04-17,5.48,,
2002-04-18,5.51,,
2002-04-19,5.53,,
2002-04-22,5.56,,
2002-04-23,5.51,,
2002-04-24,5.6,,
2002-04-25,5.63,,
2002-04-26,5.58,,
2002-04-29,5.53,,
2002-04-30,5.63,,
2002-05-01,5.55,,
2002-05-02,5.63,,
2002-05-03,5.58,,
2002-05-06,5.6,,
2002-05-07,5.63,,
2002-05-08,5.62,,
2002-05-09,5.64,,
2002-05-10,5.73,,
2002-05-13,5.8,,
2002-05-14,5.84,,
2002-05-15,5.9,,
2002-05-16,5.79,,
2002-05-17,5.76,,
2002-05-20,5.66,,
2002-05-21,5.69,,
2002-05-22,5.61,,
2002-05-23,5.7,,
2002-05-24,5.67,,
2002-05-28,5.66,,
2002-05-29,5.69,,
2002-05-30,5.71,,
2002-05-31,5.74,,
2002-06-03,5.62,,
2002-06-04,5.53,,
2002-06-05,5.54,,
2002-06-06,5.47,,
2002-06-07,5.59,,
2002-06-10,5.59,,
2002-06-11,5.59,,
2002-06-12,5.61,,
2002-06-13,5.47,,
2002-06-14,5.52,,
2002-06-17,5.73,,
2002-06-18,5.76,,
2002-06-19,5.73,,
2002-06-20,5.66,,
2002-06-21,5.64,,
2002-06-24,5.62,,
2002-06-25,5.52,,
2002-06-26,5.51,,
2002-06-27,5.58,,
2002-06-28,5.53,,
2002-07-01,5.63,,
2002-07-02,5.53,,
2002-07-03,5.44,,
2002-07-05,5.46,,
2002-07-08,5.56,,
2002-07-09,5.45,,
2002-07-10,5.35,,
2002-07-11,5.26,,
2002-07-12,5.18,,
2002-07-15,4.99,,
2002-07-16,5.12,,
2002-07-17,5.16,,
2002-07-18,5.03,,
2002-07-19,5.05,,
2002-07-22,4.98,,
2002-07-23,4.82,,
2002-07-24,5.01,,
2002-07-25,5.21,,
2002-07-26,5.31,,
2002-07-29,5.5,,
2002-07-30,5.33,,
2002-07-31,5.38,,
2002-08-01,5.31,,
2002-08-02,5.2,,
2002-08-05,5.09,,
2002-08-06,5.2,,
2002-08-07,5.22,,
2002-08-08,5.31,,
2002-08-09,5.32,,
2002-08-12,5.37,,
2002-08-13,5.22,,
2002-08-14,5.35,,
2002-08-15,5.46,,
2002-08-16,5.39,,
2002-08-19,5.38,,
2002-08-20,5.34,,
2002-08-21,5.34,,
2002-08-22,5.34,,
2002-08-23,5.24,,
2002-08-26,5.29,,
2002-08-27,5.26,,
2002-08-28,5.17,,
2002-08-29,5.21,,
2002-08-30,5.17,,
2002-09-03,5.02,,
2002-09-04,5.08,,
2002-09-05,5.02,,
2002-09-06,5.07,,
2002-09-09,5.07,,
2002-09-10,4.91,,
2002-09-11,4.92,,
2002-09-12,4.77,,
2002-09-13,4.86,,
2002-09-16,4.84,,
2002-09-17,4.72,,
2002-09-18,4.64,,
2002-09-19,4.56,,
2002-09-20,4.7,,
2002-09-23,4.51,,
2002-09-24,4.58,,
2002-09-25,4.68,,
2002-09-26,4.74,,
2002-09-27,4.68,,
2002-09-30,4.75,,
2002-10-01,4.86,,
2002-10-02,4.67,,
2002-10-03,4.63,,
2002-10-04,4.61,,
2002-10-07,4.5,,
2002-10-08,4.74,,
2002-10-09,4.49,,
2002-10-10,4.73,,
2002-10-11,4.84,,
2002-10-14,4.89,,
2002-10-15,5.01,,
2002-10-16,4.98,,
2002-10-17,5.26,,
2002-10-18,5.22,,
2002-10-21,5.29,,
2002-10-22,5.24,,
2002-10-23,5.28,,
2002-10-24,5.23,,
2002-10-25,5.35,,
2002-10-28,5.23,,
2002-10-29,5.16,,
2002-10-30,5.18,,
2002-10-31,5.21,,
2002-11-01,5.15,,
2002-11-04,5.17,,
2002-11-05,5.22,,
2002-11-06,5.23,,
2002-11-07,5.14,,
2002-11-08,5.08,,
2002-11-11,5.03,,
2002-11-12,5.03,,
2002-11-13,5.04,,
2002-11-14,5.16,,
2002-11-15,5.25,,
2002-11-18,5.19,,
2002-11-19,5.16,,
2002-11-20,5.26,,
2002-11-21,5.33,,
2002-11-22,5.34,,
2002-11-25,5.39,,
2002-11-26,5.27,,
2002-11-27,5.41,,
2002-11-29,5.38,,
2002-12-02,5.34,,
2002-12-03,5.27,,
2002-12-04,5.11,,
2002-12-05,5.17,,
2002-12-06,5.15,,
2002-12-09,5.13,,
2002-12-10,5.25,,
2002-12-11,5.31,,
2002-12-12,5.27,,
2002-12-13,5.26,,
2002-12-16,5.31,,
2002-12-17,5.33,,
2002-12-18,5.25,,
2002-12-19,5.29,,
2002-12-20,5.37,,
2002-12-23,5.39,,
2002-12-24,5.37,,
2002-12-26,5.41,,
2002-12-27,5.33,,
2002-12-30,5.37,,
2002-12-31,5.33,,
2003-01-02,5.46,,
2003-01-03,5.46,,
2003-01-06,5.59,,
2003-01-07,5.55,,
2003-01-08,5.5,,
2003-01-09,5.61,,
2003-01-10,5.6,,
2003-01-13,5.61,,
2003-01-14,5.66,,
2003-01-15,5.57,,
2003-01-16,5.61,,
2003-01-17,5.45,,
2003-01-21,5.5,,
2003-01-22,5.39,,
2003-01-23,5.42,,
2003-01-24,5.29,,
2003-01-27,5.38,,
2003-01-28,5.4,,
2003-01-29,5.36,,
2003-01-30,5.28,,
2003-01-31,5.39,,
2003-02-03,5.32,,
2003-02-04,5.3,,
2003-02-05,5.23,,
2003-02-06,5.23,,
2003-02-07,5.19,,
2003-02-10,5.26,,
2003-02-11,5.25,,
2003-02-12,5.18,,
2003-02-13,5.23,,
2003-02-14,5.29,,
2003-02-18,5.34,,
2003-02-19,5.33,,
2003-02-20,5.31,,
2003-02-21,5.44,,
2003-02-24,5.37,,
2003-02-25,5.35,,
2003-02-26,5.29,,
2003-02-27,5.42,,
2003-02-28,5.45,,
2003-03-03,5.43,,
2003-03-04,5.43,,
2003-03-05,5.33,,
2003-03-06,5.33,,
2003-03-07,5.33,,
2003-03-10,5.23,,
2003-03-11,5.22,,
2003-03-12,5.21,,
2003-03-13,5.26,,
2003-03-14,5.28,,
2003-03-17,5.35,,
2003-03-18,5.36,,
2003-03-19,5.37,,
2003-03-20,5.39,,
2003-03-21,5.53,,
2003-03-24,5.38,,
2003-03-25,5.48,,
2003-03-26,5.41,,
2003-03-27,5.38,,
2003-03-28,5.35,,
2003-03-31,5.34,,
2003-04-01,5.37,,
2003-04-02,5.5,,
2003-04-03,5.44,,
2003-04-04,5.49,,
2003-04-07,5.47,,
2003-04-08,5.49,,
2003-04-09,5.41,,
2003-04-10,5.46,,
2003-04-11,5.53,,
2003-04-14,5.6,,
2003-04-15,5.63,,
2003-04-16,5.55,,
2003-04-17,5.48,,
2003-04-21,5.55,,
2003-04-22,5.5,,
2003-04-23,5.59,,
2003-04-24,5.52,,
2003-04-25,5.6,,
2003-04-28,5.57,,
2003-04-29,5.53,,
2003-04-30,5.57,,
2003-05-01,5.59,,
2003-05-02,5.63,,
2003-05-05,5.66,,
2003-05-06,5.77,,
2003-05-07,5.79,,
2003-05-08,5.71,,
2003-05-09,5.71,,
2003-05-12,5.71,,
2003-05-13,5.71,,
2003-05-14,5.66,,
2003-05-15,5.68,,
2003-05-16,5.75,,
2003-05-19,5.65,,
2003-05-20,5.69,,
2003-05-21,5.72,,
2003-05-22,5.66,,
2003-05-23,5.75,,
2003-05-27,6.02,,
2003-05-28,5.93,,
2003-05-29,5.93,,
2003-05-30,5.97,,
2003-06-02,6.0,,
2003-06-03,6.08,,
2003-06-04,6.09,,
2003-06-05,6.13,,
2003-06-06,6.18,,
2003-06-09,6.08,,
2003-06-10,6.14,,
2003-06-11,6.25,,
2003-06-12,6.31,,
2003-06-13,6.18,,
2003-06-16,6.19,,
2003-06-17,6.21,,
2003-06-18,6.15,,
2003-06-19,6.04,,
2003-06-20,6.09,,
2003-06-23,6.02,,
2003-06-24,6.11,,
2003-06-25,6.08,,
2003-06-26,6.06,,
2003-06-27,6.18,,
2003-06-30,6.14,,
2003-07-01,6.16,,
2003-07-02,6.3,,
2003-07-03,6.28,,
2003-07-07,6.33,,
2003-07-08,6.33,,
2003-07-09,6.28,,
2003-07-10,6.18,,
2003-07-11,6.18,,
2003-07-14,6.3,,
2003-07-15,6.34,,
2003-07-16,6.28,,
2003-07-17,6.06,,
2003-07-18,6.07,,
2003-07-21,5.86,,
2003-07-22,5.89,,
2003-07-23,5.93,,
2003-07-24,5.92,,
2003-07-25,5.94,,
2003-07-28,6.01,,
2003-07-29,6.02,,
2003-07-30,6.0,,
2003-07-31,6.03,,
2003-08-01,5.88,,
2003-08-04,5.94,,
2003-08-05,5.83,,
2003-08-06,5.92,,
2003-08-07,5.93,,
2003-08-08,5.89,,
2003-08-11,5.93,,
2003-08-12,6.09,,
2003-08-13,6.08,,
2003-08-14,6.17,,
2003-08-15,6.28,,
2003-08-18,6.27,,
2003-08-19,6.3,,
2003-08-20,6.28,,
2003-08-21,6.25,,
2003-08-22,6.27,,
2003-08-25,6.23,,
2003-08-26,6.23,,
2003-08-27,6.26,,
2003-08-28,6.3,,
2003-08-29,6.33,,
2003-09-02,6.43,,
2003-09-03,6.52,,
2003-09-04,6.44,,
2003-09-05,6.5,,
2003-09-08,6.52,,
2003-09-09,6.48,,
2003-09-10,6.35,,
2003-09-11,6.43,,
2003-09-12,6.46,,
2003-09-15,6.43,,
2003-09-16,6.46,,
2003-09-17,6.48,,
2003-09-18,6.53,,
2003-09-19,6.52,,
2003-09-22,6.51,,
2003-09-23,6.61,,
2003-09-24,6.47,,
2003-09-25,6.43,,
2003-09-26,6.35,,
2003-09-29,6.37,,
2003-09-30,6.35,,
2003-10-01,6.44,,
2003-10-02,6.45,,
2003-10-03,6.58,,
2003-10-06,6.51,,
2003-10-07,6.58,,
2003-10-08,6.6,,
2003-10-09,6.57,,
2003-10-10,6.62,,
2003-10-13,6.61,,
2003-10-14,6.71,,
2003-10-15,6.73,,
2003-10-16,6.73,,
2003-10-17,6.59,,
2003-10-20,6.56,,
2003-10-21,6.57,,
2003-10-22,6.54,,
2003-10-23,6.55,,
2003-10-24,6.49,,
2003-10-27,6.6,,
2003-10-28,6.67,,
2003-10-29,6.74,,
2003-10-30,6.79,,
2003-10-31,6.93,,
2003-11-03,6.91,,
2003-11-04,7.17,,
2003-11-05,7.04,,
2003-11-06,7.09,,
2003-11-07,7.01,,
2003-11-10,6.94,,
2003-11-11,6.89,,
2003-11-12,6.88,,
2003-11-13,6.89,,
2003-11-14,6.88,,
2003-11-17,6.92,,
2003-11-18,6.86,,
2003-11-19,6.81,,
2003-11-20,6.83,,
2003-11-21,6.89,,
2003-11-24,6.88,,
2003-11-25,6.92,,
2003-11-26,6.88,,
2003-11-28,6.86,,
2003-12-01,6.89,,
2003-12-02,6.98,,
2003-12-03,6.9,,
2003-12-04,6.95,,
2003-12-05,6.96,,
2003-12-08,7.01,,
2003-12-09,6.86,,
2003-12-10,6.82,,
2003-12-11,6.95,,
2003-12-12,7.03,,
2003-12-15,6.97,,
2003-12-16,7.0,,
2003-12-17,6.91,,
2003-12-18,6.96,,
2003-12-19,6.88,,
2003-12-22,6.88,,
2003-12-23,6.88,,
2003-12-24,6.88,,
2003-12-26,6.88,,
2003-12-29,6.93,,
2003-12-30,6.91,,
2003-12-31,6.89,,
2004-01-02,6.9,,
2004-01-05,6.91,,
2004-01-06,6.93,,
2004-01-07,6.91,,
2004-01-08,6.94,,
2004-01-09,6.98,,
2004-01-12,7.16,,
2004-01-13,7.12,,
