date,RE,dcf,Deviation
2010-04-15,82.67,84.79263731375227,-0.02503327389025556
2010-04-16,81.2,85.36263731375226,-0.048764160114364685
2010-04-19,81.77,85.61263731375226,-0.0448839965024066
2010-04-20,82.02,85.91263731375227,-0.04530925176393308
2010-04-21,82.32,85.78263731375226,-0.04036524665344088
2010-04-22,82.19,86.46263731375227,-0.04941599570052313
2010-04-23,82.87,86.24263731375228,-0.03910637961455843
2010-04-26,82.65,83.74263731375228,-0.013047562732692253
2010-04-27,80.15,84.45263731375226,-0.05094734102580378
2010-04-28,80.86,81.78263731375226,-0.011281579367667494
2010-04-29,78.19,80.24263731375228,-0.025580381982291844
2010-04-30,76.65,80.57263731375228,-0.0486844845164669
2010-05-03,76.98,79.14263731375227,-0.027325818132377
2010-05-04,75.55,80.48263731375228,-0.061288216668683004
2010-05-05,76.89,77.76263731375228,-0.01122180707723952
2010-05-06,74.17,77.94263731375226,-0.04840274134638001
2010-05-07,74.35,80.69263731375226,-0.07860242922895899
2010-05-10,77.1,80.56263731375228,-0.042980684709550854
2010-05-11,76.97,81.33263731375227,-0.053639442391653636
2010-05-12,77.74,81.41263731375227,-0.045111390994477585
2010-05-13,77.82,80.45263731375226,-0.03272282179495756
2010-05-14,76.86,80.40263731375228,-0.04406120784232459
2010-05-17,76.81,79.55263731375227,-0.03447575600712549
2010-05-18,75.96,79.81263731375228,-0.04827101876870876
2010-05-19,76.22,77.24263731375228,-0.013239285313348725
2010-05-20,73.65,77.29263731375227,-0.047127869359222196
2010-05-21,73.7,76.23263731375228,-0.03322248059356314
2010-05-24,72.64,75.92263731375228,-0.04323660807759733
2010-05-25,72.33,75.37263731375228,-0.040367929558929316
2010-05-26,71.78,77.57263731375228,-0.07467371890842422
2010-05-27,73.98,76.27263731375228,-0.030058450769459677
2010-05-28,72.68,74.55263731375226,-0.025118324196517938
2010-06-01,70.96,75.75263731375227,-0.06326693675234218
2010-06-02,72.16,75.58263731375227,-0.04528338035552415
2010-06-03,71.99,73.60263731375228,-0.021910047963063617
2010-06-04,70.01,73.16263731375227,-0.04309081013895688
2010-06-07,69.57,74.00263731375227,-0.059898369499441384
2010-06-08,70.41,73.60263731375228,-0.04337667005249768
2010-06-09,70.01,74.85263731375228,-0.064695613775823
2010-06-10,71.26,75.09263731375228,-0.05103878956519714
2010-06-11,71.5,75.80263731375227,-0.05676105035690726
2010-06-14,72.21,77.59263731375228,-0.06937046477731057
2010-06-15,74.0,77.42263731375228,-0.04420719097803616
2010-06-16,73.83,78.80263731375227,-0.06310242249829467
2010-06-17,75.21,79.47263731375227,-0.053636540296551294
2010-06-18,75.88,78.68263731375228,-0.03561951415757181
2010-06-21,75.09,77.61263731375226,-0.03250291964122276
2010-06-22,74.02,75.67263731375228,-0.021839298489097825
2010-06-23,72.08,74.86263731375227,-0.03716990762815542
2010-06-24,71.27,75.35263731375228,-0.05418041702711818
2010-06-25,71.76,75.83263731375227,-0.053705600359143735
2010-06-28,72.24,73.89263731375226,-0.02236538542717148
2010-06-29,70.3,74.31263731375226,-0.05399670175626625
2010-06-30,70.72,73.38384277460915,-0.03630012648412084
2010-07-01,69.85,73.01384277460915,-0.043332095043618124
2010-07-02,69.48,72.77384277460914,-0.045261355578138485
2010-07-06,69.24,74.59384277460916,-0.07177325333387363
2010-07-07,71.06,75.71384277460916,-0.06146620755286558
2010-07-08,72.18,76.75384277460915,-0.05959105901759765
2010-07-09,73.22,76.50384277460915,-0.04292389317336398
2010-07-12,72.97,77.94384277460915,-0.06381315826308509
2010-07-13,74.41,78.06384277460916,-0.04680582770129271
2010-07-14,74.53,77.30384277460915,-0.03588234006292157
2010-07-15,73.77,75.20384277460916,-0.019066083882262275
2010-07-16,71.67,75.27384277460914,-0.047876428806750915
2010-07-19,71.74,75.97384277460915,-0.055727637565598176
2010-07-20,72.44,74.81384277460916,-0.03172999389646125
2010-07-21,71.28,76.95384277460916,-0.07373046712205555
2010-07-22,73.42,77.43384277460915,-0.05183576884195784
2010-07-23,73.9,78.35384277460915,-0.05684268463285158
2010-07-26,74.82,77.77384277460915,-0.03797990004389362
2010-07-27,74.24,76.33384277460915,-0.027430071623560814
2010-07-28,72.8,80.43384277460915,-0.09490834344444565
2010-07-29,76.9,81.15384277460915,-0.052417022154125914
2010-07-30,77.62,81.95384277460916,-0.0528815077839383
2010-08-02,78.42,81.10384277460915,-0.033091437875115925
2010-08-03,77.57,81.73384277460916,-0.05094392522435853
2010-08-04,78.2,82.03384277460916,-0.04673489190482971
2010-08-05,78.5,83.12384277460914,-0.055625950633041876
2010-08-06,79.59,83.79384277460915,-0.050168874411414044
2010-08-09,80.26,83.49384277460915,-0.03873151201507008
2010-08-10,79.96,82.01384277460915,-0.025042635549385683
2010-08-11,78.48,82.47384277460915,-0.0484255691289156
2010-08-12,78.94,82.64384277460915,-0.04481692344232446
2010-08-13,79.11,82.84384277460916,-0.04507085438766667
2010-08-16,79.31,84.10384277460915,-0.05699909322165242
2010-08-17,80.57,84.23384277460916,-0.04349608962294149
2010-08-18,80.7,83.30384277460915,-0.03125717479389556
2010-08-19,79.77,84.12384277460914,-0.05175515800287778
2010-08-20,80.59,83.68384277460915,-0.03697061071803287
2010-08-23,80.15,83.83384277460915,-0.04394219151462875
2010-08-24,80.3,84.47384277460915,-0.04940988402464053
2010-08-25,80.94,82.48384277460916,-0.018716911369270006
2010-08-26,78.95,84.53384277460916,-0.06605452433408521
2010-08-27,81.0,83.41384277460915,-0.028938155758289952
2010-08-30,79.88,82.67384277460916,-0.03379355163429276
2010-08-31,79.14,84.03384277460916,-0.05823657008920968
2010-09-01,80.5,84.03384277460916,-0.0420526142555141
2010-09-02,80.5,86.11384277460915,-0.0651909448438226
2010-09-03,82.58,84.37384277460914,-0.021260650405613313
2010-09-07,80.84,85.66384277460915,-0.0563113049609647
2010-09-08,82.13,86.04384277460915,-0.04548661064408077
2010-09-09,82.51,85.65384277460915,-0.03670404821044515
2010-09-10,82.12,86.77384277460915,-0.05363186215801552
2010-09-13,83.24,86.92384277460916,-0.04238011869955238
2010-09-14,83.39,87.55384277460915,-0.047557510243475876
2010-09-15,84.02,88.21384277460915,-0.04754177624167932
2010-09-16,84.68,88.58384277460915,-0.044069467437103604
2010-09-17,85.05,88.34384277460916,-0.037284350229282115
2010-09-20,84.81,87.91384277460915,-0.035305506808144926
2010-09-21,84.38,87.64384277460915,-0.03723984105766198
2010-09-22,84.11,87.04384277460915,-0.03370534527302549
2010-09-23,83.51,88.19384277460915,-0.05310850085735941
2010-09-24,84.66,88.69384277460915,-0.04548052771667643
2010-09-27,85.16,89.66384277460915,-0.05023031174261183
2010-09-28,86.13,89.54384277460915,-0.038124818734908805
2010-09-29,86.01,90.00384277460915,-0.04437413616450436
2010-09-30,86.47,95.21576739206674,-0.09185209163997587
2010-10-01,85.19,95.20576739206675,-0.1052012673856283
2010-10-04,85.18,96.67576739206675,-0.11891053675783991
2010-10-05,86.65,95.34576739206675,-0.09120244799445887
2010-10-06,85.32,96.02576739206674,-0.11148848567234892
2010-10-07,86.0,96.02576739206674,-0.10440705306870612
2010-10-08,86.0,91.63576739206674,-0.06150183004365439
2010-10-11,81.61,92.74576739206674,-0.12006766136283287
2010-10-12,82.72,93.99576739206674,-0.11996037380102731
2010-10-13,83.97,94.78576739206675,-0.11410750463546904
2010-10-14,84.76,94.24576739206674,-0.10064926685360309
2010-10-15,84.22,94.73576739206675,-0.11100102613352925
2010-10-18,84.71,93.00576739206674,-0.08919626841092398
2010-10-19,82.98,94.45576739206675,-0.12149355946083373
2010-10-20,84.43,94.26576739206675,-0.10434081919853444
2010-10-21,84.24,94.08576739206674,-0.10464672463198654
2010-10-22,84.06,94.55576739206674,-0.1110008165715266
2010-10-25,84.53,94.83576739206674,-0.10866962619136089
2010-10-26,84.81,94.17576739206675,-0.09944986541044853
2010-10-27,84.15,93.58576739206674,-0.10082481188124126
2010-10-28,83.56,94.30576739206674,-0.11394602566980117
2010-10-29,84.28,94.58576739206674,-0.10895685129189026
2010-11-01,84.56,95.49576739206674,-0.11451572871464477
2010-11-02,85.47,96.15576739206675,-0.11112976040736555
2010-11-03,86.13,98.35576739206674,-0.12430147937672298
2010-11-04,88.33,98.84576739206675,-0.10638561133686675
2010-11-05,88.82,98.00576739206674,-0.09372680441671954
2010-11-08,87.98,97.71576739206674,-0.0996335356299638
2010-11-09,87.69,98.40576739206675,-0.10889369267731186
2010-11-10,88.38,97.97576739206674,-0.09794021162056987
2010-11-11,87.95,96.58576739206674,-0.08941035128925279
2010-11-12,86.56,96.33576739206674,-0.10147599024442688
2010-11-15,86.31,95.62576739206675,-0.09741900793195202
2010-11-16,85.6,95.03576739206675,-0.09928648603572399
2010-11-17,85.01,95.84576739206675,-0.11305420872412597
2010-11-18,85.82,94.83576739206674,-0.09506716337090493
2010-11-19,84.81,94.52576739206674,-0.10278432706891893
2010-11-22,84.5,94.22576739206674,-0.10321770425703736
2010-11-23,84.2,95.60576739206674,-0.1192999931195905
2010-11-24,85.58,94.71576739206674,-0.09645455707759953
2010-11-26,84.69,94.14576739206674,-0.10043751996506156
2010-11-29,84.12,93.51576739206675,-0.10047254761515023
2010-11-30,83.49,94.05576739206674,-0.11233513568629849
2010-12-01,84.03,94.21576739206674,-0.10811106966501671
2010-12-02,84.19,94.33576739206674,-0.10754952943669982
2010-12-03,84.31,94.37576739206675,-0.10665627067433925
2010-12-06,84.35,94.87576739206675,-0.11094263246978375
2010-12-07,84.85,94.81576739206675,-0.10510664698686589
2010-12-08,84.79,95.05576739206674,-0.10799731224855169
2010-12-09,85.03,95.83576739206674,-0.1127529698579034
2010-12-10,85.81,96.22576739206674,-0.10824301717052831
2010-12-13,86.2,96.05576739206674,-0.10260463957191523
2010-12-14,86.03,94.90576739206675,-0.09352189688746648
2010-12-15,84.88,95.02576739206674,-0.1067685920410022
2010-12-16,85.0,94.70576739206675,-0.10248338257887102
2010-12-17,84.68,94.38576739206674,-0.10283083626104539
2010-12-20,84.36,94.41576739206674,-0.10650517037381702
2010-12-21,84.39,95.29576739206675,-0.11444125684195539
2010-12-22,85.27,95.12576739206675,-0.10360775699654123
2010-12-23,85.1,95.56576739206675,-0.10951376918400124
2010-12-27,85.54,95.27576739206674,-0.10218513750724612
2010-12-28,85.25,95.07576739206674,-0.10334670612279084
2010-12-29,85.05,95.23576739206675,-0.10695317180712127
2010-12-30,85.21,94.84576739206675,-0.10159406852848896
2010-12-31,84.82,96.16343466784798,-0.11795995751429456
2011-01-03,85.2,94.99343466784798,-0.10309591080785208
2011-01-04,84.03,94.21343466784798,-0.1080889864991118
2011-01-05,83.25,94.25343466784798,-0.1167430630684646
2011-01-06,83.29,93.57343466784798,-0.10989694569137554
2011-01-07,82.61,93.51343466784797,-0.11659752105754728
2011-01-10,82.55,94.33343466784798,-0.12491260081155697
2011-01-11,83.37,95.25343466784798,-0.12475597031525343
2011-01-12,84.29,94.27343466784798,-0.10589870521873357
2011-01-13,83.31,94.36343466784798,-0.11713684126436497
2011-01-14,83.4,94.74343466784798,-0.1197279231813354
2011-01-18,83.78,94.15343466784797,-0.11017584971215444
2011-01-19,83.19,94.44343466784798,-0.1191552881089687
2011-01-20,83.48,94.23343466784797,-0.11411485430570845
2011-01-21,83.27,95.65343466784797,-0.12946147423611987
2011-01-24,84.69,96.71343466784798,-0.12432021165561113
2011-01-25,85.75,96.75343466784798,-0.11372655353913264
2011-01-26,85.79,97.27343466784798,-0.11805314274199896
2011-01-27,86.31,95.84343466784797,-0.09946883373792625
2011-01-28,84.88,95.24343466784798,-0.10880996368924989
2011-01-31,84.28,96.19343466784798,-0.1238487294791436
2011-02-01,85.23,95.87343466784797,-0.11101547268773648
2011-02-02,84.91,95.94343466784798,-0.11499937130711713
2011-02-03,84.98,96.35343466784798,-0.11803870518009829
2011-02-04,85.39,97.08343466784798,-0.12044726999878796
2011-02-07,86.12,97.54343466784798,-0.11711126132421634
2011-02-08,86.58,96.68343466784798,-0.1045001628516603
2011-02-09,85.72,97.37343466784797,-0.11967776126619323
2011-02-10,86.41,99.56343466784799,-0.13211109793197628
2011-02-11,88.6,98.75343466784798,-0.10281601548339592
2011-02-14,87.79,99.14343466784798,-0.11451524456343931
2011-02-15,88.18,99.41343466784798,-0.11299714877954081
2011-02-16,88.45,100.06343466784799,-0.11606072394374412
2011-02-17,89.1,101.54343466784798,-0.12254297590534413
2011-02-18,90.58,98.83343466784798,-0.0835085282180621
2011-02-22,87.87,97.92343466784799,-0.10266627903676773
2011-02-23,86.96,97.34343466784797,-0.10666805320027994
2011-02-24,86.38,99.19343466784798,-0.12917623742694395
2011-02-25,88.23,99.61343466784798,-0.11427609845805453
2011-02-28,88.65,98.54343466784798,-0.10039669006052954
2011-03-01,87.58,98.36343466784798,-0.10962848851568985
2011-03-02,87.4,99.24343466784798,-0.11933721064255853
2011-03-03,88.28,98.16343466784798,-0.10068346427863084
2011-03-04,87.2,97.54343466784798,-0.10603927063947594
2011-03-07,86.58,98.96343466784798,-0.12513141555172003
2011-03-08,88.0,98.65343466784797,-0.1079884821417173
2011-03-09,87.69,96.83343466784798,-0.09442435558762552
2011-03-10,85.87,94.48343466784797,-0.09116343725361054
2011-03-11,83.52,93.26343466784797,-0.10447218357921972
2011-03-14,82.3,93.04343466784798,-0.11546687529539867
2011-03-15,82.08,92.57343466784798,-0.11335254768820291
2011-03-16,81.61,92.79343466784798,-0.12051967585722878
2011-03-17,81.83,92.70343466784799,-0.11729268399608916
2011-03-18,81.74,93.94343466784798,-0.12990194270621658
2011-03-21,82.98,92.64343466784798,-0.10430781957182433
2011-03-22,81.68,92.99343466784798,-0.12165842361083945
2011-03-23,82.03,93.55343466784798,-0.12317489687856753
2011-03-24,82.59,93.91343466784798,-0.12057310764851248
2011-03-25,82.95,93.57343466784798,-0.11353045557809593
2011-03-28,82.61,93.96343466784798,-0.12082822119031
2011-03-29,83.0,94.39343466784798,-0.12070155840752328
2011-03-30,83.43,99.14343466784798,-0.15849193363626535
2011-03-31,88.18,95.70479022463407,-0.07862501142285772
2011-04-01,90.46,97.69479022463408,-0.07405502594354108
2011-04-04,92.45,97.38479022463407,-0.05067311038254707
2011-04-05,92.14,99.00479022463406,-0.06933796040634388
2011-04-06,93.76,98.86479022463406,-0.051634057110072185
2011-04-07,93.62,97.82479022463407,-0.04298286983267385
2011-04-08,92.58,97.47479022463406,-0.05021596059200384
2011-04-11,92.23,96.38479022463407,-0.04310628487078649
2011-04-12,91.14,96.93479022463407,-0.059780293651075955
2011-04-13,91.69,96.45479022463407,-0.04939920778986018
2011-04-14,91.21,96.38479022463407,-0.053688867429951714
2011-04-15,91.14,95.16479022463407,-0.04229285027722607
2011-04-18,89.92,94.52479022463407,-0.04871515941681526
2011-04-19,89.28,94.77479022463407,-0.05797733987709586
2011-04-20,89.53,95.01479022463407,-0.0577256468352656
2011-04-21,89.77,95.40479022463407,-0.05906192143357536
2011-04-25,90.16,95.77479022463407,-0.05862492845418843
2011-04-26,90.53,96.96479022463407,-0.06636213216907783
2011-04-27,91.72,97.29479022463407,-0.05729793149009321
2011-04-28,92.05,96.36479022463406,-0.0447755888284086
2011-04-29,91.12,95.16479022463407,-0.04250301203928941
2011-05-02,89.92,97.07479022463407,-0.07370389581144254
2011-05-03,91.83,96.06479022463407,-0.04408264687542229
2011-05-04,90.82,95.02479022463407,-0.04424940286312817
2011-05-05,89.78,95.11479022463406,-0.05608791452974671
2011-05-06,89.87,95.50479022463406,-0.05900007959161668
2011-05-09,90.26,96.31479022463407,-0.06286459442534764
2011-05-10,91.07,95.00479022463406,-0.04141675609546058
2011-05-11,89.76,96.01479022463407,-0.06514402843562428
2011-05-12,90.77,95.37479022463407,-0.04828099976721856
2011-05-13,90.13,95.47479022463406,-0.055981167510908314
2011-05-16,90.23,95.10479022463407,-0.05125704197569847
2011-05-17,89.86,95.99479022463407,-0.06390753300547103
2011-05-18,90.75,95.15479022463407,-0.046290788033220176
2011-05-19,89.91,95.03479022463407,-0.05392541207825663
2011-05-20,89.79,93.71479022463407,-0.04188015803296741
2011-05-23,88.47,92.72479022463406,-0.045886221088518586
2011-05-24,87.48,93.23479022463407,-0.061723635681153244
2011-05-25,87.99,94.79479022463407,-0.07178443254643896
2011-05-26,89.55,94.49479022463407,-0.05232870735920214
2011-05-27,89.25,94.21479022463407,-0.05269650564201911
2011-05-31,88.97,92.63479022463407,-0.0395617047952197
2011-06-01,87.39,93.95479022463407,-0.06987179907419816
2011-06-02,88.71,92.80479022463408,-0.04412261710546017
2011-06-03,87.56,91.67479022463407,-0.04488464292693162
2011-06-06,86.43,91.23479022463407,-0.05266401350629435
2011-06-07,85.99,90.16479022463407,-0.04630177937788271
2011-06-08,84.92,89.37479022463407,-0.049843923699708026
2011-06-09,84.13,88.34479022463407,-0.04770841850342433
2011-06-10,83.1,88.65479022463407,-0.06265640255376292
2011-06-13,83.41,89.13479022463407,-0.06422621526574168
2011-06-14,83.89,87.58479022463408,-0.042185295131241585
2011-06-15,82.34,87.41479022463407,-0.058054137195698075
2011-06-16,82.17,87.07479022463407,-0.056328475922603705
2011-06-17,81.83,87.37479022463407,-0.06345984019393724
2011-06-20,82.13,86.77479022463407,-0.05352695422956488
2011-06-21,81.53,86.41479022463407,-0.05652724738364956
2011-06-22,81.17,85.92479022463407,-0.055336652114058915
2011-06-23,80.68,85.79479022463407,-0.059616559598107965
2011-06-24,80.55,87.08479022463408,-0.07503939789919312
2011-06-27,81.84,86.62479022463407,-0.05523580735060041
2011-06-28,81.38,87.70479022463407,-0.07211453568767101
2011-06-29,82.46,86.99479022463407,-0.05212714707311261
2011-06-30,81.75,89.39589862856931,-0.08552851692153385
2011-07-01,81.8,88.31589862856931,-0.07377945228155658
2011-07-05,80.72,89.51589862856932,-0.09826074209528268
2011-07-06,81.92,91.06589862856931,-0.10043165187303216
2011-07-07,83.47,90.57589862856932,-0.07845242206990355
2011-07-08,82.98,89.41589862856932,-0.07197711735028045
2011-07-11,81.82,90.31589862856931,-0.09406869396837114
2011-07-12,82.72,90.41589862856932,-0.0851166525500594
2011-07-13,82.82,89.92589862856931,-0.07901948979036155
2011-07-14,82.33,88.96589862856932,-0.07458923847073196
2011-07-15,81.37,87.98589862856932,-0.07519271532928473
2011-07-18,80.39,88.43589862856932,-0.09098000646052218
2011-07-19,80.84,88.14589862856931,-0.08288415844910757
2011-07-20,80.55,89.30589862856932,-0.09804390038093491
2011-07-21,81.71,89.09589862856932,-0.08289830106950591
2011-07-22,81.5,88.90589862856932,-0.08330041923888143
2011-07-25,81.31,89.76589862856932,-0.09419945388791662
2011-07-26,82.17,88.83589862856932,-0.07503609161922287
2011-07-27,81.24,90.91589862856932,-0.10642691514384683
2011-07-28,83.32,89.71589862856932,-0.07129058200764216
2011-07-29,82.12,89.78589862856931,-0.08537976169600947
2011-08-01,82.19,90.25589862856931,-0.08936699707309947
2011-08-02,82.66,90.98589862856932,-0.0915075715475212
2011-08-03,83.39,87.53589862856931,-0.047362267292886506
2011-08-04,79.94,85.69589862856932,-0.06716655896820745
2011-08-05,78.1,81.09589862856932,-0.036942665156113
2011-08-08,73.5,86.50589862856931,-0.15034695708338675
2011-08-09,78.91,84.04589862856932,-0.06110826003856307
2011-08-10,76.45,88.40589862856932,-0.13523869802852317
2011-08-11,80.81,87.14589862856931,-0.0727044958888311
2011-08-12,79.55,90.14589862856931,-0.11754166068306549
2011-08-15,82.55,89.42589862856931,-0.07688934340071185
2011-08-16,81.83,89.95589862856932,-0.09033202660918771
2011-08-17,82.36,87.13589862856932,-0.054809770757370035
2011-08-18,79.54,86.23589862856932,-0.07764630200480116
2011-08-19,78.64,84.84589862856932,-0.07314317755931765
2011-08-22,77.25,85.50589862856931,-0.09655355666668408
2011-08-23,77.91,86.07589862856932,-0.09486858410629473
2011-08-24,78.48,83.55589862856932,-0.060748537349028964
2011-08-25,75.96,85.25589862856931,-0.10903525478123643
2011-08-26,77.66,88.60589862856932,-0.12353464947580839
2011-08-29,81.01,87.92589862856931,-0.07865599028773718
2011-08-30,80.33,88.29589862856932,-0.09021821797271845
2011-08-31,80.7,88.29589862856932,-0.0860277628581897
2011-09-01,80.7,85.97589862856933,-0.06136485588085694
2011-09-02,78.38,85.58589862856932,-0.08419492865106093
2011-09-06,77.99,89.15589862856932,-0.12524015573088843
2011-09-07,81.56,87.38589862856932,-0.0666686355579188
2011-09-08,79.79,85.84589862856932,-0.07054383174170564
2011-09-09,78.25,85.95589862856932,-0.0896494452564317
2011-09-12,78.36,86.67589862856931,-0.09594245643999944
2011-09-13,79.08,86.45589862856932,-0.08531400107536391
2011-09-14,78.86,87.37589862856932,-0.09746278736164982
2011-09-15,79.78,86.36589862856933,-0.07625577610085499
2011-09-16,78.77,85.71589862856932,-0.08103395915695666
2011-09-19,78.12,87.01589862856932,-0.10223302601909334
2011-09-20,79.42,85.73589862856932,-0.07366690883980187
2011-09-21,78.14,83.86589862856933,-0.06827445627129747
2011-09-22,76.27,84.55589862856932,-0.09799314729025577
2011-09-23,76.96,85.24589862856932,-0.09719996811427112
2011-09-26,77.65,86.66589862856932,-0.10403052147661263
2011-09-27,79.07,85.19589862856932,-0.07190367995619795
2011-09-28,77.6,86.85589862856932,-0.10656614892848282
2011-09-29,79.26,86.97589862856933,-0.08871306592094064
2011-09-30,79.38,85.9550779444126,-0.07649435148746797
2011-10-03,77.75,87.9650779444126,-0.11612651501164784
2011-10-04,79.76,87.9150779444126,-0.09276085667089928
2011-10-05,79.71,88.6250779444126,-0.10059317465429274
2011-10-06,80.42,86.6250779444126,-0.07163142696846281
2011-10-07,78.42,88.7350779444126,-0.11624577544040016
2011-10-10,80.53,88.3050779444126,-0.08804791440540893
2011-10-11,80.1,88.3250779444126,-0.09312279293530945
2011-10-12,80.12,86.3550779444126,-0.0722027944717526
2011-10-13,78.15,86.8250779444126,-0.09991442737277556
2011-10-14,78.62,84.8350779444126,-0.07326070883656133
2011-10-17,76.63,87.2750779444126,-0.12197156616912663
2011-10-18,79.07,88.9850779444126,-0.11142405191358462
2011-10-19,80.78,90.8550779444126,-0.11089174289825365
2011-10-20,82.65,93.28507794441259,-0.11400620741025591
2011-10-21,85.08,95.28507794441259,-0.1071004837752878
2011-10-24,87.08,94.1950779444126,-0.07553555981567772
2011-10-25,85.99,94.14507794441259,-0.08662245677068448
2011-10-26,85.94,99.03507794441259,-0.1322266636853937
2011-10-27,90.83,99.0450779444126,-0.08294281871354758
2011-10-28,90.84,98.1250779444126,-0.07424277358066966
2011-10-31,89.92,96.8150779444126,-0.07121905069757284
2011-11-01,88.61,98.5550779444126,-0.10090883343445645
2011-11-02,90.35,99.6550779444126,-0.09337284297347048
2011-11-03,91.45,99.7150779444126,-0.08288694262486629
2011-11-04,91.51,100.8050779444126,-0.09220842971361243
2011-11-07,92.6,100.7950779444126,-0.0813043465171196
2011-11-08,92.59,98.7750779444126,-0.06261779867076755
2011-11-09,90.57,97.75507794441259,-0.07350081546145681
2011-11-10,89.55,98.9350779444126,-0.09486097488785195
2011-11-11,90.73,96.7450779444126,-0.0621745113262373
2011-11-14,88.54,96.8150779444126,-0.08547302878962526
2011-11-15,88.61,95.1650779444126,-0.06888112830886894
2011-11-16,86.96,94.1850779444126,-0.07671149296788604
2011-11-17,85.98,95.89507794441259,-0.10339506632613671
2011-11-18,87.69,94.8750779444126,-0.07573198462743125
2011-11-21,86.67,93.4150779444126,-0.07220545219077279
2011-11-22,85.21,89.9050779444126,-0.05222261135589612
2011-11-23,81.7,92.1350779444126,-0.11325846981654852
2011-11-25,83.93,93.0850779444126,-0.09835172453612506
2011-11-28,84.88,93.0250779444126,-0.08755787282736516
2011-11-29,84.82,95.9350779444126,-0.11586041500745936
2011-11-30,87.73,93.5850779444126,-0.06256422576140164
2011-12-01,85.38,92.3750779444126,-0.0757247311728596
2011-12-02,84.17,92.3850779444126,-0.08892213036130736
2011-12-05,84.18,93.14507794441259,-0.09624854197623611
2011-12-06,84.94,92.9750779444126,-0.08642184682239873
2011-12-07,84.77,91.28507794441259,-0.07137067844078426
2011-12-08,83.08,91.4450779444126,-0.09147652484366131
2011-12-09,83.24,90.3750779444126,-0.07894961870794959
2011-12-12,82.17,89.1350779444126,-0.07814070627454028
2011-12-13,80.93,88.8250779444126,-0.08888343390313025
2011-12-14,80.62,88.0450779444126,-0.08433268636664082
2011-12-15,79.84,88.0650779444126,-0.09339772514144973
2011-12-16,79.86,86.6950779444126,-0.07884043830948673
2011-12-19,78.49,88.28507794441259,-0.1109482844946903
2011-12-20,80.08,90.11507794441259,-0.11135847821829237
2011-12-21,81.91,90.25507794441259,-0.09246103526221827
2011-12-22,82.05,94.11507794441259,-0.1281949524765693
2011-12-23,85.91,93.8750779444126,-0.08484763068989465
2011-12-27,85.67,93.1550779444126,-0.08035072386369624
2011-12-28,84.95,93.53507794441259,-0.09178458106930387
2011-12-29,85.33,92.2950779444126,-0.07546532382374194
2011-12-30,84.09,93.48129609021441,-0.10046176596814949
2012-01-03,85.16,91.67129609021441,-0.07102873383405206
2012-01-04,83.35,92.22129609021441,-0.09619574291751631
2012-01-05,83.9,92.36129609021441,-0.09161084186118162
2012-01-06,84.04,93.2412960902144,-0.09868262750564738
2012-01-09,84.92,94.7912960902144,-0.10413715707420779
2012-01-10,86.47,94.56129609021441,-0.08556667923095163
2012-01-11,86.24,94.1512960902144,-0.0840274793735597
2012-01-12,85.83,93.12129609021441,-0.07829891116582743
2012-01-13,84.8,92.64129609021441,-0.08464147654603771
2012-01-17,84.32,93.4312960902144,-0.09751867384368529
2012-01-18,85.11,93.56129609021441,-0.09032897622608216
2012-01-19,85.24,94.69129609021441,-0.09981166675773412
2012-01-20,86.37,93.86129609021441,-0.07981240833297443
2012-01-23,85.54,93.80129609021441,-0.08807230213822426
2012-01-24,85.48,93.78129609021441,-0.08851760890816485
2012-01-25,85.46,94.7112960902144,-0.09767890919159594
2012-01-26,86.39,93.47129609021441,-0.07575904460958638
2012-01-27,85.15,93.0712960902144,-0.08510997937039844
2012-01-30,84.75,93.72129609021441,-0.0957231329961421
2012-01-31,85.4,96.4312960902144,-0.11439539379305119
2012-02-01,88.11,95.9312960902144,-0.08153018263048595
2012-02-02,87.61,96.59129609021441,-0.09298245756870327
2012-02-03,88.27,96.0712960902144,-0.08120319395804454
2012-02-06,87.75,96.45129609021441,-0.09021440294670358
2012-02-07,88.13,96.3812960902144,-0.085610968361445
2012-02-08,88.06,97.09129609021441,-0.09301859645403021
2012-02-09,88.77,95.50129609021441,-0.07048381923378044
2012-02-10,87.18,97.2912960902144,-0.1039280644471895
2012-02-13,88.97,97.00129609021441,-0.08279576061277616
2012-02-14,88.68,97.95129609021441,-0.09465210222104081
2012-02-15,89.63,97.97129609021441,-0.08514020354016283
2012-02-16,89.65,98.3212960902144,-0.08819346809930251
2012-02-17,90.0,98.9312960902144,-0.09027776288374967
2012-02-21,90.61,97.4912960902144,-0.07058369686506927
2012-02-22,89.17,97.6812960902144,-0.08713332470889534
2012-02-23,89.36,97.2612960902144,-0.08123782437451355
2012-02-24,88.94,96.53129609021441,-0.07864077659456559
2012-02-27,88.21,95.62129609021441,-0.07750675208608548
2012-02-28,87.3,96.17129609021441,-0.09224473882407291
2012-02-29,87.85,97.4912960902144,-0.09889391645068246
2012-03-01,89.17,97.98129609021441,-0.08992834797879767
2012-03-02,89.66,98.62129609021441,-0.09086573027814415
2012-03-05,90.3,96.86129609021441,-0.06773909038036585
2012-03-06,88.54,97.9112960902144,-0.09571210334688851
2012-03-07,89.59,98.67129609021441,-0.09203584477000737
2012-03-08,90.35,99.62129609021441,-0.09306540322280665
2012-03-09,91.3,99.5112960902144,-0.08251622089988908
2012-03-12,91.19,101.19129609021441,-0.09883553701395442
