date,AXP,dcf,Deviation
2010-05-10,43.09,61.04452560873216,-0.29412179765000646
2010-05-11,43.33,61.81452560873216,-0.2990320709687848
2010-05-12,44.1,60.524525608732155,-0.27136975372447214
2010-05-13,42.81,58.35452560873216,-0.26638080674253783
2010-05-14,40.64,58.93452560873216,-0.3104211906309383
2010-05-17,41.22,57.554525608732156,-0.28380957771727144
2010-05-18,39.84,57.884525608732154,-0.31173315180473815
2010-05-19,40.17,56.33452560873216,-0.2869381686286281
2010-05-20,38.62,57.53452560873216,-0.32875087451596985
2010-05-21,39.82,56.75452560873216,-0.2983819427102504
2010-05-24,39.04,56.71452560873216,-0.31164019127422393
2010-05-25,39.0,55.884525608732154,-0.3021323957717177
2010-05-26,38.17,58.04452560873216,-0.3424013789466177
2010-05-27,40.33,57.58452560873216,-0.29963823486140995
2010-05-28,39.87,56.90452560873216,-0.29935273911005356
2010-06-01,39.19,58.68452560873216,-0.332191926347129
2010-06-02,40.97,58.25452560873216,-0.2967070013551233
2010-06-03,40.54,56.12452560873216,-0.27767763628646924
2010-06-04,38.41,55.42452560873216,-0.3069854982403587
2010-06-07,37.71,56.14452560873216,-0.3283405712108295
2010-06-08,38.43,55.82452560873216,-0.31159289611609853
2010-06-09,38.11,57.74452560873216,-0.34002401789171544
2010-06-10,40.03,57.844525608732155,-0.3079725422805246
2010-06-11,40.13,57.60452560873216,-0.3033533463572735
2010-06-14,39.89,59.304525608732156,-0.3273700516014837
2010-06-15,41.59,60.054525608732156,-0.3074626836457325
2010-06-16,42.34,59.774525608732155,-0.29167150104801887
2010-06-17,42.06,59.74452560873216,-0.2960024442163688
2010-06-18,42.03,60.31452560873216,-0.30315293744240246
2010-06-21,42.6,59.65452560873216,-0.2858882110737251
2010-06-22,41.94,59.884525608732154,-0.29965212926585405
2010-06-23,42.17,58.774525608732155,-0.28251228634783254
2010-06-24,41.06,60.384525608732154,-0.320024466764009
2010-06-25,42.67,59.82452560873216,-0.2867473738267008
2010-06-28,42.11,57.804525608732156,-0.2715103262842328
2010-06-29,40.09,57.414525608732156,-0.3017446443221551
2010-06-30,39.7,56.80579564489112,-0.3011276481685816
2010-07-01,39.48,56.745795644891125,-0.3042656367519905
2010-07-02,39.42,56.535795644891124,-0.3027426332229888
2010-07-06,39.21,58.47579564489112,-0.3294661565938748
2010-07-07,41.15,59.44579564489112,-0.30777274399999555
2010-07-08,42.12,59.90579564489112,-0.29689607580411015
2010-07-09,42.58,60.15579564489112,-0.29217127720567004
2010-07-12,42.83,61.495795644891125,-0.303529622621312
2010-07-13,44.17,61.02579564489112,-0.27620771620864937
2010-07-14,43.7,60.75579564489112,-0.2807270559763515
2010-07-15,43.43,58.705795644891126,-0.2602093281776431
2010-07-16,41.38,58.90579564489112,-0.2975224331158173
2010-07-19,41.58,59.385795644891125,-0.29983256857185736
2010-07-20,42.06,58.47579564489112,-0.2807280424977907
2010-07-21,41.15,60.51579564489112,-0.3200122453735932
2010-07-22,43.19,62.11579564489112,-0.3046857155801035
2010-07-23,44.79,62.75579564489112,-0.2862810591479402
2010-07-26,45.43,61.87579564489112,-0.2657872189518907
2010-07-27,44.55,61.90579564489112,-0.2803581710579862
2010-07-28,44.58,61.885795644891125,-0.2796408362299173
2010-07-29,44.56,61.965795644891124,-0.2808936037009665
2010-07-30,44.64,62.315795644891125,-0.2836487195897699
2010-08-02,44.99,61.925795644891124,-0.27348531364874473
2010-08-03,44.6,61.43579564489112,-0.2740388639581516
2010-08-04,44.11,60.54579564489112,-0.2714605608833548
2010-08-05,43.22,60.82579564489112,-0.2894462038388457
2010-08-06,43.5,61.07579564489112,-0.2877702281126371
2010-08-09,43.75,61.41579564489112,-0.2876425430850972
2010-08-10,44.09,60.285795644891124,-0.26865027609971703
2010-08-11,42.96,59.47579564489112,-0.2776893602819721
2010-08-12,42.15,59.05579564489112,-0.28626818858808534
2010-08-13,41.73,58.86579564489112,-0.2910993635126091
2010-08-16,41.54,59.065795644891125,-0.29671649138966627
2010-08-17,41.74,59.01579564489112,-0.2927317247206621
2010-08-18,41.69,58.285795644891124,-0.28473139057759067
2010-08-19,40.96,58.08579564489112,-0.29483620659326204
2010-08-20,40.76,57.52579564489112,-0.2914483051809835
2010-08-23,40.2,56.89579564489112,-0.2934451562835345
2010-08-24,39.57,57.12579564489112,-0.3073181816849
2010-08-25,39.8,57.05579564489112,-0.30243720992498746
2010-08-26,39.73,58.23579564489112,-0.31777355215914505
2010-08-27,40.91,57.215795644891124,-0.2849876587593534
2010-08-30,39.89,57.19579564489112,-0.30257111470809517
2010-08-31,39.87,58.39579564489112,-0.31724536741562304
2010-09-01,41.07,58.205795644891126,-0.2944001616168128
2010-09-02,40.88,59.12579564489112,-0.308592813777512
2010-09-03,41.8,57.41579564489112,-0.2719773447270972
2010-09-07,40.09,57.39579564489112,-0.30151678272677684
2010-09-08,40.07,58.01579564489112,-0.30932602828952893
2010-09-09,40.69,57.51579564489112,-0.2925421696115523
2010-09-10,40.19,58.54579564489112,-0.3135288442611319
2010-09-13,41.22,57.705795644891126,-0.28568700007779313
2010-09-14,40.38,58.175795644891124,-0.3058969017547749
2010-09-15,40.85,58.285795644891124,-0.29914313516657653
2010-09-16,40.96,58.69579564489112,-0.3021646686960763
2010-09-17,41.37,60.44579564489112,-0.31558515263755005
2010-09-20,43.12,60.105795644891124,-0.2825982995923436
2010-09-21,42.78,60.11579564489112,-0.2883733877082002
2010-09-22,42.79,59.68579564489112,-0.2830790050184635
2010-09-23,42.36,60.455795644891126,-0.299322760570108
2010-09-24,43.13,60.76579564489112,-0.2902257011156876
2010-09-27,43.44,61.01579564489112,-0.28805320751992447
2010-09-28,43.69,60.33579564489112,-0.2758859059862351
2010-09-29,43.01,59.355795644891124,-0.27538668241738984
2010-09-30,42.03,59.63857740585774,-0.2952548194774379
2010-10-01,41.78,56.90857740585774,-0.26584002088058734
2010-10-04,39.05,56.13857740585774,-0.3043999010219779
2010-10-05,38.28,55.87857740585774,-0.31494318973147095
2010-10-06,38.02,55.67857740585774,-0.31715209383205145
2010-10-07,37.82,55.84857740585774,-0.322811757134691
2010-10-08,37.99,55.79857740585774,-0.31915826950792825
2010-10-11,37.94,56.39857740585774,-0.3272879965220643
2010-10-12,38.54,57.11857740585774,-0.325263307484833
2010-10-13,39.26,57.29857740585774,-0.31481719481596804
2010-10-14,39.44,56.94857740585774,-0.3074453867579282
2010-10-15,39.09,57.40857740585774,-0.31909129669512737
2010-10-18,39.55,57.16857740585774,-0.30818638849061974
2010-10-19,39.31,57.58857740585774,-0.31739935642165207
2010-10-20,39.73,58.12857740585774,-0.31651518456055794
2010-10-21,40.27,56.88857740585774,-0.2921250304309164
2010-10-22,39.03,57.15857740585774,-0.3171628516422783
2010-10-25,39.3,57.95857740585774,-0.3219295269309347
2010-10-26,40.1,58.538577405857744,-0.3149816449760985
2010-10-27,40.68,59.07857740585774,-0.31142553212585466
2010-10-28,41.22,59.31857740585774,-0.30510808244822296
2010-10-29,41.46,59.41857740585774,-0.3022384276081188
2010-11-01,41.56,60.24857740585774,-0.3101911814442396
2010-11-02,42.39,59.92857740585774,-0.29265799665291947
2010-11-03,42.07,61.58857740585774,-0.3169187896196043
2010-11-04,43.73,61.92857740585774,-0.29386396665614933
2010-11-05,44.07,61.75857740585774,-0.2864149102660515
2010-11-08,43.9,61.218577405857744,-0.282897416760302
2010-11-09,43.36,61.41857740585774,-0.29402467736309734
2010-11-10,43.56,61.20857740585774,-0.28833503658865867
2010-11-11,43.35,60.55857740585774,-0.2841641620893357
2010-11-12,42.7,60.55857740585774,-0.29489757142363626
2010-11-15,42.7,59.788577405857744,-0.2858167587741183
2010-11-16,41.93,59.26857740585774,-0.2925424932528261
2010-11-17,41.41,60.10857740585774,-0.3110800190728772
2010-11-18,42.25,60.60857740585774,-0.3029039484448187
2010-11-19,42.75,60.07857740585774,-0.2884318862744607
2010-11-22,42.22,59.80857740585774,-0.2940811864910716
2010-11-23,41.95,60.85857740585774,-0.31069699969749465
2010-11-24,43.0,60.12857740585774,-0.2848658349297496
2010-11-26,42.27,61.18857740585774,-0.3091847891865944
2010-11-29,43.33,61.07857740585774,-0.29058596581123985
2010-11-30,43.22,62.15857740585774,-0.30468164163732936
2010-12-01,44.3,62.83857740585774,-0.29501904994000705
2010-12-02,44.98,62.73857740585774,-0.283056743396921
2010-12-03,44.88,62.85857740585774,-0.28601629479738
2010-12-06,45.0,62.63857740585774,-0.28159287992080484
2010-12-07,44.78,63.48857740585774,-0.29467627359581694
2010-12-08,45.63,63.66857740585774,-0.2833199380421232
2010-12-09,45.81,64.11857740585774,-0.28554247687012935
2010-12-10,46.26,64.22857740585773,-0.2797598535043838
2010-12-13,46.37,64.05857740585775,-0.2761312867406924
2010-12-14,46.2,63.97857740585774,-0.27788328729281764
2010-12-15,46.12,62.42857740585774,-0.26123576867422726
2010-12-16,44.57,61.86857740585774,-0.2796019907226751
2010-12-17,44.01,60.35857740585774,-0.27085756670386874
2010-12-20,42.5,61.08857740585774,-0.30428892266322927
2010-12-21,43.23,60.66857740585774,-0.28744002499346544
2010-12-22,42.81,60.62857740585774,-0.2938973363431774
2010-12-23,42.77,60.90857740585774,-0.2978000501471785
2010-12-27,43.05,60.64857740585774,-0.29017296297139505
2010-12-28,42.79,60.718577405857744,-0.2952733442026939
2010-12-29,42.86,60.36857740585774,-0.2900279940033643
2010-12-30,42.51,60.77857740585774,-0.30057592963827817
2010-12-31,42.92,57.382426778242674,-0.25203581636819683
2011-01-03,43.4,57.93242677824268,-0.25085133812658666
2011-01-04,43.95,59.022426778242675,-0.25536779154934364
2011-01-05,45.04,58.71242677824268,-0.23287108928206202
2011-01-06,44.73,58.342426778242675,-0.23331951600133105
2011-01-07,44.36,58.44242677824268,-0.24096238904790612
2011-01-10,44.46,59.022426778242675,-0.24672700824309035
2011-01-11,45.04,58.982426778242676,-0.2363827251574825
2011-01-12,45.0,59.04242677824268,-0.23783620600461763
2011-01-13,45.06,60.232426778242676,-0.2518979823626051
2011-01-14,46.25,60.35242677824268,-0.23366793236103423
2011-01-18,46.37,59.22242677824268,-0.21701959000039572
2011-01-19,45.24,59.25242677824268,-0.23648696838503158
2011-01-20,45.27,59.982426778242676,-0.24527895199430783
2011-01-21,46.0,59.772426778242675,-0.23041438202498876
2011-01-24,45.79,58.78242677824268,-0.22102569577905906
2011-01-25,44.8,58.44242677824268,-0.23343361202313329
2011-01-26,44.46,58.522426778242675,-0.240291244782603
2011-01-27,44.54,57.842426778242675,-0.2299769826262953
2011-01-28,43.86,57.36242677824268,-0.23538799762502538
2011-01-31,43.38,57.58242677824268,-0.24664515847756896
2011-02-01,43.6,57.702426778242675,-0.24439919715058056
2011-02-02,43.72,57.51242677824268,-0.23981646316932048
2011-02-03,43.53,57.802426778242676,-0.24691743190988202
2011-02-04,43.82,58.802426778242676,-0.2547926607645772
2011-02-07,44.82,59.86242677824268,-0.25128327713753706
2011-02-08,45.88,59.702426778242675,-0.23152202555491386
2011-02-09,45.72,60.552426778242676,-0.2449518139473177
2011-02-10,46.57,60.732426778242676,-0.23319382296306246
2011-02-11,46.75,60.50242677824268,-0.22730372169448576
2011-02-14,46.52,60.17242677824268,-0.22688841898560685
2011-02-15,46.19,60.842426778242675,-0.2408258111013153
2011-02-16,46.86,59.76242677824268,-0.21589529531856266
2011-02-17,45.78,59.51242677824268,-0.23074889601482618
2011-02-18,45.53,58.272426778242675,-0.21866991787958878
2011-02-22,44.29,57.42242677824268,-0.2286985680517869
2011-02-23,43.44,57.54242677824268,-0.24507876305931087
2011-02-24,43.56,57.51242677824268,-0.24259847062341255
2011-02-25,43.53,57.552426778242676,-0.24364614253840222
2011-02-28,43.57,57.132426778242674,-0.23738579897690526
2011-03-01,43.15,57.00242677824268,-0.24301468483320832
2011-03-02,43.02,58.28242677824268,-0.26187013173480744
2011-03-03,44.3,57.702426778242675,-0.23226799160024592
2011-03-04,43.72,57.69242677824268,-0.24218823090853314
2011-03-07,43.71,59.22242677824268,-0.26193500709332096
2011-03-08,45.24,59.03242677824268,-0.23364153450872682
2011-03-09,45.05,58.00242677824268,-0.22330835962714013
2011-03-10,44.02,58.26242677824268,-0.2444530302943254
2011-03-11,44.28,57.89242677824268,-0.2351331173313077
2011-03-14,43.91,57.62242677824268,-0.23797031025809345
2011-03-15,43.64,56.342426778242675,-0.22545047319736455
2011-03-16,42.36,57.40242677824268,-0.2620521051549728
2011-03-17,43.42,58.15242677824268,-0.2533415644788656
2011-03-18,44.17,58.302426778242676,-0.2423986025829824
2011-03-21,44.32,58.732426778242676,-0.2453913037283475
2011-03-22,44.75,59.00242677824268,-0.2415566198964939
2011-03-23,45.02,59.57242677824268,-0.2442812483099578
2011-03-24,45.59,59.57242677824268,-0.2347130633152149
2011-03-25,45.59,59.702426778242675,-0.23637944954334178
2011-03-28,45.72,59.632426778242674,-0.23330304550541492
2011-03-29,45.65,59.89242677824268,-0.23780012840315523
2011-03-30,45.91,59.18242677824268,-0.22426296961384562
2011-03-31,45.2,45.82031746031746,-0.013538043704186098
2011-04-01,45.36,45.88031746031746,-0.011340755450689466
2011-04-04,45.42,45.88031746031746,-0.010033005127211503
2011-04-05,45.42,46.74031746031746,-0.0282479352314714
2011-04-06,46.28,46.62031746031746,-0.007299767115638622
2011-04-07,46.16,46.74031746031746,-0.012415779178439612
2011-04-08,46.28,46.84031746031746,-0.011962289982175078
2011-04-11,46.38,46.48031746031746,-0.00215827829496007
2011-04-12,46.02,46.560317460317464,-0.011604677325878665
2011-04-13,46.1,46.34031746031746,-0.005185926068012936
2011-04-14,45.88,46.71031746031746,-0.017775889898904107
2011-04-15,46.25,46.52031746031746,-0.005810739803055798
2011-04-18,46.06,47.10031746031746,-0.02208727066848204
2011-04-19,46.64,47.46031746031746,-0.017284280936454843
2011-04-20,47.0,47.57031746031746,-0.011988935343835272
2011-04-21,47.11,47.51031746031746,-0.008425905818285062
2011-04-25,47.05,47.560317460317464,-0.010729900210259435
2011-04-26,47.1,48.08031746031746,-0.020389163634923047
2011-04-27,47.62,48.98031746031746,-0.027772736700197087
2011-04-28,48.52,49.54031746031746,-0.020595698869607548
2011-04-29,49.08,50.11031746031746,-0.020560984494528034
2011-05-02,49.65,50.36031746031746,-0.014104705771109782
2011-05-03,49.9,50.16031746031746,-0.0051897091864181455
2011-05-04,49.7,49.98031746031746,-0.005608557019270988
2011-05-05,49.52,50.66031746031746,-0.022509086351673036
2011-05-06,50.2,50.65031746031746,-0.008890713482107238
2011-05-09,50.19,50.63031746031746,-0.008696715375378972
2011-05-10,50.17,50.29031746031746,-0.0023924577611266207
2011-05-11,49.83,50.00031746031746,-0.0034063275788726033
2011-05-12,49.54,49.95031746031746,-0.008214511562282478
2011-05-13,49.49,50.53031746031746,-0.0205879858390845
2011-05-16,50.07,51.22031746031746,-0.022458225902419637
2011-05-17,50.76,51.52031746031746,-0.01475762374529388
2011-05-18,51.06,52.28031746031746,-0.02334181427348303
2011-05-19,51.82,51.65031746031746,0.003285217749395386
2011-05-20,51.19,51.58031746031746,-0.007567178325681101
2011-05-23,51.12,51.02031746031746,0.001953781251166742
2011-05-24,50.56,50.87031746031746,-0.006100167559589642
2011-05-25,50.41,51.14031746031746,-0.01428065949891999
2011-05-26,50.68,51.59031746031746,-0.017645122285158688
2011-05-27,51.13,52.060317460317464,-0.017869992072687357
2011-05-31,51.6,50.37031746031746,0.024412840769790778
2011-06-01,49.91,50.55031746031746,-0.012666932523621055
2011-06-02,50.09,49.74031746031746,0.007030163005322887
2011-06-03,49.28,49.24031746031746,0.0008058952851901502
2011-06-06,48.78,49.35031746031746,-0.011556510467760517
2011-06-07,48.89,48.560317460317464,0.0067891347693915804
2011-06-08,48.1,48.79031746031746,-0.014148656869857668
2011-06-09,48.33,48.20031746031746,0.00269049140162414
2011-06-10,47.74,48.70031746031746,-0.019718915818155658
2011-06-13,48.24,48.61031746031746,-0.007618083560547939
2011-06-14,48.15,47.74031746031746,0.008581479166389405
2011-06-15,47.28,48.87031746031746,-0.032541582354335796
2011-06-16,48.41,48.96031746031746,-0.011240071324363887
2011-06-17,48.5,49.34031746031746,-0.017031050945168547
2011-06-20,48.88,50.01031746031746,-0.022601685366511637
2011-06-21,49.55,50.310317460317464,-0.015112555410074058
2011-06-22,49.85,49.67031746031746,0.003617503347468798
2011-06-23,49.21,48.80031746031746,0.0083950793970895
2011-06-24,48.34,50.00031746031746,-0.03320613837372455
2011-06-27,49.54,50.28031746031746,-0.014723802428290966
2011-06-28,49.82,51.38031746031746,-0.030367999604567153
2011-06-29,50.92,52.16031746031746,-0.023778947688749552
2011-06-30,51.7,52.73097744360902,-0.01955164674714316
2011-07-01,52.34,52.72097744360902,-0.007226297046873165
2011-07-05,52.33,53.15097744360902,-0.015446140091780025
2011-07-06,52.76,53.98097744360902,-0.022618661266082363
2011-07-07,53.59,53.460977443609025,0.002413396884242802
2011-07-08,53.07,52.66097744360902,0.0077670900968174195
2011-07-11,52.27,52.79097744360902,-0.009868683415940271
2011-07-12,52.4,52.34097744360902,0.0011276548370646733
2011-07-13,51.95,51.77097744360902,0.0034579713428433134
2011-07-14,51.38,52.20097744360902,-0.01572724274168802
2011-07-15,51.81,51.72097744360902,0.0017212079274417924
2011-07-18,51.33,52.20097744360902,-0.016685079212355958
2011-07-19,51.81,52.48097744360902,-0.012785155237056811
2011-07-20,52.09,52.97097744360902,-0.016631323153265876
2011-07-21,52.58,52.63097744360902,-0.0009685824980856239
2011-07-22,52.24,52.20097744360902,0.0007475445537994396
2011-07-25,51.81,51.960977443609025,-0.0029055928320992352
2011-07-26,51.57,50.87097744360902,0.013741087581143008
2011-07-27,50.48,50.94097744360902,-0.009049246142151857
2011-07-28,50.55,50.430977443609024,0.0023601080610435865
2011-07-29,50.04,50.41097744360902,-0.0073590607129966346
2011-08-01,50.02,48.91097744360902,0.02267430778028534
2011-08-02,48.52,49.250977443609024,-0.014841887035561219
2011-08-03,48.86,47.23097744360902,0.034490553542660285
2011-08-04,46.84,47.600977443609025,-0.01598659280705994
2011-08-05,47.21,43.430977443609024,0.08701214614148789
2011-08-08,43.04,46.490977443609026,-0.07422897158475261
2011-08-09,46.1,43.19097744360902,0.0673525520506928
2011-08-10,42.8,45.460977443609025,-0.058533221088564846
2011-08-11,45.07,45.280977443609025,-0.004659295260835861
2011-08-12,44.89,46.210977443609025,-0.028585793174814467
2011-08-15,45.82,45.280977443609025,0.011903951434401927
2011-08-16,44.89,46.250977443609024,-0.029425917436412652
2011-08-17,45.86,44.670977443609026,0.026617339141324026
2011-08-18,44.28,44.86097744360902,-0.012950619373804817
2011-08-19,44.47,44.990977443609026,-0.011579598248604661
2011-08-22,44.6,46.81097744360902,-0.047232028988766106
2011-08-23,46.42,48.47097744360902,-0.04231351525756055
2011-08-24,48.08,48.48097744360902,-0.008270820118579936
2011-08-25,48.09,48.87097744360902,-0.015980393363528855
2011-08-26,48.48,48.94097744360902,-0.009419048570089794
2011-08-29,48.55,49.05097744360902,-0.010213403885477423
2011-08-30,48.66,50.100977443609025,-0.028761463690621936
2011-08-31,49.71,49.890977443609025,-0.003627458367869818
2011-09-01,49.5,48.90097744360902,0.012249705173720704
2011-09-02,48.51,48.45097744360902,0.001218191242058575
2011-09-06,48.06,50.37097744360902,-0.04587914630396417
2011-09-07,49.98,49.920977443609026,0.0011823197263642893
2011-09-08,49.53,47.670977443609026,0.03899694648783014
2011-09-09,47.28,47.850977443609025,-0.011932409202756733
2011-09-12,47.46,48.29097744360902,-0.017207716380961302
2011-09-13,47.9,49.38097744360902,-0.02999084911391703
2011-09-14,48.99,49.750977443609024,-0.015295728500441252
2011-09-15,49.36,50.51097744360902,-0.022786679289546252
2011-09-16,50.12,49.070977443609024,0.021377657651031612
2011-09-19,48.68,49.66097744360902,-0.01975348642146524
2011-09-20,49.27,48.62097744360902,0.013348611864986148
2011-09-21,48.23,47.02097744360902,0.02571240799579133
2011-09-22,46.63,46.84097744360902,-0.004504121287029261
2011-09-23,46.45,47.95097744360902,-0.03130233258277548
2011-09-26,47.56,47.47097744360902,0.00187530489543275
2011-09-27,47.08,46.86097744360902,0.00467387938406838
2011-09-28,46.47,47.11097744360902,-0.013605691887336957
2011-09-29,46.72,45.29097744360902,0.031552036123976945
2011-09-30,44.9,64.54841216216217,-0.30439807121514184
2011-10-03,43.48,64.49841216216217,-0.325874877498032
2011-10-04,43.43,64.47841216216216,-0.3264412298061209
2011-10-05,43.41,65.49841216216217,-0.3372358418014054
2011-10-06,44.43,64.49841216216217,-0.31114583273315455
2011-10-07,43.43,66.51841216216216,-0.34709806520750963
2011-10-10,45.45,66.82841216216217,-0.3199000465593359
2011-10-11,45.76,68.09841216216216,-0.3280313219193407
2011-10-12,47.03,67.39841216216216,-0.30220908043286365
2011-10-13,46.33,67.16841216216216,-0.31024125018547066
2011-10-14,46.1,66.18841216216217,-0.303503460891997
2011-10-17,45.12,67.74841216216217,-0.3340065315183911
2011-10-18,46.68,67.19841216216216,-0.3053407290732919
2011-10-19,46.13,67.25841216216216,-0.3141378376762878
2011-10-20,46.19,69.52841216216216,-0.3356672680476239
2011-10-21,48.46,70.98841216216216,-0.31735337467049485
2011-10-24,49.92,70.48841216216216,-0.2917984890175067
2011-10-25,49.42,71.51841216216216,-0.3089891329250406
2011-10-26,50.45,73.12841216216216,-0.31011766140734476
2011-10-27,52.06,73.16841216216216,-0.2884907781705016
2011-10-28,52.1,71.68841216216217,-0.27324377219922746
2011-10-31,50.62,70.05841216216216,-0.2774600731339534
2011-11-01,48.99,71.38841216216217,-0.3137541721937044
2011-11-02,50.32,72.74841216216217,-0.308301054216378
2011-11-03,51.68,72.24841216216217,-0.2846901619927119
2011-11-04,51.18,72.31841216216216,-0.2922964087591241
2011-11-07,51.25,72.40841216216216,-0.2922093100837079
2011-11-08,51.34,70.27841216216216,-0.2694769500264632
2011-11-09,49.21,70.15841216216216,-0.29858731856334775
2011-11-10,49.09,71.43841216216217,-0.31283467095310313
2011-11-11,50.37,70.51841216216216,-0.2857184605323989
2011-11-14,49.45,71.01841216216216,-0.3037016951732635
2011-11-15,49.95,69.18841216216217,-0.27805829850628205
2011-11-16,48.12,67.76841216216216,-0.28993466919581545
2011-11-17,46.7,67.94841216216216,-0.31271388816933343
2011-11-18,46.88,67.12841216216216,-0.3016369896139961
2011-11-21,46.06,67.06841216216216,-0.3132385497865481
2011-11-22,46.0,66.16841216216216,-0.30480423366869447
2011-11-23,45.1,66.06841216216216,-0.3173742409715564
2011-11-25,45.0,67.07841216216217,-0.3291433331604149
2011-11-28,46.01,66.61841216216216,-0.3093500954660595
2011-11-29,45.55,69.10841216216217,-0.3408906589675741
2011-11-30,48.04,68.85841216216217,-0.30233651210449963
2011-12-01,47.79,69.29841216216217,-0.3103738093137153
2011-12-02,48.23,69.84841216216216,-0.3095047044444219
2011-12-05,48.78,69.62841216216216,-0.2994239207064916
2011-12-06,48.56,70.22841216216216,-0.3085419632175127
2011-12-07,49.16,68.87841216216216,-0.2862785529338078
2011-12-08,47.81,69.86841216216216,-0.3157136605733267
2011-12-09,48.8,68.95841216216216,-0.2923270929550664
2011-12-12,47.89,68.45841216216216,-0.30045120113858825
2011-12-13,47.39,68.14841216216216,-0.30460595490862796
2011-12-14,47.08,67.48841216216216,-0.3023987601475129
2011-12-15,46.42,67.94841216216216,-0.31683466143084493
2011-12-16,46.88,67.10841216216217,-0.3014288598168857
2011-12-19,46.04,68.98841216216216,-0.33264154722419603
2011-12-20,47.92,68.55841216216216,-0.3010339870962273
2011-12-21,47.49,68.69841216216216,-0.30871764709932215
2011-12-22,47.63,69.01841216216216,-0.30989429475585484
2011-12-23,47.95,68.72841216216216,-0.3023263816009055
2011-12-27,47.66,68.03841216216216,-0.2995133412812814
2011-12-28,46.97,68.58841216216216,-0.3151904451593105
2011-12-29,47.52,68.23841216216216,-0.3036180284049811
2011-12-30,47.17,69.41449324324324,-0.32045891576696783
2012-01-03,48.39,69.26449324324324,-0.3013736514311327
2012-01-04,48.24,69.82449324324324,-0.3091249537329356
2012-01-05,48.8,69.29449324324324,-0.29575933503549523
2012-01-06,48.27,69.41449324324324,-0.30461208106999227
2012-01-09,48.39,69.69449324324324,-0.3056840254062494
2012-01-10,48.67,69.97449324324324,-0.30446084359889825
2012-01-11,48.95,70.67449324324325,-0.30738802991445846
2012-01-12,49.65,70.78449324324325,-0.29857518610208666
2012-01-13,49.76,71.24449324324324,-0.30156005419100673
2012-01-17,50.22,71.58449324324324,-0.29845141420009713
2012-01-18,50.56,71.97449324324324,-0.29752892001436315
2012-01-19,50.95,71.06449324324325,-0.2830456156831276
2012-01-20,50.04,70.46449324324324,-0.2898551072060924
2012-01-23,49.44,70.25449324324325,-0.2962727689341791
2012-01-24,49.23,71.19449324324324,-0.30851393475334277
2012-01-25,50.17,71.00449324324325,-0.29342499737121697
2012-01-26,49.98,70.87449324324324,-0.2948097726996475
2012-01-27,49.85,70.14449324324325,-0.28932411234146505
2012-01-30,49.12,71.16449324324324,-0.3097681475492875
2012-01-31,50.14,71.64449324324325,-0.3001555635299482
2012-02-01,50.62,72.18449324324324,-0.29874135391622725
2012-02-02,51.16,73.27449324324324,-0.3018034279654668
2012-02-03,52.25,72.83449324324324,-0.28262012031164696
2012-02-06,51.81,73.15449324324324,-0.2917728262059238
2012-02-07,52.13,72.66449324324324,-0.28259322162344613
2012-02-08,51.64,73.33449324324324,-0.29582931965296
2012-02-09,52.31,72.83449324324324,-0.2817963348038709
2012-02-10,51.81,73.09449324324325,-0.29119147419782887
2012-02-13,52.07,72.98449324324325,-0.28656077906219446
2012-02-14,51.96,72.54449324324324,-0.2837499074426365
2012-02-15,51.52,73.89449324324325,-0.3027897243924752
2012-02-16,52.87,73.88449324324324,-0.28442359581541865
2012-02-17,52.86,73.87449324324324,-0.2844620967354694
2012-02-21,52.85,73.81449324324325,-0.2840159475749333
2012-02-22,52.79,73.69449324324324,-0.2836642511977636
2012-02-23,52.67,74.35449324324324,-0.2916366220438703
2012-02-24,53.33,75.20449324324325,-0.2908668391992465
2012-02-27,54.18,74.78449324324325,-0.27551825719036827
2012-02-28,53.76,73.91449324324324,-0.2726730896593901
2012-02-29,52.89,74.59449324324325,-0.29096642794351624
2012-03-01,53.57,74.01449324324324,-0.27622283619579613
2012-03-02,52.99,73.99449324324324,-0.2838656273270883
2012-03-05,52.97,72.76449324324324,-0.2720350594220804
2012-03-06,51.74,73.29449324324324,-0.2940806640372027
2012-03-07,52.27,73.97449324324324,-0.29340509534650594
2012-03-08,52.95,74.22449324324324,-0.28662362400405994
2012-03-09,53.2,73.79449324324324,-0.2790789981490781
2012-03-12,52.77,75.27449324324324,-0.2989657223001402
2012-03-13,54.25,77.17449324324325,-0.297047538374997
2012-03-14,56.15,77.74449324324324,-0.2777623512919356
2012-03-15,56.72,77.57449324324324,-0.26883183339466643
2012-03-16,56.55,78.29449324324324,-0.27772698107500393
2012-03-19,57.27,77.93449324324324,-0.2651520832854688
2012-03-20,56.91,78.07449324324324,-0.271080763563904
2012-03-21,57.05,78.31449324324325,-0.2715269212966259
2012-03-22,57.29,78.27449324324324,-0.2680885225028864
2012-03-23,57.25,79.68449324324324,-0.2815415186836938
2012-03-26,58.66,79.24449324324324,-0.25975928926769154
2012-03-27,58.22,80.08449324324324,-0.2730178135339323
2012-03-28,59.06,78.91449324324324,-0.2515950166725959
2012-03-29,57.89,78.88449324324324,-0.26614220843767034
2012-03-30,57.86,81.23641509433962,-0.2877578370142584
2012-04-02,58.01,81.61641509433963,-0.2892361183354256
2012-04-03,58.39,80.59641509433962,-0.275526089694518
2012-04-04,57.37,81.32641509433962,-0.2945711435398929
2012-04-05,58.1,80.38641509433963,-0.2772410620399579
