date,WLTW,dcf,Deviation
2006-03-07,89.96,90.235,-0.0030475979387156737
2006-03-08,89.27,89.735,-0.005181924555636042
2006-03-09,88.77,90.365,-0.017650639074863084
2006-03-10,89.4,90.925,-0.016772064888644356
2006-03-13,89.96,91.195,-0.013542409123307175
2006-03-14,90.23,91.855,-0.017690925915845646
2006-03-15,90.89,91.215,-0.0035630104697692566
2006-03-16,90.25,90.105,0.0016092336718271927
2006-03-17,89.14,89.945,-0.008949913836233225
2006-03-20,88.98,89.205,-0.002522280141247668
2006-03-21,88.24,88.275,-0.0003964882469557063
2006-03-22,87.31,88.885,-0.017719525229228816
2006-03-23,87.92,90.585,-0.029419881878898213
2006-03-24,89.62,91.195,-0.017270683699764144
2006-03-27,90.23,90.765,-0.005894342532914654
2006-03-28,89.8,91.055,-0.013782878480039673
2006-03-29,90.09,91.345,-0.013739120915211456
2006-03-30,90.38,91.715,-0.014555961402169859
2006-03-31,90.75,91.52725631248478,-0.008492074861625176
2006-04-03,91.92,92.45725631248477,-0.005810861514957466
2006-04-04,92.85,92.82725631248478,0.0002450108773941473
2006-04-05,93.22,92.61725631248477,0.006507898328164785
2006-04-06,93.01,92.02725631248478,0.010678832846849673
2006-04-07,92.42,91.31725631248477,0.012075961675213742
2006-04-10,91.71,90.59725631248477,0.012282311107493005
2006-04-11,90.99,90.14725631248477,0.009348522872331788
2006-04-12,90.54,90.20725631248477,0.0036886576658821113
2006-04-13,90.6,91.84725631248477,-0.01357967959588624
2006-04-17,92.24,93.24725631248478,-0.010801994099529644
2006-04-18,93.64,94.43725631248478,-0.00844217995752361
2006-04-19,94.83,94.28725631248477,0.0057562783003937135
2006-04-20,94.68,93.59725631248477,0.011568113534229818
2006-04-21,93.99,93.48725631248477,0.005377670790067679
2006-04-24,93.88,91.94725631248477,0.02102013442300832
2006-04-25,92.34,91.94725631248477,0.004271401923951812
2006-04-26,92.34,92.47725631248477,-0.00148421696271972
2006-04-27,92.87,92.71725631248478,0.0016474137996538296
2006-04-28,93.11,92.34725631248477,0.008259516502951092
2006-05-01,92.74,92.18725631248478,0.005995879578426733
2006-05-02,92.58,91.79725631248478,0.008526874538065776
2006-05-03,92.19,90.06725631248477,0.023568428465839508
2006-05-04,90.46,89.11725631248477,0.01506715694665206
2006-05-05,89.51,89.80725631248478,-0.003309936464938601
2006-05-08,90.2,90.49725631248478,-0.00328469972015899
2006-05-09,90.89,90.83725631248477,0.0005806393726137671
2006-05-10,91.23,91.10725631248478,0.0013472438144139787
2006-05-11,91.5,90.81725631248477,0.00751777487271843
2006-05-12,91.21,90.86725631248477,0.0037719163252443177
2006-05-15,91.26,92.34725631248477,-0.011773563784133523
2006-05-16,92.74,91.79725631248478,0.01026984602138925
2006-05-17,92.19,92.13725631248478,0.0005724469082988293
2006-05-18,92.53,91.94725631248477,0.006337803985523749
2006-05-19,92.34,91.71725631248478,0.006789820286310144
2006-05-22,92.11,92.13725631248478,-0.00029582292305663227
2006-05-23,92.53,91.07725631248478,0.01595067469457878
2006-05-24,91.47,92.63725631248478,-0.012600290195851516
2006-05-25,93.03,91.92725631248477,0.011995829438950167
2006-05-26,92.32,90.81725631248477,0.016546895915293458
2006-05-30,91.21,91.65725631248478,-0.004879660710767508
2006-05-31,92.05,92.74725631248478,-0.007517810663159485
2006-06-01,93.14,92.82725631248478,0.0033690933023209357
2006-06-02,93.22,91.31725631248477,0.02083662786586693
2006-06-05,91.71,90.54725631248478,0.012841291220382356
2006-06-06,90.94,89.69725631248477,0.013854868460923653
2006-06-07,90.09,89.53725631248477,0.006173337337768814
2006-06-08,89.93,89.61725631248477,0.003489770836374806
2006-06-09,90.01,88.79725631248478,0.013657445487363695
2006-06-12,89.19,88.10725631248478,0.012288927528002036
2006-06-13,88.5,86.46725631248478,0.023508826048198816
2006-06-14,86.86,88.16725631248478,-0.014827004572440905
2006-06-15,88.56,87.04725631248478,0.017378418937005202
2006-06-16,87.44,86.43725631248478,0.011600827354932841
2006-06-19,86.83,86.46725631248478,0.004195156675311784
2006-06-20,86.86,86.30725631248478,0.006404370977962204
2006-06-21,86.7,85.85725631248478,0.009815637299752433
2006-06-22,86.25,85.48725631248477,0.008922308662324463
2006-06-23,85.88,85.56725631248477,0.0036549458401833324
2006-06-26,85.96,85.00725631248478,0.011207792473773681
2006-06-27,85.4,84.47725631248477,0.010922983626527438
2006-06-28,84.87,85.37725631248477,-0.0059413517650203085
2006-06-29,85.77,84.63725631248478,0.013383511432992101
2006-06-30,85.03,85.05759339246266,-0.00032440833748192954
2006-07-03,85.75,85.00759339246265,0.008733415191626515
2006-07-05,85.7,85.34759339246266,0.004129074922087694
2006-07-06,86.04,84.23759339246267,0.021396701103982396
2006-07-07,84.93,84.36759339246267,0.006666144960673748
2006-07-10,85.06,83.41759339246266,0.019688971363752472
2006-07-11,84.11,83.56759339246265,0.006490633336657448
2006-07-12,84.26,83.41759339246266,0.010098668317773063
2006-07-13,84.11,82.80759339246266,0.015728106012749876
2006-07-14,83.5,82.43759339246266,0.01288740444519676
2006-07-17,83.13,83.14759339246265,-0.00021159232329925892
2006-07-18,83.84,83.62759339246264,0.0025399105596706217
2006-07-19,84.32,83.27759339246266,0.012517251820964415
2006-07-20,83.97,83.41759339246266,0.0066221834636055465
2006-07-21,84.11,84.84759339246266,-0.00869315631677281
2006-07-24,85.54,85.10759339246266,0.005080705378935457
2006-07-25,85.8,86.82759339246266,-0.011834871292791926
2006-07-26,87.52,86.24759339246266,0.014752952024381205
2006-07-27,86.94,85.76759339246266,0.013669575665630873
2006-07-28,86.46,85.47759339246267,0.011493147719153773
2006-07-31,86.17,85.37759339246264,0.009281201027707908
2006-08-01,86.07,87.41759339246266,-0.01541558558370082
2006-08-02,88.11,95.17759339246265,-0.0742569037580052
2006-08-03,95.87,95.33759339246267,0.005584435148741962
2006-08-04,96.03,95.59759339246266,0.0045231955344540165
2006-08-07,96.29,95.01759339246266,0.01339127378528504
2006-08-08,95.71,95.80759339246266,-0.0010186394314580793
2006-08-09,96.5,96.09759339246266,0.004187478513576481
2006-08-10,96.79,95.94759339246266,0.008779861774037112
2006-08-11,96.64,94.98759339246267,0.01739602561262954
2006-08-14,95.68,95.91759339246266,-0.002477057482984435
2006-08-15,96.61,96.92759339246265,-0.0032766045389851506
2006-08-16,97.62,96.68759339246266,0.009643497938278678
2006-08-17,97.38,96.65759339246266,0.007473873310750889
2006-08-18,97.35,96.31759339246265,0.0107187749524702
2006-08-21,97.01,95.91759339246266,0.011389011847571906
2006-08-22,96.61,95.72759339246267,0.009217891897894681
2006-08-23,96.42,96.02759339246266,0.004086394271421323
2006-08-24,96.72,95.72759339246267,0.010366985864448397
2006-08-25,96.42,95.99759339246266,0.004400179135850113
2006-08-28,96.69,95.01759339246266,0.017601020482907792
2006-08-29,95.71,95.46759339246266,0.0025391507099252753
2006-08-30,96.16,95.25759339246265,0.009473329898430416
2006-08-31,95.95,95.80759339246266,0.0014863812198475657
2006-09-01,96.5,94.90759339246266,0.016778495277531835
2006-09-05,95.6,94.80759339246266,0.008358050016701757
2006-09-06,95.5,94.37759339246264,0.011892723338154054
2006-09-07,95.07,94.72759339246267,0.0036146448492437866
2006-09-08,95.42,94.19759339246266,0.012977047114615115
2006-09-11,94.89,94.77759339246266,0.0011860040281026496
2006-09-12,95.47,95.86759339246267,-0.0041473179663017445
2006-09-13,96.56,96.68759339246266,-0.0013196459647593084
2006-09-14,97.38,99.11759339246267,-0.017530625320800075
2006-09-15,99.81,99.67759339246265,0.0013283487595454613
2006-09-18,100.37,98.51759339246266,0.018802800025351285
2006-09-19,99.21,98.66759339246266,0.005497312632120721
2006-09-20,99.36,98.58759339246267,0.007834724238195978
2006-09-21,99.28,97.50759339246265,0.01817711365722574
2006-09-22,98.2,98.08759339246267,0.001145981909124627
2006-09-25,98.78,98.19759339246266,0.0059309662020905485
2006-09-26,98.89,101.55759339246266,-0.02626680392232139
2006-09-27,102.25,103.41759339246266,-0.011290084734729144
2006-09-28,104.11,99.96759339246266,0.04143749456160917
2006-09-29,100.66,100.10944641753059,0.005499516800574256
2006-10-02,100.11,100.4494464175306,-0.0033792761397573035
2006-10-03,100.45,101.31944641753059,-0.00858123932051158
2006-10-04,101.32,101.74944641753059,-0.004220626574894193
2006-10-05,101.75,101.76944641753059,-0.0001910830628949478
2006-10-06,101.77,101.6994464175306,0.0006937459834317483
2006-10-09,101.7,101.31944641753059,0.0037559777113387316
2006-10-10,101.32,100.4194464175306,0.008967920204668411
2006-10-11,100.42,100.68944641753059,-0.002676014489277012
2006-10-12,100.69,101.74944641753059,-0.010412306453080222
2006-10-13,101.75,102.56944641753059,-0.007989186313776653
2006-10-16,102.57,101.10944641753059,0.014445273258030245
2006-10-17,101.11,99.99944641753059,0.011105597303333825
2006-10-18,100.0,99.09944641753059,0.009087372483143508
2006-10-19,99.1,99.46944641753059,-0.003714169836432135
2006-10-20,99.47,100.10944641753059,-0.006387473314592329
2006-10-23,100.11,99.99944641753059,0.0011055419447805193
2006-10-24,100.0,100.68944641753059,-0.006847256014018144
2006-10-25,100.69,100.04944641753059,0.006402370082051467
2006-10-26,100.05,99.35944641753059,0.0069500546487299975
2006-10-27,99.36,100.76944641753059,-0.013986842913581654
2006-10-30,100.77,100.73944641753059,0.0003032931344766343
2006-10-31,100.74,100.76944641753059,-0.00029221573182591776
2006-11-01,100.77,102.32944641753059,-0.01523946891266914
2006-11-02,102.33,103.20944641753059,-0.008520987642669953
2006-11-03,103.21,103.09944641753059,0.001072300446907315
2006-11-06,103.1,104.15944641753059,-0.010171390632048194
2006-11-07,104.16,104.4194464175306,-0.002484656129023821
2006-11-08,104.42,104.68944641753059,-0.0025737686724979225
2006-11-09,104.69,106.67944641753058,-0.018648825845459793
2006-11-10,106.68,105.6694464175306,0.009563346991299904
2006-11-13,105.67,105.6194464175306,0.0004786389645479172
2006-11-14,105.62,105.13944641753059,0.004570630708488066
2006-11-15,105.14,104.92944641753058,0.002006620540354165
2006-11-16,104.93,106.48944641753059,-0.01464414052277263
2006-11-17,106.49,106.1994464175306,0.002735923700836196
2006-11-20,106.2,105.6994464175306,0.00473563106936381
2006-11-21,105.7,105.92944641753058,-0.0021660305542068325
2006-11-22,105.93,106.56944641753059,-0.006000279057707392
2006-11-24,106.57,105.63944641753059,0.008808769962609153
2006-11-27,105.64,105.5594464175306,0.0007631110734589441
2006-11-28,105.56,106.82944641753059,-0.011882926104185731
2006-11-29,106.83,106.6494464175306,0.0016929631473427964
2006-11-30,106.65,106.1194464175306,0.004999588674651889
2006-12-01,106.12,107.54944641753059,-0.013291062531192943
2006-12-04,107.55,109.5894464175306,-0.018609879730210555
2006-12-05,109.59,109.98944641753059,-0.0036316794978151767
2006-12-06,109.99,109.24944641753059,0.006778556841735783
2006-12-07,109.25,108.28944641753058,0.008870241877179996
2006-12-08,108.29,108.07944641753059,0.0019481371292005
2006-12-11,108.08,108.65944641753059,-0.005332683320546594
2006-12-12,108.66,108.4794464175306,0.0016644036122239747
2006-12-13,108.48,108.28944641753058,0.0017596690053682806
2006-12-14,108.29,108.60944641753059,-0.0029412397177914773
2006-12-15,108.61,107.99944641753059,0.005653302889248035
2006-12-18,108.0,107.49944641753059,0.004656336373354275
2006-12-19,107.5,106.35944641753059,0.010723575769584048
2006-12-20,106.36,105.84944641753059,0.004823393978420132
2006-12-21,105.85,106.0894464175306,-0.0022570239134647174
2006-12-22,106.09,106.98944641753059,-0.008406870468517624
2006-12-26,106.99,106.29944641753059,0.006496304597457536
2006-12-27,106.3,106.1994464175306,0.0009468371621643712
2006-12-28,106.2,105.18944641753059,0.009606986412479035
2006-12-29,105.19,106.74906544178968,-0.014604956355705467
2007-01-03,106.75,107.01906544178968,-0.0025141823158232324
2007-01-04,107.02,105.90906544178968,0.010489513372402559
2007-01-05,105.91,105.18906544178968,0.006853702475465795
2007-01-08,105.19,104.10906544178968,0.010382713105946628
2007-01-09,104.11,102.90906544178968,0.011669861669180381
2007-01-10,102.91,103.38906544178968,-0.004633618069208811
2007-01-11,103.39,105.98906544178968,-0.024522014898009536
2007-01-12,105.99,106.88906544178968,-0.008411201258741507
2007-01-16,106.89,106.85906544178968,0.0002894893201847992
2007-01-17,106.86,107.04906544178968,-0.0017661568646994974
2007-01-18,107.05,108.52906544178968,-0.01362828875167077
2007-01-19,108.53,108.25906544178967,0.0025026500746583302
2007-01-22,108.26,108.65906544178968,-0.0036726382669236557
2007-01-23,108.66,109.45906544178968,-0.007300130314145781
2007-01-24,109.46,107.91906544178968,0.014278612883665831
2007-01-25,107.92,107.41906544178968,0.004663367309612143
2007-01-26,107.42,107.38906544178968,0.00028806059614217006
2007-01-29,107.39,108.28906544178967,-0.008302458222552156
2007-01-30,108.29,108.23906544178968,0.00047057463035571345
2007-01-31,108.24,109.24906544178968,-0.009236375960829935
2007-02-01,109.25,110.22906544178969,-0.008882098726553322
2007-02-02,110.23,111.09906544178968,-0.007822437014513128
2007-02-05,111.1,110.22906544178969,0.007901133468923627
2007-02-06,110.23,109.18906544178968,0.00953332235236748
2007-02-07,109.19,108.15906544178968,0.009531651868471158
2007-02-08,108.16,106.88906544178968,0.011890220509996441
2007-02-09,106.89,106.85906544178968,0.0002894893201847992
2007-02-12,106.86,107.20906544178968,-0.003255932139238804
2007-02-13,107.21,108.20906544178968,-0.009232733299292084
2007-02-14,108.21,108.60906544178968,-0.00367432902738285
2007-02-15,108.61,108.47906544178969,0.0012070030072353077
2007-02-16,108.48,108.12906544178968,0.003245515502945384
2007-02-20,108.13,107.25906544178967,0.008119915595227623
2007-02-21,107.26,106.53906544178967,0.006766856412911082
2007-02-22,106.54,105.29906544178968,0.011784858232159134
2007-02-23,105.3,104.89906544178967,0.0038220984764902877
2007-02-26,104.9,104.39906544178967,0.004798266690324349
2007-02-27,104.4,105.05906544178968,-0.006273284832852943
2007-02-28,105.06,105.45906544178968,-0.0037840790653501655
2007-03-01,105.46,104.63906544178968,0.007845392681445462
2007-03-02,104.64,103.33906544178969,0.012588990936279743
2007-03-05,103.34,104.18906544178968,-0.00814927591671366
2007-03-06,104.19,106.08906544178969,-0.017900670855015566
2007-03-07,106.09,106.03906544178967,0.00048033767553601336
2007-03-08,106.04,105.87906544178968,0.0015199846876132739
2007-03-09,105.88,103.94906544178968,0.018575776030344437
2007-03-12,103.95,103.57906544178968,0.003581173054885145
2007-03-13,103.58,104.23906544178968,-0.006322633832108959
2007-03-14,104.24,105.61906544178967,-0.013056974477299588
2007-03-15,105.62,105.26906544178968,0.0033336912105901284
2007-03-16,105.27,104.60906544178968,0.006318138446405497
2007-03-19,104.61,105.26906544178968,-0.006260770331946386
2007-03-20,105.27,104.84906544178968,0.00401467153223245
2007-03-21,104.85,105.74906544178968,-0.008501876002720676
2007-03-22,105.75,105.24906544178968,0.004759515498856004
2007-03-23,105.25,104.65906544178968,0.005646281626114691
2007-03-26,104.66,103.80906544178968,0.008197112213552016
2007-03-27,103.81,103.43906544178968,0.0035860200072965753
2007-03-28,103.44,103.43906544178968,9.034867110679912e-06
2007-03-29,103.44,104.84906544178968,-0.013438989044417982
2007-03-30,104.85,105.38674556895101,-0.005093103179657832
2007-04-02,103.74,106.17674556895102,-0.02294989883042331
2007-04-03,104.53,106.30674556895103,-0.016713385020319604
2007-04-04,104.66,106.67674556895102,-0.018905203361753165
2007-04-05,105.03,107.41674556895103,-0.022219492466553747
2007-04-09,105.77,107.73674556895101,-0.018255104686564994
2007-04-10,106.09,107.68674556895103,-0.014827688965014185
2007-04-11,106.04,107.49674556895101,-0.013551531827692531
2007-04-12,105.85,107.55674556895103,-0.015868326620731565
2007-04-13,105.91,108.26674556895102,-0.021767954292577385
2007-04-16,106.62,109.03674556895102,-0.022164505702554682
2007-04-17,107.39,109.22674556895102,-0.016815895771530975
2007-04-18,107.58,109.03674556895102,-0.013360134341407148
2007-04-19,107.39,107.79674556895102,-0.0037732639033231097
2007-04-20,106.15,107.97674556895102,-0.01691795357718484
2007-04-23,106.33,107.73674556895101,-0.013057249516143066
2007-04-24,106.09,108.13674556895101,-0.01892738271511929
2007-04-25,106.49,110.78674556895102,-0.03878393165973837
2007-04-26,109.14,110.96674556895101,-0.01646209915939123
2007-04-27,109.32,110.30674556895103,-0.008945468963493575
2007-04-30,108.66,110.78674556895102,-0.019196751001475998
2007-05-01,109.14,112.26674556895102,-0.027851039531832433
2007-05-02,110.62,113.43674556895103,-0.024830980074608155
2007-05-03,111.79,114.73674556895104,-0.025682666475668747
2007-05-04,113.09,115.60674556895101,-0.021769885109774623
2007-05-07,113.96,116.02674556895101,-0.017812665164540165
2007-05-08,114.38,116.90674556895102,-0.021613342811435676
2007-05-09,115.26,116.77674556895101,-0.012988421295363484
2007-05-10,115.13,116.666745568951,-0.013172095968364661
2007-05-11,115.02,115.84674556895104,-0.007136545484214496
2007-05-14,114.2,116.92674556895102,-0.023320118555280156
2007-05-15,115.28,117.83674556895103,-0.021697353882325077
2007-05-16,116.19,117.806745568951,-0.013723709632609604
2007-05-17,116.16,117.85674556895101,-0.014396677600081453
2007-05-18,116.21,118.83674556895103,-0.022103816091353257
2007-05-21,117.19,119.946745568951,-0.022983079331371226
2007-05-22,118.3,120.82674556895101,-0.02091213792983526
2007-05-23,119.18,119.556745568951,-0.003151186218377955
2007-05-24,117.91,120.37674556895102,-0.020491877873023978
2007-05-25,118.73,121.24674556895101,-0.02075722162389737
2007-05-29,119.6,121.456745568951,-0.015287298867208143
2007-05-30,119.81,124.32674556895101,-0.03632963726574856
2007-05-31,122.68,123.97674556895102,-0.010459587102403911
2007-06-01,122.33,123.34674556895104,-0.008242986584373835
2007-06-04,121.7,123.18674556895103,-0.012069038451209435
2007-06-05,121.54,122.946745568951,-0.011441909767038627
2007-06-06,121.3,121.67674556895102,-0.0030962824259425092
2007-06-07,120.03,121.22674556895102,-0.009871959882568393
2007-06-08,119.58,120.85674556895101,-0.010564123358944855
2007-06-11,119.21,119.89674556895102,-0.005727808254445743
2007-06-12,118.25,121.166745568951,-0.02407216233509546
2007-06-13,119.52,122.206745568951,-0.02198524767550658
2007-06-14,120.56,122.946745568951,-0.019412840558780453
2007-06-15,121.3,123.07674556895101,-0.014436078568194066
2007-06-18,121.43,122.946745568951,-0.012336606080397439
2007-06-19,121.3,121.48674556895104,-0.0015371682571334588
2007-06-20,119.84,122.43674556895103,-0.021208874483589102
2007-06-21,120.79,121.98674556895104,-0.00981045574557593
2007-06-22,120.34,121.77674556895101,-0.01179819317915265
2007-06-25,120.13,121.306745568951,-0.009700578178335029
2007-06-26,119.66,119.79674556895102,-0.0011414798315395602
2007-06-27,118.15,118.86674556895102,-0.006029824115401983
2007-06-28,117.22,118.36674556895102,-0.009688072130723757
2007-06-29,116.72,117.50666666666666,-0.006694655622376033
2007-07-02,116.56,117.50666666666666,-0.008056280494723622
2007-07-03,116.56,116.97666666666667,-0.0035619639244294232
2007-07-05,116.03,117.28666666666666,-0.010714488717103343
2007-07-06,116.34,116.75666666666666,-0.0035686755931138014
2007-07-09,115.81,116.30666666666667,-0.00427031984409032
2007-07-10,115.36,116.65666666666667,-0.011115238449009968
2007-07-11,115.71,116.81666666666666,-0.009473534027678698
2007-07-12,115.87,116.65666666666667,-0.006743435151584376
2007-07-13,115.71,116.44666666666667,-0.006326215148566017
2007-07-16,115.5,115.51666666666667,-0.00014427932477278915
2007-07-17,114.57,115.11666666666666,-0.0047488055595772405
2007-07-18,114.17,114.82666666666667,-0.005718764514630714
2007-07-19,113.88,114.74666666666667,-0.007552870090634545
2007-07-20,113.8,114.69666666666667,-0.007817722107588243
2007-07-23,113.75,113.84666666666666,-0.0008490952743456237
2007-07-24,112.9,114.42666666666666,-0.013341878350034864
2007-07-25,113.48,112.99666666666667,0.004277412313047568
2007-07-26,112.05,111.30666666666667,0.006678246286535572
2007-07-27,110.36,109.60666666666667,0.006873061249315748
2007-07-30,108.66,108.46666666666667,0.0017824216349109356
2007-07-31,107.52,107.96666666666667,-0.004137079345477024
2007-08-01,107.02,107.62666666666667,-0.005636769078295356
2007-08-02,106.68,105.05666666666667,0.015451978297426727
2007-08-03,104.11,108.46666666666667,-0.04016594960049169
2007-08-06,107.52,106.32666666666667,0.01122327418646929
2007-08-07,105.38,105.60666666666667,-0.0021463291458873046
2007-08-08,104.66,105.52666666666667,-0.008212774022364089
2007-08-09,104.58,104.52666666666667,0.0005102366222335952
2007-08-10,103.58,106.42666666666666,-0.026747682285141572
2007-08-13,105.48,106.85666666666667,-0.012883301618991205
2007-08-14,105.91,105.13666666666667,0.007355505532481432
2007-08-15,104.19,103.93666666666667,0.0024373817388794183
2007-08-16,102.99,103.72666666666667,-0.007101998843113466
2007-08-17,102.78,103.51666666666665,-0.007116406375784701
2007-08-20,102.57,104.07666666666667,-0.014476507702655184
2007-08-21,103.13,104.15666666666667,-0.009856946266841637
2007-08-22,103.21,103.99666666666667,-0.007564345011058182
2007-08-23,103.05,104.25666666666666,-0.011574000063944712
2007-08-24,103.31,104.73666666666666,-0.01362146335253489
2007-08-27,103.79,102.93666666666667,0.008289886985525241
2007-08-28,101.99,103.80666666666667,-0.017500481664633027
2007-08-29,102.86,103.88666666666667,-0.009882564332927002
2007-08-30,102.94,103.99666666666667,-0.010160582069938195
2007-08-31,103.05,105.47666666666667,-0.023006668141453135
2007-09-04,104.53,106.74666666666667,-0.020765675743192658
2007-09-05,105.8,106.85666666666667,-0.009888635867361328
2007-09-06,105.91,106.32666666666667,-0.003918740986895819
2007-09-07,105.38,106.11666666666666,-0.00694204491911421
2007-09-10,105.17,107.32666666666667,-0.02009441580222371
2007-09-11,106.38,106.00666666666666,0.003521791082321979
2007-09-12,105.06,106.82666666666667,-0.016537693459810265
2007-09-13,105.88,107.06666666666666,-0.011083437110834371
2007-09-14,106.12,107.51666666666667,-0.012990234072236762
2007-09-17,106.57,108.60666666666667,-0.018752685531888913
2007-09-18,107.66,107.72666666666667,-0.0006188501763724208
2007-09-19,106.78,106.64666666666666,0.0012502344189535552
2007-09-20,105.7,107.91666666666667,-0.020540540540540553
2007-09-21,106.97,108.44666666666667,-0.013616524251552242
2007-09-24,107.5,110.21666666666667,-0.02464841977922272
2007-09-25,109.27,109.55666666666667,-0.002616606322451198
2007-09-26,108.61,109.52666666666667,-0.008369346886602957
2007-09-27,108.58,109.39666666666666,-0.007465187848502364
2007-09-28,108.45,110.21827586206896,-0.016043399774115952
2007-10-01,108.77,111.48827586206896,-0.024381719432381876
2007-10-02,110.04,110.18827586206896,-0.0013456591539245943
2007-10-03,108.74,109.81827586206897,-0.009818728746236016
2007-10-04,108.37,110.21827586206896,-0.016769232213194485
2007-10-05,108.77,110.00827586206897,-0.011256206429610338
2007-10-08,108.56,110.26827586206895,-0.015491997573316318
2007-10-09,108.82,110.95827586206896,-0.01927099033808921
2007-10-10,109.51,109.65827586206896,-0.0013521629890976827
2007-10-11,108.21,110.76827586206895,-0.023095745078262064
2007-10-12,109.32,109.55827586206897,-0.0021748778008240377
2007-10-15,108.11,108.99827586206897,-0.00814944874167578
2007-10-16,107.55,109.78827586206897,-0.020387202954903927
2007-10-17,108.34,108.25827586206897,0.000754899681158383
2007-10-18,106.81,106.98827586206896,-0.0016663121321703889
2007-10-19,105.54,107.74827586206897,-0.020494767497679756
2007-10-22,106.3,103.69827586206897,0.025089367362207904
2007-10-23,102.25,103.00827586206897,-0.0073613101056494434
2007-10-24,101.56,108.51827586206895,-0.06412077419026807
2007-10-25,107.07,112.04827586206896,-0.044429740875238544
2007-10-26,110.6,112.33827586206897,-0.015473585015700841
2007-10-29,110.89,112.27827586206897,-0.012364599041175373
2007-10-30,110.83,113.57827586206896,-0.024197196525561848
2007-10-31,112.13,115.00827586206897,-0.02502668473633085
2007-11-01,113.56,109.52827586206897,0.036809893209752254
2007-11-02,108.08,107.29827586206896,0.0072855237574920295
2007-11-05,105.85,109.81827586206897,-0.036134931375658375
2007-11-06,108.37,108.25827586206897,0.0010320147539886193
2007-11-07,106.81,108.62827586206897,-0.01673851350064448
2007-11-08,107.18,108.46827586206896,-0.0118769829411427
2007-11-09,107.02,106.39827586206897,0.005843366660724936
2007-11-12,104.95,108.22827586206897,-0.030290382397359372
2007-11-13,106.78,106.39827586206897,0.0035876910113270544
2007-11-14,104.95,105.20827586206896,-0.0024549006240494053
2007-11-15,103.76,105.10827586206896,-0.012827494800107586
2007-11-16,103.66,103.06827586206897,0.005741088933348459
2007-11-19,101.62,103.16827586206897,-0.01500728638849147
2007-11-20,101.72,102.29827586206896,-0.00565284074629635
2007-11-21,100.85,103.48827586206896,-0.025493475856002368
2007-11-23,102.04,101.92827586206897,0.001096105442637052
2007-11-26,100.48,103.43827586206896,-0.028599431278356846
2007-11-27,101.99,107.03827586206897,-0.04716327707458834
2007-11-28,105.59,107.11827586206897,-0.014267181298146081
2007-11-29,105.67,107.24827586206897,-0.014716095427946718
2007-11-30,105.8,107.88827586206897,-0.01935591096792344
2007-12-03,106.44,106.18827586206896,0.0023705454852473995
2007-12-04,104.74,105.33827586206897,-0.00567956763268429
2007-12-05,103.89,106.69827586206897,-0.026319786701139214
2007-12-06,105.25,105.15827586206896,0.000872248400604736
2007-12-07,103.71,105.04827586206896,-0.012739627100840312
2007-12-10,103.6,102.39827586206897,0.011735784883231348
2007-12-11,100.95,102.63827586206897,-0.016448794057470018
2007-12-12,101.19,101.18827586206896,1.70389100551116e-05
2007-12-13,99.74,100.54827586206896,-0.008038684454199418
2007-12-14,99.1,100.09827586206896,-0.009972957610624
2007-12-17,98.65,99.98827586206896,-0.013384327817744013
2007-12-18,98.54,100.49827586206897,-0.019485666249206446
2007-12-19,99.05,99.77827586206897,-0.007298942137221487
2007-12-20,98.33,103.37827586206897,-0.04883304369289898
2007-12-21,101.93,104.49827586206897,-0.024577208005411633
2007-12-24,103.05,103.35827586206896,-0.0029825948575260552
2007-12-26,101.91,101.65827586206896,0.00247617949248502
2007-12-27,100.21,101.02827586206897,-0.008099473687803393
2007-12-28,99.58,102.02827586206897,-0.023996052480380725
2007-12-31,100.58,95.59929193012766,0.05209984267992973
2008-01-02,95.6,96.47929193012766,-0.009113789213590628
2008-01-03,96.48,96.33929193012767,0.0014605470629198702
2008-01-04,96.34,96.57929193012767,-0.0024776732707958438
2008-01-07,96.58,95.54929193012767,0.010787186896435097
2008-01-08,95.55,97.61929193012766,-0.02119757159894975
2008-01-09,97.62,97.08929193012767,0.005466185398223633
2008-01-10,97.09,99.20929193012766,-0.021361829007108146
2008-01-11,99.21,97.61929193012766,0.01629501749521922
2008-01-14,97.62,96.39929193012766,0.012663039794494901
2008-01-15,96.4,96.84929193012766,-0.004639083272305222
2008-01-16,96.85,96.92929193012766,-0.0008180388874069466
2008-01-17,96.93,95.33929193012767,0.016684706144431294
2008-01-18,95.34,94.98929193012766,0.0036920800518263075
2008-01-22,94.99,98.64929193012766,-0.037093950281158694
2008-01-23,98.65,97.71929193012767,0.009524302228241854
2008-01-24,97.72,93.58929193012767,0.04413654580222981
2008-01-25,93.59,95.27929193012767,-0.017729895929185724
2008-01-28,95.28,95.30929193012767,-0.0003073355129858957
2008-01-29,95.31,95.09929193012766,0.002215663919213462
2008-01-30,95.1,92.71929193012767,0.025676512625510517
2008-01-31,92.72,95.62929193012766,-0.030422602441241176
2008-02-01,95.63,93.16929193012767,0.02641114919836185
2008-02-04,93.17,92.31929193012766,0.00921484612897805
2008-02-05,92.32,90.85929193012767,0.01607659534696393
2008-02-06,90.86,86.88929193012767,0.045698474250030596
2008-02-07,86.89,86.14929193012766,0.008597958883667989
2008-02-08,86.15,83.65929193012767,0.029772043396597114
2008-02-11,83.66,82.61929193012766,0.012596429303127987
2008-02-12,82.62,85.90929193012767,-0.03828796462206829
2008-02-13,85.91,86.48929193012766,-0.006697845677770875
