date,VRSN,dcf,Deviation
2006-03-22,23.9,25.382656202152635,-0.05841217681650257
2006-03-23,23.58,25.332656202152634,-0.0691856467070241
2006-03-24,23.53,25.302656202152637,-0.07005810725918282
2006-03-27,23.5,25.332656202152634,-0.0723436258530562
2006-03-28,23.53,25.332656202152634,-0.07115938367329411
2006-03-29,23.53,26.012656202152634,-0.0954403188532198
2006-03-30,24.21,25.792656202152635,-0.06136072957156491
2006-03-31,23.99,25.492588738675398,-0.05894217939489943
2006-04-03,23.76,25.7725887386754,-0.07809028262866058
2006-04-04,24.04,26.2525887386754,-0.08428078315247467
2006-04-05,24.52,26.5925887386754,-0.07793858503369755
2006-04-06,24.86,26.192588738675397,-0.050876557180761894
2006-04-07,24.46,26.062588738675398,-0.061490006029111255
2006-04-10,24.33,25.582588738675398,-0.048962548375010795
2006-04-11,23.85,25.762588738675397,-0.07423899663484412
2006-04-12,24.03,26.242588738675398,-0.08431289918492535
2006-04-13,24.51,26.332588738675398,-0.06921418766543486
2006-04-17,24.6,26.582588738675398,-0.07458222967543038
2006-04-18,24.85,26.782588738675397,-0.07215839953083547
2006-04-19,25.05,27.122588738675397,-0.07641559434627243
2006-04-20,25.39,26.1625887386754,-0.029530286409819362
2006-04-21,24.43,25.832588738675398,-0.054295322581259686
2006-04-24,24.1,25.332588738675398,-0.04865624873124774
2006-04-25,23.6,25.492588738675398,-0.0742407433813933
2006-04-26,23.76,25.312588738675398,-0.06133662402941731
2006-04-27,23.58,25.2525887386754,-0.06623434753498203
2006-04-28,23.52,25.172588738675397,-0.06565032924628622
2006-05-01,23.44,25.2325887386754,-0.07104260118692451
2006-05-02,23.5,25.1825887386754,-0.06681555880278822
2006-05-03,23.45,25.102588738675397,-0.06583339893264728
2006-05-04,23.37,25.4525887386754,-0.08182227592083346
2006-05-05,23.72,25.4125887386754,-0.06660434149707273
2006-05-08,23.68,25.082588738675398,-0.05591881895797768
2006-05-09,23.35,24.9525887386754,-0.06422534974062455
2006-05-10,23.22,24.692588738675397,-0.059636871381124945
2006-05-11,22.96,24.462588738675397,-0.061423946366714666
2006-05-12,22.73,24.5425887386754,-0.07385483079945165
2006-05-15,22.81,24.032588738675397,-0.05087212001876018
2006-05-16,22.3,23.942588738675397,-0.06860531067060671
2006-05-17,22.21,23.652588738675398,-0.06099073359849849
2006-05-18,21.92,23.6825887386754,-0.07442550973310447
2006-05-19,21.95,23.6125887386754,-0.07041111659020349
2006-05-22,21.88,23.2025887386754,-0.05700177482656632
2006-05-23,21.47,23.532588738675397,-0.08764818701333821
2006-05-24,21.8,23.962588738675397,-0.09024854377210911
2006-05-25,22.23,24.332588738675398,-0.08641040052320614
2006-05-26,22.6,24.032588738675397,-0.05961025481911342
2006-05-30,22.3,24.1825887386754,-0.07784893333874388
2006-05-31,22.45,24.532588738675397,-0.08489070439566848
2006-06-01,22.8,24.3625887386754,-0.06413886288671788
2006-06-02,22.63,24.192588738675397,-0.06458956317383968
2006-06-05,22.46,24.282588738675397,-0.0750574314085598
2006-06-06,22.55,24.3225887386754,-0.07287829259131462
2006-06-07,22.59,24.2325887386754,-0.0677842865402909
2006-06-08,22.5,24.0725887386754,-0.06532694741504286
2006-06-09,22.34,23.562588738675398,-0.05188685981131835
2006-06-12,21.83,23.4825887386754,-0.07037506626999845
2006-06-13,21.75,23.312588738675398,-0.06702768003122173
2006-06-14,21.58,23.812588738675398,-0.09375665800876676
2006-06-15,22.08,23.782588738675397,-0.07158971453375207
2006-06-16,22.05,23.582588738675398,-0.06498814679161813
2006-06-19,21.85,23.652588738675398,-0.07621105489091362
2006-06-20,21.92,24.242588738675398,-0.09580613538066818
2006-06-21,22.51,23.972588738675398,-0.061010880160630165
2006-06-22,22.24,24.192588738675397,-0.0807102026065486
2006-06-23,22.46,24.512588738675397,-0.08373610639650109
2006-06-26,22.78,23.2025887386754,-0.018212999568061217
2006-06-27,21.47,23.5225887386754,-0.087260325021139
2006-06-28,21.79,24.6125887386754,-0.11468069322753027
2006-06-29,22.88,24.902588738675398,-0.0812200193281184
2006-06-30,23.17,24.751225453591395,-0.06388473397231165
2006-07-03,23.03,24.061225453591394,-0.04285839287697091
2006-07-05,22.34,23.941225453591393,-0.06688151601492875
2006-07-06,22.22,23.981225453591396,-0.0734418454553013
2006-07-07,22.26,23.661225453591396,-0.05922032467590177
2006-07-10,21.94,24.261225453591393,-0.09567634817258497
2006-07-11,22.54,23.961225453591393,-0.05931355457357779
2006-07-12,22.24,23.761225453591393,-0.06402133831702139
2006-07-13,22.04,23.561225453591394,-0.06456478490848261
2006-07-14,21.84,22.901225453591394,-0.046339243100415484
2006-07-17,21.18,22.601225453591393,-0.06288267229180522
2006-07-18,20.88,22.741225453591394,-0.08184367449281238
2006-07-19,21.02,22.311225453591394,-0.05787335421253381
2006-07-20,20.59,20.711225453591393,-0.005853127998776686
2006-07-21,18.99,20.741225453591394,-0.08443211118406535
2006-07-24,19.02,20.401225453591394,-0.06770306307007878
2006-07-25,18.68,20.211225453591393,-0.07576113863592104
2006-07-26,18.49,19.741225453591394,-0.06338134664095885
2006-07-27,18.02,19.721225453591394,-0.086263678572854
2006-07-28,18.0,19.651225453591394,-0.08402658946084307
2006-07-31,17.93,19.661225453591396,-0.08805277461864225
2006-08-01,17.94,19.441225453591393,-0.07721866387358156
2006-08-02,17.72,18.781225453591393,-0.056504590513206554
2006-08-03,17.06,19.301225453591396,-0.11611829823864217
2006-08-04,17.58,19.121225453591393,-0.08060285975561876
2006-08-07,17.4,19.131225453591394,-0.0904921358953722
2006-08-08,17.41,19.181225453591395,-0.09234162112722366
2006-08-09,17.46,19.011225453591393,-0.0815952373705795
2006-08-10,17.29,18.831225453591394,-0.0818441400635167
2006-08-11,17.11,18.941225453591393,-0.09667935467418132
2006-08-14,17.22,19.511225453591393,-0.11743114029619561
2006-08-15,17.79,20.331225453591394,-0.12499125836718816
2006-08-16,18.61,21.031225453591393,-0.11512526737608308
2006-08-17,19.31,21.131225453591394,-0.08618645698476834
2006-08-18,19.41,20.921225453591394,-0.07223407906691104
2006-08-21,19.2,20.781225453591393,-0.07608913425835184
2006-08-22,19.06,20.591225453591395,-0.07436300753651015
2006-08-23,18.87,20.531225453591393,-0.08091214318143902
2006-08-24,18.81,21.111225453591395,-0.10900482582833282
2006-08-25,19.39,21.191225453591393,-0.08499864519567601
2006-08-28,19.47,21.981225453591396,-0.11424410613017488
2006-08-29,20.26,21.841225453591395,-0.07239637065929327
2006-08-30,20.12,21.961225453591393,-0.08383983204772805
2006-08-31,20.24,21.991225453591394,-0.07963291801482586
2006-09-01,20.27,22.071225453591396,-0.08160967126083629
2006-09-05,20.35,21.731225453591396,-0.06355948294499547
2006-09-06,20.01,21.211225453591393,-0.05663159142877361
2006-09-07,19.49,21.201225453591395,-0.08071351617561906
2006-09-08,19.48,21.411225453591396,-0.09019686695548113
2006-09-11,19.69,22.511225453591393,-0.1253252720251753
2006-09-12,20.79,22.191225453591393,-0.06314322102318248
2006-09-13,20.47,22.321225453591396,-0.08293565500874156
2006-09-14,20.6,23.321225453591396,-0.11668449666191683
2006-09-15,21.6,23.521225453591395,-0.08168049991196558
2006-09-18,21.8,23.371225453591393,-0.0672290572315688
2006-09-19,21.65,23.711225453591393,-0.08693036374799401
2006-09-20,21.99,23.081225453591394,-0.04727762205631081
2006-09-21,21.36,22.631225453591394,-0.056171304386420706
2006-09-22,20.91,22.871225453591393,-0.08575078137247027
2006-09-25,21.15,22.991225453591394,-0.08008383273470887
2006-09-26,21.27,22.661225453591396,-0.06139233098582986
2006-09-27,20.94,22.681225453591395,-0.07676946103084936
2006-09-28,20.96,21.921225453591394,-0.04384907475297706
2006-09-29,20.2,22.418304082913302,-0.09895057515095629
2006-10-02,20.64,21.828304082913302,-0.05443868100790661
2006-10-03,20.05,22.2483040829133,-0.0988077147238201
2006-10-04,20.47,22.3883040829133,-0.08568331374314975
2006-10-05,20.61,22.0683040829133,-0.06608138429823496
2006-10-06,20.29,22.218304082913303,-0.08678898604129914
2006-10-09,20.44,22.1783040829133,-0.07837858460298275
2006-10-10,20.4,22.1083040829133,-0.07726979312870885
2006-10-11,20.33,22.758304082913302,-0.10669969405745172
2006-10-12,20.98,22.4783040829133,-0.0666555660688043
2006-10-13,20.7,22.7783040829133,-0.09124051006379796
2006-10-16,21.0,22.4083040829133,-0.06284741931841042
2006-10-17,20.63,22.6083040829133,-0.08750342686731849
2006-10-18,20.83,22.4083040829133,-0.07043389259059474
2006-10-19,20.63,22.3683040829133,-0.07771282420293801
2006-10-20,20.59,22.2983040829133,-0.07661139055962274
2006-10-23,20.52,22.0483040829133,-0.06931617403162027
2006-10-24,20.27,22.5883040829133,-0.10263294111871635
2006-10-25,20.81,23.168304082913302,-0.1017901040349587
2006-10-26,21.39,22.6783040829133,-0.05680777884462518
2006-10-27,20.9,22.668304082913302,-0.07800778022235011
2006-10-30,20.89,22.4583040829133,-0.06983181263924976
2006-10-31,20.68,22.5183040829133,-0.08163599159797252
2006-11-01,20.74,22.918304082913302,-0.09504647791706955
2006-11-02,21.14,23.168304082913302,-0.0875465064535812
2006-11-03,21.39,23.488304082913302,-0.0893339968482324
2006-11-06,21.71,23.5883040829133,-0.07962861917970143
2006-11-07,21.81,23.288304082913303,-0.0634783914556466
2006-11-08,21.51,23.258304082913302,-0.07516902679923643
2006-11-09,21.48,23.788304082913303,-0.09703525206621666
2006-11-10,22.01,24.628304082913303,-0.10631280473468885
2006-11-13,22.85,25.328304082913302,-0.0978472176739692
2006-11-14,23.55,25.288304082913303,-0.06873944876706195
2006-11-15,23.51,25.2783040829133,-0.06995343030581602
2006-11-16,23.5,25.1183040829133,-0.0644272828918474
2006-11-17,23.34,24.878304082913303,-0.06183315702656067
2006-11-20,23.1,25.0683040829133,-0.07851764030000363
2006-11-21,23.29,25.7783040829133,-0.09652706690517443
2006-11-22,24.0,25.7783040829133,-0.0689845257932239
2006-11-24,24.0,24.808304082913303,-0.03258199674640483
2006-11-27,23.03,24.9283040829133,-0.07615055065917864
2006-11-28,23.15,26.0483040829133,-0.11126651753172978
2006-11-29,24.27,27.8683040829133,-0.1291181577539734
2006-11-30,26.09,27.0183040829133,-0.034358340185399405
2006-12-01,25.24,27.0983040829133,-0.06857639788923353
2006-12-04,25.32,27.328304082913302,-0.07348806119912032
2006-12-05,25.55,27.3383040829133,-0.06541386318220843
2006-12-06,25.56,27.2283040829133,-0.061270950913179356
2006-12-07,25.45,27.2083040829133,-0.06462380299614146
2006-12-08,25.43,27.078304082913302,-0.06087176205224021
2006-12-11,25.3,27.1183040829133,-0.067050803669503
2006-12-12,25.34,26.9783040829133,-0.060726726108440654
2006-12-13,25.2,27.128304082913303,-0.07108089311516685
2006-12-14,25.35,27.1583040829133,-0.06658383665609657
2006-12-15,25.38,26.648304082913302,-0.04759417631107454
2006-12-18,24.87,26.5983040829133,-0.06497798045791803
2006-12-19,24.82,26.3883040829133,-0.059431787582317375
2006-12-20,24.61,26.0983040829133,-0.05702685041085498
2006-12-21,24.32,25.988304082913302,-0.06419441905830914
2006-12-22,24.21,25.9383040829133,-0.06663134480144406
2006-12-26,24.16,25.9283040829133,-0.06819975873696305
2006-12-27,24.15,25.878304082913303,-0.06678583254048909
2006-12-28,24.1,25.828304082913302,-0.06691512061206761
2006-12-29,24.05,25.639847777782276,-0.0620069117243327
2007-01-03,24.07,26.149847777782274,-0.07953575085623932
2007-01-04,24.58,26.159847777782275,-0.060392086039738
2007-01-05,24.59,25.989847777782273,-0.05386133038374119
2007-01-08,24.42,25.989847777782273,-0.06040234599312566
2007-01-09,24.42,26.029847777782276,-0.06184622328665157
2007-01-10,24.46,26.179847777782275,-0.06569357440045298
2007-01-11,24.61,26.089847777782275,-0.05672121165239197
2007-01-12,24.52,26.169847777782273,-0.06304384312020972
2007-01-16,24.6,25.839847777782275,-0.04798200780611117
2007-01-17,24.27,25.179847777782275,-0.03613396656770462
2007-01-18,23.61,24.959847777782276,-0.05408076963449382
2007-01-19,23.39,24.699847777782274,-0.05303060122340075
2007-01-22,23.13,24.499847777782275,-0.05591250158805172
2007-01-23,22.93,25.099847777782276,-0.08644864291579368
2007-01-24,23.53,24.809847777782274,-0.05158628094963169
2007-01-25,23.24,25.519847777782275,-0.08933626084428004
2007-01-26,23.95,25.469847777782274,-0.05967243271504985
2007-01-29,23.9,25.789847777782274,-0.07327874883427432
2007-01-30,24.22,25.469847777782274,-0.049071662645449154
2007-01-31,23.9,27.559847777782274,-0.1327963712750514
2007-02-01,25.99,27.119847777782276,-0.041661287594242924
2007-02-02,25.55,27.269847777782275,-0.06306774397118187
2007-02-05,25.7,27.339847777782275,-0.05998013562880544
2007-02-06,25.77,27.709847777782276,-0.07000571758238394
2007-02-07,26.14,27.609847777782274,-0.05323635934585136
2007-02-08,26.04,27.299847777782276,-0.0461485275682596
2007-02-09,25.73,27.299847777782276,-0.05750390224006596
2007-02-12,25.73,27.089847777782275,-0.050197689885048136
2007-02-13,25.52,27.709847777782276,-0.07902778085768103
2007-02-14,26.14,27.759847777782277,-0.05835218516863516
2007-02-15,26.19,27.689847777782276,-0.05416598133073591
2007-02-16,26.12,27.819847777782275,-0.06110197982966037
2007-02-20,26.25,27.859847777782274,-0.05778379661737054
2007-02-21,26.29,27.909847777782275,-0.05803857443721927
2007-02-22,26.34,27.749847777782275,-0.050805604018882566
2007-02-23,26.18,27.639847777782276,-0.052816780668225816
2007-02-26,26.07,26.689847777782276,-0.023224103147499453
2007-02-27,25.12,26.869847777782276,-0.0651230997753981
2007-02-28,25.3,26.259847777782277,-0.0365519170524049
2007-03-01,24.69,25.979847777782275,-0.04964801136692343
2007-03-02,24.41,25.729847777782275,-0.05129636946091709
2007-03-05,24.16,26.089847777782275,-0.07396930002120228
2007-03-06,24.52,26.069847777782275,-0.05944982076585481
2007-03-07,24.5,26.179847777782275,-0.06416568163577674
2007-03-08,24.61,26.149847777782274,-0.05888553504661609
2007-03-09,24.58,25.809847777782274,-0.04765033053937484
2007-03-12,24.24,25.409847777782275,-0.04603914938857534
2007-03-13,23.84,26.279847777782276,-0.09284101637167752
2007-03-14,24.71,26.359847777782274,-0.06258942736281159
2007-03-15,24.79,26.109847777782274,-0.05054980745254967
2007-03-16,24.54,26.429847777782275,-0.07150430050417989
2007-03-19,24.86,26.599847777782276,-0.06540818550230565
2007-03-20,25.03,27.139847777782276,-0.07773985304035036
2007-03-21,25.57,27.049847777782276,-0.05470817395866334
2007-03-22,25.48,26.899847777782274,-0.05278274395868465
2007-03-23,25.33,26.969847777782274,-0.06080300457361798
2007-03-26,25.4,26.769847777782275,-0.05117129500150486
2007-03-27,25.2,26.559847777782274,-0.05119938145578562
2007-03-28,24.99,26.649847777782274,-0.06228357443625154
2007-03-29,25.08,26.689847777782276,-0.0603168587241768
2007-03-30,25.12,27.265936212790457,-0.07870392551508265
2007-04-02,25.16,27.62593621279046,-0.08926163420477173
2007-04-03,25.52,27.745936212790458,-0.08022566604778447
2007-04-04,25.64,27.75593621279046,-0.07623364589717552
2007-04-05,25.65,28.12593621279046,-0.08803035724956643
2007-04-09,26.02,28.315936212790458,-0.08108282896022956
2007-04-10,26.21,27.94593621279046,-0.062117661744176766
2007-04-11,25.84,28.12593621279046,-0.08127502656252616
2007-04-12,26.02,28.44593621279046,-0.08528234734983553
2007-04-13,26.34,29.04593621279046,-0.09316057822914625
2007-04-16,26.94,28.64593621279046,-0.05955246845899054
2007-04-17,26.54,28.78593621279046,-0.07802199644257268
2007-04-18,26.68,28.79593621279046,-0.07348037574310962
2007-04-19,26.69,28.80593621279046,-0.07345486698158199
2007-04-20,26.7,28.43593621279046,-0.06104726778820235
2007-04-23,26.33,28.765936212790457,-0.08468127700663353
2007-04-24,26.66,29.085936212790457,-0.08340581492864785
2007-04-25,26.98,29.00593621279046,-0.06984557222797383
2007-04-26,26.9,29.135936212790458,-0.07674152621905106
2007-04-27,27.03,29.45593621279046,-0.08235814320296697
2007-04-30,27.35,28.885936212790458,-0.05317245740196419
2007-05-01,26.78,29.135936212790458,-0.08086015138089908
2007-05-02,27.03,28.87593621279046,-0.0639264541654172
2007-05-03,26.77,28.35593621279046,-0.05592960150880488
2007-05-04,26.25,28.34593621279046,-0.07394132961622613
2007-05-07,26.24,28.53593621279046,-0.08045771463987816
2007-05-08,26.43,28.50593621279046,-0.07282469859239349
2007-05-09,26.4,27.87593621279046,-0.05294660604486712
2007-05-10,25.77,28.425936212790457,-0.09343355282685117
2007-05-11,26.32,28.55593621279046,-0.07830022437817896
2007-05-14,26.45,28.14593621279046,-0.06025510041551829
2007-05-15,26.04,28.55593621279046,-0.08810554114011326
2007-05-16,26.45,28.46593621279046,-0.07081924858261468
2007-05-17,26.36,28.86593621279046,-0.08681292005627317
2007-05-18,26.76,29.495936212790458,-0.09275637813469573
2007-05-21,27.39,29.20593621279046,-0.062176956066732236
2007-05-22,27.1,28.84593621279046,-0.060526245357788055
2007-05-23,26.74,28.745936212790458,-0.06978155791975638
2007-05-24,26.64,29.35593621279046,-0.09251744495912617
2007-05-25,27.25,30.04593621279046,-0.09305538669153657
2007-05-29,27.94,31.53593621279046,-0.11402661993373786
2007-05-30,29.43,31.93593621279046,-0.07846759825963145
2007-05-31,29.83,32.46593621279046,-0.08119082707222203
2007-06-01,30.36,32.42593621279046,-0.06371246150714227
2007-06-04,30.32,32.095936212790455,-0.05533212058424808
2007-06-05,29.99,31.98593621279046,-0.06240043122428074
2007-06-06,29.88,31.21593621279046,-0.04279660887579184
2007-06-07,29.11,31.64593621279046,-0.08013465601834524
2007-06-08,29.54,31.405936212790458,-0.059413487951699206
2007-06-11,29.3,31.135936212790458,-0.05896518416029728
2007-06-12,29.03,31.29593621279046,-0.07240352860459831
2007-06-13,29.19,31.43593621279046,-0.07144486480655998
2007-06-14,29.33,31.425936212790457,-0.06669447168092346
2007-06-15,29.32,31.23593621279046,-0.06133756323928985
2007-06-18,29.13,31.30593621279046,-0.0695055467436062
2007-06-19,29.2,31.04593621279046,-0.05945822345759899
2007-06-20,28.94,31.265936212790457,-0.07439202194236383
2007-06-21,29.16,31.52593621279046,-0.07504729429194779
2007-06-22,29.42,31.61593621279046,-0.06945662459624002
2007-06-25,29.51,32.25593621279046,-0.08512963922906103
2007-06-26,30.15,32.555936212790456,-0.07390161342819013
2007-06-27,30.45,33.82593621279046,-0.09980318627556362
2007-06-28,31.72,33.83593621279046,-0.06253517560393684
2007-06-29,31.73,34.92766218884853,-0.09155099392450772
2007-07-02,32.26,35.127662188848525,-0.08163544085091101
2007-07-03,32.46,35.06766218884852,-0.07436087911436984
2007-07-05,32.4,35.267662188848526,-0.08131137736017191
2007-07-06,32.6,35.89766218884853,-0.09186286760124818
2007-07-09,33.23,35.097662188848524,-0.05321329320452384
2007-07-10,32.43,35.13766218884852,-0.07705868917220793
2007-07-11,32.47,35.657662188848526,-0.08939627539142003
2007-07-12,32.99,36.57766218884853,-0.09808341961073441
2007-07-13,33.91,35.667662188848524,-0.04927887282161314
2007-07-16,33.0,35.11766218884853,-0.06030191239555183
2007-07-17,32.45,35.06766218884852,-0.07464604212142012
2007-07-18,32.4,35.087662188848526,-0.07659849705526156
2007-07-19,32.42,34.88766218884852,-0.07073165795664249
2007-07-20,32.22,34.78766218884852,-0.07380956429062968
2007-07-23,32.12,33.78766218884853,-0.049357134551881954
2007-07-24,31.12,34.127662188848525,-0.08812974566512499
2007-07-25,31.46,33.45766218884852,-0.059707165957170405
2007-07-26,30.79,32.17766218884853,-0.043125015754856055
2007-07-27,29.51,32.50766218884853,-0.09221401931132556
2007-07-30,29.84,32.35766218884853,-0.07780729566168088
2007-07-31,29.69,31.377662188848525,-0.05378546619219804
2007-08-01,28.71,31.707662188848527,-0.09454062462866764
2007-08-02,29.04,31.917662188848528,-0.09015892742463871
2007-08-03,29.25,31.557662188848525,-0.0731252579813716
2007-08-06,28.89,32.29766218884853,-0.10550801382847752
2007-08-07,29.63,33.24766218884853,-0.10880952075066253
2007-08-08,30.58,31.797662188848527,-0.03829407903061388
2007-08-09,29.13,31.927662188848526,-0.08762502472936073
2007-08-10,29.26,32.31766218884852,-0.09461272820357636
2007-08-13,29.65,31.307662188848525,-0.05294749185836589
2007-08-14,28.64,32.17766218884853,-0.10994155411559203
2007-08-15,29.51,31.877662188848525,-0.07427339479357375
2007-08-16,29.21,32.337662188848526,-0.09671887134522306
2007-08-17,29.67,32.46766218884853,-0.08616765114087654
2007-08-20,29.8,33.17766218884853,-0.10180531013977856
2007-08-21,30.51,34.267662188848526,-0.10965621664355474
2007-08-22,31.6,34.56766218884852,-0.08585082128596722
2007-08-23,31.9,34.56766218884852,-0.07717218984247964
2007-08-24,31.9,34.50766218884853,-0.07556762827274977
2007-08-27,31.84,33.737662188848525,-0.05624758995529244
2007-08-28,31.07,34.527662188848524,-0.10014179847847482
2007-08-29,31.86,34.847662188848524,-0.08573493890802797
2007-08-30,32.18,34.86766218884853,-0.07708180073248794
2007-08-31,32.2,36.24766218884853,-0.11166684813383021
2007-09-04,33.58,35.657662188848526,-0.05826692108542919
2007-09-05,32.99,35.70766218884852,-0.0761086563011466
2007-09-06,33.04,35.157662188848526,-0.06023330497555712
2007-09-07,32.49,35.36766218884853,-0.08136421834960461
2007-09-10,32.7,35.29766218884853,-0.07359303783209736
2007-09-11,32.63,34.57766218884853,-0.056327179617037704
2007-09-12,31.91,34.197662188848525,-0.06689528004035628
2007-09-13,31.53,34.337662188848526,-0.08176625925804404
2007-09-14,31.67,34.57766218884853,-0.08409076857099562
2007-09-17,31.91,35.81766218884852,-0.10909875045013784
2007-09-18,33.15,35.79766218884853,-0.07396187423862866
2007-09-19,33.13,35.99766218884853,-0.07966245623964108
2007-09-20,33.33,36.24766218884853,-0.080492423860266
2007-09-21,33.58,36.06766218884852,-0.06897209405542415
2007-09-24,33.4,36.72766218884853,-0.09060370278233754
2007-09-25,34.06,36.277662188848524,-0.06113023979616339
2007-09-26,33.61,36.667662188848524,-0.08338852291975218
2007-09-27,34.0,36.407662188848526,-0.06613064514716305
2007-09-28,33.74,38.25376763860635,-0.11799537450138575
2007-10-01,33.97,38.53376763860635,-0.11843554155950187
2007-10-02,34.25,38.34376763860635,-0.10676487707703897
2007-10-03,34.06,38.28376763860635,-0.110327898718803
2007-10-04,34.0,38.47376763860635,-0.11628098606379178
2007-10-05,34.19,38.16376763860635,-0.10412409163152181
2007-10-08,33.88,38.29376763860635,-0.11526073068236176
2007-10-09,34.01,38.39376763860635,-0.11417914698734366
2007-10-10,34.11,37.97376763860635,-0.10174833520280502
2007-10-11,33.69,38.28376763860635,-0.11999256922596813
2007-10-12,34.0,37.68376763860635,-0.09775475939492828
2007-10-15,33.4,38.53376763860635,-0.1332277623811411
2007-10-16,34.25,38.46376763860635,-0.1095516091454588
2007-10-17,34.18,38.65376763860635,-0.11573949738700418
2007-10-18,34.37,37.27376763860635,-0.07790378656540142
2007-10-19,32.99,37.36376763860635,-0.11705906323234716
2007-10-22,33.08,38.95376763860635,-0.15078817774702158
2007-10-23,34.67,38.583767638606346,-0.10143560046454059
2007-10-24,34.3,38.27376763860635,-0.10382483574985324
2007-10-25,33.99,38.90376763860635,-0.12630570088358595
2007-10-26,34.62,38.89376763860635,-0.10988309690944331
2007-10-29,34.61,38.833767638606346,-0.10876533222100537
2007-10-30,34.55,38.373767638606346,-0.09964535342522385
2007-10-31,34.09,36.54376763860635,-0.06714599498531404
2007-11-01,32.26,36.70376763860635,-0.12107115766317778
2007-11-02,32.42,36.68376763860635,-0.11623036326615255
2007-11-05,32.4,37.053767638606345,-0.12559499168871513
2007-11-06,32.77,37.53376763860635,-0.1269195164331557
2007-11-07,33.25,37.32376763860635,-0.10914674204521069
2007-11-08,33.04,37.13376763860635,-0.1102437996178508
2007-11-09,32.85,36.39376763860635,-0.09737292587555935
2007-11-12,32.11,37.43376763860635,-0.14221832250504807
2007-11-13,33.15,37.983767638606345,-0.12725877234182925
2007-11-14,33.7,37.49376763860635,-0.10118395342856945
2007-11-15,33.21,40.34376763860635,-0.17682452721098363
2007-11-16,36.06,41.18376763860635,-0.12441230932459035
2007-11-19,36.9,41.50376763860635,-0.11092408955961808
2007-11-20,37.22,41.11376763860635,-0.09470714707620354
2007-11-21,36.83,41.03376763860635,-0.10244654294555355
2007-11-23,36.75,42.013767638606346,-0.12528673181334693
2007-11-26,37.73,42.93376763860635,-0.12120454189832353
2007-11-27,38.65,43.803767638606345,-0.11765580716997703
2007-11-28,39.52,44.983767638606345,-0.12146087189720367
2007-11-29,40.7,45.18376763860635,-0.0992340363129719
2007-11-30,40.9,43.85376763860635,-0.06735493431141415
2007-12-03,39.57,42.25376763860635,-0.06351546355724846
2007-12-04,37.97,43.193767638606346,-0.12093799462720112
2007-12-05,38.91,44.32376763860635,-0.12214141367104625
2007-12-06,40.04,44.00376763860635,-0.09007791494491868
2007-12-07,39.72,43.77376763860635,-0.09260723618935474
2007-12-10,39.49,42.45376763860635,-0.0698116516733176
2007-12-11,38.17,41.66376763860635,-0.08385625776601557
2007-12-12,37.38,41.193767638606346,-0.09258118053353592
2007-12-13,36.91,40.59376763860635,-0.09074712333680846
2007-12-14,36.31,40.693767638606346,-0.10772577455933185
2007-12-17,36.41,41.20376763860635,-0.11634294418539481
2007-12-18,36.92,41.02376763860635,-0.10003390412011803
2007-12-19,36.74,42.03376763860635,-0.12594083128880007
2007-12-20,37.75,42.13376763860635,-0.10404404553153679
2007-12-21,37.85,42.25376763860635,-0.10422189273797966
2007-12-24,37.97,42.233767638606345,-0.10095636446862466
2007-12-26,37.95,41.82376763860635,-0.09262120218529957
2007-12-27,37.54,42.16376763860635,-0.10966210795575815
2007-12-28,37.88,41.89376763860635,-0.09580822792618782
2007-12-31,37.61,42.72685524233911,-0.11975735666285814
2008-01-02,37.17,42.676855242339116,-0.1290361065984974
2008-01-03,37.12,41.37685524233911,-0.10288010573561568
2008-01-04,35.82,40.41685524233911,-0.11373609388400974
2008-01-07,34.86,39.61685524233911,-0.12007150020467539
2008-01-08,34.06,40.63685524233912,-0.16184459164268095
2008-01-09,35.08,41.146855242339115,-0.14744395912172825
2008-01-10,35.59,40.22685524233911,-0.11526765426741037
2008-01-11,34.67,39.86685524233911,-0.13035528412634823
2008-01-14,34.31,39.98685524233911,-0.14196803444368655
2008-01-15,34.43,39.54685524233911,-0.12938715887732521
2008-01-16,33.99,37.996855242339116,-0.10545228590060673
2008-01-17,32.44,39.09685524233911,-0.1702657464667443
2008-01-18,33.54,38.15685524233911,-0.12099674391447801
2008-01-22,32.6,37.12685524233911,-0.12192940158251608
2008-01-23,31.57,38.54685524233911,-0.18099674275570665
2008-01-24,32.99,37.966855242339115,-0.1310842104401927
2008-01-25,32.41,38.58685524233911,-0.16007666868798398
2008-01-28,33.03,39.38685524233912,-0.16139534886008822
2008-01-29,33.83,39.066855242339116,-0.13404854856767745
2008-01-30,33.51,39.47685524233911,-0.15114819064765916
2008-01-31,33.92,41.40685524233911,-0.18081197421347983
2008-02-01,35.85,40.70685524233912,-0.11931295634174932
2008-02-04,35.15,39.38685524233912,-0.10757028496615506
2008-02-05,33.83,38.12685524233911,-0.11269891563381662
2008-02-06,32.57,38.72685524233911,-0.15898154404254272
2008-02-07,33.17,38.91685524233911,-0.14767008296412631
2008-02-08,33.36,40.87685524233911,-0.1838902527548979
2008-02-11,35.32,40.966855242339115,-0.13783960738346124
2008-02-12,35.41,42.27685524233911,-0.16242587588355306
2008-02-13,36.72,41.216855242339115,-0.10910233728166185
2008-02-14,35.66,41.76685524233911,-0.146212952996006
2008-02-15,36.21,41.936855242339114,-0.13655900542006605
2008-02-19,36.38,41.61685524233911,-0.125834958260166
2008-02-20,36.06,41.576855242339114,-0.1326905368427459
