date,ISRG,dcf,Deviation
2007-05-21,44.31,45.90389968227512,-0.03472253323371932
2007-05-22,44.53,47.07389968227512,-0.05404055537028263
2007-05-23,45.7,46.893899682275126,-0.02545959475250026
2007-05-24,45.52,47.03389968227511,-0.03218741572571815
2007-05-25,45.66,46.943899682275116,-0.02734965972074721
2007-05-29,45.57,47.27389968227512,-0.03604313783561164
2007-05-30,45.9,47.25389968227512,-0.028651596828588644
2007-05-31,45.88,47.71389968227513,-0.038435334241950114
2007-06-01,46.34,49.17389968227512,-0.05763015950708916
2007-06-04,47.8,48.93389968227512,-0.02317206864029775
2007-06-05,47.56,48.27389968227512,-0.014788523135147558
2007-06-06,46.9,47.15389968227512,-0.005384489596531927
2007-06-07,45.78,47.70389968227512,-0.040330029517271604
2007-06-08,46.33,48.143899682275126,-0.03767662557968776
2007-06-11,46.77,47.35389968227511,-0.0123305511519185
2007-06-12,45.98,48.06389968227512,-0.0433568581835988
2007-06-13,46.69,48.46389968227513,-0.03660249575260455
2007-06-14,47.09,48.22389968227512,-0.023513230778635763
2007-06-15,46.85,48.32389968227512,-0.030500429227894754
2007-06-18,46.95,48.32389968227512,-0.028431059813226356
2007-06-19,46.95,47.623899682275116,-0.014150451491185434
2007-06-20,46.25,47.70389968227512,-0.030477585521490047
2007-06-21,46.33,47.22389968227512,-0.01892896792279597
2007-06-22,45.85,46.873899682275116,-0.0218437059688954
2007-06-25,45.5,46.61389968227512,-0.023896298955195072
2007-06-26,45.24,47.71389968227513,-0.05184861641468674
2007-06-27,46.34,47.54389968227512,-0.02532185391439279
2007-06-28,46.17,47.63389968227512,-0.030732308125925867
2007-06-29,46.26,49.02556478405316,-0.05641066648053661
2007-07-02,47.32,49.005564784053156,-0.03439537512690094
2007-07-03,47.3,49.28556478405316,-0.04028694391051413
2007-07-05,47.58,50.005564784053156,-0.04850589718420051
2007-07-06,48.3,50.835564784053155,-0.049877773460845876
2007-07-09,49.13,50.54556478405316,-0.028005717021877263
2007-07-10,48.84,50.835564784053155,-0.03925528894053221
2007-07-11,49.13,51.335564784053155,-0.04296368011788754
2007-07-12,49.63,51.16556478405315,-0.030011684431396013
2007-07-13,49.46,50.64556478405316,-0.023409054457350198
2007-07-16,48.94,51.35556478405316,-0.04703608643406909
2007-07-17,49.65,51.17556478405316,-0.029810414218008674
2007-07-18,49.47,51.73556478405315,-0.04379124483340879
2007-07-19,50.03,67.90556478405315,-0.2632415302177271
2007-07-20,66.2,71.04556478405316,-0.06820362113780798
2007-07-23,69.34,69.42556478405315,-0.0012324679578668007
2007-07-24,67.72,68.42556478405315,-0.010311420684357864
2007-07-25,66.72,68.80556478405316,-0.03031098997005144
2007-07-26,67.1,69.22556478405316,-0.030704910688468923
2007-07-27,67.52,73.43556478405316,-0.08055449428963535
2007-07-30,71.73,72.57556478405316,-0.011650819205735519
2007-07-31,70.87,72.22556478405316,-0.018768489912209807
2007-08-01,70.52,72.35556478405316,-0.025368674676667147
2007-08-02,70.65,69.83556478405316,0.01166218413877318
2007-08-03,68.13,71.21556478405316,-0.04332711245651866
2007-08-06,69.51,71.78556478405315,-0.031699475944760636
2007-08-07,70.08,72.12556478405315,-0.02836116140203071
2007-08-08,70.42,68.80556478405316,0.0234637303103864
2007-08-09,67.1,67.40556478405315,-0.004533227857849709
2007-08-10,65.7,68.77556478405315,-0.044718858997523925
2007-08-13,67.07,67.30556478405316,-0.0034999302778152552
2007-08-14,65.6,66.57556478405316,-0.014653496177126524
2007-08-15,64.87,64.91556478405316,-0.0007019084591611824
2007-08-16,63.21,68.08556478405316,-0.07160937563662695
2007-08-17,66.38,67.87556478405315,-0.02203392028944895
2007-08-20,66.17,70.23556478405315,-0.05788470266528323
2007-08-21,68.53,72.01556478405315,-0.04840015897264727
2007-08-22,70.31,70.20556478405315,0.001487563219070731
2007-08-23,68.5,72.19556478405316,-0.05118825228540147
2007-08-24,70.49,71.50556478405315,-0.014202597897382652
2007-08-27,69.8,70.36556478405316,-0.00803752212874076
2007-08-28,68.66,73.56556478405315,-0.06668289434673835
2007-08-29,71.86,74.05556478405316,-0.029647532774281782
2007-08-30,72.35,75.46556478405316,-0.0412845884473062
2007-08-31,73.76,77.26556478405315,-0.04537033792286038
2007-09-04,75.56,76.38556478405317,-0.01080786384688126
2007-09-05,74.68,78.36556478405316,-0.047030411816838535
2007-09-06,76.66,75.69556478405316,0.012740973909081799
2007-09-07,73.99,76.08556478405316,-0.027542212376300612
2007-09-10,74.38,74.81556478405315,-0.0058218471692402796
2007-09-11,73.11,75.79556478405316,-0.03543168774722527
2007-09-12,74.09,75.41556478405315,-0.017576806430460334
2007-09-13,73.71,73.03556478405315,0.009234339707524297
2007-09-14,71.33,72.53556478405315,-0.016620326699630206
2007-09-17,70.83,76.72556478405316,-0.07683964009449051
2007-09-18,75.02,77.34556478405315,-0.030067202825993622
2007-09-19,75.64,76.65556478405315,-0.013248415648806522
2007-09-20,74.95,75.67556478405315,-0.00958783441026978
2007-09-21,73.97,76.33556478405316,-0.030989025767283462
2007-09-24,74.63,77.58556478405316,-0.03809426137812488
2007-09-25,75.88,78.80556478405316,-0.037123834999088445
2007-09-26,77.1,78.70556478405315,-0.020399634872812267
2007-09-27,77.0,78.37556478405315,-0.017550939350079675
2007-09-28,76.67,79.35800185681865,-0.033871843971934434
2007-10-01,77.13,79.93800185681864,-0.035127246010579705
2007-10-02,77.71,82.09800185681866,-0.05344833927226955
2007-10-03,79.87,82.06800185681865,-0.026782690050787816
2007-10-04,79.84,84.56800185681865,-0.055907692661623876
2007-10-05,82.34,87.81800185681865,-0.062379030961671855
2007-10-08,85.59,88.38800185681865,-0.031655901231381844
2007-10-09,86.16,88.51800185681866,-0.026638670184092272
2007-10-10,86.29,84.77800185681865,0.01783479334338378
2007-10-11,82.55,85.35800185681865,-0.03289676182355872
2007-10-12,83.13,85.80800185681865,-0.03120923222623495
2007-10-15,83.58,83.75800185681865,-0.0021251922547405044
2007-10-16,81.53,81.13800185681865,0.004831252116278328
2007-10-17,78.91,87.70800185681865,-0.1003101389902964
2007-10-18,85.48,92.00800185681865,-0.07095037089249501
2007-10-19,89.78,97.51800185681866,-0.0793494709641408
2007-10-22,95.29,103.65800185681866,-0.0807270225831408
2007-10-23,101.43,108.01800185681866,-0.06098985116898625
2007-10-24,105.79,112.04800185681864,-0.055851079475879195
2007-10-25,109.82,111.92800185681865,-0.01883355212143667
2007-10-26,109.7,109.32800185681864,0.0034025879634069778
2007-10-29,107.1,110.08800185681865,-0.027141939234258006
2007-10-30,107.86,111.18800185681864,-0.029931303748980453
2007-10-31,108.96,109.56800185681865,-0.00554908227324602
2007-11-01,107.34,106.15800185681866,0.011134329231022866
2007-11-02,103.93,105.36800185681865,-0.013647424564173671
2007-11-05,103.14,107.91800185681865,-0.04427437289987923
2007-11-06,105.69,105.37800185681866,0.0029607521274246373
2007-11-07,103.15,100.18800185681864,0.029564399811211173
2007-11-08,97.96,96.31800185681865,0.01704767656644557
2007-11-09,94.09,91.04800185681864,0.03341092699612647
2007-11-12,88.82,94.07800185681864,-0.05588981220945821
2007-11-13,91.85,95.97800185681865,-0.0430098749396437
2007-11-14,93.75,96.53800185681865,-0.02887983802434302
2007-11-15,94.31,95.77800185681865,-0.01532712969950245
2007-11-16,93.55,96.96800185681865,-0.03524876032678914
2007-11-19,94.74,98.19800185681865,-0.03521458473117123
2007-11-20,95.97,95.51800185681866,0.004732072849041424
2007-11-21,93.29,96.79800185681864,-0.03624043667768673
2007-11-23,94.57,96.69800185681865,-0.022006678689903025
2007-11-26,94.47,101.05800185681865,-0.0651903039420143
2007-11-27,98.83,110.39800185681865,-0.10478452202261634
2007-11-28,108.17,109.55800185681865,-0.012669105252874457
2007-11-29,107.33,111.45800185681865,-0.03703638848758095
2007-11-30,109.23,111.62800185681866,-0.021482081708266043
2007-12-03,109.4,110.77800185681865,-0.012439309553531341
2007-12-04,108.55,113.20800185681865,-0.04114551781162901
2007-12-05,110.98,117.15800185681866,-0.05273222280087131
2007-12-06,114.93,119.89800185681865,-0.041435234781905694
2007-12-07,117.67,118.08800185681865,-0.0035397487487803803
2007-12-10,115.86,114.25800185681865,0.014020883589307642
2007-12-11,112.03,113.97800185681865,-0.017091033577389503
2007-12-12,111.75,111.75800185681865,-7.159985581084438e-05
2007-12-13,109.53,110.52800185681865,-0.009029402866718717
2007-12-14,108.3,104.07800185681864,0.04056571098462869
2007-12-17,101.85,104.75800185681865,-0.02775923371269784
2007-12-18,102.53,106.54800185681864,-0.037710719927137815
2007-12-19,104.32,109.43800185681864,-0.046766221696140864
2007-12-20,107.21,110.70800185681865,-0.0315966488252829
2007-12-21,108.48,113.49800185681865,-0.044212248451290015
2007-12-24,111.27,113.97800185681865,-0.023758986933465454
2007-12-26,111.75,112.07800185681864,-0.002926549825876368
2007-12-27,109.85,110.60800185681865,-0.00685304719454094
2007-12-28,108.38,109.89800185681865,-0.01381282490282576
2007-12-31,107.67,111.14755209407882,-0.03128770745337972
2008-01-02,107.98,110.41755209407881,-0.022075766468739988
2008-01-03,107.25,104.83755209407882,0.023011295644868923
2008-01-04,101.67,103.15755209407881,-0.014420195747977593
2008-01-07,99.99,93.74755209407881,0.06658784967160192
2008-01-08,90.58,91.04755209407881,-0.005135251671518737
2008-01-09,87.88,92.3775520940788,-0.04868663427559128
2008-01-10,89.21,90.5675520940788,-0.014989387067330995
2008-01-11,87.4,91.72755209407882,-0.04717832314592163
2008-01-14,88.56,88.57755209407881,-0.000198155104356057
2008-01-15,85.41,91.51755209407881,-0.06673640142603832
2008-01-16,88.35,90.27755209407881,-0.021351399648830816
2008-01-17,87.11,90.52755209407881,-0.03775151337934335
2008-01-18,87.36,90.44755209407882,-0.03413638094779292
2008-01-22,87.28,93.45755209407882,-0.06610008453741867
2008-01-23,90.29,93.16755209407881,-0.030885775459390752
2008-01-24,90.0,92.83755209407882,-0.03056470178364168
2008-01-25,89.67,95.68755209407881,-0.06288751214120758
2008-01-28,92.52,84.59755209407882,0.09364866606436584
2008-01-29,81.43,81.49755209407881,-0.0008288849461494108
2008-01-30,78.33,87.83755209407882,-0.10824017595453606
2008-01-31,84.67,105.0375520940788,-0.1939073377855972
2008-02-01,101.87,105.66755209407881,-0.03593867766235126
2008-02-04,102.5,105.79755209407881,-0.03116851031814527
2008-02-05,102.63,101.09755209407882,0.015158110895653776
2008-02-06,97.93,102.71755209407881,-0.04660889980802785
2008-02-07,99.55,103.39755209407882,-0.03721124935896003
2008-02-08,100.23,103.77755209407881,-0.03418419516065285
2008-02-11,100.61,102.05755209407882,-0.01418368424851535
2008-02-12,98.89,106.01755209407881,-0.0672299251708236
2008-02-13,102.85,103.19755209407882,-0.0033678327346561288
2008-02-14,100.03,104.25755209407882,-0.04054912099090913
2008-02-15,101.09,99.99755209407881,0.010924746486727921
2008-02-19,96.83,100.30755209407882,-0.03466889602506906
2008-02-20,97.14,98.58755209407882,-0.014682909386952492
2008-02-21,95.42,100.35755209407881,-0.04919960671669399
2008-02-22,97.19,101.02755209407881,-0.03798520318996956
2008-02-25,97.86,101.90755209407881,-0.03971788165750656
2008-02-26,98.74,101.47755209407882,-0.026976922852266494
2008-02-27,98.31,99.80755209407882,-0.015004396587817492
2008-02-28,96.64,97.13755209407881,-0.005122139516105295
2008-02-29,93.97,97.7375520940788,-0.038547641242869246
2008-03-03,94.57,96.52755209407881,-0.020279723784675796
2008-03-04,93.36,98.60755209407881,-0.0532165334463659
2008-03-05,95.44,93.41755209407881,0.02164954936824315
2008-03-06,90.25,91.41755209407881,-0.01277164031779443
2008-03-07,88.25,88.35755209407881,-0.0012172371407969118
2008-03-10,85.19,92.22755209407882,-0.0763063958035014
2008-03-11,89.06,94.6275520940788,-0.058836480188597995
2008-03-12,91.46,98.15755209407881,-0.06823267238428654
2008-03-13,94.99,97.52755209407881,-0.026018822779751538
2008-03-14,94.36,96.45755209407882,-0.021745856581898315
2008-03-17,93.29,101.41755209407881,-0.08013950175546913
2008-03-18,98.25,100.38755209407881,-0.021292999475428953
2008-03-19,97.22,103.39755209407882,-0.05974563197064875
2008-03-20,100.23,112.24755209407881,-0.10706293250837629
2008-03-24,109.08,111.80755209407882,-0.024395061362078252
2008-03-25,108.64,111.15755209407881,-0.02264850247824879
2008-03-26,107.99,110.45755209407882,-0.0223393697153198
2008-03-27,107.29,110.7375520940788,-0.031132637744690883
2008-03-28,107.57,111.2875520940788,-0.03340492286986518
2008-03-31,108.12,230808000.0,-0.9999995315586981
2008-04-01,115.65,230808000.0,-0.999999498934179
2008-04-02,113.34,230808000.0,-0.9999995089424977
2008-04-03,112.33,230808000.0,-0.9999995133184292
2008-04-04,112.81,230808000.0,-0.9999995112387785
2008-04-07,115.05,230808000.0,-0.9999995015337423
2008-04-08,115.7,230808000.0,-0.9999994987175488
2008-04-09,112.02,230808000.0,-0.9999995146615369
2008-04-10,117.96,230808000.0,-0.9999994889258604
2008-04-11,111.19,230808000.0,-0.9999995182575994
2008-04-14,108.28,230808000.0,-0.9999995308654812
2008-04-15,113.27,230808000.0,-0.9999995092457801
2008-04-16,115.33,230808000.0,-0.9999995003206128
2008-04-17,116.17,230808000.0,-0.9999994966812242
2008-04-18,96.17,230808000.0,-0.9999995833333334
2008-04-21,97.16,230808000.0,-0.9999995790440539
2008-04-22,91.84,230808000.0,-0.9999996020935149
2008-04-23,94.32,230808000.0,-0.9999995913486535
2008-04-24,92.87,230808000.0,-0.9999995976309314
2008-04-25,93.26,230808000.0,-0.9999995959412152
2008-04-28,95.17,230808000.0,-0.9999995876659388
2008-04-29,97.0,230808000.0,-0.9999995797372708
2008-04-30,96.42,230808000.0,-0.9999995822501819
2008-05-01,98.15,230808000.0,-0.9999995747547745
2008-05-02,96.68,230808000.0,-0.9999995811237046
2008-05-05,98.25,230808000.0,-0.999999574321514
2008-05-06,97.78,230808000.0,-0.9999995763578385
2008-05-07,96.26,230808000.0,-0.9999995829433989
2008-05-08,95.86,230808000.0,-0.999999584676441
2008-05-09,96.37,230808000.0,-0.9999995824668122
2008-05-12,97.08,230808000.0,-0.9999995793906624
2008-05-13,96.8,230808000.0,-0.9999995806037919
2008-05-14,95.28,230808000.0,-0.9999995871893522
2008-05-15,97.66,230808000.0,-0.9999995768777512
2008-05-16,99.92,230808000.0,-0.9999995670860629
2008-05-19,99.5,230808000.0,-0.9999995689057571
2008-05-20,99.45,230808000.0,-0.9999995691223874
2008-05-21,96.22,230808000.0,-0.999999583116703
2008-05-22,91.58,230808000.0,-0.9999996032199924
2008-05-23,94.92,230808000.0,-0.9999995887490901
2008-05-27,95.36,230808000.0,-0.9999995868427437
2008-05-28,96.28,230808000.0,-0.9999995828567467
2008-05-29,97.16,230808000.0,-0.9999995790440539
2008-05-30,97.86,230808000.0,-0.9999995760112301
2008-06-02,96.19,230808000.0,-0.9999995832466813
2008-06-03,94.58,230808000.0,-0.999999590222176
2008-06-04,95.36,230808000.0,-0.9999995868427437
2008-06-05,97.14,230808000.0,-0.999999579130706
2008-06-06,93.64,230808000.0,-0.9999995942948251
2008-06-09,91.7,230808000.0,-0.9999996027000797
2008-06-10,90.09,230808000.0,-0.9999996096755746
2008-06-11,88.64,230808000.0,-0.9999996159578524
2008-06-12,89.89,230808000.0,-0.9999996105420956
2008-06-13,93.67,230808000.0,-0.999999594164847
2008-06-16,93.5,230808000.0,-0.9999995949013899
2008-06-17,94.01,230808000.0,-0.9999995926917611
2008-06-18,94.37,230808000.0,-0.9999995911320232
2008-06-19,95.71,230808000.0,-0.9999995853263318
2008-06-20,94.17,230808000.0,-0.9999995919985443
2008-06-23,93.31,230808000.0,-0.999999595724585
2008-06-24,91.78,230808000.0,-0.9999996023534713
2008-06-25,92.95,230808000.0,-0.9999995972843229
2008-06-26,90.26,230808000.0,-0.9999996089390316
2008-06-27,89.86,95.38758831487698,-0.05794871652096145
2008-06-30,89.8,92.24758831487699,-0.026532816300003703
2008-07-01,86.66,88.97758831487698,-0.02604687718299825
2008-07-02,83.39,89.03758831487698,-0.06342925972909974
2008-07-03,83.45,89.98758831487699,-0.07264988913805759
2008-07-07,84.4,93.63758831487698,-0.09865256550407464
2008-07-08,88.05,93.08758831487698,-0.0541166486968907
2008-07-09,87.5,94.10758831487699,-0.07021312981444694
2008-07-10,88.52,95.57758831487699,-0.07384145634252681
2008-07-11,89.99,96.18758831487699,-0.06443230798747901
2008-07-14,90.6,95.74758831487699,-0.05376206759326996
2008-07-15,90.16,99.18758831487699,-0.09101530209826625
2008-07-16,93.6,99.66758831487698,-0.060878249564018994
2008-07-17,94.08,101.74758831487699,-0.07535891947775908
2008-07-18,96.16,100.48758831487699,-0.043065898858240415
2008-07-21,94.9,98.99758831487699,-0.04139078925684514
2008-07-22,93.41,115.96758831487699,-0.1945163182459937
2008-07-23,110.38,113.47758831487698,-0.02729691704657855
2008-07-24,107.89,112.94758831487698,-0.04477818774472064
2008-07-25,107.36,108.32758831487699,-0.008932058120453057
2008-07-28,102.74,109.56758831487699,-0.06231394174028693
2008-07-29,103.98,109.87758831487699,-0.05367416964027483
2008-07-30,104.29,109.34758831487699,-0.046252399278465695
2008-07-31,103.76,105.72758831487698,-0.018609980102989976
2008-08-01,100.14,105.54758831487698,-0.0512336511066902
2008-08-04,99.96,108.27758831487698,-0.0768172661057891
2008-08-05,102.69,109.18758831487699,-0.05950848823713495
2008-08-06,103.6,106.58758831487698,-0.028029420330359378
2008-08-07,101.0,108.33758831487698,-0.0677289242728083
2008-08-08,102.75,108.33758831487698,-0.05157571256466387
2008-08-11,102.75,107.58758831487698,-0.04496418583822881
2008-08-12,102.0,107.04758831487698,-0.04715275135418895
2008-08-13,101.46,107.00758831487698,-0.05184294312430293
2008-08-14,101.42,105.30758831487698,-0.03691650694015347
2008-08-15,99.72,103.25758831487698,-0.034259838648268204
2008-08-18,97.67,106.02758831487698,-0.07882465731519717
2008-08-19,100.44,105.94758831487698,-0.051984083851992824
2008-08-20,100.36,105.82758831487699,-0.051665056361379524
2008-08-21,100.24,106.69758831487698,-0.06052234560185088
2008-08-22,101.11,105.05758831487698,-0.03757547054140753
2008-08-25,99.47,104.83758831487698,-0.05119908232489634
2008-08-26,99.25,105.127588314877,-0.05590909493017682
2008-08-27,99.54,105.39758831487698,-0.05557611334879253
2008-08-28,99.81,104.00758831487698,-0.04035848136550402
2008-08-29,98.42,103.44758831487698,-0.048600343389097245
2008-09-02,97.86,102.39758831487698,-0.044313429540192906
2008-09-03,96.81,96.74758831487699,0.0006450980971213216
2008-09-04,91.16,95.20758831487699,-0.04251329527947423
2008-09-05,89.62,96.07758831487699,-0.06721222324725096
2008-09-08,90.49,94.95758831487699,-0.047048249583409585
2008-09-09,89.37,96.89758831487698,-0.07768602341696507
2008-09-10,91.31,98.14758831487698,-0.06966639152600096
2008-09-11,92.56,98.31758831487699,-0.058561122313511516
2008-09-12,92.73,95.47758831487698,-0.028777311653659154
2008-09-15,89.89,98.17758831487699,-0.08441425845883355
2008-09-16,92.59,96.59758831487699,-0.04148745724182612
2008-09-17,91.01,97.42758831487699,-0.06587033945801801
2008-09-18,91.84,102.48758831487699,-0.10389149056921843
2008-09-19,96.9,99.08758831487698,-0.022077319188810396
2008-09-22,93.5,98.44758831487698,-0.05025606416129269
2008-09-23,92.86,99.73758831487699,-0.06895683393871599
2008-09-24,94.15,99.42758831487699,-0.0530797176550577
2008-09-25,93.84,97.25758831487698,-0.03513955439458716
2008-09-26,91.67,89.38758831487698,0.025533876997363425
2008-09-29,83.8,85.91758831487698,-0.024646738303643834
2008-09-30,80.33,84.54348141477813,-0.04983804007438963
2008-10-01,78.85,81.91348141477813,-0.03739898929781604
2008-10-02,76.22,80.92348141477812,-0.05812257866996784
2008-10-03,75.23,71.40348141477811,0.053590084256450954
2008-10-06,65.71,67.11348141477812,-0.020912063942924664
2008-10-07,61.42,69.23348141477813,-0.11285697692952223
2008-10-08,63.54,63.31348141477813,0.0035777306848425727
2008-10-09,57.62,64.03348141477812,-0.1001582496074932
2008-10-10,58.34,76.47348141477813,-0.23712117036264446
2008-10-13,70.78,80.46348141477813,-0.12034628932920666
2008-10-14,74.77,69.06348141477812,0.0826271492302848
2008-10-15,63.37,77.29348141477813,-0.1801378481072795
2008-10-16,71.6,68.73348141477813,0.041704836219827346
2008-10-17,63.04,70.40348141477811,-0.10458973429732232
2008-10-20,64.71,65.76348141477813,-0.016019246428480627
2008-10-21,60.07,63.39348141477813,-0.0524262328019639
2008-10-22,57.7,63.593481414778125,-0.09267430063057647
2008-10-23,57.9,58.58348141477813,-0.01166679409062421
2008-10-24,52.89,57.36348141477813,-0.07798483119306732
2008-10-27,51.67,60.87348141477813,-0.15119032460239434
2008-10-28,55.18,62.14348141477813,-0.11205489709049621
2008-10-29,56.45,62.413481414778126,-0.09554796943863642
2008-10-30,56.72,63.29348141477813,-0.10385716297860836
2008-10-31,57.6,66.82348141477813,-0.13802754988964616
2008-11-03,61.13,73.33348141477813,-0.16641077416950356
2008-11-04,67.64,67.93348141477813,-0.00432012917144986
2008-11-05,62.24,63.81348141477813,-0.0246575077850828
2008-11-06,58.12,66.51348141477813,-0.12619218294162615
2008-11-07,60.82,64.36348141477812,-0.055054222315024215
2008-11-10,58.67,62.15348141477813,-0.056046440770248895
2008-11-11,56.46,59.67348141477813,-0.05385107988658944
2008-11-12,53.98,58.90348141477813,-0.08358557586959359
2008-11-13,53.21,55.163481414778126,-0.035412583917424634
2008-11-14,49.47,46.803481414778126,0.05697265469615087
2008-11-17,41.11,46.86348141477813,-0.12277110536998648
2008-11-18,41.17,46.053481414778126,-0.10603935391540376
2008-11-19,40.36,42.94348141477813,-0.060160036626398794
2008-11-20,37.25,45.11348141477813,-0.17430446882341988
2008-11-21,39.42,47.343481414778125,-0.16736161300349228
2008-11-24,41.65,47.15348141477813,-0.11671421175390273
2008-11-25,41.46,50.58348141477813,-0.18036483768222156
2008-11-26,44.89,49.87348141477813,-0.09992246928447746
2008-11-28,44.18,45.43348141477813,-0.02758937628694269
2008-12-01,39.74,45.01348141477813,-0.1171533782554045
2008-12-02,39.32,50.053481414778126,-0.21444025692904356
2008-12-03,44.36,47.71348141477814,-0.07028372936415983
2008-12-04,42.02,51.51348141477813,-0.18429120210956362
2008-12-05,45.82,52.483481414778126,-0.12696340324904298
2008-12-08,46.79,50.04348141477813,-0.06501309107198439
2008-12-09,44.35,52.06348141477813,-0.1481553135743372
2008-12-10,46.37,51.36348141477813,-0.09721851551404814
2008-12-11,45.67,50.483481414778126,-0.09534765194242456
2008-12-12,44.79,48.40348141477813,-0.07465333709808097
2008-12-15,42.71,51.31348141477813,-0.16766512771242903
2008-12-16,45.62,49.72348141477813,-0.08252602790516894
2008-12-17,44.03,49.46348141477814,-0.10984834183456371
2008-12-18,43.77,47.53348141477814,-0.0791753791803701
2008-12-19,41.84,46.303481414778126,-0.09639623800195651
2008-12-22,40.61,45.773481414778125,-0.11280508397403821
2008-12-23,40.08,46.26348141477813,-0.13365793549646077
2008-12-24,40.57,46.29348141477813,-0.12363471572805584
2008-12-26,40.6,45.69348141477813,-0.11147063557146242
2008-12-29,40.0,47.14348141477813,-0.1515263871144411
2008-12-30,41.45,48.023481414778125,-0.13688056802885773
2008-12-31,42.33,49.00825253889639,-0.13626791801229932
2009-01-02,44.14,46.718252538896394,-0.055187264051663965
2009-01-05,41.85,45.59825253889639,-0.08220167068242445
2009-01-06,40.73,44.15825253889639,-0.07763560244773382
2009-01-07,39.29,41.718252538896394,-0.05820599836084672
2009-01-08,36.85,38.79825253889639,-0.05021495586542746
2009-01-09,33.93,38.44825253889639,-0.11751515974166771
2009-01-12,33.58,39.08825253889639,-0.14091836245212486
2009-01-13,34.22,37.97825253889639,-0.09895801643446556
2009-01-14,33.11,38.428252538896395,-0.13839433717453986
2009-01-15,33.56,38.18825253889639,-0.12119571415796815
2009-01-16,33.32,36.41825253889639,-0.0850741681135665
2009-01-20,31.55,37.19825253889639,-0.15184187840518282
2009-01-21,32.33,36.86825253889639,-0.1230937792375294
2009-01-22,32.0,35.968252538896394,-0.11032653128213799
2009-01-23,31.1,37.888252538896396,-0.17916509957611582
2009-01-26,33.02,38.69825253889639,-0.14673149732508106
2009-01-27,33.83,39.858252538896394,-0.15124226866227053
2009-01-28,34.99,38.86825253889639,-0.0997794417182849
2009-01-29,34.0,39.27825253889639,-0.13438104288548613
2009-01-30,34.41,39.16825253889639,-0.1214823800007715
2009-02-02,34.3,42.37825253889639,-0.19062259661324787
2009-02-03,37.51,40.86825253889639,-0.08217264821147352
2009-02-04,36.0,41.75825253889639,-0.13789495941030527
2009-02-05,36.89,43.07825253889639,-0.14365142906641515
2009-02-06,38.21,42.928252538896395,-0.10991019340051833
2009-02-09,38.06,40.818252538896395,-0.06757399857497592
2009-02-10,35.95,40.91825253889639,-0.12141898127672057
2009-02-11,36.05,42.27825253889639,-0.14731575135860553
2009-02-12,37.41,42.22825253889639,-0.11410021133264536
2009-02-13,37.36,40.62825253889639,-0.08044285280956776
2009-02-17,35.76,40.468252538896394,-0.11634435004009669
2009-02-18,35.6,40.538252538896394,-0.12181710433024084
2009-02-19,35.67,40.208252538896396,-0.11286868372372583
2009-02-20,35.34,38.358252538896394,-0.07868587172566832
2009-02-23,33.49,39.428252538896395,-0.15060907234065835
2009-02-24,34.56,38.608252538896394,-0.10485459125138918
2009-02-25,33.74,36.94825253889639,-0.08683096813628677
2009-02-26,32.08,35.18825253889639,-0.088332108434785
2009-02-27,30.32,33.30825253889639,-0.08971507993122119
2009-03-02,28.44,33.98825253889639,-0.1632402999403082
2009-03-03,29.12,35.428252538896395,-0.17805711788834666
2009-03-04,30.56,34.93825253889639,-0.12531401031067968
2009-03-05,30.07,36.82825253889639,-0.18350728239844183
2009-03-06,31.96,37.15825253889639,-0.13989496770481824
2009-03-09,32.29,38.57825253889639,-0.1629999319579415
2009-03-10,33.71,37.388252538896396,-0.0983798998113049
2009-03-11,32.52,39.27825253889639,-0.172060926901059
2009-03-12,34.41,39.208252538896396,-0.12237863786804348
2009-03-13,34.34,38.468252538896394,-0.10731583231450903
2009-03-16,33.6,39.90825253889639,-0.15806887391894897
2009-03-17,35.04,38.80825253889639,-0.09709925833737498
2009-03-18,33.94,37.25825253889639,-0.08906087410922581
2009-03-19,32.39,36.098252538896396,-0.10272664957675437
2009-03-20,31.23,37.27825253889639,-0.16224613888715944
2009-03-23,32.41,36.55825253889639,-0.11346966145285076
2009-03-24,31.69,36.93825253889639,-0.14208177642864728
2009-03-25,32.07,37.30825253889639,-0.14040466069632063
2009-03-26,32.44,37.00825253889639,-0.12343875285911088
2009-03-27,32.14,36.16825253889639,-0.11137537083286753
2009-03-30,31.3,36.65825253889639,-0.14616770216231656
2009-03-31,31.79,33.89589282082571,-0.062128259372234096
2009-04-01,31.44,35.22589282082571,-0.10747471583140322
2009-04-02,32.77,34.695892820825705,-0.0555078040726974
2009-04-03,32.24,35.415892820825704,-0.08967422724292218
2009-04-06,32.96,34.71589282082571,-0.05057893310963224
2009-04-07,32.26,36.2758928208257,-0.1107041759292059
2009-04-08,33.82,39.8658928208257,-0.15165577372112338
2009-04-09,37.41,40.695892820825705,-0.08074261536152327
2009-04-13,38.24,41.81589282082571,-0.08551516133226722
2009-04-14,39.36,41.5958928208257,-0.05375273059907171
2009-04-15,39.14,41.78589282082571,-0.06332024140709558
2009-04-16,39.33,45.905892820825706,-0.14324724815813805
2009-04-17,43.45,44.445892820825705,-0.022406858263381846
2009-04-20,41.99,45.445892820825705,-0.07604411765989183
2009-04-21,42.99,47.585892820825705,-0.09658099382795093
2009-04-22,45.13,47.95589282082571,-0.05892691501717828
2009-04-23,45.5,52.53589282082571,-0.1339254449300349
2009-04-24,50.08,50.765892820825705,-0.013510898414542116
