date,COST,dcf,Deviation
2009-06-22,45.35,52.076865955904246,-0.12917186609501763
2009-06-23,45.07,52.046865955904245,-0.13404968440972542
2009-06-24,45.04,53.28686595590425,-0.15476357650173433
2009-06-25,46.28,53.41686595590424,-0.13360697652677234
2009-06-26,46.41,53.20686595590424,-0.12774415169533238
2009-06-29,46.2,52.78686595590425,-0.12478228886341947
2009-06-30,45.78,52.796865955904245,-0.1329030772728954
2009-07-01,45.79,51.64686595590425,-0.1134021561134958
2009-07-02,44.64,52.70686595590424,-0.15305152013123235
2009-07-06,45.7,51.546865955904245,-0.11342815605716827
2009-07-07,44.54,53.02686595590424,-0.16004841702245232
2009-07-08,46.02,52.506865955904246,-0.12354319454815632
2009-07-09,45.5,51.976865955904245,-0.12461055195977078
2009-07-10,44.97,51.976865955904245,-0.13480739607979986
2009-07-13,44.97,52.03686595590425,-0.13580498798472362
2009-07-14,45.03,53.906865955904244,-0.1646704143988914
2009-07-15,46.9,54.49686595590425,-0.13940005214338747
2009-07-16,47.49,54.48686595590424,-0.12841380822979875
2009-07-17,47.48,55.476865955904245,-0.14414775993763873
2009-07-20,48.47,55.38686595590424,-0.12488278288594712
2009-07-21,48.38,55.826865955904246,-0.13339215498477508
2009-07-22,48.82,55.60686595590425,-0.12205086259107234
2009-07-23,48.6,56.13686595590424,-0.1342587589735501
2009-07-24,49.13,55.686865955904246,-0.11774528595479428
2009-07-27,48.68,55.84686595590424,-0.12833067412526034
2009-07-28,48.84,55.77686595590424,-0.12436815581191574
2009-07-29,48.77,56.256865955904246,-0.13308359484107535
2009-07-30,49.25,56.506865955904246,-0.12842449909657383
2009-07-31,49.5,57.006865955904246,-0.1316835407459679
2009-08-03,50.0,56.48686595590424,-0.1148384822937093
2009-08-04,49.48,56.06686595590425,-0.1174823283520916
2009-08-05,49.06,55.756865955904246,-0.12010836407484793
2009-08-06,48.75,57.10686595590425,-0.14633732417319312
2009-08-07,50.1,56.406865955904244,-0.1118102530432129
2009-08-10,49.4,55.92686595590425,-0.11670358859461893
2009-08-11,48.92,56.156865955904244,-0.12886876489131016
2009-08-12,49.15,55.88686595590424,-0.12054470832591957
2009-08-13,48.88,55.63686595590424,-0.12144584062767816
2009-08-14,48.63,54.476865955904245,-0.10732750229495447
2009-08-17,47.47,54.406865955904244,-0.1274998262448428
2009-08-18,47.4,54.946865955904244,-0.13734843333850433
2009-08-19,47.94,54.91686595590424,-0.12704413907207213
2009-08-20,47.91,55.56686595590425,-0.13779553379851306
2009-08-21,48.56,55.12686595590424,-0.11912278781015873
2009-08-24,48.12,56.62686595590424,-0.15022667796110423
2009-08-25,49.62,57.23686595590424,-0.1330762233168452
2009-08-26,50.23,58.31686595590425,-0.1386711343853605
2009-08-27,51.31,58.77686595590424,-0.1270374973974634
2009-08-28,51.77,58.14760433552652,-0.10967957164195652
2009-08-31,50.98,57.817604335526525,-0.11826163353027586
2009-09-01,50.65,57.817604335526525,-0.1239692377071101
2009-09-02,50.65,62.15760433552653,-0.1851359050681639
2009-09-03,54.99,62.637604335526525,-0.12209286125569441
2009-09-04,55.47,63.89760433552652,-0.13189233654634602
2009-09-08,56.73,64.22760433552652,-0.11673492127090501
2009-09-09,57.06,64.07760433552653,-0.10951727063297467
2009-09-10,56.91,63.97760433552652,-0.110469974750241
2009-09-11,56.81,64.15760433552653,-0.11452429391067331
2009-09-14,56.99,63.98760433552653,-0.10935874859189543
2009-09-15,56.82,64.86760433552652,-0.1240619939330645
2009-09-16,57.7,65.12760433552653,-0.11404694539754212
2009-09-17,57.96,64.71760433552653,-0.10441678743996652
2009-09-18,57.55,65.74760433552653,-0.12468293587842538
2009-09-21,58.58,65.56760433552653,-0.10657098740056348
2009-09-22,58.4,65.14760433552652,-0.10357409768707182
2009-09-23,57.98,64.59760433552653,-0.10244349467131963
2009-09-24,57.43,63.44760433552653,-0.0948436808378762
2009-09-25,56.28,63.72760433552652,-0.11686622168181315
2009-09-28,56.56,63.65760433552653,-0.11149656682203224
2009-09-29,56.49,63.54760433552652,-0.1110601164170234
2009-09-30,56.38,62.857604335526524,-0.10305203966969256
2009-10-01,55.69,63.637604335526525,-0.12488849035898852
2009-10-02,56.47,64.04760433552653,-0.11831206512939485
2009-10-05,56.88,65.09760433552653,-0.12623512676705106
2009-10-06,57.93,66.16760433552652,-0.1244960342489475
2009-10-07,59.0,65.79760433552653,-0.10331081813956344
2009-10-08,58.63,65.80760433552652,-0.10906952787600044
2009-10-09,58.64,65.19760433552652,-0.10058044927201792
2009-10-12,58.03,65.64760433552652,-0.1160378114727959
2009-10-13,58.48,65.93760433552653,-0.11310092944199446
2009-10-14,58.77,66.13760433552652,-0.11139811321482851
2009-10-15,58.97,65.64760433552652,-0.10171893404361143
2009-10-16,58.48,66.39760433552652,-0.11924533143570293
2009-10-19,59.23,66.25760433552652,-0.10606487219095562
2009-10-20,59.09,64.87760433552653,-0.08920804636365509
2009-10-21,57.71,65.43760433552653,-0.11809118646678751
2009-10-22,58.27,64.97760433552652,-0.10322948043590974
2009-10-23,57.81,64.81760433552653,-0.10811267104615363
2009-10-26,57.65,64.31760433552653,-0.10366686390779645
2009-10-27,57.15,63.887604335526525,-0.10546027520678047
2009-10-28,56.72,65.08760433552652,-0.12855910769724344
2009-10-29,57.92,64.01760433552653,-0.09524886785153663
2009-10-30,56.85,64.91760433552652,-0.12427452334545674
2009-11-02,57.75,64.81760433552653,-0.10903834549239533
2009-11-03,57.65,65.97760433552652,-0.1262186528200815
2009-11-04,58.81,66.57760433552653,-0.11666992846995017
2009-11-05,59.41,66.57760433552653,-0.10765788897125905
2009-11-06,59.41,67.60760433552653,-0.12125269658784299
2009-11-09,60.44,67.20760433552653,-0.10069700300192241
2009-11-10,60.04,67.56760433552653,-0.11140848354110688
2009-11-11,60.4,67.28760433552652,-0.10236067108559554
2009-11-12,60.12,67.63760433552652,-0.11114533711505081
2009-11-13,60.47,68.28760433552652,-0.11448057684254453
2009-11-16,61.12,67.78760433552652,-0.09836022973350789
2009-11-17,60.62,67.93760433552653,-0.10771066196839596
2009-11-18,60.77,67.64760433552652,-0.10166811379474983
2009-11-19,60.48,67.22760433552652,-0.10036954911928553
2009-11-20,60.06,68.66699379237937,-0.12534397265742203
2009-11-23,60.57,68.60699379237938,-0.11714540090039782
2009-11-24,60.51,68.98699379237938,-0.12287814450780998
2009-11-25,60.89,68.12699379237938,-0.10622799259915239
2009-11-27,60.03,68.00699379237938,-0.11729666829168461
2009-11-30,59.91,68.82699379237938,-0.12955663615467528
2009-12-01,60.73,68.96699379237938,-0.11943385291196418
2009-12-02,60.87,67.11699379237938,-0.0930761859165492
2009-12-03,59.02,67.28699379237938,-0.12286169029765237
2009-12-04,59.19,67.44699379237937,-0.12242196913618864
2009-12-07,59.35,66.84699379237938,-0.11215154739290678
2009-12-08,58.75,66.75699379237938,-0.1199423961073186
2009-12-09,58.66,66.85699379237938,-0.12260488136566072
2009-12-10,58.76,67.41699379237937,-0.12840966802880394
2009-12-11,59.32,67.56699379237938,-0.12205654461586424
2009-12-14,59.47,67.07699379237938,-0.11340689798837722
2009-12-15,58.98,66.86699379237938,-0.11795047668612602
2009-12-16,58.77,65.89699379237938,-0.10815354968747559
2009-12-17,57.8,66.52699379237937,-0.13117974065707816
2009-12-18,58.43,67.36699379237938,-0.13266131215417742
2009-12-21,59.27,67.66699379237937,-0.12409290440984588
2009-12-22,59.57,68.16699379237937,-0.12611666312532122
2009-12-23,60.07,68.49699379237939,-0.12302720638985076
2009-12-24,60.4,68.65699379237938,-0.12026442371404666
2009-12-28,60.56,68.35699379237938,-0.11406285384727688
2009-12-29,60.26,68.14699379237938,-0.11573502150965542
2009-12-30,60.05,67.26699379237938,-0.10728878139931075
2009-12-31,59.17,67.50699379237938,-0.12349822328068927
2010-01-04,59.41,67.32699379237938,-0.11759018703246327
2010-01-05,59.23,68.09699379237938,-0.13021123692205738
2010-01-06,60.0,67.80699379237937,-0.11513552446055764
2010-01-07,59.71,67.37699379237938,-0.11379245883253619
2010-01-08,59.28,67.44699379237937,-0.1210875879437956
2010-01-11,59.35,67.12699379237938,-0.11585493931745627
2010-01-12,59.03,67.49699379237939,-0.1254425318322152
2010-01-13,59.4,66.81699379237938,-0.11100460184464789
2010-01-14,58.72,66.88699379237939,-0.12210137321659498
2010-01-15,58.79,67.04699379237938,-0.12315233428583461
2010-01-19,58.95,66.36699379237938,-0.11175726620347592
2010-01-20,58.27,65.61699379237938,-0.11196785112750218
2010-01-21,57.52,65.16699379237937,-0.11734458423450567
2010-01-22,57.07,65.64699379237938,-0.13065326067337812
2010-01-25,57.55,66.02699379237937,-0.12838679009126364
2010-01-26,57.93,65.62699379237938,-0.11728396118112538
2010-01-27,57.53,65.44699379237937,-0.12096802822593855
2010-01-28,57.35,65.52699379237937,-0.1247881723109101
2010-01-29,57.43,66.00699379237938,-0.12994068203375153
2010-02-01,57.91,66.86699379237938,-0.13395239241935508
2010-02-02,58.77,66.51699379237938,-0.11646638476417326
2010-02-03,58.42,66.61699379237938,-0.12304658805118684
2010-02-04,58.52,66.67699379237938,-0.12233595620370707
2010-02-05,58.58,66.23699379237938,-0.11559995938795653
2010-02-08,58.14,66.85699379237938,-0.1303826764848195
2010-02-09,58.76,67.24699379237939,-0.1262062928579739
2010-02-10,59.15,67.76699379237938,-0.12715620555309903
2010-02-11,59.67,67.37699379237938,-0.1143861332865087
2010-02-12,59.28,69.9243467895207,-0.15222661745502253
2010-02-16,60.67,70.3043467895207,-0.1370377114570781
2010-02-17,61.05,70.21434678952069,-0.13051957624831811
2010-02-18,60.96,70.3943467895207,-0.13402136989394076
2010-02-19,61.14,70.04434678952069,-0.1271244175675983
2010-02-22,60.79,69.7643467895207,-0.12863801071048997
2010-02-23,60.51,70.1143467895207,-0.13698119185724433
2010-02-24,60.86,70.6543467895207,-0.13862341433426684
2010-02-25,61.4,70.2243467895207,-0.12565936449319193
2010-02-26,60.97,70.9043467895207,-0.14010913631304966
2010-03-01,61.65,70.63434678952069,-0.1271951564342011
2010-03-02,61.38,69.93434678952069,-0.1223196781299245
2010-03-03,60.68,70.0543467895207,-0.1338153479281743
2010-03-04,60.8,69.93434678952069,-0.13061317090745217
2010-03-05,60.68,69.9243467895207,-0.13220497886590354
2010-03-08,60.67,69.38434678952069,-0.12559528471105885
2010-03-09,60.13,69.0943467895207,-0.12974066918713945
2010-03-10,59.84,69.1543467895207,-0.13468924546232786
2010-03-11,59.9,69.4243467895207,-0.13719029749601275
2010-03-12,60.17,69.8043467895207,-0.13801929582653205
2010-03-15,60.55,70.16434678952069,-0.13702609985612568
2010-03-16,60.91,70.5843467895207,-0.13706079647331948
2010-03-17,61.33,70.52434678952069,-0.13037124352191654
2010-03-18,61.27,69.9743467895207,-0.1243933982792712
2010-03-19,60.72,70.13434678952069,-0.13423304301634076
2010-03-22,60.88,70.0143467895207,-0.1304639292998141
2010-03-23,60.76,69.32434678952069,-0.12354024503863492
2010-03-24,60.07,69.3043467895207,-0.13324339983415
2010-03-25,60.05,69.38434678952069,-0.13453101775010856
2010-03-26,60.13,69.3943467895207,-0.13350290359559536
2010-03-29,60.14,69.4243467895207,-0.13373329701853431
2010-03-30,60.17,68.96434678952069,-0.12752019266362447
2010-03-31,59.71,69.3943467895207,-0.1395552698102943
2010-04-01,60.14,70.07434678952069,-0.141768667774529
2010-04-05,60.82,70.99434678952069,-0.14331206989881762
2010-04-06,61.74,70.9743467895207,-0.1301082321603576
2010-04-07,61.72,70.2343467895207,-0.121227678176272
2010-04-08,60.98,70.46434678952069,-0.13459781040546293
2010-04-09,61.21,69.60434678952069,-0.12060089889076442
2010-04-12,60.35,69.1443467895207,-0.12718822576039635
2010-04-13,59.89,68.8743467895207,-0.1304454736533004
2010-04-14,59.62,68.2843467895207,-0.126886280632187
2010-04-15,59.03,68.4443467895207,-0.1375474707717146
2010-04-16,59.19,68.7243467895207,-0.1387331744122816
2010-04-19,59.47,68.74434678952069,-0.13491068317103372
2010-04-20,59.49,68.7643467895207,-0.13487144461516298
2010-04-21,59.51,69.4743467895207,-0.14342483592841337
2010-04-22,60.22,69.4543467895207,-0.1329556351239629
2010-04-23,60.2,69.32434678952069,-0.1316182151304447
2010-04-26,60.07,68.4243467895207,-0.1220961131747359
2010-04-27,59.17,68.10434678952069,-0.13118614612269397
2010-04-28,58.85,68.60434678952069,-0.14218263486200355
2010-04-29,59.35,68.3343467895207,-0.1314762957666623
2010-04-30,59.08,68.5643467895207,-0.1383276766077246
2010-05-03,59.31,69.13434678952069,-0.1421051509957978
2010-05-04,59.88,69.6143467895207,-0.13983248049360475
2010-05-05,60.36,67.2843467895207,-0.10291170413203954
2010-05-06,58.03,66.5643467895207,-0.12821198135552458
2010-05-07,57.31,67.39891446109212,-0.14968956906444275
2010-05-10,57.52,67.81891446109212,-0.15185902845732857
2010-05-11,57.94,67.75891446109212,-0.1449095597115896
2010-05-12,57.88,67.54891446109212,-0.1431394499560963
2010-05-13,57.67,67.61891446109212,-0.14713212331760683
2010-05-14,57.74,68.22891446109212,-0.15373122295641195
2010-05-17,58.35,67.65891446109212,-0.13758592692830296
2010-05-18,57.78,67.64891446109212,-0.14588429895306254
2010-05-19,57.77,66.46891446109213,-0.13087192007903292
2010-05-20,56.59,67.31891446109212,-0.1593744424873791
2010-05-21,57.44,66.63891446109211,-0.1380411811249267
2010-05-24,56.76,66.37891446109212,-0.14490918598450764
2010-05-25,56.5,65.85891446109213,-0.14210550747266193
2010-05-26,55.98,68.61891446109212,-0.18418995054575749
2010-05-27,58.74,68.12891446109212,-0.13781100925149858
2010-05-28,58.25,67.85891446109213,-0.14160135830940135
2010-06-01,57.98,68.82891446109213,-0.15762146687966205
2010-06-02,58.95,67.80891446109212,-0.13064527771160894
2010-06-03,57.93,66.04891446109212,-0.12292275395191832
2010-06-04,56.17,65.72891446109212,-0.14542936756928282
2010-06-07,55.85,66.53891446109212,-0.1606415516042472
2010-06-08,56.66,67.27891446109211,-0.1578342121918913
2010-06-09,57.4,67.52891446109211,-0.1499937403396001
2010-06-10,57.65,67.39891446109212,-0.14464497743090432
2010-06-11,57.52,67.39891446109212,-0.14657379187902186
2010-06-14,57.52,69.03891446109212,-0.16684669147838016
2010-06-15,59.16,68.21891446109213,-0.13279182954836932
2010-06-16,58.34,68.45891446109212,-0.147810033810032
2010-06-17,58.58,68.08891446109212,-0.13965437011814563
2010-06-18,58.21,67.65891446109212,-0.13965512950293946
2010-06-21,57.78,67.48891446109212,-0.14385939585217933
2010-06-22,57.61,67.31891446109212,-0.1442226830128629
2010-06-23,57.44,66.09891446109212,-0.13099934441720718
2010-06-24,56.22,66.31891446109212,-0.15227804229239816
2010-06-25,56.44,66.52891446109211,-0.15164706267667094
2010-06-28,56.65,65.50891446109212,-0.13523219754089677
2010-06-29,55.63,64.70891446109212,-0.14030392159570293
2010-06-30,54.83,64.77891446109211,-0.15358260544899516
2010-07-01,54.9,64.10891446109213,-0.14364483533223826
2010-07-02,54.23,63.87891446109212,-0.15105006937726162
2010-07-06,54.0,64.16891446109211,-0.15847103767444726
2010-07-07,54.29,65.58891446109212,-0.17226866085418635
2010-07-08,55.71,66.06891446109212,-0.15678953628324666
2010-07-09,56.19,65.80891446109212,-0.14616430828347826
2010-07-12,55.93,66.38891446109211,-0.15754007345942767
2010-07-13,56.51,66.22891446109212,-0.1467473012380679
2010-07-14,56.35,66.42891446109212,-0.15172481054158138
2010-07-15,56.55,64.85891446109213,-0.12810751660169273
2010-07-16,54.98,64.69891446109212,-0.15021758157838594
2010-07-19,54.82,64.96891446109213,-0.1562118521646224
2010-07-20,55.09,63.48891446109212,-0.13228946395420293
2010-07-21,53.61,64.77891446109211,-0.1724158941842172
2010-07-22,54.9,65.82891446109213,-0.16601997086784126
2010-07-23,55.95,65.58891446109212,-0.14695950589043516
2010-07-26,55.71,67.08891446109212,-0.16960945861914734
2010-07-27,57.21,66.38891446109211,-0.1382597461579449
2010-07-28,56.51,66.08891446109212,-0.14493980630793113
2010-07-29,56.21,66.58891446109212,-0.15586550021259937
2010-07-30,56.71,66.71891446109213,-0.1500161467244635
2010-08-02,56.84,66.42891446109212,-0.14434850454629078
2010-08-03,56.55,67.27891446109211,-0.15946919695466732
2010-08-04,57.4,66.33891446109212,-0.13474616721886223
2010-08-05,56.46,66.41891446109211,-0.1499409398948548
2010-08-06,56.54,67.03891446109212,-0.15660925516903257
2010-08-09,57.16,66.85891446109213,-0.1450653893989906
2010-08-10,56.98,65.74891446109213,-0.13336972226790544
2010-08-11,55.87,65.54891446109212,-0.14765941649326997
2010-08-12,55.67,65.18891446109212,-0.14602044749147447
2010-08-13,55.31,65.24891446109213,-0.15232306227897008
2010-08-16,55.37,65.70891446109212,-0.15734416777215288
2010-08-17,55.83,65.55891446109212,-0.148399566116459
2010-08-18,55.68,64.88891446109211,-0.14191814638252043
2010-08-19,55.01,64.91891446109211,-0.15263524572689569
2010-08-20,55.04,64.77891446109211,-0.1503408098470307
2010-08-23,54.9,65.47891446109212,-0.1615621539874208
2010-08-24,55.6,66.94891446109212,-0.16951603401557203
2010-08-25,57.07,66.15891446109212,-0.13738004220787647
2010-08-26,56.28,66.06891446109212,-0.14816218097327438
2010-08-27,56.19,63.27676278673454,-0.11199629176068127
2010-08-30,56.07,63.70676278673454,-0.11987365944647743
2010-08-31,56.5,64.99676278673454,-0.13072593806885224
2010-09-01,57.79,65.79676278673453,-0.12168931186913645
2010-09-02,58.59,65.77676278673454,-0.10925990398821994
2010-09-03,58.57,65.84676278673453,-0.11051056238410106
2010-09-07,58.64,66.41676278673454,-0.11709036183690358
2010-09-08,59.21,66.14676278673453,-0.10486927091352183
2010-09-09,58.94,66.74676278673454,-0.11696092006256942
2010-09-10,59.54,67.25676278673454,-0.11473586397852265
2010-09-13,60.05,68.24676278673454,-0.12010478522400747
2010-09-14,61.04,68.39676278673453,-0.1075601020719853
2010-09-15,61.19,68.44676278673454,-0.10602054050890708
2010-09-16,61.24,68.49676278673454,-0.10594314959567575
2010-09-17,61.29,68.48676278673453,-0.10508253703193726
2010-09-20,61.28,68.47676278673454,-0.10509788275401233
2010-09-21,61.27,69.53676278673453,-0.11888334250025756
2010-09-22,62.33,69.70676278673453,-0.10582564003586692
2010-09-23,62.5,71.25676278673454,-0.12289026955859317
2010-09-24,64.05,70.93676278673453,-0.09708312750948356
2010-09-27,63.73,72.20676278673453,-0.11739569064702404
2010-09-28,65.0,71.87676278673453,-0.09567435315831585
2010-09-29,64.67,71.69676278673452,-0.09800669533206074
2010-09-30,64.49,72.25676278673454,-0.10748838568450825
2010-10-01,65.05,71.76676278673453,-0.0935915530521334
2010-10-04,64.56,71.86676278673454,-0.10167096030772171
2010-10-05,64.66,72.61676278673454,-0.10957198422769776
2010-10-06,65.41,72.46676278673455,-0.09737930211540147
2010-10-07,65.26,71.49676278673454,-0.08723140102633709
2010-10-08,64.29,71.52676278673452,-0.10117559504701445
2010-10-11,64.32,70.54676278673453,-0.08826433050596916
2010-10-12,63.34,70.56676278673453,-0.102410292060231
2010-10-13,63.36,70.38676278673454,-0.0998307424369691
2010-10-14,63.18,70.90676278673453,-0.10897074528665518
2010-10-15,63.7,70.41676278673454,-0.09538585019986001
2010-10-18,63.21,69.41676278673454,-0.08941302558004971
2010-10-19,62.21,69.81676278673453,-0.10895324393613737
2010-10-20,62.61,70.80676278673454,-0.11576242810905879
2010-10-21,63.6,71.23676278673453,-0.10720255227763698
2010-10-22,64.03,71.31676278673453,-0.10217461508348102
2010-10-25,64.11,70.88676278673454,-0.09559983444472808
2010-10-26,63.68,70.18676278673453,-0.09270640970442834
2010-10-27,62.98,70.00676278673454,-0.1003726284007812
2010-10-28,62.8,69.97676278673454,-0.1025592282484813
2010-10-29,62.77,70.48676278673453,-0.10947818401140708
2010-11-01,63.28,70.92676278673453,-0.10781209357780963
2010-11-02,63.72,70.36676278673454,-0.0944588399906835
2010-11-03,63.16,72.68676278673453,-0.1310659936072045
2010-11-04,65.48,72.60676278673455,-0.09815563334875221
2010-11-05,65.4,72.01676278673453,-0.09187809241480283
2010-11-08,64.81,71.42676278673453,-0.09263702467506196
2010-11-09,64.22,71.65676278673453,-0.10378312524203603
2010-11-10,64.45,72.55676278673452,-0.11172994046830154
2010-11-11,65.35,72.40676278673453,-0.09745999565702712
2010-11-12,65.2,72.68676278673453,-0.10300036072181329
2010-11-15,65.48,72.94676278673452,-0.10235906984062026
2010-11-16,65.74,74.22676278673454,-0.11433561788378654
2010-11-17,67.02,73.61676278673454,-0.0896095201285223
2010-11-18,66.41,73.76676278673453,-0.09973004790793805
2010-11-19,66.56,75.7315425049846,-0.12110597779493182
2010-11-22,67.26,75.3715425049846,-0.10762075758829204
2010-11-23,66.9,76.0115425049846,-0.11987051182900399
2010-11-24,67.54,75.6915425049846,-0.10769423155100555
2010-11-26,67.22,75.4415425049846,-0.10897898203024392
2010-11-29,66.97,76.0815425049846,-0.11976022311045598
2010-11-30,67.61,76.7815425049846,-0.11944983398046727
2010-12-01,68.31,77.4815425049846,-0.11837067524042344
2010-12-02,69.01,76.8615425049846,-0.10215176861010056
2010-12-03,68.39,77.6615425049846,-0.119383960270806
2010-12-06,69.19,78.1115425049846,-0.1142154183476185
2010-12-07,69.64,77.7215425049846,-0.10398072715124373
2010-12-08,69.25,79.4915425049846,-0.12883814028822482
2010-12-09,71.02,79.7215425049846,-0.10914919896890529
2010-12-10,71.25,79.21154250498459,-0.1005098783991436
2010-12-13,70.74,79.68154250498459,-0.1122159815671897
2010-12-14,71.21,79.5215425049846,-0.10451938233546731
2010-12-15,71.05,80.59154250498459,-0.11839384392468288
2010-12-16,72.12,80.31154250498459,-0.10199707600530983
2010-12-17,71.84,80.7815425049846,-0.11068793969158064
2010-12-20,72.31,80.79154250498459,-0.10498057398101168
2010-12-21,72.32,80.7415425049846,-0.10430247235448464
2010-12-22,72.27,80.71154250498459,-0.10458903699508981
2010-12-23,72.24,80.5515425049846,-0.10318290930890961
2010-12-27,72.08,81.18154250498459,-0.11211344628522857
2010-12-28,72.71,81.17154250498459,-0.10424272157283432
2010-12-29,72.7,81.32154250498459,-0.10601794111881402
2010-12-30,72.85,80.68154250498459,-0.09706733735910855
2010-12-31,72.21,80.9415425049846,-0.10787467392837113
2011-01-03,72.47,80.8015425049846,-0.10311118137962072
2011-01-04,72.33,79.46154250498459,-0.08974835222380984
2011-01-05,70.99,79.12154250498459,-0.10277280052360349
2011-01-06,70.65,79.12154250498459,-0.10706998671633439
2011-01-07,70.65,78.95154250498459,-0.10514731240951325
2011-01-10,70.48,79.54154250498459,-0.1139221370319381
2011-01-11,71.07,79.96154250498459,-0.11119773614210016
2011-01-12,71.49,80.07154250498459,-0.10717343810943047
2011-01-13,71.6,80.98154250498459,-0.11584791070640743
2011-01-14,72.51,81.07154250498459,-0.10560478116545258
2011-01-18,72.6,80.54154250498459,-0.0986018178692456
2011-01-19,72.07,80.8315425049846,-0.10839261794916644
2011-01-20,72.36,81.2415425049846,-0.1093226720115471
2011-01-21,72.77,81.09154250498459,-0.10261911720908601
2011-01-24,72.62,80.93154250498459,-0.10269843188115035
2011-01-25,72.46,81.09154250498459,-0.10644195730342687
2011-01-26,72.62,81.59154250498459,-0.10995677038997631
2011-01-27,73.12,80.40154250498459,-0.09056471154807955
2011-01-28,71.93,80.31154250498459,-0.10436286296536235
2011-01-31,71.84,80.90154250498459,-0.11200704244206816
2011-02-01,72.43,79.32154250498459,-0.08688109544202971
2011-02-02,70.85,82.5015425049846,-0.14122817769474605
2011-02-03,74.03,82.6015425049846,-0.10376976319137554
2011-02-04,74.13,82.7215425049846,-0.1038610045801176
2011-02-07,74.25,83.2715425049846,-0.10833884222145362
2011-02-08,74.8,83.1415425049846,-0.10032941720421529
2011-02-09,74.67,83.0215425049846,-0.1005948848093634
2011-02-10,74.55,83.51154250498459,-0.10730902862259672
2011-02-11,75.04,82.24564086795107,-0.08761121917111725
2011-02-14,74.66,81.91564086795107,-0.08857454804812237
2011-02-15,74.33,82.54564086795106,-0.09952846427219209
2011-02-16,74.96,82.42564086795106,-0.09057425322189849
2011-02-17,74.84,83.01564086795106,-0.09848313862872726
2011-02-18,75.43,81.47564086795106,-0.07420182036676859
2011-02-22,73.89,80.42564086795106,-0.08126314938144874
2011-02-23,72.84,80.56564086795106,-0.09589250187450948
2011-02-24,72.98,81.15564086795106,-0.10074026624044163
2011-02-25,73.57,82.37564086795106,-0.10689617434438659
2011-02-28,74.79,81.20564086795106,-0.07900486714197064
2011-03-01,73.62,79.34564086795106,-0.07216074891221569
2011-03-02,71.76,80.07564086795107,-0.10384732207968195
2011-03-03,72.49,80.39564086795106,-0.09833419800628229
2011-03-04,72.81,79.77564086795107,-0.08731538590183152
2011-03-07,72.19,81.20564086795106,-0.11102234735899008
2011-03-08,73.62,81.74564086795107,-0.09940151892719185
2011-03-09,74.16,80.96564086795107,-0.08405591303909477
2011-03-10,73.38,80.13564086795107,-0.08430257491898185
2011-03-11,72.55,79.42564086795106,-0.08656701781458898
2011-03-14,71.84,79.14564086795106,-0.09230629492456832
2011-03-15,71.56,77.34564086795108,-0.07480241682693733
2011-03-16,69.76,78.04564086795106,-0.10616404421574177
2011-03-17,70.46,78.24564086795107,-0.09950255096114913
2011-03-18,70.66,78.62564086795106,-0.10131098176139608
2011-03-21,71.04,79.13564086795107,-0.10230081893769938
2011-03-22,71.55,78.50564086795106,-0.08860052336431046
2011-03-23,70.92,79.69564086795106,-0.11011444004185311
2011-03-24,72.11,79.04564086795106,-0.08774223084024746
2011-03-25,71.46,78.84564086795106,-0.09367215215258862
2011-03-28,71.26,79.48564086795106,-0.10348587214156402
2011-03-29,71.9,80.39564086795106,-0.10567290435441701
2011-03-30,72.81,80.90564086795106,-0.10006274940908311
2011-03-31,73.32,81.83564086795106,-0.10405785031599857
2011-04-01,74.25,81.75564086795106,-0.09180578597718925
2011-04-04,74.17,82.51564086795106,-0.1011401084711504
2011-04-05,74.93,82.57564086795107,-0.09258954320654211
2011-04-06,74.99,85.40564086795106,-0.12195495241415133
2011-04-07,77.82,83.99564086795107,-0.07352334959453144
2011-04-08,76.41,83.78564086795106,-0.08802989141749618
2011-04-11,76.2,84.03564086795106,-0.09324187674445827
2011-04-12,76.45,83.99564086795107,-0.08983371982140731
2011-04-13,76.41,83.92564086795106,-0.08955118829269593
2011-04-14,76.34,84.55564086795107,-0.09716254035353211
2011-04-15,76.97,84.48564086795106,-0.08895761209526509
2011-04-18,76.9,84.29564086795106,-0.0877345588906111
2011-04-19,76.71,86.14564086795106,-0.10953126325236295
2011-04-20,78.56,86.45564086795106,-0.09132591914980481
2011-04-21,78.87,86.24564086795107,-0.08551899891663806
2011-04-25,78.66,87.36564086795106,-0.09964604828011525
2011-04-26,79.78,88.68564086795107,-0.10041806972124345
2011-04-27,81.1,89.04564086795106,-0.0892311043022751
2011-04-28,81.46,88.47564086795106,-0.079294603566894
2011-04-29,80.89,88.62564086795106,-0.08728445619340441
2011-05-02,81.04,88.09564086795106,-0.08009069232525301
2011-05-03,80.51,87.72564086795106,-0.0822523585642696
2011-05-04,80.14,87.19564086795106,-0.08091735776833275
2011-05-05,79.61,88.03564086795106,-0.09570715661159424
2011-05-06,80.45,90.62012888303627,-0.11222814410430704
2011-05-09,81.4,91.45012888303627,-0.10989737254378584
2011-05-10,82.23,90.92012888303627,-0.09557981263110216
2011-05-11,81.7,92.54012888303627,-0.11713976427175044
2011-05-12,83.32,91.94012888303627,-0.09375806829684308
2011-05-13,82.72,91.53012888303627,-0.0962538673390757
2011-05-16,82.31,91.93012888303628,-0.1046460937227236
2011-05-17,82.71,92.46012888303628,-0.10545225277990222
2011-05-18,83.24,93.08012888303627,-0.10571675180425777
