date,GIS,dcf,Deviation
2000-05-02,18.13,,
2000-05-03,18.94,,
2000-05-04,19.03,,
2000-05-05,19.03,,
2000-05-08,19.09,,
2000-05-09,19.13,,
2000-05-10,19.13,,
2000-05-11,19.22,,
2000-05-12,19.22,,
2000-05-15,19.25,,
2000-05-16,19.34,,
2000-05-17,19.53,,
2000-05-18,19.44,,
2000-05-19,19.91,,
2000-05-22,19.81,,
2000-05-23,19.81,,
2000-05-24,20.03,,
2000-05-25,19.91,,
2000-05-26,20.5,,
2000-05-30,20.31,,
2000-05-31,19.84,,
2000-06-01,19.81,,
2000-06-02,19.78,,
2000-06-05,19.38,,
2000-06-06,19.88,,
2000-06-07,20.0,,
2000-06-08,19.72,,
2000-06-09,19.47,,
2000-06-12,19.81,,
2000-06-13,20.0,,
2000-06-14,20.13,,
2000-06-15,20.0,,
2000-06-16,19.34,,
2000-06-19,19.31,,
2000-06-20,19.09,,
2000-06-21,18.91,,
2000-06-22,18.97,,
2000-06-23,18.94,,
2000-06-26,19.16,,
2000-06-27,19.31,,
2000-06-28,19.33,,
2000-06-29,19.31,,
2000-06-30,19.13,,
2000-07-03,19.09,,
2000-07-05,19.34,,
2000-07-06,19.13,,
2000-07-07,18.97,,
2000-07-10,18.5,,
2000-07-11,18.41,,
2000-07-12,18.38,,
2000-07-13,18.5,,
2000-07-14,18.16,,
2000-07-17,17.5,,
2000-07-18,17.44,,
2000-07-19,17.5,,
2000-07-20,17.63,,
2000-07-21,17.66,,
2000-07-24,17.44,,
2000-07-25,17.5,,
2000-07-26,17.33,,
2000-07-27,17.38,,
2000-07-28,17.41,,
2000-07-31,17.19,,
2000-08-01,17.31,,
2000-08-02,17.44,,
2000-08-03,17.59,,
2000-08-04,17.38,,
2000-08-07,17.38,,
2000-08-08,17.28,,
2000-08-09,17.13,,
2000-08-10,17.41,,
2000-08-11,17.41,,
2000-08-14,17.38,,
2000-08-15,17.25,,
2000-08-16,16.94,,
2000-08-17,16.72,,
2000-08-18,16.59,,
2000-08-21,16.47,,
2000-08-22,16.25,,
2000-08-23,16.59,,
2000-08-24,16.41,,
2000-08-25,16.16,,
2000-08-28,16.38,,
2000-08-29,16.13,,
2000-08-30,16.03,,
2000-08-31,16.07,,
2000-09-01,15.94,,
2000-09-05,15.84,,
2000-09-06,15.94,,
2000-09-07,16.0,,
2000-09-08,16.09,,
2000-09-11,15.88,,
2000-09-12,16.25,,
2000-09-13,16.41,,
2000-09-14,16.22,,
2000-09-15,16.41,,
2000-09-18,16.28,,
2000-09-19,16.31,,
2000-09-20,16.47,,
2000-09-21,16.78,,
2000-09-22,17.22,,
2000-09-25,17.0,,
2000-09-26,17.41,,
2000-09-27,17.75,,
2000-09-28,17.91,,
2000-09-29,17.75,,
2000-10-02,17.81,,
2000-10-03,17.88,,
2000-10-04,18.19,,
2000-10-05,18.5,,
2000-10-06,18.72,,
2000-10-09,18.56,,
2000-10-10,18.78,,
2000-10-11,18.84,,
2000-10-12,18.81,,
2000-10-13,18.66,,
2000-10-16,18.66,,
2000-10-17,18.44,,
2000-10-18,18.5,,
2000-10-19,18.91,,
2000-10-20,18.84,,
2000-10-23,19.09,,
2000-10-24,19.28,,
2000-10-25,19.56,,
2000-10-26,19.63,,
2000-10-27,19.81,,
2000-10-30,20.5,,
2000-10-31,20.88,,
2000-11-01,20.56,,
2000-11-02,20.25,,
2000-11-03,20.16,,
2000-11-06,20.38,,
2000-11-07,20.16,,
2000-11-08,20.47,,
2000-11-09,20.38,,
2000-11-10,20.5,,
2000-11-13,20.31,,
2000-11-14,20.13,,
2000-11-15,20.19,,
2000-11-16,20.16,,
2000-11-17,20.03,,
2000-11-20,20.19,,
2000-11-21,20.97,,
2000-11-22,21.03,,
2000-11-24,20.63,,
2000-11-27,20.69,,
2000-11-28,20.41,,
2000-11-29,20.84,,
2000-11-30,20.56,,
2000-12-01,20.38,,
2000-12-04,20.44,,
2000-12-05,20.16,,
2000-12-06,19.75,,
2000-12-07,20.0,,
2000-12-08,20.38,,
2000-12-11,19.59,,
2000-12-12,19.66,,
2000-12-13,19.84,,
2000-12-14,19.97,,
2000-12-15,19.81,,
2000-12-18,20.56,,
2000-12-19,20.44,,
2000-12-20,20.84,,
2000-12-21,20.84,,
2000-12-22,21.25,,
2000-12-26,21.88,,
2000-12-27,22.06,,
2000-12-28,22.16,,
2000-12-29,22.28,,
2001-01-02,22.0,,
2001-01-03,21.59,,
2001-01-04,20.94,,
2001-01-05,21.41,,
2001-01-08,21.53,,
2001-01-09,21.53,,
2001-01-10,21.34,,
2001-01-11,20.75,,
2001-01-12,20.5,,
2001-01-16,21.0,,
2001-01-17,20.63,,
2001-01-18,20.56,,
2001-01-19,20.28,,
2001-01-22,20.34,,
2001-01-23,20.38,,
2001-01-24,20.19,,
2001-01-25,20.25,,
2001-01-26,20.28,,
2001-01-29,20.16,,
2001-01-30,20.37,,
2001-01-31,20.95,,
2001-02-01,20.98,,
2001-02-02,20.75,,
2001-02-05,21.07,,
2001-02-06,21.67,,
2001-02-07,22.13,,
2001-02-08,22.11,,
2001-02-09,21.6,,
2001-02-12,21.74,,
2001-02-13,22.16,,
2001-02-14,21.87,,
2001-02-15,21.98,,
2001-02-16,22.12,,
2001-02-20,22.31,,
2001-02-21,22.15,,
2001-02-22,21.7,,
2001-02-23,21.74,,
2001-02-26,21.97,,
2001-02-27,22.04,,
2001-02-28,22.42,,
2001-03-01,22.53,,
2001-03-02,22.82,,
2001-03-05,23.07,,
2001-03-06,22.61,,
2001-03-07,22.55,,
2001-03-08,22.4,,
2001-03-09,22.3,,
2001-03-12,22.24,,
2001-03-13,22.07,,
2001-03-14,21.65,,
2001-03-15,21.59,,
2001-03-16,21.5,,
2001-03-19,21.33,,
2001-03-20,21.38,,
2001-03-21,21.5,,
2001-03-22,20.97,,
2001-03-23,20.91,,
2001-03-26,20.88,,
2001-03-27,21.34,,
2001-03-28,21.42,,
2001-03-29,21.43,,
2001-03-30,21.5,,
2001-04-02,21.4,,
2001-04-03,21.25,,
2001-04-04,21.25,,
2001-04-05,20.79,,
2001-04-06,20.35,,
2001-04-09,20.42,,
2001-04-10,20.25,,
2001-04-11,20.08,,
2001-04-12,20.25,,
2001-04-16,20.16,,
2001-04-17,20.2,,
2001-04-18,19.94,,
2001-04-19,19.86,,
2001-04-20,19.07,,
2001-04-23,18.99,,
2001-04-24,18.77,,
2001-04-25,18.83,,
2001-04-26,19.4,,
2001-04-27,19.5,,
2001-04-30,19.71,,
2001-05-01,19.9,,
2001-05-02,20.2,,
2001-05-03,19.99,,
2001-05-04,20.34,,
2001-05-07,20.27,,
2001-05-08,20.48,,
2001-05-09,20.3,,
2001-05-10,20.0,,
2001-05-11,19.92,,
2001-05-14,20.03,,
2001-05-15,19.99,,
2001-05-16,20.3,,
2001-05-17,19.98,,
2001-05-18,20.07,,
2001-05-21,20.45,,
2001-05-22,20.74,,
2001-05-23,20.88,,
2001-05-24,21.22,,
2001-05-25,21.1,,
2001-05-29,21.28,,
2001-05-30,21.2,,
2001-05-31,21.18,,
2001-06-01,21.33,,
2001-06-04,21.4,,
2001-06-05,21.48,,
2001-06-06,21.46,,
2001-06-07,21.56,,
2001-06-08,21.46,,
2001-06-11,21.4,,
2001-06-12,21.42,,
2001-06-13,21.36,,
2001-06-14,21.41,,
2001-06-15,21.42,,
2001-06-18,21.35,,
2001-06-19,21.43,,
2001-06-20,21.5,,
2001-06-21,21.5,,
2001-06-22,21.55,,
2001-06-25,21.26,,
2001-06-26,21.15,,
2001-06-27,21.4,,
2001-06-28,21.63,,
2001-06-29,21.89,,
2001-07-02,21.88,,
2001-07-03,21.89,,
2001-07-05,21.87,,
2001-07-06,21.78,,
2001-07-09,21.75,,
2001-07-10,21.79,,
2001-07-11,22.04,,
2001-07-12,21.84,,
2001-07-13,21.73,,
2001-07-16,21.75,,
2001-07-17,22.0,,
2001-07-18,22.05,,
2001-07-19,21.99,,
2001-07-20,22.13,,
2001-07-23,22.12,,
2001-07-24,22.15,,
2001-07-25,22.6,,
2001-07-26,22.23,,
2001-07-27,21.85,,
2001-07-30,21.7,,
2001-07-31,21.99,,
2001-08-01,21.83,,
2001-08-02,22.02,,
2001-08-03,21.71,,
2001-08-06,21.47,,
2001-08-07,21.58,,
2001-08-08,21.46,,
2001-08-09,22.08,,
2001-08-10,22.25,,
2001-08-13,21.9,,
2001-08-14,21.93,,
2001-08-15,22.1,,
2001-08-16,22.05,,
2001-08-17,22.15,,
2001-08-20,22.23,,
2001-08-21,22.5,,
2001-08-22,22.54,,
2001-08-23,22.53,,
2001-08-24,22.42,,
2001-08-27,22.35,,
2001-08-28,22.26,,
2001-08-29,22.03,,
2001-08-30,22.01,,
2001-08-31,22.17,,
2001-09-04,22.37,,
2001-09-05,22.46,,
2001-09-06,22.56,,
2001-09-07,22.63,,
2001-09-10,22.87,,
2001-09-17,22.52,,
2001-09-18,23.2,,
2001-09-19,23.01,,
2001-09-20,22.85,,
2001-09-21,21.7,,
2001-09-24,22.33,,
2001-09-25,22.35,,
2001-09-26,22.31,,
2001-09-27,22.61,,
2001-09-28,22.75,,
2001-10-01,22.3,,
2001-10-02,22.05,,
2001-10-03,21.72,,
2001-10-04,21.58,,
2001-10-05,21.74,,
2001-10-08,21.48,,
2001-10-09,21.47,,
2001-10-10,21.7,,
2001-10-11,21.6,,
2001-10-12,21.38,,
2001-10-15,21.48,,
2001-10-16,21.49,,
2001-10-17,21.5,,
2001-10-18,21.49,,
2001-10-19,21.5,,
2001-10-22,21.58,,
2001-10-23,21.6,,
2001-10-24,21.93,,
2001-10-25,22.2,,
2001-10-26,22.42,,
2001-10-29,22.46,,
2001-10-30,22.5,,
2001-10-31,22.96,,
2001-11-01,23.5,,
2001-11-02,24.48,,
2001-11-05,25.1,,
2001-11-06,25.12,,
2001-11-07,25.4,,
2001-11-08,24.81,,
2001-11-09,24.38,,
2001-11-12,24.57,,
2001-11-13,24.73,,
2001-11-14,25.0,,
2001-11-15,24.75,,
2001-11-16,24.24,,
2001-11-19,24.0,,
2001-11-20,24.0,,
2001-11-21,24.12,,
2001-11-23,24.3,,
2001-11-26,24.28,,
2001-11-27,23.95,,
2001-11-28,24.26,,
2001-11-29,24.42,,
2001-11-30,24.67,,
2001-12-03,25.18,,
2001-12-04,25.21,,
2001-12-05,25.01,,
2001-12-06,24.53,,
2001-12-07,24.55,,
2001-12-10,24.43,,
2001-12-11,24.38,,
2001-12-12,24.17,,
2001-12-13,24.58,,
2001-12-14,24.78,,
2001-12-17,24.75,,
2001-12-18,25.2,,
2001-12-19,25.67,,
2001-12-20,25.65,,
2001-12-21,25.95,,
2001-12-24,25.87,,
2001-12-26,26.18,,
2001-12-27,26.43,,
2001-12-28,26.18,,
2001-12-31,26.0,,
2002-01-02,25.48,,
2002-01-03,25.49,,
2002-01-04,25.06,,
2002-01-07,24.67,,
2002-01-08,24.67,,
2002-01-09,24.29,,
2002-01-10,24.24,,
2002-01-11,24.24,,
2002-01-14,24.47,,
2002-01-15,24.75,,
2002-01-16,24.58,,
2002-01-17,24.69,,
2002-01-18,24.98,,
2002-01-22,24.96,,
2002-01-23,24.73,,
2002-01-24,24.34,,
2002-01-25,24.23,,
2002-01-28,24.14,,
2002-01-29,24.03,,
2002-01-30,24.68,,
2002-01-31,24.78,,
2002-02-01,24.42,,
2002-02-04,24.33,,
2002-02-05,24.36,,
2002-02-06,21.78,,
2002-02-07,22.45,,
2002-02-08,23.0,,
2002-02-11,23.11,,
2002-02-12,23.32,,
2002-02-13,22.99,,
2002-02-14,23.42,,
2002-02-15,23.43,,
2002-02-19,23.3,,
2002-02-20,23.75,,
2002-02-21,23.14,,
2002-02-22,23.64,,
2002-02-25,23.76,,
2002-02-26,23.88,,
2002-02-27,23.68,,
2002-02-28,23.12,,
2002-03-01,22.97,,
2002-03-04,22.0,,
2002-03-05,22.5,,
2002-03-06,22.72,,
2002-03-07,22.7,,
2002-03-08,23.0,,
2002-03-11,23.14,,
2002-03-12,23.4,,
2002-03-13,23.43,,
2002-03-14,23.68,,
2002-03-15,24.14,,
2002-03-18,24.01,,
2002-03-19,24.0,,
2002-03-20,23.62,,
2002-03-21,24.0,,
2002-03-22,24.15,,
2002-03-25,24.26,,
2002-03-26,24.57,,
2002-03-27,24.44,,
2002-03-28,24.42,,
2002-04-01,24.13,,
2002-04-02,24.14,,
2002-04-03,24.08,,
2002-04-04,24.59,,
2002-04-05,24.59,,
2002-04-08,24.61,,
2002-04-09,24.83,,
2002-04-10,24.92,,
2002-04-11,24.9,,
2002-04-12,25.09,,
2002-04-15,24.58,,
2002-04-16,25.0,,
2002-04-17,24.5,,
2002-04-18,24.65,,
2002-04-19,24.9,,
2002-04-22,24.95,,
2002-04-23,25.01,,
2002-04-24,24.54,,
2002-04-25,22.65,,
2002-04-26,21.47,,
2002-04-29,21.51,,
2002-04-30,22.03,,
2002-05-01,22.28,,
2002-05-02,22.79,,
2002-05-03,22.58,,
2002-05-06,22.32,,
2002-05-07,22.0,,
2002-05-08,22.15,,
2002-05-09,22.21,,
2002-05-10,22.22,,
2002-05-13,22.21,,
2002-05-14,22.3,,
2002-05-15,22.06,,
2002-05-16,22.34,,
2002-05-17,22.25,,
2002-05-20,22.05,,
2002-05-21,22.18,,
2002-05-22,22.62,,
2002-05-23,22.53,,
2002-05-24,22.55,,
2002-05-28,22.33,,
2002-05-29,22.5,,
2002-05-30,22.47,,
2002-05-31,22.75,,
2002-06-03,22.5,,
2002-06-04,22.33,,
2002-06-05,22.59,,
2002-06-06,22.25,,
2002-06-07,22.16,,
2002-06-10,22.05,,
2002-06-11,21.86,,
2002-06-12,21.81,,
2002-06-13,21.74,,
2002-06-14,21.46,,
2002-06-17,21.8,,
2002-06-18,21.9,,
2002-06-19,21.95,,
2002-06-20,21.75,,
2002-06-21,21.64,,
2002-06-24,21.48,,
2002-06-25,21.42,,
2002-06-26,22.18,,
2002-06-27,22.6,,
2002-06-28,22.04,,
2002-07-01,22.03,,
2002-07-02,21.96,,
2002-07-03,21.71,,
2002-07-05,22.13,,
2002-07-08,22.17,,
2002-07-09,21.77,,
2002-07-10,21.67,,
2002-07-11,21.6,,
2002-07-12,21.08,,
2002-07-15,21.68,,
2002-07-16,21.13,,
2002-07-17,21.4,,
2002-07-18,20.12,,
2002-07-19,19.5,,
2002-07-22,19.2,,
2002-07-23,19.26,,
2002-07-24,19.95,,
2002-07-25,19.85,,
2002-07-26,19.92,,
2002-07-29,20.14,,
2002-07-30,20.24,,
2002-07-31,20.73,,
2002-08-01,20.58,,
2002-08-02,20.58,,
2002-08-05,20.52,,
2002-08-06,20.33,,
2002-08-07,20.85,,
2002-08-08,21.37,,
2002-08-09,21.43,,
2002-08-12,21.31,,
2002-08-13,21.18,,
2002-08-14,21.7,,
2002-08-15,21.42,,
2002-08-16,21.2,,
2002-08-19,21.06,,
2002-08-20,20.72,,
2002-08-21,20.71,,
2002-08-22,20.76,,
2002-08-23,20.86,,
2002-08-26,21.13,,
2002-08-27,21.35,,
2002-08-28,21.37,,
2002-08-29,20.8,,
2002-08-30,21.05,,
2002-09-03,20.56,,
2002-09-04,20.69,,
2002-09-05,20.67,,
2002-09-06,20.79,,
2002-09-09,21.07,,
2002-09-10,20.98,,
2002-09-11,21.02,,
2002-09-12,20.78,,
2002-09-13,21.13,,
2002-09-16,21.38,,
2002-09-17,21.1,,
2002-09-18,21.49,,
2002-09-19,21.4,,
2002-09-20,21.82,,
2002-09-23,21.57,,
2002-09-24,22.2,,
2002-09-25,21.87,,
2002-09-26,22.59,,
2002-09-27,22.1,,
2002-09-30,22.21,,
2002-10-01,22.76,,
2002-10-02,22.12,,
2002-10-03,22.57,,
2002-10-04,22.3,,
2002-10-07,21.99,,
2002-10-08,22.11,,
2002-10-09,21.5,,
2002-10-10,21.2,,
2002-10-11,20.75,,
2002-10-14,21.42,,
2002-10-15,21.41,,
2002-10-16,21.33,,
2002-10-17,21.2,,
2002-10-18,20.84,,
2002-10-21,21.92,,
2002-10-22,20.63,,
2002-10-23,20.72,,
2002-10-24,20.5,,
2002-10-25,20.3,,
2002-10-28,20.07,,
2002-10-29,20.47,,
2002-10-30,20.42,,
2002-10-31,20.66,,
2002-11-01,20.88,,
2002-11-04,20.96,,
2002-11-05,21.3,,
2002-11-06,21.16,,
2002-11-07,21.15,,
2002-11-08,20.92,,
2002-11-11,21.23,,
2002-11-12,21.48,,
2002-11-13,21.64,,
2002-11-14,21.99,,
2002-11-15,22.21,,
2002-11-18,21.99,,
2002-11-19,22.51,,
2002-11-20,22.74,,
2002-11-21,22.74,,
2002-11-22,22.98,,
2002-11-25,22.46,1747000000.0,-0.9999999871436749
2002-11-26,22.38,1747000000.0,-0.9999999871894677
2002-11-27,22.3,1747000000.0,-0.9999999872352604
2002-11-29,22.31,1747000000.0,-0.9999999872295363
2002-12-02,21.92,1747000000.0,-0.9999999874527762
2002-12-03,21.98,1747000000.0,-0.9999999874184315
2002-12-04,22.22,1747000000.0,-0.9999999872810532
2002-12-05,22.1,1747000000.0,-0.9999999873497424
2002-12-06,22.05,1747000000.0,-0.9999999873783629
2002-12-09,21.95,1747000000.0,-0.9999999874356039
2002-12-10,22.17,1747000000.0,-0.9999999873096738
2002-12-11,21.99,1747000000.0,-0.9999999874127075
2002-12-12,21.59,1747000000.0,-0.9999999876416714
2002-12-13,21.75,1747000000.0,-0.9999999875500859
2002-12-16,22.01,1747000000.0,-0.9999999874012593
2002-12-17,22.45,1747000000.0,-0.999999987149399
2002-12-18,22.99,1747000000.0,-0.9999999868402977
2002-12-19,23.11,1747000000.0,-0.9999999867716085
2002-12-20,23.33,1747000000.0,-0.9999999866456784
2002-12-23,23.48,1747000000.0,-0.9999999865598168
2002-12-24,23.44,1747000000.0,-0.9999999865827133
2002-12-26,23.35,1747000000.0,-0.9999999866342301
2002-12-27,23.18,1747000000.0,-0.9999999867315398
2002-12-30,23.43,1747000000.0,-0.9999999865884374
2002-12-31,23.48,1747000000.0,-0.9999999865598168
2003-01-02,23.83,1747000000.0,-0.9999999863594734
2003-01-03,23.75,1747000000.0,-0.9999999864052662
2003-01-06,23.76,1747000000.0,-0.999999986399542
2003-01-07,23.4,1747000000.0,-0.9999999866056096
2003-01-08,23.25,1747000000.0,-0.999999986691471
2003-01-09,23.5,1747000000.0,-0.9999999865483686
2003-01-10,23.63,1747000000.0,-0.9999999864739554
2003-01-13,23.99,1747000000.0,-0.9999999862678878
2003-01-14,24.0,1747000000.0,-0.9999999862621637
2003-01-15,23.96,1747000000.0,-0.9999999862850601
2003-01-16,23.92,1747000000.0,-0.9999999863079565
2003-01-17,23.78,1747000000.0,-0.9999999863880938
2003-01-21,23.5,1747000000.0,-0.9999999865483686
2003-01-22,23.4,1747000000.0,-0.9999999866056096
2003-01-23,23.29,1747000000.0,-0.9999999866685747
2003-01-24,23.0,1747000000.0,-0.9999999868345736
2003-01-27,22.74,1747000000.0,-0.9999999869834001
2003-01-28,22.88,1747000000.0,-0.9999999869032627
2003-01-29,22.35,1747000000.0,-0.99999998720664
2003-01-30,22.08,1747000000.0,-0.9999999873611907
2003-01-31,22.47,1747000000.0,-0.9999999871379508
2003-02-03,22.51,1747000000.0,-0.9999999871150543
2003-02-04,22.27,1747000000.0,-0.9999999872524328
2003-02-05,22.31,1747000000.0,-0.9999999872295363
2003-02-06,22.1,1747000000.0,-0.9999999873497424
2003-02-07,22.21,1747000000.0,-0.9999999872867773
2003-02-10,22.41,1747000000.0,-0.9999999871722953
2003-02-11,22.13,1747000000.0,-0.9999999873325701
2003-02-12,22.05,1747000000.0,-0.9999999873783629
2003-02-13,22.08,1747000000.0,-0.9999999873611907
2003-02-14,22.64,1747000000.0,-0.9999999870406411
2003-02-18,22.58,1747000000.0,-0.9999999870749857
2003-02-19,22.55,1747000000.0,-0.999999987092158
2003-02-20,21.88,1747000000.0,-0.9999999874756725
2003-02-21,22.03,1202000000.0,-0.9999999816722129
2003-02-24,21.72,1202000000.0,-0.9999999819301165
2003-02-25,21.99,1202000000.0,-0.9999999817054909
2003-02-26,21.8,1202000000.0,-0.9999999818635608
2003-02-27,21.55,1202000000.0,-0.9999999820715474
2003-02-28,21.43,1202000000.0,-0.9999999821713811
2003-03-03,21.6,1202000000.0,-0.9999999820299501
2003-03-04,21.08,1202000000.0,-0.9999999824625624
2003-03-05,21.15,1202000000.0,-0.9999999824043261
2003-03-06,20.98,1202000000.0,-0.9999999825457571
2003-03-07,21.1,1202000000.0,-0.9999999824459235
2003-03-10,20.92,1202000000.0,-0.9999999825956739
2003-03-11,21.14,1202000000.0,-0.9999999824126455
2003-03-12,21.35,1202000000.0,-0.9999999822379367
2003-03-13,21.67,1202000000.0,-0.9999999819717138
2003-03-14,21.69,1202000000.0,-0.9999999819550749
2003-03-17,22.3,1202000000.0,-0.9999999814475874
2003-03-18,22.44,1202000000.0,-0.9999999813311148
2003-03-19,22.47,1202000000.0,-0.9999999813061564
2003-03-20,22.55,1202000000.0,-0.9999999812396007
2003-03-21,23.36,1202000000.0,-0.9999999805657238
2003-03-24,23.01,1202000000.0,-0.9999999808569051
2003-03-25,23.34,1202000000.0,-0.9999999805823627
2003-03-26,23.17,1202000000.0,-0.9999999807237937
2003-03-27,23.18,1202000000.0,-0.9999999807154742
2003-03-28,23.03,1202000000.0,-0.9999999808402662
2003-03-31,22.78,1202000000.0,-0.9999999810482529
2003-04-01,22.88,1202000000.0,-0.9999999809650583
2003-04-02,23.24,1202000000.0,-0.9999999806655574
2003-04-03,22.91,1202000000.0,-0.9999999809400998
2003-04-04,22.92,1202000000.0,-0.9999999809317803
2003-04-07,22.84,1202000000.0,-0.9999999809983361
2003-04-08,22.9,1202000000.0,-0.9999999809484194
2003-04-09,22.83,1202000000.0,-0.9999999810066555
2003-04-10,22.67,1202000000.0,-0.9999999811397671
2003-04-11,22.65,1202000000.0,-0.999999981156406
2003-04-14,23.04,1202000000.0,-0.9999999808319467
2003-04-15,22.8,1202000000.0,-0.999999981031614
2003-04-16,22.48,1202000000.0,-0.999999981297837
2003-04-17,22.82,1202000000.0,-0.999999981014975
2003-04-21,22.7,1202000000.0,-0.9999999811148087
2003-04-22,22.83,1202000000.0,-0.9999999810066555
2003-04-23,22.72,1202000000.0,-0.9999999810981697
2003-04-24,22.56,1202000000.0,-0.9999999812312812
2003-04-25,22.53,1202000000.0,-0.9999999812562396
2003-04-28,22.63,1202000000.0,-0.9999999811730449
2003-04-29,22.65,1202000000.0,-0.999999981156406
2003-04-30,22.56,1202000000.0,-0.9999999812312812
2003-05-01,22.4,1202000000.0,-0.9999999813643927
2003-05-02,22.26,1202000000.0,-0.9999999814808652
2003-05-05,22.13,1202000000.0,-0.9999999815890183
2003-05-06,22.29,1202000000.0,-0.9999999814559069
2003-05-07,22.35,1202000000.0,-0.99999998140599
2003-05-08,22.38,1202000000.0,-0.9999999813810316
2003-05-09,22.76,1202000000.0,-0.9999999810648919
2003-05-12,22.98,1202000000.0,-0.9999999808818636
2003-05-13,22.81,1202000000.0,-0.9999999810232945
2003-05-14,22.86,1202000000.0,-0.9999999809816972
2003-05-15,22.72,1202000000.0,-0.9999999810981697
2003-05-16,22.42,1202000000.0,-0.9999999813477537
2003-05-19,22.46,1202000000.0,-0.9999999813144759
2003-05-20,22.65,1202000000.0,-0.999999981156406
2003-05-21,22.75,1202000000.0,-0.9999999810732113
2003-05-22,23.14,1202000000.0,-0.9999999807487521
2003-05-23,23.28,703000000.0,-0.9999999668847795
2003-05-27,23.17,703000000.0,-0.9999999670412518
2003-05-28,23.06,703000000.0,-0.999999967197724
2003-05-29,23.04,703000000.0,-0.9999999672261736
2003-05-30,23.39,703000000.0,-0.9999999667283073
2003-06-02,23.53,703000000.0,-0.9999999665291608
2003-06-03,23.72,703000000.0,-0.9999999662588904
2003-06-04,23.78,703000000.0,-0.9999999661735419
2003-06-05,23.92,703000000.0,-0.9999999659743954
2003-06-06,24.0,703000000.0,-0.9999999658605975
2003-06-09,23.83,703000000.0,-0.9999999661024183
2003-06-10,23.73,703000000.0,-0.9999999662446657
2003-06-11,23.98,703000000.0,-0.9999999658890469
2003-06-12,24.11,703000000.0,-0.9999999657041252
2003-06-13,24.35,703000000.0,-0.9999999653627312
2003-06-16,24.83,703000000.0,-0.9999999646799431
2003-06-17,24.73,703000000.0,-0.9999999648221906
2003-06-18,24.58,703000000.0,-0.9999999650355619
2003-06-19,24.04,703000000.0,-0.9999999658036984
2003-06-20,23.75,703000000.0,-0.9999999662162162
2003-06-23,24.05,703000000.0,-0.9999999657894737
2003-06-24,23.82,703000000.0,-0.999999966116643
2003-06-25,23.9,703000000.0,-0.9999999660028449
2003-06-26,23.87,703000000.0,-0.9999999660455192
2003-06-27,23.75,703000000.0,-0.9999999662162162
2003-06-30,23.71,703000000.0,-0.9999999662731153
2003-07-01,23.9,703000000.0,-0.9999999660028449
2003-07-02,23.8,703000000.0,-0.9999999661450925
2003-07-03,23.71,703000000.0,-0.9999999662731153
2003-07-07,23.85,703000000.0,-0.9999999660739687
2003-07-08,23.55,703000000.0,-0.9999999665007112
2003-07-09,23.55,703000000.0,-0.9999999665007112
2003-07-10,23.8,703000000.0,-0.9999999661450925
2003-07-11,24.32,703000000.0,-0.9999999654054054
2003-07-14,24.07,703000000.0,-0.9999999657610242
2003-07-15,24.13,703000000.0,-0.9999999656756757
2003-07-16,24.06,703000000.0,-0.999999965775249
2003-07-17,23.78,703000000.0,-0.9999999661735419
2003-07-18,23.73,703000000.0,-0.9999999662446657
2003-07-21,23.34,703000000.0,-0.999999966799431
2003-07-22,23.54,703000000.0,-0.999999966514936
2003-07-23,23.64,703000000.0,-0.9999999663726885
2003-07-24,23.38,703000000.0,-0.999999966742532
2003-07-25,23.67,703000000.0,-0.9999999663300142
2003-07-28,23.52,703000000.0,-0.9999999665433855
2003-07-29,23.08,703000000.0,-0.9999999671692745
2003-07-30,23.16,703000000.0,-0.9999999670554766
2003-07-31,22.93,703000000.0,-0.9999999673826458
2003-08-01,22.83,703000000.0,-0.9999999675248933
2003-08-04,22.84,703000000.0,-0.9999999675106686
2003-08-05,22.7,703000000.0,-0.999999967709815
2003-08-06,22.75,703000000.0,-0.9999999676386914
2003-08-07,22.85,703000000.0,-0.9999999674964438
2003-08-08,23.07,703000000.0,-0.9999999671834993
2003-08-11,23.08,703000000.0,-0.9999999671692745
2003-08-12,23.17,703000000.0,-0.9999999670412518
2003-08-13,23.16,703000000.0,-0.9999999670554766
2003-08-14,23.35,703000000.0,-0.9999999667852063
2003-08-15,23.37,703000000.0,-0.9999999667567567
2003-08-18,23.25,703000000.0,-0.9999999669274537
2003-08-19,23.06,703000000.0,-0.999999967197724
2003-08-20,23.07,703000000.0,-0.9999999671834993
2003-08-21,23.15,703000000.0,-0.9999999670697013
2003-08-22,23.13,565000000.0,-0.9999999590619469
2003-08-25,23.14,565000000.0,-0.9999999590442478
2003-08-26,23.14,565000000.0,-0.9999999590442478
2003-08-27,23.14,565000000.0,-0.9999999590442478
2003-08-28,23.22,565000000.0,-0.9999999589026549
2003-08-29,23.18,565000000.0,-0.9999999589734513
2003-09-02,23.39,565000000.0,-0.9999999586017699
2003-09-03,23.47,565000000.0,-0.999999958460177
2003-09-04,23.43,565000000.0,-0.9999999585309735
2003-09-05,23.32,565000000.0,-0.9999999587256637
2003-09-08,23.4,565000000.0,-0.9999999585840708
2003-09-09,23.63,565000000.0,-0.9999999581769912
2003-09-10,23.51,565000000.0,-0.9999999583893805
2003-09-11,23.62,565000000.0,-0.9999999581946902
2003-09-12,23.61,565000000.0,-0.9999999582123894
2003-09-15,23.55,565000000.0,-0.9999999583185841
2003-09-16,23.87,565000000.0,-0.9999999577522124
2003-09-17,23.64,565000000.0,-0.999999958159292
