date,TEL,dcf,Deviation
2008-02-22,34.53,,
2008-02-25,34.68,,
2008-02-26,34.67,,
2008-02-27,34.44,,
2008-02-28,33.49,,
2008-02-29,32.9,,
2008-03-03,32.95,,
2008-03-04,32.91,,
2008-03-05,32.69,,
2008-03-06,32.47,,
2008-03-07,32.43,,
2008-03-10,31.43,,
2008-03-11,32.18,,
2008-03-12,32.23,,
2008-03-13,32.08,,
2008-03-14,31.73,,
2008-03-17,31.18,,
2008-03-18,32.14,,
2008-03-19,32.01,,
2008-03-20,32.86,,
2008-03-24,33.8,,
2008-03-25,33.61,,
2008-03-26,34.04,,
2008-03-27,33.47,,
2008-03-28,33.83,,
2008-03-31,34.32,,
2008-04-01,34.48,,
2008-04-02,35.0,,
2008-04-03,34.97,,
2008-04-04,35.84,,
2008-04-07,35.8,,
2008-04-08,35.03,,
2008-04-09,34.93,,
2008-04-10,34.74,,
2008-04-11,34.14,,
2008-04-14,34.43,,
2008-04-15,34.04,,
2008-04-16,34.92,,
2008-04-17,35.38,,
2008-04-18,36.87,,
2008-04-21,36.38,,
2008-04-22,35.5,,
2008-04-23,36.07,,
2008-04-24,37.19,,
2008-04-25,37.61,,
2008-04-28,37.18,,
2008-04-29,37.63,,
2008-04-30,37.41,,
2008-05-01,39.95,,
2008-05-02,39.81,,
2008-05-05,39.19,,
2008-05-06,38.59,,
2008-05-07,37.9,,
2008-05-08,38.24,,
2008-05-09,38.15,,
2008-05-12,38.33,,
2008-05-13,38.09,,
2008-05-14,37.74,,
2008-05-15,37.42,,
2008-05-16,39.17,,
2008-05-19,39.06,,
2008-05-20,38.38,,
2008-05-21,38.03,,
2008-05-22,37.79,,
2008-05-23,38.13,,
2008-05-27,39.15,,
2008-05-28,39.38,,
2008-05-29,39.49,,
2008-05-30,40.12,,
2008-06-02,39.81,,
2008-06-03,39.05,,
2008-06-04,38.93,,
2008-06-05,38.99,,
2008-06-06,38.29,,
2008-06-09,38.79,,
2008-06-10,38.3,,
2008-06-11,37.44,,
2008-06-12,38.01,,
2008-06-13,38.55,,
2008-06-16,39.1,,
2008-06-17,38.32,,
2008-06-18,37.2,,
2008-06-19,37.64,,
2008-06-20,36.81,,
2008-06-23,36.25,,
2008-06-24,37.01,,
2008-06-25,36.74,,
2008-06-26,35.6,,
2008-06-27,36.03,,
2008-06-30,35.82,,
2008-07-01,35.45,,
2008-07-02,35.39,,
2008-07-03,35.14,,
2008-07-07,35.11,,
2008-07-08,35.18,,
2008-07-09,34.93,,
2008-07-10,35.35,,
2008-07-11,34.91,,
2008-07-14,34.51,,
2008-07-15,34.74,,
2008-07-16,35.21,,
2008-07-17,36.92,,
2008-07-18,36.38,,
2008-07-21,36.07,,
2008-07-22,36.91,,
2008-07-23,37.4,,
2008-07-24,36.25,,
2008-07-25,36.38,,
2008-07-28,35.51,,
2008-07-29,35.57,,
2008-07-30,33.74,,
2008-07-31,33.14,,
2008-08-01,32.74,,
2008-08-04,32.47,,
2008-08-05,33.15,,
2008-08-06,33.8,,
2008-08-07,33.43,,
2008-08-08,34.3,,
2008-08-11,34.73,,
2008-08-12,34.68,,
2008-08-13,34.25,,
2008-08-14,34.64,,
2008-08-15,34.38,,
2008-08-18,34.47,,
2008-08-19,34.35,,
2008-08-20,33.44,,
2008-08-21,33.19,,
2008-08-22,32.9,,
2008-08-25,32.1,,
2008-08-26,32.0,,
2008-08-27,32.07,,
2008-08-28,32.9,,
2008-08-29,32.91,,
2008-09-02,32.84,,
2008-09-03,31.79,,
2008-09-04,30.55,,
2008-09-05,30.5,,
2008-09-08,30.39,,
2008-09-09,30.13,,
2008-09-10,30.17,,
2008-09-11,30.07,,
2008-09-12,29.89,,
2008-09-15,28.33,,
2008-09-16,28.04,,
2008-09-17,26.9,,
2008-09-18,26.9,,
2008-09-19,30.15,,
2008-09-22,29.15,,
2008-09-23,28.36,,
2008-09-24,28.25,,
2008-09-25,28.35,,
2008-09-26,27.39,27.234567901234566,0.005707162284678269
2008-09-29,25.0,29.894567901234566,-0.16372766843144215
2008-09-30,27.66,29.84456790123457,-0.07319817490620129
2008-10-01,27.61,27.994567901234568,-0.013737232972887203
2008-10-02,25.76,27.88456790123457,-0.07619153033891923
2008-10-03,25.65,27.354567901234567,-0.06231383026736237
2008-10-06,25.12,25.34456790123457,-0.00886059301187092
2008-10-07,23.11,24.38456790123457,-0.05226944789003374
2008-10-08,22.15,23.22456790123457,-0.046268585310362154
2008-10-09,20.99,22.604567901234567,-0.071426620862166
2008-10-10,20.37,24.554567901234567,-0.17041912193552267
2008-10-13,22.32,24.75456790123457,-0.09834822853495062
2008-10-14,22.52,22.834567901234568,-0.013775951557093435
2008-10-15,20.6,23.034567901234567,-0.10569192839532626
2008-10-16,20.8,22.374567901234567,-0.07037310879856973
2008-10-17,20.14,23.194567901234567,-0.13169324448040187
2008-10-20,20.96,22.79456790123457,-0.08048267943412979
2008-10-21,20.56,22.18456790123457,-0.07322963911071545
2008-10-22,19.95,21.63456790123457,-0.0778646427756221
2008-10-23,19.4,19.924567901234568,-0.026327692717595386
2008-10-24,17.69,19.11456790123457,-0.07452786317720306
2008-10-27,16.88,20.874567901234567,-0.19136050720352016
2008-10-28,18.64,19.994567901234568,-0.0677467954259181
2008-10-29,17.76,20.84456790123457,-0.14797945996529283
2008-10-30,18.61,21.674567901234568,-0.14139003440340847
2008-10-31,19.44,22.124567901234567,-0.1213387720482787
2008-11-03,19.89,22.554567901234567,-0.11813872528627412
2008-11-04,20.32,21.244567901234568,-0.04352020269524237
2008-11-05,19.01,19.014567901234567,-0.0002402316612343247
2008-11-06,16.78,19.91456790123457,-0.157400748877923
2008-11-07,17.68,18.234567901234566,-0.030412999322951828
2008-11-10,16.0,16.36456790123457,-0.022277881300310165
2008-11-11,14.13,15.334567901234568,-0.07855245149343848
2008-11-12,13.1,17.09456790123457,-0.23367469270434627
2008-11-13,14.86,16.734567901234566,-0.11201770564367386
2008-11-14,14.5,16.34456790123457,-0.11285510344358762
2008-11-17,14.11,16.79456790123457,-0.15984739333705789
2008-11-18,14.56,16.25456790123457,-0.10425179626619685
2008-11-19,14.02,15.204567901234569,-0.07790868566139164
2008-11-20,12.97,16.834567901234568,-0.22956145497213254
2008-11-21,14.6,17.234567901234566,-0.1528653295128939
2008-11-24,15.0,17.534567901234567,-0.14454692670562552
2008-11-25,15.3,18.174567901234568,-0.15816430502533718
2008-11-26,15.94,18.714567901234567,-0.14825711797767627
2008-11-28,16.48,17.41456790123457,-0.053665867940847045
2008-12-01,15.18,17.644567901234566,-0.13967856368203413
2008-12-02,15.41,19.16456790123457,-0.1959119517112986
2008-12-03,16.93,18.334567901234568,-0.07660763584943775
2008-12-04,16.1,19.50456790123457,-0.17455233658465574
2008-12-05,17.27,19.894567901234566,-0.13192384545691482
2008-12-08,17.66,19.194567901234567,-0.07994803056420274
2008-12-09,16.96,19.11456790123457,-0.11271862970522128
2008-12-10,16.88,18.11456790123457,-0.06815331770350586
2008-12-11,15.88,18.29456790123457,-0.13198277840011874
2008-12-12,16.06,17.75456790123457,-0.09544405195672145
2008-12-15,15.52,18.86456790123457,-0.17729363952278432
2008-12-16,16.63,18.84456790123457,-0.1175175739152653
2008-12-17,16.61,18.68456790123457,-0.111031087911725
2008-12-18,16.45,17.95456790123457,-0.08379861378513676
2008-12-19,15.72,17.68456790123457,-0.11108939229990578
2008-12-22,15.45,17.464567901234567,-0.11535171741020622
2008-12-23,15.23,17.484567901234566,-0.12894616063548092
2008-12-24,15.25,17.464567901234567,-0.12680347511363388
2008-12-26,15.23,16.291399176954734,-0.06515089130319474
2008-12-29,15.17,17.09139917695473,-0.11241906862402806
2008-12-30,15.97,17.331399176954733,-0.07855102539932046
2008-12-31,16.21,18.351399176954732,-0.11668860539221726
2009-01-02,17.23,18.081399176954733,-0.047087018467014685
2009-01-05,16.96,18.671399176954733,-0.09165886073856933
2009-01-06,17.55,18.621399176954732,-0.05753591160220983
2009-01-07,17.5,18.171399176954733,-0.03694812768222122
2009-01-08,17.05,18.041399176954734,-0.0549513464687984
2009-01-09,16.92,18.111399176954734,-0.06578173035193713
2009-01-12,16.99,17.14139917695473,-0.008832369831179077
2009-01-13,16.02,16.311399176954733,-0.01786475665229459
2009-01-14,15.19,16.98139917695473,-0.10549184777340492
2009-01-15,15.86,16.941399176954732,-0.06383175118296913
2009-01-16,15.82,16.191399176954732,-0.022938053277282267
2009-01-20,15.07,16.701399176954734,-0.0976803895092696
2009-01-21,15.58,16.691399176954732,-0.06658514155537087
2009-01-22,15.57,16.761399176954733,-0.07107993577247351
2009-01-23,15.64,16.57139917695473,-0.05620522244434223
2009-01-26,15.45,16.861399176954734,-0.08370593461091658
2009-01-27,15.74,16.171399176954733,-0.02667667603985091
2009-01-28,15.05,15.881399176954732,-0.052350499328872924
2009-01-29,14.76,15.281399176954732,-0.034119858457793195
2009-01-30,14.16,14.851399176954732,-0.04655448074061552
2009-02-02,13.73,14.901399176954733,-0.07861001259306721
2009-02-03,13.78,15.091399176954733,-0.086897123426256
2009-02-04,13.97,15.451399176954732,-0.09587475930103406
2009-02-05,14.33,15.891399176954733,-0.09825435504880098
2009-02-06,14.77,15.751399176954733,-0.06230552384137278
2009-02-09,14.63,14.901399176954733,-0.018212999580231037
2009-02-10,13.78,15.021399176954732,-0.08264204701112277
2009-02-11,13.9,14.831399176954733,-0.06279914429125177
2009-02-12,13.71,14.971399176954732,-0.08425392724124181
2009-02-13,13.85,13.921399176954733,-0.005128735700138942
2009-02-17,12.8,13.401399176954733,-0.04487584982834536
2009-02-18,12.28,12.691399176954732,-0.03241558879510775
2009-02-19,11.57,12.131399176954732,-0.04627653980928981
2009-02-20,11.01,11.271399176954732,-0.02319136895525653
2009-02-23,10.15,11.751399176954733,-0.13627306441050713
2009-02-24,10.63,11.461399176954732,-0.07253906474406835
2009-02-25,10.34,10.871399176954732,-0.048880476956562835
2009-02-26,9.75,10.601399176954732,-0.08031007631572817
2009-02-27,9.48,10.071399176954733,-0.05872065703720353
2009-03-02,8.95,9.991399176954733,-0.1042295636988193
2009-03-03,8.87,10.221399176954732,-0.13221273854577664
2009-03-04,9.1,9.111399176954732,-0.0012510896222793777
2009-03-05,7.99,9.001399176954733,-0.11236021834739918
2009-03-06,7.88,8.561399176954733,-0.07958969823401052
2009-03-09,7.44,9.431399176954733,-0.2111456783443798
2009-03-10,8.31,9.791399176954732,-0.1512959639559367
2009-03-11,8.67,10.191399176954732,-0.14928265987215883
2009-03-12,9.07,10.631399176954732,-0.1468667624050196
2009-03-13,9.51,10.491399176954733,-0.09354321195884541
2009-03-16,9.37,10.321399176954733,-0.09217734540090117
2009-03-17,9.2,11.031399176954732,-0.1660169437781417
2009-03-18,9.91,11.671399176954733,-0.1509158542390212
2009-03-19,10.55,11.471399176954732,-0.08032142921203189
2009-03-20,10.35,12.181399176954733,-0.1503439096240643
2009-03-23,11.06,11.841399176954733,-0.06598875397051562
2009-03-24,10.72,12.111399176954732,-0.11488343804258816
2009-03-25,10.99,13.261399176954733,-0.17127899904422628
2009-03-26,12.14,13.101399176954732,-0.07338141247125929
2009-03-27,11.98,12.112984749455338,-0.010978693708114884
2009-03-30,10.54,12.612984749455338,-0.16435322729973612
2009-03-31,11.04,12.772984749455338,-0.1356757863137068
2009-04-01,11.2,14.402984749455337,-0.22238340213312113
2009-04-02,12.83,14.392984749455337,-0.10859351112106774
2009-04-03,12.82,14.142984749455337,-0.09354353220993794
2009-04-06,12.57,13.532984749455338,-0.07115834143639999
2009-04-07,11.96,13.862984749455338,-0.13727092569513955
2009-04-08,12.29,14.992984749455339,-0.1802832987976949
2009-04-09,13.42,14.642984749455337,-0.08352018187417887
2009-04-13,13.07,14.742984749455339,-0.11347666553864844
2009-04-14,13.17,14.572984749455337,-0.09627298549857966
2009-04-15,13.0,15.842984749455338,-0.179447546937333
2009-04-16,14.27,17.802984749455337,-0.1984490128579942
2009-04-17,16.23,16.522984749455336,-0.01773195060686561
2009-04-20,14.95,17.22298474945534,-0.1319739163983885
2009-04-21,15.65,17.612984749455336,-0.11145099921329571
2009-04-22,16.04,17.662984749455337,-0.09188621133273556
2009-04-23,16.09,18.622984749455338,-0.13601389806912767
2009-04-24,17.05,18.352984749455338,-0.07099579535661116
2009-04-27,16.78,18.45298474945534,-0.09066201333660773
2009-04-28,16.88,19.45298474945534,-0.13226683630271086
2009-04-29,17.88,19.012984749455338,-0.059590051976862624
2009-04-30,17.44,19.31298474945534,-0.09698059485642985
2009-05-01,17.74,20.122984749455338,-0.11842103838596008
2009-05-04,18.55,19.912984749455337,-0.06844703426454524
2009-05-05,18.34,19.712984749455337,-0.06964875014643701
2009-05-06,18.14,19.142984749455337,-0.05239437645604739
2009-05-07,17.57,19.522984749455336,-0.10003515213060965
2009-05-08,17.95,19.032984749455338,-0.05690041597318729
2009-05-11,17.46,19.42298474945534,-0.10106504096958546
2009-05-12,17.85,17.852984749455338,-0.00016718489917644241
2009-05-13,16.28,18.662984749455337,-0.12768508260849765
2009-05-14,17.09,18.372984749455338,-0.06982995778589385
2009-05-15,16.8,19.052984749455337,-0.11824838885255196
2009-05-18,17.48,19.282984749455338,-0.09350133150451534
2009-05-19,17.71,19.092984749455336,-0.07243418290033399
2009-05-20,17.52,18.42298474945534,-0.0490140312080557
2009-05-21,16.85,18.432984749455336,-0.08587783101714497
2009-05-22,16.86,19.142984749455337,-0.11925960237315103
2009-05-26,17.57,18.982984749455337,-0.07443427722797269
2009-05-27,17.41,18.99298474945534,-0.08334576004441496
2009-05-28,17.42,18.942984749455338,-0.08039835166414977
2009-05-29,17.37,20.42298474945534,-0.1494876868836108
2009-06-01,18.85,20.122984749455338,-0.06326023526354818
2009-06-02,18.55,20.362984749455336,-0.08903335005954016
2009-06-03,18.79,21.962984749455337,-0.14446965135437817
2009-06-04,20.39,21.432984749455336,-0.048662599336839474
2009-06-05,19.86,21.38298474945534,-0.07122414234028451
2009-06-08,19.81,21.532984749455338,-0.08001606695508945
2009-06-09,19.96,21.432984749455336,-0.06872513402468439
2009-06-10,19.86,21.622984749455338,-0.08153290444788142
2009-06-11,20.05,21.442984749455338,-0.0649622599526738
2009-06-12,19.87,20.83298474945534,-0.046224041395725335
2009-06-15,19.26,21.552984749455337,-0.10638826947220303
2009-06-16,19.98,21.232984749455337,-0.05901123955205956
2009-06-17,19.66,21.88298474945534,-0.10158507968208808
2009-06-18,20.31,21.79298474945534,-0.06804872148099883
2009-06-19,20.22,20.662984749455337,-0.021438565377976948
2009-06-22,19.09,20.162984749455337,-0.0532155711462472
2009-06-23,18.59,19.772984749455336,-0.059828334692258456
2009-06-24,18.2,19.572984749455337,-0.07014692787177201
2009-06-25,18.0,19.92298474945534,-0.09652091660151019
2009-06-26,18.35,21.214782608695653,-0.13503709472476122
2009-06-29,18.48,21.324782608695653,-0.13340265459661138
2009-06-30,18.59,21.204782608695652,-0.1233109839863854
2009-07-01,18.47,20.58478260869565,-0.10273524131376066
2009-07-02,17.85,19.72478260869565,-0.0950470606387902
2009-07-06,16.99,19.414782608695653,-0.12489362655081304
2009-07-07,16.68,19.444782608695654,-0.14218634706974054
2009-07-08,16.71,19.47478260869565,-0.14196731559207
2009-07-09,16.74,19.414782608695653,-0.13777041250503885
2009-07-10,16.68,19.754782608695653,-0.15564750418170614
2009-07-13,17.02,20.034782608695654,-0.15047743055555562
2009-07-14,17.3,21.484782608695653,-0.19477891328543961
2009-07-15,18.75,21.594782608695652,-0.13173471853104612
2009-07-16,18.86,21.504782608695653,-0.12298578678150462
2009-07-17,18.77,22.08478260869565,-0.15009351314105712
2009-07-20,19.35,22.094782608695652,-0.12422763587705143
2009-07-21,19.36,22.204782608695652,-0.12811576041197548
2009-07-22,19.47,23.024782608695652,-0.15438941027626196
2009-07-23,20.29,23.234782608695653,-0.12674026946107786
2009-07-24,20.5,23.414782608695653,-0.12448471794110005
2009-07-27,20.68,23.394782608695653,-0.11604222420457933
2009-07-28,20.66,23.914782608695653,-0.13609919278597926
2009-07-29,21.18,24.33478260869565,-0.12964087904234411
2009-07-30,21.6,24.204782608695652,-0.10761437732392087
2009-07-31,21.47,24.81478260869565,-0.13478992185583627
2009-08-03,22.08,24.954782608695652,-0.11519966548191518
2009-08-04,22.22,24.714782608695653,-0.10094293153191203
2009-08-05,21.98,24.42478260869565,-0.10009434466062617
2009-08-06,21.69,24.99478260869565,-0.13221889785694396
2009-08-07,22.26,25.004782608695653,-0.1097703048112535
2009-08-10,22.27,24.99478260869565,-0.10901405510715279
2009-08-11,22.26,25.51478260869565,-0.12756458319132968
2009-08-12,22.78,26.024782608695652,-0.12468048849758584
2009-08-13,23.29,25.47478260869565,-0.08576256144183503
2009-08-14,22.74,25.01478260869565,-0.09093753258942538
2009-08-17,22.28,25.42478260869565,-0.12368965576209445
2009-08-18,22.69,25.90478260869565,-0.12409996475386442
2009-08-19,23.17,26.114782608695652,-0.11276305274373999
2009-08-20,23.38,26.284782608695654,-0.11051195103796219
2009-08-21,23.55,26.184782608695652,-0.10062266500622663
2009-08-24,23.45,26.22478260869565,-0.10580764958469424
2009-08-25,23.49,26.054782608695653,-0.09843807362413648
2009-08-26,23.32,25.99478260869565,-0.10289690238843907
2009-08-27,23.26,26.15478260869565,-0.11067890152270754
2009-08-28,23.42,25.554782608695653,-0.08353749829862522
2009-08-31,22.82,24.714782608695653,-0.07666596298641903
2009-09-01,21.98,24.33478260869565,-0.09676612470966584
2009-09-02,21.6,25.194782608695654,-0.142679643818596
2009-09-03,22.46,25.664782608695653,-0.1248708262040692
2009-09-04,22.93,25.954782608695652,-0.11654047172339854
2009-09-08,23.22,26.534782608695654,-0.12492216942487311
2009-09-09,23.8,26.67478260869565,-0.10777154778980302
2009-09-10,23.94,26.524782608695652,-0.09744783385513134
2009-09-11,23.79,26.304782608695653,-0.09560172559131264
2009-09-14,23.57,26.594782608695652,-0.11373594036097301
2009-09-15,23.86,26.374782608695654,-0.0953479938017211
2009-09-16,23.64,26.26478260869565,-0.09993544008343125
2009-09-17,23.53,26.534782608695654,-0.11323939046370635
2009-09-18,23.8,26.034782608695654,-0.08583834335337348
2009-09-21,23.3,26.364782608695652,-0.1162453206682168
2009-09-22,23.63,25.964782608695653,-0.08992113062844331
2009-09-23,23.23,25.29478260869565,-0.08162879438963178
2009-09-24,22.56,25.29478260869565,-0.10811647014335324
2009-09-25,22.56,26.336521739130436,-0.14339485587876
2009-09-28,23.03,25.386521739130433,-0.09282570347154417
2009-09-29,22.08,25.586521739130436,-0.1370456592295537
2009-09-30,22.28,24.976521739130433,-0.10796226020958799
2009-10-01,21.67,24.426521739130436,-0.11284953988003055
2009-10-02,21.12,24.646521739130435,-0.14308395222890602
2009-10-05,21.34,24.936521739130434,-0.14422708093594172
2009-10-06,21.63,24.906521739130437,-0.1315527625032732
2009-10-07,21.6,25.176521739130436,-0.14205781784271054
2009-10-08,21.87,25.916521739130435,-0.15613676016642053
2009-10-09,22.61,25.896521739130435,-0.1269097746885598
2009-10-12,22.59,25.816521739130433,-0.12497894843207913
2009-10-13,22.51,27.166521739130435,-0.17140662260134754
2009-10-14,23.86,27.186521739130434,-0.12235922531945176
2009-10-15,23.88,26.946521739130436,-0.11380028074931026
2009-10-16,23.64,27.366521739130434,-0.13617082121919832
2009-10-19,24.06,27.256521739130434,-0.11727548253309938
2009-10-20,23.95,27.196521739130436,-0.11937268192863548
2009-10-21,23.89,27.176521739130436,-0.12093239049051296
2009-10-22,23.87,26.566521739130433,-0.10150074464428904
2009-10-23,23.26,25.946521739130436,-0.10354072758349109
2009-10-26,22.64,25.456521739130434,-0.11064047822374035
2009-10-27,22.15,24.706521739130434,-0.10347558293004844
2009-10-28,21.4,25.356521739130436,-0.15603566529492463
2009-10-29,22.05,24.556521739130435,-0.10207152974504252
2009-10-30,21.25,24.746521739130436,-0.14129346241017626
2009-11-02,21.44,25.016521739130436,-0.14296638743091516
2009-11-03,21.71,25.816521739130433,-0.15906564720940408
2009-11-04,22.51,26.296521739130434,-0.14399325419132958
2009-11-05,22.99,26.076521739130435,-0.11836401227157534
2009-11-06,22.77,26.256521739130434,-0.13278688524590165
2009-11-09,22.95,26.246521739130436,-0.12559842297944246
2009-11-10,22.94,26.896521739130435,-0.14710161326824223
2009-11-11,23.59,26.986521739130435,-0.1258599300778166
2009-11-12,23.68,27.426521739130436,-0.13660214644663216
2009-11-13,24.12,27.656521739130437,-0.12787297594717817
2009-11-16,24.35,27.906521739130437,-0.12744410687855423
2009-11-17,24.6,27.696521739130436,-0.11180182725817078
2009-11-18,24.39,27.286521739130436,-0.10615210567408662
2009-11-19,23.98,27.146521739130435,-0.11664557874337333
2009-11-20,23.84,27.316521739130433,-0.1272680970268033
2009-11-23,24.01,26.956521739130434,-0.10930645161290309
2009-11-24,23.65,27.066521739130433,-0.12622684850529287
2009-11-25,23.76,26.766521739130436,-0.11232396082062279
2009-11-27,23.46,26.516521739130436,-0.11526857742506724
2009-11-30,23.21,27.026521739130434,-0.14121394443461333
2009-12-01,23.72,27.096521739130434,-0.12461089181990315
2009-12-02,23.79,27.006521739130434,-0.11910166626418739
2009-12-03,23.7,27.106521739130436,-0.12567166573101296
2009-12-04,23.8,27.136521739130433,-0.1229531835806068
2009-12-07,23.83,26.366521739130434,-0.09620236465874055
2009-12-08,23.06,26.986521739130435,-0.14549936361146476
2009-12-09,23.68,26.796521739130434,-0.1163032191069574
2009-12-10,23.49,27.226521739130433,-0.13723830663834813
2009-12-11,23.92,27.136521739130433,-0.11853109879193757
2009-12-14,23.83,26.996521739130436,-0.11729369322940164
2009-12-15,23.69,26.826521739130435,-0.11691868851396248
2009-12-16,23.52,26.396521739130435,-0.10897351429700886
2009-12-17,23.09,26.566521739130433,-0.1308610051879613
2009-12-18,23.26,27.046521739130434,-0.14000032150722574
2009-12-21,23.74,27.106521739130436,-0.12419600609511594
2009-12-22,23.8,27.256521739130434,-0.12681448396873496
2009-12-23,23.95,27.456521739130434,-0.12771179730799687
2009-12-24,24.15,27.76478260869565,-0.1301930816329726
2009-12-28,24.08,27.664782608695653,-0.12957927988810136
2009-12-29,23.98,28.184782608695652,-0.14918627072888546
2009-12-30,24.5,28.234782608695653,-0.13227594702802592
2009-12-31,24.55,28.714782608695653,-0.14503967052268185
2010-01-04,25.03,28.344782608695652,-0.11694507078980865
2010-01-05,24.66,28.844782608695652,-0.14507936029422852
2010-01-06,25.16,28.374782608695654,-0.11329717140142814
2010-01-07,24.69,28.684782608695652,-0.1392648730579764
2010-01-08,25.0,28.464782608695653,-0.1217217308955384
2010-01-11,24.78,28.42478260869565,-0.128225522737354
2010-01-12,24.74,29.204782608695652,-0.15287847434160584
2010-01-13,25.52,29.344782608695652,-0.1303394426088632
2010-01-14,25.66,28.92478260869565,-0.11287146572068474
2010-01-15,25.24,29.144782608695653,-0.13397878656780993
2010-01-19,25.46,29.24478260869565,-0.12941736169959706
2010-01-20,25.56,29.484782608695653,-0.13311214333112154
2010-01-21,25.8,28.664782608695653,-0.09994084545495907
2010-01-22,24.98,28.774782608695652,-0.1318787585748391
2010-01-25,25.09,29.054782608695653,-0.13645886331667323
2010-01-26,25.37,29.434782608695652,-0.13809453471196453
2010-01-27,25.75,28.954782608695652,-0.11068232326265837
