date,ED,dcf,Deviation
2007-02-22,49.54,49.70753052990996,-0.0033703249411908276
2007-02-23,49.33,50.11753052990997,-0.01571367386986433
2007-02-26,49.74,48.997530529909966,0.0151532018463012
2007-02-27,48.62,48.95753052990996,-0.006894353662379893
2007-02-28,48.58,49.05753052990996,-0.00973409229432809
2007-03-01,48.68,48.45753052990996,0.004591019551702491
2007-03-02,48.08,47.937530529909964,0.0029719818379285723
2007-03-05,47.56,48.54753052990997,-0.020341519313769263
2007-03-06,48.17,48.36753052990997,-0.004083949040727175
2007-03-07,47.99,48.817530529909966,-0.016951503300703497
2007-03-08,48.44,48.77753052990996,-0.006919795369775716
2007-03-09,48.4,48.86753052990997,-0.009567304196470783
2007-03-12,48.49,48.41753052990997,0.0014967609726659337
2007-03-13,48.04,48.85753052990996,-0.016732948248570967
2007-03-14,48.48,49.16753052990997,-0.013983426104585917
2007-03-15,48.79,48.98753052990996,-0.004032261430066519
2007-03-16,48.61,49.42753052990996,-0.016539983307789385
2007-03-19,49.05,50.12753052990996,-0.021495783225687237
2007-03-20,49.75,50.567530529909966,-0.016167104095115126
2007-03-21,50.19,50.60753052990996,-0.008250363642288261
2007-03-22,50.23,50.79753052990997,-0.011172403933608632
2007-03-23,50.42,51.30753052990996,-0.01729825077807179
2007-03-26,50.93,51.33753052990996,-0.007938257366558177
2007-03-27,50.96,51.29753052990997,-0.0065798592334413986
2007-03-28,50.92,51.62753052990996,-0.013704520100957684
2007-03-29,51.25,51.437530529909964,-0.0036457918562190494
2007-03-30,51.06,52.32714843887558,-0.024215889393548018
2007-04-02,51.72,52.60714843887557,-0.016863648101100748
2007-04-03,52.0,52.44714843887557,-0.00852569590883856
2007-04-04,51.84,52.65714843887557,-0.015518281241987841
2007-04-05,52.05,52.747148438875584,-0.013216798623407189
2007-04-09,52.14,52.867148438875574,-0.01375425874759062
2007-04-10,52.26,52.40714843887557,-0.0028077932736065847
2007-04-11,51.8,52.35714843887557,-0.010641306020055974
2007-04-12,51.75,52.39714843887557,-0.012350833168536024
2007-04-13,51.79,52.54714843887556,-0.014408934858878175
2007-04-16,51.94,52.957148438875585,-0.019207009230295058
2007-04-17,52.35,53.15714843887557,-0.015184193708277949
2007-04-18,52.55,52.517148438875566,0.0006255396970509253
2007-04-19,51.91,52.60714843887557,-0.013251971634341553
2007-04-20,52.0,52.58714843887556,-0.01116524581206435
2007-04-23,51.98,52.767148438875566,-0.014917395807116374
2007-04-24,52.16,53.23714843887557,-0.020233022813239243
2007-04-25,52.63,52.82714843887558,-0.0037319530715100857
2007-04-26,52.22,52.40714843887557,-0.00357104792858276
2007-04-27,51.8,51.867148438875574,-0.0012946236856400395
2007-04-30,51.26,52.017148438875566,-0.014555746741197861
2007-05-01,51.41,52.27714843887557,-0.01658752370339167
2007-05-02,51.67,52.18714843887557,-0.009909497919421306
2007-05-03,51.58,52.02714843887557,-0.008594521366107721
2007-05-04,51.42,52.43714843887557,-0.01939747810774317
2007-05-07,51.83,52.46714843887556,-0.012143759625470096
2007-05-08,51.86,52.27714843887557,-0.007979556103051788
2007-05-09,51.67,51.52714843887557,0.0027723552622729297
2007-05-10,50.92,51.57714843887558,-0.01274107737178165
2007-05-11,50.97,51.307148438875565,-0.006571178658997701
2007-05-14,50.7,51.28714843887558,-0.011448256663662004
2007-05-15,50.68,52.03714843887558,-0.026080376799849647
2007-05-16,51.43,51.47714843887557,-0.0009159100747694326
2007-05-17,50.87,51.557148438875565,-0.013327898452146325
2007-05-18,50.95,51.60714843887557,-0.012733670794733087
2007-05-21,51.0,51.307148438875565,-0.005986464814771053
2007-05-22,50.7,50.33714843887556,0.007208425037525723
2007-05-23,49.73,48.96714843887556,0.015578843887074312
2007-05-24,48.36,48.72714843887557,-0.007534781957046488
2007-05-25,48.12,48.98714843887557,-0.017701549620867785
2007-05-29,48.38,49.32714843887558,-0.01920136210689838
2007-05-30,48.72,49.42714843887556,-0.014306883184856622
2007-05-31,48.82,49.08714843887556,-0.005442329558177916
2007-06-01,48.48,49.23714843887557,-0.015377585073098277
2007-06-04,48.63,48.33714843887556,0.00605851959791881
2007-06-05,47.73,48.25714843887556,-0.010923737848772208
2007-06-06,47.65,46.997148438875584,0.013891301553614621
2007-06-07,46.39,47.19714843887557,-0.0171016357041337
2007-06-08,46.59,47.12714843887559,-0.011397855730063355
2007-06-11,46.52,46.71714843887556,-0.004220044361943565
2007-06-12,46.11,47.62714843887559,-0.03185469818380349
2007-06-13,47.02,47.517148438875566,-0.010462505752319662
2007-06-14,46.91,47.97714843887557,-0.022242848389273262
2007-06-15,47.37,47.53714843887558,-0.0035161646073598174
2007-06-18,46.93,47.367148438875574,-0.009228937212458321
2007-06-19,46.76,46.48714843887557,0.005869397678439858
2007-06-20,45.88,46.53714843887558,-0.014120943395118268
2007-06-21,45.93,45.807148438875565,0.002681929902018876
2007-06-22,45.2,45.77714843887557,-0.012607784856809356
2007-06-25,45.17,45.747148438875584,-0.012616052772048358
2007-06-26,45.14,46.07714843887558,-0.02033868133395389
2007-06-27,45.47,45.867148438875574,-0.008658668619978216
2007-06-28,45.26,45.72714843887557,-0.010215997603699623
2007-06-29,45.12,46.322243904662606,-0.025953921989120166
2007-07-02,45.61,46.55224390466261,-0.02024056899582105
2007-07-03,45.84,46.332243904662604,-0.010624218971036381
2007-07-05,45.62,45.922243904662615,-0.006581644949451793
2007-07-06,45.21,46.02224390466262,-0.017648941810512908
2007-07-09,45.31,45.62224390466262,-0.006844115456379418
2007-07-10,44.91,45.922243904662615,-0.022042561917577475
2007-07-11,45.21,46.43224390466261,-0.026323171181909633
2007-07-12,45.72,46.80224390466261,-0.023123761050157565
2007-07-13,46.09,46.18224390466261,-0.001997388971680003
2007-07-16,45.47,46.28224390466262,-0.017549795259187873
2007-07-17,45.57,46.442243904662625,-0.01878126100998012
2007-07-18,45.73,46.72224390466261,-0.021237077283516204
2007-07-19,46.01,46.082243904662604,-0.0015677167286399785
2007-07-20,45.37,45.86224390466262,-0.010733096829843025
2007-07-23,45.15,45.11224390466262,0.0008369367619391888
2007-07-24,44.4,46.01224390466261,-0.035039454020177385
2007-07-25,45.3,45.48224390466261,-0.004006924219583818
2007-07-26,44.77,44.36224390466262,0.009191511958089427
2007-07-27,43.65,44.72224390466261,-0.02397562848027901
2007-07-30,44.01,44.392243904662614,-0.008610601110489613
2007-07-31,43.68,45.652243904662605,-0.04320146691543403
2007-08-01,44.94,46.172243904662615,-0.02668797962704561
2007-08-02,45.46,44.582243904662604,0.019688468288281857
2007-08-03,43.87,46.442243904662625,-0.055385866151148266
2007-08-06,45.73,47.902243904662605,-0.045347435268082936
2007-08-07,47.19,47.712243904662614,-0.010945699927803698
2007-08-08,47.0,47.652243904662605,-0.01368758008473936
2007-08-09,46.94,48.142243904662614,-0.024972743419343968
2007-08-10,47.43,46.73224390466261,0.014930934982725574
2007-08-13,46.02,46.392243904662614,-0.008023839188024295
2007-08-14,45.68,45.74224390466262,-0.0013607531976864706
2007-08-15,45.03,46.332243904662604,-0.028106644421155513
2007-08-16,45.62,46.672243904662615,-0.022545389221311884
2007-08-17,45.96,46.822243904662606,-0.018415262335958693
2007-08-20,46.11,47.49224390466262,-0.02910462406108627
2007-08-21,46.78,47.712243904662614,-0.01953888202209475
2007-08-22,47.0,47.37224390466262,-0.007857848266840883
2007-08-23,46.66,47.51224390466261,-0.017937353293031477
2007-08-24,46.8,46.382243904662616,0.009006810800186171
2007-08-27,45.67,45.79224390466262,-0.0026695329653887434
2007-08-28,45.08,46.77224390466262,-0.03618051569456404
2007-08-29,46.06,46.642243904662614,-0.012483188112748733
2007-08-30,45.93,46.652243904662605,-0.015481439781086737
2007-08-31,45.94,47.132243904662616,-0.025295717027057907
2007-09-04,46.42,46.93224390466261,-0.010914541092541308
2007-09-05,46.22,46.91224390466262,-0.014756145667843779
2007-09-06,46.2,46.25224390466261,-0.0011295431367674968
2007-09-07,45.54,46.24224390466262,-0.01518619870848903
2007-09-10,45.53,46.582243904662604,-0.022588948415971033
2007-09-11,45.87,46.74224390466262,-0.01866071955042825
2007-09-12,46.03,46.632243904662616,-0.01291475284556054
2007-09-13,45.92,46.97224390466261,-0.022401397446506932
2007-09-14,46.26,46.78224390466262,-0.011163293187195222
2007-09-17,46.07,47.61224390466262,-0.032391750066448566
2007-09-18,46.9,48.01224390466261,-0.023165838840425446
2007-09-19,47.3,47.73224390466261,-0.009055595742072153
2007-09-20,47.02,47.692243904662625,-0.014095455563098436
2007-09-21,46.98,47.75224390466261,-0.01617188725632246
2007-09-24,47.04,47.53224390466262,-0.010355999721997855
2007-09-25,46.82,47.832243904662604,-0.021162375461209137
2007-09-26,47.12,47.53224390466262,-0.008672931694314268
2007-09-27,46.82,47.01224390466261,-0.004089230564115809
2007-09-28,46.3,47.70598338078845,-0.029471845692099374
2007-10-01,46.98,47.695983380788455,-0.015011397816715344
2007-10-02,46.97,47.82598338078845,-0.01789787308654267
2007-10-03,47.1,47.96598338078845,-0.018054115015502803
2007-10-04,47.24,47.995983380788445,-0.01575097180092455
2007-10-05,47.27,47.92598338078846,-0.013687426621514343
2007-10-08,47.2,48.48598338078845,-0.026522786403832876
2007-10-09,47.76,47.89598338078845,-0.0028391395517937124
2007-10-10,47.17,47.58598338078845,-0.00874172080168445
2007-10-11,46.86,47.495983380788445,-0.013390256091543429
2007-10-12,46.77,47.14598338078845,-0.007974876199987269
2007-10-15,46.42,47.07598338078845,-0.013934565646400388
2007-10-16,46.35,47.21598338078845,-0.018340894730592527
2007-10-17,46.49,46.86598338078844,-0.008022521958699902
2007-10-18,46.14,45.84598338078845,0.006413138022790532
2007-10-19,45.12,45.96598338078845,-0.018404553075264674
2007-10-22,45.24,46.14598338078845,-0.01963298459396634
2007-10-23,45.42,46.54598338078844,-0.024190774348387345
2007-10-24,45.82,47.11598338078844,-0.027506236478487267
2007-10-25,46.39,47.39598338078845,-0.021225076663273
2007-10-26,46.67,47.23598338078845,-0.011982038697613717
2007-10-29,46.51,47.27598338078843,-0.0162023785865808
2007-10-30,46.55,47.81598338078845,-0.026476154860324397
2007-10-31,47.09,46.995983380788445,0.002000524565041628
2007-11-01,46.27,47.62598338078844,-0.028471504093612432
2007-11-02,46.9,48.00598338078844,-0.023038448603701522
2007-11-05,47.28,47.80598338078844,-0.011002459181705948
2007-11-06,47.08,46.87598338078844,0.0043522632379626724
2007-11-07,46.15,47.86598338078844,-0.03584974672174335
2007-11-08,47.14,47.05598338078844,0.0017854609164509316
2007-11-09,46.33,46.95598338078845,-0.013331280397474776
2007-11-12,46.23,47.54598338078844,-0.027678118890694492
2007-11-13,46.82,47.31598338078845,-0.010482364422121138
2007-11-14,46.59,47.46598338078845,-0.0184549717165029
2007-11-15,46.74,47.55598338078844,-0.017158374672956
2007-11-16,46.83,48.22598338078845,-0.028946706379543996
2007-11-19,47.5,48.62598338078844,-0.023156002254410057
2007-11-20,47.9,48.72598338078845,-0.016951600018689783
2007-11-21,48.0,49.17598338078846,-0.023913774569231716
2007-11-23,48.45,49.22598338078845,-0.015763694851676502
2007-11-26,48.5,49.46598338078845,-0.019528235663533122
2007-11-27,48.74,49.52598338078843,-0.0158701216439312
2007-11-28,48.8,49.285983380788444,-0.009860478526596328
2007-11-29,48.56,49.17598338078846,-0.012526101939206002
2007-11-30,48.45,49.285983380788444,-0.016961889028966892
2007-12-03,48.56,49.95598338078845,-0.027944267859719596
2007-12-04,49.23,50.43598338078846,-0.023911170159672812
2007-12-05,49.71,50.08598338078845,-0.007506758486300669
2007-12-06,49.36,50.21598338078845,-0.01704603441293817
2007-12-07,49.49,50.93598338078846,-0.028388249029738688
2007-12-10,50.21,50.13598338078844,0.0014763172919018963
2007-12-11,49.41,50.43598338078846,-0.020342289611810505
2007-12-12,49.71,50.67598338078846,-0.019061956302453664
2007-12-13,49.95,49.98598338078845,-0.0007198694184793464
2007-12-14,49.26,49.30598338078844,-0.0009326125884826508
2007-12-17,48.58,49.62598338078844,-0.021077333072927473
2007-12-18,48.9,49.16598338078845,-0.005409906656974939
2007-12-19,48.44,49.11598338078844,-0.01376300206691683
2007-12-20,48.39,49.36598338078844,-0.019770362382130924
2007-12-21,48.64,49.285983380788444,-0.013106837613394262
2007-12-24,48.56,49.05598338078844,-0.010110558317391272
2007-12-26,48.33,49.04598338078844,-0.01459820624310082
2007-12-27,48.32,49.65598338078845,-0.026904781454903826
2007-12-28,48.93,49.57598338078845,-0.01303016776947652
2007-12-31,48.85,48.906652317229366,-0.0011583765100480203
2008-01-02,48.12,48.84665231722937,-0.01487619484156677
2008-01-03,48.06,48.70665231722937,-0.013276468130424601
2008-01-04,47.92,49.38665231722937,-0.029697342265851523
2008-01-07,48.6,49.11665231722937,-0.010518882962390563
2008-01-08,48.33,48.62665231722937,-0.006100611559563651
2008-01-09,47.84,47.406652317229366,0.009141073279564704
2008-01-10,46.62,47.70665231722937,-0.02277779438396954
2008-01-11,46.92,48.30665231722937,-0.028705204163667508
2008-01-14,47.52,47.67665231722937,-0.003285723925980366
2008-01-15,46.89,47.22665231722937,-0.007128439148471166
2008-01-16,46.44,45.71665231722937,0.01582241144323726
2008-01-17,44.93,45.38665231722937,-0.010061379148160188
2008-01-18,44.6,44.266652317229365,0.0075304470819650415
2008-01-22,43.48,45.70665231722937,-0.048716154090113095
2008-01-23,44.92,44.43665231722937,0.01087722988941775
2008-01-24,43.65,44.05665231722937,-0.00923021373256594
2008-01-25,43.27,44.27665231722937,-0.0227355110322478
2008-01-28,43.49,44.27665231722937,-0.017766752364050342
2008-01-29,43.49,43.96665231722937,-0.010841223793665478
2008-01-30,43.18,44.356652317229376,-0.02652707667869536
2008-01-31,43.57,45.16665231722937,-0.03535024703657985
2008-02-01,44.38,45.55665231722937,-0.025828331481335898
2008-02-04,44.77,44.71665231722937,0.0011930160243700527
2008-02-05,43.93,44.71665231722937,-0.0175919322325091
2008-02-06,43.93,44.45665231722937,-0.011846423196045786
2008-02-07,43.67,44.156652317229366,-0.01102104194251785
2008-02-08,43.37,43.356652317229376,0.00030785778092279337
2008-02-11,42.57,43.696652317229365,-0.025783492727316615
2008-02-12,42.91,43.66665231722937,-0.01732792135592276
2008-02-13,42.88,43.296652317229366,-0.009623199368316127
2008-02-14,42.51,43.18665231722937,-0.01566808911834594
2008-02-15,42.4,43.34665231722937,-0.02183911021089624
2008-02-19,42.56,43.25665231722937,-0.016105090891462392
2008-02-20,42.47,42.48665231722938,-0.000391942323557104
2008-02-21,41.7,42.92665231722937,-0.028575541091915735
2008-02-22,42.14,43.00665231722937,-0.02015158749945689
2008-02-25,42.22,43.21665231722937,-0.02306176586547004
2008-02-26,42.43,42.68665231722937,-0.006012472360728438
2008-02-27,41.9,42.18665231722937,-0.006794858124172576
2008-02-28,41.4,41.67665231722937,-0.006638064764021401
2008-02-29,40.89,41.766652317229365,-0.02098928854941373
2008-03-03,40.98,41.93665231722937,-0.022811842728713394
2008-03-04,41.15,41.81665231722937,-0.01594226893563877
2008-03-05,41.03,41.68665231722937,-0.01575210003030081
2008-03-06,40.9,41.63665231722937,-0.017692400234697647
2008-03-07,40.85,41.61665231722937,-0.018421768079408207
2008-03-10,40.83,42.41665231722937,-0.037406354121560015
2008-03-11,41.63,41.89665231722937,-0.0063645256239174275
2008-03-12,41.11,41.77665231722937,-0.0159575332213594
2008-03-13,40.99,41.45665231722937,-0.011256391704243529
2008-03-14,40.67,41.57665231722937,-0.021806765737453326
2008-03-17,40.79,42.336652317229365,-0.036532229937319305
2008-03-18,41.55,41.266652317229365,0.006866262874740903
2008-03-19,40.48,41.59665231722937,-0.026844764062103454
2008-03-20,40.81,41.30665231722937,-0.012023543167215545
2008-03-24,40.52,41.03665231722937,-0.012590021067884427
2008-03-25,40.25,40.71665231722937,-0.011460969668960264
2008-03-26,39.93,40.656652317229366,-0.017872900886171217
2008-03-27,39.87,40.23665231722938,-0.009112396188894145
2008-03-28,39.45,40.48665231722938,-0.02560479214499589
2008-03-31,39.7,41.212772278090384,-0.03670639451000013
2008-04-01,40.69,41.70277227809038,-0.024285490454611036
2008-04-02,41.18,41.752772278090376,-0.013718185568026064
2008-04-03,41.23,42.1127722780904,-0.020962103189527403
2008-04-04,41.59,42.06277227809038,-0.011239684226344582
2008-04-07,41.54,42.022772278090386,-0.011488349100235218
2008-04-08,41.5,42.262772278090395,-0.01804832567705994
2008-04-09,41.74,41.64277227809039,0.002334804255113676
2008-04-10,41.12,41.79277227809039,-0.01609781408167288
2008-04-11,41.27,41.28277227809037,-0.0003093851838323891
2008-04-14,40.76,41.57277227809038,-0.019550591253658878
2008-04-15,41.05,42.29277227809039,-0.02938498024954972
2008-04-16,41.77,42.262772278090395,-0.011659724422428686
2008-04-17,41.74,42.04277227809039,-0.007201529815581864
2008-04-18,41.52,42.05277227809038,-0.012669135689015065
2008-04-21,41.53,41.69277227809039,-0.0039040886272733166
2008-04-22,41.17,41.70277227809038,-0.012775464291381988
2008-04-23,41.18,41.672772278090385,-0.011824801930671258
2008-04-24,41.15,41.97277227809038,-0.019602524051523407
2008-04-25,41.45,42.1127722780904,-0.0157380348582562
2008-04-28,41.59,42.10277227809038,-0.012179062098417015
2008-04-29,41.58,42.12277227809038,-0.012885483284600818
2008-04-30,41.6,42.74277227809039,-0.026736035525617208
2008-05-01,42.22,43.012772278090395,-0.018431090025188057
2008-05-02,42.49,42.592772278090386,-0.002412904175839503
2008-05-05,42.07,42.78277227809037,-0.016660263936551623
2008-05-06,42.26,42.24277227809039,0.00040782649860648945
2008-05-07,41.72,42.402772278090374,-0.01610206695006977
2008-05-08,41.88,42.47277227809038,-0.013956524293003647
2008-05-09,41.95,42.022772278090386,-0.0017317343465301782
2008-05-12,41.5,41.91277227809038,-0.009848364965019396
2008-05-13,41.39,42.16277227809038,-0.01832830803898411
2008-05-14,41.64,42.152772278090374,-0.01216461576257688
2008-05-15,41.63,42.172772278090385,-0.01287020626747759
2008-05-16,41.65,42.462772278090384,-0.019140819934400644
2008-05-19,41.94,42.33277227809039,-0.00927820827585324
2008-05-20,41.81,41.922772278090385,-0.0026900004928662735
2008-05-21,41.4,42.16277227809038,-0.01809113198390777
2008-05-22,41.64,41.6127722780904,0.0006543116552688577
2008-05-23,41.09,41.70277227809038,-0.014693801985253385
2008-05-27,41.18,41.8627722780904,-0.01630977216594276
2008-05-28,41.34,41.8627722780904,-0.012487760595922048
2008-05-29,41.34,41.82277227809038,-0.011543287347866471
2008-05-30,41.3,41.252772278090376,0.0011448375297362645
2008-06-02,40.73,41.012772278090395,-0.006894736990053718
2008-06-03,40.49,41.33277227809039,-0.02038992866048628
2008-06-04,40.81,41.53277227809037,-0.01740245686589159
2008-06-05,41.01,40.56277227809038,0.01102557090633538
2008-06-06,40.04,41.04277227809039,-0.024432371948366005
2008-06-09,40.52,40.772772278090386,-0.00619953620927105
2008-06-10,40.25,40.24277227809039,0.0001796029821121703
2008-06-11,39.72,40.30277227809038,-0.014459855864733973
2008-06-12,39.78,40.882772278090385,-0.02697400926212079
2008-06-13,40.36,40.82277227809038,-0.011336130602251027
2008-06-16,40.3,40.712772278090384,-0.010138643354250743
2008-06-17,40.19,40.56277227809038,-0.009190009882330652
2008-06-18,40.04,40.842772278090386,-0.019655185809241082
2008-06-19,40.32,40.212772278090384,0.002666509067519307
2008-06-20,39.69,40.342772278090386,-0.016180649995758967
2008-06-23,39.82,40.33277227809039,-0.012713539117888417
2008-06-24,39.81,40.62277227809038,-0.02000779938223818
2008-06-25,40.1,39.69277227809039,0.010259493064796565
2008-06-26,39.17,38.94277227809039,0.005834913865067959
2008-06-27,38.42,39.6127722780904,-0.0301108003680447
2008-06-30,39.09,43.30680328300107,-0.09737045829601232
2008-07-01,38.76,42.926803283001064,-0.09706763523784478
2008-07-02,38.38,42.71680328300107,-0.10152452781331778
2008-07-03,38.17,42.54680328300107,-0.1028703203361403
2008-07-07,38.0,43.356803283001064,-0.12355161998535324
2008-07-08,38.81,43.55680328300107,-0.10897960651886507
2008-07-09,39.01,43.71680328300107,-0.10766576989931176
2008-07-10,39.17,43.316803283001065,-0.0957319785559616
2008-07-11,38.77,42.78680328300107,-0.09387949028192344
2008-07-14,38.24,42.676803283001064,-0.10396287776241009
2008-07-15,38.13,42.25680328300107,-0.09766009168661327
2008-07-16,37.71,42.53680328300107,-0.11347357841838568
2008-07-17,37.99,43.02680328300107,-0.11706199156540642
2008-07-18,38.48,43.28680328300107,-0.11104546694231698
2008-07-21,38.74,43.71680328300107,-0.11384188479618906
2008-07-22,39.17,43.54680328300107,-0.10050802706589479
2008-07-23,39.0,43.30680328300107,-0.09944865371052658
2008-07-24,38.76,42.82680328300106,-0.09495930051392076
2008-07-25,38.28,42.88680328300107,-0.10741773530197007
2008-07-28,38.34,43.106803283001064,-0.11058122894677336
2008-07-29,38.56,43.89680328300107,-0.1215761259104654
2008-07-30,39.35,44.24680328300107,-0.11067021614378059
2008-07-31,39.7,43.34680328300106,-0.08413084718593744
2008-08-01,38.8,43.856803283001064,-0.11530259627839967
2008-08-04,39.31,45.18680328300106,-0.13005574318225488
2008-08-05,40.64,44.55680328300107,-0.08790584140706004
2008-08-06,40.01,44.266803283001074,-0.09616242798891539
2008-08-07,39.72,46.04680328300107,-0.13739940304035636
2008-08-08,41.5,45.80680328300107,-0.09402103998379918
2008-08-11,41.26,44.75680328300107,-0.07812897764146576
2008-08-12,40.21,44.986803283001066,-0.10618232313488374
2008-08-13,40.44,44.50680328300107,-0.09137486817783536
2008-08-14,39.96,45.30680328300107,-0.11801325398314222
2008-08-15,40.76,45.79680328300107,-0.10998154722451203
2008-08-18,41.25,45.55680328300107,-0.09453699497409851
2008-08-19,41.01,45.39680328300107,-0.09663242708201258
2008-08-20,40.85,45.37680328300107,-0.09976029502935224
2008-08-21,40.83,45.80680328300107,-0.10864768825394033
2008-08-22,41.26,45.28680328300107,-0.0889178080827926
2008-08-25,40.74,45.676803283001064,-0.10808119063004407
2008-08-26,41.13,45.83680328300106,-0.10268611565123287
2008-08-27,41.29,46.09680328300106,-0.10427628253288546
2008-08-28,41.55,45.44680328300106,-0.08574427685783181
2008-08-29,40.9,45.816803283001065,-0.10731441154091381
2008-09-02,41.27,45.82680328300106,-0.09943532946997757
2008-09-03,41.28,45.70680328300106,-0.09685217440370508
2008-09-04,41.16,45.106803283001064,-0.08749906878212443
2008-09-05,40.56,47.24680328300107,-0.14152922141521718
2008-09-08,42.7,47.05680328300107,-0.09258604450453456
2008-09-09,42.51,47.44680328300106,-0.10404922863938837
2008-09-10,42.9,47.80680328300107,-0.10263818005053282
2008-09-11,43.26,48.12680328300107,-0.10112459068562485
2008-09-12,43.58,48.676803283001064,-0.10470702550799948
2008-09-15,44.13,49.51680328300106,-0.10878737975499175
2008-09-16,44.97,48.416803283001066,-0.07119022837699873
2008-09-17,43.87,50.39680328300107,-0.12950827945078358
2008-09-18,45.85,48.856803283001064,-0.061543185000956235
2008-09-19,44.31,47.63680328300107,-0.06983682895842469
2008-09-22,43.09,47.39680328300107,-0.09086695693980917
2008-09-23,42.85,47.74680328300107,-0.10255772002111063
2008-09-24,43.2,48.34680328300106,-0.10645591711356628
2008-09-25,43.8,48.20680328300106,-0.09141455111907437
2008-09-26,43.66,47.34680328300106,-0.07786805079456627
2008-09-29,42.8,47.50680328300107,-0.09907640501429538
2008-09-30,42.96,44.023127413558726,-0.02414929324696935
2008-10-01,43.84,43.85312741355872,-0.00029934954090993227
2008-10-02,43.67,43.34312741355871,0.007541509022236381
2008-10-03,43.16,42.74312741355872,0.009752973440802615
2008-10-06,42.56,41.81312741355872,0.01786215556311377
2008-10-07,41.63,41.62312741355872,0.00016511460979362624
2008-10-08,41.44,39.023127413558726,0.06193436422529075
2008-10-09,38.84,37.79312741355872,0.027700078244006443
2008-10-10,37.61,41.24312741355872,-0.08809049268083202
2008-10-13,41.06,40.71312741355871,0.008519919949106391
2008-10-14,40.53,38.99312741355872,0.03941393492605272
2008-10-15,38.81,39.773127413558726,-0.02421553134467347
2008-10-16,39.59,39.333127413558714,0.006530693167122514
2008-10-17,39.15,42.22312741355871,-0.07278303626016736
2008-10-20,42.04,41.01312741355871,0.02503765626275567
2008-10-21,40.83,39.89312741355872,0.023484561055568065
2008-10-22,39.71,41.09312741355871,-0.03365836334720895
2008-10-23,40.91,40.39312741355872,0.012796052683649695
2008-10-24,40.21,39.96312741355871,0.0061775091795626125
2008-10-27,39.78,43.10312741355872,-0.07709712990601647
2008-10-28,42.92,42.323127413558716,0.014102752393720053
2008-10-29,42.14,43.91312741355872,-0.040378071843073626
2008-10-30,43.73,43.503127413558715,0.0052150868208746815
2008-10-31,43.32,43.79312741355872,-0.01080369093284339
2008-11-03,43.61,44.71312741355871,-0.024671220229256385
2008-11-04,44.53,43.73312741355871,0.018221257741430907
2008-11-05,43.55,42.41312741355872,0.02680473371736891
2008-11-06,42.23,42.31312741355872,-0.00196457739335254
2008-11-07,42.13,39.503127413558715,0.06649783848606527
2008-11-10,39.32,38.95312741355871,0.009418308895875471
2008-11-11,38.77,38.383127413558725,0.010079235656670793
2008-11-12,38.2,40.14312741355872,-0.04840498333725762
2008-11-13,39.96,39.37312741355872,0.014905409475783227
2008-11-14,39.19,38.99312741355872,0.005048904755785788
2008-11-17,38.81,39.533127413558724,-0.018291682466556103
2008-11-18,39.35,38.70312741355871,0.016713703250106793
2008-11-19,38.52,37.71312741355871,0.02139500597744659
2008-11-20,37.53,40.183127413558715,-0.06602590650182916
2008-11-21,40.0,40.363127413558715,-0.008996513323611621
2008-11-24,40.18,39.96312741355871,0.005426817180672172
2008-11-25,39.78,39.863127413558715,-0.0020853209206671552
2008-11-26,39.68,40.573127413558716,-0.022012782116969665
2008-11-28,40.39,38.51312741355871,0.048733320623048915
2008-12-01,38.33,39.51312741355871,-0.029942641623267985
2008-12-02,39.33,39.76312741355871,-0.010892689829297031
2008-12-03,39.58,38.503127413558715,0.02796844461164638
2008-12-04,38.32,39.15312741355872,-0.02127869390250059
2008-12-05,38.97,39.30312741355872,-0.008475850027237275
2008-12-08,39.12,38.73312741355871,0.009988157741836812
2008-12-09,38.55,39.59312741355871,-0.02634617373522996
2008-12-10,39.41,39.21312741355871,0.005020578551794275
2008-12-11,39.03,39.06312741355872,-0.0008480481659340899
2008-12-12,38.88,38.823127413558716,0.0014649151222532186
2008-12-15,38.64,39.533127413558724,-0.022591873499297366
2008-12-16,39.35,38.80312741355872,0.014093518303635255
2008-12-17,38.62,39.17312741355872,-0.014120072868301747
2008-12-18,38.99,38.823127413558716,0.004298277793638228
2008-12-19,38.64,39.183127413558715,-0.013861257367904112
2008-12-22,39.0,38.42312741355872,0.015013681219444797
2008-12-23,38.24,38.54312741355872,-0.007864629413857238
2008-12-24,38.36,38.49312741355872,-0.003458472265151058
2008-12-26,38.31,38.48312741355871,-0.004498787525717418
2008-12-29,38.3,38.70312741355871,-0.010415887306757798
2008-12-30,38.52,39.113127413558715,-0.015164407777658373
2008-12-31,38.93,39.46851170594016,-0.013644084427412384
2009-01-02,39.26,39.67851170594015,-0.010547565620448895
2009-01-05,39.47,39.33851170594016,0.0033424826806547348
2009-01-06,39.13,39.25851170594015,-0.003273473709414776
2009-01-07,39.05,39.668511705940155,-0.015592006842231498
2009-01-08,39.46,39.86851170594016,-0.010246474936241201
2009-01-09,39.66,40.49851170594016,-0.020704753597579062
2009-01-12,40.29,39.78851170594015,0.01260384650137536
2009-01-13,39.58,39.60851170594015,-0.0007198378508092018
2009-01-14,39.4,39.96851170594016,-0.01422398987790352
2009-01-15,39.76,40.27851170594016,-0.01287315950811796
2009-01-16,40.07,39.708511705940154,0.009103546784549277
2009-01-20,39.5,40.24851170594016,-0.018597251779366775
2009-01-21,40.04,40.25851170594015,-0.005427714455423116
