date,LNC,dcf,Deviation
1980-08-28,10.63,,
1980-08-29,10.5,,
1980-09-02,10.38,,
1980-09-03,10.5,,
1980-09-04,10.56,,
1980-09-05,10.53,,
1980-09-08,10.5,,
1980-09-09,10.41,,
1980-09-10,10.53,,
1980-09-11,10.5,,
1980-09-12,10.63,,
1980-09-15,10.69,,
1980-09-16,10.59,,
1980-09-17,10.69,,
1980-09-18,10.53,,
1980-09-19,10.5,,
1980-09-22,10.5,,
1980-09-23,10.63,,
1980-09-24,10.56,,
1980-09-25,10.5,,
1980-09-26,10.31,,
1980-09-29,10.31,,
1980-09-30,10.34,,
1980-10-01,10.31,,
1980-10-02,10.31,,
1980-10-03,10.47,,
1980-10-06,10.53,,
1980-10-07,10.59,,
1980-10-08,10.41,,
1980-10-09,10.5,,
1980-10-10,10.34,,
1980-10-13,10.25,,
1980-10-14,10.34,,
1980-10-15,10.28,,
1980-10-16,10.16,,
1980-10-17,9.91,,
1980-10-20,9.91,,
1980-10-21,9.81,,
1980-10-22,9.88,,
1980-10-23,9.88,,
1980-10-24,9.81,,
1980-10-27,9.81,,
1980-10-28,9.88,,
1980-10-29,9.91,,
1980-10-30,9.91,,
1980-10-31,9.91,,
1980-11-03,10.19,,
1980-11-05,9.81,,
1980-11-06,9.84,,
1980-11-07,10.0,,
1980-11-10,10.0,,
1980-11-11,9.97,,
1980-11-12,10.06,,
1980-11-13,10.06,,
1980-11-14,10.06,,
1980-11-17,9.97,,
1980-11-18,9.88,,
1980-11-19,9.97,,
1980-11-20,9.88,,
1980-11-21,9.81,,
1980-11-24,9.53,,
1980-11-25,9.38,,
1980-11-26,9.25,,
1980-11-28,9.41,,
1980-12-01,9.41,,
1980-12-02,9.38,,
1980-12-03,9.47,,
1980-12-04,9.78,,
1980-12-05,9.69,,
1980-12-08,9.81,,
1980-12-09,9.5,,
1980-12-10,9.34,,
1980-12-11,9.34,,
1980-12-12,9.38,,
1980-12-15,9.28,,
1980-12-16,9.16,,
1980-12-17,9.16,,
1980-12-18,9.31,,
1980-12-19,9.69,,
1980-12-22,9.88,,
1980-12-23,9.78,,
1980-12-24,9.63,,
1980-12-26,9.97,,
1980-12-29,9.75,,
1980-12-30,9.81,,
1980-12-31,10.0,,
1981-01-02,10.06,,
1981-01-05,10.13,,
1981-01-06,10.44,,
1981-01-07,10.0,,
1981-01-08,9.94,,
1981-01-09,9.94,,
1981-01-12,10.06,,
1981-01-13,10.0,,
1981-01-14,10.09,,
1981-01-15,10.19,,
1981-01-16,10.06,,
1981-01-19,10.03,,
1981-01-20,10.0,,
1981-01-21,10.0,,
1981-01-22,9.75,,
1981-01-23,9.81,,
1981-01-26,9.81,,
1981-01-27,9.88,,
1981-01-28,9.75,,
1981-01-29,9.88,,
1981-01-30,9.88,,
1981-02-02,9.78,,
1981-02-03,9.81,,
1981-02-04,9.88,,
1981-02-05,9.81,,
1981-02-06,9.75,,
1981-02-09,9.75,,
1981-02-10,9.78,,
1981-02-11,9.78,,
1981-02-12,9.63,,
1981-02-13,9.5,,
1981-02-17,9.38,,
1981-02-18,9.5,,
1981-02-19,9.38,,
1981-02-20,9.5,,
1981-02-23,9.5,,
1981-02-24,9.53,,
1981-02-25,9.66,,
1981-02-26,9.5,,
1981-02-27,9.69,,
1981-03-02,9.72,,
1981-03-03,9.59,,
1981-03-04,9.69,,
1981-03-05,9.75,,
1981-03-06,9.75,,
1981-03-09,9.94,,
1981-03-10,10.22,,
1981-03-11,10.19,,
1981-03-12,10.25,,
1981-03-13,10.56,,
1981-03-16,10.81,,
1981-03-17,10.69,,
1981-03-18,10.75,,
1981-03-19,10.88,,
1981-03-20,11.06,,
1981-03-23,11.03,,
1981-03-24,11.06,,
1981-03-25,11.03,,
1981-03-26,10.72,,
1981-03-27,10.59,,
1981-03-30,10.84,,
1981-03-31,11.06,,
1981-04-01,11.19,,
1981-04-02,11.03,,
1981-04-03,10.81,,
1981-04-06,10.44,,
1981-04-07,10.44,,
1981-04-08,10.56,,
1981-04-09,10.5,,
1981-04-10,10.5,,
1981-04-13,10.38,,
1981-04-14,10.38,,
1981-04-15,10.47,,
1981-04-16,10.56,,
1981-04-20,10.72,,
1981-04-21,10.63,,
1981-04-22,10.53,,
1981-04-23,10.63,,
1981-04-24,10.66,,
1981-04-27,10.69,,
1981-04-28,10.66,,
1981-04-29,10.56,,
1981-04-30,10.56,,
1981-05-01,10.56,,
1981-05-04,10.44,,
1981-05-05,10.47,,
1981-05-06,10.44,,
1981-05-07,10.44,,
1981-05-08,10.41,,
1981-05-11,10.41,,
1981-05-12,10.38,,
1981-05-13,10.44,,
1981-05-14,10.56,,
1981-05-15,10.5,,
1981-05-18,10.38,,
1981-05-19,10.34,,
1981-05-20,10.06,,
1981-05-21,10.25,,
1981-05-22,10.0,,
1981-05-26,10.06,,
1981-05-27,10.5,,
1981-05-28,10.66,,
1981-05-29,11.0,,
1981-06-01,11.19,,
1981-06-02,11.13,,
1981-06-03,11.0,,
1981-06-04,11.06,,
1981-06-05,11.13,,
1981-06-08,10.88,,
1981-06-09,11.03,,
1981-06-10,10.94,,
1981-06-11,10.91,,
1981-06-12,10.94,,
1981-06-15,11.16,,
1981-06-16,11.22,,
1981-06-17,11.28,,
1981-06-18,11.22,,
1981-06-19,11.16,,
1981-06-22,11.31,,
1981-06-23,11.5,,
1981-06-24,11.16,,
1981-06-25,11.13,,
1981-06-26,10.88,,
1981-06-29,10.88,,
1981-06-30,10.69,,
1981-07-01,10.47,,
1981-07-02,10.25,,
1981-07-06,10.25,,
1981-07-07,10.38,,
1981-07-08,10.38,,
1981-07-09,10.5,,
1981-07-10,10.5,,
1981-07-13,10.63,,
1981-07-14,10.63,,
1981-07-15,10.41,,
1981-07-16,10.34,,
1981-07-17,10.63,,
1981-07-20,10.53,,
1981-07-21,10.47,,
1981-07-22,10.25,,
1981-07-23,10.28,,
1981-07-24,10.34,,
1981-07-27,10.41,,
1981-07-28,10.34,,
1981-07-29,10.38,,
1981-07-30,10.38,,
1981-07-31,10.56,,
1981-08-03,10.63,,
1981-08-04,10.56,,
1981-08-05,10.53,,
1981-08-06,10.44,,
1981-08-07,10.38,,
1981-08-10,10.38,,
1981-08-11,10.5,,
1981-08-12,10.53,,
1981-08-13,10.38,,
1981-08-14,10.31,,
1981-08-17,10.13,,
1981-08-18,9.97,,
1981-08-19,10.0,,
1981-08-20,10.0,,
1981-08-21,9.94,,
1981-08-24,9.75,,
1981-08-25,9.63,,
1981-08-26,9.63,,
1981-08-27,9.69,,
1981-08-28,9.59,,
1981-08-31,9.25,,
1981-09-01,9.16,,
1981-09-02,9.41,,
1981-09-03,9.44,,
1981-09-04,9.38,,
1981-09-08,9.06,,
1981-09-09,9.03,,
1981-09-10,9.22,,
1981-09-11,9.31,,
1981-09-14,9.16,,
1981-09-15,9.19,,
1981-09-16,9.16,,
1981-09-17,9.19,,
1981-09-18,9.16,,
1981-09-21,9.06,,
1981-09-22,8.88,,
1981-09-23,8.75,,
1981-09-24,8.97,,
1981-09-25,9.06,,
1981-09-28,9.19,,
1981-09-29,9.34,,
1981-09-30,9.31,,
1981-10-01,9.38,,
1981-10-02,9.47,,
1981-10-05,9.38,,
1981-10-06,9.25,,
1981-10-07,9.47,,
1981-10-08,9.5,,
1981-10-09,9.56,,
1981-10-12,9.53,,
1981-10-13,9.75,,
1981-10-14,9.66,,
1981-10-15,9.63,,
1981-10-16,9.66,,
1981-10-19,9.69,,
1981-10-20,9.78,,
1981-10-21,9.69,,
1981-10-22,9.72,,
1981-10-23,9.75,,
1981-10-26,9.88,,
1981-10-27,10.0,,
1981-10-28,10.0,,
1981-10-29,10.0,,
1981-10-30,10.0,,
1981-11-02,10.06,,
1981-11-03,10.19,,
1981-11-04,10.13,,
1981-11-05,10.13,,
1981-11-06,10.19,,
1981-11-09,10.16,,
1981-11-10,10.13,,
1981-11-11,10.13,,
1981-11-12,10.41,,
1981-11-13,10.5,,
1981-11-16,10.5,,
1981-11-17,10.63,,
1981-11-18,10.63,,
1981-11-19,10.75,,
1981-11-20,10.56,,
1981-11-23,10.5,,
1981-11-24,10.69,,
1981-11-25,10.75,,
1981-11-27,10.91,,
1981-11-30,10.88,,
1981-12-01,11.0,,
1981-12-02,10.97,,
1981-12-03,10.94,,
1981-12-04,10.88,,
1981-12-07,10.78,,
1981-12-08,10.63,,
1981-12-09,10.31,,
1981-12-10,10.41,,
1981-12-11,10.44,,
1981-12-14,10.28,,
1981-12-15,10.16,,
1981-12-16,10.0,,
1981-12-17,10.16,,
1981-12-18,10.22,,
1981-12-21,10.34,,
1981-12-22,10.19,,
1981-12-23,10.06,,
1981-12-24,10.0,,
1981-12-28,10.0,,
1981-12-29,10.03,,
1981-12-30,10.13,,
1981-12-31,10.16,,
1982-01-04,10.31,,
1982-01-05,10.0,,
1982-01-06,10.06,,
1982-01-07,10.0,,
1982-01-08,10.13,,
1982-01-11,10.06,,
1982-01-12,10.06,,
1982-01-13,10.06,,
1982-01-14,10.13,,
1982-01-15,10.19,,
1982-01-18,10.22,,
1982-01-19,10.16,,
1982-01-20,10.19,,
1982-01-21,10.19,,
1982-01-22,10.03,,
1982-01-25,10.09,,
1982-01-26,9.94,,
1982-01-27,10.06,,
1982-01-28,10.13,,
1982-01-29,10.44,,
1982-02-01,10.66,,
1982-02-02,10.41,,
1982-02-03,10.44,,
1982-02-04,10.38,,
1982-02-05,10.63,,
1982-02-08,10.59,,
1982-02-09,10.5,,
1982-02-10,10.56,,
1982-02-11,10.28,,
1982-02-12,10.22,,
1982-02-16,10.06,,
1982-02-17,9.81,,
1982-02-18,9.88,,
1982-02-19,9.81,,
1982-02-22,9.94,,
1982-02-23,9.81,,
1982-02-24,9.94,,
1982-02-25,10.22,,
1982-02-26,10.34,,
1982-03-01,10.34,,
1982-03-02,10.44,,
1982-03-03,10.34,,
1982-03-04,10.41,,
1982-03-05,10.56,,
1982-03-08,10.5,,
1982-03-09,10.41,,
1982-03-10,10.22,,
1982-03-11,10.09,,
1982-03-12,10.19,,
1982-03-15,10.25,,
1982-03-16,10.13,,
1982-03-17,10.06,,
1982-03-18,10.03,,
1982-03-19,9.94,,
1982-03-22,10.19,,
1982-03-23,10.16,,
1982-03-24,9.97,,
1982-03-25,10.03,,
1982-03-26,9.97,,
1982-03-29,9.91,,
1982-03-30,9.78,,
1982-03-31,9.69,,
1982-04-01,10.0,,
1982-04-02,10.0,,
1982-04-05,9.78,,
1982-04-06,9.81,,
1982-04-07,9.94,,
1982-04-08,10.0,,
1982-04-12,9.94,,
1982-04-13,9.97,,
1982-04-14,10.06,,
1982-04-15,10.13,,
1982-04-16,10.0,,
1982-04-19,10.13,,
1982-04-20,10.22,,
1982-04-21,10.47,,
1982-04-22,10.31,,
1982-04-23,10.44,,
1982-04-26,10.56,,
1982-04-27,10.63,,
1982-04-28,10.69,,
1982-04-29,10.66,,
1982-04-30,10.69,,
1982-05-03,10.66,,
1982-05-04,10.63,,
1982-05-05,10.84,,
1982-05-06,10.97,,
1982-05-07,11.13,,
1982-05-10,11.0,,
1982-05-11,11.0,,
1982-05-12,11.09,,
1982-05-13,10.97,,
1982-05-14,10.81,,
1982-05-17,10.81,,
1982-05-18,10.75,,
1982-05-19,10.84,,
1982-05-20,10.66,,
1982-05-21,10.69,,
1982-05-24,10.69,,
1982-05-25,10.69,,
1982-05-26,10.69,,
1982-05-27,10.59,,
1982-05-28,10.5,,
1982-06-01,10.53,,
1982-06-02,10.5,,
1982-06-03,10.63,,
1982-06-04,10.19,,
1982-06-07,10.19,,
1982-06-08,10.13,,
1982-06-09,9.94,,
1982-06-10,9.88,,
1982-06-11,9.97,,
1982-06-14,9.91,,
1982-06-15,9.78,,
1982-06-16,9.88,,
1982-06-17,9.75,,
1982-06-18,9.53,,
1982-06-21,9.56,,
1982-06-22,9.5,,
1982-06-23,9.5,,
1982-06-24,9.47,,
1982-06-25,9.44,,
1982-06-28,9.53,,
1982-06-29,9.56,,
1982-06-30,9.5,,
1982-07-01,9.56,,
1982-07-02,9.44,,
1982-07-06,9.41,,
1982-07-07,9.22,,
1982-07-08,9.25,,
1982-07-09,9.19,,
1982-07-12,9.28,,
1982-07-13,9.31,,
1982-07-14,9.34,,
1982-07-15,9.44,,
1982-07-16,9.53,,
1982-07-19,9.63,,
1982-07-20,9.72,,
1982-07-21,9.69,,
1982-07-22,9.78,,
1982-07-23,9.75,,
1982-07-26,9.81,,
1982-07-27,9.69,,
1982-07-28,9.38,,
1982-07-29,9.31,,
1982-07-30,9.31,,
1982-08-02,9.5,,
1982-08-03,9.34,,
1982-08-04,9.34,,
1982-08-05,9.28,,
1982-08-06,9.25,,
1982-08-09,8.81,,
1982-08-10,8.75,,
1982-08-11,8.56,,
1982-08-12,8.5,,
1982-08-13,8.63,,
1982-08-16,8.69,,
1982-08-17,8.63,,
1982-08-18,8.66,,
1982-08-19,8.75,,
1982-08-20,8.84,,
1982-08-23,9.28,,
1982-08-24,9.63,,
1982-08-25,9.81,,
1982-08-26,9.94,,
1982-08-27,9.94,,
1982-08-30,9.94,,
1982-08-31,10.06,,
1982-09-01,9.84,,
1982-09-02,9.84,,
1982-09-03,9.75,,
1982-09-07,9.59,,
1982-09-08,9.38,,
1982-09-09,9.5,,
1982-09-10,9.66,,
1982-09-13,9.75,,
1982-09-14,10.0,,
1982-09-15,10.0,,
1982-09-16,9.97,,
1982-09-17,9.91,,
1982-09-20,9.75,,
1982-09-21,10.0,,
1982-09-22,9.88,,
1982-09-23,9.75,,
1982-09-24,9.63,,
1982-09-27,9.56,,
1982-09-28,9.59,,
1982-09-29,9.59,,
1982-09-30,9.5,,
1982-10-01,9.47,,
1982-10-04,9.28,,
1982-10-05,9.41,,
1982-10-06,9.75,,
1982-10-07,10.06,,
1982-10-08,10.31,,
1982-10-11,10.81,,
1982-10-12,10.56,,
1982-10-13,10.25,,
1982-10-14,10.38,,
1982-10-15,10.56,,
1982-10-18,10.5,,
1982-10-19,10.88,,
1982-10-20,10.88,,
1982-10-21,11.25,,
1982-10-22,10.97,,
1982-10-25,10.66,,
1982-10-26,10.75,,
1982-10-27,10.81,,
1982-10-28,11.13,,
1982-10-29,11.06,,
1982-11-01,11.19,,
1982-11-02,11.09,,
1982-11-03,11.19,,
1982-11-04,11.09,,
1982-11-05,11.06,,
1982-11-08,11.19,,
1982-11-09,11.06,,
1982-11-10,10.81,,
1982-11-11,10.91,,
1982-11-12,11.28,,
1982-11-15,11.31,,
1982-11-16,11.25,,
1982-11-17,11.25,,
1982-11-18,11.31,,
1982-11-19,11.5,,
1982-11-22,11.56,,
1982-11-23,11.44,,
1982-11-24,11.69,,
1982-11-26,11.72,,
1982-11-29,11.63,,
1982-11-30,11.97,,
1982-12-01,12.09,,
1982-12-02,12.09,,
1982-12-03,12.06,,
1982-12-06,11.81,,
1982-12-07,11.78,,
1982-12-08,11.78,,
1982-12-09,11.75,,
1982-12-10,11.75,,
1982-12-13,11.75,,
1982-12-14,11.75,,
1982-12-15,11.38,,
1982-12-16,11.63,,
1982-12-17,11.63,,
1982-12-20,11.69,,
1982-12-21,11.44,,
1982-12-22,11.31,,
1982-12-23,11.44,,
1982-12-27,11.44,,
1982-12-28,11.38,,
1982-12-29,11.19,,
1982-12-30,11.13,,
1982-12-31,11.19,,
1983-01-03,11.13,,
1983-01-04,11.13,,
1983-01-05,11.13,,
1983-01-06,11.22,,
1983-01-07,10.94,,
1983-01-10,11.06,,
1983-01-11,10.72,,
1983-01-12,10.75,,
1983-01-13,10.75,,
1983-01-14,11.25,,
1983-01-17,11.63,,
1983-01-18,11.34,,
1983-01-19,11.72,,
1983-01-20,11.5,,
1983-01-21,11.31,,
1983-01-24,10.94,,
1983-01-25,11.5,,
1983-01-26,11.47,,
1983-01-27,11.69,,
1983-01-28,11.59,,
1983-01-31,11.75,,
1983-02-01,11.75,,
1983-02-02,11.69,,
1983-02-03,11.59,,
1983-02-04,11.75,,
1983-02-07,11.69,,
1983-02-08,11.66,,
1983-02-09,11.56,,
1983-02-10,11.63,,
1983-02-11,11.56,,
1983-02-14,11.72,,
1983-02-15,11.69,,
1983-02-16,12.06,,
1983-02-17,11.88,,
1983-02-18,12.25,,
1983-02-22,12.0,,
1983-02-23,11.88,,
1983-02-24,11.97,,
1983-02-25,12.06,,
1983-02-28,12.25,,
1983-03-01,12.56,,
1983-03-02,12.75,,
1983-03-03,12.91,,
1983-03-04,13.03,,
1983-03-07,12.88,,
1983-03-08,12.5,,
1983-03-09,12.38,,
1983-03-10,12.31,,
1983-03-11,12.09,,
1983-03-14,11.75,,
1983-03-15,11.81,,
1983-03-16,11.88,,
1983-03-17,12.0,,
1983-03-18,12.06,,
1983-03-21,12.34,,
1983-03-22,12.28,,
1983-03-23,12.28,,
1983-03-24,12.84,,
1983-03-25,12.88,,
1983-03-28,12.84,,
1983-03-29,12.75,,
1983-03-30,12.63,,
1983-03-31,12.56,,
1983-04-04,12.5,,
1983-04-05,12.63,,
1983-04-06,12.31,,
1983-04-07,12.31,,
1983-04-08,12.38,,
1983-04-11,12.44,,
1983-04-12,12.44,,
1983-04-13,12.56,,
1983-04-14,12.5,,
1983-04-15,12.88,,
1983-04-18,13.22,,
1983-04-19,13.06,,
1983-04-20,13.38,,
1983-04-21,13.34,,
1983-04-22,13.09,,
1983-04-25,13.0,,
1983-04-26,12.81,,
1983-04-27,13.0,,
1983-04-28,12.81,,
1983-04-29,12.97,,
1983-05-02,12.91,,
1983-05-03,12.5,,
1983-05-04,12.88,,
1983-05-05,13.28,,
1983-05-06,13.28,,
1983-05-09,12.94,,
1983-05-10,12.81,,
1983-05-11,12.75,,
1983-05-12,12.84,,
1983-05-13,12.94,,
1983-05-16,12.81,,
1983-05-17,12.56,,
1983-05-18,12.63,,
1983-05-19,12.56,,
1983-05-20,12.69,,
1983-05-23,12.47,,
1983-05-24,12.44,,
1983-05-25,12.59,,
1983-05-26,12.5,,
1983-05-27,12.34,,
1983-05-31,12.25,,
1983-06-01,12.44,,
1983-06-02,12.47,,
1983-06-03,12.34,,
1983-06-06,12.25,,
1983-06-07,12.31,,
1983-06-08,12.47,,
1983-06-09,12.47,,
1983-06-10,12.78,,
1983-06-13,12.94,,
1983-06-14,13.69,,
1983-06-15,13.5,,
1983-06-16,13.5,,
1983-06-17,13.34,,
1983-06-20,13.16,,
1983-06-21,13.19,,
1983-06-22,13.13,,
1983-06-23,13.16,,
1983-06-24,13.53,,
1983-06-27,13.0,,
1983-06-28,12.97,,
1983-06-29,12.91,,
1983-06-30,12.84,,
1983-07-01,12.97,,
1983-07-05,12.72,,
1983-07-06,12.88,,
1983-07-07,13.5,,
1983-07-08,13.25,,
1983-07-11,13.38,,
1983-07-12,13.0,,
1983-07-13,12.78,,
1983-07-14,12.63,,
1983-07-15,12.5,,
1983-07-18,12.41,,
1983-07-19,12.47,,
1983-07-20,12.81,,
1983-07-21,13.0,,
1983-07-22,13.0,,
1983-07-25,13.19,,
1983-07-26,13.28,,
1983-07-27,13.25,,
1983-07-28,13.31,,
1983-07-29,12.38,,
1983-08-01,13.09,,
1983-08-02,12.94,,
1983-08-03,13.59,,
1983-08-04,13.19,,
1983-08-05,13.06,,
1983-08-08,12.88,,
1983-08-09,12.56,,
1983-08-10,12.69,,
1983-08-11,12.81,,
1983-08-12,12.81,,
1983-08-15,12.75,,
1983-08-16,13.31,,
1983-08-17,13.5,,
1983-08-18,13.44,,
1983-08-19,13.47,,
1983-08-22,13.25,,
1983-08-23,13.31,,
1983-08-24,13.22,,
1983-08-25,13.19,,
1983-08-26,13.31,,
1983-08-29,13.25,,
1983-08-30,13.38,,
1983-08-31,13.75,,
1983-09-01,14.0,,
1983-09-02,14.25,,
1983-09-06,14.31,,
1983-09-07,14.19,,
1983-09-08,14.38,,
1983-09-09,14.5,,
1983-09-12,14.38,,
1983-09-13,14.13,,
1983-09-14,14.38,,
1983-09-15,14.34,,
1983-09-16,14.53,,
1983-09-19,14.34,,
1983-09-20,14.69,,
1983-09-21,14.5,,
1983-09-22,14.5,,
1983-09-23,14.56,,
1983-09-26,14.63,,
1983-09-27,14.47,,
1983-09-28,14.38,,
1983-09-29,14.38,,
1983-09-30,14.25,,
1983-10-03,14.06,,
1983-10-04,14.09,,
1983-10-05,14.13,,
1983-10-06,14.25,,
1983-10-07,14.38,,
1983-10-10,14.34,,
1983-10-11,14.25,,
1983-10-12,14.0,,
1983-10-13,14.13,,
1983-10-14,14.09,,
1983-10-17,14.03,,
1983-10-18,14.0,,
1983-10-19,13.94,,
1983-10-20,14.03,,
1983-10-21,14.38,,
1983-10-24,14.22,,
1983-10-25,14.28,,
1983-10-26,14.53,,
1983-10-27,14.5,,
1983-10-28,14.75,,
1983-10-31,15.25,,
1983-11-01,15.03,,
1983-11-02,15.47,,
1983-11-03,15.5,,
1983-11-04,15.34,,
1983-11-07,15.38,,
1983-11-08,15.59,,
1983-11-09,15.5,,
1983-11-10,15.5,,
1983-11-11,15.72,,
1983-11-14,15.91,,
1983-11-15,16.09,,
1983-11-16,16.38,,
1983-11-17,16.13,,
1983-11-18,16.13,,
1983-11-21,16.22,,
1983-11-22,16.5,,
1983-11-23,16.5,,
1983-11-25,16.69,,
1983-11-28,16.44,,
1983-11-29,16.56,,
1983-11-30,16.56,,
1983-12-01,16.34,,
1983-12-02,16.59,,
1983-12-05,16.56,,
1983-12-06,16.66,,
1983-12-07,16.63,,
1983-12-08,16.5,,
1983-12-09,16.44,,
1983-12-12,16.28,,
1983-12-13,16.34,,
1983-12-14,16.53,,
1983-12-15,16.31,,
1983-12-16,16.5,,
1983-12-19,16.44,,
1983-12-20,16.5,,
1983-12-21,16.5,,
1983-12-22,16.66,,
1983-12-23,16.81,,
1983-12-27,16.84,,
1983-12-28,16.75,,
1983-12-29,16.5,,
1983-12-30,16.31,,
1984-01-03,16.47,,
1984-01-04,16.25,,
1984-01-05,16.94,,
1984-01-06,16.5,,
1984-01-09,16.47,,
1984-01-10,16.41,,
1984-01-11,16.56,,
1984-01-12,16.47,,
1984-01-13,16.44,,
1984-01-16,16.44,,
1984-01-17,16.38,,
1984-01-18,16.38,,
1984-01-19,16.34,,
1984-01-20,16.28,,
1984-01-23,16.25,,
1984-01-24,16.31,,
1984-01-25,16.53,,
1984-01-26,16.53,,
1984-01-27,16.59,,
1984-01-30,16.69,,
1984-01-31,16.63,,
1984-02-01,8.06,,
1984-02-02,7.97,,
1984-02-03,8.0,,
1984-02-06,7.69,,
1984-02-07,7.38,,
1984-02-08,7.38,,
1984-02-09,7.44,,
1984-02-10,7.5,,
1984-02-13,7.5,,
1984-02-14,7.59,,
1984-02-15,7.44,,
1984-02-16,7.44,,
1984-02-17,7.5,,
1984-02-21,7.63,,
1984-02-22,7.81,,
1984-02-23,7.75,,
1984-02-24,7.63,,
1984-02-27,7.5,,
1984-02-28,7.63,,
1984-02-29,7.66,,
1984-03-01,7.63,,
1984-03-02,7.66,,
1984-03-05,7.53,,
1984-03-06,7.56,,
1984-03-07,7.5,,
1984-03-08,7.38,,
1984-03-09,7.44,,
1984-03-12,7.41,,
1984-03-13,7.47,,
1984-03-14,7.44,,
1984-03-15,7.38,,
1984-03-16,7.47,,
1984-03-19,7.47,,
1984-03-20,7.47,,
1984-03-21,7.44,,
1984-03-22,7.41,,
1984-03-23,7.47,,
1984-03-26,7.47,,
1984-03-27,7.44,,
1984-03-28,7.72,,
1984-03-29,7.88,,
1984-03-30,7.94,,
1984-04-02,7.88,,
1984-04-03,7.63,,
1984-04-04,7.5,,
1984-04-05,7.44,,
1984-04-06,7.44,,
1984-04-09,7.56,,
1984-04-10,7.66,,
1984-04-11,7.75,,
1984-04-12,7.94,,
1984-04-13,7.81,,
1984-04-16,7.53,,
1984-04-17,7.66,,
1984-04-18,7.75,,
1984-04-19,7.88,,
1984-04-23,7.88,,
1984-04-24,7.94,,
1984-04-25,8.13,,
1984-04-26,8.06,,
1984-04-27,8.0,,
1984-04-30,8.0,,
1984-05-01,8.03,,
1984-05-02,8.06,,
1984-05-03,8.0,,
1984-05-04,7.94,,
1984-05-07,7.97,,
1984-05-08,8.19,,
1984-05-09,8.09,,
1984-05-10,8.06,,
1984-05-11,7.81,,
1984-05-14,7.91,,
1984-05-15,7.81,,
1984-05-16,7.84,,
1984-05-17,7.81,,
1984-05-18,7.88,,
1984-05-21,7.63,,
1984-05-22,7.56,,
1984-05-23,7.34,,
1984-05-24,7.44,,
1984-05-25,7.47,,
1984-05-29,7.38,,
1984-05-30,7.59,,
1984-05-31,7.53,,
1984-06-01,7.56,,
1984-06-04,7.56,,
1984-06-05,7.69,,
1984-06-06,8.06,,
1984-06-07,8.0,,
1984-06-08,8.06,,
1984-06-11,8.0,,
1984-06-12,7.81,,
1984-06-13,7.69,,
