date,CVX,dcf,Deviation
1983-10-26,8.84,,
1983-10-27,8.63,,
1983-10-28,8.72,,
1983-10-31,8.81,,
1983-11-01,8.97,,
1983-11-02,8.88,,
1983-11-03,8.84,,
1983-11-04,8.84,,
1983-11-07,8.66,,
1983-11-08,8.5,,
1983-11-09,8.56,,
1983-11-10,8.5,,
1983-11-11,8.53,,
1983-11-14,8.63,,
1983-11-15,8.66,,
1983-11-16,8.69,,
1983-11-17,8.56,,
1983-11-18,8.41,,
1983-11-21,8.5,,
1983-11-22,8.69,,
1983-11-23,8.75,,
1983-11-25,8.78,,
1983-11-28,8.75,,
1983-11-29,8.88,,
1983-11-30,8.66,,
1983-12-01,8.63,,
1983-12-02,8.53,,
1983-12-05,8.81,,
1983-12-06,8.75,,
1983-12-07,8.63,,
1983-12-08,8.56,,
1983-12-09,8.66,,
1983-12-12,8.75,,
1983-12-13,8.72,,
1983-12-14,8.66,,
1983-12-15,8.59,,
1983-12-16,8.56,,
1983-12-19,8.34,,
1983-12-20,8.03,,
1983-12-21,8.38,,
1983-12-22,8.38,,
1983-12-23,8.41,,
1983-12-27,8.53,,
1983-12-28,8.72,,
1983-12-29,8.63,,
1983-12-30,8.66,,
1984-01-03,8.53,,
1984-01-04,8.72,,
1984-01-05,8.69,,
1984-01-06,8.72,,
1984-01-09,8.72,,
1984-01-10,8.78,,
1984-01-11,8.78,,
1984-01-12,8.84,,
1984-01-13,8.91,,
1984-01-16,8.81,,
1984-01-17,8.75,,
1984-01-18,8.59,,
1984-01-19,8.81,,
1984-01-20,8.97,,
1984-01-23,8.97,,
1984-01-24,8.84,,
1984-01-25,8.94,,
1984-01-26,8.91,,
1984-01-27,8.88,,
1984-01-30,9.03,,
1984-01-31,9.16,,
1984-02-01,9.09,,
1984-02-02,9.28,,
1984-02-03,9.13,,
1984-02-06,8.75,,
1984-02-07,8.69,,
1984-02-08,8.5,,
1984-02-09,8.44,,
1984-02-10,8.47,,
1984-02-13,8.5,,
1984-02-14,8.56,,
1984-02-15,8.59,,
1984-02-16,8.69,,
1984-02-17,8.97,,
1984-02-21,9.03,,
1984-02-22,9.03,,
1984-02-23,9.13,,
1984-02-24,9.16,,
1984-02-27,9.5,,
1984-02-28,9.38,,
1984-02-29,9.25,,
1984-03-01,9.0,,
1984-03-02,8.94,,
1984-03-05,8.94,,
1984-03-06,8.53,,
1984-03-07,8.47,,
1984-03-08,8.56,,
1984-03-09,8.63,,
1984-03-12,8.63,,
1984-03-13,8.59,,
1984-03-14,8.5,,
1984-03-15,8.63,,
1984-03-16,8.63,,
1984-03-19,8.47,,
1984-03-20,8.59,,
1984-03-21,8.59,,
1984-03-22,8.44,,
1984-03-23,8.47,,
1984-03-26,8.63,,
1984-03-27,8.75,,
1984-03-28,8.97,,
1984-03-29,9.09,,
1984-03-30,9.34,,
1984-04-02,9.34,,
1984-04-03,9.38,,
1984-04-04,9.25,,
1984-04-05,9.13,,
1984-04-06,9.16,,
1984-04-09,9.25,,
1984-04-10,9.34,,
1984-04-11,9.34,,
1984-04-12,9.69,,
1984-04-13,9.75,,
1984-04-16,9.91,,
1984-04-17,10.0,,
1984-04-18,9.84,,
1984-04-19,9.84,,
1984-04-23,9.5,,
1984-04-24,9.69,,
1984-04-25,9.69,,
1984-04-26,9.81,,
1984-04-27,9.81,,
1984-04-30,9.91,,
1984-05-01,9.81,,
1984-05-02,9.56,,
1984-05-03,9.66,,
1984-05-04,9.47,,
1984-05-07,9.56,,
1984-05-08,9.75,,
1984-05-09,9.69,,
1984-05-10,9.84,,
1984-05-11,9.69,,
1984-05-14,9.44,,
1984-05-15,9.44,,
1984-05-16,9.53,,
1984-05-17,9.44,,
1984-05-18,9.53,,
1984-05-21,9.34,,
1984-05-22,9.31,,
1984-05-23,9.31,,
1984-05-24,9.19,,
1984-05-25,9.25,,
1984-05-29,9.19,,
1984-05-30,9.25,,
1984-05-31,9.31,,
1984-06-01,9.44,,
1984-06-04,9.44,,
1984-06-05,9.34,,
1984-06-06,9.38,,
1984-06-07,9.34,,
1984-06-08,9.34,,
1984-06-11,9.28,,
1984-06-12,9.16,,
1984-06-13,9.06,,
1984-06-14,8.78,,
1984-06-15,8.66,,
1984-06-18,8.88,,
1984-06-19,8.88,,
1984-06-20,8.94,,
1984-06-21,8.75,,
1984-06-22,8.66,,
1984-06-25,8.66,,
1984-06-26,8.56,,
1984-06-27,8.53,,
1984-06-28,8.66,,
1984-06-29,8.75,,
1984-07-02,9.0,,
1984-07-03,9.0,,
1984-07-05,8.81,,
1984-07-06,8.66,,
1984-07-09,8.78,,
1984-07-10,8.63,,
1984-07-11,8.38,,
1984-07-12,8.22,,
1984-07-13,8.38,,
1984-07-16,8.31,,
1984-07-17,8.28,,
1984-07-18,8.19,,
1984-07-19,8.13,,
1984-07-20,8.13,,
1984-07-23,8.06,,
1984-07-24,8.06,,
1984-07-25,8.22,,
1984-07-26,8.19,,
1984-07-27,7.81,,
1984-07-30,7.91,,
1984-07-31,7.88,,
1984-08-01,8.06,,
1984-08-02,7.97,,
1984-08-03,8.19,,
1984-08-06,8.25,,
1984-08-07,8.41,,
1984-08-08,8.59,,
1984-08-09,8.78,,
1984-08-10,8.91,,
1984-08-13,8.97,,
1984-08-14,9.03,,
1984-08-15,8.81,,
1984-08-16,8.72,,
1984-08-17,8.56,,
1984-08-20,8.66,,
1984-08-21,8.84,,
1984-08-22,8.97,,
1984-08-23,8.97,,
1984-08-24,9.0,,
1984-08-27,8.91,,
1984-08-28,9.13,,
1984-08-29,9.09,,
1984-08-30,9.16,,
1984-08-31,9.06,,
1984-09-04,9.0,,
1984-09-05,8.91,,
1984-09-06,8.94,,
1984-09-07,8.94,,
1984-09-10,8.91,,
1984-09-11,8.69,,
1984-09-12,8.75,,
1984-09-13,8.97,,
1984-09-14,9.06,,
1984-09-17,9.06,,
1984-09-18,9.06,,
1984-09-19,9.03,,
1984-09-20,9.03,,
1984-09-21,8.75,,
1984-09-24,8.88,,
1984-09-25,9.09,,
1984-09-26,9.13,,
1984-09-27,9.09,,
1984-09-28,9.09,,
1984-10-01,9.0,,
1984-10-02,9.06,,
1984-10-03,9.19,,
1984-10-04,9.16,,
1984-10-05,8.97,,
1984-10-08,8.94,,
1984-10-09,8.81,,
1984-10-10,8.69,,
1984-10-11,8.63,,
1984-10-12,8.72,,
1984-10-15,8.88,,
1984-10-16,8.72,,
1984-10-17,8.38,,
1984-10-18,8.25,,
1984-10-19,8.22,,
1984-10-22,8.09,,
1984-10-23,8.16,,
1984-10-24,8.25,,
1984-10-25,8.31,,
1984-10-26,8.34,,
1984-10-29,8.09,,
1984-10-30,8.28,,
1984-10-31,8.19,,
1984-11-01,8.31,,
1984-11-02,8.31,,
1984-11-05,8.25,,
1984-11-06,8.38,,
1984-11-07,8.34,,
1984-11-08,8.41,,
1984-11-09,8.31,,
1984-11-12,8.25,,
1984-11-13,8.22,,
1984-11-14,8.22,,
1984-11-15,8.44,,
1984-11-16,8.31,,
1984-11-19,8.22,,
1984-11-20,8.31,,
1984-11-21,8.34,,
1984-11-23,8.41,,
1984-11-26,8.19,,
1984-11-27,8.28,,
1984-11-28,8.31,,
1984-11-29,8.25,,
1984-11-30,8.28,,
1984-12-03,8.06,,
1984-12-04,8.22,,
1984-12-05,8.25,,
1984-12-06,8.22,,
1984-12-07,8.13,,
1984-12-10,8.28,,
1984-12-11,8.22,,
1984-12-12,8.09,,
1984-12-13,7.94,,
1984-12-14,7.78,,
1984-12-17,7.84,,
1984-12-18,7.94,,
1984-12-19,7.66,,
1984-12-20,7.59,,
1984-12-21,7.53,,
1984-12-24,7.75,,
1984-12-26,7.63,,
1984-12-27,7.69,,
1984-12-28,7.75,,
1984-12-31,7.81,,
1985-01-02,7.59,,
1985-01-03,7.5,,
1985-01-04,7.47,,
1985-01-07,7.41,,
1985-01-08,7.41,,
1985-01-09,7.5,,
1985-01-10,7.59,,
1985-01-11,7.59,,
1985-01-14,7.78,,
1985-01-15,7.78,,
1985-01-16,7.84,,
1985-01-17,7.81,,
1985-01-18,7.78,,
1985-01-21,8.16,,
1985-01-22,8.31,,
1985-01-23,8.25,,
1985-01-24,8.19,,
1985-01-25,7.84,,
1985-01-28,7.78,,
1985-01-29,8.0,,
1985-01-30,8.44,,
1985-01-31,8.56,,
1985-02-01,8.56,,
1985-02-04,8.44,,
1985-02-05,8.47,,
1985-02-06,8.44,,
1985-02-07,8.56,,
1985-02-08,8.53,,
1985-02-11,8.5,,
1985-02-12,8.59,,
1985-02-13,8.75,,
1985-02-14,8.59,,
1985-02-15,8.38,,
1985-02-19,8.44,,
1985-02-20,8.56,,
1985-02-21,8.75,,
1985-02-22,8.81,,
1985-02-25,8.69,,
1985-02-26,8.69,,
1985-02-27,8.69,,
1985-02-28,8.66,,
1985-03-01,8.91,,
1985-03-04,8.69,,
1985-03-05,8.69,,
1985-03-06,8.66,,
1985-03-07,8.72,,
1985-03-08,8.69,,
1985-03-11,8.5,,
1985-03-12,8.53,,
1985-03-13,8.53,,
1985-03-14,8.56,,
1985-03-15,8.25,,
1985-03-18,8.44,,
1985-03-19,8.59,,
1985-03-20,8.59,,
1985-03-21,8.5,,
1985-03-22,8.53,,
1985-03-25,8.59,,
1985-03-26,8.56,,
1985-03-27,8.63,,
1985-03-28,8.66,,
1985-03-29,8.72,,
1985-04-01,8.75,,
1985-04-02,8.78,,
1985-04-03,8.81,,
1985-04-04,8.75,,
1985-04-08,8.81,,
1985-04-09,8.81,,
1985-04-10,8.78,,
1985-04-11,8.63,,
1985-04-12,8.63,,
1985-04-15,8.66,,
1985-04-16,8.72,,
1985-04-17,8.72,,
1985-04-18,8.72,,
1985-04-19,8.78,,
1985-04-22,8.88,,
1985-04-23,9.03,,
1985-04-24,9.25,,
1985-04-25,9.31,,
1985-04-26,9.09,,
1985-04-29,9.22,,
1985-04-30,9.28,,
1985-05-01,9.16,,
1985-05-02,9.19,,
1985-05-03,9.22,,
1985-05-06,9.16,,
1985-05-07,9.03,,
1985-05-08,8.81,,
1985-05-09,8.81,,
1985-05-10,8.81,,
1985-05-13,8.88,,
1985-05-14,8.78,,
1985-05-15,8.75,,
1985-05-16,8.66,,
1985-05-17,8.59,,
1985-05-20,8.66,,
1985-05-21,8.81,,
1985-05-22,8.88,,
1985-05-23,9.09,,
1985-05-24,8.88,,
1985-05-28,8.75,,
1985-05-29,8.75,,
1985-05-30,8.94,,
1985-05-31,8.94,,
1985-06-03,8.91,,
1985-06-04,8.84,,
1985-06-05,8.94,,
1985-06-06,8.91,,
1985-06-07,8.88,,
1985-06-10,8.91,,
1985-06-11,8.94,,
1985-06-12,9.0,,
1985-06-13,9.0,,
1985-06-14,9.09,,
1985-06-17,9.09,,
1985-06-18,9.06,,
1985-06-19,8.97,,
1985-06-20,9.0,,
1985-06-21,9.16,,
1985-06-24,9.16,,
1985-06-25,9.25,,
1985-06-26,9.25,,
1985-06-27,9.34,,
1985-06-28,9.34,,
1985-07-01,9.31,,
1985-07-02,9.34,,
1985-07-03,9.25,,
1985-07-05,9.19,,
1985-07-08,9.28,,
1985-07-09,9.5,,
1985-07-10,9.5,,
1985-07-11,9.38,,
1985-07-12,9.31,,
1985-07-15,9.13,,
1985-07-16,9.0,,
1985-07-17,9.16,,
1985-07-18,9.03,,
1985-07-19,9.16,,
1985-07-22,9.0,,
1985-07-23,8.91,,
1985-07-24,9.31,,
1985-07-25,9.5,,
1985-07-26,9.66,,
1985-07-29,9.59,,
1985-07-30,9.47,,
1985-07-31,9.19,,
1985-08-01,9.03,,
1985-08-02,9.28,,
1985-08-05,9.28,,
1985-08-06,9.16,,
1985-08-07,9.25,,
1985-08-08,9.34,,
1985-08-09,9.22,,
1985-08-12,9.16,,
1985-08-13,9.16,,
1985-08-14,9.25,,
1985-08-15,9.22,,
1985-08-16,9.19,,
1985-08-19,9.22,,
1985-08-20,9.38,,
1985-08-21,9.25,,
1985-08-22,9.13,,
1985-08-23,9.19,,
1985-08-26,9.22,,
1985-08-27,9.22,,
1985-08-28,9.34,,
1985-08-29,9.41,,
1985-08-30,9.41,,
1985-09-03,9.34,,
1985-09-04,9.34,,
1985-09-05,9.41,,
1985-09-06,9.38,,
1985-09-09,9.25,,
1985-09-10,9.28,,
1985-09-11,9.25,,
1985-09-12,9.22,,
1985-09-13,9.16,,
1985-09-16,8.97,,
1985-09-17,8.94,,
1985-09-18,9.0,,
1985-09-19,9.16,,
1985-09-20,9.19,,
1985-09-23,9.13,,
1985-09-24,9.0,,
1985-09-25,8.78,,
1985-09-26,9.09,,
1985-09-30,9.25,,
1985-10-01,9.69,,
1985-10-02,9.59,,
1985-10-03,9.66,,
1985-10-04,9.53,,
1985-10-07,9.44,,
1985-10-08,9.47,,
1985-10-09,9.5,,
1985-10-10,9.5,,
1985-10-11,9.56,,
1985-10-14,9.69,,
1985-10-15,9.75,,
1985-10-16,9.81,,
1985-10-17,9.72,,
1985-10-18,9.53,,
1985-10-21,9.66,,
1985-10-22,9.75,,
1985-10-23,9.84,,
1985-10-24,9.88,,
1985-10-25,9.81,,
1985-10-28,9.94,,
1985-10-29,9.88,,
1985-10-30,9.75,,
1985-10-31,9.78,,
1985-11-01,9.69,,
1985-11-04,9.66,,
1985-11-05,9.47,,
1985-11-06,9.34,,
1985-11-07,9.31,,
1985-11-08,9.38,,
1985-11-11,9.63,,
1985-11-12,9.56,,
1985-11-13,9.44,,
1985-11-14,9.63,,
1985-11-15,9.56,,
1985-11-18,9.59,,
1985-11-19,9.53,,
1985-11-20,9.47,,
1985-11-21,9.66,,
1985-11-22,9.59,,
1985-11-25,9.72,,
1985-11-26,9.81,,
1985-11-27,9.84,,
1985-11-29,9.56,,
1985-12-02,9.34,,
1985-12-03,9.41,,
1985-12-04,9.44,,
1985-12-05,9.53,,
1985-12-06,9.5,,
1985-12-09,9.0,,
1985-12-10,8.5,,
1985-12-11,8.66,,
1985-12-12,8.81,,
1985-12-13,9.13,,
1985-12-16,9.25,,
1985-12-17,9.19,,
1985-12-18,9.38,,
1985-12-19,9.44,,
1985-12-20,9.44,,
1985-12-23,9.28,,
1985-12-24,9.28,,
1985-12-26,9.31,,
1985-12-27,9.31,,
1985-12-30,9.38,,
1985-12-31,9.53,,
1986-01-02,9.38,,
1986-01-03,9.44,,
1986-01-06,9.41,,
1986-01-07,9.56,,
1986-01-08,9.22,,
1986-01-09,9.34,,
1986-01-10,9.34,,
1986-01-13,9.44,,
1986-01-14,9.28,,
1986-01-15,9.31,,
1986-01-16,9.13,,
1986-01-17,9.09,,
1986-01-20,8.91,,
1986-01-21,8.72,,
1986-01-22,8.69,,
1986-01-23,8.78,,
1986-01-24,9.13,,
1986-01-27,8.91,,
1986-01-28,8.75,,
1986-01-29,8.78,,
1986-01-30,8.94,,
1986-01-31,9.13,,
1986-02-03,8.88,,
1986-02-04,8.5,,
1986-02-05,8.56,,
1986-02-06,8.59,,
1986-02-07,8.78,,
1986-02-10,8.78,,
1986-02-11,8.63,,
1986-02-12,8.69,,
1986-02-13,8.84,,
1986-02-14,8.94,,
1986-02-18,8.97,,
1986-02-19,8.75,,
1986-02-20,8.75,,
1986-02-21,8.97,,
1986-02-24,9.13,,
1986-02-25,9.41,,
1986-02-26,9.5,,
1986-02-27,9.22,,
1986-02-28,9.19,,
1986-03-03,9.0,,
1986-03-04,8.97,,
1986-03-05,9.09,,
1986-03-06,8.94,,
1986-03-07,8.75,,
1986-03-10,8.75,,
1986-03-11,9.16,,
1986-03-12,9.38,,
1986-03-13,9.19,,
1986-03-14,9.25,,
1986-03-17,9.41,,
1986-03-18,9.38,,
1986-03-19,9.38,,
1986-03-20,9.5,,
1986-03-21,9.41,,
1986-03-24,9.25,,
1986-03-25,9.22,,
1986-03-26,9.34,,
1986-03-27,9.34,,
1986-03-31,9.13,,
1986-04-01,9.13,,
1986-04-02,9.41,,
1986-04-03,9.31,,
1986-04-04,9.31,,
1986-04-07,9.38,,
1986-04-08,9.38,,
1986-04-09,9.31,,
1986-04-10,9.5,,
1986-04-11,9.69,,
1986-04-14,9.78,,
1986-04-15,9.81,,
1986-04-16,9.75,,
1986-04-17,9.56,,
1986-04-18,9.47,,
1986-04-21,9.69,,
1986-04-22,9.66,,
1986-04-23,9.56,,
1986-04-24,9.69,,
1986-04-25,9.78,,
1986-04-28,9.81,,
1986-04-29,9.72,,
1986-04-30,9.63,,
1986-05-01,9.56,,
1986-05-02,9.81,,
1986-05-05,9.91,,
1986-05-06,9.84,,
1986-05-07,9.84,,
1986-05-08,9.97,,
1986-05-09,10.22,,
1986-05-12,10.28,,
1986-05-13,10.09,,
1986-05-14,10.13,,
1986-05-15,9.91,,
1986-05-16,9.94,,
1986-05-19,9.94,,
1986-05-20,10.0,,
1986-05-21,9.84,,
1986-05-22,9.97,,
1986-05-23,10.13,,
1986-05-27,10.09,,
1986-05-28,10.0,,
1986-05-29,10.0,,
1986-05-30,10.0,,
1986-06-02,10.16,,
1986-06-03,10.22,,
1986-06-04,10.06,,
1986-06-05,10.03,,
1986-06-06,10.06,,
1986-06-09,10.0,,
1986-06-10,9.97,,
1986-06-11,9.97,,
1986-06-12,9.94,,
1986-06-13,9.97,,
1986-06-16,10.0,,
1986-06-17,9.97,,
1986-06-18,9.97,,
1986-06-19,10.03,,
1986-06-20,10.03,,
1986-06-23,9.94,,
1986-06-24,9.94,,
1986-06-25,9.97,,
1986-06-26,9.88,,
1986-06-27,9.72,,
1986-06-30,9.59,,
1986-07-01,9.53,,
1986-07-02,9.69,,
1986-07-03,9.69,,
1986-07-07,9.47,,
1986-07-08,9.41,,
1986-07-09,9.13,,
1986-07-10,9.06,,
1986-07-11,8.94,,
1986-07-14,8.69,,
1986-07-15,8.56,,
1986-07-16,8.66,,
1986-07-17,8.94,,
1986-07-18,9.0,,
1986-07-21,9.16,,
1986-07-22,9.25,,
1986-07-23,9.03,,
1986-07-24,8.84,,
1986-07-25,8.81,,
1986-07-28,8.69,,
1986-07-29,8.72,,
1986-07-30,9.09,,
1986-07-31,9.03,,
1986-08-01,9.16,,
1986-08-04,9.69,,
1986-08-05,10.0,,
1986-08-06,9.94,,
1986-08-07,10.03,,
1986-08-08,9.97,,
1986-08-11,10.09,,
1986-08-12,10.13,,
1986-08-13,10.34,,
1986-08-14,10.31,,
1986-08-15,10.75,,
1986-08-18,10.94,,
1986-08-19,10.53,,
1986-08-20,10.81,,
1986-08-21,10.56,,
1986-08-22,10.63,,
1986-08-25,10.59,,
1986-08-26,11.03,,
1986-08-27,11.22,,
1986-08-28,10.94,,
1986-08-29,11.06,,
1986-09-02,11.09,,
1986-09-03,11.38,,
1986-09-04,11.66,,
1986-09-05,11.75,,
1986-09-08,11.53,,
1986-09-09,11.34,,
1986-09-10,11.38,,
1986-09-11,10.88,,
1986-09-12,10.81,,
1986-09-15,10.91,,
1986-09-16,10.81,,
1986-09-17,10.53,,
1986-09-18,10.41,,
1986-09-19,10.59,,
1986-09-22,10.63,,
1986-09-23,10.84,,
1986-09-24,10.69,,
1986-09-25,10.63,,
1986-09-26,10.75,,
1986-09-29,10.75,,
1986-09-30,11.0,,
1986-10-01,11.16,,
1986-10-02,11.22,,
1986-10-03,11.16,,
1986-10-06,11.22,,
1986-10-07,11.28,,
1986-10-08,11.31,,
1986-10-09,11.22,,
1986-10-10,10.94,,
1986-10-13,10.91,,
1986-10-14,10.63,,
1986-10-15,10.81,,
1986-10-16,11.19,,
1986-10-17,11.13,,
1986-10-20,10.94,,
1986-10-21,10.91,,
1986-10-22,10.69,,
1986-10-23,10.53,,
1986-10-24,10.44,,
1986-10-27,10.56,,
1986-10-28,10.41,,
1986-10-29,10.31,,
1986-10-30,10.91,,
1986-10-31,11.16,,
1986-11-03,10.88,,
1986-11-04,11.0,,
1986-11-05,11.16,,
1986-11-06,11.0,,
1986-11-07,11.22,,
1986-11-10,11.13,,
1986-11-11,11.44,,
1986-11-12,11.5,,
1986-11-13,11.5,,
1986-11-14,11.84,,
1986-11-17,11.84,,
1986-11-18,11.41,,
1986-11-19,11.44,,
1986-11-20,11.63,,
1986-11-21,11.75,,
1986-11-24,11.81,,
1986-11-25,11.69,,
1986-11-26,11.59,,
1986-11-28,11.84,,
1986-12-01,11.78,,
1986-12-02,11.97,,
1986-12-03,11.75,,
1986-12-04,11.47,,
1986-12-05,11.44,,
1986-12-08,11.41,,
1986-12-09,11.38,,
1986-12-10,11.69,,
1986-12-11,11.75,,
1986-12-12,12.0,,
1986-12-15,11.91,,
1986-12-16,11.94,,
1986-12-17,11.59,,
1986-12-18,11.53,,
1986-12-19,11.5,,
1986-12-22,11.63,,
1986-12-23,11.47,,
1986-12-24,11.44,,
1986-12-26,11.44,,
1986-12-29,11.47,,
1986-12-30,11.44,,
1986-12-31,11.34,,
1987-01-02,11.5,,
1987-01-05,11.69,,
1987-01-06,11.72,,
1987-01-07,11.88,,
1987-01-08,12.16,,
1987-01-09,12.19,,
1987-01-12,12.56,,
1987-01-13,12.44,,
1987-01-14,12.69,,
1987-01-15,13.09,,
1987-01-16,13.13,,
1987-01-19,13.06,,
1987-01-20,13.0,,
1987-01-21,12.63,,
1987-01-22,12.94,,
1987-01-23,12.5,,
1987-01-26,12.69,,
1987-01-27,12.97,,
1987-01-28,12.84,,
1987-01-29,12.88,,
1987-01-30,13.25,,
1987-02-02,13.25,,
1987-02-03,12.94,,
1987-02-04,13.59,,
1987-02-05,13.63,,
1987-02-06,13.53,,
1987-02-09,13.13,,
1987-02-10,12.88,,
1987-02-11,12.53,,
1987-02-12,12.31,,
1987-02-13,12.63,,
1987-02-17,12.88,,
1987-02-18,12.5,,
1987-02-19,12.28,,
1987-02-20,12.09,,
1987-02-23,11.97,,
1987-02-24,11.78,,
1987-02-25,11.94,,
1987-02-26,12.19,,
1987-02-27,12.38,,
1987-03-02,12.22,,
1987-03-03,12.69,,
1987-03-04,12.72,,
1987-03-05,12.66,,
1987-03-06,12.91,,
1987-03-09,12.75,,
1987-03-10,12.84,,
1987-03-11,12.97,,
1987-03-12,13.13,,
1987-03-13,13.16,,
1987-03-16,13.44,,
1987-03-17,13.88,,
1987-03-18,14.19,,
1987-03-19,14.19,,
1987-03-20,14.44,,
1987-03-23,14.69,,
1987-03-24,14.72,,
1987-03-25,14.44,,
1987-03-26,14.5,,
1987-03-27,14.13,,
1987-03-30,13.84,,
1987-03-31,14.03,,
1987-04-01,14.47,,
1987-04-02,14.78,,
1987-04-03,15.06,,
1987-04-06,15.09,,
1987-04-07,14.81,,
1987-04-08,14.88,,
1987-04-09,14.44,,
1987-04-10,14.81,,
1987-04-13,14.66,,
1987-04-14,14.34,,
1987-04-15,14.5,,
1987-04-16,14.31,,
1987-04-20,14.34,,
1987-04-21,14.84,,
1987-04-22,14.41,,
1987-04-23,14.19,,
1987-04-24,13.91,,
1987-04-27,13.84,,
1987-04-28,14.09,,
1987-04-29,14.22,,
1987-04-30,14.5,,
1987-05-01,14.06,,
1987-05-04,14.25,,
1987-05-05,14.38,,
1987-05-06,14.75,,
1987-05-07,14.94,,
1987-05-08,14.91,,
1987-05-11,14.75,,
1987-05-12,14.72,,
1987-05-13,14.72,,
1987-05-14,14.69,,
1987-05-15,14.22,,
1987-05-18,14.31,,
1987-05-19,13.81,,
1987-05-20,14.13,,
1987-05-21,14.16,,
1987-05-22,14.13,,
1987-05-26,14.31,,
1987-05-27,14.34,,
1987-05-28,14.34,,
1987-05-29,14.59,,
1987-06-01,14.81,,
1987-06-02,14.59,,
1987-06-03,14.72,,
1987-06-04,14.72,,
1987-06-05,14.56,,
1987-06-08,14.5,,
1987-06-09,14.5,,
1987-06-10,14.47,,
1987-06-11,14.47,,
1987-06-12,14.5,,
1987-06-15,14.63,,
1987-06-16,14.97,,
1987-06-17,14.91,,
1987-06-18,14.94,,
1987-06-19,14.91,,
1987-06-22,14.94,,
1987-06-23,14.97,,
1987-06-24,14.94,,
1987-06-25,15.13,,
1987-06-26,15.06,,
1987-06-29,15.47,,
1987-06-30,15.5,,
1987-07-01,15.31,,
1987-07-02,15.56,,
1987-07-06,15.63,,
1987-07-07,15.84,,
1987-07-08,15.66,,
1987-07-09,15.63,,
1987-07-10,15.66,,
1987-07-13,15.66,,
1987-07-14,15.75,,
1987-07-15,15.84,,
1987-07-16,16.0,,
1987-07-17,16.03,,
1987-07-20,15.72,,
1987-07-21,15.25,,
1987-07-22,15.03,,
1987-07-23,14.97,,
1987-07-24,14.97,,
1987-07-27,14.94,,
1987-07-28,15.19,,
1987-07-29,15.22,,
1987-07-30,15.06,,
1987-07-31,15.13,,
1987-08-03,15.5,,
1987-08-04,15.06,,
1987-08-05,14.91,,
1987-08-06,15.0,,
1987-08-07,14.94,,
1987-08-10,14.97,,
1987-08-11,15.0,,
1987-08-12,15.03,,
1987-08-13,14.44,,
1987-08-14,14.66,,
1987-08-17,14.5,,
1987-08-18,14.53,,
1987-08-19,14.66,,
1987-08-20,14.91,,
1987-08-21,14.84,,
1987-08-24,14.53,,
1987-08-25,14.5,,
1987-08-26,14.69,,
1987-08-27,14.81,,
1987-08-28,14.5,,
1987-08-31,14.63,,
1987-09-01,14.28,,
1987-09-02,14.13,,
1987-09-03,14.13,,
1987-09-04,13.88,,
1987-09-08,13.59,,
1987-09-09,13.69,,
1987-09-10,13.66,,
1987-09-11,13.56,,
1987-09-14,13.47,,
1987-09-15,13.34,,
1987-09-16,13.0,,
1987-09-17,12.81,,
1987-09-18,12.72,,
1987-09-21,12.5,,
1987-09-22,13.47,,
1987-09-23,13.38,,
1987-09-24,13.31,,
1987-09-25,13.31,,
1987-09-28,13.44,,
1987-09-29,13.47,,
1987-09-30,13.47,,
1987-10-01,13.78,,
1987-10-02,13.91,,
1987-10-05,13.88,,
1987-10-06,13.38,,
1987-10-07,13.16,,
1987-10-08,12.88,,
1987-10-09,12.78,,
1987-10-12,12.78,,
1987-10-13,13.0,,
1987-10-14,12.59,,
1987-10-15,12.47,,
1987-10-16,12.38,,
1987-10-19,10.31,,
1987-10-20,11.19,,
1987-10-21,11.25,,
1987-10-22,11.0,,
1987-10-23,10.66,,
1987-10-26,9.38,,
1987-10-27,9.88,,
1987-10-28,10.16,,
1987-10-29,10.53,,
1987-10-30,11.09,,
1987-11-02,11.13,,
1987-11-03,10.72,,
1987-11-04,10.72,,
1987-11-05,10.69,,
1987-11-06,10.31,,
1987-11-09,9.69,,
1987-11-10,9.69,,
1987-11-11,9.91,,
1987-11-12,10.09,,
1987-11-13,9.69,,
1987-11-16,10.09,,
1987-11-17,10.06,,
1987-11-18,10.03,,
1987-11-19,9.72,,
1987-11-20,9.69,,
1987-11-23,9.84,,
1987-11-24,9.91,,
1987-11-25,9.63,,
1987-11-27,9.63,,
1987-11-30,9.13,,
1987-12-01,9.25,,
1987-12-02,9.25,,
1987-12-03,9.19,,
1987-12-04,9.19,,
1987-12-07,9.31,,
1987-12-08,9.75,,
1987-12-09,9.69,,
1987-12-10,9.13,,
1987-12-11,9.53,,
1987-12-14,9.69,,
1987-12-15,9.47,,
1987-12-16,9.63,,
1987-12-17,9.38,,
1987-12-18,9.66,,
1987-12-21,9.56,,
1987-12-22,9.59,,
1987-12-23,9.94,,
1987-12-24,10.06,,
1987-12-28,9.72,,
1987-12-29,9.75,,
1987-12-30,9.97,,
1987-12-31,9.91,,
1988-01-04,10.41,,
1988-01-05,10.59,,
1988-01-06,10.75,,
1988-01-07,11.0,,
1988-01-08,10.31,,
1988-01-11,10.16,,
1988-01-12,10.0,,
1988-01-13,9.91,,
1988-01-14,10.19,,
1988-01-15,10.31,,
1988-01-18,10.5,,
1988-01-19,10.5,,
1988-01-20,10.16,,
1988-01-21,10.28,,
1988-01-22,10.47,,
1988-01-25,10.94,,
1988-01-26,10.78,,
1988-01-27,10.81,,
