date,HST,dcf,Deviation
1980-08-07,4.69,,
1980-08-08,4.71,,
1980-08-11,4.69,,
1980-08-12,4.64,,
1980-08-13,4.73,,
1980-08-14,4.71,,
1980-08-15,4.64,,
1980-08-18,4.49,,
1980-08-19,4.47,,
1980-08-20,4.49,,
1980-08-21,4.49,,
1980-08-22,4.47,,
1980-08-25,4.47,,
1980-08-26,4.49,,
1980-08-27,4.43,,
1980-08-28,4.4,,
1980-08-29,4.4,,
1980-09-02,4.43,,
1980-09-03,4.71,,
1980-09-04,4.8,,
1980-09-05,4.8,,
1980-09-08,4.82,,
1980-09-09,4.84,,
1980-09-10,4.97,,
1980-09-11,5.12,,
1980-09-12,5.26,,
1980-09-15,5.21,,
1980-09-16,5.3,,
1980-09-17,5.28,,
1980-09-18,5.34,,
1980-09-19,5.36,,
1980-09-22,5.36,,
1980-09-23,5.04,,
1980-09-24,5.06,,
1980-09-25,5.17,,
1980-09-26,5.06,,
1980-09-29,4.78,,
1980-09-30,4.88,,
1980-10-01,4.86,,
1980-10-02,4.84,,
1980-10-03,4.95,,
1980-10-06,4.99,,
1980-10-07,5.19,,
1980-10-08,5.3,,
1980-10-09,5.32,,
1980-10-10,5.47,,
1980-10-13,5.56,,
1980-10-14,5.71,,
1980-10-15,5.93,,
1980-10-16,6.13,,
1980-10-17,6.06,,
1980-10-20,6.06,,
1980-10-21,6.17,,
1980-10-22,6.28,,
1980-10-23,6.35,,
1980-10-24,6.21,,
1980-10-27,6.24,,
1980-10-28,6.15,,
1980-10-29,6.02,,
1980-10-30,5.97,,
1980-10-31,5.97,,
1980-11-03,6.0,,
1980-11-05,6.06,,
1980-11-06,5.97,,
1980-11-07,5.74,,
1980-11-10,5.89,,
1980-11-11,6.02,,
1980-11-12,6.13,,
1980-11-13,6.11,,
1980-11-14,6.0,,
1980-11-17,5.82,,
1980-11-18,5.91,,
1980-11-19,5.91,,
1980-11-20,5.87,,
1980-11-21,5.84,,
1980-11-24,5.71,,
1980-11-25,5.74,,
1980-11-26,5.71,,
1980-11-28,5.71,,
1980-12-01,5.65,,
1980-12-02,5.65,,
1980-12-03,5.6,,
1980-12-04,5.56,,
1980-12-05,5.36,,
1980-12-08,4.93,,
1980-12-09,5.17,,
1980-12-10,5.17,,
1980-12-11,5.17,,
1980-12-12,5.26,,
1980-12-15,5.26,,
1980-12-16,5.28,,
1980-12-17,5.58,,
1980-12-18,5.6,,
1980-12-19,5.67,,
1980-12-22,5.78,,
1980-12-23,5.89,,
1980-12-24,5.82,,
1980-12-26,5.87,,
1980-12-29,5.82,,
1980-12-30,5.78,,
1980-12-31,5.71,,
1981-01-02,5.54,,
1981-01-05,5.52,,
1981-01-06,5.5,,
1981-01-07,5.41,,
1981-01-08,5.34,,
1981-01-09,5.45,,
1981-01-12,5.5,,
1981-01-13,5.5,,
1981-01-14,5.5,,
1981-01-15,5.58,,
1981-01-16,5.65,,
1981-01-19,5.65,,
1981-01-20,5.6,,
1981-01-21,5.54,,
1981-01-22,5.56,,
1981-01-23,5.56,,
1981-01-26,5.65,,
1981-01-27,5.65,,
1981-01-28,5.87,,
1981-01-29,5.84,,
1981-01-30,5.8,,
1981-02-02,5.71,,
1981-02-03,5.76,,
1981-02-04,5.65,,
1981-02-05,5.76,,
1981-02-06,5.84,,
1981-02-09,5.78,,
1981-02-10,5.78,,
1981-02-11,5.56,,
1981-02-12,5.47,,
1981-02-13,5.39,,
1981-02-17,5.36,,
1981-02-18,5.34,,
1981-02-19,5.3,,
1981-02-20,5.21,,
1981-02-23,5.28,,
1981-02-24,5.43,,
1981-02-25,5.45,,
1981-02-26,5.45,,
1981-02-27,5.47,,
1981-03-02,5.45,,
1981-03-03,5.6,,
1981-03-04,5.63,,
1981-03-05,5.65,,
1981-03-06,5.6,,
1981-03-09,5.69,,
1981-03-10,5.58,,
1981-03-11,5.58,,
1981-03-12,5.65,,
1981-03-13,5.8,,
1981-03-16,5.87,,
1981-03-17,5.84,,
1981-03-18,5.93,,
1981-03-19,5.97,,
1981-03-20,5.89,,
1981-03-23,5.89,,
1981-03-24,5.89,,
1981-03-25,6.06,,
1981-03-26,6.04,,
1981-03-27,6.11,,
1981-03-30,6.13,,
1981-03-31,6.32,,
1981-04-01,6.24,,
1981-04-02,6.28,,
1981-04-03,6.32,,
1981-04-06,6.3,,
1981-04-07,6.35,,
1981-04-08,6.32,,
1981-04-09,6.35,,
1981-04-10,6.52,,
1981-04-13,6.39,,
1981-04-14,6.41,,
1981-04-15,6.41,,
1981-04-16,6.52,,
1981-04-20,6.65,,
1981-04-21,6.67,,
1981-04-22,6.63,,
1981-04-23,6.54,,
1981-04-24,6.56,,
1981-04-27,6.54,,
1981-04-28,6.56,,
1981-04-29,6.52,,
1981-04-30,6.52,,
1981-05-01,6.32,,
1981-05-04,6.17,,
1981-05-05,5.89,,
1981-05-06,5.91,,
1981-05-07,6.06,,
1981-05-08,6.35,,
1981-05-11,6.17,,
1981-05-12,6.24,,
1981-05-13,6.52,,
1981-05-14,6.59,,
1981-05-15,6.61,,
1981-05-18,6.72,,
1981-05-19,6.63,,
1981-05-20,6.63,,
1981-05-21,6.67,,
1981-05-22,6.69,,
1981-05-26,6.69,,
1981-05-27,6.78,,
1981-05-28,6.98,,
1981-05-29,7.04,,
1981-06-01,7.09,,
1981-06-02,7.07,,
1981-06-03,6.89,,
1981-06-04,7.02,,
1981-06-05,7.0,,
1981-06-08,7.07,,
1981-06-09,7.31,,
1981-06-10,7.28,,
1981-06-11,7.37,,
1981-06-12,7.92,,
1981-06-15,7.7,,
1981-06-16,7.65,,
1981-06-17,7.54,,
1981-06-18,7.44,,
1981-06-19,7.28,,
1981-06-22,7.2,,
1981-06-23,7.04,,
1981-06-24,7.04,,
1981-06-25,7.46,,
1981-06-26,7.57,,
1981-06-29,7.37,,
1981-06-30,7.37,,
1981-07-01,7.39,,
1981-07-02,7.31,,
1981-07-06,7.24,,
1981-07-07,7.24,,
1981-07-08,7.31,,
1981-07-09,7.31,,
1981-07-10,7.37,,
1981-07-13,7.37,,
1981-07-14,7.37,,
1981-07-15,7.31,,
1981-07-16,7.24,,
1981-07-17,7.17,,
1981-07-20,6.91,,
1981-07-21,6.85,,
1981-07-22,6.83,,
1981-07-23,6.76,,
1981-07-24,6.69,,
1981-07-27,6.52,,
1981-07-28,6.45,,
1981-07-29,6.54,,
1981-07-30,6.63,,
1981-07-31,6.69,,
1981-08-03,6.59,,
1981-08-04,6.65,,
1981-08-05,6.65,,
1981-08-06,6.76,,
1981-08-07,6.76,,
1981-08-10,6.85,,
1981-08-11,6.8,,
1981-08-12,6.63,,
1981-08-13,6.54,,
1981-08-14,6.59,,
1981-08-17,6.45,,
1981-08-18,6.43,,
1981-08-19,6.43,,
1981-08-20,6.48,,
1981-08-21,6.45,,
1981-08-24,6.45,,
1981-08-25,6.43,,
1981-08-26,6.41,,
1981-08-27,6.35,,
1981-08-28,6.37,,
1981-08-31,6.21,,
1981-09-01,6.15,,
1981-09-02,6.06,,
1981-09-03,5.84,,
1981-09-04,5.93,,
1981-09-08,5.89,,
1981-09-09,5.89,,
1981-09-10,5.91,,
1981-09-11,5.91,,
1981-09-14,5.93,,
1981-09-15,5.93,,
1981-09-16,5.84,,
1981-09-17,5.84,,
1981-09-18,5.78,,
1981-09-21,5.76,,
1981-09-22,5.8,,
1981-09-23,5.78,,
1981-09-24,5.82,,
1981-09-25,5.67,,
1981-09-28,5.89,,
1981-09-29,5.89,,
1981-09-30,5.78,,
1981-10-01,5.58,,
1981-10-02,5.71,,
1981-10-05,5.93,,
1981-10-06,5.89,,
1981-10-07,5.89,,
1981-10-08,6.0,,
1981-10-09,5.95,,
1981-10-12,5.97,,
1981-10-13,5.97,,
1981-10-14,5.93,,
1981-10-15,5.97,,
1981-10-16,5.93,,
1981-10-19,5.97,,
1981-10-20,5.97,,
1981-10-21,6.04,,
1981-10-22,6.02,,
1981-10-23,5.97,,
1981-10-26,5.93,,
1981-10-27,6.0,,
1981-10-28,6.0,,
1981-10-29,6.02,,
1981-10-30,5.93,,
1981-11-02,5.89,,
1981-11-03,5.95,,
1981-11-04,6.13,,
1981-11-05,6.24,,
1981-11-06,6.15,,
1981-11-09,6.17,,
1981-11-10,6.15,,
1981-11-11,6.06,,
1981-11-12,6.08,,
1981-11-13,5.93,,
1981-11-16,5.84,,
1981-11-17,5.87,,
1981-11-18,5.84,,
1981-11-19,5.67,,
1981-11-20,5.87,,
1981-11-23,5.74,,
1981-11-24,5.91,,
1981-11-25,5.95,,
1981-11-27,6.0,,
1981-11-30,6.11,,
1981-12-01,6.08,,
1981-12-02,6.02,,
1981-12-03,6.11,,
1981-12-04,6.19,,
1981-12-07,6.32,,
1981-12-08,6.37,,
1981-12-09,6.59,,
1981-12-10,6.67,,
1981-12-11,6.65,,
1981-12-14,6.69,,
1981-12-15,6.67,,
1981-12-16,6.54,,
1981-12-17,6.65,,
1981-12-18,6.65,,
1981-12-21,6.61,,
1981-12-22,6.56,,
1981-12-23,6.54,,
1981-12-24,6.48,,
1981-12-28,6.39,,
1981-12-29,6.28,,
1981-12-30,6.19,,
1981-12-31,6.26,,
1982-01-04,6.24,,
1982-01-05,6.08,,
1982-01-06,6.04,,
1982-01-07,6.11,,
1982-01-08,6.08,,
1982-01-11,6.02,,
1982-01-12,5.97,,
1982-01-13,5.84,,
1982-01-14,5.89,,
1982-01-15,6.0,,
1982-01-18,5.95,,
1982-01-19,5.95,,
1982-01-20,5.95,,
1982-01-21,5.91,,
1982-01-22,5.87,,
1982-01-25,5.84,,
1982-01-26,5.93,,
1982-01-27,6.0,,
1982-01-28,6.17,,
1982-01-29,6.37,,
1982-02-01,6.48,,
1982-02-02,6.56,,
1982-02-03,6.63,,
1982-02-04,6.59,,
1982-02-05,6.63,,
1982-02-08,6.54,,
1982-02-09,6.28,,
1982-02-10,6.32,,
1982-02-11,6.41,,
1982-02-12,6.52,,
1982-02-16,6.43,,
1982-02-17,6.41,,
1982-02-18,6.59,,
1982-02-19,6.61,,
1982-02-22,6.56,,
1982-02-23,6.56,,
1982-02-24,6.61,,
1982-02-25,6.65,,
1982-02-26,6.67,,
1982-03-01,6.67,,
1982-03-02,6.63,,
1982-03-03,6.59,,
1982-03-04,6.59,,
1982-03-05,6.5,,
1982-03-08,6.43,,
1982-03-09,6.41,,
1982-03-10,6.45,,
1982-03-11,6.32,,
1982-03-12,5.93,,
1982-03-15,5.87,,
1982-03-16,5.93,,
1982-03-17,5.91,,
1982-03-18,6.11,,
1982-03-19,6.15,,
1982-03-22,6.19,,
1982-03-23,6.37,,
1982-03-24,6.45,,
1982-03-25,6.41,,
1982-03-26,6.28,,
1982-03-29,6.28,,
1982-03-30,6.37,,
1982-03-31,6.43,,
1982-04-01,6.59,,
1982-04-02,6.63,,
1982-04-05,6.59,,
1982-04-06,6.69,,
1982-04-07,6.8,,
1982-04-08,6.8,,
1982-04-12,6.87,,
1982-04-13,6.93,,
1982-04-14,6.91,,
1982-04-15,6.72,,
1982-04-16,6.74,,
1982-04-19,6.91,,
1982-04-20,6.72,,
1982-04-21,6.67,,
1982-04-22,6.61,,
1982-04-23,6.65,,
1982-04-26,6.74,,
1982-04-27,6.72,,
1982-04-28,6.59,,
1982-04-29,6.56,,
1982-04-30,6.56,,
1982-05-03,6.63,,
1982-05-04,6.69,,
1982-05-05,6.72,,
1982-05-06,6.76,,
1982-05-07,6.89,,
1982-05-10,6.8,,
1982-05-11,6.89,,
1982-05-12,6.93,,
1982-05-13,6.96,,
1982-05-14,7.0,,
1982-05-17,6.96,,
1982-05-18,6.83,,
1982-05-19,6.76,,
1982-05-20,6.67,,
1982-05-21,6.72,,
1982-05-24,6.83,,
1982-05-25,6.8,,
1982-05-26,6.76,,
1982-05-27,6.61,,
1982-05-28,6.59,,
1982-06-01,6.45,,
1982-06-02,6.5,,
1982-06-03,6.5,,
1982-06-04,6.37,,
1982-06-07,6.28,,
1982-06-08,6.32,,
1982-06-09,6.3,,
1982-06-10,6.28,,
1982-06-11,6.48,,
1982-06-14,6.28,,
1982-06-15,6.11,,
1982-06-16,6.06,,
1982-06-17,6.02,,
1982-06-18,5.93,,
1982-06-21,5.87,,
1982-06-22,5.89,,
1982-06-23,5.87,,
1982-06-24,6.04,,
1982-06-25,6.11,,
1982-06-28,6.11,,
1982-06-29,6.08,,
1982-06-30,6.02,,
1982-07-01,5.87,,
1982-07-02,5.82,,
1982-07-06,5.76,,
1982-07-07,5.71,,
1982-07-08,5.67,,
1982-07-09,5.74,,
1982-07-12,5.89,,
1982-07-13,6.04,,
1982-07-14,6.11,,
1982-07-15,6.21,,
1982-07-16,6.39,,
1982-07-19,6.54,,
1982-07-20,6.72,,
1982-07-21,6.78,,
1982-07-22,6.72,,
1982-07-23,6.67,,
1982-07-26,6.69,,
1982-07-27,6.52,,
1982-07-28,6.41,,
1982-07-29,6.39,,
1982-07-30,6.39,,
1982-08-02,6.65,,
1982-08-03,6.5,,
1982-08-04,6.45,,
1982-08-05,6.26,,
1982-08-06,6.15,,
1982-08-09,6.17,,
1982-08-10,6.17,,
1982-08-11,6.04,,
1982-08-12,5.91,,
1982-08-13,5.84,,
1982-08-16,5.91,,
1982-08-17,6.28,,
1982-08-18,6.54,,
1982-08-19,6.52,,
1982-08-20,6.8,,
1982-08-23,7.09,,
1982-08-24,7.02,,
1982-08-25,7.04,,
1982-08-26,7.37,,
1982-08-27,7.26,,
1982-08-30,7.46,,
1982-08-31,7.68,,
1982-09-01,7.59,,
1982-09-02,7.76,,
1982-09-03,8.13,,
1982-09-07,8.0,,
1982-09-08,8.11,,
1982-09-09,8.09,,
1982-09-10,7.76,,
1982-09-13,7.57,,
1982-09-14,7.76,,
1982-09-15,7.83,,
1982-09-16,7.87,,
1982-09-17,7.85,,
1982-09-20,7.81,,
1982-09-21,8.2,,
1982-09-22,8.29,,
1982-09-23,8.31,,
1982-09-24,8.42,,
1982-09-27,8.72,,
1982-09-28,8.46,,
1982-09-29,8.37,,
1982-09-30,8.2,,
1982-10-01,8.05,,
1982-10-04,7.98,,
1982-10-05,7.98,,
1982-10-06,8.48,,
1982-10-07,8.61,,
1982-10-08,8.72,,
1982-10-11,8.83,,
1982-10-12,8.77,,
1982-10-13,8.68,,
1982-10-14,8.5,,
1982-10-15,8.35,,
1982-10-18,8.33,,
1982-10-19,8.44,,
1982-10-20,8.57,,
1982-10-21,8.77,,
1982-10-22,9.03,,
1982-10-25,8.81,,
1982-10-26,8.94,,
1982-10-27,9.03,,
1982-10-28,9.07,,
1982-10-29,9.07,,
1982-11-01,9.11,,
1982-11-02,9.35,,
1982-11-03,9.86,,
1982-11-04,9.9,,
1982-11-05,9.7,,
1982-11-08,9.4,,
1982-11-09,9.57,,
1982-11-10,9.49,,
1982-11-11,9.46,,
1982-11-12,9.57,,
1982-11-15,9.46,,
1982-11-16,9.38,,
1982-11-17,9.38,,
1982-11-18,9.49,,
1982-11-19,9.57,,
1982-11-22,9.51,,
1982-11-23,9.62,,
1982-11-24,9.59,,
1982-11-26,9.77,,
1982-11-29,9.79,,
1982-11-30,10.03,,
1982-12-01,10.55,,
1982-12-02,10.6,,
1982-12-03,10.36,,
1982-12-06,10.69,,
1982-12-07,10.64,,
1982-12-08,10.49,,
1982-12-09,10.31,,
1982-12-10,10.27,,
1982-12-13,10.34,,
1982-12-14,10.25,,
1982-12-15,10.16,,
1982-12-16,10.21,,
1982-12-17,10.14,,
1982-12-20,9.88,,
1982-12-21,9.92,,
1982-12-22,9.94,,
1982-12-23,9.94,,
1982-12-27,10.1,,
1982-12-28,10.05,,
1982-12-29,10.1,,
1982-12-30,10.14,,
1982-12-31,10.21,,
1983-01-03,9.79,,
1983-01-04,9.64,,
1983-01-05,9.68,,
1983-01-06,9.9,,
1983-01-07,10.03,,
1983-01-10,10.14,,
1983-01-11,10.12,,
1983-01-12,10.36,,
1983-01-13,10.4,,
1983-01-14,10.38,,
1983-01-17,10.23,,
1983-01-18,10.21,,
1983-01-19,10.01,,
1983-01-20,9.99,,
1983-01-21,9.9,,
1983-01-24,9.38,,
1983-01-25,9.42,,
1983-01-26,9.49,,
1983-01-27,9.51,,
1983-01-28,9.4,,
1983-01-31,9.14,,
1983-02-01,8.79,,
1983-02-02,8.98,,
1983-02-03,8.9,,
1983-02-04,9.22,,
1983-02-07,9.42,,
1983-02-08,9.46,,
1983-02-09,9.42,,
1983-02-10,9.46,,
1983-02-11,9.66,,
1983-02-14,9.59,,
1983-02-15,9.64,,
1983-02-16,9.68,,
1983-02-17,9.59,,
1983-02-18,9.68,,
1983-02-22,9.83,,
1983-02-23,9.75,,
1983-02-24,9.77,,
1983-02-25,9.99,,
1983-02-28,10.03,,
1983-03-01,10.14,,
1983-03-02,10.42,,
1983-03-03,10.21,,
1983-03-04,10.18,,
1983-03-07,10.12,,
1983-03-08,10.03,,
1983-03-09,10.1,,
1983-03-10,10.12,,
1983-03-11,10.1,,
1983-03-14,9.94,,
1983-03-15,9.77,,
1983-03-16,9.81,,
1983-03-17,9.9,,
1983-03-18,10.03,,
1983-03-21,10.16,,
1983-03-22,10.51,,
1983-03-23,10.6,,
1983-03-24,10.9,,
1983-03-25,11.08,,
1983-03-28,10.9,,
1983-03-29,10.9,,
1983-03-30,11.16,,
1983-03-31,11.03,,
1983-04-04,10.86,,
1983-04-05,10.84,,
1983-04-06,10.71,,
1983-04-07,10.36,,
1983-04-08,10.4,,
1983-04-11,10.69,,
1983-04-12,10.75,,
1983-04-13,11.14,,
1983-04-14,11.19,,
1983-04-15,11.45,,
1983-04-18,11.88,,
1983-04-19,11.78,,
1983-04-20,12.21,,
1983-04-21,12.15,,
1983-04-22,11.91,,
1983-04-25,11.73,,
1983-04-26,11.8,,
1983-04-27,11.8,,
1983-04-28,11.82,,
1983-04-29,11.84,,
1983-05-02,11.75,,
1983-05-03,11.75,,
1983-05-04,11.8,,
1983-05-05,12.21,,
1983-05-06,12.58,,
1983-05-09,12.67,,
1983-05-10,12.67,,
1983-05-11,12.58,,
1983-05-12,12.63,,
1983-05-13,12.6,,
1983-05-16,12.49,,
1983-05-17,12.47,,
1983-05-18,12.6,,
1983-05-19,12.52,,
1983-05-20,12.52,,
1983-05-23,12.49,,
1983-05-24,12.65,,
1983-05-25,12.67,,
1983-05-26,12.6,,
1983-05-27,12.56,,
1983-05-31,12.34,,
1983-06-01,12.3,,
1983-06-02,12.39,,
1983-06-03,12.43,,
1983-06-06,12.52,,
1983-06-07,12.73,,
1983-06-08,12.56,,
1983-06-09,13.06,,
1983-06-10,13.04,,
1983-06-13,13.11,,
1983-06-14,13.13,,
1983-06-15,13.43,,
1983-06-16,13.65,,
1983-06-17,13.61,,
1983-06-20,13.61,,
1983-06-21,13.78,,
1983-06-22,13.96,,
1983-06-23,13.96,,
1983-06-24,13.96,,
1983-06-27,13.89,,
1983-06-28,13.67,,
1983-06-29,13.61,,
1983-06-30,13.52,,
1983-07-01,13.26,,
1983-07-05,13.08,,
1983-07-06,13.35,,
1983-07-07,13.17,,
1983-07-08,13.04,,
1983-07-11,13.08,,
1983-07-12,13.04,,
1983-07-13,13.17,,
1983-07-14,13.21,,
1983-07-15,13.08,,
1983-07-18,13.02,,
1983-07-19,13.17,,
1983-07-20,13.83,,
1983-07-21,13.52,,
1983-07-22,13.61,,
1983-07-25,13.65,,
1983-07-26,13.59,,
1983-07-27,13.41,,
1983-07-28,13.26,,
1983-07-29,13.0,,
1983-08-01,12.76,,
1983-08-02,12.93,,
1983-08-03,12.87,,
1983-08-04,12.73,,
1983-08-05,12.82,,
1983-08-08,12.65,,
1983-08-09,12.71,,
1983-08-10,13.02,,
1983-08-11,13.35,,
1983-08-12,13.24,,
1983-08-15,13.21,,
1983-08-16,13.0,,
1983-08-17,13.3,,
1983-08-18,13.43,,
1983-08-19,13.37,,
1983-08-22,13.32,,
1983-08-23,13.13,,
1983-08-24,12.87,,
1983-08-25,13.08,,
1983-08-26,13.04,,
1983-08-29,12.95,,
1983-08-30,12.95,,
1983-08-31,13.3,,
1983-09-01,13.17,,
1983-09-02,13.06,,
1983-09-06,13.24,,
1983-09-07,13.3,,
1983-09-08,13.26,,
1983-09-09,13.24,,
1983-09-12,13.35,,
1983-09-13,13.35,,
1983-09-14,13.28,,
1983-09-15,13.08,,
1983-09-16,13.19,,
1983-09-19,13.21,,
1983-09-20,13.32,,
1983-09-21,13.28,,
1983-09-22,13.37,,
1983-09-23,13.35,,
1983-09-26,13.39,,
1983-09-27,13.19,,
1983-09-28,13.19,,
1983-09-29,13.11,,
1983-09-30,12.95,,
1983-10-03,12.76,,
1983-10-04,12.84,,
1983-10-05,12.82,,
1983-10-06,12.82,,
1983-10-07,12.84,,
1983-10-10,12.87,,
1983-10-11,12.73,,
1983-10-12,12.6,,
1983-10-13,12.56,,
1983-10-14,12.54,,
1983-10-17,12.6,,
1983-10-18,12.43,,
1983-10-19,12.21,,
1983-10-20,12.23,,
1983-10-21,12.04,,
1983-10-24,11.97,,
1983-10-25,12.21,,
1983-10-26,12.19,,
1983-10-27,12.39,,
1983-10-28,12.34,,
1983-10-31,12.3,,
1983-11-01,12.19,,
1983-11-02,12.04,,
1983-11-03,11.95,,
1983-11-04,11.93,,
1983-11-07,12.02,,
1983-11-08,12.1,,
1983-11-09,12.47,,
1983-11-10,12.65,,
1983-11-11,12.82,,
1983-11-14,12.93,,
1983-11-15,12.76,,
1983-11-16,13.02,,
1983-11-17,13.08,,
1983-11-18,12.84,,
1983-11-21,12.84,,
1983-11-22,13.02,,
1983-11-23,12.87,,
1983-11-25,12.91,,
1983-11-28,13.02,,
1983-11-29,13.26,,
1983-11-30,13.3,,
1983-12-01,13.3,,
1983-12-02,13.39,,
1983-12-05,13.43,,
1983-12-06,13.17,,
1983-12-07,13.08,,
1983-12-08,13.11,,
1983-12-09,12.91,,
1983-12-12,12.73,,
1983-12-13,12.8,,
1983-12-14,12.73,,
1983-12-15,12.63,,
1983-12-16,12.54,,
1983-12-19,12.54,,
1983-12-20,12.32,,
1983-12-21,12.56,,
1983-12-22,12.47,,
1983-12-23,12.39,,
1983-12-27,12.36,,
1983-12-28,12.32,,
1983-12-29,12.32,,
1983-12-30,12.43,,
1984-01-03,12.41,,
1984-01-04,12.47,,
1984-01-05,12.71,,
1984-01-06,13.02,,
1984-01-09,12.95,,
1984-01-10,13.11,,
1984-01-11,13.21,,
1984-01-12,13.08,,
1984-01-13,13.13,,
1984-01-16,12.91,,
1984-01-17,13.04,,
1984-01-18,13.0,,
1984-01-19,12.95,,
1984-01-20,12.95,,
1984-01-23,12.71,,
1984-01-24,12.56,,
1984-01-25,12.17,,
1984-01-26,12.23,,
1984-01-27,12.08,,
1984-01-30,11.6,,
1984-01-31,11.45,,
1984-02-01,11.51,,
1984-02-02,11.58,,
1984-02-03,11.47,,
1984-02-06,11.51,,
1984-02-07,11.6,,
1984-02-08,11.38,,
1984-02-09,11.21,,
1984-02-10,11.25,,
1984-02-13,11.25,,
1984-02-14,11.25,,
1984-02-15,11.16,,
1984-02-16,10.9,,
1984-02-17,10.88,,
1984-02-21,10.75,,
1984-02-22,10.77,,
1984-02-23,10.82,,
1984-02-24,11.16,,
1984-02-27,11.25,,
1984-02-28,11.12,,
1984-02-29,11.21,,
1984-03-01,11.16,,
1984-03-02,11.3,,
1984-03-05,11.23,,
1984-03-06,11.12,,
1984-03-07,11.12,,
1984-03-08,11.12,,
1984-03-09,11.14,,
1984-03-12,11.16,,
1984-03-13,11.34,,
1984-03-14,11.43,,
1984-03-15,11.4,,
1984-03-16,11.75,,
1984-03-19,11.6,,
1984-03-20,11.56,,
1984-03-21,11.43,,
1984-03-22,11.25,,
1984-03-23,11.3,,
1984-03-26,10.99,,
1984-03-27,10.82,,
1984-03-28,10.6,,
1984-03-29,10.86,,
1984-03-30,10.86,,
1984-04-02,10.82,,
1984-04-03,10.77,,
1984-04-04,10.6,,
1984-04-05,10.47,,
1984-04-06,10.47,,
1984-04-09,10.51,,
1984-04-10,10.69,,
1984-04-11,10.53,,
1984-04-12,10.86,,
1984-04-13,10.84,,
1984-04-16,11.06,,
1984-04-17,11.19,,
1984-04-18,11.03,,
1984-04-19,10.99,,
1984-04-23,10.95,,
1984-04-24,10.95,,
1984-04-25,11.16,,
1984-04-26,11.34,,
1984-04-27,11.32,,
1984-04-30,11.34,,
1984-05-01,11.32,,
1984-05-02,11.32,,
1984-05-03,11.32,,
1984-05-04,11.27,,
1984-05-07,11.34,,
1984-05-08,11.21,,
1984-05-09,11.19,,
1984-05-10,11.14,,
1984-05-11,11.1,,
1984-05-14,11.06,,
1984-05-15,11.01,,
1984-05-16,11.08,,
1984-05-17,10.88,,
1984-05-18,10.92,,
1984-05-21,10.95,,
1984-05-22,10.86,,
1984-05-23,10.77,,
1984-05-24,10.64,,
1984-05-25,10.6,,
1984-05-29,10.6,,
1984-05-30,10.69,,
1984-05-31,10.77,,
1984-06-01,10.9,,
1984-06-04,11.1,,
1984-06-05,11.16,,
1984-06-06,11.56,,
1984-06-07,11.34,,
1984-06-08,11.47,,
1984-06-11,11.43,,
1984-06-12,11.32,,
1984-06-13,11.43,,
