date,UPS,dcf,Deviation
2009-05-26,51.14,,
2009-05-27,49.75,,
2009-05-28,49.01,,
2009-05-29,51.14,,
2009-06-01,52.56,,
2009-06-02,52.56,,
2009-06-03,51.02,,
2009-06-04,51.0,,
2009-06-05,51.52,,
2009-06-08,51.43,,
2009-06-09,51.88,,
2009-06-10,51.65,,
2009-06-11,51.78,,
2009-06-12,50.53,,
2009-06-15,49.0,,
2009-06-16,48.44,,
2009-06-17,48.12,,
2009-06-18,48.3,,
2009-06-19,48.14,,
2009-06-22,46.84,,
2009-06-23,47.2,,
2009-06-24,47.64,,
2009-06-25,49.37,,
2009-06-26,49.86,,
2009-06-29,50.32,,
2009-06-30,49.99,,
2009-07-01,50.85,,
2009-07-02,48.6,,
2009-07-06,49.14,,
2009-07-07,47.72,,
2009-07-08,47.88,,
2009-07-09,48.02,,
2009-07-10,48.57,,
2009-07-13,49.42,,
2009-07-14,49.58,,
2009-07-15,50.53,,
2009-07-16,52.93,,
2009-07-17,52.17,,
2009-07-20,52.75,,
2009-07-21,52.29,,
2009-07-22,52.3,,
2009-07-23,53.51,,
2009-07-24,53.4,,
2009-07-27,54.2,,
2009-07-28,53.48,,
2009-07-29,52.94,,
2009-07-30,53.62,,
2009-07-31,53.73,,
2009-08-03,54.38,,
2009-08-04,54.08,,
2009-08-05,53.68,,
2009-08-06,53.24,,
2009-08-07,54.11,,
2009-08-10,53.72,,
2009-08-11,53.66,,
2009-08-12,54.53,,
2009-08-13,54.12,,
2009-08-14,53.53,,
2009-08-17,52.11,,
2009-08-18,52.59,,
2009-08-19,52.78,,
2009-08-20,52.77,,
2009-08-21,53.62,,
2009-08-24,53.52,,
2009-08-25,54.37,,
2009-08-26,54.01,,
2009-08-27,53.95,,
2009-08-28,53.71,,
2009-08-31,53.46,,
2009-09-01,52.58,,
2009-09-02,52.75,,
2009-09-03,52.83,,
2009-09-04,53.81,,
2009-09-08,54.1,,
2009-09-09,55.43,,
2009-09-10,56.3,,
2009-09-11,58.8,,
2009-09-14,59.19,,
2009-09-15,59.29,,
2009-09-16,59.2,,
2009-09-17,58.84,,
2009-09-18,58.77,,
2009-09-21,58.52,,
2009-09-22,58.63,,
2009-09-23,58.24,,
2009-09-24,58.05,,
2009-09-25,56.81,,
2009-09-28,57.63,,
2009-09-29,56.78,,
2009-09-30,56.47,,
2009-10-01,55.2,,
2009-10-02,54.94,,
2009-10-05,55.61,,
2009-10-06,55.59,,
2009-10-07,55.63,,
2009-10-08,56.33,,
2009-10-09,55.97,,
2009-10-12,55.93,,
2009-10-13,55.73,,
2009-10-14,57.21,,
2009-10-15,57.71,,
2009-10-16,57.12,,
2009-10-19,57.62,,
2009-10-20,57.73,,
2009-10-21,57.1,,
2009-10-22,57.1,,
2009-10-23,55.7,,
2009-10-26,54.52,,
2009-10-27,54.5,,
2009-10-28,54.37,,
2009-10-29,54.94,,
2009-10-30,53.68,,
2009-11-02,54.01,,
2009-11-03,54.2,,
2009-11-04,53.5,,
2009-11-05,54.46,,
2009-11-06,54.86,,
2009-11-09,56.2,,
2009-11-10,56.85,,
2009-11-11,58.07,,
2009-11-12,56.83,,
2009-11-13,56.69,,
2009-11-16,57.74,,
2009-11-17,57.07,,
2009-11-18,57.37,,
2009-11-19,57.16,,
2009-11-20,57.51,,
2009-11-23,58.16,,
2009-11-24,57.92,,
2009-11-25,58.2,,
2009-11-27,57.43,,
2009-11-30,57.47,,
2009-12-01,57.88,,
2009-12-02,57.9,,
2009-12-03,57.57,,
2009-12-04,57.87,,
2009-12-07,57.87,,
2009-12-08,57.74,,
2009-12-09,57.76,,
2009-12-10,57.63,,
2009-12-11,58.01,,
2009-12-14,58.99,,
2009-12-15,59.25,,
2009-12-16,59.0,,
2009-12-17,58.23,,
2009-12-18,57.98,,
2009-12-21,58.62,,
2009-12-22,58.58,,
2009-12-23,58.0,,
2009-12-24,58.12,,
2009-12-28,57.96,,
2009-12-29,58.55,,
2009-12-30,58.18,,
2009-12-31,57.37,,
2010-01-04,58.18,,
2010-01-05,58.28,,
2010-01-06,57.85,,
2010-01-07,57.41,,
2010-01-08,60.17,,
2010-01-11,62.82,,
2010-01-12,62.4,,
2010-01-13,62.07,,
2010-01-14,62.2,,
2010-01-15,61.93,,
2010-01-19,62.25,,
2010-01-20,61.16,,
2010-01-21,59.7,,
2010-01-22,58.75,,
2010-01-25,58.75,,
2010-01-26,58.64,,
2010-01-27,59.34,,
2010-01-28,58.96,,
2010-01-29,57.77,,
2010-02-01,58.39,,
2010-02-02,58.62,,
2010-02-03,58.87,,
2010-02-04,57.29,,
2010-02-05,57.2,,
2010-02-08,56.62,,
2010-02-09,57.41,,
2010-02-10,57.07,,
2010-02-11,56.72,,
2010-02-12,56.15,,
2010-02-16,57.33,,
2010-02-17,57.51,,
2010-02-18,57.17,,
2010-02-19,57.81,,
2010-02-22,57.95,,
2010-02-23,58.4,,
2010-02-24,58.76,,
2010-02-25,58.42,,
2010-02-26,58.74,,
2010-03-01,58.85,,
2010-03-02,59.16,,
2010-03-03,59.18,,
2010-03-04,59.2,,
2010-03-05,59.49,,
2010-03-08,59.8,,
2010-03-09,60.29,,
2010-03-10,60.73,,
2010-03-11,62.47,,
2010-03-12,62.32,,
2010-03-15,62.7,,
2010-03-16,62.48,,
2010-03-17,62.88,,
2010-03-18,64.42,,
2010-03-19,64.33,,
2010-03-22,63.96,,
2010-03-23,64.62,,
2010-03-24,63.77,,
2010-03-25,63.65,,
2010-03-26,63.67,,
2010-03-29,64.13,,
2010-03-30,64.53,,
2010-03-31,64.41,,
2010-04-01,64.15,,
2010-04-05,64.18,,
2010-04-06,64.22,,
2010-04-07,63.67,,
2010-04-08,64.27,,
2010-04-09,64.44,,
2010-04-12,64.76,,
2010-04-13,64.88,,
2010-04-14,65.45,,
2010-04-15,68.89,,
2010-04-16,68.21,,
2010-04-19,68.29,,
2010-04-20,68.06,,
2010-04-21,68.12,,
2010-04-22,68.26,,
2010-04-23,68.86,,
2010-04-26,68.52,,
2010-04-27,66.22,,
2010-04-28,68.31,,
2010-04-29,69.7,,
2010-04-30,69.14,,
2010-05-03,70.7,,
2010-05-04,68.94,,
2010-05-05,67.18,,
2010-05-06,65.0,,
2010-05-07,63.93,,
2010-05-10,67.48,,
2010-05-11,66.99,,
2010-05-12,68.23,,
2010-05-13,66.79,,
2010-05-14,65.75,,
2010-05-17,65.55,,
2010-05-18,65.29,,
2010-05-19,65.13,,
2010-05-20,63.43,,
2010-05-21,62.38,,
2010-05-24,61.65,,
2010-05-25,61.97,,
2010-05-26,61.96,,
2010-05-27,63.57,,
2010-05-28,62.76,,
2010-06-01,61.17,,
2010-06-02,62.59,,
2010-06-03,63.01,,
2010-06-04,60.56,,
2010-06-07,58.45,,
2010-06-08,58.97,,
2010-06-09,58.62,,
2010-06-10,60.84,,
2010-06-11,61.2,,
2010-06-14,61.08,,
2010-06-15,62.66,,
2010-06-16,62.41,,
2010-06-17,62.2,,
2010-06-18,62.5,,
2010-06-21,62.17,,
2010-06-22,60.4,,
2010-06-23,60.38,,
2010-06-24,60.09,,
2010-06-25,60.35,,
2010-06-28,59.63,,
2010-06-29,57.54,,
2010-06-30,56.89,,
2010-07-01,58.0,,
2010-07-02,56.76,,
2010-07-06,57.2,,
2010-07-07,59.47,,
2010-07-08,59.96,,
2010-07-09,60.06,,
2010-07-12,60.02,,
2010-07-13,61.3,,
2010-07-14,61.76,,
2010-07-15,61.34,,
2010-07-16,59.68,,
2010-07-19,60.46,,
2010-07-20,60.88,,
2010-07-21,60.01,,
2010-07-22,63.15,,
2010-07-23,63.67,,
2010-07-26,64.88,,
2010-07-27,64.66,,
2010-07-28,64.8,,
2010-07-29,64.39,,
2010-07-30,65.0,,
2010-08-02,66.6,,
2010-08-03,66.6,,
2010-08-04,67.38,,
2010-08-05,67.42,,
2010-08-06,66.7,,
2010-08-09,67.42,,
2010-08-10,67.21,,
2010-08-11,65.21,,
2010-08-12,64.48,,
2010-08-13,64.44,,
2010-08-16,64.65,,
2010-08-17,66.02,,
2010-08-18,66.17,,
2010-08-19,65.42,,
2010-08-20,65.1,,
2010-08-23,65.22,,
2010-08-24,63.85,,
2010-08-25,63.35,,
2010-08-26,63.43,,
2010-08-27,64.47,,
2010-08-30,63.94,,
2010-08-31,63.8,,
2010-09-01,66.19,,
2010-09-02,67.12,,
2010-09-03,67.64,,
2010-09-07,67.08,,
2010-09-08,67.56,,
2010-09-09,67.65,,
2010-09-10,67.76,,
2010-09-13,67.53,,
2010-09-14,67.45,,
2010-09-15,67.66,,
2010-09-16,66.72,,
2010-09-17,66.68,,
2010-09-20,66.9,,
2010-09-21,66.99,,
2010-09-22,67.52,,
2010-09-23,66.39,,
2010-09-24,67.27,,
2010-09-27,67.08,,
2010-09-28,67.18,,
2010-09-29,66.74,,
2010-09-30,66.69,,
2010-10-01,66.44,,
2010-10-04,66.12,,
2010-10-05,67.88,,
2010-10-06,67.81,,
2010-10-07,67.37,,
2010-10-08,67.53,,
2010-10-11,67.35,,
2010-10-12,67.24,,
2010-10-13,68.66,,
2010-10-14,69.4,,
2010-10-15,69.31,,
2010-10-18,69.5,,
2010-10-19,68.74,,
2010-10-20,69.65,,
2010-10-21,69.59,,
2010-10-22,69.83,,
2010-10-25,69.32,,
2010-10-26,69.42,,
2010-10-27,67.98,,
2010-10-28,67.66,,
2010-10-29,67.34,,
2010-11-01,67.34,,
2010-11-02,68.3,,
2010-11-03,68.63,,
2010-11-04,69.37,,
2010-11-05,69.79,,
2010-11-08,69.48,,
2010-11-09,68.99,,
2010-11-10,68.07,,
2010-11-11,68.28,,
2010-11-12,68.12,,
2010-11-15,68.07,,
2010-11-16,67.51,,
2010-11-17,67.24,,
2010-11-18,68.17,,
2010-11-19,69.11,,
2010-11-22,68.79,,
2010-11-23,68.16,,
2010-11-24,69.59,,
2010-11-26,69.1,,
2010-11-29,69.88,,
2010-11-30,70.13,,
2010-12-01,71.44,,
2010-12-02,71.86,,
2010-12-03,71.8,,
2010-12-06,71.69,,
2010-12-07,71.69,,
2010-12-08,72.01,,
2010-12-09,73.04,,
2010-12-10,72.89,,
2010-12-13,72.77,,
2010-12-14,72.6,,
2010-12-15,72.25,,
2010-12-16,73.76,,
2010-12-17,73.06,,
2010-12-20,72.74,,
2010-12-21,72.88,,
2010-12-22,72.86,,
2010-12-23,72.73,,
2010-12-27,72.81,,
2010-12-28,72.81,,
2010-12-29,72.68,,
2010-12-30,72.68,,
2010-12-31,72.58,,
2011-01-03,72.95,,
2011-01-04,72.79,,
2011-01-05,72.9,,
2011-01-06,72.49,,
2011-01-07,72.15,,
2011-01-10,72.14,,
2011-01-11,71.75,,
2011-01-12,71.95,,
2011-01-13,72.25,,
2011-01-14,72.48,,
2011-01-18,73.02,,
2011-01-19,72.18,,
2011-01-20,72.66,,
2011-01-21,72.89,,
2011-01-24,73.21,,
2011-01-25,72.83,,
2011-01-26,72.87,,
2011-01-27,72.91,,
2011-01-28,70.73,,
2011-01-31,71.62,,
2011-02-01,74.59,,
2011-02-02,74.04,,
2011-02-03,74.29,,
2011-02-04,74.34,,
2011-02-07,74.25,,
2011-02-08,74.47,,
2011-02-09,74.58,,
2011-02-10,74.77,,
2011-02-11,75.32,,
2011-02-14,74.8,,
2011-02-15,74.8,,
2011-02-16,75.66,,
2011-02-17,76.33,,
2011-02-18,76.47,,
2011-02-22,74.61,,
2011-02-23,73.47,,
2011-02-24,73.68,,
2011-02-25,73.46,,
2011-02-28,73.8,,
2011-03-01,72.35,,
2011-03-02,72.27,,
2011-03-03,73.46,,
2011-03-04,72.44,,
2011-03-07,71.8,,
2011-03-08,72.82,,
2011-03-09,73.25,,
2011-03-10,73.11,,
2011-03-11,74.09,,
2011-03-14,73.19,,
2011-03-15,71.81,,
2011-03-16,70.38,,
2011-03-17,71.61,,
2011-03-18,71.6,,
2011-03-21,72.84,,
2011-03-22,72.05,,
2011-03-23,71.62,,
2011-03-24,72.1,,
2011-03-25,72.04,,
2011-03-28,73.52,,
2011-03-29,73.85,,
2011-03-30,74.5,,
2011-03-31,74.32,,
2011-04-01,74.48,,
2011-04-04,74.74,,
2011-04-05,74.15,,
2011-04-06,74.47,,
2011-04-07,74.0,,
2011-04-08,73.25,,
2011-04-11,73.21,,
2011-04-12,73.23,,
2011-04-13,72.61,,
2011-04-14,72.41,,
2011-04-15,72.71,,
2011-04-18,71.92,,
2011-04-19,71.98,,
2011-04-20,72.71,,
2011-04-21,73.17,,
2011-04-25,73.64,,
2011-04-26,74.3,,
2011-04-27,74.27,,
2011-04-28,74.81,,
2011-04-29,74.97,,
2011-05-02,74.87,,
2011-05-03,75.09,,
2011-05-04,74.25,,
2011-05-05,73.96,,
2011-05-06,74.1,,
2011-05-09,73.7,,
2011-05-10,74.37,,
2011-05-11,74.65,,
2011-05-12,74.34,,
2011-05-13,74.14,,
2011-05-16,73.8,,
2011-05-17,73.42,,
2011-05-18,73.84,,
2011-05-19,74.3,,
2011-05-20,74.05,,
2011-05-23,73.5,,
2011-05-24,72.91,,
2011-05-25,72.8,,
2011-05-26,72.97,,
2011-05-27,72.96,,
2011-05-31,73.49,,
2011-06-01,72.3,,
2011-06-02,72.32,,
2011-06-03,71.15,,
2011-06-06,70.36,,
2011-06-07,69.75,,
2011-06-08,69.26,,
2011-06-09,69.29,,
2011-06-10,68.5,,
2011-06-13,68.46,,
2011-06-14,69.21,,
2011-06-15,69.11,,
2011-06-16,69.05,,
2011-06-17,69.17,,
2011-06-20,69.3,,
2011-06-21,70.65,,
2011-06-22,71.11,,
2011-06-23,71.32,,
2011-06-24,71.12,,
2011-06-27,71.44,,
2011-06-28,72.05,,
2011-06-29,71.98,,
2011-06-30,72.93,,
2011-07-01,73.96,,
2011-07-05,73.78,,
2011-07-06,74.5,,
2011-07-07,75.37,,
2011-07-08,74.57,,
2011-07-11,73.74,,
2011-07-12,73.25,,
2011-07-13,73.42,,
2011-07-14,73.36,,
2011-07-15,73.08,,
2011-07-18,72.42,,
2011-07-19,73.4,,
2011-07-20,73.52,,
2011-07-21,74.4,,
2011-07-22,74.16,,
2011-07-25,74.05,,
2011-07-26,71.59,,
2011-07-27,70.21,,
2011-07-28,69.14,,
2011-07-29,69.22,,
2011-08-01,67.62,,
2011-08-02,66.28,,
2011-08-03,67.26,,
2011-08-04,65.23,,
2011-08-05,65.69,,
2011-08-08,62.4,,
2011-08-09,64.1,,
2011-08-10,61.99,,
2011-08-11,64.72,,
2011-08-12,65.2,,
2011-08-15,65.88,,
2011-08-16,65.2,,
2011-08-17,65.08,,
2011-08-18,62.28,,
2011-08-19,61.7,,
2011-08-22,62.0,,
2011-08-23,63.84,,
2011-08-24,64.82,,
2011-08-25,63.66,,
2011-08-26,64.7,,
2011-08-29,66.73,,
2011-08-30,67.23,,
2011-08-31,67.39,,
2011-09-01,66.67,,
2011-09-02,65.61,,
2011-09-06,64.35,,
2011-09-07,64.99,,
2011-09-08,64.9,,
2011-09-09,64.22,,
2011-09-12,63.87,,
2011-09-13,64.67,,
2011-09-14,66.16,,
2011-09-15,66.18,,
2011-09-16,66.59,,
2011-09-19,65.8,,
2011-09-20,66.21,,
2011-09-21,64.34,,
2011-09-22,62.17,,
2011-09-23,62.0,,
2011-09-26,63.21,,
2011-09-27,64.01,,
2011-09-28,63.15,,
2011-09-29,64.67,,
2011-09-30,63.15,66.3695983935743,-0.04851013824856909
2011-10-03,62.22,68.2095983935743,-0.08781166484830893
2011-10-04,64.06,69.7195983935743,-0.0811765776622132
2011-10-05,65.57,70.66959839357429,-0.07216113448350914
2011-10-06,66.52,70.4095983935743,-0.055242445381271654
2011-10-07,66.26,72.0095983935743,-0.0798448890403387
2011-10-10,67.86,72.0995983935743,-0.05880196960919748
2011-10-11,67.95,72.7095983935743,-0.06546038623141293
2011-10-12,68.56,72.2395983935743,-0.05093603058985996
2011-10-13,68.09,73.1095983935743,-0.06865854147566319
2011-10-14,68.96,72.1595983935743,-0.044340579282647785
2011-10-17,68.01,73.3995983935743,-0.07342817279019498
2011-10-18,69.25,72.9695983935743,-0.05097463156521698
2011-10-19,68.82,73.3495983935743,-0.06175355411313488
2011-10-20,69.2,74.2095983935743,-0.06750607067034153
2011-10-21,70.06,75.0195983935743,-0.06611070306661493
2011-10-24,70.87,73.4995983935743,-0.03577704437911855
2011-10-25,69.35,73.5295983935743,-0.05684239387794021
2011-10-26,69.38,75.69959839357429,-0.08348258812045073
2011-10-27,71.55,75.6395983935743,-0.05406689723939262
2011-10-28,71.49,74.3895983935743,-0.03897854614341856
2011-10-31,70.24,72.7495983935743,-0.034496388282412416
2011-11-01,68.6,73.4995983935743,-0.06666156687466551
2011-11-02,69.35,74.7095983935743,-0.07173908719652922
2011-11-03,70.56,74.1395983935743,-0.04828186921881883
2011-11-04,69.99,74.6095983935743,-0.061916944911101
2011-11-07,70.46,75.69959839357429,-0.06921566963054138
2011-11-08,71.55,73.1395983935743,-0.02173375884593265
2011-11-09,68.99,74.0295983935743,-0.06807545229114387
2011-11-10,69.88,74.9295983935743,-0.06739123793311741
2011-11-11,70.78,74.3995983935743,-0.048650778656446514
2011-11-14,70.25,74.7195983935743,-0.059818287165187334
2011-11-15,70.57,73.4595983935743,-0.03933588607567262
2011-11-16,69.31,73.0795983935743,-0.051582089617856375
2011-11-17,68.93,73.2895983935743,-0.059484544725742716
2011-11-18,69.14,72.3695983935743,-0.0446264517872611
2011-11-21,68.22,72.1895983935743,-0.05498850917457998
2011-11-22,68.04,71.0495983935743,-0.04235911900448519
2011-11-23,66.9,70.6095983935743,-0.052536743983405576
2011-11-25,66.46,72.3895983935743,-0.08191229852299686
2011-11-28,68.24,72.55959839357429,-0.059531729629264674
2011-11-29,68.41,75.8995983935743,-0.09867770781522833
2011-11-30,71.75,75.2795983935743,-0.04688651997213078
2011-12-01,71.13,75.2195983935743,-0.05436878793444422
2011-12-02,71.07,76.0995983935743,-0.06609231191421105
2011-12-05,71.95,75.94959839357429,-0.05266121846817662
2011-12-06,71.8,77.4595983935743,-0.07306516572443
2011-12-07,73.31,76.16959839357429,-0.03754251635670336
2011-12-08,72.02,76.5995983935743,-0.05978619326493062
2011-12-09,72.45,75.9895983935743,-0.04658003816840284
2011-12-12,71.84,75.19959839357429,-0.04467574914417838
2011-12-13,71.05,74.7895983935743,-0.05000158409589206
2011-12-14,70.64,75.69959839357429,-0.06683784988222308
2011-12-15,71.55,75.9095983935743,-0.05743145117130988
2011-12-16,71.76,74.94959839357429,-0.04255657751259867
2011-12-19,70.8,76.7095983935743,-0.0770385781874896
2011-12-20,72.56,76.6195983935743,-0.05298381195789126
2011-12-21,72.47,77.1495983935743,-0.06065616012285102
2011-12-22,73.0,77.6195983935743,-0.059515876005314716
2011-12-23,73.47,77.6395983935743,-0.05370453325167368
2011-12-27,73.49,76.8795983935743,-0.0440896995353921
2011-12-28,72.73,77.6795983935743,-0.06371812542717425
2011-12-29,73.53,77.33959839357429,-0.04925805761477564
2011-12-30,73.19,77.22155398587286,-0.052207625692308746
2012-01-03,74.16,76.90155398587285,-0.035650176671026546
2012-01-04,73.84,76.18155398587285,-0.030736495429156907
2012-01-05,73.12,76.54155398587285,-0.04470191428964665
2012-01-06,73.48,76.51155398587285,-0.039622172442512316
2012-01-09,73.45,77.25155398587286,-0.04921006490779534
2012-01-10,74.19,77.67155398587286,-0.04482405471771689
2012-01-11,74.61,77.80155398587286,-0.04102172543304694
2012-01-12,74.74,77.22155398587286,-0.032135509553807284
2012-01-13,74.16,77.26155398587285,-0.040143562041736414
2012-01-17,74.2,77.99155398587286,-0.04861493061876476
2012-01-18,74.93,78.37155398587285,-0.04391330541299732
2012-01-19,75.31,78.48155398587285,-0.04041145753107467
2012-01-20,75.42,78.19155398587286,-0.03544569514980611
2012-01-23,75.13,78.06155398587286,-0.03755438927597321
2012-01-24,75.0,78.68155398587285,-0.046790560167811024
2012-01-25,75.62,78.90155398587285,-0.04159048611970817
2012-01-26,75.84,79.10155398587285,-0.041232489395282235
2012-01-27,76.04,79.21155398587285,-0.04003903251839358
2012-01-30,76.15,78.71155398587285,-0.03254355753581739
2012-01-31,75.65,79.84155398587285,-0.05249840185493504
2012-02-01,76.78,79.44155398587286,-0.033503297107533414
2012-02-02,76.38,79.76155398587285,-0.04239578865867866
2012-02-03,76.7,79.98155398587285,-0.04102888506582991
2012-02-06,76.92,80.35155398587285,-0.04270675320699058
2012-02-07,77.29,79.98155398587285,-0.03365218418172089
2012-02-08,76.92,79.63155398587286,-0.03405125041706336
2012-02-09,76.57,79.75155398587286,-0.03989331651689754
2012-02-10,76.69,80.22155398587286,-0.04402250779752748
2012-02-13,77.16,80.17155398587286,-0.037563871923993575
2012-02-14,77.11,79.79155398587285,-0.03360699036326109
2012-02-15,76.73,79.82155398587285,-0.03873081682198276
2012-02-16,76.76,79.82155398587285,-0.038354978486320856
2012-02-17,76.76,79.46155398587285,-0.03399825261853229
2012-02-21,76.4,78.96155398587285,-0.032440521450871396
2012-02-22,75.9,79.70155398587285,-0.047697363423386596
2012-02-23,76.64,79.56155398587286,-0.03672067524462408
2012-02-24,76.5,79.83155398587286,-0.04173229530847433
2012-02-27,76.77,79.92155398587286,-0.039433091934497955
2012-02-28,76.86,80.05155398587286,-0.03986873242255973
2012-02-29,76.99,79.95155398587285,-0.03704185645217295
2012-03-01,76.89,79.60155398587285,-0.0340640835523649
2012-03-02,76.54,79.38155398587286,-0.035796149649306996
2012-03-05,76.32,78.67155398587286,-0.02989077839107057
2012-03-06,75.61,79.06155398587286,-0.04365654116145512
2012-03-07,76.0,79.78155398587286,-0.04739885094921159
2012-03-08,76.72,80.22155398587286,-0.04364854346363678
2012-03-09,77.16,80.75155398587286,-0.0444765928158013
2012-03-12,77.69,81.43155398587285,-0.04594722564820464
2012-03-13,78.37,81.30155398587286,-0.036057785394634
2012-03-14,78.24,82.00155398587286,-0.045871740266299144
2012-03-15,78.94,81.47155398587286,-0.031072857482402183
2012-03-16,78.41,84.17155398587286,-0.06845013205815198
2012-03-19,81.11,83.45155398587285,-0.02805884221484045
2012-03-20,80.39,83.57155398587285,-0.03806981962320177
2012-03-21,80.51,83.34155398587285,-0.03397529624121021
2012-03-22,80.28,82.77155398587286,-0.03010157313583972
2012-03-23,79.71,83.63155398587286,-0.04689084202040894
2012-03-26,80.57,83.45155398587285,-0.0345296623998238
2012-03-27,80.39,83.10155398587285,-0.032629401687648496
2012-03-28,80.04,82.91155398587286,-0.03463394241003048
2012-03-29,79.85,83.78155398587286,-0.04692624806811052
2012-03-30,80.72,85.95086419753086,-0.0608587737466999
2012-04-02,80.67,85.80086419753087,-0.05979967970623912
2012-04-03,80.52,85.14086419753086,-0.0542731653135472
2012-04-04,79.86,85.46086419753087,-0.06553718184484125
2012-04-05,80.18,84.47086419753086,-0.050796972876906765
2012-04-09,79.19,83.61086419753086,-0.05287427943677936
2012-04-10,78.33,84.07086419753087,-0.06828601385662303
2012-04-11,78.79,84.70086419753086,-0.06978516988617889
2012-04-12,79.42,84.84086419753086,-0.06389449528601843
2012-04-13,79.56,84.84086419753086,-0.06224434707826265
2012-04-16,79.56,85.58086419753086,-0.07035292590215003
2012-04-17,80.3,85.77086419753087,-0.06378464585516397
2012-04-18,80.49,85.14086419753086,-0.05462552255448849
2012-04-19,79.86,85.55086419753087,-0.066520242091197
2012-04-20,80.27,84.31086419753086,-0.047928155356865676
2012-04-23,79.03,84.74086419753087,-0.06739209296023752
2012-04-24,79.46,84.93086419753087,-0.06441550135186214
2012-04-25,79.65,83.53086419753086,-0.04646024238841251
2012-04-26,78.25,83.72086419753086,-0.0653464850126596
2012-04-27,78.44,83.42086419753086,-0.059707655218444566
2012-04-30,78.14,83.75086419753086,-0.0669947020999967
2012-05-01,78.47,83.70086419753086,-0.062494745396967755
2012-05-02,78.42,83.35086419753087,-0.05915792529571562
2012-05-03,78.07,83.01086419753086,-0.05952069340916266
2012-05-04,77.73,83.08086419753086,-0.06440549516683869
2012-05-07,77.8,82.94086419753087,-0.06198228397147465
2012-05-08,77.66,82.43086419753087,-0.05787715856160802
2012-05-09,77.15,81.89086419753086,-0.05789246754186528
2012-05-10,76.61,81.71086419753087,-0.06242577713044195
2012-05-11,76.43,81.49086419753087,-0.06210345475369494
2012-05-14,76.21,81.36086419753086,-0.06330886782403655
2012-05-15,76.08,81.20086419753086,-0.06306415883793737
2012-05-16,75.92,80.09086419753086,-0.05207665367730474
2012-05-17,74.81,79.31086419753086,-0.05674965520891373
2012-05-18,74.03,79.92086419753086,-0.07370871494796549
2012-05-21,74.64,80.04086419753087,-0.0674763353904102
2012-05-22,74.76,80.28086419753086,-0.06876936680635104
2012-05-23,75.0,80.46086419753087,-0.0678698178548578
2012-05-24,75.18,80.22086419753086,-0.06283732103805995
2012-05-25,74.94,80.79086419753087,-0.07241987390091176
2012-05-29,75.51,79.89086419753086,-0.05483560907163465
2012-05-30,74.61,80.22086419753086,-0.06994270447791506
2012-05-31,74.94,78.53086419753086,-0.045725514856154725
2012-06-01,73.25,78.27086419753087,-0.06414729476935122
2012-06-04,72.99,78.08086419753086,-0.06519989564474937
2012-06-05,72.8,80.26086419753086,-0.09295768581769637
2012-06-06,74.98,80.75086419753086,-0.07146504566705691
2012-06-07,75.47,81.91086419753087,-0.07863259972448233
2012-06-08,76.63,81.11086419753086,-0.05524369937199203
2012-06-11,75.83,81.47086419753086,-0.0692378097752131
2012-06-12,76.19,81.55086419753087,-0.0657364486603832
2012-06-13,76.27,82.65086419753086,-0.07720263132737448
2012-06-14,77.37,82.81086419753086,-0.06570229945376038
2012-06-15,77.53,83.07086419753087,-0.06670045209058462
2012-06-18,77.79,83.44086419753087,-0.0677229826401784
2012-06-19,78.16,83.45086419753086,-0.06340095154685543
2012-06-20,78.17,82.38086419753087,-0.05111459121664663
2012-06-21,77.1,82.99086419753087,-0.07098208043128362
2012-06-22,77.71,81.72086419753086,-0.04908005118296399
2012-06-25,76.44,81.64086419753086,-0.06370417864449995
2012-06-26,76.36,82.07086419753087,-0.06958455053898016
2012-06-27,76.79,82.39086419753086,-0.06797918982986839
2012-06-28,77.11,84.04086419753087,-0.08247016809870567
2012-06-29,78.76,85.60152263374485,-0.07992290818256842
2012-07-02,78.69,86.38152263374485,-0.08904129493475921
2012-07-03,79.47,86.82152263374486,-0.08467396574875952
2012-07-05,79.91,86.28152263374486,-0.07384573706228204
2012-07-06,79.37,86.11152263374485,-0.078288275802744
2012-07-09,79.2,85.49152263374485,-0.07359235676148179
2012-07-10,78.58,85.79152263374486,-0.08405868566445418
2012-07-11,78.88,85.50152263374486,-0.07744333001072834
2012-07-12,78.59,86.35152263374485,-0.08988286942738588
2012-07-13,79.44,86.08152263374485,-0.07715387031433985
2012-07-16,79.17,86.24152263374485,-0.0819967275366481
2012-07-17,79.33,87.12152263374486,-0.0894328106098431
2012-07-18,80.21,86.88152263374485,-0.07678873978612377
2012-07-19,79.97,85.36152263374485,-0.06316104103341635
2012-07-20,78.45,84.86152263374485,-0.07555276448923076
2012-07-23,77.95,81.25152263374486,-0.04063336324941291
2012-07-24,74.34,81.18152263374486,-0.08427438180250435
2012-07-25,74.27,81.78152263374486,-0.0918486522607912
2012-07-26,74.87,82.91152263374485,-0.09698920461595717
2012-07-27,76.0,83.14152263374486,-0.0858959808230203
2012-07-30,76.23,82.52152263374485,-0.07624099062820866
2012-07-31,75.61,82.06152263374486,-0.07861811999929791
2012-08-01,75.15,81.91152263374485,-0.08254666030294644
2012-08-02,75.0,82.67152263374486,-0.09279522608687862
2012-08-03,75.76,82.53152263374486,-0.08204771240917541
2012-08-06,75.62,83.00152263374486,-0.08893237617238414
2012-08-07,76.09,82.69152263374485,-0.07983312464790548
2012-08-08,75.78,82.94152263374485,-0.08634423876408537
