date,NTAP,dcf,Deviation
2004-12-15,34.64,34.70142331637059,-0.0017700517875187671
2004-12-16,34.09,34.68142331637058,-0.01705302896526184
2004-12-17,34.07,34.80142331637058,-0.02101705179473279
2004-12-20,34.19,34.651423316370575,-0.013316143240574618
2004-12-21,34.04,33.68142331637058,0.010646126212105145
2004-12-22,33.07,32.66142331637057,0.012509457400916135
2004-12-23,32.05,32.30142331637058,-0.007783660611734078
2004-12-27,31.69,32.85142331637058,-0.035353820295262905
2004-12-28,32.24,33.52142331637057,-0.038226996040015226
2004-12-29,32.91,33.52142331637057,-0.018239777905611154
2004-12-30,32.91,33.831423316370575,-0.027235724248252824
2004-12-31,33.22,33.311423316370586,-0.00274450345463495
2005-01-03,32.7,32.011423316370575,0.021510342630634893
2005-01-04,31.4,32.06142331637058,-0.02062988002260202
2005-01-05,31.45,31.74142331637058,-0.00918116725472351
2005-01-06,31.13,31.091423316370577,0.0012407500048128295
2005-01-07,30.48,31.341423316370577,-0.027485137087588152
2005-01-10,30.73,32.32142331637058,-0.049237414478728425
2005-01-11,31.71,32.31142331637058,-0.01861333406708421
2005-01-12,31.7,32.37142331637058,-0.020741235558556226
2005-01-13,31.76,32.651423316370575,-0.0273012085180262
2005-01-14,32.04,33.971423316370576,-0.056854353683786885
2005-01-18,33.36,32.95142331637059,0.012399363745432712
2005-01-19,32.34,32.69142331637058,-0.010749709884751324
2005-01-20,32.08,32.10142331637058,-0.0006673634424070318
2005-01-21,31.49,31.231423316370577,0.00827937558304881
2005-01-24,30.62,31.01142331637058,-0.012621907494453799
2005-01-25,30.4,31.38142331637058,-0.03127402178277261
2005-01-26,30.77,31.681423316370577,-0.02876838288700312
2005-01-27,31.07,31.821423316370577,-0.02361375570476154
2005-01-28,31.21,32.319858296381746,-0.034339825571141014
2005-01-31,31.84,32.62985829638174,-0.024206611294702696
2005-02-01,32.15,31.919858296381744,0.007209985128422192
2005-02-02,31.44,31.529858296381743,-0.002849942918774717
2005-02-03,31.05,32.399858296381744,-0.04166247531189016
2005-02-04,31.92,32.039858296381745,-0.003740912187345069
2005-02-07,31.56,32.44985829638174,-0.02742256339778726
2005-02-08,31.97,31.389858296381743,0.018481819769321062
2005-02-09,30.91,31.26985829638174,-0.01150815245054626
2005-02-10,30.79,33.01985829638174,-0.06753082573422453
2005-02-11,32.54,34.469858296381744,-0.05598683579689445
2005-02-14,33.99,34.83985829638174,-0.02439327649245926
2005-02-15,34.36,32.20985829638174,0.0667541497337103
2005-02-16,31.73,31.739858296381744,-0.00031059673580413616
2005-02-17,31.26,31.479858296381742,-0.006984094220240267
2005-02-18,31.0,30.939858296381743,0.001943826084856104
2005-02-22,30.46,29.76985829638174,0.02318256596142887
2005-02-23,29.29,30.349858296381743,-0.03492135897412407
2005-02-24,29.87,30.299858296381743,-0.01418680880210832
2005-02-25,29.82,30.489858296381744,-0.021969872403809654
2005-02-28,30.01,30.009858296381744,4.721902278292944e-06
2005-03-01,29.53,30.299858296381743,-0.025407983392241595
2005-03-02,29.82,30.259858296381744,-0.014536032921024566
2005-03-03,29.78,30.799858296381743,-0.033112434692647574
2005-03-04,30.32,31.249858296381742,-0.02975560041145542
2005-03-07,30.77,30.749858296381742,0.000655017770297528
2005-03-08,30.27,30.60985829638174,-0.011102903289882726
2005-03-09,30.13,30.139858296381743,-0.0003270850275671755
2005-03-10,29.66,29.189858296381743,0.01610633730539668
2005-03-11,28.71,29.229858296381742,-0.017785180178108928
2005-03-14,28.75,28.509858296381744,0.008423111090970714
2005-03-15,28.03,28.419858296381744,-0.013717812816518404
2005-03-16,27.94,28.37985829638174,-0.015498960276268181
2005-03-17,27.9,28.479858296381742,-0.020360294294561543
2005-03-18,28.0,27.44985829638174,0.020041695577378338
2005-03-21,26.97,27.03985829638174,-0.002583530417061719
2005-03-22,26.56,27.339858296381742,-0.02852459174907107
2005-03-23,26.86,28.419858296381744,-0.05488620949881151
2005-03-24,27.94,27.85985829638174,0.002876601265006107
2005-03-28,27.38,26.819858296381742,0.020885334196334204
2005-03-29,26.34,28.159858296381742,-0.06462597493310451
2005-03-30,27.68,28.139858296381743,-0.016341883869432028
2005-03-31,27.66,27.729858296381742,-0.002519244621991379
2005-04-01,27.25,28.10985829638174,-0.030589207790222894
2005-04-04,27.63,27.689858296381743,-0.0021617407984195758
2005-04-05,27.21,28.92985829638174,-0.059449247167479013
2005-04-06,28.45,29.639858296381743,-0.040143859140075344
2005-04-07,29.16,29.03985829638174,0.004137131193688637
2005-04-08,28.56,29.009858296381744,-0.015507083550210021
2005-04-11,28.53,29.319858296381742,-0.02693936268031738
2005-04-12,28.84,28.409858296381742,0.015140578989548903
2005-04-13,27.93,27.819858296381742,0.003959103689344934
2005-04-14,27.34,26.389858296381743,0.03600404719674177
2005-04-15,25.91,26.459858296381743,-0.02078084811425207
2005-04-18,25.98,27.509858296381744,-0.05561127505273111
2005-04-19,27.03,26.829858296381744,0.007459663089061097
2005-04-20,26.35,27.729858296381742,-0.04976074099021954
2005-04-21,27.25,27.049858296381743,0.00739899268326405
2005-04-22,26.57,27.76985829638174,-0.04320721710481601
2005-04-25,27.29,27.17985829638174,0.004052328103304248
2005-04-26,26.7,27.35985829638174,-0.024117752703017747
2005-04-27,26.88,26.849858296381743,0.001122601962570302
2005-04-28,26.37,27.149858296381744,-0.02872421240171541
2005-04-29,26.67,27.48876943944986,-0.0297855981241133
2005-05-02,26.98,27.41876943944986,-0.016002521207919784
2005-05-03,26.91,28.31876943944986,-0.04974684519615291
2005-05-04,27.81,28.25876943944986,-0.01588071414119574
2005-05-05,27.75,28.68876943944986,-0.032722541182228615
2005-05-06,28.18,28.73876943944986,-0.01944305376843436
2005-05-09,28.23,28.01876943944986,0.007538894989896683
2005-05-10,27.51,28.20876943944986,-0.0247713549132218
2005-05-11,27.7,29.17876943944986,-0.05067963686811805
2005-05-12,28.67,29.80876943944986,-0.038202497481924724
2005-05-13,29.3,29.91876943944986,-0.02068164737530853
2005-05-16,29.41,30.04876943944986,-0.021257757018536827
2005-05-17,29.54,30.30876943944986,-0.02536458766449401
2005-05-18,29.8,30.47876943944986,-0.022270237674730464
2005-05-19,29.97,30.54876943944986,-0.018945752973684504
2005-05-20,30.04,30.97876943944986,-0.030303638796394083
2005-05-23,30.47,30.90876943944986,-0.014195629506034146
2005-05-24,30.4,29.42876943944986,0.0330027581529857
2005-05-25,28.92,29.45876943944986,-0.01828893228406081
2005-05-26,28.95,29.44876943944986,-0.01693685165607306
2005-05-27,28.94,29.26876943944986,-0.011232772875197305
2005-05-31,28.76,29.74876943944986,-0.03323732235252219
2005-06-01,29.24,29.83876943944986,-0.020066827509924945
2005-06-02,29.33,29.27876943944986,0.0017497511518058673
2005-06-03,28.77,29.67876943944986,-0.030620185965052116
2005-06-06,29.17,29.54876943944986,-0.01281845053568198
2005-06-07,29.04,29.70876943944986,-0.022510842827498934
2005-06-08,29.2,30.128769439449858,-0.03082666357537167
2005-06-09,29.62,29.93876943944986,-0.010647379482131347
2005-06-10,29.43,30.39876943944986,-0.03186870578361789
2005-06-13,29.89,30.21876943944986,-0.010879643531104932
2005-06-14,29.71,30.30876943944986,-0.019755649949631526
2005-06-15,29.8,30.52876943944986,-0.02387156288416037
2005-06-16,30.02,30.54876943944986,-0.01730902583483518
2005-06-17,30.04,30.538769439449858,-0.01633233586699634
2005-06-20,30.03,30.49876943944986,-0.015370109944288779
2005-06-21,29.99,30.32876943944986,-0.011169903880413057
2005-06-22,29.82,29.99876943944986,-0.005959225754599395
2005-06-23,29.49,29.538769439449858,-0.001651031521466395
2005-06-24,29.03,29.55876943944986,-0.017888750089310235
2005-06-27,29.05,29.51876943944986,-0.015880385542880404
2005-06-28,29.01,29.21876943944986,-0.007145045580461362
2005-06-29,28.71,28.77876943944986,-0.0023895892975740463
2005-06-30,28.27,28.68876943944986,-0.014596981593571257
2005-07-01,28.18,29.04876943944986,-0.029907271674992963
2005-07-05,28.54,28.05876943944986,0.01715080775686273
2005-07-06,27.55,27.98876943944986,-0.015676624883386947
2005-07-07,27.48,28.31876943944986,-0.029618851950586444
2005-07-08,27.81,28.45876943944986,-0.022796819828426185
2005-07-11,27.95,29.128769439449858,-0.04046753303122441
2005-07-12,28.62,29.09876943944986,-0.01645325382044438
2005-07-13,28.59,29.378769439449858,-0.026848280390896706
2005-07-14,28.87,29.50876943944986,-0.02164676642177754
2005-07-15,29.0,29.19876943944986,-0.006807459467154997
2005-07-18,28.69,29.038769439449858,-0.012010475863210801
2005-07-19,28.53,28.85876943944986,-0.011392358227181765
2005-07-20,28.35,27.49876943944986,0.030955223739174365
2005-07-21,26.99,27.878769439449858,-0.031879794457219
2005-07-22,27.37,27.56876943944986,-0.007209949645609726
2005-07-25,27.06,27.20876943944986,-0.005467701866522567
2005-07-26,26.7,27.10876943944986,-0.015078863699914069
2005-07-27,26.6,26.66876943944986,-0.002578650642505176
2005-07-28,26.16,26.01876943944986,0.0054280261362402715
2005-07-29,25.51,26.60936643175295,-0.04131501719789443
2005-08-01,26.01,26.509366431752948,-0.018837358223499634
2005-08-02,25.91,25.82936643175295,0.0031217787885005066
2005-08-03,25.23,26.09936643175295,-0.033309867273071614
2005-08-04,25.5,25.15936643175295,0.013539036015515205
2005-08-05,24.56,24.33936643175295,0.009064885434290293
2005-08-08,23.74,23.90936643175295,-0.007083685476835688
2005-08-09,23.31,23.36936643175295,-0.0025403526418366074
2005-08-10,22.77,23.39936643175295,-0.026896729601144198
2005-08-11,22.8,23.76936643175295,-0.04078217375024329
2005-08-12,23.17,24.52936643175295,-0.055417918580777825
2005-08-15,23.93,24.28936643175295,-0.014795216366086716
2005-08-16,23.69,25.11936643175295,-0.05690296511404491
2005-08-17,24.52,25.69936643175295,-0.04589087574920836
2005-08-18,25.1,25.22936643175295,-0.005127613176608814
2005-08-19,24.63,24.30936643175295,0.013189713074061693
2005-08-22,23.71,24.27936643175295,-0.02345062970870293
2005-08-23,23.68,23.98936643175295,-0.012895981752292673
2005-08-24,23.39,24.32936643175295,-0.038610394330982456
2005-08-25,23.73,24.39936643175295,-0.027433762824343066
2005-08-26,23.8,24.45936643175295,-0.026957625153240516
2005-08-29,23.86,23.99936643175295,-0.005807087955811974
2005-08-30,23.4,24.32936643175295,-0.038199368420050894
2005-08-31,23.73,24.06936643175295,-0.014099516608183316
2005-09-01,23.47,23.98936643175295,-0.02164986029249616
2005-09-02,23.39,24.12936643175295,-0.030641767318846047
2005-09-06,23.53,24.19936643175295,-0.027660494072879738
2005-09-07,23.6,23.79936643175295,-0.008376963829043627
2005-09-08,23.2,23.919366431752948,-0.030074644067411005
2005-09-09,23.32,23.84936643175295,-0.02219624715263524
2005-09-12,23.25,23.64936643175295,-0.016886982275209572
2005-09-13,23.05,23.54936643175295,-0.02120508987790115
2005-09-14,22.95,23.52936643175295,-0.024623120789648456
2005-09-15,22.93,24.45936643175295,-0.06252682120856323
2005-09-16,23.86,24.76936643175295,-0.0367133505113475
2005-09-19,24.17,24.74936643175295,-0.023409343966463436
2005-09-20,24.15,24.30936643175295,-0.006555762454787173
2005-09-21,23.71,24.73936643175295,-0.04160843951249116
2005-09-22,24.14,24.88936643175295,-0.03010789502447664
2005-09-23,24.29,24.78936643175295,-0.02014438058059065
2005-09-26,24.19,24.53936643175295,-0.014236978478013307
2005-09-27,23.94,24.18936643175295,-0.010308927786782052
2005-09-28,23.59,24.24936643175295,-0.027191078728125206
2005-09-29,23.65,24.33936643175295,-0.02832310502764812
2005-09-30,23.74,24.34936643175295,-0.02502596662877865
2005-10-03,23.75,23.67936643175295,0.0029829163060854924
2005-10-04,23.08,23.51936643175295,-0.018681048787086874
2005-10-05,22.92,23.69936643175295,-0.032885538691394545
2005-10-06,23.1,24.15936643175295,-0.04384909822637606
2005-10-07,23.56,24.15936643175295,-0.024808863818762905
2005-10-10,23.56,24.26936643175295,-0.02922888134503787
2005-10-11,23.67,23.82936643175295,-0.006687816573276106
2005-10-12,23.23,24.85936643175295,-0.06554336114019998
2005-10-13,24.26,25.71936643175295,-0.056741927746370324
2005-10-14,25.12,26.70936643175295,-0.05950595780001211
2005-10-17,26.11,26.38936643175295,-0.010586325839820221
2005-10-18,25.79,26.84936643175295,-0.039455919172085574
2005-10-19,26.25,26.57936643175295,-0.012391808984561492
2005-10-20,25.98,27.09936643175295,-0.04130600007095975
2005-10-21,26.5,27.44936643175295,-0.0345860963353507
2005-10-24,26.85,26.68936643175295,0.006018635498815872
2005-10-25,26.09,26.33936643175295,-0.009467442293992767
2005-10-26,25.74,26.14936643175295,-0.015654927350586156
2005-10-27,25.55,27.71936643175295,-0.07826176103606419
2005-10-28,27.12,27.904516988328947,-0.028114336781284166
2005-10-31,27.33,27.494516988328947,-0.0059836289685970545
2005-11-01,26.92,28.674516988328946,-0.061187324935344733
2005-11-02,28.1,28.814516988328947,-0.024797118362884674
2005-11-03,28.24,28.624516988328946,-0.013433134556846027
2005-11-04,28.05,28.124516988328946,-0.002649538420868458
2005-11-07,27.55,28.394516988328945,-0.02974225582622403
2005-11-08,27.82,28.154516988328947,-0.011881467846442395
2005-11-09,27.58,27.804516988328945,-0.00807483864665548
2005-11-10,27.23,28.574516988328945,-0.047053008415788855
2005-11-11,28.0,28.874516988328946,-0.03028680925407079
2005-11-14,28.3,28.384516988328947,-0.00297757359632711
2005-11-15,27.81,28.824516988328945,-0.03519632223983926
2005-11-16,28.25,30.184516988328944,-0.0640897115921033
2005-11-17,29.61,29.434516988328944,0.005961810473758877
2005-11-18,28.86,29.594516988328945,-0.02481936058015788
2005-11-21,29.02,29.344516988328945,-0.011058862834853023
2005-11-22,28.77,30.024516988328944,-0.04178308642955342
2005-11-23,29.45,29.844516988328945,-0.013219077677927404
2005-11-25,29.27,30.034516988328946,-0.02545461239233604
2005-11-28,29.46,30.114516988328944,-0.02173426817978208
2005-11-29,29.54,29.694516988328946,-0.005203552844105119
2005-11-30,29.12,30.194516988328946,-0.035586493691694976
2005-12-01,29.62,29.984516988328945,-0.012156840427705595
2005-12-02,29.41,29.344516988328945,0.002231524604650925
2005-12-05,28.77,29.924516988328946,-0.03858097321267462
2005-12-06,29.35,29.614516988328944,-0.008932004139496463
2005-12-07,29.04,29.684516988328944,-0.021712227575821808
2005-12-08,29.11,30.104516988328946,-0.03303547400260587
2005-12-09,29.53,30.114516988328944,-0.01940980785298585
2005-12-12,29.54,29.924516988328946,-0.012849563736614833
2005-12-13,29.35,30.404516988328947,-0.03468290546216313
2005-12-14,29.83,30.404516988328947,-0.018895777510607448
2005-12-15,29.83,30.434516988328944,-0.01986287439885337
2005-12-16,29.86,29.504516988328945,0.012048426748069607
2005-12-19,28.93,28.574516988328945,0.012440560651165056
2005-12-20,28.0,29.174516988328946,-0.04025831820279335
2005-12-21,28.6,28.944516988328946,-0.011902668421375329
2005-12-22,28.37,28.594516988328945,-0.007851749635098937
2005-12-23,28.02,28.414516988328945,-0.013884346106991408
2005-12-27,27.84,28.274516988328944,-0.015367795266256978
2005-12-28,27.7,28.074516988328945,-0.013340104425826449
2005-12-29,27.5,27.574516988328945,-0.002702385987775724
2005-12-30,27.0,28.484516988328945,-0.052116628445453395
2006-01-03,27.91,28.634516988328947,-0.025302224885589975
2006-01-04,28.06,28.784516988328946,-0.025170371579370632
2006-01-05,28.21,29.554516988328945,-0.04549277488987191
2006-01-06,28.98,29.614516988328944,-0.02142587665971407
2006-01-09,29.04,29.204516988328944,-0.005633272017294133
2006-01-10,28.63,31.014516988328946,-0.07688389889245295
2006-01-11,30.44,33.24451698832895,-0.08436028682003471
2006-01-12,32.67,32.69451698832894,-0.0007498807319188394
2006-01-13,32.12,32.30451698832895,-0.005711801491897095
2006-01-17,31.73,31.944516988328946,-0.006715299167219246
2006-01-18,31.37,33.15451698832894,-0.053824249315926664
2006-01-19,32.58,31.714516988328946,0.027289805863653926
2006-01-20,31.14,31.534516988328946,-0.012510639959221748
2006-01-23,30.96,30.964516988328946,-0.00014587627285278515
2006-01-24,30.39,30.934516988328944,-0.017602246336491434
2006-01-25,30.36,31.054516988328945,-0.022364443426698966
2006-01-26,30.48,32.20451698832895,-0.053548916412996306
2006-01-27,31.63,32.386122416283584,-0.023347111659882125
2006-01-30,31.9,31.68612241628358,0.006749881885405706
2006-01-31,31.2,31.876122416283582,-0.02121093674612673
2006-02-01,31.39,31.296122416283584,0.0029996554355107286
2006-02-02,30.81,31.626122416283582,-0.025805326544343643
2006-02-03,31.14,31.316122416283584,-0.005624017365317369
2006-02-06,30.83,31.336122416283583,-0.016151405383219353
2006-02-07,30.85,31.856122416283583,-0.031583329670069715
2006-02-08,31.37,31.886122416283584,-0.01618642773634993
2006-02-09,31.4,31.816122416283584,-0.013078979607854757
2006-02-10,31.33,31.91612241628358,-0.018364461968116252
2006-02-13,31.43,31.886122416283584,-0.014304731391567738
2006-02-14,31.4,31.646122416283582,-0.007777332497359679
2006-02-15,31.16,34.066122416283584,-0.0853082831315859
2006-02-16,33.58,33.526122416283584,0.0016070329591781896
2006-02-17,33.04,33.416122416283585,-0.011255716973921026
2006-02-21,32.93,33.93612241628359,-0.0296475361545967
2006-02-22,33.45,33.026122416283584,0.012834615531716942
2006-02-23,32.54,33.056122416283586,-0.015613519631369144
2006-02-24,32.57,33.986122416283585,-0.04166766655336607
2006-02-27,33.5,33.646122416283575,-0.004342919950052204
2006-02-28,33.16,34.67612241628358,-0.04372237466700224
2006-03-01,34.19,34.696122416283586,-0.014587290481948956
2006-03-02,34.21,34.346122416283585,-0.003963254268815164
2006-03-03,33.86,34.15612241628358,-0.008669673116712073
2006-03-06,33.67,33.79612241628358,-0.003731860558737088
2006-03-07,33.31,33.97612241628358,-0.01960560443366921
2006-03-08,33.49,33.626122416283586,-0.004048115170652733
2006-03-09,33.14,33.666122416283585,-0.015627651137783305
2006-03-10,33.18,33.566122416283584,-0.011503336950718701
2006-03-13,33.08,34.376122416283586,-0.03770414826279622
2006-03-14,33.89,34.72612241628358,-0.024077621056001086
2006-03-15,34.24,34.99612241628358,-0.02160589128388002
2006-03-16,34.51,35.536122416283575,-0.028875475052207222
2006-03-17,35.05,35.40612241628358,-0.010058215697740458
2006-03-20,34.92,35.026122416283584,-0.0030298077252834954
2006-03-21,34.54,35.33612241628358,-0.022529988064471707
2006-03-22,34.85,35.606122416283576,-0.021235741635763805
2006-03-23,35.12,35.466122416283575,-0.009759240444189743
2006-03-24,34.98,35.536122416283575,-0.015649496300382704
2006-03-27,35.05,35.33612241628358,-0.008097165074109292
2006-03-28,34.85,36.106122416283576,-0.0347897345996111
2006-03-29,35.62,36.67612241628358,-0.028795912618469366
2006-03-30,36.19,36.51612241628358,-0.008930915844946208
2006-03-31,36.03,36.556122416283586,-0.014392183347357146
2006-04-03,36.07,36.486122416283585,-0.011404950395547453
2006-04-04,36.0,37.556122416283586,-0.04143458685737167
2006-04-05,37.07,37.716122416283575,-0.01713119946828412
2006-04-06,37.23,37.18612241628359,0.0011799451210647849
2006-04-07,36.7,37.00612241628359,-0.008272210010008663
2006-04-10,36.52,36.916122416283585,-0.010730336513047556
2006-04-11,36.43,36.416122416283585,0.00038108350905052824
2006-04-12,35.93,37.736122416283585,-0.0478618973184225
2006-04-13,37.25,37.25612241628359,-0.00016433315886121846
2006-04-17,36.77,38.24612241628358,-0.03859534831314326
2006-04-18,37.76,38.276122416283584,-0.013484187626696897
2006-04-19,37.79,38.24612241628358,-0.011925978046061658
2006-04-20,37.76,37.396122416283575,0.00973035598894012
2006-04-21,36.91,37.67612241628358,-0.02033442846954092
2006-04-24,37.19,37.446122416283586,-0.006839758024510756
2006-04-25,36.96,37.54612241628358,-0.015610730977358656
2006-04-26,37.06,37.736122416283585,-0.0179171142393747
2006-04-27,37.25,37.556122416283586,-0.008151065567697069
2006-04-28,37.07,37.54763791225626,-0.01272085113243182
2006-05-01,36.36,36.927637912256266,-0.015371627982407987
2006-05-02,35.74,37.15763791225626,-0.03815199221231069
2006-05-03,35.97,38.187637912256264,-0.05807214149646367
2006-05-04,37.0,38.76763791225626,-0.045595708365234966
2006-05-05,37.58,38.367637912256264,-0.020528704791718755
2006-05-08,37.18,38.20763791225627,-0.026896138269951075
2006-05-09,37.02,37.37763791225626,-0.009568232029423918
2006-05-10,36.19,36.04763791225626,0.003949276457177575
2006-05-11,34.86,34.967637912256265,-0.0030782151349874054
2006-05-12,33.78,34.497637912256266,-0.02080252317800879
2006-05-15,33.31,33.76763791225626,-0.01355255921203058
2006-05-16,32.58,33.95763791225627,-0.04056930920271817
2006-05-17,32.77,34.08763791225626,-0.038654421161358976
2006-05-18,32.9,34.97763791225626,-0.0593990342477716
2006-05-19,33.79,35.12763791225626,-0.03807935835587606
2006-05-22,33.94,34.717637912256265,-0.022398929161644987
2006-05-23,33.53,34.66763791225626,-0.03281555885450338
2006-05-24,33.48,34.54763791225626,-0.030903354810185357
2006-05-25,33.36,35.02763791225627,-0.04760920266544022
2006-05-26,33.84,33.51763791225626,0.009617685130068887
2006-05-30,32.33,33.187637912256264,-0.025842089591423978
2006-05-31,32.0,33.687637912256264,-0.05009665315959322
2006-06-01,32.5,33.537637912256265,-0.030939504892115943
2006-06-02,32.35,32.87763791225626,-0.016048534680758397
2006-06-05,31.69,32.357637912256266,-0.020633085581422517
2006-06-06,31.17,32.47763791225626,-0.040262716019836886
2006-06-07,31.29,32.23763791225626,-0.029395389167020336
2006-06-08,31.05,32.97763791225626,-0.05845288002085347
2006-06-09,31.79,32.48763791225626,-0.021473950003397135
2006-06-12,31.3,33.367637912256264,-0.06196536649352691
2006-06-13,32.18,34.357637912256266,-0.06338147918717796
2006-06-14,33.17,35.87763791225626,-0.07546867825797687
2006-06-15,34.69,35.717637912256265,-0.028771161037601578
2006-06-16,34.53,35.357637912256266,-0.023407613209630584
2006-06-19,34.17,35.327637912256264,-0.032768619151144596
2006-06-20,34.14,36.04763791225626,-0.052919914389388145
2006-06-21,34.86,36.15763791225626,-0.03588834855322243
2006-06-22,34.97,36.04763791225626,-0.029894827363705412
2006-06-23,34.86,35.79763791225626,-0.026192731334802377
2006-06-26,34.61,35.117637912256264,-0.014455354700240175
2006-06-27,33.93,35.04763791225626,-0.03188910804928802
2006-06-28,33.86,36.52763791225627,-0.07303067115000017
2006-06-29,35.34,36.48763791225626,-0.03145278724306688
2006-06-30,35.3,36.30763791225626,-0.02775278068739684
2006-07-03,35.12,35.367637912256264,-0.007001822198887897
2006-07-05,34.18,35.827637912256264,-0.04598790230858685
2006-07-06,34.64,34.34763791225626,0.008511854250082607
2006-07-07,33.16,32.65763791225626,0.015382682883969379
2006-07-10,31.47,31.917637912256264,-0.014024781955571108
2006-07-11,30.73,29.787637912256265,0.03163601258077575
2006-07-12,28.6,29.127637912256265,-0.018114682482860855
2006-07-13,27.94,28.107637912256262,-0.005964140877991131
2006-07-14,26.92,28.277637912256264,-0.048011008432490954
2006-07-17,27.09,29.317637912256263,-0.07598285779104319
2006-07-18,28.13,30.577637912256264,-0.08004666414324935
2006-07-19,29.39,30.927637912256262,-0.049717276069340954
2006-07-20,29.74,30.017637912256262,-0.009249159213253866
2006-07-21,28.83,31.117637912256264,-0.0735157957267456
2006-07-24,29.93,31.497637912256263,-0.04977001502853229
2006-07-25,30.31,31.327637912256264,-0.03248371023396368
2006-07-26,30.14,30.407637912256263,-0.008801667299135563
2006-07-27,29.22,31.017637912256262,-0.057955345192354124
2006-07-28,29.83,30.780354007855482,-0.03087534365631217
2006-07-31,29.65,30.440354007855483,-0.025964021563334105
2006-08-01,29.31,30.990354007855483,-0.05422183971920891
2006-08-02,29.86,31.280354007855482,-0.04540722293292421
2006-08-03,30.15,31.220354007855484,-0.034283852373556356
2006-08-04,30.09,30.460354007855482,-0.01215855888477102
2006-08-07,29.33,30.120354007855482,-0.026239864499911114
2006-08-08,28.99,30.130354007855484,-0.037847348476495735
2006-08-09,29.0,30.290354007855484,-0.042599502386827304
2006-08-10,29.16,30.460354007855482,-0.0426900490887312
2006-08-11,29.33,31.100354007855483,-0.05692391821033027
2006-08-14,29.97,32.83035400785548,-0.0871252867748874
2006-08-15,31.7,33.52035400785548,-0.05430593028429476
2006-08-16,32.39,33.47035400785549,-0.032277937891004416
2006-08-17,32.34,35.04035400785548,-0.07706411890844767
2006-08-18,33.91,34.37035400785548,-0.013393926863548455
2006-08-21,33.24,35.38035400785548,-0.06049555093146486
2006-08-22,34.25,35.12035400785548,-0.024782039715795734
2006-08-23,33.99,35.16035400785548,-0.03328618385338211
2006-08-24,34.03,35.00035400785548,-0.02772411980855083
2006-08-25,33.87,35.33035400785549,-0.041334259133967155
2006-08-28,34.2,35.51035400785549,-0.036900617987801976
2006-08-29,34.38,35.48035400785548,-0.031013050422548094
2006-08-30,34.35,35.37035400785548,-0.0288477182792366
2006-08-31,34.24,35.51035400785549,-0.035774185962056726
2006-09-01,34.38,35.54035400785548,-0.03264891530340419
2006-09-05,34.41,34.90035400785549,-0.014050115587513012
2006-09-06,33.77,34.41035400785548,-0.01860934088935251
2006-09-07,33.28,35.11035400785548,-0.05213145978095124
2006-09-08,33.98,34.81035400785549,-0.023853650200400422
2006-09-11,33.68,35.070354007855485,-0.0396447098179864
2006-09-12,33.94,34.79035400785548,-0.02444223498454412
2006-09-13,33.66,35.38035400785548,-0.048624556087638715
2006-09-14,34.25,34.90035400785549,-0.018634596305501794
2006-09-15,33.77,36.15035400785549,-0.06584593908370129
2006-09-18,35.02,37.12035400785548,-0.05658227309499786
2006-09-19,35.99,37.76035400785549,-0.04688393566138682
2006-09-20,36.63,37.390354007855485,-0.020335565897443453
2006-09-21,36.26,37.11035400785548,-0.02291419822283225
2006-09-22,35.98,38.02035400785548,-0.05366478195952418
2006-09-25,36.89,38.140354007855485,-0.03278296807622605
2006-09-26,37.01,37.780354007855486,-0.020390333232327862
2006-09-27,36.65,38.600354007855486,-0.050526842511821934
2006-09-28,37.47,38.140354007855485,-0.017575977604125548
2006-09-29,37.01,37.98035400785548,-0.02554884053094364
2006-10-02,36.85,38.530354007855486,-0.043611174906747485
2006-10-03,37.4,39.29035400785548,-0.04811241984425829
2006-10-04,38.16,38.76035400785549,-0.015488868025658964
2006-10-05,37.63,38.01035400785549,-0.010006589461831417
2006-10-06,36.88,38.890354007855485,-0.05169286984246557
2006-10-09,37.76,39.36035400785548,-0.04065903491457634
2006-10-10,38.23,39.61035400785548,-0.03484831283208756
2006-10-11,38.48,39.54035400785548,-0.026817008457861058
2006-10-12,38.41,40.70035400785548,-0.056273564780626395
2006-10-13,39.57,40.76035400785549,-0.029203721037998842
2006-10-16,39.63,39.460354007855486,0.004299150284124309
2006-10-17,38.33,38.97035400785549,-0.016431824245846327
2006-10-18,37.84,38.81035400785549,-0.02500245186269312
2006-10-19,37.68,38.62035400785548,-0.02434866360013721
2006-10-20,37.49,38.52035400785548,-0.026748300590523133
2006-10-23,37.39,37.83035400785549,-0.011640229635811794
2006-10-24,36.7,38.12035400785548,-0.03725972763953833
2006-10-25,36.99,38.55035400785548,-0.040475737461127426
2006-10-26,37.42,36.91035400785548,0.013807670119773352
2006-10-27,35.78,38.30267381270637,-0.06586155904002466
2006-10-30,36.96,37.84267381270637,-0.023324826809938526
2006-10-31,36.5,37.35267381270637,-0.02282765129430475
2006-11-01,36.01,36.88267381270637,-0.02366080661987502
2006-11-02,35.54,37.34267381270637,-0.04827382800031288
2006-11-03,36.0,37.78267381270637,-0.04718230958304637
2006-11-06,36.44,38.05267381270637,-0.042380039327692964
2006-11-07,36.71,37.96267381270636,-0.03299751273808016
2006-11-08,36.62,37.51267381270637,-0.02379659251066235
2006-11-09,36.17,38.24267381270637,-0.05419793142229801
2006-11-10,36.9,38.862673812706376,-0.05050279921976619
2006-11-13,37.52,39.37267381270637,-0.047054813232127235
