date,DISCA,dcf,Deviation
2009-05-08,10.36,10.686492890995261,-0.030551921413841332
2009-05-11,10.35,10.32649289099526,0.0022763884363139475
2009-05-12,9.99,10.13649289099526,-0.014452029175238357
2009-05-13,9.8,10.19649289099526,-0.03888522212822909
2009-05-14,9.86,10.19649289099526,-0.03300084593717756
2009-05-15,9.86,10.586492890995261,-0.06862451035254624
2009-05-18,10.25,10.856492890995261,-0.055864531675630436
2009-05-19,10.52,11.48649289099526,-0.08414168712479109
2009-05-20,11.15,11.28649289099526,-0.012093472464254962
2009-05-21,10.95,11.48649289099526,-0.04670641387989194
2009-05-22,11.15,11.70649289099526,-0.047537114332792174
2009-05-26,11.37,11.516492890995261,-0.012720269302628151
2009-05-27,11.18,11.586492890995261,-0.03508334185499551
2009-05-28,11.25,11.80649289099526,-0.04713447897975642
2009-05-29,11.47,11.78649289099526,-0.026852168318623137
2009-06-01,11.45,11.79649289099526,-0.02937253420970165
2009-06-02,11.46,11.836492890995261,-0.031807807807807786
2009-06-03,11.5,11.71649289099526,-0.018477618943604446
2009-06-04,11.38,12.096492890995261,-0.059231456377626945
2009-06-05,11.76,12.21649289099526,-0.037366934607864444
2009-06-08,11.88,12.36649289099526,-0.039339600587123824
2009-06-09,12.03,12.086492890995261,-0.004674051563572257
2009-06-10,11.75,11.916492890995261,-0.013971635154590878
2009-06-11,11.58,11.63649289099526,-0.0048548038936178095
2009-06-12,11.3,11.436492890995261,-0.011934855579959325
2009-06-15,11.1,11.06649289099526,0.0030277983580511147
2009-06-16,10.73,11.13649289099526,-0.036500978806706885
2009-06-17,10.8,11.15649289099526,-0.031953849160159975
2009-06-18,10.82,11.016492890995261,-0.01783624724669608
2009-06-19,10.68,10.70649289099526,-0.002474469582615879
2009-06-22,10.37,10.606492890995261,-0.022296992363615376
2009-06-23,10.27,10.86649289099526,-0.05489286166004459
2009-06-24,10.53,11.086492890995261,-0.05019557550496967
2009-06-25,10.75,11.44649289099526,-0.06084771096509212
2009-06-26,11.11,11.676492890995261,-0.048515671296484264
2009-06-29,11.34,11.836492890995261,-0.04194594594594603
2009-06-30,11.5,12.551418439716311,-0.08376889391156939
2009-07-01,11.75,12.081418439716312,-0.027432080212271392
2009-07-02,11.28,12.011418439716312,-0.06089359415686024
2009-07-06,11.21,11.951418439716312,-0.06203602053229673
2009-07-07,11.15,11.971418439716311,-0.06861496353608176
2009-07-08,11.17,12.271418439716312,-0.0897547781560103
2009-07-09,11.47,12.271418439716312,-0.06530772653978856
2009-07-10,11.47,12.241418439716313,-0.06301707955783176
2009-07-13,11.44,12.511418439716312,-0.08563524950258206
2009-07-14,11.71,12.841418439716312,-0.08810696770202797
2009-07-15,12.04,12.861418439716312,-0.0638668622412405
2009-07-16,12.06,12.731418439716313,-0.05273712767320471
2009-07-17,11.93,13.051418439716311,-0.08592310827333238
2009-07-20,12.25,13.021418439716312,-0.05924227404930227
2009-07-21,12.22,13.001418439716312,-0.06010255291293909
2009-07-22,12.2,13.071418439716313,-0.06666594323601394
2009-07-23,12.27,13.061418439716313,-0.06059207454144644
2009-07-24,12.26,13.091418439716312,-0.06350865977929354
2009-07-27,12.29,13.271418439716312,-0.07394977742388864
2009-07-28,12.47,13.111418439716312,-0.048920598687733574
2009-07-29,12.31,13.261418439716312,-0.07174333907351349
2009-07-30,12.46,13.321418439716313,-0.06466416797989694
2009-07-31,12.52,13.771418439716312,-0.09087070044340995
2009-08-03,12.97,13.561418439716313,-0.04361036733327761
2009-08-04,12.76,13.541418439716312,-0.05770580409984605
2009-08-05,12.74,13.511418439716312,-0.057093816105106776
2009-08-06,12.71,13.941418439716312,-0.08832805966201018
2009-08-07,13.14,13.811418439716313,-0.04861328636496687
2009-08-10,13.01,13.581418439716312,-0.042073546460015265
2009-08-11,12.78,13.641418439716311,-0.06314727779395246
2009-08-12,12.84,13.461418439716311,-0.04616292424896995
2009-08-13,12.66,13.461418439716311,-0.05953447203987228
2009-08-14,12.66,13.211418439716311,-0.04173801944374356
2009-08-17,12.41,13.391418439716311,-0.0732871162330061
2009-08-18,12.59,13.541418439716312,-0.07025988037751263
2009-08-19,12.74,13.651418439716313,-0.06676364392030554
2009-08-20,12.85,13.891418439716311,-0.07496847382689442
2009-08-21,13.09,14.011418439716312,-0.06576196718988059
2009-08-24,13.21,14.441418439716312,-0.08526990924448974
2009-08-25,13.64,14.511418439716312,-0.06005053491747747
2009-08-26,13.71,14.281418439716312,-0.04001132255373241
2009-08-27,13.48,14.021418439716312,-0.03861367108071745
2009-08-28,13.22,14.041418439716312,-0.05849967674155476
2009-08-31,13.24,13.851418439716312,-0.04414121502265689
2009-09-01,13.05,13.861418439716312,-0.05853790816900828
2009-09-02,13.06,13.931418439716312,-0.06255058976852157
2009-09-03,13.13,14.141418439716311,-0.07152171078367442
2009-09-04,13.34,14.421418439716312,-0.07498696776858693
2009-09-08,13.62,14.681418439716312,-0.07229672283196786
2009-09-09,13.88,15.321418439716313,-0.09407865501407198
2009-09-10,14.52,15.281418439716312,-0.049826424341433584
2009-09-11,14.48,15.291418439716312,-0.05306364762138871
2009-09-14,14.49,15.551418439716311,-0.06825219473264166
2009-09-15,14.75,15.841418439716312,-0.06889650973299188
2009-09-16,15.04,15.751418439716312,-0.045165357166978115
2009-09-17,14.95,15.931418439716312,-0.061602703075683496
2009-09-18,15.13,15.821418439716313,-0.043701419209080106
2009-09-21,15.02,15.901418439716313,-0.05543017706614339
2009-09-22,15.1,15.551418439716311,-0.029027476912552697
2009-09-23,14.75,15.331418439716312,-0.037923329925568905
2009-09-24,14.53,14.951418439716312,-0.0281858501529777
2009-09-25,14.15,15.281418439716312,-0.07403883639333908
2009-09-28,14.48,15.301418439716311,-0.053682502896871265
2009-09-29,14.5,15.561418439716313,-0.06820833485251765
2009-09-30,14.76,15.715754716981133,-0.06081506960327043
2009-10-01,14.77,15.775754716981131,-0.06375319184561934
2009-10-02,14.83,15.985754716981132,-0.07229903982909314
2009-10-05,15.04,16.32575471698113,-0.07875621919296394
2009-10-06,15.38,16.385754716981133,-0.06137982255640828
2009-10-07,15.44,16.745754716981132,-0.07797526830230139
2009-10-08,15.8,16.55575471698113,-0.04564906462439655
2009-10-09,15.61,16.405754716981132,-0.048504608944169414
2009-10-12,15.46,16.30575471698113,-0.051868480279563145
2009-10-13,15.36,16.46575471698113,-0.06715481531136658
2009-10-14,15.52,16.275754716981133,-0.04643438845835057
2009-10-15,15.33,16.335754716981132,-0.061567692121114126
2009-10-16,15.39,16.71575471698113,-0.07931168765202856
2009-10-19,15.77,16.685754716981133,-0.05488242710706803
2009-10-20,15.74,16.14575471698113,-0.02513073709427671
2009-10-21,15.2,16.155754716981132,-0.05915877863486929
2009-10-22,15.21,16.14575471698113,-0.05795670338017456
2009-10-23,15.2,16.135754716981133,-0.05799262156584173
2009-10-26,15.19,15.785754716981131,-0.03774002115592634
2009-10-27,14.84,15.245754716981132,-0.02661427554840512
2009-10-28,14.3,15.615754716981131,-0.08425815727947694
2009-10-29,14.67,14.995754716981132,-0.021723129187505852
2009-10-30,14.05,14.885754716981133,-0.05614459816590511
2009-11-02,13.94,15.255754716981132,-0.08624645200388348
2009-11-03,14.31,15.495754716981132,-0.07652126267084713
2009-11-04,14.55,16.095754716981133,-0.09603493245025352
2009-11-05,15.15,16.315754716981132,-0.07144963485923428
2009-11-06,15.37,16.67575471698113,-0.07830258594841688
2009-11-09,15.73,16.48575471698113,-0.04584289466606373
2009-11-10,15.54,16.44575471698113,-0.05507529040585113
2009-11-11,15.5,16.335754716981132,-0.051161071616260156
2009-11-12,15.39,16.565754716981132,-0.07097501665745998
2009-11-13,15.62,17.07575471698113,-0.08525273061772454
2009-11-16,16.13,17.23575471698113,-0.06415470254352784
2009-11-17,16.29,17.025754716981133,-0.04321422040970124
2009-11-18,16.08,16.845754716981133,-0.0454568364461122
2009-11-19,15.9,16.865754716981133,-0.05726128081352755
2009-11-20,15.92,17.115754716981133,-0.06986280983536086
2009-11-23,16.17,17.275754716981133,-0.06400615979423663
2009-11-24,16.33,17.21575471698113,-0.051450240291089244
2009-11-25,16.27,17.07575471698113,-0.04718706319784749
2009-11-27,16.13,17.275754716981133,-0.06632154344347796
2009-11-30,16.33,17.495754716981132,-0.0666307190423554
2009-12-01,16.55,17.495754716981132,-0.05405624005823506
2009-12-02,16.55,17.085754716981132,-0.03135680722658729
2009-12-03,16.14,16.975754716981132,-0.04923225688134569
2009-12-04,16.03,17.025754716981133,-0.05848520277271396
2009-12-07,16.08,16.80575471698113,-0.04318489286576366
2009-12-08,15.86,16.635754716981133,-0.046631771757807416
2009-12-09,15.69,17.14575471698113,-0.08490467413133784
2009-12-10,16.2,17.26575471698113,-0.06172650628083731
2009-12-11,16.32,17.17575471698113,-0.049823412774698816
2009-12-14,16.23,17.135754716981133,-0.05285759115608435
2009-12-15,16.19,17.005754716981134,-0.047969333355523336
2009-12-16,16.06,17.05575471698113,-0.05838233097886514
2009-12-17,16.11,17.03575471698113,-0.054341866994501054
2009-12-18,16.09,17.14575471698113,-0.06157528405183077
2009-12-21,16.2,17.025754716981133,-0.0485003296892057
2009-12-22,16.08,16.725754716981132,-0.038608405295189496
2009-12-23,15.78,16.845754716981133,-0.06326547755719214
2009-12-24,15.9,16.815754716981132,-0.05445813954793066
2009-12-28,15.87,16.865754716981133,-0.0590400331138794
2009-12-29,15.92,16.665754716981134,-0.04474773147964706
2009-12-30,15.72,16.615754716981133,-0.053909962697371805
2009-12-31,15.67,15.945882352941176,-0.017301165707540145
2010-01-04,15.84,16.565882352941177,-0.04381791065975427
2010-01-05,16.46,16.815882352941177,-0.021163465911078427
2010-01-06,16.71,16.805882352941175,-0.00570528526426306
2010-01-07,16.7,16.855882352941176,-0.009247949746990058
2010-01-08,16.75,16.795882352941177,-0.0027317619864812848
2010-01-11,16.69,16.355882352941176,0.020427980579032612
2010-01-12,16.25,16.455882352941178,-0.01251117068811447
2010-01-13,16.35,16.315882352941177,0.0020910696903053694
2010-01-14,16.21,16.675882352941176,-0.027937493386010037
2010-01-15,16.57,16.665882352941175,-0.005753211915854761
2010-01-19,16.56,16.535882352941176,0.00145850378855239
2010-01-20,16.43,16.355882352941176,0.004531559072109337
2010-01-21,16.25,15.885882352941177,0.022920832407613112
2010-01-22,15.78,15.855882352941176,-0.004785754034501988
2010-01-25,15.75,15.845882352941176,-0.006050931769247869
2010-01-26,15.74,15.545882352941176,0.01248675647041031
2010-01-27,15.44,15.575882352941177,-0.008723894406888477
2010-01-28,15.47,15.265882352941176,0.013370838471023383
2010-01-29,15.16,15.325882352941177,-0.010823673908037179
2010-02-01,15.22,15.185882352941176,0.002246668732569068
2010-02-02,15.08,15.105882352941176,-0.001713395638629267
2010-02-03,15.0,14.725882352941177,0.01861468402971944
2010-02-04,14.62,14.645882352941177,-0.0017672102176882198
2010-02-05,14.54,14.675882352941176,-0.009258888131788878
2010-02-08,14.57,15.065882352941177,-0.03291425894112132
2010-02-09,14.96,14.355882352941176,0.042081540667896045
2010-02-10,14.25,14.415882352941177,-0.011506916391235134
2010-02-11,14.31,14.765882352941176,-0.030874033941518553
2010-02-12,14.66,14.895882352941177,-0.01583540654740756
2010-02-16,14.79,16.135882352941177,-0.08340928146986992
2010-02-17,16.03,16.25588235294118,-0.013895422471503549
2010-02-18,16.15,16.465882352941176,-0.019184052586453282
2010-02-19,16.36,16.50588235294118,-0.008838203848895332
2010-02-22,16.4,16.495882352941177,-0.005812502228720318
2010-02-23,16.39,16.455882352941178,-0.004003574620196626
2010-02-24,16.35,16.145882352941175,0.012642086855144452
2010-02-25,16.04,16.025882352941178,0.0008809279107324652
2010-02-26,15.92,15.885882352941177,0.00214767088795087
2010-03-01,15.78,15.815882352941177,-0.0022687544166326568
2010-03-02,15.71,15.745882352941177,-0.002278840406455429
2010-03-03,15.64,15.985882352941177,-0.02163673829849866
2010-03-04,15.88,16.225882352941177,-0.021316705336426933
2010-03-05,16.12,16.295882352941177,-0.010793054903801003
2010-03-08,16.19,16.415882352941175,-0.013759988533342704
2010-03-09,16.31,16.405882352941177,-0.005844388669774214
2010-03-10,16.3,16.605882352941176,-0.01842012043924901
2010-03-11,16.5,16.685882352941178,-0.011140097299584095
2010-03-12,16.58,16.655882352941177,-0.004555889104714939
2010-03-15,16.55,16.685882352941178,-0.008143552139885823
2010-03-16,16.58,16.745882352941177,-0.009905859210341594
2010-03-17,16.64,16.735882352941175,-0.005729148360338665
2010-03-18,16.63,16.715882352941176,-0.005137769644930845
2010-03-19,16.61,17.055882352941175,-0.026142438351439923
2010-03-22,16.95,17.145882352941175,-0.011424454508027981
2010-03-23,17.04,17.205882352941178,-0.009641025641025758
2010-03-24,17.1,17.175882352941176,-0.004417959519161574
2010-03-25,17.07,17.265882352941176,-0.01134505314799672
2010-03-26,17.16,17.275882352941178,-0.0067077530729681145
2010-03-29,17.17,17.605882352941176,-0.024757768125626356
2010-03-30,17.5,17.375882352941176,0.0071430989539253975
2010-03-31,17.27,18.890722610722612,-0.08579463285341293
2010-04-01,17.28,19.04072261072261,-0.09247141753596444
2010-04-05,17.43,19.300722610722612,-0.09692500371376378
2010-04-06,17.69,19.04072261072261,-0.07093862130851913
2010-04-07,17.43,19.01072261072261,-0.08314900191279606
2010-04-08,17.4,19.410722610722612,-0.10358824094533592
2010-04-09,17.8,19.34072261072261,-0.0796621016563479
2010-04-12,17.73,19.47072261072261,-0.08940205484535979
2010-04-13,17.86,19.660722610722612,-0.09158984877496468
2010-04-14,18.05,19.59072261072261,-0.07864552223710852
2010-04-15,17.98,19.59072261072261,-0.08221864209546881
2010-04-16,17.98,19.67072261072261,-0.0859512202058601
2010-04-19,18.06,20.02072261072261,-0.09793465744700425
2010-04-20,18.41,20.24072261072261,-0.0904474927072404
2010-04-21,18.63,20.33072261072261,-0.08365283631510634
2010-04-22,18.72,20.67072261072261,-0.0943712828747798
2010-04-23,19.06,20.52072261072261,-0.07118280571461688
2010-04-26,18.91,20.050722610722612,-0.05689184538978076
2010-04-27,18.44,20.13072261072261,-0.08398717936841704
2010-04-28,18.52,20.77072261072261,-0.10836034224253255
2010-04-29,19.16,21.40072261072261,-0.10470312855697306
2010-04-30,19.79,21.72072261072261,-0.08888850731740827
2010-05-03,20.11,21.47072261072261,-0.06337572495315358
2010-05-04,19.86,20.820722610722612,-0.04614261611784032
2010-05-05,19.21,20.17072261072261,-0.04762955840817995
2010-05-06,18.56,19.62072261072261,-0.054061342783722544
2010-05-07,18.01,20.90072261072261,-0.13830730470723507
2010-05-10,19.29,21.10072261072261,-0.085813298630942
2010-05-11,19.49,21.40072261072261,-0.08928308849558486
2010-05-12,19.79,21.070722610722612,-0.06078209249790367
2010-05-13,19.46,20.77072261072261,-0.06310433369544721
2010-05-14,19.16,20.62072261072261,-0.07083760536903028
2010-05-17,19.01,20.56072261072261,-0.07542160069383419
2010-05-18,18.95,20.54072261072261,-0.07744238802447134
2010-05-19,18.93,19.90072261072261,-0.04877825944870873
2010-05-20,18.29,20.22072261072261,-0.09548237458629649
2010-05-21,18.61,20.20072261072261,-0.0787458271358199
2010-05-24,18.59,20.24072261072261,-0.08155452957238463
2010-05-25,18.63,20.63072261072261,-0.09697782518207854
2010-05-26,19.02,21.390722610722612,-0.11082947752004557
2010-05-27,19.78,20.85072261072261,-0.051351822702393246
2010-05-28,19.24,20.56072261072261,-0.06423522342711063
2010-06-01,18.95,21.570722610722612,-0.1214944282589715
2010-06-02,19.96,21.480722610722612,-0.0707947604129251
2010-06-03,19.87,20.49072261072261,-0.030292860945654976
2010-06-04,18.88,20.04072261072261,-0.05791820151742322
2010-06-07,18.43,19.94072261072261,-0.0757606752881792
2010-06-08,18.33,19.92072261072261,-0.07985265604102043
2010-06-09,18.31,21.02072261072261,-0.12895477766972108
2010-06-10,19.41,21.29072261072261,-0.08833531135178219
2010-06-11,19.68,21.21072261072261,-0.07216739565246055
2010-06-14,19.6,21.81072261072261,-0.10135943912448697
2010-06-15,20.2,21.63072261072261,-0.06614307975145428
2010-06-16,20.02,21.70072261072261,-0.0774500757819071
2010-06-17,20.09,21.67072261072261,-0.072942773488341
2010-06-18,20.06,21.730722610722612,-0.07688297534561628
2010-06-21,20.12,21.390722610722612,-0.059405314810899945
2010-06-22,19.78,21.12072261072261,-0.06347901231570308
2010-06-23,19.51,20.67072261072261,-0.05615297697045685
2010-06-24,19.06,20.84072261072261,-0.08544437944807282
2010-06-25,19.23,20.74072261072261,-0.07283847525840736
2010-06-28,19.13,19.730722610722612,-0.03044605220875951
2010-06-29,18.12,19.86072261072261,-0.08764648924620755
2010-06-30,18.25,20.09813953488372,-0.09195575200759065
2010-07-01,18.44,19.73813953488372,-0.06576807974173482
2010-07-02,18.08,19.86813953488372,-0.09000035115236504
2010-07-06,18.21,20.18813953488372,-0.09798523194599629
2010-07-07,18.53,20.218139534883722,-0.0834962847086429
2010-07-08,18.56,20.198139534883722,-0.08110348639064169
2010-07-09,18.54,20.01813953488372,-0.07384000557633774
2010-07-12,18.36,20.358139534883723,-0.09814941740918448
2010-07-13,18.7,20.378139534883722,-0.08234998744664834
2010-07-14,18.72,20.198139534883722,-0.07318196472159544
2010-07-15,18.54,19.538139534883722,-0.05108672364129796
2010-07-16,17.88,19.75813953488372,-0.09505649717514131
2010-07-19,18.1,19.95813953488372,-0.09310184106268926
2010-07-20,18.3,19.52813953488372,-0.06289075990520532
2010-07-21,17.87,20.108139534883723,-0.1113051523737929
2010-07-22,18.45,20.54813953488372,-0.10210849168713287
2010-07-23,18.89,21.22813953488372,-0.1101434033369485
2010-07-26,19.57,21.06813953488372,-0.07110924685130193
2010-07-27,19.41,20.99813953488372,-0.07563239268152211
2010-07-28,19.34,21.108139534883723,-0.08376576874345842
2010-07-29,19.45,21.38813953488372,-0.09061749067620617
2010-07-30,19.73,21.76813953488372,-0.09362947768768082
2010-08-02,20.11,21.27813953488372,-0.05489857480108418
2010-08-03,19.62,21.25813953488372,-0.07705940269117162
2010-08-04,19.6,21.24813953488372,-0.07756629855418251
2010-08-05,19.59,21.16813953488372,-0.07455258561023037
2010-08-06,19.51,21.18813953488372,-0.07920183516447321
2010-08-09,19.53,21.36813953488372,-0.08602244158331784
2010-08-10,19.71,21.038139534883722,-0.06313008489564909
2010-08-11,19.38,20.74813953488372,-0.06594034769158341
2010-08-12,19.09,20.66813953488372,-0.07635614866157325
2010-08-13,19.01,20.54813953488372,-0.07485541609606472
2010-08-16,18.89,20.948139534883722,-0.09824927561974761
2010-08-17,19.29,21.09813953488372,-0.08570137342651185
2010-08-18,19.44,20.75813953488372,-0.06349988796773465
2010-08-19,19.1,20.98813953488372,-0.08996221564781881
2010-08-20,19.33,20.968139534883722,-0.07812517329725066
2010-08-23,19.31,20.468139534883722,-0.056582550305068646
2010-08-24,18.81,20.45813953488372,-0.08056155507559404
2010-08-25,18.8,20.65813953488372,-0.08994708994708989
2010-08-26,19.0,21.06813953488372,-0.0981643173313611
2010-08-27,19.41,20.93813953488372,-0.07298353955172487
2010-08-30,19.28,20.948139534883722,-0.07963187051078524
2010-08-31,19.29,21.558139534883722,-0.10521035598705508
2010-09-01,19.9,21.808139534883722,-0.08749666755531871
2010-09-02,20.15,22.18813953488372,-0.09185716232221286
2010-09-03,20.53,21.67813953488372,-0.05296301064194975
2010-09-07,20.02,21.65813953488372,-0.07563620745194888
2010-09-08,20.0,21.65813953488372,-0.0765596478041447
2010-09-09,20.0,21.83813953488372,-0.08417106832509791
2010-09-10,20.18,22.02813953488372,-0.08389902978220243
2010-09-13,20.37,22.32813953488372,-0.08769828457155948
2010-09-14,20.67,22.88813953488372,-0.09691218159095283
2010-09-15,21.23,22.898139534883722,-0.07285043976356365
2010-09-16,21.24,23.11813953488372,-0.08124094640270407
2010-09-17,21.46,23.81813953488372,-0.09900603409556907
2010-09-20,22.16,23.75813953488372,-0.06726703210649965
2010-09-21,22.1,23.378139534883722,-0.05467242305473208
2010-09-22,21.72,23.378139534883722,-0.07092692437777304
2010-09-23,21.72,23.90813953488372,-0.09152278585671902
2010-09-24,22.25,24.00813953488372,-0.07323097786603383
2010-09-27,22.35,23.97813953488372,-0.06790099509242908
2010-09-28,22.32,23.88813953488372,-0.06564510947341773
2010-09-29,22.23,23.90813953488372,-0.0701911385632994
2010-09-30,22.25,24.467308584686776,-0.09062331383986022
2010-10-01,22.11,24.127308584686777,-0.08361100773449426
2010-10-04,21.77,24.787308584686777,-0.12172796309764844
2010-10-05,22.43,24.497308584686774,-0.0843892126982082
2010-10-06,22.14,24.757308584686776,-0.1057186234817814
2010-10-07,22.4,24.547308584686775,-0.0874763348201163
2010-10-08,22.19,24.437308584686775,-0.09196219693747343
2010-10-11,22.08,24.577308584686776,-0.10161033605782044
2010-10-12,22.22,24.817308584686774,-0.10465714184210184
2010-10-13,22.46,24.427308584686774,-0.08053726336105882
2010-10-14,22.07,24.427308584686774,-0.09650300099637443
2010-10-15,22.07,24.477308584686774,-0.09834858176330741
2010-10-18,22.12,24.157308584686774,-0.08433508135000667
2010-10-19,21.8,24.517308584686774,-0.11083225449892864
2010-10-20,22.16,24.537308584686777,-0.0968854663290335
2010-10-21,22.18,24.707308584686775,-0.10228991862971115
2010-10-22,22.35,24.987308584686776,-0.10554592447395572
2010-10-25,22.63,25.137308584686775,-0.09974451227504066
2010-10-26,22.78,25.327308584686776,-0.10057557344355617
2010-10-27,22.97,25.337308584686774,-0.09343173039766017
2010-10-28,22.98,25.187308584686775,-0.08763574628329918
2010-10-29,22.83,25.047308584686775,-0.08852482402210582
2010-11-01,22.69,25.087308584686774,-0.09555861987324077
2010-11-02,22.73,24.127308584686777,-0.057913984884896186
2010-11-03,21.77,23.797308584686775,-0.08519066672906528
2010-11-04,21.44,23.367308584686775,-0.08247884336794309
2010-11-05,21.01,23.297308584686775,-0.09817909121872603
2010-11-08,20.94,23.067308584686774,-0.09222179418447574
2010-11-09,20.71,23.387308584686775,-0.11447698545525609
2010-11-10,21.03,23.107308584686773,-0.08989833571805095
2010-11-11,20.75,22.997308584686774,-0.09772050396293719
2010-11-12,20.64,22.917308584686776,-0.09937068204459487
2010-11-15,20.56,22.937308584686775,-0.1036437459917986
2010-11-16,20.58,23.647308584686776,-0.1297106845669983
2010-11-17,21.29,24.017308584686774,-0.11355596215413089
2010-11-18,21.66,23.997308584686774,-0.09739878021897275
2010-11-19,21.64,23.867308584686775,-0.0933204754437964
2010-11-22,21.51,23.407308584686774,-0.08105624693340463
2010-11-23,21.05,23.867308584686775,-0.1180404809654304
2010-11-24,21.51,23.887308584686775,-0.09952182667455356
2010-11-26,21.53,23.537308584686777,-0.08528199294598693
2010-11-29,21.18,23.197308584686773,-0.0869630447567723
2010-11-30,20.84,23.477308584686774,-0.1123343664020745
2010-12-01,21.12,23.877308584686777,-0.11547819868002707
2010-12-02,21.52,24.287308584686777,-0.11394052062366322
2010-12-03,21.93,24.277308584686775,-0.09668734804348822
2010-12-06,21.92,24.387308584686775,-0.10117182780210687
2010-12-07,22.03,24.167308584686776,-0.08843800612704744
2010-12-08,21.81,24.037308584686777,-0.09266048138624428
2010-12-09,21.68,24.067308584686774,-0.09919300183842494
2010-12-10,21.71,23.827308584686776,-0.08886058520463858
2010-12-13,21.47,23.857308584686773,-0.10006613177729151
2010-12-14,21.5,23.717308584686776,-0.09348904732463592
2010-12-15,21.36,23.907308584686774,-0.10654936651122615
2010-12-16,21.55,24.057308584686776,-0.10422232295273282
2010-12-17,21.7,24.037308584686777,-0.09723670087489678
2010-12-20,21.68,24.177308584686774,-0.10329142203481234
2010-12-21,21.82,24.217308584686776,-0.09899153641716629
2010-12-22,21.86,23.897308584686776,-0.08525263744521716
2010-12-23,21.54,23.747308584686774,-0.09294984216064539
2010-12-27,21.39,23.717308584686776,-0.09812701033832383
2010-12-28,21.36,23.917308584686776,-0.10692292469413178
2010-12-29,21.56,23.717308584686776,-0.09095924931716992
2010-12-30,21.36,23.667308584686776,-0.0974892677986905
2010-12-31,21.31,22.556247086247087,-0.05525063994386481
2011-01-03,21.47,22.256247086247086,-0.035327029000003174
2011-01-04,21.17,21.806247086247087,-0.029177285010604015
2011-01-05,20.72,21.686247086247086,-0.04455575381043497
2011-01-06,20.6,21.686247086247086,-0.0500892146957026
2011-01-07,20.6,21.436247086247086,-0.039010890426972034
2011-01-10,20.35,21.496247086247088,-0.053323125736698285
2011-01-11,20.41,21.356247086247087,-0.04430774201223997
2011-01-12,20.27,20.926247086247088,-0.03135999893064345
2011-01-13,19.84,20.786247086247087,-0.04552274791697042
2011-01-14,19.7,21.256247086247086,-0.07321363361710198
2011-01-18,20.17,21.266247086247088,-0.05154868566142212
2011-01-19,20.18,21.416247086247086,-0.05772473026055858
2011-01-20,20.33,21.546247086247085,-0.0564482102789684
2011-01-21,20.46,21.566247086247085,-0.05129529870556593
2011-01-24,20.48,21.256247086247086,-0.03651853890752532
2011-01-25,20.17,21.206247086247085,-0.0488651802477168
2011-01-26,20.12,21.176247086247088,-0.04987886106283046
2011-01-27,20.09,20.836247086247088,-0.03581485106978055
2011-01-28,19.75,21.016247086247088,-0.06025086596339613
2011-01-31,19.93,21.016247086247088,-0.05168606372913853
2011-02-01,19.93,21.376247086247087,-0.06765673508599945
2011-02-02,20.29,22.106247086247087,-0.08215990164051978
2011-02-03,21.02,22.386247086247085,-0.06103064443912243
2011-02-04,21.3,22.686247086247086,-0.06110517446878461
2011-02-07,21.6,22.826247086247086,-0.05372092405789752
2011-02-08,21.74,22.996247086247088,-0.05462835224963247
2011-02-09,21.91,23.186247086247086,-0.05504327981582202
2011-02-10,22.1,23.446247086247087,-0.05741844659808082
2011-02-11,22.36,23.276247086247086,-0.03936403849177461
2011-02-14,22.19,23.436247086247086,-0.05317605168015194
2011-02-15,22.35,23.656247086247085,-0.05521784928457607
2011-02-16,22.57,23.216247086247087,-0.027835984164293004
2011-02-17,22.13,23.526247086247086,-0.05934848346735677
2011-02-18,22.44,23.006247086247086,-0.02461275340233926
2011-02-22,21.92,22.686247086247086,-0.033775841519049665
2011-02-23,21.6,22.866247086247085,-0.05537625310664418
2011-02-24,21.78,23.016247086247088,-0.053711931472345986
2011-02-25,21.93,23.116247086247085,-0.0513165948530131
2011-02-28,22.03,22.506247086247086,-0.02116066194519417
2011-03-01,21.42,22.666247086247086,-0.05498250687487005
2011-03-02,21.58,22.926247086247088,-0.058720778903873505
2011-03-03,21.84,22.516247086247088,-0.03003373891114114
2011-03-04,21.43,22.276247086247086,-0.03798876368046489
2011-03-07,21.19,22.286247086247087,-0.049189398376704885
2011-03-08,21.2,22.166247086247086,-0.043590919224508196
2011-03-09,21.08,21.786247086247087,-0.03241710623455285
2011-03-10,20.7,21.996247086247088,-0.05893037485733432
2011-03-11,20.91,21.616247086247085,-0.03267204910404731
2011-03-14,20.53,21.386247086247085,-0.0400372764232072
2011-03-15,20.3,20.896247086247087,-0.028533692379599906
2011-03-16,19.81,20.926247086247088,-0.053341962447757574
2011-03-17,19.84,21.136247086247085,-0.061328157309938236
2011-03-18,20.05,21.506247086247086,-0.0677127478544749
2011-03-21,20.42,21.306247086247087,-0.04159564482001832
2011-03-22,20.22,21.306247086247087,-0.05098256308818683
2011-03-23,20.22,21.296247086247085,-0.05053693647939106
2011-03-24,20.21,21.186247086247086,-0.04607928352165824
2011-03-25,20.1,21.016247086247088,-0.0435970838412284
2011-03-28,19.93,20.806247086247087,-0.04211461502955449
2011-03-29,19.72,21.526247086247086,-0.08390905665117454
2011-03-30,20.44,21.476247086247085,-0.04825084578723593
2011-03-31,20.39,21.744202898550725,-0.06227880161295696
2011-04-01,20.65,21.774202898550726,-0.05163003687384371
2011-04-04,20.68,21.744202898550725,-0.04894191355350419
2011-04-05,20.65,21.704202898550726,-0.048571371336614266
