date,DVN,dcf,Deviation
2003-12-02,25.53,29.44,-0.1328125
2003-12-03,25.24,30.62,-0.17570215545395174
2003-12-04,26.42,30.74,-0.1405335068314898
2003-12-05,26.54,31.2,-0.14935897435897438
2003-12-08,27.0,31.18,-0.13406029506093653
2003-12-09,26.98,30.96,-0.12855297157622736
2003-12-10,26.76,30.95,-0.1353796445880452
2003-12-11,26.75,31.25,-0.14400000000000002
2003-12-12,27.05,31.45,-0.13990461049284575
2003-12-15,27.25,31.68,-0.13983585858585856
2003-12-16,27.48,31.9,-0.13855799373040745
2003-12-17,27.7,32.71,-0.15316416997859983
2003-12-18,28.51,32.95,-0.13474962063732931
2003-12-19,28.75,32.33,-0.11073306526446025
2003-12-22,28.13,32.15,-0.12503888024883358
2003-12-23,27.95,32.65,-0.14395099540581924
2003-12-24,28.45,32.78,-0.13209273947528988
2003-12-26,28.58,33.05,-0.13524962178517397
2003-12-29,28.85,33.15,-0.12971342383107076
2003-12-30,28.95,32.83,-0.11818458726774295
2003-12-31,28.63,35.005,-0.18211684045136423
2004-01-02,28.64,35.565,-0.1947139041192183
2004-01-05,29.2,35.455,-0.17642081511775487
2004-01-06,29.09,35.495,-0.1804479504155514
2004-01-07,29.13,35.545,-0.1804754536503025
2004-01-08,29.18,36.015,-0.1897820352630848
2004-01-09,29.65,35.925,-0.17466945024356295
2004-01-12,29.56,35.865,-0.17579813188345195
2004-01-13,29.5,35.845,-0.17701213558376339
2004-01-14,29.48,34.815,-0.15323854660347547
2004-01-15,28.45,35.615,-0.20117927839393523
2004-01-16,29.25,36.415,-0.19675957709734992
2004-01-20,30.05,36.455,-0.17569606364010415
2004-01-21,30.09,35.825,-0.16008374040474538
2004-01-22,29.46,36.115,-0.1842724629655268
2004-01-23,29.75,36.045,-0.1746428076016091
2004-01-26,29.68,35.925,-0.17383437717466943
2004-01-27,29.56,35.675,-0.1714085494043448
2004-01-28,29.31,34.855,-0.15908764883087068
2004-01-29,28.49,34.595,-0.17647058823529416
2004-01-30,28.23,34.515,-0.18209474141677529
2004-02-02,28.15,34.755,-0.19004459789958295
2004-02-03,28.39,34.555,-0.17841122847634205
2004-02-04,28.19,33.115,-0.148724143137551
2004-02-05,26.75,33.005,-0.18951673988789586
2004-02-06,26.64,33.215,-0.19795273219930765
2004-02-09,26.85,33.425,-0.1967090501121913
2004-02-10,27.06,33.415,-0.1901840490797546
2004-02-11,27.05,33.725,-0.19792438843587845
2004-02-12,27.36,33.255,-0.1772665764546686
2004-02-13,26.89,33.865,-0.20596486047541718
2004-02-17,27.5,33.665,-0.18312787761770377
2004-02-18,27.3,33.405,-0.18275707229456672
2004-02-19,27.04,33.815,-0.20035487209818126
2004-02-20,27.45,33.805,-0.18798994231622546
2004-02-23,27.44,33.925,-0.19115696389093573
2004-02-24,27.56,33.965,-0.18857647578389536
2004-02-25,27.6,34.365,-0.19685726756874733
2004-02-26,28.0,34.755,-0.1943605236656597
2004-02-27,28.39,35.285,-0.195408813943602
2004-03-01,28.92,35.015,-0.17406825646151647
2004-03-02,28.65,34.915,-0.1794357725905772
2004-03-03,28.55,34.835,-0.18042198937849863
2004-03-04,28.47,35.215,-0.1915376970041177
2004-03-05,28.85,35.315,-0.1830666855443861
2004-03-08,28.95,34.945,-0.17155530118758056
2004-03-09,28.58,34.385,-0.1688236149483786
2004-03-10,28.02,34.065,-0.17745486569793034
2004-03-11,27.7,34.445,-0.1958194222673828
2004-03-12,28.08,34.695,-0.1906614785992219
2004-03-15,28.33,34.825,-0.18650394831299366
2004-03-16,28.46,35.495,-0.1981969291449499
2004-03-17,29.13,35.515,-0.17978319020132338
2004-03-18,29.15,34.955,-0.1660706622800744
2004-03-19,28.59,34.925,-0.18138869005010727
2004-03-22,28.56,34.925,-0.18224767358625626
2004-03-23,28.56,34.145,-0.1635671401376484
2004-03-24,27.78,34.015,-0.18330148463912976
2004-03-25,27.65,34.025,-0.18736223365172666
2004-03-26,27.66,34.295,-0.19346843563201632
2004-03-29,27.93,34.965,-0.20120120120120133
2004-03-30,28.6,35.445,-0.19311609535900687
2004-03-31,29.08,35.07665271966527,-0.17095852239924036
2004-04-01,28.88,35.64665271966527,-0.18982575370764887
2004-04-02,29.45,36.14665271966527,-0.18526342595540013
2004-04-05,29.95,36.19665271966527,-0.17257542480638077
2004-04-06,30.0,36.19665271966527,-0.17119408160906258
2004-04-07,30.0,36.73665271966527,-0.1833768789734922
2004-04-08,30.54,37.07665271966527,-0.17630104769943977
2004-04-12,30.88,37.09665271966527,-0.1675798829248486
2004-04-13,30.9,37.07665271966527,-0.16659143333047444
2004-04-14,30.88,37.226652719665275,-0.17048679523938515
2004-04-15,31.03,37.67665271966527,-0.17641303671852093
2004-04-16,31.48,37.616652719665275,-0.16313659711825312
2004-04-19,31.42,36.77665271966527,-0.14565362325106201
2004-04-20,30.58,36.45665271966527,-0.16119561948964445
2004-04-21,30.26,37.06665271966527,-0.18363278635230207
2004-04-22,30.87,36.98665271966527,-0.1653745951553257
2004-04-23,30.79,37.31665271966527,-0.17489920033009365
2004-04-26,31.12,37.836652719665274,-0.17751709617204992
2004-04-27,31.64,37.66665271966527,-0.1599996889694112
2004-04-28,31.47,36.55665271966527,-0.13914437841648897
2004-04-29,30.36,36.796652719665275,-0.17492495224233606
2004-04-30,30.6,37.976652719665275,-0.19424178255303304
2004-05-03,31.78,37.81665271966527,-0.1596294829268724
2004-05-04,31.62,37.19665271966527,-0.14992350956130485
2004-05-05,31.0,38.116652719665275,-0.18670717945790727
2004-05-06,31.92,37.41665271966527,-0.14690391363566213
2004-05-07,31.22,35.586652719665274,-0.12270478918216021
2004-05-10,29.39,36.086652719665274,-0.18557145689536236
2004-05-11,29.89,36.516652719665274,-0.18146933593660486
2004-05-12,30.32,36.116652719665275,-0.16049806067739592
2004-05-13,29.92,36.616652719665275,-0.18288544206742252
2004-05-14,30.42,36.73665271966527,-0.1719441552791211
2004-05-17,30.54,36.046652719665275,-0.1527646065361602
2004-05-18,29.85,35.866652719665275,-0.16775060574209677
2004-05-19,29.67,36.24665271966527,-0.18144165671047385
2004-05-20,30.05,35.94665271966527,-0.16403899316164705
2004-05-21,29.75,37.02665271966527,-0.1965247243589091
2004-05-24,30.83,37.296652719665275,-0.17338426502428805
2004-05-25,31.1,36.62665271966527,-0.15089155872269888
2004-05-26,30.43,35.796652719665275,-0.14992051803539297
2004-05-27,29.6,35.87665271966527,-0.17495090104169098
2004-05-28,29.68,36.616652719665275,-0.18943983691714916
2004-06-01,30.42,36.616652719665275,-0.16923045279715887
2004-06-02,30.42,36.266652719665274,-0.16121291272340044
2004-06-03,30.07,36.24665271966527,-0.17040615494721767
2004-06-04,30.05,36.57665271966527,-0.1784376708740284
2004-06-07,30.38,36.44665271966527,-0.16645294607238192
2004-06-08,30.25,35.89665271966527,-0.15730304337183676
2004-06-09,29.7,36.48665271966527,-0.18600370858375448
2004-06-10,30.29,36.31665271966527,-0.16594736211473238
2004-06-14,30.12,37.16665271966527,-0.18959610844742047
2004-06-15,30.97,37.85665271966527,-0.18191393651895393
2004-06-16,31.66,38.41665271966527,-0.17587822575199474
2004-06-17,32.22,37.95665271966527,-0.15113694987896342
2004-06-18,31.76,38.45665271966527,-0.17413509096804092
2004-06-21,32.26,38.686652719665275,-0.16612067128770924
2004-06-22,32.49,39.82665271966527,-0.18421464568732482
2004-06-23,33.63,39.25665271966527,-0.1433299155647737
2004-06-24,33.06,39.49665271966527,-0.16296704344417712
2004-06-25,33.3,38.49665271966527,-0.1349897290423555
2004-06-28,32.3,38.866652719665275,-0.16895338960699235
2004-06-29,32.67,39.19665271966527,-0.1665104611443211
2004-06-30,33.0,37.92916666666667,-0.12995715698121502
2004-07-01,33.15,38.869166666666665,-0.14713890615955239
2004-07-02,34.09,39.17916666666667,-0.12989471445283407
2004-07-06,34.4,39.19916666666666,-0.12243032377388974
2004-07-07,34.42,39.17916666666667,-0.12147187067957033
2004-07-08,34.4,39.479166666666664,-0.12865435356200527
2004-07-09,34.7,39.28916666666667,-0.11680488684327739
2004-07-12,34.51,39.13916666666667,-0.11827453318287318
2004-07-13,34.36,39.74916666666667,-0.13557936225078093
2004-07-14,34.97,39.69916666666666,-0.11912508658871923
2004-07-15,34.92,39.979166666666664,-0.12654507556018746
2004-07-16,35.2,39.60916666666667,-0.1113168248090719
2004-07-19,34.83,39.59916666666667,-0.12043603611187115
2004-07-20,34.82,38.829166666666666,-0.10325142182637614
2004-07-21,34.05,39.09916666666667,-0.1291374496472646
2004-07-22,34.32,39.229166666666664,-0.1251407328730748
2004-07-23,34.45,38.479166666666664,-0.10471034109366528
2004-07-26,33.7,39.20916666666667,-0.14050710930692223
2004-07-27,34.43,39.659166666666664,-0.13185266121745698
2004-07-28,34.88,39.26916666666666,-0.11177132185981353
2004-07-29,34.49,39.51916666666666,-0.127258924994201
2004-07-30,34.74,39.62916666666667,-0.1233729365997267
2004-08-02,34.85,40.03916666666667,-0.12960226444939327
2004-08-03,35.26,39.089166666666664,-0.09795979278146116
2004-08-04,34.31,38.079166666666666,-0.09898238319290942
2004-08-05,33.3,37.44916666666666,-0.11079463272435963
2004-08-06,32.67,38.329166666666666,-0.14764648331340358
2004-08-09,33.55,38.35916666666667,-0.12537203189155144
2004-08-10,33.58,38.01916666666666,-0.11676128268636432
2004-08-11,33.24,37.409166666666664,-0.11144772894344068
2004-08-12,32.63,37.829166666666666,-0.13743804383742697
2004-08-13,33.05,38.219166666666666,-0.1352506377690078
2004-08-16,33.44,37.17916666666667,-0.10057155665135054
2004-08-17,32.4,37.369166666666665,-0.13297504627255086
2004-08-18,32.59,37.55916666666667,-0.13230236737591794
2004-08-19,32.78,37.839166666666664,-0.13370185213733554
2004-08-20,33.06,37.409166666666664,-0.11625938384085888
2004-08-23,32.63,37.049166666666665,-0.11927843631210766
2004-08-24,32.27,36.99916666666667,-0.12781819410347073
2004-08-25,32.22,36.909166666666664,-0.1270461267526134
2004-08-26,32.13,37.26916666666666,-0.13789325403036456
2004-08-27,32.49,36.91916666666667,-0.11996930230458436
2004-08-30,32.14,37.17916666666667,-0.135537375322201
2004-08-31,32.4,38.01916666666666,-0.14779825964973803
2004-09-01,33.24,38.479166666666664,-0.1361559285327557
2004-09-02,33.7,38.509166666666665,-0.12488368570253827
2004-09-03,33.73,38.76916666666666,-0.12997872020291035
2004-09-07,33.99,38.67916666666667,-0.12123236022837436
2004-09-08,33.9,39.299166666666665,-0.13738628893742444
2004-09-09,34.52,39.17916666666667,-0.11891949377858124
2004-09-10,34.4,39.42916666666667,-0.12754940293775763
2004-09-13,34.65,39.44916666666666,-0.12165444981938778
2004-09-14,34.67,39.049166666666665,-0.11214494547472198
2004-09-15,34.27,39.20916666666667,-0.12596969246137169
2004-09-16,34.43,39.77916666666667,-0.1344715617471457
2004-09-17,35.0,40.31916666666667,-0.13192650311059673
2004-09-20,35.54,41.049166666666665,-0.13420897703972878
2004-09-21,36.27,40.909166666666664,-0.1134016418488113
2004-09-22,36.13,41.159166666666664,-0.12218825292057245
2004-09-23,36.38,41.649166666666666,-0.126513135516917
2004-09-24,36.87,41.719166666666666,-0.11623354573237721
2004-09-27,36.94,40.85916666666667,-0.0959189084456773
2004-09-28,36.08,40.12916666666667,-0.10090333298722887
2004-09-29,35.35,40.28916666666667,-0.12259292200136507
2004-09-30,35.51,43.02705394190871,-0.1747052901195041
2004-10-01,35.72,43.28705394190872,-0.17481101744793526
2004-10-04,35.98,44.02705394190871,-0.1827752080011159
2004-10-05,36.72,44.837053941908714,-0.18103450669228272
2004-10-06,37.53,44.837053941908714,-0.16296909139873006
2004-10-07,37.53,44.867053941908715,-0.16352876548142226
2004-10-08,37.56,44.52705394190871,-0.15646788469316053
2004-10-11,37.22,44.297053941908715,-0.159763535317486
2004-10-12,36.99,43.42705394190872,-0.14822681618051736
2004-10-13,36.12,43.797053941908715,-0.17528699423690375
2004-10-14,36.49,43.81705394190871,-0.16721922819417956
2004-10-15,36.51,43.37705394190871,-0.158310749990195
2004-10-18,36.07,43.56705394190871,-0.17208081023575994
2004-10-19,36.26,44.42705394190872,-0.18383064410680205
2004-10-20,37.12,44.937053941908715,-0.17395563919285906
2004-10-21,37.63,45.48705394190871,-0.17273165133848667
2004-10-22,38.18,45.507053941908715,-0.16100919104238098
2004-10-25,38.2,46.06705394190871,-0.17077397551467455
2004-10-26,38.76,45.06705394190871,-0.1399482191589112
2004-10-27,37.76,43.867053941908715,-0.13921732583172852
2004-10-28,36.56,44.297053941908715,-0.1746629460292124
2004-10-29,36.99,44.31705394190871,-0.16533260427268226
2004-11-01,37.01,43.727053941908714,-0.15361322879955064
2004-11-02,36.42,44.617053941908715,-0.18372019704800002
2004-11-03,37.31,45.30705394190871,-0.1765079219708764
2004-11-04,38.0,45.757053941908715,-0.16952695319407485
2004-11-05,38.45,45.06705394190871,-0.14682685827296516
2004-11-08,37.76,44.60705394190872,-0.15349711170851055
2004-11-09,37.3,44.587053941908714,-0.16343429981722557
2004-11-10,37.28,44.59705394190871,-0.16407034310920554
2004-11-11,37.29,45.257053941908715,-0.17604004785939242
2004-11-12,37.95,44.77705394190871,-0.15246768915984854
2004-11-15,37.47,45.01705394190871,-0.16764877487646457
2004-11-16,37.71,45.367053941908715,-0.16878005681641495
2004-11-17,38.06,45.38705394190871,-0.16143488738631662
2004-11-18,38.08,45.98705394190871,-0.17194086735577763
2004-11-19,38.68,46.80705394190871,-0.17362882850937456
2004-11-22,39.5,47.59705394190871,-0.17011670410927138
2004-11-23,40.29,48.26705394190871,-0.16526912853453646
2004-11-24,40.96,48.577053941908716,-0.15680353837467442
2004-11-26,41.27,48.24705394190871,-0.14461098392265248
2004-11-29,40.94,48.727053941908714,-0.15980966038275712
2004-11-30,41.42,47.687053941908715,-0.1314204469318464
2004-12-01,40.38,46.337053941908714,-0.12855918611867034
2004-12-02,39.03,46.85705394190872,-0.16704110231967095
2004-12-03,39.55,46.85705394190872,-0.15594352028549807
2004-12-06,39.55,45.42705394190872,-0.1293734334923895
2004-12-07,38.12,45.687053941908715,-0.16562796873552532
2004-12-08,38.38,45.757053941908715,-0.1612222227260155
2004-12-09,38.45,45.407053941908714,-0.1532152680684632
2004-12-10,38.1,46.51705394190871,-0.18094555068814266
2004-12-13,39.21,46.78705394190872,-0.1619476608062662
2004-12-14,39.48,47.477053941908714,-0.16844039968641766
2004-12-15,40.17,47.23705394190871,-0.14960827046072023
2004-12-16,39.93,47.45705394190871,-0.1586076950988664
2004-12-17,40.15,47.78705394190872,-0.15981428675625275
2004-12-20,40.48,47.717053941908716,-0.15166598404669307
2004-12-21,40.41,46.59705394190871,-0.13277779212441088
2004-12-22,39.29,46.70705394190871,-0.1587994385416296
2004-12-23,39.4,45.80705394190871,-0.13987046514787804
2004-12-27,38.5,45.99705394190871,-0.1629898721639217
2004-12-28,38.69,46.24705394190871,-0.16340616964274501
2004-12-29,38.94,46.23705394190871,-0.15781831496177467
2004-12-30,38.93,46.227053941908714,-0.1578524547785063
2004-12-31,38.92,41.98008298755187,-0.07289368600007906
2005-01-03,37.2,41.890082987551864,-0.11196165424035032
2005-01-04,37.11,41.380082987551866,-0.10319174538234765
2005-01-05,36.6,41.890082987551864,-0.126284853365506
2005-01-06,37.11,41.79008298755187,-0.11199027742888046
2005-01-07,37.01,42.390082987551864,-0.1269184348879846
2005-01-10,37.61,42.670082987551865,-0.11858619982126684
2005-01-11,37.89,42.98008298755187,-0.11842887760421694
2005-01-12,38.2,42.850082987551865,-0.10851981287650558
2005-01-13,38.07,43.33008298755187,-0.12139563612336068
2005-01-14,38.55,44.18008298755187,-0.12743486672802762
2005-01-18,39.4,44.25008298755187,-0.10960618964073499
2005-01-19,39.47,44.04008298755187,-0.10377098946075158
2005-01-20,39.26,44.22008298755187,-0.11216810671631161
2005-01-21,39.44,44.41008298755187,-0.11191339113113075
2005-01-24,39.63,44.670082987551865,-0.11282904911899028
2005-01-25,39.89,45.310082987551866,-0.11962200530599199
2005-01-26,40.53,45.84008298755187,-0.11583929699677564
2005-01-27,41.06,44.920082987551865,-0.08593223188437915
2005-01-28,40.14,45.450082987551866,-0.11683329575011381
2005-01-31,40.67,46.30008298755187,-0.12159984657188538
2005-02-01,41.52,47.34008298755187,-0.12294196841780491
2005-02-02,42.56,46.22008298755187,-0.0791881526594751
2005-02-03,41.44,45.50008298755187,-0.08923243038177864
2005-02-04,40.72,44.990082987551865,-0.09491164950136544
2005-02-07,40.21,45.130082987551866,-0.10902002969746283
2005-02-08,40.35,45.23008298755187,-0.10789462820342277
2005-02-09,40.45,46.810082987551866,-0.13586993616830778
2005-02-10,42.03,47.240082987551865,-0.11028945459144857
2005-02-11,42.46,46.90008298755187,-0.09467111153578012
2005-02-14,42.12,46.90008298755187,-0.10192056565913954
2005-02-15,42.12,48.390082987551864,-0.12957371842418242
2005-02-16,43.61,47.37008298755187,-0.07937674478087697
2005-02-17,42.59,48.40008298755187,-0.12004283110518998
2005-02-18,43.62,48.83008298755187,-0.10669822103067206
2005-02-22,44.05,49.460082987551864,-0.10938281257865012
2005-02-23,44.68,50.73008298755187,-0.1192602619837313
2005-02-24,45.95,52.25008298755187,-0.12057555945036125
2005-02-25,47.47,51.57008298755187,-0.07950506863720896
2005-02-28,46.79,50.030082987551864,-0.06476269464430107
2005-03-01,45.25,51.34008298755187,-0.11862238300293537
2005-03-02,46.56,52.630082987551866,-0.11533485495334617
2005-03-03,47.85,53.240082987551865,-0.1012410703569363
2005-03-04,48.46,53.280082987551864,-0.09046688213075804
2005-03-07,48.5,53.270082987551866,-0.08954525166905669
2005-03-08,48.49,52.54008298755187,-0.07708558413414457
2005-03-09,47.76,50.880082987551866,-0.06132228574224641
2005-03-10,46.1,51.43008298755187,-0.10363745648324074
2005-03-11,46.65,52.32008298755187,-0.10837297389036848
2005-03-14,47.54,51.43008298755187,-0.07563827941894297
2005-03-15,46.65,51.350082987551865,-0.0915301926326243
2005-03-16,46.57,52.990082987551865,-0.12115631124903192
2005-03-17,48.21,53.00008298755187,-0.09037878277807443
2005-03-18,48.22,52.270082987551866,-0.07748376807659552
2005-03-21,47.49,51.59008298755187,-0.07947424679547754
2005-03-22,46.81,50.32008298755187,-0.06975511126283696
2005-03-23,45.54,50.68008298755187,-0.10142215017316347
2005-03-24,45.9,50.670082987551865,-0.09414002713837544
2005-03-28,45.89,49.93008298755187,-0.08091480618125768
2005-03-29,45.15,50.80008298755187,-0.111221924360564
2005-03-30,46.02,52.530082987551864,-0.1239305673492761
2005-03-31,47.75,52.672916666666666,-0.09346201004627619
2005-04-01,49.55,52.65291666666667,-0.05893152484430286
2005-04-04,49.53,51.59291666666667,-0.03998449399546122
2005-04-05,48.47,52.11291666666666,-0.06990429436080303
2005-04-06,48.99,51.86291666666666,-0.055394429224477904
2005-04-07,48.74,50.02291666666667,-0.02564657865145137
2005-04-08,46.9,50.33291666666667,-0.06820420698846852
2005-04-11,47.21,49.36291666666666,-0.04361404900777399
2005-04-12,46.24,48.58291666666667,-0.04822511342292812
2005-04-13,45.46,48.65291666666667,-0.06562641842301342
2005-04-14,45.53,47.032916666666665,-0.031954570823625295
2005-04-15,43.91,47.62291666666667,-0.07796491535062788
2005-04-18,44.5,48.55291666666667,-0.08347421627605622
2005-04-19,45.43,47.282916666666665,-0.039187867358718376
2005-04-20,44.16,48.852916666666665,-0.09606215937294771
2005-04-21,45.73,49.20291666666667,-0.07058355280428841
2005-04-22,46.08,50.27291666666667,-0.08340309145911906
2005-04-25,47.15,49.892916666666665,-0.05497607375796498
2005-04-26,46.77,48.86291666666666,-0.04283241381074587
2005-04-27,45.74,48.12291666666667,-0.04951729512100089
2005-04-28,45.0,48.29291666666666,-0.06818632822273796
2005-04-29,45.17,49.58291666666667,-0.08900074790544465
2005-05-02,46.46,48.09291666666667,-0.03395337151174371
2005-05-03,44.97,47.932916666666664,-0.0618138196611584
2005-05-04,44.81,48.44291666666667,-0.07499376413820391
2005-05-05,45.32,47.65291666666667,-0.048956429739347995
2005-05-06,44.53,48.40291666666667,-0.0800141176065492
2005-05-09,45.28,47.422916666666666,-0.04518736546149449
2005-05-10,44.3,48.15291666666667,-0.08001419090224726
2005-05-11,45.03,45.922916666666666,-0.019443814362836265
2005-05-12,42.8,44.962916666666665,-0.04810445645022288
2005-05-13,41.84,45.61291666666666,-0.08271597043965973
2005-05-16,42.49,46.642916666666665,-0.0890363845885852
2005-05-17,43.52,46.45291666666667,-0.06313740615497765
2005-05-18,43.33,47.462916666666665,-0.08707675290358263
2005-05-19,44.34,46.45291666666667,-0.04548512382609626
2005-05-20,43.33,47.322916666666664,-0.08437596302003081
2005-05-23,44.2,47.83291666666667,-0.07595013893849245
2005-05-24,44.71,48.48291666666667,-0.07781950687097694
2005-05-25,45.36,48.352916666666665,-0.06189733470059544
2005-05-26,45.23,49.672916666666666,-0.08944344251981717
2005-05-27,46.55,49.02291666666667,-0.05044409502358593
2005-05-31,45.9,50.072916666666664,-0.08333680049927183
2005-06-01,46.95,49.992916666666666,-0.060866956152121454
2005-06-02,46.87,50.102916666666665,-0.06452551830814912
2005-06-03,46.98,50.84291666666667,-0.07597747965547486
2005-06-06,47.72,49.992916666666666,-0.04546477417634165
2005-06-07,46.87,50.672916666666666,-0.07504830818566788
2005-06-08,47.55,51.29291666666666,-0.07297141418162023
2005-06-09,48.17,50.69291666666667,-0.04976862316398578
2005-06-10,47.57,51.22291666666667,-0.07131410908203528
2005-06-13,48.1,51.45291666666667,-0.06516475418465095
2005-06-14,48.33,51.76291666666667,-0.06632000064396171
2005-06-15,48.64,52.30291666666667,-0.07003274195989706
2005-06-16,49.18,52.36291666666666,-0.06078570234978631
2005-06-17,49.24,52.822916666666664,-0.06782883060540323
2005-06-20,49.7,51.992916666666666,-0.04410055856967687
2005-06-21,48.87,52.72291666666667,-0.07307859485517854
2005-06-22,49.6,54.86291666666666,-0.09592848842949464
2005-06-23,51.74,54.34291666666667,-0.04789799345207513
2005-06-24,51.22,55.15291666666667,-0.0713093142550636
2005-06-27,52.03,53.47291666666667,-0.026984065142011127
2005-06-28,50.35,53.41291666666667,-0.05734411932194927
2005-06-29,50.29,53.80291666666667,-0.06529230912202721
2005-06-30,50.68,57.41822033898305,-0.11735334705956146
2005-07-01,52.7,58.78822033898305,-0.10356190923755337
2005-07-05,54.07,57.86822033898305,-0.06563568599023206
2005-07-06,53.15,59.23822033898305,-0.10277520668487328
2005-07-07,54.52,58.74822033898305,-0.07197188807738852
2005-07-08,54.03,59.138220338983054,-0.08637764731002207
2005-07-11,54.42,59.96822033898305,-0.09251934287228403
2005-07-12,55.25,59.14822033898305,-0.06590596161037554
2005-07-13,54.43,57.54822033898305,-0.05418447904410306
2005-07-14,52.83,56.888220338983054,-0.07133674273515866
2005-07-15,52.17,56.458220338983054,-0.07595387019349842
2005-07-18,51.74,57.61822033898305,-0.10202016487840027
2005-07-19,52.9,57.78822033898305,-0.0845885253137919
2005-07-20,53.07,57.53822033898305,-0.07765656137188104
2005-07-21,52.82,59.97822033898305,-0.11934699460114762
2005-07-22,55.26,59.98822033898305,-0.07881914669687973
2005-07-25,55.27,60.39822033898305,-0.08490681199215933
2005-07-26,55.68,60.39822033898305,-0.07811853250811351
2005-07-27,55.68,60.72822033898305,-0.08312807967702729
2005-07-28,56.01,60.80822033898305,-0.07890742916393156
2005-07-29,56.09,61.34822033898305,-0.08571104931697204
2005-08-01,56.63,62.49822033898305,-0.09389419902126028
2005-08-02,57.78,62.31822033898305,-0.07282333022825715
2005-08-03,57.6,62.37822033898305,-0.07660078009626892
2005-08-04,57.66,62.42822033898305,-0.07637924504481763
2005-08-05,57.71,63.958220338983054,-0.09769221697956953
2005-08-08,59.24,63.35822033898305,-0.06499899013813037
2005-08-09,58.64,64.68822033898306,-0.09349801721687212
2005-08-10,59.97,65.04822033898306,-0.07806855149178782
2005-08-11,60.33,64.55822033898305,-0.06549468552233106
2005-08-12,59.84,63.51822033898305,-0.05790811391366413
2005-08-15,58.8,61.81822033898305,-0.048824122118568014
2005-08-16,57.1,60.43822033898305,-0.05523359755234014
2005-08-17,55.72,60.75822033898305,-0.08292244754493705
2005-08-18,56.04,62.36822033898305,-0.10146546277235391
2005-08-19,57.65,62.89822033898305,-0.08343988606829167
2005-08-22,58.18,62.94822033898305,-0.075748294603178
2005-08-23,58.23,63.41822033898305,-0.08180961735051817
2005-08-24,58.7,63.60822033898305,-0.0771633023660464
2005-08-25,58.89,62.39822033898305,-0.056223083285458775
2005-08-26,57.68,62.99822033898305,-0.08441858056253948
2005-08-29,58.28,64.03822033898305,-0.08991849411963992
2005-08-30,59.32,65.48822033898306,-0.09418824190144182
2005-08-31,60.77,66.95822033898305,-0.09241912804215124
2005-09-01,62.24,65.45822033898305,-0.04916449488417374
2005-09-02,60.74,66.43822033898306,-0.08576720312358499
2005-09-06,61.72,67.02822033898305,-0.07919381287669114
2005-09-07,62.31,67.72822033898305,-0.07999944944462722
2005-09-08,63.01,69.04822033898306,-0.08744932612801926
2005-09-09,64.33,67.97822033898305,-0.05366748821594158
2005-09-12,63.26,67.40822033898306,-0.061538790345190164
2005-09-13,62.69,67.62822033898306,-0.0730201137074209
2005-09-14,62.91,67.31822033898305,-0.06548331665313378
2005-09-15,62.6,67.11822033898305,-0.06731734417515256
2005-09-16,62.4,69.89822033898305,-0.10727340843041766
2005-09-19,65.18,70.44822033898305,-0.0747814538626157
2005-09-20,65.73,71.88822033898305,-0.08566383073533401
2005-09-21,67.17,71.23822033898306,-0.057107270782799646
2005-09-22,66.52,69.45822033898305,-0.04230198131543539
2005-09-23,64.74,71.10822033898305,-0.08955673913121198
2005-09-26,66.39,71.99822033898305,-0.07789387449548535
2005-09-27,67.28,73.41822033898305,-0.0836062262288837
2005-09-28,68.7,74.89822033898305,-0.0827552418592915
2005-09-29,70.18,73.35822033898305,-0.04332466524265055
2005-09-30,68.64,71.51501079913606,-0.0402015012933592
2005-10-03,69.15,68.74501079913607,0.005891179536610558
2005-10-04,66.38,65.54501079913607,0.012739172527147291
2005-10-05,63.18,64.20501079913608,-0.015964654259506328
2005-10-06,61.84,65.76501079913606,-0.059682356186697705
2005-10-07,63.4,64.18501079913607,-0.01223043806275459
2005-10-10,61.82,66.61501079913607,-0.07198093555211527
2005-10-11,64.25,65.64501079913607,-0.021250827475748246
2005-10-12,63.28,62.78501079913607,0.007883875379866012
2005-10-13,60.42,64.39501079913607,-0.0617285524112281
2005-10-14,62.03,65.36501079913607,-0.051021345492994974
2005-10-17,63.0,61.66501079913607,0.021649054845906734
2005-10-18,59.3,63.005010799136066,-0.058805018079401306
2005-10-19,60.64,59.88501079913607,0.012607315099203875
2005-10-20,57.52,60.48501079913607,-0.049020588075656235
2005-10-21,58.12,62.66501079913607,-0.07252868452707151
2005-10-24,60.3,63.76501079913607,-0.05434031541296347
2005-10-25,61.4,63.115010799136066,-0.027172787858566694
2005-10-26,60.75,60.30501079913607,0.007378975560523582
2005-10-27,57.94,62.76501079913607,-0.07687421284093032
2005-10-28,60.4,62.74501079913607,-0.03737366157515043
2005-10-31,60.38,62.35501079913607,-0.03167365018182999
2005-11-01,59.99,62.115010799136066,-0.034210906056312274
2005-11-02,59.75,64.24501079913607,-0.0699666906927583
2005-11-03,61.88,61.29501079913607,0.009543830619117566
2005-11-04,58.93,59.48501079913607,-0.009330263064256328
2005-11-07,57.12,60.69501079913607,-0.05890123013516224
2005-11-08,58.33,60.005010799136066,-0.027914515418438812
2005-11-09,57.64,56.935010799136066,0.012382349471243614
2005-11-10,54.57,57.41501079913607,-0.04955168969817347
2005-11-11,55.05,57.16501079913607,-0.03699834513401401
2005-11-14,54.8,58.66501079913607,-0.06588272543526053
2005-11-15,56.3,61.22501079913607,-0.08044115852088296
