date,APD,dcf,Deviation
1993-11-09,19.37,,
1993-11-10,19.95,,
1993-11-11,20.06,,
1993-11-12,20.18,,
1993-11-15,20.35,,
1993-11-16,20.47,,
1993-11-17,20.12,,
1993-11-18,19.89,,
1993-11-19,20.06,,
1993-11-22,20.06,,
1993-11-23,19.77,,
1993-11-24,20.06,,
1993-11-26,19.89,,
1993-11-29,20.29,,
1993-11-30,20.41,,
1993-12-01,20.7,,
1993-12-02,20.81,,
1993-12-03,20.76,,
1993-12-06,20.81,,
1993-12-07,20.64,,
1993-12-08,20.64,,
1993-12-09,20.7,,
1993-12-10,20.7,,
1993-12-13,21.05,,
1993-12-14,21.16,,
1993-12-15,20.99,,
1993-12-16,20.81,,
1993-12-17,20.93,,
1993-12-20,20.99,,
1993-12-21,20.99,,
1993-12-22,20.87,,
1993-12-23,20.87,,
1993-12-27,21.28,,
1993-12-28,21.16,,
1993-12-29,20.76,,
1993-12-30,20.47,,
1993-12-31,20.47,,
1994-01-03,20.99,,
1994-01-04,20.76,,
1994-01-05,21.05,,
1994-01-06,21.39,,
1994-01-07,21.16,,
1994-01-10,21.39,,
1994-01-11,21.68,,
1994-01-12,21.68,,
1994-01-13,21.45,,
1994-01-14,21.68,,
1994-01-17,21.8,,
1994-01-18,21.91,,
1994-01-19,22.55,,
1994-01-20,22.26,,
1994-01-21,22.49,,
1994-01-24,22.14,,
1994-01-25,22.49,,
1994-01-26,22.38,,
1994-01-27,22.49,,
1994-01-28,22.66,,
1994-01-31,22.95,,
1994-02-01,22.55,,
1994-02-02,22.72,,
1994-02-03,22.66,,
1994-02-04,22.2,,
1994-02-07,22.2,,
1994-02-08,22.55,,
1994-02-09,22.84,,
1994-02-10,22.9,,
1994-02-11,22.2,,
1994-02-14,22.14,,
1994-02-15,22.38,,
1994-02-16,22.43,,
1994-02-17,22.55,,
1994-02-18,22.43,,
1994-02-22,22.66,,
1994-02-23,22.61,,
1994-02-24,21.57,,
1994-02-25,21.8,,
1994-02-28,22.03,,
1994-03-01,21.74,,
1994-03-02,21.45,,
1994-03-03,21.33,,
1994-03-04,21.33,,
1994-03-07,21.45,,
1994-03-08,21.51,,
1994-03-09,21.97,,
1994-03-10,21.45,,
1994-03-11,21.39,,
1994-03-14,21.57,,
1994-03-15,21.68,,
1994-03-16,22.09,,
1994-03-17,22.49,,
1994-03-18,22.43,,
1994-03-21,22.14,,
1994-03-22,22.55,,
1994-03-23,22.55,,
1994-03-24,22.26,,
1994-03-25,22.32,,
1994-03-28,21.45,,
1994-03-29,20.99,,
1994-03-30,20.58,,
1994-03-31,20.64,,
1994-04-04,20.12,,
1994-04-05,20.7,,
1994-04-06,21.1,,
1994-04-07,20.99,,
1994-04-08,20.87,,
1994-04-11,21.1,,
1994-04-12,21.16,,
1994-04-13,20.93,,
1994-04-14,20.58,,
1994-04-15,20.47,,
1994-04-18,20.18,,
1994-04-19,19.6,,
1994-04-20,19.89,,
1994-04-21,20.24,,
1994-04-22,19.83,,
1994-04-25,20.0,,
1994-04-26,20.12,,
1994-04-28,20.0,,
1994-04-29,20.0,,
1994-05-02,19.95,,
1994-05-03,19.83,,
1994-05-04,19.08,,
1994-05-05,19.54,,
1994-05-06,19.08,,
1994-05-09,18.96,,
1994-05-10,18.73,,
1994-05-11,18.39,,
1994-05-12,18.5,,
1994-05-13,18.39,,
1994-05-16,18.44,,
1994-05-17,19.43,,
1994-05-18,19.66,,
1994-05-19,20.0,,
1994-05-20,19.43,,
1994-05-23,19.2,,
1994-05-24,19.37,,
1994-05-25,19.25,,
1994-05-26,19.31,,
1994-05-27,19.83,,
1994-05-31,19.54,,
1994-06-01,19.77,,
1994-06-02,19.72,,
1994-06-03,20.12,,
1994-06-06,19.83,,
1994-06-07,19.72,,
1994-06-08,19.6,,
1994-06-09,19.43,,
1994-06-10,19.43,,
1994-06-13,19.43,,
1994-06-14,19.83,,
1994-06-15,19.83,,
1994-06-16,19.95,,
1994-06-17,19.77,,
1994-06-20,19.54,,
1994-06-21,19.48,,
1994-06-22,19.72,,
1994-06-23,19.66,,
1994-06-24,19.48,,
1994-06-27,19.54,,
1994-06-28,19.77,,
1994-06-29,19.54,,
1994-06-30,19.6,,
1994-07-01,19.6,,
1994-07-05,19.43,,
1994-07-06,19.31,,
1994-07-07,19.6,,
1994-07-08,19.66,,
1994-07-11,20.18,,
1994-07-12,20.12,,
1994-07-13,20.12,,
1994-07-14,20.06,,
1994-07-15,19.72,,
1994-07-18,19.66,,
1994-07-19,20.41,,
1994-07-20,20.06,,
1994-07-21,20.12,,
1994-07-22,20.81,,
1994-07-25,21.05,,
1994-07-26,21.28,,
1994-07-27,21.22,,
1994-07-28,21.57,,
1994-07-29,22.2,,
1994-08-01,22.38,,
1994-08-02,22.95,,
1994-08-03,23.13,,
1994-08-04,22.84,,
1994-08-05,22.61,,
1994-08-08,22.26,,
1994-08-09,22.32,,
1994-08-10,22.14,,
1994-08-11,22.03,,
1994-08-12,22.2,,
1994-08-15,22.14,,
1994-08-16,22.49,,
1994-08-17,22.09,,
1994-08-18,22.2,,
1994-08-19,22.14,,
1994-08-22,22.03,,
1994-08-23,22.14,,
1994-08-24,22.78,,
1994-08-25,22.95,,
1994-08-26,23.07,,
1994-08-29,22.9,,
1994-08-30,22.9,,
1994-08-31,23.01,,
1994-09-01,22.78,,
1994-09-02,22.38,,
1994-09-06,22.43,,
1994-09-07,22.32,,
1994-09-08,22.32,,
1994-09-09,22.09,,
1994-09-12,21.8,,
1994-09-13,21.97,,
1994-09-14,22.03,,
1994-09-15,22.72,,
1994-09-16,22.49,,
1994-09-19,22.38,,
1994-09-20,21.91,,
1994-09-21,21.74,,
1994-09-22,21.45,,
1994-09-23,21.39,,
1994-09-26,21.74,,
1994-09-27,21.45,,
1994-09-28,21.8,,
1994-09-29,21.39,,
1994-09-30,21.62,,
1994-10-03,21.16,,
1994-10-04,20.99,,
1994-10-05,20.58,,
1994-10-06,20.58,,
1994-10-07,20.76,,
1994-10-10,21.05,,
1994-10-11,21.28,,
1994-10-12,21.51,,
1994-10-13,22.03,,
1994-10-14,22.09,,
1994-10-17,21.97,,
1994-10-18,21.57,,
1994-10-19,21.28,,
1994-10-20,21.16,,
1994-10-21,20.99,,
1994-10-24,20.99,,
1994-10-25,20.64,,
1994-10-26,20.76,,
1994-10-27,21.05,,
1994-10-28,21.85,,
1994-10-31,22.09,,
1994-11-01,21.57,,
1994-11-02,21.22,,
1994-11-03,21.57,,
1994-11-04,21.62,,
1994-11-07,21.62,,
1994-11-08,21.8,,
1994-11-09,21.85,,
1994-11-10,21.8,,
1994-11-11,21.33,,
1994-11-14,21.68,,
1994-11-15,21.51,,
1994-11-16,21.39,,
1994-11-17,21.16,,
1994-11-18,20.99,,
1994-11-21,21.22,,
1994-11-22,20.58,,
1994-11-23,19.95,,
1994-11-25,20.24,,
1994-11-28,20.41,,
1994-11-29,20.41,,
1994-11-30,20.52,,
1994-12-01,20.52,,
1994-12-02,20.35,,
1994-12-05,20.76,,
1994-12-06,20.87,,
1994-12-07,20.7,,
1994-12-08,20.52,,
1994-12-09,20.29,,
1994-12-12,20.41,,
1994-12-13,20.58,,
1994-12-14,20.76,,
1994-12-15,21.05,,
1994-12-16,21.33,,
1994-12-19,21.22,,
1994-12-20,21.1,,
1994-12-21,21.05,,
1994-12-22,20.76,,
1994-12-23,20.81,,
1994-12-27,20.7,,
1994-12-28,20.52,,
1994-12-29,20.35,,
1994-12-30,20.64,,
1995-01-03,20.81,,
1995-01-04,20.87,,
1995-01-05,20.93,,
1995-01-06,20.93,,
1995-01-09,20.81,,
1995-01-10,20.93,,
1995-01-11,20.93,,
1995-01-12,20.93,,
1995-01-13,20.81,,
1995-01-16,21.16,,
1995-01-17,21.57,,
1995-01-18,21.45,,
1995-01-19,21.57,,
1995-01-20,21.28,,
1995-01-23,20.87,,
1995-01-24,20.99,,
1995-01-25,20.99,,
1995-01-26,20.99,,
1995-01-27,21.05,,
1995-01-30,20.7,,
1995-01-31,20.64,,
1995-02-01,20.64,,
1995-02-02,20.64,,
1995-02-03,21.16,,
1995-02-06,21.22,,
1995-02-07,21.68,,
1995-02-08,21.33,,
1995-02-09,21.51,,
1995-02-10,21.68,,
1995-02-13,21.68,,
1995-02-14,21.74,,
1995-02-15,21.85,,
1995-02-16,21.8,,
1995-02-17,22.03,,
1995-02-21,22.2,,
1995-02-22,22.32,,
1995-02-23,22.49,,
1995-02-24,22.55,,
1995-02-27,22.55,,
1995-02-28,22.78,,
1995-03-01,22.55,,
1995-03-02,22.61,,
1995-03-03,22.26,,
1995-03-06,22.26,,
1995-03-07,21.74,,
1995-03-08,21.97,,
1995-03-09,22.03,,
1995-03-10,22.43,,
1995-03-13,22.61,,
1995-03-14,22.84,,
1995-03-15,23.01,,
1995-03-16,22.9,,
1995-03-17,22.38,,
1995-03-20,22.55,,
1995-03-21,22.95,,
1995-03-22,22.55,,
1995-03-23,22.55,,
1995-03-24,22.66,,
1995-03-27,23.01,,
1995-03-28,23.01,,
1995-03-29,23.01,,
1995-03-30,23.7,,
1995-03-31,24.11,,
1995-04-03,23.53,,
1995-04-04,23.94,,
1995-04-05,23.53,,
1995-04-06,23.42,,
1995-04-07,23.94,,
1995-04-10,23.82,,
1995-04-11,23.65,,
1995-04-12,23.36,,
1995-04-13,23.59,,
1995-04-17,23.7,,
1995-04-18,23.65,,
1995-04-19,23.42,,
1995-04-20,23.53,,
1995-04-21,23.65,,
1995-04-24,24.05,,
1995-04-25,23.47,,
1995-04-26,23.18,,
1995-04-27,23.07,,
1995-04-28,23.3,,
1995-05-01,23.24,,
1995-05-02,23.13,,
1995-05-03,23.47,,
1995-05-04,23.53,,
1995-05-05,23.42,,
1995-05-08,23.65,,
1995-05-09,23.76,,
1995-05-10,23.94,,
1995-05-11,23.99,,
1995-05-12,23.59,,
1995-05-15,24.11,,
1995-05-16,25.09,,
1995-05-17,24.23,,
1995-05-18,23.82,,
1995-05-19,24.11,,
1995-05-22,23.82,,
1995-05-23,24.34,,
1995-05-24,23.99,,
1995-05-25,23.88,,
1995-05-26,23.59,,
1995-05-30,24.28,,
1995-05-31,24.57,,
1995-06-01,24.4,,
1995-06-02,24.57,,
1995-06-05,24.63,,
1995-06-06,24.63,,
1995-06-07,24.4,,
1995-06-08,24.34,,
1995-06-09,24.34,,
1995-06-12,24.69,,
1995-06-13,24.69,,
1995-06-14,24.4,,
1995-06-15,24.75,,
1995-06-16,24.98,,
1995-06-19,25.44,,
1995-06-20,25.56,,
1995-06-21,25.21,,
1995-06-22,25.32,,
1995-06-23,25.61,,
1995-06-26,25.56,,
1995-06-27,25.15,,
1995-06-28,25.61,,
1995-06-29,25.79,,
1995-06-30,25.79,,
1995-07-03,25.61,,
1995-07-05,25.96,,
1995-07-06,26.65,,
1995-07-07,27.23,,
1995-07-10,27.41,,
1995-07-11,26.54,,
1995-07-12,26.94,,
1995-07-13,26.77,,
1995-07-14,26.31,,
1995-07-17,26.6,,
1995-07-18,26.25,,
1995-07-19,26.02,,
1995-07-20,25.67,,
1995-07-21,25.84,,
1995-07-24,25.73,,
1995-07-25,25.9,,
1995-07-26,25.79,,
1995-07-27,26.19,,
1995-07-28,26.13,,
1995-07-31,25.9,,
1995-08-01,25.73,,
1995-08-02,25.44,,
1995-08-03,25.5,,
1995-08-04,25.67,,
1995-08-07,25.84,,
1995-08-08,25.73,,
1995-08-09,24.57,,
1995-08-10,24.69,,
1995-08-11,24.46,,
1995-08-14,24.28,,
1995-08-15,23.82,,
1995-08-16,24.17,,
1995-08-17,24.4,,
1995-08-18,24.92,,
1995-08-21,24.92,,
1995-08-22,25.15,,
1995-08-23,25.03,,
1995-08-24,25.38,,
1995-08-25,25.32,,
1995-08-28,24.86,,
1995-08-29,24.75,,
1995-08-30,24.8,,
1995-08-31,24.8,,
1995-09-01,24.98,,
1995-09-05,25.03,,
1995-09-06,25.5,,
1995-09-07,25.15,,
1995-09-08,25.61,,
1995-09-11,25.79,,
1995-09-12,25.79,,
1995-09-13,25.84,,
1995-09-14,26.25,,
1995-09-15,25.56,,
1995-09-18,25.44,,
1995-09-19,25.84,,
1995-09-20,25.5,,
1995-09-21,24.92,,
1995-09-22,24.69,,
1995-09-25,24.57,,
1995-09-26,24.4,,
1995-09-27,24.17,,
1995-09-28,24.11,,
1995-09-29,24.11,,
1995-10-02,23.88,,
1995-10-03,23.76,,
1995-10-04,23.42,,
1995-10-05,23.7,,
1995-10-06,23.7,,
1995-10-09,23.47,,
1995-10-10,23.53,,
1995-10-11,23.47,,
1995-10-12,23.82,,
1995-10-13,24.11,,
1995-10-16,24.51,,
1995-10-17,24.4,,
1995-10-18,24.05,,
1995-10-19,23.88,,
1995-10-20,23.65,,
1995-10-23,23.3,,
1995-10-24,23.47,,
1995-10-25,24.05,,
1995-10-26,23.42,,
1995-10-27,23.99,,
1995-10-30,24.23,,
1995-10-31,23.88,,
1995-11-01,24.98,,
1995-11-02,25.09,,
1995-11-03,25.61,,
1995-11-06,25.27,,
1995-11-07,25.5,,
1995-11-08,25.73,,
1995-11-09,25.21,,
1995-11-10,25.15,,
1995-11-13,25.61,,
1995-11-14,26.19,,
1995-11-15,26.13,,
1995-11-16,26.54,,
1995-11-17,26.71,,
1995-11-20,27.17,,
1995-11-21,26.71,,
1995-11-22,26.83,,
1995-11-24,26.77,,
1995-11-27,26.77,,
1995-11-28,26.36,,
1995-11-29,25.84,,
1995-11-30,25.67,,
1995-12-01,25.38,,
1995-12-04,25.9,,
1995-12-05,25.96,,
1995-12-06,26.6,,
1995-12-07,26.13,,
1995-12-08,25.73,,
1995-12-11,25.73,,
1995-12-12,25.79,,
1995-12-13,25.84,,
1995-12-14,25.5,,
1995-12-15,25.21,,
1995-12-18,24.75,,
1995-12-19,24.8,,
1995-12-20,24.98,,
1995-12-21,24.11,,
1995-12-22,23.7,,
1995-12-26,24.23,,
1995-12-27,24.23,,
1995-12-28,24.46,,
1995-12-29,24.4,,
1996-01-02,24.86,,
1996-01-03,25.32,,
1996-01-04,25.32,,
1996-01-05,25.44,,
1996-01-08,25.44,,
1996-01-09,25.03,,
1996-01-10,24.92,,
1996-01-11,25.03,,
1996-01-12,25.03,,
1996-01-15,24.86,,
1996-01-16,24.46,,
1996-01-17,24.4,,
1996-01-18,23.82,,
1996-01-19,23.76,,
1996-01-22,24.4,,
1996-01-23,24.4,,
1996-01-24,23.7,,
1996-01-25,23.47,,
1996-01-26,23.88,,
1996-01-29,23.99,,
1996-01-30,24.4,,
1996-01-31,24.69,,
1996-02-01,24.63,,
1996-02-02,24.28,,
1996-02-05,24.34,,
1996-02-06,24.05,,
1996-02-07,23.99,,
1996-02-08,24.63,,
1996-02-09,24.75,,
1996-02-12,25.09,,
1996-02-13,24.98,,
1996-02-14,24.23,,
1996-02-15,24.46,,
1996-02-16,24.57,,
1996-02-20,24.34,,
1996-02-21,24.51,,
1996-02-22,24.69,,
1996-02-23,24.8,,
1996-02-26,24.92,,
1996-02-27,24.92,,
1996-02-28,24.63,,
1996-02-29,24.63,,
1996-03-01,24.98,,
1996-03-04,25.15,,
1996-03-05,24.98,,
1996-03-06,25.5,,
1996-03-07,25.56,,
1996-03-08,24.98,,
1996-03-11,25.44,,
1996-03-12,25.27,,
1996-03-13,26.08,,
1996-03-14,26.6,,
1996-03-15,26.54,,
1996-03-18,26.65,,
1996-03-19,26.71,,
1996-03-20,26.08,,
1996-03-21,25.9,,
1996-03-22,26.13,,
1996-03-25,26.13,,
1996-03-26,25.79,,
1996-03-27,24.98,,
1996-03-28,25.32,,
1996-03-29,25.27,,
1996-04-01,25.61,,
1996-04-02,25.67,,
1996-04-03,25.61,,
1996-04-04,25.56,,
1996-04-08,25.38,,
1996-04-09,25.32,,
1996-04-10,25.27,,
1996-04-11,26.13,,
1996-04-12,27.41,,
1996-04-15,27.35,,
1996-04-16,26.94,,
1996-04-17,26.88,,
1996-04-18,27.06,,
1996-04-19,26.77,,
1996-04-22,26.71,,
1996-04-23,26.08,,
1996-04-24,26.42,,
1996-04-25,26.42,,
1996-04-26,26.08,,
1996-04-29,26.36,,
1996-04-30,26.42,,
1996-05-01,26.36,,
1996-05-02,26.42,,
1996-05-03,26.48,,
1996-05-06,26.36,,
1996-05-07,26.36,,
1996-05-08,26.36,,
1996-05-09,26.31,,
1996-05-10,26.36,,
1996-05-13,26.71,,
1996-05-14,27.06,,
1996-05-15,27.17,,
1996-05-16,27.23,,
1996-05-17,27.06,,
1996-05-20,27.0,,
1996-05-21,26.77,,
1996-05-22,26.77,,
1996-05-23,26.6,,
1996-05-24,27.35,,
1996-05-28,27.46,,
1996-05-29,27.69,,
1996-05-30,27.75,,
1996-05-31,27.52,,
1996-06-03,27.52,,
1996-06-04,27.52,,
1996-06-05,27.46,,
1996-06-06,27.06,,
1996-06-07,27.06,,
1996-06-10,26.88,,
1996-06-11,26.88,,
1996-06-12,26.88,,
1996-06-13,26.83,,
1996-06-14,26.71,,
1996-06-17,26.65,,
1996-06-18,26.08,,
1996-06-19,25.9,,
1996-06-20,25.79,,
1996-06-21,25.79,,
1996-06-24,26.13,,
1996-06-25,26.19,,
1996-06-26,26.13,,
1996-06-27,26.02,,
1996-06-28,26.65,,
1996-07-01,26.83,,
1996-07-02,26.48,,
1996-07-03,26.65,,
1996-07-05,26.42,,
1996-07-08,25.79,,
1996-07-09,25.79,,
1996-07-10,26.02,,
1996-07-11,25.67,,
1996-07-12,25.67,,
1996-07-15,25.21,,
1996-07-16,25.03,,
1996-07-17,24.8,,
1996-07-18,24.98,,
1996-07-19,24.86,,
1996-07-22,24.86,,
1996-07-23,24.69,,
1996-07-24,24.28,,
1996-07-25,24.11,,
1996-07-26,24.17,,
1996-07-29,24.05,,
1996-07-30,24.23,,
1996-07-31,24.69,,
1996-08-01,25.15,,
1996-08-02,25.21,,
1996-08-05,24.92,,
1996-08-06,25.09,,
1996-08-07,25.21,,
1996-08-08,25.38,,
1996-08-09,25.32,,
1996-08-12,25.5,,
1996-08-13,25.03,,
1996-08-14,25.03,,
1996-08-15,25.21,,
1996-08-16,25.32,,
1996-08-19,25.5,,
1996-08-20,25.5,,
1996-08-21,25.5,,
1996-08-22,25.73,,
1996-08-23,25.67,,
1996-08-26,25.5,,
1996-08-27,25.5,,
1996-08-28,25.38,,
1996-08-29,25.32,,
1996-08-30,25.32,,
1996-09-03,24.92,,
1996-09-04,25.15,,
1996-09-05,24.98,,
1996-09-06,25.09,,
1996-09-09,25.61,,
1996-09-10,25.56,,
1996-09-11,25.96,,
1996-09-12,26.54,,
1996-09-13,26.65,,
1996-09-16,26.25,,
1996-09-17,26.42,,
1996-09-18,26.31,,
1996-09-19,26.54,,
1996-09-20,26.83,,
1996-09-23,26.83,,
1996-09-24,26.83,,
1996-09-25,26.77,,
1996-09-26,26.65,,
1996-09-27,26.65,,
1996-09-30,26.94,,
1996-10-01,26.94,,
1996-10-02,27.06,,
1996-10-03,27.17,,
1996-10-04,27.41,,
1996-10-07,27.64,,
1996-10-08,27.64,,
1996-10-09,27.64,,
1996-10-10,27.93,,
1996-10-11,28.16,,
1996-10-14,28.45,,
1996-10-15,27.98,,
1996-10-16,27.69,,
1996-10-17,27.81,,
1996-10-18,28.5,,
1996-10-21,28.68,,
1996-10-22,28.39,,
1996-10-23,28.04,,
1996-10-24,27.29,,
1996-10-25,27.29,,
1996-10-28,27.58,,
1996-10-29,27.52,,
1996-10-30,27.17,,
1996-10-31,27.75,,
1996-11-01,29.95,,
1996-11-04,29.95,,
1996-11-05,30.53,,
1996-11-06,30.82,,
1996-11-07,30.87,,
1996-11-08,30.99,,
1996-11-11,31.11,,
1996-11-12,31.45,,
1996-11-13,31.22,,
1996-11-14,31.91,,
1996-11-15,31.57,,
1996-11-18,31.45,,
1996-11-19,31.39,,
1996-11-20,31.57,,
1996-11-21,31.57,,
1996-11-22,31.8,,
1996-11-25,32.2,,
1996-11-26,32.03,,
1996-11-27,32.32,,
1996-11-29,32.15,,
1996-12-02,32.38,,
1996-12-03,32.15,,
1996-12-04,31.57,,
1996-12-05,31.8,,
1996-12-06,31.57,,
1996-12-09,31.74,,
1996-12-10,31.8,,
1996-12-11,31.8,,
1996-12-12,31.39,,
1996-12-13,31.11,,
1996-12-16,30.82,,
1996-12-17,30.87,,
1996-12-18,30.93,,
1996-12-19,31.57,,
1996-12-20,32.26,,
1996-12-23,31.68,,
1996-12-24,31.68,,
1996-12-26,32.26,,
1996-12-27,32.32,,
1996-12-30,32.26,,
1996-12-31,31.97,,
1997-01-02,31.51,,
1997-01-03,32.03,,
1997-01-06,32.2,,
1997-01-07,32.09,,
1997-01-08,32.26,,
1997-01-09,32.2,,
1997-01-10,32.09,,
1997-01-13,32.03,,
1997-01-14,32.44,,
1997-01-15,32.26,,
1997-01-16,32.9,,
1997-01-17,32.84,,
1997-01-20,32.49,,
1997-01-21,32.26,,
1997-01-22,31.63,,
1997-01-23,32.44,,
1997-01-24,33.01,,
1997-01-27,32.26,,
1997-01-28,32.03,,
1997-01-29,32.2,,
1997-01-30,33.3,,
1997-01-31,33.01,,
1997-02-03,33.36,,
1997-02-04,34.17,,
1997-02-05,34.05,,
1997-02-06,34.4,,
1997-02-07,35.33,,
1997-02-10,35.09,,
1997-02-11,34.75,,
1997-02-12,34.81,,
1997-02-13,35.33,,
1997-02-14,34.81,,
1997-02-18,34.63,,
1997-02-19,34.0,,
1997-02-20,34.05,,
1997-02-21,34.52,,
1997-02-24,34.81,,
1997-02-25,35.62,,
1997-02-26,35.62,,
1997-02-27,35.15,,
1997-02-28,34.29,,
1997-03-03,34.05,,
1997-03-04,33.94,,
1997-03-05,34.34,,
1997-03-06,34.23,,
1997-03-07,34.11,,
1997-03-10,34.11,,
1997-03-11,34.34,,
1997-03-12,34.34,,
1997-03-13,33.71,,
1997-03-14,33.94,,
1997-03-17,34.46,,
1997-03-18,34.23,,
1997-03-19,33.65,,
1997-03-20,33.07,,
1997-03-21,32.38,,
1997-03-24,32.03,,
1997-03-25,30.87,,
1997-03-26,31.68,,
1997-03-27,31.34,,
1997-03-31,31.39,,
1997-04-01,31.05,,
1997-04-02,30.82,,
1997-04-03,31.05,,
1997-04-04,30.93,,
1997-04-07,30.93,,
1997-04-08,31.45,,
1997-04-09,31.45,,
1997-04-10,31.57,,
1997-04-11,31.39,,
1997-04-14,31.45,,
1997-04-15,32.32,,
1997-04-16,32.2,,
1997-04-17,32.03,,
1997-04-18,32.38,,
1997-04-21,32.03,,
1997-04-22,32.26,,
1997-04-23,32.15,,
1997-04-24,31.39,,
1997-04-25,31.68,,
1997-04-28,32.2,,
1997-04-29,32.67,,
1997-04-30,33.19,,
1997-05-01,32.84,,
1997-05-02,33.3,,
1997-05-05,33.48,,
1997-05-06,34.23,,
1997-05-07,33.71,,
1997-05-08,33.94,,
1997-05-09,34.11,,
1997-05-12,34.57,,
1997-05-13,34.0,,
1997-05-14,34.23,,
1997-05-15,34.69,,
1997-05-16,34.57,,
1997-05-19,34.69,,
1997-05-20,34.92,,
1997-05-21,34.57,,
1997-05-22,34.17,,
1997-05-23,35.15,,
1997-05-27,35.5,,
1997-05-28,35.09,,
1997-05-29,35.62,,
1997-05-30,35.96,,
1997-06-02,36.83,,
1997-06-03,36.6,,
1997-06-04,35.67,,
1997-06-05,35.73,,
1997-06-06,36.42,,
1997-06-09,36.48,,
1997-06-10,37.12,,
1997-06-11,37.35,,
1997-06-12,37.99,,
1997-06-13,38.62,,
1997-06-16,38.22,,
1997-06-17,38.62,,
1997-06-18,38.8,,
1997-06-19,39.26,,
1997-06-20,39.03,,
1997-06-23,37.29,,
1997-06-24,39.32,,
1997-06-25,39.32,,
1997-06-26,39.2,,
1997-06-27,38.77,,
1997-06-30,37.58,,
1997-07-01,38.45,,
1997-07-02,39.2,,
1997-07-03,39.17,,
1997-07-07,38.91,,
1997-07-08,40.01,,
1997-07-09,39.23,,
1997-07-10,39.78,,
1997-07-11,40.1,,
1997-07-14,39.46,,
1997-07-15,39.72,,
1997-07-16,40.12,,
1997-07-17,39.6,,
1997-07-18,38.82,,
1997-07-21,38.8,,
1997-07-22,39.43,,
1997-07-23,39.26,,
1997-07-24,39.84,,
1997-07-25,39.69,,
1997-07-28,40.15,,
1997-07-29,39.46,,
1997-07-30,40.56,,
1997-07-31,40.79,,
1997-08-01,40.27,,
1997-08-04,39.89,,
1997-08-05,39.72,,
1997-08-06,40.36,,
1997-08-07,39.72,,
1997-08-08,38.8,,
1997-08-11,38.68,,
1997-08-12,37.93,,
1997-08-13,37.55,,
1997-08-14,38.27,,
1997-08-15,37.26,,
1997-08-18,37.73,,
1997-08-19,37.67,,
1997-08-20,38.33,,
1997-08-21,38.01,,
1997-08-22,37.64,,
1997-08-25,37.47,,
1997-08-26,37.55,,
1997-08-27,38.16,,
1997-08-28,37.84,,
1997-08-29,37.73,,
1997-09-02,38.94,,
1997-09-03,38.97,,
1997-09-04,38.42,,
1997-09-05,38.39,,
1997-09-08,38.45,,
1997-09-09,39.03,,
1997-09-10,38.82,,
1997-09-11,38.77,,
1997-09-12,39.49,,
1997-09-15,39.86,,
1997-09-16,39.92,,
1997-09-17,40.04,,
1997-09-18,40.36,,
1997-09-19,39.78,,
1997-09-22,39.17,,
1997-09-23,39.2,,
1997-09-24,39.08,,
1997-09-25,38.74,,
1997-09-26,38.51,,
1997-09-29,38.33,,
1997-09-30,38.36,,
1997-10-01,38.27,,
1997-10-02,37.93,,
1997-10-03,38.04,,
1997-10-06,38.04,,
1997-10-07,37.47,,
1997-10-08,36.6,,
1997-10-09,36.89,,
1997-10-10,36.71,,
1997-10-13,36.68,,
1997-10-14,36.66,,
1997-10-15,36.34,,
1997-10-16,36.08,,
1997-10-17,35.5,,
1997-10-20,34.57,,
1997-10-21,36.11,,
1997-10-22,35.96,,
1997-10-23,35.96,,
1997-10-24,34.69,,
1997-10-27,34.55,,
1997-10-28,34.23,,
1997-10-29,34.63,,
1997-10-30,34.69,,
1997-10-31,35.15,,
1997-11-03,35.7,,
1997-11-04,35.5,,
1997-11-05,36.22,,
1997-11-06,37.03,,
1997-11-07,36.86,,
1997-11-10,35.38,,
1997-11-11,35.7,,
1997-11-12,35.33,,
1997-11-13,34.69,,
1997-11-14,34.72,,
1997-11-17,34.69,,
1997-11-18,35.5,,
1997-11-19,35.21,,
1997-11-20,35.38,,
1997-11-21,35.27,,
1997-11-24,34.95,,
1997-11-25,34.6,,
1997-11-26,35.27,,
1997-11-28,35.47,,
1997-12-01,36.22,,
1997-12-02,36.6,,
1997-12-03,36.05,,
1997-12-04,36.19,,
1997-12-05,36.05,,
1997-12-08,36.05,,
1997-12-09,36.02,,
1997-12-10,36.11,,
1997-12-11,35.7,,
1997-12-12,35.27,,
1997-12-15,34.83,,
1997-12-16,35.62,,
1997-12-17,35.62,,
1997-12-18,35.64,,
1997-12-19,35.62,,
1997-12-22,35.79,,
1997-12-23,36.11,,
1997-12-24,36.19,,
1997-12-26,36.42,,
1997-12-29,36.74,,
1997-12-30,37.99,,
1997-12-31,38.04,,
1998-01-02,38.65,,
1998-01-05,38.68,,
1998-01-06,37.84,,
1998-01-07,37.41,,
1998-01-08,36.92,,
1998-01-09,35.47,,
1998-01-12,35.85,,
1998-01-13,35.53,,
1998-01-14,35.76,,
1998-01-15,35.93,,
1998-01-16,36.48,,
1998-01-20,36.54,,
1998-01-21,36.31,,
1998-01-22,36.4,,
1998-01-23,36.25,,
1998-01-26,36.6,,
1998-01-27,37.23,,
1998-01-28,36.92,,
1998-01-29,36.86,,
1998-01-30,37.09,,
1998-02-02,38.65,,
1998-02-03,38.94,,
1998-02-04,38.56,,
1998-02-05,38.82,,
1998-02-06,39.2,,
1998-02-09,38.33,,
1998-02-10,39.78,,
