date,BDX,dcf,Deviation
2011-07-22,87.16,92.03214656260224,-0.05293961669456548
2011-07-25,86.62,90.37214656260224,-0.04151883855058225
2011-07-26,84.96,88.90214656260224,-0.044342535192064325
2011-07-27,83.49,88.35214656260223,-0.055031448037961894
2011-07-28,82.94,89.02214656260223,-0.0683217243961326
2011-07-29,83.61,87.71214656260223,-0.04676828379378939
2011-08-01,82.3,85.39214656260224,-0.0362111351813289
2011-08-02,79.98,85.59214656260224,-0.0655684754733602
2011-08-03,80.18,83.02214656260223,-0.034233595254720695
2011-08-04,77.61,84.64214656260224,-0.08308091002159523
2011-08-05,79.23,81.83214656260223,-0.03179858615356701
2011-08-08,76.42,84.22214656260223,-0.09263770731375154
2011-08-09,78.81,81.83214656260223,-0.036931043478008574
2011-08-10,76.42,84.08214656260223,-0.09112691428372943
2011-08-11,78.67,85.69214656260223,-0.0819462091251526
2011-08-12,80.28,86.51214656260224,-0.07203782139531711
2011-08-15,81.1,85.69214656260223,-0.05358888470890921
2011-08-16,80.28,85.22214656260223,-0.05799134100631742
2011-08-17,79.81,82.88214656260223,-0.03706644542901394
2011-08-18,77.47,82.33214656260223,-0.059055262927041996
2011-08-19,76.92,82.26214656260224,-0.06494051986033234
2011-08-22,76.85,84.49214656260223,-0.09044801053716855
2011-08-23,79.08,85.05214656260223,-0.07021747015175528
2011-08-24,79.64,83.57214656260223,-0.047050922159295405
2011-08-25,78.16,85.14214656260224,-0.08200576147640926
2011-08-26,79.73,86.25214656260223,-0.07561720864382693
2011-08-29,80.84,86.14214656260224,-0.06155113117304312
2011-08-30,80.73,86.79214656260224,-0.06984671773533879
2011-08-31,81.38,85.85214656260223,-0.05209126086720739
2011-09-01,80.44,83.90214656260224,-0.041264099959814726
2011-09-02,78.49,83.84214656260224,-0.06383599158695163
2011-09-06,78.43,85.45214656260224,-0.08217636238614334
2011-09-07,80.04,83.94214656260223,-0.04648614221095826
2011-09-08,78.53,81.43214656260223,-0.03563883165441495
2011-09-09,76.02,81.79214656260224,-0.07057091426478634
2011-09-12,76.38,81.85214656260223,-0.06685403856106598
2011-09-13,76.44,82.67214656260224,-0.07538387258256374
2011-09-14,77.26,82.91214656260223,-0.06817030793352596
2011-09-15,77.5,82.66214656260223,-0.06244873593613731
2011-09-16,77.25,80.97214656260223,-0.045968233776839784
2011-09-19,75.56,80.85214656260223,-0.06545462041016592
2011-09-20,75.44,79.11214656260223,-0.04641697542230672
2011-09-21,73.7,78.81214656260224,-0.06486495782146406
2011-09-22,73.4,79.15214656260224,-0.07267202233173553
2011-09-23,73.74,79.50214656260223,-0.07247787401645767
2011-09-26,74.09,81.56214656260224,-0.0916129218946814
2011-09-27,76.15,78.66214656260223,-0.03193590147712233
2011-09-28,73.25,79.75214656260223,-0.08152942388200557
2011-09-29,74.34,78.73214656260224,-0.05578593693123701
2011-09-30,73.32,,
2011-10-03,70.84,,
2011-10-04,72.34,,
2011-10-05,72.92,,
2011-10-06,73.21,,
2011-10-07,72.86,,
2011-10-10,74.45,,
2011-10-11,73.42,,
2011-10-12,74.2,,
2011-10-13,73.87,,
2011-10-14,74.29,,
2011-10-17,72.79,,
2011-10-18,73.49,,
2011-10-19,73.86,,
2011-10-20,73.47,,
2011-10-21,76.43,,
2011-10-24,78.23,,
2011-10-25,76.72,,
2011-10-26,76.72,,
2011-10-27,78.67,,
2011-10-28,79.64,,
2011-10-31,78.23,,
2011-11-01,76.11,,
2011-11-02,72.6,,
2011-11-03,72.38,,
2011-11-04,72.68,,
2011-11-07,74.43,,
2011-11-08,74.71,,
2011-11-09,72.61,,
2011-11-10,73.56,,
2011-11-11,74.12,,
2011-11-14,74.31,,
2011-11-15,75.64,,
2011-11-16,74.37,,
2011-11-17,73.73,,
2011-11-18,73.15,,
2011-11-21,71.84,,
2011-11-22,72.12,,
2011-11-23,70.77,,
2011-11-25,71.11,,
2011-11-28,71.99,,
2011-11-29,71.77,,
2011-11-30,73.78,,
2011-12-01,74.14,,
2011-12-02,73.64,,
2011-12-05,74.41,,
2011-12-06,73.87,,
2011-12-07,74.12,,
2011-12-08,72.53,,
2011-12-09,72.92,,
2011-12-12,72.52,,
2011-12-13,71.8,,
2011-12-14,71.52,,
2011-12-15,71.15,,
2011-12-16,70.65,,
2011-12-19,70.66,,
2011-12-20,73.02,,
2011-12-21,73.63,,
2011-12-22,73.76,,
2011-12-23,74.44,,
2011-12-27,74.8,,
2011-12-28,73.8,,
2011-12-29,74.55,,
2011-12-30,74.72,84.71442024582885,-0.11797779193703395
2012-01-03,74.45,83.44442024582885,-0.10778935511003751
2012-01-04,73.18,82.95442024582886,-0.11782880546766683
2012-01-05,72.69,83.29442024582886,-0.12731249241583986
2012-01-06,73.03,83.61442024582885,-0.12658606272351525
2012-01-09,73.35,84.48442024582886,-0.13179258629496948
2012-01-10,74.22,85.00442024582885,-0.12686893475234362
2012-01-11,74.74,84.95442024582886,-0.12023412338371386
2012-01-12,74.69,85.17442024582886,-0.12309353225497655
2012-01-13,74.91,85.51442024582886,-0.12400739214911671
2012-01-17,75.25,86.74442024582885,-0.1325090445385917
2012-01-18,76.48,88.17442024582886,-0.13262826353975443
2012-01-19,77.91,88.41442024582885,-0.11880890262722077
2012-01-20,78.15,87.85442024582885,-0.11046023886646261
2012-01-23,77.59,88.55442024582885,-0.12381561773417293
2012-01-24,78.29,89.51442024582886,-0.12539231349545477
2012-01-25,79.25,89.63442024582885,-0.11585304191569301
2012-01-26,79.37,89.35442024582885,-0.11173952243615981
2012-01-27,79.09,89.25442024582885,-0.1138814214224182
2012-01-30,78.99,88.67442024582886,-0.10921323442522768
2012-01-31,78.41,89.76442024582886,-0.1264913226725427
2012-02-01,79.5,89.64442024582885,-0.11316287414219595
2012-02-02,79.38,90.17442024582886,-0.11970601215291066
2012-02-03,79.91,90.79442024582886,-0.11987983640799671
2012-02-06,80.53,87.77442024582885,-0.0825345268648825
2012-02-07,77.51,87.07442024582886,-0.10984190556568219
2012-02-08,76.81,87.11442024582885,-0.1182860451432809
2012-02-09,76.85,86.68442024582886,-0.11345083946964607
2012-02-10,76.42,87.12442024582886,-0.12286360374766847
2012-02-13,76.86,86.96442024582885,-0.11619027893552247
2012-02-14,76.7,87.52442024582885,-0.12367314419708719
2012-02-15,77.26,87.87442024582886,-0.12079078548837074
2012-02-16,77.61,87.66442024582885,-0.1146921432621606
2012-02-17,77.4,87.37442024582886,-0.11415721234848497
2012-02-21,77.11,87.09442024582886,-0.1146390344828897
2012-02-22,76.83,86.71442024582885,-0.11398819501770596
2012-02-23,76.45,87.54442024582886,-0.12672903898015664
2012-02-24,77.28,87.38442024582885,-0.11563182793229287
2012-02-27,77.12,87.48442024582886,-0.11847161147899377
2012-02-28,77.22,86.48442024582886,-0.10712241834419511
2012-02-29,76.22,86.64442024582885,-0.12031265505906252
2012-03-01,76.38,86.93442024582886,-0.121406690422316
2012-03-02,76.67,86.27442024582885,-0.11132407750132867
2012-03-05,76.01,85.70442024582886,-0.11311458869941626
2012-03-06,75.44,85.71442024582885,-0.11986804806427931
2012-03-07,75.45,86.86442024582885,-0.1314050127028501
2012-03-08,76.6,87.08442024582885,-0.12039375374185879
2012-03-09,76.82,86.97442024582885,-0.11675180147367348
2012-03-12,76.71,88.06442024582886,-0.12893311753070513
2012-03-13,77.8,87.86442024582885,-0.114544888791964
2012-03-14,77.6,88.35442024582885,-0.1217190969722487
2012-03-15,78.09,88.37442024582886,-0.11637326974503426
2012-03-16,78.11,88.11442024582885,-0.11353896692411636
2012-03-19,77.85,87.35442024582885,-0.1088029686314893
2012-03-20,77.09,87.09442024582886,-0.11486867031884274
2012-03-21,76.83,87.14442024582885,-0.11836007648834579
2012-03-22,76.88,86.66442024582885,-0.11290008307993937
2012-03-23,76.4,87.93442024582886,-0.13117070896223926
2012-03-26,77.67,88.02442024582885,-0.11763122343676558
2012-03-27,77.76,87.80442024582885,-0.11439538257535509
2012-03-28,77.54,87.36442024582885,-0.11245333304089433
2012-03-29,77.1,87.91442024582885,-0.12301076678421197
2012-03-30,77.65,86.50695284385661,-0.10238428880789774
2012-04-02,77.91,86.72695284385661,-0.1016633532568667
2012-04-03,78.13,86.35695284385662,-0.09526682650245788
2012-04-04,77.76,86.24695284385662,-0.0984029297733171
2012-04-05,77.65,85.28695284385661,-0.0895442103300178
2012-04-09,76.69,84.60695284385662,-0.09357331256767365
2012-04-10,76.01,84.64695284385661,-0.10203501193703568
2012-04-11,76.05,84.87695284385661,-0.10399705159179162
2012-04-12,76.28,83.38695284385662,-0.08522859513963177
2012-04-13,74.79,83.61695284385661,-0.10556415348380066
2012-04-16,75.02,85.18695284385662,-0.1193487089800257
2012-04-17,76.59,84.86695284385661,-0.09752857344937371
2012-04-18,76.27,84.79695284385662,-0.10055730256673234
2012-04-19,76.2,85.02695284385662,-0.10381358555876297
2012-04-20,76.43,84.24695284385662,-0.09278617896536345
2012-04-23,75.65,84.65695284385662,-0.10639353935251195
2012-04-24,76.06,85.48695284385661,-0.11027358597135994
2012-04-25,76.89,85.91695284385662,-0.1050660264949338
2012-04-26,77.32,86.56695284385661,-0.10681850914327118
2012-04-27,77.97,87.04695284385662,-0.10427651453967268
2012-04-30,78.45,86.08695284385662,-0.08871208227927896
2012-05-01,77.49,86.09695284385661,-0.09996814706631929
2012-05-02,77.5,86.24695284385662,-0.10141752903076229
2012-05-03,77.65,85.28695284385661,-0.0895442103300178
2012-05-04,76.69,85.31695284385661,-0.10111651384977716
2012-05-07,76.72,85.32695284385662,-0.10087027084638589
2012-05-08,76.73,84.61695284385661,-0.0932077152247538
2012-05-09,76.02,85.21695284385662,-0.10792398151936078
2012-05-10,76.62,85.35695284385662,-0.10235783439738189
2012-05-11,76.76,85.07695284385662,-0.09775800103138244
2012-05-14,76.48,84.58695284385662,-0.0958416466286669
2012-05-15,75.99,84.55695284385662,-0.10131577068152409
2012-05-16,75.96,83.38695284385662,-0.08906612594135332
2012-05-17,74.79,82.78695284385661,-0.09659677725957072
2012-05-18,74.19,83.98695284385661,-0.11664850922821912
2012-05-21,75.39,83.37695284385661,-0.09579329264783887
2012-05-22,74.78,83.00695284385661,-0.09911161128071078
2012-05-23,74.41,83.31695284385661,-0.10690444789248399
2012-05-24,74.72,83.01695284385661,-0.09994287383038536
2012-05-25,74.42,82.88695284385662,-0.1021506106010045
2012-05-29,74.29,82.03695284385661,-0.09443247920972409
2012-05-30,73.44,81.72695284385661,-0.10139804012623899
2012-05-31,73.13,80.79695284385662,-0.09489160882927505
2012-06-01,72.2,80.77695284385662,-0.10618069315434597
2012-06-04,72.18,81.18695284385662,-0.1109408904800171
2012-06-05,72.59,81.32695284385662,-0.10742997909476693
2012-06-06,72.73,81.49695284385662,-0.10757399556586589
2012-06-07,72.9,81.85695284385662,-0.10942201648945005
2012-06-08,73.26,81.12695284385661,-0.09697089029089967
2012-06-11,72.53,81.43695284385662,-0.10937237375438624
2012-06-12,72.84,81.58695284385662,-0.10721019156821288
2012-06-13,72.99,81.73695284385661,-0.1070134442198507
2012-06-14,73.14,82.18695284385662,-0.11007772560986073
2012-06-15,73.59,82.02695284385662,-0.10285586080366627
2012-06-18,73.43,83.34695284385661,-0.11898398808214583
2012-06-19,74.75,83.26695284385661,-0.10228491079561575
2012-06-20,74.67,82.32695284385662,-0.09300663487908978
2012-06-21,73.73,82.58695284385662,-0.10724397182448486
2012-06-22,73.99,81.63695284385662,-0.0936702385068513
2012-06-25,73.04,81.36695284385661,-0.10233826575558314
2012-06-26,72.77,82.07695284385662,-0.11339301133123436
2012-06-27,73.48,81.73695284385661,-0.10101860366179782
2012-06-28,73.14,83.34695284385661,-0.1224634194243246
2012-06-29,74.75,83.22177558768118,-0.1017975827583184
2012-07-02,75.37,83.54177558768119,-0.09781663760670856
2012-07-03,75.69,83.19177558768118,-0.09017448581530241
2012-07-05,75.34,82.99177558768118,-0.09219920327643838
2012-07-06,75.14,82.81177558768118,-0.09264111937267061
2012-07-09,74.96,82.66177558768118,-0.09317215282306313
2012-07-10,74.81,82.86177558768118,-0.097171168860135
2012-07-11,75.01,82.20177558768118,-0.08748929735720867
2012-07-12,74.35,82.27177558768118,-0.09628788890351037
2012-07-13,74.42,82.34177558768118,-0.0962060330997565
2012-07-16,74.49,83.06177558768118,-0.10319759633157255
2012-07-17,75.21,83.27177558768118,-0.09681282200104546
2012-07-18,75.42,83.80177558768118,-0.10001906915339032
2012-07-19,75.95,82.64177558768118,-0.08097327943518529
2012-07-20,74.79,81.88177558768118,-0.08660993898559399
2012-07-23,74.03,81.02177558768118,-0.08629501806109796
2012-07-24,73.17,81.57177558768117,-0.10299856202897206
2012-07-25,73.72,82.34177558768118,-0.10470718570430071
2012-07-26,74.49,83.79177558768119,-0.11101060363552806
2012-07-27,75.94,84.06177558768118,-0.09661675037079975
2012-07-30,76.21,83.56177558768118,-0.08798012651091869
2012-07-31,75.71,83.03177558768118,-0.08818040486138257
2012-08-01,75.18,82.27177558768118,-0.08619937441514325
2012-08-02,74.42,82.20177558768118,-0.09466675788992762
2012-08-03,74.35,82.62177558768119,-0.10011616827216319
2012-08-06,74.77,83.32177558768117,-0.10263554187802892
2012-08-07,75.47,83.40177558768119,-0.09510319812487
2012-08-08,75.55,83.35177558768117,-0.09360059258094833
2012-08-09,75.5,83.74177558768118,-0.09841892567768273
2012-08-10,75.89,84.06177558768118,-0.09721155103555434
2012-08-13,76.21,83.91177558768118,-0.09178420470477877
2012-08-14,76.06,84.02177558768118,-0.09475847816822958
2012-08-15,76.17,83.74177558768118,-0.09041813998502102
2012-08-16,75.89,84.40177558768119,-0.10084830003177703
2012-08-17,76.55,84.43177558768117,-0.09335082121417748
2012-08-20,76.58,84.01177558768119,-0.08846111792893618
2012-08-21,76.16,83.84177558768118,-0.0916222913200071
2012-08-22,75.99,83.12177558768119,-0.08579912468494155
2012-08-23,75.27,83.78177558768118,-0.1015945953398093
2012-08-24,75.93,83.66177558768118,-0.09241706302991304
2012-08-27,75.81,83.50177558768118,-0.09211511412238671
2012-08-28,75.65,83.37177558768119,-0.0926185814473901
2012-08-29,75.52,83.66177558768118,-0.09731774792597181
2012-08-30,75.81,83.83177558768118,-0.095688961989014
2012-08-31,75.98,84.43177558768117,-0.10010183404119133
2012-09-04,76.58,84.34177558768118,-0.09202765217590292
2012-09-05,76.49,85.05177558768118,-0.1006654538194175
2012-09-06,77.2,85.73177558768118,-0.09951707554400768
2012-09-07,77.88,85.51177558768119,-0.08924824137063792
2012-09-10,77.66,86.10177558768117,-0.0980441521683203
2012-09-11,78.25,85.86177558768118,-0.08865150453251591
2012-09-12,78.01,86.47177558768118,-0.09785592501337104
2012-09-13,78.62,87.01177558768119,-0.0964441367964598
2012-09-14,79.16,87.26177558768119,-0.09284449615101487
2012-09-17,79.41,87.34177558768118,-0.09081307924314619
2012-09-18,79.49,87.04177558768119,-0.08676035773275259
2012-09-19,79.19,87.07177558768117,-0.0905204417216029
2012-09-20,79.22,87.17177558768118,-0.09121961247288046
2012-09-21,79.32,86.96177558768117,-0.08787510990936687
2012-09-24,79.11,86.85177558768117,-0.08913779292704804
2012-09-25,79.0,86.19177558768118,-0.08343923232402994
2012-09-26,78.34,86.59177558768118,-0.09529514242753445
2012-09-27,78.74,86.41177558768118,-0.08878159875209035
2012-09-28,78.56,86.9390860068553,-0.09637881408362858
2012-10-01,78.95,87.1890860068553,-0.0944967585301617
2012-10-02,79.2,86.75908600685531,-0.0871273125936115
2012-10-03,78.77,87.1890860068553,-0.0965612371047605
2012-10-04,79.2,87.4390860068553,-0.09422657970383352
2012-10-05,79.45,87.44908600685531,-0.09147135061226652
2012-10-08,79.46,85.2190860068553,-0.06757976735859417
2012-10-09,77.23,84.38908600685531,-0.084834264069097
2012-10-10,76.4,85.0190860068553,-0.10137824824605057
2012-10-11,77.03,84.6090860068553,-0.08957768443735725
2012-10-12,76.62,84.49908600685531,-0.09324462996222327
2012-10-15,76.51,85.24908600685531,-0.10251237187636886
2012-10-16,77.26,85.0690860068553,-0.09179698963999683
2012-10-17,77.08,84.8790860068553,-0.0918846605655651
2012-10-18,76.89,83.63908600685531,-0.0806929669975367
2012-10-19,75.65,83.88908600685531,-0.09821403950189678
2012-10-22,75.9,83.38908600685531,-0.08980894701543596
2012-10-23,75.4,83.24908600685531,-0.09428435053579987
2012-10-24,75.26,83.27908600685531,-0.09629171489940702
2012-10-25,75.29,83.3290860068553,-0.096473949158568
2012-10-26,75.34,83.66908600685531,-0.09954795019719553
2012-10-31,75.68,84.2690860068553,-0.1019245183952342
2012-11-01,76.28,83.6590860068553,-0.08820423888267959
2012-11-02,75.67,84.5790860068553,-0.10533438498180514
2012-11-05,76.59,86.4590860068553,-0.11414747093293098
2012-11-06,78.47,83.5190860068553,-0.06045427755807664
2012-11-07,75.53,83.0690860068553,-0.0907568190437672
2012-11-08,75.08,83.2190860068553,-0.09780311701794997
2012-11-09,75.23,82.61908600685531,-0.08943558158271325
2012-11-12,74.63,82.86908600685531,-0.09942291394614566
2012-11-13,74.88,82.61908600685531,-0.09367189085356342
2012-11-14,74.63,83.4390860068553,-0.1055750539517123
2012-11-15,75.45,83.5790860068553,-0.09726220272603292
2012-11-16,75.59,83.77908600685531,-0.09774618460489326
2012-11-19,75.79,84.16908600685531,-0.09955063556437871
2012-11-20,76.18,84.80908600685531,-0.10174718786802861
2012-11-21,76.82,85.7190860068553,-0.10381685598168433
2012-11-23,77.73,85.74908600685531,-0.09351803477198828
2012-11-26,77.76,85.13908600685531,-0.08667095634854649
2012-11-27,77.15,85.5990860068553,-0.0987053297061915
2012-11-28,77.61,84.9590860068553,-0.08650147208813319
2012-11-29,76.97,84.6590860068553,-0.09082410842744837
2012-11-30,76.67,84.22908600685531,-0.08974436700215516
2012-12-03,76.24,84.9590860068553,-0.10262688096893802
2012-12-04,76.97,85.3790860068553,-0.0984911692095195
2012-12-05,77.39,85.08908600685531,-0.09048265022185131
2012-12-06,77.1,85.61908600685531,-0.0994998475710569
2012-12-07,77.63,85.4690860068553,-0.09171837880922884
2012-12-10,77.48,86.2090860068553,-0.10125482604189961
2012-12-11,78.22,86.5990860068553,-0.09675721064991383
2012-12-12,78.61,86.4590860068553,-0.09078381890635479
2012-12-13,78.47,85.7090860068553,-0.08446112710006382
2012-12-14,77.72,86.7190860068553,-0.10377284195712022
2012-12-17,78.73,86.8290860068553,-0.09327618634861434
2012-12-18,78.84,86.5190860068553,-0.08875597699040472
2012-12-19,78.53,87.11908600685531,-0.09859017582185658
2012-12-20,79.13,86.8490860068553,-0.08887930042517678
2012-12-21,78.86,86.5490860068553,-0.08884075339913211
2012-12-24,78.56,86.00908600685531,-0.08660812889305192
2012-12-26,78.02,86.2690860068553,-0.09562041733234317
2012-12-27,78.28,85.3290860068553,-0.08261058844916003
2012-12-28,77.34,86.1790860068553,-0.10256648586586514
2012-12-31,78.19,89.05801723705967,-0.12203300246546667
2013-01-02,79.45,89.99801723705968,-0.11720277358195164
2013-01-03,80.39,89.95801723705968,-0.10636091735821385
2013-01-04,80.35,90.22801723705967,-0.10947838087926476
2013-01-07,80.62,90.94801723705967,-0.11355956458225225
2013-01-08,81.34,91.15801723705968,-0.10770327761218823
2013-01-09,81.55,91.28801723705968,-0.10667355400842682
2013-01-10,81.68,91.36801723705968,-0.10603291534633552
2013-01-11,81.76,91.90801723705968,-0.11041492942759001
2013-01-14,82.3,92.30801723705967,-0.10841980508971083
2013-01-15,82.7,92.60801723705968,-0.10698876331297491
2013-01-16,83.0,92.46801723705968,-0.10239234623996085
2013-01-17,82.86,93.54801723705968,-0.11425167045470586
2013-01-18,83.94,93.34801723705968,-0.10078432853231134
2013-01-22,83.74,93.28801723705968,-0.10234987857868871
2013-01-23,83.68,93.42801723705968,-0.10433719483017101
2013-01-24,83.82,94.19801723705967,-0.11017235331973341
2013-01-25,84.59,93.66801723705967,-0.09691693605603469
2013-01-28,84.06,93.88801723705969,-0.10467807848412358
2013-01-29,84.28,93.72801723705967,-0.10080248697850369
2013-01-30,84.12,93.64801723705968,-0.10174286138851762
2013-01-31,84.04,94.75801723705968,-0.11310934472432033
2013-02-01,85.15,94.76801723705968,-0.10149011784218787
2013-02-04,85.16,97.27801723705967,-0.12457097277721974
2013-02-05,87.67,97.48801723705968,-0.10070998995892388
2013-02-06,87.88,97.50801723705968,-0.09874077547543836
2013-02-07,87.9,97.85801723705968,-0.10175985083507788
2013-02-08,88.25,97.91801723705967,-0.09873583544541542
2013-02-11,88.31,98.15801723705968,-0.10032820053074121
2013-02-12,88.55,98.07801723705968,-0.097147327255097
2013-02-13,88.47,97.99801723705968,-0.09722663280024502
2013-02-14,88.39,98.09801723705968,-0.09896242055127047
2013-02-15,88.49,98.17801723705968,-0.09867806979302807
2013-02-19,88.57,97.02801723705967,-0.08717087577287064
2013-02-20,87.42,96.43801723705968,-0.09351101873954948
2013-02-21,86.83,97.51801723705968,-0.10960043630786542
2013-02-22,87.91,96.45801723705968,-0.08861904362031081
2013-02-25,86.85,96.46801723705968,-0.09970161627168572
2013-02-26,86.86,97.77801723705967,-0.11166126646431462
2013-02-27,88.17,97.66801723705967,-0.0972479784657253
2013-02-28,88.06,98.35801723705968,-0.10469931711046687
2013-03-01,88.75,98.26801723705968,-0.09685773158624555
2013-03-04,88.66,98.79801723705968,-0.10261356979193359
2013-03-05,89.19,97.72801723705967,-0.08736509220635202
2013-03-06,88.12,97.84801723705968,-0.09941966645569611
2013-03-07,88.24,98.44801723705967,-0.10368941420606881
2013-03-08,88.84,99.21801723705968,-0.10459811157346233
2013-03-11,89.61,99.74801723705968,-0.10163627827273825
2013-03-12,90.14,100.67801723705968,-0.10467048841701487
2013-03-13,91.07,102.10801723705968,-0.10810137671592635
2013-03-14,92.5,101.90801723705968,-0.09231871536833691
2013-03-15,92.3,101.45801723705968,-0.09026410614413749
2013-03-18,91.85,101.34801723705968,-0.0937168530376199
2013-03-19,91.74,102.59801723705968,-0.10583067323778295
2013-03-20,92.99,101.53801723705968,-0.08418538661339747
2013-03-21,91.93,102.32801723705968,-0.10161456771874078
2013-03-22,92.72,102.03801723705968,-0.09131907390371574
2013-03-25,92.43,103.51801723705968,-0.1071119553195049
2013-03-26,93.91,104.76801723705968,-0.10363866305201841
2013-03-27,95.16,105.21801723705968,-0.09559215713406422
2013-03-28,95.61,105.87667671348484,-0.09696825620308913
2013-04-01,95.71,106.74667671348485,-0.10339129098236965
2013-04-02,96.58,106.57667671348484,-0.09379797739761941
2013-04-03,96.41,106.72667671348484,-0.09666446132470397
2013-04-04,96.56,106.27667671348483,-0.09142811963983755
2013-04-05,96.11,105.62667671348484,-0.09009728422393781
2013-04-08,95.46,106.20667671348484,-0.10118645122920378
2013-04-09,96.04,106.57667671348484,-0.09886475201146572
2013-04-10,96.41,106.81667671348484,-0.09742558029022708
2013-04-11,96.65,106.52667671348483,-0.09271552458215915
2013-04-12,96.36,105.00667671348484,-0.0823440659595166
2013-04-15,94.84,105.58667671348483,-0.1017806133120992
2013-04-16,95.42,104.71667671348484,-0.08877933300845164
2013-04-17,94.55,103.81667671348484,-0.08926000144523205
2013-04-18,93.65,104.72667671348484,-0.10576748027428406
2013-04-19,94.56,105.32667671348484,-0.10222174523528282
2013-04-22,95.16,106.00667671348484,-0.10232069384460818
2013-04-23,95.84,105.12667671348484,-0.08833796524163895
2013-04-24,94.96,106.55667671348483,-0.10883106597502656
2013-04-25,96.39,104.78667671348484,-0.0801311481271958
2013-04-26,94.62,104.97667671348484,-0.09865693064137981
2013-04-29,94.81,104.46667671348484,-0.0924378664784149
2013-04-30,94.3,103.74667671348485,-0.09105522232363694
2013-05-01,93.58,106.32667671348484,-0.11988220743353917
2013-05-02,96.16,107.59667671348484,-0.10629209993110789
2013-05-03,97.43,107.07667671348484,-0.09009129727940057
2013-05-06,96.91,107.63667671348485,-0.09965633500593762
2013-05-07,97.47,107.74667671348485,-0.09537813162267761
2013-05-08,97.58,107.91667671348483,-0.09578386796443306
2013-05-09,97.75,109.77667671348483,-0.10955584622837733
2013-05-10,99.61,110.49667671348485,-0.09852492434422921
2013-05-13,100.33,111.93667671348484,-0.10368966682112157
2013-05-14,101.77,111.50667671348484,-0.08731922608099174
2013-05-15,101.34,110.66667671348483,-0.08427719156717361
2013-05-16,100.5,111.94667671348483,-0.10225115250880867
2013-05-17,101.78,111.28667671348484,-0.08542511102169426
2013-05-20,101.12,111.17667671348484,-0.09045671278160305
2013-05-21,101.01,110.18667671348484,-0.08328299742941403
2013-05-22,100.02,110.33667671348483,-0.0935017894391954
2013-05-23,100.17,110.99667671348485,-0.09754054836643167
2013-05-24,100.83,112.08667671348483,-0.1004283206848845
2013-05-28,101.92,110.97667671348484,-0.08160882972615047
2013-05-29,100.81,110.98667671348484,-0.09169277804178433
2013-05-30,100.82,108.78667671348484,-0.07323209931733599
2013-05-31,98.62,109.36667671348484,-0.09826280761587569
2013-06-03,99.2,108.53667671348484,-0.08602324114024418
2013-06-04,98.37,107.08667671348483,-0.08139833059538004
2013-06-05,96.92,107.91667671348483,-0.101899697510892
2013-06-06,97.75,108.85667671348484,-0.10203027548524257
2013-06-07,98.69,108.68667671348484,-0.09197702069626856
2013-06-10,98.52,108.47667671348484,-0.09178633615208376
2013-06-11,98.31,107.83667671348483,-0.08834356736341764
2013-06-12,97.67,108.76667671348484,-0.10202276146319988
2013-06-13,98.6,108.80667671348483,-0.09380561029688983
2013-06-14,98.64,110.33667671348483,-0.1060089633101603
2013-06-17,100.17,110.56667671348484,-0.09403083300067072
2013-06-18,100.4,108.95667671348484,-0.07853283499078889
2013-06-19,98.79,106.41667671348483,-0.07166805945292587
2013-06-20,96.25,106.19667671348483,-0.09366278702224029
2013-06-21,96.03,107.85667671348484,-0.10965178117717955
2013-06-24,97.69,108.16667671348483,-0.09685678650584573
2013-06-25,98.0,109.32667671348484,-0.10360396066157718
2013-06-26,99.16,108.91667671348483,-0.0895792729624928
2013-06-27,98.75,108.99667671348485,-0.09400907461077801
2013-06-28,98.83,109.10423206151343,-0.09416895996958918
2013-07-01,99.25,106.99423206151343,-0.07237990228352775
2013-07-02,97.14,107.65423206151343,-0.09766668583456717
2013-07-03,97.8,108.52423206151343,-0.09881877860637389
2013-07-05,98.67,109.21423206151343,-0.09654631875793007
2013-07-08,99.36,108.61423206151343,-0.08520275737227812
2013-07-09,98.76,108.95423206151342,-0.09356435145867448
2013-07-10,99.1,109.86423206151343,-0.09797758432868764
2013-07-11,100.01,111.86423206151343,-0.10596981575839959
2013-07-12,102.01,112.02423206151343,-0.08939344530399929
2013-07-15,102.17,111.75423206151342,-0.08576169228417163
2013-07-16,101.9,111.81423206151342,-0.08866699595145644
2013-07-17,101.96,112.83423206151343,-0.09637351947931172
2013-07-18,102.98,113.49423206151343,-0.0926411137423685
2013-07-19,103.64,114.35423206151343,-0.09369335850858607
2013-07-22,104.5,114.16423206151343,-0.08465201304298353
2013-07-23,104.31,113.58423206151343,-0.08165070004162911
2013-07-24,103.73,113.37423206151342,-0.08506546757715416
2013-07-25,103.52,113.10423206151343,-0.08473804991046585
2013-07-26,103.25,112.96423206151343,-0.08599387508980405
2013-07-29,103.11,112.84423206151342,-0.08626255754221557
2013-07-30,102.99,113.57423206151343,-0.09319219570668869
2013-07-31,103.72,112.96423206151343,-0.08183326609505548
2013-08-01,103.11,111.36423206151343,-0.07411923836509826
2013-08-02,101.51,110.62423206151342,-0.08238911033927343
2013-08-05,100.77,110.02423206151343,-0.08411085347398273
2013-08-06,100.17,109.85423206151343,-0.08815529342638972
2013-08-07,100.0,110.16423206151343,-0.09226435723564008
2013-08-08,100.31,109.79423206151343,-0.08638187893331029
2013-08-09,99.94,109.85423206151343,-0.09024897698945189
2013-08-12,100.0,109.71423206151343,-0.08854122094266637
