date,BXP,dcf,Deviation
2004-09-08,56.05,,
2004-09-09,54.68,,
2004-09-10,54.65,,
2004-09-13,54.05,,
2004-09-14,53.0,,
2004-09-15,53.81,,
2004-09-16,54.95,,
2004-09-17,55.2,,
2004-09-20,54.8,,
2004-09-21,54.68,,
2004-09-22,54.55,,
2004-09-23,54.52,,
2004-09-24,54.75,,
2004-09-27,54.75,,
2004-09-28,54.6,,
2004-09-29,54.77,,
2004-09-30,55.39,,
2004-10-01,56.25,,
2004-10-04,56.75,,
2004-10-05,56.75,,
2004-10-06,56.99,,
2004-10-07,56.3,,
2004-10-08,56.96,,
2004-10-11,56.5,,
2004-10-12,57.2,,
2004-10-13,57.13,,
2004-10-14,58.45,,
2004-10-15,58.35,,
2004-10-18,58.55,,
2004-10-19,58.05,,
2004-10-20,57.92,,
2004-10-21,58.98,,
2004-10-22,59.0,,
2004-10-25,58.81,,
2004-10-26,59.29,,
2004-10-27,59.23,,
2004-10-28,59.75,,
2004-10-29,59.72,,
2004-11-01,59.55,,
2004-11-02,59.01,,
2004-11-03,59.45,,
2004-11-04,59.94,,
2004-11-05,58.1,,
2004-11-08,58.4,,
2004-11-09,58.73,,
2004-11-10,59.34,,
2004-11-11,59.54,,
2004-11-12,61.35,,
2004-11-15,62.05,,
2004-11-16,61.65,,
2004-11-17,60.08,,
2004-11-18,60.39,,
2004-11-19,59.4,,
2004-11-22,59.4,,
2004-11-23,59.62,,
2004-11-24,60.46,,
2004-11-26,60.06,,
2004-11-29,59.95,,
2004-11-30,60.18,,
2004-12-01,62.0,,
2004-12-02,61.53,,
2004-12-03,62.75,,
2004-12-06,63.2,,
2004-12-07,62.49,,
2004-12-08,62.73,,
2004-12-09,62.32,,
2004-12-10,62.94,,
2004-12-13,62.9,,
2004-12-14,63.02,,
2004-12-15,63.5,,
2004-12-16,62.9,,
2004-12-17,63.3,,
2004-12-20,63.5,,
2004-12-21,64.08,,
2004-12-22,64.85,,
2004-12-23,63.54,,
2004-12-27,63.7,,
2004-12-28,64.05,,
2004-12-29,63.8,,
2004-12-30,63.98,,
2004-12-31,64.67,63.650002248248136,0.01602510158245818
2005-01-03,63.65,62.56000224824813,0.017423237093671773
2005-01-04,62.56,60.10000224824814,0.04093174142640854
2005-01-05,60.1,61.20000224824813,-0.017973892284940507
2005-01-06,61.2,61.09000224824813,0.001800585164572155
2005-01-07,61.09,60.620002248248134,0.007753179385034503
2005-01-10,60.62,59.63000224824813,0.01660234302239938
2005-01-11,59.63,59.230002248248134,0.006753296244619067
2005-01-12,59.23,59.70000224824813,-0.007872734180038088
2005-01-13,59.7,59.88000224824813,-0.0030060494570772756
2005-01-14,59.88,60.52000224824813,-0.010575053279457847
2005-01-18,60.52,60.50000224824814,0.00033054133898713367
2005-01-19,60.5,60.46000224824814,0.0006615572322943297
2005-01-20,60.46,60.46000224824814,-3.7185710399789684e-08
2005-01-21,60.46,59.57000224824814,0.014940367939604071
2005-01-24,59.57,58.290002248248136,0.021959130251883563
2005-01-25,58.29,58.040002248248136,0.004307335321638517
2005-01-26,58.04,56.93000224824814,0.019497588405347654
2005-01-27,56.93,57.99000224824813,-0.018279051683950498
2005-01-28,57.99,57.78000224824814,0.0036344365451843608
2005-01-31,57.78,57.940002248248135,-0.002761516086288607
2005-02-01,57.94,59.27000224824813,-0.022439719888612708
2005-02-02,59.27,59.20000224824813,0.0011823944103641626
2005-02-03,59.2,59.620002248248134,-0.007044653344683072
2005-02-04,59.62,59.220002248248136,0.0067544366188148075
2005-02-07,59.22,59.20000224824813,0.00033779984784465533
2005-02-08,59.2,59.760002248248135,-0.009370853868476026
2005-02-09,59.76,59.95000224824813,-0.0031693451396607175
2005-02-10,59.95,60.400002248248136,-0.007450368071156621
2005-02-11,60.4,60.57000224824814,-0.0028067069826310798
2005-02-14,60.57,60.800002248248134,-0.003782931574723092
2005-02-15,60.8,61.20000224824813,-0.00653598420839252
2005-02-16,61.2,61.760002248248135,-0.009067393585854622
2005-02-17,61.76,61.07000224824814,0.011298472676438465
2005-02-18,61.07,59.400002248248136,0.028114439201071262
2005-02-22,59.4,59.28000224824814,0.0020242534952907842
2005-02-23,59.28,58.860002248248136,0.007135537473826226
2005-02-24,58.86,60.120002248248134,-0.02095812044459544
2005-02-25,60.12,59.800002248248134,0.0053511327712574275
2005-02-28,59.8,60.67000224824814,-0.014339907961240628
2005-03-01,60.67,60.25000224824814,0.006970916781402714
2005-03-02,60.25,60.14000224824814,0.0018290280618515897
2005-03-03,60.14,61.85000224824814,-0.02764756970233695
2005-03-04,61.85,62.480002248248134,-0.01008326225317635
2005-03-07,62.48,61.800002248248134,0.01100319946624495
2005-03-08,61.8,59.870002248248134,0.03223647368091309
2005-03-09,59.87,60.92000224824814,-0.017235755244548345
2005-03-10,60.92,60.510002248248135,0.006775702140446427
2005-03-11,60.51,61.57000224824814,-0.017216212596099068
2005-03-14,61.57,61.46000224824814,0.0017897453258717277
2005-03-15,61.46,60.68000224824814,0.012854280205211843
2005-03-16,60.68,61.57000224824814,-0.014455127752954766
2005-03-17,61.57,61.550002248248134,0.00032490253487260645
2005-03-18,61.55,60.95000224824813,0.009844097286626496
2005-03-21,60.95,59.46000224824814,0.025058824342640618
2005-03-22,59.46,59.50000224824814,-0.0006723066678424594
2005-03-23,59.5,59.860002248248136,-0.00601407007562671
2005-03-24,59.86,59.60000224824814,0.004362378220539531
2005-03-28,59.6,58.92000224824814,0.011541034042850562
2005-03-29,58.92,59.85000224824814,-0.01553888409879478
2005-03-30,59.85,60.230002248248134,-0.006309185357189384
2005-03-31,60.23,,
2005-04-01,59.65,,
2005-04-04,59.76,,
2005-04-05,59.77,,
2005-04-06,60.29,,
2005-04-07,60.61,,
2005-04-08,60.75,,
2005-04-11,61.14,,
2005-04-12,62.0,,
2005-04-13,62.23,,
2005-04-14,62.13,,
2005-04-15,62.33,,
2005-04-18,62.59,,
2005-04-19,62.7,,
2005-04-20,62.6,,
2005-04-21,62.8,,
2005-04-22,63.29,,
2005-04-25,63.7,,
2005-04-26,63.77,,
2005-04-27,65.42,,
2005-04-28,66.28,,
2005-04-29,66.47,,
2005-05-02,65.57,,
2005-05-03,65.95,,
2005-05-04,66.48,,
2005-05-05,67.32,,
2005-05-06,66.81,,
2005-05-09,67.95,,
2005-05-10,67.7,,
2005-05-11,66.95,,
2005-05-12,65.91,,
2005-05-13,65.77,,
2005-05-16,66.5,,
2005-05-17,66.82,,
2005-05-18,67.0,,
2005-05-19,68.58,,
2005-05-20,68.03,,
2005-05-23,68.24,,
2005-05-24,66.8,,
2005-05-25,66.34,,
2005-05-26,65.5,,
2005-05-27,65.7,,
2005-05-31,66.8,,
2005-06-01,67.03,,
2005-06-02,66.89,,
2005-06-03,67.0,,
2005-06-06,67.24,,
2005-06-07,67.49,,
2005-06-08,67.75,,
2005-06-09,67.5,,
2005-06-10,67.75,,
2005-06-13,68.22,,
2005-06-14,68.57,,
2005-06-15,68.53,,
2005-06-16,68.38,,
2005-06-17,69.9,,
2005-06-20,69.74,,
2005-06-21,69.12,,
2005-06-22,69.21,,
2005-06-23,69.44,,
2005-06-24,69.32,,
2005-06-27,69.04,,
2005-06-28,68.72,,
2005-06-29,69.2,,
2005-06-30,70.0,,
2005-07-01,70.99,,
2005-07-05,71.72,,
2005-07-06,71.4,,
2005-07-07,71.9,,
2005-07-08,73.05,,
2005-07-11,73.7,,
2005-07-12,73.87,,
2005-07-13,73.47,,
2005-07-14,72.67,,
2005-07-15,72.7,,
2005-07-18,72.98,,
2005-07-19,73.45,,
2005-07-20,74.23,,
2005-07-21,72.88,,
2005-07-22,73.41,,
2005-07-25,74.1,,
2005-07-26,74.75,,
2005-07-27,75.4,,
2005-07-28,75.97,,
2005-07-29,76.15,,
2005-08-01,76.12,,
2005-08-02,76.25,,
2005-08-03,76.16,,
2005-08-04,75.01,,
2005-08-05,73.28,,
2005-08-08,70.5,,
2005-08-09,71.13,,
2005-08-10,70.58,,
2005-08-11,70.56,,
2005-08-12,70.79,,
2005-08-15,71.16,,
2005-08-16,71.15,,
2005-08-17,70.52,,
2005-08-18,70.25,,
2005-08-19,70.27,,
2005-08-22,70.55,,
2005-08-23,70.72,,
2005-08-24,70.55,,
2005-08-25,70.81,,
2005-08-26,70.03,,
2005-08-29,69.84,,
2005-08-30,69.83,,
2005-08-31,71.15,,
2005-09-01,71.59,,
2005-09-02,71.49,,
2005-09-06,72.57,,
2005-09-07,72.04,,
2005-09-08,71.9,,
2005-09-09,72.26,,
2005-09-12,71.95,,
2005-09-13,71.63,,
2005-09-14,71.93,,
2005-09-15,72.48,,
2005-09-16,73.2,,
2005-09-19,72.6,,
2005-09-20,72.25,,
2005-09-21,71.02,,
2005-09-22,71.44,,
2005-09-23,71.6,,
2005-09-26,71.93,,
2005-09-27,71.69,,
2005-09-28,69.23,,
2005-09-29,69.61,,
2005-09-30,70.9,,
2005-10-03,71.56,,
2005-10-04,70.33,,
2005-10-05,69.15,,
2005-10-06,68.45,,
2005-10-07,67.58,,
2005-10-10,67.1,,
2005-10-11,66.28,,
2005-10-12,65.36,,
2005-10-13,65.11,,
2005-10-14,66.84,,
2005-10-17,67.42,,
2005-10-18,66.75,,
2005-10-19,67.45,,
2005-10-20,66.9,,
2005-10-21,67.0,,
2005-10-24,68.22,,
2005-10-25,67.72,,
2005-10-26,67.24,,
2005-10-27,66.53,,
2005-10-28,67.88,,
2005-10-31,69.22,,
2005-11-01,67.65,,
2005-11-02,67.65,,
2005-11-03,67.31,,
2005-11-04,67.0,,
2005-11-07,67.47,,
2005-11-08,67.35,,
2005-11-09,68.8,,
2005-11-10,71.7,,
2005-11-11,72.85,,
2005-11-14,73.23,,
2005-11-15,72.89,,
2005-11-16,73.01,,
2005-11-17,73.8,,
2005-11-18,73.95,,
2005-11-21,73.67,,
2005-11-22,74.17,,
2005-11-23,74.41,,
2005-11-25,74.66,,
2005-11-28,74.45,,
2005-11-29,75.3,,
2005-11-30,75.21,,
2005-12-01,76.05,,
2005-12-02,75.66,,
2005-12-05,75.61,,
2005-12-06,75.03,,
2005-12-07,74.41,,
2005-12-08,74.35,,
2005-12-09,74.77,,
2005-12-12,74.87,,
2005-12-13,75.06,,
2005-12-14,76.0,,
2005-12-15,74.89,,
2005-12-16,75.68,,
2005-12-19,74.5,,
2005-12-20,73.92,,
2005-12-21,74.27,,
2005-12-22,74.53,,
2005-12-23,74.8,,
2005-12-27,74.77,,
2005-12-28,74.49,,
2005-12-29,73.95,,
2005-12-30,74.13,,
2006-01-03,75.36,,
2006-01-04,75.64,,
2006-01-05,76.8,,
2006-01-06,78.35,,
2006-01-09,79.41,,
2006-01-10,79.5,,
2006-01-11,78.36,,
2006-01-12,77.84,,
2006-01-13,76.91,,
2006-01-17,76.68,,
2006-01-18,76.0,,
2006-01-19,76.61,,
2006-01-20,76.29,,
2006-01-23,76.82,,
2006-01-24,77.58,,
2006-01-25,77.34,,
2006-01-26,77.71,,
2006-01-27,78.21,,
2006-01-30,78.0,,
2006-01-31,78.26,,
2006-02-01,78.8,,
2006-02-02,79.07,,
2006-02-03,78.22,,
2006-02-06,78.63,,
2006-02-07,78.59,,
2006-02-08,77.8,,
2006-02-09,78.31,,
2006-02-10,78.36,,
2006-02-13,79.18,,
2006-02-14,79.71,,
2006-02-15,81.21,,
2006-02-16,81.82,,
2006-02-17,83.96,,
2006-02-21,84.98,,
2006-02-22,85.25,,
2006-02-23,85.25,,
2006-02-24,85.43,,
2006-02-27,85.41,,
2006-02-28,84.67,,
2006-03-01,84.75,,
2006-03-02,85.3,,
2006-03-03,85.66,,
2006-03-06,87.53,,
2006-03-07,87.41,,
2006-03-08,88.36,,
2006-03-09,89.02,,
2006-03-10,89.83,,
2006-03-13,89.85,,
2006-03-14,89.67,,
2006-03-15,93.06,,
2006-03-16,93.5,,
2006-03-17,96.02,,
2006-03-20,93.69,,
2006-03-21,93.08,,
2006-03-22,92.94,,
2006-03-23,92.75,,
2006-03-24,92.33,,
2006-03-27,90.9,,
2006-03-28,91.3,,
2006-03-29,96.87,,
2006-03-30,96.31,,
2006-03-31,93.25,,
2006-04-03,91.55,,
2006-04-04,89.94,,
2006-04-05,90.38,,
2006-04-06,89.93,,
2006-04-07,88.41,,
2006-04-10,88.27,,
2006-04-11,87.12,,
2006-04-12,87.0,,
2006-04-13,85.99,,
2006-04-17,85.83,,
2006-04-18,87.88,,
2006-04-19,89.54,,
2006-04-20,89.12,,
2006-04-21,89.52,,
2006-04-24,88.92,,
2006-04-25,87.77,,
2006-04-26,85.9,,
2006-04-27,87.79,,
2006-04-28,88.27,,
2006-05-01,87.01,,
2006-05-02,85.81,,
2006-05-03,85.31,,
2006-05-04,86.09,,
2006-05-05,87.6,,
2006-05-08,88.24,,
2006-05-09,89.32,,
2006-05-10,90.36,,
2006-05-11,88.08,,
2006-05-12,87.02,,
2006-05-15,87.31,,
2006-05-16,87.07,,
2006-05-17,86.0,,
2006-05-18,85.78,,
2006-05-19,86.04,,
2006-05-22,84.87,,
2006-05-23,83.38,,
2006-05-24,82.87,,
2006-05-25,85.01,,
2006-05-26,86.79,,
2006-05-30,85.05,,
2006-05-31,84.65,,
2006-06-01,86.29,,
2006-06-02,87.97,,
2006-06-05,88.11,,
2006-06-06,87.79,,
2006-06-07,87.73,,
2006-06-08,87.0,,
2006-06-09,87.98,,
2006-06-12,86.51,,
2006-06-13,86.51,,
2006-06-14,86.21,,
2006-06-15,87.34,,
2006-06-16,88.06,,
2006-06-19,88.29,,
2006-06-20,87.48,,
2006-06-21,88.2,,
2006-06-22,87.55,,
2006-06-23,87.53,,
2006-06-26,88.15,,
2006-06-27,87.39,,
2006-06-28,87.68,,
2006-06-29,89.06,,
2006-06-30,90.4,,
2006-07-03,91.56,,
2006-07-05,91.26,,
2006-07-06,91.75,,
2006-07-07,92.0,,
2006-07-10,93.21,,
2006-07-11,93.63,,
2006-07-12,94.02,,
2006-07-13,92.95,,
2006-07-14,91.66,,
2006-07-17,91.68,,
2006-07-18,93.4,,
2006-07-19,95.43,,
2006-07-20,94.78,,
2006-07-21,93.01,,
2006-07-24,94.69,,
2006-07-25,95.57,,
2006-07-26,94.64,,
2006-07-27,95.75,,
2006-07-28,97.91,,
2006-07-31,98.2,,
2006-08-01,97.67,,
2006-08-02,97.47,,
2006-08-03,99.49,,
2006-08-04,100.5,,
2006-08-07,99.49,,
2006-08-08,96.8,,
2006-08-09,95.99,,
2006-08-10,95.48,,
2006-08-11,95.1,,
2006-08-14,96.61,,
2006-08-15,96.82,,
2006-08-16,96.75,,
2006-08-17,97.54,,
2006-08-18,97.61,,
2006-08-21,98.11,,
2006-08-22,99.87,,
2006-08-23,98.68,,
2006-08-24,99.82,,
2006-08-25,99.74,,
2006-08-28,101.34,,
2006-08-29,101.32,,
2006-08-30,101.49,,
2006-08-31,101.63,,
2006-09-01,100.9,,
2006-09-05,101.83,,
2006-09-06,101.27,,
2006-09-07,100.24,,
2006-09-08,100.67,,
2006-09-11,102.65,,
2006-09-12,104.47,,
2006-09-13,104.7,,
2006-09-14,103.93,,
2006-09-15,104.25,,
2006-09-18,103.62,,
2006-09-19,104.98,,
2006-09-20,104.25,,
2006-09-21,103.16,,
2006-09-22,104.06,,
2006-09-25,104.16,,
2006-09-26,103.55,,
2006-09-27,103.9,,
2006-09-28,102.46,,
2006-09-29,103.34,,
2006-10-02,103.23,,
2006-10-03,103.84,,
2006-10-04,104.35,,
2006-10-05,105.46,,
2006-10-06,104.23,,
2006-10-09,105.23,,
2006-10-10,104.75,,
2006-10-11,103.89,,
2006-10-12,104.83,,
2006-10-13,106.15,,
2006-10-16,105.53,,
2006-10-17,104.48,,
2006-10-18,104.39,,
2006-10-19,104.22,,
2006-10-20,104.52,,
2006-10-23,105.83,,
2006-10-24,104.25,,
2006-10-25,104.53,,
2006-10-26,105.12,,
2006-10-27,104.36,,
2006-10-30,106.15,,
2006-10-31,106.83,,
2006-11-01,105.84,,
2006-11-02,104.04,,
2006-11-03,103.35,,
2006-11-06,104.56,,
2006-11-07,103.37,,
2006-11-08,103.44,,
2006-11-09,104.5,,
2006-11-10,105.83,,
2006-11-13,106.26,,
2006-11-14,108.11,,
2006-11-15,108.07,,
2006-11-16,109.57,,
2006-11-17,108.62,,
2006-11-20,115.55,,
2006-11-21,116.87,,
2006-11-22,117.3,,
2006-11-24,117.95,,
2006-11-27,113.73,,
2006-11-28,114.5,,
2006-11-29,115.55,,
2006-11-30,117.05,,
2006-12-01,116.85,,
2006-12-04,118.0,,
2006-12-05,117.13,,
2006-12-06,116.33,,
2006-12-07,116.65,,
2006-12-08,117.24,,
2006-12-11,116.36,,
2006-12-12,115.45,,
2006-12-13,115.32,,
2006-12-14,116.3,,
2006-12-15,115.17,,
2006-12-18,114.25,,
2006-12-19,112.58,,
2006-12-20,115.39,,
2006-12-21,113.14,,
2006-12-22,111.87,,
2006-12-26,112.89,,
2006-12-27,109.83,,
2006-12-28,111.12,,
2006-12-29,111.88,,
2007-01-03,112.09,,
2007-01-04,111.68,,
2007-01-05,109.72,,
2007-01-08,110.35,,
2007-01-09,111.75,,
2007-01-10,114.06,,
2007-01-11,115.21,,
2007-01-12,115.87,,
2007-01-16,118.72,,
2007-01-17,118.52,,
2007-01-18,117.97,,
2007-01-19,119.93,,
2007-01-22,119.82,,
2007-01-23,120.4,,
2007-01-24,121.93,,
2007-01-25,122.73,,
2007-01-26,122.68,,
2007-01-29,122.45,,
2007-01-30,123.8,,
2007-01-31,126.09,,
2007-02-01,126.09,,
2007-02-02,126.88,,
2007-02-05,126.42,,
2007-02-06,128.38,,
2007-02-07,130.75,,
2007-02-08,129.48,,
2007-02-09,127.04,,
2007-02-12,123.5,,
2007-02-13,125.8,,
2007-02-14,124.99,,
2007-02-15,127.1,,
2007-02-16,125.88,,
2007-02-20,127.41,,
2007-02-21,126.74,,
2007-02-22,126.0,,
2007-02-23,122.65,,
2007-02-26,121.95,,
2007-02-27,118.2,,
2007-02-28,120.03,,
2007-03-01,118.72,,
2007-03-02,117.03,,
2007-03-05,113.73,,
2007-03-06,118.16,,
2007-03-07,116.44,,
2007-03-08,118.97,,
2007-03-09,119.7,,
2007-03-12,119.7,,
2007-03-13,117.18,,
2007-03-14,117.66,,
2007-03-15,118.17,,
2007-03-16,116.67,,
2007-03-19,118.01,,
2007-03-20,117.72,,
2007-03-21,119.51,,
2007-03-22,118.91,,
2007-03-23,119.14,,
2007-03-26,117.05,,
2007-03-27,115.78,,
2007-03-28,115.0,,
2007-03-29,114.65,,
2007-03-30,117.4,290.6139379913173,-0.5960276344230001
2007-04-02,118.55,291.53393799131857,-0.5933578065839791
2007-04-03,119.47,290.633937991317,-0.5889330722155053
2007-04-04,118.57,290.15393799131664,-0.5913548483234841
2007-04-05,118.09,290.80393799131826,-0.5939188416233707
2007-04-09,118.74,290.133937991317,-0.5907407426305515
2007-04-10,118.07,288.6239379913171,-0.5909209720381822
2007-04-11,116.56,287.7139379913197,-0.5948753792959568
2007-04-12,115.65,288.383937991317,-0.5989721174988527
2007-04-13,116.32,287.93393799131616,-0.5960184450243302
2007-04-16,115.87,289.42393799131634,-0.5996530183226362
2007-04-17,117.36,288.633937991317,-0.5933950081659124
2007-04-18,116.57,288.2239379913196,-0.5955575348376834
2007-04-19,116.16,288.4139379913165,-0.5972455394874248
2007-04-20,116.35,289.9139379913165,-0.5986740037193903
2007-04-23,117.85,288.80393799131826,-0.591937697180768
2007-04-24,116.74,289.28393799131857,-0.596451843090219
2007-04-25,117.22,289.53393799131857,-0.5951424526836825
2007-04-26,117.47,290.9839379913194,-0.5963007415086109
2007-04-27,118.92,289.6239379913171,-0.5893985807085973
2007-04-30,117.56,288.67393799131634,-0.5927585260449235
2007-05-01,116.61,288.9839379913194,-0.5964827636769807
2007-05-02,116.92,289.3339379913178,-0.5958994620136526
2007-05-03,117.27,287.7039379913199,-0.592393483319168
2007-05-04,115.64,288.27393799131875,-0.5988537819069775
2007-05-07,116.21,287.2639379913189,-0.5954591418171262
2007-05-08,115.2,289.8939379913168,-0.6026132840230327
2007-05-09,117.83,288.28393799131857,-0.591271019741834
2007-05-10,116.22,289.17393799131634,-0.5980965615113973
2007-05-11,117.11,288.17393799131634,-0.5936134932384867
2007-05-14,116.11,285.3639379913173,-0.5931160719980924
2007-05-15,113.3,284.3639379913173,-0.6015669187860964
2007-05-16,112.3,281.82393799131796,-0.6015242679510795
2007-05-17,109.76,279.3639379913173,-0.6071074857077245
2007-05-18,107.3,280.3439379913176,-0.6172558580406218
2007-05-21,108.28,283.03393799131857,-0.6174310375340174
2007-05-22,110.97,282.28393799131857,-0.6068851781307769
2007-05-23,110.22,279.68393799131616,-0.6059122994634673
2007-05-24,107.62,279.79393799131844,-0.6153597866607843
2007-05-25,107.73,283.2239379913196,-0.619629609121169
2007-05-29,111.16,287.0639379913181,-0.6127691942853446
2007-05-30,115.0,287.7439379913192,-0.6003391042647461
2007-05-31,115.68,288.7639379913189,-0.599395960573589
2007-06-01,116.7,289.5139379913189,-0.5969105984683223
2007-06-04,117.45,287.383937991317,-0.5913132765146094
2007-06-05,115.32,286.4139379913165,-0.5973659633718794
2007-06-06,114.35,282.1139379913173,-0.5946673148651047
2007-06-07,110.05,283.32393799131796,-0.6115753551209911
2007-06-08,111.26,280.8339379913178,-0.6038228114600604
2007-06-11,108.77,278.5139379913189,-0.609462992105658
2007-06-12,106.45,281.43393799131616,-0.6217584817248138
2007-06-13,109.37,280.2239379913196,-0.6097050067029323
2007-06-14,108.16,281.50393799131905,-0.6157780215375339
2007-06-15,109.44,279.883937991317,-0.6089807768697495
2007-06-18,107.82,279.80393799131826,-0.6146587472141103
2007-06-19,107.74,276.40393799131664,-0.6102081584547298
2007-06-20,104.34,274.8539379913175,-0.6203801889740577
2007-06-21,102.79,273.65393799131664,-0.624379606029051
2007-06-22,101.59,272.1639379913165,-0.6267323262965085
2007-06-25,100.1,272.133937991317,-0.6321664223916317
2007-06-26,100.07,275.2439379913192,-0.6364315932612618
2007-06-27,103.18,274.3739379913171,-0.6239438747157346
2007-06-28,102.31,274.19393799132007,-0.6268699419487577
2007-06-29,102.13,,
2007-07-02,104.92,,
2007-07-03,104.49,,
2007-07-05,105.91,,
2007-07-06,106.02,,
2007-07-09,105.58,,
2007-07-10,103.17,,
2007-07-11,103.41,,
2007-07-12,105.84,,
2007-07-13,106.2,,
2007-07-16,105.12,,
2007-07-17,104.5,,
2007-07-18,104.03,,
2007-07-19,104.81,,
2007-07-20,103.42,,
2007-07-23,100.78,,
2007-07-24,98.25,,
2007-07-25,98.5,,
2007-07-26,96.95,,
2007-07-27,92.82,,
2007-07-30,94.98,,
2007-07-31,94.49,,
2007-08-01,94.68,,
2007-08-02,97.54,,
2007-08-03,95.32,,
2007-08-06,99.53,,
2007-08-07,99.4,,
2007-08-08,102.88,,
2007-08-09,104.86,,
2007-08-10,101.26,,
2007-08-13,98.51,,
2007-08-14,94.37,,
2007-08-15,93.23,,
2007-08-16,96.85,,
2007-08-17,97.61,,
2007-08-20,100.93,,
2007-08-21,101.01,,
2007-08-22,99.92,,
2007-08-23,98.58,,
2007-08-24,98.06,,
2007-08-27,96.47,,
2007-08-28,93.95,,
2007-08-29,96.42,,
2007-08-30,97.19,,
2007-08-31,100.07,,
2007-09-04,101.09,,
2007-09-05,98.47,,
2007-09-06,99.13,,
2007-09-07,96.76,,
2007-09-10,95.18,,
2007-09-11,95.66,,
2007-09-12,95.19,,
2007-09-13,97.5,,
2007-09-14,97.28,,
2007-09-17,97.3,,
2007-09-18,100.87,,
2007-09-19,104.37,,
2007-09-20,103.71,,
2007-09-21,103.81,,
2007-09-24,105.94,,
2007-09-25,102.29,,
2007-09-26,101.11,,
2007-09-27,102.85,,
2007-09-28,103.9,,
2007-10-01,107.6,,
2007-10-02,108.81,,
2007-10-03,108.78,,
2007-10-04,109.89,,
2007-10-05,113.6,,
2007-10-08,111.96,,
2007-10-09,111.82,,
2007-10-10,111.22,,
2007-10-11,110.14,,
2007-10-12,109.22,,
2007-10-15,105.9,,
2007-10-16,104.67,,
2007-10-17,103.9,,
2007-10-18,103.68,,
2007-10-19,100.04,,
2007-10-22,102.1,,
2007-10-23,104.82,,
2007-10-24,104.15,,
2007-10-25,105.2,,
2007-10-26,107.19,,
2007-10-29,107.04,,
2007-10-30,106.5,,
2007-10-31,108.34,,
2007-11-01,105.21,,
2007-11-02,103.08,,
2007-11-05,102.15,,
2007-11-06,103.28,,
2007-11-07,99.26,,
2007-11-08,99.64,,
2007-11-09,100.2,,
2007-11-12,99.83,,
2007-11-13,104.04,,
2007-11-14,99.89,,
2007-11-15,98.2,,
2007-11-16,96.19,,
2007-11-19,94.17,,
2007-11-20,91.9,,
2007-11-21,91.04,,
2007-11-23,93.25,,
2007-11-26,88.71,,
2007-11-27,91.03,,
2007-11-28,94.8,,
2007-11-29,95.46,,
2007-11-30,98.42,,
2007-12-03,97.41,,
2007-12-04,94.96,,
2007-12-05,98.3,,
2007-12-06,101.63,,
2007-12-07,102.39,,
2007-12-10,104.63,,
2007-12-11,98.33,,
2007-12-12,98.05,,
2007-12-13,96.37,,
2007-12-14,92.72,,
2007-12-17,90.9,,
2007-12-18,93.7,,
2007-12-19,95.95,,
2007-12-20,97.68,,
2007-12-21,100.05,,
2007-12-24,103.29,,
2007-12-26,101.81,,
2007-12-27,93.07,,
2007-12-28,91.28,,
2007-12-31,91.81,,
2008-01-02,92.77,,
2008-01-03,89.67,,
2008-01-04,86.12,,
2008-01-07,85.42,,
2008-01-08,82.1,,
2008-01-09,84.21,,
2008-01-10,86.99,,
2008-01-11,89.3,,
2008-01-14,89.05,,
2008-01-15,87.07,,
2008-01-16,88.59,,
2008-01-17,87.04,,
2008-01-18,85.18,,
2008-01-22,88.72,,
2008-01-23,94.26,,
2008-01-24,91.8,,
2008-01-25,89.66,,
2008-01-28,93.33,,
2008-01-29,93.15,,
2008-01-30,89.32,,
2008-01-31,91.71,,
2008-02-01,96.09,,
2008-02-04,95.02,,
2008-02-05,91.98,,
2008-02-06,89.61,,
2008-02-07,90.7,,
2008-02-08,87.23,,
2008-02-11,85.72,,
2008-02-12,87.79,,
2008-02-13,87.38,,
2008-02-14,85.35,,
2008-02-15,86.63,,
2008-02-19,85.29,,
2008-02-20,86.75,,
2008-02-21,84.94,,
2008-02-22,88.06,,
2008-02-25,90.47,,
2008-02-26,91.07,,
2008-02-27,90.26,,
2008-02-28,88.43,,
2008-02-29,86.17,,
2008-03-03,87.06,,
2008-03-04,87.93,,
2008-03-05,88.57,,
2008-03-06,85.99,,
2008-03-07,88.2,,
2008-03-10,86.16,,
2008-03-11,92.44,,
2008-03-12,90.38,,
2008-03-13,90.41,,
2008-03-14,87.23,,
2008-03-17,85.38,,
2008-03-18,90.81,,
2008-03-19,90.18,,
2008-03-20,93.97,,
2008-03-24,96.9,,
2008-03-25,98.39,,
2008-03-26,94.53,,
2008-03-27,92.92,,
2008-03-28,92.12,,
2008-03-31,92.07,,
2008-04-01,97.82,,
2008-04-02,98.0,,
2008-04-03,99.51,,
2008-04-04,97.53,,
2008-04-07,97.08,,
2008-04-08,95.18,,
2008-04-09,93.44,,
2008-04-10,95.05,,
2008-04-11,94.61,,
2008-04-14,93.81,,
2008-04-15,94.29,,
2008-04-16,98.24,,
2008-04-17,99.24,,
2008-04-18,98.01,,
2008-04-21,98.63,,
2008-04-22,99.28,,
2008-04-23,101.05,,
2008-04-24,103.06,,
2008-04-25,103.28,,
2008-04-28,102.9,,
2008-04-29,100.56,,
2008-04-30,100.49,,
2008-05-01,105.04,,
2008-05-02,103.01,,
2008-05-05,102.37,,
2008-05-06,103.84,,
2008-05-07,100.52,,
2008-05-08,99.58,,
2008-05-09,97.76,,
